
[00:00:00.000 --> 00:00:05.000]  作詞:周杰倫 作曲:李宗盛
[00:03:24.700 --> 00:03:28.200]  一群以色列人他們去到迦南裡面
[00:03:28.200 --> 00:03:30.700]  約書亞記第一章是一段
[00:03:30.700 --> 00:03:34.200]  耶和華上帝對於約書亞的曉喻
[00:03:34.200 --> 00:03:37.200]  耶和華上帝是對著年輕的書亞
[00:03:37.200 --> 00:03:38.700]  即是相對年輕
[00:03:38.700 --> 00:03:40.700]  比摩西年輕很多
[00:03:40.700 --> 00:03:44.700]  有一個很有趣的一段說話
[00:03:44.700 --> 00:03:47.700]  年老的摩西已經不在了
[00:03:47.700 --> 00:03:50.200]  新的時代將要來臨
[00:03:50.200 --> 00:03:51.200]  就單單這樣說
[00:03:51.200 --> 00:03:53.700]  耶和華的僕人摩西死了以後
[00:03:53.700 --> 00:03:55.700]  耶和華曉喻摩西的幫手
[00:03:55.700 --> 00:03:57.700]  亂的兒子約書亞
[00:03:57.700 --> 00:04:01.700]  這段經文裡面有一個很有趣的稱呼
[00:04:01.700 --> 00:04:06.200]  他稱呼約書亞為摩西的幫手
[00:04:06.200 --> 00:04:07.700]  我們留意一下這個稱呼
[00:04:07.700 --> 00:04:10.200]  其實這個稱呼不是第一次出現
[00:04:10.200 --> 00:04:12.200]  在春夏合記的二十四章
[00:04:12.200 --> 00:04:14.200]  三十三章 文素記第十一章
[00:04:14.200 --> 00:04:18.700]  都出現過摩西的幫手這個稱呼
[00:04:18.700 --> 00:04:21.200]  約書亞一直都是摩西的幫手
[00:04:21.200 --> 00:04:23.200]  這是第一章裡面
[00:04:23.200 --> 00:04:29.200]  第一次不再這樣去稱呼約書亞
[00:04:29.200 --> 00:04:36.200]  而是耶和華兄弟直接自己去曉喻約書亞
[00:04:36.200 --> 00:04:38.200]  不再是摩西的幫手
[00:04:38.200 --> 00:04:42.200]  不再是經過摩西再分派不同的工作
[00:04:42.200 --> 00:04:46.200]  而是約書亞第一次聽見耶和華的聲音
[00:04:46.200 --> 00:04:50.200]  簡單來說就是約書亞第一次見他老闆的老闆
[00:04:50.200 --> 00:04:53.200]  直接見他的大老闆
[00:04:53.200 --> 00:04:55.200]  這個生命裡面很特別
[00:04:55.200 --> 00:04:57.200]  很第一次這樣的經驗
[00:04:57.200 --> 00:04:59.200]  我們看看第三到第五節
[00:04:59.200 --> 00:05:02.200]  當中是說到什麼
[00:05:02.200 --> 00:05:08.200]  這是耶和華兄弟對約書亞一個很重要的資訊
[00:05:08.200 --> 00:05:10.200]  再讀三到五節經文
[00:05:10.200 --> 00:05:12.200]  預備一二三
[00:05:12.200 --> 00:05:14.200]  凡你們腳掌所踏之地
[00:05:14.200 --> 00:05:18.200]  我都照著我所應許摩西的話設給你們鳥
[00:05:18.200 --> 00:05:20.200]  從旁野和者黎巴嫩
[00:05:20.200 --> 00:05:22.200]  直到幼奶花底河
[00:05:22.200 --> 00:05:23.200]  客人的泉地
[00:05:23.200 --> 00:05:25.200]  又到大海日落之處
[00:05:25.200 --> 00:05:27.200]  都要作你們的境界
[00:05:27.200 --> 00:05:29.200]  你平生的日子
[00:05:29.200 --> 00:05:32.200]  必無一人能在你面前站立得住
[00:05:32.200 --> 00:05:34.200]  我怎樣與摩西同在
[00:05:34.200 --> 00:05:36.200]  也必照樣與你同在
[00:05:36.200 --> 00:05:38.200]  我不必撇下你
[00:05:38.200 --> 00:05:39.200]  也不丟棄你
[00:05:39.200 --> 00:05:41.200]  一段很震撼的一幕
[00:05:41.200 --> 00:05:43.200]  上帝突然間
[00:05:43.200 --> 00:05:45.200]  他的說話來到約書亞面前
[00:05:45.200 --> 00:05:47.200]  約書亞領受耶和華的巧遇
[00:05:47.200 --> 00:05:52.200]  耶和華就向他展示一大片的地圖
[00:05:52.200 --> 00:05:55.200]  約書亞作為第二代的接班人
[00:05:55.200 --> 00:06:00.200]  上帝向他展示了前面一大段的一切
[00:06:00.200 --> 00:06:02.200]  短短幾節裡面都看到
[00:06:02.200 --> 00:06:08.200]  經文看到上帝展現了一個天時地利人和
[00:06:08.200 --> 00:06:09.200]  首先是地利
[00:06:09.200 --> 00:06:12.200]  上帝展現了一大片的土地
[00:06:12.200 --> 00:06:14.200]  凡你們腳掌所踏之地
[00:06:14.200 --> 00:06:16.200]  我都照著我所應許摩西的話設給你們鳥
[00:06:16.200 --> 00:06:18.200]  從旁野和者黎巴嫩
[00:06:18.200 --> 00:06:19.200]  直到幼奶花底河
[00:06:19.200 --> 00:06:20.200]  客人的泉地
[00:06:20.200 --> 00:06:21.200]  又到大海日落之處
[00:06:21.200 --> 00:06:23.200]  都要在你們的境界
[00:06:23.200 --> 00:06:27.200]  上帝展示的是整個加南地的邊境
[00:06:27.200 --> 00:06:29.200]  經文所說的曠野
[00:06:29.200 --> 00:06:33.200]  大概就是南邊他們所站立的地方
[00:06:33.200 --> 00:06:35.200]  直到北邊黎巴嫩
[00:06:35.200 --> 00:06:36.200]  東邊的幼奶花底河
[00:06:36.200 --> 00:06:38.200]  西邊的大海日落之處
[00:06:38.200 --> 00:06:43.200]  整個地中海的泉地都是你的
[00:06:43.200 --> 00:06:45.200]  第二個是人和
[00:06:45.200 --> 00:06:47.200]  上帝對約書亞說
[00:06:47.200 --> 00:06:52.200]  你平生日子必無一人能在你面前站立得住
[00:06:52.200 --> 00:06:54.200]  原來這就是中文的意思
[00:06:54.200 --> 00:06:57.200]  沒有一個人能夠在你面前能夠站著
[00:06:57.200 --> 00:06:59.200]  這條律就這麼說
[00:06:59.200 --> 00:07:00.200]  你走到任何人面前
[00:07:00.200 --> 00:07:02.200]  那個人都不要站著
[00:07:02.200 --> 00:07:03.200]  只能夠躺下
[00:07:03.200 --> 00:07:04.200]  或者是跪在頭上
[00:07:04.200 --> 00:07:08.200]  全部人都是會被你所勝的
[00:07:08.200 --> 00:07:11.200]  這裏是一段挺有霸氣的事
[00:07:11.200 --> 00:07:14.200]  沒有人能夠在世界上
[00:07:14.200 --> 00:07:16.200]  能夠和你一起站得住
[00:07:16.200 --> 00:07:18.200]  都必要是跪下的
[00:07:18.200 --> 00:07:21.200]  雖然英文沒有說約書亞的位置
[00:07:21.200 --> 00:07:25.200]  不過這番話大概都是在山頂裏面這樣說
[00:07:25.200 --> 00:07:29.200]  然後就是腳踏山頂的巔峰
[00:07:29.200 --> 00:07:32.200]  遠處面前的地圖
[00:07:32.200 --> 00:07:34.200]  由東到西
[00:07:34.200 --> 00:07:35.200]  由右至左
[00:07:35.200 --> 00:07:37.200]  日落之處
[00:07:37.200 --> 00:07:39.200]  全部都是你的
[00:07:39.200 --> 00:07:43.200]  所有人都不能夠在你面前站得住
[00:07:43.200 --> 00:07:45.200]  最後就是天時
[00:07:45.200 --> 00:07:49.200]  不好意思 原來沒有天時
[00:07:49.200 --> 00:07:53.200]  原來正正是唯獨欠缺天時
[00:07:53.200 --> 00:07:56.200]  即是上帝向約書亞顯現的
[00:07:56.200 --> 00:08:00.200]  佔盡一切地利人和的優勢
[00:08:00.200 --> 00:08:04.200]  卻偏偏沒有天時
[00:08:04.200 --> 00:08:06.200]  大地在我腳下
[00:08:06.200 --> 00:08:08.200]  我面前所謂無敵
[00:08:08.200 --> 00:08:12.200]  不過原來卻不是timing
[00:08:12.200 --> 00:08:15.200]  如果你深入了解的話
[00:08:15.200 --> 00:08:19.200]  你會發現整個的曉譽是一幅將來的圖畫
[00:08:19.200 --> 00:08:21.200]  Sorry 未發生的
[00:08:21.200 --> 00:08:25.200]  將來的 未來的 未來的
[00:08:25.200 --> 00:08:27.200]  我們廣東話這套語言很特別
[00:08:27.200 --> 00:08:28.200]  我們很方便
[00:08:28.200 --> 00:08:31.200]  基本上任何東西我們都沒有grammar
[00:08:31.200 --> 00:08:33.200]  沒有past tense 或 future tense
[00:08:33.200 --> 00:08:36.200]  全部的東西都沒有時態
[00:08:36.200 --> 00:08:38.200]  我們都能夠說得通
[00:08:38.200 --> 00:08:40.200]  廣東話是怎樣說的
[00:08:40.200 --> 00:08:44.200]  變化都在動詞的語氣裏
[00:08:44.200 --> 00:08:47.200]  你沒有東西 你沒有東西
[00:08:47.200 --> 00:08:48.200]  你沒有東西 你沒有東西
[00:08:48.200 --> 00:08:49.200]  你沒有東西播
[00:08:49.200 --> 00:08:51.200]  全部都是很多不同意思當中
[00:08:51.200 --> 00:08:52.200]  所以我們發覺
[00:08:52.200 --> 00:08:56.200]  我們怎樣去說時態在廣東話裏
[00:08:56.200 --> 00:09:00.200]  廣東話怎樣說past tense
[00:09:00.200 --> 00:09:01.200]  我們沒有past tense
[00:09:01.200 --> 00:09:03.200]  我們的past tense是怎樣的
[00:09:03.200 --> 00:09:05.200]  你吃飯了沒有
[00:09:05.200 --> 00:09:07.200]  你就快吃飯了
[00:09:07.200 --> 00:09:08.200]  你正在吃飯
[00:09:08.200 --> 00:09:10.200]  這個就是我們的時態
[00:09:10.200 --> 00:09:12.200]  希伯來文都是這樣
[00:09:12.200 --> 00:09:14.200]  希伯來文的動詞
[00:09:14.200 --> 00:09:16.200]  叫做quote imperfect
[00:09:16.200 --> 00:09:21.200]  意思是一個不完全的意思
[00:09:21.200 --> 00:09:23.200]  不完全的一個時態
[00:09:23.200 --> 00:09:25.200]  我們回到將來式
[00:09:25.200 --> 00:09:26.200]  其實沒有將來式
[00:09:26.200 --> 00:09:29.200]  不過就叫做不完全的時態
[00:09:29.200 --> 00:09:33.200]  未完成的是將來要做的事情
[00:09:33.200 --> 00:09:34.200]  是這個意思
[00:09:34.200 --> 00:09:37.200]  凡你們腳掌將要踏之地
[00:09:37.200 --> 00:09:39.200]  我都照摩西英去的話
[00:09:39.200 --> 00:09:41.200]  將要切割你們
[00:09:41.200 --> 00:09:42.200]  這樣才是這樣說
[00:09:42.200 --> 00:09:44.200]  從曠野到黎巴嫩
[00:09:44.200 --> 00:09:46.200]  整個日落之處
[00:09:46.200 --> 00:09:48.200]  都將要作你們的境界
[00:09:48.200 --> 00:09:49.200]  不是現在
[00:09:49.200 --> 00:09:50.200]  將要
[00:09:50.200 --> 00:09:54.200]  意思是將會無人能夠在你面前站不住
[00:09:54.200 --> 00:09:57.200]  這樣才是那個意思所在
[00:09:57.200 --> 00:10:01.200]  imperfect一個past tense的時態
[00:10:01.200 --> 00:10:04.200]  這些行動不是完整的
[00:10:04.200 --> 00:10:05.200]  不是perfect的
[00:10:05.200 --> 00:10:06.200]  未完成的
[00:10:06.200 --> 00:10:12.200]  因為是一件未完全出現的事情
[00:10:12.200 --> 00:10:14.200]  hypothetical的事情
[00:10:14.200 --> 00:10:16.200]  所以原來耶和華上帝
[00:10:16.200 --> 00:10:21.200]  向摩西發出一張還未兌現的支票
[00:10:21.200 --> 00:10:23.200]  銀碼寫得很大
[00:10:23.200 --> 00:10:25.200]  但其實現在拿不到
[00:10:25.200 --> 00:10:28.200]  跟大家NPF一樣
[00:10:28.200 --> 00:10:30.200]  在整個腦海裏
[00:10:30.200 --> 00:10:34.200]  是一個尚未發生的事情
[00:10:34.200 --> 00:10:36.200]  在這個年代裏
[00:10:36.200 --> 00:10:38.200]  對於一些還未發生
[00:10:38.200 --> 00:10:39.200]  腦海裏不斷浮現的
[00:10:39.200 --> 00:10:41.200]  我們叫什麼
[00:10:41.200 --> 00:10:43.200]  叫FF
[00:10:43.200 --> 00:10:44.200]  是他的想像
[00:10:44.200 --> 00:10:46.200]  是他的final fantasy
[00:10:46.200 --> 00:10:48.200]  一切都未發生
[00:10:48.200 --> 00:10:50.200]  什麼踏之地
[00:10:50.200 --> 00:10:51.200]  什麼日落之處
[00:10:51.200 --> 00:10:52.200]  迦南美利蒙
[00:10:52.200 --> 00:10:54.200]  全部都是未發生的事情
[00:10:54.200 --> 00:10:56.200]  不過都是一些imperfect的事情
[00:10:56.200 --> 00:10:59.200]  每一串要踏的地圖
[00:10:59.200 --> 00:11:01.200]  都未存在過
[00:11:01.200 --> 00:11:03.200]  每一個所謂要戰勝的人
[00:11:03.200 --> 00:11:05.200]  都未出現過
[00:11:05.200 --> 00:11:08.200]  原來所目睹的一切
[00:11:08.200 --> 00:11:10.200]  全部的景貌
[00:11:10.200 --> 00:11:13.200]  通通都未真正的存在
[00:11:13.200 --> 00:11:14.200]  不過
[00:11:14.200 --> 00:11:18.200]  這些真是上帝的曉喻
[00:11:18.200 --> 00:11:20.200]  雖然是FF
[00:11:20.200 --> 00:11:24.200]  但FF是一個真真正正的final fantasy
[00:11:24.200 --> 00:11:28.200]  因為是上帝為耶穌留下一個未來的可能
[00:11:28.200 --> 00:11:31.200]  一個未來的可能
[00:11:31.200 --> 00:11:34.200]  所以整個的曉喻的關鍵
[00:11:34.200 --> 00:11:39.200]  是怎樣去實踐這樣的可能
[00:11:39.200 --> 00:11:41.200]  從想像到真實
[00:11:41.200 --> 00:11:44.200]  從現在到未來
[00:11:44.200 --> 00:11:46.200]  從可能性到實在性
[00:11:46.200 --> 00:11:48.200]  potentiality
[00:11:48.200 --> 00:11:50.200]  到reactuality
[00:11:50.200 --> 00:11:52.200]  上帝吩咐的書說
[00:11:52.200 --> 00:11:54.200]  你要做什麼
[00:11:54.200 --> 00:11:57.200]  就能夠去實踐這樣的未來
[00:11:57.200 --> 00:12:02.200]  這正正就是接下來的經文的重點
[00:12:28.200 --> 00:12:31.200]  Oh dear enjoyment
[00:12:31.200 --> 00:12:34.200]  I'm sad again
[00:12:34.200 --> 00:12:38.200]  Don't tell my boyfriend
[00:12:38.200 --> 00:12:43.200]  You know what he's made for
[00:12:43.200 --> 00:12:51.200]  What was I made for
[00:12:53.200 --> 00:13:00.200]  'Cause I, 'cause I
[00:13:00.200 --> 00:13:06.200]  I don't know how to feel
[00:13:06.200 --> 00:13:13.200]  But I wanna try
[00:13:13.200 --> 00:13:20.200]  I don't know how to feel
[00:13:20.200 --> 00:13:28.200]  But someday I might
[00:13:28.200 --> 00:13:35.200]  Someday I might
[00:13:35.200 --> 00:13:39.200]  從potentiality到actuality
[00:13:39.200 --> 00:13:43.200]  關鍵經文正正在第六到第九節
[00:13:43.200 --> 00:13:46.200]  第六節說
[00:13:46.200 --> 00:13:47.200]  你當剛強壯膽
[00:13:47.200 --> 00:13:51.200]  因為你必使這百姓承受這地為業
[00:13:51.200 --> 00:13:53.200]  就是我向他們你作所起的誓
[00:13:53.200 --> 00:13:55.200]  應許是給他們的地
[00:13:55.200 --> 00:13:57.200]  只要剛強大大壯膽
[00:13:57.200 --> 00:14:00.200]  謹守遵行我六人摩西所吩咐你們的一切律法
[00:14:00.200 --> 00:14:01.200]  不可偏離左右
[00:14:01.200 --> 00:14:04.200]  使你無論往哪裡去都可以順利
[00:14:04.200 --> 00:14:05.200]  律法書不可離開你的口
[00:14:05.200 --> 00:14:07.200]  總要晝夜思想好
[00:14:07.200 --> 00:14:10.200]  叫你遵行這書上所寫的一句話
[00:14:10.200 --> 00:14:13.200]  如此你的路路就可以亨通繁殖順利
[00:14:13.200 --> 00:14:14.200]  我希望吩咐你們
[00:14:14.200 --> 00:14:17.200]  當剛強壯膽不要懼怕
[00:14:17.200 --> 00:14:18.200]  也不要驚慌
[00:14:18.200 --> 00:14:19.200]  因為你無論往哪裡去
[00:14:19.200 --> 00:14:22.200]  耶和利神都必願你同在
[00:14:22.200 --> 00:14:26.200]  如果這段是一段將來的經文
[00:14:26.200 --> 00:14:30.200]  這段正正是一段現在式經文
[00:14:30.200 --> 00:14:32.200]  剛剛是不同的grammar
[00:14:32.200 --> 00:14:36.200]  第六到九節全部都是一個現在式的經文
[00:14:36.200 --> 00:14:39.200]  Now 現在的事情
[00:14:39.200 --> 00:14:41.200]  上帝勸勉書下說
[00:14:41.200 --> 00:14:45.200]  我們現在應該要做些什麼
[00:14:45.200 --> 00:14:46.200]  勸勉什麼
[00:14:46.200 --> 00:14:49.200]  就是要做了這六到九節
[00:14:49.200 --> 00:14:55.200]  才能夠實踐一到第五節所說的應許的事情
[00:14:55.200 --> 00:14:56.200]  做些什麼呢
[00:14:56.200 --> 00:14:57.200]  很明顯吧
[00:14:57.200 --> 00:15:01.200]  你見到不斷地重複重複又重複
[00:15:01.200 --> 00:15:04.200]  剛強壯膽這四個字
[00:15:04.200 --> 00:15:06.200]  第六節你當剛強壯膽
[00:15:06.200 --> 00:15:08.200]  第七節只要剛強大大壯膽
[00:15:08.200 --> 00:15:10.200]  第九節你當剛強壯膽
[00:15:10.200 --> 00:15:15.200]  為什麼上帝要募耶穌來到他剛強壯膽呢
[00:15:15.200 --> 00:15:17.200]  難道他不夠勇嗎
[00:15:17.200 --> 00:15:20.200]  其實你知道耶穌一向都很勇猛
[00:15:20.200 --> 00:15:22.200]  一向都是一個戰士
[00:15:22.200 --> 00:15:26.200]  他年輕時能夠對抗亞馬利人
[00:15:26.200 --> 00:15:31.200]  為什麼上帝要他鼓勵耶穌來到他剛強壯膽呢
[00:15:31.200 --> 00:15:35.200]  我們要認識什麼是剛強壯膽
[00:15:35.200 --> 00:15:37.200]  什麼是剛強壯膽
[00:15:37.200 --> 00:15:41.200]  有些人以為這個字是一種很一剎那
[00:15:41.200 --> 00:15:43.200]  很情緒一剎那的事
[00:15:43.200 --> 00:15:46.200]  所謂飲杯酒壯壯膽
[00:15:46.200 --> 00:15:48.200]  其實聖經不是叫你壯膽
[00:15:48.200 --> 00:15:50.200]  也不是叫你大膽
[00:15:50.200 --> 00:15:52.200]  這個字是挺負面的
[00:15:52.200 --> 00:15:53.200]  大膽
[00:15:53.200 --> 00:15:55.200]  你都很大膽
[00:15:55.200 --> 00:15:58.200]  我們開大膽車全部都是不好的東西
[00:15:58.200 --> 00:16:00.200]  聖經不是要你做這些事
[00:16:00.200 --> 00:16:06.200]  聖經是一種信仰裏面的一種勇氣
[00:16:06.200 --> 00:16:10.200]  可能大家聽過神學家朴天烈
[00:16:10.200 --> 00:16:12.200]  寫了一本書叫《生之勇氣》
[00:16:12.200 --> 00:16:14.200]  The Courage to Be
[00:16:14.200 --> 00:16:18.200]  是更哲學性所說的一種勇氣
[00:16:18.200 --> 00:16:21.200]  勇氣是我們生命裏面的本質
[00:16:21.200 --> 00:16:24.200]  是能夠實現你的生命
[00:16:24.200 --> 00:16:27.200]  是生命最深層次的一種力量
[00:16:27.200 --> 00:16:29.200]  不是純粹你夠不夠勇的問題
[00:16:29.200 --> 00:16:34.200]  而是將那種潛在性
[00:16:34.200 --> 00:16:37.200]  變為實在性的一種過程
[00:16:37.200 --> 00:16:41.200]  我們說上帝
[00:16:41.200 --> 00:16:44.200]  上帝是Artus Purus
[00:16:44.200 --> 00:16:46.200]  是沒有潛在性
[00:16:46.200 --> 00:16:49.200]  因為他全部都能夠實現出來
[00:16:49.200 --> 00:16:52.200]  上帝是沒有流力的
[00:16:52.200 --> 00:16:58.200]  上帝的可能性是100%
[00:16:58.200 --> 00:17:00.200]  沒有潛在性
[00:17:00.200 --> 00:17:02.200]  因為他完全發揮出來了
[00:17:02.200 --> 00:17:04.200]  我們作為一個人
[00:17:04.200 --> 00:17:09.200]  如何由潛在性變成實在性
[00:17:09.200 --> 00:17:11.200]  就是我們那個過程
[00:17:11.200 --> 00:17:13.200]  所以勇氣是說甚麼呢
[00:17:13.200 --> 00:17:17.200]  就是你生存裏面最深層次的自我體驗
[00:17:17.200 --> 00:17:23.200]  所謂勇氣就是成為最好版本的你
[00:17:23.200 --> 00:17:27.200]  即是神給你在裏面一個最好的版本
[00:17:27.200 --> 00:17:29.200]  發揮得最好的你
[00:17:29.200 --> 00:17:30.200]  你能夠實現出來
[00:17:30.200 --> 00:17:33.200]  你那個潛在性
[00:17:33.200 --> 00:17:37.200]  成為一個本來你應該是的你
[00:17:37.200 --> 00:17:39.200]  但暫時未是的你
[00:17:39.200 --> 00:17:40.200]  你去實現它
[00:17:40.200 --> 00:17:42.200]  這個就是這個意思
[00:17:42.200 --> 00:17:46.200]  所以勇氣正正就是將一切潛在性
[00:17:46.200 --> 00:17:49.200]  變成一種實在性
[00:17:49.200 --> 00:17:52.200]  即是說你很有潛在性是甚麼意思
[00:17:52.200 --> 00:17:54.200]  即是你還不夠
[00:17:54.200 --> 00:17:55.200]  你真的很大潛在性
[00:17:55.200 --> 00:17:58.200]  即是你還沒有發揮到最好的
[00:17:58.200 --> 00:18:01.200]  所以上帝說你當剛強壯膽
[00:18:01.200 --> 00:18:03.200]  不要懼怕不要驚惶
[00:18:03.200 --> 00:18:06.200]  上帝說他命令舒亞里要有勇氣
[00:18:06.200 --> 00:18:09.200]  將上帝所給你和整個伊斯利文的
[00:18:09.200 --> 00:18:13.200]  那個潛在的潛在性去實現出來
[00:18:13.200 --> 00:18:16.200]  不要被外在的環境去影響到
[00:18:16.200 --> 00:18:18.200]  不要被眼前的事物去阻擋到
[00:18:18.200 --> 00:18:21.200]  不要被那些很大的監人去嚇到你
[00:18:21.200 --> 00:18:23.200]  不要覺得自己做不到
[00:18:23.200 --> 00:18:24.200]  應付不到
[00:18:24.200 --> 00:18:27.200]  因為這些東西你們是可以的
[00:18:27.200 --> 00:18:30.200]  是上帝眼中你真真正正
[00:18:30.200 --> 00:18:33.200]  伊斯利文應該做到的東西
[00:18:33.200 --> 00:18:35.200]  所以這些東西的共同之處
[00:18:35.200 --> 00:18:38.200]  正正就是叫你不要去埋沒一些
[00:18:38.200 --> 00:18:41.200]  上帝捍衛真實的東西
[00:18:41.200 --> 00:18:43.200]  上帝交給你的東西
[00:18:43.200 --> 00:18:47.200]  這些全部都是你心靈裏的潛在性
[00:18:47.200 --> 00:18:49.200]  勇氣正正是發現
[00:18:49.200 --> 00:18:50.200]  即是去實踐出去
[00:18:50.200 --> 00:18:52.200]  這樣的潛能
[00:18:52.200 --> 00:18:56.200]  縱然眼前的現實是多麼的強大
[00:18:56.200 --> 00:18:58.200]  縱然那個環境多麼的困難
[00:18:58.200 --> 00:19:01.200]  縱然那個要求多麼的高也好
[00:19:01.200 --> 00:19:03.200]  我們仍然去能夠實踐
[00:19:03.200 --> 00:19:07.200]  上帝為我們已經預備好的潛在性
[00:19:07.200 --> 00:19:11.200]  面對艱難仍然去實踐我們的真實
[00:19:11.200 --> 00:19:16.200]  這個正正就是剛強壯膽的意思
[00:19:16.200 --> 00:19:21.200]  怯懦正正是這個字的相反
[00:19:21.200 --> 00:19:23.200]  怯懦就好像失去味道的鹽
[00:19:23.200 --> 00:19:26.200]  明明是鹽來的
[00:19:26.200 --> 00:19:29.200]  卻是無端端被事情蒙蔽了
[00:19:29.200 --> 00:19:33.200]  明明身上的光但卻沒有照出來
[00:19:33.200 --> 00:19:36.200]  明明應該是更加好的基督徒
[00:19:36.200 --> 00:19:39.200]  卻沒有成為上帝眼裏
[00:19:39.200 --> 00:19:42.200]  你可以成為的基督徒
[00:19:42.200 --> 00:19:44.200]  不過大家不要誤會
[00:19:44.200 --> 00:19:48.200]  所謂怯懦不一定是那些樣子
[00:19:48.200 --> 00:19:51.200]  即是很害怕很蛇龜
[00:19:51.200 --> 00:19:53.200]  很畏首畏尾的樣子
[00:19:53.200 --> 00:19:54.200]  不是的
[00:19:54.200 --> 00:19:56.200]  怯懦不一定是很害怕的樣子
[00:19:56.200 --> 00:19:59.200]  怯懦是可以事事正正
[00:19:59.200 --> 00:20:03.200]  正正是最可怕的怯懦就是這樣
[00:20:03.200 --> 00:20:07.200]  OK的正正常常的生活下去
[00:20:07.200 --> 00:20:09.200]  無聲無息
[00:20:09.200 --> 00:20:11.200]  沒甚麼事發生
[00:20:11.200 --> 00:20:13.200]  這樣去生活下去
[00:20:13.200 --> 00:20:16.200]  做一個所謂的OK拉基督徒
[00:20:16.200 --> 00:20:18.200]  甚麼是OK拉基督徒
[00:20:18.200 --> 00:20:21.200]  即是耶穌我仍然OK信
[00:20:21.200 --> 00:20:24.200]  但仍然沒有很多真正的信
[00:20:24.200 --> 00:20:26.200]  教會我仍然OK有
[00:20:26.200 --> 00:20:28.200]  我是有的
[00:20:28.200 --> 00:20:30.200]  但又不是經常見到
[00:20:30.200 --> 00:20:33.200]  聖經我OK延續在手機裏
[00:20:33.200 --> 00:20:36.200]  但卻少過用淘寶和富途學屋
[00:20:36.200 --> 00:20:38.200]  和Open Rice的東西
[00:20:38.200 --> 00:20:40.200]  這個就是OK拉基督徒
[00:20:40.200 --> 00:20:41.200]  即是OK
