
[00:00:00.000 --> 00:00:04.000]  好,等節目平安,我們一起祈禱
[00:03:22.000 --> 00:03:27.000]  我想買這個就買這個,我想去旅行就去旅行
[00:03:27.000 --> 00:03:30.000]  我今天想吃雞煲,我就要吃雞煲
[00:03:30.000 --> 00:03:34.000]  真的,我真的很喜歡吃雞煲,雞煲很好吃
[00:03:34.000 --> 00:03:37.000]  當然貧窮限制我們的自由
[00:03:37.000 --> 00:03:40.000]  但基本上我們成為大人,成年人
[00:03:40.000 --> 00:03:44.000]  大概都可以按照自己的想法去生活
[00:03:44.000 --> 00:03:49.000]  嘗試去實踐自己想生活的方式
[00:03:49.000 --> 00:03:55.000]  所以我們都很萌失,要哭出來
[00:03:55.000 --> 00:03:59.000]  所以我們都是追求自由自在的生活
[00:03:59.000 --> 00:04:04.000]  傳統主義大師沙特有句很重要的名句
[00:04:04.000 --> 00:04:07.000]  叫做存在先於本質,不知道大家有沒有聽過
[00:04:07.000 --> 00:04:11.000]  意思是每個人都生下來一個獨特的個體
[00:04:11.000 --> 00:04:14.000]  自己以自己的方式去活
[00:04:14.000 --> 00:04:17.000]  沒有別人為你設定的方法去活
[00:04:17.000 --> 00:04:20.000]  因為你的存在僅僅只有你去決定
[00:04:20.000 --> 00:04:22.000]  你自己的存在
[00:04:22.000 --> 00:04:27.000]  所以這就是一個很關乎於我們生命裡自由實踐的東西
[00:04:27.000 --> 00:04:31.000]  對我來說,我覺得最自由自在的事是什麼呢?
[00:04:31.000 --> 00:04:34.000]  就是玩一個叫Rider Republic的遊戲
[00:04:34.000 --> 00:04:36.000]  大家有沒有玩過?
[00:04:36.000 --> 00:04:39.000]  這個是我來的
[00:04:39.000 --> 00:04:44.000]  一個開放世界,裡面有很巨大的大自然空間
[00:04:44.000 --> 00:04:48.000]  裡面有美麗的山脈,湖泊,雪山,各個公園
[00:04:48.000 --> 00:04:51.000]  你在遊戲裡面想做什麼都可以
[00:04:51.000 --> 00:04:55.000]  都是玩X-GAME,你可以玩踩單車,公路單車,爬山單車
[00:04:55.000 --> 00:04:59.000]  BMX,Snowboard,Skiboard,滑長沙
[00:04:59.000 --> 00:05:02.000]  你可以在遊戲裡面玩任何的X-GAME運動
[00:05:02.000 --> 00:05:05.000]  我還是一個女生
[00:05:05.000 --> 00:05:07.000]  基本上遊戲是沒有什麼目標的
[00:05:07.000 --> 00:05:10.000]  基本上都是在裡面隨便走來走去
[00:05:10.000 --> 00:05:13.000]  在遊戲裡面做不同的事情
[00:05:13.000 --> 00:05:16.000]  我去到不同的地方拍照
[00:05:16.000 --> 00:05:18.000]  很多不同的地方去
[00:05:18.000 --> 00:05:22.000]  玩任何想玩的X-GAME運動
[00:05:22.000 --> 00:05:24.000]  所以平常沒有做的我都會
[00:05:24.000 --> 00:05:26.000]  有時候我在ZOOM開會
[00:05:26.000 --> 00:05:28.000]  我都會玩到開會
[00:05:28.000 --> 00:05:30.000]  基本上不需要這麼老
[00:05:30.000 --> 00:05:32.000]  基本上我在開會踩單車
[00:05:32.000 --> 00:05:35.000]  很自由自在的感覺
[00:05:35.000 --> 00:05:40.000]  在遊戲裡面不斷享受大自然和速度的快感
[00:05:40.000 --> 00:05:43.000]  最重要的是這個遊戲是不會受傷的
[00:05:43.000 --> 00:05:46.000]  不會累,不會受傷,也不會死
[00:05:46.000 --> 00:05:48.000]  也不需要帶任何器材
[00:05:48.000 --> 00:05:50.000]  我一按就可以變成一個滑雪的人
[00:05:50.000 --> 00:05:52.000]  或者踩單車的人
[00:05:52.000 --> 00:05:54.000]  你變成一個音樂電台
[00:05:54.000 --> 00:05:56.000]  你可以聽不同的音樂
[00:05:56.000 --> 00:05:58.000]  我就聽著Classical Music 一直踩單車
[00:05:58.000 --> 00:06:00.000]  很開心很開心的事情
[00:06:00.000 --> 00:06:04.000]  這個不單單是一個遊戲
[00:06:04.000 --> 00:06:07.000]  更加是我的天堂
[00:06:07.000 --> 00:06:09.000]  我經常說將來我的天堂是這樣的
[00:06:09.000 --> 00:06:12.000]  天堂是什麼我不知道
[00:06:12.000 --> 00:06:16.000]  但是天堂就是一個能夠自由自在的
[00:06:16.000 --> 00:06:20.000]  讓我踩單車和玩任何高速運動的地方
[00:06:20.000 --> 00:06:22.000]  不需要任何的限制
[00:06:22.000 --> 00:06:24.000]  也不會死亡不會受傷
[00:06:24.000 --> 00:06:26.000]  我就永恆地在玩X-GAME運動
[00:06:26.000 --> 00:06:31.000]  所以這個就是我最自由自在的事情
[00:06:31.000 --> 00:06:33.000]  但不知道你是怎樣
[00:06:33.000 --> 00:06:37.000]  對你來說最自由自在的是什麼呢
[00:06:37.000 --> 00:06:42.000]  不過我所說的這部分的自由
[00:06:42.000 --> 00:06:43.000]  都是其中一部分
[00:06:43.000 --> 00:06:45.000]  但是你知道在現實的情況之下
[00:06:45.000 --> 00:06:47.000]  我們所說的自由
[00:06:47.000 --> 00:06:50.000]  其實是必然會遇到一個問題
[00:06:50.000 --> 00:06:52.000]  就是自由的限制
[00:06:52.000 --> 00:06:54.000]  我想除了天堂之外
[00:06:54.000 --> 00:07:00.000]  除了天堂能夠讓你完全沒有限制去發揮你的自由之外
[00:07:00.000 --> 00:07:02.000]  當你仍然存在世界上的時候
[00:07:02.000 --> 00:07:09.000]  所謂自由其實主要是你更加要面對的就是所謂限制之下
[00:07:09.000 --> 00:07:11.000]  你怎樣去實踐你的自由
[00:07:11.000 --> 00:07:15.000]  就像我所說貧窮是一個限制
[00:07:15.000 --> 00:07:18.000]  資源短缺是一個限制
[00:07:18.000 --> 00:07:22.000]  其他人或其他力量的管制是一個限制
[00:07:22.000 --> 00:07:24.000]  你的老闆是一個限制
[00:07:24.000 --> 00:07:27.000]  一條法律都是一個限制
[00:07:27.000 --> 00:07:32.000]  因此當我們認真去思考自由這課題的時候
[00:07:32.000 --> 00:07:38.000]  所謂自由不單單是一種自由自在的感覺這麼簡單
[00:07:38.000 --> 00:07:45.000]  而是從某種的限制和束縛之下得到釋放
[00:07:45.000 --> 00:07:49.000]  Free from something
[00:07:49.000 --> 00:07:53.000]  正正是我們今天認真去思考的課題
[00:07:53.000 --> 00:07:57.000]  什麼是Free from something
[00:07:57.000 --> 00:08:00.000]  其實這是一個中學中英文的問題
[00:08:00.000 --> 00:08:02.000]  我們以前經常都學proposition 要背的
[00:08:02.000 --> 00:08:12.000]  Afraid of, Interested in, On the bookshelf, I go to school by bus
[00:08:12.000 --> 00:08:15.000]  所以你發覺這是很重要的
[00:08:15.000 --> 00:08:24.000]  Hook for, Faith in, Love with
[00:08:24.000 --> 00:08:27.000]  Free總是帶著哪個字
[00:08:27.000 --> 00:08:30.000]  就是Free from
[00:08:30.000 --> 00:08:34.000]  我想最能夠說得明白Free from是什麼呢
[00:08:34.000 --> 00:08:36.000]  就是Free from the prison
[00:08:36.000 --> 00:08:38.000]  Prison break
[00:08:38.000 --> 00:08:41.000]  我們一個監獄就是要你失去自由
[00:08:41.000 --> 00:08:44.000]  你在監獄裡面被囚禁
[00:08:44.000 --> 00:08:48.000]  你想去的地方不能做你想做的事
[00:08:48.000 --> 00:08:50.000]  它局限了你能夠做的事情
[00:08:50.000 --> 00:08:55.000]  所以你要Free from這個困鎖和限制當中
[00:08:55.000 --> 00:09:01.000]  所以自由其實更加首要地是一個Free from something
[00:09:01.000 --> 00:09:03.000]  一種這樣的概念
[00:09:03.000 --> 00:09:05.000]  面對今天這個世界
[00:09:05.000 --> 00:09:11.000]  自由正正就是你能夠去Free from something的各種可能
[00:09:11.000 --> 00:09:15.000]  從強權壓迫操控中得到自由
[00:09:15.000 --> 00:09:18.000]  從深淵黑暗罪惡裡面得到自由
[00:09:18.000 --> 00:09:21.000]  從絕望迷茫捆綁裡面得到自由
[00:09:21.000 --> 00:09:28.000]  言論自由 新聞自由 集會自由 經濟自由 宗教自由
[00:09:28.000 --> 00:09:31.000]  私隱自由 思想自由 心靈自由
[00:09:31.000 --> 00:09:35.000]  我們幾年前爭取的
[00:09:35.000 --> 00:09:41.000]  正正就是去Free from一些管轄和操控
[00:09:41.000 --> 00:09:45.000]  所以自由首要地是一個Free from的觀念
[00:09:45.000 --> 00:09:49.000]  實際上這種Free from something的觀念
[00:09:49.000 --> 00:09:53.000]  正正就是基督教信仰裡面很重要所提出來的概念
[00:09:53.000 --> 00:09:55.000]  Free from something
[00:09:55.000 --> 00:09:57.000]  如果你去看聖經的話
[00:09:57.000 --> 00:10:01.000]  你會發現聖經所說的自由大部分都是Free from的概念
[00:10:01.000 --> 00:10:04.000]  我們從某種東西裡面
[00:10:04.000 --> 00:10:07.000]  在那個綑綁當中得到釋放
[00:10:07.000 --> 00:10:09.000]  這個就是自由
[00:10:09.000 --> 00:10:11.000]  譬如保祿在《羅馬書》裡面提到
[00:10:11.000 --> 00:10:15.000]  你們既從罪得了釋放就做了義的奴僕
[00:10:15.000 --> 00:10:17.000]  《羅馬書》的章經文
[00:10:17.000 --> 00:10:20.000]  這個是什麼呢?就是Free from sin
[00:10:20.000 --> 00:10:24.000]  在基督耶穌裡面的生命的律釋放了我們
[00:10:24.000 --> 00:10:27.000]  使我們脫離罪和死的律法
[00:10:27.000 --> 00:10:29.000]  這個是什麼呢?Free from death
[00:10:29.000 --> 00:10:31.000]  Free from the law
[00:10:31.000 --> 00:10:34.000]  因此聖經裡面所提及的自由的觀念
[00:10:34.000 --> 00:10:37.000]  所謂自由就是Free from something
[00:10:37.000 --> 00:10:39.000]  無論是從罪得釋放
[00:10:39.000 --> 00:10:43.000]  還是說不被律法和死亡所困鎖都好
[00:10:43.000 --> 00:10:45.000]  都是一個Free from的觀念
[00:10:45.000 --> 00:10:49.000]  耶穌基督叫我們得著自由
[00:10:49.000 --> 00:10:53.000]  這個今天我們要去強調的主題
[00:10:53.000 --> 00:10:55.000]  我平時都不用powerpoint
[00:10:55.000 --> 00:10:57.000]  特意要打出來
[00:10:57.000 --> 00:10:59.000]  希望大家能記住這一點
[00:10:59.000 --> 00:11:01.000]  耶穌基督叫我們得著自由
[00:11:01.000 --> 00:11:04.000]  這是我們很重要的基礎
[00:11:04.000 --> 00:11:07.000]  所以保祿在《加特書》第五章裡面提到
[00:11:07.000 --> 00:11:09.000]  基督釋放了我們
[00:11:09.000 --> 00:11:11.000]  叫我們得以自由
[00:11:11.000 --> 00:11:13.000]  所以要站立得穩
[00:11:13.000 --> 00:11:16.000]  不要被奴僕的欺騙去限制
[00:11:16.000 --> 00:11:18.000]  或者《加特書》裡面也記載
[00:11:18.000 --> 00:11:20.000]  天父的兒子若叫你們自由
[00:11:20.000 --> 00:11:23.000]  你們就真自由了
[00:11:23.000 --> 00:11:27.000]  不過究竟我們的耶穌基督
[00:11:27.000 --> 00:11:32.000]  能夠叫我們Free from什麼呢?
[00:11:32.000 --> 00:11:36.000]  這個就是我們今天認真去想的問題
[00:11:36.000 --> 00:11:39.000]  真的耶穌基督叫我們得著自由
[00:11:39.000 --> 00:11:42.000]  究竟我們得著的是一個怎樣的自由?
[00:11:42.000 --> 00:11:44.000]  這是我們今天要去想的問題
[00:11:44.000 --> 00:11:48.000]  當然以前信主在教會上也聽過
[00:11:48.000 --> 00:11:50.000]  聖經裡面說的重聚得釋放
[00:11:50.000 --> 00:11:52.000]  死亡和得著自由
[00:11:52.000 --> 00:11:54.000]  這些Free from sin, free from death
[00:11:54.000 --> 00:11:56.000]  這些都是我們知道的東西
[00:11:56.000 --> 00:11:58.000]  不過你不以為然
[00:11:58.000 --> 00:12:00.000]  因為你覺得沒有什麼特別
[00:12:00.000 --> 00:12:04.000]  重聚得釋放也是得永生
[00:12:04.000 --> 00:12:06.000]  得救的東西
[00:12:06.000 --> 00:12:08.000]  你覺得沒有什麼特別
[00:12:08.000 --> 00:12:10.000]  差不多意思的東西
[00:12:10.000 --> 00:12:12.000]  在今天的香港
[00:12:12.000 --> 00:12:14.000]  面對我們今天的世界
[00:12:14.000 --> 00:12:16.000]  我邀請大家一起去好好想想
[00:12:16.000 --> 00:12:18.000]  究竟我們的主耶穌基督
[00:12:18.000 --> 00:12:23.000]  他是呼召我們去Free from什麼呢?
[00:12:23.000 --> 00:12:29.000]  他能夠叫我們去Free from什麼呢?
[00:12:29.000 --> 00:12:32.000]  聽姐妹,我們的主耶穌
[00:12:32.000 --> 00:12:37.000]  可以叫我們Free from什麼呢?
[00:12:37.000 --> 00:12:41.000]  Anything
[00:12:41.000 --> 00:12:44.000]  耶穌叫我們從任何事情裡面
[00:12:44.000 --> 00:12:45.000]  都得著釋放
[00:12:45.000 --> 00:12:49.000]  去享受祂賜給我們的真正的自由
[00:12:49.000 --> 00:12:53.000]  所以自由是不被任何事情所捆綁
[00:12:53.000 --> 00:12:55.000]  正是我們今天所說的講題
[00:12:55.000 --> 00:12:58.000]  所以我所說的Anything
[00:12:58.000 --> 00:13:00.000]  真是Anything
[00:13:00.000 --> 00:13:06.000]  耶穌基督能夠叫我們從強權、壓迫、操控中得著自由
[00:13:06.000 --> 00:13:09.000]  言論自由、新聞自由、集會自由
[00:13:09.000 --> 00:13:13.000]  這些都是耶穌叫我們能夠得著的東西
[00:13:13.000 --> 00:13:16.000]  耶穌在加把勞會堂裡面說什麼呢?
[00:13:16.000 --> 00:13:19.000]  主的靈在我身上,因為祂用高高我
[00:13:19.000 --> 00:13:21.000]  叫我全呼音級貧窮的人
[00:13:21.000 --> 00:13:23.000]  察顯我報告被拿得釋放
[00:13:23.000 --> 00:13:26.000]  行得罕見,叫那受壓制的得自由
[00:13:26.000 --> 00:13:28.000]  耶穌說過的
[00:13:28.000 --> 00:13:33.000]  他強調這個自由是從壓制的強權中得著的自由
[00:13:33.000 --> 00:13:37.000]  耶穌確實是這樣去應許我們
[00:13:37.000 --> 00:13:41.000]  能夠從一個強權中得著自由
[00:13:41.000 --> 00:13:45.000]  耶穌也叫我們從深淵、黑暗和罪裡面得著自由
[00:13:45.000 --> 00:13:49.000]  罪的捆綁、黑暗的權勢、苦毒的操控
[00:13:49.000 --> 00:13:52.000]  我們可以從當中得著拯救
[00:13:52.000 --> 00:13:55.000]  得著這個永遠的生命
[00:13:55.000 --> 00:14:01.000]  只不過在眾多這樣的事情裡面
[00:14:01.000 --> 00:14:06.000]  耶穌基督首要地叫我們從一件事當中
[00:14:06.000 --> 00:14:10.000]  去得著釋放和自由
[00:14:10.000 --> 00:14:14.000]  今天我就集中去說這一件事情
[00:14:14.000 --> 00:14:22.000]  耶穌能夠叫你、叫我從當中得著釋放和自由的是什麼呢?
[00:14:22.000 --> 00:14:27.000]  首先是Free from yourself
[00:14:27.000 --> 00:14:30.000]  Free from the bondage of yourself
[00:14:30.000 --> 00:14:32.000]  我們聽聽今天的經文
[00:14:32.000 --> 00:14:34.000]  加勒主第五章十三節的經文
[00:14:34.000 --> 00:14:36.000]  我們一起讀吧
[00:14:36.000 --> 00:14:38.000]  預備,一二三
[00:14:38.000 --> 00:14:48.000]  (教育)
[00:14:48.000 --> 00:14:51.000]  保羅在加勒主第五章十三節裡面
[00:14:51.000 --> 00:14:56.000]  再次去說明這份在基督裡面的自由是一回什麼事情
[00:14:56.000 --> 00:15:00.000]  保羅說我們在這份基督裡面的自由
[00:15:00.000 --> 00:15:03.000]  這個自由並不是一個放縱情慾的機會
[00:15:03.000 --> 00:15:04.000]  這裡要澄清一點
[00:15:04.000 --> 00:15:06.000]  所謂放縱情慾的機會
[00:15:06.000 --> 00:15:09.000]  不是純粹說那些情慾的東西
[00:15:09.000 --> 00:15:14.000]  這個字語名叫occasion of flesh
[00:15:14.000 --> 00:15:18.000]  意思就是說一整個人都會血肉任何的事情
[00:15:18.000 --> 00:15:22.000]  血肉裡面的思想意志和意願
[00:15:22.000 --> 00:15:31.000]  保羅強調你要從自己的意願思想的核滯當中去被釋放
[00:15:31.000 --> 00:15:33.000]  得著自由
[00:15:33.000 --> 00:15:36.000]  這個才是真正的自由
[00:15:36.000 --> 00:15:38.000]  親愛的聽眾,因著罪的緣故
[00:15:38.000 --> 00:15:43.000]  我們的自由其實不是真的那麼自由
[00:15:43.000 --> 00:15:47.000]  相反,我們的自由成為我們的困所
[00:15:47.000 --> 00:15:49.000]  很吊詭的說法,是不是
[00:15:49.000 --> 00:15:55.000]  我們的自由反倒成為我們自由的捆綁
[00:15:55.000 --> 00:15:59.000]  今天我們有很多似乎很自由的事情
[00:15:59.000 --> 00:16:03.000]  很多的選擇,很多看似是很自由的事
[00:16:03.000 --> 00:16:06.000]  其實都不是一些真正自由的選擇
[00:16:06.000 --> 00:16:09.000]  很多很有錢的名人
[00:16:09.000 --> 00:16:13.000]  我都記得Johnny Depp和Amber Heard的新聞
[00:16:13.000 --> 00:16:16.000]  基本上他們有錢到一個地步是做什麼都可以
[00:16:16.000 --> 00:16:20.000]  他們基本上可以說是很自由
[00:16:20.000 --> 00:16:23.000]  但他們並沒有真正的自由
[00:16:23.000 --> 00:16:28.000]  他們被他們自己裡面的東西束縛著,捆綁著
[00:16:28.000 --> 00:16:31.000]  裡面那個東西好像一個無形的手一樣
[00:16:31.000 --> 00:16:36.000]  很緊要地控制著他們的行為和情緒
[00:16:36.000 --> 00:16:38.000]  為什麼呢?
[00:16:38.000 --> 00:16:41.000]  因為我們所說的所謂自由意志
[00:16:41.000 --> 00:16:44.000]  是一個敗壞了的自由意志
[00:16:44.000 --> 00:16:47.000]  我們沒有辦法離開我們自由意志的捆綁
[00:16:47.000 --> 00:16:49.000]  我們不能夠不做
[00:16:49.000 --> 00:16:51.000]  明明是我自己決定的
[00:16:51.000 --> 00:16:54.000]  但我卻沒有辦法說不
[00:16:54.000 --> 00:16:58.000]  所以今天我們有很多行為
[00:16:58.000 --> 00:17:01.000]  很多行為其實是沒有什麼意識
[00:17:01.000 --> 00:17:06.000]  不是太理性,甚至有一點點病態的行為
[00:17:06.000 --> 00:17:09.000]  表面上是我們自己做的決定
[00:17:09.000 --> 00:17:12.000]  實際上你卻不能自拔
[00:17:12.000 --> 00:17:15.000]  就好像人們用車匙鎖車
[00:17:15.000 --> 00:17:17.000]  明明已經啟動了一下
[00:17:17.000 --> 00:17:20.000]  總是病態地開啟啟動一下
[00:17:20.000 --> 00:17:25.000]  就好像你在晚上拿著手機
[00:17:25.000 --> 00:17:27.000]  不停地滾動,不停地滾動
[00:17:27.000 --> 00:17:29.000]  是不能自拔的
[00:17:29.000 --> 00:17:31.000]  你明知道是浪費時間的
[00:17:31.000 --> 00:17:33.000]  明知道其實是很花你的精神
[00:17:33.000 --> 00:17:35.000]  其實沒有什麼看頭的
[00:17:35.000 --> 00:17:36.000]  這個是你的選擇
[00:17:36.000 --> 00:17:38.000]  但你卻沒有辦法不做
[00:17:38.000 --> 00:17:41.000]  你知道是很浪費時間,但你沒有辦法
[00:17:41.000 --> 00:17:45.000]  所以你沒有這樣的自由不去做
[00:17:45.000 --> 00:17:48.000]  這正正就是關鍵所在
[00:17:48.000 --> 00:17:50.000]  當然情況更嚴重的
[00:17:50.000 --> 00:17:53.000]  這些不自由行為成為了沉溺
[00:17:53.000 --> 00:17:56.000]  沉溺在購物裏面
[00:17:56.000 --> 00:18:00.000]  不斷去追求買東西的感覺
[00:18:00.000 --> 00:18:04.000]  不斷去滿足自己某些的慾念
[00:18:04.000 --> 00:18:06.000]  你不能夠不敢做
[00:18:06.000 --> 00:18:09.000]  你明知道是很多錢,但仍然是買很多東西
[00:18:09.000 --> 00:18:13.000]  沉溺於酒精,沉溺於性裏面
[00:18:13.000 --> 00:18:16.000]  很多人都是這樣
[00:18:16.000 --> 00:18:20.000]  明明是他們自己選擇的
[00:18:20.000 --> 00:18:23.000]  甚至是快樂的,但他們不能夠不敢做
[00:18:23.000 --> 00:18:27.000]  所以這些沉溺行為,表面上是我們的選擇
[00:18:27.000 --> 00:18:31.000]  實際上是一種並沒有自由的行為
[00:18:31.000 --> 00:18:35.000]  我們以為這些是我們自己很快樂的決定
[00:18:35.000 --> 00:18:38.000]  但它是不知不覺被沉溺所奴役
[00:18:38.000 --> 00:18:41.000]  我們以為自己隨時可以停止
[00:18:41.000 --> 00:18:44.000]  卻不知道我們已經沒有辦法來自拔
[00:18:44.000 --> 00:18:47.000]  我們以為能夠解脫,有一個出口
[00:18:47.000 --> 00:18:51.000]  卻不知不覺被困在一個死胡同當中
[00:18:51.000 --> 00:18:54.000]  不知道這是不是你的情況
[00:18:54.000 --> 00:18:58.000]  或者是你被你的脾氣所綑綁著
[00:18:58.000 --> 00:19:02.000]  你沒有自由,你沒有辦法不能夠不這樣去做
[00:19:02.000 --> 00:19:04.000]  每次都失去了控制
[00:19:04.000 --> 00:19:07.000]  然後你都被你的情緒所綑綁著
[00:19:07.000 --> 00:19:11.000]  或者你是被恐懼和焦慮所綑綁著
[00:19:11.000 --> 00:19:15.000]  明明不知道是什麼原因,總是很恐慌
[00:19:15.000 --> 00:19:20.000]  你沒有辦法走出你所想像的恐懼和焦慮的困獸
[00:19:20.000 --> 00:19:22.000]  你沒有自由去做
[00:19:22.000 --> 00:19:25.000]  或者你在一段關係中
[00:19:25.000 --> 00:19:28.000]  被其他人的想法和期望所克制
[00:19:28.000 --> 00:19:31.000]  你完全活在別人的眼光之下
[00:19:31.000 --> 00:19:34.000]  你選擇去尋求別人的喜歡
[00:19:34.000 --> 00:19:38.000]  你一直笑面迎人,但卻成為了關係的腦部
[00:19:38.000 --> 00:19:43.000]  或者是相反,你被你自己對別人的期望所綑綁著
[00:19:43.000 --> 00:19:47.000]  你覺得這樣對子女的期望是為了他們好
[00:19:47.000 --> 00:19:51.000]  然而你卻被自己的期望所綑綁著
[00:19:51.000 --> 00:19:54.000]  你覺得一定要這樣,一定要這樣做
[00:19:54.000 --> 00:19:59.000]  這樣都是一種失去自由的做法
[00:19:59.000 --> 00:20:07.000]  七天之會,主耶穌基督確要賜你最大的自由
[00:20:07.000 --> 00:20:13.000]  你可以選擇做,但你更加可以選擇不去做
[00:20:13.000 --> 00:20:20.000]  真的不去做一些事,讓你去做的事更加有自由
[00:20:20.000 --> 00:20:24.000]  耶穌賜給我們的自由,這份這麼有能力的自由
[00:20:24.000 --> 00:20:27.000]  祂叫我們能夠不做一些事
[00:20:27.000 --> 00:20:34.000]  你的能力有自由去買一個名貴的手袋,這是你的自由
[00:20:34.000 --> 00:20:40.000]  但你的能力可以不買這個手袋,是一個更加厲害的自由
[00:20:40.000 --> 00:20:45.000]  正如我所說,住在我裡面的,就是肉體中沒有善
[00:20:45.000 --> 00:20:50.000]  因為納自由善為得不得我,自行出來也不得我
[00:20:50.000 --> 00:20:58.000]  耶穌賜給我們的自由,正正可以從不能不做當中釋放出來
[00:20:58.000 --> 00:21:03.000]  我們可以自由地選擇不做一些事
[00:21:03.000 --> 00:21:06.000]  我們不被任何事情去綑綁著自己
[00:21:06.000 --> 00:21:14.000]  不被任何事情所牽動,不被任何事情所引誘,不被任何事情所影響
[00:21:14.000 --> 00:21:21.000]  最綑綁著你自己的,其實就是你自己
[00:21:21.000 --> 00:21:27.000]  唯有是你自己才最有能力去抓住你自己
[00:21:27.000 --> 00:21:32.000]  耶穌基督正正就要釋放你,去醫治你
[00:21:32.000 --> 00:21:39.000]  祂要抓住你的手,叫你可以放手,去放過你自己
[00:21:39.000 --> 00:21:48.000]  請姐妹,放過你自己,從你加於給自己的那個困所釋放出來
[00:21:48.000 --> 00:21:53.000]  得著真真正正的自由
[00:21:53.000 --> 00:21:56.000]  當你能夠得著這份自由的時候
[00:21:56.000 --> 00:22:03.000]  你就能夠從這一點上,自由地面對著這個世界
[00:22:03.000 --> 00:22:10.000]  當你能夠在基督裡面自由地面對自己,你就能夠自由地面對任何事情
[00:22:10.000 --> 00:22:13.000]  面對著這個世界,沒有人再能夠影響到你
[00:22:13.000 --> 00:22:17.000]  這個政權,這個環境,這個世界
[00:22:17.000 --> 00:22:22.000]  任何人,你的同事,你的老闆,你的仇敵,你的父母,你自己
