
[00:00:00.000 --> 00:00:05.440]  好 特遣姊妹 辛苦了
[00:04:40.760 --> 00:04:47.200]  你缺了一個肢體轉入永生 強如有兩隻腳被雕在地獄裡
[00:04:47.200 --> 00:04:52.160]  斬手斬腳 挖眼 像恐懼鬥室一樣
[00:04:52.160 --> 00:04:55.800]  大家有沒有看過這個片段 恐懼鬥室也是這樣
[00:04:55.800 --> 00:05:01.480]  要你自己硬要切切斬斬才能夠生存
[00:05:01.480 --> 00:05:08.000]  是一段非常血腥 很不容易 很暴力的經文
[00:05:08.000 --> 00:05:14.440]  難道耶穌真的叫我們斬手斬腳呢
[00:05:14.440 --> 00:05:18.680]  如果你翻查教會這麼多年的釋經史
[00:05:18.680 --> 00:05:25.400]  你會發現沒有什麼人真的按字面解釋來解釋經文
[00:05:25.400 --> 00:05:32.040]  有一個叫做俄里根 因為怕自己受到色情
[00:05:32.040 --> 00:05:35.680]  所以自己就切斷了
[00:05:35.680 --> 00:05:41.280]  沒有人真的用字面去解釋經文
[00:05:41.280 --> 00:05:50.760]  如果耶穌只是說說 似乎是用誇張手法去警告你
[00:05:50.760 --> 00:05:53.920]  要對付自己的罪
[00:05:53.920 --> 00:05:59.040]  如果你單單停留在個人層面去看
[00:05:59.040 --> 00:06:05.240]  可能未必明白整段經文的意思
[00:06:05.240 --> 00:06:09.480]  如果只是叫你不要犯罪 就要斬手斬腳的話
[00:06:09.480 --> 00:06:15.000]  似乎我們錯過了耶穌更深層次的
[00:06:15.000 --> 00:06:21.440]  很顛覆和對教會很重要的真理道理
[00:06:21.440 --> 00:06:26.880]  要明白這段斬手斬腳的經文 我們不能單單看這幾節
[00:06:26.880 --> 00:06:35.360]  我們將鏡頭拉闊一點 從更闊的角度去看這段經文發生的現場
[00:06:35.360 --> 00:06:40.480]  就像一部懸疑電影 看到一個人拿著一把刀斬人的時候
[00:06:40.480 --> 00:06:49.720]  你必須倒帶看之前的事情 看斬手斬腳之前發生了什麼事情
[00:06:49.720 --> 00:06:54.720]  看回《馬可方》第九章的前半段
[00:06:54.720 --> 00:06:56.720]  整個第九章說什麼呢
[00:06:56.720 --> 00:07:01.120]  31節是一個很尷尬很諷刺的場景
[00:07:01.120 --> 00:07:04.880]  耶穌對門徒宣告自己的預言將要受苦
[00:07:04.880 --> 00:07:07.800]  耶穌說人子將要被交在人手裡
[00:07:07.800 --> 00:07:12.040]  他們要殺害他 被殺以後三天要復活
[00:07:12.040 --> 00:07:15.920]  結果門徒在後面沒有人聽到這件消息
[00:07:15.920 --> 00:07:21.800]  他們拿著三字話在路上爭論誰是偉大
[00:07:21.800 --> 00:07:28.840]  當老師說自己將要受苦受難的時候
[00:07:28.840 --> 00:07:35.760]  他們的學生在後面分家產 想想誰接班做大佬
[00:07:35.760 --> 00:07:39.000]  耶穌聽到沒有去罵他們
[00:07:39.000 --> 00:07:42.240]  接下來的經文是耶穌抱著小朋友對他們說
[00:07:42.240 --> 00:07:46.120]  要有人願意著手先的 他必作眾人末後的
[00:07:46.120 --> 00:07:48.520]  作眾人的用人 凡為我名
[00:07:48.520 --> 00:07:52.160]  接待一個長者小孩子的 就是接待我
[00:07:52.160 --> 00:07:55.720]  耶穌就說了這個經文出來 第九章裡面
[00:07:55.720 --> 00:08:01.440]  耶穌抱著一個生產力毫無地位可言的小朋友
[00:08:01.440 --> 00:08:07.400]  希望化解門徒中間權力階級的問題
[00:08:07.400 --> 00:08:12.280]  耶穌說真正的權力是在乎於你願不願意去服侍
[00:08:12.280 --> 00:08:16.040]  那些毫無價值 毫無還手之力的人
[00:08:16.040 --> 00:08:20.280]  但是那些門徒聽得到嗎 他們聽不到
[00:08:20.280 --> 00:08:24.880]  一句都聽不進耳 三十八節就出現第二件事
[00:08:24.880 --> 00:08:28.680]  約翰突然插嘴 約翰這個人很有趣
[00:08:28.680 --> 00:08:32.280]  他做一些很威風很捍衛真理的時候
[00:08:32.280 --> 00:08:36.400]  跑出來向面前和耶穌邀功
[00:08:36.400 --> 00:08:40.360]  他跟耶穌說 老師我們見到一個人奉您的名講鬼
[00:08:40.360 --> 00:08:44.520]  我們就停止了他 因為他不跟從我們
[00:08:44.520 --> 00:08:48.920]  我們試一下去留心這句話的意義
[00:08:48.920 --> 00:08:51.920]  整個辦公室政治的教科書
[00:08:51.920 --> 00:08:56.080]  約翰不是說 老師他沒有奉您的名講鬼
[00:08:56.080 --> 00:08:58.880]  他有 那個人有奉耶穌的名講鬼
[00:08:58.880 --> 00:09:00.920]  其實連他都趕走了
[00:09:00.920 --> 00:09:03.880]  也不是說 老師他不跟隨您這樣說
[00:09:03.880 --> 00:09:10.360]  他說什麼 他說他不跟從我們
[00:09:10.360 --> 00:09:13.520]  所以你會發覺整個第九章裡面
[00:09:13.520 --> 00:09:16.040]  是有很多這樣的問題
[00:09:16.040 --> 00:09:18.240]  這班門徒已經不知不覺之間
[00:09:18.240 --> 00:09:20.280]  就將跟從耶穌這件事
[00:09:20.280 --> 00:09:23.440]  等同於一個埋堆的辦公室政治
[00:09:23.440 --> 00:09:26.720]  變成一個排他的小圈子的問題
[00:09:26.720 --> 00:09:30.520]  門徒將耶穌給他們的權柄和依次的權柄
[00:09:30.520 --> 00:09:33.080]  成為一個他們私有化的領土
[00:09:33.080 --> 00:09:35.440]  他們開始在教科書裡面畫圈
[00:09:35.440 --> 00:09:38.720]  這個是我們自己人 那個就不是我們自己人
[00:09:38.720 --> 00:09:44.000]  不是我們的人 我們就做什麼都不要給他
[00:09:44.000 --> 00:09:46.480]  所以這就是整個第九章
[00:09:46.480 --> 00:09:52.880]  從30節開始不斷去說的幾個經文的鋪排
[00:09:52.880 --> 00:09:55.560]  整個經文課去聽這班門徒
[00:09:55.560 --> 00:10:01.520]  慢慢出現一個權力的毒瘤在生出來
[00:10:01.520 --> 00:10:05.240]  他們在路上開會 爭誰的輩分大一點
[00:10:05.240 --> 00:10:08.680]  誰做耶穌之後的第二把交椅
[00:10:08.680 --> 00:10:13.920]  甚至這班門徒瘋狂地展示他們權力的架構
[00:10:13.920 --> 00:10:16.400]  他們用自己來定一些標準
[00:10:16.400 --> 00:10:20.800]  去分辨誰是我們的人 誰不是我們的人
[00:10:20.800 --> 00:10:27.600]  所以這就是今天整個馬芳第九章的context
[00:10:27.600 --> 00:10:30.360]  當你明白這個背景
[00:10:30.360 --> 00:10:35.280]  再回去看這段斬手斬腳的經文的時候
[00:10:35.280 --> 00:10:37.320]  你就完全明白了
[00:10:37.320 --> 00:10:44.840]  你發現耶穌其實不是單單隨便說一個血腥暴力的片段
[00:10:44.840 --> 00:10:51.520]  而是正是要去回應這班門徒之間的爭權奪利的問題
[00:10:51.520 --> 00:10:55.720]  耶穌對這班未來的教會領袖去發出警告
[00:10:55.720 --> 00:10:58.480]  你們這班人個個都說想做大佬
[00:10:58.480 --> 00:11:00.920]  個個都說要怎樣發揮自己的權力
[00:11:00.920 --> 00:11:05.880]  你們有沒有去顧念過那些卑微弱小的人
[00:11:05.880 --> 00:11:08.920]  所以明白到經文開頭說什麼
[00:11:08.920 --> 00:11:12.840]  它說凡使者信我的一個小子跌倒的
[00:11:12.840 --> 00:11:18.880]  倒不如把大磨石穿在這個人的頸項上 泯在海裡
[00:11:18.880 --> 00:11:23.120]  小子這個字不是純粹說年紀小
[00:11:23.120 --> 00:11:27.680]  而是在權力結構裡面一個沒有地位的人
[00:11:27.680 --> 00:11:32.600]  當時整個結構裡面一群沒有地位
[00:11:32.600 --> 00:11:36.440]  沒有話語權 被邊緣化 被人看不起的人
[00:11:36.440 --> 00:11:39.200]  耶穌說你們的權力
[00:11:39.200 --> 00:11:46.160]  你們所謂的權利正正是在傷害那些卑微弱小的人
[00:11:46.160 --> 00:11:48.960]  所以在這個背景之下
[00:11:48.960 --> 00:11:54.320]  耶穌就說了這個震驚千古的斬手斬腳論
[00:11:54.320 --> 00:11:58.280]  耶穌說倘若你的手跌倒就把它撞下來
[00:11:58.280 --> 00:12:01.000]  倘若你的腳跌倒就把它撞下來
[00:12:01.000 --> 00:12:05.080]  倘若你的眼睛跌倒就把它挖出來
[00:12:05.080 --> 00:12:07.200]  耶穌不是做外幅手術
[00:12:07.200 --> 00:12:11.640]  耶穌說的是權力解剖的問題
[00:12:11.640 --> 00:12:13.680]  耶穌所說的手手腳腳眼睛
[00:12:13.680 --> 00:12:17.760]  全部都是代表著權力的象徵
[00:12:17.760 --> 00:12:19.000]  手是什麼
[00:12:19.000 --> 00:12:21.360]  手就是你的操控力
[00:12:21.360 --> 00:12:24.440]  用來掌握大局 推動事情
[00:12:24.440 --> 00:12:27.440]  在背後搞事動作的手段
[00:12:27.440 --> 00:12:28.120]  腳是什麼
[00:12:28.120 --> 00:12:31.000]  腳是你的社會的階梯
[00:12:31.000 --> 00:12:33.640]  你的地位 你的晉升的路線
[00:12:33.640 --> 00:12:39.200]  那些是為了你去踩著別人上去的特權
[00:12:39.200 --> 00:12:42.640]  眼睛是你的特權的視角
[00:12:42.640 --> 00:12:44.800]  你的判斷 你的傲慢
[00:12:44.800 --> 00:12:49.200]  你如何居高臨下去看待別人
[00:12:49.200 --> 00:12:53.640]  如果這三樣東西都要人跌倒的話
[00:12:53.640 --> 00:12:57.480]  如果你的權力 你的地位 你的視野
[00:12:57.480 --> 00:13:01.000]  成為了傷害弱小的工具的時候
[00:13:01.000 --> 00:13:07.080]  你就要親手將這些權力的鎖鏈去斬斷它
[00:13:07.080 --> 00:13:12.840]  所以就明白這段經文所說的整個意義在哪裡
[00:13:12.840 --> 00:13:16.440]  耶穌不是要我們去清除那些有問題的人
[00:13:16.440 --> 00:13:19.400]  祂要求我們這些有權力的人
[00:13:19.400 --> 00:13:22.920]  你要去割掉自己的權力
[00:13:22.920 --> 00:13:27.080]  去保護著那些弱小的生命
[00:13:27.080 --> 00:13:29.320]  這是太反人性的事情
[00:13:29.320 --> 00:13:32.120]  在這個社會是相反的
[00:13:32.120 --> 00:13:35.480]  有權不用就國旗作廢
[00:13:35.480 --> 00:13:38.760]  在很多不同的例子裡面
[00:13:38.760 --> 00:13:43.920]  都看到耶穌不斷去強調有權的人要自我限制
[00:13:43.920 --> 00:13:47.400]  你要去肯定自己的權利
[00:13:47.400 --> 00:13:51.160]  這就是耶穌要說的意思
[00:13:51.160 --> 00:13:55.600]  如果你去看整個研究古代的近東文化的時候
[00:13:55.600 --> 00:13:56.760]  你會更加明白
[00:13:56.760 --> 00:14:02.120]  耶穌說剛剛是顛覆了整個當時文化的背景
[00:14:02.120 --> 00:14:03.640]  在整個文化裡面
[00:14:03.640 --> 00:14:08.200]  一個有權的統治者 亞述帝國
[00:14:08.200 --> 00:14:14.560]  他們最厲害的就是去砍斷囚犯或者戰俘的手腳
[00:14:14.560 --> 00:14:16.480]  去挖他們的眼睛出來
[00:14:16.480 --> 00:14:20.040]  這是一個由上而下的權力
[00:14:20.040 --> 00:14:22.200]  障礙者有絕對的權力
[00:14:22.200 --> 00:14:24.840]  去對一些無權無勢的人
[00:14:24.840 --> 00:14:27.240]  來施加身體的殘害
[00:14:27.240 --> 00:14:30.160]  去彰顯自己的威風
[00:14:30.160 --> 00:14:32.760]  這是古代人的邏輯
[00:14:32.760 --> 00:14:34.680]  因為我是大佬
[00:14:34.680 --> 00:14:37.760]  所以我隨時可以砍斷你的手腳
[00:14:37.760 --> 00:14:40.800]  但是耶穌是剛剛相反
[00:14:40.800 --> 00:14:43.760]  耶穌說有權力的人
[00:14:43.760 --> 00:14:46.600]  你要砍斷你自己的手
[00:14:46.600 --> 00:14:49.360]  有地位的人你要砍斷你的腳
[00:14:49.360 --> 00:14:51.880]  有眼睛的人你要挖出你的眼睛
[00:14:51.880 --> 00:14:55.320]  你要砍斷的是你自己的權力
[00:14:55.320 --> 00:14:57.960]  不是別人的
[00:14:57.960 --> 00:15:02.120]  如果你將整個經文對比寶羅一段的
[00:15:02.120 --> 00:15:03.920]  哥林多前書的經文
[00:15:03.920 --> 00:15:05.280]  你會更加清楚
[00:15:05.280 --> 00:15:07.800]  講到基督的身體
[00:15:07.800 --> 00:15:09.400]  寶羅在哥林多前書說什麼
[00:15:09.400 --> 00:15:11.360]  寶羅說眼不能對手說
[00:15:11.360 --> 00:15:12.640]  我用不著你
[00:15:12.640 --> 00:15:13.640]  頭不能對腳說
[00:15:13.640 --> 00:15:14.600]  我用不著你
[00:15:14.600 --> 00:15:15.840]  不但如此
[00:15:15.840 --> 00:15:20.200]  身上肢體人以為軟弱的
[00:15:20.200 --> 00:15:22.800]  更是不可少的
[00:15:22.800 --> 00:15:26.560]  你不能說某些肢體是不配的
[00:15:26.560 --> 00:15:30.920]  你不能說那些是不配要弄走它
[00:15:30.920 --> 00:15:39.160]  凡是弱小的肢體絕不能因為它是弱小而被清除
[00:15:39.160 --> 00:15:43.240]  它們是整個群體的珍寶
[00:15:43.240 --> 00:15:46.480]  你要加倍地用體面的去保護它
[00:15:46.480 --> 00:15:49.240]  看顧它 姑息它
[00:15:49.240 --> 00:15:51.320]  所以福音書段經文
[00:15:51.320 --> 00:15:54.800]  正是講同一個道理
[00:15:54.800 --> 00:15:55.960]  哥林多前書說
[00:15:55.960 --> 00:16:01.240]  不可以排除那些軟弱沒用的肢體
[00:16:01.240 --> 00:16:02.200]  耶穌基督說什麼
[00:16:02.200 --> 00:16:03.200]  推出一步
[00:16:03.200 --> 00:16:06.520]  如果你夠膽去排除它
[00:16:06.520 --> 00:16:09.600]  拜託你先砍掉自己
[00:16:09.600 --> 00:16:10.400]  所以這段經文
[00:16:10.400 --> 00:16:12.720]  正是講一個所謂的肢體
[00:16:12.720 --> 00:16:15.360]  不是純粹斬頭斬腳
[00:16:15.360 --> 00:16:21.000]  而是教會群體裏面的那些肢體
[00:16:21.000 --> 00:16:21.760]  書中明白
[00:16:21.760 --> 00:16:24.680]  為什麼這段那麼血肉模糊的經文
[00:16:24.680 --> 00:16:28.120]  那麼匪夷所思 最後是會跟鹽有關係
[00:16:28.120 --> 00:16:29.720]  看回上一段經文
[00:16:29.720 --> 00:16:31.960]  你發覺很奇怪
[00:16:31.960 --> 00:16:36.040]  整段經文講到斬手斬腳又挖眼
[00:16:36.040 --> 00:16:40.240]  突然間無端端會講廚房的鹽
[00:16:40.240 --> 00:16:42.520]  甚至耶穌說一個總結
[00:16:42.520 --> 00:16:43.880]  一個無尼拉間的總結
[00:16:43.880 --> 00:16:45.920]  他說鹽本是好的
[00:16:45.920 --> 00:16:47.560]  若是失去了味
[00:16:47.560 --> 00:16:49.800]  它用什麼可以再鹹呢
[00:16:49.800 --> 00:16:53.560]  你們裡頭當應當有鹽彼此和睦
[00:16:53.560 --> 00:16:57.760]  如果只是講個人的問題的話
[00:16:57.760 --> 00:17:00.800]  這句話是毫無疑問的
[00:17:00.800 --> 00:17:06.720]  所講的是整個群體裏面的關係
[00:17:06.720 --> 00:17:11.160]  所以經文好像很飛 很跳脫 很無厘頭
[00:17:11.160 --> 00:17:17.200]  但其實是回到群體裏面之間的關係
[00:17:17.200 --> 00:17:18.240]  在聖經文化裏面
[00:17:18.240 --> 00:17:21.040]  鹽從來都不是純粹調味
[00:17:21.040 --> 00:17:26.200]  而是象徵着群體裏面的忠誠
[00:17:26.200 --> 00:17:29.000]  門徒要成為生命的鹽
[00:17:29.000 --> 00:17:30.760]  是對天國群體
[00:17:30.760 --> 00:17:33.400]  對於我們整個群體裏面最少的人
[00:17:33.400 --> 00:17:36.680]  那種不離不棄的偉生和忠誠
[00:17:36.680 --> 00:17:40.560]  這份忠誠如果被任何的權力
[00:17:40.560 --> 00:17:45.240]  或者某種慾望去稀釋的時候
[00:17:45.240 --> 00:17:50.040]  就好像將一些很寶貴的鹽加上石膏粉一樣
[00:17:50.040 --> 00:17:52.800]  整個群體就完蛋了
[00:17:52.800 --> 00:17:55.520]  所以就要指洩
[00:17:55.520 --> 00:18:00.040]  你要好好地將那些不好的東西去拿走
[00:18:00.040 --> 00:18:01.240]  不是那些弱小的人
[00:18:01.240 --> 00:18:06.280]  而是那些成為群體之間最大問題的東西
[00:18:06.280 --> 00:18:10.880]  所以耶穌說你們裏面應當有鹽 彼此和睦
[00:18:10.880 --> 00:18:14.000]  這個和睦不是我們中國人所講的那些
[00:18:14.000 --> 00:18:18.160]  你好我好 大家不要吵的那些東西
[00:18:18.160 --> 00:18:24.320]  正正是甚麼 正正就是和平的字
[00:18:24.320 --> 00:18:29.600]  所講的和平是一種帶著一份極沉重的份量
[00:18:29.600 --> 00:18:32.840]  兩個人 兩班人一起去爭權奪利
[00:18:32.840 --> 00:18:35.400]  又有不和的時候
[00:18:35.400 --> 00:18:39.560]  怎樣能夠得到真正的和平呢
[00:18:39.560 --> 00:18:44.880]  彼此和睦從來都不是一個實力的均衡
[00:18:44.880 --> 00:18:48.480]  而是一個權力的鬥爭
[00:18:48.480 --> 00:18:51.600]  所以和平正正是需要有一方
[00:18:51.600 --> 00:18:56.120]  願意首先去終止這種爭鬥
[00:18:56.120 --> 00:18:57.840]  願意在眾人之下
[00:18:57.840 --> 00:19:02.920]  自我去割掉自己的權力和特權
[00:19:02.920 --> 00:19:06.720]  耶穌正正是用這份失味的鹽的比喻
[00:19:06.720 --> 00:19:11.360]  去終止這場血淋淋的斬手斬腳的片段
[00:19:11.360 --> 00:19:18.520]  去讓這個群體再次去找回應該要有的味道
[00:19:18.520 --> 00:19:22.440]  解經的部分我就停在這裏
[00:19:22.440 --> 00:19:32.440]  請問我們今天怎樣去理解我們所擁有的某種權力或者權利呢
[00:19:32.440 --> 00:19:34.600]  我想大家已經去到差不多了
[00:19:34.600 --> 00:19:37.200]  無論你是不是高層也好
[00:19:37.200 --> 00:19:40.040]  起碼都有可能是公司裏面的中層
[00:19:40.040 --> 00:19:44.400]  或者總有人會在你下面
[00:19:44.400 --> 00:19:50.920]  你或多或少都有一份這樣的權力來應用出來
[00:19:50.920 --> 00:19:52.840]  你可以禁止別人的東西
[00:19:52.840 --> 00:19:56.040]  你可以去證明那些過別人的東西
[00:19:56.040 --> 00:19:57.880]  你可以要求別人做某些事情
[00:19:57.880 --> 00:20:01.400]  你或多或少總有一些這樣的權力在裏面
[00:20:01.400 --> 00:20:03.360]  這些權力是正當的
[00:20:03.360 --> 00:20:06.160]  是你公司所賦予的
[00:20:06.160 --> 00:20:07.320]  合法的
[00:20:07.320 --> 00:20:13.320]  你擁有的權利甚至乎是理所當然的權利
[00:20:13.320 --> 00:20:15.480]  英文裏面的權利
[00:20:15.480 --> 00:20:19.800]  right這個字和正確這個字是同一個字
[00:20:19.800 --> 00:20:22.840]  You have the right because you are right
[00:20:22.840 --> 00:20:24.600]  這些東西是對的
[00:20:24.600 --> 00:20:25.800]  你是對的那一邊
[00:20:25.800 --> 00:20:27.320]  你不是錯的
[00:20:27.320 --> 00:20:32.880]  縱然你是擁有這個權利
[00:20:32.880 --> 00:20:35.800]  縱然你是正確
[00:20:35.800 --> 00:20:44.240]  都不代表你一定要用盡你所有的權利在別人身上
[00:20:44.240 --> 00:20:46.880]  經常都聽那些做服務性行業的等級會說
[00:20:46.880 --> 00:20:50.720]  全香港最西的客是甚麼客
[00:20:50.720 --> 00:20:52.440]  就是香港人
[00:20:52.440 --> 00:20:54.000]  你都聽過
[00:20:54.000 --> 00:20:58.640]  你都聽過全香港裏面最不容易的那些客
[00:20:58.640 --> 00:21:00.080]  不一定是內地那些
[00:21:00.080 --> 00:21:01.640]  而是香港那些
[00:21:01.640 --> 00:21:04.960]  因為他們最懂得那些規則
[00:21:04.960 --> 00:21:07.200]  最知道怎樣去到
[00:21:07.200 --> 00:21:08.680]  我現在是來消費的
[00:21:08.680 --> 00:21:11.040]  你這樣對我 你這樣敬畏我
[00:21:11.040 --> 00:21:13.240]  現在是誰做錯事
[00:21:13.240 --> 00:21:15.480]  你叫機器出來 你未夠班
[00:21:15.480 --> 00:21:17.680]  你決定不到
[00:21:17.680 --> 00:21:19.160]  以前都可以 為甚麼現在不行
[00:21:19.160 --> 00:21:20.680]  這樣說
[00:21:20.680 --> 00:21:23.320]  別人可以 為甚麼我不行
[00:21:23.320 --> 00:21:25.400]  你聽這些說話就知道你回香港
[00:21:25.400 --> 00:21:28.720]  香港人經常都聽到這些說話
[00:21:28.720 --> 00:21:32.280]  或者在道理上是對的
[00:21:32.280 --> 00:21:37.080]  或者真的別人是出錯那一邊
[00:21:37.080 --> 00:21:44.920]  坦白說我們沒有必要將自己的權利完全洗到盡
[00:21:44.920 --> 00:21:46.400]  我以前認識一個人
[00:21:46.400 --> 00:21:48.920]  不知為甚麼每次跟他相處的時候
[00:21:48.920 --> 00:21:52.320]  都總是有一點不舒服
[00:21:52.320 --> 00:21:54.160]  我回想他又沒有做錯事
[00:21:54.160 --> 00:21:55.520]  他又沒有說錯甚麼
[00:21:55.520 --> 00:21:58.480]  但好像沒有甚麼是不對的
[00:21:58.480 --> 00:22:00.840]  但總是有一點不舒服的感覺
[00:22:00.840 --> 00:22:12.080]  後來發現他是一個很高超的關係踩界的專家
[00:22:12.080 --> 00:22:13.960]  他在關係的臨界點
[00:22:13.960 --> 00:22:15.520]  去到那個位置就會停下來
[00:22:15.520 --> 00:22:17.840]  再過去就會變成一些不禮貌
[00:22:17.840 --> 00:22:19.560]  不好的話就停在那裏
[00:22:19.560 --> 00:22:22.960]  仍然是美到叫做傷害人的說話
[00:22:22.960 --> 00:22:24.680]  但去到那個位置就停一停
[00:22:24.680 --> 00:22:26.040]  那些說話不是傷害你的
[00:22:26.040 --> 00:22:27.680]  但去到一個最盡的位置
[00:22:27.680 --> 00:22:31.280]  就是傷害你 但去到一個最盡的位置
[00:22:31.280 --> 00:22:32.720]  他就是不斷說這些說話
[00:22:32.720 --> 00:22:37.360]  雖然不是一個得罪人或是不好的說話
[00:22:37.360 --> 00:22:39.760]  但去到一個最盡的位置
[00:22:39.760 --> 00:22:43.160]  任何的規則 任何的某種的東西
[00:22:43.160 --> 00:22:45.160]  他都會去到一個最盡的位置
[00:22:45.160 --> 00:22:48.560]  令到你覺得他仍然是越界的
[00:22:48.560 --> 00:22:51.040]  仍然是沒有做錯事的
[00:22:51.040 --> 00:22:53.600]  但去到那個位置就停在那裏
[00:22:53.600 --> 00:22:55.920]  所以我覺得他好像很不舒服
[00:22:55.920 --> 00:22:57.880]  但其實他沒有做錯事
[00:22:57.880 --> 00:22:59.200]  他沒有說錯話也沒有做錯事
[00:22:59.200 --> 00:23:05.960]  但他就在一個最令你不太舒服的位置裏面
[00:23:05.960 --> 00:23:11.960]  教導我們 當我們擁有權力或權利的時候
[00:23:11.960 --> 00:23:16.520]  你要很小心地去保管著它
[00:23:16.520 --> 00:23:19.360]  好好地去守著它
[00:23:19.360 --> 00:23:24.200]  因為權力是更加容易對人或對別人
[00:23:24.200 --> 00:23:28.680]  對整個群體造成一些傷害
[00:23:28.680 --> 00:23:31.680]  可能你不是很察覺到
[00:23:31.680 --> 00:23:33.520]  今天請教我們
[00:23:33.520 --> 00:23:37.040]  我們要去限制這個東西
[00:23:37.040 --> 00:23:39.160]  就算是切膚之痛也好
[00:23:39.160 --> 00:23:41.680]  寧願限制自己的權力也好
[00:23:41.680 --> 00:23:44.920]  都要好好地去保護這個東西
[00:23:44.920 --> 00:23:48.960]  不要去傷害到別人
[00:23:48.960 --> 00:23:52.200]  不知道大家有沒有看最近那一套
