
[00:00:00.000 --> 00:00:04.200]  我會放大原本別人不喜歡的
[00:02:51.240 --> 00:02:53.160]  但又沒有一個絕對結論
[00:02:53.160 --> 00:02:54.120]  大家說回感想
[00:02:54.120 --> 00:02:55.920]  其實這套戲是有一個結論
[00:02:55.920 --> 00:02:58.560]  所以有很多人都會說
[00:02:58.560 --> 00:03:00.960]  就是劇力不夠弱心
[00:03:00.960 --> 00:03:02.600]  好像那些韓劇那樣
[00:03:02.600 --> 00:03:04.760]  弱心就是不夠狡猾
[00:03:04.760 --> 00:03:06.600]  全自解 全衝下去
[00:03:06.600 --> 00:03:08.080]  報仇那些
[00:03:08.080 --> 00:03:10.680]  我們可能很多香港人都看慣韓劇
[00:03:10.680 --> 00:03:12.520]  還有一套《墨陽》
[00:03:12.520 --> 00:03:13.840]  他們也看過
[00:03:13.840 --> 00:03:16.480]  那個張力強勁些
[00:03:16.480 --> 00:03:18.200]  但是在這個溫和少了張力
[00:03:18.200 --> 00:03:20.360]  我自己就都多思考的
[00:03:20.360 --> 00:03:24.000]  比如說沒多久的幾幕
[00:03:24.000 --> 00:03:27.720]  如果我在街上碰到他
[00:03:27.720 --> 00:03:29.000]  又意識到是他
[00:03:29.000 --> 00:03:31.840]  我不會和他有些界限
[00:03:31.840 --> 00:03:34.720]  就是不會帶他去教會住
[00:03:34.720 --> 00:03:36.240]  我會馬上辭職
[00:03:36.240 --> 00:03:37.640]  這麼厲害
[00:03:37.640 --> 00:03:39.120]  是啊 我會馬上辭職
[00:03:39.120 --> 00:03:40.320]  如果我是黃秀珍
[00:03:40.320 --> 00:03:42.000]  套劇裡面是說
[00:03:42.000 --> 00:03:43.400]  我們說多一點
[00:03:43.400 --> 00:03:45.680]  總之就是
[00:03:45.680 --> 00:03:47.120]  那個男
[00:03:47.120 --> 00:03:48.680]  我們姑且叫他做什麼
[00:03:48.680 --> 00:03:49.480]  George
[00:03:49.480 --> 00:03:50.880]  George姑娘好像是
[00:03:50.880 --> 00:03:51.680]  George是
[00:03:51.680 --> 00:03:52.200]  阿樂
[00:03:52.200 --> 00:03:53.200]  他的名字很臭
[00:03:53.200 --> 00:03:54.200]  阿樂
[00:03:54.200 --> 00:03:54.800]  阿樂
[00:03:54.800 --> 00:03:56.040]  總之就是
[00:03:56.040 --> 00:03:57.920]  黃秀珍和阿樂的關係就是
[00:03:57.920 --> 00:04:00.040]  阿樂強姦了他的女兒
[00:04:00.040 --> 00:04:02.680]  所以有一天在街上
[00:04:02.680 --> 00:04:03.680]  他做了露宿者
[00:04:03.680 --> 00:04:06.800]  然後教會裡面其中一個社官的黃姑娘
[00:04:06.800 --> 00:04:07.920]  我們黃姑娘
[00:04:07.920 --> 00:04:09.720]  我們黃姑娘就見到這個阿樂
[00:04:09.720 --> 00:04:12.280]  然後就邀請了他回去教會住
[00:04:12.280 --> 00:04:13.680]  就和牧師
[00:04:13.680 --> 00:04:15.560]  黃秀珍說行不行
[00:04:15.560 --> 00:04:16.360]  我看了一些
[00:04:16.360 --> 00:04:17.840]  因為我想如果我是黃秀珍
[00:04:17.840 --> 00:04:18.920]  我會馬上說不行
[00:04:18.920 --> 00:04:19.920]  或者我自己辭職
[00:04:19.920 --> 00:04:21.720]  我覺得可以說不行
[00:04:21.720 --> 00:04:23.000]  出手阻撓
[00:04:23.000 --> 00:04:23.680]  但我又覺得
[00:04:23.680 --> 00:04:24.800]  都不用辭職
[00:04:24.800 --> 00:04:26.600]  總之我會
[00:04:26.600 --> 00:04:27.600]  好像你剛才那樣說
[00:04:27.600 --> 00:04:28.800]  我會保持介紹的位置
[00:04:28.800 --> 00:04:30.840]  就是我還沒去到那個位置
[00:04:30.840 --> 00:04:31.600]  這樣
[00:04:31.600 --> 00:04:32.440]  你繼續說
[00:04:32.440 --> 00:04:35.240]  他去探望阿樂的婆婆的時候
[00:04:35.240 --> 00:04:37.760]  其實黃夫應該是認得他
[00:04:37.760 --> 00:04:40.200]  見到但是都沒有什麼交集
[00:04:40.200 --> 00:04:41.000]  只是
[00:04:41.000 --> 00:04:41.880]  走過
[00:04:41.880 --> 00:04:42.680]  走過而已
[00:04:42.680 --> 00:04:43.240]  很慢
[00:04:43.240 --> 00:04:44.200]  就是那個
[00:04:44.200 --> 00:04:45.240]  見到
[00:04:45.240 --> 00:04:45.920]  見一見
[00:04:45.920 --> 00:04:47.440]  又有個接觸
[00:04:47.440 --> 00:04:49.440]  你想像你會打他
[00:04:49.440 --> 00:04:50.440]  我覺得
[00:04:50.440 --> 00:04:52.440]  我自己
[00:04:52.440 --> 00:04:54.160]  我不會打他
[00:04:54.160 --> 00:04:55.080]  我會
[00:04:55.080 --> 00:04:55.880]  性格來說
[00:04:55.880 --> 00:04:57.880]  我可能會逃避和他接觸
[00:04:57.880 --> 00:04:58.440]  是啊
[00:04:58.440 --> 00:05:01.320]  如果他收他去教會住
[00:05:01.320 --> 00:05:04.000]  其實可能那一刻他已經想
[00:05:04.000 --> 00:05:04.840]  給自己一個考驗
[00:05:04.840 --> 00:05:06.600]  或者叫他救贖自己
[00:05:06.600 --> 00:05:09.600]  但其實不是他主動的
[00:05:09.600 --> 00:05:10.080]  就是
[00:05:10.080 --> 00:05:11.320]  那個童工
[00:05:11.320 --> 00:05:12.320]  就是對你
[00:05:12.320 --> 00:05:13.680]  我們對你有些要求
[00:05:13.680 --> 00:05:15.760]  你都不可以貿然地拒絕的
[00:05:15.760 --> 00:05:16.440]  而且
[00:05:16.440 --> 00:05:17.720]  你會不會和我的童工說
[00:05:17.720 --> 00:05:18.160]  不行的
[00:05:18.160 --> 00:05:19.160]  這個是我的仇人
[00:05:19.160 --> 00:05:20.160]  他強姦了我的女兒
[00:05:20.160 --> 00:05:21.160]  我的女兒現在死了
[00:05:21.160 --> 00:05:22.400]  你會不會這樣和你的童工說
[00:05:22.400 --> 00:05:23.880]  其實我懷疑
[00:05:23.880 --> 00:05:24.800]  他的童工不知道
[00:05:24.800 --> 00:05:25.280]  是啊
[00:05:25.280 --> 00:05:26.640]  其實我心裏面
[00:05:26.640 --> 00:05:28.440]  我心裏面都是這樣覺得
[00:05:28.440 --> 00:05:29.200]  我是覺得
[00:05:29.200 --> 00:05:33.120]  他應該是沒有說過這件家庭的悲劇
[00:05:33.120 --> 00:05:34.160]  給其他人知道
[00:05:34.160 --> 00:05:37.040]  所以他不敢這樣說出來
[00:05:37.040 --> 00:05:38.040]  是他不行
[00:05:38.040 --> 00:05:39.840]  而且他轉了教會
[00:05:39.840 --> 00:05:41.120]  如果有留意他轉了教會
[00:05:41.120 --> 00:05:42.720]  我想他是想
[00:05:42.720 --> 00:05:44.200]  將過去的事情
[00:05:44.200 --> 00:05:45.000]  重新來過
[00:05:45.000 --> 00:05:45.320]  是啊
[00:05:45.320 --> 00:05:48.600]  不會展現在他新的工場裏面
[00:05:48.600 --> 00:05:50.120]  所以其實他過不了
[00:05:50.120 --> 00:05:51.120]  OK
[00:05:51.120 --> 00:05:54.120]  我一些奇怪的無聊的疑問
[00:05:54.120 --> 00:05:54.640]  就是
[00:05:54.640 --> 00:05:55.640]  職業病
[00:05:55.640 --> 00:05:58.920]  那個教會都不像是接待露宿者的教會
[00:05:58.920 --> 00:05:59.640]  他只有一個房間
[00:05:59.640 --> 00:06:00.640]  只有一個人住在那裏
[00:06:00.640 --> 00:06:01.000]  不是
[00:06:01.000 --> 00:06:02.800]  他又不是有床位
[00:06:02.800 --> 00:06:05.200]  又不是有什麼配套
[00:06:05.200 --> 00:06:07.040]  他不是專門和教會說
[00:06:07.040 --> 00:06:08.240]  我們現在不挑戰這件事
[00:06:08.240 --> 00:06:09.200]  不過他說
[00:06:09.200 --> 00:06:12.200]  本來有個街友已經搬了出去
[00:06:12.200 --> 00:06:14.240]  現在有個位置
[00:06:14.240 --> 00:06:16.240]  我又認識阿樂
[00:06:16.240 --> 00:06:17.240]  做戲而已
[00:06:17.240 --> 00:06:19.240]  我以前就是
[00:06:19.240 --> 00:06:21.240]  我是會避免這件事發生
[00:06:21.240 --> 00:06:22.240]  是啊
[00:06:22.240 --> 00:06:23.240]  都很正常
[00:06:23.240 --> 00:06:24.240]  立刻轉介他
[00:06:24.240 --> 00:06:25.240]  是啊
[00:06:25.240 --> 00:06:26.240]  我都是
[00:06:26.240 --> 00:06:27.240]  我都會避免
[00:06:27.240 --> 00:06:29.240]  那套戲就很想用這個作為一個章理
[00:06:29.240 --> 00:06:30.240]  就是聖經的教導
[00:06:30.240 --> 00:06:31.240]  我可能是一個牧師
[00:06:31.240 --> 00:06:32.240]  應該怎樣去面對呢
[00:06:32.240 --> 00:06:34.240]  因為聖經的教導
[00:06:34.240 --> 00:06:35.240]  所以我們就
[00:06:35.240 --> 00:06:37.240]  黃秀珍就一定要被迫去這樣做
[00:06:37.240 --> 00:06:41.240]  好像有一個叫做捆綁住她的一種信念
[00:06:41.240 --> 00:06:43.240]  所以我就覺得不應該被迫
[00:06:43.240 --> 00:06:45.240]  我明白這套戲是想這樣帶下來
[00:06:45.240 --> 00:06:47.240]  就是他是一個神職人員
[00:06:47.240 --> 00:06:49.240]  他有一個這樣的包袱
[00:06:49.240 --> 00:06:50.240]  大家對他有一個期望
[00:06:50.240 --> 00:06:52.240]  他自己都覺得有一個這樣的角色
[00:06:52.240 --> 00:06:53.240]  所以他就要這樣做
[00:06:53.240 --> 00:06:55.240]  而我就是覺得
[00:06:55.240 --> 00:06:56.240]  我看這套戲的時候
[00:06:56.240 --> 00:06:58.240]  我整個情有種感覺
[00:06:58.240 --> 00:06:59.240]  我都有和Albee後來說
[00:06:59.240 --> 00:07:01.240]  我就覺得其實耶穌基督
[00:07:01.240 --> 00:07:03.240]  祂都是有完全的神性
[00:07:03.240 --> 00:07:04.240]  也都有完全的人性
[00:07:04.240 --> 00:07:06.240]  但是我們不知道為什麼
[00:07:06.240 --> 00:07:07.240]  那些人對我們的期望
[00:07:07.240 --> 00:07:09.240]  或者自己對自己的要求
[00:07:09.240 --> 00:07:10.240]  會覺得厲害到
[00:07:10.240 --> 00:07:12.240]  我們就是只有神性
[00:07:12.240 --> 00:07:14.240]  沒有人性
[00:07:14.240 --> 00:07:16.240]  無論是你對自己的要求
[00:07:16.240 --> 00:07:18.240]  就是我就是要原諒他
[00:07:18.240 --> 00:07:20.240]  或者其他人對我們牧者
[00:07:20.240 --> 00:07:23.240]  或者其他人對牧師的要求
[00:07:23.240 --> 00:07:26.240]  都覺得他們是要原諒寬恕
[00:07:26.240 --> 00:07:28.240]  我覺得是很難
[00:07:28.240 --> 00:07:31.240]  是可以邁向這個位置去做
[00:07:31.240 --> 00:07:33.240]  但是不是一見到就馬上
[00:07:33.240 --> 00:07:36.240]  我要接待他去教會住呢
[00:07:36.240 --> 00:07:37.240]  我覺得是
[00:07:37.240 --> 00:07:38.240]  不過這種看法
[00:07:38.240 --> 00:07:41.240]  我都是從小在教會長大
[00:07:41.240 --> 00:07:42.240]  無論現在的教會
[00:07:42.240 --> 00:07:43.240]  或者其他教會
[00:07:43.240 --> 00:07:46.240]  你總會覺得牧者是很神性
[00:07:46.240 --> 00:07:49.240]  比弟兄姊妹的素能程度高
[00:07:49.240 --> 00:07:51.240]  可以做到的事比他們更加多
[00:07:51.240 --> 00:07:53.240]  如果你不是做到這樣
[00:07:53.240 --> 00:07:57.240]  你怎樣能夠做教牧呢
[00:07:57.240 --> 00:07:59.240]  總是有這個分別
[00:07:59.240 --> 00:08:00.240]  但是我覺得這個觀念
[00:08:00.240 --> 00:08:03.240]  其實本身已經不合理
[00:08:03.240 --> 00:08:04.240]  我們都是一個人
[00:08:04.240 --> 00:08:07.240]  正如我和我的組員分享
[00:08:07.240 --> 00:08:10.240]  我也可以分享我的軟弱
[00:08:10.240 --> 00:08:15.240]  我也可以分享我在討報的事情上
[00:08:15.240 --> 00:08:16.240]  上帝不應允
[00:08:16.240 --> 00:08:17.240]  我會有失望
[00:08:17.240 --> 00:08:18.240]  或者是
[00:08:18.240 --> 00:08:22.240]  我覺得大家就會覺得
[00:08:22.240 --> 00:08:24.240]  這個真的是一個人
[00:08:24.240 --> 00:08:25.240]  才可以和我同行
[00:08:25.240 --> 00:08:26.240]  你每次都這麼超然
[00:08:26.240 --> 00:08:28.240]  正如有些人都說我講到
[00:08:28.240 --> 00:08:30.240]  你講的那些人當然做到
[00:08:30.240 --> 00:08:31.240]  他但義你
[00:08:31.240 --> 00:08:32.240]  他什麼什麼他都做到
[00:08:32.240 --> 00:08:34.240]  你現在和我說浪費力氣
[00:08:34.240 --> 00:08:38.240]  所以是不是有時候我們都要講法
[00:08:38.240 --> 00:08:39.240]  其實人有軟弱
[00:08:39.240 --> 00:08:40.240]  或者是
[00:08:40.240 --> 00:08:42.240]  我很坦白地跟別人說
[00:08:42.240 --> 00:08:45.240]  我現在是不能夠要算和接納他
[00:08:45.240 --> 00:08:46.240]  你可不可以給我一點時間
[00:08:46.240 --> 00:08:47.240]  我過了才接納他
[00:08:47.240 --> 00:08:49.240]  我現在將他轉嫁到別處
[00:08:49.240 --> 00:08:50.240]  行不行呢
[00:08:50.240 --> 00:08:51.240]  不過這套戲
[00:08:51.240 --> 00:08:53.240]  黃秋生就是他自己都接受不到自己是這樣
[00:08:53.240 --> 00:08:54.240]  我覺得
[00:08:54.240 --> 00:08:56.240]  在這套戲裏面
[00:08:56.240 --> 00:08:57.240]  如果繼續看下去
[00:08:57.240 --> 00:08:59.240]  你會越看越多
[00:08:59.240 --> 00:09:03.240]  可能表面是和諧
[00:09:03.240 --> 00:09:05.240]  溫馨的家
[00:09:05.240 --> 00:09:07.240]  但是內裡其實未必是這樣
[00:09:07.240 --> 00:09:09.240]  特別是女兒成長的時候
[00:09:09.240 --> 00:09:11.240]  你會看到那套戲
[00:09:11.240 --> 00:09:13.240]  原來女兒都不是想像中那麼乖
[00:09:13.240 --> 00:09:16.240]  我覺得可能黃秋生自己
[00:09:16.240 --> 00:09:18.240]  在那套戲裏面
[00:09:18.240 --> 00:09:19.240]  一來有包袱
[00:09:19.240 --> 00:09:21.240]  二來他自己都接受不到
[00:09:21.240 --> 00:09:23.240]  接受不到自己不行
[00:09:23.240 --> 00:09:24.240]  我會覺得是這樣
[00:09:24.240 --> 00:09:26.240]  所以去到最後他崩潰
[00:09:26.240 --> 00:09:28.240]  我其實在那套戲裏面
[00:09:28.240 --> 00:09:29.240]  你看到很墮入
[00:09:29.240 --> 00:09:30.240]  其實我不是很墮入
[00:09:30.240 --> 00:09:33.240]  一來我不是人父母
[00:09:33.240 --> 00:09:38.240]  二來我也想嘗試墮入去做黃秋生的角色
[00:09:38.240 --> 00:09:39.240]  但我墮入不到
[00:09:39.240 --> 00:09:41.240]  因為有幾幕我簡直想笑
[00:09:41.240 --> 00:09:43.240]  雖然你看到很認真
[00:09:43.240 --> 00:09:44.240]  有幾幕是想笑的
[00:09:44.240 --> 00:09:45.240]  為什麼呢
[00:09:45.240 --> 00:09:46.240]  第一幕就是
[00:09:46.240 --> 00:09:47.240]  現在劇透了
[00:09:47.240 --> 00:09:50.240]  第一幕就是他要George揹著十字架
[00:09:50.240 --> 00:09:52.240]  赤腳走上山
[00:09:52.240 --> 00:09:53.240]  我簡直看到
[00:09:53.240 --> 00:09:55.240]  搞什麼
[00:09:55.240 --> 00:09:58.240]  我覺得他擺明是私人恩怨
[00:09:58.240 --> 00:10:00.240]  我覺得他自己私人恩怨
[00:10:00.240 --> 00:10:02.240]  就是我兩個女兒快死了
[00:10:02.240 --> 00:10:06.240]  然後我不明白他為什麼要揹著十字架上山
[00:10:06.240 --> 00:10:09.240]  也不明白為什麼George可以聽他說什麼上山
[00:10:09.240 --> 00:10:10.240]  是多了
[00:10:10.240 --> 00:10:12.240]  這個位置很奇怪
[00:10:12.240 --> 00:10:16.240]  純粹我覺得是自己折磨他
[00:10:16.240 --> 00:10:17.240]  第二幕是最後
[00:10:17.240 --> 00:10:19.240]  就是水泥那裏
[00:10:19.240 --> 00:10:21.240]  George水泥那裏
[00:10:21.240 --> 00:10:22.240]  這些位置笑
[00:10:22.240 --> 00:10:23.240]  我也會笑
[00:10:23.240 --> 00:10:25.240]  但我不是這些位置笑
[00:10:25.240 --> 00:10:26.240]  我笑是因為
[00:10:26.240 --> 00:10:29.240]  我其實很明白黃秋生當時的感受
[00:10:29.240 --> 00:10:32.240]  我覺得他用這一幕去呈現
[00:10:32.240 --> 00:10:35.240]  他接受不了George是很厲害的
[00:10:35.240 --> 00:10:37.240]  因為我自己看下去
[00:10:37.240 --> 00:10:40.240]  他不讓George上來
[00:10:40.240 --> 00:10:42.240]  想淹死他
[00:10:42.240 --> 00:10:44.240]  但我自己看的就是
[00:10:44.240 --> 00:10:47.240]  水泥是一個很形象化的表達
[00:10:47.240 --> 00:10:49.240]  如果基督徒死了
[00:10:49.240 --> 00:10:52.240]  然後耶穌基督就已經洗去你的罪
[00:10:52.240 --> 00:10:54.240]  然後你就可以上來重生
[00:10:54.240 --> 00:10:55.240]  我在那一刻
[00:10:55.240 --> 00:10:57.240]  我是很感受到黃秋生
[00:10:57.240 --> 00:10:59.240]  原諒我
[00:10:59.240 --> 00:11:00.240]  你沒有
[00:11:00.240 --> 00:11:01.240]  死吧你
[00:11:01.240 --> 00:11:04.240]  他接受不了耶穌洗淨他的罪
[00:11:04.240 --> 00:11:05.240]  我覺得那一刻
[00:11:05.240 --> 00:11:07.240]  我覺得那一幕是有這種感覺
[00:11:07.240 --> 00:11:10.240]  因為他不讓水泥上來
[00:11:10.240 --> 00:11:11.240]  馬上停頹
[00:11:11.240 --> 00:11:13.240]  是有這種感覺
[00:11:13.240 --> 00:11:15.240]  但我覺得很誇張
[00:11:15.240 --> 00:11:16.240]  因為
[00:11:16.240 --> 00:11:18.240]  太瘋狂了
[00:11:18.240 --> 00:11:19.240]  太瘋狂了
[00:11:19.240 --> 00:11:20.240]  好像有些突然
[00:11:20.240 --> 00:11:21.240]  突然間很想
[00:11:21.240 --> 00:11:22.240]  突然間很崩潰
[00:11:22.240 --> 00:11:24.240]  突然間很崩潰
[00:11:24.240 --> 00:11:25.240]  發生什麼事
[00:11:25.240 --> 00:11:26.240]  你有什麼罪
[00:11:26.240 --> 00:11:28.240]  然後一直壓著他不讓他上來
[00:11:28.240 --> 00:11:30.240]  一直覺得耶穌
[00:11:30.240 --> 00:11:31.240]  我覺得他一來
[00:11:31.240 --> 00:11:33.240]  接受不了這個人
[00:11:33.240 --> 00:11:36.240]  二來他也接受不了耶穌判他無罪
[00:11:36.240 --> 00:11:38.240]  我在那個位置是
[00:11:38.240 --> 00:11:40.240]  但我想笑的原因是
[00:11:40.240 --> 00:11:42.240]  這一幕太誇張了
[00:11:42.240 --> 00:11:43.240]  而且他快要死了
[00:11:43.240 --> 00:11:44.240]  沒有人救他
[00:11:44.240 --> 00:11:45.240]  有的
[00:11:45.240 --> 00:11:46.240]  所以說
[00:11:46.240 --> 00:11:48.240]  水泥很難死
[00:11:48.240 --> 00:11:49.240]  這樣浸下去
[00:11:49.240 --> 00:11:51.240]  他不讓他上來
[00:11:51.240 --> 00:11:53.240]  當然他最後沒有死
[00:11:54.240 --> 00:11:56.240]  他會掙扎到
[00:11:56.240 --> 00:11:58.240]  他未至於大力到這樣壓著他
[00:11:58.240 --> 00:12:00.240]  但這兩幕
[00:12:00.240 --> 00:12:02.240]  我覺得有點搞笑
[00:12:02.240 --> 00:12:05.240]  表達的誇張程度太大了
[00:12:05.240 --> 00:12:07.240]  突然間表達誇張
[00:12:07.240 --> 00:12:10.240]  我反而笑是記者訪問他
[00:12:10.240 --> 00:12:12.240]  有人稱你是教務界的約白
[00:12:12.240 --> 00:12:13.240]  我這一刻也是
[00:12:13.240 --> 00:12:15.240]  然後他繼續說一些經文
[00:12:15.240 --> 00:12:16.240]  我就揭一聲出來
[00:12:16.240 --> 00:12:18.240]  我覺得那個位置很搞笑
[00:12:18.240 --> 00:12:20.240]  還有蘇玉華瘋狂評點排行
[00:12:20.240 --> 00:12:22.240]  是的
[00:12:22.240 --> 00:12:24.240]  我們只看了一些好笑的東西
[00:12:24.240 --> 00:12:26.240]  你可不可以說一些認真的
[00:12:26.240 --> 00:12:29.240]  你繼續說你的代入
[00:12:29.240 --> 00:12:31.240]  我當然也有我的代入
[00:12:31.240 --> 00:12:33.240]  我沒有代入
[00:12:33.240 --> 00:12:36.240]  不過我看完之後
[00:12:36.240 --> 00:12:37.240]  出來
[00:12:37.240 --> 00:12:39.240]  我有一個感受
[00:12:39.240 --> 00:12:40.240]  因為這套戲
[00:12:40.240 --> 00:12:41.240]  我有一個感受
[00:12:41.240 --> 00:12:42.240]  就是想
[00:12:42.240 --> 00:12:44.240]  怎麼說呢
[00:12:44.240 --> 00:12:45.240]  因為這套戲是說
[00:12:45.240 --> 00:12:48.240]  George強姦了黃秋生的女兒
[00:12:48.240 --> 00:12:49.240]  然後
[00:12:49.240 --> 00:12:51.240]  究竟他能不能接受她
[00:12:51.240 --> 00:12:52.240]  能不能原諒她
[00:12:52.240 --> 00:12:54.240]  但黃秋生最終
[00:12:54.240 --> 00:12:55.240]  讓我們看到
[00:12:55.240 --> 00:12:57.240]  他原諒不了
[00:12:57.240 --> 00:12:58.240]  或者他做不到
[00:12:58.240 --> 00:13:01.240]  那個所謂神職人員的期望
[00:13:01.240 --> 00:13:03.240]  所謂的備期望
[00:13:03.240 --> 00:13:04.240]  但我出來的時候
[00:13:04.240 --> 00:13:06.240]  我就想這套戲
[00:13:06.240 --> 00:13:07.240]  看完之後
[00:13:07.240 --> 00:13:09.240]  我覺得正常的人
[00:13:09.240 --> 00:13:11.240]  會覺得原諒不了才是正常
[00:13:11.240 --> 00:13:13.240]  我會這樣想
[00:13:13.240 --> 00:13:14.240]  我會覺得
[00:13:14.240 --> 00:13:17.240]  如果是黃秋生的話
[00:13:17.240 --> 00:13:19.240]  怎麼會原諒到這個壞人
[00:13:19.240 --> 00:13:20.240]  正常人這樣想
[00:13:20.240 --> 00:13:22.240]  但我自己又覺得
[00:13:22.240 --> 00:13:25.240]  其實聖經真的叫我們原諒
[00:13:25.240 --> 00:13:27.240]  聖經真的叫我們原諒
[00:13:27.240 --> 00:13:29.240]  我們真的要原諒人
[00:13:29.240 --> 00:13:30.240]  要寬恕人
[00:13:30.240 --> 00:13:34.240]  但原諒不了才是正常
[00:13:34.240 --> 00:13:36.240]  我覺得這樣是很難的
[00:13:36.240 --> 00:13:38.240]  對於這套戲來說
[00:13:38.240 --> 00:13:39.240]  我們都會覺得
[00:13:39.240 --> 00:13:41.240]  做不到是可以的
[00:13:41.240 --> 00:13:42.240]  你做到的話
[00:13:42.240 --> 00:13:43.240]  你逼自己做
