
[00:00:00.000 --> 00:00:02.640]  各位FoldChurch的頂尖妹妹,大家平安
[00:01:34.720 --> 00:01:37.240]  其實如果我們不算最後那一句
[00:01:37.240 --> 00:01:39.760]  因為「國道權並榮耀,全是你的」
[00:01:39.760 --> 00:01:42.600]  其實《主禱文》可以分為兩部分
[00:01:42.600 --> 00:01:45.160]  第一部分是以「你」
[00:01:45.160 --> 00:01:47.800]  以「父」作為中心的
[00:01:47.800 --> 00:01:51.720]  而第二部分是以「我們」作為中心的
[00:01:52.360 --> 00:01:55.840]  我覺得經常最多被基督徒提及的
[00:01:55.840 --> 00:01:57.480]  在第一部分
[00:01:57.480 --> 00:01:59.480]  是願你的國降臨
[00:01:59.480 --> 00:02:01.320]  願你的子兒
[00:02:01.320 --> 00:02:02.600]  行在地上
[00:02:02.600 --> 00:02:04.440]  兒童行在天上
[00:02:04.440 --> 00:02:06.640]  而第二部分呢
[00:02:06.640 --> 00:02:09.040]  可能我們比較多提及的是
[00:02:09.040 --> 00:02:10.480]  我們日用的飲食
[00:02:10.480 --> 00:02:11.840]  今天賜給我們
[00:02:11.840 --> 00:02:13.360]  我們借飯的時候
[00:02:13.360 --> 00:02:14.960]  或者我們會說
[00:02:14.960 --> 00:02:16.320]  免我們的債
[00:02:16.320 --> 00:02:18.760]  但我們不會提後面那部分的
[00:02:19.640 --> 00:02:22.600]  不知道大家同不同意我這樣的觀察
[00:02:22.600 --> 00:02:25.480]  其實《主禱文》的第一句
[00:02:25.480 --> 00:02:27.640]  「我們在天上的父」
[00:02:27.640 --> 00:02:31.080]  「願人都尊你的名為聖」
[00:02:31.080 --> 00:02:36.680]  我相信這個不僅僅是一個開場白的引言
[00:02:36.680 --> 00:02:41.800]  甚至我們可以把它理解成為整篇《主禱文》的基礎
[00:02:41.800 --> 00:02:45.240]  到底「尊天父的名為聖」
[00:02:45.240 --> 00:02:46.720]  是什麼意思呢?
[00:02:47.560 --> 00:02:50.160]  今天我很想用詩篇第八篇
[00:02:50.160 --> 00:02:52.720]  一篇我們都很熟悉的詩篇
[00:02:52.720 --> 00:02:55.200]  甚至可能我們會唱出來
[00:02:55.200 --> 00:02:56.240]  比我們讀出來多
[00:02:56.240 --> 00:02:59.080]  我們去思想一下這個題目
[00:02:59.080 --> 00:03:00.880]  「願人都尊你的名為聖」
[00:03:00.880 --> 00:03:05.640]  「願人都尊你的名為聖」的中文翻譯
[00:03:05.640 --> 00:03:07.720]  會給我們一個感覺
[00:03:07.720 --> 00:03:09.760]  這是一個請求
[00:03:09.760 --> 00:03:12.240]  一個願望
[00:03:12.240 --> 00:03:14.600]  好像這件事還沒發生
[00:03:14.600 --> 00:03:16.240]  這件事還沒實現
[00:03:16.240 --> 00:03:17.440]  所以我們「願」
[00:03:18.440 --> 00:03:21.640]  「父的名」還沒被尊為「聖」
[00:03:21.640 --> 00:03:25.240]  我們很想去快點實現
[00:03:25.240 --> 00:03:28.560]  不過原文的意思其實應該是
[00:03:28.560 --> 00:03:30.840]  「被尊為聖的」
[00:03:30.840 --> 00:03:32.760]  「是你的名」
[00:03:32.760 --> 00:03:35.000]  「被尊為聖的」
[00:03:35.000 --> 00:03:36.200]  「是你的名」
[00:03:36.200 --> 00:03:38.800]  這是一個宣告
[00:03:38.800 --> 00:03:40.960]  是一個肯定
[00:03:40.960 --> 00:03:44.120]  因為耶和華的名是神聖的
[00:03:44.120 --> 00:03:46.760]  其實不需要我們去肯定
[00:03:47.760 --> 00:03:51.080]  我記得我小時候看一些粵語長片
[00:03:51.080 --> 00:03:53.840]  每逢皇帝出場的時候
[00:03:53.840 --> 00:03:56.440]  旁邊兩旁的大臣就會在那裡呼喊
[00:03:56.440 --> 00:03:59.560]  「願我皇萬歲萬萬歲」
[00:03:59.560 --> 00:04:02.560]  年輕的弟兄姐妹可能完全不知道我在說什麼
[00:04:02.560 --> 00:04:05.800]  「願我皇萬歲萬萬歲」
[00:04:05.800 --> 00:04:10.040]  皇帝是不是真的可能萬歲呢?
[00:04:10.040 --> 00:04:12.240]  當然不可能
[00:04:13.240 --> 00:04:17.760]  但是他聽到周圍的人在呼喊萬歲萬萬歲的時候
[00:04:17.760 --> 00:04:19.800]  他應該挺飄飄然的
[00:04:19.800 --> 00:04:23.720]  人是會喜歡被讚美的
[00:04:23.720 --> 00:04:26.680]  我們很喜歡聽到一些讚美的話
[00:04:26.680 --> 00:04:28.080]  這是人之常情
[00:04:28.080 --> 00:04:30.720]  特別對一些有權力
[00:04:30.720 --> 00:04:32.640]  有地位的人來說
[00:04:32.640 --> 00:04:35.440]  他更加樂於聽到更加多
[00:04:35.440 --> 00:04:37.920]  更加誇張的一些讚美
[00:04:37.920 --> 00:04:39.440]  他很享受
[00:04:40.360 --> 00:04:43.360]  然後身旁的人就會刻意的
[00:04:43.360 --> 00:04:45.040]  會將一些統治者
[00:04:45.040 --> 00:04:48.160]  將他吹捧成為不會犯錯
[00:04:48.160 --> 00:04:49.960]  不可侵犯的聖人
[00:04:49.960 --> 00:04:55.320]  個人的崇拜也演變成為神人式的偶像崇拜
[00:04:55.320 --> 00:05:00.200]  這樣看當耶穌教導我們去祈禱的時候
[00:05:00.200 --> 00:05:01.560]  祂跟門徒說
[00:05:01.560 --> 00:05:03.280]  「我們在天上的父院
[00:05:03.280 --> 00:05:05.720]  人都尊你的名為聖」
[00:05:07.200 --> 00:05:11.160]  是不是也想我們學一下這種在禱告的時候的拆懈
[00:05:11.160 --> 00:05:13.320]  吹捧的一種心態呢?
[00:05:13.320 --> 00:05:15.160]  當然不是
[00:05:15.160 --> 00:05:17.600]  耶穌說的名是神聖的
[00:05:17.600 --> 00:05:20.200]  這個不需要我們去肯定
[00:05:20.200 --> 00:05:22.200]  不需要我們去祈願
[00:05:22.200 --> 00:05:26.400]  其實耶穌教導門徒去祈禱
[00:05:26.400 --> 00:05:30.760]  是要深化我們跟上主之間的關係
[00:05:30.760 --> 00:05:33.680]  所以主統文前部分和後半部分
[00:05:33.680 --> 00:05:36.840]  雖然分別用父和我們作為中心
[00:05:36.840 --> 00:05:41.160]  但其實每一部分都是強調那種父和我們之間的互動
[00:05:41.160 --> 00:05:45.400]  「願你」
[00:05:45.400 --> 00:05:48.080]  其實重點是放在我們那裡
[00:05:48.080 --> 00:05:50.800]  是放在我們那裡
[00:05:50.800 --> 00:05:54.920]  就是說我們跟這位神聖的父有什麼關係
[00:05:54.920 --> 00:05:57.320]  這位在天上的父
[00:05:57.320 --> 00:05:59.440]  跟我們到底是什麼關係呢?
[00:05:59.440 --> 00:06:02.080]  我們是否重視他的名
[00:06:02.080 --> 00:06:06.560]  我們是否尊他的名為聖
[00:06:07.560 --> 00:06:09.320]  父的角度
[00:06:09.320 --> 00:06:11.000]  父的旨意
[00:06:11.000 --> 00:06:14.200]  跟我們有什麼關係呢?
[00:06:14.200 --> 00:06:19.200]  當你說我們去尊奉一些人或者物為聖的時候
[00:06:19.200 --> 00:06:22.360]  我們將他視為一個終極的價值
[00:06:22.360 --> 00:06:26.400]  被尊為聖的是你的名
[00:06:26.400 --> 00:06:29.880]  其實這個是反映了我們的選擇
[00:06:29.880 --> 00:06:31.600]  我們的取向
[00:06:31.600 --> 00:06:35.840]  到底什麼是我們認為是重要的價值
[00:06:36.560 --> 00:06:39.120]  我們是否在我們的生活裡面
[00:06:39.120 --> 00:06:41.720]  能夠彰顯出這一份價值
[00:06:41.720 --> 00:06:44.640]  彰顯出主的名為聖
[00:06:44.640 --> 00:06:46.040]  這一個事實
[00:06:46.040 --> 00:06:48.760]  上帝的角度
[00:06:48.760 --> 00:06:50.320]  上帝的旨意
[00:06:50.320 --> 00:06:53.800]  能不能夠在地上彰顯
[00:06:53.800 --> 00:06:56.360]  前提是在於我們
[00:06:56.360 --> 00:06:58.200]  我們每一個基督徒
[00:06:58.200 --> 00:07:01.960]  我們是否確立主的名為聖
[00:07:01.960 --> 00:07:04.200]  這一份價值取向
[00:07:04.520 --> 00:07:07.800]  我們是否活出了生命的選擇
[00:07:07.800 --> 00:07:11.760]  詩篇第八篇是一個很好的例子
[00:07:11.760 --> 00:07:14.040]  讓我們看看詩人
[00:07:14.040 --> 00:07:17.400]  他去表達他去尊主的名為聖
[00:07:17.400 --> 00:07:20.320]  他如何流露出那份生命
[00:07:20.320 --> 00:07:23.960]  人和創造的上主之間
[00:07:23.960 --> 00:07:25.800]  是一種怎樣的關係
[00:07:25.800 --> 00:07:27.440]  從所周知
[00:07:27.440 --> 00:07:30.440]  詩篇第八篇是一首讚美的詩篇
[00:07:30.440 --> 00:07:32.000]  第一節搖曰
[00:07:32.000 --> 00:07:35.840]  我們的主啊你的名在全地何其美
[00:07:35.840 --> 00:07:39.680]  你將你的榮耀彰顯於天
[00:07:39.680 --> 00:07:42.800]  全地是整個的大地
[00:07:42.800 --> 00:07:48.920]  事實上當我們真的有機會去觀看整個的大自然的時候
[00:07:48.920 --> 00:07:52.120]  我們去想像整個宇宙整個窮倉
[00:07:52.120 --> 00:07:53.920]  我們會想起什麼呢?
[00:07:53.920 --> 00:07:57.840]  我們看到那個是我們的世界
[00:07:57.840 --> 00:08:01.480]  我們是整個宇宙的中心
[00:08:02.080 --> 00:08:05.560]  因為我們真的發現其實我們是何等的渺小
[00:08:05.560 --> 00:08:07.840]  在天地萬物背後
[00:08:07.840 --> 00:08:11.040]  原來有一位創造萬物的主
[00:08:11.040 --> 00:08:14.720]  創造主的名是何其美
[00:08:14.720 --> 00:08:17.640]  藉著被造的萬物
[00:08:17.640 --> 00:08:20.680]  主的榮耀是明明可見的
[00:08:20.680 --> 00:08:23.760]  是沒有辦法可以去被推諉的
[00:08:23.760 --> 00:08:25.960]  不過
[00:08:25.960 --> 00:08:30.800]  在這個我們相信是天賦創造的世界裡面
[00:08:31.600 --> 00:08:33.800]  仍然有仇敵的存在
[00:08:33.800 --> 00:08:39.480]  仇敵是和上主對立的罪惡的權勢
[00:08:39.480 --> 00:08:41.600]  作為主的門徒
[00:08:41.600 --> 00:08:47.840]  我們是不是都會看到罪惡權勢而動搖
[00:08:47.840 --> 00:08:49.960]  或者我們會懷疑呢?
[00:08:49.960 --> 00:08:52.360]  如果是的時候
[00:08:52.360 --> 00:08:54.120]  請我們要記住
[00:08:54.120 --> 00:08:56.920]  不管黑暗的日子有多長
[00:08:57.520 --> 00:08:59.040]  好像把光明
[00:08:59.040 --> 00:09:04.000]  好像把善都被黑暗到被罪惡吞噬
[00:09:04.000 --> 00:09:06.800]  但是我們要記住
[00:09:06.800 --> 00:09:09.600]  天賦仍然掌管
[00:09:09.600 --> 00:09:12.040]  這個仍然是天賦的世界
[00:09:12.040 --> 00:09:15.280]  創造宇宙萬物的是耶和華
[00:09:15.280 --> 00:09:17.760]  而不是黑暗的勢力
[00:09:17.760 --> 00:09:20.480]  黑暗的勢力很真實
[00:09:20.480 --> 00:09:21.760]  很真實
[00:09:21.760 --> 00:09:24.440]  但是我們不要懼怕
[00:09:25.320 --> 00:09:26.280]  詩人說:
[00:09:26.280 --> 00:09:32.600]  「耶和華從孩童和吃奶的口中建立了能力」
[00:09:32.600 --> 00:09:36.400]  「使仇敵閉口無言」
[00:09:36.400 --> 00:09:42.240]  「孩童和吃奶的代表著無權無勢者」
[00:09:42.240 --> 00:09:47.000]  當我們看到孩童和吃奶的時候
[00:09:47.000 --> 00:09:49.040]  其實那幅圖畫是一個
[00:09:49.040 --> 00:09:54.560]  很依賴父母去孕育和照顧的一幅圖畫
[00:09:55.440 --> 00:09:57.640]  應該是必須要依賴他們的父母
[00:09:57.640 --> 00:09:58.880]  這是一個事實
[00:09:58.880 --> 00:10:01.560]  好像是沒有能力
[00:10:01.560 --> 00:10:03.880]  好像是無權無勢的
[00:10:03.880 --> 00:10:08.760]  但是有父母去庇佑他們
[00:10:08.760 --> 00:10:10.720]  有父母去保護他們
[00:10:10.720 --> 00:10:15.240]  吃奶代表著生命和力量的根源
[00:10:15.240 --> 00:10:19.360]  能力是由耶和華所建立的
[00:10:19.360 --> 00:10:24.240]  所以上主賦予無權無勢者他們能力
[00:10:24.920 --> 00:10:28.040]  這是我們經常說的無能者的大能
[00:10:28.040 --> 00:10:30.080]  Power of the powerless
[00:10:30.080 --> 00:10:32.520]  面對著黑暗的勢力
[00:10:32.520 --> 00:10:35.200]  面對那個好像不可一世的仇敵
[00:10:35.200 --> 00:10:38.520]  我們仍然要相信天父是掌權的
[00:10:38.520 --> 00:10:41.440]  這是一個選擇
[00:10:41.440 --> 00:10:45.640]  一個你和我的價值取向的選擇
[00:10:45.640 --> 00:10:47.520]  我們要選擇的
[00:10:47.520 --> 00:10:52.240]  是否我們仍然願意在黑暗當中作一個光明之子
[00:10:52.960 --> 00:10:55.880]  抑或我們投向這個黑暗的世界
[00:10:55.880 --> 00:10:58.560]  我們尊這個罪惡的權勢為性
[00:10:58.560 --> 00:11:00.600]  我們成為黑暗之子
[00:11:00.600 --> 00:11:04.400]  當我們願意靠著天父的能力
[00:11:04.400 --> 00:11:06.680]  去做光明之子的時候
[00:11:06.680 --> 00:11:10.000]  我們就能夠成為黑暗裡面的微光
[00:11:10.000 --> 00:11:12.840]  很微小的一點的光明
[00:11:12.840 --> 00:11:14.520]  主的名
[00:11:14.520 --> 00:11:16.400]  主的榮耀
[00:11:16.400 --> 00:11:18.560]  就藉著這一點的微光
[00:11:18.560 --> 00:11:21.200]  可以在黑暗的世代裡面
[00:11:21.200 --> 00:11:22.600]  被人看到
[00:11:22.640 --> 00:11:24.600]  我們可以在黑暗的世界裡面
[00:11:24.600 --> 00:11:25.880]  被人看到
[00:11:25.880 --> 00:11:27.600]  我們可以在黑暗的世界裡面
[00:11:27.600 --> 00:11:28.600]  被人看到
[00:11:28.600 --> 00:11:30.600]  我們可以在黑暗的世界裡面
[00:11:30.600 --> 00:11:31.600]  被人看到
[00:11:31.600 --> 00:11:33.600]  我們可以在黑暗的世界裡面
[00:11:33.600 --> 00:11:34.600]  被人看到
[00:11:34.600 --> 00:11:36.600]  我們可以在黑暗的世界裡面
[00:11:36.600 --> 00:11:37.600]  被人看到
[00:11:37.600 --> 00:11:39.600]  我們可以在黑暗的世界裡面
[00:11:39.600 --> 00:11:40.600]  被人看到
[00:11:40.600 --> 00:11:42.600]  我們可以在黑暗的世界裡面
[00:11:42.600 --> 00:11:43.600]  被人看到
[00:11:43.600 --> 00:11:45.600]  我們可以在黑暗的世界裡面
[00:11:45.600 --> 00:11:46.600]  被人看到
[00:11:46.600 --> 00:11:48.600]  我們可以在黑暗的世界裡面
[00:11:48.600 --> 00:11:49.600]  被人看到
[00:11:49.600 --> 00:11:51.600]  我們可以在黑暗的世界裡面
[00:11:51.600 --> 00:11:52.600]  我們可以在黑暗的世界裡面
[00:11:52.600 --> 00:11:54.600]  在你和我的內心裡面
[00:11:54.600 --> 00:11:56.600]  關鍵在於
[00:11:56.600 --> 00:11:58.600]  我們在乎什麼
[00:11:58.600 --> 00:12:01.600]  我們選擇一個什麼的價值取向
[00:12:01.600 --> 00:12:03.600]  是不是耶和華
[00:12:03.600 --> 00:12:05.600]  我們的主啊
[00:12:05.600 --> 00:12:07.600]  我們在天上的父
[00:12:07.600 --> 00:12:09.600]  正正要提醒我們
[00:12:09.600 --> 00:12:11.600]  我們的生命是屬於天上的父的
[00:12:11.600 --> 00:12:13.600]  我們的主
[00:12:13.600 --> 00:12:16.600]  到第三到第八節的經文
[00:12:16.600 --> 00:12:19.600]  其實佔去了聖守司篇很重要的篇幅
[00:12:19.600 --> 00:12:21.600]  但是北風一轉
[00:12:21.600 --> 00:12:23.600]  由上主轉為人
[00:12:23.600 --> 00:12:25.600]  斯人肯定了
[00:12:25.600 --> 00:12:27.600]  人作為受造物
[00:12:27.600 --> 00:12:30.600]  在整個宇宙裡面的價值
[00:12:30.600 --> 00:12:32.600]  我觀看
[00:12:32.600 --> 00:12:34.600]  你手所造的天
[00:12:34.600 --> 00:12:37.600]  並你所陳設的月亮星宿
[00:12:37.600 --> 00:12:38.600]  另一方面
[00:12:38.600 --> 00:12:40.600]  這位創造主
[00:12:40.600 --> 00:12:43.600]  仍然是顧念和看顧人的
[00:12:43.600 --> 00:12:46.600]  人算什麼呢
[00:12:46.600 --> 00:12:48.600]  你竟顧念他
[00:12:48.600 --> 00:12:49.600]  世人算什麼
[00:12:49.600 --> 00:12:51.600]  你竟眷顧他
[00:12:51.600 --> 00:12:53.600]  天父更進一步的
[00:12:53.600 --> 00:12:55.600]  賦予了人
[00:12:55.600 --> 00:12:58.600]  去管理這個大地的角色
[00:12:58.600 --> 00:13:01.600]  你派他管理你手所造的
[00:13:01.600 --> 00:13:05.600]  願他榮耀尊貴為冠冕
[00:13:05.600 --> 00:13:07.600]  我們很清楚的看到
[00:13:07.600 --> 00:13:11.600]  人是被賦予了很高的價值
[00:13:11.600 --> 00:13:13.600]  比天使
[00:13:13.600 --> 00:13:15.600]  或者另一個的譯法
[00:13:15.600 --> 00:13:18.600]  是比上帝微少一點
[00:13:18.600 --> 00:13:20.600]  一切受造的萬物
[00:13:20.600 --> 00:13:23.600]  都伏在人的腳下
[00:13:23.600 --> 00:13:25.600]  我們不禁問
[00:13:25.600 --> 00:13:28.600]  為什麼這首讚美上主的詩篇裡面
[00:13:28.600 --> 00:13:31.600]  竟然用了最多的篇幅
[00:13:31.600 --> 00:13:33.600]  放在人身上
[00:13:33.600 --> 00:13:35.600]  難道是斯人
[00:13:35.600 --> 00:13:37.600]  明修棧道
[00:13:37.600 --> 00:13:39.600]  暗道陳倉
[00:13:39.600 --> 00:13:40.600]  先去高舉上主
[00:13:40.600 --> 00:13:42.600]  然後擺出了好像
[00:13:42.600 --> 00:13:45.600]  君權神授這樣的包裝
[00:13:45.600 --> 00:13:48.600]  藉此去高舉自己
[00:13:48.600 --> 00:13:50.600]  其實斯人
[00:13:50.600 --> 00:13:52.600]  正正是提醒我們
[00:13:52.600 --> 00:13:55.600]  我們每一個人的價值
[00:13:55.600 --> 00:13:58.600]  比上帝微少一點
[00:13:58.600 --> 00:13:59.600]  這個價值
[00:13:59.600 --> 00:14:01.600]  這份這麼崇高的價值
[00:14:01.600 --> 00:14:03.600]  是天父賦予給我們的
[00:14:03.600 --> 00:14:05.600]  人在大地的地位
[00:14:05.600 --> 00:14:09.600]  是尊貴榮耀為冠冕
[00:14:09.600 --> 00:14:12.600]  這是天父賜給我們的
[00:14:12.600 --> 00:14:13.600]  人
[00:14:13.600 --> 00:14:14.600]  包括你和我
[00:14:14.600 --> 00:14:16.600]  我們不要自以為是
[00:14:16.600 --> 00:14:18.600]  我們不要自我中心
[00:14:18.600 --> 00:14:22.600]  認為自己是整個大地的操控者
[00:14:22.600 --> 00:14:24.600]  我們目中無人
[00:14:24.600 --> 00:14:25.600]  心中無神
[00:14:25.600 --> 00:14:30.600]  我們忘記了自己原來只不過是受託的
[00:14:30.600 --> 00:14:33.600]  是天父將管理的職份
[00:14:33.600 --> 00:14:35.600]  交給我們
[00:14:35.600 --> 00:14:37.600]  很多聖經學者告訴我們
[00:14:37.600 --> 00:14:43.600]  這篇第八篇其實和創世記一章二十六節是呼應的
[00:14:43.600 --> 00:14:45.600]  創世記一章二十六節這樣說
[00:14:45.600 --> 00:14:46.600]  上帝說
[00:14:46.600 --> 00:14:49.600]  我們要照著我們的形象
[00:14:49.600 --> 00:14:51.600]  以及地上
[00:14:51.600 --> 00:14:54.600]  白岸著我們的樣式做人
[00:14:54.600 --> 00:14:56.600]  使他們管理海裡的魚
[00:14:56.600 --> 00:14:57.600]  天空的鳥
[00:14:57.600 --> 00:15:00.600]  地上的生畜和傳遞
[00:15:00.600 --> 00:15:04.600]  以及地上爬的一切爬行動物
[00:15:04.600 --> 00:15:05.600]  所以斯人
[00:15:05.600 --> 00:15:08.600]  其實並不是要高舉人的角色
[00:15:08.600 --> 00:15:11.600]  反而要將人性
[00:15:11.600 --> 00:15:12.600]  Humanity
[00:15:12.600 --> 00:15:16.600]  置在神性的脈絡裡
[00:15:16.600 --> 00:15:22.600]  這首詩呈現了一個很豐富的創造觀的詩篇
[00:15:22.600 --> 00:15:26.600]  其實是在問我們怎樣成為人
[00:15:26.600 --> 00:15:28.600]  我們怎樣To be human
[00:15:28.600 --> 00:15:31.600]  是在問一個這樣的問題
[00:15:31.600 --> 00:15:33.600]  正正因為人性裡
[00:15:33.600 --> 00:15:35.600]  其實有上帝的形象
[00:15:35.600 --> 00:15:39.600]  上帝按照他的形象去創造我們
[00:15:39.600 --> 00:15:41.600]  我們更加要警覺到
[00:15:41.600 --> 00:15:45.600]  原來人性已經敗壞了的事實
[00:15:45.600 --> 00:15:49.600]  罪惡要掩蓋善這個事實
[00:15:49.600 --> 00:15:54.600]  我們更加需要去保持著那份僅餘的善良
[00:15:54.600 --> 00:15:57.600]  我們拒絕與惡為伍
[00:15:57.600 --> 00:16:01.600]  正正因為我們認識到我們是上世所領受
[00:16:01.600 --> 00:16:04.600]  受託給我們這個管家的身份
[00:16:04.600 --> 00:16:07.600]  我們更加不要將自己無限擴大
[00:16:07.600 --> 00:16:09.600]  絕對化
[00:16:09.600 --> 00:16:11.600]  我們要知道在本質上
[00:16:11.600 --> 00:16:13.600]  我們只是受造物
[00:16:13.600 --> 00:16:14.600]  天上的父
[00:16:14.600 --> 00:16:19.600]  才是創造和掌管萬有的主
[00:16:19.600 --> 00:16:23.600]  是一個罪惡權勢肆虐的世代
[00:16:23.600 --> 00:16:27.600]  仇敵千方百計要破壞這個秩序
[00:16:27.600 --> 00:16:31.600]  要將罪性完全地去管轄人性
[00:16:31.600 --> 00:16:34.600]  所以基督徒更加需要
[00:16:34.600 --> 00:16:36.600]  我們更加需要
[00:16:36.600 --> 00:16:39.600]  在一個非人的世代裏面
[00:16:39.600 --> 00:16:43.600]  我們去表現出那份尊主的名為性
[00:16:43.600 --> 00:16:46.600]  我們更加要學習怎樣成為一個人
[00:16:46.600 --> 00:16:47.600]  To be human
[00:16:47.600 --> 00:16:52.600]  我們要活出上主所創造的人性的善良
[00:16:52.600 --> 00:16:55.600]  我們做一個敬虔上主的人
[00:16:55.600 --> 00:16:58.600]  做一個忠心的管家
[00:16:58.600 --> 00:17:02.600]  這是我們之所以能夠成為人的基礎
[00:17:02.600 --> 00:17:06.600]  回到創造的根源
[00:17:06.600 --> 00:17:11.600]  那位創造和掌管宇宙的主宰
[00:17:11.600 --> 00:17:14.600]  就好像詩人最後一次的宣告
[00:17:14.600 --> 00:17:16.600]  在最後一節說
[00:17:16.600 --> 00:17:23.600]  「耶和華,我們的主啊,你的名在全地何其美?」
[00:17:23.600 --> 00:17:27.600]  「頂止每怨人都尊你的名為性」
[00:17:27.600 --> 00:17:30.600]  「或者被尊為性的是你的名」
[00:17:30.600 --> 00:17:32.600]  是希望我們去祈禱的時候
[00:17:32.600 --> 00:17:35.600]  我們不斷地提醒我們自己
[00:17:35.600 --> 00:17:39.600]  第一,這是一個天賦的世界
[00:17:39.600 --> 00:17:41.600]  天賦是創造主
[00:17:41.600 --> 00:17:43.600]  我們是受造物
[00:17:43.600 --> 00:17:46.600]  第二,這個世界沒有錯有罪惡的權勢
[00:17:46.600 --> 00:17:51.600]  我們更加需要依靠天賦賜給我們的能力
[00:17:51.600 --> 00:17:55.600]  去面對甚至乎要克性罪惡
[00:17:55.600 --> 00:18:00.600]  第三,天賦看重你和我
[00:18:00.600 --> 00:18:05.600]  我們每一個人要管理這個大地
[00:18:05.600 --> 00:18:09.600]  所以我們更加需要恰如其分,謙卑
[00:18:09.600 --> 00:18:14.600]  忠於自己去做好管家的職份
[00:18:14.600 --> 00:18:16.600]  當我們在祈禱的時候
[00:18:16.600 --> 00:18:20.600]  我們說我們在天上的父怨人都尊你的名為性的時候
[00:18:20.600 --> 00:18:23.600]  其實不斷地問我們自己
[00:18:23.600 --> 00:18:27.600]  我們是否向這個罪惡的權勢下拜
[00:18:27.600 --> 00:18:30.600]  我們是否尊這位惡者為性
[00:18:30.600 --> 00:18:32.600]  向他讚美
[00:18:32.600 --> 00:18:36.600]  我們有沒有忘記耶和華尊崇的地位
[00:18:36.600 --> 00:18:39.600]  耶和華是宇宙萬物的創造主
[00:18:39.600 --> 00:18:42.600]  第二,即使我們沒有隨波逐流
[00:18:42.600 --> 00:18:45.600]  我們沒有成為黑暗之子
[00:18:45.600 --> 00:18:50.600]  但我們有沒有因為罪惡和黑暗的權勢
[00:18:50.600 --> 00:18:55.600]  我們感到灰心,我們感到絕望
[00:18:55.600 --> 00:19:02.600]  我們忘記了向那位孕育和賜予力量給我們的上主
[00:19:02.600 --> 00:19:04.600]  去求他建立我們
[00:19:04.600 --> 00:19:09.600]  第三,我們是否忘記了自己管家的身份
[00:19:09.600 --> 00:19:16.600]  提醒我們一方面不要無限化、絕對化我們自己
[00:19:16.600 --> 00:19:19.600]  記住有一位天上的父
[00:19:19.600 --> 00:19:22.600]  我們要忠於這位天上的父
[00:19:22.600 --> 00:19:25.600]  即使在最艱難的環境裡
[00:19:25.600 --> 00:19:30.600]  我們仍然要負責任地去做出每一個的選擇
[00:19:30.600 --> 00:19:32.600]  生命的選擇
[00:19:32.600 --> 00:19:35.600]  尊你的名為性
[00:19:35.600 --> 00:19:37.600]  或被尊為性的是你的名
[00:19:37.600 --> 00:19:39.600]  是我們的宣告
[00:19:39.600 --> 00:19:41.600]  是我們生命的宣告
[00:19:41.600 --> 00:19:46.600]  藉此要表明我們生命所做的選擇
