
[00:00:00.000 --> 00:00:05.000]  好,各位頂智媒晚安,海外的頂智媒晚安
[00:01:49.680 --> 00:01:53.440]  就是類似這樣,那時候,99年的時候是很覺得
[00:01:53.440 --> 00:01:57.440]  未來對香港教會,譬如97之後
[00:01:57.440 --> 00:02:01.440]  教會的生態是怎麼樣,或者面對一個競爭之後
[00:02:01.440 --> 00:02:05.280]  我們可以怎樣做一些事情,能夠建立得更加好
[00:02:05.280 --> 00:02:08.000]  大體上99年是這樣的
[00:02:08.000 --> 00:02:10.320]  或者往後的日子裡面
[00:02:10.320 --> 00:02:13.840]  我們畢業的時候,同學畢業的時候的未來
[00:02:13.840 --> 00:02:17.040]  是有一些憧憬和盼望的,不是那些
[00:02:17.040 --> 00:02:20.560]  很……不知道怎樣了,沒有的
[00:02:20.560 --> 00:02:23.360]  但是下一張
[00:02:23.360 --> 00:02:26.240]  其實現在,譬如說未來的目者
[00:02:26.240 --> 00:02:30.000]  譬如說這幾年的目者,或者接下來這幾年的目者
[00:02:30.000 --> 00:02:34.400]  其實當他們說教會要出來做的時候
[00:02:34.400 --> 00:02:38.400]  其實他們,我猜,不是想到很多東西
[00:02:38.400 --> 00:02:43.120]  有的是很多unfinished business,那些回憶
[00:02:43.120 --> 00:02:50.000]  有沒有意外,一個月後,12月大約第二個星期
[00:02:50.000 --> 00:02:57.520]  彭牧師會離開他被囚禁的地方,我猜測兩三個星期他會出來
[00:02:57.520 --> 00:03:00.960]  我們有很多unfinished business
[00:03:00.960 --> 00:03:07.440]  譬如好像過去那兩天,睡不著覺,不知道為什麼
[00:03:07.440 --> 00:03:11.120]  很慘,有兩天的時候,兩三點起床
[00:03:11.120 --> 00:03:15.920]  然後睡不著覺,不知道為什麼,狀態很差
[00:03:15.920 --> 00:03:21.440]  我記得那兩天有些時間祈禱,在睡不著覺的時候
[00:03:21.440 --> 00:03:25.280]  那個祈禱是回到三年前在紅磚屋
[00:03:25.280 --> 00:03:28.240]  就是我進去紅磚屋的時候的經歷
[00:03:28.240 --> 00:03:32.720]  就是在凌晨兩三點的時候
[00:03:32.720 --> 00:03:36.720]  就是連續兩晚驚醒了,睡不著覺
[00:03:36.720 --> 00:03:40.560]  祈禱的是三年前發生的事情
[00:03:40.560 --> 00:03:45.360]  unfinished business好像成為了我們裡面有很多東西
[00:03:45.360 --> 00:03:50.320]  你看到前面的時候,你會發覺你後面有很多東西卡住你
[00:03:50.320 --> 00:03:54.800]  有很多東西好像不知道怎樣,令你很為難
[00:03:54.800 --> 00:03:57.200]  不知道怎樣走下去的感覺
[00:03:57.200 --> 00:04:00.480]  我不知道大家怎樣,但起碼對我來說
[00:04:00.480 --> 00:04:04.240]  其實我有個powerpoint寫下六七件事,但我不敢打出來
[00:04:04.240 --> 00:04:07.120]  其實我講一句就寫完了
[00:04:07.120 --> 00:04:10.720]  我想講那六七件事,但有些事不是很好講
[00:04:10.720 --> 00:04:12.480]  現在講話很煩
[00:04:12.480 --> 00:04:16.080]  所以我只能夠講的就是
[00:04:16.080 --> 00:04:20.400]  你會有很多不同的東西堆積在你裡面
[00:04:20.400 --> 00:04:25.360]  成為你往前路的時候,好像後面有很多東西還沒解決
[00:04:25.360 --> 00:04:27.840]  和我99年的時候,仇遠畢業的時候
[00:04:27.840 --> 00:04:31.760]  你會覺得,哇,耶,出來吧
[00:04:31.760 --> 00:04:33.840]  你會改變一些東西
[00:04:33.840 --> 00:04:38.480]  但現在這一代的人出來的時候,面對場景
[00:04:38.480 --> 00:04:41.680]  或者留下的人在香港這個土地裡面
[00:04:41.680 --> 00:04:45.360]  你看著前面的時候,我覺得和他都一樣
[00:04:45.360 --> 00:04:48.800]  總是有很多回憶還沒sell down
[00:04:48.800 --> 00:04:52.640]  我記得那兩天祈禱的時候
[00:04:52.640 --> 00:04:55.440]  進去紅磚屋的時候,看到那些情景
[00:04:55.440 --> 00:04:59.040]  不詳細講了
[00:04:59.040 --> 00:05:03.840]  你可以想像那些東西還在你裡面纏繞著
[00:05:03.840 --> 00:05:10.400]  好像告訴你,其實你三年的事情都還沒過去的感覺一樣
[00:05:10.400 --> 00:05:16.720]  所以我想今天能夠分享一點
[00:05:16.720 --> 00:05:23.840]  特別這大半年,有很多傳道同工和宣教士
[00:05:23.840 --> 00:05:26.240]  尤其是這大半年
[00:05:26.240 --> 00:05:29.280]  我碰到的時候,很特別的感覺
[00:05:29.280 --> 00:05:32.560]  基本上這大半年裡面,都不少
[00:05:32.560 --> 00:05:35.520]  我猜沒有20個,都有17、18個
[00:05:35.520 --> 00:05:37.920]  這一類的同工會走來和我說話
[00:05:37.920 --> 00:05:40.480]  碰到,不知在哪裏見到面的時候
[00:05:40.480 --> 00:05:44.480]  他們會說,其實我們都是聽Fold Church講道的
[00:05:44.480 --> 00:05:47.600]  你明不明白,其實他們都沒有在會
[00:05:47.600 --> 00:05:51.760]  他們都有他們可以做的,聽的東西
[00:05:51.760 --> 00:05:56.320]  什麼叫做我們在Fold Church聽你講道
[00:05:56.320 --> 00:05:58.080]  其實是什麼意思
[00:05:58.080 --> 00:06:00.080]  有人和我說十幾次之後
[00:06:00.080 --> 00:06:02.960]  John,Poon Sir有些例外
[00:06:02.960 --> 00:06:05.840]  我講一下自己,我不覺得我特別什麼
[00:06:05.840 --> 00:06:07.360]  為什麼要聽呢
[00:06:07.360 --> 00:06:12.000]  他們可以聽,可能他和我說話就是講他們,不是講我
[00:06:12.000 --> 00:06:17.040]  我想,什麼叫做他聽Fold Church講道是什麼
[00:06:17.040 --> 00:06:20.640]  不少地在教務同工講這番話
[00:06:20.640 --> 00:06:24.720]  我懷疑,我懷疑而已,沒有什麼證實
[00:06:24.720 --> 00:06:31.040]  我猜Fold Church是在講一些大家的collective memory
[00:06:31.040 --> 00:06:39.040]  Fold Church仍然在我們面對很多以往的經歷裡面
[00:06:39.040 --> 00:06:43.040]  我們將那些經歷還在我們前面,放在前面
[00:06:43.040 --> 00:06:47.520]  還沒放下,我們不是說不要什麼,要向前望
[00:06:47.520 --> 00:06:49.520]  我們沒有這麼容易
[00:06:49.520 --> 00:06:54.640]  但起碼很多人和我們講一番話
[00:06:54.640 --> 00:06:57.520]  當有些回憶出來的時候
[00:06:57.520 --> 00:07:02.080]  前面的路是讓我們消化這些回憶
[00:07:02.080 --> 00:07:06.960]  前面的路不是只要望向前面,哇很bright,很漂亮,很怎樣
[00:07:06.960 --> 00:07:10.880]  過去的事情還沒settle,還在unfinished business的時候
[00:07:10.880 --> 00:07:14.400]  我們怎樣去digest這件事在我們前面的裡面
[00:07:14.400 --> 00:07:17.360]  我相信這件事成為了
[00:07:17.360 --> 00:07:21.520]  人們會覺得要聽Fold Church講道的地方
[00:07:21.520 --> 00:07:25.360]  上個月我和John在後面聊天
[00:07:25.360 --> 00:07:28.720]  我和他說,下年,後年我不想
[00:07:28.720 --> 00:07:33.520]  這些話就不想公開講,真是很煩
[00:07:33.520 --> 00:07:35.680]  不是,就是想講什麼呢
[00:07:35.680 --> 00:07:37.920]  總之很簡單講,不要講這麼複雜
[00:07:37.920 --> 00:07:40.560]  這些錄影很煩,出了家
[00:07:40.560 --> 00:07:42.560]  總之我們就說
[00:07:42.560 --> 00:07:47.280]  其實現在出去講道不知道講什麼好
[00:07:47.280 --> 00:07:50.240]  Fold Church是一個地方我們可以
[00:07:50.240 --> 00:07:52.240]  講道我們覺得想講的東西
[00:07:52.240 --> 00:07:56.000]  或者我們覺得可以是我們一些
[00:07:56.000 --> 00:08:00.000]  面對前面的時候,我們有很多未完成的記憶回憶的時候
[00:08:00.000 --> 00:08:03.600]  這些是在shape我們前面走的每一步
[00:08:03.600 --> 00:08:06.480]  而不是我們突然間覺得切割了
[00:08:06.480 --> 00:08:08.080]  什麼都不記得了
[00:08:08.080 --> 00:08:11.120]  我們可以前面就叫做未來
[00:08:11.120 --> 00:08:13.920]  以前可以這樣叫未來
[00:08:13.920 --> 00:08:16.640]  但我想望向前面的日子一樣
[00:08:16.640 --> 00:08:19.520]  烏克蘭的頂尖一樣
[00:08:19.520 --> 00:08:23.920]  我所知道波蘭有很多烏克蘭的難民
[00:08:23.920 --> 00:08:27.360]  其實他們一樣很熱誠
[00:08:27.360 --> 00:08:30.560]  他們敬虔,他們很愛主的態度
[00:08:30.560 --> 00:08:32.560]  在波蘭的頂尖會猶甚
[00:08:32.560 --> 00:08:34.560]  如果大家知道這些歷史的話
[00:08:34.560 --> 00:08:36.560]  你聽這一兩年的話
[00:08:36.560 --> 00:08:39.680]  他們在裡面熱心愛主
[00:08:39.680 --> 00:08:43.280]  不是因為他們比波蘭的人特別熱心愛主
[00:08:43.280 --> 00:08:46.880]  是因為經歷,是因為那些未完成的事情
[00:08:46.880 --> 00:08:49.680]  令他們望向前面的路的時候
[00:08:49.680 --> 00:08:53.040]  那些東西成為他們的推動力
[00:08:53.040 --> 00:08:55.920]  所以現在講未來的時候
[00:08:55.920 --> 00:08:58.160]  我們要講什麼
[00:08:58.160 --> 00:09:03.040]  這是我很苦惱這幾個星期的掙扎
[00:09:03.040 --> 00:09:05.120]  坦白講,講未來
[00:09:05.120 --> 00:09:07.120]  面對回憶的時候
[00:09:07.120 --> 00:09:11.040]  那些回憶出來其實是不好受的
[00:09:11.040 --> 00:09:15.360]  那些記憶的片段很不容易
[00:09:15.360 --> 00:09:18.880]  我們寧可做一個分割的人,分裂的人
[00:09:18.880 --> 00:09:20.880]  繼續生活,繼續忙碌
[00:09:20.880 --> 00:09:25.280]  但我相信我們的信仰不會容許我們這樣走下去
[00:09:25.280 --> 00:09:28.480]  我還有幾點,不要這麼說了,我們講聖經
[00:09:28.480 --> 00:09:30.480]  我們下去
[00:09:30.480 --> 00:09:33.840]  今天的題目是講未來的目者
[00:09:33.840 --> 00:09:36.960]  純粹捉一些噱頭,因為我的噱頭很差
[00:09:36.960 --> 00:09:42.080]  但目者,你知道我的意思不是全職這麼簡單
[00:09:42.080 --> 00:09:45.440]  我們當中的姐妹都是一個目者
[00:09:45.440 --> 00:09:47.440]  in all means
[00:09:47.440 --> 00:09:49.440]  好,我們講一下正經的事情
[00:09:49.440 --> 00:09:54.240]  我們今天講約翰和大衛
[00:09:54.240 --> 00:09:56.240]  我今天想講友誼
[00:09:56.240 --> 00:09:58.240]  Friendship
[00:09:58.240 --> 00:10:02.400]  第一,我們講約翰和大衛的故事
[00:10:02.400 --> 00:10:05.760]  其實大體上是在中學生團契
[00:10:05.760 --> 00:10:09.040]  或者小學生團契的時候講的
[00:10:09.040 --> 00:10:14.960]  我們很少在成人團契裡面查約翰和大衛的
[00:10:14.960 --> 00:10:19.840]  因為我們講約翰和大衛
[00:10:19.840 --> 00:10:24.320]  有約翰為大衛附上一切
[00:10:24.320 --> 00:10:27.360]  這些只能騙中學生和小朋友
[00:10:27.360 --> 00:10:30.000]  你明白嗎?在整個世界裡面
[00:10:30.000 --> 00:10:32.960]  你什麼時候見到你生命裡面出現一個約翰
[00:10:32.960 --> 00:10:34.960]  除了見鬼
[00:10:34.960 --> 00:10:36.960]  (笑聲)
[00:10:36.960 --> 00:10:40.400]  所以在成人世界裡面
[00:10:40.400 --> 00:10:43.360]  我們很少講約翰和大衛
[00:10:43.360 --> 00:10:47.440]  你突然抓一個人出來說你是約翰和大衛
[00:10:47.440 --> 00:10:49.440]  即是怎樣?我要死在你刀下嗎?
[00:10:49.440 --> 00:10:54.320]  你明白嗎?這個論述是很困難的
[00:10:54.320 --> 00:10:57.200]  另外要想一想的是
[00:10:57.200 --> 00:11:00.480]  其實聖經裡面不講友誼
[00:11:00.480 --> 00:11:03.120]  你不要計針研
[00:11:03.120 --> 00:11:05.520]  不要說約伯記的三個朋友
[00:11:05.520 --> 00:11:07.520]  另外一個朋友的主朋狗友
[00:11:07.520 --> 00:11:09.520]  不是講那些
[00:11:09.520 --> 00:11:11.520]  真的講友誼
[00:11:11.520 --> 00:11:13.520]  其實聖經是不觸碰的
[00:11:13.520 --> 00:11:16.720]  你什麼時候見到聖經講友誼
[00:11:16.720 --> 00:11:17.760]  沒有的
[00:11:17.760 --> 00:11:19.760]  你見到戈恩和阿伯是你殺到我殺你
[00:11:19.760 --> 00:11:21.760]  一個殺一個
[00:11:21.760 --> 00:11:23.760]  阿伯沒有殺人
[00:11:23.760 --> 00:11:25.760]  你見其他東西都是你對我我對你
[00:11:26.720 --> 00:11:30.720]  友誼在聖經裡面不受歡迎
[00:11:30.720 --> 00:11:35.040]  基本上是不講的
[00:11:35.040 --> 00:11:40.960]  你很少聽到一些很浪漫溫馨的友誼
[00:11:40.960 --> 00:11:46.400]  我不敢直言說友誼在這個世界裡很穩定
[00:11:46.400 --> 00:11:48.800]  但起碼我們要問的問題是
[00:11:48.800 --> 00:11:50.800]  為什麼聖經這麼少講友誼
[00:11:50.800 --> 00:11:52.800]  或者反過來講
[00:11:53.360 --> 00:11:56.320]  其實約拿丹和大衛的友誼是什麼
[00:11:56.320 --> 00:11:58.320]  我們要問約拿丹和大衛的友誼
[00:11:58.320 --> 00:12:00.320]  是不是中學生或私學團契
[00:12:00.320 --> 00:12:04.320]  在你的心靈裡最重要有個好朋友
[00:12:04.320 --> 00:12:06.320]  好朋友跟你一起面對
[00:12:06.320 --> 00:12:08.320]  有很多難處
[00:12:08.320 --> 00:12:10.320]  你明白嗎
[00:12:10.320 --> 00:12:13.840]  是不是這個關於約拿丹和大衛要講的東西
[00:12:13.840 --> 00:12:15.840]  這個是我要問的問題
[00:12:15.840 --> 00:12:19.840]  除了很現實很世俗化地覺得
[00:12:19.840 --> 00:12:24.320]  我們新唐人裡面不再有很多約拿丹之外
[00:12:24.320 --> 00:12:26.320]  每個人都想有大衛
[00:12:26.320 --> 00:12:28.320]  沒有人想有約拿丹
[00:12:28.320 --> 00:12:30.320]  你選朋友想做誰
[00:12:30.320 --> 00:12:32.320]  我當然想有大衛
[00:12:32.320 --> 00:12:34.320]  有約拿丹肯為我付出一切
[00:12:34.320 --> 00:12:36.320]  多好啊
[00:12:36.320 --> 00:12:38.320]  除了這些之外
[00:12:38.320 --> 00:12:42.320]  其實整個18至20章的《十味記》上
[00:12:42.320 --> 00:12:44.320]  講了關於大衛和約拿丹的東西
[00:12:44.320 --> 00:12:46.320]  其實講了一些很老土的東西
[00:12:46.320 --> 00:12:49.280]  多謝多謝18章一節
[00:12:49.280 --> 00:12:51.280]  其實這些很老土
[00:12:51.280 --> 00:12:55.280]  什麼心心相契合
[00:12:55.280 --> 00:12:57.280]  因為我不翻譯
[00:12:57.280 --> 00:12:59.280]  通常我都想翻譯自己的版本
[00:12:59.280 --> 00:13:01.280]  不過因為太過
[00:13:01.280 --> 00:13:03.280]  我不想說什麼
[00:13:03.280 --> 00:13:05.280]  太過
[00:13:05.280 --> 00:13:07.280]  給我一個字眼
[00:13:07.280 --> 00:13:11.280]  什麼心心相契合
[00:13:11.280 --> 00:13:13.280]  什麼約拿丹心與大衛的心相契合
[00:13:13.280 --> 00:13:15.280]  你的閨密不會講這些東西的
[00:13:15.280 --> 00:13:17.280]  你明白嗎
[00:13:17.280 --> 00:13:19.280]  我做個蛋糕給你
[00:13:19.280 --> 00:13:21.280]  你做個蛋糕給我算了
[00:13:21.280 --> 00:13:23.280]  你很少說我和你的心心相契合
[00:13:23.280 --> 00:13:25.280]  還要說約拿丹愛大衛
[00:13:25.280 --> 00:13:27.280]  如同愛自己的姓名
[00:13:27.280 --> 00:13:31.280]  如果要講一點翻譯的話
[00:13:31.280 --> 00:13:33.280]  其實那個心
[00:13:33.280 --> 00:13:35.280]  其實和姓名的字一樣
[00:13:35.280 --> 00:13:37.280]  姓名的字其實就是
[00:13:37.280 --> 00:13:39.280]  心的字
[00:13:39.280 --> 00:13:41.280]  沒理由說約拿丹的姓名
[00:13:41.280 --> 00:13:43.280]  和大衛的姓名心心相契合
[00:13:43.280 --> 00:13:45.280]  更加不知道說什麼
[00:13:45.280 --> 00:13:47.280]  原文是這樣的
[00:13:47.280 --> 00:13:49.280]  今天不討論這個問題
[00:13:49.280 --> 00:13:51.280]  18至20張很多東西要搞
[00:13:51.280 --> 00:13:53.280]  不搞那麼多時間
[00:13:53.280 --> 00:13:55.280]  很老套的
[00:13:55.280 --> 00:13:57.280]  約拿丹愛大衛如同愛自己的姓名與他納約
[00:13:57.280 --> 00:13:59.280]  我們沒有閨密是納約的
[00:13:59.280 --> 00:14:01.280]  你明白嗎
[00:14:01.280 --> 00:14:03.280]  戴手指印來吸引
[00:14:03.280 --> 00:14:05.280]  我和你心心相契合那些
[00:14:05.280 --> 00:14:07.280]  或者用手指公
[00:14:07.280 --> 00:14:09.280]  碰你額頭一下
[00:14:09.280 --> 00:14:11.280]  印一印你
[00:14:11.280 --> 00:14:13.280]  耶和你納約
[00:14:13.280 --> 00:14:15.280]  少了這麼低B的東西
[00:14:15.280 --> 00:14:17.280]  即是
[00:14:17.280 --> 00:14:19.280]  但很奇怪
[00:14:19.280 --> 00:14:21.280]  即是
[00:14:21.280 --> 00:14:23.280]  很feminine
[00:14:23.280 --> 00:14:25.280]  突然間寫作
[00:14:25.280 --> 00:14:27.280]  約拿丹和大衛
[00:14:27.280 --> 00:14:29.280]  是這麼feminine
[00:14:29.280 --> 00:14:31.280]  兩個男人
[00:14:31.280 --> 00:14:33.280]  先不要扯歧視
[00:14:33.280 --> 00:14:35.280]  兩個牛高馬大的男人
[00:14:35.280 --> 00:14:37.280]  一個打敗哥利亞
[00:14:37.280 --> 00:14:39.280]  一個是索羅的長子
[00:14:39.280 --> 00:14:41.280]  應該是英明神武的感覺
[00:14:41.280 --> 00:14:43.280]  突然間他寫了一些很肉麻的東西
[00:14:43.280 --> 00:14:45.280]  不止一次
[00:14:45.280 --> 00:14:47.280]  你看第19章也是
[00:14:47.280 --> 00:14:49.280]  又是這句
[00:14:49.280 --> 00:14:51.280]  索羅的兒子約拿丹卻喜愛大衛
[00:14:51.280 --> 00:14:53.280]  其實他不是喜愛
[00:14:53.280 --> 00:14:55.280]  那個字
[00:14:55.280 --> 00:14:57.280]  其實那個字是
[00:14:57.280 --> 00:14:59.280]  原文就是
[00:14:59.280 --> 00:15:01.280]  我喜歡你所做的事
[00:15:01.280 --> 00:15:03.280]  不是愛的意思
[00:15:03.280 --> 00:15:05.280]  只不過是喜歡他所做的事
[00:15:05.280 --> 00:15:07.280]  我們再看20張
[00:15:07.280 --> 00:15:09.280]  又是突然間
[00:15:09.280 --> 00:15:11.280]  很老套的東西
[00:15:11.280 --> 00:15:13.280]  約拿丹因為愛大衛
[00:15:13.280 --> 00:15:15.280]  如同愛自己的姓名
[00:15:15.280 --> 00:15:17.280]  就叫他再起誓
[00:15:17.280 --> 00:15:19.280]  整個第18
[00:15:19.280 --> 00:15:21.280]  19、20張講的東西
[00:15:21.280 --> 00:15:25.280]  都是關於大衛要逃避索羅王的追殺
[00:15:25.280 --> 00:15:27.280]  所以整個約拿丹
[00:15:27.280 --> 00:15:29.280]  如何在這件事裡說話
[00:15:29.280 --> 00:15:31.280]  有些很肉麻的東西
[00:15:31.280 --> 00:15:33.280]  我不方便翻譯
[00:15:33.280 --> 00:15:35.280]  如果你再
[00:15:35.280 --> 00:15:37.280]  聖經是有些所謂
[00:15:37.280 --> 00:15:39.280]  很粗俗的東西
[00:15:39.280 --> 00:15:41.280]  很粗俗的
[00:15:41.280 --> 00:15:43.280]  就在第18、19、20張裡
[00:15:43.280 --> 00:15:45.280]  你找到的
[00:15:45.280 --> 00:15:47.280]  公開場合我們不說了
[00:15:47.280 --> 00:15:49.280]  不要說很粗俗的東西
[00:15:49.280 --> 00:15:51.280]  索羅罵約拿丹
[00:15:51.280 --> 00:15:53.280]  罵得很粗俗
[00:15:53.280 --> 00:15:55.280]  只不過中文翻譯
[00:15:55.280 --> 00:15:57.280]  已經翻譯得很溫文易亞
[00:15:57.280 --> 00:15:59.280]  你沒試過希伯來文
[00:15:59.280 --> 00:16:01.280]  那種粗俗你可以研究一下
[00:16:01.280 --> 00:16:03.280]  不過不說那些
[00:16:03.280 --> 00:16:05.280]  但整個三章聖經裡
[00:16:05.280 --> 00:16:07.280]  刻意說
[00:16:07.280 --> 00:16:09.280]  這段感情
[00:16:09.280 --> 00:16:11.280]  花了很多脈絡去說
[00:16:11.280 --> 00:16:13.280]  這是我想問的問題
[00:16:13.280 --> 00:16:15.280]  我想問為什麼
[00:16:15.280 --> 00:16:17.280]  花了三章聖經
[00:16:17.280 --> 00:16:19.280]  追殺他就追不到了
[00:16:19.280 --> 00:16:21.280]  就走了
[00:16:21.280 --> 00:16:23.280]  大衛一定有主角光環
[00:16:23.280 --> 00:16:25.280]  他一定帶光環
[00:16:25.280 --> 00:16:27.280]  你追他都不會死
[00:16:27.280 --> 00:16:29.280]  你可以想像是這樣
[00:16:29.280 --> 00:16:31.280]  就像龍珠
[00:16:31.280 --> 00:16:33.280]  龍珠的劇集
[00:16:33.280 --> 00:16:35.280]  人要和怪獸打
[00:16:35.280 --> 00:16:37.280]  打的時候也不知佔劇情
[00:16:37.280 --> 00:16:39.280]  只有20%
[00:16:39.280 --> 00:16:41.280]  80%也不知說什麼
[00:16:41.280 --> 00:16:43.280]  就像足球小將一樣
[00:16:43.280 --> 00:16:45.280]  球永遠都不會進去
[00:16:45.280 --> 00:16:47.280]  90%是說大智慧以前是怎樣
[00:16:47.280 --> 00:16:49.280]  太耐是怎樣
[00:16:49.280 --> 00:16:51.280]  你明白嗎
[00:16:51.280 --> 00:16:53.280]  為什麼要搞這樣的劇情
[00:16:53.280 --> 00:16:55.280]  聖經為什麼要刻意搞這些劇情出來
[00:16:55.280 --> 00:16:57.280]  或者這些劇情出來
[00:16:57.280 --> 00:16:59.280]  想表達什麼
[00:16:59.280 --> 00:17:01.280]  我們看看後面那句
[00:17:01.280 --> 00:17:03.280]  我想說的話
[00:17:03.280 --> 00:17:05.280]  其實約留丹對大衛
[00:17:05.280 --> 00:17:07.280]  衛生的情懷是表明了一些東西
[00:17:07.280 --> 00:17:09.280]  是表明
[00:17:09.280 --> 00:17:11.280]  約留丹願意
[00:17:11.280 --> 00:17:13.280]  放下他的王權的意思
[00:17:13.280 --> 00:17:15.280]  我們說
[00:17:15.280 --> 00:17:19.280]  其實寫這三章聖經的時候
[00:17:19.280 --> 00:17:21.280]  其實他想說的是
[00:17:21.280 --> 00:17:23.280]  約留丹是自己願意放下
[00:17:23.280 --> 00:17:25.280]  這個王權
[00:17:25.280 --> 00:17:27.280]  我講得再清楚一點
[00:17:27.280 --> 00:17:29.280]  我的意思是
[00:17:29.280 --> 00:17:32.280]  其實這三章聖經裡說約留丹和大衛的感情
[00:17:32.280 --> 00:17:34.280]  我們可以聽到感情
[00:17:34.280 --> 00:17:36.280]  我不想講這些題目
[00:17:36.280 --> 00:17:38.280]  不要講這些東西
[00:17:38.280 --> 00:17:40.280]  有些人會講某些東西
[00:17:40.280 --> 00:17:42.280]  我們不講那些東西
[00:17:42.280 --> 00:17:45.280]  但是論述者或者敘事的人
[00:17:45.280 --> 00:17:49.280]  要將約留丹成為一個很女性化的角色
[00:17:49.280 --> 00:17:51.280]  他表達愛情
[00:17:51.280 --> 00:17:53.280]  其實不只是約留丹表達
[00:17:53.280 --> 00:17:55.280]  不過這三章都是約留丹表達
[00:17:55.280 --> 00:17:57.280]  全部都是約留丹主動
[00:17:57.280 --> 00:17:59.280]  所有動詞都是約留丹做的
[00:17:59.280 --> 00:18:01.280]  但其實在三位姨姬下的第一章
[00:18:01.280 --> 00:18:03.280]  當約留丹死了之後
[00:18:03.280 --> 00:18:05.280]  大衛反過來講
[00:18:05.280 --> 00:18:07.280]  大衛其實講的是
[00:18:07.280 --> 00:18:09.280]  約留丹對他的愛情勝過任何婦女
[00:18:09.280 --> 00:18:11.280]  這些話不知道是什麼
[00:18:11.280 --> 00:18:15.280]  你試一下跟你老婆說
[00:18:15.280 --> 00:18:18.280]  我和某某的好兄弟的感情
[00:18:18.280 --> 00:18:20.280]  勝過任何的婦女包括你
[00:18:20.280 --> 00:18:24.280]  當然我們今天
[00:18:24.280 --> 00:18:26.280]  我們不應該用今時今日的眼光講這些東西
[00:18:26.280 --> 00:18:28.280]  其實不公平
[00:18:28.280 --> 00:18:30.280]  但是你可以想像
[00:18:30.280 --> 00:18:32.280]  大衛最後寫了一首詩
[00:18:32.280 --> 00:18:35.280]  紀念約留丹的時候
[00:18:35.280 --> 00:18:37.280]  那兩個男人是很特別的
[00:18:37.280 --> 00:18:40.280]  但十八至十章裏面表達的東西
[00:18:40.280 --> 00:18:43.280]  是想講的是
[00:18:43.280 --> 00:18:46.280]  論述者特別要將約留丹的感情
[00:18:46.280 --> 00:18:49.280]  或者他對大衛的愛情
[00:18:49.280 --> 00:18:51.280]  放在某一個位置裏面
[00:18:51.280 --> 00:18:52.280]  這樣寫的時候
[00:18:52.280 --> 00:18:53.280]  是想講
[00:18:53.280 --> 00:18:56.280]  大衛其實不是在褫奪
[00:18:56.280 --> 00:18:59.280]  蘇羅的王位
[00:18:59.280 --> 00:19:03.280]  我再給你一點例子
[00:19:03.280 --> 00:19:08.280]  你記不記得大衛在《引機》底洞裏面
[00:19:08.280 --> 00:19:10.280]  蘇羅在小便
[00:19:10.280 --> 00:19:11.280]  你記不記得
[00:19:11.280 --> 00:19:13.280]  蘇羅在小便
[00:19:13.280 --> 00:19:15.280]  大衛就在聞
[00:19:15.280 --> 00:19:17.280]  他都真的在聞
[00:19:17.280 --> 00:19:20.280]  他拿刀割他的衣服
[00:19:20.280 --> 00:19:21.280]  然後出去的時候
[00:19:21.280 --> 00:19:22.280]  我不殺你
[00:19:22.280 --> 00:19:23.280]  你記得嗎
[00:19:23.280 --> 00:19:27.280]  另一次就在什麼曠野
