
[00:00:00.000 --> 00:00:05.000]  鄧小妹,2024年新年快樂
[00:02:55.000 --> 00:02:58.000]  所以今天是第一個講題
[00:02:58.000 --> 00:03:03.000]  也是一個最基本的課題
[00:03:03.000 --> 00:03:05.000]  因為講一些最不落地的東西
[00:03:05.000 --> 00:03:07.000]  都是一些總綱
[00:03:07.000 --> 00:03:10.000]  講一些比較抽象的東西
[00:03:10.000 --> 00:03:12.000]  大家猜不到我會講什麼
[00:03:12.000 --> 00:03:14.000]  沒有人猜到我會講什麼
[00:03:14.000 --> 00:03:18.000]  這是別人通通跟我說的
[00:03:18.000 --> 00:03:20.000]  昨天晚上沒有人知道你在講什麼
[00:03:20.000 --> 00:03:21.000]  猜不到你在講什麼
[00:03:21.000 --> 00:03:24.000]  你經文題目也不知道你在講什麼
[00:03:24.000 --> 00:03:27.000]  我也猜不到自己在講什麼
[00:03:27.000 --> 00:03:30.000]  不過愛是什麼呢?
[00:03:30.000 --> 00:03:33.000]  大家上了這麼多年教會
[00:03:33.000 --> 00:03:37.000]  對於愛是沒什麼理由不知道是什麼
[00:03:37.000 --> 00:03:39.000]  愛是恆久忍耐、有恩慈
[00:03:39.000 --> 00:03:42.000]  愛是不嫉妒、不自誇、不張狂
[00:03:42.000 --> 00:03:45.000]  不做害羞的事、不求自己一處
[00:03:45.000 --> 00:03:48.000]  不喜歡不義、只喜歡真理
[00:03:48.000 --> 00:03:51.000]  凡是包容、凡是相信、凡是盼望
[00:03:51.000 --> 00:03:53.000]  愛是永不自釋
[00:03:53.000 --> 00:03:55.000]  我想大家作為基督徒
[00:03:55.000 --> 00:03:57.000]  肯定是滾瓜爛熟的課題
[00:03:57.000 --> 00:04:01.000]  當然愛不是基督徒的專利
[00:04:01.000 --> 00:04:03.000]  世人也有愛
[00:04:03.000 --> 00:04:05.000]  我一個人不需要看聖經
[00:04:05.000 --> 00:04:09.000]  他也會或多或少有一點愛
[00:04:09.000 --> 00:04:12.000]  有一點愛也曾經試過
[00:04:12.000 --> 00:04:14.000]  反過來說
[00:04:14.000 --> 00:04:17.000]  愛是這個年代的一個
[00:04:17.000 --> 00:04:19.000]  稱之為時代精神
[00:04:19.000 --> 00:04:22.000]  是一個你講出來不會錯的東西
[00:04:22.000 --> 00:04:26.000]  愛是你不會錯到哪裡去
[00:04:26.000 --> 00:04:27.000]  每個人都會說的
[00:04:27.000 --> 00:04:29.000]  小朋友成長需要有愛
[00:04:29.000 --> 00:04:32.000]  愛就是給對方多一點空間和自由
[00:04:32.000 --> 00:04:34.000]  愛是要付出
[00:04:34.000 --> 00:04:35.000]  All you need is love
[00:04:35.000 --> 00:04:38.000]  每個人都懂得講愛的道理
[00:04:38.000 --> 00:04:41.000]  所以在這個年代
[00:04:41.000 --> 00:04:45.000]  愛是成為一個放題紙必選的項目
[00:04:45.000 --> 00:04:48.000]  基本上你怎樣配搭
[00:04:48.000 --> 00:04:52.000]  特別是我們現在對於愛
[00:04:52.000 --> 00:04:54.000]  沒有什麼抗拒
[00:04:54.000 --> 00:04:56.000]  現在你給這些
[00:04:56.000 --> 00:04:58.000]  基本上你想想
[00:04:58.000 --> 00:05:00.000]  20年前你對別人這樣
[00:05:00.000 --> 00:05:02.000]  然後不知道想怎樣
[00:05:02.000 --> 00:05:05.000]  你由大媽到歐巴
[00:05:05.000 --> 00:05:07.000]  小學生到大叔
[00:05:07.000 --> 00:05:11.000]  都已經是再不是一件事
[00:05:11.000 --> 00:05:13.000]  你還留下什麼
[00:05:13.000 --> 00:05:15.000]  留下這個
[00:05:15.000 --> 00:05:17.000]  看我能不能夾到
[00:05:17.000 --> 00:05:19.000]  是不是
[00:05:19.000 --> 00:05:23.000]  我想要弟兄
[00:05:27.000 --> 00:05:29.000]  男女均等
[00:05:29.000 --> 00:05:31.000]  不然會被人罵死
[00:05:31.000 --> 00:05:34.000]  大家都很熟悉的
[00:05:34.000 --> 00:05:37.000]  愛就是對的
[00:05:37.000 --> 00:05:38.000]  愛是必勝
[00:05:38.000 --> 00:05:39.000]  愛是永恆
[00:05:39.000 --> 00:05:40.000]  愛是不保留
[00:05:40.000 --> 00:05:41.000]  愛是盡樂權利
[00:05:41.000 --> 00:05:43.000]  我知道這首歌是舊歌
[00:05:43.000 --> 00:05:49.000]  因為新歌是沒有愛是什麼的字
[00:05:49.000 --> 00:05:50.000]  不知道為什麼
[00:05:50.000 --> 00:05:52.000]  近來姜濤那首歌
[00:05:52.000 --> 00:05:54.000]  我還不懂得唸
[00:05:54.000 --> 00:05:55.000]  經過地產
[00:05:55.000 --> 00:05:57.000]  原來是岩蠶
[00:05:57.000 --> 00:05:59.000]  才知道有勾
[00:05:59.000 --> 00:06:01.000]  愛是一個最公認的
[00:06:01.000 --> 00:06:04.000]  最崇高的價值
[00:06:04.000 --> 00:06:06.000]  因為愛的緣故
[00:06:06.000 --> 00:06:10.000]  哈利波特能夠抵擋佛地魔的攻擊
[00:06:10.000 --> 00:06:14.000]  在Christopher Nolan的Innistella裡面
[00:06:14.000 --> 00:06:20.000]  愛成為了在黑洞裡面超越時空宇宙的方法
[00:06:20.000 --> 00:06:22.000]  因為愛
[00:06:22.000 --> 00:06:25.000]  只要寫一句I love you
[00:06:25.000 --> 00:06:27.000]  都會變成甜蜜師傅
[00:06:27.000 --> 00:06:31.000]  OK 不好意思
[00:06:31.000 --> 00:06:36.000]  雖然愛是一切問題的解答
[00:06:36.000 --> 00:06:41.000]  不過我們仍然和愛有一定程度的距離
[00:06:41.000 --> 00:06:46.000]  我們發明了很多和愛很相似的東西
[00:06:46.000 --> 00:06:48.000]  有禮貌
[00:06:48.000 --> 00:06:50.000]  懂得做人
[00:06:50.000 --> 00:06:51.000]  有公德心
[00:06:51.000 --> 00:06:53.000]  try to be nice
[00:06:53.000 --> 00:06:54.000]  保持boundary
[00:06:54.000 --> 00:06:56.000]  active listening
[00:06:56.000 --> 00:06:57.000]  尊重別人的想法
[00:06:57.000 --> 00:07:02.000]  很多這些和愛相似相關的東西
[00:07:02.000 --> 00:07:06.000]  突然間愛旁邊有很多輔導技巧
[00:07:06.000 --> 00:07:08.000]  代人折蜜的方法
[00:07:08.000 --> 00:07:10.000]  幾種愛的語言
[00:07:10.000 --> 00:07:14.000]  有禮貌是否等同於愛呢
[00:07:14.000 --> 00:07:17.000]  try to be nice 是否等同於愛呢
[00:07:17.000 --> 00:07:21.000]  同時世上真正的愛
[00:07:21.000 --> 00:07:26.000]  它很諷刺地夾雜了很多其他東西在裡面
[00:07:26.000 --> 00:07:28.000]  一段感情
[00:07:28.000 --> 00:07:29.000]  一段婚姻
[00:07:29.000 --> 00:07:31.000]  愛和傷痛
[00:07:31.000 --> 00:07:35.000]  往往都是一起來的事情
[00:07:35.000 --> 00:07:39.000]  很愛惜子女的媽媽
[00:07:39.000 --> 00:07:43.000]  同時每天都很無可避免地罵她快點吃早餐
[00:07:43.000 --> 00:07:44.000]  快點上學
[00:07:44.000 --> 00:07:48.000]  很多這些伴隨在愛身邊的東西
[00:07:48.000 --> 00:07:50.000]  每年做冬回家的時候
[00:07:50.000 --> 00:07:53.000]  一家人明明是很愛的
[00:07:53.000 --> 00:07:55.000]  但又沒什麼話好說
[00:07:55.000 --> 00:07:57.000]  所以是很特別的
[00:07:57.000 --> 00:07:59.000]  愛又好像很容易
[00:07:59.000 --> 00:08:03.000]  但又是非常不知如何去面對
[00:08:03.000 --> 00:08:04.000]  不過老實說
[00:08:04.000 --> 00:08:08.000]  愛確是一件很微小很簡單的事情
[00:08:08.000 --> 00:08:10.000]  它可以是一個微笑
[00:08:10.000 --> 00:08:11.000]  一個IG
[00:08:11.000 --> 00:08:12.000]  一個like
[00:08:12.000 --> 00:08:13.000]  一個問候
[00:08:13.000 --> 00:08:14.000]  一個回應
[00:08:14.000 --> 00:08:16.000]  一個啤啤盒
[00:08:16.000 --> 00:08:18.000]  一個五歲的小朋友
[00:08:18.000 --> 00:08:20.000]  真的可以跟爸爸媽媽說我愛你
[00:08:20.000 --> 00:08:22.000]  他真的這樣說
[00:08:22.000 --> 00:08:24.000]  他懂得意思是什麼
[00:08:24.000 --> 00:08:26.000]  還有真正的意思
[00:08:26.000 --> 00:08:29.000]  每個人都身處在一個愛的難題之中
[00:08:29.000 --> 00:08:32.000]  我們都知道愛很重要
[00:08:32.000 --> 00:08:34.000]  卻不知道如何去愛
[00:08:34.000 --> 00:08:39.000]  所以我很喜歡Snoopy的漫畫
[00:08:39.000 --> 00:08:40.000]  其中一句說話
[00:08:40.000 --> 00:08:41.000]  我好像說過
[00:08:41.000 --> 00:08:44.000]  拿著一隻小手拿著一個小手的角色
[00:08:44.000 --> 00:08:46.000]  I love mankind
[00:08:46.000 --> 00:08:48.000]  It's people I can't stand
[00:08:48.000 --> 00:08:50.000]  我愛人類
[00:08:50.000 --> 00:08:52.000]  只不過我受不了人
[00:08:52.000 --> 00:08:55.000]  我們對於人
[00:08:55.000 --> 00:08:57.000]  我們可以有大愛
[00:08:57.000 --> 00:08:59.000]  但一個人
[00:08:59.000 --> 00:09:01.000]  我們真的受不了
[00:09:01.000 --> 00:09:05.000]  我自己叫John
[00:09:05.000 --> 00:09:08.000]  因為我好像說過
[00:09:08.000 --> 00:09:10.000]  因為John Lennon
[00:09:10.000 --> 00:09:12.000]  當時我還未成為信箱主持
[00:09:12.000 --> 00:09:13.000]  我喜歡John Lennon
[00:09:13.000 --> 00:09:15.000]  因為家裏很不開心
[00:09:15.000 --> 00:09:17.000]  然後就找阿發
[00:09:17.000 --> 00:09:19.000]  阿發說愛
[00:09:19.000 --> 00:09:21.000]  John Lennon說愛
[00:09:21.000 --> 00:09:23.000]  我覺得愛很重要
[00:09:23.000 --> 00:09:26.000]  愛是一個很重要的東西
[00:09:26.000 --> 00:09:29.000]  所以我覺得愛是很需要的
[00:09:29.000 --> 00:09:31.000]  所以我叫John
[00:09:31.000 --> 00:09:34.000]  所以大家都知道
[00:09:34.000 --> 00:09:37.000]  每個人都知道
[00:09:37.000 --> 00:09:38.000]  愛是很重要
[00:09:38.000 --> 00:09:41.000]  但不是很容易的事情
[00:09:41.000 --> 00:09:46.000]  今天我們看的經文是《讓一書》第四章十九節
[00:09:46.000 --> 00:09:50.000]  一段大家平時在婚禮裏面看到的經文
[00:09:50.000 --> 00:09:53.000]  因為是婚禮的緣故
[00:09:53.000 --> 00:09:56.000]  大家都很容易誤會和忽視經文
[00:09:56.000 --> 00:09:59.000]  我們愛 因為神先愛我們
[00:09:59.000 --> 00:10:01.000]  經文是很簡單的
[00:10:01.000 --> 00:10:03.000]  我們愛 因為神先愛我們
[00:10:03.000 --> 00:10:06.000]  意思就是我們愛 因為神先愛我們
[00:10:06.000 --> 00:10:08.000]  為什麼要很簡潔呢
[00:10:08.000 --> 00:10:10.000]  大家結婚是否都用經文
[00:10:10.000 --> 00:10:14.000]  做一些貼紙或是情趣表的封面
[00:10:14.000 --> 00:10:16.000]  當時我也是
[00:10:16.000 --> 00:10:20.000]  當時我也是用金句做我的婚禮貼紙的金句
[00:10:20.000 --> 00:10:22.000]  主要是表達兩項訊息
[00:10:22.000 --> 00:10:24.000]  一個是我們很愛 父母很愛
[00:10:24.000 --> 00:10:26.000]  第二個是基督徒
[00:10:26.000 --> 00:10:28.000]  就用經文出來
[00:10:28.000 --> 00:10:32.000]  但其實我們去思考經文的時候
[00:10:32.000 --> 00:10:36.000]  有一個問題是需要處理的
[00:10:36.000 --> 00:10:40.000]  我們愛 因為神先愛我們
[00:10:40.000 --> 00:10:41.000]  這個經文
[00:10:41.000 --> 00:10:45.000]  我們愛 其實是沒有物體的
[00:10:45.000 --> 00:10:46.000]  有沒有發現
[00:10:46.000 --> 00:10:50.000]  我們愛 沒東西在那裏
[00:10:50.000 --> 00:10:52.000]  因為神先愛我們
[00:10:52.000 --> 00:10:54.000]  有點奇怪
[00:10:54.000 --> 00:10:57.000]  究竟我們愛甚麼呢
[00:10:57.000 --> 00:10:59.000]  我們小時候讀英文的時候
[00:10:59.000 --> 00:11:00.000]  我們學了甚麼
[00:11:00.000 --> 00:11:02.000]  有一個叫做級密動詞
[00:11:02.000 --> 00:11:04.000]  一個叫非級密動詞
[00:11:04.000 --> 00:11:07.000]  一個叫VT 一個叫VI
[00:11:07.000 --> 00:11:09.000]  甚麼是級密動詞
[00:11:09.000 --> 00:11:11.000]  I eat an apple
[00:11:11.000 --> 00:11:12.000]  這個是級密動詞
[00:11:12.000 --> 00:11:14.000]  因為有一個物體在那裏
[00:11:14.000 --> 00:11:16.000]  我吃甚麼呢 就是我吃蘋果
[00:11:16.000 --> 00:11:20.000]  另外一些叫非級密動詞
[00:11:20.000 --> 00:11:22.000]  譬如I sleep
[00:11:22.000 --> 00:11:24.000]  我睡覺是沒有物體的
[00:11:24.000 --> 00:11:26.000]  你不說I sleep you
[00:11:26.000 --> 00:11:28.000]  有些人都會說I sleep you
[00:11:28.000 --> 00:11:30.000]  這個詞是不對的
[00:11:30.000 --> 00:11:33.000]  應該是I sleep
[00:11:33.000 --> 00:11:36.000]  所以聖經裏面很少
[00:11:36.000 --> 00:11:38.000]  很少會將愛字
[00:11:38.000 --> 00:11:41.000]  變成一個非級密動詞
[00:11:41.000 --> 00:11:45.000]  我們愛 總有些對象
[00:11:45.000 --> 00:11:48.000]  當然愛可以是一個
[00:11:48.000 --> 00:11:49.000]  這樣的用法
[00:11:49.000 --> 00:11:52.000]  也可以成為一個非級密動詞
[00:11:52.000 --> 00:11:54.000]  簡直像是封了一首歌
[00:11:54.000 --> 00:11:56.000]  是這樣唱的
[00:11:56.000 --> 00:12:00.000]  因為愛所以愛
[00:12:00.000 --> 00:12:03.000]  總之就是型
[00:12:03.000 --> 00:12:04.000]  不要理會它有沒有物體
[00:12:04.000 --> 00:12:06.000]  總之就是因為愛所以愛
[00:12:06.000 --> 00:12:07.000]  就是這樣
[00:12:07.000 --> 00:12:11.000]  所以我們神仙愛我們是沒有物體的
[00:12:11.000 --> 00:12:13.000]  究竟我們愛甚麼呢
[00:12:13.000 --> 00:12:17.000]  當然我們可以細心地去看上下文
[00:12:17.000 --> 00:12:18.000]  你會發現
[00:12:18.000 --> 00:12:21.000]  如果你去看整個第四章的時候
[00:12:21.000 --> 00:12:23.000]  你會找到一些答案
[00:12:23.000 --> 00:12:24.000]  是有些信眾的
[00:12:24.000 --> 00:12:26.000]  都是聖經的根據支持的
[00:12:26.000 --> 00:12:28.000]  第一個就是愛上帝
[00:12:28.000 --> 00:12:29.000]  有一節也這麼說的
[00:12:29.000 --> 00:12:30.000]  我們愛神
[00:12:30.000 --> 00:12:32.000]  因為神仙愛我們
[00:12:32.000 --> 00:12:35.000]  很明顯都是這樣的可能性
[00:12:35.000 --> 00:12:36.000]  我們愛神
[00:12:36.000 --> 00:12:38.000]  第二就是彼此相愛
[00:12:38.000 --> 00:12:41.000]  整個書中經常重複一個話題
[00:12:41.000 --> 00:12:43.000]  彼此相愛
[00:12:43.000 --> 00:12:45.000]  我們彼此相愛
[00:12:45.000 --> 00:12:46.000]  因為神仙愛我們
[00:12:46.000 --> 00:12:49.000]  第三個就是愛弟兄姊妹
[00:12:49.000 --> 00:12:50.000]  我們愛弟兄姊妹
[00:12:50.000 --> 00:12:51.000]  因為神仙愛我們
[00:12:51.000 --> 00:12:53.000]  三個都是有可能的
[00:12:53.000 --> 00:12:55.000]  都可能這樣解釋的
[00:12:55.000 --> 00:12:57.000]  不過我認為
[00:12:57.000 --> 00:12:59.000]  以上三個都不是
[00:12:59.000 --> 00:13:00.000]  或者說
[00:13:00.000 --> 00:13:02.000]  以上三個都可能是答案
[00:13:02.000 --> 00:13:03.000]  或者說
[00:13:03.000 --> 00:13:07.000]  想給一個更加具體的對象
[00:13:07.000 --> 00:13:12.000]  作者其實是似乎想說一個更加基本的事情
[00:13:12.000 --> 00:13:15.000]  就是我們愛這回事
[00:13:15.000 --> 00:13:17.000]  是一回甚麼事情
[00:13:17.000 --> 00:13:20.000]  在我們去討論我們愛任何人之前
[00:13:20.000 --> 00:13:25.000]  作者似乎在討論一個更加基本的問題
[00:13:25.000 --> 00:13:27.000]  就是我們愛
[00:13:27.000 --> 00:13:29.000]  其實我們在愛甚麼呢
[00:13:29.000 --> 00:13:32.000]  這是一個非常哲學的問題
[00:13:32.000 --> 00:13:35.000]  所以每一次我去參加婚禮的時候
[00:13:35.000 --> 00:13:37.000]  新郎哥去結婚的時候
[00:13:37.000 --> 00:13:39.000]  當大家在親吻時
[00:13:39.000 --> 00:13:40.000]  我就在想
[00:13:40.000 --> 00:13:42.000]  究竟我們愛甚麼呢
[00:13:42.000 --> 00:13:46.000]  我們愛究竟是一回甚麼事情
[00:13:46.000 --> 00:13:48.000]  對不起我要先喝水
[00:13:48.000 --> 00:13:50.000]  (咳)
[00:13:50.000 --> 00:14:01.000]  我們愛在性愛裏面是一個甚麼本質的一件事呢
[00:14:01.000 --> 00:14:03.000]  聽者會會想告訴我們
[00:14:03.000 --> 00:14:08.000]  原來愛是不需要首先有對象的
[00:14:08.000 --> 00:14:12.000]  因為愛一直都存在
[00:14:12.000 --> 00:14:15.000]  甚至乎比你愛的對象
[00:14:15.000 --> 00:14:17.000]  更加早就存在
[00:14:17.000 --> 00:14:21.000]  我再說一次這番話
[00:14:21.000 --> 00:14:27.000]  我們的愛比我們愛的對象更加早就存在
[00:14:27.000 --> 00:14:30.000]  當然這未必是我們的經驗
[00:14:30.000 --> 00:14:32.000]  我們讀中學的時候
[00:14:32.000 --> 00:14:35.000]  我們發現了一個很喜歡的女生男生
[00:14:35.000 --> 00:14:39.000]  我們就發現了愛這個感覺
[00:14:39.000 --> 00:14:42.000]  或者在這個人生上你發現了愛的存在
[00:14:42.000 --> 00:14:44.000]  這個可能是你的爸爸媽媽
[00:14:44.000 --> 00:14:46.000]  或者一個對你很好的人
[00:14:46.000 --> 00:14:48.000]  一個很愛你的人
[00:14:48.000 --> 00:14:51.000]  不過這些愛的經驗
[00:14:51.000 --> 00:14:54.000]  只不過是愛的一種顯露的方法
[00:14:54.000 --> 00:14:57.000]  愛是先傳的
[00:14:57.000 --> 00:14:59.000]  首先有愛這回事
[00:14:59.000 --> 00:15:02.000]  然後我們才有我們愛的人
[00:15:02.000 --> 00:15:04.000]  或者愛我們的人
[00:15:04.000 --> 00:15:07.000]  我這樣說是有基本根據的
[00:15:07.000 --> 00:15:11.000]  其實整個《養子書》的第四章
[00:15:11.000 --> 00:15:15.000]  是記載了一個非常重要的神學資訊
[00:15:15.000 --> 00:15:20.000]  第四章告訴你一個很重要的道理
[00:15:20.000 --> 00:15:23.000]  就是神就是愛
[00:15:23.000 --> 00:15:27.000]  整個第四章出現了兩次的經文
[00:15:27.000 --> 00:15:30.000]  同步地告訴你這個道理
[00:15:30.000 --> 00:15:33.000]  第九節
[00:15:33.000 --> 00:15:35.000]  因為神就是愛
[00:15:35.000 --> 00:15:38.000]  上帝差他獨身而至到世間來
[00:15:38.000 --> 00:15:40.000]  使我們藉著他得生
[00:15:40.000 --> 00:15:43.000]  神愛我們的心就在此向我們顯明了
[00:15:43.000 --> 00:15:46.000]  這是第一個
[00:15:46.000 --> 00:15:47.000]  第二段經文
[00:15:47.000 --> 00:15:48.000]  神就是愛
[00:15:48.000 --> 00:15:51.000]  住在愛裡面的就是住在神裡面
[00:15:51.000 --> 00:15:53.000]  神也住在他裡面
[00:15:53.000 --> 00:15:56.000]  相反之愛是先傳的
[00:15:56.000 --> 00:16:02.000]  愛是不需要依附在任何對象當中的存在
[00:16:02.000 --> 00:16:05.000]  因為神本身就是愛
[00:16:05.000 --> 00:16:06.000]  不是我的意思
[00:16:06.000 --> 00:16:10.000]  愛不是一種你對人的感覺
[00:16:10.000 --> 00:16:13.000]  或者行動或者任何事物
[00:16:13.000 --> 00:16:16.000]  愛本身就比你存在早
[00:16:16.000 --> 00:16:19.000]  愛就是上帝
[00:16:19.000 --> 00:16:24.000]  所以如果你很認真去照顧這句話
[00:16:24.000 --> 00:16:26.000]  一個很嚴重的說話
[00:16:26.000 --> 00:16:29.000]  如果神就是愛的時候
[00:16:29.000 --> 00:16:32.000]  我們就不能很普通地去理解
[00:16:32.000 --> 00:16:34.000]  耶穌愛你這四個字
[00:16:34.000 --> 00:16:36.000]  不是就是這樣
[00:16:36.000 --> 00:16:39.000]  耶穌愛你不是
[00:16:39.000 --> 00:16:41.000]  耶穌有一次在圖書館看到你
[00:16:41.000 --> 00:16:43.000]  心心愛上你
[00:16:43.000 --> 00:16:45.000]  然後就執自教
[00:16:45.000 --> 00:16:46.000]  不是這樣
[00:16:46.000 --> 00:16:48.000]  而是他本身就是愛
[00:16:48.000 --> 00:16:53.000]  然後神就差他獨身而至到世間來
[00:16:53.000 --> 00:16:55.000]  使我們藉著他得生
[00:16:55.000 --> 00:16:57.000]  神的愛就在此顯明了
[00:16:57.000 --> 00:17:03.000]  所以上帝的作為和行動
[00:17:03.000 --> 00:17:07.000]  就顯明了愛是什麼
[00:17:07.000 --> 00:17:12.000]  所以我們不要低估神愛我們
[00:17:12.000 --> 00:17:15.000]  不是你純粹想一個行動
[00:17:15.000 --> 00:17:18.000]  因為神就是愛
[00:17:18.000 --> 00:17:22.000]  所以愛是先傳的
[00:17:22.000 --> 00:17:25.000]  有一首詩歌叫做Love Lifted Me
[00:17:25.000 --> 00:17:27.000]  不知道大家有沒有聽過
[00:17:27.000 --> 00:17:31.000]  這首詩歌的中文叫做愛救贖我
[00:17:31.000 --> 00:17:36.000]  還是神愛拯救我
[00:17:36.000 --> 00:17:39.000]  這首詩歌的意思是Love Lifted Me
[00:17:39.000 --> 00:17:42.000]  愛是一個很大的主體
[00:17:42.000 --> 00:17:44.000]  它令我升起
[00:17:44.000 --> 00:17:49.000]  所以愛不是你對一個人的態度
[00:17:49.000 --> 00:17:51.000]  或者是一種感覺或者行動
[00:17:51.000 --> 00:17:54.000]  愛不是我們發明出來的東西
[00:17:54.000 --> 00:17:55.000]  我一直都在這裡
[00:17:55.000 --> 00:17:58.000]  因為神就是愛
[00:17:58.000 --> 00:17:59.000]  我一直都在這裡
[00:17:59.000 --> 00:18:01.000]  愛本來一直都在這裡
[00:18:01.000 --> 00:18:07.000]  愛是不在乎你身邊找不找到你愛的對象
[00:18:07.000 --> 00:18:09.000]  它都在這裡
[00:18:09.000 --> 00:18:11.000]  在你的生命裡
[00:18:11.000 --> 00:18:13.000]  在神的裡邊
[00:18:13.000 --> 00:18:16.000]  所以這是我們今天要弄清楚的一件事情
[00:18:16.000 --> 00:18:22.000]  有人問我身邊有沒有一個值得我愛的人
[00:18:22.000 --> 00:18:25.000]  或者我身邊有沒有一個可愛的人
[00:18:25.000 --> 00:18:28.000]  我沒有一個感覺到我感到有愛的人
[00:18:28.000 --> 00:18:30.000]  我怎樣可以去愛
[00:18:30.000 --> 00:18:32.000]  這是一個問錯問題的方法
[00:18:32.000 --> 00:18:35.000]  愛一直都在你裡面
[00:18:35.000 --> 00:18:37.000]  它可能等在你生命的深處裡
[00:18:37.000 --> 00:18:41.000]  只是可能很久都沒有被啟動出來
[00:18:41.000 --> 00:18:44.000]  但它一直都在這裡
[00:18:44.000 --> 00:18:48.000]  無論你在什麼環境面對著什麼人
[00:18:48.000 --> 00:18:51.000]  愛一直都在你的生命裡
[00:18:51.000 --> 00:18:54.000]  因為愛是上帝給予你
[00:18:54.000 --> 00:18:59.000]  給予每個人一份本來就有的能力
[00:18:59.000 --> 00:19:02.000]  這份能力是每個人都有的
[00:19:02.000 --> 00:19:05.000]  不在乎你見到什麼人
[00:19:05.000 --> 00:19:08.000]  或者你對什麼人給予什麼的愛
[00:19:08.000 --> 00:19:12.000]  而是他本身就有的那些東西
[00:19:12.000 --> 00:19:15.000]  我預備這篇講章的時候
[00:19:15.000 --> 00:19:16.000]  看了一本書
[00:19:16.000 --> 00:19:18.000]  叫做《愛的藝術》
[00:19:18.000 --> 00:19:22.000]  一本是德國的心理學家
[00:19:22.000 --> 00:19:26.000]  Eric Fong 寫的一本書
[00:19:26.000 --> 00:19:28.000]  當中有一個人問了一個很好的問題
[00:19:28.000 --> 00:19:32.000]  他說如果我們失去了愛的對象
[00:19:32.000 --> 00:19:34.000]  我們的愛是不是就會消失呢
[00:19:34.000 --> 00:19:38.000]  他強調愛的能力並不是在乎於我們
[00:19:38.000 --> 00:19:41.000]  和某個人特定的關係
[00:19:41.000 --> 00:19:44.000]  而是一種能力的培養
[00:19:44.000 --> 00:19:47.000]  當我們擁有愛這種能力的時候
[00:19:47.000 --> 00:19:50.000]  這份能力不會因為對象失去
[00:19:50.000 --> 00:19:52.000]  就會失去
[00:19:52.000 --> 00:19:56.000]  所以重點不是你對著什麼人
[00:19:56.000 --> 00:19:59.000]  而是你本身作為一個人
[00:19:59.000 --> 00:20:02.000]  有沒有這種能力在你裡面
[00:20:02.000 --> 00:20:07.000]  然後用這份能力去對待你身邊每一個人
