
[00:00:00.000 --> 00:00:06.000]  各位頂智妹晚安,很開心大家能夠回到Fold Church的崇拜
[00:04:06.000 --> 00:04:08.000]  他問這些這麼淒涼的事
[00:04:08.000 --> 00:04:11.000]  或者這麼卑劣的行為
[00:04:11.000 --> 00:04:15.000]  我們經常遇到很多人的攻擊、抹黑
[00:04:15.000 --> 00:04:17.000]  很多人的似非而是的做法
[00:04:17.000 --> 00:04:20.000]  將是非顛倒,指鹿為馬的事情
[00:04:20.000 --> 00:04:22.000]  到底什麼時候會完結
[00:04:22.000 --> 00:04:26.000]  這個是詩篇89篇問How long的問題
[00:04:26.000 --> 00:04:29.000]  Till when,到什麼時候才會完結的問題
[00:04:29.000 --> 00:04:32.000]  這個是大體上詩篇89篇
[00:04:32.000 --> 00:04:36.000]  想總結整個卷一至卷三的裏面
[00:04:36.000 --> 00:04:39.000]  他親自問上第一個很嚴肅的問題
[00:04:39.000 --> 00:04:43.000]  他說耶和華的苦難都寫了89篇了
[00:04:43.000 --> 00:04:45.000]  到什麼時候才會完結呢
[00:04:45.000 --> 00:04:48.000]  所以他卷四的時候的第一篇
[00:04:48.000 --> 00:04:51.000]  即是詩篇的90篇
[00:04:51.000 --> 00:04:54.000]  其實基本上是在回應這個問題
[00:04:54.000 --> 00:04:56.000]  回應一個很嚴肅的問題
[00:04:56.000 --> 00:04:59.000]  就是問耶和華好像沒什麼實力
[00:04:59.000 --> 00:05:01.000]  耶和華好像沒什麼能力
[00:05:01.000 --> 00:05:05.000]  耶和華好像在人世間受很多苦難和逼迫裏邊的時候
[00:05:05.000 --> 00:05:08.000]  他沒有出手任何東西
[00:05:08.000 --> 00:05:09.000]  到底耶和華在哪裏
[00:05:09.000 --> 00:05:14.000]  耶和華不是應許大衛國道會直到永永代代
[00:05:14.000 --> 00:05:17.000]  子子孫孫都是大衛國道承傳的嗎
[00:05:17.000 --> 00:05:21.000]  為什麼耶和華所應許的約沒了,不見了
[00:05:21.000 --> 00:05:24.000]  這麼多年來都不知道去了哪裏
[00:05:24.000 --> 00:05:26.000]  所以詩篇90篇
[00:05:26.000 --> 00:05:30.000]  正是要回應這篇詩篇
[00:05:30.000 --> 00:05:33.000]  我們今天不會說到
[00:05:33.000 --> 00:05:36.000]  我們最熟悉的數算日子
[00:05:36.000 --> 00:05:38.000]  什麼得智慧的心
[00:05:38.000 --> 00:05:40.000]  什麼70和80的問題
[00:05:40.000 --> 00:05:43.000]  時間關係我只能夠說到1至9節
[00:05:43.000 --> 00:05:46.000]  我們首先看第2節
[00:05:46.000 --> 00:05:51.000]  主啊,祢世世代代作我們的居所
[00:05:51.000 --> 00:05:53.000]  朱山未曾出世
[00:05:53.000 --> 00:05:55.000]  地與世界祢未曾造成
[00:05:55.000 --> 00:05:58.000]  從耿古到永遠,祢是神
[00:05:59.000 --> 00:06:03.000]  我們輕輕說這兩節
[00:06:03.000 --> 00:06:05.000]  這兩節是一個introduction
[00:06:05.000 --> 00:06:09.000]  其實最特別的字眼是第1節最後的那兩個字
[00:06:09.000 --> 00:06:11.000]  居所這兩個字
[00:06:11.000 --> 00:06:14.000]  你看這兩個字,平平無奇
[00:06:14.000 --> 00:06:18.000]  萬鈞耶和華,祢世世代代作我們的居所
[00:06:18.000 --> 00:06:21.000]  但其實如果你望清這兩個字
[00:06:21.000 --> 00:06:24.000]  這兩個字的意思基本上是
[00:06:24.000 --> 00:06:27.000]  耶和華成為我們的避難所
[00:06:27.000 --> 00:06:29.000]  成為我們可以居住的
[00:06:29.000 --> 00:06:32.000]  耶和華會親自隱蔽我們的意思
[00:06:32.000 --> 00:06:34.000]  如果是這樣說的話
[00:06:34.000 --> 00:06:38.000]  世世代代作我們的居所就很奇怪
[00:06:38.000 --> 00:06:42.000]  明明在南國被滅之後
[00:06:42.000 --> 00:06:47.000]  幾百年來都沒有見到耶和華成為了
[00:06:47.000 --> 00:06:49.000]  以色列人的居所
[00:06:49.000 --> 00:06:51.000]  以色列人要流離,失散
[00:06:51.000 --> 00:06:53.000]  去很多不同的地方居住
[00:06:53.000 --> 00:06:56.000]  但詩篇90篇第1節就說
[00:06:56.000 --> 00:06:58.000]  不要搞錯
[00:06:58.000 --> 00:07:03.000]  就算你走了,流散到不同的地方裏邊的時候
[00:07:03.000 --> 00:07:07.000]  萬鈞耶和華都是你的避難所
[00:07:07.000 --> 00:07:09.000]  都是你的hiding place
[00:07:09.000 --> 00:07:11.000]  去到哪裏都好
[00:07:11.000 --> 00:07:13.000]  萬鈞耶和華沒有走,沒有離開
[00:07:13.000 --> 00:07:15.000]  都是和你一樣
[00:07:15.000 --> 00:07:19.000]  這是第1,第2節裏邊要強調的訊息
[00:07:19.000 --> 00:07:23.000]  讓詩篇89篇的人不要停在一個地步
[00:07:23.000 --> 00:07:25.000]  就是我現在好慘
[00:07:25.000 --> 00:07:28.000]  我現在上帝的應許沒有實現
[00:07:28.000 --> 00:07:30.000]  我要找萬鈞耶和華質問他
[00:07:30.000 --> 00:07:34.000]  到底多久他才會應許我成就在裏邊
[00:07:34.000 --> 00:07:37.000]  詩篇90篇第1節就告訴你
[00:07:37.000 --> 00:07:40.000]  從來沒有這件事發生過
[00:07:40.000 --> 00:07:43.000]  萬鈞耶和華仍然是世世代代
[00:07:43.000 --> 00:07:46.000]  做我們的居所
[00:07:46.000 --> 00:07:48.000]  如果大約聽得明白的話
[00:07:48.000 --> 00:07:54.000]  第3至9節就是整個詩篇90篇的重點
[00:07:54.000 --> 00:07:58.000]  我們看看第3至4節
[00:07:58.000 --> 00:08:01.000]  你使人歸於塵土說
[00:08:01.000 --> 00:08:04.000]  你們世人要歸回
[00:08:04.000 --> 00:08:07.000]  在你看來千年如已過的昨日
[00:08:07.000 --> 00:08:10.000]  猶如夜更的一更
[00:08:10.000 --> 00:08:13.000]  其實你不太明白,我也不太明白
[00:08:13.000 --> 00:08:15.000]  為何無端要說這些說話
[00:08:15.000 --> 00:08:17.000]  但如果你仔細看的話
[00:08:17.000 --> 00:08:19.000]  第3節
[00:08:19.000 --> 00:08:22.000]  世人這兩個字
[00:08:22.000 --> 00:08:25.000]  中文其實是世人
[00:08:25.000 --> 00:08:27.000]  但如果你記得好一點的話
[00:08:27.000 --> 00:08:29.000]  在原文裏面翻譯是
[00:08:29.000 --> 00:08:32.000]  Son of Adam
[00:08:32.000 --> 00:08:34.000]  意思是說
[00:08:34.000 --> 00:08:38.000]  亞當的子孫要歸回
[00:08:38.000 --> 00:08:41.000]  如果你說亞當的子孫要歸回
[00:08:41.000 --> 00:08:42.000]  你就會明白
[00:08:42.000 --> 00:08:46.000]  為何下面要說千年如已過的昨日
[00:08:46.000 --> 00:08:50.000]  因為亞當
[00:08:50.000 --> 00:08:53.000]  亞當其實是多少歲的?
[00:08:53.000 --> 00:08:56.000]  亞當其實是930多歲
[00:08:56.000 --> 00:08:58.000]  最長命的是以土薩拉
[00:08:58.000 --> 00:09:00.000]  969歲
[00:09:00.000 --> 00:09:02.000]  所以如果這樣說的話
[00:09:02.000 --> 00:09:06.000]  就算一個很長命的人
[00:09:06.000 --> 00:09:08.000]  成千歲也好
[00:09:08.000 --> 00:09:10.000]  九百多歲也好
[00:09:10.000 --> 00:09:12.000]  他歸回塵土的時候
[00:09:12.000 --> 00:09:16.000]  跟昨日過去一模一樣
[00:09:16.000 --> 00:09:18.000]  你就會問
[00:09:18.000 --> 00:09:20.000]  這句說話是甚麼意思?
[00:09:20.000 --> 00:09:23.000]  為何無端要說亞當的壽歲
[00:09:23.000 --> 00:09:25.000]  就算一千年也好
[00:09:25.000 --> 00:09:30.000]  都好像昨日一日的日子一樣
[00:09:30.000 --> 00:09:32.000]  我們再看第5,第6節
[00:09:32.000 --> 00:09:34.000]  我們會容易一點明白
[00:09:34.000 --> 00:09:36.000]  第5,第6節說甚麼?
[00:09:36.000 --> 00:09:37.000]  他說
[00:09:37.000 --> 00:09:40.000]  你叫他們如水沖去
[00:09:40.000 --> 00:09:42.000]  他們如睡一覺
[00:09:42.000 --> 00:09:45.000]  早晨他們如生長的草
[00:09:45.000 --> 00:09:48.000]  早晨發芽生長
[00:09:48.000 --> 00:09:51.000]  晚上就割下枯幹
[00:09:51.000 --> 00:09:54.000]  這句說話是甚麼意思?
[00:09:54.000 --> 00:09:55.000]  你試想想
[00:09:55.000 --> 00:09:57.000]  在舊的聖經裏面
[00:09:57.000 --> 00:10:01.000]  有甚麼是如水沖去的?
[00:10:01.000 --> 00:10:04.000]  或者原文翻譯得更加好
[00:10:04.000 --> 00:10:09.000]  是比洪水沖去?
[00:10:09.000 --> 00:10:12.000]  第5,第6節說一件很重要的事情
[00:10:12.000 --> 00:10:15.000]  他說挪亞的時代
[00:10:15.000 --> 00:10:17.000]  挪亞的時代
[00:10:17.000 --> 00:10:23.000]  早晨他們仍然有很多偉大的事要做
[00:10:23.000 --> 00:10:26.000]  但洪水一到的時候
[00:10:26.000 --> 00:10:30.000]  就好像晚上割下的草一樣
[00:10:30.000 --> 00:10:34.000]  你做得多偉大都會突然消失
[00:10:34.000 --> 00:10:37.000]  第5,第6節說挪亞
[00:10:37.000 --> 00:10:41.000]  挪亞做了一艘船在山上
[00:10:41.000 --> 00:10:45.000]  眾人都看著這個明明是一個救恩的記號
[00:10:45.000 --> 00:10:47.000]  挪亞說快點上去,快點上去
[00:10:47.000 --> 00:10:48.000]  會得救的
[00:10:48.000 --> 00:10:51.000]  但沒有人走上去
[00:10:51.000 --> 00:10:54.000]  這班不走上去的人
[00:10:54.000 --> 00:10:56.000]  早上好像在做很偉大的事
[00:10:56.000 --> 00:10:58.000]  晚上而已
[00:10:58.000 --> 00:11:00.000]  洪水一到
[00:11:00.000 --> 00:11:02.000]  他們全部被沖走
[00:11:02.000 --> 00:11:06.000]  好像草晚上被割下一樣
[00:11:06.000 --> 00:11:08.000]  問題是問
[00:11:08.000 --> 00:11:11.000]  第3,第4節說亞當
[00:11:11.000 --> 00:11:14.000]  第5,第6節說挪亞
[00:11:14.000 --> 00:11:17.000]  其實說什麼?
[00:11:17.000 --> 00:11:20.000]  第2節好像說創造
[00:11:20.000 --> 00:11:23.000]  萬鈞爺說世世代代在我們的居所
[00:11:23.000 --> 00:11:25.000]  他說我們設計好整個原地
[00:11:25.000 --> 00:11:28.000]  成為他給我們的避難所一樣
[00:11:28.000 --> 00:11:31.000]  為什麼第3,第4節要說亞當
[00:11:31.000 --> 00:11:33.000]  然後又要說挪亞
[00:11:33.000 --> 00:11:37.000]  他想說什麼?
[00:11:37.000 --> 00:11:40.000]  如果我剛才說
[00:11:40.000 --> 00:11:44.000]  詩篇89篇是在問
[00:11:44.000 --> 00:11:47.000]  耶和華你什麼時候來拯救香港
[00:11:47.000 --> 00:11:51.000]  不是,拯救以色列
[00:11:51.000 --> 00:11:54.000]  我們會問什麼時候
[00:11:54.000 --> 00:11:57.000]  這些邪惡的東西已經越來越多了
[00:11:57.000 --> 00:11:59.000]  每個星期的新聞我們聽下去的時候
[00:11:59.000 --> 00:12:02.000]  都很難再入耳了
[00:12:02.000 --> 00:12:04.000]  什麼時候會完?
[00:12:04.000 --> 00:12:06.000]  什麼時候才會來?
[00:12:06.000 --> 00:12:09.000]  你的拯救什麼時候才會到?
[00:12:09.000 --> 00:12:13.000]  詩篇90篇的第3,4,5,6節
[00:12:13.000 --> 00:12:17.000]  說亞當和挪亞
[00:12:17.000 --> 00:12:20.000]  他想說什麼?
[00:12:20.000 --> 00:12:23.000]  他反過來問一個問題
[00:12:23.000 --> 00:12:26.000]  他問你看看
[00:12:26.000 --> 00:12:29.000]  人什麼時候才會
[00:12:29.000 --> 00:12:33.000]  不那麼容易犯罪得罪上帝
[00:12:33.000 --> 00:12:36.000]  你給亞當有
[00:12:36.000 --> 00:12:39.000]  一千歲的長壽
[00:12:39.000 --> 00:12:43.000]  他什麼時候就很快得罪耶和華
[00:12:43.000 --> 00:12:46.000]  你問挪亞時代那幫被洪水滅的人
[00:12:46.000 --> 00:12:48.000]  洪水還沒來之前
[00:12:48.000 --> 00:12:50.000]  方舟坐在山上的時候
[00:12:50.000 --> 00:12:53.000]  坐了多久
[00:12:53.000 --> 00:12:56.000]  人們都不聞不問
[00:12:56.000 --> 00:12:58.000]  要多久他們才會悔改?
[00:12:58.000 --> 00:13:01.000]  他們可以走回方舟上
[00:13:01.000 --> 00:13:05.000]  而不要被方舟以外的水沖走
[00:13:05.000 --> 00:13:09.000]  第3,4,5,6節
[00:13:09.000 --> 00:13:14.000]  是問人什麼時候才會
[00:13:14.000 --> 00:13:16.000]  回轉歸向上帝
[00:13:16.000 --> 00:13:19.000]  人多久才不會得罪上帝?
[00:13:19.000 --> 00:13:22.000]  人到底一千年裡
[00:13:22.000 --> 00:13:25.000]  他多久才會死地氣
[00:13:25.000 --> 00:13:27.000]  才會回到頭
[00:13:27.000 --> 00:13:31.000]  第3,4,5,6節問一個問題
[00:13:31.000 --> 00:13:36.000]  不是人問上帝什麼時候請救來
[00:13:36.000 --> 00:13:38.000]  第3,4,5,6節是問
[00:13:38.000 --> 00:13:43.000]  人什麼時候才會回頭找上帝
[00:13:43.000 --> 00:13:47.000]  詩篇90篇回應
[00:13:47.000 --> 00:13:49.000]  詩篇89篇
[00:13:49.000 --> 00:13:52.000]  精彩的地方在乎的是
[00:13:52.000 --> 00:13:57.000]  將整個問題調轉
[00:13:57.000 --> 00:14:01.000]  由人在苦難裡質問上帝
[00:14:01.000 --> 00:14:04.000]  你什麼時候才會來請救?
[00:14:04.000 --> 00:14:06.000]  第3,4,5,6節用亞當和夏娃
[00:14:06.000 --> 00:14:08.000]  告訴我們
[00:14:08.000 --> 00:14:10.000]  人什麼時候就會很快地犯罪
[00:14:10.000 --> 00:14:12.000]  得罪上帝?
[00:14:12.000 --> 00:14:17.000]  第3,4,5,6節的原文是用
[00:14:17.000 --> 00:14:19.000]  In perfect tense
[00:14:19.000 --> 00:14:23.000]  奇怪的是7至9節
[00:14:23.000 --> 00:14:27.000]  希伯來文的文化轉為perfect tense
[00:14:27.000 --> 00:14:30.000]  7至9節他說什麼?
[00:14:30.000 --> 00:14:34.000]  他說我們因你的怒氣而消滅
[00:14:34.000 --> 00:14:36.000]  因你的憤怒而驚惶
[00:14:36.000 --> 00:14:40.000]  你們將我的罪孽擺在你面前
[00:14:40.000 --> 00:14:45.000]  將我們的忍惡擺在你的面光之中
[00:14:45.000 --> 00:14:48.000]  我們經過的日子都在你震怒之下
[00:14:48.000 --> 00:14:53.000]  我們杜進的年歲都好像一聲嘆息
[00:14:53.000 --> 00:14:56.000]  如果你將3至6節
[00:14:56.000 --> 00:14:59.000]  轉為perfect tense
[00:14:59.000 --> 00:15:02.000]  不僅是tense改變了
[00:15:02.000 --> 00:15:05.000]  更是將他們
[00:15:05.000 --> 00:15:11.000]  變成7至8至9節的我們
[00:15:11.000 --> 00:15:13.000]  7至9節用了我們的意思
[00:15:13.000 --> 00:15:15.000]  是想說什麼?
[00:15:15.000 --> 00:15:18.000]  我們只看一點
[00:15:18.000 --> 00:15:20.000]  你看看第9節最後的一句話
[00:15:20.000 --> 00:15:23.000]  他說好像一聲嘆息
[00:15:23.000 --> 00:15:28.000]  嘆息這個字不是很唏噓的意思
[00:15:28.000 --> 00:15:33.000]  在希伯來文這個字的意思可以解釋得好一點
[00:15:33.000 --> 00:15:36.000]  你可以解釋成怨言、投訴
[00:15:36.000 --> 00:15:42.000]  你可以解釋成很多人對不公平的時候的質問
[00:15:42.000 --> 00:15:44.000]  如果這樣說的話
[00:15:44.000 --> 00:15:49.000]  這篇詩篇是神人摩西寫的一篇詩篇的時候
[00:15:49.000 --> 00:15:52.000]  你會發現這個我們在說什麼?
[00:15:52.000 --> 00:15:55.000]  這個我們就是在說
[00:15:55.000 --> 00:15:59.000]  《出埃及記》第32篇
[00:15:59.000 --> 00:16:03.000]  就是在說亞倫在做金牛毒的時候
[00:16:03.000 --> 00:16:06.000]  摩西在領法板
[00:16:06.000 --> 00:16:08.000]  在修耶和華律法的時候
[00:16:08.000 --> 00:16:11.000]  那些下面的以色列人
[00:16:11.000 --> 00:16:14.000]  連同亞倫一起做金牛毒
[00:16:14.000 --> 00:16:16.000]  他在投訴的是
[00:16:16.000 --> 00:16:20.000]  那個領我們出埃及的摩西不見了很久
[00:16:20.000 --> 00:16:21.000]  他去哪裡了?
[00:16:21.000 --> 00:16:23.000]  不如我們做一隻金牛毒出來
[00:16:23.000 --> 00:16:25.000]  我們大家拿些金和銀出來
[00:16:25.000 --> 00:16:32.000]  就說這隻金牛毒就是領我們出埃及的耶和華
[00:16:32.000 --> 00:16:39.000]  結果這件事在萬鈞耶和華裡面激為震怒
[00:16:39.000 --> 00:16:41.000]  為什麼七至九節講了這麼多震怒
[00:16:41.000 --> 00:16:44.000]  這麼多上帝的怒氣
[00:16:44.000 --> 00:16:47.000]  這裡說什麼?
[00:16:47.000 --> 00:16:49.000]  這群以色列人
[00:16:49.000 --> 00:16:52.000]  不是在埃及地
[00:16:52.000 --> 00:16:54.000]  不是很辛苦嗎?
[00:16:54.000 --> 00:16:55.000]  去問上帝
[00:16:55.000 --> 00:16:58.000]  上帝,你說我們是屬於你的子民
[00:16:58.000 --> 00:17:02.000]  我們為什麼在埃及地裡面受這麼多的苦
[00:17:02.000 --> 00:17:05.000]  什麼時候才受完?
[00:17:05.000 --> 00:17:07.000]  耶和華的拯救來到
[00:17:07.000 --> 00:17:09.000]  來到之後帶他出紅海
[00:17:09.000 --> 00:17:10.000]  沒多久
[00:17:10.000 --> 00:17:12.000]  到什麼時候?
[00:17:12.000 --> 00:17:13.000]  多久?
[00:17:13.000 --> 00:17:15.000]  什麼時候?
[00:17:15.000 --> 00:17:20.000]  這群以色列人就馬上
[00:17:20.000 --> 00:17:24.000]  把萬鈞耶和華對他的吩咐拋諸腦後
[00:17:24.000 --> 00:17:30.000]  做他們覺得自己認為對的事情
[00:17:30.000 --> 00:17:35.000]  三四五六七八九這幾次聖經
[00:17:35.000 --> 00:17:38.000]  是在問人一個問題
[00:17:38.000 --> 00:17:40.000]  到什麼時候?
[00:17:40.000 --> 00:17:44.000]  我們什麼時候才可以不再得罪上帝?
[00:17:44.000 --> 00:17:47.000]  我們什麼時候才可以來到上帝的面前
[00:17:47.000 --> 00:17:50.000]  做一些對的事情?
[00:17:50.000 --> 00:17:53.000]  三四六節還不是很簡單
[00:17:53.000 --> 00:17:55.000]  他們真的在做錯事
[00:17:55.000 --> 00:17:56.000]  阿當真的在做錯事
[00:17:56.000 --> 00:17:58.000]  在吃禁果
[00:17:58.000 --> 00:18:01.000]  羅亞那群人在救恩面前
[00:18:01.000 --> 00:18:04.000]  他們全部不領受救恩走開
[00:18:04.000 --> 00:18:08.000]  七至九節最恐怖的是
[00:18:08.000 --> 00:18:11.000]  那群明明應該敬拜耶和華的人
[00:18:11.000 --> 00:18:13.000]  拿一隻金牛毒出來
[00:18:13.000 --> 00:18:17.000]  說這個是耶和華
[00:18:17.000 --> 00:18:19.000]  七至九節恐怖的是什麼?
[00:18:19.000 --> 00:18:22.000]  我們叫這些叫混合主義
[00:18:22.000 --> 00:18:27.000]  我們叫這個Syncretism
[00:18:27.000 --> 00:18:30.000]  混合主義
[00:18:30.000 --> 00:18:33.000]  永遠在宗教裏面最恐怖
[00:18:33.000 --> 00:18:35.000]  我們以為我們在侍奉上帝
[00:18:35.000 --> 00:18:41.000]  其實我們在拜金牛毒
[00:18:41.000 --> 00:18:44.000]  三至九節
[00:18:44.000 --> 00:18:49.000]  如果真的要回應詩篇八十九篇的話
[00:18:49.000 --> 00:18:54.000]  我們的問題是在問到底什麼時候?
[00:18:54.000 --> 00:18:57.000]  這個什麼時候再次重申
[00:18:57.000 --> 00:18:59.000]  不是我們去質問上帝
[00:18:59.000 --> 00:19:02.000]  你什麼時候救恩臨到
[00:19:02.000 --> 00:19:07.000]  是在問我們什麼時候
[00:19:07.000 --> 00:19:09.000]  可以真的來到上帝面前
[00:19:09.000 --> 00:19:12.000]  不再得罪祂
[00:19:12.000 --> 00:19:14.000]  如果詩篇的編修
[00:19:14.000 --> 00:19:19.000]  Book 1, Book 2, Book 3, Book 4, Book 5
[00:19:19.000 --> 00:19:22.000]  大約在主前二百多年
[00:19:22.000 --> 00:19:26.000]  編修這150篇詩篇的時候
[00:19:26.000 --> 00:19:27.000]  這些詩篇在說什麼?
[00:19:27.000 --> 00:19:30.000]  或者在什麼處境下要編修?
[00:19:30.000 --> 00:19:33.000]  為什麼要用1至89篇去寫苦難
[00:19:33.000 --> 00:19:36.000]  然後90至150篇裏面去回應
[00:19:36.000 --> 00:19:42.000]  初頭那89篇的詩篇?
[00:19:42.000 --> 00:19:44.000]  在主前的二百多年
[00:19:44.000 --> 00:19:49.000]  是希臘強盛的時候
[00:19:49.000 --> 00:19:51.000]  亞歷山大大帝死了之後
[00:19:51.000 --> 00:19:53.000]  分封了很多的王
[00:19:53.000 --> 00:19:56.000]  有幾個大的國度
[00:19:56.000 --> 00:20:00.000]  以色列正正在希臘的多利奈王朝
[00:20:00.000 --> 00:20:03.000]  和西流古王朝裏面
[00:20:03.000 --> 00:20:06.000]  兩個希臘的大王朝中間
[00:20:06.000 --> 00:20:08.000]  正在生存
[00:20:08.000 --> 00:20:12.000]  那一百多二百年的歷史裏面
[00:20:12.000 --> 00:20:16.000]  希臘人要在以色列地圖裏面
[00:20:16.000 --> 00:20:18.000]  建肉場
[00:20:18.000 --> 00:20:23.000]  建運動場
[00:20:23.000 --> 00:20:25.000]  要說到耶穌的時代
[00:20:25.000 --> 00:20:27.000]  耶穌的時代還要建立一個
[00:20:27.000 --> 00:20:29.000]  所謂的凱撒利亞菲勒比
[00:20:29.000 --> 00:20:34.000]  來供奉其他國的皇帝
[00:20:34.000 --> 00:20:37.000]  初頭那些所謂的一國兩制
[00:20:37.000 --> 00:20:41.000]  讓以色列人按照自己的宗教生活
[00:20:41.000 --> 00:20:43.000]  好地過日子
[00:20:43.000 --> 00:20:46.000]  不多日子的裏面
[00:20:46.000 --> 00:20:50.000]  外國外邦的文化侵略
[00:20:50.000 --> 00:20:51.000]  宗教的侵略
[00:20:51.000 --> 00:20:53.000]  政治的侵略
[00:20:53.000 --> 00:20:56.000]  來到整個以色列的裏面
[00:20:56.000 --> 00:20:59.000]  搞亂整個以色列
[00:20:59.000 --> 00:21:01.000]  如果你覺得好笑的話
[00:21:01.000 --> 00:21:02.000]  你知道的話
[00:21:02.000 --> 00:21:04.000]  那時候的人是要行國禮
