
[00:00:00.000 --> 00:00:06.000]  各位聽之妹,大家平安
[00:02:21.000 --> 00:02:27.000]  他竟然有機會成為人類的一個和幻
[00:02:27.000 --> 00:02:33.000]  這種似乎好但卻又不好的反差
[00:02:33.000 --> 00:02:40.000]  就成為第六章裡面論述享福和活在當下的場景
[00:02:40.000 --> 00:02:43.000]  而最後在第七章裡面
[00:02:43.000 --> 00:02:49.000]  我們又會發現又有一些元素在人類看來是覺得不好的
[00:02:49.000 --> 00:02:53.000]  譬如死亡又或者別人的責備
[00:02:53.000 --> 00:02:59.000]  但是這些不好卻在傳道者看來應該是一個很好的東西
[00:02:59.000 --> 00:03:02.000]  它有一種顛覆在那裡
[00:03:02.000 --> 00:03:08.000]  第六章告訴你看似是好卻是不好
[00:03:08.000 --> 00:03:13.000]  但是第七章就是看似不好卻是好的
[00:03:13.000 --> 00:03:16.000]  這種雙重的顛覆
[00:03:16.000 --> 00:03:22.000]  給我們有另外一種異於常人的視野
[00:03:22.000 --> 00:03:27.000]  真的看一看在日光之下和虛空的設定裡面
[00:03:27.000 --> 00:03:30.000]  怎樣去自處我們的人生
[00:03:30.000 --> 00:03:35.000]  今天我首先跟大家講第六章
[00:03:35.000 --> 00:03:38.000]  第六章的經文我們一起去看一看
[00:03:38.000 --> 00:03:40.000]  它是這樣說的
[00:03:40.000 --> 00:03:48.000]  「我見日光之下有種和幻重壓在人的身上
[00:03:48.000 --> 00:03:55.000]  就算這個人是蒙神賜給他資材、豐富和尊榮
[00:03:55.000 --> 00:03:59.000]  以至他心裡所願的一樣都不缺
[00:03:59.000 --> 00:04:02.000]  只是神使他不能吃用
[00:04:02.000 --> 00:04:04.000]  反有愛人吃用
[00:04:04.000 --> 00:04:07.000]  這是虛空也是和幻」
[00:04:07.000 --> 00:04:10.000]  六章的第一到第二節
[00:04:10.000 --> 00:04:13.000]  它告訴你有一種和幻
[00:04:13.000 --> 00:04:17.000]  看起來那些內容是人類莫名意圖的
[00:04:17.000 --> 00:04:19.000]  似乎是好的
[00:04:19.000 --> 00:04:22.000]  是很渴望能夠得到的
[00:04:22.000 --> 00:04:26.000]  但是卻對你來說其實是不好的
[00:04:26.000 --> 00:04:28.000]  那個和幻是什麼呢?
[00:04:28.000 --> 00:04:30.000]  就是有一句話
[00:04:30.000 --> 00:04:34.000]  它描述到這個人是蒙上帝
[00:04:34.000 --> 00:04:37.000]  即是蒙神賜給他三樣東西
[00:04:37.000 --> 00:04:40.000]  第一樣東西是資材
[00:04:40.000 --> 00:04:42.000]  然後就是豐富
[00:04:42.000 --> 00:04:45.000]  接著就是尊榮
[00:04:45.000 --> 00:04:48.000]  資材、豐富和尊榮
[00:04:48.000 --> 00:04:52.000]  不單止這個人是家財滿貫
[00:04:52.000 --> 00:04:55.000]  有很多的財寶是很豐足
[00:04:55.000 --> 00:04:58.000]  他是不愁沒有飯吃
[00:04:58.000 --> 00:05:01.000]  不愁沒有任何錢用
[00:05:01.000 --> 00:05:03.000]  並且他有尊榮
[00:05:03.000 --> 00:05:06.000]  他是能夠有很好的名聲
[00:05:06.000 --> 00:05:11.000]  很大的名氣在他的人生裡
[00:05:11.000 --> 00:05:14.000]  並且你會發現這三個元素
[00:05:14.000 --> 00:05:17.000]  都是上帝賜給他的
[00:05:17.000 --> 00:05:22.000]  也就是說這個資材、豐富和尊榮的本質
[00:05:22.000 --> 00:05:27.000]  並不是人類真的可以用自己的努力
[00:05:27.000 --> 00:05:29.000]  賺取回來的
[00:05:29.000 --> 00:05:35.000]  它本身其實是一種上帝給一個人的禮物
[00:05:35.000 --> 00:05:37.000]  是一份
[00:05:37.000 --> 00:05:41.000]  而那一份是不會因為這個人做得差一點
[00:05:41.000 --> 00:05:43.000]  還是做得好一點
[00:05:43.000 --> 00:05:47.000]  而影響了他那一份的獲取
[00:05:47.000 --> 00:05:51.000]  而是說上帝有他自己的主權
[00:05:51.000 --> 00:05:55.000]  主動地按照他自由的心願
[00:05:55.000 --> 00:05:59.000]  賜給不同人有他的那一份
[00:05:59.000 --> 00:06:06.000]  而剛好這個人竟然獲取一份超大、很厲害的一份
[00:06:06.000 --> 00:06:10.000]  包括有資材、豐富和尊榮
[00:06:10.000 --> 00:06:12.000]  這是第一
[00:06:12.000 --> 00:06:16.000]  第二,我們會發現資材豐富尊榮
[00:06:16.000 --> 00:06:19.000]  在舊約聖經裡,特別是歷代字
[00:06:19.000 --> 00:06:25.000]  你會發現只會去形容四個皇帝
[00:06:25.000 --> 00:06:28.000]  這四個皇帝,大家都有聽過
[00:06:28.000 --> 00:06:30.000]  第一就是大衛
[00:06:30.000 --> 00:06:33.000]  第二肯定是所羅門
[00:06:33.000 --> 00:06:35.000]  第三就是約沙伯
[00:06:35.000 --> 00:06:38.000]  第四就是契西加
[00:06:38.000 --> 00:06:43.000]  你總結這四個皇帝,他們有共通的特徵
[00:06:43.000 --> 00:06:46.000]  就是行耶和華眼中同為正的士
[00:06:46.000 --> 00:06:50.000]  又或者他們是愛神的
[00:06:50.000 --> 00:06:54.000]  他們是追隨、緊貼上帝的心
[00:06:54.000 --> 00:06:58.000]  上帝賜給他們資材、豐富、尊榮
[00:06:58.000 --> 00:07:02.000]  並不代表這四個皇帝有甚麼智商高
[00:07:02.000 --> 00:07:05.000]  又或者更加勤政、勤奮
[00:07:05.000 --> 00:07:13.000]  又或者有很多人去幫他們獲取這麼大的一份
[00:07:13.000 --> 00:07:15.000]  絕對不是用人的努力
[00:07:15.000 --> 00:07:21.000]  而是上帝主動地按照上帝自由的主權
[00:07:21.000 --> 00:07:25.000]  去賜給他們上帝給他們的那一份
[00:07:25.000 --> 00:07:29.000]  所以資材、豐富和尊榮
[00:07:29.000 --> 00:07:31.000]  你看整本舊約聖經
[00:07:31.000 --> 00:07:34.000]  就只是皇帝才擁有這些東西
[00:07:34.000 --> 00:07:42.000]  一般的平民百姓實在是很難去擁有資材、豐富和尊榮
[00:07:42.000 --> 00:07:48.000]  如果是這樣,六章第一節說的這個人
[00:07:48.000 --> 00:07:51.000]  有可能真的是皇帝級的人
[00:07:51.000 --> 00:07:54.000]  他是蒙神給他這三樣東西
[00:07:54.000 --> 00:07:57.000]  以致他心裡所願,一樣道不缺
[00:07:57.000 --> 00:07:59.000]  特別留意這一句
[00:07:59.000 --> 00:08:05.000]  這一句是說:以致他心裡所願,一樣道不缺
[00:08:05.000 --> 00:08:07.000]  這一句是說明
[00:08:07.000 --> 00:08:13.000]  他想要甚麼就有甚麼的一種這樣的情況
[00:08:13.000 --> 00:08:16.000]  這樣的情況是非常罕見的
[00:08:16.000 --> 00:08:18.000]  我想大家都明白
[00:08:18.000 --> 00:08:24.000]  我們人類或者正常人是很難達到這個境地
[00:08:24.000 --> 00:08:26.000]  你想要車就有車
[00:08:26.000 --> 00:08:28.000]  你想要樓就有樓
[00:08:28.000 --> 00:08:31.000]  你想要好的明星
[00:08:31.000 --> 00:08:35.000]  人家是吹之若霧那種的名氣
[00:08:35.000 --> 00:08:37.000]  你就竟然都有
[00:08:37.000 --> 00:08:39.000]  你想點,他就會給你
[00:08:39.000 --> 00:08:42.000]  以致他心裡所願,一樣道不缺
[00:08:42.000 --> 00:08:46.000]  給你的感覺,如果你讓我選這四個皇帝
[00:08:46.000 --> 00:08:50.000]  哪個皇帝是可以達到這個級別呢?
[00:08:50.000 --> 00:08:53.000]  其實很有可能就是所羅門
[00:08:53.000 --> 00:08:56.000]  所羅門擁有了這些一切
[00:08:56.000 --> 00:09:02.000]  當然很多傳統告訴我們傳道書的作者是所羅門
[00:09:02.000 --> 00:09:04.000]  但我們不確定是不是真是所羅門
[00:09:04.000 --> 00:09:07.000]  不過起碼你也會覺得
[00:09:07.000 --> 00:09:11.000]  這個人應該是皇帝級的享受
[00:09:11.000 --> 00:09:15.000]  好像所羅門一般的享用
[00:09:15.000 --> 00:09:17.000]  這個人這樣的經歷
[00:09:17.000 --> 00:09:19.000]  所以他經歷完之後
[00:09:19.000 --> 00:09:23.000]  他自己的感受都是虛空的話
[00:09:23.000 --> 00:09:25.000]  其實我們就不用再經歷了
[00:09:25.000 --> 00:09:29.000]  因為他都享盡所有的榮華富貴
[00:09:29.000 --> 00:09:31.000]  都感受到虛空
[00:09:31.000 --> 00:09:33.000]  作為一個樣板
[00:09:33.000 --> 00:09:36.000]  作為他全球可能是少數般的
[00:09:36.000 --> 00:09:39.000]  享有這麼大一份的人
[00:09:39.000 --> 00:09:44.000]  我們聽他的感受,聽他的體會
[00:09:44.000 --> 00:09:46.000]  你就會明白
[00:09:46.000 --> 00:09:48.000]  就算你去不到這一份也好
[00:09:48.000 --> 00:09:52.000]  你聽他的體會,你就不需要強求了
[00:09:52.000 --> 00:09:57.000]  因為他都會覺得這些體會全部都是虛空
[00:09:57.000 --> 00:09:58.000]  為甚麼呢?
[00:09:58.000 --> 00:10:01.000]  因為有下一句
[00:10:01.000 --> 00:10:08.000]  「只是神使他不能吃肉,反有愛人就去吃肉」
[00:10:08.000 --> 00:10:14.000]  上帝看上去給你的感覺真的挺有趣的
[00:10:14.000 --> 00:10:15.000]  為甚麼呢?
[00:10:15.000 --> 00:10:18.000]  因為上帝是給你資財、夫婦尊榮
[00:10:18.000 --> 00:10:25.000]  但是上帝同一時間又令到這個人不能吃肉
[00:10:25.000 --> 00:10:31.000]  就好像你說你不能吃固體食物
[00:10:31.000 --> 00:10:36.000]  但是上帝又給你很大份的自助餐
[00:10:36.000 --> 00:10:40.000]  但是你只能看,你吃不到
[00:10:40.000 --> 00:10:42.000]  你會覺得很醜,是嗎?
[00:10:42.000 --> 00:10:48.000]  但是上帝是不讓你能夠吃用這麼多這一切
[00:10:48.000 --> 00:10:54.000]  有可能是你身體的狀況不容許你享用這一份
[00:10:54.000 --> 00:10:58.000]  又或者這一份實在太大、太多
[00:10:58.000 --> 00:11:02.000]  一個人是很難享受得到
[00:11:02.000 --> 00:11:09.000]  可能你想像你住在一個很大的房子
[00:11:09.000 --> 00:11:14.000]  那間房子有六、七間房那麼多
[00:11:14.000 --> 00:11:19.000]  你實在是很難一個人能夠全部佔用六間房
[00:11:19.000 --> 00:11:24.000]  你是沒有辦法同一時間享用這麼多
[00:11:24.000 --> 00:11:26.000]  那個財物實在太厲害
[00:11:26.000 --> 00:11:28.000]  所以你只能夠享有到部分
[00:11:28.000 --> 00:11:33.000]  你是不能吃用這麼多的財物
[00:11:33.000 --> 00:11:37.000]  不僅如此,你會發現這段經文也有下文一句
[00:11:37.000 --> 00:11:41.000]  就是「反有愛人吃用」
[00:11:41.000 --> 00:11:44.000]  也就是說這個人所擁有的一切
[00:11:44.000 --> 00:11:47.000]  不是由他的親人去吃用
[00:11:47.000 --> 00:11:54.000]  甚至不是由他的朋友或是他的夥伴去享用
[00:11:54.000 --> 00:11:58.000]  而是由一個跟他沒有關係、不認識的
[00:11:58.000 --> 00:12:01.000]  又或者是一個陌生人
[00:12:01.000 --> 00:12:04.000]  對他來說是沒有關係、沒有意義的人
[00:12:04.000 --> 00:12:11.000]  竟然能夠吃用得到上帝給他的資材、豐富和尊嚴
[00:12:11.000 --> 00:12:15.000]  最吊詭的就是上帝給你很大的一份
[00:12:15.000 --> 00:12:18.000]  但是這一份自己不能吃用
[00:12:18.000 --> 00:12:20.000]  反有愛人吃用
[00:12:20.000 --> 00:12:23.000]  如果是這樣,我們套用所羅門
[00:12:23.000 --> 00:12:26.000]  所羅門他擁有這麼大的一份
[00:12:26.000 --> 00:12:29.000]  但是自己不能吃用
[00:12:29.000 --> 00:12:33.000]  譬如你記得他有非常多的黃金
[00:12:33.000 --> 00:12:37.000]  說真的,一個人怎麼能夠享用這麼多黃金呢?
[00:12:37.000 --> 00:12:41.000]  第二,他有七百個妻、三百個妾
[00:12:41.000 --> 00:12:45.000]  一千個女人在他的後宮裏面
[00:12:45.000 --> 00:12:50.000]  坦白說,一個人是怎麼能夠吃用這麼多呢?
[00:12:50.000 --> 00:12:56.000]  不止這樣,當所羅門有資材、豐富、尊嚴
[00:12:56.000 --> 00:13:00.000]  他就遠離上帝,因為娶了愛邦女子
[00:13:00.000 --> 00:13:05.000]  就為了愛邦的神明去建立休壇和祭壇
[00:13:05.000 --> 00:13:10.000]  以至上帝就將他的國師做十二塊
[00:13:10.000 --> 00:13:14.000]  有十塊,也就是代表有十個支派的以色列民
[00:13:14.000 --> 00:13:18.000]  就交了給另外一個的愛人
[00:13:18.000 --> 00:13:21.000]  那個愛人就是耶羅伯安
[00:13:21.000 --> 00:13:25.000]  耶羅伯安對所羅門來說是一個愛人
[00:13:25.000 --> 00:13:28.000]  他又不是他的親戚,又不是同一個支派
[00:13:28.000 --> 00:13:32.000]  因為耶羅伯安是管理約瑟加的
[00:13:32.000 --> 00:13:36.000]  但是所羅門其實是來自猶大之朋
[00:13:36.000 --> 00:13:41.000]  這樣又不同的支派,又沒有什麼關係的人
[00:13:41.000 --> 00:13:45.000]  竟然在所羅門死後
[00:13:45.000 --> 00:13:50.000]  是享用了上帝給所羅門的那一份
[00:13:50.000 --> 00:13:54.000]  起碼他霸佔了十個支派的那份
[00:13:54.000 --> 00:13:59.000]  這一句就是反有愛人走來給他吃用
[00:13:59.000 --> 00:14:02.000]  如果是這樣,我們就會明白
[00:14:02.000 --> 00:14:05.000]  一個不能夠活在當下的人
[00:14:05.000 --> 00:14:09.000]  是沒有辦法去明瞭和了解
[00:14:09.000 --> 00:14:13.000]  上帝給他的那一份應該要怎樣去對待
[00:14:13.000 --> 00:14:17.000]  有時我們因為他過分追求
[00:14:17.000 --> 00:14:21.000]  上帝給我們的資材、豐富和尊榮
[00:14:21.000 --> 00:14:27.000]  以致很看不開地犧牲了你身邊很重要的關係
[00:14:27.000 --> 00:14:29.000]  特別像所羅門一樣
[00:14:29.000 --> 00:14:32.000]  就是他和上帝之間的關係
[00:14:32.000 --> 00:14:34.000]  他違反了上帝的誡命律例
[00:14:34.000 --> 00:14:38.000]  怎樣獲取到很多的一份
[00:14:38.000 --> 00:14:41.000]  但是竟然被上帝棄絕
[00:14:41.000 --> 00:14:47.000]  竟然在晚年裏就是利器耶和華和他道拜的偶像
[00:14:47.000 --> 00:14:51.000]  這樣就不尊重上帝給你的那一份
[00:14:51.000 --> 00:14:57.000]  亦不能夠好好活在當下滿足於自己所擁有的東西
[00:14:57.000 --> 00:15:02.000]  最終會令你很愁煩
[00:15:02.000 --> 00:15:06.000]  去到不能吃用你眼前的東西
[00:15:06.000 --> 00:15:09.000]  反而最終的結果就有外人吃用
[00:15:09.000 --> 00:15:14.000]  以這樣的角度來看,就是虛空和暴風
[00:15:14.000 --> 00:15:17.000]  如果是這樣,我們就會發現
[00:15:17.000 --> 00:15:21.000]  有時上帝給你的那一份似乎是好的
[00:15:21.000 --> 00:15:26.000]  給你有很大的名氣、很多的財富
[00:15:26.000 --> 00:15:28.000]  但這種種種的東西
[00:15:28.000 --> 00:15:32.000]  似乎是好,真的要看你怎樣去處理
[00:15:32.000 --> 00:15:36.000]  很有可能,若然你不能夠活在當下
[00:15:36.000 --> 00:15:42.000]  就成為一個禍患重壓在你的身上
[00:15:42.000 --> 00:15:45.000]  這是第一樣的元素
[00:15:45.000 --> 00:15:50.000]  第二樣我們看的是第三到第六節的經文
[00:15:50.000 --> 00:15:52.000]  這段經文是講長壽的
[00:15:52.000 --> 00:16:00.000]  「人若生一百個兒子,活許多歲數,以致他的年日甚多
[00:16:00.000 --> 00:16:05.000]  心裡所卻不得滿享福樂,又不得埋葬
[00:16:05.000 --> 00:16:10.000]  據我說,那不到期而落的胎被他倒好
[00:16:10.000 --> 00:16:13.000]  因為虛虛而來,暗暗而去
[00:16:13.000 --> 00:16:15.000]  明自被黑暗遮蔽
[00:16:15.000 --> 00:16:19.000]  並且沒有見過天日,亦毫無知覺
[00:16:19.000 --> 00:16:22.000]  這個胎被那個人倒向安息
[00:16:22.000 --> 00:16:28.000]  這個人須活千年,再活千年卻不向安息
[00:16:28.000 --> 00:16:33.000]  眾人豈不都歸同一個地方去嗎?」
[00:16:33.000 --> 00:16:35.000]  這裏提到有另外一個人
[00:16:35.000 --> 00:16:39.000]  這個人生了一百個兒子這麼多
[00:16:39.000 --> 00:16:43.000]  很明顯,你又看到他說活千年再活千年
[00:16:43.000 --> 00:16:49.000]  這些一百、一千的數字絕對不是自戀
[00:16:49.000 --> 00:16:54.000]  沒有一個人,甚至在舊約以前活到九百多歲的人
[00:16:54.000 --> 00:16:57.000]  沒有一個人活到一千年這麼久
[00:16:57.000 --> 00:17:01.000]  亦在舊約聖經裏面真的找不到一個人
[00:17:01.000 --> 00:17:04.000]  可以生到一百個兒子這麼多
[00:17:04.000 --> 00:17:07.000]  就算他娶妾侍也沒有辦法達到
[00:17:07.000 --> 00:17:10.000]  如果是這樣,這是誇張化
[00:17:10.000 --> 00:17:12.000]  一百個兒子,一千個年日
[00:17:12.000 --> 00:17:14.000]  是在說一種誇張
[00:17:14.000 --> 00:17:16.000]  誇張甚麼呢?
[00:17:16.000 --> 00:17:21.000]  就是在說這個人的年紀誇張地長
[00:17:21.000 --> 00:17:26.000]  並且他生的子孫是誇張地多
[00:17:26.000 --> 00:17:29.000]  活許多歲數,他的年日甚多
[00:17:29.000 --> 00:17:33.000]  我們就稱呼這個福氣看上去是好的
[00:17:33.000 --> 00:17:37.000]  中國以前也有告訴我們
[00:17:37.000 --> 00:17:43.000]  就是賢孫滿堂和長壽的一個很大的福氣
[00:17:43.000 --> 00:17:46.000]  在這樣的大福氣的過程當中
[00:17:46.000 --> 00:17:49.000]  這個人應該會開心
[00:17:49.000 --> 00:17:52.000]  因為上帝給他的那一份真的很大
[00:17:52.000 --> 00:17:57.000]  但在這裏我們會發現經文又提到這個人的心
[00:17:57.000 --> 00:18:02.000]  因為它說心裡卻不得滿向福樂
[00:18:02.000 --> 00:18:05.000]  就算他真的活到一千歲
[00:18:05.000 --> 00:18:11.000]  但他處於一個不得滿向福樂的狀態
[00:18:11.000 --> 00:18:14.000]  如果你分析這一句
[00:18:14.000 --> 00:18:21.000]  應該是解作不能夠知足享樂
[00:18:21.000 --> 00:18:25.000]  即是代表他的心有一種不知足的心
[00:18:25.000 --> 00:18:31.000]  他不能夠因為這個心去到享用到上帝給他的那一份
[00:18:31.000 --> 00:18:35.000]  就算讓他活到很長的年紀
[00:18:35.000 --> 00:18:41.000]  也沒有辦法好好享受上帝給他的那一份
[00:18:41.000 --> 00:18:44.000]  所以他就有一個這樣的論述
[00:18:44.000 --> 00:18:48.000]  他就用另外一樣東西和他進行對比
[00:18:48.000 --> 00:18:52.000]  那樣東西就叫做不道其而諾的點
[00:18:52.000 --> 00:18:54.000]  我們就要問
[00:18:54.000 --> 00:18:57.000]  為什麼要用不道其而諾的點
[00:18:57.000 --> 00:19:01.000]  去和這麼長壽的人進行對比呢?
[00:19:01.000 --> 00:19:04.000]  因為不道其而諾的點
[00:19:04.000 --> 00:19:07.000]  就從年歲的角度來看
[00:19:07.000 --> 00:19:12.000]  應該是最少的一份,甚至是零份
[00:19:12.000 --> 00:19:16.000]  你可以說因為小產的嬰兒就是零份
[00:19:16.000 --> 00:19:22.000]  打邊鑲,活一千年的老人家就是最大份
[00:19:22.000 --> 00:19:25.000]  這個這麼強烈的對比
[00:19:25.000 --> 00:19:28.000]  一個最大份,一個是零份的對比
[00:19:28.000 --> 00:19:34.000]  他竟然告訴你,零份的那個比你更好
[00:19:34.000 --> 00:19:36.000]  好像顛覆了你的想法
[00:19:36.000 --> 00:19:40.000]  零份的那個就是沒有見過天人
[00:19:40.000 --> 00:19:44.000]  也毫無知覺,倒向惡色
[00:19:44.000 --> 00:19:47.000]  他的名字比黑暗遮蔽
[00:19:47.000 --> 00:19:50.000]  名字比黑暗遮蔽我們明白的
[00:19:50.000 --> 00:19:53.000]  就是因為一個不道其而諾的點
[00:19:53.000 --> 00:19:55.000]  你是不會幫他改名
[00:19:55.000 --> 00:19:57.000]  所以他是沒有名字的
[00:19:57.000 --> 00:20:00.000]  反觀你活一千年那個
[00:20:00.000 --> 00:20:02.000]  其實是有名的
[00:20:02.000 --> 00:20:04.000]  我們就要問
[00:20:04.000 --> 00:20:10.000]  為什麼這麼長壽的人不得埋葬呢?
[00:20:10.000 --> 00:20:15.000]  他是應該根據一個傳統去論述
[00:20:15.000 --> 00:20:18.000]  就是在舊約,特別在創世記裏面
[00:20:18.000 --> 00:20:21.000]  我們會發現有一個人物
[00:20:21.000 --> 00:20:24.000]  是全球最長壽的人物
[00:20:24.000 --> 00:20:28.000]  總共活了979歲這麼多
[00:20:28.000 --> 00:20:32.000]  我想大家都知道,就是瑪圖撒拉
[00:20:32.000 --> 00:20:35.000]  根據一些年份的計算
[00:20:35.000 --> 00:20:38.000]  我們明白瑪圖撒拉是怎麼死的
[00:20:38.000 --> 00:20:43.000]  應該就是在羅亞方舟的年代洪水沖死
[00:20:43.000 --> 00:20:49.000]  既然他是整個聖經裏面最長壽的人
[00:20:49.000 --> 00:20:53.000]  但是他竟然活在一個強暴的時代
[00:20:53.000 --> 00:20:58.000]  最終沒有辦法像羅亞那樣上到壽的方舟
[00:20:58.000 --> 00:21:03.000]  最終他的死法就是被洪水沖死
[00:21:03.000 --> 00:21:06.000]  而被洪水沖死的時候
[00:21:06.000 --> 00:21:08.000]  就活現了這一句
[00:21:08.000 --> 00:21:14.000]  就叫做長壽,但是不得埋葬的一種情況
[00:21:14.000 --> 00:21:17.000]  而死亡而又不得埋葬呢?
[00:21:17.000 --> 00:21:24.000]  在舊約裏面是被稱為受到咒詛而死
[00:21:24.000 --> 00:21:27.000]  如果是這樣,被你這麼長壽又如何?
[00:21:27.000 --> 00:21:30.000]  被你生一百個兒子又如何?
[00:21:30.000 --> 00:21:32.000]  因為你生過一百個兒子
[00:21:32.000 --> 00:21:34.000]  最終都是被洪水沖死的
[00:21:34.000 --> 00:21:39.000]  活這麼多年,自己心又不知足又如何?
[00:21:39.000 --> 00:21:43.000]  因為你會發現最終又是不得好死
[00:21:43.000 --> 00:21:48.000]  倒不如,這個胎兒就比你更享安息
[00:21:48.000 --> 00:21:52.000]  因為毫無知覺,感受不到死亡的痛苦
[00:21:52.000 --> 00:21:59.000]  感受不到活很多年不得滿享福樂那種感受
[00:21:59.000 --> 00:22:05.000]  如果是這樣,你會發現傳道者給你的一個角度
[00:22:05.000 --> 00:22:12.000]  就是每個人,最後一句,眾人豈不都歸一個地方去嗎?
[00:22:12.000 --> 00:22:15.000]  即是代表,無論是不到期而落的胎
[00:22:15.000 --> 00:22:18.000]  又或者是全球最長壽的人
[00:22:18.000 --> 00:22:20.000]  都是歸同一個地方
[00:22:20.000 --> 00:22:25.000]  那個地方就是塵土,歸於塵土的地方
[00:22:25.000 --> 00:22:27.000]  死亡的地方
[00:22:27.000 --> 00:22:32.000]  所以在這裡,似乎是好,但卻又不好
[00:22:32.000 --> 00:22:38.000]  長壽是好的,因為給你的感覺是最大的過份
[00:22:38.000 --> 00:22:43.000]  但他竟然是不知足,竟然是強暴的人心
[00:22:43.000 --> 00:22:47.000]  是沒有辦法去得到安息的埋葬
[00:22:47.000 --> 00:22:51.000]  這樣的話,不如你做小產BB好了
[00:22:51.000 --> 00:22:56.000]  因為小產BB起碼都沒有感受到這些痛苦
[00:22:56.000 --> 00:22:59.000]  如果是這樣,就是第二點
[00:22:59.000 --> 00:23:04.000]  反思我們的生命,無論你活多少年歲都好
[00:23:04.000 --> 00:23:07.000]  我們是否真的能夠活在當下
[00:23:07.000 --> 00:23:13.000]  是否真的能夠享用上帝給你的年日
[00:23:13.000 --> 00:23:19.000]  哪怕那個年日只有二十年,五十年,又或者三十年
[00:23:19.000 --> 00:23:23.000]  如果你帶著一個活在當下和知足的心
[00:23:23.000 --> 00:23:32.000]  哪怕是十多年,你的生命就比活在當下,九十年那個活得更好
[00:23:32.000 --> 00:23:35.000]  這個就是第二點我們要留意
[00:23:35.000 --> 00:23:38.000]  我們看另外一半
[00:23:38.000 --> 00:23:46.000]  另外一半其實就是講到那樣東西看上去是不好
[00:23:46.000 --> 00:23:51.000]  但在傳道者體內卻是一件好事
[00:23:51.000 --> 00:23:55.000]  其實那樣東西,第一樣就叫做死亡
[00:23:55.000 --> 00:23:59.000]  死亡在七章的第一到第四節
[00:23:59.000 --> 00:24:01.000]  他有一個這樣的說明
[00:24:01.000 --> 00:24:06.000]  他就說:名譽強如美好的高尤
[00:24:06.000 --> 00:24:10.000]  人死的日子勝過人生的日子
[00:24:10.000 --> 00:24:15.000]  往灶桑的家去,強如往燕落的家去
[00:24:15.000 --> 00:24:22.000]  因為死是眾人的終局,活人亦將這件事放在心上
[00:24:22.000 --> 00:24:28.000]  憂愁強如喜笑,因為面帶愁慾終必使心歡喜
[00:24:28.000 --> 00:24:36.000]  智慧人的心在灶桑之間,愚昧人的心卻在快樂之間
[00:24:36.000 --> 00:24:41.000]  在這裡我們會發現他有很多的對比
[00:24:41.000 --> 00:24:44.000]  是用了一個句法
[00:24:44.000 --> 00:24:49.000]  那個句法就是「xx比xx好」的句法
[00:24:49.000 --> 00:24:53.000]  例如第一句,他就說:名譽強如美好的高尤
[00:24:53.000 --> 00:24:59.000]  也就是說名譽比美好的高尤更加好
[00:24:59.000 --> 00:25:03.000]  我們看看為什麼這樣被放進去
[00:25:03.000 --> 00:25:10.000]  第二,你會看到人死的日子比人生的日子好
