
[00:00:00.000 --> 00:00:02.000]  再給你,謝謝
[00:28:32.000 --> 00:28:52.000]  (開機中...)
[00:28:52.000 --> 00:29:12.000]  (開機中...)
[00:29:12.000 --> 00:29:32.000]  (開機中...)
[00:29:32.000 --> 00:29:52.000]  (開機中...)
[00:29:52.000 --> 00:30:12.000]  (開機中...)
[00:30:12.000 --> 00:30:32.000]  (開機中...)
[00:30:32.000 --> 00:30:52.000]  (開機中...)
[00:30:52.000 --> 00:31:12.000]  (開機中...)
[00:31:12.000 --> 00:31:32.000]  (開機中...)
[00:31:32.000 --> 00:31:52.000]  (開機中...)
[00:31:52.000 --> 00:32:12.000]  (開機中...)
[00:32:12.000 --> 00:32:32.000]  (開機中...)
[00:32:32.000 --> 00:32:52.000]  (開機中...)
[00:32:52.000 --> 00:33:12.000]  (開機中...)
[00:33:12.000 --> 00:33:32.000]  (開機中...)
[00:33:32.000 --> 00:33:52.000]  (開機中...)
[00:33:52.000 --> 00:34:12.000]  (開機中...)
[00:34:12.000 --> 00:34:32.000]  (開機中...)
[00:34:32.000 --> 00:34:52.000]  (開機中...)
[00:34:52.000 --> 00:35:12.000]  (開機中...)
[00:35:12.000 --> 00:35:32.000]  (開機中...)
[00:35:32.000 --> 00:35:52.000]  (開機中...)
[00:35:52.000 --> 00:36:12.000]  (開機中...)
[00:36:12.000 --> 00:36:32.000]  (開機中...)
[00:36:32.000 --> 00:36:52.000]  (開機中...)
[00:36:52.000 --> 00:37:12.000]  (開機中...)
[00:37:12.000 --> 00:37:32.000]  (開機中...)
[00:37:32.000 --> 00:37:52.000]  (開機中...)
[00:37:52.000 --> 00:38:12.000]  (開機中...)
[00:38:12.000 --> 00:38:32.000]  (開機中...)
[00:38:32.000 --> 00:38:52.000]  (開機中...)
[00:38:52.000 --> 00:39:12.000]  (開機中...)
[00:39:12.000 --> 00:39:32.000]  (開機中...)
[00:39:32.000 --> 00:39:52.000]  (開機中...)
[00:39:52.000 --> 00:40:12.000]  (開機中...)
[00:40:12.000 --> 00:40:32.000]  (開機中...)
[00:40:32.000 --> 00:40:52.000]  (開機中...)
[00:40:52.000 --> 00:41:12.000]  (開機中...)
[00:41:12.000 --> 00:41:32.000]  (開機中...)
[00:41:32.000 --> 00:41:52.000]  (開機中...)
[00:41:52.000 --> 00:42:12.000]  (開機中...)
[00:42:12.000 --> 00:42:32.000]  (開機中...)
[00:42:32.000 --> 00:42:52.000]  (開機中...)
[00:42:52.000 --> 00:43:12.000]  (開機中...)
[00:43:12.000 --> 00:43:32.000]  (開機中...)
[00:43:32.000 --> 00:43:52.000]  (開機中...)
[00:43:52.000 --> 00:44:12.000]  (開機中...)
[00:44:12.000 --> 00:44:22.000]  (開機中...)
[00:44:22.000 --> 00:44:50.000]  第十五節:哀哉!耶和華的日子臨近了,這一天來到,好像毀滅從全能者來到。
[00:44:50.000 --> 00:44:58.000]  良食不是在我們眼前斷絕了嗎?歡喜快樂不是從我們神的殿中止息嗎?
[00:44:58.000 --> 00:45:10.000]  穀種在土壞下枯爛,蒼也荒涼,林也破壞。
[00:45:10.000 --> 00:45:20.000]  不僅沒有食物,連牲畜也哀鳴,牛群也混亂,因為無草,羊群也受了困苦。
[00:45:20.000 --> 00:45:40.000]  第十一節:耶和華神發出呼求,耶和華的日子臨近了,他們在表達慘況。
[00:45:40.000 --> 00:46:00.000]  (開機中...)
[00:46:00.000 --> 00:46:20.000]  (開機中...)
[00:46:20.000 --> 00:46:44.000]  第十五節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:46:44.000 --> 00:46:54.000]  (開機中...)
[00:46:54.000 --> 00:47:04.000]  (開機中...)
[00:47:04.000 --> 00:47:14.000]  第十五節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:47:14.000 --> 00:47:24.000]  (開機中...)
[00:47:24.000 --> 00:47:34.000]  第十五節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:47:34.000 --> 00:47:44.000]  (開機中...)
[00:47:44.000 --> 00:47:54.000]  第十五節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:47:54.000 --> 00:48:04.000]  (開機中...)
[00:48:04.000 --> 00:48:24.000]  第十五節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:48:24.000 --> 00:48:44.000]  (開機中...)
[00:48:44.000 --> 00:49:04.000]  第十六節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:49:04.000 --> 00:49:24.000]  (開機中...)
[00:49:24.000 --> 00:49:44.000]  第十七節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:49:44.000 --> 00:50:04.000]  (開機中...)
[00:50:04.000 --> 00:50:24.000]  第十七節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:50:24.000 --> 00:50:44.000]  (開機中...)
[00:50:44.000 --> 00:51:04.000]  第十八節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:51:04.000 --> 00:51:24.000]  (開機中...)
[00:51:24.000 --> 00:51:44.000]  第十九節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:51:44.000 --> 00:52:04.000]  (開機中...)
[00:52:04.000 --> 00:52:24.000]  第十九節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:52:24.000 --> 00:52:44.000]  (開機中...)
[00:52:44.000 --> 00:53:04.000]  第十八節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:53:04.000 --> 00:53:24.000]  (開機中...)
[00:53:24.000 --> 00:53:44.000]  第十八節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:53:44.000 --> 00:54:04.000]  (開機中...)
[00:54:04.000 --> 00:54:24.000]  第十九節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:54:24.000 --> 00:54:44.000]  (開機中...)
[00:54:44.000 --> 00:55:04.000]  第十九節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:55:04.000 --> 00:55:32.000]  (開機中...)
[00:55:32.000 --> 00:55:52.000]  第十九節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:55:52.000 --> 00:56:12.000]  (開機中...)
[00:56:12.000 --> 00:56:32.000]  第十九節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:56:32.000 --> 00:56:52.000]  (開機中...)
[00:56:52.000 --> 00:57:12.000]  第十九節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:57:12.000 --> 00:57:32.000]  (開機中...)
[00:57:32.000 --> 00:57:52.000]  第十九節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:57:52.000 --> 00:58:12.000]  (開機中...)
[00:58:12.000 --> 00:58:32.000]  第十二節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:58:32.000 --> 00:58:52.000]  (開機中...)
[00:58:52.000 --> 00:59:12.000]  第十二節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[00:59:12.000 --> 00:59:40.000]  (開機中...)
[00:59:40.000 --> 01:00:00.000]  第十三節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[01:00:00.000 --> 01:00:20.000]  (開機中...)
[01:00:20.000 --> 01:00:40.000]  第十四節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[01:00:40.000 --> 01:01:02.000]  (開機中...)
[01:01:02.000 --> 01:01:30.000]  (開機中...)
[01:01:30.000 --> 01:01:50.000]  第十五節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[01:01:50.000 --> 01:02:18.000]  (開機中...)
[01:02:18.000 --> 01:02:46.000]  第十六節:群體哀歌,我們從傳書的標題開始,然後是先知呼籲長老和國民一起來神的面前。
[01:02:46.000 --> 01:02:56.000]  (開機中...)
[01:02:56.000 --> 01:03:16.000]  (開機中...)
[01:03:16.000 --> 01:03:36.000]  (開機中...)
[01:03:36.000 --> 01:03:56.000]  (開機中...)
[01:03:56.000 --> 01:04:10.000]  我感恩的是上帝仍然給我生命氣息,給我體力,魄力,心力。雖然我已經45歲,距離退休20年。
[01:04:10.000 --> 01:04:27.000]  我經常問上帝,20年不是一個短日子,我可以如何繼續服侍神?當然,我不是退休,我明天就死了。
[01:04:27.000 --> 01:04:46.000]  所以,在幼兒園教主要學不是一件容易的事,之前有明謙這麼好的教導,之後有梁牧師,我所愛的男人,還有以西傑,我另外一個很喜歡的男人。
[01:04:46.000 --> 01:05:03.000]  我當然要上主要學,我這些在攝時間的人在做什麼?其實我沒什麼好說的,我不是說很多大道理的人,不過我仍然畏懼。
[01:05:03.000 --> 01:05:19.000]  上帝給我生命氣息,我仍然有力氣,仍然有氣,仍然想去拼,我不知道現在是什麼樣的光景,不過我知道上帝的日子臨近,仍然想去拼。
[01:05:19.000 --> 01:05:39.000]  所以,在最後,給祭司四個行動,就是訂一個禁食的日子,宣告祈禱會,嚴肅會,呼籲弟兄姊妹在神面前哀哭。
[01:05:39.000 --> 01:05:55.000]  這就是祭司的角色,也是你們的角色,當面對這麼多的災難,我猜你們也會問,你們有什麼角色可以擔任呢?
[01:05:55.000 --> 01:06:19.000]  有弟兄姊妹很關心我的,看到照片時問,展鵬你沒事吧?好像很瘦似的。我自己也知道自己很瘦,當然我不是身體有什麼毛病,只不過當面對疫情,剛好教會年曆的大齋期。
[01:06:19.000 --> 01:06:33.000]  雖然經常說大齋期,但這次是我人生第一次,這40天裡,我每天由早餐到午餐,都是禁食去禱告。
[01:06:33.000 --> 01:06:55.000]  我還繼續如常生活,少吃少喝,還要跑步,當然跑短了,我自己也覺得自己瘦了,有點辛苦,很想吃東西,很想放棄。
[01:06:55.000 --> 01:07:22.000]  不過,當面對疫情,當面對弟兄姊妹有困難時,我作為祭司,作為神的僕人,其實大家也是神的祭司和神的僕人,有沒有切切為弟兄姊妹守望,更加著緊地去侍奉?
[01:07:22.000 --> 01:07:41.000]  這個我之後再和大家分享。不過,今天上帝給我們生命氣息,給我們見證這個年代,有這麼特別,或者是災難來到的時候,
[01:07:41.000 --> 01:07:53.000]  我們每個弟兄姊妹都要分擔祭司的角色,好好禱告,好好珍惜可以去侍奉神的機會。
[01:07:53.000 --> 01:08:05.000]  這也是我今天很無奈地在大家面前獻醜,分享的觀念說話。
[01:08:05.000 --> 01:08:24.000]  學者們也在討論,究竟這次的黃蟲是跟第一章有關,還是新一章的黃蟲之災,是指什麼時候,還是軍隊的問題,當然這是很學術的討論,值得討論。
[01:08:24.000 --> 01:08:36.000]  但更實際的是,當我們面對或臨近的時候,當我們燃起了生命氣息的時候,我們醒了沒有?
[01:08:36.000 --> 01:08:54.000]  是否只是沈醉在自己的安書區,繼續享受,還是你甘願被上帝繼續去拉開離開你的安書區,繼續去服侍你呢?
[01:08:54.000 --> 01:09:12.000]  希望我下次再跟大家分享的時候,可能就是在差遣禮上,我還是祈禱,因為香港太多資源了。
[01:09:12.000 --> 01:09:24.000]  當每天有這麼多人因疫情離開了世界,他們有沒有救恩的確據呢?不知道。
[01:09:24.000 --> 01:09:34.000]  但我們可以知道的是,我希望大家繼續努力,為上帝的國度打拼,教會!
[01:09:34.000 --> 01:09:51.000]  還有,最重要的一個職份,就是要帶人去敬拜上帝。如果他們都不認識主的時候,我們就跟他們傳福音,帶領萬國萬民去上帝面前,將榮耀重讚歸給他們。
[01:09:51.000 --> 01:10:02.000]  這就是日子臨近給我們一個很大的鼓勵。下星期是六播,因為我放假了,要回教會侍奉。
[01:10:02.000 --> 01:10:12.000]  希望在下次第二章,第三章,聽到李思敬博士的分享,覺得很特別,想跟大家分享一下。
[01:10:12.000 --> 01:10:16.000]  下星期再見,我們一起低頭禱告吧。
[01:10:16.000 --> 01:10:39.000]  親愛的主,求禰繼續張開我們的眼睛,打開我們的耳朵,甚至塗空我們的內心,不要再讓這個世界看似重要的事情去擁有。
[01:10:39.000 --> 01:10:59.000]  求禰讓我們看見禰的日子臨近,雖然我們不知道那天是什麼時候,但當禰仍然給我們有生命氣息,當我們仍然有機會生存和生活的時候,就讓我們不再為自己而活,而為上帝而活。
[01:10:59.000 --> 01:11:21.000]  主,求禰繼續激發我們願意為禰發夢,並且將這個夢實踐的心智。我相信這是我們每一個有愛堂的弟兄姊妹,一個很優良的傳統,讓我們繼續不畏懼,繼續努力,為神的國度打拼,繼續擴展天國,願禰這樣去差遣和使用我們。
[01:11:21.000 --> 01:11:27.000]  多謝天父聽我們祈禱,奉主名求,阿門。
[01:11:27.000 --> 01:11:29.000]  下次再見!
[01:11:29.000 --> 01:11:31.000]  (字幕製作:貝爾)
[01:11:31.000 --> 01:11:33.000]  (字幕製作:貝爾)
[01:11:33.000 --> 01:11:35.000]  (字幕製作:貝爾)
[01:11:35.000 --> 01:11:37.000]  (字幕製作:貝爾)
[01:11:37.000 --> 01:11:39.000]  (字幕製作/時間軸:秋月AutumnMoon)
[01:11:39.000 --> 01:11:41.000]  (字幕製作:貝爾)

