
[00:00:00.000 --> 00:00:05.000]  各位大家好,時間過得很快
[00:02:11.000 --> 00:02:13.000]  我們一起去到看一看
[00:02:13.000 --> 00:02:17.000]  我們看一看太平亂世
[00:02:17.000 --> 00:02:20.000]  你聽到這個名字就覺得很有趣
[00:02:20.000 --> 00:02:23.000]  我們經常會覺得是太平盛世
[00:02:23.000 --> 00:02:27.000]  那為什麼會是太平亂世呢?
[00:02:27.000 --> 00:02:33.000]  我們看看原來在當時亞摩斯所身處的年間
[00:02:33.000 --> 00:02:38.000]  也就是耶羅邦安第二世盛世的年間
[00:02:38.000 --> 00:02:43.000]  這記載在烈王紀上第十四章23到25節
[00:02:43.000 --> 00:02:46.000]  同一時間你有這本教科書
[00:02:46.000 --> 00:02:49.000]  你也揭開了92頁
[00:02:49.000 --> 00:02:55.000]  92頁就是烈王紀下的十四章的年代
[00:02:55.000 --> 00:02:57.000]  我首先提一提
[00:02:57.000 --> 00:03:00.000]  第十四章23節的烈王紀下
[00:03:00.000 --> 00:03:02.000]  就說耶羅邦安二世
[00:03:02.000 --> 00:03:06.000]  其實就是身處在主前的第八世紀
[00:03:06.000 --> 00:03:08.000]  也就是北國的以色列國
[00:03:08.000 --> 00:03:12.000]  在當時執政了41年
[00:03:12.000 --> 00:03:16.000]  首先,在一個相對穩定的王權
[00:03:16.000 --> 00:03:18.000]  執政了41年
[00:03:18.000 --> 00:03:24.000]  其實也比較容易孕育出一個太平盛世
[00:03:24.000 --> 00:03:26.000]  但是在經文的記載
[00:03:26.000 --> 00:03:29.000]  就在二十四節的十四章
[00:03:29.000 --> 00:03:31.000]  就說他不敬畏神
[00:03:31.000 --> 00:03:34.000]  恨耶和華眼中看為惡的事
[00:03:34.000 --> 00:03:36.000]  令到以色列繼續陷在
[00:03:36.000 --> 00:03:40.000]  彌白的兒子耶羅邦安的罪裏面
[00:03:40.000 --> 00:03:42.000]  這是什麼罪呢?
[00:03:42.000 --> 00:03:45.000]  就是代表他在丹和伯特利那裏
[00:03:45.000 --> 00:03:49.000]  設立了兩個牛洞去敬拜的罪
[00:03:49.000 --> 00:03:53.000]  這個罪又令到百姓陷在罪內
[00:03:53.000 --> 00:03:56.000]  不過在耶羅邦安二世的那時
[00:03:56.000 --> 00:04:00.000]  經文記載在烈王紀下的十四章的25節
[00:04:00.000 --> 00:04:04.000]  就描述他收復了以色列的疆界
[00:04:04.000 --> 00:04:07.000]  從哈馬口直到阿拉伯海
[00:04:07.000 --> 00:04:11.000]  全部都是北國以色列的版圖
[00:04:11.000 --> 00:04:15.000]  你可以說當時其實是北國以色列
[00:04:15.000 --> 00:04:18.000]  有史以來最能夠恢復
[00:04:18.000 --> 00:04:21.000]  原本以色列的版圖的年代
[00:04:21.000 --> 00:04:23.000]  原本以色列的版圖
[00:04:23.000 --> 00:04:26.000]  應該他的定義就是約書亞紀
[00:04:26.000 --> 00:04:29.000]  約書亞紀的分地表
[00:04:29.000 --> 00:04:33.000]  就是本來他北國以色列的版圖有多大
[00:04:33.000 --> 00:04:36.000]  在耶羅邦安二世底下他就有多大
[00:04:36.000 --> 00:04:40.000]  不單止,如果你查看一些文獻
[00:04:40.000 --> 00:04:44.000]  你會發現這個是鐵器第二時代
[00:04:44.000 --> 00:04:48.000]  不少考古也能夠發掘得到
[00:04:48.000 --> 00:04:52.000]  當時的人口也增加,經濟也增長
[00:04:52.000 --> 00:04:56.000]  人口散佈在不同的區域也增加
[00:04:56.000 --> 00:04:59.000]  所以我們能夠想像
[00:04:59.000 --> 00:05:02.000]  如果進行一個secular history
[00:05:02.000 --> 00:05:08.000]  一個歷史去描繪耶羅邦安二世的話
[00:05:08.000 --> 00:05:11.000]  你就會明白這個人是很英明的
[00:05:11.000 --> 00:05:14.000]  他如何恢復以色列的強大的版圖
[00:05:14.000 --> 00:05:17.000]  如何增加他的經濟
[00:05:17.000 --> 00:05:21.000]  他的人口全部都告訴我們
[00:05:21.000 --> 00:05:24.000]  這是一個太平盛世的年代
[00:05:24.000 --> 00:05:28.000]  是耶羅邦安二世所執政的年代
[00:05:28.000 --> 00:05:31.000]  這樣的年代是一個secular history
[00:05:31.000 --> 00:05:33.000]  應該他會這樣說
[00:05:33.000 --> 00:05:38.000]  如果你在中學、小學讀西史
[00:05:38.000 --> 00:05:42.000]  如果你要記載北國以色列的歷史
[00:05:42.000 --> 00:05:46.000]  你就不會用聖經列王記的角度去記載
[00:05:46.000 --> 00:05:52.000]  你就會用經濟、人口、版圖、軍事勢力
[00:05:52.000 --> 00:05:56.000]  這些一系列的parameter去記載的話
[00:05:56.000 --> 00:05:59.000]  他就應該是一個北國最偉大的皇帝
[00:05:59.000 --> 00:06:02.000]  這是耶羅邦安二世
[00:06:02.000 --> 00:06:04.000]  但是大家留意
[00:06:04.000 --> 00:06:08.000]  聖經記載的歷史和secular history
[00:06:08.000 --> 00:06:11.000]  是兩個不同的角度
[00:06:11.000 --> 00:06:13.000]  就算他是太平盛世
[00:06:13.000 --> 00:06:15.000]  就算他的經濟增長
[00:06:15.000 --> 00:06:17.000]  就算他的版圖強大
[00:06:17.000 --> 00:06:20.000]  並不代表他是恆夜王還眼中
[00:06:20.000 --> 00:06:23.000]  捍衛正的士的一個皇帝
[00:06:23.000 --> 00:06:28.000]  聖經的記載是用另外一個角度
[00:06:28.000 --> 00:06:30.000]  去記載同一件事的歷史
[00:06:30.000 --> 00:06:33.000]  所以他不是一個secular history
[00:06:33.000 --> 00:06:35.000]  他是一個theological history
[00:06:35.000 --> 00:06:39.000]  他是用神學的角度去審視當時的歷史
[00:06:39.000 --> 00:06:41.000]  我們就會看看
[00:06:41.000 --> 00:06:44.000]  究竟他的審視的角度是甚麼呢?
[00:06:44.000 --> 00:06:49.000]  原來他的審視的角度就是一個亂世的角度
[00:06:49.000 --> 00:06:52.000]  不是聖世,原來是亂世
[00:06:52.000 --> 00:06:54.000]  在第六章的第十三節
[00:06:54.000 --> 00:06:59.000]  就說這班人,也就是耶路撒冷的二世和以色列民
[00:06:59.000 --> 00:07:02.000]  是喜愛虛浮的士
[00:07:02.000 --> 00:07:05.000]  第六章的十三節亞摩先書
[00:07:05.000 --> 00:07:07.000]  就說他們自誇說
[00:07:07.000 --> 00:07:11.000]  我們不是憑自己的力量取了國嗎?
[00:07:11.000 --> 00:07:15.000]  也就是代表他們現在所經歷的強勢的強國
[00:07:15.000 --> 00:07:17.000]  原來他們是自誇的
[00:07:17.000 --> 00:07:19.000]  他們認為他們喜歡虛浮的東西
[00:07:19.000 --> 00:07:23.000]  虛浮也就是他們喜歡粉色太平
[00:07:23.000 --> 00:07:25.000]  和表面的東西
[00:07:25.000 --> 00:07:29.000]  而覺得自己所擁有一切的力量
[00:07:29.000 --> 00:07:32.000]  都是靠著自己的能力所獲取
[00:07:32.000 --> 00:07:37.000]  並且我們會發現在亞摩先書的第六章的十二節
[00:07:37.000 --> 00:07:41.000]  他就說你們卻使公平變為苦難
[00:07:41.000 --> 00:07:45.000]  使公義的果子變為恩賜
[00:07:45.000 --> 00:07:47.000]  也就是告訴我們
[00:07:47.000 --> 00:07:49.000]  當時是真的很有錢
[00:07:49.000 --> 00:07:52.000]  很多的軍隊人口也增多
[00:07:52.000 --> 00:07:57.000]  但當時就使這些公平和公義
[00:07:57.000 --> 00:08:01.000]  好像苦膽和恩賜一樣的鄙視
[00:08:01.000 --> 00:08:03.000]  最重要就是有錢
[00:08:03.000 --> 00:08:06.000]  最重要就是能夠有軍隊
[00:08:06.000 --> 00:08:11.000]  甚麼公平、審訊又或者帶來公義這些
[00:08:11.000 --> 00:08:13.000]  其實是當時的人很鄙視
[00:08:13.000 --> 00:08:14.000]  也不需要
[00:08:14.000 --> 00:08:17.000]  因為這些是阻礙著地球轉的事情
[00:08:17.000 --> 00:08:22.000]  所以就算在亞摩先書的第六章的十四節
[00:08:22.000 --> 00:08:24.000]  說他們的範圍已經是
[00:08:24.000 --> 00:08:27.000]  「哈瑪口直到阿拉伯的河」
[00:08:27.000 --> 00:08:30.000]  但這種記載其實正正就是
[00:08:30.000 --> 00:08:34.000]  和應了列王幾下十四章的二十五節的記載
[00:08:34.000 --> 00:08:37.000]  就算範圍那麼大也好
[00:08:37.000 --> 00:08:43.000]  也不能夠讓亞摩先進行一個正面的評價
[00:08:43.000 --> 00:08:50.000]  因為這是一個否決了公平和公義的一個時代
[00:08:50.000 --> 00:08:51.000]  不但如此
[00:08:51.000 --> 00:08:55.000]  我們會在亞摩先書的第五章十六到第十七節
[00:08:55.000 --> 00:08:56.000]  他就這樣說
[00:08:56.000 --> 00:09:00.000]  「主耶和華萬軍之臣如此說
[00:09:00.000 --> 00:09:04.000]  在一切風火處必有哀哭的聲音
[00:09:04.000 --> 00:09:07.000]  在各街市上必有人說
[00:09:07.000 --> 00:09:11.000]  哀哉哀哉,有必叫農夫來哭號
[00:09:11.000 --> 00:09:15.000]  叫擅唱哀歌的去舉哀
[00:09:15.000 --> 00:09:19.000]  在各葡萄園必有哀哭的聲音
[00:09:19.000 --> 00:09:21.000]  因為我必從你們中間經過
[00:09:21.000 --> 00:09:24.000]  這是耶和華說的」
[00:09:24.000 --> 00:09:26.000]  這裡提到的那個風火處
[00:09:26.000 --> 00:09:30.000]  其實就是一個城市最中心的地方
[00:09:30.000 --> 00:09:32.000]  各街市就是一些道路
[00:09:32.000 --> 00:09:35.000]  各葡萄園就代表他們的出產
[00:09:35.000 --> 00:09:39.000]  就代表風火處、街市、葡萄園這些
[00:09:39.000 --> 00:09:43.000]  就是一些公開人們喜慶場合
[00:09:43.000 --> 00:09:45.000]  又或者審案的地方
[00:09:45.000 --> 00:09:47.000]  本身應該會有喜樂
[00:09:47.000 --> 00:09:49.000]  因為你買到好的東西
[00:09:49.000 --> 00:09:51.000]  又或者葡萄園有很多個出產
[00:09:51.000 --> 00:09:53.000]  當時那些物質都很豐盛
[00:09:53.000 --> 00:09:56.000]  本身是很喜樂的
[00:09:56.000 --> 00:09:59.000]  但是亞摩斯竟然就唱反調
[00:09:59.000 --> 00:10:01.000]  就說這裡應該有悲哀
[00:10:01.000 --> 00:10:04.000]  因為表面上的奢華和享樂
[00:10:04.000 --> 00:10:08.000]  不能夠滿足一個人內心真實的需要
[00:10:08.000 --> 00:10:11.000]  唯有公平和公義才可以
[00:10:11.000 --> 00:10:15.000]  但是這個國家是沒有公平和公義
[00:10:15.000 --> 00:10:17.000]  所以這是太平亂世
[00:10:17.000 --> 00:10:21.000]  他們就發出一個悲哀的情況
[00:10:21.000 --> 00:10:23.000]  在一個這樣的國家
[00:10:23.000 --> 00:10:25.000]  即是說他是富強的
[00:10:25.000 --> 00:10:28.000]  但是就是沒有公平公義
[00:10:28.000 --> 00:10:30.000]  在一個這樣的國家裏面
[00:10:30.000 --> 00:10:33.000]  亞摩斯如何宣講他的信息呢
[00:10:33.000 --> 00:10:35.000]  我們來看看
[00:10:35.000 --> 00:10:38.000]  我們先看看第一段
[00:10:38.000 --> 00:10:44.000]  第一段就是亞摩斯書第五章十八到二十節的經文
[00:10:44.000 --> 00:10:45.000]  他就說
[00:10:45.000 --> 00:10:49.000]  想望耶和華日子來到的就有禍了
[00:10:49.000 --> 00:10:53.000]  你們為何想望耶和華的日子呢?
[00:10:53.000 --> 00:10:55.000]  那日黑暗沒有光明
[00:10:55.000 --> 00:11:00.000]  警方好像人躲避獅子又遇見熊
[00:11:00.000 --> 00:11:05.000]  或是進房屋以守靠牆就被蛇咬
[00:11:05.000 --> 00:11:09.000]  耶和華的日子不是黑暗沒有光明嗎?
[00:11:09.000 --> 00:11:12.000]  不是幽暗毫無光輝嗎?
[00:11:12.000 --> 00:11:16.000]  這一段的經文就是講了當時的人
[00:11:16.000 --> 00:11:20.000]  認為耶和華的日子就要很快來到了
[00:11:20.000 --> 00:11:23.000]  他們所想望的耶和華的日子
[00:11:23.000 --> 00:11:26.000]  其實是一個光明的日子
[00:11:26.000 --> 00:11:29.000]  因為當時真是國力鼎盛
[00:11:29.000 --> 00:11:31.000]  版圖擴大
[00:11:31.000 --> 00:11:35.000]  軍事、經濟、人口各方面都很好
[00:11:35.000 --> 00:11:42.000]  他們就好像活在歐洲十八、十九世紀的光景裏面
[00:11:42.000 --> 00:11:46.000]  他認為是一個美好前程的大未來
[00:11:46.000 --> 00:11:50.000]  所以他仍然不是不理會耶和華
[00:11:50.000 --> 00:11:52.000]  他們都是信奉耶和華
[00:11:52.000 --> 00:11:54.000]  等下我們也會提到
[00:11:54.000 --> 00:11:57.000]  聖所都是香火定性
[00:11:57.000 --> 00:11:58.000]  很敬拜耶和華
[00:11:58.000 --> 00:12:02.000]  所以他們覺得得到耶和華的眷顧
[00:12:02.000 --> 00:12:07.000]  以致他們有想望一個叫做耶和華的日子
[00:12:07.000 --> 00:12:10.000]  這個日子就是他們想出來的
[00:12:10.000 --> 00:12:13.000]  他們認為這是一個光明盛世
[00:12:13.000 --> 00:12:15.000]  大復興的年代
[00:12:15.000 --> 00:12:20.000]  每個人都想望這個日子會臨到
[00:12:20.000 --> 00:12:26.000]  但是阿摩斯竟然在這一刻就長反調
[00:12:26.000 --> 00:12:28.000]  你們想望耶和華的日子
[00:12:28.000 --> 00:12:32.000]  你知不知道其實耶和華的日子真的會來
[00:12:32.000 --> 00:12:39.000]  不過來的時候並不如你們期望的光明日子
[00:12:39.000 --> 00:12:43.000]  反而就是一個黑暗的日子
[00:12:43.000 --> 00:12:48.000]  這個黑暗的日子他用了兩個比喻去比喻這個日子
[00:12:48.000 --> 00:12:51.000]  這個比喻我們要小心看一看
[00:12:51.000 --> 00:12:58.000]  這個比喻就是好像人躲避了獅子猶豫見窮
[00:12:58.000 --> 00:13:02.000]  人躲避了獅子其實就很開心
[00:13:02.000 --> 00:13:05.000]  因為獅子是會撕碎人
[00:13:05.000 --> 00:13:07.000]  會吃了那個人
[00:13:07.000 --> 00:13:10.000]  會咬死人
[00:13:10.000 --> 00:13:13.000]  竟然你得到耶和華的眷顧
[00:13:13.000 --> 00:13:17.000]  耶和華拯救你能夠躲避獅子
[00:13:17.000 --> 00:13:23.000]  所以這種就是當時的人所期望的光明日子
[00:13:23.000 --> 00:13:30.000]  耶和華已經幫我們真正勝利離開那些仇敵
[00:13:30.000 --> 00:13:33.000]  而那些仇敵好像獅子一樣
[00:13:33.000 --> 00:13:35.000]  但是耶和華幫我們躲避了他們
[00:13:35.000 --> 00:13:37.000]  拯救我們離開他們
[00:13:37.000 --> 00:13:41.000]  你能夠想像一個光明的日子將會來到
[00:13:41.000 --> 00:13:45.000]  誰不知你躲避了獅子又遇見窮
[00:13:45.000 --> 00:13:47.000]  就更加恐怖
[00:13:47.000 --> 00:13:50.000]  因為窮又將你去到獅上
[00:13:50.000 --> 00:13:53.000]  如果是這樣原來這個所謂光明的日子
[00:13:53.000 --> 00:13:56.000]  表面上你是躲避到獅子
[00:13:56.000 --> 00:14:00.000]  但實際上你是遇到黑暗
[00:14:00.000 --> 00:14:02.000]  因為那個就有個窮來到
[00:14:02.000 --> 00:14:04.000]  這是第一個比喻
[00:14:04.000 --> 00:14:07.000]  第二個比喻就是進房屋
[00:14:07.000 --> 00:14:10.000]  以守靠牆就被蛇咬
[00:14:10.000 --> 00:14:16.000]  進房屋你能夠想像有個牆壁保護你
[00:14:16.000 --> 00:14:21.000]  進房屋你甚至連獅子、紅人都沒有辦法攻擊你
[00:14:21.000 --> 00:14:23.000]  因為你進了房屋之後
[00:14:23.000 --> 00:14:27.000]  關上門、關上窗就很安穩
[00:14:27.000 --> 00:14:29.000]  以守靠牆的意思就是說
[00:14:29.000 --> 00:14:33.000]  你有個牆值得你依靠,很開心
[00:14:33.000 --> 00:14:38.000]  誰不知你就算逃避獅子、逃避紅人
[00:14:38.000 --> 00:14:40.000]  你以為這是光明的日子
[00:14:40.000 --> 00:14:44.000]  誰不知就算你進入家中的房子
[00:14:44.000 --> 00:14:46.000]  都會被蛇咬
[00:14:46.000 --> 00:14:52.000]  即是告訴你這是避無可避的光景
[00:14:52.000 --> 00:14:54.000]  你想望有個光明
[00:14:54.000 --> 00:14:56.000]  但到頭來都會有黑暗
[00:14:56.000 --> 00:14:59.000]  這就是用一個這樣的比喻
[00:14:59.000 --> 00:15:02.000]  去比喻耶和華的日子
[00:15:02.000 --> 00:15:07.000]  耶和華的日子在十二小仙之書裏面
[00:15:07.000 --> 00:15:12.000]  是一個畫一、一個很出色的主題
[00:15:12.000 --> 00:15:14.000]  這個主題就是告訴我們
[00:15:14.000 --> 00:15:16.000]  是一個拯救的日子
[00:15:16.000 --> 00:15:20.000]  但卻同時就是一個審判的日子
[00:15:20.000 --> 00:15:26.000]  因為耶和華的日子要臨到那些欺壓別人的宗教領袖
[00:15:26.000 --> 00:15:28.000]  又或者那些官員裏面
[00:15:28.000 --> 00:15:32.000]  對這些恨耶和華、眼中看為惡的人來說
[00:15:32.000 --> 00:15:35.000]  這個日子就是一個黑暗的日子
[00:15:35.000 --> 00:15:40.000]  但對一些被他們欺壓很久的人來說
[00:15:40.000 --> 00:15:43.000]  就是一個拯救的日子
[00:15:43.000 --> 00:15:48.000]  所以耶和華的日子就好像一個銀幣的兩面
[00:15:48.000 --> 00:15:51.000]  告訴我們這個世界
[00:15:51.000 --> 00:15:55.000]  耶和華的日子是沒有不拯救的審判
[00:15:55.000 --> 00:15:58.000]  亦沒有不審判的拯救
[00:15:58.000 --> 00:16:03.000]  拯救和審判好像一個銀幣的兩面
[00:16:03.000 --> 00:16:08.000]  同一時間臨到那個人的國家身上
[00:16:08.000 --> 00:16:10.000]  懲治那些惡人
[00:16:10.000 --> 00:16:16.000]  讓那些被欺壓的人得著公平、公義和心願
[00:16:16.000 --> 00:16:18.000]  這個就是拯救
[00:16:18.000 --> 00:16:22.000]  所以這段阿摩斯書第五章十八到二十節
[00:16:22.000 --> 00:16:26.000]  就直接抨擊當時的領袖
[00:16:26.000 --> 00:16:31.000]  說他們覺得現在真的很厲害
[00:16:31.000 --> 00:16:36.000]  因為有國家的版圖擴張,又有經濟又有人口
[00:16:36.000 --> 00:16:41.000]  誰不知耶和華黑暗的日子即將會臨到
[00:16:41.000 --> 00:16:45.000]  在一個太平盛世裏面說出這些說話
[00:16:45.000 --> 00:16:47.000]  其實就跟人唱反調
[00:16:47.000 --> 00:16:50.000]  其實就是一個末世的警號
[00:16:50.000 --> 00:16:55.000]  讓他們不要只是沉醉在一個國力鼎盛的年代
[00:16:55.000 --> 00:16:58.000]  所帶來的所謂給你的好處
[00:16:58.000 --> 00:17:01.000]  真是在這個國家裏面有很多人
[00:17:01.000 --> 00:17:05.000]  仍然生存在一個極度的苦難當中
[00:17:05.000 --> 00:17:09.000]  你怎樣幫他們伸冤,這才是重點
[00:17:09.000 --> 00:17:11.000]  我們繼續看下去
[00:17:11.000 --> 00:17:18.000]  這段就是講他宗教性的生活
[00:17:18.000 --> 00:17:22.000]  那段生活你揭開這本書本的第九十六頁
[00:17:22.000 --> 00:17:24.000]  就是講到這段經文
[00:17:24.000 --> 00:17:29.000]  這段經文就是第五章的二十一到二十四節的經文
[00:17:29.000 --> 00:17:33.000]  他就說:我厭惡你們的節旗
[00:17:33.000 --> 00:17:36.000]  也不喜悅你們的嚴肅會
[00:17:36.000 --> 00:17:40.000]  你們雖然向我獻繁祭和掃祭
[00:17:40.000 --> 00:17:42.000]  我卻不悅了
[00:17:42.000 --> 00:17:46.000]  也不顧你們用肥促獻的平安祭
[00:17:46.000 --> 00:17:50.000]  要使你們歌唱的聲音遠離我
[00:17:50.000 --> 00:17:53.000]  因為我不聽你們彈琴的聲音
[00:17:53.000 --> 00:17:56.000]  惟願公平如大水滾滾
[00:17:56.000 --> 00:18:01.000]  惟願公義如江河滔滔
[00:18:01.000 --> 00:18:06.000]  這段經文就是講當時他們的宗教生活
[00:18:06.000 --> 00:18:10.000]  我們會留意,就算耶羅邦的二世
[00:18:10.000 --> 00:18:13.000]  是恨耶和華眼中看為惡的事
[00:18:13.000 --> 00:18:18.000]  並不代表當時的人是不制止耶和華的
[00:18:18.000 --> 00:18:22.000]  其實他們也很鼎力地去制止耶和華
[00:18:22.000 --> 00:18:25.000]  他就說:我厭惡你們的節旗
[00:18:25.000 --> 00:18:28.000]  即是代表他們有節旗
[00:18:28.000 --> 00:18:30.000]  也不喜悅他們的嚴肅會
[00:18:30.000 --> 00:18:32.000]  也就是代表他們有嚴肅會
[00:18:32.000 --> 00:18:36.000]  他們每年按照節旗表去守節
[00:18:36.000 --> 00:18:39.000]  每年都有嚴肅會
[00:18:39.000 --> 00:18:43.000]  每年其實都有繁祭、掃祭
[00:18:43.000 --> 00:18:45.000]  並且有平安祭
[00:18:45.000 --> 00:18:47.000]  並且不單有很多獻祭
[00:18:47.000 --> 00:18:49.000]  他們還有很多唱歌
[00:18:49.000 --> 00:18:53.000]  有些唱詩歌、歌唱的聲音
[00:18:53.000 --> 00:18:55.000]  歌唱還可以彈琴
[00:18:55.000 --> 00:18:58.000]  因為他們有彈琴的向聲
[00:18:58.000 --> 00:19:03.000]  但誰不知原來耶和華完全不喜悅他們
[00:19:03.000 --> 00:19:08.000]  就算他們按照律法去守節
[00:19:08.000 --> 00:19:11.000]  去進行很多嚴肅會
[00:19:11.000 --> 00:19:17.000]  按照律法去獻祭繁祭、掃祭、平安祭之類
[00:19:17.000 --> 00:19:19.000]  甚至去唱歌
[00:19:19.000 --> 00:19:21.000]  唱歌並不是按照律法
[00:19:21.000 --> 00:19:23.000]  因為律法沒有要求你唱歌
[00:19:23.000 --> 00:19:25.000]  又或者彈琴
[00:19:25.000 --> 00:19:29.000]  很多這些宗教的禮儀
[00:19:29.000 --> 00:19:30.000]  表面的外表
[00:19:30.000 --> 00:19:34.000]  但上帝卻是不喜悅
[00:19:34.000 --> 00:19:36.000]  他們熱烈獻祭
[00:19:36.000 --> 00:19:40.000]  但對公平、對公義就冷感
[00:19:40.000 --> 00:19:42.000]  熱烈獻祭,上帝不悅納
[00:19:42.000 --> 00:19:44.000]  為甚麼呢?
[00:19:44.000 --> 00:19:47.000]  因為獻祭者的生命
[00:19:47.000 --> 00:19:51.000]  和獻祭這個活動本身不吻合
[00:19:51.000 --> 00:19:53.000]  獻祭者的生命
[00:19:53.000 --> 00:19:57.000]  他在活一套違反耶和華律法的生命
[00:19:57.000 --> 00:20:02.000]  但他又要按照耶和華律法去獻祭
[00:20:02.000 --> 00:20:04.000]  有兩方面的含義
[00:20:04.000 --> 00:20:10.000]  第一方面就是他對於律法的實踐是選擇性的
[00:20:10.000 --> 00:20:14.000]  他選擇一些對自己喜好的律法
[00:20:14.000 --> 00:20:16.000]  就是獻祭、守節祈
[00:20:16.000 --> 00:20:18.000]  但亦選擇地不執行那些律法
[00:20:18.000 --> 00:20:21.000]  因為那些律法要求你的公平和公義
[00:20:21.000 --> 00:20:24.000]  你不執行,這是第一
[00:20:24.000 --> 00:20:27.000]  第二就是他所選擇的律法
[00:20:27.000 --> 00:20:29.000]  是一些表面的層面
[00:20:29.000 --> 00:20:34.000]  表面即是他利用遵守律法
[00:20:34.000 --> 00:20:38.000]  去到獻祭,去到為他另外一部分
[00:20:38.000 --> 00:20:42.000]  遵守律法去開脫和解釋
[00:20:42.000 --> 00:20:44.000]  他就好像心安理得地
[00:20:44.000 --> 00:20:46.000]  其實我也去了祭祀
[00:20:46.000 --> 00:20:50.000]  我也去了獻祭,我也去了做平安祭
[00:20:50.000 --> 00:20:56.000]  但對此,這些做法並不能掩蓋他潛藏內心
[00:20:56.000 --> 00:20:59.000]  又或者他日常生活中
[00:20:59.000 --> 00:21:03.000]  有很多不公不義的事情發生的一個實況
[00:21:03.000 --> 00:21:07.000]  變成了外面一個你,裡面一個你
[00:21:07.000 --> 00:21:11.000]  說就天下無敵,做就有心無力
[00:21:11.000 --> 00:21:14.000]  你仍然保持著一個美麗的外表
[00:21:14.000 --> 00:21:19.000]  但實際上你的生命就是南轅北轍和上帝的要求
[00:21:19.000 --> 00:21:21.000]  這種內外不一的生命
[00:21:21.000 --> 00:21:25.000]  就好像我們兩個星期前所說的耶利米一樣
[00:21:25.000 --> 00:21:30.000]  他也是一個評擊當時內外不一的生命
[00:21:30.000 --> 00:21:35.000]  香火鼎盛,但是公平公義就欠缺
[00:21:35.000 --> 00:21:37.000]  為何這麼緊張公平公義
[00:21:37.000 --> 00:21:41.000]  因為當時就算很多經濟、軍事、人口去到增長
[00:21:41.000 --> 00:21:46.000]  但仍然有很多的冤案可以在裡面去到彰顯
[00:21:46.000 --> 00:21:50.000]  有些官長沒有辦法履行他公平公義的要求
[00:21:50.000 --> 00:21:55.000]  他的一心一意就是怎樣去到搞好經濟
[00:21:55.000 --> 00:21:58.000]  怎樣去到軍事的行動
[00:21:58.000 --> 00:22:02.000]  又或者令到那些人口增加、國泰民安
[00:22:02.000 --> 00:22:06.000]  但實際上這個國家已經沒有了公平公義
[00:22:06.000 --> 00:22:10.000]  那種經濟的多、人口的多、軍事的多
[00:22:10.000 --> 00:22:19.000]  這種的多和公平公義的少形成一個強烈的對比
