
[00:00:00.000 --> 00:00:06.520]  我們來到追尋基督王國的第三講
[00:02:27.880 --> 00:02:31.000]  一個有靈命的人
[00:02:31.000 --> 00:02:37.720]  因為他覺得他經常感受到神與他的同在
[00:02:37.720 --> 00:02:41.920]  所以我們可以闊一點來看
[00:02:41.920 --> 00:02:47.040]  或者我們可以說靈修是指一種
[00:02:47.040 --> 00:02:52.600]  讓我們可以感受到同在的活動
[00:02:52.600 --> 00:02:59.400]  但甚麼是讓我們可以感受到我們與神同在呢?
[00:02:59.400 --> 00:03:03.320]  很可能是受到我們的神學
[00:03:03.320 --> 00:03:07.080]  以及受到社會的文化影響
[00:03:07.080 --> 00:03:10.000]  說這個也是抽象
[00:03:10.000 --> 00:03:13.480]  舉一個對比來看
[00:03:13.480 --> 00:03:20.480]  例如我們理解為靈命或靈修
[00:03:20.480 --> 00:03:24.680]  就是與神或與上主親近
[00:03:24.680 --> 00:03:28.000]  如果你問一個佛教徒
[00:03:28.000 --> 00:03:36.480]  你怎樣才能感受到與佛或與他所拜的神明同在呢?
[00:03:36.480 --> 00:03:40.480]  我不知道一般佛教徒有多少人會這樣想
[00:03:40.480 --> 00:03:47.000]  但可能一個佛教徒或一個民間宗教佛教的人
[00:03:47.000 --> 00:03:49.320]  可能給你的回答是
[00:03:49.320 --> 00:03:54.200]  他去到廟宇裡便感受到神的同在
[00:03:54.200 --> 00:03:57.040]  你知道佛教的傳統
[00:03:57.040 --> 00:03:59.040]  佛教也有不同的傳統
[00:03:59.040 --> 00:04:01.840]  但起碼某些傳統會覺得
[00:04:01.840 --> 00:04:05.880]  你去朝拜一個大佛
[00:04:05.880 --> 00:04:09.960]  例如大嶼山的大佛
[00:04:09.960 --> 00:04:14.360]  當你走近大佛像的時候
[00:04:14.360 --> 00:04:18.400]  你就好像走近了佛
[00:04:18.400 --> 00:04:22.280]  真正在靈裡面的佛陀
[00:04:22.280 --> 00:04:26.440]  所以你看到某些人的佛教眼中
[00:04:26.440 --> 00:04:29.960]  在他的神學裡面
[00:04:29.960 --> 00:04:38.680]  某一個地點是他親近神的地點
[00:04:38.680 --> 00:04:41.280]  或者另一個可能的答案是
[00:04:41.280 --> 00:04:45.680]  當他與一些大師同席的話
[00:04:45.680 --> 00:04:49.320]  例如我試過
[00:04:49.320 --> 00:04:55.920]  當年有些西藏來的大師來到香港
[00:04:55.920 --> 00:04:58.800]  他要教佛法
[00:04:58.800 --> 00:05:03.200]  他在會展教佛法
[00:05:03.200 --> 00:05:06.720]  我在地鐵看到一個QR Code
[00:05:06.720 --> 00:05:09.720]  你可以報名
[00:05:09.720 --> 00:05:12.000]  甚至跟他一起吃飯
[00:05:12.000 --> 00:05:15.480]  他在會展中心舉辦了一個很大的
[00:05:15.480 --> 00:05:21.880]  觀音廟的答案
[00:05:21.880 --> 00:05:23.880]  一些答案的答案
[00:05:24.200 --> 00:05:26.480]  誰知道我查看QR Code
[00:05:26.480 --> 00:05:28.760]  找不到免費的答案
[00:05:28.760 --> 00:05:30.520]  他說到好像是免費的
[00:05:30.520 --> 00:05:34.320]  但原來是要付錢的
[00:05:34.320 --> 00:05:38.920]  你在會展中和他一起吃飯就是一個價錢
[00:05:38.920 --> 00:05:43.520]  如果你在會展和大師同一個廳
[00:05:43.520 --> 00:05:45.360]  你知道會展有不同的廳
[00:05:45.360 --> 00:05:50.320]  會展的同一個廳是一個更高的價錢
[00:05:50.320 --> 00:05:54.520]  當然你要再接近大師旁邊的幾個廳
[00:05:54.520 --> 00:05:56.520]  又是第三個價錢
[00:05:56.520 --> 00:06:02.800]  這些廣告明顯讓人看到
[00:06:02.800 --> 00:06:06.320]  如何能夠與神明親近呢?
[00:06:06.320 --> 00:06:08.960]  就是親近大師
[00:06:08.960 --> 00:06:10.960]  因為大師很接近神
[00:06:10.960 --> 00:06:14.960]  你接近大師就接近神
[00:06:14.960 --> 00:06:18.880]  你會發覺基督徒通常不是這樣想的
[00:06:18.880 --> 00:06:20.880]  如果我問你
[00:06:20.880 --> 00:06:23.880]  你覺得離神很遠
[00:06:23.880 --> 00:06:25.880]  最近不覺得神同在
[00:06:25.880 --> 00:06:30.560]  你如何可以覺得與神的關係較好呢?
[00:06:30.560 --> 00:06:33.880]  一般的基督徒的答案是不會這樣
[00:06:33.880 --> 00:06:36.560]  那你去教堂坐坐吧
[00:06:36.560 --> 00:06:41.640]  其實佛教徒會覺得去廟宇會較近神
[00:06:41.640 --> 00:06:48.400]  但你覺得一般基督新教的基督徒是不會這樣想的
[00:06:48.400 --> 00:06:51.400]  雖然有些羅馬天主教的基督徒
[00:06:51.400 --> 00:06:58.280]  都會覺得去到聖殿教堂會較親近神
[00:06:58.280 --> 00:07:03.000]  這些在天主教徒之中比較常有
[00:07:03.000 --> 00:07:05.600]  另一個比喻是
[00:07:05.600 --> 00:07:10.400]  最近你覺得神離開你很遠
[00:07:10.400 --> 00:07:15.120]  你會否覺得坐在牧師旁邊
[00:07:15.120 --> 00:07:18.000]  會覺得神離你很近呢?
[00:07:18.000 --> 00:07:20.000]  一般基督徒不會這樣想的
[00:07:20.000 --> 00:07:23.000]  談話,或許你找牧師談話
[00:07:23.000 --> 00:07:26.000]  都是一種取消的方法
[00:07:26.000 --> 00:07:30.000]  不是因為他跟你聊天
[00:07:30.000 --> 00:07:32.000]  你已經接近神明了
[00:07:32.000 --> 00:07:36.000]  而是他幫助你疏解一些心裏面的問題
[00:07:36.000 --> 00:07:40.000]  疏離反而是幫助你
[00:07:40.000 --> 00:07:42.000]  我剛剛的重點是
[00:07:42.000 --> 00:07:46.000]  如何才算親近神
[00:07:46.000 --> 00:07:53.000]  在甚麼場景才感受到神如你同在呢?
[00:07:53.000 --> 00:07:59.000]  其實不同的文化或神學會影響我們
[00:07:59.000 --> 00:08:03.000]  古代的文化常常都會想
[00:08:03.000 --> 00:08:08.000]  神是在某一個地方裏面的
[00:08:08.000 --> 00:08:13.000]  所以如果你有機會去研究新約神學
[00:08:13.000 --> 00:08:17.000]  你就會知道保羅的特色
[00:08:17.000 --> 00:08:19.000]  《楊瀚福音》提到
[00:08:19.000 --> 00:08:23.000]  「既不在這山,也不在那山」
[00:08:23.000 --> 00:08:25.000]  憑心靈與誠實敬拜神
[00:08:25.000 --> 00:08:27.000]  《楊瀚福音》提到
[00:08:27.000 --> 00:08:31.000]  這對當時的文化是一個很大的突破
[00:08:31.000 --> 00:08:33.000]  當時文化的人都想
[00:08:33.000 --> 00:08:37.000]  你要拜阿提米斯這個神
[00:08:37.000 --> 00:08:39.000]  於是就去以弗所
[00:08:39.000 --> 00:08:42.000]  每一個神明都有他的大本營
[00:08:42.000 --> 00:08:44.000]  但基督教強調
[00:08:44.000 --> 00:08:46.000]  耶穌是沒有大本營的
[00:08:46.000 --> 00:08:50.000]  你不會去耶路撒冷的聖殿
[00:08:50.000 --> 00:08:51.000]  當未被毀
[00:08:51.000 --> 00:08:53.000]  耶路撒冷的聖殿
[00:08:53.000 --> 00:08:54.000]  你去敬拜耶穌
[00:08:54.000 --> 00:08:57.000]  耶穌就會特別聽你的說話
[00:08:57.000 --> 00:08:58.000]  你離開很遠
[00:08:58.000 --> 00:08:59.000]  你去到英格蘭
[00:08:59.000 --> 00:09:01.000]  離開耶路撒冷很遠
[00:09:01.000 --> 00:09:03.000]  耶穌聽得不清楚
[00:09:03.000 --> 00:09:04.000]  離開太遠了
[00:09:04.000 --> 00:09:07.000]  基督教是沒有這種觀念的
[00:09:07.000 --> 00:09:10.000]  這是很反文化的觀念
[00:09:10.000 --> 00:09:12.000]  反當時文化的觀念
[00:09:12.000 --> 00:09:14.000]  重點就是
[00:09:14.000 --> 00:09:18.000]  到底在甚麼場景、甚麼形式
[00:09:18.000 --> 00:09:24.000]  我們才特別容易感受到上主的同在呢?
[00:09:24.000 --> 00:09:27.000]  你可以說這個靈修傳統的歷史
[00:09:27.000 --> 00:09:31.000]  就是研究這種在教會歷代有甚麼特徵
[00:09:31.000 --> 00:09:34.000]  用甚麼方法才能夠親近神呢?
[00:09:34.000 --> 00:09:38.000]  不過在講歷史之前先講一件事
[00:09:38.000 --> 00:09:41.000]  如何能夠親近神呢?
[00:09:41.000 --> 00:09:43.000]  一方面是個人的選擇
[00:09:43.000 --> 00:09:47.000]  很多人覺得早上靈修特別與神親密
[00:09:47.000 --> 00:09:49.000]  但可能你不是早上靈修
[00:09:49.000 --> 00:09:52.000]  你是晚上靈修
[00:09:52.000 --> 00:09:56.000]  你是半夜一點鐘靈修才特別親近神
[00:09:56.000 --> 00:09:58.000]  當然有些是個人的問題
[00:09:58.000 --> 00:10:03.000]  有些是社會或教會風俗的問題
[00:10:03.000 --> 00:10:07.000]  不過我們能夠知道的東西
[00:10:07.000 --> 00:10:09.000]  是限於我們有的歷史資料
[00:10:09.000 --> 00:10:15.000]  所以我們接下來會講教會的精英
[00:10:15.000 --> 00:10:19.000]  在某一個年代
[00:10:19.000 --> 00:10:26.000]  教會上下都會覺得某一類人特別熟悉
[00:10:26.000 --> 00:10:30.000]  而那些人自己都會覺得他是基督的精兵
[00:10:30.000 --> 00:10:34.000]  我們如何體會神的同在呢?
[00:10:34.000 --> 00:10:40.000]  通常會集中講這批精英如何體會神的同在
[00:10:40.000 --> 00:10:46.000]  我們沒有機會去講一些所謂的凡夫俗子
[00:10:46.000 --> 00:10:49.000]  他們如何體會神的同在
[00:10:49.000 --> 00:10:54.000]  例如一個工餘五百年的農夫
[00:10:54.000 --> 00:10:57.000]  他的敬虔生活是甚麼呢?
[00:10:57.000 --> 00:11:00.000]  一個工餘五百年的農夫
[00:11:00.000 --> 00:11:04.000]  他如何能夠感受到神的存在
[00:11:04.000 --> 00:11:08.000]  通常在甚麼處境他能夠感受到神的同在呢?
[00:11:08.000 --> 00:11:13.000]  甚至他到底有多渴望神的同在呢?
[00:11:13.000 --> 00:11:16.000]  一個農夫的老婆
[00:11:16.000 --> 00:11:18.000]  一個農婦
[00:11:18.000 --> 00:11:22.000]  當然農婦通常不懂文字
[00:11:22.000 --> 00:11:26.000]  但假設他懂文字也好
[00:11:26.000 --> 00:11:28.000]  叫他寫一個靈修集記
[00:11:28.000 --> 00:11:31.000]  一個農民,一個女人
[00:11:31.000 --> 00:11:33.000]  他會寫甚麼進去呢?
[00:11:33.000 --> 00:11:40.000]  他如何感受到、體會到神真正掌管天地的神呢?
[00:11:40.000 --> 00:11:42.000]  其實我們不知道
[00:11:42.000 --> 00:11:47.000]  因為實際上當時工餘五百年或一千年也好
[00:11:47.000 --> 00:11:50.000]  農夫也好,農婦也好
[00:11:50.000 --> 00:11:52.000]  他們應該都不懂文字
[00:11:52.000 --> 00:11:54.000]  就算他們懂文字也好
[00:11:54.000 --> 00:11:57.000]  就算他們寫了靈修集記也好
[00:11:57.000 --> 00:11:59.000]  也不會流傳下來
[00:11:59.000 --> 00:12:01.000]  因為沒有人覺得那些東西有價值
[00:12:01.000 --> 00:12:04.000]  包括他自己可能也覺得沒有價值
[00:12:04.000 --> 00:12:10.000]  所以社會覺得沒有價值就不會流傳下來
[00:12:10.000 --> 00:12:13.000]  所以我們也不會知道
[00:12:13.000 --> 00:12:20.000]  所以我們還是集中講一些精英份子的靈修生活
[00:12:20.000 --> 00:12:22.000]  我講過了
[00:12:22.000 --> 00:12:25.000]  一個社會裏面
[00:12:25.000 --> 00:12:30.000]  整個社會的文化覺得甚麼經驗才是屬名的高峰呢?
[00:12:30.000 --> 00:12:34.000]  其實是很受社會的文化影響的
[00:12:34.000 --> 00:12:36.000]  如果很簡化
[00:12:36.000 --> 00:12:39.000]  由工餘五百年到工餘一千五百年
[00:12:39.000 --> 00:12:42.000]  我講過了,頭兩堂也講過了
[00:12:42.000 --> 00:12:44.000]  所謂的中世紀
[00:12:44.000 --> 00:12:49.000]  我大概定義為工餘五百年到工餘一千五百年
[00:12:49.000 --> 00:12:52.000]  基本上由工餘五百年到一千五百年
[00:12:52.000 --> 00:12:55.000]  用一個很粗略的說法
[00:12:55.000 --> 00:13:00.000]  就是西方的文化由一個集體的時代
[00:13:00.000 --> 00:13:04.000]  轉移到一個個人的時代
[00:13:04.000 --> 00:13:07.000]  所以這個文化轉移
[00:13:07.000 --> 00:13:14.000]  對基督教的靈修歷史也是一個很重要的影響
[00:13:14.000 --> 00:13:19.000]  講到這裏,亦想澄清一個迷思
[00:13:19.000 --> 00:13:22.000]  很多人都講過
[00:13:22.000 --> 00:13:26.000]  西方是一個個人主義的社會
[00:13:26.000 --> 00:13:28.000]  西方人很自私
[00:13:28.000 --> 00:13:32.000]  不知道甚麼是國家,是國家之身
[00:13:32.000 --> 00:13:38.000]  中國人、東方人講群體的重要,家族的重要
[00:13:38.000 --> 00:13:42.000]  你說西方人強調個人,某程度上是正確的
[00:13:42.000 --> 00:13:47.000]  雖然西方也有很重要的社群倫理
[00:13:47.000 --> 00:13:52.000]  不過不說今天的西方社會
[00:13:52.000 --> 00:13:55.000]  但我想你明白的一件事
[00:13:55.000 --> 00:13:59.000]  西方社會不是從第一天
[00:13:59.000 --> 00:14:04.000]  不是從古希臘已經開始強調個人主義
[00:14:04.000 --> 00:14:07.000]  西方社會強調個人主義
[00:14:07.000 --> 00:14:13.000]  你可以說這是1500年之後的故事
[00:14:13.000 --> 00:14:19.000]  中世紀的西方文化不是強調個人主義
[00:14:19.000 --> 00:14:22.000]  其實對比今天的西方
[00:14:22.000 --> 00:14:29.000]  中世紀是相對強調群體的文化或群體的精神
[00:14:29.000 --> 00:14:33.000]  在這個靈修生活裏我們都看到的
[00:14:33.000 --> 00:14:39.000]  這些是一些引子,我們開始講一下歷史
[00:14:39.000 --> 00:14:43.000]  在祖宗世紀,我講過
[00:14:43.000 --> 00:14:45.000]  在頭兩課都講過
[00:14:45.000 --> 00:14:49.000]  大概是公元500至公元1000年
[00:14:49.000 --> 00:14:56.000]  在這段時間,社會認為教會的精兵
[00:14:56.000 --> 00:15:00.000]  就是一些住在修道院裏的修士
[00:15:00.000 --> 00:15:03.000]  這些修士是怎樣來的呢?
[00:15:03.000 --> 00:15:10.000]  第一課講教宗歷史的時候
[00:15:10.000 --> 00:15:12.000]  曾經跟你提過
[00:15:12.000 --> 00:15:14.000]  在早期教會裏
[00:15:14.000 --> 00:15:20.000]  人們會覺得主教自然就是靈命最強的那個
[00:15:20.000 --> 00:15:23.000]  所以香港誰是靈命最強的?
[00:15:23.000 --> 00:15:25.000]  就是主教
[00:15:25.000 --> 00:15:27.000]  這是香港的主教
[00:15:27.000 --> 00:15:32.000]  這是一般人很自然的假設
[00:15:32.000 --> 00:15:36.000]  不過第一課講教宗歷史
[00:15:36.000 --> 00:15:40.000]  後來有一個羅馬皇帝叫君士坦丁
[00:15:40.000 --> 00:15:41.000]  他信了耶穌
[00:15:41.000 --> 00:15:43.000]  他信了耶穌之後
[00:15:43.000 --> 00:15:47.000]  他越來越依賴或者委任主教
[00:15:47.000 --> 00:15:51.000]  在社會裏面有重要的政治角色
[00:15:51.000 --> 00:15:56.000]  當教會越來越富有主教的政治角色
[00:15:56.000 --> 00:15:58.000]  越來越重要的時候
[00:15:58.000 --> 00:16:02.000]  主教就慢慢變成權貴
[00:16:02.000 --> 00:16:05.000]  所以在早、中世紀
[00:16:05.000 --> 00:16:07.000]  即是公元五百年之後
[00:16:07.000 --> 00:16:17.000]  人們的意識就慢慢開始覺得
[00:16:17.000 --> 00:16:21.000]  主教未必是最崇文的一個
[00:16:21.000 --> 00:16:23.000]  不過記住這個形象的改變
[00:16:23.000 --> 00:16:27.000]  是幾百年歷史的一個漫長過程
[00:16:27.000 --> 00:16:29.000]  有多快有多慢
[00:16:29.000 --> 00:16:32.000]  其實每個地區可能都不同
[00:16:32.000 --> 00:16:35.000]  總之大體上
[00:16:35.000 --> 00:16:37.000]  由五百年到一千年
[00:16:37.000 --> 00:16:41.000]  一般的基督徒就會開始覺得
[00:16:41.000 --> 00:16:44.000]  教會裏面最屬靈的人
[00:16:44.000 --> 00:16:47.000]  慢慢由主教開始轉移
[00:16:47.000 --> 00:16:52.000]  變成心事才是最屬靈的人
[00:16:52.000 --> 00:16:54.000]  早、中世紀的人
[00:16:54.000 --> 00:16:56.000]  看修士是甚麼人呢?
[00:16:56.000 --> 00:17:02.000]  基本上他們是一些靈界的精兵
[00:17:02.000 --> 00:17:06.000]  即是他們會覺得這些修士
[00:17:06.000 --> 00:17:14.000]  是永恆世界和我們這個世界中間的一個門戒
[00:17:14.000 --> 00:17:16.000]  我想你明白一件事
[00:17:16.000 --> 00:17:19.000]  就是對早、中世紀的人
[00:17:19.000 --> 00:17:21.000]  即是公元五百到公元一千年的人
[00:17:21.000 --> 00:17:27.000]  基本上他們都是活在一個很亂的歐洲
[00:17:27.000 --> 00:17:29.000]  一個落後的歐洲
[00:17:29.000 --> 00:17:33.000]  我們講學術的課堂都有提過這件事
[00:17:33.000 --> 00:17:36.000]  所以五百年到一千年歐洲人
[00:17:36.000 --> 00:17:38.000]  基本上對這個世界
[00:17:38.000 --> 00:17:41.000]  即是我們現在見到的世界
[00:17:41.000 --> 00:17:43.000]  都是沒有甚麼盼望的
[00:17:43.000 --> 00:17:49.000]  這不是因為教會教導他們這個世界是不重要的
[00:17:49.000 --> 00:17:52.000]  總之你顧著死了之後的世界就行
[00:17:52.000 --> 00:17:57.000]  這不是教會教導迫使他們有甚麼看法
[00:17:57.000 --> 00:17:59.000]  幫他們洗腦
[00:17:59.000 --> 00:18:01.000]  而是現實的生活
[00:18:01.000 --> 00:18:04.000]  根本上是一個很艱苦的生活裏
[00:18:04.000 --> 00:18:08.000]  你自然對這個現實世界是沒有甚麼盼望的
[00:18:08.000 --> 00:18:11.000]  當時沒有科學進步
[00:18:11.000 --> 00:18:15.000]  所以他們的盼望就是一個永恆的世界
[00:18:15.000 --> 00:18:17.000]  所以那些修士
[00:18:17.000 --> 00:18:19.000]  修士是一批甚麼人呢?
[00:18:19.000 --> 00:18:23.000]  他們去到修道院裏
[00:18:23.000 --> 00:18:25.000]  他們專心敬拜神
[00:18:25.000 --> 00:18:31.000]  他們於是乎在一般人的感覺上或意念上
[00:18:31.000 --> 00:18:35.000]  這批修士就是一隻腳踏在永恆世界
[00:18:35.000 --> 00:18:37.000]  一隻腳踏在現今世界的人
[00:18:37.000 --> 00:18:40.000]  他們差不多已經半個人跨入了永恆世界
[00:18:40.000 --> 00:18:44.000]  所以當他們看著這批修士的時候
[00:18:44.000 --> 00:18:50.000]  他們覺得他們已經特別親近到永恆的世界
[00:18:50.000 --> 00:18:53.000]  這批修士的起源是甚麼呢?
[00:18:53.000 --> 00:19:01.000]  基本上就是第四世紀初已經開始
[00:19:01.000 --> 00:19:05.000]  有一些修士跑到沙漠裏
[00:19:05.000 --> 00:19:10.000]  最初特別是在埃及利羅河口的地方
[00:19:10.000 --> 00:19:13.000]  以及敘利亞的沙漠
[00:19:13.000 --> 00:19:17.000]  很多修士在那裏起源,成為一個社群
[00:19:17.000 --> 00:19:20.000]  為甚麼這些人會跑到沙漠呢?
[00:19:20.000 --> 00:19:23.000]  一方面他們覺得教會太富有了
[00:19:23.000 --> 00:19:30.000]  他們想追求一些遠離世界財富的地方
[00:19:30.000 --> 00:19:31.000]  所以跑到沙漠
[00:19:31.000 --> 00:19:39.000]  另一方面在第四世紀、第五世紀的人的心目之中
[00:19:39.000 --> 00:19:44.000]  沙漠是一個妖魔居住的地方
[00:19:44.000 --> 00:19:47.000]  大家記得在聖經裏面記載
[00:19:47.000 --> 00:19:51.000]  當耶穌受浸之後
[00:19:51.000 --> 00:19:55.000]  聖靈帶領他到曠野裏面
[00:19:55.000 --> 00:19:57.000]  接受魔鬼的試探
[00:19:57.000 --> 00:19:59.000]  聖經也這樣記載
[00:19:59.000 --> 00:20:02.000]  你要接受魔鬼的試探
[00:20:02.000 --> 00:20:05.000]  就要去到曠野裏面
[00:20:05.000 --> 00:20:08.000]  所以對那些沙漠修士來說
[00:20:08.000 --> 00:20:10.000]  他們覺得他們去到沙漠
[00:20:10.000 --> 00:20:16.000]  一方面是逃避世俗的財富、世俗的腐敗、人的引誘
[00:20:16.000 --> 00:20:18.000]  另一方面是直搗黃奴
[00:20:18.000 --> 00:20:21.000]  去到妖魔居住的地方
[00:20:21.000 --> 00:20:24.000]  所以如果你看一些早期沙漠
[00:20:24.000 --> 00:20:28.000]  埃及沙漠的記載
[00:20:28.000 --> 00:20:30.000]  講到他們對沙漠修煉
[00:20:30.000 --> 00:20:33.000]  就會講到撒旦怎樣干擾他們
[00:20:33.000 --> 00:20:36.000]  撒旦有時化作一個人
[00:20:36.000 --> 00:20:39.000]  叫他們去到社群那裏
[00:20:39.000 --> 00:20:41.000]  我們需要你
[00:20:41.000 --> 00:20:43.000]  撒旦有時會化作妖魔
[00:20:43.000 --> 00:20:46.000]  會化作豺狼的聲音
[00:20:46.000 --> 00:20:47.000]  想嚇你
[00:20:47.000 --> 00:20:49.000]  引誘不到你就嚇你
[00:20:49.000 --> 00:20:52.000]  又引誘又不成功
[00:20:52.000 --> 00:20:54.000]  又嚇不到你
[00:20:54.000 --> 00:20:58.000]  你就煉成這個屬命神功
[00:20:58.000 --> 00:20:59.000]  九陽神功
[00:20:59.000 --> 00:21:01.000]  屬命巨人
[00:21:01.000 --> 00:21:05.000]  這些修士起源的時候
[00:21:05.000 --> 00:21:09.000]  通常是一些個別的修士
[00:21:09.000 --> 00:21:16.000]  當這些修士的傳統傳到西方
[00:21:16.000 --> 00:21:18.000]  傳到西歐的時候
[00:21:18.000 --> 00:21:22.000]  慢慢由個別修士變成修道院
[00:21:22.000 --> 00:21:26.000]  這個跟西羅馬帝國的瓦解
[00:21:26.000 --> 00:21:28.000]  上兩課都講過
[00:21:28.000 --> 00:21:29.000]  都有關係的
[00:21:29.000 --> 00:21:32.000]  當社會很混亂的時候
[00:21:32.000 --> 00:21:34.000]  沒有社會秩序的時候
[00:21:34.000 --> 00:21:37.000]  修道院的成立
[00:21:37.000 --> 00:21:39.000]  給你一種安全感
[00:21:39.000 --> 00:21:43.000]  所以這裏形容修道院是一種
[00:21:43.000 --> 00:21:47.000]  倒塌世界中的安全島
[00:21:47.000 --> 00:21:49.000]  甚麼是對己對人呢?
[00:21:49.000 --> 00:21:51.000]  這個解釋一點
[00:21:51.000 --> 00:21:55.000]  所以當修道院發展到西歐的時候
[00:21:55.000 --> 00:21:59.000]  在第六、七世紀繼續發展的時候
[00:21:59.000 --> 00:22:07.000]  慢慢由個別修士躲在沙漠或山洞
[00:22:07.000 --> 00:22:12.000]  變成一批修士建造一個修道院
[00:22:12.000 --> 00:22:16.000]  用磚頭建造一個修道院
[00:22:16.000 --> 00:22:20.000]  他們會在修道院的外面
[00:22:20.000 --> 00:22:22.000]  就是他的農田
[00:22:22.000 --> 00:22:24.000]  耕田後
[00:22:24.000 --> 00:22:26.000]  回到修道院裏面
[00:22:26.000 --> 00:22:28.000]  他可能看聖經
[00:22:28.000 --> 00:22:29.000]  上一課跟他說
[00:22:29.000 --> 00:22:31.000]  Necte de l'inna
[00:22:31.000 --> 00:22:34.000]  或者他會在修道院裏面敬拜神
[00:22:34.000 --> 00:22:40.000]  於是如果有強盜也好
[00:22:40.000 --> 00:22:45.000]  或者有外族人攻擊也好
[00:22:45.000 --> 00:22:48.000]  他們可以躲在修道院裏面
[00:22:48.000 --> 00:22:50.000]  上一課講過
[00:22:50.000 --> 00:22:54.000]  因為社會對他們的認識
[00:22:54.000 --> 00:22:58.000]  認識他們的所謂屬靈高人
[00:22:58.000 --> 00:23:02.000]  所以很多野蠻民族都不想搞擾他們
[00:23:02.000 --> 00:23:04.000]  不想惹怒神明
[00:23:04.000 --> 00:23:06.000]  一旦惹怒神明就無謂了
[00:23:06.000 --> 00:23:09.000]  他們躲在修道院裏面
[00:23:09.000 --> 00:23:11.000]  從實際的角度
[00:23:11.000 --> 00:23:14.000]  都是一個保護自己的方法
[00:23:14.000 --> 00:23:17.000]  可以這樣說
[00:23:17.000 --> 00:23:20.000]  野蠻民族要攻入修院裏面
[00:23:20.000 --> 00:23:22.000]  才可以殺死修士
[00:23:22.000 --> 00:23:24.000]  無謂做這件事
[00:23:24.000 --> 00:23:27.000]  修士可以在牆上扔東西下來
[00:23:27.000 --> 00:23:29.000]  扔死他們
[00:23:29.000 --> 00:23:32.000]  所以對自己是一個安全島
[00:23:32.000 --> 00:23:35.000]  對人的意思是甚麼呢?
[00:23:35.000 --> 00:23:37.000]  當時人的想法
[00:23:37.000 --> 00:23:41.000]  在一個很混亂的世代裏
[00:23:41.000 --> 00:23:45.000]  人自然會容易迷信
[00:23:45.000 --> 00:23:50.000]  為何有這麼多殺戮
[00:23:50.000 --> 00:23:52.000]  這麼多悲哀的事情發生
[00:23:52.000 --> 00:23:55.000]  世界上有很多邪魔
[00:23:55.000 --> 00:24:01.000]  所以如果某條村落附近有一個修道院
[00:24:01.000 --> 00:24:05.000]  那些農民都會有一種安全感
[00:24:05.000 --> 00:24:07.000]  有修道院在那裏
[00:24:07.000 --> 00:24:09.000]  你想像一下
