
[00:00:00.000 --> 00:00:26.000]  大家好,我們今天會開始講第二課,追尋基督王國的第二課,是講中世紀神學的故事。
[00:06:33.000 --> 00:06:36.000]  一個經常出現的問題就是
[00:06:36.000 --> 00:06:40.000]  基督教和猶太教的意義不同
[00:06:40.000 --> 00:06:42.000]  有甚麼類似、有甚麼不同
[00:06:42.000 --> 00:06:44.000]  舉個例子
[00:06:44.000 --> 00:06:46.000]  希伯來書強調
[00:06:46.000 --> 00:06:47.000]  很多東西
[00:06:47.000 --> 00:06:50.000]  新約的信仰是承繼舊約
[00:06:50.000 --> 00:06:52.000]  不過比它更加美善
[00:06:52.000 --> 00:06:54.000]  舊約有憲制
[00:06:54.000 --> 00:06:59.000]  但新約耶穌一次過將自己獻上
[00:06:59.000 --> 00:07:01.000]  還有在保羅
[00:07:01.000 --> 00:07:04.000]  通常有時候比較負面一點
[00:07:04.000 --> 00:07:06.000]  對猶太教的批判比較負面一點
[00:07:06.000 --> 00:07:08.000]  因為保羅要講到
[00:07:08.000 --> 00:07:12.000]  外邦人進入基督信仰的時候
[00:07:12.000 --> 00:07:16.000]  是不需要遵守猶太人的一堆律法
[00:07:16.000 --> 00:07:19.000]  於是經常討論這個問題
[00:07:19.000 --> 00:07:21.000]  基督徒要不要守律法呢?
[00:07:21.000 --> 00:07:22.000]  如果基督徒
[00:07:22.000 --> 00:07:24.000]  即是外邦的基督徒
[00:07:24.000 --> 00:07:26.000]  外邦人的基督徒要不要守律法
[00:07:26.000 --> 00:07:31.000]  如果外邦人的基督徒不需要守律法
[00:07:31.000 --> 00:07:34.000]  舊約的律法有甚麼功用呢?
[00:07:34.000 --> 00:07:37.000]  是否可以扔掉舊約呢?
[00:07:37.000 --> 00:07:39.000]  保羅的答案是不是
[00:07:39.000 --> 00:07:41.000]  希伯來書也說不是
[00:07:41.000 --> 00:07:45.000]  但為何我們不用守猶太人
[00:07:45.000 --> 00:07:47.000]  即是守摩西的律法
[00:07:47.000 --> 00:07:51.000]  但摩西的律法依然跟我們外邦人基督徒有關呢?
[00:07:51.000 --> 00:07:54.000]  新約是不斷地討論這個問題
[00:07:54.000 --> 00:07:57.000]  但我想我們今天一般的基督徒
[00:07:57.000 --> 00:08:01.000]  不會怎樣去想猶太人的律法
[00:08:01.000 --> 00:08:03.000]  是否需要行國禮
[00:08:03.000 --> 00:08:07.000]  沒有甚麼中國人基督徒會問這些問題
[00:08:07.000 --> 00:08:09.000]  所以我們不是要面對
[00:08:09.000 --> 00:08:11.000]  譬如舉個例子
[00:08:11.000 --> 00:08:15.000]  加拉太書保羅所面對的那種掙扎
[00:08:15.000 --> 00:08:18.000]  是否代表加拉太書對我們沒有關係呢?
[00:08:18.000 --> 00:08:19.000]  也不是
[00:08:19.000 --> 00:08:22.000]  其實加拉太書是闊一點來說的
[00:08:22.000 --> 00:08:26.000]  是說一些舊的傳統是否要遵守呢?
[00:08:26.000 --> 00:08:28.000]  在一些舊的傳統裏
[00:08:28.000 --> 00:08:30.000]  我們怎樣分辨哪些是好的
[00:08:30.000 --> 00:08:32.000]  我們應該遵守
[00:08:32.000 --> 00:08:34.000]  哪些是需要改變
[00:08:34.000 --> 00:08:35.000]  不是取代
[00:08:35.000 --> 00:08:37.000]  不過是需要形式改變
[00:08:37.000 --> 00:08:40.000]  以至更切合現在的需要
[00:08:40.000 --> 00:08:42.000]  哪些可能不應該扔掉
[00:08:42.000 --> 00:08:44.000]  因為這些是過時的事
[00:08:44.000 --> 00:08:46.000]  其實加拉太書是闊一點來說
[00:08:46.000 --> 00:08:48.000]  是反映這個議題
[00:08:48.000 --> 00:08:50.000]  但在我們今天之中
[00:08:50.000 --> 00:08:54.000]  哪些可能成為一些墨守成規的傳統呢?
[00:08:54.000 --> 00:08:58.000]  這就不是加拉太書直接回答得到的事了
[00:08:58.000 --> 00:09:02.000]  所以這就是所謂的神學翻譯的問題
[00:09:02.000 --> 00:09:05.000]  每個年代都有它
[00:09:05.000 --> 00:09:08.000]  即是那個年代上徒要面對的議題
[00:09:08.000 --> 00:09:12.000]  這些議題怎樣與新舊約討論
[00:09:12.000 --> 00:09:14.000]  新舊約討論的議題
[00:09:14.000 --> 00:09:18.000]  很多不是我們今天討論的議題
[00:09:18.000 --> 00:09:21.000]  怎樣將這些議題結連關係
[00:09:21.000 --> 00:09:24.000]  這就是神學反映的功課
[00:09:24.000 --> 00:09:26.000]  接著說下去
[00:09:26.000 --> 00:09:28.000]  所以在早期教會
[00:09:28.000 --> 00:09:32.000]  早期教會最關心的問題就是希臘哲學
[00:09:32.000 --> 00:09:38.000]  因為希臘哲學是一套很高深
[00:09:38.000 --> 00:09:41.000]  很豐富的一套哲學思想
[00:09:41.000 --> 00:09:44.000]  所以早期教會的教父就要問
[00:09:44.000 --> 00:09:52.000]  基督信仰與希臘一些很深入思考的
[00:09:52.000 --> 00:09:54.000]  無論是形而常學也好
[00:09:54.000 --> 00:09:56.000]  ethics論理學也好
[00:09:56.000 --> 00:09:58.000]  有甚麼關連呢?
[00:09:58.000 --> 00:10:02.000]  信了耶穌是否要扔掉希臘哲學呢?
[00:10:02.000 --> 00:10:05.000]  早期教父做了很多功課
[00:10:05.000 --> 00:10:06.000]  不過我們又不去說了
[00:10:06.000 --> 00:10:08.000]  因為這是早期教會的議題
[00:10:08.000 --> 00:10:12.000]  不過我們第一課已經說過了
[00:10:12.000 --> 00:10:17.000]  我們形容中世紀的年份
[00:10:17.000 --> 00:10:18.000]  第一課已經說過了
[00:10:18.000 --> 00:10:22.000]  我們基本上是由500年到1500年
[00:10:22.000 --> 00:10:28.000]  再說500年或1500年都不是甚麼分天道地的事情
[00:10:28.000 --> 00:10:30.000]  不過因為容易記
[00:10:30.000 --> 00:10:33.000]  所以我們是中世紀500到1500
[00:10:33.000 --> 00:10:37.000]  公元500年面對一個很重要的事
[00:10:37.000 --> 00:10:39.000]  就是第五世紀
[00:10:39.000 --> 00:10:41.000]  即是公元400年到公元500年
[00:10:41.000 --> 00:10:44.000]  基本上是羅馬帝國滅亡的年代
[00:10:44.000 --> 00:10:49.000]  公元500年西羅馬帝國就沒有了
[00:10:49.000 --> 00:10:53.000]  這裏給你的版圖可以看到
[00:10:53.000 --> 00:10:56.000]  上次也跟你說過了
[00:10:56.000 --> 00:11:02.000]  這些比較深色的就是羅馬帝國的版圖
[00:11:02.000 --> 00:11:05.000]  第四世紀的時候
[00:11:05.000 --> 00:11:09.000]  不斷地有Germanic tribes
[00:11:09.000 --> 00:11:12.000]  即是一、二萬民族入侵羅馬帝國
[00:11:12.000 --> 00:11:14.000]  Anglo-Saxons就去了這裏
[00:11:14.000 --> 00:11:16.000]  French就去了這裏
[00:11:16.000 --> 00:11:19.000]  還有Whistlegrowers、Wendels
[00:11:19.000 --> 00:11:20.000]  不多說了
[00:11:20.000 --> 00:11:22.000]  這些都是不同的民族
[00:11:22.000 --> 00:11:26.000]  總之西羅馬帝國就滅亡了
[00:11:26.000 --> 00:11:28.000]  中世紀的神學發展
[00:11:28.000 --> 00:11:32.000]  或者中世紀學術的發展
[00:11:32.000 --> 00:11:36.000]  記住神學也是整個社會學術發展的一部分
[00:11:36.000 --> 00:11:38.000]  中世紀神學的發展
[00:11:38.000 --> 00:11:43.000]  就要由西羅馬帝國覆亡開始
[00:11:43.000 --> 00:11:51.000]  而這個開始是一個令人心酸的開始
[00:11:51.000 --> 00:11:54.000]  因為希臘哲學說過
[00:11:54.000 --> 00:12:00.000]  其實已經有很多對自然科學、對世界、對倫理
[00:12:00.000 --> 00:12:03.000]  都有很多很深入的認識
[00:12:03.000 --> 00:12:07.000]  如果你是對希臘哲學有些認識的
[00:12:07.000 --> 00:12:10.000]  你可能聽過柏拉圖或者亞里士多德
[00:12:10.000 --> 00:12:16.000]  他們都是有一些非常深入思考的
[00:12:16.000 --> 00:12:20.000]  對自然世界或者對人心靈世界
[00:12:20.000 --> 00:12:23.000]  都有很多很深入的思考的文獻
[00:12:23.000 --> 00:12:26.000]  不過到了第五世紀
[00:12:26.000 --> 00:12:30.000]  當西羅馬帝國滅亡的時候
[00:12:30.000 --> 00:12:35.000]  很多這些作品就在西歐失傳了
[00:12:35.000 --> 00:12:39.000]  上次我都跟你說過
[00:12:39.000 --> 00:12:43.000]  當這些日耳曼民族攻入西羅馬帝國的時候
[00:12:43.000 --> 00:12:46.000]  他們不是建立另一個帝國
[00:12:46.000 --> 00:12:51.000]  因為這些Germanic people不是一個cohesive
[00:12:51.000 --> 00:12:53.000]  不是一堆團結的人
[00:12:53.000 --> 00:12:56.000]  他們基本上是每個民族各自打仗
[00:12:56.000 --> 00:13:00.000]  所以每個民族各自建立自己的疆土
[00:13:00.000 --> 00:13:03.000]  基本上西羅馬帝國滅亡之後
[00:13:03.000 --> 00:13:07.000]  歐洲就起碼是一盤散沙
[00:13:07.000 --> 00:13:09.000]  當一盤散沙的時候
[00:13:09.000 --> 00:13:12.000]  一切的學術就會消失
[00:13:12.000 --> 00:13:18.000]  這裏特別強調所謂學術研究的不穩定性
[00:13:18.000 --> 00:13:21.000]  即是說no stability
[00:13:21.000 --> 00:13:25.000]  學術研究其實是一種奢侈
[00:13:25.000 --> 00:13:27.000]  你想想像我這種人
[00:13:27.000 --> 00:13:30.000]  雷敬業或鍾臣叫我小雷
[00:13:30.000 --> 00:13:35.000]  像小雷這種人失蹤了
[00:13:35.000 --> 00:13:37.000]  對周圍的人有甚麼影響呢?
[00:13:37.000 --> 00:13:39.000]  我又不懂耕田
[00:13:39.000 --> 00:13:42.000]  所以食物對你沒有影響
[00:13:42.000 --> 00:13:43.000]  我又不懂養豬
[00:13:43.000 --> 00:13:45.000]  所以你繼續可以吃豬肉
[00:13:45.000 --> 00:13:46.000]  我只懂甚麼呢?
[00:13:46.000 --> 00:13:47.000]  我只懂吹水
[00:13:47.000 --> 00:13:49.000]  所以我這種人死了
[00:13:49.000 --> 00:13:51.000]  小雷這種人死了之後
[00:13:51.000 --> 00:13:53.000]  沒有人跟你吹水
[00:13:53.000 --> 00:13:56.000]  但你繼續有飯吃
[00:13:56.000 --> 00:13:57.000]  繼續有牛肉吃
[00:13:57.000 --> 00:13:58.000]  繼續有龍蝦吃
[00:13:58.000 --> 00:14:00.000]  你的生活可以繼續
[00:14:00.000 --> 00:14:04.000]  你最多跑步吧
[00:14:04.000 --> 00:14:06.000]  沒有人跟你吹水
[00:14:06.000 --> 00:14:08.000]  換句話說
[00:14:08.000 --> 00:14:14.000]  學術的消失對基本的生活影響
[00:14:14.000 --> 00:14:16.000]  是沒有甚麼影響的
[00:14:16.000 --> 00:14:20.000]  起碼沒有立時的影響
[00:14:20.000 --> 00:14:23.000]  學術一定是當一個社會
[00:14:23.000 --> 00:14:25.000]  富有到某一個地步
[00:14:25.000 --> 00:14:27.000]  以至有一批人
[00:14:27.000 --> 00:14:28.000]  可以這樣說
[00:14:28.000 --> 00:14:30.000]  用古代的比喻
[00:14:30.000 --> 00:14:32.000]  他又不用耕田
[00:14:32.000 --> 00:14:34.000]  然後他坐著
[00:14:34.000 --> 00:14:37.000]  只看書、吹水、寫書
[00:14:37.000 --> 00:14:39.000]  他已經找到飯吃了
[00:14:39.000 --> 00:14:42.000]  社會要養一批這樣的人
[00:14:42.000 --> 00:14:45.000]  坐著經常看書、寫書、吹水
[00:14:45.000 --> 00:14:47.000]  要養一批這樣的人
[00:14:47.000 --> 00:14:50.000]  一定要社會有某一程度的富有
[00:14:50.000 --> 00:14:54.000]  有所謂的正如的財富
[00:14:54.000 --> 00:14:57.000]  或者正如的生產力
[00:14:57.000 --> 00:15:02.000]  才可以讓一些所謂研究學術的人
[00:15:02.000 --> 00:15:04.000]  生存在這個社會裏
[00:15:04.000 --> 00:15:06.000]  基本上長話短說
[00:15:06.000 --> 00:15:10.000]  當西羅馬帝國滅亡之後
[00:15:10.000 --> 00:15:12.000]  社會就沒有這個空間
[00:15:12.000 --> 00:15:17.000]  基本上西歐的社會是經濟、政治大倒退
[00:15:17.000 --> 00:15:22.000]  經濟、政治大倒退帶來的就是學術的大倒退
[00:15:22.000 --> 00:15:27.000]  所以有些人認為中世紀是一個所謂黑暗年代
[00:15:27.000 --> 00:15:28.000]  The Dark Age
[00:15:28.000 --> 00:15:30.000]  這個基本上是Renaissance
[00:15:30.000 --> 00:15:34.000]  歐洲的文明復興運動的時候
[00:15:34.000 --> 00:15:37.000]  有時形容早期的中世紀
[00:15:37.000 --> 00:15:39.000]  用這個詞彙
[00:15:39.000 --> 00:15:42.000]  有些人以為整個中世紀
[00:15:42.000 --> 00:15:46.000]  即是由公元五百年到公元一千五百年都是這麼黑暗
[00:15:46.000 --> 00:15:48.000]  我想和你說的是
[00:15:48.000 --> 00:15:52.000]  的確大概很粗略地說
[00:15:52.000 --> 00:15:55.000]  公元五百到公元八百年的歐洲、西歐
[00:15:55.000 --> 00:16:00.000]  的確在學術上是一個很黑暗的年代
[00:16:00.000 --> 00:16:02.000]  因為社會很亂
[00:16:02.000 --> 00:16:06.000]  所以不能夠養一批的知識分子
[00:16:06.000 --> 00:16:08.000]  好好去做學術研究
[00:16:08.000 --> 00:16:10.000]  記住
[00:16:10.000 --> 00:16:14.000]  學術的研究不能夠靠一、兩個天才
[00:16:14.000 --> 00:16:16.000]  因為天才死了
[00:16:16.000 --> 00:16:18.000]  學識就會失蹤了
[00:16:18.000 --> 00:16:21.000]  學術研究要發展的話
[00:16:21.000 --> 00:16:24.000]  是需要institution
[00:16:24.000 --> 00:16:27.000]  一個機構或一個機制
[00:16:27.000 --> 00:16:32.000]  讓每一代學到的東西可以傳給下一代
[00:16:32.000 --> 00:16:35.000]  下一代增添了知識之後
[00:16:35.000 --> 00:16:37.000]  又再傳給下一代
[00:16:37.000 --> 00:16:40.000]  有這樣延續性的機制的時候
[00:16:40.000 --> 00:16:44.000]  學術才可以發揚光大
[00:16:44.000 --> 00:16:48.000]  可以說公元五百年的歐洲
[00:16:48.000 --> 00:16:50.000]  是完全沒有這樣的處境
[00:16:50.000 --> 00:16:53.000]  所以無論是哲學的反省
[00:16:53.000 --> 00:16:56.000]  或者是自然科學的知識
[00:16:56.000 --> 00:17:00.000]  在公元五百年是一個大倒退的年代
[00:17:00.000 --> 00:17:02.000]  好了
[00:17:02.000 --> 00:17:08.000]  我們開始講早中世紀的學術和神學發展
[00:17:08.000 --> 00:17:15.000]  坊間又有一個迷思或傳說
[00:17:15.000 --> 00:17:19.000]  教會一直都很限制學術自由
[00:17:19.000 --> 00:17:23.000]  其實這也是十九世紀某些
[00:17:23.000 --> 00:17:26.000]  原來是基督教會裏面的
[00:17:26.000 --> 00:17:30.000]  開始創造出來的神話
[00:17:30.000 --> 00:17:34.000]  基本上是基督新教的歷史人
[00:17:34.000 --> 00:17:37.000]  創造神話去攻擊羅馬天主教
[00:17:37.000 --> 00:17:41.000]  這個神話是怎樣來的我們又不講了
[00:17:41.000 --> 00:17:45.000]  不過我們今天想講的一件事
[00:17:45.000 --> 00:17:48.000]  就是教會限制學術自由
[00:17:48.000 --> 00:17:50.000]  正如我所說
[00:17:50.000 --> 00:17:53.000]  是一個神話in the pejorative sense
[00:17:53.000 --> 00:17:55.000]  不是一個神跡的神話
[00:17:55.000 --> 00:17:58.000]  而是一個作出來的故事
[00:17:58.000 --> 00:18:01.000]  其實中世紀的教會
[00:18:01.000 --> 00:18:06.000]  基本上對所謂科學或學術的發展
[00:18:06.000 --> 00:18:09.000]  大體上都是一個支持的態度
[00:18:09.000 --> 00:18:13.000]  而很多時候中世紀神學的發展
[00:18:13.000 --> 00:18:17.000]  和中世紀整個社會人民科學的發展
[00:18:17.000 --> 00:18:19.000]  是平衡發展的
[00:18:19.000 --> 00:18:22.000]  即是當中世紀的科學或人民科學
[00:18:22.000 --> 00:18:24.000]  發展得好的時候
[00:18:24.000 --> 00:18:26.000]  神學都是一個撐硬的時候
[00:18:26.000 --> 00:18:29.000]  當學術生活沒有的時候
[00:18:29.000 --> 00:18:32.000]  中世紀和那個時代的神學
[00:18:32.000 --> 00:18:34.000]  亦是乏善可陳的
[00:18:34.000 --> 00:18:36.000]  我講過了
[00:18:36.000 --> 00:18:39.000]  早中世紀,即是公元五百年
[00:18:39.000 --> 00:18:42.000]  基本上是一個大倒退的年代
[00:18:42.000 --> 00:18:45.000]  所以早中世紀的神學
[00:18:45.000 --> 00:18:47.000]  基本上亦是乏善可陳
[00:18:47.000 --> 00:18:51.000]  沒有甚麼創新的東西可以出來
[00:18:51.000 --> 00:18:55.000]  當公元五百年有這個所謂大倒退
[00:18:55.000 --> 00:18:57.000]  即是流馬帝國滅亡的時候
[00:18:57.000 --> 00:18:59.000]  面對這個處境的時候
[00:18:59.000 --> 00:19:04.000]  你可以說整個社會最重要要做的事
[00:19:04.000 --> 00:19:09.000]  不是尋求知識的邊界
[00:19:09.000 --> 00:19:11.000]  不是去研究新的東西
[00:19:11.000 --> 00:19:15.000]  而是保存已經有的知識
[00:19:15.000 --> 00:19:18.000]  所以中世紀的修道院
[00:19:18.000 --> 00:19:23.000]  對整個西方世界的知識的保存
[00:19:23.000 --> 00:19:26.000]  扮演了一個很重要的角色
[00:19:26.000 --> 00:19:30.000]  因為當兵荒馬亂的時候
[00:19:30.000 --> 00:19:32.000]  當這些Germanic tribes
[00:19:32.000 --> 00:19:36.000]  即是Germanic tribes最初落名的時候
[00:19:36.000 --> 00:19:37.000]  是搶食物的
[00:19:37.000 --> 00:19:40.000]  後來它們下來了,就留下來了
[00:19:40.000 --> 00:19:42.000]  當然大家要記住
[00:19:42.000 --> 00:19:47.000]  古代的歐洲比今天的歐洲冷很多
[00:19:47.000 --> 00:19:49.000]  全球暖化
[00:19:49.000 --> 00:19:54.000]  所以當年公元五百年住在德國的地方
[00:19:54.000 --> 00:19:56.000]  冬天很冷的
[00:19:56.000 --> 00:19:58.000]  所以它們喜歡藍葉
[00:19:58.000 --> 00:20:00.000]  因為是羅馬帝國的瓦解
[00:20:00.000 --> 00:20:02.000]  所以沒有人趕走它們
[00:20:02.000 --> 00:20:04.000]  或者趕得走它們
[00:20:04.000 --> 00:20:06.000]  所以它們留下了在歐洲
[00:20:06.000 --> 00:20:11.000]  南歐,即是法國、英國、意大利這些地方
[00:20:11.000 --> 00:20:14.000]  比較藍的地方,或者比較暖的地方
[00:20:14.000 --> 00:20:18.000]  當它們打下來的時候
[00:20:18.000 --> 00:20:25.000]  當然最初會和羅馬軍官或羅馬的兵丁打
[00:20:25.000 --> 00:20:27.000]  後來可能互相打
[00:20:27.000 --> 00:20:29.000]  即是France和Vikings打
[00:20:29.000 --> 00:20:31.000]  不過這些族人打的時候
[00:20:31.000 --> 00:20:34.000]  通常都是和打仗的人打
[00:20:34.000 --> 00:20:36.000]  可以這樣說,這是很自然的
[00:20:36.000 --> 00:20:39.000]  神跡人員有一個特色
[00:20:39.000 --> 00:20:41.000]  就是連所謂的Bavarians
[00:20:41.000 --> 00:20:45.000]  這些羅馬人叫野蠻人也好
[00:20:45.000 --> 00:20:50.000]  他們也意識到這些神跡人員的修士
[00:20:50.000 --> 00:20:52.000]  在修道院裏的修士
[00:20:52.000 --> 00:20:57.000]  我們下次講靈修會再詳細講修道院的興起
[00:20:57.000 --> 00:20:59.000]  不過這個只是假設
[00:20:59.000 --> 00:21:02.000]  早中世紀已經有很多修道院
[00:21:02.000 --> 00:21:04.000]  當這些Bavarians來到的時候
[00:21:04.000 --> 00:21:08.000]  他們也意識到這些修士
[00:21:08.000 --> 00:21:11.000]  可以這樣說,是政治中立的
[00:21:11.000 --> 00:21:14.000]  他們不是幫任何一個民族或政府去打仗的
[00:21:14.000 --> 00:21:16.000]  他們不打仗的
[00:21:16.000 --> 00:21:20.000]  修士只是躲在他們的堡壘裏
[00:21:20.000 --> 00:21:23.000]  只要你不去打他們的堡壘
[00:21:23.000 --> 00:21:25.000]  他們就不會理會你
[00:21:25.000 --> 00:21:27.000]  你可以想像一下
[00:21:27.000 --> 00:21:31.000]  香港,本來有個香港王在
[00:21:31.000 --> 00:21:34.000]  香港王中間有一間修道院
[00:21:34.000 --> 00:21:37.000]  你當甚麼都好,當我中臣
[00:21:37.000 --> 00:21:40.000]  我自己的學校中臣是一間修道院
[00:21:40.000 --> 00:21:43.000]  於是有個深圳王來到
[00:21:43.000 --> 00:21:45.000]  他就打敗了香港王
[00:21:45.000 --> 00:21:48.000]  但他知道中臣修道院裏的修士
[00:21:48.000 --> 00:21:52.000]  不理會金鐘那個到底是香港王還是深圳王
[00:21:52.000 --> 00:21:56.000]  總之他在修道院裏自己繼續禱告
[00:21:56.000 --> 00:21:58.000]  敬拜神就行了
[00:21:58.000 --> 00:22:02.000]  因為修道院有這種特色
[00:22:02.000 --> 00:22:04.000]  所以通常打仗
[00:22:04.000 --> 00:22:07.000]  就不會去燒掉修道院
[00:22:07.000 --> 00:22:11.000]  幾年也好,未必去殺修士
[00:22:11.000 --> 00:22:16.000]  當時的修道院
[00:22:16.000 --> 00:22:19.000]  你要想像很多修道院是有牆的
[00:22:19.000 --> 00:22:21.000]  他們會建圍牆
[00:22:21.000 --> 00:22:23.000]  那些修士
[00:22:23.000 --> 00:22:25.000]  你想像一下像少林高僧那樣
[00:22:25.000 --> 00:22:28.000]  未必有少林高僧的功夫那麼厲害
[00:22:28.000 --> 00:22:30.000]  不過那個年代的修士
[00:22:30.000 --> 00:22:35.000]  是預計了會拿劍拿刀
[00:22:35.000 --> 00:22:37.000]  可以保護修道院
[00:22:37.000 --> 00:22:43.000]  這批修士一來不必要去招惹他們
[00:22:43.000 --> 00:22:45.000]  二來他們未必很惹
[00:22:45.000 --> 00:22:47.000]  三來他們應該很神聖
[00:22:47.000 --> 00:22:50.000]  當然那些拜卑人未必信基督教
[00:22:50.000 --> 00:22:57.000]  但總之他們都意識到這些修士是神職人員
[00:22:57.000 --> 00:23:00.000]  等於基督徒
[00:23:00.000 --> 00:23:04.000]  可能有時見到道士和尚
