
[00:00:00.000 --> 00:00:11.400]  (字幕組:我已經在上字幕了,請大家多多指教)
[00:11:49.800 --> 00:11:54.800]  我們這個課程其實是集中看這本書
[00:11:54.800 --> 00:11:58.800]  可以說是四堂的主要學就是這本這麼厚的書
[00:11:58.800 --> 00:12:00.800]  濃縮的版本
[00:12:00.800 --> 00:12:06.800]  我們認真去思考基督復活是一件這樣的事
[00:12:06.800 --> 00:12:10.800]  如果你覺得這千頁的書買起來
[00:12:10.800 --> 00:12:12.800]  一來它貴
[00:12:12.800 --> 00:12:15.800]  二來它很厚
[00:12:15.800 --> 00:12:17.800]  而且要處理一些技術性的問題
[00:12:17.800 --> 00:12:21.800]  有一本是簡單一點的
[00:12:21.800 --> 00:12:25.800]  第二本叫做《天堂有什麼好期待》
[00:12:25.800 --> 00:12:31.800]  這本書可以說是《神而致的復活》的簡化版
[00:12:31.800 --> 00:12:35.800]  一個比較容易入口的版本
[00:12:35.800 --> 00:12:38.800]  他所討論的東西基本上都是
[00:12:38.800 --> 00:12:41.800]  中文的譯本就不太知道他在說什麼
[00:12:41.800 --> 00:12:42.800]  天堂有什麼好期待
[00:12:42.800 --> 00:12:44.800]  好像只說天堂
[00:12:44.800 --> 00:12:46.800]  但其實這本書不只是說天堂
[00:12:46.800 --> 00:12:48.800]  這本書是說到
[00:12:48.800 --> 00:12:50.800]  英文版就會比較清晰一點
[00:12:50.800 --> 00:12:55.800]  Surprised by hope, with thinking heaven, the resurrection and the mission of the church
[00:12:55.800 --> 00:12:58.800]  是說到基督復活這件事
[00:12:58.800 --> 00:13:02.800]  是會怎樣為教會帶來一個使命
[00:13:02.800 --> 00:13:04.800]  我們要問一個問題
[00:13:04.800 --> 00:13:07.800]  基督復活對現今的我們有什麼意義
[00:13:07.800 --> 00:13:12.800]  現今身處在教會的信徒有什麼意義和動力
[00:13:12.800 --> 00:13:14.800]  這本書我沒有實體版
[00:13:14.800 --> 00:13:16.800]  我買了電子版
[00:13:16.800 --> 00:13:18.800]  在Kindle或者讀墨
[00:13:18.800 --> 00:13:23.800]  其實大家都可以入購到這本電子版的書
[00:13:23.800 --> 00:13:27.800]  如果覺得這本書其實都是難消化的話
[00:13:27.800 --> 00:13:30.800]  還有另一本叫做《耶穌迷團》
[00:13:30.800 --> 00:13:33.800]  我今天也有帶到一本很薄的書
[00:13:33.800 --> 00:13:35.800]  這本很薄的書其實
[00:13:35.800 --> 00:13:37.800]  還要是三分一的篇幅
[00:13:37.800 --> 00:13:40.800]  是Anti-Right所寫的復活
[00:13:40.800 --> 00:13:44.800]  這本書在最後的三分一的部分
[00:13:44.800 --> 00:13:49.800]  就濃縮了賴特他怎樣去看耶穌基督的復活
[00:13:49.800 --> 00:13:54.800]  那一章就叫做復活的驚訝
[00:13:54.800 --> 00:13:56.800]  The Surprise of Resurrection
[00:13:56.800 --> 00:14:01.800]  所以這章所講的內容
[00:14:01.800 --> 00:14:08.800]  基本上都是頭兩本書加起來濃縮化的一個精華版
[00:14:08.800 --> 00:14:15.800]  我們最主要的課程就是進入賴特的寫作
[00:14:15.800 --> 00:14:20.800]  去看一看他怎樣去研究耶穌基督的復活
[00:14:20.800 --> 00:14:23.800]  賴特要處理的東西其實是很多的
[00:14:23.800 --> 00:14:28.800]  我們首先說一些我們這個課程是不會處理的東西
[00:14:28.800 --> 00:14:30.800]  不會那麼多處理的東西
[00:14:30.800 --> 00:14:32.800]  賴特要處理的課程就是
[00:14:32.800 --> 00:14:34.800]  他要面對人的質疑就是
[00:14:34.800 --> 00:14:36.800]  耶穌基督的復活只是一個傳說
[00:14:36.800 --> 00:14:38.800]  只是一個神話故事
[00:14:38.800 --> 00:14:43.800]  只是門徒感到耶穌的死亡傷感而創作的故事
[00:14:43.800 --> 00:14:46.800]  所以他在他的寫作裏面有一個篇幅
[00:14:46.800 --> 00:14:49.800]  是要捍衛耶穌基督復活的真實性
[00:14:49.800 --> 00:14:52.800]  這個課程我們就不會處理這個部分
[00:14:52.800 --> 00:14:54.800]  因為我們都是假設
[00:14:54.800 --> 00:14:58.800]  我們都是相信和認定耶穌基督的復活
[00:14:58.800 --> 00:15:03.800]  我們就不會處理耶穌基督是否真的復活這個真實性
[00:15:03.800 --> 00:15:05.800]  我們會處理甚麼呢?
[00:15:05.800 --> 00:15:10.800]  我們會處理復活的意義
[00:15:10.800 --> 00:15:13.800]  我們復活這件事
[00:15:13.800 --> 00:15:15.800]  過去的歷史事件和將來的盼望
[00:15:15.800 --> 00:15:18.800]  對於我們現今信徒生活的意義所在
[00:15:18.800 --> 00:15:22.800]  這個是我們最後希望可以處理到的問題
[00:15:22.800 --> 00:15:23.800]  那怎樣去處理呢?
[00:15:23.800 --> 00:15:28.800]  其實賴特的思路在他那本那麼厚的神兒子的復活
[00:15:28.800 --> 00:15:32.800]  他整個思路大概是這樣的
[00:15:32.800 --> 00:15:34.800]  他相信耶穌基督復活
[00:15:34.800 --> 00:15:36.800]  或者復活這個觀念
[00:15:36.800 --> 00:15:38.800]  不是石頭爆出來的道理
[00:15:38.800 --> 00:15:43.800]  亦不是受希臘哲學所影響的思潮而產生的運動
[00:15:43.800 --> 00:15:48.800]  復活這件事其實是非常直根在猶太文化
[00:15:48.800 --> 00:15:52.800]  並且是在舊約聖經傳承下來的一些盼望
[00:15:52.800 --> 00:15:57.800]  所以其實是舊約有談論到復活和死後世界的問題
[00:15:57.800 --> 00:16:01.800]  舊約裏面的以色列持定一些盼望
[00:16:01.800 --> 00:16:05.800]  這些盼望接著下來就是問在兩日之間
[00:16:05.800 --> 00:16:10.800]  新約聖經和舊約聖經中間空白的時期
[00:16:10.800 --> 00:16:13.800]  亦可能是但爾理書成書的時期
[00:16:13.800 --> 00:16:15.800]  這個第二聖殿時期
[00:16:15.800 --> 00:16:17.800]  人們怎樣去說復活呢?
[00:16:17.800 --> 00:16:20.800]  原來我們通過賴特的寫作的時候
[00:16:20.800 --> 00:16:22.800]  我們會發現其實在第二聖殿時期
[00:16:22.800 --> 00:16:27.800]  猶太人已經是不斷地說復活這件事
[00:16:27.800 --> 00:16:33.800]  承接著這些舊約和第二聖殿時期一些復活的觀念
[00:16:33.800 --> 00:16:36.800]  耶穌基督的確是復活了
[00:16:36.800 --> 00:16:40.800]  但是這個復活其實有三個關鍵字
[00:16:40.800 --> 00:16:41.800]  第一就是傳承
[00:16:41.800 --> 00:16:44.800]  說的是耶穌基督的復活
[00:16:44.800 --> 00:16:49.800]  是真的傳承了猶太人所期待復活的一些元素
[00:16:49.800 --> 00:16:52.800]  耶穌基督的復活是彰顯了出來
[00:16:52.800 --> 00:16:55.800]  是完美了出來 是圓滿了
[00:16:55.800 --> 00:16:59.800]  除了傳承 即是continuity
[00:16:59.800 --> 00:17:01.800]  還有一個是顛覆性
[00:17:01.800 --> 00:17:04.800]  即是reversal的模特
[00:17:04.800 --> 00:17:07.800]  意思是說耶穌的復活這件事
[00:17:07.800 --> 00:17:14.800]  是會推翻了舊約或兩約之間猶太人所期待的復活
[00:17:14.800 --> 00:17:17.800]  是推翻了某一些觀念
[00:17:17.800 --> 00:17:19.800]  最後一隻字就是更新
[00:17:19.800 --> 00:17:23.800]  既不是絕對的傳承 又不是顛覆
[00:17:23.800 --> 00:17:26.800]  即是reinterpretation 一個重新的詮釋
[00:17:26.800 --> 00:17:28.800]  更新某一些觀念
[00:17:28.800 --> 00:17:34.800]  因此耶穌基督的復活就真的屹立在猶太文化裏
[00:17:34.800 --> 00:17:38.800]  而這個猶太文化 耶穌基督復活了這件事之後
[00:17:38.800 --> 00:17:44.800]  讓新約聖經都依循基督的復活進行寫作
[00:17:44.800 --> 00:17:47.800]  譬如保羅的書信 四方的結局
[00:17:47.800 --> 00:17:51.800]  或者新約其他聖經的書卷
[00:17:51.800 --> 00:17:54.800]  其實都會因著基督而復活
[00:17:54.800 --> 00:17:59.800]  當然都是帶著猶太文化的一些legacy
[00:17:59.800 --> 00:18:01.800]  一些對復活的觀念
[00:18:01.800 --> 00:18:05.800]  他重新詮釋 重新去定位基督的復活
[00:18:05.800 --> 00:18:10.800]  當然基督的復活是會指向將來的新天生地
[00:18:10.800 --> 00:18:13.800]  亦都是我們很關心的將來事件會是怎樣
[00:18:13.800 --> 00:18:16.800]  我們死後會發生甚麼事
[00:18:16.800 --> 00:18:22.800]  其實在聖經裏面都會談及我們將來的盼望是如何
[00:18:22.800 --> 00:18:24.800]  但這個都不是最重點
[00:18:24.800 --> 00:18:27.800]  最重點的是我們要問的
[00:18:27.800 --> 00:18:30.800]  或者這個課程我們很想探究的問題
[00:18:30.800 --> 00:18:32.800]  就是過去的歷史事件
[00:18:32.800 --> 00:18:37.800]  將來的盼望應許如何去塑造我們信徒現今的生活
[00:18:37.800 --> 00:18:41.800]  如何復活的歷史事件
[00:18:41.800 --> 00:18:44.800]  以及將來我們會復活的這個盼望
[00:18:44.800 --> 00:18:49.800]  會讓我們的現今可以得到一個意義向前走
[00:18:49.800 --> 00:18:56.800]  這個就大致上是賴特寫過三本書裏面的一個思路
[00:18:56.800 --> 00:19:02.800]  其實可以說都是我們這個主要學的課程
[00:19:02.800 --> 00:19:05.800]  其實都是會探討這一類型的問題
[00:19:05.800 --> 00:19:08.800]  我們第一課 待會我們會說的就是
[00:19:08.800 --> 00:19:12.800]  舊約聖經如何去談死後世界
[00:19:12.800 --> 00:19:14.800]  如何去談復活
[00:19:14.800 --> 00:19:16.800]  以及如何去談以色列的盼望
[00:19:16.800 --> 00:19:19.800]  我們第一課會處理這個部分
[00:19:19.800 --> 00:19:24.800]  下一課我們會處理第二聖殿時期的復活盼望
[00:19:24.800 --> 00:19:27.800]  亦都是在耶穌時代的時候
[00:19:27.800 --> 00:19:31.800]  即是在耶穌出生前的一二百年
[00:19:31.800 --> 00:19:35.800]  以及在新約聖經成書的這段期間
[00:19:35.800 --> 00:19:40.800]  究竟猶太人或者是在第二聖經的文獻
[00:19:40.800 --> 00:19:43.800]  或者是在福音書的一些人
[00:19:43.800 --> 00:19:45.800]  例如是伯利賽人 薩都哥人
[00:19:45.800 --> 00:19:49.800]  例如是一些活大拉的瑪利亞
[00:19:49.800 --> 00:19:50.800]  或者是馬大
[00:19:50.800 --> 00:19:52.800]  這些人如何去看復活
[00:19:52.800 --> 00:19:56.800]  我們會探討 第二課會探討這個課題
[00:19:56.800 --> 00:19:59.800]  第三課我們會先處理空墳墓
[00:19:59.800 --> 00:20:03.800]  我們首先會看一看保羅的核心教義
[00:20:03.800 --> 00:20:05.800]  之所以會看保羅的核心教義
[00:20:05.800 --> 00:20:09.800]  賴特是相信保羅書上成書的時間
[00:20:09.800 --> 00:20:13.800]  是會比四福音成書早
[00:20:13.800 --> 00:20:18.800]  亦都是保羅是最先去展述基督復活的一個使徒
[00:20:18.800 --> 00:20:23.800]  我們會看看保羅如何去捍衛耶穌基督的復活
[00:20:23.800 --> 00:20:28.800]  最後一課我們就真的回到四福音的復活的序士
[00:20:28.800 --> 00:20:33.800]  每一卷書 四福音最後都會有講到耶穌基督的復活
[00:20:33.800 --> 00:20:37.800]  他們所重視的東西都有少少不同
[00:20:37.800 --> 00:20:39.800]  雖然都是描述同一件事
[00:20:39.800 --> 00:20:43.800]  但是會有四個角度帶出四個重要的神學信息
[00:20:43.800 --> 00:20:47.800]  另外我們最後一課都會花少少時間看看
[00:20:47.800 --> 00:20:50.800]  將來新天新地 亦都是啟示錄所描述的
[00:20:50.800 --> 00:20:53.800]  究竟活後的世界是怎樣
[00:20:53.800 --> 00:20:58.800]  這就是大致上四課會探討到的內容
[00:20:58.800 --> 00:21:00.800]  就是這樣
[00:21:00.800 --> 00:21:05.800]  當然其實賴特去研究耶穌基督的復活
[00:21:05.800 --> 00:21:10.800]  其實都是有一定的不同的思想
[00:21:10.800 --> 00:21:12.800]  所以在這個課程開始的時候
[00:21:12.800 --> 00:21:17.800]  我會首先去講一講賴特對於復活的主要觀點
[00:21:17.800 --> 00:21:22.800]  亦都是我們未必需要完全去同意
[00:21:22.800 --> 00:21:27.800]  因為這個課程叫做再次思考耶穌基督的復活
[00:21:27.800 --> 00:21:31.800]  我們首先認識了賴特對復活的主要觀點
[00:21:31.800 --> 00:21:36.800]  接下來的四課我們會看看他怎樣去建構這些觀點
[00:21:36.800 --> 00:21:39.800]  我們這個課程其實是不會批判到這些觀點
[00:21:39.800 --> 00:21:47.800]  因為連認識和了解這些觀點都需要一些時間和力氣
[00:21:47.800 --> 00:21:49.800]  更加不要說批判
[00:21:49.800 --> 00:21:56.800]  我們可以首先帶著一個導航或懶人包的角度
[00:21:56.800 --> 00:21:59.800]  我們首先去概覽一下賴特的觀點
[00:21:59.800 --> 00:22:03.800]  當然我們未必完全是認同或理解
[00:22:03.800 --> 00:22:09.800]  我們都需要花四課的時間慢慢去看一看他怎樣去建構這些觀點
[00:22:09.800 --> 00:22:13.800]  但為了不要讓這個課程非常之get lost
[00:22:13.800 --> 00:22:18.800]  我首先去講一講其實賴特對於復活的思路究竟是怎樣看
[00:22:18.800 --> 00:22:23.800]  首先我們可以看第一個段落
