
[00:00:00.000 --> 00:00:02.000]  大型節目 早安
[00:01:41.000 --> 00:01:42.000]  大家要吃飯
[00:01:42.000 --> 00:01:43.000]  子女要讀書
[00:01:43.000 --> 00:01:45.000]  就是這麼簡單
[00:01:45.000 --> 00:01:47.000]  所以我爸爸小時候
[00:01:47.000 --> 00:01:48.000]  你問他什麼
[00:01:48.000 --> 00:01:49.000]  他就這樣回應
[00:01:49.000 --> 00:01:50.000]  所以我媽到今天
[00:01:50.000 --> 00:01:52.000]  經常都說
[00:01:52.000 --> 00:01:53.000]  爸爸那時候是怎樣的呢
[00:01:53.000 --> 00:01:55.000]  做到胃潰瘍
[00:01:55.000 --> 00:01:57.000]  做到吐血
[00:01:57.000 --> 00:01:58.000]  但反過來
[00:01:58.000 --> 00:02:01.000]  當媽媽問他
[00:02:01.000 --> 00:02:03.000]  痛不痛
[00:02:03.000 --> 00:02:05.000]  不痛
[00:02:05.000 --> 00:02:07.000]  你信不信
[00:02:07.000 --> 00:02:10.000]  所以其實你會發覺
[00:02:10.000 --> 00:02:11.000]  當我預備
[00:02:11.000 --> 00:02:13.000]  今天這邊到的時候
[00:02:13.000 --> 00:02:15.000]  現在多了一個功能
[00:02:15.000 --> 00:02:16.000]  大家都可以玩玩的
[00:02:16.000 --> 00:02:18.000]  最近很喜歡和AI聊天
[00:02:18.000 --> 00:02:21.000]  我就和AI聊聊天
[00:02:21.000 --> 00:02:22.000]  我就給了題目他
[00:02:22.000 --> 00:02:24.000]  我說 作為現代男性
[00:02:24.000 --> 00:02:26.000]  身為爸爸和丈夫
[00:02:26.000 --> 00:02:29.000]  可能面對的壓力是什麼
[00:02:29.000 --> 00:02:32.000]  之後不說就自可
[00:02:32.000 --> 00:02:34.000]  一說的時候
[00:02:34.000 --> 00:02:36.000]  就一堆出來
[00:02:36.000 --> 00:02:38.000]  我先和大家說一說
[00:02:38.000 --> 00:02:41.000]  這個人工智能和大家說
[00:02:41.000 --> 00:02:42.000]  它說什麼呢
[00:02:42.000 --> 00:02:44.000]  在身體層面方面
[00:02:44.000 --> 00:02:47.000]  工作壓力和長時間的工作
[00:02:47.000 --> 00:02:49.000]  導致身體的疲倦
[00:02:49.000 --> 00:02:51.000]  因應工作和家庭的需要
[00:02:51.000 --> 00:02:54.000]  而失去了個人的運動和健康時間
[00:02:54.000 --> 00:02:56.000]  生活作息不規律
[00:02:56.000 --> 00:02:57.000]  飲食習慣不好
[00:02:57.000 --> 00:02:59.000]  在心理層面
[00:02:59.000 --> 00:03:02.000]  需要負起家庭的經濟重擔
[00:03:02.000 --> 00:03:04.000]  維持家庭的生活
[00:03:04.000 --> 00:03:05.000]  在工作和家庭之間
[00:03:05.000 --> 00:03:06.000]  努力取得平衡
[00:03:06.000 --> 00:03:08.000]  時間分配困難
[00:03:08.000 --> 00:03:10.000]  面對孩子的教育
[00:03:10.000 --> 00:03:12.000]  和家庭管理的挑戰
[00:03:12.000 --> 00:03:13.000]  感到壓力
[00:03:13.000 --> 00:03:15.000]  照顧配偶和家人的需求
[00:03:15.000 --> 00:03:17.000]  自我照顧的時間不足
[00:03:17.000 --> 00:03:19.000]  靈性層面
[00:03:19.000 --> 00:03:23.000]  缺乏個人的靜修和探索生命意義的時間
[00:03:23.000 --> 00:03:26.000]  在道德和價值的選擇上
[00:03:26.000 --> 00:03:28.000]  和家人產生衝突
[00:03:28.000 --> 00:03:32.000]  無法滿足個人成長和自我實現的需求
[00:03:32.000 --> 00:03:35.000]  缺乏宗教和靈性生活上的寄託
[00:03:35.000 --> 00:03:38.000]  我就說給多一點資料給我
[00:03:38.000 --> 00:03:39.000]  我又給多一句
[00:03:39.000 --> 00:03:40.000]  你進一步告訴我是怎樣
[00:03:40.000 --> 00:03:42.000]  然後他又告訴我
[00:03:42.000 --> 00:03:44.000]  經濟壓力
[00:03:44.000 --> 00:03:47.000]  必須擔起家庭的主要經濟支柱的角色
[00:03:47.000 --> 00:03:50.000]  需要維持家庭生活足夠的費用
[00:03:50.000 --> 00:03:53.000]  包括住屋、教育和保險
[00:03:53.000 --> 00:03:55.000]  收入是否足夠
[00:03:55.000 --> 00:03:57.000]  是否能夠滿足家庭的需要
[00:03:57.000 --> 00:03:59.000]  工作和家庭的平衡
[00:03:59.000 --> 00:04:03.000]  工作繁忙常常需要加班和出差
[00:04:03.000 --> 00:04:06.000]  難以抽出足夠的時間陪伴家人
[00:04:06.000 --> 00:04:10.000]  如何在工作和家庭的責任之間取得平衡
[00:04:10.000 --> 00:04:12.000]  子女教育的壓力
[00:04:12.000 --> 00:04:16.000]  如何有效地去管理和引導子女的成長
[00:04:16.000 --> 00:04:20.000]  擔心無法充分了解孩子的需求和心理
[00:04:20.000 --> 00:04:24.000]  擔心教導方式是否恰當
[00:04:24.000 --> 00:04:26.000]  夫婦關係的維繫
[00:04:26.000 --> 00:04:29.000]  如何維繫夫婦之間的溝通和親密
[00:04:29.000 --> 00:04:34.000]  面對伴侶情緒的問題或矛盾時的處理
[00:04:34.000 --> 00:04:37.000]  協調家庭的決策和分工
[00:04:37.000 --> 00:04:39.000]  自我照顧的壓力
[00:04:39.000 --> 00:04:42.000]  缺乏個人的空間和獨處的時間
[00:04:42.000 --> 00:04:46.000]  難以保持運動鍛鍊和良好的作息
[00:04:46.000 --> 00:04:49.000]  情緒管理和壓力的釋放
[00:04:49.000 --> 00:04:51.000]  家庭角色的轉型
[00:04:51.000 --> 00:04:54.000]  傳統父權社會角色的轉變
[00:04:54.000 --> 00:04:57.000]  如何適應更多家庭照顧的責任
[00:04:57.000 --> 00:05:00.000]  自我認同和價值的重塑
[00:05:00.000 --> 00:05:05.000]  只是聽完都覺得崩潰
[00:05:05.000 --> 00:05:09.000]  所以你會發覺
[00:05:09.000 --> 00:05:12.000]  《團道書》難怪會說
[00:05:12.000 --> 00:05:15.000]  因為多有智慧就多有受範
[00:05:15.000 --> 00:05:17.000]  增加知識就增加憂傷
[00:05:17.000 --> 00:05:19.000]  你花了這麼多時間
[00:05:19.000 --> 00:05:21.000]  你的感覺就是崩潰
[00:05:21.000 --> 00:05:24.000]  所以再問多一句
[00:05:24.000 --> 00:05:27.000]  各位爸爸累不累?
[00:05:27.000 --> 00:05:32.000]  今早小朋友獻詩
[00:05:32.000 --> 00:05:34.000]  他獻的詩歌其中有一句
[00:05:34.000 --> 00:05:36.000]  是很觸動我的
[00:05:36.000 --> 00:05:38.000]  這句話說
[00:05:38.000 --> 00:05:40.000]  當爸爸有一天
[00:05:40.000 --> 00:05:42.000]  你的頭髮白了的時候
[00:05:42.000 --> 00:05:44.000]  我要反過來照顧你
[00:05:44.000 --> 00:05:46.000]  我就哭了出來
[00:05:46.000 --> 00:05:47.000]  為什麼呢?
[00:05:47.000 --> 00:05:49.000]  我爸爸是一個這樣的男人
[00:05:49.000 --> 00:05:52.000]  小時候不要說牽手
[00:05:52.000 --> 00:05:54.000]  不要說擁抱
[00:05:54.000 --> 00:05:56.000]  談話也很難
[00:05:56.000 --> 00:05:58.000]  所以我最印象的
[00:05:58.000 --> 00:06:00.000]  就是我爸爸在一次很生氣的時候
[00:06:00.000 --> 00:06:02.000]  我想他應該是很生氣
[00:06:02.000 --> 00:06:03.000]  打了我一巴掌之後
[00:06:03.000 --> 00:06:04.000]  我就流鼻血
[00:06:04.000 --> 00:06:07.000]  之後我媽媽就馬上拉著他
[00:06:07.000 --> 00:06:09.000]  她說你不可以這樣打他
[00:06:09.000 --> 00:06:10.000]  我爸爸還很生氣
[00:06:10.000 --> 00:06:11.000]  他是我的兒子
[00:06:11.000 --> 00:06:13.000]  為什麼我沒有權力打他?
[00:06:13.000 --> 00:06:15.000]  我媽媽就說你有權教他
[00:06:15.000 --> 00:06:17.000]  但是你沒有權力打他
[00:06:17.000 --> 00:06:20.000]  引起了一次小小的衝突
[00:06:20.000 --> 00:06:21.000]  但是我很記得
[00:06:21.000 --> 00:06:22.000]  當我爸爸年老了
[00:06:22.000 --> 00:06:23.000]  真的退休了
[00:06:23.000 --> 00:06:25.000]  我爸爸就很
[00:06:25.000 --> 00:06:28.000]  你可以說有一點不幸
[00:06:28.000 --> 00:06:31.000]  他在退休那年的時間中風
[00:06:31.000 --> 00:06:32.000]  所以後來的時間
[00:06:32.000 --> 00:06:34.000]  他的活動也是差
[00:06:34.000 --> 00:06:36.000]  但是我爸爸很堅強
[00:06:36.000 --> 00:06:37.000]  同樣道理
[00:06:37.000 --> 00:06:38.000]  你問他有沒有事
[00:06:38.000 --> 00:06:39.000]  沒有事
[00:06:39.000 --> 00:06:40.000]  之後他爸爸
[00:06:40.000 --> 00:06:41.000]  我爸爸真的很厲害
[00:06:41.000 --> 00:06:44.000]  所以後來他康復之後
[00:06:44.000 --> 00:06:47.000]  他霸佔了整個廚房
[00:06:47.000 --> 00:06:49.000]  他要霸佔著廚房煮飯
[00:06:49.000 --> 00:06:50.000]  不讓我媽媽進去
[00:06:50.000 --> 00:06:52.000]  之後就一直
[00:06:52.000 --> 00:06:53.000]  我很感恩
[00:06:53.000 --> 00:06:54.000]  照顧到自己
[00:06:54.000 --> 00:06:55.000]  我們家庭裡面
[00:06:55.000 --> 00:06:56.000]  又不需要太吃力
[00:06:56.000 --> 00:06:58.000]  但是到了我爸爸年紀大一點
[00:06:58.000 --> 00:07:00.000]  大概八十歲左右
[00:07:00.000 --> 00:07:02.000]  真的行動不方便
[00:07:02.000 --> 00:07:03.000]  大家都經歷過
[00:07:03.000 --> 00:07:05.000]  我爸爸開始走不了
[00:07:05.000 --> 00:07:06.000]  我跟他說
[00:07:06.000 --> 00:07:09.000]  用拐杖好不好
[00:07:09.000 --> 00:07:10.000]  大家知道了
[00:07:10.000 --> 00:07:12.000]  不用
[00:07:12.000 --> 00:07:13.000]  之後的時間
[00:07:13.000 --> 00:07:15.000]  肯用拐杖
[00:07:15.000 --> 00:07:16.000]  後來的時間
[00:07:16.000 --> 00:07:17.000]  你刺一下
[00:07:17.000 --> 00:07:18.000]  你也知道
[00:07:18.000 --> 00:07:19.000]  這樣的速度
[00:07:19.000 --> 00:07:22.000]  由家裡刺到診所
[00:07:22.000 --> 00:07:24.000]  要多久
[00:07:24.000 --> 00:07:25.000]  最初的時候
[00:07:25.000 --> 00:07:28.000]  我用輪椅推你好不好
[00:07:28.000 --> 00:07:29.000]  當然不好
[00:07:29.000 --> 00:07:30.000]  但是到了後來的時間
[00:07:30.000 --> 00:07:31.000]  也很感恩
[00:07:31.000 --> 00:07:32.000]  哄到他
[00:07:32.000 --> 00:07:33.000]  推輪椅
[00:07:33.000 --> 00:07:34.000]  我很記得
[00:07:34.000 --> 00:07:35.000]  特別有一次
[00:07:35.000 --> 00:07:36.000]  我記得
[00:07:36.000 --> 00:07:38.000]  我推他去
[00:07:38.000 --> 00:07:40.000]  除了推他去覆診
[00:07:40.000 --> 00:07:42.000]  我也推他去剪頭髮
[00:07:42.000 --> 00:07:45.000]  有一次我推他上去輕鐵道
[00:07:45.000 --> 00:07:46.000]  他對著窗口
[00:07:46.000 --> 00:07:48.000]  我在後面拍了一張照片
[00:07:48.000 --> 00:07:49.000]  在後面拍著他白頭髮
[00:07:49.000 --> 00:07:50.000]  在後面拍了一張照片
[00:07:50.000 --> 00:07:51.000]  這張照片我放在Facebook
[00:07:51.000 --> 00:07:54.000]  所以每一年都會走出來
[00:07:54.000 --> 00:07:58.000]  我記得那次的圖畫是怎樣的
[00:07:58.000 --> 00:07:59.000]  我看到頭髮
[00:07:59.000 --> 00:08:00.000]  我忍不住
[00:08:00.000 --> 00:08:01.000]  你記住
[00:08:01.000 --> 00:08:03.000]  以前我怎樣也不敢碰我爸爸
[00:08:03.000 --> 00:08:05.000]  然後我就在摸他的頭髮
[00:08:05.000 --> 00:08:07.000]  我在兩手摸他的頭髮
[00:08:07.000 --> 00:08:09.000]  然後我爸爸
[00:08:09.000 --> 00:08:12.000]  他就怎樣說呢
[00:08:12.000 --> 00:08:13.000]  喂
[00:08:13.000 --> 00:08:15.000]  你做什麼
[00:08:15.000 --> 00:08:17.000]  然後他就說
[00:08:17.000 --> 00:08:19.000]  你當我是小孩嗎
[00:08:19.000 --> 00:08:24.000]  我記得那次上帝給我智慧
[00:08:24.000 --> 00:08:27.000]  我真的彎腰在他耳邊跟他說
[00:08:27.000 --> 00:08:29.000]  我當然當你是小孩
[00:08:29.000 --> 00:08:31.000]  你現在在我手上
[00:08:31.000 --> 00:08:36.000]  然後我還記得我爸爸的笑容
[00:08:36.000 --> 00:08:39.000]  那種甜
[00:08:39.000 --> 00:08:43.000]  那種他在做很硬的男人的時候
[00:08:43.000 --> 00:08:45.000]  感受不到的甜
[00:08:45.000 --> 00:08:47.000]  我第一次可以碰爸爸
[00:08:47.000 --> 00:08:49.000]  我第一次可以抱爸爸
[00:08:49.000 --> 00:08:51.000]  所以很感謝神
[00:08:51.000 --> 00:08:53.000]  在最後那幾年的時間
[00:08:53.000 --> 00:08:55.000]  都能夠可以去照顧他多一點
[00:08:55.000 --> 00:08:56.000]  幫助他多一點
[00:08:56.000 --> 00:08:57.000]  和他一起多一點
[00:08:57.000 --> 00:08:59.000]  這是上帝給我來引典
[00:08:59.000 --> 00:09:02.000]  這是上帝給予我很多的修補
[00:09:02.000 --> 00:09:06.000]  所以當爸爸累不累
[00:09:06.000 --> 00:09:07.000]  累
[00:09:07.000 --> 00:09:11.000]  這篇詩篇其實是大衛寫的
[00:09:11.000 --> 00:09:13.000]  有些學者估計應該是大衛未作
[00:09:13.000 --> 00:09:15.000]  大衛王的時候
[00:09:15.000 --> 00:09:17.000]  他還是一個牧羊人的時候的作品
[00:09:17.000 --> 00:09:21.000]  即是說他當時是一個大自然的裏面
[00:09:21.000 --> 00:09:22.000]  他很單純
[00:09:22.000 --> 00:09:24.000]  他很真實地去體驗和感受
[00:09:24.000 --> 00:09:26.000]  當時的氣氛
[00:09:26.000 --> 00:09:29.000]  所以也可以從這篇詩篇裏面
[00:09:29.000 --> 00:09:31.000]  你可以體會到
[00:09:31.000 --> 00:09:33.000]  其實大衛他一生裏面
[00:09:33.000 --> 00:09:36.000]  其實他和上帝的關係
[00:09:36.000 --> 00:09:40.000]  為什麼能夠令到他可以去跨越
[00:09:40.000 --> 00:09:42.000]  這麼多不容易的困難
[00:09:42.000 --> 00:09:44.000]  所以我今天特別將這篇詩篇
[00:09:44.000 --> 00:09:46.000]  送給每一個的爸爸
[00:09:46.000 --> 00:09:49.000]  坦白說我自己都是男人
[00:09:49.000 --> 00:09:50.000]  我們其中有一個
[00:09:50.000 --> 00:09:54.000]  我不知道是我們的優點還是盲點
[00:09:54.000 --> 00:09:56.000]  我們總是會覺得有很多東西
[00:09:56.000 --> 00:09:58.000]  我們不要連累人
[00:09:58.000 --> 00:10:00.000]  我們不要麻煩到人
[00:10:00.000 --> 00:10:02.000]  所以很多時候我們都是
[00:10:02.000 --> 00:10:05.000]  很多東西都是自己吞了就算了
[00:10:05.000 --> 00:10:07.000]  但如果你問我們作為一個男人
[00:10:07.000 --> 00:10:09.000]  我們自己有沒有需要
[00:10:09.000 --> 00:10:11.000]  我們有需要
[00:10:11.000 --> 00:10:14.000]  我們都需要一個地方
[00:10:14.000 --> 00:10:15.000]  我們可以去休息
[00:10:15.000 --> 00:10:17.000]  我們都需要一個地方
[00:10:17.000 --> 00:10:19.000]  我們可以傾心吐耳
[00:10:19.000 --> 00:10:21.000]  這篇詩篇他一開始的時候
[00:10:21.000 --> 00:10:23.000]  他說耶和華是我的牧者
[00:10:23.000 --> 00:10:25.000]  我必不自缺乏
[00:10:25.000 --> 00:10:27.000]  他使我躺在清草地上
[00:10:27.000 --> 00:10:30.000]  令我在可安潔的水邊
[00:10:30.000 --> 00:10:32.000]  大衛他很清楚
[00:10:32.000 --> 00:10:35.000]  上帝創造他
[00:10:35.000 --> 00:10:38.000]  上帝創造你是寶貴的
[00:10:38.000 --> 00:10:42.000]  上帝創造你不是要你受苦
[00:10:42.000 --> 00:10:43.000]  請大家記得
[00:10:43.000 --> 00:10:45.000]  今天雖然我們的生活裏面
[00:10:45.000 --> 00:10:47.000]  我們會覺得很辛苦
[00:10:47.000 --> 00:10:48.000]  但你要記得
[00:10:48.000 --> 00:10:51.000]  這個不是上帝的原意
[00:10:51.000 --> 00:10:52.000]  如果大家還記得
[00:10:52.000 --> 00:10:55.000]  這個是罪帶來的結果
[00:10:55.000 --> 00:10:58.000]  為什麼今天我們汗流浹背
[00:10:58.000 --> 00:11:00.000]  是當日當他們犯罪
[00:11:00.000 --> 00:11:01.000]  得罪上帝的時候
[00:11:01.000 --> 00:11:04.000]  上帝給男人的一個懲罰
[00:11:04.000 --> 00:11:06.000]  是罪的結果
[00:11:06.000 --> 00:11:08.000]  所以當今天如果你問我
[00:11:08.000 --> 00:11:11.000]  我們怎樣才可以不苦
[00:11:11.000 --> 00:11:16.000]  回到上帝面前
[00:11:16.000 --> 00:11:18.000]  在大自然的創造底下
[00:11:18.000 --> 00:11:20.000]  其實我們每一個人都很渺小
[00:11:20.000 --> 00:11:23.000]  我們的能力其實很有限
[00:11:23.000 --> 00:11:24.000]  來到上帝面前
[00:11:24.000 --> 00:11:28.000]  我們不需要再去裝作自己強大
[00:11:28.000 --> 00:11:30.000]  我們只需要來到上帝面前
[00:11:30.000 --> 00:11:32.000]  變回一個小朋友
[00:11:32.000 --> 00:11:34.000]  變回一個很微小
[00:11:34.000 --> 00:11:36.000]  被他創造的一個小孩就行了
[00:11:36.000 --> 00:11:40.000]  我們有天父、爸爸在
[00:11:40.000 --> 00:11:43.000]  這個是你的底氣
[00:11:43.000 --> 00:11:46.000]  所以如果當你認定
[00:11:46.000 --> 00:11:48.000]  他才是你的目者
[00:11:48.000 --> 00:11:50.000]  在他的帶領之下的時候
[00:11:50.000 --> 00:11:53.000]  你是什麼都不會缺乏
[00:11:53.000 --> 00:11:54.000]  因為這段經文說
[00:11:54.000 --> 00:11:56.000]  他會帶領我們去到一個
[00:11:56.000 --> 00:11:58.000]  最適合需要的地方
[00:11:58.000 --> 00:12:00.000]  他會提供一切
[00:12:00.000 --> 00:12:03.000]  他會帶我們去到青草地
[00:12:03.000 --> 00:12:05.000]  去到水邊
[00:12:05.000 --> 00:12:08.000]  青草地和水邊
[00:12:08.000 --> 00:12:11.000]  是上帝才知道你的生命裡面
[00:12:11.000 --> 00:12:13.000]  最需要的是什麼
[00:12:13.000 --> 00:12:15.000]  有時候我們去到某些地方
[00:12:15.000 --> 00:12:18.000]  我們自己都不明白
[00:12:18.000 --> 00:12:19.000]  我們都不明白為何上帝
[00:12:19.000 --> 00:12:21.000]  會帶我們去到這個地方
[00:12:21.000 --> 00:12:23.000]  但你要放心
[00:12:23.000 --> 00:12:25.000]  上帝知道那個地方
[00:12:25.000 --> 00:12:27.000]  才是你最需要
[00:12:27.000 --> 00:12:29.000]  是你生命裡面最需要
[00:12:29.000 --> 00:12:31.000]  可能不只是物質
[00:12:31.000 --> 00:12:34.000]  可能還有其他東西
[00:12:34.000 --> 00:12:37.000]  所以他繼續說下去
[00:12:37.000 --> 00:12:39.000]  他使我的靈魂蘇醒
[00:12:39.000 --> 00:12:41.000]  為自己的名引導我走二路
[00:12:41.000 --> 00:12:43.000]  我雖行過死刑的憂骨
[00:12:43.000 --> 00:12:45.000]  但我受害因為你與我同在
[00:12:45.000 --> 00:12:48.000]  你的障你的肝都安慰我
[00:12:48.000 --> 00:12:52.000]  天父爸爸是你生命的引導者
[00:12:52.000 --> 00:12:54.000]  所以你不需要懼怕
[00:12:54.000 --> 00:12:56.000]  你不需要擔心
[00:12:56.000 --> 00:12:59.000]  靈魂蘇醒在另外一個版本
[00:12:59.000 --> 00:13:01.000]  新普及版裡面
[00:13:01.000 --> 00:13:04.000]  它譯為是重新得力
[00:13:04.000 --> 00:13:09.000]  上帝讓你重新得力
[00:13:09.000 --> 00:13:11.000]  當你累的時候
[00:13:11.000 --> 00:13:14.000]  你一定要去到神的面前
[00:13:14.000 --> 00:13:17.000]  你一定要定正到神的面前
[00:13:17.000 --> 00:13:21.000]  你才能夠找回你的出路
[00:13:21.000 --> 00:13:23.000]  我記得早一段日子
[00:13:23.000 --> 00:13:26.000]  我自己都遭遇到一些很不開心的事情
[00:13:26.000 --> 00:13:30.000]  我自己都會覺得有些事情很遺憾
[00:13:30.000 --> 00:13:32.000]  然後的時間
[00:13:32.000 --> 00:13:35.000]  在這裡去想是沒有用的
[00:13:35.000 --> 00:13:37.000]  我就與勵士牧師請了幾天假
[00:13:37.000 --> 00:13:39.000]  我就在那個時間
[00:13:39.000 --> 00:13:41.000]  我見到兩個人
[00:13:41.000 --> 00:13:42.000]  一個是我兒子
[00:13:42.000 --> 00:13:44.000]  所以我兒子在台灣
[00:13:44.000 --> 00:13:46.000]  第二個的時候
[00:13:46.000 --> 00:13:48.000]  我很想見天父
[00:13:48.000 --> 00:13:49.000]  勵士牧師就很害怕
[00:13:49.000 --> 00:13:51.000]  他說想見天父
[00:13:51.000 --> 00:13:53.000]  我說不是我要安靜
[00:13:53.000 --> 00:13:56.000]  我就飛去台灣
[00:13:56.000 --> 00:13:59.000]  當然第一晚當然是找我兒子吃飯
[00:13:59.000 --> 00:14:00.000]  但我想告訴大家
[00:14:00.000 --> 00:14:01.000]  我與我兒子吃飯
[00:14:01.000 --> 00:14:05.000]  一句都沒有透露
[00:14:05.000 --> 00:14:07.000]  之後他吃完飯很安慰
[00:14:07.000 --> 00:14:09.000]  第二天的時候
[00:14:09.000 --> 00:14:12.000]  去了一個我夢寐以求的地方
[00:14:12.000 --> 00:14:13.000]  是我很多年都想去
[00:14:13.000 --> 00:14:15.000]  但我沒有機會去
[00:14:15.000 --> 00:14:17.000]  就是那個叫做
[00:14:17.000 --> 00:14:19.000]  沙溪還是清溪我不記得了
[00:14:19.000 --> 00:14:22.000]  十分左右的地方
[00:14:22.000 --> 00:14:24.000]  我很想去
[00:14:24.000 --> 00:14:26.000]  去到那裡之後
[00:14:26.000 --> 00:14:27.000]  其實我很感恩
[00:14:27.000 --> 00:14:29.000]  沒有什麼人
[00:14:29.000 --> 00:14:31.000]  很少遊客
[00:14:31.000 --> 00:14:33.000]  我見到每一個都很真誠
[00:14:33.000 --> 00:14:36.000]  每一個的當主都很真誠
[00:14:36.000 --> 00:14:38.000]  坐下來和他們聊天
[00:14:38.000 --> 00:14:40.000]  他們會很友善
[00:14:40.000 --> 00:14:42.000]  會和你講
[00:14:42.000 --> 00:14:43.000]  我又問問他們
[00:14:43.000 --> 00:14:45.000]  你們的生活如何
[00:14:45.000 --> 00:14:46.000]  很好
[00:14:46.000 --> 00:14:47.000]  好像朋友一樣
[00:14:47.000 --> 00:14:49.000]  他們問我很好奇
[00:14:49.000 --> 00:14:50.000]  你從哪裡來的
[00:14:50.000 --> 00:14:51.000]  我說香港來的
[00:14:51.000 --> 00:14:52.000]  香港啊
[00:14:52.000 --> 00:14:54.000]  現在很少香港遊客
[00:14:54.000 --> 00:14:55.000]  聊了一段時間
[00:14:55.000 --> 00:14:57.000]  然後另外一個環節
[00:14:57.000 --> 00:14:59.000]  我自己一個慢慢走
[00:14:59.000 --> 00:15:00.000]  走到那裡
[00:15:00.000 --> 00:15:02.000]  大家有看過電影節目
[00:15:02.000 --> 00:15:03.000]  知道很多鐵路
[00:15:03.000 --> 00:15:04.000]  舊的鐵路
[00:15:04.000 --> 00:15:06.000]  有很多舊的火車
[00:15:06.000 --> 00:15:08.000]  有很多一個很美的地方
[00:15:08.000 --> 00:15:10.000]  我在那裡坐了很久
[00:15:10.000 --> 00:15:11.000]  有些人去到那裡
[00:15:11.000 --> 00:15:13.000]  他覺得很悶
[00:15:13.000 --> 00:15:15.000]  我說我不說
[00:15:15.000 --> 00:15:18.000]  我在那裡坐了四五個小時
[00:15:18.000 --> 00:15:21.000]  我在那裡和上帝聊天
[00:15:21.000 --> 00:15:23.000]  當我去看回上帝
[00:15:23.000 --> 00:15:25.000]  你去創造這一切的時候
[00:15:25.000 --> 00:15:26.000]  我突然間會發覺
[00:15:26.000 --> 00:15:29.000]  我所面對的東西原來很小
[00:15:29.000 --> 00:15:31.000]  很少
[00:15:31.000 --> 00:15:32.000]  當我今天
[00:15:32.000 --> 00:15:33.000]  我自己覺得我自己面對的東西
[00:15:33.000 --> 00:15:35.000]  好像大到我自己沒辦法
[00:15:35.000 --> 00:15:37.000]  可以再去撐的時候
