
[00:00:00.000 --> 00:00:02.000]  接着是宣道的時間
[00:03:55.520 --> 00:03:58.520]  耶復他一看見她就撕裂衣服
[00:03:58.520 --> 00:04:01.520]  說:愛在我的女兒啊!
[00:04:01.520 --> 00:04:03.520]  你使我非常悲痛
[00:04:03.520 --> 00:04:05.520]  叫我十分為難了
[00:04:05.520 --> 00:04:08.520]  因為我已經向耶華開了口
[00:04:08.520 --> 00:04:10.520]  不能收回
[00:04:10.520 --> 00:04:13.520]  他女兒對他說:我的父親啊!
[00:04:13.520 --> 00:04:15.520]  你既向耶華開了口
[00:04:15.520 --> 00:04:19.520]  就當照你口中所說的向我行
[00:04:19.520 --> 00:04:25.520]  因為耶華已經在你的仇敵阿們人身上為你報了仇
[00:04:25.520 --> 00:04:27.520]  她又對父親說:
[00:04:27.520 --> 00:04:31.520]  我只求你這件事給我兩個月
[00:04:31.520 --> 00:04:37.520]  讓我和同伴下到山裡保衛我的同政愛戶
[00:04:37.520 --> 00:04:40.520]  耶復他說:你去吧
[00:04:40.520 --> 00:04:42.520]  他就讓她離開兩個月
[00:04:42.520 --> 00:04:44.520]  她和同伴去了
[00:04:44.520 --> 00:04:47.520]  在山裡為她的同政哀哭
[00:04:47.520 --> 00:04:51.520]  過了兩個月她回到父親那裡
[00:04:51.520 --> 00:04:54.520]  父親就照他所許的願向她行了
[00:04:54.520 --> 00:04:57.520]  她從來沒有親近男人
[00:04:57.520 --> 00:05:00.520]  於是以色列人中有個風俗
[00:05:00.520 --> 00:05:02.520]  每年安卓日期
[00:05:02.520 --> 00:05:06.520]  以色列的女子要去為羈烈人耶復他的女兒
[00:05:06.520 --> 00:05:09.520]  哀哭四天
[00:05:09.520 --> 00:05:11.520]  正經讀筆
[00:05:11.520 --> 00:05:15.520]  今晚我們有陳靜娟姑娘在我們當中正道
[00:05:15.520 --> 00:05:19.520]  陳靜娟姑娘是我們本堂的愛語傳道
[00:05:19.520 --> 00:05:21.520]  她今天的講題就是
[00:05:21.520 --> 00:05:24.520]  從耶復他事件看生命檢測
[00:05:24.520 --> 00:05:26.520]  我們有請陳姑娘
[00:05:26.520 --> 00:05:33.520]  親姐妹平安
[00:05:33.520 --> 00:05:36.520]  在我們正道之前
[00:05:36.520 --> 00:05:37.520]  感謝我們的上主
[00:05:37.520 --> 00:05:39.520]  因為你是全能的神
[00:05:39.520 --> 00:05:41.520]  感謝你的帶領
[00:05:41.520 --> 00:05:45.520]  你讓我們可以在這個環境裡
[00:05:45.520 --> 00:05:47.520]  無論身在家中或何處
[00:05:47.520 --> 00:05:49.520]  仍然可以去敬拜你
[00:05:49.520 --> 00:05:50.520]  歌頌讚美你
[00:05:50.520 --> 00:05:53.520]  這是你對我們一個莫大的恩典
[00:05:53.520 --> 00:05:54.520]  我們感謝你
[00:05:54.520 --> 00:05:56.520]  你繼續對我們每個人講說話
[00:05:56.520 --> 00:05:58.520]  求你幫助我們明白
[00:05:58.520 --> 00:06:00.520]  更加去進行你的話語
[00:06:00.520 --> 00:06:02.520]  參獻上的祈禱
[00:06:02.520 --> 00:06:04.520]  奉靠主耶穌基督的聖名
[00:06:04.520 --> 00:06:05.520]  阿們
[00:06:05.520 --> 00:06:08.520]  今天會和大家看的
[00:06:08.520 --> 00:06:11.520]  《事司紀》十一章
[00:06:11.520 --> 00:06:13.520]  其實這段經文
[00:06:13.520 --> 00:06:17.520]  按照教會一直以來的安排
[00:06:17.520 --> 00:06:19.520]  會是
[00:06:19.520 --> 00:06:24.520]  這次來看耶復他事司
[00:06:24.520 --> 00:06:27.520]  經文覆蓋範圍相當廣
[00:06:27.520 --> 00:06:31.520]  包括了十一章和十二章的七節
[00:06:31.520 --> 00:06:33.520]  題目很明顯
[00:06:33.520 --> 00:06:35.520]  從事件
[00:06:35.520 --> 00:06:39.520]  到文中
[00:06:39.520 --> 00:06:44.520]  本身有十二個事司記載
[00:06:44.520 --> 00:06:48.520]  當中有六個事司比較突出
[00:06:48.520 --> 00:06:50.520]  而這六個事司
[00:06:50.520 --> 00:06:52.520]  你會知道他們的名字
[00:06:52.520 --> 00:06:55.520]  我不會逐一讀
[00:06:55.520 --> 00:06:57.520]  不過你會知道這六個名字
[00:06:57.520 --> 00:07:01.520]  第五個就是耶復他
[00:07:01.520 --> 00:07:05.520]  而關於事司紀的記載
[00:07:05.520 --> 00:07:08.520]  是圍繞著
[00:07:08.520 --> 00:07:12.520]  主前的1373至1049年
[00:07:12.520 --> 00:07:16.520]  在這三百多年的時間裏
[00:07:16.520 --> 00:07:18.520]  以色列人經歷了
[00:07:18.520 --> 00:07:22.520]  有太平、有活役、有被懲罰
[00:07:22.520 --> 00:07:23.520]  然後悔改
[00:07:23.520 --> 00:07:25.520]  然後神拯救
[00:07:25.520 --> 00:07:27.520]  他們得到太平
[00:07:27.520 --> 00:07:28.520]  然後又一個循環
[00:07:28.520 --> 00:07:30.520]  就是如此類推
[00:07:30.520 --> 00:07:34.520]  現在我們來看耶復他這個事司
[00:07:34.520 --> 00:07:36.520]  要說耶復他
[00:07:36.520 --> 00:07:38.520]  首先要看背景
[00:07:38.520 --> 00:07:40.520]  他是如何出場的呢?
[00:07:40.520 --> 00:07:44.520]  經文記載在第十章
[00:07:44.520 --> 00:07:47.520]  第十章的十三節
[00:07:47.520 --> 00:07:53.520]  有提到以色列人再次犯罪
[00:07:53.520 --> 00:07:58.520]  經文是這樣說的
[00:07:58.520 --> 00:08:02.520]  經文裏面我們會看到第十三節
[00:08:02.520 --> 00:08:06.520]  提到耶和華不再救以色列了
[00:08:06.520 --> 00:08:09.520]  但是到了十章的十六節
[00:08:09.520 --> 00:08:12.520]  耶和華因為見到以色列人
[00:08:12.520 --> 00:08:15.520]  他們除掉他們中間的外邦臣
[00:08:15.520 --> 00:08:17.520]  再次侍奉耶和華
[00:08:17.520 --> 00:08:20.520]  所以耶和華因為以色列人受的苦難
[00:08:20.520 --> 00:08:23.520]  心中擔憂
[00:08:23.520 --> 00:08:27.520]  於是他又再想拯救以色列人
[00:08:27.520 --> 00:08:30.520]  來到十章的十七、十八節
[00:08:30.520 --> 00:08:34.520]  提到激烈民眾和首領
[00:08:34.520 --> 00:08:37.520]  相議要去攻打阿滿人
[00:08:37.520 --> 00:08:39.520]  問題來了
[00:08:39.520 --> 00:08:42.520]  到底誰可以做領袖
[00:08:42.520 --> 00:08:45.520]  帶他們去攻打阿滿人呢?
[00:08:45.520 --> 00:08:48.520]  如果看完十章十八節
[00:08:48.520 --> 00:08:52.520]  很自然可以跳到十一章的四和五節
[00:08:52.520 --> 00:08:55.520]  因為十一章的四和五節
[00:08:55.520 --> 00:08:57.520]  那裏是這樣說
[00:08:57.520 --> 00:08:59.520]  「過了些日子
[00:08:59.520 --> 00:09:03.520]  阿滿人攻打以色列
[00:09:03.520 --> 00:09:07.520]  阿滿人攻打以色列的時候
[00:09:07.520 --> 00:09:14.520]  激烈的長老去請耶佛他從陀伯地回來」
[00:09:14.520 --> 00:09:18.520]  經文裏面已經提到長老
[00:09:18.520 --> 00:09:21.520]  打算去找耶佛他回來
[00:09:21.520 --> 00:09:23.520]  但是為什麼會找這個人呢?
[00:09:23.520 --> 00:09:26.520]  所以十一章的一到三節
[00:09:26.520 --> 00:09:32.520]  其實就插入了關於他一些個人的背景
[00:09:32.520 --> 00:09:35.520]  十一章的一、二、三節
[00:09:35.520 --> 00:09:37.520]  單看第一節已經有一個形容詞
[00:09:37.520 --> 00:09:38.520]  形容他說
[00:09:38.520 --> 00:09:42.520]  「耶佛他是個大能的勇士」
[00:09:42.520 --> 00:09:45.520]  是一個大能的勇士
[00:09:45.520 --> 00:09:47.520]  不過有一個問題來了
[00:09:47.520 --> 00:09:49.520]  原來他是一個妓女的兒子
[00:09:49.520 --> 00:09:53.520]  所以後來當激烈的妻子
[00:09:53.520 --> 00:09:56.520]  也生了其他幾個兒子的時候
[00:09:56.520 --> 00:10:01.520]  激烈的妻子的其他兒子就要趕耶佛他出去
[00:10:01.520 --> 00:10:05.520]  於是耶佛他不能夠繼承產業
[00:10:05.520 --> 00:10:08.520]  結果他就要逃離他的兄弟
[00:10:08.520 --> 00:10:11.520]  第三節這樣說
[00:10:11.520 --> 00:10:14.520]  「有些無賴的人聚集在他那裏
[00:10:14.520 --> 00:10:17.520]  與他一同出入」
[00:10:17.520 --> 00:10:19.520]  在經文裏面你會發覺
[00:10:19.520 --> 00:10:21.520]  原來耶佛他這個人
[00:10:21.520 --> 00:10:23.520]  他真是一個大能的勇士
[00:10:23.520 --> 00:10:26.520]  甚至他可以吸引到一些匪徒、流氓
[00:10:26.520 --> 00:10:30.520]  或者所謂無賴的人來追隨他
[00:10:30.520 --> 00:10:32.520]  無論怎樣也好
[00:10:32.520 --> 00:10:36.520]  你會見到他真是一個有能力的人
[00:10:36.520 --> 00:10:38.520]  可能就是這個原因
[00:10:38.520 --> 00:10:43.520]  所以長老就看見他打得可以做領袖
[00:10:43.520 --> 00:10:48.520]  於是就專程想著去找他回來
[00:10:48.520 --> 00:10:52.520]  當我們看見第一到三節
[00:10:52.520 --> 00:10:55.520]  神任用人的時候
[00:10:55.520 --> 00:11:00.520]  的確不一定會看他的背景或者他的出身
[00:11:00.520 --> 00:11:04.520]  雖然對很多人來說
[00:11:04.520 --> 00:11:09.520]  或者你會覺得自己的背景不是很光彩
[00:11:09.520 --> 00:11:12.520]  不是很好的出身
[00:11:12.520 --> 00:11:16.520]  但是原來上帝仍然可以使用你
[00:11:16.520 --> 00:11:20.520]  當然人也要自己有準備
[00:11:20.520 --> 00:11:23.520]  人不是因為自己的出身不好
[00:11:23.520 --> 00:11:25.520]  而怨天尤人
[00:11:25.520 --> 00:11:28.520]  反而其實上帝已經給每一個人
[00:11:28.520 --> 00:11:30.520]  有他的恩賜
[00:11:30.520 --> 00:11:34.520]  他只需要好好鍛鍊自己這些恩賜
[00:11:34.520 --> 00:11:36.520]  也把握機會
[00:11:36.520 --> 00:11:37.520]  善用恩賜
[00:11:37.520 --> 00:11:40.520]  仍然能夠服侍神
[00:11:40.520 --> 00:11:44.520]  當然也有學者會去想
[00:11:44.520 --> 00:11:52.520]  其實當長老要尋找合適的人去做領袖的時候
[00:11:52.520 --> 00:11:54.520]  其實他們有沒有考慮到
[00:11:54.520 --> 00:11:57.520]  那個人是怎樣一個適合的人呢?
[00:11:57.520 --> 00:12:01.520]  是否純粹只是看他是否一個大有能力的人
[00:12:01.520 --> 00:12:04.520]  或者有才幹的人呢?
[00:12:04.520 --> 00:12:06.520]  回看
[00:12:06.520 --> 00:12:12.520]  這裡提到耶律他母親是一個妓女
[00:12:12.520 --> 00:12:14.520]  其實從這一點你會發現
[00:12:14.520 --> 00:12:18.520]  原來當時以色列的背景
[00:12:18.520 --> 00:12:21.520]  已經有妓女存在
[00:12:21.520 --> 00:12:24.520]  而這件事根本不是上帝的喜悅
[00:12:24.520 --> 00:12:27.520]  不是在神的旨意裏面
[00:12:27.520 --> 00:12:31.520]  所以其實《史詩記》一直到第十一章
[00:12:31.520 --> 00:12:35.520]  已經記載到那個社會的狀況
[00:12:35.520 --> 00:12:38.520]  是走向一個腐敗的情況
[00:12:38.520 --> 00:12:43.520]  結果長老找到
[00:12:43.520 --> 00:12:50.520]  在第十一章第四節開始
[00:12:50.520 --> 00:12:56.520]  提到耶律他如何成為一個領袖
[00:12:56.520 --> 00:13:01.520]  在第十一章第四節第五節提到他們出現了
[00:13:01.520 --> 00:13:06.520]  然後第六節開始就是一些對話
[00:13:06.520 --> 00:13:09.520]  這些長老對耶律他說
[00:13:09.520 --> 00:13:13.520]  「你快要做我們的指揮官了」
[00:13:13.520 --> 00:13:18.520]  「幫我們和那些阿滿人去打仗」
[00:13:18.520 --> 00:13:21.520]  第七節
[00:13:21.520 --> 00:13:23.520]  耶律他的回應是
[00:13:23.520 --> 00:13:25.520]  「你們不是恨我嗎?趕我出庫監嗎?」
[00:13:25.520 --> 00:13:30.520]  「你們遭遇急難的時候,為甚麼來找我?」
[00:13:30.520 --> 00:13:34.520]  激烈的長老又回答
[00:13:34.520 --> 00:13:39.520]  「我們現在回來找你,就是想你和我們去打仗」
[00:13:39.520 --> 00:13:43.520]  「也做激烈所有居民的領袖」
[00:13:43.520 --> 00:13:46.520]  第九節
[00:13:46.520 --> 00:13:49.520]  這是耶律他的一個疑問
[00:13:49.520 --> 00:13:53.520]  雖然在和合本翻譯出來好像是一句句子
[00:13:53.520 --> 00:13:57.520]  不過如果你看到另外一個NIV的英文譯本
[00:13:57.520 --> 00:13:59.520]  和另外一個新譯本
[00:13:59.520 --> 00:14:03.520]  你就會發現它的意思不是一個句子
[00:14:03.520 --> 00:14:05.520]  而是一個問號
[00:14:05.520 --> 00:14:08.520]  就是「Will I really be your head?」
[00:14:08.520 --> 00:14:10.520]  第九節的最後那句
[00:14:10.520 --> 00:14:12.520]  「如果我真的和阿滿人打仗」
[00:14:12.520 --> 00:14:15.520]  「而耶和華又將他們交給我」
[00:14:15.520 --> 00:14:20.520]  「是不是這樣你們真的讓我做你們的領袖呢?」
[00:14:20.520 --> 00:14:22.520]  激烈的長老就說
[00:14:22.520 --> 00:14:25.520]  「是,有耶和華讓我們中間作勝」
[00:14:25.520 --> 00:14:28.520]  「所以你一定可以照你的話去做」
[00:14:28.520 --> 00:14:29.520]  第十一節
[00:14:29.520 --> 00:14:36.520]  就是講到耶律他怎樣跟隨長老回去了
[00:14:36.520 --> 00:14:38.520]  而在這件事上
[00:14:38.520 --> 00:14:40.520]  或者你也會問
[00:14:40.520 --> 00:14:47.520]  耶律他心裏面真的很想
[00:14:47.520 --> 00:14:51.520]  很想去為主侍奉
[00:14:51.520 --> 00:14:55.520]  抑或其實他的生命裏面
[00:14:55.520 --> 00:14:58.520]  是有其他的原因
[00:14:58.520 --> 00:15:01.520]  是很想做領袖呢?
[00:15:01.520 --> 00:15:03.520]  剛才也提過
[00:15:03.520 --> 00:15:06.520]  激烈的長老去找到耶律他的原因
[00:15:06.520 --> 00:15:08.520]  是不是單從看到他的才能
[00:15:08.520 --> 00:15:10.520]  有沒有留意他的品格
[00:15:10.520 --> 00:15:13.520]  甚至有沒有尋求過上帝的旨意呢?
[00:15:13.520 --> 00:15:17.520]  而耶律他本來是被趕出去的人
[00:15:17.520 --> 00:15:19.520]  都是經過一輪的協商之後
[00:15:19.520 --> 00:15:22.520]  才答應出來做領袖
[00:15:22.520 --> 00:15:25.520]  似乎他真的很懂得把握這個時機
[00:15:25.520 --> 00:15:28.520]  為自己著想
[00:15:28.520 --> 00:15:32.520]  去到第十二節到二十八節
[00:15:32.520 --> 00:15:36.520]  一開始沒有請主席幫我們讀出來
[00:15:36.520 --> 00:15:39.520]  但其實十二到二十八節
[00:15:39.520 --> 00:15:44.520]  那段經文主要是提到
[00:15:44.520 --> 00:15:47.520]  耶律他這個人的確真的頗聰明
[00:15:47.520 --> 00:15:52.520]  他不是直接就馬上就去打仗
[00:15:52.520 --> 00:15:56.520]  而是在經文裏面
[00:15:56.520 --> 00:15:58.520]  當十二節的時候
[00:15:58.520 --> 00:16:00.520]  他問到阿們人
[00:16:00.520 --> 00:16:02.520]  他派人去問阿們人的王
[00:16:02.520 --> 00:16:03.520]  你們這樣做
[00:16:03.520 --> 00:16:05.520]  為甚麼會來攻打我的地呢?
[00:16:05.520 --> 00:16:07.520]  你和我有甚麼相干呢?
[00:16:07.520 --> 00:16:09.520]  接著十三節
[00:16:09.520 --> 00:16:13.520]  阿們人就提出了一個原因
[00:16:13.520 --> 00:16:15.520]  而這個原因就是因為
[00:16:15.520 --> 00:16:18.520]  以色列以前從埃及地上來的時候
[00:16:18.520 --> 00:16:21.520]  是佔據了他們阿們人的地
[00:16:21.520 --> 00:16:25.520]  接著從阿聯河到雅伯河
[00:16:25.520 --> 00:16:27.520]  直到約旦河
[00:16:27.520 --> 00:16:32.520]  現在就要以色列和平歸還這些地方
[00:16:32.520 --> 00:16:37.520]  但實際上這是不是事實呢?
[00:16:37.520 --> 00:16:40.520]  耶律他果然是一個很聰明的人
[00:16:40.520 --> 00:16:42.520]  他亦都很熟悉歷史
[00:16:42.520 --> 00:16:44.520]  所以由經文的十三節
[00:16:44.520 --> 00:16:49.520]  一直到第二十一節
[00:16:49.520 --> 00:16:52.520]  他一直列出那些歷史背景
[00:16:52.520 --> 00:16:55.520]  接著去到第二十一節
[00:16:55.520 --> 00:16:57.520]  他就指出了
[00:16:57.520 --> 00:16:59.520]  耶和華以色列的上帝
[00:16:59.520 --> 00:17:04.520]  將西王和他的眾百姓都交在以色列手中
[00:17:04.520 --> 00:17:07.520]  以色列人就擊殺他們
[00:17:07.520 --> 00:17:12.520]  佔領了那地居民阿摩利人的全地
[00:17:12.520 --> 00:17:14.520]  第二十二節
[00:17:14.520 --> 00:17:18.520]  他們佔領了阿摩利人所有的疆土
[00:17:18.520 --> 00:17:20.520]  從阿聯河到雅伯河
[00:17:20.520 --> 00:17:24.520]  從抗野直到約旦河
[00:17:24.520 --> 00:17:30.520]  你就會發覺原來阿們人所謂的話
[00:17:30.520 --> 00:17:37.520]  其實他可以用一句字去冤枉以色列人
[00:17:37.520 --> 00:17:40.520]  說你們拿了我們阿們人的地方
[00:17:40.520 --> 00:17:42.520]  但是耶伏他就指出了
[00:17:42.520 --> 00:17:47.520]  那個地方原本是屬於阿摩利人
[00:17:47.520 --> 00:17:49.520]  而不是阿們人
[00:17:49.520 --> 00:17:53.520]  所以如果說那個地是阿們人想拿回自己的地
[00:17:53.520 --> 00:17:55.520]  這個其實是錯的
[00:17:55.520 --> 00:17:57.520]  非常之錯謬
[00:17:57.520 --> 00:18:02.520]  甚至去到經文的第二十六節
[00:18:02.520 --> 00:18:05.520]  在二十六節那裏都提到
[00:18:05.520 --> 00:18:09.520]  以色列人住希什本和所屬的鄉鎮
[00:18:09.520 --> 00:18:11.520]  阿羅爾和所屬的鄉鎮
[00:18:11.520 --> 00:18:14.520]  以及沿著阿聯河的一切城鎮
[00:18:14.520 --> 00:18:16.520]  已經有三百年了
[00:18:16.520 --> 00:18:22.520]  在這期間你們為什麼不取回呢?
[00:18:22.520 --> 00:18:28.520]  你就會發現其實耶伏他真的很熟悉歷史
[00:18:28.520 --> 00:18:31.520]  說三百年前到現在已經三百年
[00:18:31.520 --> 00:18:33.520]  如果那個地方真的屬於阿們人
[00:18:33.520 --> 00:18:35.520]  阿們人為什麼在這三百年都不來搶呢?
[00:18:35.520 --> 00:18:39.520]  現在才出現說是以色列拿了他的地
[00:18:39.520 --> 00:18:43.520]  就是這樣去回應了阿們人的「和」
[00:18:43.520 --> 00:18:48.520]  不過當然經文去到第二十八節的時候
[00:18:48.520 --> 00:18:50.520]  特別是二十八節那裏說
[00:18:50.520 --> 00:18:56.520]  阿們人的「和」不聽耶伏他傳達給他的「和」
[00:18:56.520 --> 00:19:00.520]  結果阿們人不聽
[00:19:00.520 --> 00:19:02.520]  不願意和平了事
[00:19:02.520 --> 00:19:04.520]  唯有下一步要怎麼做呢?
[00:19:04.520 --> 00:19:07.520]  就是要打仗了
[00:19:07.520 --> 00:19:09.520]  經文來到這裏
[00:19:09.520 --> 00:19:11.520]  真的要打仗的時候
[00:19:11.520 --> 00:19:14.520]  我們用一個題目
[00:19:14.520 --> 00:19:18.520]  「魯莽行事,朝治惡果」
[00:19:18.520 --> 00:19:22.520]  你會問到底發生了什麼事呢?
[00:19:22.520 --> 00:19:27.520]  耶伏他在這一刻他真的求勝心切
[00:19:27.520 --> 00:19:32.520]  所以在三十節他起了一個願
[00:19:32.520 --> 00:19:35.520]  耶伏他向耶和華許願說
[00:19:35.520 --> 00:19:38.520]  「你若真的將阿們人交在我手中
[00:19:38.520 --> 00:19:42.520]  我從阿們人那裏平平安安回來的時候
[00:19:42.520 --> 00:19:46.520]  無論誰先從我家門出來迎接我
[00:19:46.520 --> 00:19:49.520]  就要歸給耶和華
[00:19:49.520 --> 00:19:55.520]  我必將他獻上作為凡制」
[00:19:56.520 --> 00:19:58.520]  你會問
[00:19:58.520 --> 00:20:01.520]  為什麼要做這樣的一個許願呢?
[00:20:01.520 --> 00:20:07.520]  這個行動到底目的是為了什麼呢?
[00:20:07.520 --> 00:20:09.520]  或者你不用多說了
[00:20:09.520 --> 00:20:11.520]  就是希望打勝仗
[00:20:11.520 --> 00:20:13.520]  很簡單而已
[00:20:13.520 --> 00:20:17.520]  但有學者將這個行動形容為
[00:20:17.520 --> 00:20:21.520]  「衝動地許了一個多餘的誓」
[00:20:21.520 --> 00:20:26.520]  也有另外的學者形容他「輕率許願」
[00:20:26.520 --> 00:20:31.520]  也有學者說他「魯莽許願」
[00:20:31.520 --> 00:20:36.520]  這個願是這個誓原本是不用做的
[00:20:36.520 --> 00:20:40.520]  但可能就是為了求勝心切
[00:20:40.520 --> 00:20:42.520]  竟然許了一個這樣的願
[00:20:42.520 --> 00:20:44.520]  又或者他真的擔心耶和華
[00:20:44.520 --> 00:20:46.520]  是不是真的會幫他呢?
[00:20:46.520 --> 00:20:50.520]  結果我想他千萬都猜不到
[00:20:50.520 --> 00:20:52.520]  到他真的打完仗
[00:20:52.520 --> 00:20:54.520]  勝利回來的時候
[00:20:54.520 --> 00:20:57.520]  第一個去迎接他的
[00:20:57.520 --> 00:21:01.520]  竟然就是他自己的至親
[00:21:01.520 --> 00:21:07.520]  我們看下去在34節
[00:21:07.520 --> 00:21:09.520]  經文的34節那裡這樣說
[00:21:09.520 --> 00:21:11.520]  耶復他打完仗了
[00:21:11.520 --> 00:21:13.520]  回到自己家裡
[00:21:13.520 --> 00:21:16.520]  「看那他女兒拿著手鼓
[00:21:16.520 --> 00:21:19.520]  跳舞出來迎接他
[00:21:19.520 --> 00:21:23.520]  她是耶復他的獨生女
[00:21:23.520 --> 00:21:29.520]  除她以外沒有別的兒女」
[00:21:29.520 --> 00:21:30.520]  晴天霹靂
[00:21:30.520 --> 00:21:32.520]  怎麼猜到出來迎接他的
[00:21:32.520 --> 00:21:34.520]  可能他一開始會想
[00:21:34.520 --> 00:21:35.520]  可能是士兵
[00:21:35.520 --> 00:21:36.520]  可能是匹匹
[00:21:36.520 --> 00:21:38.520]  可能是等等的人
[00:21:38.520 --> 00:21:40.520]  但沒有想到是他唯一的
[00:21:40.520 --> 00:21:42.520]  他已經再沒有其他兒女
[00:21:42.520 --> 00:21:44.520]  當他見到之後
[00:21:44.520 --> 00:21:47.520]  經文35節就這樣說
[00:21:47.520 --> 00:21:49.520]  說他撕裂衣服
[00:21:49.520 --> 00:21:50.520]  哀傷了他的女兒
[00:21:50.520 --> 00:21:52.520]  你為什麼會令我這麼悲痛呢?
[00:21:52.520 --> 00:21:54.520]  我已經向耶和華許願了
[00:21:54.520 --> 00:21:56.520]  我不能夠收回
[00:21:56.520 --> 00:22:01.520]  而他的女兒也非常信服
[00:22:01.520 --> 00:22:03.520]  她對父親說
[00:22:03.520 --> 00:22:05.520]  她真的明白這件事
[00:22:05.520 --> 00:22:07.520]  她只求父親給她兩個月
[00:22:07.520 --> 00:22:09.520]  讓她可以去做同伴那裡
