
[00:00:00.000 --> 00:00:01.800]  現在是宣導的時候
[00:02:38.600 --> 00:02:40.400]  盼望主的聖靈
[00:02:40.400 --> 00:02:42.400]  感動我們每一位
[00:02:42.400 --> 00:02:44.200]  在我們的心靈裡面
[00:02:44.200 --> 00:02:46.000]  讓我們受啟發
[00:02:46.000 --> 00:02:48.000]  在我們的職場
[00:02:48.000 --> 00:02:50.400]  在我們的影響力的範圍
[00:02:50.400 --> 00:02:53.600]  我們去影響其他人
[00:02:53.600 --> 00:02:57.400]  是將人帶到基督的救恩的泉源裡面
[00:02:57.400 --> 00:03:00.200]  我們一起在祢面前等候禱告
[00:03:00.200 --> 00:03:02.800]  奉耶穌基督的名
[00:03:02.800 --> 00:03:04.800]  阿門
[00:03:04.800 --> 00:03:08.200]  「靈命成長」
[00:03:08.200 --> 00:03:10.600]  立志的擺上
[00:03:10.600 --> 00:03:14.200]  可以這樣說就是我們一班的目者
[00:03:14.200 --> 00:03:15.400]  在今年
[00:03:15.400 --> 00:03:17.600]  很想帶領整個教會
[00:03:17.600 --> 00:03:20.200]  感宣家、家恩
[00:03:20.200 --> 00:03:25.200]  一起來去回應上主的召命
[00:03:25.200 --> 00:03:27.800]  來擺上我們自己
[00:03:27.800 --> 00:03:30.000]  來去在神的裡面
[00:03:30.000 --> 00:03:33.600]  這樣來去服侍周邊的人
[00:03:33.600 --> 00:03:37.000]  讓更多人能夠認識神的救恩
[00:03:37.000 --> 00:03:39.400]  我選取的經文
[00:03:39.400 --> 00:03:44.200]  希伯來書的十三章二十一節
[00:03:44.200 --> 00:03:46.800]  其實是一個祝福
[00:03:46.800 --> 00:03:51.600]  本身去到新約書信的結尾
[00:03:51.600 --> 00:03:54.600]  每一卷書信都會有祝福的
[00:03:54.600 --> 00:03:56.400]  我選取這一節
[00:03:56.400 --> 00:03:59.400]  第二十節和二十一節
[00:03:59.400 --> 00:04:01.400]  為什麼會用這一段經文
[00:04:01.400 --> 00:04:03.600]  來做今天的講題
[00:04:03.600 --> 00:04:07.400]  和經文的教訓呢?
[00:04:07.400 --> 00:04:10.000]  唯有這一節聖經
[00:04:10.000 --> 00:04:14.000]  包含了耶穌的一生
[00:04:14.000 --> 00:04:16.200]  在地上所做
[00:04:16.200 --> 00:04:17.800]  和祂現在
[00:04:17.800 --> 00:04:22.000]  在我們每一位弟兄姊妹的心靈裡面所做
[00:04:22.000 --> 00:04:25.000]  和祂將來會再回來的時候
[00:04:25.000 --> 00:04:27.600]  會是怎樣的情況
[00:04:27.600 --> 00:04:31.400]  希伯來書
[00:04:31.400 --> 00:04:34.600]  不斷講耶穌的身份
[00:04:34.600 --> 00:04:38.200]  來去和舊約的體系
[00:04:38.200 --> 00:04:40.200]  來去做比較
[00:04:40.200 --> 00:04:45.200]  當然是和舊約一些重要的人物做比較
[00:04:45.200 --> 00:04:47.600]  例如一開始第一章
[00:04:47.600 --> 00:04:51.000]  就已經來和天使比較
[00:04:51.000 --> 00:04:54.400]  耶穌是遠超過天使
[00:04:54.400 --> 00:04:56.200]  然後到第三章
[00:04:56.200 --> 00:04:58.600]  耶穌是遠超過摩西
[00:04:58.600 --> 00:04:59.600]  第四章
[00:04:59.600 --> 00:05:02.600]  耶穌是遠遠超過約書雅
[00:05:02.600 --> 00:05:03.800]  第五章
[00:05:03.800 --> 00:05:07.600]  開始講利未人的憲制系統
[00:05:07.600 --> 00:05:10.800]  耶穌比這一切舊有的舊約
[00:05:10.800 --> 00:05:14.200]  憲制的系統都要超越
[00:05:14.200 --> 00:05:16.800]  不斷講我們的主耶穌
[00:05:16.800 --> 00:05:19.400]  是那一位完美的大祭司
[00:05:19.400 --> 00:05:22.800]  是那一位真正的完美的祭物
[00:05:22.800 --> 00:05:25.400]  凡是靠著祂去到神面前
[00:05:25.400 --> 00:05:28.800]  就可以永遠得到那個救贖
[00:05:28.800 --> 00:05:31.600]  神不再追究我們的罪
[00:05:31.600 --> 00:05:33.400]  例如九章二十八節
[00:05:33.400 --> 00:05:36.000]  按著定命
[00:05:36.000 --> 00:05:38.800]  人人只有一死
[00:05:38.800 --> 00:05:41.600]  但是死後且有審判
[00:05:41.600 --> 00:05:44.200]  照這樣的意思
[00:05:44.200 --> 00:05:46.200]  基督就來到這個世界
[00:05:46.200 --> 00:05:47.800]  為我們犧牲
[00:05:47.800 --> 00:05:49.200]  只是一次
[00:05:49.200 --> 00:05:50.600]  Once and for all
[00:05:50.600 --> 00:05:51.800]  不會再有第二次
[00:05:51.800 --> 00:05:53.600]  不需要有第二次
[00:05:53.600 --> 00:05:56.400]  就將信靠的人
[00:05:56.400 --> 00:05:59.000]  就可以得到永遠的完全
[00:05:59.000 --> 00:06:01.000]  這個就是希伯來書
[00:06:01.000 --> 00:06:03.600]  不斷不斷要強調
[00:06:03.600 --> 00:06:06.400]  耶穌在地上的身份
[00:06:06.400 --> 00:06:07.400]  為什麼呢?
[00:06:07.400 --> 00:06:10.000]  因為這整卷書的目的
[00:06:10.000 --> 00:06:12.800]  就是因為舊約的體系
[00:06:12.800 --> 00:06:15.400]  還未完全瓦解
[00:06:15.400 --> 00:06:18.800]  在寫信的當下
[00:06:18.800 --> 00:06:23.200]  猶太人的聖殿仍然存留
[00:06:23.200 --> 00:06:25.600]  有一個很大的困難就是
[00:06:25.600 --> 00:06:26.800]  你信了主耶穌
[00:06:26.800 --> 00:06:28.000]  你是猶太人
[00:06:28.000 --> 00:06:30.600]  你是否還要回去獻祭呢?
[00:06:30.600 --> 00:06:32.400]  拖羊、牛
[00:06:32.400 --> 00:06:35.800]  去到聖殿找大祭司幫你贖罪呢?
[00:06:35.800 --> 00:06:38.600]  作者要告訴這些收信的
[00:06:38.600 --> 00:06:42.200]  似乎是猶太的信徒知道
[00:06:42.200 --> 00:06:43.400]  耶穌來
[00:06:43.400 --> 00:06:45.600]  舊有的一切的體系
[00:06:45.600 --> 00:06:47.400]  全部過去
[00:06:47.400 --> 00:06:49.400]  耶穌成就一切
[00:06:49.400 --> 00:06:52.600]  祂就是那個真正的救贖主
[00:06:52.600 --> 00:06:55.400]  凡靠著祂進到神面前的
[00:06:55.400 --> 00:06:58.200]  祂能夠永遠的拯救
[00:06:58.200 --> 00:07:00.000]  不過很奇怪
[00:07:00.000 --> 00:07:03.200]  去到最後的祝福
[00:07:03.200 --> 00:07:05.600]  居然間有一個意境
[00:07:05.600 --> 00:07:07.400]  而這個意境
[00:07:07.400 --> 00:07:12.000]  是永遠存在在耶穌這個身份
[00:07:12.000 --> 00:07:15.200]  是什麼意境呢?
[00:07:15.200 --> 00:07:17.600]  剛才主席已經讀了
[00:07:17.600 --> 00:07:21.800]  耶穌是我們永遠的大牧人
[00:07:21.800 --> 00:07:25.000]  你想想當時的社會制度
[00:07:25.000 --> 00:07:26.400]  做牧羊人
[00:07:26.400 --> 00:07:30.400]  那個身份是很低下的
[00:07:30.400 --> 00:07:32.200]  你年青的時候
[00:07:32.200 --> 00:07:33.800]  年幼的時候
[00:07:33.800 --> 00:07:36.400]  如果你的身份是很低下
[00:07:36.400 --> 00:07:37.600]  到你有成就的時候
[00:07:37.600 --> 00:07:40.200]  你都不想別人知道你的身份
[00:07:40.200 --> 00:07:42.400]  但居然間在希伯來書
[00:07:42.400 --> 00:07:44.400]  去到結尾
[00:07:44.400 --> 00:07:46.600]  作者要告訴我們
[00:07:46.600 --> 00:07:53.200]  耶穌有這樣的身份
[00:07:53.200 --> 00:07:56.000]  大家都知道新約
[00:07:56.000 --> 00:08:03.000]  主耶穌很樂意稱呼自己是什麼身份
[00:08:03.000 --> 00:08:06.200]  十章的第十節
[00:08:06.200 --> 00:08:08.400]  這個約翰福音
[00:08:08.400 --> 00:08:11.000]  我是好的牧人
[00:08:11.000 --> 00:08:13.200]  我不是一個故宮
[00:08:13.200 --> 00:08:14.600]  好的牧人
[00:08:14.600 --> 00:08:17.200]  其中更重要的地方就是
[00:08:17.200 --> 00:08:21.200]  好的牧人是為羊捨命
[00:08:21.200 --> 00:08:22.400]  故宮
[00:08:22.400 --> 00:08:23.800]  因為他是故宮
[00:08:23.800 --> 00:08:25.200]  面對難處
[00:08:25.200 --> 00:08:28.000]  他會逃跑
[00:08:28.000 --> 00:08:29.200]  但是主耶穌說
[00:08:29.200 --> 00:08:31.000]  我是好的牧人
[00:08:31.000 --> 00:08:33.400]  我會為羊捨命
[00:08:33.400 --> 00:08:34.800]  我們有了這個意境
[00:08:34.800 --> 00:08:35.800]  在耶穌
[00:08:35.800 --> 00:08:38.800]  他和門徒之間的講道
[00:08:38.800 --> 00:08:41.600]  分享他自己的身份
[00:08:41.600 --> 00:08:44.400]  即是告訴當時的門徒
[00:08:44.400 --> 00:08:45.400]  他們是猶太人
[00:08:45.400 --> 00:08:47.400]  他們有這些背景
[00:08:47.400 --> 00:08:49.400]  他們一聽就知道
[00:08:49.400 --> 00:08:53.000]  因為以塞瓦書四十章
[00:08:53.000 --> 00:08:55.600]  以西傑書的三十五章
[00:08:55.600 --> 00:08:57.400]  都不斷說
[00:08:57.400 --> 00:09:00.400]  耶和華會興起一位牧者
[00:09:00.400 --> 00:09:03.200]  將來要牧養我的群羊
[00:09:03.200 --> 00:09:04.200]  耶穌說
[00:09:04.200 --> 00:09:06.600]  我就是好的牧人
[00:09:06.600 --> 00:09:11.000]  所以去到彼得前書
[00:09:11.000 --> 00:09:13.200]  剛才美美祈禱的時候
[00:09:13.200 --> 00:09:15.200]  都有提到
[00:09:15.200 --> 00:09:19.000]  這位使徒彼得在晚年的時候
[00:09:19.000 --> 00:09:22.600]  不斷將耶穌這個牧人的意境
[00:09:22.600 --> 00:09:24.400]  來講述
[00:09:24.400 --> 00:09:27.200]  例如第二章的二十四節
[00:09:27.200 --> 00:09:31.200]  他被掛在木頭上
[00:09:31.200 --> 00:09:35.000]  親身擔當我們眾人的罪
[00:09:35.000 --> 00:09:38.200]  看到我們既然在罪上死
[00:09:38.200 --> 00:09:41.200]  就得以可以在義上活
[00:09:41.200 --> 00:09:44.600]  因為耶穌受的鞭傷
[00:09:44.600 --> 00:09:48.800]  我們可以得到醫治
[00:09:48.800 --> 00:09:51.800]  受鞭傷的是耶穌
[00:09:51.800 --> 00:09:56.000]  我們的心靈整個人得到醫治
[00:09:56.000 --> 00:09:59.200]  我們好像迷路的羊
[00:09:59.200 --> 00:10:04.200]  如今歸到靈魂的牧人
[00:10:04.200 --> 00:10:07.200]  靈魂的監督
[00:10:07.200 --> 00:10:09.200]  彼得告訴我們
[00:10:09.200 --> 00:10:14.200]  主耶穌現在是每一個信徒的
[00:10:14.200 --> 00:10:17.000]  靈魂的牧者
[00:10:17.000 --> 00:10:18.800]  都不夠
[00:10:18.800 --> 00:10:22.200]  彼得前書是在說受苦的教會
[00:10:22.200 --> 00:10:24.800]  如何面對困難
[00:10:24.800 --> 00:10:28.000]  相信最大的要面對困難的
[00:10:28.000 --> 00:10:30.600]  是領袖是長老
[00:10:30.600 --> 00:10:33.000]  如何在危險
[00:10:33.000 --> 00:10:37.000]  羅馬帝國要開始迫害教會的時候
[00:10:37.000 --> 00:10:39.400]  要如何站穩呢?
[00:10:39.400 --> 00:10:43.600]  彼得前書第五章有這樣的教導
[00:10:43.600 --> 00:10:46.800]  再一次將牧人這個概念
[00:10:46.800 --> 00:10:48.400]  這個意境
[00:10:48.400 --> 00:10:52.000]  來勉勵在教會裏面
[00:10:52.000 --> 00:10:55.000]  帶領群羊的長老
[00:10:55.000 --> 00:10:58.000]  第五章的第一節彼得前書
[00:10:58.000 --> 00:11:01.600]  他說:所以我這一位同作長老
[00:11:01.600 --> 00:11:04.400]  作基督耶穌受苦證人的
[00:11:04.400 --> 00:11:08.800]  和分享將來要顯現在我們榮耀的人
[00:11:08.800 --> 00:11:13.400]  去勉勵你們中間作長老的
[00:11:13.400 --> 00:11:14.600]  第二節
[00:11:14.600 --> 00:11:19.400]  無要牧羊在你們當中臣的群羊
[00:11:19.400 --> 00:11:21.600]  再次將這個意境
[00:11:21.600 --> 00:11:25.200]  門徒原來永遠有一個身份
[00:11:25.200 --> 00:11:29.000]  是耶穌是臣的群羊
[00:11:29.000 --> 00:11:32.400]  耶穌是大牧者
[00:11:32.400 --> 00:11:35.200]  我們今天每一位傳道牧者
[00:11:35.200 --> 00:11:36.600]  由彼得開始
[00:11:36.600 --> 00:11:39.600]  一直到耶穌還沒回來之前
[00:11:39.600 --> 00:11:43.000]  每一個被呼召出來要做的
[00:11:43.000 --> 00:11:44.800]  最重要的工作
[00:11:44.800 --> 00:11:47.400]  是牧養臣的群羊
[00:11:47.400 --> 00:11:48.200]  第二節這樣說
[00:11:48.200 --> 00:11:52.600]  祂說:你們要無要牧養在你們當中臣的群羊
[00:11:52.600 --> 00:11:57.600]  按照著臣的旨意去照顧他們
[00:11:57.600 --> 00:11:59.200]  臣的主意
[00:11:59.200 --> 00:12:03.400]  不是出於勉強的去牧養
[00:12:03.400 --> 00:12:07.000]  而是出於樂意、甘心
[00:12:07.000 --> 00:12:09.200]  也不是因為貪財
[00:12:09.200 --> 00:12:11.400]  而是出於樂意
[00:12:11.400 --> 00:12:14.800]  不是要合際所託付你們的群羊
[00:12:14.800 --> 00:12:18.600]  而是要作他們的榜樣
[00:12:18.600 --> 00:12:20.800]  然後第四節
[00:12:20.800 --> 00:12:24.400]  到了這位大牧人顯現的時候
[00:12:24.400 --> 00:12:27.800]  你們就會必得到永不需殘
[00:12:27.800 --> 00:12:30.600]  榮耀的冠冕
[00:12:30.600 --> 00:12:35.400]  是勸勉在苦難當中的教會的領袖
[00:12:35.400 --> 00:12:37.400]  你要怎樣來到去
[00:12:37.400 --> 00:12:40.000]  以耶穌作榜樣
[00:12:40.000 --> 00:12:44.000]  耶穌大牧人一定會再回來
[00:12:44.000 --> 00:12:47.000]  來到去接教會
[00:12:47.000 --> 00:12:49.200]  但是還沒回來之前
[00:12:49.200 --> 00:12:54.000]  耶穌容許地上有各式各樣的苦難
[00:12:54.000 --> 00:12:55.600]  作為領袖
[00:12:55.600 --> 00:12:57.000]  使徒彼得
[00:12:57.000 --> 00:13:00.800]  曾經三次否認耶穌的
[00:13:00.800 --> 00:13:02.600]  就是
[00:13:02.600 --> 00:13:05.800]  將自己現在打倒作牽的我
[00:13:05.800 --> 00:13:09.600]  不過是一個悔改的生命改變
[00:13:09.600 --> 00:13:12.000]  是的,我曾經否認耶穌
[00:13:12.000 --> 00:13:13.600]  最困難的時候
[00:13:13.600 --> 00:13:16.200]  我是第一個辯解的彼得
[00:13:16.200 --> 00:13:17.600]  但是現在
[00:13:17.600 --> 00:13:19.200]  這位牧者
[00:13:19.200 --> 00:13:22.000]  不離不棄的對我的牧羊
[00:13:22.000 --> 00:13:24.600]  我現在能夠說出這些話
[00:13:24.600 --> 00:13:27.000]  我現在就好像簽了一個約
[00:13:27.000 --> 00:13:30.600]  我願意守到最後
[00:13:30.600 --> 00:13:34.600]  我都來到去為群羊守望
[00:13:34.600 --> 00:13:37.600]  難處預了
[00:13:37.600 --> 00:13:40.000]  一定會有難處的
[00:13:40.000 --> 00:13:42.200]  不保證沒有難處的
[00:13:42.200 --> 00:13:45.200]  所以如果有在座的弟兄姊妹
[00:13:45.200 --> 00:13:48.200]  你想有這個呼召
[00:13:48.200 --> 00:13:50.200]  你要記住
[00:13:50.200 --> 00:13:54.200]  作為帶領教會
[00:13:54.200 --> 00:13:56.800]  或者傳揚福音的人
[00:13:56.800 --> 00:13:59.200]  一定會有困難的
[00:13:59.200 --> 00:14:01.800]  彼得已經說得很清楚了
[00:14:01.800 --> 00:14:05.200]  不過有一個很重要的第四節
[00:14:05.200 --> 00:14:08.800]  「到了大牧人顯然」
[00:14:08.800 --> 00:14:12.400]  「我們可以得到永不需殘」
[00:14:12.400 --> 00:14:14.200]  因為在榮耀裏面
[00:14:14.200 --> 00:14:15.800]  在永恆裏面
[00:14:15.800 --> 00:14:18.200]  不會再是廿四基金了
[00:14:18.200 --> 00:14:21.400]  永恆裏面的真正的榮耀
[00:14:21.400 --> 00:14:24.400]  這個公義的冠冕
[00:14:24.400 --> 00:14:26.400]  榮耀的冠冕
[00:14:26.400 --> 00:14:28.000]  這位主耶穌
[00:14:28.000 --> 00:14:30.000]  會來到去賜給
[00:14:30.000 --> 00:14:34.400]  忠心為群羊守望
[00:14:34.400 --> 00:14:35.800]  不為甚麼
[00:14:35.800 --> 00:14:39.800]  只為因為耶穌的群羊是耶穌的
[00:14:39.800 --> 00:14:42.200]  我們就願意去牧羊
[00:14:42.200 --> 00:14:46.800]  這些意境不斷在新約出現
[00:14:46.800 --> 00:14:49.800]  所以我說第十三章的希伯來書
[00:14:49.800 --> 00:14:51.400]  是很特別的
[00:14:51.400 --> 00:14:53.800]  因為去到最後
[00:14:53.800 --> 00:14:57.200]  整本書是說耶穌的一切超越
[00:14:57.200 --> 00:14:59.600]  超越一切的舊約制度
[00:14:59.600 --> 00:15:03.000]  就是想告訴猶太的信徒
[00:15:03.000 --> 00:15:06.800]  不要再留戀舊約的制度了
[00:15:06.800 --> 00:15:08.800]  那個制度已經過去了
[00:15:08.800 --> 00:15:13.000]  耶穌才是真正的信心創始成中者
[00:15:13.000 --> 00:15:15.000]  希伯來書的十二章
[00:15:15.000 --> 00:15:19.000]  唯有耶穌才是那個信心對象
[00:15:19.000 --> 00:15:20.600]  但是最後
[00:15:20.600 --> 00:15:22.000]  祝福裏面
[00:15:22.000 --> 00:15:23.800]  居然將耶穌
[00:15:23.800 --> 00:15:26.000]  我再讀一次就是二十節
[00:15:26.000 --> 00:15:29.000]  但願這位賜平安的神
[00:15:29.000 --> 00:15:32.800]  在各樣的善事上裝備你們
[00:15:32.800 --> 00:15:35.600]  使你們遵行祂的旨意
[00:15:35.600 --> 00:15:38.800]  又藉著耶穌基督在你們裏面
[00:15:38.800 --> 00:15:41.600]  成就祂所喜悅的事
[00:15:41.600 --> 00:15:45.600]  願榮耀歸給神
[00:15:45.600 --> 00:15:48.200]  直到永永遠遠
[00:15:48.200 --> 00:15:51.600]  有沒有留意我讀漏了兩句
[00:15:51.600 --> 00:15:55.000]  就是對主耶穌的形容
[00:15:55.000 --> 00:15:57.600]  這位平安的神
[00:15:57.600 --> 00:16:01.200]  祂會將平安放在你的心靈裏面
[00:16:01.200 --> 00:16:03.800]  祂會裝備你們
[00:16:03.800 --> 00:16:07.000]  來行神所喜悅的事
[00:16:07.000 --> 00:16:08.200]  而且
[00:16:08.200 --> 00:16:11.200]  不只是外面的裝備
[00:16:11.200 --> 00:16:14.200]  不只是外在環境
[00:16:14.200 --> 00:16:16.600]  不只是你成長的家庭背景
[00:16:16.600 --> 00:16:18.200]  你的教育背景
[00:16:18.200 --> 00:16:20.800]  或者你的際遇人生
[00:16:20.800 --> 00:16:23.200]  更重要更重要的
[00:16:23.200 --> 00:16:26.400]  就是新約最重要的精神
[00:16:26.400 --> 00:16:27.800]  那個精髓
[00:16:27.800 --> 00:16:30.600]  是什麼呢?
[00:16:30.600 --> 00:16:33.800]  又藉著耶穌基督
[00:16:33.800 --> 00:16:37.600]  在你們的心裏
[00:16:37.600 --> 00:16:40.800]  成就神所喜悅的事
[00:16:40.800 --> 00:16:45.800]  原來在我們裏面有一個很重要的
[00:16:45.800 --> 00:16:47.600]  那個力量的來源
[00:16:47.600 --> 00:16:49.200]  就是耶穌
[00:16:49.200 --> 00:16:51.400]  我和大家參考一段經文
[00:16:51.400 --> 00:16:53.400]  我真的怕大家不是太熟
[00:16:53.400 --> 00:16:55.600]  你就很難去領會到
[00:16:55.600 --> 00:16:57.800]  新約最重要的地方
[00:16:57.800 --> 00:17:03.600]  三十一章的耶利米書
[00:17:03.600 --> 00:17:06.600]  我本來真的不想引太多聖經
[00:17:06.600 --> 00:17:08.200]  但是如果不引
[00:17:08.200 --> 00:17:10.800]  大家很難會明白
[00:17:10.800 --> 00:17:14.200]  到底神在舊約裏面
[00:17:14.200 --> 00:17:16.000]  所預言所應許的
[00:17:16.000 --> 00:17:18.000]  三十一章其實很好記的
[00:17:18.000 --> 00:17:21.200]  耶利米書三十一章三十一節
[00:17:21.200 --> 00:17:23.200]  「看!日子將到
[00:17:23.200 --> 00:17:24.800]  我要與以色列加和
[00:17:24.800 --> 00:17:27.800]  大家另立新約
[00:17:27.800 --> 00:17:29.600]  這是耶和華說的
[00:17:29.600 --> 00:17:33.800]  這約不像我拉著他們祖宗的手
[00:17:33.800 --> 00:17:36.000]  領他們出埃及的時候
[00:17:36.000 --> 00:17:37.600]  與他們所立的約
[00:17:37.600 --> 00:17:40.000]  我雖然是作他們的丈夫
[00:17:40.000 --> 00:17:42.400]  但是他們背了我的約」
[00:17:42.400 --> 00:17:44.200]  這是耶和華說的
[00:17:44.200 --> 00:17:46.200]  那些日子以後
[00:17:46.200 --> 00:17:48.000]  三十三節
[00:17:48.000 --> 00:17:51.800]  我與以色列加所立的約是這樣的
[00:17:51.800 --> 00:17:57.200]  我要將我的律法放在他們裏面
[00:17:57.200 --> 00:17:59.800]  寫在他們心上
[00:17:59.800 --> 00:18:01.800]  我要作他們的神
[00:18:01.800 --> 00:18:04.200]  他們要作我的子民
[00:18:04.200 --> 00:18:06.400]  這是耶和華說的
[00:18:06.400 --> 00:18:10.400]  他們各人不再教導自己的鄰舍和弟兄說
[00:18:10.400 --> 00:18:12.600]  你該認識耶和華
[00:18:12.600 --> 00:18:16.000]  因為他們從最小到最大
[00:18:16.000 --> 00:18:18.000]  都必認識我
[00:18:18.000 --> 00:18:20.400]  我要赦免他們的罪孽
[00:18:20.400 --> 00:18:22.800]  不再紀念他們的罪惡
[00:18:22.800 --> 00:18:25.400]  這是耶和華說的
[00:18:25.400 --> 00:18:28.800]  接著就說這個約不會廢壞
[00:18:28.800 --> 00:18:31.800]  是原來已經允許了
[00:18:31.800 --> 00:18:36.600]  新約比舊約優勝的地方
[00:18:36.600 --> 00:18:39.000]  就是原來當我們領受了
[00:18:39.000 --> 00:18:42.600]  這個新約的主耶穌之後
[00:18:42.600 --> 00:18:45.000]  神說我要將我的律法
[00:18:45.000 --> 00:18:47.400]  寫在他們的心裏
[00:18:47.400 --> 00:18:49.200]  他們能夠在心靈裏面
[00:18:49.200 --> 00:18:51.000]  去行神的旨意
[00:18:51.000 --> 00:18:53.800]  得到神的赦罪的平安
[00:18:53.800 --> 00:18:58.000]  而且從最小到最大
[00:18:58.000 --> 00:19:00.600]  都認識耶和華
[00:19:00.600 --> 00:19:02.600]  各位親愛的弟兄姊妹
[00:19:02.600 --> 00:19:05.400]  你想想這個約
[00:19:05.400 --> 00:19:08.800]  新約是多麼的美麗
[00:19:08.800 --> 00:19:12.200]  神要在我們的生命裏面建立我們
[00:19:12.200 --> 00:19:14.400]  叫我們能夠行一切的善
[00:19:14.400 --> 00:19:18.200]  是神的旨意喜悅的善
[00:19:18.200 --> 00:19:21.400]  在談到簽約、納約
[00:19:21.400 --> 00:19:23.600]  我們應該很敏感
[00:19:23.600 --> 00:19:26.200]  要很敏銳才行
[00:19:26.200 --> 00:19:29.800]  因為現在很多街頭騙案
[00:19:29.800 --> 00:19:33.800]  上個星期看報紙
[00:19:33.800 --> 00:19:35.600]  網上的新聞
[00:19:35.600 --> 00:19:36.400]  真人真事來的
[00:19:36.400 --> 00:19:39.600]  因為之後那個輔助
[00:19:39.600 --> 00:19:43.600]  就帶著那些區議員上去質詢
[00:19:43.600 --> 00:19:46.200]  希望來解那個約
[00:19:46.200 --> 00:19:49.400]  就有一個年青人在旺角
[00:19:49.400 --> 00:19:51.200]  好像順和那邊
[00:19:51.200 --> 00:19:52.800]  在逛街
[00:19:52.800 --> 00:19:54.400]  突然有個人就跟他說
[00:19:54.400 --> 00:19:56.800]  你可不可以幫我做一份問卷
[00:19:56.800 --> 00:19:58.000]  你幫我填這份問卷
[00:19:58.000 --> 00:19:59.600]  我快要下班了
[00:19:59.600 --> 00:20:01.200]  填完就可以了
[00:20:01.200 --> 00:20:03.400]  那個年青人就很可憐他
[00:20:03.400 --> 00:20:04.800]  那時差不多五點多了
[00:20:04.800 --> 00:20:05.600]  這麼辛苦
