
[00:00:00.000 --> 00:00:09.680]  各位電影姐妹平安,新年祝大家新年快樂,希望新一年身體健康
[00:04:16.560 --> 00:04:20.720]  他要逃難,現在是教會受到迫迫
[00:04:20.720 --> 00:04:22.720]  那他是不是收起自己呢?
[00:04:22.720 --> 00:04:24.240]  是不是躲起來呢?
[00:04:24.240 --> 00:04:26.640]  又不是,他是宣講
[00:04:26.640 --> 00:04:29.120]  他宣講基督的道
[00:04:29.120 --> 00:04:31.520]  而且反應還要不錯
[00:04:31.520 --> 00:04:32.880]  第六節說
[00:04:32.880 --> 00:04:34.640]  眾人都聚精會神
[00:04:34.640 --> 00:04:38.880]  同心合二地聽肥理所說的話
[00:04:38.880 --> 00:04:40.160]  一邊聽他的話
[00:04:40.160 --> 00:04:42.160]  一邊看他所行的神蹟
[00:04:42.160 --> 00:04:44.160]  那有什麼神蹟呢?
[00:04:44.160 --> 00:04:46.720]  你揭一揭聖經看看
[00:04:46.720 --> 00:04:48.080]  第七節說
[00:04:48.080 --> 00:04:50.960]  因為有許多人被污淩扶掌
[00:04:50.960 --> 00:04:52.800]  那些污淩大聲呼叫
[00:04:52.800 --> 00:04:54.800]  從他們身上出來
[00:04:54.800 --> 00:04:56.800]  還有許多癱瘓的、瘸腿的
[00:04:56.800 --> 00:04:58.800]  都得了醫治
[00:04:58.800 --> 00:05:02.080]  肥理可以顯出這麼厲害的神蹟
[00:05:02.080 --> 00:05:06.960]  證明他的人和上帝的關係應該非常良好
[00:05:06.960 --> 00:05:09.440]  這個只是照常理推斷
[00:05:09.440 --> 00:05:11.120]  你不會和神的關係很差
[00:05:11.120 --> 00:05:13.360]  竟然都可以顯出神蹟
[00:05:13.360 --> 00:05:17.840]  以致人能夠透過肥理經歷上帝
[00:05:17.840 --> 00:05:19.840]  但我又會提出
[00:05:19.840 --> 00:05:21.840]  肥理他這麼淑寧
[00:05:21.840 --> 00:05:25.120]  為什麼當日不和屍體犯一起死
[00:05:25.120 --> 00:05:28.160]  為什麼這麼壞跑了去
[00:05:28.160 --> 00:05:30.240]  大家都是執事
[00:05:30.240 --> 00:05:31.520]  七個人
[00:05:31.520 --> 00:05:32.640]  有一個殉道
[00:05:32.640 --> 00:05:35.600]  為什麼他不和殉道一起跑了去
[00:05:36.080 --> 00:05:37.200]  你們看聖經的時候
[00:05:37.200 --> 00:05:38.560]  有沒有問過這個問題
[00:05:38.560 --> 00:05:41.040]  為什麼只有屍體犯一個殉道
[00:05:41.040 --> 00:05:44.000]  屍體犯為了神而殉道
[00:05:44.000 --> 00:05:46.480]  是非常值得尊敬的
[00:05:46.480 --> 00:05:48.720]  是非常值得尊敬的
[00:05:48.720 --> 00:05:50.240]  事實上在早期教會
[00:05:50.240 --> 00:05:52.720]  有一種殉道士的情懷
[00:05:52.720 --> 00:05:54.960]  這種情懷就是
[00:05:54.960 --> 00:05:56.960]  如果你有機會去殉道
[00:05:56.960 --> 00:05:58.160]  哇 好啊
[00:05:58.160 --> 00:05:59.760]  正啊
[00:05:59.760 --> 00:06:00.560]  好機會
[00:06:00.560 --> 00:06:01.600]  榮耀上帝
[00:06:01.600 --> 00:06:04.160]  如果你有機會殉道
[00:06:04.160 --> 00:06:05.120]  你不去
[00:06:05.360 --> 00:06:06.720]  是一種恥辱
[00:06:06.720 --> 00:06:08.080]  是一種恥辱
[00:06:08.080 --> 00:06:10.160]  不過這種殉道士情懷
[00:06:10.160 --> 00:06:12.640]  其實就帶來了很多之後的問題
[00:06:12.640 --> 00:06:15.520]  不過今天就不是討論這個殉道士情懷
[00:06:15.520 --> 00:06:17.040]  所以有機會
[00:06:17.040 --> 00:06:18.080]  你看到我的時候
[00:06:18.080 --> 00:06:19.840]  可以和我談一下這個問題
[00:06:19.840 --> 00:06:20.640]  但是
[00:06:20.640 --> 00:06:23.440]  是不是有機會去殉道
[00:06:23.440 --> 00:06:24.640]  就要去死
[00:06:24.640 --> 00:06:25.920]  是不是
[00:06:25.920 --> 00:06:27.280]  叫你去死 死不死
[00:06:27.280 --> 00:06:28.800]  是不是
[00:06:28.800 --> 00:06:29.680]  不死的
[00:06:29.680 --> 00:06:31.760]  其實
[00:06:32.160 --> 00:06:35.440]  我們經常說要為神去付代價
[00:06:35.440 --> 00:06:36.240]  不過
[00:06:36.240 --> 00:06:39.520]  你為神殉道和主動去殉道
[00:06:39.520 --> 00:06:40.560]  是兩回事
[00:06:40.560 --> 00:06:42.080]  我覺得
[00:06:42.080 --> 00:06:44.400]  你有一個願意為上帝殉道
[00:06:44.400 --> 00:06:45.200]  去付代價的心
[00:06:45.200 --> 00:06:46.640]  和你自己去殉道
[00:06:46.640 --> 00:06:47.680]  是兩回事
[00:06:47.680 --> 00:06:48.240]  是不是
[00:06:48.240 --> 00:06:49.360]  上帝不叫你做
[00:06:49.360 --> 00:06:50.400]  你不要去做
[00:06:50.400 --> 00:06:51.760]  如果
[00:06:51.760 --> 00:06:53.920]  每個人都想殉道
[00:06:53.920 --> 00:06:57.360]  基督教可能在幾千年前就沒有了
[00:06:57.360 --> 00:07:00.240]  因為基督徒全部都死了
[00:07:00.320 --> 00:07:02.320]  一信耶穌就死了
[00:07:02.320 --> 00:07:03.280]  全部死了
[00:07:03.280 --> 00:07:04.720]  那麼你是誰去傳福音
[00:07:04.720 --> 00:07:06.400]  哪裡還有人信
[00:07:06.400 --> 00:07:07.200]  是不是
[00:07:07.200 --> 00:07:08.720]  殉道
[00:07:08.720 --> 00:07:10.560]  是很嚴重的事
[00:07:10.560 --> 00:07:11.360]  我們
[00:07:11.360 --> 00:07:14.480]  可能信耶穌真的要受苦難
[00:07:14.480 --> 00:07:16.080]  我們真的要受到一些逼迫
[00:07:16.080 --> 00:07:16.880]  但是
[00:07:16.880 --> 00:07:17.920]  不是說
[00:07:17.920 --> 00:07:20.320]  一有機會我們就衝上去
[00:07:20.320 --> 00:07:22.240]  不是說
[00:07:22.240 --> 00:07:24.240]  明知那個人想逼迫我
[00:07:24.240 --> 00:07:26.000]  他想殺我 想害我
[00:07:26.000 --> 00:07:28.720]  我還心口掛著我是基督徒的一個大子
[00:07:29.440 --> 00:07:32.560]  這樣是一種沒有智慧的舉動
[00:07:32.560 --> 00:07:36.560]  上星期鄧全道在講道的時候也有提過
[00:07:36.560 --> 00:07:38.480]  做基督徒要受苦
[00:07:38.480 --> 00:07:40.880]  神的心意
[00:07:40.880 --> 00:07:42.720]  是賜福的
[00:07:42.720 --> 00:07:46.320]  神的心意是想賜福給我們
[00:07:46.320 --> 00:07:47.520]  既然是這樣
[00:07:47.520 --> 00:07:49.920]  祂不是每一次都要一個人信耶穌
[00:07:49.920 --> 00:07:51.040]  然後要他去
[00:07:51.040 --> 00:07:53.040]  立刻去受一些苦難
[00:07:53.040 --> 00:07:56.640]  而是我們要學習在不同的處境底下
[00:07:56.640 --> 00:07:58.240]  應該怎樣做
[00:07:58.800 --> 00:08:00.800]  整個世界很複雜多變
[00:08:00.800 --> 00:08:02.960]  每一個人有不同的處境
[00:08:02.960 --> 00:08:04.320]  不同的背景
[00:08:04.320 --> 00:08:06.160]  在不同的環境底下
[00:08:06.160 --> 00:08:08.160]  你是會做不同的決定的
[00:08:08.160 --> 00:08:11.360]  所以我們去看聖經的時候
[00:08:11.360 --> 00:08:13.840]  你會發覺聖經裏面有很多的處境
[00:08:13.840 --> 00:08:16.160]  為了預備今天的講道
[00:08:16.160 --> 00:08:17.120]  我繼續追
[00:08:17.120 --> 00:08:18.480]  時行轉追下去
[00:08:18.480 --> 00:08:19.760]  你會發覺
[00:08:19.760 --> 00:08:22.000]  接著就去到雅各遜道
[00:08:22.000 --> 00:08:23.840]  去到雅各遜道那裏怎樣呢?
[00:08:23.840 --> 00:08:24.960]  經文只是說
[00:08:24.960 --> 00:08:26.880]  希律用刀殺了雅各
[00:08:26.880 --> 00:08:27.840]  沒有了
[00:08:28.720 --> 00:08:30.400]  十二門徒當中
[00:08:30.400 --> 00:08:32.480]  一個就是那幾個字就交代了
[00:08:32.480 --> 00:08:34.080]  希律用刀殺了雅各
[00:08:34.080 --> 00:08:37.440]  反而之後彼得被人抓了
[00:08:37.440 --> 00:08:39.200]  天使救了他出來
[00:08:39.200 --> 00:08:41.200]  天使在監獄裏救了他出來
[00:08:41.200 --> 00:08:43.200]  我們看的時候你會不會問
[00:08:43.200 --> 00:08:45.920]  為甚麼天使只是幫彼得
[00:08:45.920 --> 00:08:48.400]  早一點來到
[00:08:48.400 --> 00:08:49.920]  救了雅各就行了
[00:08:49.920 --> 00:08:51.440]  是不是?
[00:08:51.440 --> 00:08:54.000]  為甚麼只是救彼得不救雅各
[00:08:54.000 --> 00:08:54.880]  還有
[00:08:54.880 --> 00:08:57.440]  司提反遜道用了整章去講
[00:08:57.680 --> 00:08:59.520]  雅各死了只是那幾個字
[00:08:59.520 --> 00:09:01.040]  希律用刀殺了雅各
[00:09:01.040 --> 00:09:03.520]  真的死得不值
[00:09:03.520 --> 00:09:05.520]  當然了
[00:09:05.520 --> 00:09:06.880]  我講得輕鬆而已
[00:09:06.880 --> 00:09:09.840]  以免大家在家裏的沙發裏睡著了
[00:09:09.840 --> 00:09:12.080]  所以坐沙發的坐直的人
[00:09:12.080 --> 00:09:14.000]  坐了一會兒就睡著了
[00:09:14.000 --> 00:09:15.760]  我講得輕鬆而已
[00:09:15.760 --> 00:09:19.920]  但是遜道是一件很嚴重和很嚴肅的事
[00:09:19.920 --> 00:09:22.480]  遜道是很偉大的情操
[00:09:22.480 --> 00:09:26.400]  去到近代依然有宣教士是賭上他的生命
[00:09:26.800 --> 00:09:29.200]  去到不同的地方傳福音
[00:09:29.200 --> 00:09:30.960]  我們今時今日
[00:09:30.960 --> 00:09:32.640]  我們坐在這裏
[00:09:32.640 --> 00:09:34.080]  去到信耶穌
[00:09:34.080 --> 00:09:36.320]  因為有宣教士
[00:09:36.320 --> 00:09:39.600]  他冒著生命危險來到中國
[00:09:39.600 --> 00:09:40.960]  向我們傳福音
[00:09:40.960 --> 00:09:43.760]  所以這是很偉大的情操
[00:09:43.760 --> 00:09:46.480]  但正如我剛才所講
[00:09:46.480 --> 00:09:49.600]  你不是有機會就要去送死
[00:09:49.600 --> 00:09:51.760]  或者是有機會就要去受苦
[00:09:51.760 --> 00:09:54.960]  你願意為神受苦
[00:09:54.960 --> 00:09:57.440]  和你無緣無故主動去找苦來受
[00:09:57.440 --> 00:09:58.640]  是兩回事
[00:09:58.640 --> 00:10:01.360]  所以我們見到仕途行傳裏面
[00:10:01.360 --> 00:10:04.080]  他們是按著自己的處境去改變
[00:10:04.080 --> 00:10:06.080]  有逼不來到那又怎樣?
[00:10:06.080 --> 00:10:07.600]  走
[00:10:07.600 --> 00:10:10.160]  留得青山在哪怕霧柴燒
[00:10:10.160 --> 00:10:12.720]  有逼不來到於是就走
[00:10:12.720 --> 00:10:15.840]  保羅、彼得他們都試過逃走
[00:10:15.840 --> 00:10:19.200]  所以不同處境有不同做法
[00:10:19.200 --> 00:10:21.200]  上帝有他的心意
[00:10:21.200 --> 00:10:22.720]  上帝有他的心意
[00:10:22.720 --> 00:10:25.280]  我們不知道為何上帝沒有救亞各
[00:10:25.280 --> 00:10:27.040]  被希律殺了
[00:10:27.040 --> 00:10:31.280]  但是我們不能夠找到一個方程式
[00:10:31.280 --> 00:10:33.520]  好像就跟著去做
[00:10:33.520 --> 00:10:34.800]  就一定沒有死
[00:10:34.800 --> 00:10:37.760]  我不能夠在聖經裏面找到方程式
[00:10:37.760 --> 00:10:39.280]  然後將自己放下去
[00:10:39.280 --> 00:10:41.680]  我跟著做就沒有死
[00:10:41.680 --> 00:10:42.400]  沒有可能
[00:10:42.400 --> 00:10:44.800]  整本聖經有很多不同的處境
[00:10:44.800 --> 00:10:47.840]  我們要學習的就是在不同的處境裏面
[00:10:47.840 --> 00:10:52.080]  你如何去測驗上帝在那個處境裏面
[00:10:52.080 --> 00:10:53.360]  對你的心意
[00:10:53.360 --> 00:10:54.880]  這件事很過癮
[00:10:54.880 --> 00:10:58.080]  費利因為逼伯而離開
[00:10:58.080 --> 00:10:59.920]  他不是特別的軟弱
[00:10:59.920 --> 00:11:04.240]  我們看到他有那麼多能夠顯露的神蹟
[00:11:04.240 --> 00:11:08.480]  他能夠講道讓那麼多人去聽、去相信
[00:11:08.480 --> 00:11:12.240]  費利他一定是有差不多的同神的關係
[00:11:12.240 --> 00:11:16.240]  如果不是他避難去了撒瑪利亞
[00:11:16.240 --> 00:11:19.040]  其實那裏不能夠有那麼多人信耶穌
[00:11:19.360 --> 00:11:22.400]  並且他去到的時候他又沒有低調生活
[00:11:22.400 --> 00:11:24.480]  說真的你避難的時候
[00:11:24.480 --> 00:11:26.400]  你去到外國你是不是會低調呢?
[00:11:26.400 --> 00:11:28.480]  你要逃難的時候
[00:11:28.480 --> 00:11:29.840]  你明知道有人追殺你
[00:11:29.840 --> 00:11:31.120]  你當然會躲起來
[00:11:31.120 --> 00:11:31.840]  但不是的
[00:11:31.840 --> 00:11:34.320]  他又繼續宣揚、福音
[00:11:34.320 --> 00:11:38.240]  讓那些撒瑪利亞人可以去認識耶穌
[00:11:38.240 --> 00:11:40.480]  甚至得醫治、得拯救
[00:11:40.480 --> 00:11:44.000]  所以我會說其實
[00:11:44.000 --> 00:11:46.880]  無論你因為什麼原因而離開
[00:11:47.760 --> 00:11:49.440]  你只是做了一個選擇
[00:11:49.440 --> 00:11:50.960]  沒有對錯
[00:11:50.960 --> 00:11:52.160]  你只是做了一個選擇
[00:11:52.160 --> 00:11:54.400]  你選擇了去另一個地方生活
[00:11:54.400 --> 00:11:55.120]  OK
[00:11:55.120 --> 00:11:56.560]  個人選擇
[00:11:56.560 --> 00:12:00.720]  問題是之後的生活你用什麼心態去面對
[00:12:00.720 --> 00:12:03.200]  你用什麼心態去繼續生活
[00:12:03.200 --> 00:12:05.040]  第五至七節這樣說
[00:12:05.040 --> 00:12:07.280]  「費利下撒瑪利亞城去
[00:12:07.280 --> 00:12:09.760]  向當地人宣講基督
[00:12:09.760 --> 00:12:11.200]  眾人都聚精會神
[00:12:11.200 --> 00:12:13.920]  同心合二地聽費利所說的話
[00:12:13.920 --> 00:12:15.200]  一邊聽他的話
[00:12:15.200 --> 00:12:17.040]  一邊看他所行的神蹟
[00:12:17.200 --> 00:12:19.920]  因為有許多人被污淩附著
[00:12:19.920 --> 00:12:21.920]  那些污淩大聲呼叫
[00:12:21.920 --> 00:12:23.520]  從他們身上出來
[00:12:23.520 --> 00:12:27.600]  還有許多癱瘓的、瘸退的都得了醫治」
[00:12:27.600 --> 00:12:31.200]  最近經常聽人說什麼新常態
[00:12:31.200 --> 00:12:35.280]  新常態大概意思是有些新的事物
[00:12:35.280 --> 00:12:37.520]  有些新的改變
[00:12:37.520 --> 00:12:39.760]  它慢慢成為了一種常態
[00:12:39.760 --> 00:12:43.280]  慢慢地成為了我們的常識
[00:12:43.280 --> 00:12:45.600]  然後我們要跟著這樣變
[00:12:46.240 --> 00:12:47.200]  不過說真的
[00:12:47.200 --> 00:12:49.840]  我覺得其實比起名字容易記住
[00:12:49.840 --> 00:12:52.640]  永遠世界都在變化
[00:12:52.640 --> 00:12:54.160]  不停地在適應
[00:12:54.160 --> 00:12:56.800]  20年前我還在用call機
[00:12:56.800 --> 00:13:00.480]  只有Michael和我一樣用call機
[00:13:00.480 --> 00:13:03.200]  手提電話那些東西非常貴
[00:13:03.200 --> 00:13:06.560]  那時候我也不知道為什麼會用
[00:13:06.560 --> 00:13:08.720]  說120元就要120分鐘
[00:13:08.720 --> 00:13:09.920]  1元1分鐘
[00:13:09.920 --> 00:13:12.480]  有些人試過借我電話之後
[00:13:12.480 --> 00:13:13.520]  塞回1元給我
[00:13:13.520 --> 00:13:14.640]  因為說完1分鐘
[00:13:14.640 --> 00:13:16.000]  還給我1元
[00:13:16.240 --> 00:13:17.440]  到了現在
[00:13:17.440 --> 00:13:19.840]  沒有手提電話才奇怪
[00:13:19.840 --> 00:13:21.760]  有call機才是最奇怪
[00:13:21.760 --> 00:13:22.800]  是不是
[00:13:22.800 --> 00:13:24.320]  我用手提電話
[00:13:24.320 --> 00:13:26.880]  還要是你不是關心有多少通話分鐘
[00:13:26.880 --> 00:13:28.240]  我從來不關心的
[00:13:28.240 --> 00:13:30.320]  我現在關心有多少激數據
[00:13:30.320 --> 00:13:32.560]  世界不斷地在變化
[00:13:32.560 --> 00:13:35.200]  那時候用電話全部都按鍵
[00:13:35.200 --> 00:13:37.440]  1234567890全部齊全
[00:13:37.440 --> 00:13:38.240]  是不是
[00:13:38.240 --> 00:13:39.440]  但是到現在的電話
[00:13:39.440 --> 00:13:41.120]  最多只有四個按鍵
[00:13:41.120 --> 00:13:41.600]  是不是
[00:13:41.600 --> 00:13:44.160]  兩個開關鍵、兩個音量
[00:13:44.160 --> 00:13:45.360]  中間一個按鍵
[00:13:45.520 --> 00:13:47.360]  有些沒有那一個按鍵
[00:13:47.360 --> 00:13:49.680]  是這樣的
[00:13:49.680 --> 00:13:51.920]  你不斷地在變化世界
[00:13:51.920 --> 00:13:53.200]  你不斷地在適應
[00:13:53.200 --> 00:13:55.200]  你的人是不斷地改變的
[00:13:55.200 --> 00:13:58.480]  同樣地我們去傳福音的手法
[00:13:58.480 --> 00:14:00.640]  都不停地在變化
[00:14:00.640 --> 00:14:02.160]  我年輕的時候
[00:14:02.160 --> 00:14:03.360]  出去傳福音
[00:14:03.360 --> 00:14:04.800]  就是拿著一份問卷
[00:14:04.800 --> 00:14:06.560]  出去街上攔別人
[00:14:06.560 --> 00:14:08.640]  我也是這樣被人繞回來的
[00:14:08.640 --> 00:14:11.120]  不過我後來留了一個假電話給別人
[00:14:11.120 --> 00:14:12.960]  很壞
[00:14:12.960 --> 00:14:14.640]  不過我後來又回到那間教會
[00:14:15.200 --> 00:14:15.840]  但是
[00:14:15.840 --> 00:14:16.880]  是這樣的
[00:14:16.880 --> 00:14:18.160]  以前出去傳福音是這樣的
[00:14:18.160 --> 00:14:19.520]  現在只有耶徵
[00:14:19.520 --> 00:14:21.440]  或者摩門那些會擺街站
[00:14:21.440 --> 00:14:22.320]  是不是
[00:14:22.320 --> 00:14:24.960]  我們傳福音的方法不斷地在變化
[00:14:24.960 --> 00:14:26.560]  甚至到了現在的疫情
[00:14:26.560 --> 00:14:27.840]  我們要上網
[00:14:27.840 --> 00:14:28.960]  我們要做節目
[00:14:28.960 --> 00:14:30.800]  我無緣無故變成KOL
[00:14:30.800 --> 00:14:32.320]  要對著鏡頭說話
[00:14:32.320 --> 00:14:33.120]  要做訪問
[00:14:33.120 --> 00:14:35.120]  世界不停地在變化
[00:14:35.120 --> 00:14:37.440]  我們做事的方法都要變化
[00:14:37.440 --> 00:14:39.680]  唯一有一樣東西不變化的
[00:14:39.680 --> 00:14:41.040]  就是我們依然相信
[00:14:41.040 --> 00:14:43.040]  上帝在背後掌權
[00:14:43.920 --> 00:14:48.160]  我們依然相信上帝的大使命
[00:14:48.160 --> 00:14:50.160]  在我們身上有效
[00:14:50.160 --> 00:14:53.520]  要我們去實踐這個大使命
[00:14:53.520 --> 00:14:57.280]  費利他因為逼迫而離開耶路撒冷
[00:14:57.280 --> 00:14:59.600]  離開了他自己熟悉的群體
[00:14:59.600 --> 00:15:02.080]  但是他沒有放棄他的信仰
[00:15:02.080 --> 00:15:05.360]  他依然相信上帝是真實的
[00:15:05.360 --> 00:15:07.040]  一個真實的上帝
[00:15:07.040 --> 00:15:10.160]  不論在耶路撒冷還是在撒瑪利亞
[00:15:10.160 --> 00:15:11.680]  依然是真實的
[00:15:12.720 --> 00:15:14.320]  對我們來說都一樣
[00:15:14.320 --> 00:15:17.280]  不論在香港也好
[00:15:17.280 --> 00:15:18.800]  你去了哪裡也好
[00:15:18.800 --> 00:15:20.800]  上帝依然是真實的
[00:15:20.800 --> 00:15:23.840]  之前港島裏面
[00:15:23.840 --> 00:15:25.600]  我都講過巴拿巴的故事
[00:15:25.600 --> 00:15:27.600]  就是講完巴拿巴講費利
[00:15:27.600 --> 00:15:30.720]  巴拿巴其實他留在碧巴的時候
[00:15:30.720 --> 00:15:32.720]  他是留在耶路撒冷的
[00:15:32.720 --> 00:15:34.560]  他是留在耶路撒冷的那一批
[00:15:34.560 --> 00:15:35.760]  他沒有跟著走
[00:15:35.760 --> 00:15:38.080]  但是他一樣是面對一種改變
[00:15:38.080 --> 00:15:40.480]  整個教會的生態他都不同了
[00:15:40.800 --> 00:15:42.800]  之前那些使徒很威風
[00:15:42.800 --> 00:15:45.440]  一講就有幾千人信主
[00:15:45.440 --> 00:15:47.520]  繁物公用
[00:15:47.520 --> 00:15:49.200]  然後賣了房子
[00:15:49.200 --> 00:15:51.120]  奉獻亞拿利亞
[00:15:51.120 --> 00:15:52.320]  收了幾分
[00:15:52.320 --> 00:15:53.760]  然後死在前面
[00:15:53.760 --> 00:15:57.280]  整個畫面是教會很興旺
[00:15:57.280 --> 00:15:58.800]  還有神的大能
[00:15:58.800 --> 00:16:00.320]  聖靈在當中運行
[00:16:00.320 --> 00:16:02.160]  但是碧巴來到的時候
[00:16:02.160 --> 00:16:03.520]  彷彿有一種改變
[00:16:03.520 --> 00:16:06.160]  人們逃避離開
[00:16:06.160 --> 00:16:08.400]  教會的生態不同了
[00:16:08.400 --> 00:16:10.400]  但是巴拿巴他沒有離開
[00:16:11.360 --> 00:16:13.760]  我會覺得一樣
[00:16:13.760 --> 00:16:16.560]  他留在耶路撒冷有他的工作
[00:16:16.560 --> 00:16:17.840]  有他的作用
[00:16:17.840 --> 00:16:21.360]  如果巴拿巴不是在耶路撒冷的話
[00:16:21.360 --> 00:16:24.160]  保羅他走到耶路撒冷
[00:16:24.160 --> 00:16:26.480]  想跟門徒交往
[00:16:26.480 --> 00:16:28.960]  就沒有了這個中間人
[00:16:28.960 --> 00:16:30.960]  沒有了這個人做引薦
[00:16:30.960 --> 00:16:32.080]  大家看回經文
[00:16:32.080 --> 00:16:35.200]  我覺得巴拿巴在這個故事裏面
[00:16:35.200 --> 00:16:37.200]  是有他很重要的角色
[00:16:39.360 --> 00:16:40.880]  世界不停地變
[00:16:40.880 --> 00:16:42.000]  其實沒有人知道
[00:16:42.000 --> 00:16:43.040]  你留在這裏好一點
[00:16:43.040 --> 00:16:44.320]  還是你走了好一點
[00:16:44.320 --> 00:16:45.360]  沒有人知道
[00:16:45.360 --> 00:16:47.520]  我們不知道
[00:16:47.520 --> 00:16:49.440]  哪個抉擇是對或者錯
[00:16:49.440 --> 00:16:51.440]  甚至其實沒有說對錯
[00:16:51.440 --> 00:16:53.600]  選擇
[00:16:53.600 --> 00:16:56.160]  各自有不同的選擇
[00:16:56.160 --> 00:16:58.000]  肥利選擇離開
[00:16:58.000 --> 00:16:59.600]  巴拿巴選擇留下
[00:16:59.600 --> 00:17:03.440]  但是他們都為神成就了很重要的事
