
[00:00:00.000 --> 00:00:04.200]  好,我們看回第26章
[00:03:08.760 --> 00:03:10.560]  所以這一章聖經就是說
[00:03:10.560 --> 00:03:15.840]  以殺如何和周邊近鄰的人增敬
[00:03:15.840 --> 00:03:20.120]  他用什麼態度去面對這個增敬呢
[00:03:20.120 --> 00:03:22.960]  所以14節就果然出現了
[00:03:22.960 --> 00:03:27.040]  他有羊群牛群又有許多僕人
[00:03:27.040 --> 00:03:29.040]  非利士人就疾到他
[00:03:29.040 --> 00:03:32.920]  當他父親阿伯拉罕在世的日子
[00:03:32.920 --> 00:03:35.760]  他父親的僕人所挖的井
[00:03:35.760 --> 00:03:39.560]  非利士人全都塞住填滿了土
[00:03:39.560 --> 00:03:42.400]  阿比米勒對以撒說
[00:03:42.400 --> 00:03:44.400]  你離開我們去吧
[00:03:44.400 --> 00:03:47.400]  因為你比我們強盛得多
[00:03:47.400 --> 00:03:49.400]  以撒就離開那裡
[00:03:49.400 --> 00:03:52.840]  在基拉爾谷支塔象棚
[00:03:52.840 --> 00:03:54.840]  住在那裡
[00:03:54.840 --> 00:03:57.840]  當他父親阿伯拉罕在世之日
[00:03:57.840 --> 00:03:59.840]  所挖的水井
[00:03:59.840 --> 00:04:03.360]  因非利士人在阿伯拉罕死後塞住了
[00:04:03.360 --> 00:04:06.080]  果然是爸爸死了之後
[00:04:06.080 --> 00:04:08.080]  那些鄰舍
[00:04:08.800 --> 00:04:10.000]  迦南人
[00:04:10.000 --> 00:04:12.000]  非利士人
[00:04:12.000 --> 00:04:14.000]  基拉爾人
[00:04:14.000 --> 00:04:16.000]  阿比米勒王
[00:04:16.000 --> 00:04:18.000]  就欺負以撒
[00:04:18.000 --> 00:04:20.000]  將井
[00:04:20.000 --> 00:04:22.000]  很重要的水源
[00:04:22.000 --> 00:04:25.120]  完全塞住了用土
[00:04:25.120 --> 00:04:30.760]  就真的去欺負以撒
[00:04:30.760 --> 00:04:33.800]  以撒正如聖經描述的
[00:04:33.800 --> 00:04:35.800]  18節的下半節
[00:04:35.800 --> 00:04:38.320]  以撒就重新挖出來
[00:04:38.320 --> 00:04:41.120]  迎照他父親所叫的
[00:04:41.120 --> 00:04:43.120]  叫那些井的名字
[00:04:43.120 --> 00:04:45.120]  有一些座標
[00:04:45.120 --> 00:04:48.120]  好像一個定位
[00:04:48.120 --> 00:04:51.520]  用名字來改名字的井
[00:04:51.520 --> 00:04:53.520]  比如別士巴
[00:04:53.520 --> 00:04:56.160]  有這個利河伯
[00:04:56.160 --> 00:04:58.760]  別士巴就是盟誓的井
[00:04:58.760 --> 00:05:01.920]  利河伯就是寬闊的意思
[00:05:01.920 --> 00:05:06.280]  留意第十九節
[00:05:06.280 --> 00:05:09.920]  以撒的僕人在谷中挖井
[00:05:09.920 --> 00:05:12.320]  便得了一口活水井
[00:05:12.320 --> 00:05:16.440]  基拉爾的木人與以撒的木人爭競
[00:05:16.440 --> 00:05:20.920]  作者都很想勾起我們的回憶
[00:05:20.920 --> 00:05:25.920]  到底以撒承受了爸爸的祝福
[00:05:25.920 --> 00:05:28.920]  就是神給阿伯拉罕的祝福
[00:05:28.920 --> 00:05:30.920]  臨到以撒身上
[00:05:30.920 --> 00:05:34.320]  以撒他自己那種屬靈的風範
[00:05:34.320 --> 00:05:36.920]  是否真的可以承受祝福呢
[00:05:36.920 --> 00:05:38.920]  你就看到
[00:05:38.920 --> 00:05:42.920]  我們上一次
[00:05:42.920 --> 00:05:44.920]  對上一次再前一點
[00:05:44.920 --> 00:05:46.920]  二十五章我們說過
[00:05:46.920 --> 00:05:48.920]  以這個的以素
[00:05:48.920 --> 00:05:52.920]  他完全好像不配獲得那個祝福
[00:05:52.920 --> 00:05:54.920]  但是現在以撒
[00:05:54.920 --> 00:06:00.920]  聖經就很想將他和爸爸的
[00:06:00.920 --> 00:06:07.920]  阿伯蘭當年和自己的兒子羅德的爭競
[00:06:07.920 --> 00:06:09.920]  來做一個比較
[00:06:09.920 --> 00:06:12.920]  現在就是以撒和基拉爾人的爭競
[00:06:12.920 --> 00:06:15.920]  記住是基拉爾人
[00:06:15.920 --> 00:06:19.920]  來與以撒為敵為仇
[00:06:19.920 --> 00:06:23.920]  要來欺負他
[00:06:23.920 --> 00:06:25.920]  面對這樣的情況
[00:06:25.920 --> 00:06:27.920]  以撒怎樣打算呢
[00:06:27.920 --> 00:06:31.920]  十三章大家應該沒有忘記
[00:06:31.920 --> 00:06:35.920]  就是阿伯蘭容許羅德去選擇
[00:06:35.920 --> 00:06:37.920]  不容許由自可
[00:06:37.920 --> 00:06:40.920]  就將羅德的心事都說出來了
[00:06:40.920 --> 00:06:42.920]  你要我選擇
[00:06:42.920 --> 00:06:45.920]  我當然選擇最好的
[00:06:45.920 --> 00:06:47.920]  一個老人家叫你去選擇
[00:06:47.920 --> 00:06:50.920]  年輕的就老實不客氣
[00:06:50.920 --> 00:06:52.920]  說一要就拿個雞腿
[00:06:52.920 --> 00:06:55.920]  一要就最好的約旦河平原
[00:06:55.920 --> 00:06:58.920]  就將自己的心事都說出來了
[00:06:58.920 --> 00:06:59.920]  就不是很謙讓
[00:06:59.920 --> 00:07:03.920]  讓叔父你幫我去選擇
[00:07:03.920 --> 00:07:05.920]  或者我們不應該去爭競
[00:07:05.920 --> 00:07:08.920]  就將自己的底牌
[00:07:08.920 --> 00:07:10.920]  自己的屬靈的生命
[00:07:10.920 --> 00:07:14.920]  赤裸裸地讓人看到
[00:07:14.920 --> 00:07:16.920]  現在以撒是不是這樣的情況呢
[00:07:16.920 --> 00:07:19.920]  留意一下第十九節
[00:07:19.920 --> 00:07:23.920]  這水是我們的
[00:07:23.920 --> 00:07:25.920]  基拉爾人這樣說
[00:07:25.920 --> 00:07:27.920]  以撒就吸那井
[00:07:27.920 --> 00:07:28.920]  起名叫埃色
[00:07:28.920 --> 00:07:30.920]  因為他們和他相爭
[00:07:30.920 --> 00:07:33.920]  以撒的僕人又挖了一口井
[00:07:33.920 --> 00:07:36.920]  他們又為這井爭競
[00:07:36.920 --> 00:07:38.920]  就是說你去到哪裡
[00:07:38.920 --> 00:07:40.920]  我就追到你去哪裡
[00:07:40.920 --> 00:07:44.920]  來攻擊和刻意的
[00:07:44.920 --> 00:07:46.920]  令你不好受
[00:07:46.920 --> 00:07:49.920]  你得到的那些祝福
[00:07:49.920 --> 00:07:51.920]  我們要佔據
[00:07:51.920 --> 00:07:52.920]  用我們的武力
[00:07:52.920 --> 00:07:55.920]  這樣來欺負以撒
[00:07:55.920 --> 00:07:57.920]  所以以撒又吸這個井
[00:07:57.920 --> 00:08:00.920]  叫西提拿為敵
[00:08:00.920 --> 00:08:03.920]  就是說處處和我們作對的
[00:08:03.920 --> 00:08:05.920]  這些基拉爾人
[00:08:05.920 --> 00:08:11.920]  處處使我們好像受傷害
[00:08:11.920 --> 00:08:13.920]  第二十二節
[00:08:13.920 --> 00:08:16.920]  以撒離開那裡
[00:08:16.920 --> 00:08:18.920]  又挖了一口井
[00:08:18.920 --> 00:08:21.920]  他們不為這井爭競了
[00:08:21.920 --> 00:08:22.920]  他就吸那井
[00:08:22.920 --> 00:08:24.920]  起名叫利河伯
[00:08:24.920 --> 00:08:27.920]  是寬闊這樣的意思
[00:08:27.920 --> 00:08:29.920]  越是受欺壓
[00:08:29.920 --> 00:08:33.920]  原來越是退讓
[00:08:33.920 --> 00:08:36.920]  記住是在神裡面
[00:08:36.920 --> 00:08:38.920]  以撒來面對
[00:08:38.920 --> 00:08:42.920]  這個迦南的族長生活
[00:08:42.920 --> 00:08:46.920]  他自己怎樣來表現出
[00:08:46.920 --> 00:08:48.920]  是相信神的應許
[00:08:48.920 --> 00:08:51.920]  神說要將迦南地
[00:08:51.920 --> 00:08:52.920]  給過你的爸爸
[00:08:52.920 --> 00:08:56.920]  現在我要將這個應許的約
[00:08:56.920 --> 00:08:59.920]  和你以撒來立
[00:08:59.920 --> 00:09:00.920]  你會得到的
[00:09:00.920 --> 00:09:04.920]  但是為什麼會有敵人在我面前
[00:09:04.920 --> 00:09:07.920]  我沒有想要和他們為敵
[00:09:07.920 --> 00:09:10.920]  為什麼處處和我們作對
[00:09:10.920 --> 00:09:12.920]  說真的不簡單
[00:09:12.920 --> 00:09:13.920]  我挖一個井
[00:09:13.920 --> 00:09:16.920]  他就說這個是我們的
[00:09:16.920 --> 00:09:19.920]  你不可以這樣來取我們的井
[00:09:19.920 --> 00:09:22.920]  接著就來霸佔了
[00:09:22.920 --> 00:09:25.920]  那些井的名字都告訴我們
[00:09:25.920 --> 00:09:27.920]  是相爭是為敵
[00:09:27.920 --> 00:09:30.920]  後來就不知道什麼原因
[00:09:30.920 --> 00:09:32.920]  他們就不再去爭競了
[00:09:32.920 --> 00:09:36.920]  以撒就改這個井的名字叫利河伯
[00:09:36.920 --> 00:09:38.920]  就是寬闊了
[00:09:38.920 --> 00:09:40.920]  不過就留意下第22節
[00:09:40.920 --> 00:09:45.920]  他說耶和華現在給我們寬闊之地
[00:09:45.920 --> 00:09:48.920]  我們必在這地昌盛
[00:09:48.920 --> 00:09:52.920]  由12節開始到這裡的第22節
[00:09:52.920 --> 00:09:54.920]  這十節聖經
[00:09:54.920 --> 00:09:57.920]  頭尾都是加了一個括弧
[00:09:57.920 --> 00:09:59.920]  就是昌盛
[00:09:59.920 --> 00:10:00.920]  興盛
[00:10:00.920 --> 00:10:02.920]  是神令到以撒
[00:10:02.920 --> 00:10:04.920]  有百倍的修成
[00:10:04.920 --> 00:10:06.920]  還有這個井利河伯
[00:10:06.920 --> 00:10:10.920]  而且連那些敵人都不再和我們爭競了
[00:10:10.920 --> 00:10:16.920]  夾雜著的就是神使我得到這個興盛
[00:10:16.920 --> 00:10:19.920]  這些是什麼屬靈原則
[00:10:19.920 --> 00:10:22.920]  如果用新約就告訴我們
[00:10:22.920 --> 00:10:24.920]  虛心的人有福了
[00:10:24.920 --> 00:10:26.920]  天國是他們的
[00:10:26.920 --> 00:10:29.920]  耶穌是這樣教我們基督徒
[00:10:29.920 --> 00:10:31.920]  告訴我們我們在這個世界
[00:10:31.920 --> 00:10:36.920]  我們好像羊進去狼群一樣
[00:10:36.920 --> 00:10:38.920]  我們要靈巧像蛇
[00:10:38.920 --> 00:10:41.920]  純良好像甲子
[00:10:41.920 --> 00:10:45.920]  你就要明白
[00:10:45.920 --> 00:10:50.920]  我們是要面對這個世界的那個為敵的
[00:10:50.920 --> 00:10:53.920]  這個世界是不會歡迎基督徒的
[00:10:53.920 --> 00:10:57.920]  但是唯一的靠山就是我們的神
[00:10:57.920 --> 00:10:59.920]  是我們的倚靠
[00:10:59.920 --> 00:11:01.920]  所以如果你要面對一些
[00:11:01.920 --> 00:11:04.920]  令到你很難堪
[00:11:04.920 --> 00:11:08.920]  令到你處處有人和你為敵的遭遇
[00:11:08.920 --> 00:11:10.920]  記住
[00:11:10.920 --> 00:11:13.920]  以撒都是這樣面對
[00:11:13.920 --> 00:11:15.920]  一而再
[00:11:15.920 --> 00:11:17.920]  首先就是欺負他到一個地步
[00:11:17.920 --> 00:11:20.920]  就是爸爸那些井
[00:11:20.920 --> 00:11:22.920]  他全部塞住
[00:11:22.920 --> 00:11:26.920]  大家不要忘記就是創世紀22章
[00:11:28.920 --> 00:11:33.920]  阿伯拉罕有一段長時間住在別士巴
[00:11:33.920 --> 00:11:37.920]  就是說在迦南地都和那幫迦南人
[00:11:37.920 --> 00:11:40.920]  都是友善地生活
[00:11:40.920 --> 00:11:42.920]  現在什麼原因
[00:11:42.920 --> 00:11:45.920]  他們會對這個兒子
[00:11:45.920 --> 00:11:48.920]  諸多的去阻撓
[00:11:48.920 --> 00:11:51.920]  明明看到他神有神的祝福
[00:11:51.920 --> 00:11:53.920]  但是都不懼怕
[00:11:53.920 --> 00:11:56.920]  而你來到他刻意的欺負這個以撒
[00:11:56.920 --> 00:11:59.920]  但是給我們看到的就是
[00:11:59.920 --> 00:12:02.920]  以撒是一而再的退讓
[00:12:02.920 --> 00:12:05.920]  但是這個退讓不會令到他
[00:12:05.920 --> 00:12:09.920]  在神的裏面得到的減少
[00:12:09.920 --> 00:12:12.920]  不過他要面對的就是
[00:12:12.920 --> 00:12:15.920]  那個難阻
[00:12:15.920 --> 00:12:19.920]  那個難阻是一直都沒有停的
[00:12:19.920 --> 00:12:22.920]  神都容讓這些環境
[00:12:22.920 --> 00:12:24.920]  去裝備我們那個心靈
[00:12:24.920 --> 00:12:26.920]  我們那個心境的
[00:12:26.920 --> 00:12:29.920]  或者我們那個屬靈的生命能夠成長的
[00:12:29.920 --> 00:12:34.920]  難處會使得我們不能夠太過驕傲
[00:12:34.920 --> 00:12:37.920]  太過的自以為是
[00:12:37.920 --> 00:12:41.920]  難處敵人會告訴我們
[00:12:41.920 --> 00:12:45.920]  你這裏需要有些修改
[00:12:45.920 --> 00:12:47.920]  有些修剪
[00:12:47.920 --> 00:12:49.920]  敵人的好處
[00:12:49.920 --> 00:12:51.920]  或者敵人唯一的好處就是
[00:12:51.920 --> 00:12:53.920]  讓你看到你自己真正的欠缺
[00:12:53.920 --> 00:12:55.920]  擦鞋的就是告訴你
[00:12:55.920 --> 00:12:56.920]  你什麼都沒事
[00:12:56.920 --> 00:12:58.920]  你什麼都是好的
[00:12:58.920 --> 00:13:00.920]  所以敵人的那個勸勉
[00:13:00.920 --> 00:13:02.920]  是永遠都很難入耳的
[00:13:02.920 --> 00:13:03.920]  很難聽得入耳的
[00:13:03.920 --> 00:13:06.920]  但是完全是一句
[00:13:06.920 --> 00:13:10.920]  適合你聽和你需要改善的地方
[00:13:10.920 --> 00:13:12.920]  所以拆開來說
[00:13:12.920 --> 00:13:15.920]  我們現在有那些叫做connection card
[00:13:15.920 --> 00:13:18.920]  我們有童工設計了很精美的
[00:13:18.920 --> 00:13:20.920]  這些connection card
[00:13:20.920 --> 00:13:23.920]  有很多空白位給你寫東西的
[00:13:23.920 --> 00:13:25.920]  或者你每一堂
[00:13:25.920 --> 00:13:27.920]  譬如你想有什麼資訊
[00:13:27.920 --> 00:13:29.920]  洗禮
[00:13:29.920 --> 00:13:31.920]  回團契
[00:13:31.920 --> 00:13:33.920]  寫你的名字
[00:13:33.920 --> 00:13:35.920]  你回哪一堂崇拜
[00:13:35.920 --> 00:13:39.920]  後面有很多空位你可以填
[00:13:39.920 --> 00:13:41.920]  譬如想參與侍奉
[00:13:41.920 --> 00:13:44.920]  或者後面有什麼回應
[00:13:44.920 --> 00:13:46.920]  這裏最多人有興趣寫
[00:13:46.920 --> 00:13:49.920]  但是這裏匿名
[00:13:49.920 --> 00:13:51.920]  大家明白我的意思嗎
[00:13:51.920 --> 00:13:55.920]  有時候其實最寶貴的就是
[00:13:55.920 --> 00:13:57.920]  我們很想和頂指們有相交
[00:13:57.920 --> 00:14:00.920]  你有什麼善意的回應
[00:14:00.920 --> 00:14:01.920]  沒有問題的
[00:14:01.920 --> 00:14:02.920]  甚至你提出一些
[00:14:02.920 --> 00:14:04.920]  你的角度裏面可能是錯的
[00:14:04.920 --> 00:14:06.920]  都不要緊的
[00:14:06.920 --> 00:14:08.920]  因為一定是去到我那裏的
[00:14:08.920 --> 00:14:11.920]  我知道之後我會立即回應
[00:14:11.920 --> 00:14:13.920]  或者主動去尋找
[00:14:13.920 --> 00:14:15.920]  大家去討論去溝通
[00:14:15.920 --> 00:14:17.920]  這個是溝通的渠道
[00:14:17.920 --> 00:14:20.920]  你匿名我又不知道你想怎樣
[00:14:20.920 --> 00:14:22.920]  你說的話我想回應
[00:14:22.920 --> 00:14:23.920]  我向誰回應呢
[00:14:23.920 --> 00:14:25.920]  不能回應的
[00:14:25.920 --> 00:14:26.920]  難道我在港台說
[00:14:26.920 --> 00:14:27.920]  我收到一張卡
[00:14:27.920 --> 00:14:29.920]  這樣寫
[00:14:29.920 --> 00:14:33.920]  然後我現在在港台對著300人回應
[00:14:33.920 --> 00:14:35.920]  那我不是浪費了300人的時間
[00:14:35.920 --> 00:14:36.920]  甚至乎被人誤會了
[00:14:36.920 --> 00:14:38.920]  以為我指桑罵槐
[00:14:38.920 --> 00:14:39.920]  這樣不好的
[00:14:39.920 --> 00:14:43.920]  所以記住一件事
[00:14:43.920 --> 00:14:49.920]  敵人是會讓我們真正需要面對的
[00:14:49.920 --> 00:14:51.920]  來赤裸裸暴露出來
[00:14:51.920 --> 00:14:53.920]  這個是敵人存在
[00:14:53.920 --> 00:14:57.920]  或者一些敵擋我們成長的人
[00:14:57.920 --> 00:15:01.920]  那個最大的優點和好處
[00:15:01.920 --> 00:15:04.920]  所以千萬不要看別人對我們
[00:15:04.920 --> 00:15:07.920]  善意的批評
[00:15:07.920 --> 00:15:10.920]  勸導和惡意的批評
[00:15:10.920 --> 00:15:14.920]  惡意的不叫做勸導
[00:15:14.920 --> 00:15:16.920]  惡意的詆毀
[00:15:16.920 --> 00:15:18.920]  或者暗中
[00:15:18.920 --> 00:15:19.920]  當然最困難就是
[00:15:19.920 --> 00:15:21.920]  暗中的是非
[00:15:21.920 --> 00:15:24.920]  你想回應都回應不到
[00:15:24.920 --> 00:15:26.920]  最困難就是這樣
[00:15:26.920 --> 00:15:29.920]  所以中國人一起學
[00:15:29.920 --> 00:15:33.920]  真是用愛心說誠實話
[00:15:33.920 --> 00:15:34.920]  是universal的
[00:15:34.920 --> 00:15:36.920]  每一個民族都要的
[00:15:36.920 --> 00:15:38.920]  外國人就比較直率一點
[00:15:38.920 --> 00:15:40.920]  中國人就含蓄
[00:15:40.920 --> 00:15:43.920]  含蓄得來就要在暗中說
[00:15:43.920 --> 00:15:45.920]  人又聽不到
[00:15:45.920 --> 00:15:47.920]  神就不喜悅
[00:15:47.920 --> 00:15:50.920]  自己就會越來越偏於那個
[00:15:50.920 --> 00:15:52.920]  越來越喜歡說是非
[00:15:52.920 --> 00:15:54.920]  這樣是最不好的
[00:15:54.920 --> 00:15:57.920]  所以求主幫助我們
[00:15:57.920 --> 00:15:59.920]  要來看到
[00:15:59.920 --> 00:16:02.920]  以實面對這些的敵擋
[00:16:02.920 --> 00:16:04.920]  他是用一種退讓
[00:16:04.920 --> 00:16:06.920]  他不懂得登山補訓
[00:16:06.920 --> 00:16:10.920]  但是恩物相承的聖靈工作就是
[00:16:10.920 --> 00:16:13.920]  以實都好像爸爸一樣
[00:16:13.920 --> 00:16:18.920]  你們要這樣來特意去敵擋我們
[00:16:18.920 --> 00:16:19.920]  我們有神
[00:16:19.920 --> 00:16:22.920]  不和你去計較
[00:16:22.920 --> 00:16:23.920]  始終有一天
[00:16:23.920 --> 00:16:25.920]  神會為我伸冤的
[00:16:25.920 --> 00:16:28.920]  神會來祝福我的
[00:16:28.920 --> 00:16:31.920]  留意下第23節
[00:16:31.920 --> 00:16:35.920]  以實從那裡上別時巴去
[00:16:35.920 --> 00:16:37.920]  這個地方是百感交集的
[00:16:37.920 --> 00:16:39.920]  對以實來說
[00:16:39.920 --> 00:16:45.920]  很快和大家揭一揭22章
[00:16:45.920 --> 00:16:47.920]  22章大家都記得
[00:16:47.920 --> 00:16:58.920]  就是伯拉罕獻以實
[00:16:58.920 --> 00:17:00.920]  22章不看那麼多了
[00:17:00.920 --> 00:17:05.920]  第19節
[00:17:05.920 --> 00:17:07.920]  或者18節
[00:17:07.920 --> 00:17:09.920]  神就和伯拉罕說
[00:17:09.920 --> 00:17:12.920]  你既然不留下你的兒子
[00:17:12.920 --> 00:17:15.920]  你所愛的以實來給我
[00:17:15.920 --> 00:17:19.920]  所以地上的萬國都會因你得福
[00:17:19.920 --> 00:17:20.920]  18節
[00:17:20.920 --> 00:17:23.920]  因為你聽從了我的說話
[00:17:23.920 --> 00:17:25.920]  所以記住得到福氣
[00:17:25.920 --> 00:17:28.920]  和我們決心的跟隨
[00:17:28.920 --> 00:17:32.920]  是有付諸於行動的信心
[00:17:32.920 --> 00:17:35.920]  如果只說就不是信心
[00:17:35.920 --> 00:17:37.920]  那是說了
[00:17:37.920 --> 00:17:40.920]  說了不等於做了
[00:17:40.920 --> 00:17:42.920]  真正的行動就是
[00:17:42.920 --> 00:17:46.920]  伯拉罕清早起來預備柴
[00:17:46.920 --> 00:17:48.920]  叫兩個僕人
[00:17:48.920 --> 00:17:51.920]  叫以實一起上路
[00:17:51.920 --> 00:17:53.920]  去到摩尼亞山
[00:17:53.920 --> 00:17:56.920]  要獻以實
[00:17:56.920 --> 00:18:00.920]  所以聽從是真的有行動的
[00:18:00.920 --> 00:18:01.920]  第19節
[00:18:01.920 --> 00:18:05.920]  於是伯拉罕回到他僕人那裡
[00:18:05.920 --> 00:18:08.920]  他們一同起身往別士巴去
[00:18:08.920 --> 00:18:11.920]  伯拉罕就住在別士巴
[00:18:11.920 --> 00:18:13.920]  在這個地方
[00:18:13.920 --> 00:18:20.920]  以實經過了劫後重生
[00:18:20.920 --> 00:18:23.920]  可能不知道爸爸
[00:18:23.920 --> 00:18:27.920]  昨天做了什麼事
[00:18:27.920 --> 00:18:31.920]  吃了什麼錯藥
[00:18:31.920 --> 00:18:33.920]  把我綁住
[00:18:33.920 --> 00:18:34.920]  幾乎要殺我
[00:18:34.920 --> 00:18:36.920]  幸好神禁止
[00:18:36.920 --> 00:18:40.920]  伯拉罕有沒有將這個原委
[00:18:40.920 --> 00:18:42.920]  告訴以實
[00:18:42.920 --> 00:18:43.920]  不知道
[00:18:43.920 --> 00:18:44.920]  聖經沒有這樣記載
[00:18:44.920 --> 00:18:46.920]  要我們有空間去想
[00:18:46.920 --> 00:18:49.920]  他的心靈有沒有一個受創
[00:18:49.920 --> 00:18:51.920]  爸爸曾經這樣想殺我
[00:18:51.920 --> 00:18:54.920]  如果站在以實的心境
[00:18:54.920 --> 00:18:56.920]  有沒有童年陰影
[00:18:56.920 --> 00:19:01.920]  令你從小就對爸爸有這種恨意
[00:19:01.920 --> 00:19:03.920]  我們都不太知道
[00:19:03.920 --> 00:19:05.920]  到底以實的內心是怎樣
[00:19:05.920 --> 00:19:08.920]  不過聖經告訴我們
[00:19:08.920 --> 00:19:10.920]  伯拉罕那段時間
[00:19:10.920 --> 00:19:14.920]  很長時間住在別士巴
[00:19:14.920 --> 00:19:20.920]  後來輾轉回到摩尼的象樹
[00:19:20.920 --> 00:19:24.920]  買了那塊田和那個洞
[00:19:24.920 --> 00:19:27.920]  將來就是那個埋葬的地方
[00:19:27.920 --> 00:19:29.920]  土葬的地方
[00:19:29.920 --> 00:19:32.920]  這個也可以這樣說
[00:19:32.920 --> 00:19:36.920]  就是伯拉罕一離開了梧椅
[00:19:36.920 --> 00:19:39.920]  輾轉輾轉去到迦南地
[00:19:39.920 --> 00:19:41.920]  第一個落腳地
[00:19:41.920 --> 00:19:43.920]  就是這個摩尼象樹
[00:19:43.920 --> 00:19:47.920]  或者叫萬利象樹那個地方
[00:19:47.920 --> 00:19:50.920]  真是生於斯死於斯
[00:19:50.920 --> 00:19:53.920]  在那個地方來到第一度作客裡
[00:19:53.920 --> 00:19:55.920]  在那裡求告神
[00:19:55.920 --> 00:19:57.920]  在那裡做一個定位
[00:19:57.920 --> 00:20:01.920]  人生的歸宿又以那裡做定位
[00:20:01.920 --> 00:20:04.920]  這個就是別士巴這個地方
[00:20:04.920 --> 00:20:07.920]  別士巴將來都會有很重要的
[00:20:07.920 --> 00:20:09.920]  和雅各有關
[00:20:09.920 --> 00:20:15.920]  現在以實就回到別士巴這個地方
[00:20:15.920 --> 00:20:17.920]  在這個地方有什麼發生呢
[00:20:17.920 --> 00:20:19.920]  留意一下廿四節
[00:20:19.920 --> 00:20:23.920]  一上去這些曾經盟誓的地方
[00:20:23.920 --> 00:20:27.920]  神的祝福和神的顯現又來了
[00:20:27.920 --> 00:20:30.920]  不是說之前那些真淨神就好像隱藏了
[00:20:30.920 --> 00:20:35.920]  而是容讓以實在信心裡面去面對仇敵
[00:20:35.920 --> 00:20:37.920]  面對基拉爾人
[00:20:37.920 --> 00:20:40.920]  面對被人欺負到上頭的
[00:20:40.920 --> 00:20:42.920]  好像抓住你的頸
[00:20:42.920 --> 00:20:45.920]  來欺負你的這樣的仇敵
[00:20:45.920 --> 00:20:48.920]  你用什麼態度去面對呢
[00:20:48.920 --> 00:20:51.920]  聖經就很簡單用了十節
[00:20:51.920 --> 00:20:53.920]  但是你要想一下
