
[00:00:00.000 --> 00:00:03.400]  各位弟兄姊妹早安,主佬們平安
[00:01:51.400 --> 00:01:56.000]  所以當時的信仰和整個世界是相關的
[00:01:56.000 --> 00:01:58.000]  就是說他們
[00:01:58.000 --> 00:02:00.000]  喂喂喂,被人滅聲了
[00:02:00.000 --> 00:02:06.200]  信仰在世界裏面,在政治裏面都是很重要的
[00:02:06.200 --> 00:02:09.400]  法理賽人既然是一個很重要的信仰教派
[00:02:09.400 --> 00:02:13.400]  因此他們也屬於社會的上流
[00:02:13.400 --> 00:02:15.800]  他們是很高層的
[00:02:15.800 --> 00:02:18.800]  可能和政府官員關係很好
[00:02:18.800 --> 00:02:22.600]  他們屬於世界裏面的高層上流社會
[00:02:22.600 --> 00:02:26.600]  而且當時的世界識字率是很低的
[00:02:26.600 --> 00:02:27.600]  人們不識字
[00:02:27.600 --> 00:02:29.600]  他們只會一些很基本的東西
[00:02:29.600 --> 00:02:32.600]  例如去街市買菜看得懂那些雞蛋多少錢一隻
[00:02:32.600 --> 00:02:34.000]  就這樣而已
[00:02:34.000 --> 00:02:39.600]  所以法理賽人能夠讀得明本聖經
[00:02:39.600 --> 00:02:41.600]  即是摩西五經那些
[00:02:41.600 --> 00:02:44.200]  你想想我們經常搞讀經計劃
[00:02:44.200 --> 00:02:46.200]  摩西五經,你創世記出埃及記
[00:02:46.200 --> 00:02:49.200]  然後就死了,我們就讀不下去了
[00:02:49.200 --> 00:02:51.200]  但法理賽人是很熟的
[00:02:51.200 --> 00:02:53.200]  在一個不識字的世界裏面
[00:02:53.200 --> 00:02:55.200]  他竟然可以很熟本聖經
[00:02:55.200 --> 00:02:57.200]  即是說他們的學歷很高
[00:02:57.200 --> 00:03:00.200]  可以說現今來說他們是博士級的
[00:03:00.200 --> 00:03:02.200]  即是這個世界的博士
[00:03:02.200 --> 00:03:04.200]  分分鐘還有幾個博士學位的
[00:03:04.200 --> 00:03:08.200]  保羅稱自己為法理賽人中的法理賽人
[00:03:08.200 --> 00:03:09.200]  即是怎樣?
[00:03:09.200 --> 00:03:11.200]  即是很厲害
[00:03:11.200 --> 00:03:12.200]  即是很厲害
[00:03:12.200 --> 00:03:13.200]  法理賽人裏面的法理賽人
[00:03:13.200 --> 00:03:14.200]  雙倍上去就很厲害
[00:03:14.200 --> 00:03:16.200]  開始時我都不太知道是怎樣的
[00:03:16.200 --> 00:03:20.200]  直到我發現了朱子榮是校長中的校長
[00:03:20.200 --> 00:03:22.200]  即是原來他有六間學校
[00:03:22.200 --> 00:03:23.200]  看他六間學校有校長
[00:03:23.200 --> 00:03:25.200]  他還是在上面的校長
[00:03:25.200 --> 00:03:26.200]  我開始明白了
[00:03:26.200 --> 00:03:28.200]  甚麼是法理賽人中的法理賽人
[00:03:28.200 --> 00:03:30.200]  即是很厲害的
[00:03:30.200 --> 00:03:32.200]  譬如我是肥仔中的肥仔
[00:03:32.200 --> 00:03:33.200]  即是特別肥
[00:03:33.200 --> 00:03:36.200]  有一種很高的地位
[00:03:36.200 --> 00:03:40.200]  保羅他自己也評論自己很厲害很厲害
[00:03:40.200 --> 00:03:45.200]  他對於宗教的熱情也是非常熱情的
[00:03:45.200 --> 00:03:48.200]  他屬於碧伯基督徒那班人
[00:03:48.200 --> 00:03:53.200]  但他碧伯基督徒有他的道理在背後
[00:03:53.200 --> 00:03:58.200]  你想想他們那班人竟然信一個人
[00:03:58.200 --> 00:03:59.200]  信耶穌的人
[00:03:59.200 --> 00:04:01.200]  而且那個耶穌是怎樣的?
[00:04:01.200 --> 00:04:03.200]  釘死了在十字架上
[00:04:03.200 --> 00:04:09.200]  他們會認為當時他們這樣是大逆不道的
[00:04:09.200 --> 00:04:10.200]  有上帝你不信
[00:04:10.200 --> 00:04:11.200]  你信一個人
[00:04:11.200 --> 00:04:14.200]  而且那個人被釘死了是犯人
[00:04:14.200 --> 00:04:18.200]  於是他為了持守自己的信仰
[00:04:18.200 --> 00:04:22.200]  就去迫害那些信了耶穌的猶太人
[00:04:22.200 --> 00:04:23.200]  對他來說是很正常的
[00:04:23.200 --> 00:04:25.200]  他甚至喜悅這件事
[00:04:25.200 --> 00:04:26.200]  他很高興
[00:04:26.200 --> 00:04:32.200]  為甚麼一個迫害信徒的人會變成基督徒呢?
[00:04:32.200 --> 00:04:35.200]  我們就開始繼續看看背景
[00:04:35.200 --> 00:04:38.200]  首先說到初期教會的發展
[00:04:38.200 --> 00:04:41.200]  那些使徒開始傳福音
[00:04:41.200 --> 00:04:42.200]  建立了教會
[00:04:42.200 --> 00:04:46.200]  然後四章說到有一個利微人
[00:04:46.200 --> 00:04:47.200]  名叫約瑟
[00:04:47.200 --> 00:04:49.200]  使徒稱他為巴拿巴
[00:04:49.200 --> 00:04:51.200]  巴拿巴翻出來就是安慰之子
[00:04:51.200 --> 00:04:52.200]  生在塞浦路斯
[00:04:52.200 --> 00:04:54.200]  他有田地也賣了
[00:04:54.200 --> 00:04:57.200]  把錢拿出來放在使徒腳前
[00:04:57.200 --> 00:05:00.200]  這個巴拿巴原來不是真名
[00:05:00.200 --> 00:05:01.200]  是花名
[00:05:01.200 --> 00:05:04.200]  是起了他的綽號
[00:05:04.200 --> 00:05:10.200]  因為他可能有安慰、指導、勸勉的恩賜
[00:05:10.200 --> 00:05:13.200]  所以就稱呼他為巴拿巴
[00:05:13.200 --> 00:05:17.200]  其實顯示出他本身也有一些屬靈的恩賜
[00:05:17.200 --> 00:05:19.200]  並且通常這一類人
[00:05:19.200 --> 00:05:22.200]  有教導恩賜、勸勉恩賜
[00:05:22.200 --> 00:05:25.200]  都會成為一些帶領性的角色
[00:05:25.200 --> 00:05:28.200]  你可以去教人、勸勉
[00:05:28.200 --> 00:05:30.200]  所以我們相信他在教會裡
[00:05:30.200 --> 00:05:35.200]  是屬於比較資深或領導層的人
[00:05:35.200 --> 00:05:39.200]  初期教會是推行繁物公用
[00:05:39.200 --> 00:05:41.200]  即是所有東西都拿出來
[00:05:41.200 --> 00:05:44.200]  巴拿巴也很忠心
[00:05:44.200 --> 00:05:46.200]  他把田地變賣
[00:05:46.200 --> 00:05:49.200]  然後把錢交給使徒
[00:05:49.200 --> 00:05:51.200]  交在使徒腳前
[00:05:51.200 --> 00:05:53.200]  這件事很忠心
[00:05:53.200 --> 00:05:55.200]  很厲害,賣樓
[00:05:55.200 --> 00:05:56.200]  譬如我現在叫Michael
[00:05:56.200 --> 00:05:58.200]  升職了,賣了一層樓
[00:05:58.200 --> 00:06:00.200]  把錢放在這裡
[00:06:00.200 --> 00:06:02.200]  我們教會現在要等錢用
[00:06:02.200 --> 00:06:04.200]  你也要想一下
[00:06:04.200 --> 00:06:06.200]  你也要考慮一下
[00:06:06.200 --> 00:06:08.200]  巴拿巴能夠這樣做
[00:06:08.200 --> 00:06:11.200]  其實是相當忠心的一件事
[00:06:11.200 --> 00:06:14.200]  但是我們通常都不記得他
[00:06:14.200 --> 00:06:16.200]  我們記得誰呢?
[00:06:16.200 --> 00:06:18.200]  阿拿尼亞
[00:06:18.200 --> 00:06:20.200]  阿拿尼亞也賣了田產
[00:06:20.200 --> 00:06:23.200]  不過他怎樣呢?
[00:06:23.200 --> 00:06:24.200]  留下幾分
[00:06:24.200 --> 00:06:27.200]  即是賣了,然後留下一點
[00:06:27.200 --> 00:06:29.200]  即是媽媽給錢你出去買東西
[00:06:29.200 --> 00:06:30.200]  然後你回來找錢
[00:06:30.200 --> 00:06:32.200]  留下一點在袋子裡
[00:06:32.200 --> 00:06:34.200]  有沒有做過?
[00:06:34.200 --> 00:06:36.200]  沒有,我相信很誠實
[00:06:36.200 --> 00:06:41.200]  你會看到同樣把田地賣了
[00:06:41.200 --> 00:06:43.200]  但是有一個阿拿尼亞夫婦
[00:06:43.200 --> 00:06:45.200]  把錢放在袋子裡
[00:06:45.200 --> 00:06:47.200]  於是他們欺控聖靈
[00:06:47.200 --> 00:06:50.200]  重點不是不把錢拿出來
[00:06:50.200 --> 00:06:51.200]  重點不是這件事
[00:06:51.200 --> 00:06:52.200]  而是欺控聖靈
[00:06:52.200 --> 00:06:56.200]  因此他們夫婦當場斷氣
[00:06:56.200 --> 00:06:57.200]  我們不要留意巴拿巴
[00:06:57.200 --> 00:06:59.200]  但在這件事上你會看到
[00:06:59.200 --> 00:07:01.200]  巴拿巴的出場
[00:07:01.200 --> 00:07:04.200]  引解了他的角色
[00:07:04.200 --> 00:07:07.200]  他是一個相當忠心的信徒
[00:07:07.200 --> 00:07:10.200]  然後教會開始變天
[00:07:10.200 --> 00:07:12.200]  碧伯就來到
[00:07:12.200 --> 00:07:13.200]  司提反殉道
[00:07:13.200 --> 00:07:16.200]  司提反因為見證上帝而殉道
[00:07:16.200 --> 00:07:19.200]  然後門徒就開始四散
[00:07:19.200 --> 00:07:21.200]  八章說到蘇羅
[00:07:21.200 --> 00:07:22.200]  蘇羅即是保羅
[00:07:22.200 --> 00:07:24.200]  那時候還沒有改名字
[00:07:24.200 --> 00:07:25.200]  也贊同處死他
[00:07:25.200 --> 00:07:27.200]  從那一天開始
[00:07:27.200 --> 00:07:29.200]  耶路撒冷的教會遭受大迫害
[00:07:29.200 --> 00:07:31.200]  除了使徒以外
[00:07:31.200 --> 00:07:35.200]  眾門徒都分散在猶太和撒瑪利亞各處
[00:07:35.200 --> 00:07:37.200]  有些虔誠的人把司提反埋了
[00:07:37.200 --> 00:07:38.200]  為他大大哀哭
[00:07:38.200 --> 00:07:40.200]  蘇羅卻殘害教會
[00:07:40.200 --> 00:07:42.200]  挨家挨戶地進去
[00:07:42.200 --> 00:07:44.200]  拉著男女關在監獄
[00:07:44.200 --> 00:07:46.200]  這個場景很恐怖
[00:07:46.200 --> 00:07:47.200]  舉個例子
[00:07:47.200 --> 00:07:50.200]  假設有一天我們基督教受迫害
[00:07:50.200 --> 00:07:52.200]  然後有人拿著搜查令
[00:07:52.200 --> 00:07:54.200]  在加州花園逐家敲門
[00:07:54.200 --> 00:07:55.200]  有沒有信耶穌的
[00:07:55.200 --> 00:07:56.200]  有沒有基督徒
[00:07:56.200 --> 00:07:57.200]  拉他出去坐牢
[00:07:57.200 --> 00:08:00.200]  這是一個很恐怖的場景
[00:08:00.200 --> 00:08:02.200]  蘇羅就是在做這些事情
[00:08:02.200 --> 00:08:03.200]  其實是很恐怖的
[00:08:03.200 --> 00:08:07.200]  而信徒因為這樣被迫就分散了
[00:08:07.200 --> 00:08:09.200]  離開不同的地方
[00:08:09.200 --> 00:08:14.200]  巴拿巴留在耶路撒冷
[00:08:14.200 --> 00:08:16.200]  你從接著的經文會發覺
[00:08:16.200 --> 00:08:17.200]  巴拿巴留下了
[00:08:17.200 --> 00:08:21.200]  留下其實是有一個相當大的風險
[00:08:21.200 --> 00:08:24.200]  剛剛才有一個屍體被人打死
[00:08:24.200 --> 00:08:26.200]  他還要繼續留下
[00:08:26.200 --> 00:08:29.200]  這個選擇是相當有勇氣的
[00:08:29.200 --> 00:08:32.200]  不過當然也要明白
[00:08:32.200 --> 00:08:35.200]  整個事件有上帝的計劃
[00:08:35.200 --> 00:08:37.200]  我是不是說分散了
[00:08:37.200 --> 00:08:40.200]  離開了的信徒就沒有勇氣
[00:08:40.200 --> 00:08:41.200]  也不是的
[00:08:41.200 --> 00:08:43.200]  他們分散了也有上帝的計劃
[00:08:43.200 --> 00:08:45.200]  他去了不同地方傳福音
[00:08:45.200 --> 00:08:46.200]  建立了教會
[00:08:46.200 --> 00:08:47.200]  你在《仕途行傳》看到的
[00:08:47.200 --> 00:08:50.200]  其實他們散開了是有計劃的
[00:08:50.200 --> 00:08:53.200]  可以說散開的人和留下的人
[00:08:53.200 --> 00:08:56.200]  他也有他應該要做的事
[00:08:56.200 --> 00:08:59.200]  其實如果我們再引申到今時今日
[00:08:59.200 --> 00:09:02.200]  我們最熱門的主題都是移民潮
[00:09:02.200 --> 00:09:05.200]  當然我們和初期教會的情況不同
[00:09:05.200 --> 00:09:07.200]  我們不是遭受什麼逼迫
[00:09:07.200 --> 00:09:10.200]  但是我們會追求一個不同的生活
[00:09:10.200 --> 00:09:11.200]  有些人認為留下是好的
[00:09:11.200 --> 00:09:13.200]  有些人認為離開是好的
[00:09:13.200 --> 00:09:14.200]  是可以的
[00:09:14.200 --> 00:09:17.200]  但是當你留下或者離開的時候
[00:09:17.200 --> 00:09:20.200]  一樣是做你作為一個基督徒
[00:09:20.200 --> 00:09:23.200]  應該要做的事
[00:09:23.200 --> 00:09:26.200]  巴拿巴他繼續留在耶路撒冷
[00:09:26.200 --> 00:09:28.200]  然後我們繼續看
[00:09:28.200 --> 00:09:31.200]  當去到《仕途行傳》第九章
[00:09:31.200 --> 00:09:34.200]  保羅在大馬色路上遇到耶穌
[00:09:34.200 --> 00:09:36.200]  耶穌向他顯現
[00:09:36.200 --> 00:09:37.200]  有大光照下來
[00:09:37.200 --> 00:09:40.200]  好像有十盞射燈一樣照下來
[00:09:40.200 --> 00:09:43.200]  然後保羅看到神跡就低下了
[00:09:43.200 --> 00:09:44.200]  然後就問
[00:09:44.200 --> 00:09:46.200]  主啊你是誰
[00:09:46.200 --> 00:09:48.200]  那把聲音就對他說
[00:09:48.200 --> 00:09:50.200]  我就是你迫害的耶穌
[00:09:50.200 --> 00:09:53.200]  當然是很驚訝
[00:09:53.200 --> 00:09:55.200]  是不是原來耶穌是神
[00:09:55.200 --> 00:09:58.200]  向他顯示他的神跡、榮光
[00:09:58.200 --> 00:10:01.200]  然後原來我一直在迫害上帝
[00:10:01.200 --> 00:10:03.200]  很大的打擊
[00:10:03.200 --> 00:10:04.200]  整個人呆了
[00:10:04.200 --> 00:10:06.200]  然後還瞎了
[00:10:06.200 --> 00:10:07.200]  瞎了之後怎麼樣
[00:10:07.200 --> 00:10:09.200]  記不記得
[00:10:09.200 --> 00:10:11.200]  有沒有看聖經
[00:10:11.200 --> 00:10:12.200]  瞎了之後
[00:10:12.200 --> 00:10:17.200]  保羅就被一個叫阿拿尼亞的人接走了
[00:10:17.200 --> 00:10:19.200]  這個阿拿尼亞不是剛才
[00:10:19.200 --> 00:10:21.200]  氣控聖靈那個
[00:10:21.200 --> 00:10:22.200]  氣控聖靈那個死了
[00:10:22.200 --> 00:10:24.200]  另一個阿拿尼亞
[00:10:24.200 --> 00:10:29.200]  這個阿拿尼亞其實是大馬士革的一個門徒
[00:10:29.200 --> 00:10:30.200]  耶穌也知道
[00:10:30.200 --> 00:10:35.200]  保羅的悔改是一條非常難走的路
[00:10:35.200 --> 00:10:36.200]  非常難走
[00:10:36.200 --> 00:10:38.200]  你想想之前迫害過教會的
[00:10:38.200 --> 00:10:39.200]  舉個例子
[00:10:39.200 --> 00:10:42.200]  例如我剛剛才殺了富哥
[00:10:42.200 --> 00:10:44.200]  這個基督頭殺了你
[00:10:44.200 --> 00:10:46.200]  然後轉過頭說你要接待我
[00:10:46.200 --> 00:10:49.200]  是一件很難接受的事
[00:10:49.200 --> 00:10:53.200]  於是耶穌就向阿拿尼亞顯現了一個意象
[00:10:53.200 --> 00:10:57.200]  就是叫他去接納保羅
[00:10:57.200 --> 00:10:58.200]  阿拿尼亞受不了
[00:10:58.200 --> 00:10:59.200]  他和耶穌說
[00:10:59.200 --> 00:11:02.200]  主啊,我聽見有許多人講道這個人
[00:11:02.200 --> 00:11:07.200]  說他怎樣要在耶路撒冷多多輔待你的聖徒
[00:11:07.200 --> 00:11:10.200]  並且他在這裡有祭司獎得來的權
[00:11:10.200 --> 00:11:13.200]  並要捆綁一切求告你的名的人
[00:11:13.200 --> 00:11:17.200]  總之他就拿著搜查令來抓人那一批
[00:11:17.200 --> 00:11:19.200]  但是耶穌就說你照慣去
[00:11:19.200 --> 00:11:21.200]  他是我所揀選的器皿
[00:11:21.200 --> 00:11:26.200]  要在外邦人、君王和以色列人面前宣揚我的名
[00:11:26.200 --> 00:11:30.200]  我要照視他,為我受許多的苦
[00:11:30.200 --> 00:11:33.200]  保羅是很明顯是由耶穌基督揀選的
[00:11:33.200 --> 00:11:35.200]  他有一個意象
[00:11:35.200 --> 00:11:37.200]  亦有一個目標
[00:11:37.200 --> 00:11:39.200]  亦有一個原因去揀選他
[00:11:39.200 --> 00:11:41.200]  你接待他,你不要理那麼多
[00:11:41.200 --> 00:11:44.200]  你幫我接待他,我有我的心意
[00:11:44.200 --> 00:11:47.200]  這是很清楚表達給阿拿尼亞聽
[00:11:47.200 --> 00:11:49.200]  於是保羅就因為這樣
[00:11:49.200 --> 00:11:54.200]  而可以進入那個信徒群體和他一起生活
[00:11:54.200 --> 00:11:57.200]  變成有一個群體陪著他
[00:11:57.200 --> 00:11:59.200]  有一群兄弟姐妹
[00:11:59.200 --> 00:12:02.200]  你想想如果不是他可能在街上被人打死了
[00:12:02.200 --> 00:12:05.200]  他由被人打死的人變成被人打死的人
[00:12:05.200 --> 00:12:07.200]  以前我去打死你們信耶穌的
[00:12:07.200 --> 00:12:09.200]  現在變成了我也信耶穌
[00:12:09.200 --> 00:12:11.200]  他變成被人打死的
[00:12:11.200 --> 00:12:13.200]  如果他也沒有一個信徒群體
[00:12:13.200 --> 00:12:15.200]  可能真的橫屍街頭
[00:12:15.200 --> 00:12:18.200]  所以其實阿拿尼亞在這個角色很重要
[00:12:18.200 --> 00:12:22.200]  到他保羅進入了大馬式的群體
[00:12:22.200 --> 00:12:26.200]  剛才說過他是法利賽人中的法利賽人
[00:12:26.200 --> 00:12:30.200]  他很厲害,他學識非常豐富
[00:12:30.200 --> 00:12:34.200]  於是他就能夠成為一個可以去辯論
[00:12:34.200 --> 00:12:40.200]  可以去到傳福音,可以在裡面去到搏贏了那些人的一個驕傲徒
[00:12:40.200 --> 00:12:43.200]  他能夠很有效率地去傳福音
[00:12:43.200 --> 00:12:46.200]  不過同樣地得罪人
[00:12:46.200 --> 00:12:50.200]  於是那些人就想殺他,於是他又要逃跑
[00:12:50.200 --> 00:12:53.200]  保羅離開了大馬式去到耶路撒冷
[00:12:53.200 --> 00:12:56.200]  耶路撒冷其實他面對同一個情況
[00:12:56.200 --> 00:12:58.200]  就是那些人不歡迎他
[00:12:58.200 --> 00:13:01.200]  正常,剛才說的情況
[00:13:01.200 --> 00:13:03.200]  剛剛才殺了富哥
[00:13:03.200 --> 00:13:07.200]  那天才在新聞上看到這個人殺人兇手
[00:13:07.200 --> 00:13:11.200]  接著我去到你的教會說我要參加你的聚會
[00:13:11.200 --> 00:13:14.200]  保羅是不能夠被接納的
[00:13:14.200 --> 00:13:18.200]  但是在這裡巴拿巴發揮了他的功用
[00:13:18.200 --> 00:13:21.200]  九章26到30節說
[00:13:21.200 --> 00:13:24.200]  蘇羅都撩耶路撒冷,想與門徒結交
[00:13:24.200 --> 00:13:26.200]  大家卻怕他,一定害怕的
[00:13:26.200 --> 00:13:29.200]  不信他是門徒,只有巴拿巴接待他
[00:13:29.200 --> 00:13:31.200]  領他去見使徒
[00:13:31.200 --> 00:13:33.200]  在路上怎樣看見主
[00:13:33.200 --> 00:13:35.200]  主怎樣向他說話
[00:13:35.200 --> 00:13:38.200]  他在大馬式革怎樣奉耶穌的名放膽傳道
[00:13:38.200 --> 00:13:40.200]  都述說出來
[00:13:40.200 --> 00:13:43.200]  於是蘇羅在耶路撒冷與門徒出入往來
[00:13:43.200 --> 00:13:45.200]  奉主的名放膽傳道
[00:13:45.200 --> 00:13:48.200]  並和說希臘話的猶太人辯論
[00:13:48.200 --> 00:13:52.200]  即是他很厲害,他能夠操好流利的希臘話
[00:13:52.200 --> 00:13:55.200]  他們的想法只要殺他
[00:13:55.200 --> 00:13:58.200]  弟兄們知道了,就帶他到凱撒尼亞去
[00:13:58.200 --> 00:14:01.200]  送他往大蘇去
[00:14:01.200 --> 00:14:03.200]  當保羅沒有人信的時候
[00:14:03.200 --> 00:14:05.200]  沒有人願意接納他的時候
[00:14:05.200 --> 00:14:07.200]  巴拿巴接納了他
[00:14:07.200 --> 00:14:09.200]  巴拿巴挺身而出為辯護
[00:14:09.200 --> 00:14:13.200]  幫他說話,幫他引誡在信仰的群體
[00:14:13.200 --> 00:14:15.200]  在門徒的群體裡面
[00:14:15.200 --> 00:14:20.200]  我會想的,如果這個角色不是巴拿巴做
[00:14:20.200 --> 00:14:23.200]  你猜猜那些人信不信保羅
[00:14:23.200 --> 00:14:29.200]  不信的,你要知道那個人是值得信他所說的話
[00:14:29.200 --> 00:14:31.200]  你才會相信
[00:14:31.200 --> 00:14:33.200]  事實上巴拿巴發揮了很大作用
[00:14:33.200 --> 00:14:36.200]  他本身在群體裡面一向都在侍奉
[00:14:36.200 --> 00:14:39.200]  他一向都是一個有地位的人
[00:14:39.200 --> 00:14:42.200]  大家也都看到他是怎樣忠心
[00:14:42.200 --> 00:14:44.200]  把錢放在仕途腳前的時候
[00:14:44.200 --> 00:14:46.200]  每個人都看到
[00:14:46.200 --> 00:14:49.200]  這些人所說的話,你才會覺得值得相信
[00:14:49.200 --> 00:14:54.200]  很現實地說,當一個人忠心在侍奉崗位的時候
[00:14:54.200 --> 00:14:57.200]  他是在建立一些東西
[00:14:57.200 --> 00:15:01.200]  舉個例子,我們教會的間樓這麼大
[00:15:01.200 --> 00:15:04.200]  經常都有很多東西壞掉,很多東西爛掉
[00:15:04.200 --> 00:15:08.200]  有時候回到教會,你會看到高先生、Eddy、志揚
[00:15:08.200 --> 00:15:10.200]  總是不知道在修理什麼
[00:15:10.200 --> 00:15:12.200]  阿佳也不知道在做什麼
[00:15:12.200 --> 00:15:14.200]  總是有很多東西在做
[00:15:14.200 --> 00:15:18.200]  其實說真的,做這些東西又會身水身汗
[00:15:18.200 --> 00:15:20.200]  又累,又沒有工資
[00:15:20.200 --> 00:15:22.200]  做完又怎樣呢?
[00:15:22.200 --> 00:15:24.200]  做完維持正常
[00:15:24.200 --> 00:15:26.200]  冷氣制做好了又怎樣呢?
[00:15:26.200 --> 00:15:28.200]  就用冷氣
[00:15:28.200 --> 00:15:30.200]  但是壞了的時候就有很大問題
[00:15:30.200 --> 00:15:32.200]  壞了的時候沒有冷氣,怎麼搞呢?
[00:15:32.200 --> 00:15:34.200]  就好像家裡一樣
[00:15:34.200 --> 00:15:36.200]  洗衣服,洗廁所
[00:15:36.200 --> 00:15:39.200]  煮飯,洗衣服,掃地那些東西
[00:15:39.200 --> 00:15:41.200]  你不做是很明顯的
[00:15:41.200 --> 00:15:43.200]  但是做了又怎樣呢?
[00:15:43.200 --> 00:15:46.200]  正常,你媽媽不會稱讚你
[00:15:46.200 --> 00:15:48.200]  今天洗衣服,很厲害
[00:15:48.200 --> 00:15:51.200]  她只會罵你,又不拿衣服去洗
[00:15:51.200 --> 00:15:56.200]  有很多東西其實在侍奉裡面
[00:15:56.200 --> 00:15:58.200]  我稱之為一種心奸細作
[00:15:58.200 --> 00:16:01.200]  不斷默默耕耘地做
[00:16:01.200 --> 00:16:03.200]  做了不多
[00:16:03.200 --> 00:16:08.200]  但是其實這些東西是在建立你在教會裡面
[00:16:08.200 --> 00:16:11.200]  你侍奉的一種
[00:16:11.200 --> 00:16:15.200]  你個人在侍奉崗位上的一種地位
[00:16:15.200 --> 00:16:18.200]  或者是一種在教會裡面的
[00:16:18.200 --> 00:16:20.200]  可以說是你的位置
[00:16:20.200 --> 00:16:22.200]  你的位分
[00:16:22.200 --> 00:16:25.200]  如果同樣的情況
[00:16:25.200 --> 00:16:27.200]  有高先生和Eddy那些人
[00:16:27.200 --> 00:16:29.200]  跟我說一句很不可思議的東西
[00:16:29.200 --> 00:16:31.200]  然後另一個肢體
[00:16:31.200 --> 00:16:32.200]  我不認識他,我沒見過他
[00:16:32.200 --> 00:16:34.200]  一年可能回來兩次
[00:16:34.200 --> 00:16:36.200]  就是復活節和聖誕節
[00:16:36.200 --> 00:16:38.200]  來探望耶穌,然後就不見人了
[00:16:38.200 --> 00:16:41.200]  他又跟我說一些很不可思議的東西
[00:16:41.200 --> 00:16:43.200]  你猜我相信誰?
[00:16:43.200 --> 00:16:45.200]  我當然相信Eddy
[00:16:45.200 --> 00:16:49.200]  我知道他平時是怎樣為人
[00:16:49.200 --> 00:16:52.200]  怎樣繼續在教會中心服侍
[00:16:52.200 --> 00:16:54.200]  因此我會相信他
[00:16:54.200 --> 00:16:58.200]  巴拿巴就是因為他在教會中心服侍
[00:16:58.200 --> 00:17:01.200]  所以他能夠成為保羅的推薦人
[00:17:01.200 --> 00:17:03.200]  可以引誡到保羅
[00:17:03.200 --> 00:17:05.200]  我們要明白
[00:17:05.200 --> 00:17:08.200]  其實整個信仰
[00:17:08.200 --> 00:17:09.200]  我剛才說
[00:17:09.200 --> 00:17:11.200]  保羅是做了很多事
[00:17:11.200 --> 00:17:14.200]  保羅是詮釋了我們的信仰
[00:17:14.200 --> 00:17:15.200]  他能言善辯
[00:17:15.200 --> 00:17:16.200]  他可以寫很多書信
