
[00:00:00.000 --> 00:00:06.600]  有四個人被困在一間細小的房間裏面
[00:02:25.960 --> 00:02:31.960]  我發覺到上帝給我力量
[00:02:31.960 --> 00:02:33.960]  B也是這樣說
[00:02:33.960 --> 00:02:36.960]  他說我也是經歷到它
[00:02:36.960 --> 00:02:38.960]  因為當我下低有A
[00:02:38.960 --> 00:02:41.960]  上高又有C、D的時候
[00:02:41.960 --> 00:02:42.960]  我都覺得很辛苦
[00:02:42.960 --> 00:02:44.960]  我都撐得很辛苦
[00:02:44.960 --> 00:02:46.960]  我很想腳踢了A
[00:02:46.960 --> 00:02:47.960]  我就躺下去
[00:02:47.960 --> 00:02:51.960]  但我看到我經歷到上帝
[00:02:51.960 --> 00:02:54.960]  叫我支持到底
[00:02:54.960 --> 00:02:55.960]  到C了
[00:02:55.960 --> 00:02:56.960]  C就說
[00:02:56.960 --> 00:02:59.960]  其實我是最後一個
[00:02:59.960 --> 00:03:01.960]  我只要踢一踢高腳
[00:03:01.960 --> 00:03:04.960]  我就可以看到窗口
[00:03:04.960 --> 00:03:06.960]  但我知道踢一踢腳
[00:03:06.960 --> 00:03:08.960]  下低的那兩個很辛苦
[00:03:08.960 --> 00:03:10.960]  所以上帝告訴我
[00:03:10.960 --> 00:03:12.960]  我不可以這樣做
[00:03:12.960 --> 00:03:15.960]  我經歷到祂的提醒
[00:03:15.960 --> 00:03:17.960]  D說
[00:03:17.960 --> 00:03:18.960]  是呀
[00:03:18.960 --> 00:03:20.960]  我在窗外
[00:03:20.960 --> 00:03:21.960]  我想找上帝
[00:03:21.960 --> 00:03:22.960]  我找不到
[00:03:22.960 --> 00:03:25.960]  但我跟剛才你們
[00:03:25.960 --> 00:03:28.960]  個個很主動做A、B、C
[00:03:28.960 --> 00:03:29.960]  給機會
[00:03:29.960 --> 00:03:31.960]  我不用被人踩緊
[00:03:31.960 --> 00:03:34.960]  我經歷到上帝的愛
[00:03:34.960 --> 00:03:37.960]  看到你們這麼合作
[00:03:37.960 --> 00:03:39.960]  這樣去支持著我
[00:03:39.960 --> 00:03:42.960]  去到最高最高的位置
[00:03:42.960 --> 00:03:44.960]  我在你們的身上高
[00:03:44.960 --> 00:03:46.960]  我看到上帝
[00:03:46.960 --> 00:03:48.960]  上帝是個靈
[00:03:48.960 --> 00:03:49.960]  是看不到的
[00:03:49.960 --> 00:03:50.960]  人是看不到的
[00:03:50.960 --> 00:03:52.960]  看到就會死的
[00:03:52.960 --> 00:03:53.960]  不過
[00:03:53.960 --> 00:03:55.960]  從我們在這個肢體之間
[00:03:55.960 --> 00:03:58.960]  從人的生命裏面
[00:03:58.960 --> 00:04:00.960]  我們很多時候
[00:04:00.960 --> 00:04:02.960]  我們都看到上帝
[00:04:02.960 --> 00:04:04.960]  經歷到上帝
[00:04:04.960 --> 00:04:07.960]  剛才淑卿為我們讀那段經文裏面
[00:04:07.960 --> 00:04:09.960]  其實就是在說
[00:04:09.960 --> 00:04:11.960]  上帝給我們每一個人
[00:04:11.960 --> 00:04:13.960]  他們有不同的恩賜
[00:04:13.960 --> 00:04:15.960]  不同的才幹
[00:04:15.960 --> 00:04:18.960]  但是因為我們同一個身體
[00:04:18.960 --> 00:04:20.960]  同一個教會
[00:04:20.960 --> 00:04:22.960]  在當中我們怎樣彼此的侍奉
[00:04:22.960 --> 00:04:24.960]  配搭的裏面
[00:04:24.960 --> 00:04:27.960]  我們都可以經歷到上帝
[00:04:27.960 --> 00:04:29.960]  首先我們知道
[00:04:29.960 --> 00:04:33.960]  這個恩賜的來源在哪裏
[00:04:33.960 --> 00:04:37.960]  在這個《已忽所書》第四章
[00:04:37.960 --> 00:04:40.960]  就是前幾節第八節是這樣說
[00:04:40.960 --> 00:04:43.960]  「他」這個「他」指的是耶穌基督
[00:04:43.960 --> 00:04:45.960]  祂升上高天的時候
[00:04:45.960 --> 00:04:47.960]  擄掠了仇敵
[00:04:47.960 --> 00:04:50.960]  將各樣的恩賜賜給人
[00:04:50.960 --> 00:04:53.960]  是說到耶穌基督
[00:04:53.960 --> 00:04:55.960]  祂在死裡復活
[00:04:55.960 --> 00:04:57.960]  之後我們看到
[00:04:57.960 --> 00:04:59.960]  從死裡復活
[00:04:59.960 --> 00:05:02.960]  去勝過了死亡的權勢
[00:05:02.960 --> 00:05:04.960]  魔鬼就成為了
[00:05:04.960 --> 00:05:08.960]  打敗了祂
[00:05:08.960 --> 00:05:10.960]  耶穌和那些門徒在地上
[00:05:10.960 --> 00:05:13.960]  高四十天之後就升天
[00:05:13.960 --> 00:05:17.960]  第五十天之後就是聖靈降臨
[00:05:17.960 --> 00:05:19.960]  其實在詩篇裏面
[00:05:19.960 --> 00:05:20.960]  這一節
[00:05:20.960 --> 00:05:22.960]  祂升高天的時候
[00:05:22.960 --> 00:05:23.960]  擄掠了仇敵
[00:05:23.960 --> 00:05:26.960]  這裏是詩篇六十八篇
[00:05:26.960 --> 00:05:30.960]  在古代的詩人已經預言到
[00:05:30.960 --> 00:05:33.960]  當耶穌基督升天
[00:05:33.960 --> 00:05:35.960]  差派這個聖靈來到
[00:05:35.960 --> 00:05:39.960]  這個聖靈就是一個最大最大的禮物
[00:05:39.960 --> 00:05:41.960]  給我們每一個信徒
[00:05:41.960 --> 00:05:45.960]  聖靈也都按著祂的心意
[00:05:45.960 --> 00:05:49.960]  將各樣的恩賜賜給我們
[00:05:49.960 --> 00:05:51.960]  以致我們得著了
[00:05:51.960 --> 00:05:54.960]  上帝而來不同的恩賜
[00:05:54.960 --> 00:05:57.960]  不同的能力的時候
[00:05:57.960 --> 00:05:59.960]  我們就在教會裏面
[00:05:59.960 --> 00:06:03.960]  彼此分擔不同的職份
[00:06:04.960 --> 00:06:07.960]  接著我們看看
[00:06:07.960 --> 00:06:09.960]  這個上帝給我們的恩賜
[00:06:09.960 --> 00:06:12.960]  究竟目的是在哪裏呢?
[00:06:12.960 --> 00:06:14.960]  在十二十三節
[00:06:14.960 --> 00:06:15.960]  祂這樣說
[00:06:15.960 --> 00:06:17.960]  是為要裝備聖徒
[00:06:17.960 --> 00:06:20.960]  做侍奉的工作
[00:06:20.960 --> 00:06:22.960]  建立基督的身體
[00:06:22.960 --> 00:06:27.960]  直到我們眾人在信仰上同歸於一
[00:06:27.960 --> 00:06:29.960]  認識上帝的兒子
[00:06:29.960 --> 00:06:31.960]  得以長大成人
[00:06:31.960 --> 00:06:35.960]  達成基督完全長成的新娘
[00:06:35.960 --> 00:06:39.960]  上帝給我們有不同的恩賜
[00:06:39.960 --> 00:06:41.960]  剛才搭車進來的時候
[00:06:41.960 --> 00:06:43.960]  就遇到我們的同工 Dave
[00:06:43.960 --> 00:06:46.960]  說到中秋節那天很熱鬧
[00:06:46.960 --> 00:06:49.960]  應該是整場最辛苦的是他
[00:06:49.960 --> 00:06:51.960]  所有搬搬抬抬
[00:06:51.960 --> 00:06:53.960]  又爬高爬低
[00:06:53.960 --> 00:06:55.960]  那些全部他做了
[00:06:55.960 --> 00:06:57.960]  但我們這些
[00:06:57.960 --> 00:07:00.960]  就只是走走站站聊聊天
[00:07:00.960 --> 00:07:04.960]  大家不同的恩賜
[00:07:04.960 --> 00:07:10.960]  但目的都是要裝備信徒
[00:07:10.960 --> 00:07:12.960]  裝備這個字
[00:07:12.960 --> 00:07:15.960]  原來在原文裏面
[00:07:15.960 --> 00:07:19.960]  是一些外科手術的用詞
[00:07:19.960 --> 00:07:24.960]  原來當人裏面的骨頭移位
[00:07:24.960 --> 00:07:26.960]  有時有沒有試過
[00:07:26.960 --> 00:07:29.960]  不知道各有一個動作扭一扭
[00:07:29.960 --> 00:07:31.960]  扭傷了
[00:07:31.960 --> 00:07:33.960]  或者有些人因為意外
[00:07:33.960 --> 00:07:35.960]  滑了一滑
[00:07:35.960 --> 00:07:38.960]  骨頭就不知如何撐了出來
[00:07:38.960 --> 00:07:41.960]  每逢這些骨頭移位之後
[00:07:41.960 --> 00:07:43.960]  就需要做手術
[00:07:43.960 --> 00:07:45.960]  將它合起來
[00:07:45.960 --> 00:07:47.960]  我們中國人很厲害
[00:07:47.960 --> 00:07:48.960]  那些鐵打
[00:07:48.960 --> 00:07:50.960]  我媽媽那時在生的時候
[00:07:50.960 --> 00:07:53.960]  有一次不知怎樣被東西夾
[00:07:53.960 --> 00:07:55.960]  整條腳都腫了
[00:07:55.960 --> 00:07:57.960]  裏面的骨頭不知怎樣
[00:07:57.960 --> 00:07:59.960]  鐵打師傅一路跟他聊天
[00:07:59.960 --> 00:08:00.960]  就打一聲
[00:08:00.960 --> 00:08:01.960]  媽媽好痛呀
[00:08:01.960 --> 00:08:03.960]  就痊癒了
[00:08:03.960 --> 00:08:05.960]  但在希臘人的時候就說
[00:08:05.960 --> 00:08:07.960]  要經過手術
[00:08:07.960 --> 00:08:11.960]  然後就要慢慢固定位置
[00:08:11.960 --> 00:08:13.960]  休息
[00:08:13.960 --> 00:08:17.960]  之後就重新回到原位
[00:08:17.960 --> 00:08:20.960]  整個身體
[00:08:20.960 --> 00:08:24.960]  骨骼的地方就恢復正常
[00:08:24.960 --> 00:08:27.960]  所以這個裝備就是一個手術
[00:08:27.960 --> 00:08:30.960]  將一些錯位的東西
[00:08:30.960 --> 00:08:32.960]  去更正
[00:08:32.960 --> 00:08:34.960]  讓它去穩固之後
[00:08:34.960 --> 00:08:36.960]  就出來工作
[00:08:36.960 --> 00:08:38.960]  這個裝備信徒
[00:08:38.960 --> 00:08:40.960]  裝備信徒
[00:08:40.960 --> 00:08:42.960]  其實就是這個意思
[00:08:42.960 --> 00:08:44.960]  我們未信主之前
[00:08:44.960 --> 00:08:46.960]  我們人生就走錯了路
[00:08:46.960 --> 00:08:47.960]  沒有方向
[00:08:47.960 --> 00:08:49.960]  不認識主耶穌基督
[00:08:49.960 --> 00:08:51.960]  但當我們信了主之後
[00:08:51.960 --> 00:08:54.960]  耶穌基督將我們從這個罪惡
[00:08:54.960 --> 00:08:57.960]  黑暗的地方拯救出來
[00:08:57.960 --> 00:09:00.960]  當我們信了耶穌
[00:09:00.960 --> 00:09:02.960]  回到教會
[00:09:02.960 --> 00:09:03.960]  為甚麼又有浸禮班
[00:09:03.960 --> 00:09:04.960]  又有盤石班
[00:09:04.960 --> 00:09:06.960]  又有主日學
[00:09:06.960 --> 00:09:08.960]  有不同的課程呢
[00:09:08.960 --> 00:09:14.960]  就是要我們去接受聖經的教導
[00:09:14.960 --> 00:09:20.960]  將我們過往在這個世界裏面的一些思想
[00:09:20.960 --> 00:09:22.960]  習慣做事
[00:09:22.960 --> 00:09:24.960]  未信主之前通常是怎樣
[00:09:24.960 --> 00:09:26.960]  喜歡貪小便宜
[00:09:26.960 --> 00:09:28.960]  喜歡沙沙塵塵
[00:09:28.960 --> 00:09:32.960]  又喜歡有時說話加兩句粗口
[00:09:32.960 --> 00:09:35.960]  就是藉著這些聖經的教導
[00:09:35.960 --> 00:09:40.960]  將我們帶回耶穌基督裏面
[00:09:40.960 --> 00:09:42.960]  這應該要怎樣
[00:09:42.960 --> 00:09:46.960]  以至生命得著訓練之後
[00:09:46.960 --> 00:09:49.960]  我們就可以出來去侍奉神
[00:09:49.960 --> 00:09:54.960]  我們大家彼此都是經過訓練裝備的時候
[00:09:54.960 --> 00:09:57.960]  我們就可以建立基督的身體
[00:09:57.960 --> 00:10:00.960]  建立教會
[00:10:00.960 --> 00:10:02.960]  所以我們大家頂姐妹
[00:10:02.960 --> 00:10:06.960]  我們需要各自得著耶穌基督的救恩
[00:10:06.960 --> 00:10:08.960]  得著適當的訓練
[00:10:08.960 --> 00:10:11.960]  我們就要在不同的位置上
[00:10:11.960 --> 00:10:13.960]  不同的崗位裏面
[00:10:13.960 --> 00:10:15.960]  互相的配搭
[00:10:15.960 --> 00:10:17.960]  發揮我們個別的功用
[00:10:17.960 --> 00:10:19.960]  我講道的
[00:10:19.960 --> 00:10:20.960]  我帶茶經的
[00:10:20.960 --> 00:10:23.960]  我絕對不會去爬高爬低
[00:10:23.960 --> 00:10:25.960]  去舔重的
[00:10:25.960 --> 00:10:30.960]  所以我們要按著恩賜彼此的服侍
[00:10:30.960 --> 00:10:33.960]  裝備信徒
[00:10:33.960 --> 00:10:35.960]  我們經過訓練
[00:10:35.960 --> 00:10:38.960]  建立基督的身體
[00:10:38.960 --> 00:10:42.960]  基督的身體原本的文字又是甚麼呢
[00:10:42.960 --> 00:10:44.960]  是一些關節
[00:10:44.960 --> 00:10:48.960]  一些筋膜
[00:10:48.960 --> 00:10:51.960]  表達出我們整個教會
[00:10:51.960 --> 00:10:53.960]  是耶穌基督的身體
[00:10:53.960 --> 00:10:56.960]  我們是血肉相連的
[00:10:56.960 --> 00:11:00.960]  有一個很密切很密切的關係
[00:11:00.960 --> 00:11:05.960]  亦都因為有筋骨
[00:11:05.960 --> 00:11:07.960]  這些關節
[00:11:07.960 --> 00:11:09.960]  任何一處出現問題
[00:11:09.960 --> 00:11:12.960]  我們都會痛得很辛苦
[00:11:12.960 --> 00:11:17.960]  但是我們就要大家一齊
[00:11:17.960 --> 00:11:20.960]  去怎樣彼此的配搭
[00:11:20.960 --> 00:11:22.960]  千萬不要讓任何一處受傷
[00:11:22.960 --> 00:11:25.960]  不要一處斷了
[00:11:25.960 --> 00:11:28.960]  否則我們就做不到事
[00:11:28.960 --> 00:11:34.960]  除了裝備信徒
[00:11:34.960 --> 00:11:37.960]  還有恩賜要我們怎樣呢
[00:11:37.960 --> 00:11:41.960]  在信仰上高同貴於日
[00:11:41.960 --> 00:11:43.960]  在舊的和合本就說到
[00:11:43.960 --> 00:11:45.960]  在真道上高
[00:11:45.960 --> 00:11:48.960]  我們要同貴於日
[00:11:48.960 --> 00:11:51.960]  我們先說在信仰這個字
[00:11:51.960 --> 00:11:53.960]  在真道這個字
[00:11:53.960 --> 00:11:55.960]  真道這個字
[00:11:55.960 --> 00:11:58.960]  就是上帝的說話
[00:11:58.960 --> 00:12:00.960]  信仰或真道都是
[00:12:00.960 --> 00:12:02.960]  在上帝的說話
[00:12:02.960 --> 00:12:04.960]  就是生命的糧食
[00:12:04.960 --> 00:12:06.960]  剛才我說到
[00:12:06.960 --> 00:12:08.960]  在基督的身體
[00:12:08.960 --> 00:12:10.960]  關節的那些
[00:12:10.960 --> 00:12:12.960]  黏黏的
[00:12:12.960 --> 00:12:14.960]  在當中
[00:12:14.960 --> 00:12:16.960]  這些血管
[00:12:16.960 --> 00:12:19.960]  去聯絡每一個身體
[00:12:19.960 --> 00:12:21.960]  然後給營養
[00:12:21.960 --> 00:12:23.960]  上帝的說話
[00:12:23.960 --> 00:12:25.960]  就在我們屬靈的生命當中
[00:12:25.960 --> 00:12:28.960]  去餵養著我們
[00:12:28.960 --> 00:12:30.960]  這個上帝的說話
[00:12:30.960 --> 00:12:32.960]  在詩篇說
[00:12:32.960 --> 00:12:34.960]  上帝說話
[00:12:34.960 --> 00:12:36.960]  我們腳前的燈
[00:12:36.960 --> 00:12:38.960]  是我們路上的光
[00:12:38.960 --> 00:12:40.960]  是我們人生旅途上高
[00:12:40.960 --> 00:12:42.960]  指引我們應該要怎樣走
[00:12:42.960 --> 00:12:44.960]  在這個希伯來書
[00:12:44.960 --> 00:12:46.960]  更加厲害
[00:12:46.960 --> 00:12:48.960]  上帝的說話
[00:12:48.960 --> 00:12:50.960]  就好像一把利劍
[00:12:50.960 --> 00:12:52.960]  可以刺透
[00:12:52.960 --> 00:12:56.960]  剖開人裡面的心思意念
[00:12:56.960 --> 00:12:58.960]  有時我們心裡面
[00:12:58.960 --> 00:13:00.960]  想了一些東西
[00:13:00.960 --> 00:13:02.960]  不是很正確
[00:13:02.960 --> 00:13:04.960]  不是很對的
[00:13:04.960 --> 00:13:06.960]  以為沒有人知道
[00:13:06.960 --> 00:13:08.960]  但當我們去看聖經的時候
[00:13:08.960 --> 00:13:10.960]  或者去聽道的時候
[00:13:10.960 --> 00:13:12.960]  我們發覺到上帝
[00:13:12.960 --> 00:13:14.960]  就會藉著他的說話
[00:13:14.960 --> 00:13:16.960]  來給我們提醒
[00:13:16.960 --> 00:13:18.960]  你好改變了
[00:13:18.960 --> 00:13:20.960]  你好改變了
[00:13:20.960 --> 00:13:22.960]  在《雅各書》裡面
[00:13:22.960 --> 00:13:24.960]  更加說到
[00:13:24.960 --> 00:13:26.960]  上帝的說話
[00:13:26.960 --> 00:13:28.960]  就好像一面鏡子
[00:13:28.960 --> 00:13:30.960]  在我們的本相
[00:13:30.960 --> 00:13:32.960]  有時我們都會以為
[00:13:32.960 --> 00:13:34.960]  我們自己是很好的人
[00:13:34.960 --> 00:13:36.960]  我記得很多年前
[00:13:36.960 --> 00:13:38.960]  當我決定
[00:13:38.960 --> 00:13:40.960]  相信耶穌之前那一刻
[00:13:40.960 --> 00:13:42.960]  牧師說道
[00:13:42.960 --> 00:13:44.960]  世上所有都是罪人
[00:13:44.960 --> 00:13:46.960]  我但心裡面卻說
[00:13:46.960 --> 00:13:48.960]  我是好人
[00:13:48.960 --> 00:13:50.960]  因為周圍的同學
[00:13:50.960 --> 00:13:52.960]  都說我是
[00:13:52.960 --> 00:13:54.960]  很好的小姐
[00:13:54.960 --> 00:13:56.960]  我以為我自己是
[00:13:56.960 --> 00:13:58.960]  很好的人
[00:13:58.960 --> 00:14:00.960]  但很特別的那一次經歷
[00:14:00.960 --> 00:14:02.960]  上帝就讓我
[00:14:02.960 --> 00:14:04.960]  把不好的東西
[00:14:04.960 --> 00:14:06.960]  別人不知道的
[00:14:06.960 --> 00:14:08.960]  我說謊話
[00:14:08.960 --> 00:14:10.960]  有些什麼很好的筆記
[00:14:10.960 --> 00:14:12.960]  自己藏起來不讓別人看
[00:14:12.960 --> 00:14:14.960]  別人的就要
[00:14:14.960 --> 00:14:16.960]  我那些就一定不拿出來
[00:14:16.960 --> 00:14:18.960]  上帝就給了一幅一幅圖畫
[00:14:18.960 --> 00:14:20.960]  你點不好的圖畫
[00:14:20.960 --> 00:14:22.960]  拍了出來
[00:14:22.960 --> 00:14:24.960]  牧師繼續說
[00:14:24.960 --> 00:14:26.960]  我們人都是罪人
[00:14:26.960 --> 00:14:28.960]  到需要耶穌的時候
[00:14:28.960 --> 00:14:30.960]  就不斷地哭
[00:14:30.960 --> 00:14:32.960]  我不是真正的好好小姐
[00:14:32.960 --> 00:14:34.960]  這個上帝的說話
[00:14:34.960 --> 00:14:36.960]  就一面鏡子
[00:14:36.960 --> 00:14:38.960]  世上所有的罪人
[00:14:38.960 --> 00:14:40.960]  我覺得我是好好小姐
[00:14:40.960 --> 00:14:42.960]  一照就
[00:14:42.960 --> 00:14:44.960]  一照就
[00:14:44.960 --> 00:14:46.960]  全部的本相都出來了
[00:14:46.960 --> 00:14:48.960]  所以
[00:14:48.960 --> 00:14:50.960]  祂說我們在這個真道上
[00:14:50.960 --> 00:14:52.960]  在這個聖經的上高
[00:14:52.960 --> 00:14:54.960]  同歸於一
[00:14:54.960 --> 00:14:56.960]  上帝就要我們藉著
[00:14:56.960 --> 00:14:58.960]  祂的說話
[00:14:58.960 --> 00:15:00.960]  我們來彼此合一
[00:15:00.960 --> 00:15:02.960]  為什麼在這兒
[00:15:02.960 --> 00:15:04.960]  《耳窟所書》裡面突然間會這樣說呢
[00:15:04.960 --> 00:15:06.960]  就是因為當時
[00:15:06.960 --> 00:15:08.960]  耳窟所教會
[00:15:08.960 --> 00:15:10.960]  他們正在面對一個
[00:15:10.960 --> 00:15:12.960]  洛斯底主義
[00:15:12.960 --> 00:15:14.960]  這個洛斯底主義和我們
[00:15:14.960 --> 00:15:16.960]  那個信仰是有一點點不同的
[00:15:16.960 --> 00:15:18.960]  他們都信耶穌
[00:15:18.960 --> 00:15:20.960]  但是他們覺得一連串的
[00:15:20.960 --> 00:15:22.960]  神有不知道七等還是九等的
[00:15:22.960 --> 00:15:24.960]  耶穌是最低等的
[00:15:24.960 --> 00:15:26.960]  因為覺得
[00:15:26.960 --> 00:15:28.960]  每逢神接觸到
[00:15:28.960 --> 00:15:30.960]  這個物質的時候
[00:15:30.960 --> 00:15:32.960]  都是最低等的
[00:15:32.960 --> 00:15:34.960]  所以耶穌基督是最差的那個神
[00:15:34.960 --> 00:15:36.960]  最聖潔最聖潔
[00:15:36.960 --> 00:15:38.960]  耶和華是最高最高那個的
[00:15:38.960 --> 00:15:40.960]  祂不會接觸人的
[00:15:40.960 --> 00:15:42.960]  但是我們一路的信仰
[00:15:42.960 --> 00:15:44.960]  都是說耶穌基督
[00:15:44.960 --> 00:15:46.960]  是道成了肉身
[00:15:46.960 --> 00:15:48.960]  最令我們感動的
[00:15:48.960 --> 00:15:50.960]  就是耶穌基督
[00:15:50.960 --> 00:15:52.960]  來到世間
[00:15:52.960 --> 00:15:56.960]  和我們體上生活裡面的苦與樂
[00:15:56.960 --> 00:15:58.960]  所以保羅說
[00:15:58.960 --> 00:16:00.960]  一定要我們的真理
[00:16:00.960 --> 00:16:02.960]  我們的信仰
[00:16:02.960 --> 00:16:04.960]  一定要見基於
[00:16:04.960 --> 00:16:06.960]  在當時試圖的教導
[00:16:06.960 --> 00:16:08.960]  試圖的教訓
[00:16:08.960 --> 00:16:12.960]  在信仰上高
[00:16:12.960 --> 00:16:14.960]  在真理上高
[00:16:14.960 --> 00:16:16.960]  要同歸於人
[00:16:16.960 --> 00:16:18.960]  以弗所書
[00:16:18.960 --> 00:16:20.960]  第一至第三節
[00:16:20.960 --> 00:16:22.960]  做一些理論的教導
[00:16:22.960 --> 00:16:24.960]  第四節到最後
[00:16:24.960 --> 00:16:28.960]  就是一些日常生活的實踐
[00:16:28.960 --> 00:16:30.960]  踏入第四章
[00:16:30.960 --> 00:16:34.960]  其實就是一些生活上高的實踐
[00:16:34.960 --> 00:16:36.960]  這個一節
[00:16:36.960 --> 00:16:38.960]  在裡面
[00:16:38.960 --> 00:16:40.960]  都是一個中心詞
[00:16:40.960 --> 00:16:42.960]  你看到在第三節
[00:16:42.960 --> 00:16:44.960]  裡面說
[00:16:44.960 --> 00:16:46.960]  「聖靈所賜合而為一的心」
[00:16:46.960 --> 00:16:48.960]  第四節
[00:16:48.960 --> 00:16:54.960]  「身體只有一個,聖靈只有一個,一主一信一洗一神」
[00:16:54.960 --> 00:16:56.960]  說到這個一字
[00:16:56.960 --> 00:16:58.960]  就是大家都是一致的
[00:16:58.960 --> 00:17:00.960]  大家是聯絡的
[00:17:00.960 --> 00:17:02.960]  彼此聯合的
[00:17:02.960 --> 00:17:04.960]  這裡就說到
[00:17:04.960 --> 00:17:06.960]  整個的身體
[00:17:06.960 --> 00:17:08.960]  是同一個的身體
[00:17:08.960 --> 00:17:10.960]  就好像我剛才說到
[00:17:10.960 --> 00:17:12.960]  基督的身體
[00:17:12.960 --> 00:17:14.960]  說到關節
[00:17:14.960 --> 00:17:16.960]  血管
[00:17:16.960 --> 00:17:18.960]  說到我們整個身體裡面
[00:17:18.960 --> 00:17:20.960]  有心肝脾肺腎
[00:17:20.960 --> 00:17:22.960]  大家每個人
[00:17:22.960 --> 00:17:24.960]  都是不同的功能
[00:17:24.960 --> 00:17:26.960]  但是怎樣連在一起呢?
[00:17:26.960 --> 00:17:30.960]  就是靠這些血管
[00:17:30.960 --> 00:17:34.960]  一直連在一起
[00:17:34.960 --> 00:17:36.960]  同樣都是
[00:17:36.960 --> 00:17:38.960]  當耶穌基督呼召我們
[00:17:38.960 --> 00:17:40.960]  去成為了
[00:17:40.960 --> 00:17:42.960]  這個人
[00:17:42.960 --> 00:17:44.960]  呼召我們加入了
[00:17:44.960 --> 00:17:46.960]  他的教會
[00:17:46.960 --> 00:17:48.960]  在同一個身體裡面
[00:17:48.960 --> 00:17:50.960]  他就成為了
[00:17:50.960 --> 00:17:52.960]  我們彼此之間的聯絡
[00:17:52.960 --> 00:17:56.960]  在當中
[00:17:56.960 --> 00:17:58.960]  每一個人
[00:17:58.960 --> 00:18:00.960]  我們有不同的背景
[00:18:00.960 --> 00:18:02.960]  有不同的喜好
[00:18:02.960 --> 00:18:04.960]  有人喜歡吃東西
[00:18:04.960 --> 00:18:06.960]  有人喜歡睡覺
[00:18:06.960 --> 00:18:08.960]  性格更加不同
[00:18:08.960 --> 00:18:10.960]  在合作的時候
[00:18:10.960 --> 00:18:12.960]  有些人就急驚風的
[00:18:12.960 --> 00:18:14.960]  很快就做事的
[00:18:14.960 --> 00:18:16.960]  有些人就慢吞吞的
[00:18:16.960 --> 00:18:20.960]  一起合作就會激死人的
[00:18:20.960 --> 00:18:22.960]  但是怎樣在這些
[00:18:22.960 --> 00:18:26.960]  很多元化不同的東西
[00:18:26.960 --> 00:18:28.960]  合在一起
[00:18:28.960 --> 00:18:30.960]  裡面一定是很多的張力的
[00:18:30.960 --> 00:18:32.960]  我記得那時候有一個
[00:18:32.960 --> 00:18:34.960]  看到兩位姊妹一起合作
[00:18:34.960 --> 00:18:36.960]  一個就很快
[00:18:36.960 --> 00:18:38.960]  一個就慢慢慢慢吞吞
[00:18:38.960 --> 00:18:40.960]  慢吞吞很生氣
