
[00:00:00.000 --> 00:00:02.000]  宣讀的時間
[00:02:45.000 --> 00:02:48.000]  幫助我們能夠有一個這樣的心
[00:02:48.000 --> 00:02:50.000]  很想讓更多人
[00:02:50.000 --> 00:02:52.000]  進入光明的國度
[00:02:52.000 --> 00:02:54.000]  因為我們自己
[00:02:54.000 --> 00:02:57.000]  就是這樣享受著與神同在
[00:02:57.000 --> 00:03:01.000]  耶穌基督在我們生命裏的更生
[00:03:01.000 --> 00:03:04.000]  我們的生命是能夠影響人的一個光
[00:03:04.000 --> 00:03:06.000]  求主幫助
[00:03:06.000 --> 00:03:09.000]  今早我們在這裏面前去打開聖經
[00:03:09.000 --> 00:03:12.000]  求祢賜給我們一個受教的心靈
[00:03:12.000 --> 00:03:15.000]  去明白其中裏面的意義
[00:03:15.000 --> 00:03:17.000]  我們這樣仰望禱告
[00:03:17.000 --> 00:03:19.000]  奉耶穌基督的名
[00:03:19.000 --> 00:03:21.000]  阿們
[00:03:21.000 --> 00:03:24.000]  哥羅西書上一次第一講
[00:03:24.000 --> 00:03:26.000]  第一點很重要的就是
[00:03:26.000 --> 00:03:29.000]  因為有在天上的盼望
[00:03:29.000 --> 00:03:31.000]  一章第五節裏面這樣講的
[00:03:31.000 --> 00:03:35.000]  「這都是恩著那給你們傳在天上的盼望」
[00:03:35.000 --> 00:03:38.000]  所以哥羅西人有信心
[00:03:38.000 --> 00:03:40.000]  有愛心
[00:03:40.000 --> 00:03:43.000]  保羅刻意將信忘愛
[00:03:43.000 --> 00:03:50.000]  都不將次序跟隨哥林多前書十三章那裏
[00:03:50.000 --> 00:03:51.000]  原因
[00:03:51.000 --> 00:03:54.000]  他要告訴哥羅西教會的弟兄姊妹
[00:03:54.000 --> 00:03:57.000]  你們有一個傳在天上的盼望
[00:03:57.000 --> 00:03:59.000]  而為他們感謝神
[00:03:59.000 --> 00:04:03.000]  原因就是因為他們福音傳到他們那裏
[00:04:03.000 --> 00:04:06.000]  就是由這位門徒
[00:04:06.000 --> 00:04:09.000]  這位跟保羅同工的爾巴弗
[00:04:09.000 --> 00:04:12.000]  在羅馬的監裏面
[00:04:12.000 --> 00:04:14.000]  保羅認識爾巴弗
[00:04:14.000 --> 00:04:16.000]  這位傳道者
[00:04:16.000 --> 00:04:22.000]  知道哥羅西教會面對一個異端的影響
[00:04:22.000 --> 00:04:25.000]  這二章就會詳細講
[00:04:25.000 --> 00:04:28.000]  他會追求一些屬靈的奧秘
[00:04:28.000 --> 00:04:31.000]  二章很快就讀少少
[00:04:31.000 --> 00:04:36.000]  二章的第三節
[00:04:36.000 --> 00:04:37.000]  在他裏面
[00:04:37.000 --> 00:04:39.000]  他就是耶穌基督
[00:04:39.000 --> 00:04:43.000]  隱藏著一切的智慧和知識
[00:04:43.000 --> 00:04:45.000]  哥羅西這本書
[00:04:45.000 --> 00:04:47.000]  待會我們會看
[00:04:47.000 --> 00:04:49.000]  很多關於屬靈的智慧
[00:04:49.000 --> 00:04:52.000]  對神的智慧的認識
[00:04:52.000 --> 00:04:54.000]  有一種真的悟性
[00:04:54.000 --> 00:04:57.000]  這樣來對神有一個掌握
[00:04:57.000 --> 00:04:58.000]  掌握之後
[00:04:58.000 --> 00:04:59.000]  很重要
[00:04:59.000 --> 00:05:02.000]  哥羅西書是很道地的
[00:05:02.000 --> 00:05:06.000]  知識會影響你的行為
[00:05:06.000 --> 00:05:09.000]  你在地上的結果子
[00:05:09.000 --> 00:05:12.000]  是直接影響你對神的認識
[00:05:12.000 --> 00:05:15.000]  而導致你有生活的行為表現
[00:05:15.000 --> 00:05:16.000]  但是相反
[00:05:16.000 --> 00:05:18.000]  二章告訴我們
[00:05:18.000 --> 00:05:21.000]  異端就沒有這樣的情況
[00:05:21.000 --> 00:05:23.000]  二章第三、第四節
[00:05:23.000 --> 00:05:24.000]  在他裏面
[00:05:24.000 --> 00:05:27.000]  隱藏著一切的智慧和知識
[00:05:27.000 --> 00:05:28.000]  但是相反
[00:05:28.000 --> 00:05:30.000]  我這樣說這些話
[00:05:30.000 --> 00:05:35.000]  免得有人用花言巧語去迷惑你們
[00:05:35.000 --> 00:05:37.000]  雖然我身體不在你們當中
[00:05:37.000 --> 00:05:38.000]  因為坐牢
[00:05:38.000 --> 00:05:40.000]  在羅馬坐牢
[00:05:40.000 --> 00:05:42.000]  心卻與你們同在
[00:05:42.000 --> 00:05:45.000]  很高興見到你們循規蹈矩
[00:05:45.000 --> 00:05:48.000]  對基督的信心堅固
[00:05:48.000 --> 00:05:49.000]  留意後面
[00:05:49.000 --> 00:05:51.000]  不可以讀太多
[00:05:51.000 --> 00:05:52.000]  我們將來會說
[00:05:52.000 --> 00:05:56.000]  不過先點出他們那種傲備
[00:05:56.000 --> 00:05:58.000]  他們那種追求的
[00:05:58.000 --> 00:06:01.000]  一種很神秘主義的神學
[00:06:01.000 --> 00:06:04.000]  導致他們有些偏差
[00:06:04.000 --> 00:06:07.000]  但是正確對神的認識
[00:06:07.000 --> 00:06:10.000]  是會帶來有不同生命的
[00:06:10.000 --> 00:06:12.000]  很具體的表現的行為
[00:06:12.000 --> 00:06:15.000]  保羅在祈禱裏面已經說了
[00:06:15.000 --> 00:06:19.000]  我們稍後會回頭去看今天的重點
[00:06:19.000 --> 00:06:21.000]  特別要點出的就是第二章
[00:06:21.000 --> 00:06:23.000]  第八節
[00:06:23.000 --> 00:06:25.000]  你們要很謹慎
[00:06:25.000 --> 00:06:28.000]  免得有人用他的哲學
[00:06:28.000 --> 00:06:31.000]  和虛空的廢話
[00:06:31.000 --> 00:06:33.000]  不照著基督
[00:06:33.000 --> 00:06:35.000]  而是照著人間的傳統
[00:06:35.000 --> 00:06:38.000]  和世上粗淺的學說
[00:06:38.000 --> 00:06:40.000]  就把你們擄去
[00:06:40.000 --> 00:06:41.000]  俘虜了去
[00:06:41.000 --> 00:06:44.000]  因為神本性一切的風聖
[00:06:44.000 --> 00:06:46.000]  都是有形有體
[00:06:46.000 --> 00:06:48.000]  居住在基督裏面
[00:06:48.000 --> 00:06:50.000]  你要認識神
[00:06:50.000 --> 00:06:53.000]  神一切的本性
[00:06:53.000 --> 00:06:56.000]  就在耶穌見得到的
[00:06:56.000 --> 00:06:58.000]  這位拿撒勒人
[00:06:58.000 --> 00:07:00.000]  耶穌基督的身上
[00:07:00.000 --> 00:07:02.000]  你在耶穌的身上你學習他
[00:07:02.000 --> 00:07:04.000]  你就可以認識神
[00:07:04.000 --> 00:07:06.000]  是這麼簡單
[00:07:06.000 --> 00:07:08.000]  但是就是異端
[00:07:08.000 --> 00:07:11.000]  拒絕承認耶穌的神聖
[00:07:11.000 --> 00:07:13.000]  拒絕接受耶穌
[00:07:13.000 --> 00:07:16.000]  是唯一人類的代屬和答案
[00:07:16.000 --> 00:07:18.000]  所以就帶來很多
[00:07:18.000 --> 00:07:21.000]  很高很玄妙的道理
[00:07:21.000 --> 00:07:22.000]  哲學
[00:07:22.000 --> 00:07:24.000]  保羅說這些是人間的
[00:07:24.000 --> 00:07:27.000]  新的和學本很重的說話
[00:07:27.000 --> 00:07:28.000]  廢話
[00:07:28.000 --> 00:07:31.000]  但是舊的和學本不敢這麼重的說話
[00:07:31.000 --> 00:07:33.000]  是人間的小學
[00:07:33.000 --> 00:07:36.000]  這裡說是人間的廢話
[00:07:36.000 --> 00:07:39.000]  相對於對永恆主的認識
[00:07:39.000 --> 00:07:41.000]  我們回來今天要說的
[00:07:41.000 --> 00:07:42.000]  保羅的祈禱
[00:07:42.000 --> 00:07:44.000]  留意下第九節
[00:07:44.000 --> 00:07:47.000]  因此這個連接詞很重要
[00:07:47.000 --> 00:07:50.000]  保羅才看到
[00:07:50.000 --> 00:07:54.000]  福音透過一些年輕的傳道者
[00:07:54.000 --> 00:07:56.000]  以巴忽是其中一個
[00:07:56.000 --> 00:08:00.000]  在哥羅西教會服事的一個傳道者
[00:08:00.000 --> 00:08:02.000]  保羅聽到哥羅西
[00:08:02.000 --> 00:08:04.000]  他沒有去過這個教會
[00:08:04.000 --> 00:08:06.000]  聽到這個教會的弟兄姊妹
[00:08:06.000 --> 00:08:09.000]  有信心有愛心
[00:08:09.000 --> 00:08:13.000]  是原因存在天上的盼望
[00:08:13.000 --> 00:08:15.000]  所以他們有這樣的表現
[00:08:15.000 --> 00:08:20.000]  是因為福音因為耶穌傳到他們當中
[00:08:20.000 --> 00:08:22.000]  所以第九節
[00:08:22.000 --> 00:08:24.000]  當保羅感謝完之後
[00:08:24.000 --> 00:08:29.000]  因此我為你們去祈禱
[00:08:29.000 --> 00:08:32.000]  保羅為哥羅西教會祈禱
[00:08:32.000 --> 00:08:35.000]  一個坐牢的使徒
[00:08:35.000 --> 00:08:38.000]  聽到一個不認識的教會
[00:08:38.000 --> 00:08:41.000]  他們有信心有愛心
[00:08:41.000 --> 00:08:43.000]  為他們祈禱
[00:08:43.000 --> 00:08:46.000]  祈禱的內容是甚麼呢
[00:08:46.000 --> 00:08:49.000]  待會會有四個很重要的動詞
[00:08:49.000 --> 00:08:51.000]  跟大家展述
[00:08:51.000 --> 00:08:54.000]  是保羅刻意在希臘文的原文裏
[00:08:54.000 --> 00:08:59.000]  他用第九節到十四節這段經文
[00:08:59.000 --> 00:09:01.000]  有四個重要的動詞
[00:09:01.000 --> 00:09:03.000]  跟大家看看
[00:09:03.000 --> 00:09:06.000]  我再很快地讀讀第九節開始
[00:09:06.000 --> 00:09:10.000]  因此這個連接詞是重要的
[00:09:10.000 --> 00:09:17.000]  「哥羅西教會仍然需要對屬靈的事情有掌握有認識
[00:09:17.000 --> 00:09:19.000]  以至在生命裏面
[00:09:19.000 --> 00:09:24.000]  他們又要達至這四方面的行為表現」
[00:09:24.000 --> 00:09:25.000]  第九節
[00:09:25.000 --> 00:09:28.000]  「因此我們自從聽見的日子
[00:09:28.000 --> 00:09:32.000]  就不住地為你們禱告和祈求
[00:09:32.000 --> 00:09:37.000]  但願你們能夠滿有一切的屬靈智慧和悟性
[00:09:37.000 --> 00:09:39.000]  相對於異端
[00:09:39.000 --> 00:09:41.000]  他們的哲學
[00:09:41.000 --> 00:09:43.000]  人間的遺傳
[00:09:43.000 --> 00:09:44.000]  虛空的
[00:09:44.000 --> 00:09:47.000]  不實在的小學廢話」
[00:09:47.000 --> 00:09:48.000]  保羅說
[00:09:48.000 --> 00:09:54.000]  「願你們有一切的屬靈智慧和悟性
[00:09:54.000 --> 00:09:57.000]  擁有屬靈智慧和悟性
[00:09:57.000 --> 00:10:03.000]  果然就是你能夠滿心的知道神的旨意」
[00:10:03.000 --> 00:10:06.000]  現在的YouTuber
[00:10:06.000 --> 00:10:08.000]  如果訂閱率高
[00:10:08.000 --> 00:10:10.000]  收入很好
[00:10:10.000 --> 00:10:13.000]  他就成為一個網絡的KOL
[00:10:13.000 --> 00:10:15.000]  不知道你羨慕不羨慕呢?
[00:10:15.000 --> 00:10:17.000]  不知道你有沒有訂閱呢?
[00:10:17.000 --> 00:10:19.000]  有很多很無聊的東西
[00:10:19.000 --> 00:10:21.000]  有很嚴肅討論的東西
[00:10:21.000 --> 00:10:24.000]  他要佔據那個網絡
[00:10:24.000 --> 00:10:26.000]  成為一個話語的話事人
[00:10:26.000 --> 00:10:28.000]  不知道你自己是不是這樣呢?
[00:10:28.000 --> 00:10:29.000]  再坐
[00:10:29.000 --> 00:10:31.000]  保羅告訴我們
[00:10:31.000 --> 00:10:35.000]  如果你滿有屬靈的智慧和悟性
[00:10:35.000 --> 00:10:40.000]  你就能夠滿心知道神的旨意
[00:10:40.000 --> 00:10:41.000]  你想想
[00:10:41.000 --> 00:10:44.000]  你羨慕不羨慕有一位弟兄姊妹
[00:10:44.000 --> 00:10:47.000]  你問他一些問題
[00:10:47.000 --> 00:10:50.000]  他能夠馬上給你答案
[00:10:50.000 --> 00:10:52.000]  而令你茅塞頓開
[00:10:52.000 --> 00:10:54.000]  而令你願意
[00:10:54.000 --> 00:10:58.000]  還要是走在神的旨意下
[00:10:58.000 --> 00:11:00.000]  相信我們一定很想
[00:11:00.000 --> 00:11:03.000]  走在神的旨意裏
[00:11:03.000 --> 00:11:04.000]  保羅告訴我們
[00:11:04.000 --> 00:11:06.000]  我現在為你們禱告祈求
[00:11:06.000 --> 00:11:12.000]  願你們能夠在一切的屬靈的智慧和悟性上
[00:11:12.000 --> 00:11:16.000]  滿心真正的知道神的旨意
[00:11:16.000 --> 00:11:18.000]  知道神的旨意之後怎樣呢?
[00:11:18.000 --> 00:11:20.000]  重點仍然是第十節開始
[00:11:20.000 --> 00:11:22.000]  有四個動詞
[00:11:22.000 --> 00:11:26.000]  保羅為哥羅西教會祈禱
[00:11:26.000 --> 00:11:27.000]  第十節開始
[00:11:27.000 --> 00:11:29.000]  好使你們行事為人
[00:11:29.000 --> 00:11:31.000]  對得起主
[00:11:31.000 --> 00:11:34.000]  凡事蒙他喜悅
[00:11:34.000 --> 00:11:36.000]  行事為人
[00:11:36.000 --> 00:11:38.000]  原來屬靈的智慧
[00:11:38.000 --> 00:11:42.000]  是要令到你的行事為人
[00:11:42.000 --> 00:11:44.000]  是要對得起誰呢?
[00:11:44.000 --> 00:11:47.000]  對得起這位主耶穌
[00:11:47.000 --> 00:11:49.000]  屬靈的智慧
[00:11:49.000 --> 00:11:52.000]  不是讓你越來越在一種神秘裏面
[00:11:52.000 --> 00:11:57.000]  因為二章他們說有些人見過天使
[00:11:57.000 --> 00:12:01.000]  又能夠掌握一些奧秘
[00:12:01.000 --> 00:12:05.000]  神秘是大家都很期望很想的
[00:12:05.000 --> 00:12:09.000]  所以為什麼占卜問卦是這麼好呢?
[00:12:09.000 --> 00:12:12.000]  因為沒有什麼需要你付出
[00:12:12.000 --> 00:12:15.000]  你就能夠知道自己的命運前途
[00:12:15.000 --> 00:12:16.000]  誰不想呢?
[00:12:16.000 --> 00:12:19.000]  知道你要發生什麼事
[00:12:19.000 --> 00:12:22.000]  你將來會有什麼命運
[00:12:22.000 --> 00:12:24.000]  有什麼自己的事業
[00:12:24.000 --> 00:12:25.000]  各方面
[00:12:25.000 --> 00:12:27.000]  誰會不想呢?
[00:12:27.000 --> 00:12:29.000]  但是保羅告訴我們
[00:12:29.000 --> 00:12:34.000]  擁有對神的智慧知識
[00:12:34.000 --> 00:12:37.000]  是要使我們這個人在地上
[00:12:37.000 --> 00:12:39.000]  我們能夠活得
[00:12:39.000 --> 00:12:43.000]  凡事蒙他喜悅
[00:12:43.000 --> 00:12:46.000]  我們能夠作事對得起主
[00:12:46.000 --> 00:12:50.000]  這個是首先告訴我們
[00:12:50.000 --> 00:12:53.000]  第一個動詞
[00:12:53.000 --> 00:12:55.000]  就是第十節的下半部
[00:12:55.000 --> 00:12:58.000]  凡事蒙他喜悅
[00:12:58.000 --> 00:13:01.000]  然後在一切的善事上
[00:13:01.000 --> 00:13:03.000]  結果節
[00:13:03.000 --> 00:13:05.000]  結果
[00:13:05.000 --> 00:13:07.000]  善果
[00:13:07.000 --> 00:13:10.000]  一切的善果
[00:13:10.000 --> 00:13:11.000]  你想想
[00:13:11.000 --> 00:13:14.000]  保羅用了多少的形容
[00:13:14.000 --> 00:13:17.000]  對一個擁有屬靈智慧
[00:13:17.000 --> 00:13:20.000]  不勝的基督徒
[00:13:20.000 --> 00:13:25.000]  很渴望他們能夠有這樣的生命經歷
[00:13:25.000 --> 00:13:28.000]  來認識神之後
[00:13:28.000 --> 00:13:30.000]  就能夠行事
[00:13:30.000 --> 00:13:33.000]  來討神的喜悅
[00:13:33.000 --> 00:13:36.000]  使神喜悅你的人生
[00:13:36.000 --> 00:13:38.000]  有具體的表現
[00:13:38.000 --> 00:13:41.000]  就可以在一切的善事上
[00:13:41.000 --> 00:13:43.000]  結果節
[00:13:43.000 --> 00:13:46.000]  然後就是第二個動詞
[00:13:46.000 --> 00:13:49.000]  對神的認識又會有長進
[00:13:49.000 --> 00:13:51.000]  用一些例子
[00:13:51.000 --> 00:13:53.000]  否則天氣很硬
[00:13:53.000 --> 00:13:56.000]  好幾個例子
[00:13:56.000 --> 00:13:58.000]  都是剛剛突然間發生
[00:13:58.000 --> 00:14:00.000]  昨晚晚堂之後
[00:14:00.000 --> 00:14:02.000]  弟兄問我吃飯沒有
[00:14:02.000 --> 00:14:03.000]  我說沒有
[00:14:03.000 --> 00:14:04.000]  我出元朗吃一點東西就回家
[00:14:04.000 --> 00:14:06.000]  因為今天要講道
[00:14:06.000 --> 00:14:07.000]  他說不要來我家
[00:14:07.000 --> 00:14:09.000]  我等一下載你回家就行
[00:14:09.000 --> 00:14:11.000]  原來有預謀
[00:14:11.000 --> 00:14:14.000]  原來載我回家
[00:14:14.000 --> 00:14:16.000]  太太說不如我們跟車
[00:14:16.000 --> 00:14:18.000]  其實弟兄載不就行了
[00:14:18.000 --> 00:14:20.000]  為什麼要跟車呢
[00:14:20.000 --> 00:14:22.000]  我住大堂
[00:14:22.000 --> 00:14:23.000]  已經去到大堂了
[00:14:23.000 --> 00:14:25.000]  我到了
[00:14:25.000 --> 00:14:28.000]  我猜到他們可能有些事想和我說
[00:14:28.000 --> 00:14:29.000]  不如我還早
[00:14:29.000 --> 00:14:30.000]  九點半而已
[00:14:30.000 --> 00:14:32.000]  不如再走前一點
[00:14:32.000 --> 00:14:37.000]  一開就開到大堂上的郊野公園
[00:14:37.000 --> 00:14:38.000]  九點半
[00:14:38.000 --> 00:14:40.000]  幸好不是兩個弟兄
[00:14:40.000 --> 00:14:42.000]  只有太太在
[00:14:42.000 --> 00:14:46.000]  分享兩個故事給我聽
[00:14:46.000 --> 00:14:48.000]  坐在車上到山頂上
[00:14:48.000 --> 00:14:51.000]  最遠農林處禁區開始的位置
[00:14:51.000 --> 00:14:52.000]  停車場
[00:14:52.000 --> 00:14:54.000]  坐著跑車
[00:14:54.000 --> 00:14:57.000]  分享兩個故事給我聽
[00:14:57.000 --> 00:15:00.000]  原來弟兄差不多接近退休
[00:15:00.000 --> 00:15:02.000]  他說因為經常要飛
[00:15:02.000 --> 00:15:05.000]  經常每個星期都要上去內地
[00:15:05.000 --> 00:15:06.000]  由成都北京
[00:15:06.000 --> 00:15:08.000]  因為做房地產那些
[00:15:08.000 --> 00:15:10.000]  要很忙碌
[00:15:10.000 --> 00:15:13.000]  他很想不想再奔波
[00:15:13.000 --> 00:15:15.000]  想退休
[00:15:15.000 --> 00:15:16.000]  我說不是的
[00:15:16.000 --> 00:15:17.000]  你現在跟我一樣大
[00:15:17.000 --> 00:15:18.000]  你這麼快退休
[00:15:18.000 --> 00:15:21.000]  可能有些事要給你做
[00:15:21.000 --> 00:15:24.000]  他聽起來很有意義
[00:15:24.000 --> 00:15:26.000]  他有一個團隊在香港
[00:15:26.000 --> 00:15:27.000]  有一個團隊
[00:15:27.000 --> 00:15:28.000]  有些手下
[00:15:28.000 --> 00:15:31.000]  他說兩年前
[00:15:31.000 --> 00:15:34.000]  有一個同事
[00:15:34.000 --> 00:15:35.000]  住在屯門的
[00:15:35.000 --> 00:15:36.000]  出差完之後
[00:15:36.000 --> 00:15:39.000]  已經說是十一點
[00:15:39.000 --> 00:15:41.000]  打電話給他
[00:15:41.000 --> 00:15:43.000]  說你可不可以出來
[00:15:43.000 --> 00:15:45.000]  他說我很累了
[00:15:45.000 --> 00:15:46.000]  睡覺了
[00:15:46.000 --> 00:15:47.000]  那個同事就說
[00:15:47.000 --> 00:15:49.000]  不如我進來感受
[00:15:49.000 --> 00:15:52.000]  在屯門坐的士進來感受
[00:15:52.000 --> 00:15:54.000]  當然和他分享
[00:15:54.000 --> 00:15:58.000]  太太有婚外情
[00:15:58.000 --> 00:16:01.000]  是女方有婚外情
[00:16:01.000 --> 00:16:02.000]  很痛苦
[00:16:02.000 --> 00:16:03.000]  這個同事
[00:16:03.000 --> 00:16:05.000]  和他分享這些
[00:16:05.000 --> 00:16:08.000]  十二點鐘坐在大街對出
[00:16:08.000 --> 00:16:11.000]  所以原來坐在外面都很熟悉
[00:16:11.000 --> 00:16:13.000]  一定是他的鞭兄
[00:16:13.000 --> 00:16:16.000]  我的弟兄就和他說
[00:16:16.000 --> 00:16:18.000]  但突然之間
[00:16:18.000 --> 00:16:20.000]  他不知道想怎樣回應
[00:16:20.000 --> 00:16:22.000]  就和這個同事說
[00:16:22.000 --> 00:16:24.000]  你介不介意
[00:16:24.000 --> 00:16:25.000]  我和你現在祈禱
[00:16:25.000 --> 00:16:28.000]  祈禱之後我才回應你
[00:16:28.000 --> 00:16:31.000]  這個同事沒有信耶穌
[00:16:31.000 --> 00:16:33.000]  覺得很奇怪
[00:16:33.000 --> 00:16:34.000]  好 祈禱
[00:16:34.000 --> 00:16:37.000]  祈禱之後他有感動去勸他
[00:16:37.000 --> 00:16:38.000]  告訴他
[00:16:38.000 --> 00:16:44.000]  如果你的太太將來悔改回來
[00:16:44.000 --> 00:16:46.000]  你願不願意接納她呢
[00:16:46.000 --> 00:16:48.000]  他想了很久
[00:16:48.000 --> 00:16:49.000]  他都會覺得
[00:16:49.000 --> 00:16:51.000]  如果他真的這樣悔改
[00:16:51.000 --> 00:16:52.000]  我都會接納他
[00:16:52.000 --> 00:16:53.000]  講完之後
[00:16:53.000 --> 00:16:55.000]  其實吐口苦水
[00:16:55.000 --> 00:16:56.000]  就過去了
[00:16:56.000 --> 00:16:58.000]  接著這個弟兄就沒有再追問他
[00:16:58.000 --> 00:17:01.000]  因為大家同事不方便
[00:17:01.000 --> 00:17:03.000]  過了兩年
[00:17:03.000 --> 00:17:05.000]  即是最近
[00:17:05.000 --> 00:17:09.000]  這個同事告訴這個弟兄
[00:17:09.000 --> 00:17:11.000]  已經復合了
[00:17:11.000 --> 00:17:15.000]  還有太太看到丈夫有改變
[00:17:15.000 --> 00:17:18.000]  丈夫又看到太太
[00:17:18.000 --> 00:17:22.000]  好像是初戀拍拖時候的感覺
[00:17:22.000 --> 00:17:24.000]  原來是什麼呢
[00:17:24.000 --> 00:17:25.000]  這個同事和弟兄說
[00:17:25.000 --> 00:17:27.000]  你那個祈禱
[00:17:27.000 --> 00:17:28.000]  我祈禱之後
[00:17:28.000 --> 00:17:30.000]  我不知道和你分開之後
[00:17:30.000 --> 00:17:32.000]  我內心很平安
[00:17:32.000 --> 00:17:34.000]  我就繼續自己學祈禱
[00:17:34.000 --> 00:17:36.000]  我自己都去改變自己
[00:17:36.000 --> 00:17:38.000]  原來他是很大男人
[00:17:38.000 --> 00:17:41.000]  過去兩年沒有太太的時候
[00:17:41.000 --> 00:17:42.000]  自己改變
[00:17:42.000 --> 00:17:43.000]  這個弟兄說
[00:17:43.000 --> 00:17:45.000]  我只是和你祈禱
[00:17:45.000 --> 00:17:47.000]  沒有和你說過任何事
[00:17:47.000 --> 00:17:51.000]  這個同事就有這樣的生命改變
[00:17:51.000 --> 00:17:52.000]  他又不止
[00:17:52.000 --> 00:17:55.000]  因為剛才講的是分享兩個故事
[00:17:55.000 --> 00:17:56.000]  所以去到十點
[00:17:56.000 --> 00:17:57.000]  我都說不行了
[00:17:57.000 --> 00:17:58.000]  我要走了
[00:17:58.000 --> 00:17:59.000]  第二個故事就是
[00:17:59.000 --> 00:18:01.000]  有一個女士
[00:18:01.000 --> 00:18:03.000]  這個弟兄完全不認識
[00:18:03.000 --> 00:18:07.000]  原來是一個他的同事的太太
[00:18:07.000 --> 00:18:09.000]  完全不認識
[00:18:09.000 --> 00:18:11.000]  在醫院打給他
[00:18:11.000 --> 00:18:13.000]  又是談了幾個小時
[00:18:13.000 --> 00:18:14.000]  完全不認識
[00:18:14.000 --> 00:18:16.000]  就分享他的丈夫
[00:18:16.000 --> 00:18:17.000]  即是他的同事
[00:18:17.000 --> 00:18:18.000]  他的下屬
[00:18:18.000 --> 00:18:20.000]  又是有婚外情
