
[00:00:00.000 --> 00:00:03.480]  時間差不多了,我們一起祈禱吧
[00:02:14.640 --> 00:02:18.560]  我又想用回一點時間
[00:02:18.560 --> 00:02:20.240]  再和大家
[00:02:20.240 --> 00:02:22.800]  再詳細一點看
[00:02:22.800 --> 00:02:25.360]  摩訶和阿曼
[00:02:25.360 --> 00:02:28.080]  這兩個羅德的兒子
[00:02:28.080 --> 00:02:31.960]  在往後的摩西五經的經文
[00:02:31.960 --> 00:02:34.560]  都有說他們的情況
[00:02:34.560 --> 00:02:39.120]  當然他們那幾代之後又長大了
[00:02:39.120 --> 00:02:41.120]  和大家看看
[00:02:41.120 --> 00:02:42.880]  這個
[00:02:42.880 --> 00:02:45.760]  生命記的23章
[00:02:45.760 --> 00:02:50.760]  生命記23章
[00:02:50.760 --> 00:02:55.400]  (記者: 將來他們入了迦南之後呢?)
[00:02:55.400 --> 00:02:58.640]  就說到將來他們入了迦南之後呢
[00:02:58.640 --> 00:03:01.680]  當會幕設立了
[00:03:01.680 --> 00:03:06.800]  就是神的同在神的會幕
[00:03:06.800 --> 00:03:08.440]  當然還不是聖殿
[00:03:08.440 --> 00:03:12.160]  他們就要規定要守節期的
[00:03:12.160 --> 00:03:13.360]  有
[00:03:13.360 --> 00:03:16.720]  就是神規定的有最重要的
[00:03:16.720 --> 00:03:18.080]  其實有七個節期的
[00:03:18.080 --> 00:03:20.080]  不過最重要的就有三個
[00:03:20.080 --> 00:03:22.080]  一定要上耶路撒冷的
[00:03:22.080 --> 00:03:24.920]  當然當時還不是上耶路撒冷
[00:03:24.920 --> 00:03:27.240]  就在士羅那個地方
[00:03:27.240 --> 00:03:29.240]  就是五旬節
[00:03:29.240 --> 00:03:31.240]  催國日
[00:03:31.240 --> 00:03:32.880]  和贖罪日
[00:03:32.880 --> 00:03:34.880]  一定要上的
[00:03:34.880 --> 00:03:37.400]  現在這裡就告訴我們
[00:03:37.400 --> 00:03:40.800]  將來要守節的時候要怎樣的規矩
[00:03:40.800 --> 00:03:42.800]  23章這樣記載
[00:03:42.800 --> 00:03:46.440]  凡是愛臣受傷的
[00:03:46.440 --> 00:03:48.440]  或者是被閹割的
[00:03:48.440 --> 00:03:50.440]  就不可以入耶和華的會了
[00:03:50.440 --> 00:03:53.120]  就是那個聚集
[00:03:53.120 --> 00:03:55.480]  當然是以會幕做中心
[00:03:55.480 --> 00:03:59.160]  師生子不可以入耶和華的會
[00:03:59.160 --> 00:04:02.000]  他的子孫直到十代
[00:04:02.000 --> 00:04:04.000]  都不可以入耶和華的會
[00:04:04.000 --> 00:04:06.000]  留意第三節
[00:04:06.000 --> 00:04:09.520]  阿們人或者是摩訶人
[00:04:09.520 --> 00:04:11.520]  都不可以入耶和華的會
[00:04:11.520 --> 00:04:14.600]  他們的子孫雖然過了十代
[00:04:14.600 --> 00:04:17.600]  也永不可入耶和華的會
[00:04:17.600 --> 00:04:20.360]  因為你們出埃及的時候
[00:04:20.360 --> 00:04:23.120]  他們會有拿食物和水
[00:04:23.120 --> 00:04:25.120]  在路上迎接你們
[00:04:25.120 --> 00:04:31.240]  又因他們顧了米所播大米的彼奪人彼爾的兒子巴蘭
[00:04:31.240 --> 00:04:32.760]  來救助你們
[00:04:32.760 --> 00:04:37.440]  然而耶和華你的神不肯聽從巴蘭
[00:04:37.440 --> 00:04:41.120]  卻使那救助的言語變為祝福的話
[00:04:41.120 --> 00:04:43.840]  因為耶和華你的神愛你
[00:04:43.840 --> 00:04:47.480]  你一生一世永不可求他們的平安
[00:04:47.480 --> 00:04:52.800]  求阿們和摩訶和他們的利益
[00:04:52.800 --> 00:04:57.240]  你就會看到有多嚴重
[00:04:57.240 --> 00:05:00.400]  永遠都不可以入耶和華的會
[00:05:00.400 --> 00:05:03.280]  阿們人和摩訶人
[00:05:03.280 --> 00:05:08.760]  往後他們有很多的衝突
[00:05:08.760 --> 00:05:13.400]  和以色列人在路上不接濟
[00:05:13.400 --> 00:05:14.800]  不給他們水喝
[00:05:14.800 --> 00:05:17.800]  後來還要很惡毒的
[00:05:17.800 --> 00:05:23.360]  要來重金禮聘巴蘭
[00:05:23.360 --> 00:05:26.680]  要來救助以色列人
[00:05:26.680 --> 00:05:30.440]  就是源於阿們和摩訶
[00:05:30.440 --> 00:05:34.360]  到底有什麼血海深仇導致這樣呢?
[00:05:34.360 --> 00:05:37.800]  會不會就是上一個星期我們看的十九章
[00:05:37.800 --> 00:05:42.440]  兩個兒子的媽媽在逃難的時候
[00:05:42.440 --> 00:05:45.440]  不聽天使的話
[00:05:45.440 --> 00:05:47.920]  就變成了一根鹽柱
[00:05:47.920 --> 00:05:54.720]  爸爸後來也沒有說到他後來的日子是怎樣
[00:05:54.720 --> 00:05:58.520]  只是可能三父子相依為命
[00:05:58.520 --> 00:06:00.600]  當然還有兩個媽媽
[00:06:00.600 --> 00:06:01.880]  就是兩個女兒
[00:06:01.880 --> 00:06:03.880]  羅德兩個女兒
[00:06:03.880 --> 00:06:07.680]  他們日後的成就是怎樣呢?
[00:06:07.680 --> 00:06:08.800]  就不知道
[00:06:08.800 --> 00:06:10.680]  只是告訴我們日後
[00:06:10.680 --> 00:06:15.000]  就有這些和兩個民族之間的衝突
[00:06:15.000 --> 00:06:16.560]  是很嚴重的
[00:06:16.560 --> 00:06:18.800]  我們也不厭其煩
[00:06:18.800 --> 00:06:23.440]  因為作者也很想將兩個的奏作
[00:06:23.440 --> 00:06:25.440]  凝佛
[00:06:25.440 --> 00:06:31.400]  由天由神那裡而施行的一些超自然的凝佛
[00:06:31.400 --> 00:06:33.680]  例如洪水事件
[00:06:33.680 --> 00:06:37.360]  羅德的天火焚成的事件
[00:06:37.360 --> 00:06:39.920]  來捆綁在一起
[00:06:39.920 --> 00:06:41.640]  不知道大家有沒有留意
[00:06:41.640 --> 00:06:43.640]  是不是巧合呢?
[00:06:43.640 --> 00:06:48.680]  羅亞出了方舟之後
[00:06:48.680 --> 00:06:52.640]  慢慢又沾染不潔了
[00:06:52.640 --> 00:06:54.640]  最終醉酒
[00:06:54.640 --> 00:06:57.120]  又赤身露體
[00:06:57.120 --> 00:07:01.120]  當然沒有說他有其他那些敗德的事
[00:07:01.120 --> 00:07:04.120]  接著我們上個星期說的羅德
[00:07:04.120 --> 00:07:07.440]  就是在所多瑪的地方
[00:07:07.440 --> 00:07:09.440]  當兩個使者
[00:07:09.440 --> 00:07:11.440]  晚上
[00:07:11.440 --> 00:07:13.440]  留意一下正經說的十九章
[00:07:13.440 --> 00:07:15.440]  我上個星期說得不夠詳細
[00:07:15.440 --> 00:07:17.440]  當我再看的時候
[00:07:17.440 --> 00:07:21.440]  留意一下那個時間的記載
[00:07:21.440 --> 00:07:24.440]  作者很想我們留意那個時間
[00:07:24.440 --> 00:07:26.440]  第十九章
[00:07:26.440 --> 00:07:30.440]  那兩個天使晚上到所多瑪
[00:07:30.440 --> 00:07:32.440]  接著
[00:07:32.440 --> 00:07:36.440]  當然就發生了那件事
[00:07:36.440 --> 00:07:38.440]  整個城的人
[00:07:38.440 --> 00:07:42.440]  要來捉這兩個使者
[00:07:42.440 --> 00:07:44.440]  他們不知道是不是小鮮肉
[00:07:44.440 --> 00:07:46.440]  還是天使
[00:07:46.440 --> 00:07:48.440]  是不同樣子還是怎樣
[00:07:48.440 --> 00:07:50.440]  不知道什麼原因
[00:07:50.440 --> 00:07:54.440]  因為陌生人比較亂口
[00:07:54.440 --> 00:07:57.440]  就說要捉兩個天使出來
[00:07:57.440 --> 00:07:59.440]  要來郵輪
[00:07:59.440 --> 00:08:01.440]  郵輪不是打他們一生
[00:08:01.440 --> 00:08:05.440]  而是要來發生一些淫亂
[00:08:05.440 --> 00:08:07.440]  當時羅德有個建議
[00:08:07.440 --> 00:08:10.440]  就是將自己兩個女兒
[00:08:10.440 --> 00:08:13.440]  讓他們來胡作非為
[00:08:13.440 --> 00:08:15.440]  所以
[00:08:15.440 --> 00:08:18.440]  很好笑地
[00:08:18.440 --> 00:08:20.440]  很慨嘆地
[00:08:20.440 --> 00:08:24.440]  羅德逃難去到那個所爾的小城之後
[00:08:24.440 --> 00:08:26.440]  後來去到一個小山洞裏面
[00:08:26.440 --> 00:08:28.440]  那兩個女兒
[00:08:28.440 --> 00:08:31.440]  好像無以為計的
[00:08:31.440 --> 00:08:34.440]  已經沒有人了
[00:08:34.440 --> 00:08:36.440]  其實是那個城燒了
[00:08:36.440 --> 00:08:39.440]  那個城和周圍的地方燒了
[00:08:39.440 --> 00:08:42.440]  這個世界沒有人了
[00:08:42.440 --> 00:08:47.440]  很趕急要和爸爸留後
[00:08:47.440 --> 00:08:48.440]  就是說
[00:08:48.440 --> 00:08:50.440]  兩個女兒用的方法
[00:08:50.440 --> 00:08:53.440]  就是所多瑪城的人的思維
[00:08:53.440 --> 00:08:55.440]  那些價值觀
[00:08:55.440 --> 00:08:57.440]  那些道德觀念
[00:08:57.440 --> 00:08:58.440]  就是說
[00:08:58.440 --> 00:08:59.440]  就在之後
[00:08:59.440 --> 00:09:01.440]  羅亞也是這樣喝醉酒
[00:09:01.440 --> 00:09:04.440]  然後兩個女兒又被爸爸喝醉酒
[00:09:04.440 --> 00:09:07.440]  這樣去做了這些亂倫的事
[00:09:07.440 --> 00:09:11.440]  就是這樣不斷將這些就坐記載
[00:09:11.440 --> 00:09:13.440]  好像想告訴我們
[00:09:13.440 --> 00:09:15.440]  作者
[00:09:15.440 --> 00:09:18.440]  羅德已經是那個價值觀
[00:09:18.440 --> 00:09:20.440]  低到沒得再低了
[00:09:20.440 --> 00:09:23.440]  和所多瑪人幾乎一樣
[00:09:23.440 --> 00:09:26.440]  先是將兩個女兒給他們
[00:09:26.440 --> 00:09:29.440]  但是天使攔了
[00:09:29.440 --> 00:09:31.440]  被他們變得盲了
[00:09:31.440 --> 00:09:32.440]  看不到東西
[00:09:32.440 --> 00:09:33.440]  然後就拉他們進屋
[00:09:33.440 --> 00:09:34.440]  然後就留意
[00:09:34.440 --> 00:09:38.440]  然後聖經說的時間
[00:09:38.440 --> 00:09:40.440]  經過了一整夜之後
[00:09:40.440 --> 00:09:41.440]  聖經就說了
[00:09:41.440 --> 00:09:43.440]  天明了
[00:09:43.440 --> 00:09:45.440]  十九章的十五節
[00:09:45.440 --> 00:09:46.440]  天明了
[00:09:46.440 --> 00:09:49.440]  天使催逼羅德等等
[00:09:49.440 --> 00:09:51.440]  叫他盡快走
[00:09:51.440 --> 00:09:53.440]  然後就
[00:09:53.440 --> 00:09:55.440]  去到後面
[00:09:55.440 --> 00:09:57.440]  就記載那個時間
[00:09:57.440 --> 00:09:59.440]  就是晚上了
[00:09:59.440 --> 00:10:03.440]  不對
[00:10:03.440 --> 00:10:05.440]  應該是第23節
[00:10:05.440 --> 00:10:10.440]  羅德到了所以
[00:10:10.440 --> 00:10:12.440]  就是一個小小的城
[00:10:12.440 --> 00:10:14.440]  白天已經出來了
[00:10:14.440 --> 00:10:17.440]  就是說他一整天
[00:10:17.440 --> 00:10:19.440]  由早上逃難
[00:10:19.440 --> 00:10:21.440]  逃到去那個地方
[00:10:21.440 --> 00:10:24.440]  然後到白天出來了
[00:10:24.440 --> 00:10:26.440]  輾轉
[00:10:26.440 --> 00:10:28.440]  又有一個這樣的時間
[00:10:28.440 --> 00:10:30.440]  好像也想告訴我們
[00:10:30.440 --> 00:10:32.440]  那個逃難的過程
[00:10:32.440 --> 00:10:33.440]  後來輾轉
[00:10:33.440 --> 00:10:35.440]  當然就是兩個女兒
[00:10:35.440 --> 00:10:39.440]  自己在這裡想了一個這樣的計謀
[00:10:39.440 --> 00:10:40.440]  希望為自己
[00:10:40.440 --> 00:10:42.440]  為自己的丈夫
[00:10:42.440 --> 00:10:44.440]  來留後
[00:10:44.440 --> 00:10:47.440]  就生了摩訶和阿門
[00:10:47.440 --> 00:10:50.440]  往後的摩西五經告訴我們
[00:10:50.440 --> 00:10:53.440]  這兩個兒子所衍生的族長
[00:10:53.440 --> 00:10:55.440]  所衍生的後代
[00:10:55.440 --> 00:10:58.440]  和以色列人是世世為仇的
[00:10:58.440 --> 00:11:02.440]  所以神就禁止摩訶和阿門的人
[00:11:02.440 --> 00:11:05.440]  進入耶和華的會
[00:11:05.440 --> 00:11:10.440]  所以在舊約也有類似的
[00:11:10.440 --> 00:11:12.440]  好像是一些種族歧視
[00:11:12.440 --> 00:11:16.440]  當然就不是人間的種族歧視
[00:11:16.440 --> 00:11:21.440]  而是神對於罪的追究
[00:11:21.440 --> 00:11:24.440]  所以也挺慨嘆的
[00:11:24.440 --> 00:11:25.440]  上個星期
[00:11:25.440 --> 00:11:26.440]  如果你想一下
[00:11:26.440 --> 00:11:27.440]  當作開玩笑
[00:11:27.440 --> 00:11:29.440]  年初一去拜年
[00:11:29.440 --> 00:11:31.440]  去不去探望叔公呢?
[00:11:31.440 --> 00:11:33.440]  我們那個
[00:11:33.440 --> 00:11:36.440]  到底是伯父還是叔公呢?
[00:11:36.440 --> 00:11:37.440]  不知道
[00:11:37.440 --> 00:11:40.440]  總之就是很親密的關係
[00:11:40.440 --> 00:11:44.440]  是自己的爸爸的叔叔或者伯伯
[00:11:44.440 --> 00:11:47.440]  你想一下這麼親的關係
[00:11:47.440 --> 00:11:51.440]  過年兩個媽媽有沒有帶他們去拜年呢?
[00:11:51.440 --> 00:11:53.440]  去探望爸爸拉罕呢?
[00:11:53.440 --> 00:11:55.440]  探望自己的堂表哥
[00:11:55.440 --> 00:11:58.440]  以撒瑪利呢?
[00:11:58.440 --> 00:12:00.440]  似乎沒有來往了
[00:12:00.440 --> 00:12:04.440]  似乎那個仇恨深到一個地步
[00:12:04.440 --> 00:12:06.440]  已經完全的決裂了
[00:12:06.440 --> 00:12:08.440]  決裂到他們的後代
[00:12:08.440 --> 00:12:10.440]  有一個巴勒
[00:12:10.440 --> 00:12:12.440]  這個摩訶王
[00:12:12.440 --> 00:12:15.440]  說要就坐以色列人
[00:12:15.440 --> 00:12:17.440]  可以想而知
[00:12:17.440 --> 00:12:20.440]  由他兩個媽媽
[00:12:20.440 --> 00:12:25.440]  對以色列對阿伯拉罕這個家族
[00:12:25.440 --> 00:12:28.440]  那種的深仇大恨
[00:12:28.440 --> 00:12:30.440]  血海深仇
[00:12:30.440 --> 00:12:32.440]  一直都化解不了
[00:12:32.440 --> 00:12:35.440]  不過神的工作又很奇妙
[00:12:35.440 --> 00:12:37.440]  你有沒有聽過路德記?
[00:12:37.440 --> 00:12:41.440]  路德記就是摩訶的一個女子路德
[00:12:41.440 --> 00:12:44.440]  她是那個靈明
[00:12:44.440 --> 00:12:45.440]  那個道德
[00:12:45.440 --> 00:12:47.440]  好到一個地步
[00:12:47.440 --> 00:12:50.440]  嫁了給波阿斯
[00:12:50.440 --> 00:12:52.440]  所以你會看到
[00:12:52.440 --> 00:12:55.440]  當時是一個時思的時代
[00:12:55.440 --> 00:12:58.440]  你以為在這樣的民族
[00:12:58.440 --> 00:13:00.440]  怎會有好人呢?
[00:13:00.440 --> 00:13:03.440]  怎會有人可以得到神的恩眷呢?
[00:13:03.440 --> 00:13:05.440]  又不是的
[00:13:05.440 --> 00:13:09.440]  所以路德記又打破了我們對恩典的定義
[00:13:09.440 --> 00:13:12.440]  所以我們都求主讓我們能夠
[00:13:12.440 --> 00:13:16.440]  有時有這種不同的角度去看
[00:13:16.440 --> 00:13:18.440]  聖經人物
[00:13:18.440 --> 00:13:20.440]  你就會立體很多
[00:13:20.440 --> 00:13:23.440]  二十章的經文
[00:13:23.440 --> 00:13:28.440]  阿伯拉罕從那裡向南地遷去
[00:13:28.440 --> 00:13:32.440]  現在就變成了他是寄居在人地當中
[00:13:32.440 --> 00:13:34.440]  因為這兩章聖經
[00:13:34.440 --> 00:13:36.440]  有好幾樣東西發生
[00:13:36.440 --> 00:13:39.440]  但是好像都想告訴我們
[00:13:39.440 --> 00:13:43.440]  離開了他自己常常祈禱的地方
[00:13:43.440 --> 00:13:45.440]  萬利像樹的地方
[00:13:45.440 --> 00:13:49.440]  十八章十九章就是想說這件事
[00:13:49.440 --> 00:13:52.440]  現在第二十章和二十一章
[00:13:52.440 --> 00:13:56.440]  就說他在基拉爾的地方
[00:13:56.440 --> 00:14:01.440]  後面都有說
[00:14:01.440 --> 00:14:07.440]  讓我看看哪一段
[00:14:13.440 --> 00:14:17.440]  或者是後面的二十一章那裡都有說
[00:14:17.440 --> 00:14:22.440]  二十一章的後面
[00:14:22.440 --> 00:14:25.440]  很快看看第二十二節
[00:14:25.440 --> 00:14:34.440]  當那時候阿彼米勒和他君長菲國
[00:14:34.440 --> 00:14:36.440]  對阿伯拉罕說
[00:14:36.440 --> 00:14:39.440]  凡你所行的事都有神的保佑
[00:14:39.440 --> 00:14:41.440]  我願你如今在這裡
[00:14:41.440 --> 00:14:44.440]  指著神對我起誓等等
[00:14:44.440 --> 00:14:46.440]  一直都在說
[00:14:46.440 --> 00:14:49.440]  其實他一直都沒有離開到基拉爾
[00:14:49.440 --> 00:14:51.440]  就是說這兩章聖經
[00:14:51.440 --> 00:14:53.440]  不斷都在告訴我們
[00:14:53.440 --> 00:14:57.440]  阿伯拉罕是寄居在基拉爾
[00:14:57.440 --> 00:14:59.440]  一段比較長的時間
[00:14:59.440 --> 00:15:03.440]  甚至乎以撒也是在基拉爾出生的
[00:15:03.440 --> 00:15:08.440]  不是回到迦南的萬利像樹
[00:15:08.440 --> 00:15:13.440]  這個稍後我再說
[00:15:13.440 --> 00:15:17.440]  我們回到經文上第二十章
[00:15:17.440 --> 00:15:19.440]  要讀多一點
[00:15:19.440 --> 00:15:23.440]  阿伯拉罕在這裡去到南地遷去
[00:15:23.440 --> 00:15:26.440]  寄居在迦底斯和舒爾的中間
[00:15:26.440 --> 00:15:28.440]  叫基拉爾的地方
[00:15:28.440 --> 00:15:32.440]  阿伯拉罕稱他的妻子撒拉為妹子
[00:15:32.440 --> 00:15:34.440]  不是第一次了
[00:15:34.440 --> 00:15:38.440]  十二章有記載過
[00:15:38.440 --> 00:15:43.440]  接著就是基拉爾王阿比米勒
[00:15:43.440 --> 00:15:46.440]  差人把撒拉娶了去
[00:15:46.440 --> 00:15:51.440]  但是夜間神來在夢中對阿比米勒說
[00:15:51.440 --> 00:15:53.440]  你是個死人
[00:15:53.440 --> 00:15:56.440]  因為你娶了那女人來
[00:15:56.440 --> 00:15:58.440]  她原是別人的妻子
[00:15:58.440 --> 00:16:01.440]  阿比米勒卻還沒有親近撒拉
[00:16:01.440 --> 00:16:04.440]  她說主啊
[00:16:04.440 --> 00:16:08.440]  連友誼的國你也要毀滅嗎
[00:16:08.440 --> 00:16:12.440]  很似曾相識的那些terms
[00:16:12.440 --> 00:16:15.440]  十八章阿伯拉罕的祈禱就是這樣
[00:16:15.440 --> 00:16:18.440]  友誼的國你也要毀滅
[00:16:18.440 --> 00:16:21.440]  即是說那個索多瑪俄摩拉
[00:16:21.440 --> 00:16:24.440]  鴉馬洗便那個地方
[00:16:24.440 --> 00:16:28.440]  現在是由阿比米勒王自己說出來
[00:16:28.440 --> 00:16:32.440]  因為他真的完全蒙在鼓裡
[00:16:32.440 --> 00:16:35.440]  這張聖經的描述
[00:16:35.440 --> 00:16:40.440]  重點不放在阿伯拉罕的計謀
[00:16:40.440 --> 00:16:42.440]  即是說十二章的時候
[00:16:42.440 --> 00:16:44.440]  你有沒有印象
[00:16:44.440 --> 00:16:45.440]  他準備去埃及的時候
[00:16:45.440 --> 00:16:46.440]  他開始害怕
[00:16:46.440 --> 00:16:48.440]  法老如果想殺我
[00:16:48.440 --> 00:16:51.440]  見到我的太太很美麗
[00:16:51.440 --> 00:16:55.440]  因為他的緣故來殺我怎麼辦
[00:16:55.440 --> 00:16:56.440]  他就想辦法
[00:16:56.440 --> 00:16:58.440]  跟太太說
[00:16:58.440 --> 00:17:01.440]  我這樣做
[00:17:01.440 --> 00:17:04.440]  你要認我做哥哥
[00:17:04.440 --> 00:17:06.440]  我就認你做妹妹
[00:17:06.440 --> 00:17:11.440]  撒萊就接受等等
[00:17:11.440 --> 00:17:16.440]  這就是十二章那段經文
[00:17:16.440 --> 00:17:17.440]  去埃及的時候
[00:17:17.440 --> 00:17:19.440]  但這張聖經
[00:17:19.440 --> 00:17:21.440]  作者好像都知道
[00:17:21.440 --> 00:17:24.440]  你已經上了一段長時間的聖經人物
[00:17:24.440 --> 00:17:25.440]  說了很長
[00:17:25.440 --> 00:17:27.440]  十二章已經說過了
[00:17:27.440 --> 00:17:28.440]  所以他不重複
[00:17:28.440 --> 00:17:33.440]  他不把阿伯拉罕的心路歷程說出來
[00:17:33.440 --> 00:17:36.440]  是去到阿比米勒質問他的時候
[00:17:36.440 --> 00:17:40.440]  他才會說出他的內心
[00:17:40.440 --> 00:17:43.440]  好像作者都已經知道
[00:17:43.440 --> 00:17:44.440]  估計到
[00:17:44.440 --> 00:17:47.440]  你都已經大概知道阿伯拉罕
[00:17:47.440 --> 00:17:50.440]  為什麼要這樣來
[00:17:50.440 --> 00:17:54.440]  又再稱呼自己的太太做妹妹的原因
[00:17:54.440 --> 00:17:55.440]  後面有解釋
[00:17:55.440 --> 00:17:57.440]  不過這裡就不詳細
[00:17:57.440 --> 00:18:00.440]  來講他的內心
[00:18:00.440 --> 00:18:02.440]  反而很快一開始
[00:18:02.440 --> 00:18:07.440]  就是神進入阿比米勒王的夢裡面
[00:18:07.440 --> 00:18:10.440]  所以你經常說想神向你顯現
[00:18:10.440 --> 00:18:12.440]  你要很小心
[00:18:12.440 --> 00:18:14.440]  因為阿比米勒一起來
[00:18:14.440 --> 00:18:16.440]  未天亮
[00:18:16.440 --> 00:18:18.440]  害怕到不得了
[00:18:18.440 --> 00:18:22.440]  所以神如果在舊約的時代向人顯現
[00:18:22.440 --> 00:18:24.440]  人是害怕到沒辦法
[00:18:24.440 --> 00:18:27.440]  是誰開著會比較嘈小小
[00:18:27.440 --> 00:18:31.440]  可能是Steven
[00:18:31.440 --> 00:18:34.440]  我們繼續下去
[00:18:34.440 --> 00:18:38.440]  然後夜間神就在夢裡面跟他說話
[00:18:38.440 --> 00:18:40.440]  你是一個死人
[00:18:40.440 --> 00:18:43.440]  所以這些夢都真的不要發了
[00:18:43.440 --> 00:18:44.440]  第四節
[00:18:44.440 --> 00:18:45.440]  阿比米勒就說
[00:18:45.440 --> 00:18:47.440]  我母親近他
[00:18:47.440 --> 00:18:50.440]  連友誼的國你都要毀滅
[00:18:50.440 --> 00:18:53.440]  那人豈不是自己對我說
[00:18:53.440 --> 00:18:55.440]  他是我的妹子嗎
[00:18:55.440 --> 00:18:57.440]  就是女人自己也說
[00:18:57.440 --> 00:18:59.440]  他是我的哥哥
[00:18:59.440 --> 00:19:03.440]  我作者是心正手傑的
[00:19:03.440 --> 00:19:04.440]  第六節
[00:19:04.440 --> 00:19:06.440]  仍然強調
[00:19:06.440 --> 00:19:08.440]  神在夢中
[00:19:08.440 --> 00:19:11.440]  神在夢中對他說
[00:19:11.440 --> 00:19:13.440]  真的沒有難成的事
[00:19:13.440 --> 00:19:17.440]  神要介入一個人的內心跟你說話
[00:19:17.440 --> 00:19:21.440]  所以新約不要再求這些異夢
[00:19:21.440 --> 00:19:23.440]  可能會有的
[00:19:23.440 --> 00:19:24.440]  我都信有的
[00:19:24.440 --> 00:19:25.440]  如果神要用
[00:19:25.440 --> 00:19:28.440]  你不要求那隻驢仔跟你說話
[00:19:28.440 --> 00:19:32.440]  你應該求正常的你來崇拜
[00:19:32.440 --> 00:19:33.440]  你來聽道
[00:19:33.440 --> 00:19:35.440]  有神的僕人跟你說話
[00:19:35.440 --> 00:19:37.440]  或者你自己讀聖經
[00:19:37.440 --> 00:19:39.440]  好好地上下文的去研讀
[00:19:39.440 --> 00:19:43.440]  這樣去得到神向你的內心的教導
[00:19:43.440 --> 00:19:44.440]  這些才是最直接的
[00:19:44.440 --> 00:19:45.440]  譬如佩靈會
[00:19:45.440 --> 00:19:47.440]  國民前牧師
[00:19:47.440 --> 00:19:50.440]  或者另外兩位的牧者等等
[00:19:50.440 --> 00:19:54.440]  你應該透過這些正常神跟你說話的途徑
[00:19:54.440 --> 00:19:56.440]  經過你自己的思考
[00:19:56.440 --> 00:19:59.440]  你自己的判斷揣摩
[00:19:59.440 --> 00:20:01.440]  這樣神是用
[00:20:01.440 --> 00:20:04.440]  一路以來人類的思維
[00:20:04.440 --> 00:20:05.440]  或者你讀了一些文章
[00:20:05.440 --> 00:20:06.440]  很感動你
