
[00:00:00.000 --> 00:00:06.720]  港仔姐妹好,有次恢復敬拜的時候能夠去到更樓跟大家一起敬拜,很感恩
[00:07:18.200 --> 00:07:20.200]  我們未必改名
[00:07:20.200 --> 00:07:23.800]  可能是這樣的情況我不清楚
[00:07:23.800 --> 00:07:26.800]  總之似乎他的家庭
[00:07:26.800 --> 00:07:28.800]  後來這兩個兒子又早死
[00:07:28.800 --> 00:07:32.400]  會不會是家庭的困難呢
[00:07:32.400 --> 00:07:36.520]  而路德的其中一個主角就是拿奧米
[00:07:36.520 --> 00:07:39.720]  拿米在第一章已經說年紀老了
[00:07:39.720 --> 00:07:41.920]  或者他又不是老到非常老
[00:07:41.920 --> 00:07:43.720]  他後面說
[00:07:43.720 --> 00:07:47.120]  就算我有老公新的老公再婚
[00:07:47.120 --> 00:07:49.120]  又算我再生兒子
[00:07:49.120 --> 00:07:50.320]  生到兒子長大了
[00:07:50.320 --> 00:07:53.720]  有段時間都未到可以和你結婚
[00:07:53.720 --> 00:07:55.920]  似乎可能老到某階段
[00:07:55.920 --> 00:07:58.720]  又未必老到很差
[00:07:58.720 --> 00:08:00.920]  因為古代的老和我們不同
[00:08:00.920 --> 00:08:03.920]  你記得以前古代十五六歲就結婚
[00:08:03.920 --> 00:08:06.720]  所以四十歲可以叫有孫
[00:08:06.720 --> 00:08:09.320]  所以五十歲覺得很老
[00:08:09.320 --> 00:08:11.320]  現在我們香港四十幾歲
[00:08:11.320 --> 00:08:13.320]  青年都可以
[00:08:13.320 --> 00:08:16.320]  這些處境都很老
[00:08:16.320 --> 00:08:19.320]  無論如何西方說到這個拿奧米
[00:08:19.320 --> 00:08:22.320]  通常是一個很殘的樣子去形容他
[00:08:22.320 --> 00:08:25.320]  因為他經歷很多災難
[00:08:25.320 --> 00:08:27.320]  這十年離鄉別井
[00:08:27.320 --> 00:08:29.320]  然後老公死了
[00:08:29.320 --> 00:08:31.320]  兩個兒子死了
[00:08:31.320 --> 00:08:34.320]  人生裏面很多這些逆風的時代
[00:08:34.320 --> 00:08:39.320]  最近德州的槍殺
[00:08:39.320 --> 00:08:41.320]  不知道是否昨天前
[00:08:41.320 --> 00:08:43.320]  有個新聞很多人看完都會暗傷
[00:08:43.320 --> 00:08:46.320]  就好像有個老婆死了之後
[00:08:46.320 --> 00:08:48.320]  老公第二天都死了
[00:08:48.320 --> 00:08:50.320]  心靈的那種痛
[00:08:50.320 --> 00:08:52.320]  或者相關
[00:08:52.320 --> 00:08:54.320]  都是很慘的
[00:08:54.320 --> 00:08:57.320]  寫記載他的一個故事很重要
[00:08:57.320 --> 00:08:59.320]  就是第二章
[00:08:59.320 --> 00:09:01.320]  應該是二十到二十一節
[00:09:01.320 --> 00:09:03.320]  中間紅色字是怎樣的
[00:09:03.320 --> 00:09:07.320]  我滿滿地出去
[00:09:07.320 --> 00:09:10.320]  爺說死我空空地回
[00:09:10.320 --> 00:09:14.320]  這句說話都隱藏了他當年十年前出去
[00:09:14.320 --> 00:09:16.320]  似乎都是富貴的
[00:09:16.320 --> 00:09:20.320]  所以人們回鄉下都認不出他
[00:09:20.320 --> 00:09:22.320]  這個就是拿奧米
[00:09:22.320 --> 00:09:24.320]  以前可能買一些
[00:09:24.320 --> 00:09:26.320]  當香港的什麼
[00:09:26.320 --> 00:09:28.320]  什麼Gucci什麼
[00:09:28.320 --> 00:09:30.320]  很靚啊
[00:09:30.320 --> 00:09:32.320]  又香水啊
[00:09:32.320 --> 00:09:34.320]  髮型又很靚
[00:09:34.320 --> 00:09:37.320]  皮膚又什麼SKII
[00:09:37.320 --> 00:09:39.320]  有點差可能更靚
[00:09:39.320 --> 00:09:41.320]  漂白啊很靚
[00:09:41.320 --> 00:09:43.320]  但現在都老了
[00:09:43.320 --> 00:09:44.320]  又窮了
[00:09:44.320 --> 00:09:46.320]  生個冷冷地
[00:09:46.320 --> 00:09:48.320]  那種感覺是
[00:09:48.320 --> 00:09:50.320]  沒有想過這個曾經
[00:09:50.320 --> 00:09:52.320]  我們這裡算是富貴的拿奧米
[00:09:52.320 --> 00:09:56.320]  去到現在又老又殘又窮又諸如此類
[00:09:56.320 --> 00:09:58.320]  所以
[00:09:59.320 --> 00:10:03.320]  其實有些人在人生遭遇裏面
[00:10:03.320 --> 00:10:07.320]  有些突然來的災難是挺猛烈的
[00:10:07.320 --> 00:10:12.320]  大家聽過一個無手無腳的報道人物叫力克廷
[00:10:12.320 --> 00:10:14.320]  他講自己出生
[00:10:14.320 --> 00:10:16.320]  他也是移民來的
[00:10:16.320 --> 00:10:19.320]  他是南斯拉夫移民去澳洲的群體
[00:10:19.320 --> 00:10:21.320]  去到澳洲出生的時候就遇到這件事
[00:10:21.320 --> 00:10:23.320]  可能爸爸媽媽不是移民很久
[00:10:23.320 --> 00:10:25.320]  你記得再過二三十年
[00:10:25.320 --> 00:10:28.320]  有南斯拉夫打仗
[00:10:28.320 --> 00:10:29.320]  你記得嗎
[00:10:29.320 --> 00:10:31.320]  科索夫
[00:10:31.320 --> 00:10:35.320]  科索夫那些打仗
[00:10:35.320 --> 00:10:37.320]  或者那一代詳細不清楚
[00:10:37.320 --> 00:10:39.320]  生他的時候突然間
[00:10:39.320 --> 00:10:41.320]  他就沒有手沒腳
[00:10:41.320 --> 00:10:43.320]  他又教人
[00:10:43.320 --> 00:10:45.320]  據說他爸爸也是傳道人
[00:10:45.320 --> 00:10:47.320]  所以他媽媽護士
[00:10:47.320 --> 00:10:48.320]  很大震盪
[00:10:48.320 --> 00:10:50.320]  最妙的就是
[00:10:50.320 --> 00:10:52.320]  藍色字那段
[00:10:52.320 --> 00:10:53.320]  一起讀藍色字
[00:10:53.320 --> 00:10:56.320]  父親認為我活不久了
[00:10:56.320 --> 00:11:00.320]  但許多檢測證明我健康
[00:11:00.320 --> 00:11:01.320]  什麼意思呢
[00:11:01.320 --> 00:11:03.320]  父親其實接納不到這件事
[00:11:03.320 --> 00:11:07.320]  一廂情願就是這個兒子會夭折
[00:11:07.320 --> 00:11:10.320]  夭折我就不用跟這麼煩
[00:11:10.320 --> 00:11:13.320]  不是父親是一個很壞的人
[00:11:13.320 --> 00:11:15.320]  而是突然間這麼大震盪
[00:11:15.320 --> 00:11:19.320]  他心願的兒子可能就會很快被接走
[00:11:19.320 --> 00:11:20.320]  你明白嗎
[00:11:20.320 --> 00:11:21.320]  傷心了一段時間
[00:11:21.320 --> 00:11:23.320]  誰知道兒子一直沒有被接走
[00:11:23.320 --> 00:11:25.320]  健康成長
[00:11:25.320 --> 00:11:26.320]  你明白嗎
[00:11:26.320 --> 00:11:29.320]  有些人經歷逆風是很妙的
[00:11:29.320 --> 00:11:30.320]  很難的
[00:11:30.320 --> 00:11:33.320]  他媽媽當護士告訴他
[00:11:33.320 --> 00:11:35.320]  生出兒子是沒有手沒腳
[00:11:35.320 --> 00:11:38.320]  在西風的懷孕
[00:11:38.320 --> 00:11:39.320]  即生子的習慣
[00:11:39.320 --> 00:11:43.320]  就會將嬰兒抱到媽媽身上
[00:11:43.320 --> 00:11:44.320]  讓他擦一擦
[00:11:44.320 --> 00:11:47.320]  到護士將嬰兒擦一擦
[00:11:47.320 --> 00:11:48.320]  他說不要見我
[00:11:48.320 --> 00:11:49.320]  我不想碰他
[00:11:49.320 --> 00:11:52.320]  最後他媽媽也疼兒子
[00:11:52.320 --> 00:11:54.320]  但經過一個漫長的時間
[00:11:54.320 --> 00:11:56.320]  他自己見證說
[00:11:56.320 --> 00:11:59.320]  父母經歷很長的沮喪
[00:11:59.320 --> 00:12:04.320]  出生四個月後才接回家
[00:12:04.320 --> 00:12:07.320]  我們有時驚濤也是
[00:12:07.320 --> 00:12:10.320]  不一定我們的遭遇很順利
[00:12:10.320 --> 00:12:12.320]  這個世界這麼多動盪
[00:12:12.320 --> 00:12:15.320]  或者這個百里行的家庭
[00:12:15.320 --> 00:12:16.320]  你當是敬虔
[00:12:16.320 --> 00:12:18.320]  還是沒有這麼敬虔
[00:12:18.320 --> 00:12:20.320]  我們也不太清晰
[00:12:20.320 --> 00:12:24.320]  總之他們遭遇一個艱難的厄運
[00:12:24.320 --> 00:12:26.320]  有時驚濤也是這樣的
[00:12:26.320 --> 00:12:30.320]  後來神恩典讓這個兒子成長
[00:12:30.320 --> 00:12:32.320]  後來師奉神
[00:12:32.320 --> 00:12:36.320]  他爸爸在兒子成長後
[00:12:36.320 --> 00:12:39.320]  後來寫了一本書
[00:12:39.320 --> 00:12:44.320]  《接納生命中的不完美》
[00:12:44.320 --> 00:12:46.320]  我想最初是沒有接納的
[00:12:46.320 --> 00:12:48.320]  慢慢一步步神的帶領下
[00:12:48.320 --> 00:12:50.320]  原來這樣的不完美
[00:12:50.320 --> 00:12:53.320]  兒子也可以發展
[00:12:53.320 --> 00:12:57.320]  中間幾幅圖是他抱自己的小孩
[00:12:57.320 --> 00:13:02.320]  你可想像他的經歷一點也不容易
[00:13:02.320 --> 00:13:06.320]  我很喜歡看很多人物的傳記
[00:13:06.320 --> 00:13:09.320]  日本一位被稱為斬眼詩人
[00:13:09.320 --> 00:13:13.320]  叫做水野源三
[00:13:13.320 --> 00:13:16.320]  這個人幾十年前去少年的時候
[00:13:16.320 --> 00:13:20.320]  突然患了腦癱瘓症
[00:13:20.320 --> 00:13:23.320]  腦部不適
[00:13:23.320 --> 00:13:26.320]  整個身體就像機械人
[00:13:26.320 --> 00:13:28.320]  沒有電腦就不動了
[00:13:28.320 --> 00:13:30.320]  整個身體只有頸部在動
[00:13:30.320 --> 00:13:33.320]  還有嘴巴可以吃東西
[00:13:33.320 --> 00:13:34.320]  說不出話
[00:13:34.320 --> 00:13:36.320]  眼睛就是斬眼
[00:13:36.320 --> 00:13:38.320]  後來他媽媽想到辦法
[00:13:38.320 --> 00:13:41.320]  就入了一個叫做Kakigu的課程
[00:13:41.320 --> 00:13:43.320]  你是不是想說什麼
[00:13:43.320 --> 00:13:44.320]  說Ka
[00:13:44.320 --> 00:13:45.320]  第二個字是什麼
[00:13:45.320 --> 00:13:46.320]  什麼什麼
[00:13:46.320 --> 00:13:48.320]  Sasashisusa
[00:13:48.320 --> 00:13:49.320]  Kasa
[00:13:49.320 --> 00:13:50.320]  拼上去就拼出了字
[00:13:50.320 --> 00:13:52.320]  後來他竟然信了耶穌
[00:13:52.320 --> 00:13:54.320]  拼下拼下拼出詩歌
[00:13:54.320 --> 00:13:57.320]  叫斬眼詩人
[00:13:57.320 --> 00:14:02.320]  當時他能夠在悲劇裡面轉彎
[00:14:02.320 --> 00:14:06.320]  就因為當時有一個打完第二次世界大戰
[00:14:06.320 --> 00:14:08.320]  傷了一隻腳的男人
[00:14:08.320 --> 00:14:09.320]  是一個牧師
[00:14:09.320 --> 00:14:11.320]  回到鄉下
[00:14:11.320 --> 00:14:13.320]  見到鄰居有一個這麼困難的家庭
[00:14:13.320 --> 00:14:15.320]  整個家哭哭啼啼
[00:14:15.320 --> 00:14:17.320]  就去傳福音給他
[00:14:17.320 --> 00:14:20.320]  後來改變了這個家庭的故事
[00:14:20.320 --> 00:14:23.320]  到這個牧師再過多28年死了之後
[00:14:23.320 --> 00:14:25.320]  牧師死了之後
[00:14:25.320 --> 00:14:26.320]  他懷念牧師
[00:14:26.320 --> 00:14:28.320]  就創作了這首詩歌
[00:14:28.320 --> 00:14:29.320]  這個詩歌我們試試看
[00:14:29.320 --> 00:14:31.320]  讀中間的紅色字
[00:14:31.320 --> 00:14:33.320]  和下面的藍色字
[00:14:33.320 --> 00:14:34.320]  一起讀吧
[00:14:34.320 --> 00:14:38.320]  這28年來為了我一人
[00:14:38.320 --> 00:14:42.320]  不斷向父神祈禱的老牧師
[00:14:42.320 --> 00:14:46.320]  眼睛相隔不自由的牧師
[00:14:46.320 --> 00:14:49.320]  謝謝牧師 謝謝牧師
[00:14:49.320 --> 00:14:52.320]  牧師再見 牧師再見
[00:14:52.320 --> 00:14:55.320]  我們將在天國再見
[00:14:55.320 --> 00:14:58.320]  我敬愛的牧師
[00:14:58.320 --> 00:15:00.320]  從這個詩詞的感覺
[00:15:00.320 --> 00:15:03.320]  你覺得他懷不懷念這位牧師
[00:15:03.320 --> 00:15:06.320]  在他家和他自己
[00:15:06.320 --> 00:15:08.320]  在一個很艱難的環境裏
[00:15:08.320 --> 00:15:10.320]  牧師沒有放棄他們
[00:15:10.320 --> 00:15:12.320]  長期關心他們
[00:15:12.320 --> 00:15:14.320]  神的恩典讓他一個
[00:15:14.320 --> 00:15:16.320]  人體差不多放棄的生命
[00:15:16.320 --> 00:15:20.320]  竟然又可以成為別人的祝福
[00:15:20.320 --> 00:15:24.320]  所以這些故事都提醒一件事
[00:15:24.320 --> 00:15:28.320]  如果世界讓我們遇到主耶穌
[00:15:28.320 --> 00:15:30.320]  遇到一個好男人或好女人
[00:15:30.320 --> 00:15:32.320]  不過今天的題目是說好男人
[00:15:32.320 --> 00:15:37.320]  可能將這個恩典扭轉了處境
[00:15:37.320 --> 00:15:39.320]  在《路德記》大家熟悉的很特別
[00:15:39.320 --> 00:15:41.320]  就是第一章說到他那麼悲慘
[00:15:41.320 --> 00:15:43.320]  路德拿米說到他很慘
[00:15:43.320 --> 00:15:47.320]  空空回來神降和給我一些很悲傷的說話
[00:15:47.320 --> 00:15:49.320]  心靈悲傷 很黑暗
[00:15:49.320 --> 00:15:50.320]  第二章很特別
[00:15:50.320 --> 00:15:53.320]  不是先介紹路德去收拾東西
[00:15:53.320 --> 00:15:54.320]  第二章介紹的時候
[00:15:54.320 --> 00:15:55.320]  第一個節
[00:15:55.320 --> 00:15:56.320]  我試試看第一節
[00:15:56.320 --> 00:15:58.320]  二章第一節在圖畫上
[00:15:58.320 --> 00:16:03.320]  拿訛米的丈夫 伊利米勒的親族中
[00:16:03.320 --> 00:16:08.320]  有一個人叫波亞斯 是個大財主
[00:16:08.320 --> 00:16:11.320]  意思是好像還沒說故事
[00:16:11.320 --> 00:16:12.320]  才出現了一個男人
[00:16:12.320 --> 00:16:15.320]  出現了好男人
[00:16:15.320 --> 00:16:16.320]  又相遇
[00:16:16.320 --> 00:16:19.320]  很多故事就改變了
[00:16:19.320 --> 00:16:20.320]  其實這一節
[00:16:20.320 --> 00:16:24.320]  我喜歡將大財主翻譯成另一個說法
[00:16:24.320 --> 00:16:26.320]  間中有個藍色字在
[00:16:26.320 --> 00:16:29.320]  大能的勇士的男人
[00:16:29.320 --> 00:16:32.320]  即是大有能力的男人
[00:16:32.320 --> 00:16:35.320]  這個字希伯來文的讀音
[00:16:35.320 --> 00:16:38.320]  如果大家試試高興一點
[00:16:38.320 --> 00:16:40.320]  (希伯來文)
[00:16:40.320 --> 00:16:42.320]  試試讀一下 很容易讀
[00:16:42.320 --> 00:16:45.320]  (希伯來文)
[00:16:45.320 --> 00:16:48.320]  (希伯來文)這個字就是男人
[00:16:48.320 --> 00:16:52.320]  (希伯來文)這個字就是大能的勇士
[00:16:52.320 --> 00:16:54.320]  如果你熟悉《撒慕爾記》
[00:16:54.320 --> 00:16:57.320]  經常說大衛有很多戰士
[00:16:57.320 --> 00:16:59.320]  叫大能的勇士
[00:16:59.320 --> 00:17:01.320]  所以我覺得更直接的翻譯
[00:17:01.320 --> 00:17:06.320]  就是充滿能力的男人
[00:17:06.320 --> 00:17:08.320]  充滿能力有很多學問
[00:17:08.320 --> 00:17:10.320]  一個聰明 一個有錢都是充滿能力
[00:17:10.320 --> 00:17:12.320]  但聰明和有錢
[00:17:12.320 --> 00:17:14.320]  如果沒有愛心
[00:17:14.320 --> 00:17:17.320]  就可以害死這些男人
[00:17:17.320 --> 00:17:21.320]  所以應該說有敬虔 有愛心 有能力
[00:17:21.320 --> 00:17:22.320]  才是好男人
[00:17:22.320 --> 00:17:25.320]  充滿能力 又聰明
[00:17:25.320 --> 00:17:27.320]  可以搶走你家財的男人
[00:17:27.320 --> 00:17:28.320]  你明白嗎
[00:17:28.320 --> 00:17:30.320]  所以這個大能的勇士
[00:17:30.320 --> 00:17:33.320]  所以我覺得翻譯波亞斯
[00:17:33.320 --> 00:17:36.320]  翻譯成大有能力的好男人
[00:17:36.320 --> 00:17:41.320]  這樣就更有配合整本聖經的翻譯和味道
[00:17:41.320 --> 00:17:44.320]  聖經不是強調他有錢
[00:17:44.320 --> 00:17:48.320]  而是他很有力量去幫助人
[00:17:48.320 --> 00:17:51.320]  所以剛好聖經就跟著說
[00:17:51.320 --> 00:17:55.320]  剛好路德去到波亞斯的田
[00:17:55.320 --> 00:17:59.320]  碰到這個有能力的好男人
[00:17:59.320 --> 00:18:02.320]  或是信敬虔的好男人
[00:18:02.320 --> 00:18:05.320]  這裡再留意到聖經裡
[00:18:05.320 --> 00:18:08.320]  講到人生的艱難
[00:18:08.320 --> 00:18:10.320]  路德記很濃縮
[00:18:10.320 --> 00:18:13.320]  但很多詞語是講人生的各種艱難
[00:18:13.320 --> 00:18:16.320]  我們試試看下面那段路德記
[00:18:16.320 --> 00:18:18.320]  一章一節整節
[00:18:18.320 --> 00:18:21.320]  當舍施秉政的時候
[00:18:21.320 --> 00:18:24.320]  各宗遭遇饑荒
[00:18:24.320 --> 00:18:26.320]  在猶大百里行
[00:18:26.320 --> 00:18:33.320]  有一個人帶著妻子和兩個兒子往摩亞地去寄居
[00:18:33.320 --> 00:18:36.320]  一個是舍施秉政管理的時代
[00:18:36.320 --> 00:18:38.320]  這個時代是很難的
[00:18:38.320 --> 00:18:41.320]  路德記最前的最後一節
[00:18:41.320 --> 00:18:47.320]  那時以示忠惠有王國人任意離行
[00:18:47.320 --> 00:18:51.320]  舉例有一個人說我在大陸文革的時候讀書
[00:18:51.320 --> 00:18:55.320]  你猜他讀到書還是讀不到書?讀不到書
[00:18:55.320 --> 00:19:00.320]  舉例他說我少年的時候是希特拉佔領荷蘭的時候
[00:19:00.320 --> 00:19:01.320]  佔領法國的時候
[00:19:01.320 --> 00:19:03.320]  這樣更加難
[00:19:03.320 --> 00:19:06.320]  世界都有失業的時候
[00:19:06.320 --> 00:19:08.320]  某些時候經濟是失業的
[00:19:08.320 --> 00:19:11.320]  最近看韓劇
[00:19:11.320 --> 00:19:14.320]  有一套戲叫2125
[00:19:14.320 --> 00:19:20.320]  講一下他們那一代剛好在韓國金融海嘯的時候
[00:19:20.320 --> 00:19:23.320]  突然間就沒有工作
[00:19:23.320 --> 00:19:26.320]  如果你那一代出身
[00:19:26.320 --> 00:19:28.320]  幾年找不到工作
[00:19:28.320 --> 00:19:30.320]  或者你讀的專業大學荒廢
[00:19:30.320 --> 00:19:33.320]  所以有這些情況
[00:19:33.320 --> 00:19:34.320]  很艱難
[00:19:34.320 --> 00:19:35.320]  有饑荒
[00:19:35.320 --> 00:19:37.320]  移民
