
[00:00:00.000 --> 00:00:03.400]  你們要用堅固的信心抵擋它
[00:04:47.700 --> 00:04:49.500]  這個正正是今天
[00:04:49.500 --> 00:04:52.000]  我很想分享的
[00:04:52.000 --> 00:04:55.300]  如果在一個充滿困難的人生裡
[00:04:55.300 --> 00:04:59.500]  想唱出生命的海歌
[00:04:59.500 --> 00:05:02.900]  絕對不是說幾句就行
[00:05:02.900 --> 00:05:04.900]  其實是很大的挑戰
[00:05:04.900 --> 00:05:09.300]  我們回顧彼得前書五章這裡
[00:05:09.300 --> 00:05:12.500]  來到彼得前書最後的這個位置
[00:05:12.500 --> 00:05:17.100]  其實彼得很想鼓勵一群信徒
[00:05:17.100 --> 00:05:22.700]  這群信徒比較大機會是稍微基層一點的
[00:05:22.700 --> 00:05:26.400]  不是那些最富有最有權勢的那一類
[00:05:26.400 --> 00:05:28.100]  是稍微基層一點的
[00:05:28.100 --> 00:05:31.700]  當時他們身處的社會環境
[00:05:31.700 --> 00:05:34.800]  是對基督徒充滿了敵意
[00:05:34.800 --> 00:05:38.400]  所以那個環境是對基督徒不利的
[00:05:38.400 --> 00:05:40.700]  信徒在社會當中
[00:05:40.700 --> 00:05:45.400]  經常面對各種不同的逼迫
[00:05:45.400 --> 00:05:47.600]  很困難
[00:05:47.600 --> 00:05:49.700]  甚至乎很害怕
[00:05:49.700 --> 00:05:51.900]  很困擾
[00:05:51.900 --> 00:05:53.700]  在這樣的情況下
[00:05:53.700 --> 00:05:57.700]  這群信徒有沒有出路呢
[00:05:57.700 --> 00:05:59.600]  今天我和你處身的環境
[00:05:59.600 --> 00:06:04.500]  並不是一個常常逼迫基督徒的環境
[00:06:04.500 --> 00:06:07.300]  我們這裡很自由很平安
[00:06:07.300 --> 00:06:09.000]  但是我們生命裡
[00:06:09.000 --> 00:06:11.400]  絕對有很多的困難
[00:06:11.400 --> 00:06:14.000]  一樣壓迫著我們
[00:06:14.000 --> 00:06:17.800]  我們有沒有出路呢
[00:06:17.800 --> 00:06:21.400]  如果要唱出生命的海歌
[00:06:21.400 --> 00:06:22.400]  第一件事
[00:06:22.400 --> 00:06:24.800]  有四件事信徒要做的
[00:06:24.800 --> 00:06:26.200]  有四件事信徒要做
[00:06:26.200 --> 00:06:28.200]  第一件事是甚麼呢
[00:06:28.200 --> 00:06:30.000]  正如經文所說的
[00:06:30.000 --> 00:06:33.700]  就是要向上帝傳一個很謙卑的心
[00:06:33.700 --> 00:06:36.800]  伏在上帝大能的手下
[00:06:36.800 --> 00:06:39.400]  這是第一點
[00:06:39.400 --> 00:06:42.000]  向上帝傳一個謙卑的心
[00:06:42.000 --> 00:06:46.900]  這個過程是毫無保留的
[00:06:46.900 --> 00:06:50.100]  我們不只是向人謙卑
[00:06:50.100 --> 00:06:52.200]  我們是向上帝謙卑
[00:06:52.200 --> 00:06:54.900]  而且是徹底百分之一百的
[00:06:54.900 --> 00:06:58.600]  伏在上帝的手下
[00:06:58.600 --> 00:07:01.900]  這個意思是甚麼呢
[00:07:01.900 --> 00:07:04.100]  甚至認定
[00:07:04.100 --> 00:07:06.600]  如果我們現在受的苦
[00:07:06.600 --> 00:07:09.000]  如果我們現在遇到的困難
[00:07:09.000 --> 00:07:11.700]  是出自上帝
[00:07:11.700 --> 00:07:15.800]  那我也要信服
[00:07:15.800 --> 00:07:18.200]  上帝不只是每一天
[00:07:18.200 --> 00:07:21.800]  給我們源源不絕的福氣
[00:07:21.800 --> 00:07:23.700]  上帝也給我們考驗
[00:07:23.700 --> 00:07:25.600]  給我們困難的
[00:07:25.600 --> 00:07:27.100]  在那些很艱難的
[00:07:27.100 --> 00:07:29.300]  給我們困難考驗的日子
[00:07:29.300 --> 00:07:32.300]  我也要完全伏在祂的手下
[00:07:32.300 --> 00:07:34.400]  我接受
[00:07:34.400 --> 00:07:36.000]  我也會面對這個考驗
[00:07:36.000 --> 00:07:38.400]  這個艱難
[00:07:38.400 --> 00:07:40.800]  在這裡說到
[00:07:40.800 --> 00:07:45.000]  第六節說
[00:07:45.000 --> 00:07:48.800]  所以你們要謙卑伏在上帝大能的手下
[00:07:48.800 --> 00:07:51.300]  甚麼是伏在上帝之下呢
[00:07:51.300 --> 00:07:54.500]  就是伏在祂大能的手下
[00:07:54.500 --> 00:07:56.400]  這裡提到
[00:07:56.400 --> 00:08:00.200]  很多時候是說上帝的作為
[00:08:00.200 --> 00:08:03.000]  上帝的作為有不同層面
[00:08:03.000 --> 00:08:04.800]  例如
[00:08:04.800 --> 00:08:07.000]  在科幻書看得比較多
[00:08:07.000 --> 00:08:10.500]  就是耶穌基督行神蹟騎士
[00:08:10.500 --> 00:08:11.600]  舊約也是
[00:08:11.600 --> 00:08:13.500]  看到神很有大能
[00:08:13.500 --> 00:08:14.600]  行很多神蹟騎士
[00:08:14.600 --> 00:08:16.400]  這些是神的作為
[00:08:16.400 --> 00:08:18.500]  神的手就令人想起
[00:08:18.500 --> 00:08:21.000]  神有能力行神蹟騎士
[00:08:21.000 --> 00:08:24.300]  神的手同樣令人想起
[00:08:24.300 --> 00:08:26.100]  審判
[00:08:26.100 --> 00:08:28.200]  神會審判
[00:08:28.200 --> 00:08:29.000]  在舊約
[00:08:29.000 --> 00:08:29.900]  在新約
[00:08:29.900 --> 00:08:31.800]  將來耶穌基督再回來
[00:08:31.800 --> 00:08:33.000]  神會審判
[00:08:33.000 --> 00:08:36.600]  這也是在說神的手
[00:08:36.600 --> 00:08:38.200]  還有
[00:08:38.200 --> 00:08:40.900]  耶穌基督的犧牲
[00:08:40.900 --> 00:08:42.900]  神的手也令我們想起
[00:08:42.900 --> 00:08:44.200]  耶穌基督的犧牲
[00:08:44.200 --> 00:08:46.900]  因為這同樣是神的作為
[00:08:46.900 --> 00:08:49.300]  神的作為是非常豐富
[00:08:49.300 --> 00:08:52.700]  這裡說的是大能的手
[00:08:52.700 --> 00:08:54.800]  大能的作為是在說甚麼
[00:08:54.800 --> 00:08:56.800]  神是無所不能
[00:08:56.800 --> 00:08:59.900]  甚麼事都可以做
[00:08:59.900 --> 00:09:02.600]  今天我和你
[00:09:02.600 --> 00:09:06.000]  不是這樣伏在某個人之下
[00:09:06.000 --> 00:09:08.900]  我和你要伏在上帝之下
[00:09:08.900 --> 00:09:12.500]  還是要他無所不能的作為之下
[00:09:12.500 --> 00:09:14.500]  那個無所不能的作為之下
[00:09:14.500 --> 00:09:15.800]  不單是說
[00:09:15.800 --> 00:09:18.100]  他會給很多很多的福氣
[00:09:18.100 --> 00:09:20.200]  有很多很順利的光景
[00:09:20.200 --> 00:09:21.500]  同樣神的安排
[00:09:21.500 --> 00:09:25.100]  也可以安排很多不順利的光景
[00:09:25.100 --> 00:09:27.800]  很多困難與苦難
[00:09:27.800 --> 00:09:29.500]  我們在這樣的情況之下
[00:09:29.500 --> 00:09:32.700]  都要伏在他的手下
[00:09:32.700 --> 00:09:34.300]  伏在那裡做甚麼
[00:09:34.300 --> 00:09:37.500]  相信他會工作
[00:09:37.500 --> 00:09:41.100]  原來在困難的處境裏
[00:09:41.100 --> 00:09:43.400]  我們首先要調教
[00:09:43.400 --> 00:09:45.300]  我們自己整個心態
[00:09:45.300 --> 00:09:46.700]  整個心境
[00:09:46.700 --> 00:09:49.600]  是要這樣去想的
[00:09:49.600 --> 00:09:51.500]  我認識一位姐妹
[00:09:51.500 --> 00:09:54.100]  那位姐妹有一定的年紀
[00:09:54.100 --> 00:09:56.600]  但我非常尊重她
[00:09:56.600 --> 00:09:58.500]  她曾經經歷過
[00:09:58.500 --> 00:10:01.100]  文化大革命的時間
[00:10:01.100 --> 00:10:03.300]  我提到這個時期
[00:10:03.300 --> 00:10:04.700]  可能在座當中
[00:10:04.700 --> 00:10:05.800]  如果你經歷過
[00:10:05.800 --> 00:10:07.300]  就證明我們都是
[00:10:07.300 --> 00:10:08.600]  應該和這位姐妹
[00:10:08.600 --> 00:10:11.000]  差不多的時期
[00:10:11.000 --> 00:10:13.200]  在文化大革命的時間
[00:10:13.200 --> 00:10:16.200]  基督徒是面對很大的迫不及待
[00:10:16.200 --> 00:10:18.500]  這個姐妹小時候
[00:10:18.500 --> 00:10:20.600]  已經信耶穌
[00:10:20.600 --> 00:10:23.100]  家裏也是信耶穌的
[00:10:23.100 --> 00:10:24.900]  因為信耶穌的緣故
[00:10:24.900 --> 00:10:27.700]  所以在文化大革命的期間
[00:10:27.700 --> 00:10:30.800]  她面對很大的迫不
[00:10:30.800 --> 00:10:32.000]  有人在她背後
[00:10:32.000 --> 00:10:35.400]  寫了幾十張大字報
[00:10:35.400 --> 00:10:37.700]  如果是新一代
[00:10:37.700 --> 00:10:38.600]  可能未必知道
[00:10:38.600 --> 00:10:41.200]  寫幾十張大字報又如何呢
[00:10:41.200 --> 00:10:43.400]  純粹是一些文字
[00:10:43.400 --> 00:10:45.400]  丟出來的意思
[00:10:45.400 --> 00:10:47.300]  不是的
[00:10:47.300 --> 00:10:50.100]  寫完大字報
[00:10:50.100 --> 00:10:52.400]  經常批評某個人之後
[00:10:52.400 --> 00:10:53.500]  下一步
[00:10:53.500 --> 00:10:57.700]  群眾就可以拉那個人去遊街
[00:10:57.700 --> 00:11:01.300]  遊街在烈日當空之下
[00:11:01.300 --> 00:11:03.300]  是非常辛苦
[00:11:03.300 --> 00:11:05.600]  甚至去到最後的地步
[00:11:05.600 --> 00:11:09.200]  是會有機會令到那個人死亡的
[00:11:09.200 --> 00:11:10.600]  但不是今天我們所說的
[00:11:10.600 --> 00:11:13.000]  普通的逛街
[00:11:13.000 --> 00:11:15.400]  遊街是危險的
[00:11:15.400 --> 00:11:19.600]  當時那個姐妹只知道
[00:11:19.600 --> 00:11:23.300]  有人寫了她幾十張大字報
[00:11:23.300 --> 00:11:25.800]  不知道下一步會如何
[00:11:25.800 --> 00:11:30.900]  其實她的處境是非常非常危險
[00:11:30.900 --> 00:11:32.700]  非常危險
[00:11:32.700 --> 00:11:36.100]  她之後有機會被人抓去遊街
[00:11:36.100 --> 00:11:38.800]  面對死亡
[00:11:38.800 --> 00:11:42.700]  這個整個處境
[00:11:42.700 --> 00:11:44.100]  對這個姐妹來說
[00:11:44.100 --> 00:11:45.200]  這一刻
[00:11:45.200 --> 00:11:47.800]  是非常黑暗
[00:11:47.800 --> 00:11:49.100]  我相信如果讓我
[00:11:49.100 --> 00:11:51.400]  或讓不同的人站在那個處境
[00:11:51.400 --> 00:11:53.000]  都會覺得
[00:11:53.000 --> 00:11:55.200]  我相信耶穌
[00:11:55.200 --> 00:11:57.600]  應該耶穌在任何時候
[00:11:57.600 --> 00:12:00.500]  都不會讓我遇到這些事情
[00:12:00.500 --> 00:12:02.400]  不會讓我經歷
[00:12:02.400 --> 00:12:04.600]  被人在背後中傷
[00:12:04.600 --> 00:12:07.100]  也不會遇到這樣的危險
[00:12:07.100 --> 00:12:11.100]  從頭到尾都是很順利的
[00:12:11.100 --> 00:12:13.100]  這就是基督徒的人生
[00:12:13.100 --> 00:12:15.000]  怎會這樣呢
[00:12:15.000 --> 00:12:16.200]  但是我很想說
[00:12:16.200 --> 00:12:18.400]  我很欣賞這個姐妹
[00:12:18.400 --> 00:12:22.300]  那種伏在神的大能之下
[00:12:22.300 --> 00:12:25.300]  她沒有埋怨
[00:12:25.300 --> 00:12:26.100]  我是一個基督徒
[00:12:26.100 --> 00:12:27.900]  為何我會遇到這些事情
[00:12:27.900 --> 00:12:30.300]  或者甚至我有危險
[00:12:30.300 --> 00:12:32.300]  她沒有埋怨
[00:12:32.300 --> 00:12:34.800]  她也沒有問上帝為甚麼
[00:12:34.800 --> 00:12:38.400]  竟然讓這些事情發生
[00:12:38.400 --> 00:12:40.900]  甚至有些人在這樣的處境就會想
[00:12:40.900 --> 00:12:43.900]  不如我當自己放棄了信仰
[00:12:43.900 --> 00:12:45.900]  告訴別人我不相信耶穌就行了
[00:12:45.900 --> 00:12:50.400]  就不用經歷這些困難
[00:12:50.400 --> 00:12:52.600]  但這個姐妹完全沒有這樣做
[00:12:52.600 --> 00:12:54.800]  她伏在神的大能之下
[00:12:54.800 --> 00:12:58.500]  她信服
[00:12:58.500 --> 00:13:00.400]  甚至認定
[00:13:00.400 --> 00:13:04.000]  就算這個困難出自上帝
[00:13:04.000 --> 00:13:06.500]  這個考驗出自上帝
[00:13:06.500 --> 00:13:08.500]  她都聽上帝的
[00:13:08.500 --> 00:13:10.100]  她沒有做任何事情
[00:13:10.100 --> 00:13:12.500]  她沒有去抗爭
[00:13:12.500 --> 00:13:16.300]  結果是非常神奇的
[00:13:16.300 --> 00:13:19.100]  之後的經歷是很特別的
[00:13:19.100 --> 00:13:20.900]  經文繼續這樣說
[00:13:20.900 --> 00:13:24.800]  它說你要伏在神的大能之下
[00:13:24.800 --> 00:13:26.100]  為甚麼?
[00:13:26.100 --> 00:13:27.100]  經文這樣說
[00:13:27.100 --> 00:13:32.000]  它說因為到了適當的時候
[00:13:32.000 --> 00:13:34.900]  他必使你們升高
[00:13:34.900 --> 00:13:35.900]  到了適當的時候
[00:13:35.900 --> 00:13:39.700]  是指神所定的時間
[00:13:39.700 --> 00:13:41.900]  我們不知道是何時
[00:13:41.900 --> 00:13:44.300]  神所定的時間可以很快
[00:13:44.300 --> 00:13:45.900]  可以很久之後
[00:13:45.900 --> 00:13:47.000]  不知道
[00:13:47.000 --> 00:13:49.100]  神所定的時間在彼得前書裏面
[00:13:49.100 --> 00:13:50.700]  亦有一個特別的意思
[00:13:50.700 --> 00:13:54.700]  是指主耶穌基督再回來
[00:13:54.700 --> 00:13:56.200]  到了這個日子
[00:13:56.200 --> 00:13:59.100]  主耶穌基督再回來的日子
[00:13:59.100 --> 00:14:00.900]  你就想想
[00:14:00.900 --> 00:14:04.700]  對於彼得前書那時的讀者
[00:14:04.700 --> 00:14:08.200]  已經很久了
[00:14:08.200 --> 00:14:11.700]  彼得前書那時的讀者
[00:14:11.700 --> 00:14:15.700]  和我們今日已經有一段距離
[00:14:15.700 --> 00:14:18.700]  彼得就是這樣說
[00:14:18.700 --> 00:14:20.700]  主再回來的時候
[00:14:20.700 --> 00:14:24.300]  很久了
[00:14:24.300 --> 00:14:26.300]  我們不知道何時
[00:14:26.300 --> 00:14:27.700]  到再回來的時候
[00:14:27.700 --> 00:14:30.700]  信徒的冤情就會被挑雪
[00:14:30.700 --> 00:14:33.100]  上帝會為我們伸冤
[00:14:33.100 --> 00:14:35.900]  上帝會為我們伸張正義
[00:14:35.900 --> 00:14:41.100]  當時這班信徒面對這麼多的逼迫
[00:14:41.100 --> 00:14:43.100]  這麼多的傷害
[00:14:43.100 --> 00:14:44.900]  有一天
[00:14:44.900 --> 00:14:49.300]  上帝要為他們主持公道
[00:14:49.300 --> 00:14:52.100]  聽起來有點遠
[00:14:52.100 --> 00:14:55.300]  當時的人都不知道何時主耶穌再回來
[00:14:55.300 --> 00:14:57.900]  神定的時間是何時
[00:14:57.900 --> 00:15:00.900]  在這個過程中需要很大的信心
[00:15:00.900 --> 00:15:03.900]  所以這個伏在神的大能手下
[00:15:03.900 --> 00:15:07.900]  是需要很大的信心在裏面
[00:15:07.900 --> 00:15:08.900]  到那一天
[00:15:08.900 --> 00:15:12.900]  上帝要使受敵受到審判
[00:15:12.900 --> 00:15:14.100]  而信祂的人
[00:15:14.100 --> 00:15:15.700]  忠心跟從祂的人
[00:15:15.700 --> 00:15:18.700]  就會得到天上的激熱
[00:15:18.700 --> 00:15:20.700]  會得到莫大的喜樂
[00:15:20.700 --> 00:15:26.300]  是一個很大的賞賜
[00:15:26.300 --> 00:15:32.500]  在彼得前書的讀者們
[00:15:32.500 --> 00:15:37.500]  應該當時還未見到這一幕
[00:15:37.500 --> 00:15:40.100]  但我剛才說的那位姊妹
[00:15:40.100 --> 00:15:42.900]  就是文化大革命時的姊妹
[00:15:42.900 --> 00:15:45.500]  她伏在神大能的手下
[00:15:45.500 --> 00:15:48.100]  當時就很快
[00:15:48.100 --> 00:15:49.100]  不久之後
[00:15:49.100 --> 00:15:50.700]  本來有人想害她
[00:15:50.700 --> 00:15:52.700]  想進一步捉拿她
[00:15:52.700 --> 00:15:55.100]  傷害她 弄死她
[00:15:55.100 --> 00:15:59.100]  但是神當時很快就出手保護她
[00:15:59.100 --> 00:16:00.700]  神派一個使者
[00:16:00.700 --> 00:16:03.300]  當時是很奇怪的
[00:16:03.300 --> 00:16:09.700]  是跟這個姊妹很不同陣營的一個使者
[00:16:09.700 --> 00:16:11.500]  你想都想不到的使者
[00:16:11.500 --> 00:16:12.700]  神派一個使者
[00:16:12.700 --> 00:16:15.900]  竟然幫這個姊妹說話
[00:16:15.900 --> 00:16:18.900]  然後遊街這件事沒有發生
[00:16:18.900 --> 00:16:24.100]  這個姊妹也沒有經歷死亡的危險
[00:16:24.100 --> 00:16:28.100]  這個時候 上帝出手很快
[00:16:28.100 --> 00:16:29.100]  不只是這個時候
[00:16:29.100 --> 00:16:31.700]  有很多時候 上帝出手很快
[00:16:31.700 --> 00:16:34.900]  但也有很多很多時候
[00:16:34.900 --> 00:16:37.500]  上帝出手可能很久很久
[00:16:37.500 --> 00:16:39.100]  直到她再回來
[00:16:39.100 --> 00:16:40.300]  時間不同
[00:16:40.300 --> 00:16:41.500]  無論怎樣
[00:16:41.500 --> 00:16:42.900]  彼得濟要勸念
[00:16:42.900 --> 00:16:44.700]  信徒在過程中
[00:16:44.700 --> 00:16:46.500]  伏在祂的手下
[00:16:46.500 --> 00:16:48.300]  伏在祂大能的手下
[00:16:48.300 --> 00:16:50.300]  你信祂無所不能
[00:16:50.300 --> 00:16:52.900]  有一天 或遲或早
[00:16:52.900 --> 00:16:57.900]  要為你伸張正義
[00:16:57.900 --> 00:16:59.500]  我們是有盼望的
[00:16:59.500 --> 00:17:00.500]  為什麼?
[00:17:00.500 --> 00:17:02.500]  因為知道受苦之後有一天
[00:17:02.500 --> 00:17:04.900]  我們會去到一個更好的境界
[00:17:04.900 --> 00:17:06.500]  是很有盼望
[00:17:06.500 --> 00:17:09.700]  將來那個是上帝賞賜我們的時間
[00:17:09.700 --> 00:17:12.100]  是永遠喜樂的時間
[00:17:12.100 --> 00:17:13.300]  為了那一刻
[00:17:13.300 --> 00:17:14.900]  今天
[00:17:14.900 --> 00:17:16.500]  無論神何時出手
[00:17:16.500 --> 00:17:17.300]  值得等候
[00:17:17.300 --> 00:17:19.300]  這是第一點
[00:17:19.300 --> 00:17:20.300]  這是第一點
[00:17:20.300 --> 00:17:22.100]  在過程中伏在神的手下
[00:17:22.100 --> 00:17:22.900]  第二點
[00:17:22.900 --> 00:17:25.700]  將憂慮卸給神
[00:17:25.700 --> 00:17:27.300]  在下面的經文裏
[00:17:27.300 --> 00:17:29.700]  它說你們要將一切的憂慮
[00:17:29.700 --> 00:17:31.100]  借給神
[00:17:31.100 --> 00:17:34.700]  憂慮裏面有很多方面的拉扯
[00:17:34.700 --> 00:17:36.700]  令人失去信心
[00:17:36.700 --> 00:17:37.900]  失去方向感
[00:17:37.900 --> 00:17:39.300]  無所適從
[00:17:39.300 --> 00:17:40.300]  我們可以想想
[00:17:40.300 --> 00:17:43.300]  今時今日我們的憂慮是什麼呢?
[00:17:43.300 --> 00:17:45.300]  在經文裏面的憂慮
[00:17:45.300 --> 00:17:46.900]  那些信徒的憂慮就是
[00:17:46.900 --> 00:17:48.900]  他們被異教徒迫迫
[00:17:48.900 --> 00:17:52.700]  迫迫到感覺很有情緒上的困擾
[00:17:52.700 --> 00:17:55.900]  生活也受到影響
[00:17:55.900 --> 00:17:57.300]  那些憂慮
[00:17:57.300 --> 00:17:58.900]  好像重擔一樣
[00:17:58.900 --> 00:18:04.500]  壓到他們呼吸不了
[00:18:04.500 --> 00:18:06.700]  前陣子有一天
[00:18:06.700 --> 00:18:10.300]  中午和父母一起吃飯
[00:18:10.300 --> 00:18:11.900]  吃著吃著
[00:18:11.900 --> 00:18:14.700]  我見到我父親很不妥
[00:18:14.700 --> 00:18:16.700]  頭顫抖抖
[00:18:16.700 --> 00:18:19.300]  要向下倒在桌上
[00:18:19.300 --> 00:18:20.900]  我和母親也立即知道
[00:18:20.900 --> 00:18:21.500]  他發作了
[00:18:21.500 --> 00:18:25.500]  心臟病有小發作
[00:18:25.500 --> 00:18:28.500]  我發覺我的眼睛
[00:18:28.500 --> 00:18:32.100]  從未試過張開這麼大
[00:18:32.100 --> 00:18:33.900]  一直看著他
[00:18:33.900 --> 00:18:36.100]  整個人定格
[00:18:36.100 --> 00:18:37.300]  看著他
[00:18:37.300 --> 00:18:38.700]  下一刻會怎樣呢?
[00:18:38.700 --> 00:18:42.300]  我快點把他前面的碗筷和菜拿走
[00:18:42.300 --> 00:18:45.300]  不想他整個頭倒在菜上
[00:18:45.300 --> 00:18:47.500]  然後就很害怕
[00:18:47.500 --> 00:18:49.100]  這個時候
[00:18:49.100 --> 00:18:51.300]  以往試過這樣發作的時候
[00:18:51.300 --> 00:18:55.500]  要儘快扶他回床讓他休息
[00:18:55.500 --> 00:18:57.500]  但我們吃飯的桌子
[00:18:57.500 --> 00:19:00.500]  距離床有很大距離
[00:19:00.500 --> 00:19:01.700]  很艱辛
[00:19:01.700 --> 00:19:04.100]  我和母親一起拼搏
[00:19:04.100 --> 00:19:06.300]  一起把他撐起來
[00:19:06.300 --> 00:19:07.700]  然後幾經辛苦
[00:19:07.700 --> 00:19:10.300]  把他扶回床上
[00:19:10.300 --> 00:19:15.300]  那個時間實際上不是很長
[00:19:15.300 --> 00:19:16.900]  但我發覺
[00:19:16.900 --> 00:19:18.300]  很多東西在我腦海裏
[00:19:18.300 --> 00:19:20.900]  就湧上來了
