
[00:00:00.000 --> 00:00:06.440]  多謝主再次招聚我們去研讀神的話語
[00:02:26.320 --> 00:02:29.320]  再看二十三節這一段
[00:02:29.320 --> 00:02:31.320]  二十二章的二十三節
[00:02:31.320 --> 00:02:35.320]  「殺到該人,常說沒有復活的事
[00:02:35.320 --> 00:02:38.320]  那天他們來問耶穌說
[00:02:38.320 --> 00:02:40.320]  夫子摩西說
[00:02:40.320 --> 00:02:43.320]  人若死了,沒有孩子
[00:02:43.320 --> 00:02:45.320]  他兄弟當娶他的妻
[00:02:45.320 --> 00:02:48.320]  為哥哥生子立後
[00:02:48.320 --> 00:02:51.320]  從前在我們這裡有弟兄七人
[00:02:51.320 --> 00:02:54.320]  第一個娶了妻,死了沒有孩子
[00:02:54.320 --> 00:02:56.320]  撇下妻子給兄弟
[00:02:56.320 --> 00:02:58.320]  第二第三直到第七個
[00:02:58.320 --> 00:03:00.320]  都事如此
[00:03:00.320 --> 00:03:03.320]  有一個假設性、尷尬的問題
[00:03:03.320 --> 00:03:05.320]  但開始很清楚
[00:03:05.320 --> 00:03:07.320]  作者馬太告訴我們
[00:03:07.320 --> 00:03:12.320]  殺到該人他們是不相信有死人復活的
[00:03:12.320 --> 00:03:15.320]  所以這個好奇問題
[00:03:15.320 --> 00:03:18.320]  其實是要刁難耶穌的
[00:03:18.320 --> 00:03:23.320]  完全不是想有一個尋求永生
[00:03:23.320 --> 00:03:26.320]  所以他們這樣來問的時候
[00:03:26.320 --> 00:03:31.320]  二十七節所謂的「子女藏針」
[00:03:31.320 --> 00:03:34.320]  「沒後婦人也死了
[00:03:34.320 --> 00:03:37.320]  這樣當復活的時候
[00:03:37.320 --> 00:03:39.320]  他是七個兄弟」
[00:03:39.320 --> 00:03:41.320]  即是他的丈夫
[00:03:41.320 --> 00:03:45.320]  「他是七個人中哪一個的妻子呢
[00:03:45.320 --> 00:03:47.320]  因為他們都娶過他」
[00:03:47.320 --> 00:03:50.320]  耶穌怎樣去回答這麼尷尬
[00:03:50.320 --> 00:03:54.320]  這麼難去解決的倫理問題
[00:03:54.320 --> 00:03:58.320]  包括當時的律法
[00:03:58.320 --> 00:04:00.320]  耶穌基督怎樣回答呢
[00:04:00.320 --> 00:04:03.320]  「耶穌回答說:你們錯了
[00:04:03.320 --> 00:04:06.320]  因為你們不明白聖經
[00:04:06.320 --> 00:04:08.320]  也不曉得神的大能」
[00:04:08.320 --> 00:04:09.320]  很重要
[00:04:09.320 --> 00:04:13.320]  不認識神的道、聖經
[00:04:13.320 --> 00:04:15.320]  更加不認識神的大能
[00:04:15.320 --> 00:04:20.320]  這樣去駁斥這些殺到該人
[00:04:20.320 --> 00:04:22.320]  神的大能是指什麼呢
[00:04:22.320 --> 00:04:24.320]  是否指真的有復活呢
[00:04:24.320 --> 00:04:26.320]  果然就是第三十節
[00:04:26.320 --> 00:04:28.320]  「當復活的時候
[00:04:28.320 --> 00:04:30.320]  人也不娶也不嫁
[00:04:30.320 --> 00:04:33.320]  乃像天上的使者一樣
[00:04:33.320 --> 00:04:35.320]  輪到死人復活
[00:04:35.320 --> 00:04:38.320]  神在經上向你們所說的
[00:04:38.320 --> 00:04:40.320]  你們沒有念過嗎
[00:04:40.320 --> 00:04:41.320]  他說」
[00:04:41.320 --> 00:04:43.320]  「他說」就是摩西說
[00:04:43.320 --> 00:04:46.320]  耶穌引出埃及記第三章
[00:04:46.320 --> 00:04:48.320]  「我是阿伯拉罕的神
[00:04:48.320 --> 00:04:51.320]  以殺的神、瓦國的神」
[00:04:51.320 --> 00:04:54.320]  主耶穌幫我們解釋
[00:04:54.320 --> 00:04:55.320]  這一節聖經
[00:04:55.320 --> 00:04:57.320]  「神不是死人的神
[00:04:57.320 --> 00:04:59.320]  乃是活人的神」
[00:04:59.320 --> 00:05:02.320]  因為阿伯拉罕以殺瓦國
[00:05:02.320 --> 00:05:04.320]  都已經死了
[00:05:04.320 --> 00:05:08.320]  眾人聽見就稀奇耶穌的教訓
[00:05:08.320 --> 00:05:12.320]  所以這裡頂姐妹幾可圈可點
[00:05:12.320 --> 00:05:15.320]  透過敵人的攻擊、嘲笑
[00:05:15.320 --> 00:05:17.320]  這樣去質問
[00:05:17.320 --> 00:05:21.320]  帶出耶穌斬釘截鐵告訴我們
[00:05:21.320 --> 00:05:23.320]  一定有復活
[00:05:23.320 --> 00:05:27.320]  而且在神的大能的保守下
[00:05:27.320 --> 00:05:31.320]  所有的義人去到神的面前
[00:05:31.320 --> 00:05:33.320]  都是復活的
[00:05:33.320 --> 00:05:34.320]  都是活的
[00:05:34.320 --> 00:05:36.320]  這樣就很不同了
[00:05:36.320 --> 00:05:38.320]  給我們一個很大的
[00:05:38.320 --> 00:05:40.320]  一個對永恆的盼望
[00:05:40.320 --> 00:05:43.320]  是由耶穌基督親口說的
[00:05:43.320 --> 00:05:45.320]  不過耶穌又揭示了一件事
[00:05:45.320 --> 00:05:48.320]  其實集中在六章創世紀
[00:05:48.320 --> 00:05:49.320]  一到第四節
[00:05:49.320 --> 00:05:51.320]  因為有一派的理論
[00:05:51.320 --> 00:05:54.320]  說神的兒子一定是天使
[00:05:54.320 --> 00:05:55.320]  這裡耶穌說
[00:05:55.320 --> 00:05:57.320]  其實復活之後
[00:05:57.320 --> 00:05:59.320]  是不娶不嫁的
[00:05:59.320 --> 00:06:02.320]  好像天上的使者一樣
[00:06:02.320 --> 00:06:04.320]  所以又讓我們見到
[00:06:04.320 --> 00:06:07.320]  原來在主耶穌給我們的啟示
[00:06:07.320 --> 00:06:10.320]  天使是不會嫁娶的
[00:06:10.320 --> 00:06:12.320]  所以我們就要留心這裡
[00:06:12.320 --> 00:06:14.320]  當然從另一個角度
[00:06:14.320 --> 00:06:16.320]  正正是第一派的人
[00:06:16.320 --> 00:06:18.320]  不守本位
[00:06:18.320 --> 00:06:21.320]  他們做了一些逆性的事
[00:06:21.320 --> 00:06:26.320]  就而帶來一個永恆的拘禁
[00:06:26.320 --> 00:06:28.320]  和等候大逆的審判
[00:06:28.320 --> 00:06:32.320]  他們從這一點上去爭辯
[00:06:32.320 --> 00:06:34.320]  但是我們從創世紀
[00:06:34.320 --> 00:06:36.320]  上一個星期我們說的
[00:06:36.320 --> 00:06:40.320]  四章二十四、二十五節的家譜
[00:06:40.320 --> 00:06:44.320]  和五章說到十代的家譜
[00:06:44.320 --> 00:06:47.320]  都是有一個很清楚的模式
[00:06:47.320 --> 00:06:50.320]  一直在說亞當的族類
[00:06:50.320 --> 00:06:53.320]  就算他們有神的形象
[00:06:53.320 --> 00:06:55.320]  他們都是神的兒子
[00:06:55.320 --> 00:06:58.320]  他們在地上有長壽
[00:06:58.320 --> 00:07:03.320]  但是有一個很重要的發現
[00:07:03.320 --> 00:07:05.320]  就是所有的先祖
[00:07:05.320 --> 00:07:08.320]  全部無論多高壽
[00:07:08.320 --> 00:07:10.320]  壽數多高
[00:07:10.320 --> 00:07:12.320]  最終都是死了
[00:07:12.320 --> 00:07:15.320]  就是說罪在他們每一個人的身上
[00:07:15.320 --> 00:07:18.320]  都是帶來刑罰
[00:07:18.320 --> 00:07:20.320]  神的咒詛
[00:07:20.320 --> 00:07:23.320]  但是又在十代裡面
[00:07:23.320 --> 00:07:26.320]  讓我們看到有兩個人是不需要死的
[00:07:26.320 --> 00:07:28.320]  第一個就是明顯
[00:07:28.320 --> 00:07:31.320]  就是以諾他與神同行
[00:07:31.320 --> 00:07:36.320]  神將他娶到天上
[00:07:36.320 --> 00:07:38.320]  他就不需要死了
[00:07:38.320 --> 00:07:40.320]  另一個在十代裡面
[00:07:40.320 --> 00:07:44.320]  不需要死的就是今天我們說的羅亞
[00:07:44.320 --> 00:07:46.320]  當然他離開方舟之後
[00:07:46.320 --> 00:07:48.320]  他一樣要面對罪
[00:07:48.320 --> 00:07:51.320]  帶給他的刑罰
[00:07:51.320 --> 00:07:53.320]  也讓我們看到
[00:07:53.320 --> 00:07:56.320]  似乎只有以諾一個人
[00:07:56.320 --> 00:07:59.320]  是近乎真正在那個時代
[00:07:59.320 --> 00:08:02.320]  來到他較為完全
[00:08:02.320 --> 00:08:05.320]  真是在神的面前是一個二人
[00:08:05.320 --> 00:08:07.320]  但是未進方舟之前
[00:08:07.320 --> 00:08:10.320]  羅亞在神面前蒙恩
[00:08:10.320 --> 00:08:12.320]  羅亞是一個二人
[00:08:12.320 --> 00:08:15.320]  在當時的世代是一個完全人
[00:08:15.320 --> 00:08:17.320]  但是離開方舟之後
[00:08:17.320 --> 00:08:20.320]  作者就立即告訴我們
[00:08:20.320 --> 00:08:22.320]  羅亞打回原形
[00:08:22.320 --> 00:08:24.320]  罪在人的裡面
[00:08:24.320 --> 00:08:26.320]  人性的裡面
[00:08:26.320 --> 00:08:30.320]  都絲毫沒有辦法可以抗衡的
[00:08:30.320 --> 00:08:33.320]  人如果不依靠神
[00:08:33.320 --> 00:08:37.320]  不是活在與神同行的狀態
[00:08:37.320 --> 00:08:40.320]  最終都會落在失敗
[00:08:40.320 --> 00:08:43.320]  所以羅亞如何失敗呢?
[00:08:43.320 --> 00:08:46.320]  就好像阿當一樣失敗
[00:08:46.320 --> 00:08:47.320]  當世界只剩下八個人
[00:08:47.320 --> 00:08:49.320]  好像是新的創造
[00:08:49.320 --> 00:08:51.320]  離開方舟之後新的創造
[00:08:51.320 --> 00:08:55.320]  但是羅亞栽種
[00:08:55.320 --> 00:08:57.320]  然後讓走
[00:08:57.320 --> 00:09:00.320]  然後赤身露體
[00:09:00.320 --> 00:09:03.320]  當犯了罪之後
[00:09:03.320 --> 00:09:06.320]  吃了分別善惡樹的果
[00:09:06.320 --> 00:09:08.320]  立即發現自己是赤身露體
[00:09:08.320 --> 00:09:10.320]  懼怕神逃避神
[00:09:10.320 --> 00:09:12.320]  所以作者好像都要特意
[00:09:12.320 --> 00:09:14.320]  把羅亞和阿當
[00:09:14.320 --> 00:09:19.320]  拉回上那個共同的犯罪之後的狀態
[00:09:19.320 --> 00:09:22.320]  那種醜態
[00:09:22.320 --> 00:09:26.320]  這個就是我們要留心的一段經文
[00:09:26.320 --> 00:09:32.320]  不如我們用新約進入對羅亞的分析
[00:09:32.320 --> 00:09:34.320]  因為新約有好幾段聖經
[00:09:34.320 --> 00:09:36.320]  講到關於洪水
[00:09:36.320 --> 00:09:38.320]  講到關於方舟
[00:09:38.320 --> 00:09:39.320]  講到關於羅亞
[00:09:39.320 --> 00:09:42.320]  所以幾段經文我們一起去看
[00:09:42.320 --> 00:09:45.320]  再回去看那個序事
[00:09:45.320 --> 00:09:48.320]  六章五節或者說六章九節
[00:09:48.320 --> 00:09:50.320]  去到九章的二十九節
[00:09:50.320 --> 00:09:51.320]  是很完整的
[00:09:51.320 --> 00:09:53.320]  因為九章二十九節
[00:09:53.320 --> 00:09:56.320]  再一次出現第十代的模式
[00:09:56.320 --> 00:09:59.320]  羅亞就死了
[00:09:59.320 --> 00:10:00.320]  很特別
[00:10:00.320 --> 00:10:03.320]  所以第五章的家譜
[00:10:03.320 --> 00:10:06.320]  其實應該去到第九章的二十九節
[00:10:06.320 --> 00:10:10.320]  不過正正就是那裡加了一個敘述
[00:10:10.320 --> 00:10:13.320]  加了一個整個方舟
[00:10:13.320 --> 00:10:14.320]  三章多
[00:10:14.320 --> 00:10:18.320]  方舟的很完整的記載
[00:10:18.320 --> 00:10:20.320]  所以讀《創世紀》
[00:10:20.320 --> 00:10:24.320]  都要有敏銳的分段
[00:10:24.320 --> 00:10:26.320]  因為十章一節
[00:10:26.320 --> 00:10:28.320]  又再有另外一個所謂的
[00:10:28.320 --> 00:10:33.320]  誰的後代記載下面的結構的分段
[00:10:33.320 --> 00:10:38.320]  看的經文就是《馬太福音》的廿四章
[00:10:38.320 --> 00:10:40.320]  這些可能我們之前有揭過
[00:10:40.320 --> 00:10:43.320]  不過就再一起看一看
[00:10:43.320 --> 00:10:45.320]  《馬太福音》廿四章
[00:10:45.320 --> 00:10:48.320]  增加大家少少的記憶
[00:10:48.320 --> 00:10:52.320]  方便大家將來再去研讀的時候
[00:10:52.320 --> 00:10:55.320]  都有少少的輪廓
[00:10:55.320 --> 00:10:58.320]  三十七、三十八節
[00:10:58.320 --> 00:11:00.320]  羅亞的日子
[00:11:00.320 --> 00:11:02.320]  《馬太福音》廿四章
[00:11:02.320 --> 00:11:05.320]  叫做「鑒欖山」的一個預言
[00:11:05.320 --> 00:11:09.320]  因為當時耶穌和門徒準備入城的時候
[00:11:09.320 --> 00:11:11.320]  他們就在鑒欖山
[00:11:11.320 --> 00:11:12.320]  一個矮的山丘
[00:11:12.320 --> 00:11:14.320]  望著耶路撒冷
[00:11:14.320 --> 00:11:16.320]  那個金碧輝煌的聖殿
[00:11:16.320 --> 00:11:18.320]  當然今天就不是聖殿
[00:11:18.320 --> 00:11:21.320]  是清真寺
[00:11:21.320 --> 00:11:24.320]  全世界應該是第五大的清真寺
[00:11:24.320 --> 00:11:27.320]  那個圓頂、金頂
[00:11:27.320 --> 00:11:29.320]  三十七節
[00:11:29.320 --> 00:11:33.320]  羅亞的日子怎樣
[00:11:33.320 --> 00:11:35.320]  人子降臨也要怎樣
[00:11:35.320 --> 00:11:37.320]  當洪水以前的日子
[00:11:37.320 --> 00:11:40.320]  人照常吃喝嫁娶
[00:11:40.320 --> 00:11:43.320]  直到羅亞進方舟的那日
[00:11:43.320 --> 00:11:45.320]  不知不覺洪水來了
[00:11:45.320 --> 00:11:47.320]  把他們全都沖去
[00:11:47.320 --> 00:11:50.320]  人子降臨也要這樣
[00:11:50.320 --> 00:11:52.320]  所以你要留意
[00:11:52.320 --> 00:11:54.320]  那個重點
[00:11:54.320 --> 00:11:56.320]  是不知不覺
[00:11:56.320 --> 00:11:59.320]  人沒有了一個警醒的心靈
[00:11:59.320 --> 00:12:01.320]  沒有了一種對屬靈
[00:12:01.320 --> 00:12:04.320]  對審判的敏銳
[00:12:04.320 --> 00:12:07.320]  一切如常
[00:12:07.320 --> 00:12:11.320]  表面上生活如常是很合理
[00:12:11.320 --> 00:12:13.320]  是很好的一個恩典和祝福
[00:12:13.320 --> 00:12:17.320]  但是沒有把舊恩放在生命裡
[00:12:17.320 --> 00:12:20.320]  最優先去看自己的生活
[00:12:20.320 --> 00:12:22.320]  就是說你在舊恩裡
[00:12:22.320 --> 00:12:24.320]  在耶穌裡
[00:12:24.320 --> 00:12:27.320]  在與神同行的人生裡
[00:12:27.320 --> 00:12:29.320]  去看你自己的生活
[00:12:29.320 --> 00:12:31.320]  所有的東西
[00:12:31.320 --> 00:12:35.320]  都要放在主的榮光裡去審視
[00:12:35.320 --> 00:12:40.320]  而不是在一個自以為感覺良好的生活裡
[00:12:40.320 --> 00:12:43.320]  所以大家一定要留意這些事情
[00:12:43.320 --> 00:12:45.320]  因為耶穌又再繼續說
[00:12:45.320 --> 00:12:47.320]  反正揭道
[00:12:47.320 --> 00:12:48.320]  也解釋一點
[00:12:48.320 --> 00:12:49.320]  第四十節
[00:12:49.320 --> 00:12:51.320]  那時兩個人在田裡
[00:12:51.320 --> 00:12:53.320]  娶去一個撇下一個
[00:12:53.320 --> 00:12:54.320]  兩個女人推磨
[00:12:54.320 --> 00:12:56.320]  娶去一個撇下一個
[00:12:56.320 --> 00:12:58.320]  所以你們要警醒
[00:12:58.320 --> 00:13:00.320]  因為不知道你們的主
[00:13:00.320 --> 00:13:02.320]  是哪一天來到
[00:13:02.320 --> 00:13:05.320]  家主如果知道幾更天有賊來
[00:13:05.320 --> 00:13:06.320]  就必警醒
[00:13:06.320 --> 00:13:08.320]  不容人挖透房屋
[00:13:08.320 --> 00:13:09.320]  這是你們所知道的
[00:13:09.320 --> 00:13:11.320]  知道的東西
[00:13:11.320 --> 00:13:13.320]  就會很懂得準備
[00:13:13.320 --> 00:13:15.320]  但是居然對永恆
[00:13:15.320 --> 00:13:17.320]  對耶穌基督所啟示的
[00:13:17.320 --> 00:13:19.320]  所預言的
[00:13:19.320 --> 00:13:21.320]  所警告的
[00:13:21.320 --> 00:13:24.320]  人就去到一種
[00:13:24.320 --> 00:13:25.320]  完全不驚懼
[00:13:25.320 --> 00:13:26.320]  不懼怕
[00:13:26.320 --> 00:13:29.320]  對神根本完全沒有了一種敬畏的心靈
[00:13:29.320 --> 00:13:31.320]  人生在世
[00:13:31.320 --> 00:13:34.320]  最大的痛苦
[00:13:34.320 --> 00:13:35.320]  和審判
[00:13:35.320 --> 00:13:37.320]  就是不知道自己為什麼
[00:13:37.320 --> 00:13:39.320]  要活在這個世界
[00:13:39.320 --> 00:13:41.320]  基督徒最大的發現
[00:13:41.320 --> 00:13:43.320]  就是知道自己原來是
[00:13:43.320 --> 00:13:45.320]  做物主所創造
[00:13:45.320 --> 00:13:48.320]  和沒有恩典慈愛的計劃
[00:13:48.320 --> 00:13:50.320]  這已經是最大的祝福
[00:13:50.320 --> 00:13:52.320]  即便你
[00:13:52.320 --> 00:13:55.320]  都是要面對這個循環的生老病死
[00:13:55.320 --> 00:13:57.320]  有神的同在
[00:13:57.320 --> 00:13:59.320]  有神的患病
[00:13:59.320 --> 00:14:01.320]  有神的坎坷
[00:14:01.320 --> 00:14:03.320]  都已經是一個很大的祝福
[00:14:03.320 --> 00:14:05.320]  和一個沒有神的人
[00:14:05.320 --> 00:14:08.320]  他的人生的非常美滿
[00:14:08.320 --> 00:14:11.320]  非常好的安日
[00:14:11.320 --> 00:14:13.320]  但是沒有神的日子
[00:14:13.320 --> 00:14:16.320]  即是說毫無紀念
[00:14:16.320 --> 00:14:18.320]  所以這裡告訴我們
[00:14:18.320 --> 00:14:20.320]  都是強調那個警醒
[00:14:20.320 --> 00:14:21.320]  所以第45節
[00:14:21.320 --> 00:14:23.320]  耶穌又再一次公開的呼籲
[00:14:23.320 --> 00:14:26.320]  誰是忠心有見識的僕人
[00:14:26.320 --> 00:14:28.320]  為主人所派
[00:14:28.320 --> 00:14:30.320]  管理家裡的人
[00:14:30.320 --> 00:14:32.320]  按時分糧給他們
[00:14:32.320 --> 00:14:33.320]  主人來到
[00:14:33.320 --> 00:14:35.320]  看見他者讓行
[00:14:35.320 --> 00:14:37.320]  那僕人就有福了
[00:14:37.320 --> 00:14:39.320]  我實在告訴你們
[00:14:39.320 --> 00:14:42.320]  主人要派他管理一切所有的
[00:14:42.320 --> 00:14:44.320]  倘若那惡僕心裡說
[00:14:44.320 --> 00:14:46.320]  我的主人必來得遲
[00:14:46.320 --> 00:14:48.320]  即是自己計算
[00:14:48.320 --> 00:14:50.320]  就動手打他的同伴
[00:14:50.320 --> 00:14:53.320]  又和走聚的人一同吃喝
[00:14:53.320 --> 00:14:55.320]  在想不到的日子
[00:14:55.320 --> 00:14:56.320]  上文都是說的
[00:14:56.320 --> 00:15:02.320]  每樣東西都是好像不知不覺
[00:15:02.320 --> 00:15:04.320]  這裡說不知不覺的時間
[00:15:04.320 --> 00:15:06.320]  想不到的日子
[00:15:06.320 --> 00:15:07.320]  不知道的時辰
[00:15:07.320 --> 00:15:09.320]  那僕人的主人要來
[00:15:09.320 --> 00:15:11.320]  重重的處置他
[00:15:11.320 --> 00:15:14.320]  定他和假冒為善的人同聚
[00:15:14.320 --> 00:15:16.320]  在那裡必要哀哭切齒了
[00:15:16.320 --> 00:15:18.320]  接著就說了三個比喻
[00:15:18.320 --> 00:15:20.320]  關乎到主再回來的
[00:15:20.320 --> 00:15:23.320]  所以整個段落都是很重要
[00:15:23.320 --> 00:15:25.320]  以羅亞那個時代
[00:15:25.320 --> 00:15:27.320]  羅德的時代
[00:15:27.320 --> 00:15:29.320]  這樣來說
[00:15:29.320 --> 00:15:31.320]  當時的時代的人
[00:15:31.320 --> 00:15:35.320]  在沒有洪水之前
[00:15:35.320 --> 00:15:39.320]  正在預備做方舟的時間的人
[00:15:39.320 --> 00:15:44.320]  他們好像一個很正常的生活
[00:15:44.320 --> 00:15:47.320]  不知不覺洪水來了
[00:15:47.320 --> 00:15:49.320]  一個這麼大的方舟
[00:15:49.320 --> 00:15:51.320]  怎麼可能會是不知不覺
[00:15:51.320 --> 00:15:53.320]  沒有人知道呢
[00:15:53.320 --> 00:15:56.320]  很多很多的記者一定會訪問
[00:15:56.320 --> 00:15:58.320]  一定會來調查
[00:15:58.320 --> 00:16:02.320]  問羅亞為什麼會這樣做一隻方舟
[00:16:02.320 --> 00:16:04.320]  是想表達什麼呢
[00:16:04.320 --> 00:16:09.320]  如果羅亞忠於神的託付呢
[00:16:09.320 --> 00:16:12.320]  因為我們等一下會看好幾段聖經
[00:16:12.320 --> 00:16:15.320]  一而再作者在很多節裡面
[00:16:15.320 --> 00:16:17.320]  我這樣數都有
[00:16:17.320 --> 00:16:20.320]  起碼有五節
[00:16:20.320 --> 00:16:24.320]  是在六章九節到九章二十九節
[00:16:24.320 --> 00:16:27.320]  做了什麼之後
[00:16:27.320 --> 00:16:30.320]  正如神所吩咐的
[00:16:30.320 --> 00:16:31.320]  很清楚的
[00:16:31.320 --> 00:16:35.320]  羅亞不是自己喜歡做什麼就做什麼
[00:16:35.320 --> 00:16:38.320]  神怎麼吩咐他就怎麼做
[00:16:38.320 --> 00:16:40.320]  無論那個船怎麼做
[00:16:40.320 --> 00:16:43.320]  無論要帶什麼動物進船
[00:16:43.320 --> 00:16:47.320]  全部是有根據神的吩咐
[00:16:47.320 --> 00:16:49.320]  這是第一段
[00:16:49.320 --> 00:16:52.320]  另外我們翻到路加的十七章
[00:16:52.320 --> 00:16:54.320]  相類似的經文
[00:16:54.320 --> 00:16:56.320]  又豐富了一點
[00:16:56.320 --> 00:16:58.320]  十七章
[00:16:58.320 --> 00:17:02.320]  這些其實都是重要的經文
[00:17:02.320 --> 00:17:05.320]  十七章到第二十二節
[00:17:05.320 --> 00:17:07.320]  他日對門徒說
[00:17:07.320 --> 00:17:11.320]  日子將到你們巴不得看見人子的一個日子卻不得看見
[00:17:11.320 --> 00:17:13.320]  人將要對你們說
[00:17:13.320 --> 00:17:14.320]  看哪在那裡
[00:17:14.320 --> 00:17:15.320]  看哪在這裡
[00:17:15.320 --> 00:17:17.320]  你們不要出去
[00:17:17.320 --> 00:17:19.320]  也不要跟隨他們
[00:17:19.320 --> 00:17:22.320]  因為人子在他降臨的日子
[00:17:22.320 --> 00:17:25.320]  早將閃電從天者邊一閃
[00:17:25.320 --> 00:17:27.320]  直照到天那邊
[00:17:27.320 --> 00:17:30.320]  只是他必須先受許多苦
[00:17:30.320 --> 00:17:32.320]  又被這世代棄絕
[00:17:32.320 --> 00:17:34.320]  耶穌的時代他被棄絕
[00:17:34.320 --> 00:17:39.320]  人不會認為他是救世主尼塞亞
[00:17:39.320 --> 00:17:42.320]  棄絕他這位生命的源頭
[00:17:42.320 --> 00:17:44.320]  這位主耶穌
[00:17:44.320 --> 00:17:45.320]  接著是二十六節
[00:17:45.320 --> 00:17:47.320]  羅亞的日子怎樣
[00:17:47.320 --> 00:17:49.320]  人子的日子也要怎樣
[00:17:49.320 --> 00:17:51.320]  那時候的人又吃又喝
[00:17:51.320 --> 00:17:53.320]  又娶又嫁
[00:17:53.320 --> 00:17:55.320]  到羅亞進方舟的那日
[00:17:55.320 --> 00:17:56.320]  洪水就來
[00:17:56.320 --> 00:17:58.320]  把他們全都滅了
[00:17:58.320 --> 00:18:00.320]  又好像羅德的日子
[00:18:00.320 --> 00:18:01.320]  人又吃又喝
[00:18:01.320 --> 00:18:03.320]  又買又賣
[00:18:03.320 --> 00:18:05.320]  又耕種又蓋造
[00:18:05.320 --> 00:18:07.320]  到羅德出所多馬的那日
[00:18:07.320 --> 00:18:09.320]  就有火雨流黃
[00:18:09.320 --> 00:18:11.320]  從天上降下來
[00:18:11.320 --> 00:18:13.320]  把他們全都滅了
[00:18:13.320 --> 00:18:16.320]  人子顯現的日子也要這樣
[00:18:16.320 --> 00:18:18.320]  當那日人在房上
[00:18:18.320 --> 00:18:20.320]  器具在屋裡
[00:18:20.320 --> 00:18:22.320]  不要下來
[00:18:22.320 --> 00:18:24.320]  來取
[00:18:24.320 --> 00:18:25.320]  人在田裡
[00:18:25.320 --> 00:18:26.320]  也不要回家
[00:18:26.320 --> 00:18:29.320]  你們要回想羅德的妻子
[00:18:29.320 --> 00:18:30.320]  即是說
[00:18:30.320 --> 00:18:32.320]  那個很急迫的時間
[00:18:32.320 --> 00:18:34.320]  在那個時候
[00:18:34.320 --> 00:18:37.320]  到底是想表達誰的時候
[00:18:37.320 --> 00:18:39.320]  是主耶穌回來的時候
[00:18:39.320 --> 00:18:42.320]  還是會不會有地基督出現的時候
[00:18:42.320 --> 00:18:45.320]  這個就比較含糊
[00:18:45.320 --> 00:18:48.320]  但我們仍然想將兩段經文
[00:18:48.320 --> 00:18:50.320]  平衡地放在這裡的時候
[00:18:50.320 --> 00:18:52.320]  耶穌基督是一而再
[00:18:52.320 --> 00:18:54.320]  因為這段聖經
[00:18:54.320 --> 00:18:58.320]  絕對不是鑒欖山的寓言那段
[00:18:58.320 --> 00:19:00.320]  是另外一個場合說的
[00:19:00.320 --> 00:19:04.320]  路加是特別有時序的記載
[00:19:04.320 --> 00:19:08.320]  是一路上耶路撒冷的那個技術
[00:19:08.320 --> 00:19:11.320]  所以如果在兩個情況下
