
[00:00:00.000 --> 00:00:06.000]  今天跟大家講這段經文的時候,我還沒講之前,我要先做一些聲明。聲明什麼呢?
[00:05:40.000 --> 00:05:46.000]  他出了葉子,然後吸引了一些餓的人上去找食物,
[00:05:46.000 --> 00:05:52.000]  而我去到我竟然找不到,明白嗎?
[00:05:52.000 --> 00:05:57.000]  我想告訴大家,其實這個故事是有一點為了講而講的,
[00:05:57.000 --> 00:06:01.000]  是的,因為他要講聖殿,
[00:06:01.000 --> 00:06:07.000]  當你一套進去聖殿之後,整件事就通了,
[00:06:07.000 --> 00:06:16.000]  每一個尋找上帝的人,做什麼要去聖殿?
[00:06:16.000 --> 00:06:23.000]  就是要找到聖殿,聖經裡面講得很清楚,
[00:06:23.000 --> 00:06:29.000]  因為我生命裡面的饑渴,我要去到上面找到上帝,
[00:06:29.000 --> 00:06:36.000]  而現在這些人,他們是帶著期望來到聖殿當中,
[00:06:36.000 --> 00:06:41.000]  我要找到上帝,但是現在發生的事情就是,
[00:06:41.000 --> 00:06:46.000]  整個表面上,在這個聖殿裡面的外表,
[00:06:46.000 --> 00:06:51.000]  在所有人的衣著,做的任何一件事上,
[00:06:51.000 --> 00:06:55.000]  都好像告訴你,你能夠找到上帝,
[00:06:55.000 --> 00:07:04.000]  但是那些人去到裡面的時候,卻是找不到。
[00:07:04.000 --> 00:07:07.000]  其實裡面,大家要明白背景,
[00:07:07.000 --> 00:07:10.000]  我想大家有些私心信徒,你聽過很多次了,
[00:07:10.000 --> 00:07:18.000]  兌換銀錢和賣甲者這件事,其實是合法合情合理的,
[00:07:18.000 --> 00:07:25.000]  為什麼?第一件事,就是當時因為他們在用希臘的貨幣,
[00:07:25.000 --> 00:07:29.000]  羅馬的貨幣,上面有一個皇帝的頭像,
[00:07:29.000 --> 00:07:33.000]  他們需要去到當中,他們認為這些是有偶像的東西,
[00:07:33.000 --> 00:07:37.000]  我們不可以奉獻給神,然後那裡就有一個專門的地方,
[00:07:37.000 --> 00:07:43.000]  就給人兌換銀錢,兌換他們的貨幣,
[00:07:43.000 --> 00:07:50.000]  之後才可以將這些奉獻給上帝,合理嗎?
[00:07:50.000 --> 00:07:53.000]  第二件事,為什麼要賣甲子?
[00:07:53.000 --> 00:07:57.000]  因為那些人是千里迢迢來到這個地方,
[00:07:57.000 --> 00:08:03.000]  你想像一下,你帶著生畜,你記住不是今天,
[00:08:03.000 --> 00:08:08.000]  不是有車,不是有飛機,你帶著牠去山長水遠的時候,
[00:08:08.000 --> 00:08:14.000]  美的都變死了,然後我就專門在那裡有個地方,
[00:08:14.000 --> 00:08:20.000]  給你買一些最美的甲子,最簡單,最直接可以獻祭的動物,
[00:08:20.000 --> 00:08:28.000]  合理嗎?對信仰是非常尊重的做法,
[00:08:28.000 --> 00:08:33.000]  但是有些學者研究之後告訴大家,
[00:08:33.000 --> 00:08:41.000]  有一個現象很有趣,原來猶太人相信聖殿是最接近上帝的地方,
[00:08:41.000 --> 00:08:47.000]  他們很相信在聖殿裡面,我做的任何事情,
[00:08:47.000 --> 00:08:51.000]  上帝聽的禱告是最聽得清楚的,
[00:08:51.000 --> 00:08:53.000]  所以我不知道大家有沒有發覺,
[00:08:53.000 --> 00:08:56.000]  以色列人教他們一定有一個叫朝聖,
[00:08:56.000 --> 00:09:00.000]  他們一定要去墨家,一生人裡面一定要有一次去墨家,
[00:09:00.000 --> 00:09:07.000]  他們就要去到最近他們那個神的地方,其實是同一個觀念,
[00:09:07.000 --> 00:09:10.000]  所以他們當時的人無論住在哪裡都好,
[00:09:10.000 --> 00:09:13.000]  他們都要回到耶路撒冷去做這個獻祭,
[00:09:13.000 --> 00:09:22.000]  好了,裡面出現問題了,聖殿這麼大,哪個位置最接近上帝?
[00:09:22.000 --> 00:09:26.000]  大家能回答我嗎?
[00:09:26.000 --> 00:09:34.000]  大家知道聖殿的格式,有外邦人院,有聖所,有致聖所,
[00:09:34.000 --> 00:09:39.000]  致聖所不是每個人都可以進去的,你給錢都沒用,都不能進去,
[00:09:39.000 --> 00:09:41.000]  只可以大小師一年進去一次,
[00:09:41.000 --> 00:09:47.000]  但是聖殿哪個位置最接近上帝?
[00:09:47.000 --> 00:09:51.000]  當然是致聖所門口,
[00:09:51.000 --> 00:09:55.000]  哪個人可以走到那個位置?
[00:09:55.000 --> 00:09:57.000]  由誰決定?
[00:09:57.000 --> 00:10:00.000]  由祭司決定,
[00:10:00.000 --> 00:10:04.000]  肥沙,你有什麼情況下,我作為祭司,
[00:10:04.000 --> 00:10:10.000]  我邀請你來到這個最近的前面,有什麼方法?
[00:10:10.000 --> 00:10:16.000]  給錢吧,明白嗎?
[00:10:16.000 --> 00:10:19.000]  其實裡面有些不法的事情正在發生,
[00:10:19.000 --> 00:10:22.000]  你想近上帝?給錢吧,
[00:10:22.000 --> 00:10:27.000]  你講得直白一點,你賄賂我,
[00:10:27.000 --> 00:10:31.000]  你就能夠去最近上帝的位置,
[00:10:31.000 --> 00:10:37.000]  又或者兌換銀錢的時候,你去到怎樣都要換的,
[00:10:37.000 --> 00:10:40.000]  那怎麼辦?
[00:10:40.000 --> 00:10:45.000]  對了,排價,有高低之分,
[00:10:45.000 --> 00:10:49.000]  貴一點,合謀定價,
[00:10:49.000 --> 00:10:53.000]  然後等你的錢換得不合理,
[00:10:53.000 --> 00:10:58.000]  為什麼耶穌這麼生氣?
[00:10:58.000 --> 00:11:04.000]  因為你用一些表面神聖的方法去獲取一些不合理的收入,
[00:11:04.000 --> 00:11:07.000]  甚至乎,講得直白一點,
[00:11:07.000 --> 00:11:14.000]  你用神聖的方法,用上帝的名義去達到人的目的。
[00:11:14.000 --> 00:11:20.000]  弟兄姊妹,今天在教會當中,
[00:11:20.000 --> 00:11:23.000]  每一個人來到教會,我很肯定,
[00:11:23.000 --> 00:11:28.000]  特別是最初,我一定是想找到上帝,
[00:11:28.000 --> 00:11:35.000]  首先你要問,這個餓的人,他來到當中,能否找到上帝?
[00:11:35.000 --> 00:11:39.000]  上帝是誰?上帝是什麼?
[00:11:39.000 --> 00:11:43.000]  他來到教會裡面的時候,他看到的是什麼?
[00:11:43.000 --> 00:11:49.000]  是人與人之間的那種從上帝裡面出來的愛?
[00:11:49.000 --> 00:11:55.000]  是我們裡面上帝所給大家的那種盼望,那種唇亡愛?
[00:11:55.000 --> 00:12:01.000]  還是只是看到人與人之間裡面很多的爭鬧,
[00:12:01.000 --> 00:12:05.000]  心裡面很多的挑戰挑動,
[00:12:05.000 --> 00:12:08.000]  人與人之間很多的不和,
[00:12:08.000 --> 00:12:11.000]  甚至乎,好像這裡所講的一樣,
[00:12:11.000 --> 00:12:14.000]  去偷取,為什麼叫做拆窩?
[00:12:14.000 --> 00:12:17.000]  因為你偷取了上帝的榮耀。
[00:12:17.000 --> 00:12:26.000]  這裡,我們會不會用上帝之名去達到我們自己的目的?
[00:12:26.000 --> 00:12:30.000]  作為傳道人,其實這個位置是非常危險的。
[00:12:30.000 --> 00:12:35.000]  有機會的時候,我時時都會在上面跟大家講道。
[00:12:35.000 --> 00:12:39.000]  很多時候,我也很感恩,
[00:12:39.000 --> 00:12:43.000]  有些人說,鄧炫濤,我很喜歡聽你講道,我也很感恩,
[00:12:43.000 --> 00:12:45.000]  我也很感謝神。
[00:12:45.000 --> 00:12:49.000]  但問題是,如果你只喜歡聽鄧炫濤講道,就大件事了。
[00:12:49.000 --> 00:12:53.000]  因為我只是將你帶到我面前,
[00:12:53.000 --> 00:12:57.000]  我只是讓大家成為我的門徒,
[00:12:57.000 --> 00:13:01.000]  我不是讓大家成為上帝的門徒,
[00:13:01.000 --> 00:13:08.000]  我不是讓大家成為找到上帝的流通管子。
[00:13:08.000 --> 00:13:12.000]  弟兄姊妹,我們今天在教會裡面所做的任何事情,
[00:13:12.000 --> 00:13:15.000]  為的目的是什麼?
[00:13:15.000 --> 00:13:19.000]  坦白講,為什麼我們這些弟兄姊妹,
[00:13:19.000 --> 00:13:22.000]  這些同工,我們會這麼拼命?
[00:13:22.000 --> 00:13:26.000]  原因就是,我們在這裡不斷思索一個很重要的問題,
[00:13:26.000 --> 00:13:31.000]  工具、途徑不重要,
[00:13:31.000 --> 00:13:38.000]  重要的是那個工具是否能夠帶領人來到上帝的面前。
[00:13:38.000 --> 00:13:43.000]  舉個例子,沙發店,大家還記得嗎?
[00:13:43.000 --> 00:13:45.000]  沙發店出現的,大家知不知道?
[00:13:45.000 --> 00:13:47.000]  後面的吧檯店出現的,大家知不知道?
[00:13:47.000 --> 00:13:50.000]  又講回一點歷史,一會兒富哥也會講一點。
[00:13:50.000 --> 00:14:02.000]  世界盃,我想比較少教會敢用禮堂來看世界盃。
[00:14:02.000 --> 00:14:12.000]  白天還在崇拜,晚上大家還在吃著薯片,看著世界盃,一起"Go!"
[00:14:12.000 --> 00:14:16.000]  我們去做啊,但我想告訴大家,
[00:14:16.000 --> 00:14:22.000]  就是因為這樣的氣氛,吸引了一群未信的街坊弟兄姊妹來到裡面。
[00:14:22.000 --> 00:14:25.000]  曾經有二百五十人以上。
[00:14:25.000 --> 00:14:29.000]  而最奇妙的地方,我想告訴大家,
[00:14:29.000 --> 00:14:36.000]  有些未信耶穌的人,他真的需要拿著一杯咖啡才能夠參加聚會。
[00:14:36.000 --> 00:14:39.000]  所以你會發覺後面的吧檯店出現了。
[00:14:39.000 --> 00:14:42.000]  有一個時間,疫情之前,我很記得,
[00:14:42.000 --> 00:14:45.000]  有一些未信主的朋友,街坊,
[00:14:45.000 --> 00:14:50.000]  他們就是拿著一杯咖啡,坐在後面的吧檯店,全部坐在最後,
[00:14:50.000 --> 00:14:54.000]  去聽我們講道,和我們一起唱詩歌。
[00:14:54.000 --> 00:15:01.000]  弟兄姊妹,這些沙發,這些吧檯,這些咖啡,將人帶到神的面前,
[00:15:01.000 --> 00:15:04.000]  是不是很值得感恩?
[00:15:04.000 --> 00:15:08.000]  所以,在這裡的時候,上帝要的是什麼?
[00:15:08.000 --> 00:15:12.000]  我們要很清楚這個地方最重要的作用是什麼。
[00:15:12.000 --> 00:15:15.000]  但是,如果我們為了玩而玩,
[00:15:15.000 --> 00:15:18.000]  就是說,我們這裡製造了很多人氣,
[00:15:18.000 --> 00:15:22.000]  大家來到的時候,大家都很開心,
[00:15:22.000 --> 00:15:25.000]  不過,沒有了上帝。
[00:15:25.000 --> 00:15:28.000]  Sorry,不行。
[00:15:28.000 --> 00:15:32.000]  這裡必須要找到上帝。
[00:15:32.000 --> 00:15:35.000]  所以你會發覺,上帝在這裡的時候,他要什麼?
[00:15:35.000 --> 00:15:40.000]  就是在後面的時候,當他提醒門徒,他講了一句話,
[00:15:40.000 --> 00:15:45.000]  他要的不是你們這些兌換錢的心意,
[00:15:45.000 --> 00:15:48.000]  或者買了什麼。
[00:15:48.000 --> 00:15:52.000]  偷取上帝榮耀的意思就是,人以為我兌換了錢,
[00:15:52.000 --> 00:15:55.000]  買了這些甲子,就等同我愛上帝。
[00:15:55.000 --> 00:15:59.000]  我在教會做了一些事,發生了一些事,
[00:15:59.000 --> 00:16:02.000]  就等於我愛上帝。不是的。
[00:16:02.000 --> 00:16:05.000]  在二十五節的時候,他說,
[00:16:05.000 --> 00:16:08.000]  你們站著禱告的時候,若想起有人得罪你們,
[00:16:08.000 --> 00:16:11.000]  就要饒恕他,
[00:16:11.000 --> 00:16:15.000]  好叫你們在天上的府也,饒恕你們。
[00:16:15.000 --> 00:16:19.000]  他要的是你們行出上帝的愛,
[00:16:19.000 --> 00:16:23.000]  上帝有多愛你,你就要怎樣愛人,
[00:16:23.000 --> 00:16:28.000]  而不是只是回來教會參加聚會。
[00:16:28.000 --> 00:16:34.000]  這個才是這個殿裡面真正的需要。
[00:16:34.000 --> 00:16:37.000]  所以你會發覺這段經文,講到後面的時候,
[00:16:37.000 --> 00:16:41.000]  有一個桃花果樹的結果,你就會發覺很特別。
[00:16:41.000 --> 00:16:46.000]  你看到彼得對耶穌說,
[00:16:46.000 --> 00:16:50.000]  耶穌啊,你看到嗎?你就在那棵樹上枯萎了。
[00:16:50.000 --> 00:16:54.000]  其實這段話很難解釋,因為沒有任何情緒。
[00:16:54.000 --> 00:16:57.000]  但耶穌的回應就告訴你,
[00:16:57.000 --> 00:17:03.000]  其實彼得真正去讚譽的是什麼呢?
[00:17:03.000 --> 00:17:09.000]  是你的能力,耶穌你看你多厲害。
[00:17:09.000 --> 00:17:12.000]  你就在那棵樹上枯萎了,
[00:17:12.000 --> 00:17:16.000]  他很想得到這種能力,
[00:17:16.000 --> 00:17:21.000]  說風就風,說雨就雨,
[00:17:21.000 --> 00:17:24.000]  其實彼得出現了幾次,
[00:17:24.000 --> 00:17:29.000]  平靜風浪也是這樣,很多次,他很羨慕這種能力。
[00:17:29.000 --> 00:17:32.000]  但耶穌很有趣,他的回應是什麼呢?
[00:17:32.000 --> 00:17:34.000]  為什麼可以這麼肯定呢?
[00:17:34.000 --> 00:17:38.000]  他就告訴他們,其實你們所看的,你們很看沒能力,
[00:17:38.000 --> 00:17:42.000]  小兒科而已。
[00:17:42.000 --> 00:17:44.000]  所以今天大家的時間,一看這段經文,
[00:17:44.000 --> 00:17:47.000]  不是叫我們基督徒移山就移山,
[00:17:47.000 --> 00:17:49.000]  大家一起,是不是完了崇拜之後就出去,
[00:17:49.000 --> 00:17:54.000]  這間屋變成那間屋,不是的,他不是說這件事。
[00:17:54.000 --> 00:17:57.000]  他用了一個很誇張的比喻告訴你,
[00:17:57.000 --> 00:18:02.000]  如果你對上帝有一個真正的信服的話,
[00:18:02.000 --> 00:18:05.000]  你對有真正信心的話,
[00:18:05.000 --> 00:18:09.000]  這些很簡單,
[00:18:09.000 --> 00:18:12.000]  什麼叫信服?
[00:18:12.000 --> 00:18:18.000]  第一樣東西,是對上帝有100%完全的信心。
[00:18:18.000 --> 00:18:21.000]  你若心裡不疑惑,
[00:18:21.000 --> 00:18:24.000]  只信他所說的必成就,
[00:18:24.000 --> 00:18:27.000]  就必給他成就。
[00:18:27.000 --> 00:18:30.000]  所以我告訴你們,凡你們禱告祈求的,
[00:18:30.000 --> 00:18:35.000]  無論是什麼,只要信,就必得著。
[00:18:35.000 --> 00:18:39.000]  我們今天是因信稱義,
[00:18:39.000 --> 00:18:42.000]  我們是信這位上帝,弟兄姊妹,
[00:18:42.000 --> 00:18:50.000]  但是你對上帝的信心有多少?
[00:18:50.000 --> 00:18:55.000]  我們今天是不是真的完完全全相信上帝,
[00:18:55.000 --> 00:19:00.000]  無論在任何情況之下,你都掌權,
[00:19:00.000 --> 00:19:05.000]  任何情況之下你都看著,你都掌管。
[00:19:05.000 --> 00:19:08.000]  如果你真的對上帝有這份信心,
[00:19:08.000 --> 00:19:11.000]  我可以夠膽告訴大家,
[00:19:11.000 --> 00:19:16.000]  無論發生任何事,你都會很平安,
[00:19:16.000 --> 00:19:18.000]  你都會很平靜,
[00:19:18.000 --> 00:19:22.000]  你會處變不驚,你會處境不變,
[00:19:22.000 --> 00:19:28.000]  因為你有上帝,你完全相信上帝。
[00:19:28.000 --> 00:19:32.000]  耶穌在說的是這種信心,
[00:19:32.000 --> 00:19:36.000]  你相信上帝會移山助山就走,
[00:19:36.000 --> 00:19:41.000]  上帝會用祂的方法,而不是你的方法。
[00:19:41.000 --> 00:19:43.000]  我們今天能夠得到這個救恩,
[00:19:43.000 --> 00:19:46.000]  都是靠這份信心,弟兄姊妹。
[00:19:46.000 --> 00:19:50.000]  在座的有沒有人見過耶穌?
[00:19:50.000 --> 00:19:53.000]  沒有,包括我,我都沒有見過。
[00:19:53.000 --> 00:19:55.000]  為什麼今天我們可以這麼肯定?
[00:19:55.000 --> 00:19:57.000]  因為我相信,
[00:19:57.000 --> 00:20:00.000]  我經常和未信的朋友說到最後,
[00:20:00.000 --> 00:20:02.000]  我和你的唯一最大的分歧是什麼?
[00:20:02.000 --> 00:20:06.000]  我相信聖經和你不相信聖經。
[00:20:06.000 --> 00:20:08.000]  我相信聖經裡面所說的一切,
[00:20:08.000 --> 00:20:10.000]  你不相信聖經所說的一切,
[00:20:10.000 --> 00:20:13.000]  就是這麼簡單,
[00:20:13.000 --> 00:20:16.000]  就正因為我相信,
[00:20:16.000 --> 00:20:22.000]  所以我們的生命可以不一樣。
[00:20:22.000 --> 00:20:24.000]  所以為什麼昨晚我們團契的時候,
[00:20:24.000 --> 00:20:28.000]  我們說我們的生命需要調教,
[00:20:28.000 --> 00:20:31.000]  是因為我們的生命,
[00:20:31.000 --> 00:20:33.000]  就正因為有上帝的緣故,
[00:20:33.000 --> 00:20:35.000]  所有的事情都會不同。
[00:20:35.000 --> 00:20:38.000]  你今天做事的優先次序,
[00:20:38.000 --> 00:20:41.000]  你今天做人的目標,
[00:20:41.000 --> 00:20:44.000]  你今天所擁抱的東西,
[00:20:44.000 --> 00:20:46.000]  你今天所相信的東西,
[00:20:46.000 --> 00:20:49.000]  完全會完全不同。
[00:20:49.000 --> 00:20:52.000]  這個才是你真正生命裡面的能力,
[00:20:52.000 --> 00:20:56.000]  和你可以感動人的地方。
[00:20:56.000 --> 00:21:00.000]  往往我們最能夠幫助人的時候,
[00:21:00.000 --> 00:21:03.000]  是我們面對困難的時候,
[00:21:03.000 --> 00:21:05.000]  有沒有發覺?
[00:21:05.000 --> 00:21:08.000]  人們會很驚訝的,
[00:21:08.000 --> 00:21:12.000]  為什麼我們基督徒不同?
[00:21:12.000 --> 00:21:16.000]  為什麼我們基督徒會有這樣的信心勇氣?
[00:21:16.000 --> 00:21:19.000]  你就能夠去燃點身邊的人,
[00:21:19.000 --> 00:21:24.000]  因為他們在這個世界上找不到。
[00:21:24.000 --> 00:21:26.000]  儘管他很有才能,
[00:21:26.000 --> 00:21:29.000]  一個殖命他就會垮掉。
[00:21:29.000 --> 00:21:31.000]  儘管他很有錢,
[00:21:31.000 --> 00:21:35.000]  一個風暴他就可以什麼都沒有了。
[00:21:35.000 --> 00:21:38.000]  但是我們卻不是看這些,
[00:21:38.000 --> 00:21:41.000]  我們看的是上帝,
[00:21:41.000 --> 00:21:44.000]  所以一切都可以不一樣。
[00:21:44.000 --> 00:21:46.000]  第二樣東西什麼叫信服?
[00:21:46.000 --> 00:21:48.000]  是聽命。
[00:21:48.000 --> 00:21:50.000]  所以剛才我提過,
[00:21:50.000 --> 00:21:52.000]  上帝要大家的,
[00:21:52.000 --> 00:21:54.000]  是神怎樣愛你,
[00:21:54.000 --> 00:21:57.000]  你就怎樣愛人。
[00:21:57.000 --> 00:21:59.000]  神怎樣為你犧牲,
[00:21:59.000 --> 00:22:03.000]  你就怎樣為其他人去犧牲。
[00:22:03.000 --> 00:22:06.000]  又一樣,當你的價值觀改變,
[00:22:06.000 --> 00:22:09.000]  你自然就會改變。
[00:22:09.000 --> 00:22:12.000]  我們在奸瘤裡面經常都有一句話,
[00:22:12.000 --> 00:22:14.000]  就是苦瓜口頭禪,
[00:22:14.000 --> 00:22:18.000]  按時分量。
[00:22:18.000 --> 00:22:22.000]  奸瘤是一個這樣的地方,
[00:22:22.000 --> 00:22:26.000]  來到的人有沒有所需要的東西,
[00:22:26.000 --> 00:22:29.000]  他能夠有得吃?
[00:22:29.000 --> 00:22:32.000]  我們經常都不斷思考這個問題。
[00:22:32.000 --> 00:22:34.000]  所以很簡單的,
[00:22:34.000 --> 00:22:36.000]  邏輯很簡單的,
[00:22:36.000 --> 00:22:38.000]  為什麼會有咖啡機?
[00:22:38.000 --> 00:22:40.000]  因為要上課,
[00:22:40.000 --> 00:22:42.000]  上課之後會怎樣?
[00:22:42.000 --> 00:22:44.000]  會睏,
[00:22:44.000 --> 00:22:46.000]  睏需要咖啡,
[00:22:46.000 --> 00:22:48.000]  明白我的邏輯嗎?
[00:22:48.000 --> 00:22:50.000]  就是這麼簡單。
[00:22:50.000 --> 00:22:52.000]  大家在這裡的時間只叫你聊天,
[00:22:52.000 --> 00:22:54.000]  你不會聊,
[00:22:54.000 --> 00:22:56.000]  為什麼我們要有茶點?
[00:22:56.000 --> 00:22:58.000]  因為吃著東西來聊天。
[00:22:58.000 --> 00:23:00.000]  每一個在時間裡面都有需要的東西,
[00:23:00.000 --> 00:23:02.000]  我們就在適當的時間,
[00:23:02.000 --> 00:23:04.000]  我們就需要讓他們能夠找到。
[00:23:04.000 --> 00:23:06.000]  今天遇見你的人,
[00:23:06.000 --> 00:23:08.000]  能不能夠得到飽足呢?
[00:23:08.000 --> 00:23:10.000]  突然之間不會。
[00:23:10.000 --> 00:23:12.000]  來到奸瘤的人,
[00:23:12.000 --> 00:23:14.000]  能不能夠得到飽足呢?
[00:23:14.000 --> 00:23:18.000]  究竟教會和我們的生命裡面,
[00:23:18.000 --> 00:23:21.000]  會不會只是一些宗教上的兌換銀錢,
[00:23:21.000 --> 00:23:23.000]  和賣夾子的操作,
[00:23:23.000 --> 00:23:25.000]  只是讓人覺得,
[00:23:25.000 --> 00:23:28.000]  我已經做了什麼就很安心,
[00:23:28.000 --> 00:23:31.000]  甚至乎好像祭司和法利賽人那樣,
[00:23:31.000 --> 00:23:37.000]  去為著自己的利益而去謀損。
[00:23:37.000 --> 00:23:40.000]  第三,我們對上帝的信心如何?
[00:23:40.000 --> 00:23:43.000]  你是不是真的一點都不疑惑?
[00:23:43.000 --> 00:23:47.000]  我們有沒有去活出屬於上帝的生命?
[00:23:47.000 --> 00:23:51.000]  所以弟兄姊妹,我們很盼望,好嗎?
[00:23:51.000 --> 00:23:54.000]  初心,
[00:23:54.000 --> 00:23:58.000]  奸瘤最初在這裡,為什麼會開始崇拜?
[00:23:58.000 --> 00:24:01.000]  是因為有一群弟兄姊妹,
[00:24:01.000 --> 00:24:03.000]  見到這個地方,
[00:24:03.000 --> 00:24:06.000]  生命是需要崇拜。
[00:24:06.000 --> 00:24:09.000]  所以很多時候,今天我們一起和敬拜隊,
[00:24:09.000 --> 00:24:11.000]  我想敬拜隊也很認同一樣東西,
[00:24:11.000 --> 00:24:14.000]  我們很多時候,我們祈禱也說,
[00:24:14.000 --> 00:24:16.000]  我們今天不是表演,
