
[00:00:00.000 --> 00:00:09.000]  經文記載在《新約聖經》路加福音第十章第十七至第十七節
[00:05:02.000 --> 00:05:19.000]  大家想想,這是一個很壯觀的場景,七十個人,大家非常快樂地回到來,非常特別有趣的圖畫,七十人,好好蕩蕩,輕輕鬆鬆,開心心,很得意地回到海船回歸的景象。
[00:05:19.000 --> 00:05:38.000]  究竟這七十人是做什麼的呢?做什麼事令他們這麼快樂呢?我們試試從他們的道大,看回這篇經文的第一到第九節,我們一起讀一讀,打開聖經,十章一到第九節的經文,十章一到第九節,我們一起讀一讀,一二三。
[00:05:38.000 --> 00:06:07.000]  (聖經)
[00:06:07.000 --> 00:06:17.000]  (聖經)
[00:06:17.000 --> 00:06:27.000]  (聖經)
[00:06:27.000 --> 00:06:47.000]  (聖經)
[00:06:47.000 --> 00:07:00.000]  (聖經)
[00:07:00.000 --> 00:07:15.000]  (聖經)
[00:07:15.000 --> 00:07:29.000]  (聖經)
[00:07:29.000 --> 00:07:49.000]  (聖經)
[00:07:49.000 --> 00:08:07.000]  (聖經)
[00:08:07.000 --> 00:08:19.000]  如果我們明白這個傳福音的任務,再看回這群門徒快樂的原因,你會發覺有些奇怪在當中。
[00:08:19.000 --> 00:08:27.000]  這群人因什麼事情而快樂呢?他們說:主啊,因祢的名,就連鬼也服了我們。
[00:08:27.000 --> 00:08:39.000]  你會發覺當中有些奇怪的邏輯,耶穌明明是差派他們傳福音,他們快樂是因為鬼服了他們。
[00:08:39.000 --> 00:08:51.000]  他們快樂不是因為福音裡面的過程,或者跟福音有相關的事情而快樂,他們似乎是搞錯了整個快樂的因由和邏輯。
[00:08:51.000 --> 00:09:03.000]  我記得我女兒在一歲多的時候,我們夫妻倆第一次帶她去迪士尼玩,她還不夠年輕,還不夠適合走路的階段,
[00:09:03.000 --> 00:09:13.000]  因為她是免費的,所以就帶她去玩,帶她去玩很多事情,坐火車,和老鼠拍照,勉強玩到小紅圍來,
[00:09:13.000 --> 00:09:23.000]  她也害怕,她也哭了出來,她是嬰兒,所以她也不太懂得玩,也不知道是什麼,看著花旗也不知道是什麼,
[00:09:23.000 --> 00:09:31.000]  也沒有什麼感覺,就坐著看著花旗走來走去。後來她最開心是什麼時候呢?
[00:09:31.000 --> 00:09:43.000]  最開心是我們中場休息的時間,我們就坐在椅子上,我們在樓梯旁邊,她就在那裡玩樓梯,走樓梯走回來,一級一級地走。
[00:09:43.000 --> 00:09:54.000]  看著她很開心的時候,就想,真是浪費錢,總之就不用帶那麼遠,就在家裡玩就算了,不用去那麼遠玩樓梯。
[00:09:54.000 --> 00:10:07.000]  這幫七十個人是完全將快樂放在一個不同的位置裡面,他們快樂的原因是很奇怪的原因,耶穌參他們去傳福音,
[00:10:07.000 --> 00:10:20.000]  去傳人天國的道,他們回來開心,竟然是為了鬼服了他們,因此對於門徒的快樂,耶穌是反對他們快樂的理由。
[00:10:20.000 --> 00:10:33.000]  十八節,主說:「我曾看見撒旦從天上墜落,將閃現一樣,我已經給你們權柄可以踐踏蛇和蠍子,
[00:10:33.000 --> 00:10:44.000]  又勝過仇敵一切的能力,斷沒有能怎麼能害你們,然而不要因鬼服了你們就歡喜,要因你們的名記錄在天上而歡喜。」
[00:10:44.000 --> 00:10:53.000]  對於這七十個快快樂樂回來的門徒,耶穌直接反對他們快樂的理由,耶穌說:
[00:10:53.000 --> 00:11:07.000]  「以前更加厲害的畫面我都看過了,以前撒旦從天上墜落我都看過,不過這些不是重點,這些不是大家應該快樂的理由,
[00:11:07.000 --> 00:11:14.000]  耶穌說不要因為鬼服了你們而歡喜,要因你們的名記錄在天上而歡喜。」
[00:11:14.000 --> 00:11:22.000]  耶穌非但反對他們快樂的理由,更加直接要求,強硬要你們應該這樣而快樂,
[00:11:22.000 --> 00:11:30.000]  你們要因為你們的名字記錄在天上而快樂,
[00:11:30.000 --> 00:11:40.000]  什麼叫做因為你們的名字記錄在天上而快樂?就是說你們應該為了你們自己在天國有份而去歡喜快樂。
[00:11:40.000 --> 00:11:49.000]  剛才你們不是被差遣去傳人天國的信息嗎?你們不是要跟人說天國近了嗎?
[00:11:49.000 --> 00:12:02.000]  耶穌說:「對於這次傳福音的任務,最令你們快樂的不應該是鬼服了你們,甚至乎我強調,都不是整個傳福音的結果。」
[00:12:02.000 --> 00:12:13.000]  傳福音是否成功,傳福音是否有人聽,又見到有人悔改,有人會接待你也好,這都不是你們應該快樂的原因。
[00:12:13.000 --> 00:12:26.000]  甚至發現聖經根本沒有記載過這七十個人報道的過程,那個過程,那個果效,那個結果是完全沒有被記載出來的。
[00:12:26.000 --> 00:12:36.000]  聖經直接就避開了這一部分,七十個人就被差遣回來,回來,中間完全沒有被記載的,那個過程。
[00:12:36.000 --> 00:12:43.000]  聖經似乎不太關心傳福音的過程的成敗、得失,也就是結果。
[00:12:43.000 --> 00:12:57.000]  聖經也說:「整個傳福音最快樂的理由,最政治正確的理由,甚至乎要求他們快樂的理由,就是你們聽聞這個福音就是你們快樂的理由。」
[00:12:57.000 --> 00:13:02.000]  你們在天國裏面有份就是這個快樂的理由,就是這麼簡單。
[00:13:02.000 --> 00:13:11.000]  如果大家不信的話,可以看回看看第21到22節,文中說了耶穌自己快樂的原因,可以去讀。
[00:13:11.000 --> 00:13:13.000]  21到22節聖經文,1,2,3。
[00:13:13.000 --> 00:13:41.000]  (聖經)
[00:13:41.000 --> 00:13:47.000]  (聖經)
[00:13:47.000 --> 00:14:12.000]  (聖經)
[00:14:12.000 --> 00:14:35.000]  (聖經)
[00:14:35.000 --> 00:14:56.000]  (聖經)
[00:14:56.000 --> 00:15:22.000]  (聖經)
[00:15:22.000 --> 00:15:40.000]  (聖經)
[00:15:40.000 --> 00:15:43.000]  不知道大家聽不聽得懂我這句話的意思是什麼。
[00:15:43.000 --> 00:15:49.000]  傳福音是快樂的,因為福音本身就是快樂的。
[00:15:49.000 --> 00:16:00.000]  耶穌反對一切其他傳福音快樂的理由,不是因為鬼服了你而歡喜,而是因為你的名記錄在天上而歡喜。
[00:16:00.000 --> 00:16:15.000]  甚至耶穌強調傳福音本身就是高興的,我們的快樂不是因為傳福音是否成功,是否有人接納,是否有權柄,這些都是旁支的東西。
[00:16:15.000 --> 00:16:25.000]  傳福音者能夠傳到,能夠聽聞福音,就是傳福音者最快樂的理由。
[00:16:25.000 --> 00:16:35.000]  因此快快樂樂傳福音,這個快快樂樂傳福音的理據,就是福音的本身。
[00:16:35.000 --> 00:16:48.000]  傳福音的快樂不是在過程中經歷到什麼奇幻的神蹟,有沒有果效,多少人悔改,這些聖經似乎是跳過了,沒有詳細的記載。
[00:16:48.000 --> 00:16:55.000]  傳福音快樂的結束不是在最後的結果,也不是在過程中,而是在開始。
[00:16:55.000 --> 00:17:02.000]  當你聽聞到福音,這就已經成為傳福音快樂的理由。
[00:17:02.000 --> 00:17:06.000]  這句經文對你有很大的反省。
[00:17:06.000 --> 00:17:10.000]  今天你是怎樣看待傳福音的?
[00:17:10.000 --> 00:17:15.000]  傳福音對你來說是否一件快樂的事情?
[00:17:15.000 --> 00:17:22.000]  因為今天對於很多基督徒,對於教會來說,傳福音是一個壓力。
[00:17:22.000 --> 00:17:30.000]  有一點點是要去做,但是又好像很辛苦,又好像有些壓力的一件事情。
[00:17:30.000 --> 00:17:38.000]  大家想想,如果現在有人在你面前,你要跟他傳福音的話,你要說了,那第一件事你想到什麼?
[00:17:38.000 --> 00:17:44.000]  有什麼second thought? 想到什麼想法?
[00:17:44.000 --> 00:17:48.000]  我怎樣跟他說好? 我怎樣開口說?
[00:17:48.000 --> 00:17:52.000]  他會不會拒絕我? 他會不會不相信?
[00:17:52.000 --> 00:17:56.000]  不相信之後會不會覺得我好像很冒犯他?
[00:17:56.000 --> 00:18:00.000]  等於當你這樣想的話,你就已經不是傳了福音了。
[00:18:00.000 --> 00:18:06.000]  當你說一句福音,人家想著反駁你三句,想著怎樣反駁他,那已經是傳了福音了。
[00:18:06.000 --> 00:18:14.000]  想了這麼多,每次都罩著罩著,可能他會這樣想,這樣就傳不了福音了。
[00:18:14.000 --> 00:18:19.000]  我昨天見到好幾位擅長傳福音的同學,
[00:18:19.000 --> 00:18:25.000]  我連累發現,這班人,這班擅長傳福音的人,都有一個共同之處,
[00:18:25.000 --> 00:18:30.000]  就是他們都是一班非常喜歡福音的人,
[00:18:30.000 --> 00:18:34.000]  他們很擅長傳福音,他們都必然是一個很熱愛傳福音的人,
[00:18:34.000 --> 00:18:40.000]  基本上他們的樣子,是很福音的樣子,不知道有沒有見過福音的樣子,
[00:18:40.000 --> 00:18:45.000]  他們本身就是很開心,然後又去講很多福音的東西,
[00:18:45.000 --> 00:18:51.000]  整個發力都在質問面上,就這樣說吧。
[00:18:51.000 --> 00:18:56.000]  你問他怎樣可以打開畫鴿子,他說不用的,直接說吧。
[00:18:56.000 --> 00:19:00.000]  他沒有想這麼多,不會想著別人反駁你,別人不相信,
[00:19:00.000 --> 00:19:04.000]  別人不會覺得是這樣看,他們不會這樣想的,
[00:19:04.000 --> 00:19:09.000]  他們不會想很多,就直接說吧。
[00:19:09.000 --> 00:19:15.000]  主要是他們的興趣,他們很開心,就這樣說,就這樣講給別人聽。
[00:19:15.000 --> 00:19:20.000]  我們傳福音的快樂,正正就是我們福音的快樂。
[00:19:20.000 --> 00:19:26.000]  我們今天經常都有一個很錯的字,叫作見證。
[00:19:26.000 --> 00:19:30.000]  什麼叫作見證?好像在作出來一樣,作見證,作見證,作見證,
[00:19:30.000 --> 00:19:37.000]  是一個很矛盾的字眼。福音的見證本來就是我們的生命,
[00:19:37.000 --> 00:19:44.000]  所謂福音,Evangelion,好消息,就是我們生命本身就是好消息。
[00:19:44.000 --> 00:19:51.000]  你起床,你照著自己的鏡子,看著自己的樣子,像不像一個好消息?
[00:19:51.000 --> 00:19:56.000]  如果你覺得樣子是不好消息的話,其實很難傳給別人聽。
[00:19:56.000 --> 00:20:03.000]  所以,明明自己沒有好消息,要強行逼出來,強行要他作出來的話,
[00:20:03.000 --> 00:20:10.000]  這樣就很大壓力,這樣就是作見證,強行要他逼出來。
[00:20:10.000 --> 00:20:16.000]  大家有沒有看最近的新聞,就是無線電視最近有上訴,
[00:20:16.000 --> 00:20:22.000]  2015年在萬千星輝頒獎典禮裏面突然間有一個很經典的,
[00:20:22.000 --> 00:20:29.000]  就是一群藝人穿得很華麗,在那裏吃雞,全場一分十秒,
[00:20:29.000 --> 00:20:37.000]  拍著這群藝人在那裏吃雞,說吃好東西,就被人投訴,被人罰款,罰了15萬元。
[00:20:37.000 --> 00:20:44.000]  罰款的理由是這個環節實在是太牽強,干擾觀賞的趣味,
[00:20:44.000 --> 00:20:49.000]  太過干擾觀賞趣味。
[00:20:49.000 --> 00:20:55.000]  後來無線上訴,嘗試複合這個案件,
[00:20:55.000 --> 00:20:58.000]  以下就是無線很驚人的回覆,
[00:20:58.000 --> 00:21:04.000]  他說無線是有權製作低品味節目,
[00:21:04.000 --> 00:21:13.000]  我是有權這樣做的,並且加插廣告是無可非之情理的。
[00:21:13.000 --> 00:21:18.000]  然後法官質疑,你這樣去出廣告法,
[00:21:18.000 --> 00:21:23.000]  是會逼觀眾收看宣傳,令觀眾沒有選擇。
[00:21:23.000 --> 00:21:29.000]  然後無線說,觀眾大可以不看,關電視吧,你不就這樣,這樣說也行。
[00:21:29.000 --> 00:21:35.000]  我想最問題的地方,其實重點不是在廣告那裏,
[00:21:35.000 --> 00:21:38.000]  也不是在吃雞那裏。
[00:21:38.000 --> 00:21:43.000]  電視有廣告很自然,大家習慣了廣告,
[00:21:43.000 --> 00:21:48.000]  吃雞也不是很尷尬,吃雞有多難看呢?
[00:21:48.000 --> 00:21:54.000]  最令人覺得接受不到,最低俗的地方是甚麼?
[00:21:54.000 --> 00:22:01.000]  不是這些廣告,也不是當眾吃雞,而是那個表裡不一致。
[00:22:01.000 --> 00:22:09.000]  明明沒有這些東西,而要強行製作這些東西,這是很低級的取締。
[00:22:09.000 --> 00:22:15.000]  這是一件令人難以接受,很受不了的事情。
[00:22:15.000 --> 00:22:22.000]  我們今天基督徒的見證,是否都是這樣?
[00:22:22.000 --> 00:22:29.000]  我們教會傳福音,是否就像無線電視台,台慶吃雞那樣,
[00:22:29.000 --> 00:22:34.000]  強行製作這些東西,明明裏面不是這樣,
[00:22:34.000 --> 00:22:39.000]  但要強行堆砌出來,強行製作出來。
[00:22:39.000 --> 00:22:47.000]  這種裡外不一,正正就是問題所在。
[00:22:47.000 --> 00:22:51.000]  生命本身就是我們福音快樂的原因,
[00:22:51.000 --> 00:22:57.000]  強行很開心,強行要傳福音,正正就是今天的問題所在。
[00:22:57.000 --> 00:23:07.000]  順帶要求我們用我們的生命,真正快樂地去傳福音。
[00:23:07.000 --> 00:23:14.000]  最後,想和大家分享一個我個人很尷尬的見證。
[00:23:14.000 --> 00:23:20.000]  這幾年間,我都會被教會邀請去講道,
[00:23:20.000 --> 00:23:23.000]  也有不少是報道會的講道來的。
[00:23:23.000 --> 00:23:27.000]  我試過有一段時間是非常之失落的,
[00:23:27.000 --> 00:23:30.000]  因為我試過有一次是連續半年裏面,
[00:23:30.000 --> 00:23:35.000]  有六七次報道會,我都是吃白果的,
[00:23:35.000 --> 00:23:39.000]  沒有人舉手別致,呼叫,下面沒有人舉手,
[00:23:39.000 --> 00:23:40.000]  然後下台。
[00:23:40.000 --> 00:23:43.000]  明知與我無關,知道這是神聖的工作,
[00:23:43.000 --> 00:23:46.000]  與我無關,我知道,但都很難受的。
[00:23:46.000 --> 00:23:50.000]  半年七次都是這樣,不斷呼叫,沒有人舉手。
[00:23:50.000 --> 00:23:54.000]  後來我太太就和我說,你還是算了吧,
[00:23:54.000 --> 00:23:59.000]  你都不是這些材料來的,算了,你還是不要做這個了,
[00:23:59.000 --> 00:24:02.000]  你都不要去教會了。
[00:24:02.000 --> 00:24:05.000]  我都說算了,這次可以再一次,
[00:24:05.000 --> 00:24:06.000]  如果這次都沒有人決志的話,
[00:24:06.000 --> 00:24:10.000]  我真的從此之後不接報道會講了。
[00:24:10.000 --> 00:24:13.000]  我就照樣去有一次,增加難度,
[00:24:13.000 --> 00:24:15.000]  亦都再一次,都搏一搏,
[00:24:15.000 --> 00:24:19.000]  不要叫人舉手,叫人走出來,增加難度,
[00:24:19.000 --> 00:24:23.000]  沒有那麼好,就照樣講。
[00:24:23.000 --> 00:24:25.000]  講完呼叫,以為都沒有人,
[00:24:25.000 --> 00:24:27.000]  那好吧,以後都不用講了。
[00:24:27.000 --> 00:24:29.000]  突然間有個婆婆走出來,
[00:24:29.000 --> 00:24:32.000]  有一個走出來,都很幽默,
[00:24:32.000 --> 00:24:35.000]  都要你不要再要你講,
[00:24:35.000 --> 00:24:38.000]  有一個走出來。
[00:24:38.000 --> 00:24:41.000]  後來我就回去反省整件報道的事情,
[00:24:41.000 --> 00:24:44.000]  雖然都有人責,其實都幾好,不是差的,
[00:24:44.000 --> 00:24:46.000]  不過就是沒有人舉手。
[00:24:46.000 --> 00:24:47.000]  都有很多原因,
[00:24:47.000 --> 00:24:49.000]  可能監教會只有三個身分有,
[00:24:49.000 --> 00:24:51.000]  或者很多不同的原因令到沒有。
[00:24:51.000 --> 00:24:53.000]  但我就重新去反省,
[00:24:53.000 --> 00:24:57.000]  究竟傳福音報道會是最重要哪一步。
[00:24:57.000 --> 00:24:59.000]  後來我就重新去思考過,
[00:24:59.000 --> 00:25:03.000]  我們講報道最重要的東西是什麼。
[00:25:03.000 --> 00:25:08.000]  最重要的就不是我那篇報道有多刁鑽,
[00:25:08.000 --> 00:25:11.000]  不是我這句說話有多的確定性,
[00:25:11.000 --> 00:25:12.000]  有多的說服力,
[00:25:12.000 --> 00:25:14.000]  怎樣去爭論很多事情。
[00:25:14.000 --> 00:25:19.000]  都不是任何的結構,講章的技巧那些。
[00:25:19.000 --> 00:25:22.000]  講報道會最重要的我發覺,
[00:25:22.000 --> 00:25:24.000]  是我是不是很想跟別人講,
[00:25:24.000 --> 00:25:26.000]  我不是很急著,迫著,
[00:25:26.000 --> 00:25:27.000]  不跟別人講,
[00:25:27.000 --> 00:25:31.000]  不可以講的那個心情,那份passion。
[00:25:31.000 --> 00:25:32.000]  後來我就改變,
[00:25:32.000 --> 00:25:35.000]  重點不是放一個講章,
[00:25:35.000 --> 00:25:36.000]  可能我有講真講章,
[00:25:36.000 --> 00:25:37.000]  但我就不是講這裡。
[00:25:37.000 --> 00:25:41.000]  而是我坐巴士去到那個教會裡面,
[00:25:41.000 --> 00:25:44.000]  我已經是很想講,忍不住,
[00:25:44.000 --> 00:25:47.000]  快點講,快點講,快點講,那個心情。
[00:25:47.000 --> 00:25:52.000]  我嘗試給自己很想跟別人講福音的信息,
[00:25:52.000 --> 00:25:53.000]  我就要告訴自己,
[00:25:53.000 --> 00:25:55.000]  要救主,這樣的態度。
[00:25:55.000 --> 00:25:56.000]  不過有一次,
[00:25:56.000 --> 00:26:00.000]  就是重新去改變我的講道的想法,
[00:26:00.000 --> 00:26:02.000]  重新去將重點放在,
[00:26:02.000 --> 00:26:03.000]  我是不是真的很想跟別人講,
[00:26:03.000 --> 00:26:04.000]  是不是不講不行,
[00:26:04.000 --> 00:26:06.000]  是不是都要等著,
[00:26:06.000 --> 00:26:07.000]  那我快點來,
[00:26:07.000 --> 00:26:10.000]  就快點跟別人講,這樣的態度。
[00:26:10.000 --> 00:26:12.000]  上帝那次就很鼓勵我,
[00:26:12.000 --> 00:26:14.000]  當我懷著這樣的態度的時候,
[00:26:14.000 --> 00:26:16.000]  竟然有八個人舉手決戰,
[00:26:16.000 --> 00:26:17.000]  反正這個不關我的事,
[00:26:17.000 --> 00:26:19.000]  但這個是上帝很大的鼓勵,
[00:26:19.000 --> 00:26:20.000]  就是我好像是,
[00:26:20.000 --> 00:26:22.000]  這樣想就適合你,
[00:26:22.000 --> 00:26:25.000]  就是懷著一個快樂的心情,
[00:26:25.000 --> 00:26:27.000]  很興奮的心情跟別人講,
[00:26:27.000 --> 00:26:29.000]  耶穌都是我們的救主,
[00:26:29.000 --> 00:26:32.000]  這樣是一個正確的態度。
[00:26:32.000 --> 00:26:33.000]  所以弟兄姊妹,
[00:26:33.000 --> 00:26:34.000]  大家都是一樣,
[00:26:34.000 --> 00:26:39.000]  傳福音不難的,
[00:26:39.000 --> 00:26:42.000]  你真的去感受到這份福音的快樂,
[00:26:42.000 --> 00:26:44.000]  直接這樣簡單講,
[00:26:44.000 --> 00:26:45.000]  直接講,
[00:26:45.000 --> 00:26:47.000]  就這樣講,
[00:26:47.000 --> 00:26:50.000]  你不要理他怎樣去想,
[00:26:50.000 --> 00:26:52.000]  因為你很快樂的,
[00:26:52.000 --> 00:26:54.000]  你這樣去講出來,
[00:26:54.000 --> 00:26:57.000]  這個就是我們傳福音快樂的理由,
[00:26:57.000 --> 00:27:00.000]  我們一起去這樣做,
[00:27:00.000 --> 00:27:03.000]  懷著一個簡單直接這樣的心,
[00:27:03.000 --> 00:27:05.000]  去將福音傳下去,
[00:27:05.000 --> 00:27:09.000]  我們祈禱,
[00:27:09.000 --> 00:27:10.000]  向你感謝,
[00:27:10.000 --> 00:27:12.000]  因為你給我們一個歡天喜地的福音,
[00:27:12.000 --> 00:27:15.000]  讓我們真的可以享受福音的美好,
[00:27:15.000 --> 00:27:20.000]  更加讓我們將福音的快樂跟別人講,
[00:27:20.000 --> 00:27:23.000]  幫助我們不要太多的顧忌,
[00:27:23.000 --> 00:27:25.000]  不要太多的考慮,
[00:27:25.000 --> 00:27:29.000]  讓我們真的將最簡單的生命的福音,
[00:27:29.000 --> 00:27:32.000]  我們自己的福音的訊息跟別人講,
[00:27:32.000 --> 00:27:35.000]  求主你這樣去挑釁我們感孫家傳福音的心智,
[00:27:35.000 --> 00:27:38.000]  讓我們不是成為一種壓力,
[00:27:38.000 --> 00:27:41.000]  更加成為我們一種快樂的享受,
[00:27:41.000 --> 00:27:43.000]  讓我們能夠享受福音的美好,
[00:27:43.000 --> 00:27:46.000]  更加跟別人去享受福音的美好,
[00:27:46.000 --> 00:27:47.000]  感謝您一點,
[00:27:47.000 --> 00:27:48.000]  奉基督耶穌五次祈求,
[00:27:48.000 --> 00:27:49.000]  阿們。
[00:27:49.000 --> 00:27:50.000]  拜拜!

