
[00:00:00.000 --> 00:00:03.500]  繼續他們的學業
[00:07:37.500 --> 00:07:42.500]  每一個人家在他的門口
[00:07:42.500 --> 00:07:46.500]  都會擺放幾個水缸
[00:07:46.500 --> 00:07:50.500]  這幾個水缸是用來給客人
[00:07:50.500 --> 00:07:53.500]  或者有時候是家人
[00:07:53.500 --> 00:07:55.500]  當他們進入室內的時候
[00:07:55.500 --> 00:08:01.500]  就是先在門外洗乾淨腳上的沙塵
[00:08:01.500 --> 00:08:06.500]  如果是貴族的家庭
[00:08:06.500 --> 00:08:08.500]  當然是有勞瀑
[00:08:08.500 --> 00:08:10.500]  有勞瀑的家庭
[00:08:10.500 --> 00:08:12.500]  這個洗腳的工作
[00:08:12.500 --> 00:08:17.500]  就交由他們家裡的勞瀑來做
[00:08:17.500 --> 00:08:20.500]  也表示著為這些客人洗腳
[00:08:20.500 --> 00:08:24.500]  也是一種歡迎客人的方式
[00:08:24.500 --> 00:08:31.500]  當主耶穌在這個魚節的筵席中間站起來
[00:08:31.500 --> 00:08:33.500]  束腰
[00:08:33.500 --> 00:08:36.500]  拿起一盆水
[00:08:36.500 --> 00:08:40.500]  為門徒洗腳
[00:08:40.500 --> 00:08:47.500]  不單只是一個他們很慣常發生的事情
[00:08:47.500 --> 00:08:50.500]  這件事情正正就是主耶穌
[00:08:50.500 --> 00:08:54.500]  要用這件事去成為他們的教導
[00:08:54.500 --> 00:09:00.500]  當彼得見到主耶穌這樣的行動的時候
[00:09:00.500 --> 00:09:03.500]  彼得說:「主啊,你幫我洗腳」
[00:09:03.500 --> 00:09:08.500]  彼得當時帶著驚訝的發問
[00:09:08.500 --> 00:09:10.500]  不單驚訝
[00:09:10.500 --> 00:09:14.500]  我相信彼得見到主的行動的時候
[00:09:14.500 --> 00:09:17.500]  也覺得自己是不配
[00:09:17.500 --> 00:09:21.500]  我的主竟然為我來洗腳
[00:09:21.500 --> 00:09:27.500]  就是說以往這樣的行動是沒有發生過的
[00:09:27.500 --> 00:09:29.500]  為什麼沒有發生過呢?
[00:09:29.500 --> 00:09:35.500]  因為當時拉比與門徒的關係
[00:09:35.500 --> 00:09:37.500]  拉比也是一位老師
[00:09:37.500 --> 00:09:39.500]  是一位受尊重的老師
[00:09:39.500 --> 00:09:45.500]  這些門徒很習慣地為老師代勞
[00:09:45.500 --> 00:09:49.500]  包括為他做一些很個人的事情
[00:09:49.500 --> 00:09:55.500]  但是唯獨是不會幫拉比洗腳
[00:09:55.500 --> 00:10:03.500]  因為洗腳這件事在他們看來是一件很低賤的事情
[00:10:03.500 --> 00:10:05.500]  因此誰來做呢?
[00:10:05.500 --> 00:10:07.500]  就是勞瀑去做
[00:10:07.500 --> 00:10:10.500]  甚至乎在這些猶太人的家裡
[00:10:10.500 --> 00:10:15.500]  去做這件事的勞瀑不是猶太人
[00:10:15.500 --> 00:10:18.500]  是一些非猶太人
[00:10:18.500 --> 00:10:20.500]  在他們看來
[00:10:20.500 --> 00:10:25.500]  他們作為勞瀑甚至非猶太人
[00:10:25.500 --> 00:10:28.500]  身份是很低微的
[00:10:28.500 --> 00:10:36.500]  因此唯有這些勞瀑才會在家主的地方
[00:10:36.500 --> 00:10:39.500]  為客人來洗腳
[00:10:39.500 --> 00:10:48.500]  所以無論彼得見到他的夫子耶穌為他洗腳
[00:10:48.500 --> 00:10:49.500]  是不可能的事
[00:10:49.500 --> 00:10:56.500]  甚至乎門徒都沒有曾經為耶穌他們的夫子洗腳
[00:10:56.500 --> 00:11:01.500]  但是耶穌這個舉動令他們很驚訝
[00:11:01.500 --> 00:11:05.500]  耶穌回答他們
[00:11:05.500 --> 00:11:10.500]  告訴他們當中很重要的意義
[00:11:10.500 --> 00:11:12.500]  耶穌說我是你們的主
[00:11:12.500 --> 00:11:14.500]  你們的老師
[00:11:14.500 --> 00:11:18.500]  我尚且替你們洗腳
[00:11:18.500 --> 00:11:23.500]  你們也應該彼此洗腳
[00:11:23.500 --> 00:11:28.500]  耶穌在這群門徒當中
[00:11:28.500 --> 00:11:34.500]  祂所做的這件事是一個榜樣
[00:11:34.500 --> 00:11:38.500]  這個行動是叫他們來跟從的
[00:11:38.500 --> 00:11:41.500]  是不是單單一個行動呢?
[00:11:41.500 --> 00:11:48.500]  當我們再看第十三章第一節的時候
[00:11:48.500 --> 00:11:52.500]  不單止耶穌知道自己在世的時間
[00:11:52.500 --> 00:11:58.500]  耶穌在這裡更加有一種心意
[00:11:58.500 --> 00:12:06.500]  「他一向愛世間屬自己的人,就愛他們到底。」
[00:12:06.500 --> 00:12:11.500]  這裏作者記載耶穌的心意
[00:12:11.500 --> 00:12:17.500]  耶穌是愛屬祂的門徒
[00:12:17.500 --> 00:12:23.500]  愛這一群付賜給祂的門徒
[00:12:23.500 --> 00:12:27.500]  耶穌在這個舉動當中
[00:12:27.500 --> 00:12:31.500]  不單止祂要教導他們
[00:12:31.500 --> 00:12:34.500]  不要再去爭論
[00:12:34.500 --> 00:12:37.500]  不是誰大誰小
[00:12:37.500 --> 00:12:39.500]  耶穌教導他們
[00:12:39.500 --> 00:12:41.500]  誰願意做大的
[00:12:41.500 --> 00:12:43.500]  就要做服事的那個
[00:12:43.500 --> 00:12:47.500]  耶穌這個舉動更加去表達
[00:12:47.500 --> 00:12:50.500]  祂對門徒的那種愛
[00:12:50.500 --> 00:13:03.500]  這種行動帶著不單止很卑賤、很卑微
[00:13:03.500 --> 00:13:09.500]  當我們想像在戶外來到門口
[00:13:09.500 --> 00:13:12.500]  他們的腳
[00:13:12.500 --> 00:13:17.500]  如果今天我們學習彼此洗腳
[00:13:17.500 --> 00:13:23.500]  我相信某程度上我們都很乾淨
[00:13:23.500 --> 00:13:25.500]  走進來都很乾淨
[00:13:25.500 --> 00:13:32.500]  因為我們走的地方和他們走的滿塵土地有別
[00:13:32.500 --> 00:13:35.500]  我們穿的鞋子都和他們不同
[00:13:35.500 --> 00:13:43.500]  他們都是穿著類似草鞋、涼鞋的鞋子
[00:13:43.500 --> 00:13:47.500]  他們的腳都會沾染很多的塵土
[00:13:47.500 --> 00:13:51.500]  當你願意去洗腳
[00:13:51.500 --> 00:13:54.500]  真的很骯髒
[00:13:54.500 --> 00:13:58.500]  以至彼得都不敢
[00:13:58.500 --> 00:14:01.500]  不配被夫子來洗腳
[00:14:01.500 --> 00:14:06.500]  同樣地,我們都知道自己的腳很骯髒
[00:14:06.500 --> 00:14:09.500]  但耶穌就是帶著那份愛
[00:14:09.500 --> 00:14:13.500]  當我們願意去洗腳
[00:14:13.500 --> 00:14:15.500]  願意為人去洗腳的時候
[00:14:15.500 --> 00:14:18.500]  同樣地,可能都有關係
[00:14:18.500 --> 00:14:20.500]  同樣地,帶著愛的
[00:14:20.500 --> 00:14:21.500]  你都會願意去做
[00:14:21.500 --> 00:14:24.500]  正如每一個作父母的
[00:14:24.500 --> 00:14:29.500]  你曾經都照顧你幼小的孩子
[00:14:29.500 --> 00:14:31.500]  甚至是嬰兒
[00:14:31.500 --> 00:14:36.500]  你想起你親手去照顧你的孩子的時候是怎樣的?
[00:14:36.500 --> 00:14:41.500]  嬰兒的時候,有很多玩耀片
[00:14:41.500 --> 00:14:45.500]  有時甚至是小沈溫
[00:14:45.500 --> 00:14:50.500]  有時都會弄髒很多很亂的事情
[00:14:50.500 --> 00:14:55.500]  但你都會計較很骯髒嗎?
[00:14:55.500 --> 00:14:56.500]  不會
[00:14:56.500 --> 00:15:01.500]  因為你都是帶著那份愛去做
[00:15:01.500 --> 00:15:08.500]  主耶穌帶著那份愛為門徒洗腳
[00:15:08.500 --> 00:15:12.500]  然後去到第十三章
[00:15:12.500 --> 00:15:16.500]  我們剛才看過的三十四、三十五節
[00:15:16.500 --> 00:15:21.500]  耶穌在這裡說:我賜給你們一條新命令
[00:15:21.500 --> 00:15:26.500]  這條命令是:彼此相愛
[00:15:26.500 --> 00:15:33.500]  在這兩節聖經裡,三次用了彼此相愛
[00:15:33.500 --> 00:15:38.500]  耶穌再一次在十五章十二節
[00:15:38.500 --> 00:15:40.500]  同樣提醒他們
[00:15:40.500 --> 00:15:42.500]  你們要彼此相愛
[00:15:42.500 --> 00:15:44.500]  像我愛你們一樣
[00:15:44.500 --> 00:15:47.500]  這是我的命令
[00:15:47.500 --> 00:15:52.500]  不單止是耶穌做一個榜樣
[00:15:52.500 --> 00:15:57.500]  叫他們去體會忠賢多麼不可愛
[00:15:57.500 --> 00:15:59.500]  這群門徒可愛嗎?
[00:15:59.500 --> 00:16:03.500]  在耶穌心目中都是可愛的
[00:16:03.500 --> 00:16:08.500]  不過那種可愛並不代表他們很好
[00:16:08.500 --> 00:16:12.500]  這群門徒當中,耶穌為他們洗腳
[00:16:12.500 --> 00:16:17.500]  彼得,耶穌預言之後
[00:16:17.500 --> 00:16:20.500]  他會三次不認主
[00:16:20.500 --> 00:16:25.500]  這是耶穌知道彼得的怨言
[00:16:25.500 --> 00:16:28.500]  在這群門徒當中
[00:16:28.500 --> 00:16:33.500]  還有之後會出賣耶穌的猶大
[00:16:33.500 --> 00:16:35.500]  耶穌已經知道
[00:16:35.500 --> 00:16:41.500]  但是耶穌洗腳的對象包括猶大
[00:16:41.500 --> 00:16:47.500]  這群門徒有很多不同的軟弱
[00:16:47.500 --> 00:16:51.500]  正正剛才提到他們在爭論誰偉大
[00:16:51.500 --> 00:16:53.500]  都是一個軟弱
[00:16:53.500 --> 00:17:00.500]  但是耶穌超越他所看到這群門徒的軟弱
[00:17:00.500 --> 00:17:04.500]  而愛他們,為他們洗腳
[00:17:04.500 --> 00:17:07.500]  更加為他們寫明
[00:17:07.500 --> 00:17:12.500]  主耶穌在這裡所提到的命令
[00:17:12.500 --> 00:17:16.500]  這個新命令並不是新
[00:17:16.500 --> 00:17:21.500]  但是在時間上,在意義上是新
[00:17:21.500 --> 00:17:24.500]  這個關乎到愛
[00:17:24.500 --> 00:17:26.500]  他們會很熟悉
[00:17:26.500 --> 00:17:28.500]  同樣可能我們都很熟悉
[00:17:28.500 --> 00:17:30.500]  在舊約裏面
[00:17:30.500 --> 00:17:34.500]  舊約的律法同樣教導人要去愛
[00:17:34.500 --> 00:17:35.500]  愛什麼?
[00:17:35.500 --> 00:17:37.500]  舊約的律法很重要
[00:17:37.500 --> 00:17:41.500]  提醒人要盡心盡性盡力
[00:17:41.500 --> 00:17:44.500]  愛耶和華,你的神
[00:17:44.500 --> 00:17:46.500]  在新約裏面
[00:17:46.500 --> 00:17:52.500]  有人問耶穌最大的誡命是什麼?
[00:17:52.500 --> 00:17:55.500]  同樣耶穌提醒他們
[00:17:55.500 --> 00:17:59.500]  就是要盡一切去愛神
[00:17:59.500 --> 00:18:02.500]  其次,愛人如己
[00:18:02.500 --> 00:18:08.500]  這是當他們熟讀舊約的律法所認識的
[00:18:08.500 --> 00:18:11.500]  但耶穌在這裡再一次提到的愛
[00:18:11.500 --> 00:18:14.500]  這個命令
[00:18:14.500 --> 00:18:17.500]  一個彼此相愛的命令
[00:18:17.500 --> 00:18:20.500]  不單只是提醒他們
[00:18:20.500 --> 00:18:23.500]  對於律法的吩咐要來進行
[00:18:23.500 --> 00:18:25.500]  耶穌在這裡
[00:18:25.500 --> 00:18:29.500]  當他以洗腳的行動去表達
[00:18:29.500 --> 00:18:31.500]  他真的很愛這群門徒
[00:18:31.500 --> 00:18:34.500]  因此在最後的時候
[00:18:34.500 --> 00:18:36.500]  他也把握了這個時間
[00:18:36.500 --> 00:18:39.500]  去提醒和教導他們
[00:18:39.500 --> 00:18:45.500]  同樣,到了彼此相愛的命令
[00:18:45.500 --> 00:18:50.500]  也可以說是耶穌對於門徒的教導
[00:18:50.500 --> 00:18:52.500]  一個很重要的總結
[00:18:52.500 --> 00:18:54.500]  耶穌提醒他們
[00:18:54.500 --> 00:18:57.500]  不單單是守守這個律法
[00:18:57.500 --> 00:18:59.500]  耶穌提醒他們
[00:18:59.500 --> 00:19:05.500]  他們要像我所做的那樣去做
[00:19:05.500 --> 00:19:08.500]  是否只是去洗腳呢?
[00:19:08.500 --> 00:19:10.500]  不單只是這樣
[00:19:10.500 --> 00:19:13.500]  當他們願意像耶穌的行動
[00:19:13.500 --> 00:19:16.500]  彼此洗腳的時候
[00:19:16.500 --> 00:19:18.500]  正正就是表明
[00:19:18.500 --> 00:19:22.500]  他們願意彼此接納
[00:19:22.500 --> 00:19:25.500]  不單止彼此接納
[00:19:25.500 --> 00:19:26.500]  更進一步
[00:19:26.500 --> 00:19:28.500]  就像耶穌一樣
[00:19:28.500 --> 00:19:31.500]  彼此相愛
[00:19:31.500 --> 00:19:34.500]  學習耶穌這一份愛
[00:19:34.500 --> 00:19:39.500]  以致他們能夠活出愛的行動
[00:19:39.500 --> 00:19:44.500]  耶穌在這裡提醒他們彼此相愛
[00:19:44.500 --> 00:19:49.500]  我們想到耶穌在當他後來
[00:19:49.500 --> 00:19:52.500]  他要被捉拿
[00:19:52.500 --> 00:19:54.500]  在不久的時候
[00:19:54.500 --> 00:19:56.500]  他就被捉拿
[00:19:56.500 --> 00:19:58.500]  被釘死
[00:19:58.500 --> 00:20:04.500]  甚至門徒再一次去見耶穌的時候
[00:20:04.500 --> 00:20:06.500]  主耶穌復活
[00:20:06.500 --> 00:20:07.500]  升天
[00:20:07.500 --> 00:20:10.500]  在不同的處境裡
[00:20:10.500 --> 00:20:13.500]  門徒因著信仰的緣故
[00:20:13.500 --> 00:20:15.500]  因著主耶穌的緣故
[00:20:15.500 --> 00:20:19.500]  他們要面對很多的挑戰
[00:20:19.500 --> 00:20:22.500]  不同的逼迫
[00:20:22.500 --> 00:20:27.500]  當日後我們見到這一群門徒
[00:20:27.500 --> 00:20:29.500]  主耶穌復活之後
[00:20:29.500 --> 00:20:32.500]  再一次兼顧他們
[00:20:32.500 --> 00:20:37.500]  將傳福音的大使命交付給他們的時候
[00:20:37.500 --> 00:20:39.500]  這群門徒
[00:20:39.500 --> 00:20:42.500]  他們能夠團結
[00:20:42.500 --> 00:20:49.500]  能夠成為一種力量去面對很多的迫迫
[00:20:49.500 --> 00:20:50.500]  他們能夠這樣做
[00:20:50.500 --> 00:20:56.500]  正正因為主耶穌在這裡提醒他們
[00:20:56.500 --> 00:20:59.500]  彼此相愛
[00:20:59.500 --> 00:21:03.500]  彼此相愛意指他們能夠走在一起
[00:21:03.500 --> 00:21:07.500]  主耶穌很愛這群門徒
[00:21:07.500 --> 00:21:10.500]  不單止他知道他在世的時間
[00:21:10.500 --> 00:21:12.500]  要把握這些時間去教導他們
[00:21:12.500 --> 00:21:15.500]  主耶穌不能夠和他們一起的時候
[00:21:15.500 --> 00:21:17.500]  在十三章
[00:21:17.500 --> 00:21:19.500]  主耶穌有這個行動之後
[00:21:19.500 --> 00:21:24.500]  其實到了第十四章至第十七章
[00:21:24.500 --> 00:21:26.500]  主耶穌都是和門徒一起
[00:21:26.500 --> 00:21:31.500]  繼續和他們有一些教導
[00:21:31.500 --> 00:21:33.500]  到了第十八章
[00:21:33.500 --> 00:21:36.500]  主耶穌面對足也
[00:21:36.500 --> 00:21:38.500]  在這幾章裡面
[00:21:38.500 --> 00:21:44.500]  主耶穌很著緊地提醒他們
[00:21:44.500 --> 00:21:47.500]  第十四章至第十六章
[00:21:47.500 --> 00:21:50.500]  主耶穌告訴他們
[00:21:50.500 --> 00:21:52.500]  縱然不能夠和他們一起
[00:21:52.500 --> 00:21:55.500]  但是有聖靈的同在
[00:21:55.500 --> 00:22:00.500]  聖靈會成為保衛師
[00:22:00.500 --> 00:22:02.500]  繼續與他們同在
[00:22:02.500 --> 00:22:06.500]  並且繼續來教導他們
[00:22:06.500 --> 00:22:09.500]  到了第十七章
[00:22:09.500 --> 00:22:11.500]  是一個教堂
[00:22:11.500 --> 00:22:15.500]  一位作為老師的主耶穌
[00:22:15.500 --> 00:22:20.500]  把他的門徒交託在父的面前
[00:22:20.500 --> 00:22:27.500]  第十七章是他為門徒作禱告
[00:22:27.500 --> 00:22:33.500]  把他們交給父神的手中
[00:22:33.500 --> 00:22:36.500]  當我們一開始看到耶穌
[00:22:36.500 --> 00:22:39.500]  祂愛這班門徒
[00:22:39.500 --> 00:22:42.500]  以致祂作出行動
[00:22:42.500 --> 00:22:46.500]  不單止這個行動教導他們要謙卑
[00:22:46.500 --> 00:22:51.500]  這個行動提醒他們要彼此接納
[00:22:51.500 --> 00:22:54.500]  彼此相愛
[00:22:54.500 --> 00:22:59.500]  這是作為老師的主耶穌留給他們的
[00:22:59.500 --> 00:23:02.500]  這位偉大的老師
[00:23:02.500 --> 00:23:04.500]  他欣著愛
[00:23:04.500 --> 00:23:08.500]  他也盼望他的門徒
[00:23:08.500 --> 00:23:11.500]  能夠學會彼此相愛
[00:23:11.500 --> 00:23:15.500]  今天我們在教育裏
[00:23:15.500 --> 00:23:20.500]  不單止是在學校裏作為老師
[00:23:20.500 --> 00:23:23.500]  我們也在教育裏工作
[00:23:23.500 --> 00:23:26.500]  在教會裏也有很多老師
[00:23:26.500 --> 00:23:30.500]  我們也有參與主一學的教導
[00:23:30.500 --> 00:23:33.500]  無論在兒童裏還是成人裏
[00:23:33.500 --> 00:23:35.500]  家長們
[00:23:35.500 --> 00:23:40.500]  其實我們在教育裏也在擔任老師
[00:23:40.500 --> 00:23:44.500]  我們也是孩子們的老師
[00:23:44.500 --> 00:23:48.500]  今天我們特別在教會的場景裏
[00:23:48.500 --> 00:23:52.500]  又或者在基督教的學校裏
[00:23:52.500 --> 00:23:55.500]  這個教育的目的是甚麼呢?
[00:23:55.500 --> 00:23:57.500]  這個教育的目的很重要
[00:23:57.500 --> 00:24:00.500]  不單止是培育成長
[00:24:00.500 --> 00:24:03.500]  在我們的教育裏
[00:24:03.500 --> 00:24:09.500]  很重要的是教導人能夠認識神
[00:24:09.500 --> 00:24:11.500]  教導人能夠認識神
[00:24:11.500 --> 00:24:14.500]  去遵行祂的說話
[00:24:14.500 --> 00:24:18.500]  這是我們在過程裏很想達到的目的
[00:24:18.500 --> 00:24:21.500]  但當我們回看主耶穌
[00:24:21.500 --> 00:24:24.500]  如何達到這些目的呢?
[00:24:24.500 --> 00:24:26.500]  唯有很重要
[00:24:26.500 --> 00:24:28.500]  不可以缺少的
[00:24:28.500 --> 00:24:30.500]  是一份愛
[00:24:30.500 --> 00:24:34.500]  當人能夠像主耶穌一樣
[00:24:34.500 --> 00:24:35.500]  去愛
[00:24:35.500 --> 00:24:36.500]  去愛神
[00:24:36.500 --> 00:24:38.500]  去愛人
[00:24:38.500 --> 00:24:42.500]  這正是神在裏面
[00:24:42.500 --> 00:24:46.500]  神在裏面起源我們的生命
[00:24:46.500 --> 00:24:50.500]  這份愛和願意都在我們裏面
[00:24:50.500 --> 00:24:51.500]  或許你會說
[00:24:51.500 --> 00:24:54.500]  我今天不是主耶學的老師
[00:24:54.500 --> 00:24:56.500]  我又不是教師
[00:24:56.500 --> 00:25:00.500]  但盼望我們可能是主耶學的學生
[00:25:00.500 --> 00:25:03.500]  在我們學習的過程裏
[00:25:03.500 --> 00:25:05.500]  我們有沒有體會到
[00:25:05.500 --> 00:25:09.500]  教導你的導師的心腸
[00:25:09.500 --> 00:25:10.500]  這份心腸
[00:25:10.500 --> 00:25:15.500]  同樣是我們去學校主耶穌的
[00:25:15.500 --> 00:25:22.500]  我最近在網上看到一篇文章
[00:25:22.500 --> 00:25:30.500]  有一位說到他的學習
[00:25:30.500 --> 00:25:35.500]  他說他六歲的時候學游泳
[00:25:35.500 --> 00:25:40.500]  他的父親為他報了游泳班
[00:25:40.500 --> 00:25:43.500]  但他在游泳班裏面
[00:25:43.500 --> 00:25:45.500]  他一直很害怕
[00:25:45.500 --> 00:25:49.500]  一直在池邊不敢離開
[00:25:49.500 --> 00:25:51.500]  結果學不到
