
[00:00:00.000 --> 00:00:06.000]  新約聖經第295-296頁
[00:05:28.000 --> 00:05:34.000]  主席
[00:05:34.000 --> 00:05:40.000]  主席
[00:05:40.000 --> 00:05:46.000]  主席
[00:05:46.000 --> 00:05:52.000]  主席
[00:05:52.000 --> 00:05:58.000]  主席
[00:05:58.000 --> 00:06:04.000]  主席
[00:06:04.000 --> 00:06:10.000]  主席
[00:06:10.000 --> 00:06:16.000]  主席
[00:06:16.000 --> 00:06:22.000]  主席
[00:06:22.000 --> 00:06:28.000]  主席
[00:06:28.000 --> 00:06:34.000]  主席
[00:06:34.000 --> 00:06:40.000]  主席
[00:06:40.000 --> 00:06:46.000]  主席
[00:06:46.000 --> 00:06:52.000]  主席
[00:06:52.000 --> 00:06:58.000]  主席
[00:06:58.000 --> 00:07:04.000]  主席
[00:07:04.000 --> 00:07:10.000]  主席
[00:07:10.000 --> 00:07:16.000]  主席
[00:07:16.000 --> 00:07:22.000]  主席
[00:07:22.000 --> 00:07:28.000]  主席
[00:07:28.000 --> 00:07:34.000]  主席
[00:07:34.000 --> 00:07:40.000]  主席
[00:07:40.000 --> 00:07:46.000]  主席
[00:07:46.000 --> 00:07:52.000]  主席
[00:07:52.000 --> 00:07:58.000]  主席
[00:07:58.000 --> 00:08:04.000]  主席
[00:08:04.000 --> 00:08:10.000]  主席
[00:08:10.000 --> 00:08:16.000]  主席
[00:08:16.000 --> 00:08:22.000]  主席
[00:08:22.000 --> 00:08:28.000]  主席
[00:08:28.000 --> 00:08:34.000]  主席
[00:08:34.000 --> 00:08:40.000]  主席
[00:08:40.000 --> 00:08:46.000]  主席
[00:08:46.000 --> 00:08:52.000]  主席
[00:08:52.000 --> 00:08:58.000]  主席
[00:08:58.000 --> 00:09:04.000]  主席
[00:09:04.000 --> 00:09:10.000]  主席
[00:09:10.000 --> 00:09:16.000]  主席
[00:09:16.000 --> 00:09:22.000]  主席
[00:09:22.000 --> 00:09:28.000]  主席
[00:09:28.000 --> 00:09:34.000]  主席
[00:09:34.000 --> 00:09:40.000]  主席
[00:09:40.000 --> 00:09:46.000]  主席
[00:09:46.000 --> 00:09:52.000]  主席
[00:09:52.000 --> 00:09:58.000]  主席
[00:09:58.000 --> 00:10:04.000]  主席
[00:10:04.000 --> 00:10:10.000]  主席
[00:10:10.000 --> 00:10:16.000]  主席
[00:10:16.000 --> 00:10:22.000]  主席
[00:10:22.000 --> 00:10:28.000]  主席
[00:10:28.000 --> 00:10:34.000]  主席
[00:10:34.000 --> 00:10:40.000]  主席
[00:10:40.000 --> 00:10:46.000]  主席
[00:10:46.000 --> 00:10:52.000]  主席
[00:10:52.000 --> 00:10:58.000]  主席
[00:10:58.000 --> 00:11:04.000]  主席
[00:11:04.000 --> 00:11:10.000]  主席
[00:11:10.000 --> 00:11:16.000]  主席
[00:11:16.000 --> 00:11:22.000]  主席
[00:11:22.000 --> 00:11:28.000]  主席
[00:11:28.000 --> 00:11:34.000]  主席
[00:11:34.000 --> 00:11:40.000]  主席
[00:11:40.000 --> 00:11:46.000]  主席
[00:11:46.000 --> 00:11:52.000]  主席
[00:11:52.000 --> 00:11:58.000]  主席
[00:11:58.000 --> 00:12:04.000]  主席
[00:12:04.000 --> 00:12:10.000]  主席
[00:12:10.000 --> 00:12:16.000]  主席
[00:12:16.000 --> 00:12:22.000]  主席
[00:12:22.000 --> 00:12:28.000]  主席
[00:12:28.000 --> 00:12:34.000]  主席
[00:12:34.000 --> 00:12:40.000]  主席
[00:12:40.000 --> 00:12:46.000]  主席
[00:12:46.000 --> 00:12:52.000]  主席
[00:12:52.000 --> 00:12:58.000]  主席
[00:12:58.000 --> 00:13:04.000]  主席
[00:13:04.000 --> 00:13:10.000]  主席
[00:13:10.000 --> 00:13:16.000]  主席
[00:13:16.000 --> 00:13:22.000]  主席
[00:13:22.000 --> 00:13:28.000]  主席
[00:13:28.000 --> 00:13:34.000]  主席
[00:13:34.000 --> 00:13:40.000]  主席
[00:13:40.000 --> 00:13:46.000]  主席
[00:13:46.000 --> 00:13:52.000]  主席
[00:13:52.000 --> 00:13:58.000]  主席
[00:13:58.000 --> 00:14:04.000]  主席
[00:14:04.000 --> 00:14:10.000]  主席
[00:14:10.000 --> 00:14:16.000]  主席
[00:14:16.000 --> 00:14:22.000]  主席
[00:14:22.000 --> 00:14:28.000]  主席
[00:14:28.000 --> 00:14:34.000]  主席
[00:14:34.000 --> 00:14:40.000]  主席
[00:14:40.000 --> 00:14:46.000]  主席
[00:14:46.000 --> 00:14:52.000]  主席
[00:14:52.000 --> 00:14:58.000]  主席
[00:14:58.000 --> 00:15:04.000]  主席
[00:15:04.000 --> 00:15:10.000]  主席
[00:15:10.000 --> 00:15:16.000]  主席
[00:15:16.000 --> 00:15:22.000]  主席
[00:15:22.000 --> 00:15:28.000]  主席
[00:15:28.000 --> 00:15:34.000]  主席
[00:15:34.000 --> 00:15:40.000]  主席
[00:15:40.000 --> 00:15:46.000]  主席
[00:15:46.000 --> 00:15:52.000]  主席
[00:15:52.000 --> 00:15:58.000]  主席
[00:15:58.000 --> 00:16:04.000]  主席
[00:16:04.000 --> 00:16:10.000]  主席
[00:16:10.000 --> 00:16:16.000]  主席
[00:16:16.000 --> 00:16:22.000]  主席
[00:16:22.000 --> 00:16:28.000]  主席
[00:16:28.000 --> 00:16:34.000]  主席
[00:16:34.000 --> 00:16:40.000]  主席
[00:16:40.000 --> 00:16:46.000]  主席
[00:16:46.000 --> 00:16:52.000]  主席
[00:16:52.000 --> 00:16:58.000]  主席
[00:16:58.000 --> 00:17:04.000]  主席
[00:17:04.000 --> 00:17:10.000]  主席
[00:17:10.000 --> 00:17:16.000]  主席
[00:17:16.000 --> 00:17:22.000]  主席
[00:17:22.000 --> 00:17:28.000]  主席
[00:17:28.000 --> 00:17:34.000]  主席
[00:17:34.000 --> 00:17:40.000]  主席
[00:17:40.000 --> 00:17:46.000]  主席
[00:17:47.000 --> 00:17:53.000]  主席
[00:17:53.000 --> 00:17:59.000]  主席
[00:17:59.000 --> 00:18:05.000]  主席
[00:18:05.000 --> 00:18:11.000]  主席
[00:18:11.000 --> 00:18:17.000]  主席
[00:18:17.000 --> 00:18:23.000]  主席
[00:18:23.000 --> 00:18:29.000]  主席
[00:18:29.000 --> 00:18:35.000]  主席
[00:18:35.000 --> 00:18:41.000]  主席
[00:18:41.000 --> 00:18:47.000]  主席
[00:18:47.000 --> 00:18:53.000]  主席
[00:18:53.000 --> 00:18:59.000]  主席
[00:18:59.000 --> 00:19:05.000]  主席
[00:19:05.000 --> 00:19:11.000]  主席
[00:19:11.000 --> 00:19:17.000]  主席
[00:19:17.000 --> 00:19:23.000]  主席
[00:19:23.000 --> 00:19:29.000]  主席
[00:19:29.000 --> 00:19:35.000]  主席
[00:19:35.000 --> 00:19:41.000]  主席
[00:19:41.000 --> 00:19:47.000]  主席
[00:19:47.000 --> 00:19:53.000]  主席
[00:19:53.000 --> 00:19:59.000]  主席
[00:19:59.000 --> 00:20:05.000]  主席
[00:20:05.000 --> 00:20:11.000]  主席
[00:20:11.000 --> 00:20:17.000]  主席
[00:20:17.000 --> 00:20:23.000]  主席
[00:20:23.000 --> 00:20:29.000]  主席
[00:20:29.000 --> 00:20:35.000]  主席
[00:20:35.000 --> 00:20:41.000]  主席
[00:20:41.000 --> 00:20:47.000]  主席
[00:20:47.000 --> 00:20:53.000]  主席
[00:20:53.000 --> 00:20:59.000]  主席
[00:20:59.000 --> 00:21:05.000]  主席
[00:21:05.000 --> 00:21:11.000]  主席
[00:21:11.000 --> 00:21:17.000]  主席
[00:21:17.000 --> 00:21:23.000]  主席
[00:21:23.000 --> 00:21:29.000]  主席
[00:21:29.000 --> 00:21:35.000]  主席
[00:21:35.000 --> 00:21:41.000]  主席
[00:21:41.000 --> 00:21:47.000]  主席
[00:21:47.000 --> 00:21:53.000]  主席
[00:21:53.000 --> 00:21:59.000]  主席
[00:21:59.000 --> 00:22:05.000]  主席
[00:22:05.000 --> 00:22:11.000]  主席
[00:22:11.000 --> 00:22:17.000]  主席
[00:22:39.000 --> 00:22:45.000]  《有多愛》
[00:22:45.000 --> 00:22:51.000]  《有多愛》
[00:22:51.000 --> 00:22:57.000]  《有多愛》
[00:22:57.000 --> 00:23:03.000]  《有多愛》
[00:23:03.000 --> 00:23:09.000]  《有多愛》
[00:23:09.000 --> 00:23:15.000]  《有多愛》
[00:23:15.000 --> 00:23:21.000]  《有多愛》
[00:23:21.000 --> 00:23:27.000]  《有多愛》
[00:23:27.000 --> 00:23:33.000]  《有多愛》
[00:23:33.000 --> 00:23:39.000]  《有多愛》
[00:23:39.000 --> 00:23:45.000]  《有多愛》
[00:23:45.000 --> 00:23:51.000]  《有多愛》
[00:23:51.000 --> 00:23:57.000]  《有多愛》
[00:23:57.000 --> 00:24:03.000]  《有多愛》
[00:24:03.000 --> 00:24:09.000]  《有多愛》
[00:24:09.000 --> 00:24:15.000]  《有多愛》
[00:24:15.000 --> 00:24:21.000]  《有多愛》
[00:24:21.000 --> 00:24:27.000]  《有多愛》
[00:24:27.000 --> 00:24:33.000]  《有多愛》
[00:24:33.000 --> 00:24:39.000]  《有多愛》
[00:24:39.000 --> 00:24:45.000]  《有多愛》
[00:24:45.000 --> 00:24:51.000]  《有多愛》
[00:24:51.000 --> 00:24:57.000]  《有多愛》
[00:24:57.000 --> 00:25:03.000]  《有多愛》
[00:25:03.000 --> 00:25:09.000]  《有多愛》
[00:25:09.000 --> 00:25:15.000]  《有多愛》
[00:25:15.000 --> 00:25:21.000]  《有多愛》
[00:25:21.000 --> 00:25:27.000]  《有多愛》
[00:25:27.000 --> 00:25:35.000]  《有多愛》
[00:25:35.000 --> 00:25:39.000]  多謝各位收看!
[00:25:39.000 --> 00:25:41.000]  多謝各位收看!
[00:25:41.000 --> 00:25:44.000]  (字幕由 Amara.org 社群提供)

