
[00:00:00.000 --> 00:00:02.800]  好 各位頂姐妹主裏面平安
[00:01:56.960 --> 00:02:00.840]  是他在上帝面前值得誇耀的
[00:02:00.840 --> 00:02:02.920]  即是上帝面前我都可以誇口
[00:02:02.920 --> 00:02:05.320]  我有這一班信徒
[00:02:05.320 --> 00:02:06.720]  栽培了一班信徒
[00:02:06.720 --> 00:02:09.360]  真是值得驕傲的一件事
[00:02:09.360 --> 00:02:11.640]  所以他非常喜樂
[00:02:11.640 --> 00:02:13.400]  為了他非常高興
[00:02:13.400 --> 00:02:16.720]  他被迫分離都是一件很不開心的事
[00:02:16.720 --> 00:02:18.920]  然後我們再回到上去看
[00:02:18.920 --> 00:02:20.600]  第14到16節說
[00:02:20.600 --> 00:02:23.040]  為什麼保羅要專登回去呢
[00:02:23.040 --> 00:02:25.640]  就是因為原來貼薩羅尼加
[00:02:25.640 --> 00:02:27.360]  他們正在面對一些問題
[00:02:27.360 --> 00:02:30.120]  很迫切需要人去牧養
[00:02:30.120 --> 00:02:32.520]  很迫切需要去關心
[00:02:32.520 --> 00:02:35.560]  原來就是他們遇到一些人的迫迫
[00:02:35.560 --> 00:02:38.280]  他遇到迫迫所以需要回去
[00:02:38.280 --> 00:02:40.120]  但是萬幸的是什麼
[00:02:40.120 --> 00:02:42.240]  經文一開始說
[00:02:42.240 --> 00:02:44.320]  原來神的道
[00:02:44.320 --> 00:02:47.160]  在貼薩羅尼加人當中
[00:02:47.160 --> 00:02:49.520]  他們當中有神的道在運行
[00:02:49.520 --> 00:02:52.320]  這個是不幸中的大幸
[00:02:52.320 --> 00:02:54.240]  說到神的道的時候
[00:02:54.240 --> 00:02:56.400]  到底神的道是什麼道呢
[00:02:56.400 --> 00:02:57.840]  我們經常說道
[00:02:57.840 --> 00:02:59.600]  我們現在說的就是道
[00:02:59.600 --> 00:03:01.400]  孫子在說上帝的道
[00:03:01.400 --> 00:03:02.960]  到底是什麼來的呢
[00:03:02.960 --> 00:03:05.440]  第一點我想和大家說的就是
[00:03:05.440 --> 00:03:09.720]  從神而來的道
[00:03:09.720 --> 00:03:11.880]  保羅他形容自己是
[00:03:11.880 --> 00:03:15.560]  如同母親哺乳自己的孩子
[00:03:15.560 --> 00:03:18.040]  這樣去向他們傳福音
[00:03:18.040 --> 00:03:19.800]  就好像媽媽那樣
[00:03:19.800 --> 00:03:20.880]  很疼愛他們
[00:03:20.880 --> 00:03:22.040]  很迫切的
[00:03:22.040 --> 00:03:23.040]  很關心的
[00:03:23.040 --> 00:03:24.760]  去向他們傳福音
[00:03:24.760 --> 00:03:26.360]  但是我又想問
[00:03:26.360 --> 00:03:28.680]  是不是因為保羅這麼迫切
[00:03:28.680 --> 00:03:30.280]  這麼關心這麼愛他們
[00:03:30.280 --> 00:03:34.600]  所以那些人才會信耶穌
[00:03:34.600 --> 00:03:35.720]  是不是這樣的呢
[00:03:35.720 --> 00:03:38.320]  是不是保羅用了什麼特別的技巧
[00:03:38.320 --> 00:03:40.440]  例如開過什麼
[00:03:40.440 --> 00:03:42.040]  棟篤笑
[00:03:42.040 --> 00:03:43.480]  開過音樂會
[00:03:43.480 --> 00:03:45.400]  開過大型報道會
[00:03:45.400 --> 00:03:46.520]  又送禮物
[00:03:46.520 --> 00:03:47.560]  又有抽獎
[00:03:47.560 --> 00:03:50.280]  這樣才叫人信耶穌
[00:03:50.280 --> 00:03:51.480]  不是的
[00:03:51.480 --> 00:03:54.840]  其實不是靠什麼特別的技巧
[00:03:54.840 --> 00:03:57.000]  去叫一個人信耶穌
[00:03:57.000 --> 00:04:00.200]  這幫人信耶穌就是因為神的道
[00:04:00.200 --> 00:04:01.360]  在他們中間
[00:04:01.360 --> 00:04:03.840]  因為上帝的道在他們中間
[00:04:03.840 --> 00:04:07.080]  貼薩羅尼加人其實他是外邦人
[00:04:07.080 --> 00:04:10.160]  外邦人要信耶穌容易嗎
[00:04:10.160 --> 00:04:11.480]  其實不容易的
[00:04:11.480 --> 00:04:13.000]  特別是當時的世界
[00:04:13.000 --> 00:04:14.480]  羅馬的世界
[00:04:14.480 --> 00:04:16.280]  其實滿天神佛
[00:04:16.280 --> 00:04:18.800]  滿天神佛他們什麼偶像都拜的
[00:04:18.800 --> 00:04:22.240]  甚至聖經裏面我們看到有一個叫未識之神
[00:04:22.240 --> 00:04:23.840]  未識之神即是他們都不懂
[00:04:23.840 --> 00:04:25.560]  不懂也先拜
[00:04:25.560 --> 00:04:27.040]  誰知道有沒有拜留
[00:04:27.040 --> 00:04:28.640]  不要管那麼多先拜了
[00:04:28.640 --> 00:04:31.280]  所以什麼都拜一頓
[00:04:31.280 --> 00:04:32.560]  事實上對我們來說
[00:04:32.560 --> 00:04:34.600]  這種混雜的信仰
[00:04:34.600 --> 00:04:37.280]  其實我們都會有些印象
[00:04:37.280 --> 00:04:40.560]  我相信大家都有拜祖先的經驗
[00:04:40.560 --> 00:04:42.160]  有很多人可能都會
[00:04:42.160 --> 00:04:44.080]  就算你自己家裏沒有拜
[00:04:44.080 --> 00:04:45.720]  你都見過人拜
[00:04:45.720 --> 00:04:47.960]  拜祖先是對於我們的社會來說
[00:04:47.960 --> 00:04:50.040]  很常見的一種經驗
[00:04:50.040 --> 00:04:51.960]  人們又不止只是拜祖先
[00:04:51.960 --> 00:04:53.920]  會拜其他偶像
[00:04:53.920 --> 00:04:56.960]  譬如有些地鐵站都是出名的
[00:04:56.960 --> 00:04:58.240]  黃大仙
[00:04:58.240 --> 00:05:00.840]  我以前在黃大仙那邊讀書
[00:05:00.840 --> 00:05:03.680]  所以就算你不拜
[00:05:03.680 --> 00:05:06.320]  你都知道那裏的香火很鼎盛
[00:05:06.320 --> 00:05:10.000]  逢新年人們就去莊頭炷香
[00:05:10.000 --> 00:05:10.560]  是不是
[00:05:10.560 --> 00:05:14.600]  還有關公
[00:05:14.600 --> 00:05:16.800]  黑社會那些拜關公的
[00:05:16.800 --> 00:05:17.920]  你以為很正氣
[00:05:17.920 --> 00:05:20.560]  其實那些壞人才拜的
[00:05:20.560 --> 00:05:21.960]  還有天后
[00:05:21.960 --> 00:05:25.160]  天后是香港作為一個漁港
[00:05:25.160 --> 00:05:27.520]  拜天后是很正常的活動
[00:05:27.520 --> 00:05:30.040]  祈求風調雨順
[00:05:30.040 --> 00:05:32.040]  出海的人都會拜天后的
[00:05:32.040 --> 00:05:33.360]  所以你會發覺
[00:05:33.360 --> 00:05:35.880]  我們的文化其實已經混雜了
[00:05:35.880 --> 00:05:38.360]  很多不同的信仰在裏面
[00:05:38.360 --> 00:05:40.400]  很多的民間信仰
[00:05:40.400 --> 00:05:41.960]  他們當時都一樣
[00:05:41.960 --> 00:05:45.440]  你叫他們去信耶穌不是那麼容易
[00:05:45.440 --> 00:05:47.920]  我們有時候傳福音的時候都遇到
[00:05:47.920 --> 00:05:50.080]  有些長者你叫他信耶穌
[00:05:50.080 --> 00:05:51.840]  他說我信了耶穌
[00:05:51.840 --> 00:05:53.680]  誰來炷香
[00:05:53.680 --> 00:05:55.880]  家裏只剩下我一個
[00:05:55.880 --> 00:05:57.560]  我信了耶穌誰來拜祖先
[00:05:57.560 --> 00:06:00.760]  這些對他來說是很抗拒的一件事
[00:06:00.760 --> 00:06:02.800]  他很真實的
[00:06:02.800 --> 00:06:05.880]  他不是用來跟你過招的
[00:06:05.880 --> 00:06:07.880]  他真的覺得如果我信了耶穌
[00:06:07.880 --> 00:06:09.040]  我不做那些事
[00:06:09.040 --> 00:06:11.680]  那我的祖先就沒有人去服侍
[00:06:11.680 --> 00:06:13.960]  對他們來說很真實
[00:06:13.960 --> 00:06:17.080]  所以不是那麼容易
[00:06:17.080 --> 00:06:18.240]  在古代世界
[00:06:18.240 --> 00:06:21.360]  貼薩羅尼加人他們要信耶穌
[00:06:21.360 --> 00:06:23.240]  他們要接受一個
[00:06:23.240 --> 00:06:27.080]  從第二個地方傳來的道的時候
[00:06:27.080 --> 00:06:30.120]  如果那個不是獨一真神的道
[00:06:30.120 --> 00:06:31.840]  其實真的很難
[00:06:31.840 --> 00:06:34.240]  如果不是耶穌基督來的道
[00:06:34.240 --> 00:06:35.400]  怎麼會信呢
[00:06:35.400 --> 00:06:37.520]  很痛苦的
[00:06:37.520 --> 00:06:40.040]  要改信另一個宗教
[00:06:40.040 --> 00:06:43.320]  所以我們第一件要肯定的事就是
[00:06:43.320 --> 00:06:44.960]  「信一道」
[00:06:44.960 --> 00:06:47.200]  即是耶穌基督
[00:06:47.200 --> 00:06:49.520]  耶穌基督是甚麼
[00:06:49.520 --> 00:06:51.240]  道成肉身
[00:06:51.240 --> 00:06:53.360]  你要記住上帝的道就是耶穌基督
[00:06:53.360 --> 00:06:56.160]  耶穌基督運行在那個人身上
[00:06:56.160 --> 00:06:58.120]  他才會信耶穌
[00:06:58.120 --> 00:07:02.440]  是百分之一百是上帝的工作
[00:07:02.440 --> 00:07:04.520]  因為是上帝的道
[00:07:04.520 --> 00:07:08.280]  他才會相信或者值得信
[00:07:08.280 --> 00:07:10.000]  因為是上帝的道
[00:07:10.000 --> 00:07:13.120]  一個人才會決志會舉手
[00:07:13.120 --> 00:07:14.680]  我們不是說需要
[00:07:14.680 --> 00:07:17.000]  我們有時候會有一個迷思就是
[00:07:17.000 --> 00:07:19.560]  我們好像要想一些方法
[00:07:19.560 --> 00:07:21.640]  去迫害別人
[00:07:21.640 --> 00:07:22.640]  不是迫害
[00:07:22.640 --> 00:07:24.920]  或者是騙騙騙騙
[00:07:24.920 --> 00:07:26.560]  叫人去信耶穌
[00:07:26.560 --> 00:07:28.120]  舉手決志那些
[00:07:28.120 --> 00:07:28.960]  我聽過的
[00:07:28.960 --> 00:07:31.560]  我帶了一個朋友來舉手決志
[00:07:31.560 --> 00:07:33.840]  希望他拍拍他的手肘
[00:07:33.840 --> 00:07:36.560]  看看是不是聖靈感動他舉手
[00:07:36.560 --> 00:07:38.400]  即是軟硬兼施
[00:07:38.400 --> 00:07:40.560]  好像那些傳銷陷阱那樣
[00:07:40.560 --> 00:07:41.960]  你舉手先算了
[00:07:41.960 --> 00:07:43.200]  舉手先吧
[00:07:43.200 --> 00:07:46.040]  有時候我們有一種這樣的迷思
[00:07:46.040 --> 00:07:48.600]  神一道是要這樣的嗎
[00:07:48.600 --> 00:07:51.240]  神一道不是這樣的
[00:07:51.240 --> 00:07:52.200]  傳福音
[00:07:52.200 --> 00:07:54.840]  我要和大家講清楚
[00:07:54.840 --> 00:07:56.720]  我們要用不同方法傳福音的
[00:07:56.720 --> 00:07:58.240]  這個是真的
[00:07:58.240 --> 00:07:59.960]  保羅都說你要得什麼人
[00:07:59.960 --> 00:08:01.440]  你就要做什麼人
[00:08:01.440 --> 00:08:04.440]  所以我們用不同的方法去傳福音是對的
[00:08:04.440 --> 00:08:07.360]  甚至我們有電影報道會
[00:08:07.360 --> 00:08:08.600]  有大型報道會
[00:08:08.600 --> 00:08:10.520]  有節日報道會那些
[00:08:10.520 --> 00:08:11.480]  是要的
[00:08:11.480 --> 00:08:13.120]  但是你不要誤會
[00:08:13.120 --> 00:08:15.880]  不是因為我們做了這些報道會
[00:08:15.880 --> 00:08:17.960]  人們才信耶穌
[00:08:17.960 --> 00:08:22.360]  不是因為我們找個明星來講見證
[00:08:22.360 --> 00:08:26.120]  找個很好的升級的講員來講道
[00:08:26.120 --> 00:08:27.720]  他才會信耶穌
[00:08:27.720 --> 00:08:29.360]  不是的
[00:08:29.360 --> 00:08:31.000]  只有耶穌基督的道
[00:08:31.040 --> 00:08:32.280]  進入那個人心裏面
[00:08:32.280 --> 00:08:34.560]  那個人才會信耶穌
[00:08:34.560 --> 00:08:38.240]  特別是其實末世是緊的
[00:08:38.240 --> 00:08:40.080]  末世真的越來越近
[00:08:40.080 --> 00:08:41.560]  我們要有一個心理準備
[00:08:41.560 --> 00:08:44.400]  就是隨時可能一些大型的活動
[00:08:44.400 --> 00:08:46.400]  是不能夠舉行的
[00:08:46.400 --> 00:08:48.200]  到時怎麼辦呢
[00:08:48.200 --> 00:08:49.600]  那些人就信不了耶穌了
[00:08:49.600 --> 00:08:50.760]  我沒得搞棟篤笑
[00:08:50.760 --> 00:08:51.920]  沒得搞大型報道會
[00:08:51.920 --> 00:08:53.760]  沒得搞電影報道會
[00:08:53.760 --> 00:08:54.680]  不是的
[00:08:54.680 --> 00:08:58.000]  上帝的道是不能阻止的
[00:08:58.000 --> 00:09:01.240]  上帝的道依然會在人的心裏運行
[00:09:01.240 --> 00:09:05.200]  上帝的道依然可以令人缺乏信耶穌
[00:09:05.200 --> 00:09:06.840]  好了
[00:09:06.840 --> 00:09:10.800]  然後第二點我想講的
[00:09:10.800 --> 00:09:12.560]  「貼撒羅尼加人」
[00:09:12.560 --> 00:09:15.680]  他們認定保羅所傳的是神的道
[00:09:15.680 --> 00:09:19.520]  不過同時也帶來一個事實就是
[00:09:19.520 --> 00:09:23.720]  是不是有些道不是由神那裏來的
[00:09:23.720 --> 00:09:25.920]  是不是相對地有些道不是由神那裏來
[00:09:25.920 --> 00:09:27.800]  是由人那裏來的
[00:09:27.800 --> 00:09:28.400]  是不是
[00:09:28.400 --> 00:09:29.480]  聖經沒有講
[00:09:29.480 --> 00:09:30.520]  我們很難估計
[00:09:30.520 --> 00:09:32.800]  不過按邏輯上可以肯定的
[00:09:32.800 --> 00:09:34.440]  不是由神那裏來的道
[00:09:34.440 --> 00:09:37.080]  自然是由人那裏來的
[00:09:37.080 --> 00:09:38.840]  那怎麼分呢
[00:09:38.840 --> 00:09:41.440]  我怎麼知道哪些道打哪些道呢
[00:09:41.440 --> 00:09:43.440]  我記得有一個例子很有趣的
[00:09:43.440 --> 00:09:45.680]  在外國有一間銀行
[00:09:45.680 --> 00:09:48.600]  教人怎麼去分假鈔票
[00:09:48.600 --> 00:09:50.560]  怎麼分假鈔票
[00:09:50.560 --> 00:09:53.000]  是不是給他看一下假鈔票
[00:09:53.000 --> 00:09:53.640]  不是的
[00:09:53.640 --> 00:09:54.720]  教的訓練就是
[00:09:54.720 --> 00:09:58.240]  總之只可以接觸真鈔票
[00:09:58.240 --> 00:10:00.800]  你一定要摸熟真鈔票
[00:10:00.800 --> 00:10:04.800]  你清清楚楚上面所有的防偽特徵
[00:10:04.800 --> 00:10:07.360]  總之你收到一張鈔票沒有這些東西的
[00:10:07.360 --> 00:10:08.600]  它就是假鈔票
[00:10:08.600 --> 00:10:09.000]  是不是
[00:10:09.000 --> 00:10:13.360]  不是去看一下假的道理
[00:10:13.360 --> 00:10:16.200]  是去認識真神的道
[00:10:16.200 --> 00:10:17.840]  認識耶穌基督的道
[00:10:17.840 --> 00:10:18.840]  當我們在這個
[00:10:18.840 --> 00:10:21.440]  「撥謬歪曲邪惡」的世代裏面
[00:10:21.440 --> 00:10:23.600]  我們怎樣才可以肯定
[00:10:23.600 --> 00:10:26.080]  我們所接收的資訊是來自上帝的呢
[00:10:26.080 --> 00:10:29.120]  我們的道是來自上帝的道呢
[00:10:29.120 --> 00:10:30.840]  你要認識真道
[00:10:30.840 --> 00:10:32.640]  你要去多讀一些聖經
[00:10:32.640 --> 00:10:36.960]  你要知道聖經從神而來的道是怎樣的
[00:10:36.960 --> 00:10:39.960]  你才可以分辨那些邪門歪道
[00:10:39.960 --> 00:10:40.480]  好了
[00:10:40.480 --> 00:10:41.160]  當然了
[00:10:41.160 --> 00:10:42.440]  神的道很豐富
[00:10:42.440 --> 00:10:42.880]  如果不是的話
[00:10:42.880 --> 00:10:44.440]  本聖經也不會這麼厚
[00:10:44.440 --> 00:10:46.520]  讀到我們非常辛苦
[00:10:46.520 --> 00:10:46.880]  是不是
[00:10:46.880 --> 00:10:48.080]  經常讀經計劃
[00:10:48.080 --> 00:10:49.920]  很難才能出到埃及的
[00:10:49.920 --> 00:10:51.760]  聖神的道很豐富的
[00:10:51.760 --> 00:10:53.560]  三言兩語說不完
[00:10:53.560 --> 00:10:56.600]  保羅也不是打算在這封信處理這個問題
[00:10:56.600 --> 00:10:58.600]  保羅不是在這裏處理這個問題
[00:10:58.600 --> 00:11:00.360]  所以我們說不出太多
[00:11:00.360 --> 00:11:02.880]  但是也發現一件事
[00:11:02.880 --> 00:11:04.200]  就是神的道
[00:11:04.200 --> 00:11:07.920]  「慰貼撒羅尼加教會」帶來一個影響
[00:11:07.920 --> 00:11:09.640]  帶來什麼影響
[00:11:09.640 --> 00:11:14.240]  就是被人逼迫
[00:11:14.240 --> 00:11:15.160]  我們要知道
[00:11:15.160 --> 00:11:18.360]  我們的信仰是一個排他信仰
[00:11:18.360 --> 00:11:20.600]  怎樣才算排他
[00:11:20.600 --> 00:11:22.080]  拒絕其他的
[00:11:22.080 --> 00:11:23.440]  排他的
[00:11:23.440 --> 00:11:24.760]  你信了耶穌
[00:11:24.760 --> 00:11:26.800]  就不可以信其他的偶像了
[00:11:26.800 --> 00:11:28.040]  其實和結婚一樣
[00:11:28.040 --> 00:11:30.320]  你的婚姻也是排他的
[00:11:30.320 --> 00:11:31.520]  你結婚之後
[00:11:31.520 --> 00:11:34.400]  你老公就不可以再接觸其他女性
[00:11:34.400 --> 00:11:36.240]  你老婆也不可以接觸其他男性
[00:11:36.240 --> 00:11:37.720]  不是說交朋友那些
[00:11:37.720 --> 00:11:40.880]  在愛情裏面是排他的
[00:11:40.880 --> 00:11:42.080]  上帝也一樣
[00:11:42.080 --> 00:11:43.440]  忌邪的神
[00:11:43.440 --> 00:11:47.400]  他是不可以接受你去拜其他偶像的
[00:11:47.400 --> 00:11:49.920]  所以當一個人信耶穌的時候
[00:11:49.920 --> 00:11:53.760]  你會發覺其實他也多了很多的掣肘
[00:11:53.760 --> 00:11:56.640]  例如當時聖經裏面我們見到
[00:11:56.640 --> 00:11:58.520]  保羅處理過一個問題
[00:11:58.520 --> 00:12:01.720]  就是不可以吃那些掣過偶像的肉
[00:12:01.720 --> 00:12:04.320]  為什麼不可以吃
[00:12:04.320 --> 00:12:06.760]  因為那些肉掣過其他偶像
[00:12:06.760 --> 00:12:08.880]  就是你去吃那些東西的時候
[00:12:08.880 --> 00:12:10.400]  你好像認同了那樣東西
[00:12:10.400 --> 00:12:11.280]  但是問題是
[00:12:11.280 --> 00:12:12.360]  我們現在就以為
[00:12:12.360 --> 00:12:14.440]  不買來吃就可以了
[00:12:14.440 --> 00:12:15.760]  你不去這間超級市場
[00:12:15.760 --> 00:12:18.160]  你去那間超級市場可以嗎
[00:12:18.160 --> 00:12:19.440]  當時不是這樣的
[00:12:19.440 --> 00:12:23.000]  整個世界所有的東西都掣過偶像的
[00:12:23.000 --> 00:12:25.800]  你不吃的話就不可以吃了
[00:12:25.800 --> 00:12:29.040]  所以其實這些問題一定要處理
[00:12:29.040 --> 00:12:30.840]  對於當時來說
[00:12:30.840 --> 00:12:35.720]  信徒如果認真在他的信仰裏面
[00:12:35.720 --> 00:12:38.080]  認真去看待他的信仰的話
[00:12:38.080 --> 00:12:40.400]  他一定會有一些掣肘出現
[00:12:40.400 --> 00:12:42.120]  一定會有一些問題出現
[00:12:42.120 --> 00:12:45.760]  一定會影響他的日常生活
[00:12:45.760 --> 00:12:47.040]  再加上剛才我說的
[00:12:47.040 --> 00:12:49.160]  滿天神佛的信仰的時候
[00:12:49.160 --> 00:12:51.640]  他的生活有很大的影響
[00:12:51.640 --> 00:12:52.720]  我又舉一個例子
[00:12:52.720 --> 00:12:55.400]  我以前看那些拍戲
[00:12:55.400 --> 00:12:59.120]  拍戲的時候總是會有開鏡拜神的
[00:12:59.120 --> 00:13:01.920]  總是會有開鏡拜神的時間
[00:13:01.920 --> 00:13:04.600]  開鏡拜神就是切燒豬那些
[00:13:04.600 --> 00:13:08.200]  你說為什麼他要開鏡拜神呢
[00:13:08.200 --> 00:13:13.640]  去求那個拜神有一個信景
[00:13:13.640 --> 00:13:17.240]  讓整套電影、整套戲是好
[00:13:17.240 --> 00:13:18.400]  結果收視好
[00:13:18.400 --> 00:13:21.320]  整個過程平安
[00:13:21.320 --> 00:13:22.400]  如果你信了耶穌
[00:13:22.400 --> 00:13:24.680]  你就不可以去做這些了
[00:13:24.680 --> 00:13:25.520]  你信了耶穌
[00:13:25.520 --> 00:13:29.480]  你就不可以去切燒豬、裝香那些了
[00:13:29.480 --> 00:13:32.480]  既然是這樣的話
[00:13:32.480 --> 00:13:34.560]  你如果沒有事由自可
[00:13:34.560 --> 00:13:37.720]  如果那套戲的結果不好
[00:13:37.720 --> 00:13:39.920]  如果那套戲出來的效果不好
[00:13:39.920 --> 00:13:42.880]  或者那套戲拍拍拍的時候出現問題
[00:13:42.880 --> 00:13:45.840]  會不會可能是賴了你
[00:13:45.840 --> 00:13:47.440]  會不會可能就會說
[00:13:47.440 --> 00:13:50.720]  都是某某人他不開鏡拜神
[00:13:50.720 --> 00:13:53.560]  一天得罪了神明
[00:13:53.560 --> 00:13:55.880]  所以就導致那套戲有問題
[00:13:55.880 --> 00:13:58.840]  可能會賴你的
[00:13:58.840 --> 00:14:00.040]  另外
[00:14:00.040 --> 00:14:03.240]  現在行業裏面其實有些工會
[00:14:03.240 --> 00:14:05.880]  或者是他們一起去拜偶像的時候
[00:14:05.880 --> 00:14:08.160]  其實是一種集體活動
[00:14:08.160 --> 00:14:10.840]  或者是一種對於整個行業來說
[00:14:10.840 --> 00:14:12.840]  是重要的儀式活動
[00:14:12.840 --> 00:14:16.160]  這個人信了耶穌又不可以去
[00:14:16.160 --> 00:14:18.560]  平時都和我們一起去拜神的
[00:14:18.560 --> 00:14:20.880]  為什麼現在突然間不出現呢?
[00:14:20.880 --> 00:14:23.680]  是不是有些什麼問題呢?這個人
[00:14:23.680 --> 00:14:25.600]  或者是不是他身有屎
[00:14:25.600 --> 00:14:28.040]  所以他不能夠再去接觸神明
[00:14:28.040 --> 00:14:29.560]  得罪了神明
[00:14:29.560 --> 00:14:33.000]  其實是會導致關係破裂的
[00:14:33.000 --> 00:14:35.440]  所以綜合了我剛才所說的時候
[00:14:35.440 --> 00:14:36.680]  你會發現
[00:14:36.680 --> 00:14:39.000]  在當時的世界
[00:14:39.000 --> 00:14:42.080]  如果你要拒絕其他信仰
[00:14:42.080 --> 00:14:46.160]  你隨時就是將你自己的群體割離
[00:14:46.160 --> 00:14:48.800]  將你自己的群體變得疏離
[00:14:48.800 --> 00:14:50.800]  你付出很多的經濟代價
[00:14:50.800 --> 00:14:53.920]  你的生活也有很多問題
[00:14:53.920 --> 00:14:58.000]  甚至如果我們參考現代一些伊斯蘭教徒
[00:14:58.000 --> 00:14:59.920]  他們信耶穌的那種情況
[00:14:59.920 --> 00:15:02.560]  他們甚至會被迫害
[00:15:02.560 --> 00:15:05.120]  甚至被家人追殺
[00:15:05.120 --> 00:15:08.120]  甚至要付生命的代價
[00:15:08.120 --> 00:15:12.640]  所以一個人轉信耶穌是很大的一件事
[00:15:12.640 --> 00:15:15.600]  今時今日相對地
[00:15:15.600 --> 00:15:22.040]  其實信仰變得不是那麼認真
[00:15:22.040 --> 00:15:24.520]  或者信仰對我們的影響
[00:15:24.520 --> 00:15:27.080]  比我們想像中
[00:15:27.080 --> 00:15:29.920]  不是很願意去付的代價
[00:15:29.920 --> 00:15:30.960]  我聽到有人說
[00:15:30.960 --> 00:15:33.560]  有時候說信耶穌追求什麼呢?
[00:15:33.560 --> 00:15:35.880]  內心的平安而已
[00:15:35.880 --> 00:15:40.640]  信耶穌我想回來聽道理
[00:15:40.640 --> 00:15:43.240]  聽完道理就去喝茶
[00:15:43.240 --> 00:15:45.400]  變成了一種娛慶節目
[00:15:45.400 --> 00:15:49.920]  或者是星期六日的一種休閒活動
[00:15:49.920 --> 00:15:52.920]  接著聽到說信耶穌原來有限制
[00:15:52.920 --> 00:15:54.640]  吸煙又說不行
[00:15:54.640 --> 00:15:56.680]  說髒話又不行
[00:15:56.680 --> 00:15:59.280]  喝酒又說不要喝那麼多
[00:15:59.280 --> 00:16:04.560]  我平時習慣了星期六日就過大海賭錢又不行
[00:16:04.560 --> 00:16:07.360]  在蘭桂坊玩又不行
[00:16:07.360 --> 00:16:09.360]  那麼多東西都不行
[00:16:09.360 --> 00:16:10.560]  那麼麻煩
[00:16:10.560 --> 00:16:12.520]  我不信耶穌了
[00:16:12.520 --> 00:16:13.760]  有時候是這樣的
[00:16:13.760 --> 00:16:14.640]  很多限制
[00:16:14.640 --> 00:16:17.040]  因此導致他不願意信耶穌
[00:16:17.040 --> 00:16:18.960]  有些人做生意
[00:16:18.960 --> 00:16:21.920]  總要出去應酬的
[00:16:21.920 --> 00:16:24.520]  以前習慣了和朋友去應酬
[00:16:24.520 --> 00:16:27.200]  現在說信了耶穌不能去
[00:16:27.200 --> 00:16:30.160]  慢慢的朋友疏遠我
[00:16:30.160 --> 00:16:34.640]  或者有些行業甚至有些潛規則
