
[00:00:00.000 --> 00:00:02.000]  其實我們日常很多時
[00:02:08.000 --> 00:02:13.000]  有些工具可以幫助我們去計算
[00:02:13.000 --> 00:02:14.000]  我們怎樣用這些工具
[00:02:14.000 --> 00:02:19.000]  或者怎樣去找一些公開的資料去做一些分析
[00:02:19.000 --> 00:02:23.000]  可能就要在下一次有機會再講
[00:02:23.000 --> 00:02:29.000]  對不起 要講多一遍
[00:02:29.000 --> 00:02:33.000]  我講的第一樣東西是理財的心
[00:02:33.000 --> 00:02:36.000]  其實資產有兩門兩樣東西
[00:02:36.000 --> 00:02:41.000]  我們日常所講的股票 黃金 樓 貨幣
[00:02:41.000 --> 00:02:44.000]  我全部都叫做外在資產
[00:02:44.000 --> 00:02:45.000]  因為它有個特色
[00:02:45.000 --> 00:02:46.000]  特色是甚麼呢
[00:02:46.000 --> 00:02:48.000]  它一定不在你的身體裏面
[00:02:48.000 --> 00:02:50.000]  它一定在你身體外面
[00:02:50.000 --> 00:02:54.000]  所以第二個特色就是
[00:02:54.000 --> 00:02:57.000]  所有外在資產你都可以拾去
[00:02:57.000 --> 00:02:59.000]  你會被人拿走
[00:02:59.000 --> 00:03:01.000]  你可以被人剝奪
[00:03:01.000 --> 00:03:02.000]  即是可以充公你
[00:03:02.000 --> 00:03:04.000]  這個是第二個資產
[00:03:04.000 --> 00:03:05.000]  它的價值會改變的
[00:03:05.000 --> 00:03:09.000]  所以它是不斷地在變化
[00:03:09.000 --> 00:03:11.000]  而且它一定有時限的
[00:03:11.000 --> 00:03:18.000]  這個時限就是我們有個的士
[00:03:18.000 --> 00:03:20.000]  不是的 我開長 開高
[00:03:20.000 --> 00:03:22.000]  開到你最終你都有個時限的
[00:03:22.000 --> 00:03:24.000]  你都要交給其他人的
[00:03:24.000 --> 00:03:27.000]  因為你都要發財
[00:03:27.000 --> 00:03:29.000]  所以一定有時限的
[00:03:29.000 --> 00:03:31.000]  這個就是一個外在資產特性
[00:03:31.000 --> 00:03:34.000]  在圖裏面我們講的
[00:03:34.000 --> 00:03:38.000]  在基金會講的資產是一種內在資產
[00:03:38.000 --> 00:03:39.000]  它沒有這些特性
[00:03:39.000 --> 00:03:40.000]  它沒有內在的
[00:03:40.000 --> 00:03:43.000]  因為我們講我們在天上的屬天的世界裏面
[00:03:43.000 --> 00:03:45.000]  是一個很長的時間
[00:03:45.000 --> 00:03:46.000]  沒有時限的
[00:03:46.000 --> 00:03:49.000]  它的價值經過精神去匯改變
[00:03:49.000 --> 00:03:51.000]  它的承諾是匯改變的
[00:03:51.000 --> 00:03:53.000]  在我們裏面的資產
[00:03:53.000 --> 00:03:54.000]  所以沒有人可以拾去
[00:03:54.000 --> 00:03:57.000]  所以我們叫這個為甚麼是內在資產
[00:03:57.000 --> 00:03:58.000]  如果這樣比較
[00:03:58.000 --> 00:04:00.000]  你會發覺內在資產是珍貴的
[00:04:00.000 --> 00:04:02.000]  外在資產是很多的
[00:04:02.000 --> 00:04:04.000]  所以聖經經常都說
[00:04:04.000 --> 00:04:06.000]  你要積蓋寶在天上
[00:04:06.000 --> 00:04:08.000]  不要被重建
[00:04:08.000 --> 00:04:11.000]  因為地上的資產會被蟲咬
[00:04:11.000 --> 00:04:13.000]  蟲咬會消失
[00:04:13.000 --> 00:04:15.000]  有蟲咬的
[00:04:15.000 --> 00:04:21.000]  外在資產是很辛苦才拿到的
[00:04:21.000 --> 00:04:23.000]  因為你要有知識
[00:04:23.000 --> 00:04:24.000]  有時間
[00:04:24.000 --> 00:04:25.000]  做的時候
[00:04:25.000 --> 00:04:27.000]  你要自己去分析
[00:04:27.000 --> 00:04:29.000]  其實是要花很多時間
[00:04:29.000 --> 00:04:30.000]  才可以做到
[00:04:30.000 --> 00:04:33.000]  但是基金會的資產是很容易拿到的
[00:04:33.000 --> 00:04:35.000]  所以最簡單就是
[00:04:35.000 --> 00:04:36.000]  師父告訴你
[00:04:36.000 --> 00:04:38.000]  落根叔我就得到
[00:04:38.000 --> 00:04:40.000]  所以基本上是很簡單
[00:04:40.000 --> 00:04:42.000]  很容易得到
[00:04:42.000 --> 00:04:46.000]  但是
[00:04:46.000 --> 00:04:48.000]  聖經是沒有說過
[00:04:48.000 --> 00:04:50.000]  我們不應該追求外在資產的
[00:04:50.000 --> 00:04:52.000]  聖經很多不同的祝福
[00:04:52.000 --> 00:04:54.000]  可以是用外在資產去祝福的
[00:04:54.000 --> 00:04:56.000]  因為你發覺它祝福很多
[00:04:56.000 --> 00:04:57.000]  聖經的文化
[00:04:57.000 --> 00:05:00.000]  其實它本身的財富都很巨大
[00:05:00.000 --> 00:05:02.000]  譬如
[00:05:02.000 --> 00:05:06.000]  鄭若驊幾十歲
[00:05:06.000 --> 00:05:07.000]  很慘
[00:05:07.000 --> 00:05:09.000]  但其實是很好的
[00:05:09.000 --> 00:05:10.000]  最好都是
[00:05:10.000 --> 00:05:12.000]  但是
[00:05:12.000 --> 00:05:15.000]  聖經所要求的不是資產的問題
[00:05:15.000 --> 00:05:16.000]  你有沒有資產
[00:05:16.000 --> 00:05:17.000]  追求資產
[00:05:17.000 --> 00:05:19.000]  那個心態的問題
[00:05:19.000 --> 00:05:20.000]  因為它說過
[00:05:20.000 --> 00:05:21.000]  聖經說得很清楚
[00:05:21.000 --> 00:05:23.000]  你的財寶在哪裡
[00:05:23.000 --> 00:05:24.000]  你的心在哪裡
[00:05:24.000 --> 00:05:25.000]  所以我們控制的是心
[00:05:25.000 --> 00:05:27.000]  所以當我們進入一個
[00:05:27.000 --> 00:05:29.000]  我們去買一戶的快樓
[00:05:29.000 --> 00:05:30.000]  我們進行一些投資的時候
[00:05:30.000 --> 00:05:32.000]  我們最小心的地方就是
[00:05:32.000 --> 00:05:34.000]  我們的心
[00:05:34.000 --> 00:05:35.000]  這個也很重要的
[00:05:35.000 --> 00:05:37.000]  因為很多
[00:05:37.000 --> 00:05:40.000]  很多不開心的事情
[00:05:40.000 --> 00:05:41.000]  在你心裡
[00:05:41.000 --> 00:05:42.000]  不開心的事情
[00:05:42.000 --> 00:05:44.000]  很多時候是因為你的心
[00:05:44.000 --> 00:05:46.000]  控制不了
[00:05:46.000 --> 00:05:48.000]  所以你記住一件事
[00:05:48.000 --> 00:05:49.000]  就是說
[00:05:49.000 --> 00:05:52.000]  無論你的舊友
[00:05:52.000 --> 00:05:54.000]  有多少錢財都好
[00:05:54.000 --> 00:05:56.000]  你都不可以持高
[00:05:56.000 --> 00:05:57.000]  因為你不可以依靠
[00:05:57.000 --> 00:05:59.000]  你知道你要依靠的永遠記得一件事
[00:05:59.000 --> 00:06:01.000]  就是你依靠的
[00:06:01.000 --> 00:06:02.000]  就是耶和華
[00:06:02.000 --> 00:06:03.000]  因為這些是所有的
[00:06:03.000 --> 00:06:04.000]  你記住一件事
[00:06:04.000 --> 00:06:07.000]  是耶和華賜給你的
[00:06:07.000 --> 00:06:09.000]  因為聖經說得很清楚
[00:06:09.000 --> 00:06:10.000]  所有的東西
[00:06:10.000 --> 00:06:11.000]  行走的財和公義
[00:06:11.000 --> 00:06:14.000]  都是在他身上的
[00:06:14.000 --> 00:06:16.000]  但是
[00:06:16.000 --> 00:06:18.000]  還有聖經
[00:06:18.000 --> 00:06:20.000]  通常我們會在
[00:06:20.000 --> 00:06:21.000]  這個基本資源社會裡面
[00:06:21.000 --> 00:06:22.000]  都是做財團的
[00:06:22.000 --> 00:06:24.000]  所以我們投資
[00:06:24.000 --> 00:06:25.000]  最主要的一件事
[00:06:25.000 --> 00:06:26.000]  就是我們界定了
[00:06:26.000 --> 00:06:28.000]  財團才可以進行投資
[00:06:28.000 --> 00:06:30.000]  但是在聖經來說
[00:06:30.000 --> 00:06:31.000]  其實聖經不是說
[00:06:31.000 --> 00:06:32.000]  Hello
[00:06:32.000 --> 00:06:39.000]  因為為了增加出力
[00:06:39.000 --> 00:06:41.000]  所以我要投資農區
[00:06:41.000 --> 00:06:51.000]  聖經怎樣看這件事呢
[00:06:51.000 --> 00:06:53.000]  聖經其實
[00:06:53.000 --> 00:06:55.000]  不是說財產真是你的
[00:06:55.000 --> 00:06:57.000]  聖經其實是
[00:06:57.000 --> 00:06:59.000]  在創世記一開始已經說
[00:06:59.000 --> 00:07:00.000]  人類的責任
[00:07:00.000 --> 00:07:01.000]  就是我們的責任
[00:07:01.000 --> 00:07:04.000]  是管理這個世界
[00:07:04.000 --> 00:07:05.000]  這個世界所有的東西
[00:07:05.000 --> 00:07:06.000]  包括我們的錢財
[00:07:06.000 --> 00:07:07.000]  其實是天父
[00:07:07.000 --> 00:07:08.000]  天父教給你
[00:07:08.000 --> 00:07:10.000]  去管理它
[00:07:10.000 --> 00:07:12.000]  所以子女也是
[00:07:12.000 --> 00:07:13.000]  子女就是天父
[00:07:13.000 --> 00:07:14.000]  傳播我們的財產
[00:07:14.000 --> 00:07:16.000]  但是我們的責任去管理
[00:07:16.000 --> 00:07:17.000]  教導他們
[00:07:17.000 --> 00:07:18.000]  去培育他們
[00:07:18.000 --> 00:07:20.000]  所以我們從來不總有他們
[00:07:20.000 --> 00:07:21.000]  所以你有這個心態
[00:07:21.000 --> 00:07:23.000]  你會知道
[00:07:23.000 --> 00:07:24.000]  在聖經裡面
[00:07:24.000 --> 00:07:25.000]  聖經就告訴我
[00:07:25.000 --> 00:07:26.000]  所有東西
[00:07:26.000 --> 00:07:28.000]  一開始這個世界
[00:07:28.000 --> 00:07:29.000]  所有東西
[00:07:29.000 --> 00:07:31.000]  天父教給我去管理
[00:07:31.000 --> 00:07:32.000]  這個管理
[00:07:32.000 --> 00:07:33.000]  人的心態很重要
[00:07:33.000 --> 00:07:34.000]  我不管我管你
[00:07:34.000 --> 00:07:35.000]  我管你
[00:07:35.000 --> 00:07:38.000]  就變成你的心理壓力更大
[00:07:38.000 --> 00:07:40.000]  就是你努力去做
[00:07:40.000 --> 00:07:41.000]  你不說
[00:07:41.000 --> 00:07:43.000]  有天災
[00:07:43.000 --> 00:07:44.000]  突然間
[00:07:44.000 --> 00:07:46.000]  有火族燒毀了一個森林
[00:07:46.000 --> 00:07:48.000]  你燒毀了財產
[00:07:48.000 --> 00:07:49.000]  這個叫苦災
[00:07:49.000 --> 00:07:51.000]  你就說沒所謂
[00:07:51.000 --> 00:07:53.000]  在我控制法輪之外
[00:07:53.000 --> 00:07:54.000]  我已經盡力了
[00:07:54.000 --> 00:07:55.000]  希望我這樣
[00:07:55.000 --> 00:07:56.000]  你很開心
[00:07:56.000 --> 00:07:57.000]  繼續生活下去
[00:07:57.000 --> 00:08:00.000]  所以因為你不覺得你擁有它
[00:08:00.000 --> 00:08:02.000]  所以你沒有損失
[00:08:02.000 --> 00:08:04.000]  還有另外一樣東西
[00:08:04.000 --> 00:08:06.000]  我很喜歡看的
[00:08:06.000 --> 00:08:07.000]  我很喜歡看《針研》
[00:08:07.000 --> 00:08:09.000]  我看了差不多六七次
[00:08:09.000 --> 00:08:11.000]  我覺得《針研》很好看
[00:08:11.000 --> 00:08:13.000]  它對我們的生活有很多的教育
[00:08:13.000 --> 00:08:15.000]  其中在三十章
[00:08:15.000 --> 00:08:19.000]  整篇好稿的圖文都很好看
[00:08:19.000 --> 00:08:21.000]  其中一段是這麼說的
[00:08:21.000 --> 00:08:23.000]  我們向天父祈求
[00:08:23.000 --> 00:08:25.000]  「免我不貧窮也不富足
[00:08:25.000 --> 00:08:27.000]  只可我需要的飲食」
[00:08:27.000 --> 00:08:28.000]  為什麼呢
[00:08:28.000 --> 00:08:30.000]  他不想窮
[00:08:30.000 --> 00:08:32.000]  我們大家不想窮
[00:08:32.000 --> 00:08:33.000]  他不想好人
[00:08:33.000 --> 00:08:35.000]  他說那你不想好人有錢嗎
[00:08:35.000 --> 00:08:37.000]  因為如果我窮的話
[00:08:37.000 --> 00:08:39.000]  我怕我窮到要去抽麵包
[00:08:39.000 --> 00:08:41.000]  好像那個
[00:08:41.000 --> 00:08:43.000]  以前的故事
[00:08:43.000 --> 00:08:45.000]  抽個麵包
[00:08:45.000 --> 00:08:46.000]  孤星女
[00:08:46.000 --> 00:08:48.000]  抽個麵包
[00:08:48.000 --> 00:08:49.000]  要坐牢
[00:08:49.000 --> 00:08:51.000]  坐了幾十年牢很慘
[00:08:51.000 --> 00:08:53.000]  一輩子都背著罪犯的罪過
[00:08:53.000 --> 00:08:57.000]  所以他不想抽麵包
[00:08:57.000 --> 00:08:59.000]  但如果你富足的話
[00:08:59.000 --> 00:09:01.000]  你可能心離開了
[00:09:01.000 --> 00:09:03.000]  因此你就會更壞
[00:09:03.000 --> 00:09:09.000]  你就會失去了天上的資產
[00:09:09.000 --> 00:09:11.000]  所以他就過期
[00:09:11.000 --> 00:09:13.000]  所以我們永遠保持心
[00:09:13.000 --> 00:09:15.000]  最好不要窮
[00:09:15.000 --> 00:09:17.000]  千萬不要有錢多到
[00:09:17.000 --> 00:09:19.000]  可以將你的心帶走
[00:09:19.000 --> 00:09:21.000]  所以從這個角度來看
[00:09:21.000 --> 00:09:23.000]  不是窮
[00:09:23.000 --> 00:09:24.000]  即你不是很有錢
[00:09:24.000 --> 00:09:25.000]  可能是一種祝福
[00:09:25.000 --> 00:09:26.000]  為什麼呢
[00:09:26.000 --> 00:09:27.000]  因為你的心
[00:09:27.000 --> 00:09:28.000]  如果你是一個
[00:09:28.000 --> 00:09:29.000]  你自己想想
[00:09:29.000 --> 00:09:31.000]  我這個人是很貪心的
[00:09:31.000 --> 00:09:33.000]  因為我見到錢
[00:09:33.000 --> 00:09:34.000]  眼快過敏
[00:09:34.000 --> 00:09:35.000]  你是一個這樣的人
[00:09:35.000 --> 00:09:37.000]  你應該不需要錢
[00:09:37.000 --> 00:09:39.000]  這樣你就可以趁人多些錢
[00:09:39.000 --> 00:09:41.000]  所以這是一個
[00:09:41.000 --> 00:09:43.000]  天賦在這裏續間的一個平衡
[00:09:43.000 --> 00:09:45.000]  所以就是
[00:09:45.000 --> 00:09:49.000]  你的最主要是一個人的心態
[00:09:49.000 --> 00:09:52.000]  但天賦一定不會令到你很平衡
[00:09:52.000 --> 00:09:54.000]  因為他會知道我們有錢著
[00:09:54.000 --> 00:09:56.000]  所以他其實在兩邊
[00:09:56.000 --> 00:09:57.000]  天賦很開心地
[00:09:57.000 --> 00:09:58.000]  和我們續間一個平衡
[00:09:58.000 --> 00:10:01.000]  令到你不會走到最後
[00:10:01.000 --> 00:10:05.000]  離開了他的懷抱
[00:10:05.000 --> 00:10:07.000]  OK
[00:10:07.000 --> 00:10:11.000]  所以是我們的心態決定了
[00:10:11.000 --> 00:10:13.000]  我所想的重點就是
[00:10:13.000 --> 00:10:15.000]  從基督教的角度
[00:10:15.000 --> 00:10:17.000]  就是我們今生的財富
[00:10:17.000 --> 00:10:19.000]  多還是少
[00:10:19.000 --> 00:10:21.000]  是隨著你自己的心
[00:10:21.000 --> 00:10:22.000]  因為現在天賦是上乘的
[00:10:22.000 --> 00:10:24.000]  如果你有財蓋的話
[00:10:24.000 --> 00:10:27.000]  好像這個五千、二千、三十千人
[00:10:27.000 --> 00:10:29.000]  這個比喻你應該聽過很多次
[00:10:29.000 --> 00:10:31.000]  因為你是一個牧師
[00:10:31.000 --> 00:10:33.000]  差不多一年多
[00:10:33.000 --> 00:10:35.000]  可能會講一次
[00:10:35.000 --> 00:10:37.000]  一個五千、二千
[00:10:37.000 --> 00:10:38.000]  或者一千
[00:10:38.000 --> 00:10:39.000]  其實是你的財蓋
[00:10:39.000 --> 00:10:40.000]  即是說
[00:10:40.000 --> 00:10:42.000]  如果你本來的財蓋很多
[00:10:42.000 --> 00:10:44.000]  其實我們是貪錢的
[00:10:44.000 --> 00:10:46.000]  可能是到最後
[00:10:46.000 --> 00:10:47.000]  他給你五千
[00:10:47.000 --> 00:10:49.000]  我給你更多
[00:10:49.000 --> 00:10:52.000]  但如果你是一個沒有財蓋的人
[00:10:52.000 --> 00:10:53.000]  根本不懂得管理那些東西
[00:10:53.000 --> 00:10:55.000]  然後給你五千
[00:10:55.000 --> 00:10:57.000]  那就是害了你
[00:10:57.000 --> 00:11:00.000]  所以財富的分佈
[00:11:00.000 --> 00:11:02.000]  在基督教來說
[00:11:02.000 --> 00:11:03.000]  是一個
[00:11:03.000 --> 00:11:05.000]  它會是一個天賦
[00:11:05.000 --> 00:11:06.000]  作出一個平衡
[00:11:06.000 --> 00:11:07.000]  即是說不是越多財富
[00:11:07.000 --> 00:11:08.000]  是一個祝福
[00:11:08.000 --> 00:11:11.000]  也不是說你是詛咒
[00:11:11.000 --> 00:11:12.000]  但是想想
[00:11:12.000 --> 00:11:14.000]  藥法可以給很多財富
[00:11:14.000 --> 00:11:16.000]  因為你給他那個心
[00:11:16.000 --> 00:11:18.000]  即是他沒有所有東西
[00:11:18.000 --> 00:11:19.000]  但他不喪失心
[00:11:19.000 --> 00:11:22.000]  證明他根本心不會被財富影響
[00:11:22.000 --> 00:11:24.000]  所以他天賦給很多很多東西
[00:11:24.000 --> 00:11:26.000]  是不可以的
[00:11:26.000 --> 00:11:27.000]  不過我經常都祈求天賦
[00:11:27.000 --> 00:11:29.000]  我不想做藥法的人
[00:11:29.000 --> 00:11:31.000]  所以不想
[00:11:31.000 --> 00:11:33.000]  所以我不需要有他的財富
[00:11:33.000 --> 00:11:36.000]  很怕很怕做藥法
[00:11:36.000 --> 00:11:37.000]  好了
[00:11:37.000 --> 00:11:39.000]  接著我們講一些實際
[00:11:39.000 --> 00:11:41.000]  從那個角度來看
[00:11:41.000 --> 00:11:43.000]  首先第一個問題就是我媽媽
[00:11:43.000 --> 00:11:46.000]  我媽媽可能你都聽過
[00:11:46.000 --> 00:11:48.000]  她在樓下推薦給她
[00:11:48.000 --> 00:11:51.000]  為甚麼去了美國誕生
[00:11:51.000 --> 00:11:52.000]  很開心
[00:11:52.000 --> 00:11:55.000]  因為剛好有一個新的小朋友
[00:11:55.000 --> 00:11:56.000]  加入我們這個家族
[00:11:56.000 --> 00:11:59.000]  她非常開心
[00:11:59.000 --> 00:12:04.000]  起碼肥了60%
[00:12:04.000 --> 00:12:07.000]  我第一次接觸股票
[00:12:07.000 --> 00:12:09.000]  其實是我媽媽的事
[00:12:09.000 --> 00:12:11.000]  我見到我媽媽很不開心的時候
[00:12:11.000 --> 00:12:13.000]  好像一個小朋友
[00:12:13.000 --> 00:12:17.000]  可能叫我一年不回家都未到
[00:12:17.000 --> 00:12:19.000]  我見到我媽媽不開心
[00:12:19.000 --> 00:12:21.000]  經常說她金魚缸
[00:12:21.000 --> 00:12:22.000]  我問我媽媽
[00:12:22.000 --> 00:12:24.000]  究竟我可不可以帶我去金魚缸
[00:12:24.000 --> 00:12:25.000]  看金魚
[00:12:25.000 --> 00:12:26.000]  她經常都說
[00:12:26.000 --> 00:12:28.000]  甚麼是金魚缸
[00:12:28.000 --> 00:12:30.000]  原來她說考股票
[00:12:30.000 --> 00:12:33.000]  其實我媽媽還不知道甚麼是股票
[00:12:33.000 --> 00:12:36.000]  當時730有股災
[00:12:36.000 --> 00:12:41.000]  很明顯就是眾多股民的屍體底下那層
[00:12:41.000 --> 00:12:43.000]  所以大家都說很便宜
[00:12:43.000 --> 00:12:45.000]  這是一個賭博
[00:12:45.000 --> 00:12:47.000]  所以她以後都不買股票
[00:12:47.000 --> 00:12:50.000]  但她猜不到
[00:12:50.000 --> 00:12:54.000]  最後我還是救股票
[00:12:54.000 --> 00:13:00.000]  究竟投資和賭博有甚麼分別
[00:13:00.000 --> 00:13:04.000]  你買大批
[00:13:04.000 --> 00:13:06.000]  買大批贏大輸
[00:13:06.000 --> 00:13:08.000]  人們說股票都是
[00:13:08.000 --> 00:13:10.000]  不是星期年
[00:13:10.000 --> 00:13:16.000]  所以最多人問我問題是
[00:13:16.000 --> 00:13:18.000]  你猜明天股市升不升
[00:13:18.000 --> 00:13:19.000]  我心想升
[00:13:19.000 --> 00:13:21.000]  因為有1/2機會中
[00:13:21.000 --> 00:13:23.000]  明天升就好像開巢
[00:13:23.000 --> 00:13:26.000]  有甚麼分別
[00:13:26.000 --> 00:13:28.000]  有個很有趣的分別
[00:13:28.000 --> 00:13:30.000]  這個是我看的
[00:13:30.000 --> 00:13:32.000]  你買大批的話
[00:13:32.000 --> 00:13:35.000]  你發覺這是一個零和遊戲
[00:13:35.000 --> 00:13:38.000]  當我贏了你就輸了
[00:13:38.000 --> 00:13:40.000]  我開心你就不開心
[00:13:40.000 --> 00:13:43.000]  所以我掛上劍機在你的痛苦身上
[00:13:43.000 --> 00:13:45.000]  所以我看政經來說
[00:13:45.000 --> 00:13:47.000]  為何反對賭博的原因
[00:13:47.000 --> 00:13:50.000]  就是我們不能奪取別人的財富
[00:13:50.000 --> 00:13:52.000]  令到他很傷心
[00:13:52.000 --> 00:13:55.000]  所以在這個角度來說
[00:13:55.000 --> 00:13:58.000]  我們是贊成賭博
[00:13:58.000 --> 00:14:00.000]  投資有甚麼不同
[00:14:00.000 --> 00:14:02.000]  投資不是一樣嗎
[00:14:02.000 --> 00:14:04.000]  投資的特色
[00:14:04.000 --> 00:14:07.000]  你想想用股票來做一個例子
[00:14:07.000 --> 00:14:09.000]  你買股票不放在零和遊戲裏
[00:14:09.000 --> 00:14:12.000]  因為你公司本身有盈利的增長
[00:14:12.000 --> 00:14:16.000]  它需要你的資金去進行業務發展
[00:14:16.000 --> 00:14:20.000]  所以股票的價值不是在於價格好
[00:14:20.000 --> 00:14:22.000]  不是天決定的
[00:14:22.000 --> 00:14:25.000]  是整間公司去決定
[00:14:25.000 --> 00:14:28.000]  公司的管理層和進行業務的決定
[00:14:28.000 --> 00:14:30.000]  因為它本身有增長
[00:14:30.000 --> 00:14:31.000]  經濟會有增長
[00:14:31.000 --> 00:14:34.000]  所以大家共同分享了一個經濟增長的情況
[00:14:34.000 --> 00:14:36.000]  所以大家都得益
[00:14:36.000 --> 00:14:38.000]  所以買股票給你那個人很開心
[00:14:38.000 --> 00:14:40.000]  買你一個人也很開心
[00:14:40.000 --> 00:14:43.000]  所以你本身這個不是一個零和遊戲
[00:14:43.000 --> 00:14:45.000]  從這個角度來說
[00:14:45.000 --> 00:14:46.000]  你就可以立刻想想
[00:14:46.000 --> 00:14:48.000]  那有甚麼我可以做甚麼
[00:14:48.000 --> 00:14:50.000]  這個就怎樣去應用呢
[00:14:50.000 --> 00:14:51.000]  就不好了
[00:14:51.000 --> 00:14:52.000]  例如第一個東西
[00:14:52.000 --> 00:14:55.000]  我可不可以打麻將呢
[00:14:55.000 --> 00:14:58.000]  那可以怎樣呢
[00:14:58.000 --> 00:14:59.000]  那就想吧
[00:14:59.000 --> 00:15:00.000]  看你跟誰
[00:15:00.000 --> 00:15:03.000]  我的答案不是以我自己的答案
[00:15:03.000 --> 00:15:04.000]  是看你跟誰打麻將
[00:15:04.000 --> 00:15:07.000]  如果跟一些你都不認識的人打麻將
[00:15:07.000 --> 00:15:09.000]  那就不是你開心他不開心
[00:15:09.000 --> 00:15:11.000]  他一定不想輸給你
[00:15:11.000 --> 00:15:12.000]  輸了他一定很不開心
[00:15:12.000 --> 00:15:15.000]  但是如果你說
[00:15:15.000 --> 00:15:16.000]  我不是的
[00:15:16.000 --> 00:15:18.000]  我是外母
[00:15:18.000 --> 00:15:21.000]  最經典的四人麻將場面
[00:15:21.000 --> 00:15:24.000]  就是外父外母隔離一班
[00:15:24.000 --> 00:15:26.000]  這樣的
[00:15:26.000 --> 00:15:27.000]  多開心呢
[00:15:27.000 --> 00:15:29.000]  那你就輸得很開心
[00:15:29.000 --> 00:15:31.000]  你還要保證
[00:15:31.000 --> 00:15:34.000]  輸三分之二
[00:15:34.000 --> 00:15:36.000]  輸那個最開心
[00:15:36.000 --> 00:15:37.000]  那你打到很開心
[00:15:37.000 --> 00:15:38.000]  大家就完了
[00:15:38.000 --> 00:15:39.000]  大家就完了
[00:15:39.000 --> 00:15:41.000]  那你就走到家裡去
[00:15:41.000 --> 00:15:43.000]  那問題就是
[00:15:43.000 --> 00:15:45.000]  你變了一個賭博
[00:15:45.000 --> 00:15:48.000]  大家除了錢銀的龍火之外
[00:15:48.000 --> 00:15:50.000]  大家完了之後
[00:15:50.000 --> 00:15:51.000]  是開心了
[00:15:51.000 --> 00:15:53.000]  你的關係是增進了
[00:15:53.000 --> 00:15:55.000]  那我覺得你可以繼續
[00:15:55.000 --> 00:15:56.000]  這個是一個
[00:15:56.000 --> 00:15:57.000]  但是這個應用
[00:15:57.000 --> 00:15:59.000]  就要看你的心態
[00:15:59.000 --> 00:16:01.000]  那就
[00:16:01.000 --> 00:16:04.000]  接著我們說一下
[00:16:04.000 --> 00:16:06.000]  管理這些資產的問題
[00:16:06.000 --> 00:16:08.000]  有一樣東西我要說一說的
[00:16:08.000 --> 00:16:09.000]  就是
[00:16:09.000 --> 00:16:11.000]  權子那些東西
[00:16:11.000 --> 00:16:13.000]  我沒有詳細
