
[00:00:00.000 --> 00:00:04.000]  各位鼎姐妹早安,主人平安
[00:02:06.000 --> 00:02:09.000]  他獻祭完之後通常都會有一些肉拿回來
[00:02:09.000 --> 00:02:14.000]  就會分給老婆子女,人人有份
[00:02:14.000 --> 00:02:18.000]  但是哈拿卻是拿到雙份
[00:02:18.000 --> 00:02:22.000]  即是他對哈拿特別關照
[00:02:22.000 --> 00:02:25.000]  經文也說他是特別愛哈拿
[00:02:25.000 --> 00:02:28.000]  爾利加拿對哈拿這麼好
[00:02:28.000 --> 00:02:30.000]  比利拿當然是不服氣的
[00:02:30.000 --> 00:02:34.000]  特別是當時的社會
[00:02:34.000 --> 00:02:37.000]  沒有子女是一個恥辱
[00:02:37.000 --> 00:02:39.000]  沒有兒子是一個恥辱
[00:02:39.000 --> 00:02:44.000]  所以比利拿就拿這件事來攻擊哈拿
[00:02:44.000 --> 00:02:47.000]  取笑他,即是專門惹他生氣
[00:02:47.000 --> 00:02:50.000]  經文很明顯是他專門惹他生氣
[00:02:50.000 --> 00:02:53.000]  令到哈拿生氣到飯也吃不下
[00:02:53.000 --> 00:02:56.000]  有一次獻祭完之後
[00:02:56.000 --> 00:02:58.000]  又是這樣,哈拿被人惹得很生氣
[00:02:58.000 --> 00:03:03.000]  心裡仇苦,一邊哭一邊向耶和華祈禱
[00:03:03.000 --> 00:03:07.000]  當時他應該是在聖殿的門口
[00:03:07.000 --> 00:03:10.000]  因為以利這個祭司
[00:03:10.000 --> 00:03:13.000]  他就坐在聖殿的門框
[00:03:13.000 --> 00:03:16.000]  看到這個女人在那裡含含沉沉的低頭
[00:03:16.000 --> 00:03:18.000]  不知道在做什麼,嘴巴不停地說
[00:03:18.000 --> 00:03:21.000]  就以為她喝醉酒,其實她在祈禱
[00:03:21.000 --> 00:03:25.000]  經文說,他許言說萬君知耶和華
[00:03:25.000 --> 00:03:28.000]  你若誰顧你的侍女的苦情
[00:03:28.000 --> 00:03:30.000]  眷念不忘你的侍女
[00:03:30.000 --> 00:03:34.000]  賜你的侍女一個子字
[00:03:34.000 --> 00:03:37.000]  我必使她終生歸給耶和華
[00:03:37.000 --> 00:03:40.000]  不用剃刀剃她的頭
[00:03:40.000 --> 00:03:44.000]  他去求耶和華賜他一個兒子
[00:03:44.000 --> 00:03:46.000]  他的條件是什麼呢?
[00:03:46.000 --> 00:03:49.000]  終生歸給耶和華,不用剃刀剃她的頭
[00:03:49.000 --> 00:03:53.000]  我也在想,其實他為什麼要祈禱求一個兒子?
[00:03:53.000 --> 00:03:55.000]  為什麼要求一個兒子?
[00:03:55.000 --> 00:03:59.000]  我想來想去,我覺得得出一個結論
[00:03:59.000 --> 00:04:02.000]  就是他不服氣,他的氣不順
[00:04:02.000 --> 00:04:06.000]  因為他有一個很愛他的老公
[00:04:06.000 --> 00:04:08.000]  如果大家熟悉經文的
[00:04:08.000 --> 00:04:13.000]  經文經常說,有我豈不比有十個兒子更好?
[00:04:13.000 --> 00:04:15.000]  就是以利加拿這樣說的
[00:04:15.000 --> 00:04:17.000]  有時候我和我老婆都這樣說的
[00:04:17.000 --> 00:04:19.000]  有我不是比有十個兒子更好嗎?
[00:04:19.000 --> 00:04:22.000]  但是生活環境,有一個愛他的老公
[00:04:22.000 --> 00:04:24.000]  生活環境是好的
[00:04:24.000 --> 00:04:26.000]  你想想,他沒有錢,以利加拿沒有錢
[00:04:26.000 --> 00:04:28.000]  他怎麼養兩個老婆?
[00:04:28.000 --> 00:04:30.000]  是不是?養一個也養不成
[00:04:30.000 --> 00:04:33.000]  生活環境又好,老公又愛他
[00:04:33.000 --> 00:04:35.000]  只不過是沒有兒子
[00:04:35.000 --> 00:04:37.000]  被一個死對頭去激怒
[00:04:37.000 --> 00:04:40.000]  他人生有很多苦澀在裡面
[00:04:40.000 --> 00:04:43.000]  他為了這件事有些苦澀在裡面
[00:04:43.000 --> 00:04:47.000]  但是其實他的祈禱也很正面的
[00:04:47.000 --> 00:04:51.000]  他不是詛咒,不是詛咒死比利拿
[00:04:51.000 --> 00:04:53.000]  不是詛咒他的子女
[00:04:53.000 --> 00:04:55.000]  他只是向上帝祈禱
[00:04:55.000 --> 00:04:57.000]  他求上帝給我一個兒子
[00:04:57.000 --> 00:05:01.000]  讓我起碼也出一口氣
[00:05:01.000 --> 00:05:06.000]  其實想來想去,我也覺得是他的氣不順
[00:05:06.000 --> 00:05:09.000]  他求上帝給他兒子的條件就是
[00:05:09.000 --> 00:05:12.000]  他要將他終生歸給上帝
[00:05:12.000 --> 00:05:15.000]  終生不用剃刀剃他的頭
[00:05:15.000 --> 00:05:19.000]  其實不用刀剃頭,這是拿西爾人的特徵
[00:05:19.000 --> 00:05:22.000]  大家知不知道拿西爾人是什麼人?
[00:05:22.000 --> 00:05:24.000]  其實參孫也是拿西爾人
[00:05:24.000 --> 00:05:27.000]  拿西爾人就是許了願
[00:05:27.000 --> 00:05:31.000]  他會將自己分別為性歸給耶和華
[00:05:31.000 --> 00:05:34.000]  在做拿西爾人的期間是不可以剃頭
[00:05:34.000 --> 00:05:36.000]  不可以接觸屍體
[00:05:36.000 --> 00:05:38.000]  也不可以喝酒
[00:05:38.000 --> 00:05:42.000]  也不可以吃葡萄製成的食物
[00:05:42.000 --> 00:05:45.000]  這代表一種離開俗世的行為
[00:05:45.000 --> 00:05:48.000]  分別為性歸給耶和華
[00:05:48.000 --> 00:05:51.000]  所以你在後面的經文也看到
[00:05:51.000 --> 00:05:54.000]  薩姆以他從小離開父母
[00:05:54.000 --> 00:05:57.000]  在聖殿裡侍奉
[00:05:57.000 --> 00:06:00.000]  不過做拿西爾人不一定要終生
[00:06:00.000 --> 00:06:03.000]  其實做拿西爾人是可以一段時間
[00:06:03.000 --> 00:06:09.000]  許願做一段時間就可以回到普通人
[00:06:09.000 --> 00:06:15.000]  其實有多少像佛教和尚
[00:06:15.000 --> 00:06:17.000]  出家一段時間
[00:06:17.000 --> 00:06:20.000]  或者修士修女
[00:06:20.000 --> 00:06:23.000]  離開俗世分別出來
[00:06:23.000 --> 00:06:27.000]  其實做拿西爾人不是終生
[00:06:27.000 --> 00:06:30.000]  但為什麼他要這樣許願呢?
[00:06:30.000 --> 00:06:33.000]  我生了兒子之後終生就歸給耶和華
[00:06:33.000 --> 00:06:35.000]  他一輩子都跟著你
[00:06:35.000 --> 00:06:39.000]  坦白說有些人可能解釋哈娜很淑女
[00:06:39.000 --> 00:06:42.000]  但讓我去想
[00:06:42.000 --> 00:06:45.000]  有這樣的條件來換一個兒子
[00:06:45.000 --> 00:06:48.000]  有好還是不好?
[00:06:48.000 --> 00:06:51.000]  生了出來他永遠都不在你身邊
[00:06:51.000 --> 00:06:54.000]  我讓我去想我就不願意
[00:06:54.000 --> 00:06:59.000]  其實我覺得哈娜的動機不是很純正
[00:06:59.000 --> 00:07:01.000]  坦白說
[00:07:01.000 --> 00:07:04.000]  她可能是為了出一口氣才這樣求
[00:07:04.000 --> 00:07:09.000]  但是當事人的苦澀你又不可以說不真誠
[00:07:09.000 --> 00:07:12.000]  有時候事情就是當事人覺得很痛苦
[00:07:12.000 --> 00:07:14.000]  他覺得很苦澀
[00:07:14.000 --> 00:07:16.000]  我們外人去看的時候你可能覺得
[00:07:16.000 --> 00:07:18.000]  哎呀為什麼你會這樣想
[00:07:18.000 --> 00:07:21.000]  其實當事人才明白
[00:07:21.000 --> 00:07:24.000]  舉個例子我做了爸爸我才開始明白
[00:07:24.000 --> 00:07:27.000]  我明白家庭主婦有多辛苦
[00:07:27.000 --> 00:07:31.000]  其實我好像大男人一樣
[00:07:31.000 --> 00:07:33.000]  其實我照顧了兩年兒子
[00:07:33.000 --> 00:07:36.000]  我有兩年時間全職照顧小朋友
[00:07:36.000 --> 00:07:39.000]  由零歲照顧到兩歲
[00:07:39.000 --> 00:07:43.000]  我明白我衷心佩服每一個家庭主婦
[00:07:43.000 --> 00:07:45.000]  我以前覺得家庭主婦有什麼好做的
[00:07:45.000 --> 00:07:48.000]  在家裡看著小孩
[00:07:48.000 --> 00:07:51.000]  但原來家務重重複複
[00:07:51.000 --> 00:07:53.000]  每天重重複複是很痛苦的
[00:07:53.000 --> 00:07:55.000]  事情你做了沒什麼特別
[00:07:55.000 --> 00:07:57.000]  你維持房子正常
[00:07:57.000 --> 00:08:02.000]  你拖地倒垃圾洗衣服就維持房子正常
[00:08:02.000 --> 00:08:05.000]  但是你不做兩天
[00:08:05.000 --> 00:08:08.000]  你看看房子那些藍衣多得離譜
[00:08:08.000 --> 00:08:10.000]  地又黏黏的
[00:08:10.000 --> 00:08:12.000]  東西髒髒的
[00:08:12.000 --> 00:08:15.000]  就會有很多問題
[00:08:15.000 --> 00:08:17.000]  就像照顧小朋友
[00:08:17.000 --> 00:08:20.000]  你一直和他換尿片就維持正常
[00:08:20.000 --> 00:08:22.000]  但你試試半天不換尿片
[00:08:22.000 --> 00:08:26.000]  尿片大得又紅紅的
[00:08:26.000 --> 00:08:27.000]  你不做又不行
[00:08:27.000 --> 00:08:30.000]  其實做家庭主婦很辛苦
[00:08:30.000 --> 00:08:33.000]  我那兩年都沒什麼成功感
[00:08:33.000 --> 00:08:35.000]  甚至有時候等老婆下班
[00:08:35.000 --> 00:08:37.000]  想著她回來幫忙
[00:08:37.000 --> 00:08:39.000]  可能大家都試過等老公回來
[00:08:39.000 --> 00:08:40.000]  想著他幫忙
[00:08:40.000 --> 00:08:42.000]  回來躺著不動
[00:08:42.000 --> 00:08:43.000]  你看著他
[00:08:43.000 --> 00:08:45.000]  我又不忍心叫他幫忙
[00:08:45.000 --> 00:08:46.000]  於是我又捱下去
[00:08:46.000 --> 00:08:48.000]  由早上7點到晚上7點
[00:08:48.000 --> 00:08:50.000]  7點到晚上7點這樣捱下去
[00:08:50.000 --> 00:08:52.000]  我不明白那種苦澀
[00:08:52.000 --> 00:08:53.000]  我不明白
[00:08:53.000 --> 00:08:56.000]  有些事是當事人才知道有多苦
[00:08:56.000 --> 00:08:58.000]  所以哈拿有多苦
[00:08:58.000 --> 00:09:03.000]  她天天被比利拿去到腰心腰肺說她
[00:09:03.000 --> 00:09:05.000]  我想哈拿才明白
[00:09:05.000 --> 00:09:07.000]  不過耶和華也明白
[00:09:07.000 --> 00:09:08.000]  上帝也明白
[00:09:08.000 --> 00:09:09.000]  經文說
[00:09:09.000 --> 00:09:12.000]  耶和華姑娘哈拿
[00:09:12.000 --> 00:09:14.000]  時後到了哈拿懷孕生了一個兒子
[00:09:14.000 --> 00:09:16.000]  給他起名撒姆爾
[00:09:16.000 --> 00:09:19.000]  說這是我從耶和華那裡求來的
[00:09:19.000 --> 00:09:21.000]  耶和華真的應問她的禱告
[00:09:21.000 --> 00:09:22.000]  真的答應她
[00:09:22.000 --> 00:09:23.000]  是不是
[00:09:23.000 --> 00:09:25.000]  就是耶和華知道她的苦情
[00:09:25.000 --> 00:09:27.000]  而哈拿也很清楚
[00:09:27.000 --> 00:09:31.000]  這個兒子是耶和華那裡求來的
[00:09:31.000 --> 00:09:33.000]  這件事一點都不含糊
[00:09:33.000 --> 00:09:35.000]  其實很值得欣賞她
[00:09:35.000 --> 00:09:36.000]  很值得欣賞她
[00:09:36.000 --> 00:09:37.000]  你有沒有類似的經驗
[00:09:37.000 --> 00:09:40.000]  就是你在祈願禱求上第一件事
[00:09:40.000 --> 00:09:41.000]  好了求完了
[00:09:41.000 --> 00:09:43.000]  然後結果多好
[00:09:43.000 --> 00:09:44.000]  譬如我失業
[00:09:44.000 --> 00:09:46.000]  祈禱求神給我一份工作
[00:09:46.000 --> 00:09:48.000]  真的找到工作
[00:09:48.000 --> 00:09:50.000]  開頭你很感恩
[00:09:50.000 --> 00:09:52.000]  過了一段時間你會不會想
[00:09:52.000 --> 00:09:55.000]  其實我也發了一百多二百封信
[00:09:55.000 --> 00:09:56.000]  有一封回應我
[00:09:56.000 --> 00:09:58.000]  然後有人請了我
[00:09:58.000 --> 00:10:00.000]  很正常的
[00:10:00.000 --> 00:10:02.000]  都不知道是不是真的祈禱靈驗
[00:10:02.000 --> 00:10:04.000]  有時候我們會這樣想
[00:10:04.000 --> 00:10:07.000]  除非那件事真的很神蹟
[00:10:07.000 --> 00:10:09.000]  你祈願禱很神蹟
[00:10:09.000 --> 00:10:10.000]  譬如他有一個重病
[00:10:10.000 --> 00:10:11.000]  祈願禱第二天
[00:10:11.000 --> 00:10:12.000]  什麼都好了
[00:10:12.000 --> 00:10:14.000]  你就沒得爭
[00:10:14.000 --> 00:10:16.000]  否則我們有時候會這樣
[00:10:16.000 --> 00:10:19.000]  會將一些屬靈的東西
[00:10:19.000 --> 00:10:22.000]  巧合化
[00:10:22.000 --> 00:10:23.000]  是不是
[00:10:23.000 --> 00:10:25.000]  反過來那些不信的人
[00:10:25.000 --> 00:10:26.000]  有時候他們
[00:10:26.000 --> 00:10:27.000]  非基督徒
[00:10:27.000 --> 00:10:28.000]  他們都會覺得我們
[00:10:28.000 --> 00:10:30.000]  將一些巧合屬靈化
[00:10:30.000 --> 00:10:32.000]  剛好巧合的東西
[00:10:32.000 --> 00:10:34.000]  你說得好像上帝幫你一樣
[00:10:34.000 --> 00:10:36.000]  你不知道你有沒有試過身邊的朋友
[00:10:36.000 --> 00:10:39.000]  反過來我們自己將一些屬靈的東西
[00:10:39.000 --> 00:10:40.000]  巧合化
[00:10:40.000 --> 00:10:41.000]  這麼巧合
[00:10:41.000 --> 00:10:42.000]  這麼巧合祈完禱之後
[00:10:42.000 --> 00:10:43.000]  發生而已
[00:10:43.000 --> 00:10:46.000]  哈娜她有沒有這樣呢
[00:10:46.000 --> 00:10:48.000]  她沒有
[00:10:48.000 --> 00:10:49.000]  她沒有
[00:10:49.000 --> 00:10:52.000]  她肯定這個兒子是耶和華求回來的
[00:10:52.000 --> 00:10:54.000]  我祈完禱之後就有個兒子了
[00:10:54.000 --> 00:10:56.000]  於是她也沒有反口
[00:10:56.000 --> 00:10:57.000]  她跟她老公說
[00:10:57.000 --> 00:10:59.000]  等孩子斷了奶
[00:10:59.000 --> 00:11:01.000]  我就帶他上去朝見耶和華
[00:11:01.000 --> 00:11:04.000]  讓他永遠住在那裡
[00:11:04.000 --> 00:11:07.000]  容易嗎這件事
[00:11:07.000 --> 00:11:11.000]  我們很多弟兄姊妹都送子女出國讀書
[00:11:11.000 --> 00:11:13.000]  容易嗎送他們出去的時候
[00:11:13.000 --> 00:11:16.000]  不容易很艱難的
[00:11:16.000 --> 00:11:18.000]  永遠都不在你身邊
[00:11:18.000 --> 00:11:20.000]  你以為這麼容易
[00:11:20.000 --> 00:11:22.000]  養兒一百歲
[00:11:22.000 --> 00:11:24.000]  長憂九十九
[00:11:24.000 --> 00:11:26.000]  做父母的一定不捨得
[00:11:26.000 --> 00:11:27.000]  好像我剛才這樣說
[00:11:27.000 --> 00:11:30.000]  我們可以將神蹟巧合化
[00:11:30.000 --> 00:11:33.000]  剛好祈完禱之後就生了個兒子
[00:11:33.000 --> 00:11:37.000]  用不著將兒子永遠送去做拿西爾人
[00:11:37.000 --> 00:11:39.000]  難得才有個兒子
[00:11:39.000 --> 00:11:42.000]  我想很多家長都是這個時代
[00:11:42.000 --> 00:11:44.000]  都是一個小朋友
[00:11:44.000 --> 00:11:46.000]  很難
[00:11:46.000 --> 00:11:47.000]  我現在送兒子上學
[00:11:47.000 --> 00:11:49.000]  他現在九歲
[00:11:49.000 --> 00:11:51.000]  我以前他一二年級的時候
[00:11:51.000 --> 00:11:52.000]  我送他上學
[00:11:52.000 --> 00:11:54.000]  他那條路
[00:11:54.000 --> 00:11:57.000]  其實我想去到這個門口這麼遠
[00:11:57.000 --> 00:11:59.000]  他一路走一路轉頭拜拜
[00:11:59.000 --> 00:12:00.000]  一路轉頭拜拜
[00:12:00.000 --> 00:12:02.000]  我就站在那裡跟他拜拜
[00:12:02.000 --> 00:12:03.000]  我們兩夫妻
[00:12:03.000 --> 00:12:05.000]  拜拜到他進了學校
[00:12:05.000 --> 00:12:07.000]  然後我們才放心走
[00:12:07.000 --> 00:12:09.000]  好像千萬個不捨得
[00:12:09.000 --> 00:12:11.000]  現在在門口
[00:12:11.000 --> 00:12:12.000]  拜拜
[00:12:12.000 --> 00:12:14.000]  然後就跟同學走進去
[00:12:14.000 --> 00:12:15.000]  看都不看我
[00:12:15.000 --> 00:12:17.000]  我站在那裡一路看一路等
[00:12:17.000 --> 00:12:18.000]  想著他會不會看回頭
[00:12:18.000 --> 00:12:20.000]  他看都不看我
[00:12:20.000 --> 00:12:23.000]  但是都會有些不捨得
[00:12:23.000 --> 00:12:26.000]  但是自己的子女要遠離自己
[00:12:26.000 --> 00:12:28.000]  如果媽媽就更加難受
[00:12:28.000 --> 00:12:29.000]  你試試去幼稚園門口
[00:12:29.000 --> 00:12:31.000]  看看那些N班的
[00:12:31.000 --> 00:12:33.000]  一個小孩哭一個媽媽又哭
[00:12:33.000 --> 00:12:35.000]  兩個抱在一起哭
[00:12:35.000 --> 00:12:37.000]  上學一個上午
[00:12:37.000 --> 00:12:38.000]  是這樣的
[00:12:38.000 --> 00:12:40.000]  我猜哈娜都一樣
[00:12:40.000 --> 00:12:42.000]  你要將一個兒子
[00:12:42.000 --> 00:12:44.000]  送去永遠離開自己
[00:12:44.000 --> 00:12:47.000]  你說他的動機不是很純正
[00:12:47.000 --> 00:12:48.000]  我認為是的
[00:12:48.000 --> 00:12:50.000]  他只是為了出一口氣
[00:12:50.000 --> 00:12:54.000]  但是他的苦情是真實的
[00:12:54.000 --> 00:12:58.000]  而他的信仰都一樣這麼真實
[00:12:58.000 --> 00:13:00.000]  所以即使他面對的處境就是
[00:13:00.000 --> 00:13:02.000]  他要將這麼難得的兒子
[00:13:02.000 --> 00:13:04.000]  送去聖殿去侍奉
[00:13:04.000 --> 00:13:07.000]  他依然決定這樣做
[00:13:07.000 --> 00:13:09.000]  他的信仰是很真實的
[00:13:09.000 --> 00:13:11.000]  當然不是一下子就送了他
[00:13:11.000 --> 00:13:12.000]  就這麼殘忍的
[00:13:12.000 --> 00:13:13.000]  三歲啊
[00:13:13.000 --> 00:13:14.000]  是不是
[00:13:14.000 --> 00:13:16.000]  送了他去聖殿就不理他
[00:13:16.000 --> 00:13:17.000]  也不會的
[00:13:17.000 --> 00:13:19.000]  他其實有可能
[00:13:19.000 --> 00:13:21.000]  二章十一節說到
[00:13:21.000 --> 00:13:22.000]  送完去聖殿之後
[00:13:22.000 --> 00:13:25.000]  回到家鄉的是伊利嘉臘
[00:13:25.000 --> 00:13:27.000]  即是老公回去
[00:13:27.000 --> 00:13:31.000]  有可能其實他繼續留下照顧薩姆
[00:13:31.000 --> 00:13:34.000]  一直到他真的能夠照顧自己為止
[00:13:34.000 --> 00:13:36.000]  不過這些只是估計
[00:13:36.000 --> 00:13:39.000]  今天的講題是信徒二代
[00:13:39.000 --> 00:13:41.000]  二代信徒
[00:13:41.000 --> 00:13:43.000]  這些即是我們平時說的信二代
[00:13:43.000 --> 00:13:46.000]  在我們當中有些甚至是信三代
[00:13:46.000 --> 00:13:49.000]  很多代的信徒
[00:13:49.000 --> 00:13:52.000]  不過我不是說想搞一些新名詞出來
[00:13:52.000 --> 00:13:53.000]  我不是想分開
[00:13:53.000 --> 00:13:55.000]  大家過了今天之後
[00:13:55.000 --> 00:13:56.000]  信徒二代二代信徒
[00:13:56.000 --> 00:13:58.000]  這些混亂說沒問題的
[00:13:58.000 --> 00:13:59.000]  我現在這樣去到
[00:13:59.000 --> 00:14:00.000]  專門分出來
[00:14:00.000 --> 00:14:03.000]  我想大家去到想一想一件事
[00:14:03.000 --> 00:14:09.000]  信徒的二代是不是代表他就是第二代的信徒
[00:14:09.000 --> 00:14:10.000]  是不是
[00:14:10.000 --> 00:14:11.000]  信徒的二代
[00:14:11.000 --> 00:14:12.000]  即是你是基督徒
[00:14:12.000 --> 00:14:13.000]  你生了子女
[00:14:13.000 --> 00:14:17.000]  代不代表他是第二代的基督徒
[00:14:17.000 --> 00:14:18.000]  不一定的
[00:14:18.000 --> 00:14:20.000]  我們信仰沒有遺傳的
[00:14:20.000 --> 00:14:23.000]  你的遺傳基因不會令他信耶穌
[00:14:23.000 --> 00:14:26.000]  撒姆爾作為一個信徒的二代
[00:14:26.000 --> 00:14:28.000]  他肯定是第二代的信徒
[00:14:28.000 --> 00:14:29.000]  是不是
[00:14:29.000 --> 00:14:32.000]  我們都知道他是一個很偉大的先知
[00:14:32.000 --> 00:14:35.000]  而我相信他的信仰生命
[00:14:35.000 --> 00:14:38.000]  其實是來自他母親對他的影響
[00:14:38.000 --> 00:14:40.000]  來自哈拿對他的影響
[00:14:40.000 --> 00:14:42.000]  哈拿的信仰很真實
[00:14:42.000 --> 00:14:44.000]  很全面
[00:14:44.000 --> 00:14:48.000]  在撒姆爾的二章一到十節有一個哈拿的禱告
[00:14:48.000 --> 00:14:50.000]  我不知道大家現在有沒有空間看
[00:14:50.000 --> 00:14:52.000]  你可以回家去看看
[00:14:52.000 --> 00:14:55.000]  你會發覺他對耶和華的讚美
[00:14:55.000 --> 00:14:57.000]  是很全面的
[00:14:57.000 --> 00:14:59.000]  你會發覺他的耶和華的認識
[00:14:59.000 --> 00:15:01.000]  其實是很充分的
[00:15:01.000 --> 00:15:02.000]  作為一個家庭主婦
[00:15:02.000 --> 00:15:03.000]  一個主婦
[00:15:03.000 --> 00:15:05.000]  其實他已經懂很多東西
[00:15:05.000 --> 00:15:06.000]  你看那個禱告
[00:15:06.000 --> 00:15:09.000]  他很清楚耶和華是一個怎樣的神
[00:15:09.000 --> 00:15:13.000]  他不是當了耶和華像那些多仔佛那樣
[00:15:13.000 --> 00:15:15.000]  摸摸他就會生孩子那種
[00:15:15.000 --> 00:15:16.000]  他不是
[00:15:16.000 --> 00:15:20.000]  他認為耶和華不單止是掌管生育
[00:15:20.000 --> 00:15:22.000]  他掌管萬有
[00:15:22.000 --> 00:15:24.000]  他是德性的神
[00:15:24.000 --> 00:15:26.000]  他會勝過仇敵
[00:15:26.000 --> 00:15:28.000]  他掌管生死和榮辱
[00:15:28.000 --> 00:15:30.000]  更加是一個慈悲的神
[00:15:30.000 --> 00:15:32.000]  會看顧貧窮人
[00:15:32.000 --> 00:15:36.000]  他的禱告不單止包含著母親生孩子那麼簡單
[00:15:36.000 --> 00:15:40.000]  他很了解上帝是一個怎樣的上帝
[00:15:40.000 --> 00:15:43.000]  我們總結一下哈拿這個人的特色
[00:15:43.000 --> 00:15:45.000]  雖然他只是一個小婦人
[00:15:45.000 --> 00:15:49.000]  他在生活場景裏面有他的獨特的苦澀
[00:15:49.000 --> 00:15:51.000]  有他的獨特的痛苦
[00:15:51.000 --> 00:15:53.000]  但是他的信仰其實很清晰
[00:15:53.000 --> 00:15:56.000]  他很清楚上帝是一個怎樣的神
[00:15:56.000 --> 00:15:57.000]  因著他的信心
[00:15:57.000 --> 00:16:01.000]  上帝就給了他一個敬虔的後代
[00:16:01.000 --> 00:16:07.000]  而且這個後代成為了聖經裏面一個很重要的人物
[00:16:07.000 --> 00:16:11.000]  反過來我們看到另外一個組合
[00:16:11.000 --> 00:16:13.000]  以利的兒子
[00:16:13.000 --> 00:16:16.000]  祭司以利他有兩個兒子
[00:16:16.000 --> 00:16:20.000]  同樣都是信徒的第二代
[00:16:20.000 --> 00:16:22.000]  而且他是祭司
[00:16:22.000 --> 00:16:25.000]  他其實不簡單
[00:16:25.000 --> 00:16:29.000]  他兩個兒子都是祭司
[00:16:29.000 --> 00:16:32.000]  然後他兩個兒子和他一起在聖殿裏面去公職
[00:16:32.000 --> 00:16:35.000]  其實在聖經裏面有說過
[00:16:35.000 --> 00:16:39.000]  祭司這個角色只可以是摩西的哥哥阿倫
[00:16:39.000 --> 00:16:41.000]  他的後代
[00:16:41.000 --> 00:16:43.000]  是被揀選的
[00:16:43.000 --> 00:16:48.000]  他們作為祭司就是神的代理
[00:16:48.000 --> 00:16:52.000]  當百姓想向神獻祭的時候就要去找祭司
[00:16:52.000 --> 00:16:57.000]  祭司就幫你把祭品處理過,燒掉它
[00:16:57.000 --> 00:17:00.000]  這個是一個很重要的工作
[00:17:00.000 --> 00:17:04.000]  當時人是不可以直接去和上帝交流的
[00:17:04.000 --> 00:17:06.000]  現在其實我們很幸福
[00:17:06.000 --> 00:17:10.000]  你閉上眼睛祈禱就說上帝在聽你說話
[00:17:10.000 --> 00:17:14.000]  當時的人是不可以的,你不可以自己去和神說話的
[00:17:14.000 --> 00:17:17.000]  你一定要透過祭司去獻祭
[00:17:17.000 --> 00:17:21.000]  你獻的祭除了感謝讚美之外還有贖罪祭
[00:17:21.000 --> 00:17:25.000]  你犯了罪你要透過祭司去幫你贖罪
[00:17:25.000 --> 00:17:27.000]  沒有其他途徑的了
[00:17:27.000 --> 00:17:30.000]  你想一下,你現在做錯事你低頭祈禱認罪
[00:17:30.000 --> 00:17:34.000]  當時你的途徑就是拿一隻牛去或者拿一些祭品去
[00:17:34.000 --> 00:17:37.000]  向上帝獻祭去認罪
[00:17:37.000 --> 00:17:39.000]  祭司的工作是很重要的
[00:17:39.000 --> 00:17:46.000]  所以其實祭司這麼重要的工作是很光榮的
[00:17:46.000 --> 00:17:49.000]  以利和他兩個兒子能夠在那裡公職
[00:17:49.000 --> 00:17:52.000]  但是聖經是這樣說的
[00:17:52.000 --> 00:17:54.000]  二章十二節那裡
[00:17:54.000 --> 00:17:58.000]  以利的兩個兒子是無賴,不認識耶和華
