
[00:00:00.000 --> 00:00:03.360]  多謝主再一次我們能夠來到研讀
[00:02:57.960 --> 00:02:59.960]  你是會面對
[00:02:59.960 --> 00:03:01.960]  我們成為弱勢社群的
[00:03:01.960 --> 00:03:03.960]  我們是要面對那個迫迫
[00:03:03.960 --> 00:03:05.960]  有組織的迫迫
[00:03:05.960 --> 00:03:07.960]  有計劃的迫迫的
[00:03:07.960 --> 00:03:10.960]  所以一生人都要遇一次或者兩次
[00:03:10.960 --> 00:03:12.960]  是好的
[00:03:12.960 --> 00:03:14.960]  不是不好的
[00:03:14.960 --> 00:03:17.960]  對信仰是非常認真
[00:03:17.960 --> 00:03:19.960]  如果再有下一次的大規模的
[00:03:19.960 --> 00:03:21.960]  對教會的迫害
[00:03:21.960 --> 00:03:23.960]  其實這些在香港是比較陌生
[00:03:23.960 --> 00:03:26.960]  不同的國家其實很多
[00:03:26.960 --> 00:03:29.960]  所以我們信耶穌應該要明白
[00:03:29.960 --> 00:03:32.960]  這個對比
[00:03:32.960 --> 00:03:34.960]  所以我們是被揀選成為
[00:03:34.960 --> 00:03:37.960]  神國度的兒女
[00:03:37.960 --> 00:03:39.960]  現在這一班的使徒
[00:03:39.960 --> 00:03:40.960]  是耶穌揀選
[00:03:40.960 --> 00:03:43.960]  將來他們有一個很大的身份
[00:03:43.960 --> 00:03:46.960]  就是要為耶穌作一個復活的見證
[00:03:46.960 --> 00:03:47.960]  是這麼多而已
[00:03:47.960 --> 00:03:50.960]  不是他們特別被人高一點
[00:03:50.960 --> 00:03:52.960]  多一點的恩典
[00:03:52.960 --> 00:03:54.960]  都不是
[00:03:54.960 --> 00:03:57.960]  那個身份是為了耶穌作見證
[00:03:57.960 --> 00:04:01.960]  所以我們回到第十五章的十六節這裡
[00:04:01.960 --> 00:04:04.960]  不是你們揀選了我
[00:04:04.960 --> 00:04:06.960]  是我揀選了你們
[00:04:06.960 --> 00:04:08.960]  並且分派你們去結果子
[00:04:08.960 --> 00:04:11.960]  叫你們的果子常存
[00:04:11.960 --> 00:04:13.960]  使得你們奉我的名
[00:04:13.960 --> 00:04:15.960]  無論向父求什麼
[00:04:15.960 --> 00:04:17.960]  他就賜給你們
[00:04:17.960 --> 00:04:19.960]  所以次序不要倒轉
[00:04:19.960 --> 00:04:21.960]  我們去求的原因
[00:04:21.960 --> 00:04:24.960]  是因為我們被揀選
[00:04:24.960 --> 00:04:27.960]  被分派去結果子
[00:04:27.960 --> 00:04:28.960]  三個動詞
[00:04:28.960 --> 00:04:30.960]  神揀選我們
[00:04:30.960 --> 00:04:32.960]  耶穌揀選我們
[00:04:32.960 --> 00:04:34.960]  揀選我們就分派我們
[00:04:34.960 --> 00:04:35.960]  這個分派的過程
[00:04:35.960 --> 00:04:37.960]  就是需要鍛鍊
[00:04:37.960 --> 00:04:39.960]  需要修剪
[00:04:39.960 --> 00:04:41.960]  我們就能夠被分派
[00:04:41.960 --> 00:04:44.960]  所以是裝備好之後去侍奉
[00:04:44.960 --> 00:04:47.960]  然後就可以結果子
[00:04:47.960 --> 00:04:49.960]  將榮耀歸給父神
[00:04:49.960 --> 00:04:54.960]  這樣那個禱告就包含在那個應許裡面
[00:04:54.960 --> 00:04:56.960]  就是我們去結果子
[00:04:56.960 --> 00:04:58.960]  我們被分派
[00:04:58.960 --> 00:05:00.960]  我們是神揀選
[00:05:00.960 --> 00:05:02.960]  這樣我們去禱告
[00:05:02.960 --> 00:05:05.960]  所以那個禱告就不是無的放矢的
[00:05:05.960 --> 00:05:07.960]  我要求什麼
[00:05:07.960 --> 00:05:08.960]  我要求什麼
[00:05:08.960 --> 00:05:10.960]  我要兒子入到名校
[00:05:10.960 --> 00:05:11.960]  要什麼什麼
[00:05:11.960 --> 00:05:13.960]  我要什麼什麼
[00:05:13.960 --> 00:05:15.960]  可以有很好的婚姻
[00:05:15.960 --> 00:05:17.960]  這些本來真的不是錯事的
[00:05:17.960 --> 00:05:21.960]  不過如果是霸佔了我們整個生命裡面
[00:05:21.960 --> 00:05:22.960]  最重要
[00:05:22.960 --> 00:05:24.960]  經常都是最重要
[00:05:24.960 --> 00:05:26.960]  那我們就忽略了
[00:05:26.960 --> 00:05:28.960]  這一段聖經說的
[00:05:28.960 --> 00:05:29.960]  我們作為基督徒
[00:05:29.960 --> 00:05:31.960]  有一個這麼大的榮耀
[00:05:31.960 --> 00:05:33.960]  就是可以榮耀神
[00:05:33.960 --> 00:05:35.960]  藉著我們的服事去榮耀神
[00:05:35.960 --> 00:05:37.960]  藉著我們很艱難的
[00:05:37.960 --> 00:05:38.960]  帶到人歸主
[00:05:38.960 --> 00:05:40.960]  去榮耀神
[00:05:40.960 --> 00:05:43.960]  藉著我們自己的生命能夠成長
[00:05:43.960 --> 00:05:44.960]  能夠成熟
[00:05:44.960 --> 00:05:47.960]  因為是分派去結果子
[00:05:47.960 --> 00:05:50.960]  我們一定是不再含含殘殘的
[00:05:50.960 --> 00:05:53.960]  我們一定是經過很多的鍛鍊
[00:05:53.960 --> 00:05:55.960]  神的修展
[00:05:55.960 --> 00:05:56.960]  使得我們能夠
[00:05:56.960 --> 00:05:59.960]  連我們流淚都不是為自己流
[00:05:59.960 --> 00:06:00.960]  是為福音
[00:06:00.960 --> 00:06:01.960]  為神去流
[00:06:01.960 --> 00:06:03.960]  這樣就很不同了
[00:06:03.960 --> 00:06:05.960]  你整個的心境
[00:06:05.960 --> 00:06:07.960]  這裡就是17節
[00:06:07.960 --> 00:06:09.960]  再一次提醒
[00:06:09.960 --> 00:06:11.960]  因為下面18節
[00:06:11.960 --> 00:06:12.960]  這次我們說
[00:06:12.960 --> 00:06:14.960]  就是在說另外一個群體
[00:06:14.960 --> 00:06:17.960]  就是我們不屬於這個世界
[00:06:17.960 --> 00:06:19.960]  我們是會受逼迫
[00:06:19.960 --> 00:06:21.960]  所以主耶穌說了
[00:06:21.960 --> 00:06:23.960]  我們是屬神的
[00:06:23.960 --> 00:06:26.960]  我們是一群蒙愛的兒女
[00:06:26.960 --> 00:06:29.960]  我們應該在這個群體裡面
[00:06:29.960 --> 00:06:31.960]  照著耶穌的吩咐
[00:06:31.960 --> 00:06:32.960]  這個命令
[00:06:32.960 --> 00:06:34.960]  就是要彼此相愛
[00:06:34.960 --> 00:06:36.960]  這15章的17節
[00:06:36.960 --> 00:06:41.960]  再一次提醒身份
[00:06:41.960 --> 00:06:42.960]  命令
[00:06:42.960 --> 00:06:44.960]  我這樣吩咐你們
[00:06:44.960 --> 00:06:46.960]  是要叫你們彼此相愛
[00:06:46.960 --> 00:06:50.960]  仍然圍繞著在這個小的群體
[00:06:50.960 --> 00:06:53.960]  當然日後會發一路很大
[00:06:53.960 --> 00:06:56.960]  五秦節就已經有三千人信耶穌
[00:06:56.960 --> 00:06:58.960]  接著去到第四章
[00:06:58.960 --> 00:07:00.960]  有五千人信主
[00:07:00.960 --> 00:07:03.960]  所以是大規模的歸主
[00:07:03.960 --> 00:07:05.960]  但是仍然都包含了
[00:07:05.960 --> 00:07:09.960]  在這個屬於耶穌的群體的彼此相愛
[00:07:09.960 --> 00:07:13.960]  13章開始就已經說的新的命令
[00:07:13.960 --> 00:07:15.960]  現在來到第15章
[00:07:15.960 --> 00:07:18.960]  主耶穌再一次提醒
[00:07:18.960 --> 00:07:22.960]  在還沒說敵對勢力之前
[00:07:22.960 --> 00:07:25.960]  是有一個很黑暗的敵對體系
[00:07:25.960 --> 00:07:30.960]  一個對神國度的敵黨
[00:07:30.960 --> 00:07:32.960]  我們要有這個意識
[00:07:32.960 --> 00:07:34.960]  所以耶穌要給他的門徒
[00:07:34.960 --> 00:07:36.960]  這班十一個的門徒
[00:07:36.960 --> 00:07:38.960]  要裝備他們
[00:07:38.960 --> 00:07:40.960]  就快他們是第一批要面對
[00:07:40.960 --> 00:07:42.960]  一個有集體
[00:07:42.960 --> 00:07:44.960]  有意識的逼迫
[00:07:44.960 --> 00:07:48.960]  所以真的要記住
[00:07:48.960 --> 00:07:50.960]  我們屬神的兒女
[00:07:50.960 --> 00:07:54.960]  是要彼此相愛
[00:07:54.960 --> 00:07:56.960]  18節開始
[00:07:56.960 --> 00:07:58.960]  世人如果恨你們
[00:07:58.960 --> 00:08:00.960]  你們要知道
[00:08:00.960 --> 00:08:02.960]  恨你們以前
[00:08:02.960 --> 00:08:04.960]  是已經恨我
[00:08:04.960 --> 00:08:06.960]  你們若屬世界
[00:08:06.960 --> 00:08:08.960]  世界必定愛屬自己的
[00:08:08.960 --> 00:08:10.960]  只因你們不屬世界
[00:08:10.960 --> 00:08:14.960]  乃是我從世界中揀選了你們
[00:08:14.960 --> 00:08:16.960]  所以世界就恨你們
[00:08:16.960 --> 00:08:20.960]  你們要記念我從前對你們所說的話
[00:08:20.960 --> 00:08:22.960]  僕人不能大於主人
[00:08:22.960 --> 00:08:24.960]  這個13章出現過的
[00:08:24.960 --> 00:08:26.960]  就是說洗腳那裡
[00:08:26.960 --> 00:08:28.960]  在樓房那裡洗腳
[00:08:28.960 --> 00:08:30.960]  我是你們的老師
[00:08:30.960 --> 00:08:32.960]  是你們的夫子
[00:08:32.960 --> 00:08:34.960]  我都洗你們的腳
[00:08:34.960 --> 00:08:36.960]  何況你們呢
[00:08:36.960 --> 00:08:38.960]  你們要彼此相愛
[00:08:38.960 --> 00:08:40.960]  那段經文
[00:08:40.960 --> 00:08:42.960]  現在這裡就再說第二次
[00:08:42.960 --> 00:08:44.960]  僕人不能大於主人
[00:08:44.960 --> 00:08:46.960]  這裡說逼迫
[00:08:46.960 --> 00:08:48.960]  因為上文說的
[00:08:48.960 --> 00:08:50.960]  耶穌被這些人恨惡
[00:08:50.960 --> 00:08:52.960]  所以如果耶穌也被這些人恨惡
[00:08:52.960 --> 00:08:54.960]  跟隨耶穌
[00:08:54.960 --> 00:08:56.960]  承認耶穌的門徒
[00:08:56.960 --> 00:08:58.960]  所以其實是幫他們
[00:08:58.960 --> 00:09:02.960]  打定那個根基
[00:09:02.960 --> 00:09:04.960]  讓他們知道
[00:09:04.960 --> 00:09:06.960]  你們跟我分開之後
[00:09:06.960 --> 00:09:08.960]  你們都要面對的
[00:09:08.960 --> 00:09:10.960]  就算你們想抗拒
[00:09:10.960 --> 00:09:12.960]  不面對這個逼迫
[00:09:12.960 --> 00:09:14.960]  都不行的
[00:09:14.960 --> 00:09:16.960]  必須要面對
[00:09:16.960 --> 00:09:18.960]  因為你的老師我耶穌
[00:09:18.960 --> 00:09:22.960]  都是這樣被世人所恨惡的
[00:09:22.960 --> 00:09:26.960]  所以主耶穌在這裡就一律勉勵他們
[00:09:26.960 --> 00:09:28.960]  解釋給他們知道
[00:09:28.960 --> 00:09:30.960]  也給他們一個定心丸
[00:09:30.960 --> 00:09:32.960]  就是一定會受逼迫
[00:09:32.960 --> 00:09:34.960]  不可能沒有的
[00:09:34.960 --> 00:09:36.960]  他們如果逼迫我
[00:09:36.960 --> 00:09:38.960]  也要逼迫你們
[00:09:38.960 --> 00:09:40.960]  如果遵守我的話
[00:09:40.960 --> 00:09:42.960]  也要遵守你們的話
[00:09:42.960 --> 00:09:44.960]  但他們因我的名
[00:09:44.960 --> 00:09:46.960]  要向你們行這一切的事
[00:09:46.960 --> 00:09:48.960]  因為他們不認識
[00:09:48.960 --> 00:09:50.960]  那差我來的
[00:09:50.960 --> 00:09:52.960]  真正的根源
[00:09:52.960 --> 00:09:54.960]  原來是拒絕神
[00:09:54.960 --> 00:09:56.960]  拒絕神的啟示
[00:09:56.960 --> 00:09:58.960]  拒絕這一位的道
[00:09:58.960 --> 00:10:00.960]  耶穌基督來到這個世界
[00:10:00.960 --> 00:10:02.960]  來表明
[00:10:02.960 --> 00:10:04.960]  展示神的真實
[00:10:04.960 --> 00:10:06.960]  神的存在
[00:10:06.960 --> 00:10:10.960]  第一批攻擊基督教的人
[00:10:10.960 --> 00:10:12.960]  猶太信徒的人
[00:10:12.960 --> 00:10:14.960]  就是猶太教
[00:10:14.960 --> 00:10:16.960]  就是不認識神的猶太人
[00:10:16.960 --> 00:10:18.960]  所以你說
[00:10:18.960 --> 00:10:20.960]  這多麼大的諷刺
[00:10:20.960 --> 00:10:24.960]  所以大家不需要擔心
[00:10:24.960 --> 00:10:26.960]  往往對基督教最大迫害的
[00:10:26.960 --> 00:10:30.960]  都是狂熱的宗教分子
[00:10:30.960 --> 00:10:32.960]  當然宗教分子
[00:10:32.960 --> 00:10:34.960]  可以再闊一些
[00:10:34.960 --> 00:10:36.960]  例如馬克思
[00:10:36.960 --> 00:10:38.960]  無神主義的唯物思想
[00:10:38.960 --> 00:10:40.960]  是宗教分子
[00:10:40.960 --> 00:10:42.960]  是宗教的狂熱
[00:10:42.960 --> 00:10:44.960]  例如
[00:10:44.960 --> 00:10:46.960]  現代的世界
[00:10:46.960 --> 00:10:48.960]  商業的世界
[00:10:48.960 --> 00:10:50.960]  財利、金錢
[00:10:50.960 --> 00:10:52.960]  是信仰
[00:10:52.960 --> 00:10:54.960]  所以
[00:10:54.960 --> 00:10:56.960]  對基督教是有一個抗衡
[00:10:56.960 --> 00:11:00.960]  是會嘲笑和敵對
[00:11:00.960 --> 00:11:02.960]  因為你說的是將來的世界
[00:11:02.960 --> 00:11:04.960]  我今生都未搞定
[00:11:04.960 --> 00:11:06.960]  你說將來的世界
[00:11:06.960 --> 00:11:08.960]  就會有很多這些
[00:11:08.960 --> 00:11:10.960]  不同的哲理、不同的哲學
[00:11:10.960 --> 00:11:12.960]  信仰的狂熱分子
[00:11:12.960 --> 00:11:14.960]  就會來嘲笑基督教
[00:11:14.960 --> 00:11:16.960]  所以這是我們值得
[00:11:16.960 --> 00:11:18.960]  要思考
[00:11:18.960 --> 00:11:20.960]  主耶穌所說的
[00:11:20.960 --> 00:11:22.960]  所以說完
[00:11:22.960 --> 00:11:24.960]  這群人被揀選之後
[00:11:24.960 --> 00:11:26.960]  就開始說
[00:11:26.960 --> 00:11:28.960]  其實穿插在約翰福音說了很多次
[00:11:28.960 --> 00:11:30.960]  大家一路上的時候
[00:11:30.960 --> 00:11:32.960]  已經知道
[00:11:32.960 --> 00:11:34.960]  我們一而再說
[00:11:34.960 --> 00:11:36.960]  為什麼第一章的一至十八節
[00:11:36.960 --> 00:11:38.960]  那個序言這麼重要
[00:11:38.960 --> 00:11:40.960]  就是主耶穌來到自己的地方
[00:11:40.960 --> 00:11:42.960]  自己的人不認識他
[00:11:42.960 --> 00:11:44.960]  不接待他
[00:11:44.960 --> 00:11:46.960]  但現在就開始說
[00:11:46.960 --> 00:11:48.960]  是有組織的來攻擊
[00:11:48.960 --> 00:11:50.960]  和迫害耶穌
[00:11:50.960 --> 00:11:52.960]  或者迫害信仰基督教
[00:11:52.960 --> 00:11:54.960]  所以我們要
[00:11:54.960 --> 00:11:56.960]  有心理準備
[00:11:56.960 --> 00:11:58.960]  所以如果今天再有人
[00:11:58.960 --> 00:12:00.960]  太多在講台上說
[00:12:00.960 --> 00:12:02.960]  信耶穌是
[00:12:02.960 --> 00:12:04.960]  一本萬利的
[00:12:04.960 --> 00:12:06.960]  信耶穌是不會再有任何的苦難
[00:12:06.960 --> 00:12:08.960]  是一定會成功的
[00:12:08.960 --> 00:12:10.960]  神是這麼好的
[00:12:10.960 --> 00:12:12.960]  神是這麼愛人的
[00:12:12.960 --> 00:12:14.960]  一個信耶穌的人
[00:12:14.960 --> 00:12:16.960]  是不應該有任何的痛苦的
[00:12:16.960 --> 00:12:18.960]  這些不是真正的基督教
[00:12:18.960 --> 00:12:20.960]  這些絕對不是聖經
[00:12:20.960 --> 00:12:22.960]  所說的福音信仰
[00:12:22.960 --> 00:12:24.960]  因為我們要面對的
[00:12:24.960 --> 00:12:26.960]  就是原來是一個
[00:12:26.960 --> 00:12:28.960]  有組織的對神的敵黨
[00:12:28.960 --> 00:12:30.960]  原來是
[00:12:30.960 --> 00:12:32.960]  他們不認識
[00:12:32.960 --> 00:12:34.960]  那差我來的就是神
[00:12:34.960 --> 00:12:36.960]  我若沒有來
[00:12:36.960 --> 00:12:38.960]  教訓他們
[00:12:38.960 --> 00:12:40.960]  他們就沒有罪
[00:12:40.960 --> 00:12:42.960]  但如今他們的罪無可推諉
[00:12:42.960 --> 00:12:44.960]  這個無可推諉就是
[00:12:44.960 --> 00:12:46.960]  耶穌早知你不要來
[00:12:46.960 --> 00:12:48.960]  你不來他們就沒有罪
[00:12:48.960 --> 00:12:50.960]  剛剛相反
[00:12:50.960 --> 00:12:52.960]  不是這個意思
[00:12:52.960 --> 00:12:54.960]  耶穌來這個世界就是要展示
[00:12:54.960 --> 00:12:56.960]  神愛這個世界
[00:12:56.960 --> 00:12:58.960]  神愛世人
[00:12:58.960 --> 00:13:00.960]  神愛每一個人
[00:13:00.960 --> 00:13:02.960]  所以耶穌盡力將神
[00:13:02.960 --> 00:13:04.960]  去展示出來
[00:13:04.960 --> 00:13:06.960]  透過他的言論
[00:13:06.960 --> 00:13:08.960]  他的行為
[00:13:08.960 --> 00:13:10.960]  去展示神對人的
[00:13:10.960 --> 00:13:12.960]  接納
[00:13:12.960 --> 00:13:14.960]  對人的愛
[00:13:14.960 --> 00:13:16.960]  無條件的包容
[00:13:16.960 --> 00:13:18.960]  但世人都拒絕
[00:13:18.960 --> 00:13:20.960]  所以正正就是這樣
[00:13:20.960 --> 00:13:22.960]  更加的定他們的罪
[00:13:22.960 --> 00:13:24.960]  是無可推諉
[00:13:24.960 --> 00:13:26.960]  是這樣的無可推諉
[00:13:26.960 --> 00:13:28.960]  不是說耶穌你不應該來這個世界
[00:13:28.960 --> 00:13:30.960]  這個世界就相安無事
[00:13:30.960 --> 00:13:32.960]  不應該這樣想
[00:13:32.960 --> 00:13:34.960]  更加不應該這樣
[00:13:34.960 --> 00:13:36.960]  去責備耶穌
[00:13:36.960 --> 00:13:38.960]  23節
[00:13:38.960 --> 00:13:40.960]  恨我的也恨我的父
[00:13:40.960 --> 00:13:42.960]  我若沒有在他們中間
[00:13:42.960 --> 00:13:44.960]  行過別人未曾行的事
[00:13:44.960 --> 00:13:46.960]  他們就沒有罪
[00:13:46.960 --> 00:13:48.960]  但如今連我與我的父
[00:13:48.960 --> 00:13:50.960]  他們也看見也恨惡
[00:13:50.960 --> 00:13:52.960]  看見和
[00:13:52.960 --> 00:13:54.960]  跟著恨惡
[00:13:54.960 --> 00:13:56.960]  更加表明
[00:13:56.960 --> 00:13:58.960]  這些人的心是硬
[00:13:58.960 --> 00:14:00.960]  是死不悔改
[00:14:00.960 --> 00:14:02.960]  是明知有神
[00:14:02.960 --> 00:14:04.960]  是物主
[00:14:04.960 --> 00:14:06.960]  都不敬畏
[00:14:06.960 --> 00:14:08.960]  根據他制定的
[00:14:08.960 --> 00:14:10.960]  法則來生活
[00:14:10.960 --> 00:14:12.960]  在這個地上
[00:14:12.960 --> 00:14:14.960]  以為這個地球
[00:14:14.960 --> 00:14:16.960]  以為人生是自己
[00:14:16.960 --> 00:14:18.960]  作主的
[00:14:18.960 --> 00:14:20.960]  自己就是自己的神
[00:14:20.960 --> 00:14:22.960]  這是現代人的普遍的信念
[00:14:22.960 --> 00:14:24.960]  唯我主義
[00:14:24.960 --> 00:14:26.960]  我自己就是神
[00:14:26.960 --> 00:14:28.960]  沒有人可以干涉我
[00:14:28.960 --> 00:14:30.960]  只要我不干犯
[00:14:30.960 --> 00:14:32.960]  一般地球上的人
[00:14:32.960 --> 00:14:34.960]  制定的法律
[00:14:34.960 --> 00:14:36.960]  我就喜歡做什麼都可以
[00:14:36.960 --> 00:14:38.960]  但是
[00:14:38.960 --> 00:14:40.960]  我們知道不是這樣
[00:14:40.960 --> 00:14:42.960]  做物主告訴我們
[00:14:42.960 --> 00:14:44.960]  不是這樣
[00:14:44.960 --> 00:14:46.960]  我們就要對做物主的存在
[00:14:46.960 --> 00:14:48.960]  和他的主權
[00:14:48.960 --> 00:14:50.960]  要有這樣的認識和敬畏
[00:14:50.960 --> 00:14:52.960]  這告訴我們
[00:14:52.960 --> 00:14:54.960]  第25節
[00:14:54.960 --> 00:14:56.960]  這就是要應驗他們
[00:14:56.960 --> 00:14:58.960]  律法上猶太人的律法
[00:14:58.960 --> 00:15:00.960]  舊約聖經
[00:15:00.960 --> 00:15:02.960]  所寫的話說
[00:15:02.960 --> 00:15:04.960]  他們無故恨我
[00:15:04.960 --> 00:15:06.960]  詩篇69篇
[00:15:06.960 --> 00:15:08.960]  第4節
[00:15:08.960 --> 00:15:10.960]  但我要從乎那裡
[00:15:10.960 --> 00:15:12.960]  猜保衛斯來
[00:15:12.960 --> 00:15:14.960]  就是從乎出來
[00:15:14.960 --> 00:15:16.960]  真理的聖靈
[00:15:16.960 --> 00:15:18.960]  他來了就要為我作見證
[00:15:18.960 --> 00:15:20.960]  他是
[00:15:20.960 --> 00:15:22.960]  有位格的
[00:15:22.960 --> 00:15:24.960]  不是一個氣體
[00:15:24.960 --> 00:15:26.960]  不是一個精靈
[00:15:26.960 --> 00:15:28.960]  不是一個不存在的
[00:15:28.960 --> 00:15:30.960]  一種動力
[00:15:30.960 --> 00:15:32.960]  或者一種
[00:15:32.960 --> 00:15:34.960]  不知道什麼
[00:15:34.960 --> 00:15:36.960]  可能命運
[00:15:36.960 --> 00:15:38.960]  不是
[00:15:38.960 --> 00:15:40.960]  聖經在福音書
[00:15:40.960 --> 00:15:42.960]  在新約
[00:15:42.960 --> 00:15:44.960]  一路說的聖靈是有位格的
[00:15:44.960 --> 00:15:46.960]  是存在的
[00:15:46.960 --> 00:15:48.960]  是另外一位的保衛斯
[00:15:48.960 --> 00:15:50.960]  耶穌就是門徒的保衛斯
[00:15:50.960 --> 00:15:52.960]  聖靈就是另外一位的保衛斯
[00:15:52.960 --> 00:15:54.960]  就是說耶穌
[00:15:54.960 --> 00:15:56.960]  完成了作為
[00:15:56.960 --> 00:15:58.960]  神的兒子
[00:15:58.960 --> 00:16:00.960]  在地上的工作
[00:16:00.960 --> 00:16:02.960]  33年如果用地球的
[00:16:02.960 --> 00:16:04.960]  年日
[00:16:04.960 --> 00:16:06.960]  完成了這個救贖之後
[00:16:06.960 --> 00:16:08.960]  由降生到
[00:16:08.960 --> 00:16:10.960]  離開世界升天
[00:16:10.960 --> 00:16:12.960]  完成了
[00:16:12.960 --> 00:16:14.960]  另外一位的保衛斯
[00:16:14.960 --> 00:16:16.960]  接續耶穌的
[00:16:16.960 --> 00:16:18.960]  工作來成為門徒的
[00:16:18.960 --> 00:16:20.960]  安慰保護
[00:16:20.960 --> 00:16:22.960]  糞便的
[00:16:22.960 --> 00:16:24.960]  一位的
[00:16:24.960 --> 00:16:26.960]  中保
[00:16:26.960 --> 00:16:28.960]  一位的聖靈
[00:16:28.960 --> 00:16:30.960]  這個就是很清楚的一個
[00:16:30.960 --> 00:16:32.960]  差遣
[00:16:32.960 --> 00:16:34.960]  他來了
[00:16:34.960 --> 00:16:36.960]  就要為我作見證
[00:16:36.960 --> 00:16:38.960]  你們也要作見證
[00:16:38.960 --> 00:16:40.960]  因為你們從起頭
[00:16:40.960 --> 00:16:42.960]  起頭不是創世紀
[00:16:42.960 --> 00:16:44.960]  是耶穌出來傳道開始
[00:16:44.960 --> 00:16:46.960]  從起頭就與我同在
[00:16:46.960 --> 00:16:48.960]  就是使徒的其中一個
[00:16:48.960 --> 00:16:50.960]  的資格
[00:16:50.960 --> 00:16:52.960]  就是由耶穌
[00:16:52.960 --> 00:16:54.960]  出來傳道開始
