
[00:00:00.000 --> 00:00:03.580]  現在到了正道的時間
[00:04:43.560 --> 00:04:44.960]  這次我不再救你們了
[00:04:44.960 --> 00:04:47.960]  你去求那些假神救你們吧
[00:04:47.960 --> 00:04:49.360]  這次死火了
[00:04:49.360 --> 00:04:50.960]  這個賭仔發覺
[00:04:50.960 --> 00:04:52.360]  每次爸爸都救我
[00:04:52.360 --> 00:04:53.960]  為什麼這次不救呢
[00:04:53.960 --> 00:04:55.360]  第十五節說
[00:04:55.360 --> 00:04:57.360]  以色列人對耶和華說
[00:04:57.360 --> 00:04:58.760]  我們犯罪了
[00:04:58.760 --> 00:05:00.960]  照你看為好的待我們
[00:05:00.960 --> 00:05:03.960]  只求你今日請救我們吧
[00:05:03.960 --> 00:05:07.160]  這些典型的爛賭仔的台詞
[00:05:07.160 --> 00:05:08.760]  爸爸你救我這次吧
[00:05:08.760 --> 00:05:09.760]  下次我不賭了
[00:05:09.760 --> 00:05:12.160]  斬手指戒賭了
[00:05:12.160 --> 00:05:15.160]  信了一誠商務生命
[00:05:15.160 --> 00:05:16.960]  再看第十六節
[00:05:16.960 --> 00:05:20.360]  以色列人就除掉他們中間的外邦神明
[00:05:20.360 --> 00:05:21.560]  侍奉耶和華
[00:05:21.560 --> 00:05:25.960]  耶和華因以色列所受的苦難而心裡焦急
[00:05:25.960 --> 00:05:29.160]  雖然耶和華說明這次不救
[00:05:29.160 --> 00:05:31.360]  說明這次不救了
[00:05:31.360 --> 00:05:33.760]  但是那群以色列人又笨不了
[00:05:33.760 --> 00:05:37.960]  他們知道外邦神明救不了他們
[00:05:37.960 --> 00:05:39.360]  救不了他們
[00:05:39.360 --> 00:05:40.360]  就是說
[00:05:40.360 --> 00:05:42.560]  立刻怎麼做呢
[00:05:42.560 --> 00:05:43.560]  就全部吊掉他們
[00:05:43.560 --> 00:05:44.560]  不要
[00:05:44.560 --> 00:05:46.560]  死都拔住耶和華才算
[00:05:46.560 --> 00:05:48.960]  於是耶和華又怎樣
[00:05:48.960 --> 00:05:50.360]  心軟了
[00:05:50.360 --> 00:05:52.160]  心裡焦急
[00:05:52.160 --> 00:05:53.560]  接下來
[00:05:53.560 --> 00:05:54.960]  又幫忙了
[00:05:54.960 --> 00:05:56.760]  又幫他們了
[00:05:56.760 --> 00:05:57.960]  其實很有趣的
[00:05:57.960 --> 00:05:58.960]  我們看到
[00:05:58.960 --> 00:06:01.560]  神原來感情很豐富
[00:06:01.560 --> 00:06:03.160]  又會發脾氣
[00:06:03.160 --> 00:06:04.960]  又會心裡焦急
[00:06:04.960 --> 00:06:07.760]  而且還會改變他的決定
[00:06:07.760 --> 00:06:09.560]  因此我們千萬不要以為
[00:06:09.560 --> 00:06:12.360]  我們的信仰是有一條方程式
[00:06:12.360 --> 00:06:14.360]  不要以為我們的信仰有一個方法
[00:06:14.360 --> 00:06:16.160]  你跟著這樣去做
[00:06:16.160 --> 00:06:18.560]  神就一定會祝福我的了
[00:06:18.560 --> 00:06:19.960]  祂不會不祝福我的
[00:06:19.960 --> 00:06:20.960]  就好像
[00:06:20.960 --> 00:06:21.960]  反過來
[00:06:21.960 --> 00:06:24.760]  你控制了信仰
[00:06:24.760 --> 00:06:26.160]  我記得有一個笑話
[00:06:26.160 --> 00:06:27.160]  有一個媽媽
[00:06:27.160 --> 00:06:28.960]  兒子考試了
[00:06:28.960 --> 00:06:30.960]  於是帶他去拜黃大仙
[00:06:30.960 --> 00:06:32.560]  拜黃大仙求什麼呢
[00:06:32.560 --> 00:06:34.360]  求黃大仙保佑他的兒子
[00:06:34.360 --> 00:06:36.360]  中文和數學合格
[00:06:36.360 --> 00:06:38.560]  兒子說媽媽還有英文
[00:06:38.560 --> 00:06:39.360]  媽媽說
[00:06:39.360 --> 00:06:40.760]  英文留待我們禮拜天
[00:06:40.760 --> 00:06:43.360]  去教堂跟耶穌說
[00:06:43.360 --> 00:06:44.960]  不過其實耶穌也不會英文
[00:06:44.960 --> 00:06:47.160]  耶穌是說阿難文的
[00:06:47.160 --> 00:06:48.360]  其實呢
[00:06:48.360 --> 00:06:50.360]  某程度
[00:06:50.360 --> 00:06:53.560]  以色列人他們有一種心態
[00:06:53.560 --> 00:06:55.160]  哪一樣東西
[00:06:55.160 --> 00:06:56.760]  就求哪一個神
[00:06:56.760 --> 00:06:59.560]  有一種方程式在背後
[00:06:59.560 --> 00:07:02.360]  按著那個方程式去做就對了
[00:07:02.360 --> 00:07:03.760]  其實呢
[00:07:03.760 --> 00:07:05.960]  迦南的神他們掌管什麼呢
[00:07:05.960 --> 00:07:08.760]  傳說就相信是掌管天氣
[00:07:08.760 --> 00:07:09.760]  農業
[00:07:09.760 --> 00:07:11.160]  生育
[00:07:11.160 --> 00:07:12.760]  對一個農業社會來說
[00:07:12.760 --> 00:07:14.160]  這些是最重要的
[00:07:14.160 --> 00:07:15.360]  風調雨順
[00:07:15.360 --> 00:07:16.960]  農作物豐收
[00:07:16.960 --> 00:07:19.760]  生育多一些就多一些人去幫忙
[00:07:19.760 --> 00:07:21.360]  多一些的勞動人口
[00:07:21.360 --> 00:07:22.760]  所以對他們來說
[00:07:22.760 --> 00:07:24.560]  這個是最重要的
[00:07:24.560 --> 00:07:25.760]  因此
[00:07:25.760 --> 00:07:31.960]  以色列人就是被這些利益的東西吸引了他們去拜這些迦南的假神
[00:07:31.960 --> 00:07:33.360]  但是一到打仗
[00:07:33.360 --> 00:07:35.160]  打仗找誰
[00:07:35.160 --> 00:07:37.360]  打仗當然找耶和華
[00:07:37.360 --> 00:07:38.360]  有些人心目中
[00:07:38.360 --> 00:07:40.960]  耶和華是戰神
[00:07:40.960 --> 00:07:42.960]  耶和華是戰神
[00:07:42.960 --> 00:07:44.360]  出埃及
[00:07:44.360 --> 00:07:45.960]  在曠野打仗
[00:07:45.960 --> 00:07:47.160]  佔領迦南
[00:07:47.160 --> 00:07:48.560]  很厲害的
[00:07:48.560 --> 00:07:49.960]  圍著城走幾圈
[00:07:49.960 --> 00:07:50.560]  走七個圈
[00:07:50.560 --> 00:07:52.560]  然後喊他們會倒的
[00:07:52.560 --> 00:07:54.160]  他們會覺得
[00:07:54.160 --> 00:07:56.360]  耶和華是戰神
[00:07:56.360 --> 00:07:57.760]  因此
[00:07:57.760 --> 00:08:00.160]  風平浪靜的歲月
[00:08:00.160 --> 00:08:03.360]  他們就會去找那些巴力
[00:08:03.360 --> 00:08:06.360]  有事才來找耶和華
[00:08:06.360 --> 00:08:07.960]  他們根本習慣了
[00:08:07.960 --> 00:08:08.960]  每次都是這樣
[00:08:08.960 --> 00:08:11.360]  耶和華的方程式是什麼
[00:08:11.360 --> 00:08:12.760]  我不要那些假神
[00:08:12.760 --> 00:08:15.360]  我扔掉那些偶像
[00:08:15.360 --> 00:08:17.760]  然後耶和華就會幫我們打仗
[00:08:17.760 --> 00:08:19.560]  打完仗又回頭
[00:08:19.560 --> 00:08:21.560]  所以對他們來說
[00:08:21.560 --> 00:08:23.560]  這次耶和華的反應
[00:08:23.560 --> 00:08:27.160]  和他們平時所知道的不同
[00:08:27.160 --> 00:08:28.560]  這次的方程式
[00:08:28.560 --> 00:08:29.560]  不可行
[00:08:29.560 --> 00:08:30.760]  行不通
[00:08:30.760 --> 00:08:37.160]  對他們來說是意料之外的一件事
[00:08:37.160 --> 00:08:38.560]  第二點我想說的
[00:08:38.560 --> 00:08:40.560]  是大能的勇士
[00:08:40.560 --> 00:08:42.760]  屬靈的領袖
[00:08:42.760 --> 00:08:45.560]  雖然耶和華說過這次不會救
[00:08:45.560 --> 00:08:47.560]  但以色列人都會怎樣做
[00:08:47.560 --> 00:08:50.160]  他們都會離棄那些外方神明
[00:08:50.160 --> 00:08:51.960]  重新侍奉耶和華
[00:08:51.960 --> 00:08:54.360]  他們會跟從方程式做事
[00:08:54.360 --> 00:08:55.960]  他們會跟從方程式做事
[00:08:55.960 --> 00:08:58.760]  但這代表他們很信服嗎
[00:08:58.760 --> 00:09:00.960]  不是 因為走投無路
[00:09:00.960 --> 00:09:02.760]  唯有用舊方法
[00:09:02.760 --> 00:09:06.160]  他們其實希望耶和華去回應
[00:09:06.160 --> 00:09:08.160]  但耶和華一直沒有出聲
[00:09:08.160 --> 00:09:09.560]  沒有出聲那怎麼辦
[00:09:09.560 --> 00:09:10.960]  於是他們就商量了
[00:09:10.960 --> 00:09:12.560]  十章十八節說
[00:09:12.560 --> 00:09:15.160]  激烈百姓中的領袖彼此說
[00:09:15.160 --> 00:09:18.760]  誰先出去攻打阿滿人
[00:09:18.760 --> 00:09:22.960]  誰就作激烈所有居民的領袖
[00:09:22.960 --> 00:09:25.760]  按之前的經驗
[00:09:25.760 --> 00:09:27.960]  是耶和華興起事事
[00:09:27.960 --> 00:09:30.560]  你揭翻之前也是耶和華興起事事
[00:09:30.560 --> 00:09:32.560]  但這次是那些領袖
[00:09:32.560 --> 00:09:33.960]  即是那些長老
[00:09:33.960 --> 00:09:37.560]  去商量怎樣去找一個領袖
[00:09:37.560 --> 00:09:39.360]  怎樣找人去攻打阿滿人
[00:09:39.360 --> 00:09:43.760]  而且領袖這個身份成為了一個籌碼
[00:09:43.760 --> 00:09:45.760]  誰帶兵去打阿滿人
[00:09:45.760 --> 00:09:47.760]  他就做領袖
[00:09:47.760 --> 00:09:48.760]  舉個例子
[00:09:48.760 --> 00:09:50.160]  好像一間公司
[00:09:50.160 --> 00:09:51.560]  它面對一個危機
[00:09:51.560 --> 00:09:53.760]  其實現在很多公司都面對危機
[00:09:53.760 --> 00:09:55.160]  在疫情之下
[00:09:55.160 --> 00:09:57.360]  於是全公司上下決定
[00:09:57.360 --> 00:09:59.360]  誰背起這次責任
[00:09:59.360 --> 00:10:01.360]  帶領公司走出這個危機
[00:10:01.360 --> 00:10:04.560]  以後他就永遠做CEO
[00:10:04.560 --> 00:10:06.760]  整間公司以後交給他了
[00:10:06.760 --> 00:10:09.960]  這是否把領袖角色做了一個籌碼
[00:10:09.960 --> 00:10:12.360]  去交換他們的平安
[00:10:12.360 --> 00:10:14.960]  但做一個領袖不是一天半天
[00:10:14.960 --> 00:10:16.560]  做到他死的
[00:10:16.560 --> 00:10:20.360]  即是說以後整個以色列的命運
[00:10:20.360 --> 00:10:22.360]  就交給那個人
[00:10:22.360 --> 00:10:23.960]  只是因為他打仗厲害
[00:10:23.960 --> 00:10:26.360]  只是因為他解決到眼前的問題
[00:10:26.360 --> 00:10:28.560]  解決到眼前的危機
[00:10:28.560 --> 00:10:30.160]  其實之前的歷史
[00:10:30.160 --> 00:10:32.360]  看回基丁和阿比米勒
[00:10:32.360 --> 00:10:34.360]  他們一些不好的領袖
[00:10:34.360 --> 00:10:37.760]  其實已經為整個以色列帶來很多問題
[00:10:37.760 --> 00:10:39.760]  他們現在都是這樣做的時候
[00:10:39.760 --> 00:10:41.960]  將管治權交給一個
[00:10:41.960 --> 00:10:44.760]  你都不知道是好人還是壞人的人
[00:10:44.760 --> 00:10:48.360]  其實是相當之輕率的一個決定
[00:10:48.360 --> 00:10:50.560]  耶復他是一個甚麼人呢
[00:10:50.560 --> 00:10:52.760]  耶復他在第十一章介紹
[00:10:52.760 --> 00:10:54.760]  他是一個大能的勇士
[00:10:54.760 --> 00:10:56.160]  大能的勇士即是甚麼
[00:10:56.160 --> 00:10:57.760]  即是很厲害簡單來說
[00:10:57.760 --> 00:10:58.960]  很能打的
[00:10:58.960 --> 00:11:00.960]  帶兵他一定可以
[00:11:00.960 --> 00:11:02.360]  但同時間亦提到
[00:11:02.360 --> 00:11:04.360]  他是一個妓女的兒子
[00:11:04.360 --> 00:11:06.760]  而且耶復他這個名字
[00:11:06.760 --> 00:11:08.960]  是有一些迦南的味道
[00:11:08.960 --> 00:11:11.160]  有一些愛邦信仰的味道
[00:11:11.160 --> 00:11:13.560]  即是說其實這個妓女
[00:11:13.560 --> 00:11:15.560]  可能是迦南人
[00:11:15.560 --> 00:11:17.560]  這樣去推測的話
[00:11:17.560 --> 00:11:19.560]  你去知道耶復他的爸爸
[00:11:19.560 --> 00:11:22.560]  他的品格其實都相當之有問題
[00:11:22.560 --> 00:11:24.360]  還有他的家庭
[00:11:24.360 --> 00:11:28.760]  後來耶復他是被他的兄弟趕走了
[00:11:28.760 --> 00:11:30.560]  耶復他被他的兄弟趕走了
[00:11:30.560 --> 00:11:32.960]  因為認為他不可以承繼產業
[00:11:32.960 --> 00:11:35.360]  但事實上沒有明文規定
[00:11:35.360 --> 00:11:37.160]  說妓女不可以承繼產業
[00:11:37.160 --> 00:11:39.160]  妓女的兒子不可以承繼產業
[00:11:39.160 --> 00:11:41.160]  其實他都是兒子
[00:11:41.160 --> 00:11:43.560]  他兒子的身份是按照父系
[00:11:43.560 --> 00:11:45.360]  不是按照母系
[00:11:45.360 --> 00:11:49.560]  所以其實他是被不合法地趕走
[00:11:49.560 --> 00:11:51.960]  他是在不公義的情況下
[00:11:51.960 --> 00:11:53.160]  被人趕走了
[00:11:53.160 --> 00:11:56.360]  其實耶復他整個家族
[00:11:56.360 --> 00:11:58.360]  都有些問題
[00:11:58.360 --> 00:12:00.160]  而耶復他被趕走了之後
[00:12:00.160 --> 00:12:03.160]  他就去了一個陀伯地這個地方
[00:12:03.160 --> 00:12:08.760]  和一班所謂的無賴人在一起
[00:12:08.760 --> 00:12:12.960]  當以色列人他們面對一個困境的時候
[00:12:12.960 --> 00:12:15.960]  被亞班人攻打就快走投無路了
[00:12:15.960 --> 00:12:17.560]  他們就想起
[00:12:17.560 --> 00:12:19.760]  咦?還有一個耶復他
[00:12:19.760 --> 00:12:20.960]  還有一個耶復他
[00:12:20.960 --> 00:12:22.560]  他是大能的勇士
[00:12:22.560 --> 00:12:26.560]  於是那班長老就用領袖這個角色
[00:12:26.560 --> 00:12:27.560]  去引他
[00:12:27.560 --> 00:12:29.760]  希望他幫忙帶兵打仗
[00:12:29.760 --> 00:12:33.960]  明顯地純粹就是從耶復他的能力出發
[00:12:33.960 --> 00:12:36.560]  他們沒有考慮過任何其他東西
[00:12:36.560 --> 00:12:37.560]  可能有想過
[00:12:37.560 --> 00:12:39.560]  但都覺得很閒
[00:12:39.560 --> 00:12:42.160]  去到這裡我們要思想一個問題
[00:12:42.160 --> 00:12:45.360]  以色列人到底是一個什麼群體
[00:12:45.360 --> 00:12:46.960]  他們是一個政治群體
[00:12:46.960 --> 00:12:49.360]  還是一個屬靈群體
[00:12:49.360 --> 00:12:52.560]  如果單純從一個民族的角度去看
[00:12:52.560 --> 00:12:54.560]  他真的是一個政治群體
[00:12:54.560 --> 00:12:55.560]  即是一個民族
[00:12:55.560 --> 00:12:56.760]  甚至一個國家
[00:12:56.760 --> 00:12:59.160]  那班長老要挑選一個管治者
[00:12:59.160 --> 00:13:00.560]  這樣的時候
[00:13:00.560 --> 00:13:02.760]  選耶復他都無話可說
[00:13:02.760 --> 00:13:04.160]  保住性命是重要
[00:13:04.160 --> 00:13:05.760]  保住民族是重要
[00:13:05.760 --> 00:13:07.160]  找個打仗厲害的人
[00:13:07.160 --> 00:13:08.560]  打贏場仗
[00:13:08.560 --> 00:13:10.960]  生存是要緊的
[00:13:10.960 --> 00:13:12.360]  但事實上我們知道
[00:13:12.360 --> 00:13:14.960]  以色列人是神的選民
[00:13:14.960 --> 00:13:16.160]  他們是神的選民
[00:13:16.160 --> 00:13:18.560]  即是說他們是一個信仰群體
[00:13:18.560 --> 00:13:20.360]  如果他們是一個信仰群體的時候
[00:13:20.360 --> 00:13:22.160]  他挑選一個領袖
[00:13:22.160 --> 00:13:25.360]  就不可以只是從能力去看
[00:13:25.360 --> 00:13:28.160]  你還要考慮到他的靈命
[00:13:28.160 --> 00:13:30.160]  我們教會今時今日
[00:13:30.160 --> 00:13:32.360]  雖然不是一個民族
[00:13:32.360 --> 00:13:33.760]  不是一個國家
[00:13:33.760 --> 00:13:36.360]  但我們都是一個屬靈群體
[00:13:36.360 --> 00:13:38.560]  我們這個屬靈群體其實
[00:13:38.560 --> 00:13:39.960]  挑選領袖的時候
[00:13:39.960 --> 00:13:42.360]  我們要考慮甚麼因素
[00:13:42.360 --> 00:13:44.360]  我們有沒有考慮他的靈命
[00:13:44.360 --> 00:13:46.560]  有沒有考慮他和神的關係
[00:13:46.560 --> 00:13:49.560]  有沒有考慮過他的生活見證
[00:13:49.560 --> 00:13:52.960]  還是我們考慮的是他的作戰能力
[00:13:52.960 --> 00:13:55.360]  我們挑選一個領袖考慮他的作戰能力
[00:13:55.360 --> 00:13:57.160]  例如他的社會地位
[00:13:57.160 --> 00:13:58.760]  他是否專業人士
[00:13:58.760 --> 00:14:00.560]  他拿過多少個獎
[00:14:00.560 --> 00:14:02.160]  他有多少個學位
[00:14:02.160 --> 00:14:03.160]  他的人脈
[00:14:03.160 --> 00:14:06.960]  可否幫到我們的堂會發展
[00:14:06.960 --> 00:14:08.760]  我沒有否定我剛才所說的
[00:14:08.760 --> 00:14:10.160]  剛才所說的都是好的
[00:14:10.160 --> 00:14:12.760]  如果教會有一個這樣的人才
[00:14:12.760 --> 00:14:15.160]  又有能力又有恩賜又有人脈
[00:14:15.160 --> 00:14:17.160]  又有學歷
[00:14:17.160 --> 00:14:20.160]  我覺得這個絕對是上帝給我們的恩典
[00:14:20.160 --> 00:14:24.560]  但是我們在說的不是單單考慮這些
[00:14:24.560 --> 00:14:26.760]  不是單單考慮這些
[00:14:26.760 --> 00:14:33.760]  靈命應該是優先被考慮
[00:14:33.760 --> 00:14:36.760]  我們選一個領袖的時候
[00:14:36.760 --> 00:14:38.760]  如果不考慮他的靈命
[00:14:38.760 --> 00:14:42.760]  其實有可能就好像耶伏他這個故事裏面
[00:14:42.760 --> 00:14:45.760]  發生之後的慘劇
[00:14:45.760 --> 00:14:52.760]  第三點我想說的是錯誤的方式正確的對象
[00:14:52.760 --> 00:14:54.760]  我們因為時間關係
[00:14:54.760 --> 00:14:56.760]  不可以說得太長
[00:14:56.760 --> 00:14:57.760]  網絡上
[00:14:57.760 --> 00:15:00.760]  於是我們看29到33節
[00:15:00.760 --> 00:15:03.760]  耶和華的靈降在耶伏他身上
[00:15:03.760 --> 00:15:05.760]  他就經過基列和馬來西
[00:15:05.760 --> 00:15:07.760]  經過基列的米斯巴
[00:15:07.760 --> 00:15:10.760]  又從基列的米斯巴過到阿門人那裏
[00:15:10.760 --> 00:15:13.760]  耶伏他向耶和華許願說
[00:15:13.760 --> 00:15:16.760]  你若真的將阿門人交在我手中
[00:15:16.760 --> 00:15:19.760]  我從阿門人那裏平平安安回來的時候
[00:15:19.760 --> 00:15:22.760]  無論誰先從我家門出來迎接我
[00:15:22.760 --> 00:15:24.760]  就要歸給耶和華
[00:15:24.760 --> 00:15:27.760]  我必將他獻上作繁祭
[00:15:27.760 --> 00:15:32.760]  於是耶伏他從阿門人那裏去與他們爭戰
[00:15:32.760 --> 00:15:34.760]  耶和華將他們交在他手中
[00:15:34.760 --> 00:15:36.760]  他就徹底擊敗他們
[00:15:36.760 --> 00:15:38.760]  從阿羅所到米歷
[00:15:38.760 --> 00:15:41.760]  直到阿比勒基拉明
[00:15:41.760 --> 00:15:43.760]  攻取了二十座城
[00:15:43.760 --> 00:15:47.760]  這樣阿門人就在以色列人面前被制服了
[00:15:47.760 --> 00:15:49.760]  剛才耶和華明明說
[00:15:49.760 --> 00:15:51.760]  我不再救你們
[00:15:51.760 --> 00:15:53.760]  我不救你們
[00:15:53.760 --> 00:15:55.760]  但是他又再出現
[00:15:55.760 --> 00:15:57.760]  但出現的時候整個過程
[00:15:57.760 --> 00:15:59.760]  耶和華沒有發過聲
[00:15:59.760 --> 00:16:00.760]  沒有出過聲
[00:16:00.760 --> 00:16:03.760]  也沒有任何先知去代言
[00:16:03.760 --> 00:16:06.760]  如果用剛才賭仔的比喻
[00:16:06.760 --> 00:16:10.760]  即是說爸爸終於出來幫賭仔還債
[00:16:10.760 --> 00:16:13.760]  但還債的過程裏面一粒聲都沒有出過
[00:16:13.760 --> 00:16:15.760]  見都不見那個兒子
[00:16:15.760 --> 00:16:16.760]  還完了
[00:16:16.760 --> 00:16:18.760]  頭也不回走了
[00:16:18.760 --> 00:16:20.760]  他在給一個什麼訊息
[00:16:20.760 --> 00:16:22.760]  他給的一個訊息就是
[00:16:22.760 --> 00:16:25.760]  今次之後
[00:16:25.760 --> 00:16:27.760]  下不為例
[00:16:27.760 --> 00:16:30.760]  他在給一種警告那個兒子
[00:16:30.760 --> 00:16:33.760]  看到以色列人
[00:16:33.760 --> 00:16:36.760]  其實都很受耶和華的看顧
[00:16:36.760 --> 00:16:38.760]  耶乏他是人選出來的
[00:16:38.760 --> 00:16:40.760]  不是神選出來的
[00:16:40.760 --> 00:16:42.760]  但是神都是這樣
[00:16:42.760 --> 00:16:45.760]  他的靈降臨在耶乏他身上
[00:16:45.760 --> 00:16:47.760]  幫助他們打贏這場仗
[00:16:47.760 --> 00:16:50.760]  這個純粹是一個因典
[00:16:50.760 --> 00:16:52.760]  我們正面去看的話
[00:16:52.760 --> 00:16:56.760]  其實以色列人都還是很信靠耶和華的
[00:16:56.760 --> 00:16:59.760]  他們都依然相信耶和華會幫助
