
[00:00:00.000 --> 00:00:03.000]  各位佳音樓的大英姐妹主內平安
[00:05:23.000 --> 00:05:28.000]  表明要持守我們的信仰究竟有多重要
[00:05:28.000 --> 00:05:31.000]  從經文的標點符號
[00:05:31.000 --> 00:05:33.000]  開引號、刪引號
[00:05:33.000 --> 00:05:37.000]  大家也會見到第七至十一節
[00:05:37.000 --> 00:05:42.000]  其實都是引述其他聖經的篇章
[00:05:42.000 --> 00:05:44.000]  只要我們稍為翻查一下
[00:05:44.000 --> 00:05:50.000]  我們就會找到其實是源自詩篇九十五篇的下半部分
[00:05:50.000 --> 00:05:52.000]  對猶太人來說
[00:05:52.000 --> 00:05:56.000]  其實詩篇九十五篇他們非常熟悉
[00:05:56.000 --> 00:06:00.000]  為甚麼呢?因為他們在每一個安息日的時候
[00:06:00.000 --> 00:06:02.000]  他們開始敬拜
[00:06:02.000 --> 00:06:07.000]  都會引用詩篇九十五篇作為他們的宣召經文
[00:06:07.000 --> 00:06:11.000]  這篇詩篇一開始的時候是這樣說的
[00:06:11.000 --> 00:06:14.000]  「來呀,我們要向耶和華歌唱」
[00:06:14.000 --> 00:06:17.000]  然後一直到最後第十一節
[00:06:17.000 --> 00:06:21.000]  就用了一個警告作為結束
[00:06:21.000 --> 00:06:23.000]  那裏這樣說的
[00:06:23.000 --> 00:06:25.000]  「所以我在路中起細雪」
[00:06:25.000 --> 00:06:28.000]  「他們斷不可進入我的安息」
[00:06:28.000 --> 00:06:31.000]  因此我們必須留心了
[00:06:31.000 --> 00:06:37.000]  當這篇詩篇是用來作為敬拜被引用
[00:06:37.000 --> 00:06:40.000]  其實不只是在說敬拜的態度
[00:06:40.000 --> 00:06:43.000]  因為去到第七節的下半節
[00:06:43.000 --> 00:06:45.000]  那裏這樣說
[00:06:45.000 --> 00:06:48.000]  「你們今日若聽他的話」
[00:06:48.000 --> 00:06:50.000]  甚麼叫若聽?
[00:06:50.000 --> 00:06:52.000]  即是說可以選擇
[00:06:52.000 --> 00:06:55.000]  有一個抉擇放在我們面前
[00:06:55.000 --> 00:06:57.000]  我們可以選擇聽
[00:06:57.000 --> 00:06:59.000]  我們也可以選擇不聽
[00:06:59.000 --> 00:07:03.000]  這個聽字大家不要想得太複雜
[00:07:03.000 --> 00:07:06.000]  其實它只是說聽見明白
[00:07:06.000 --> 00:07:08.000]  就是這樣
[00:07:08.000 --> 00:07:12.000]  我們不要將它引申到我們是否跟隨
[00:07:12.000 --> 00:07:15.000]  因為我們繼續看第八節
[00:07:15.000 --> 00:07:17.000]  經文開頭的時候就說
[00:07:17.000 --> 00:07:20.000]  「就不可硬著心」
[00:07:20.000 --> 00:07:24.000]  如果我們將第七節的聽字
[00:07:24.000 --> 00:07:28.000]  過份引申到我們是否順服跟隨
[00:07:28.000 --> 00:07:33.000]  第七和第八節就會互相矛盾
[00:07:33.000 --> 00:07:36.000]  所以作者在這一段
[00:07:36.000 --> 00:07:38.000]  其實更加想強調的
[00:07:38.000 --> 00:07:42.000]  反而是在「今日」這兩個字
[00:07:42.000 --> 00:07:44.000]  提醒我們要反省
[00:07:44.000 --> 00:07:46.000]  我們今天是否懂得選擇?
[00:07:46.000 --> 00:07:48.000]  我們會怎樣選擇?
[00:07:48.000 --> 00:07:50.000]  以致我們不會選錯
[00:07:50.000 --> 00:07:55.000]  好像重複以色列文的錯誤一樣
[00:07:55.000 --> 00:07:57.000]  如果我們去到「明天」
[00:07:57.000 --> 00:08:00.000]  才發覺今天選錯了
[00:08:00.000 --> 00:08:04.000]  其實就會後悔以晚
[00:08:04.000 --> 00:08:06.000]  接著我們再仔細一點
[00:08:06.000 --> 00:08:10.000]  看看這一段經文引述
[00:08:10.000 --> 00:08:13.000]  詩篇95篇是怎樣說的
[00:08:13.000 --> 00:08:15.000]  第八節經文這樣說
[00:08:15.000 --> 00:08:20.000]  「就不可硬著心,像在曠野野他法老
[00:08:20.000 --> 00:08:22.000]  試探他的時候一樣」
[00:08:22.000 --> 00:08:24.000]  即是以色列文
[00:08:24.000 --> 00:08:29.000]  他們雖然聽到又明白神的律例典章
[00:08:29.000 --> 00:08:31.000]  不過他們仍然犯罪
[00:08:31.000 --> 00:08:34.000]  罪就是這樣
[00:08:34.000 --> 00:08:36.000]  他會不斷地敲門
[00:08:36.000 --> 00:08:39.000]  但問題是我們選不選擇
[00:08:39.000 --> 00:08:41.000]  開門還是不開門?
[00:08:41.000 --> 00:08:48.000]  當人不斷地藐視和拒絕聖靈的提醒
[00:08:48.000 --> 00:08:51.000]  覺得自己是對的,沒有問題的
[00:08:51.000 --> 00:08:54.000]  甚至覺得犯罪也沒有所謂的時候
[00:08:54.000 --> 00:08:59.000]  人的心就會變得越來越硬
[00:08:59.000 --> 00:09:05.000]  硬著心其實就是在情感上對神有所懷疑
[00:09:05.000 --> 00:09:08.000]  在理智上對神不認同
[00:09:08.000 --> 00:09:13.000]  甚至在意志上決意、決定去拒絕神
[00:09:13.000 --> 00:09:19.000]  最終這個人就會掉落一個不信的光景
[00:09:19.000 --> 00:09:23.000]  其實經文所說的這件事
[00:09:23.000 --> 00:09:28.000]  是記載在《出埃及記》第17章1至7節
[00:09:28.000 --> 00:09:34.000]  當時這群以色列人只不過離開埃及地一年
[00:09:34.000 --> 00:09:37.000]  他們就在利菲定的地方
[00:09:37.000 --> 00:09:39.000]  因為沒有水喝
[00:09:39.000 --> 00:09:43.000]  就和摩西去爭鬧並且去試探神
[00:09:43.000 --> 00:09:48.000]  所以摩西就把那個地方給了一個名字
[00:09:48.000 --> 00:09:51.000]  叫做米利巴和瑪撒
[00:09:51.000 --> 00:09:55.000]  希伯來文的意思就是爭鬧和試探
[00:09:55.000 --> 00:10:00.000]  然後到第9節又再補充
[00:10:00.000 --> 00:10:04.000]  在那裡你們的祖宗試探我
[00:10:04.000 --> 00:10:09.000]  並且觀看我的作為有四十年之久
[00:10:09.000 --> 00:10:11.000]  對於神的作為
[00:10:11.000 --> 00:10:13.000]  其實他們不是看不到的
[00:10:13.000 --> 00:10:18.000]  因為經文很清楚有觀看這兩個字
[00:10:18.000 --> 00:10:21.000]  神不是要給他們一張試卷
[00:10:21.000 --> 00:10:23.000]  深到根本沒有辦法回答
[00:10:23.000 --> 00:10:24.000]  他們不懂的
[00:10:24.000 --> 00:10:26.000]  他們完全不明白的
[00:10:26.000 --> 00:10:28.000]  不是這樣
[00:10:28.000 --> 00:10:31.000]  他是要給他們知道
[00:10:31.000 --> 00:10:34.000]  原來上帝不是一個看不見
[00:10:34.000 --> 00:10:37.000]  虛無飄渺的神
[00:10:37.000 --> 00:10:40.000]  因為神在他們的民族當中
[00:10:40.000 --> 00:10:46.000]  多年以來已經有很多次去展示祂奇妙的作為
[00:10:46.000 --> 00:10:48.000]  甚至長時間都是這樣
[00:10:48.000 --> 00:10:51.000]  足足有四十年這麼久
[00:10:51.000 --> 00:10:56.000]  祂做的事其實以色列人有眼看的
[00:10:56.000 --> 00:10:58.000]  但是他們的祖宗
[00:10:58.000 --> 00:11:02.000]  即摩西在埃及地帶出來的人
[00:11:02.000 --> 00:11:07.000]  竟然用不同的理由不停去懷疑神
[00:11:07.000 --> 00:11:11.000]  對於祂的作為冷眼旁觀
[00:11:11.000 --> 00:11:13.000]  到了第10節
[00:11:13.000 --> 00:11:17.000]  於是經文就這樣說
[00:11:17.000 --> 00:11:20.000]  所以我厭煩那世代的人說
[00:11:20.000 --> 00:11:23.000]  他們心裡常常迷糊
[00:11:23.000 --> 00:11:26.000]  竟不曉得我的作為
[00:11:26.000 --> 00:11:31.000]  厭煩這個字原本是發怒
[00:11:31.000 --> 00:11:34.000]  新漢語本來是這樣譯發的
[00:11:34.000 --> 00:11:37.000]  神怒的原因有兩方面
[00:11:37.000 --> 00:11:38.000]  第一
[00:11:38.000 --> 00:11:40.000]  經文這裡告訴我們
[00:11:40.000 --> 00:11:43.000]  他們心裡常常迷糊
[00:11:43.000 --> 00:11:46.000]  意思就是被迷惑走上了歧途
[00:11:46.000 --> 00:11:48.000]  還有第二個原因
[00:11:48.000 --> 00:11:51.000]  竟不曉得我的作為
[00:11:51.000 --> 00:11:55.000]  作為和第九節的意思是不同的
[00:11:55.000 --> 00:11:58.000]  經文譯本就翻譯得比較準確
[00:11:58.000 --> 00:12:02.000]  是譯作「又違背了我的命令」
[00:12:02.000 --> 00:12:05.000]  正因為這兩個原因
[00:12:05.000 --> 00:12:10.000]  神在第11節就以喜勢作出算盤
[00:12:10.000 --> 00:12:16.000]  將不信的以色列人排除在他的安息之外
[00:12:16.000 --> 00:12:20.000]  如果我們用原本的文字直譯是這樣的
[00:12:20.000 --> 00:12:25.000]  如果他們將進入我的安息呢?
[00:12:25.000 --> 00:12:29.000]  英文有一個譯本是這樣譯發的
[00:12:29.000 --> 00:12:32.000]  Young's Literal Translation
[00:12:32.000 --> 00:12:33.000]  是這樣譯的
[00:12:33.000 --> 00:12:36.000]  If they shall enter into my rest
[00:12:36.000 --> 00:12:39.000]  然後就有個感嘆號
[00:12:39.000 --> 00:12:44.000]  我試試用廣東話加一條尾巴就更加全神了
[00:12:44.000 --> 00:12:48.000]  如果他們將會進入我的安息呢?
[00:12:48.000 --> 00:12:52.000]  我就將我的頭當椅子坐
[00:12:52.000 --> 00:12:57.000]  甚麼叫做進入我的安息呢?
[00:12:57.000 --> 00:13:00.000]  在《生命記》第12章第10節
[00:13:00.000 --> 00:13:05.000]  形容迦南地是神容讓以色列民
[00:13:05.000 --> 00:13:10.000]  享受平安和他所斥的複雜的地方
[00:13:10.000 --> 00:13:13.000]  可以不受四處的敵人侵擾
[00:13:13.000 --> 00:13:15.000]  安然居住
[00:13:15.000 --> 00:13:18.000]  不過我們看歷史就很清楚了
[00:13:18.000 --> 00:13:23.000]  這樣的安息只有當這些以色列民肯聽話
[00:13:23.000 --> 00:13:25.000]  肯聽上帝的話
[00:13:25.000 --> 00:13:28.000]  行神眼中看為正的事
[00:13:28.000 --> 00:13:30.000]  才可以享受得到
[00:13:30.000 --> 00:13:32.000]  如果不是
[00:13:32.000 --> 00:13:35.000]  就算你進入了迦南地
[00:13:35.000 --> 00:13:40.000]  仍然是沒有辦法享受真正的安息
[00:13:40.000 --> 00:13:41.000]  舉個例子
[00:13:41.000 --> 00:13:43.000]  就好像一個太陽
[00:13:43.000 --> 00:13:46.000]  當它照射的時候
[00:13:46.000 --> 00:13:49.000]  就可以將冰融化
[00:13:49.000 --> 00:13:51.000]  不過同一個太陽
[00:13:51.000 --> 00:13:54.000]  也可以使黏土變得很硬
[00:13:54.000 --> 00:13:57.000]  究竟結果是怎樣呢?
[00:13:57.000 --> 00:13:59.000]  不是太陽有問題
[00:13:59.000 --> 00:14:04.000]  而是取決於太陽加熱的材料是甚麼
[00:14:04.000 --> 00:14:10.000]  如果我們將上帝的話比喻為太陽
[00:14:10.000 --> 00:14:14.000]  而我們的心就像黏土一樣
[00:14:14.000 --> 00:14:18.000]  對於神的聲音拒絕回應的話
[00:14:18.000 --> 00:14:20.000]  帶來的結果
[00:14:20.000 --> 00:14:25.000]  只會是我們的心變得越來越乾硬
[00:14:25.000 --> 00:14:30.000]  在提出正和反兩面的例子之後
[00:14:30.000 --> 00:14:32.000]  希伯來書的作者
[00:14:32.000 --> 00:14:35.000]  在第十二至第十九節
[00:14:35.000 --> 00:14:40.000]  很語重心長地向讀者提出兩個忠告
[00:14:40.000 --> 00:14:44.000]  第一個忠告在第十二至第十四節
[00:14:44.000 --> 00:14:48.000]  第二個忠告在第十五至第十九節
[00:14:48.000 --> 00:14:53.000]  我想請大家先聽我讀出第一個忠告
[00:14:53.000 --> 00:14:56.000]  即是第十二至第十四節
[00:14:56.000 --> 00:14:59.000]  經文是這樣說的
[00:14:59.000 --> 00:15:02.000]  弟兄們,你們要謹慎
[00:15:02.000 --> 00:15:06.000]  免得你們中間或有人存著不信的惡心
[00:15:06.000 --> 00:15:09.000]  把永生神離棄了
[00:15:09.000 --> 00:15:13.000]  總要趁著還有今天天天彼此相勸
[00:15:13.000 --> 00:15:17.000]  免得你們中間有人被罪迷惑
[00:15:17.000 --> 00:15:19.000]  心裡就乾硬了
[00:15:19.000 --> 00:15:23.000]  我們若將起初確實的信心
[00:15:23.000 --> 00:15:28.000]  堅持到底就在基督裡有份了
[00:15:28.000 --> 00:15:33.000]  既然持守信心這麼重要
[00:15:33.000 --> 00:15:36.000]  作者在第十二節開始時
[00:15:36.000 --> 00:15:39.000]  警告我們要謹慎
[00:15:39.000 --> 00:15:42.000]  要謹慎,要留心甚麼呢?
[00:15:42.000 --> 00:15:45.000]  這裡告訴我們要小心
[00:15:45.000 --> 00:15:50.000]  我們會存著不信的惡心
[00:15:50.000 --> 00:15:53.000]  新漢語譯本的譯法是
[00:15:53.000 --> 00:15:56.000]  一顆不信而且惡的心
[00:15:56.000 --> 00:15:59.000]  不信而且惡
[00:15:59.000 --> 00:16:01.000]  之所以說惡
[00:16:01.000 --> 00:16:05.000]  是因為涉及離棄神的反叛行為
[00:16:05.000 --> 00:16:09.000]  往後希伯來書第六章第十章
[00:16:09.000 --> 00:16:11.000]  都有提及這件事
[00:16:11.000 --> 00:16:13.000]  沒有相信的結果
[00:16:13.000 --> 00:16:16.000]  其實已經夠嚴重了
[00:16:16.000 --> 00:16:19.000]  何況如果信了之後
[00:16:19.000 --> 00:16:22.000]  背道就更加弊加火
[00:16:22.000 --> 00:16:27.000]  所以將不信和離棄神的惡心
[00:16:27.000 --> 00:16:29.000]  兩件事加在一起
[00:16:29.000 --> 00:16:31.000]  就真是無可藥救了
[00:16:31.000 --> 00:16:35.000]  如果是這樣的話
[00:16:35.000 --> 00:16:37.000]  我們又應該怎樣做
[00:16:37.000 --> 00:16:41.000]  才不會掉落不信的陷阱裡呢?
[00:16:41.000 --> 00:16:43.000]  第十三節這樣說
[00:16:43.000 --> 00:16:46.000]  總要趁著還有今天
[00:16:46.000 --> 00:16:49.000]  天天彼此相勸
[00:16:49.000 --> 00:16:52.000]  免得你們中間有人被罪迷惑
[00:16:52.000 --> 00:16:55.000]  心裡就僵硬了
[00:16:55.000 --> 00:16:59.000]  作者又再一次提及到今天
[00:16:59.000 --> 00:17:01.000]  記不記得第七節的時候
[00:17:01.000 --> 00:17:03.000]  已經提及過我們
[00:17:03.000 --> 00:17:05.000]  在今天我們要做些什麼?
[00:17:05.000 --> 00:17:08.000]  天天彼此相勸
[00:17:08.000 --> 00:17:13.000]  這裡有三個我們必須要留意的元素
[00:17:13.000 --> 00:17:16.000]  如果我們從尾數回頭
[00:17:16.000 --> 00:17:19.000]  第一個就是相勸
[00:17:19.000 --> 00:17:21.000]  呂鎮忠譯本
[00:17:21.000 --> 00:17:25.000]  將它翻譯成為鼓勵
[00:17:25.000 --> 00:17:28.000]  這種鼓勵既是嚴肅
[00:17:28.000 --> 00:17:32.000]  也充滿了愛和關懷
[00:17:32.000 --> 00:17:34.000]  當你身邊的人
[00:17:34.000 --> 00:17:37.000]  發現你有問題的時候
[00:17:37.000 --> 00:17:40.000]  他能夠按著聖經的真理
[00:17:40.000 --> 00:17:42.000]  成為你的諫官
[00:17:42.000 --> 00:17:44.000]  向你提出警告
[00:17:44.000 --> 00:17:47.000]  以免你繼續泥足深陷
[00:17:47.000 --> 00:17:49.000]  但同樣
[00:17:49.000 --> 00:17:52.000]  當他見到你面對困境的時候
[00:17:52.000 --> 00:17:54.000]  他亦會二話不說
[00:17:54.000 --> 00:17:57.000]  走上前來安慰你
[00:17:57.000 --> 00:18:01.000]  我們試試苦心自問
[00:18:01.000 --> 00:18:03.000]  究竟我們身邊
[00:18:03.000 --> 00:18:05.000]  有沒有這樣的人
[00:18:05.000 --> 00:18:07.000]  這樣的弟兄姊妹呢?
[00:18:07.000 --> 00:18:11.000]  這節經文給我們第二個提醒
[00:18:11.000 --> 00:18:13.000]  是彼此
[00:18:13.000 --> 00:18:16.000]  作者很清楚地表明
[00:18:16.000 --> 00:18:22.000]  群體和相互關係究竟有多重要
[00:18:22.000 --> 00:18:24.000]  這個描述令我想起
[00:18:24.000 --> 00:18:26.000]  非洲的平原
[00:18:26.000 --> 00:18:28.000]  野生動物世界
[00:18:28.000 --> 00:18:34.000]  相對於在食物鏈的最高層次
[00:18:34.000 --> 00:18:38.000]  有獅子、獵豹等等
[00:18:38.000 --> 00:18:43.000]  那些食肉的動物
[00:18:43.000 --> 00:18:45.000]  在很高的層次
[00:18:45.000 --> 00:18:47.000]  而食草的動物
[00:18:47.000 --> 00:18:49.000]  例如羚牛
[00:18:49.000 --> 00:18:53.000]  雖然牠有一對很尖的角
[00:18:53.000 --> 00:18:57.000]  不過仍然敵不過獅子、獵豹
[00:18:57.000 --> 00:19:01.000]  隨時會成為牠們的大餐
[00:19:01.000 --> 00:19:03.000]  所以如果你有看過
[00:19:03.000 --> 00:19:07.000]  一些類似野生動物的紀錄片
[00:19:07.000 --> 00:19:09.000]  你就會深深知道
[00:19:09.000 --> 00:19:13.000]  羚牛的生存之道只有一個
[00:19:13.000 --> 00:19:15.000]  就是牠們靠人多勢眾
[00:19:15.000 --> 00:19:21.000]  因為牠們知道如果自己受到攻擊
[00:19:21.000 --> 00:19:23.000]  是必死無疑
[00:19:23.000 --> 00:19:25.000]  唯有牠們互相照應
[00:19:25.000 --> 00:19:27.000]  互相扶持
[00:19:27.000 --> 00:19:32.000]  不要讓自己成為單丁一隻的羚牛下單
[00:19:32.000 --> 00:19:36.000]  除了彼此相勸
[00:19:36.000 --> 00:19:39.000]  第三個元素是天天
[00:19:39.000 --> 00:19:42.000]  因為挑戰是沒完沒了的
[00:19:42.000 --> 00:19:47.000]  所以我們彼此之間就需要相勸
[00:19:47.000 --> 00:19:49.000]  彼此相勸
[00:19:49.000 --> 00:19:51.000]  努力不懈,持之以恆
[00:19:51.000 --> 00:19:54.000]  正因為人的心硬
[00:19:54.000 --> 00:19:58.000]  其實都是一個漸變的過程
[00:19:58.000 --> 00:20:01.000]  同樣,大英姐妹之間
[00:20:01.000 --> 00:20:05.000]  互相緊守扶持關係的建立
[00:20:05.000 --> 00:20:09.000]  都是一點一滴累積而成的
[00:20:09.000 --> 00:20:11.000]  盼望我們的大英姐妹
[00:20:11.000 --> 00:20:13.000]  我們的生命之間
[00:20:13.000 --> 00:20:16.000]  真的可以彼此結連
[00:20:16.000 --> 00:20:19.000]  天天彼此相勸
[00:20:19.000 --> 00:20:21.000]  我深信在目前
[00:20:21.000 --> 00:20:25.000]  這個疫情非常之嚴峻的時間
[00:20:25.000 --> 00:20:27.000]  正是一個場景
[00:20:27.000 --> 00:20:30.000]  讓我們好好地去實踐
[00:20:30.000 --> 00:20:32.000]  這三個元素
[00:20:32.000 --> 00:20:33.000]  以免我們跌倒
[00:20:33.000 --> 00:20:36.000]  以免我們被罪所誘惑
[00:20:36.000 --> 00:20:41.000]  跌倒在一個不順的陷阱當中
[00:20:41.000 --> 00:20:44.000]  接著到第十四節
[00:20:44.000 --> 00:20:47.000]  是一個應許
[00:20:47.000 --> 00:20:51.000]  第十四節的經文是這樣說
[00:20:51.000 --> 00:20:55.000]  我們若將起初的信心堅持到底
[00:20:55.000 --> 00:20:58.000]  就在基督裡有分了
[00:20:58.000 --> 00:21:01.000]  起初確實的信心
[00:21:01.000 --> 00:21:04.000]  在《新向語》的譯法
[00:21:04.000 --> 00:21:08.000]  就是「原初得救的保證」
[00:21:08.000 --> 00:21:11.000]  我們能夠得救
[00:21:11.000 --> 00:21:12.000]  起不是因為
[00:21:12.000 --> 00:21:15.000]  第一,我承認自己是一個罪人
[00:21:15.000 --> 00:21:18.000]  第二,我相信耶穌基督的十字架
[00:21:18.000 --> 00:21:22.000]  祂在上面為我而死
[00:21:22.000 --> 00:21:25.000]  以至祂成為我的救主
[00:21:25.000 --> 00:21:28.000]  第三,我願意將我的生命
[00:21:28.000 --> 00:21:33.000]  交給祂,認定祂是我的生命之主嗎?
[00:21:33.000 --> 00:21:37.000]  這三個重點就是福音
[00:21:37.000 --> 00:21:41.000]  值得問,究竟我們信耶穌
[00:21:41.000 --> 00:21:43.000]  我們信什麼?
[00:21:43.000 --> 00:21:46.000]  我們有沒有將我們的信心
[00:21:46.000 --> 00:21:49.000]  放錯在其他地方?
[00:21:49.000 --> 00:21:53.000]  例如,我們經常看著
[00:21:53.000 --> 00:21:56.000]  究竟祂有沒有幫我
[00:21:56.000 --> 00:22:01.000]  解決我目前的困局、困難
[00:22:01.000 --> 00:22:06.000]  我經常期盼不要中招
[00:22:06.000 --> 00:22:13.000]  又或者,我會不會希望祂指點我的迷津?
[00:22:13.000 --> 00:22:17.000]  這個上帝成為了一個解難的上帝
[00:22:17.000 --> 00:22:20.000]  究竟我們有沒有搞錯了
[00:22:20.000 --> 00:22:25.000]  我們得救保證的焦點呢?
[00:22:25.000 --> 00:22:28.000]  以致我們所相信的
[00:22:28.000 --> 00:22:32.000]  不會因為環境或其他東西
[00:22:32.000 --> 00:22:36.000]  影響我們的信心
[00:22:36.000 --> 00:22:40.000]  讓我們能夠一直持守下去
[00:22:40.000 --> 00:22:42.000]  如果我們這樣做
[00:22:42.000 --> 00:22:45.000]  我們就在基督裡有份
[00:22:45.000 --> 00:22:47.000]  《新漢語》的譯法
[00:22:47.000 --> 00:22:51.000]  就是基督的同伴
[00:22:51.000 --> 00:22:56.000]  就像希伯來書三章第六節下半節所說
[00:22:56.000 --> 00:22:59.000]  我們若將可誇的盼望和膽量
[00:22:59.000 --> 00:23:03.000]  堅持到底便是他的家了
[00:23:03.000 --> 00:23:05.000]  和耶穌基督一起
[00:23:05.000 --> 00:23:10.000]  在神的家裡同享天國的福澤
