
[00:00:00.000 --> 00:00:02.880]  各位弟兄姊妹主,兩面平安
[00:04:17.360 --> 00:04:20.600]  講到亞國書,這個亞國是什麼人呢?
[00:04:20.600 --> 00:04:22.600]  是不是使徒亞國呢?
[00:04:22.600 --> 00:04:25.760]  傳統其實相信不是使徒亞國
[00:04:25.760 --> 00:04:28.160]  而是耶穌的兄弟亞國
[00:04:28.160 --> 00:04:30.400]  耶穌的兄弟亞國
[00:04:30.400 --> 00:04:32.720]  那麼耶穌應該不會有哥哥的,是不是?
[00:04:32.720 --> 00:04:34.960]  瑪利亞是同證女,懷孕生子的
[00:04:34.960 --> 00:04:37.440]  就是說應該是耶穌的弟弟了
[00:04:37.800 --> 00:04:39.960]  但是這個講法是有些爭議的
[00:04:39.960 --> 00:04:43.920]  有些人是不接受瑪利亞有耶穌以外的子女
[00:04:43.920 --> 00:04:46.400]  不過教會的傳統上
[00:04:46.400 --> 00:04:49.200]  都認為這個亞國是耶穌的兄弟亞國
[00:04:49.200 --> 00:04:52.680]  今天用的經文非常短
[00:04:52.680 --> 00:04:55.160]  我體諒他們唱歌唱了這麼久
[00:04:55.160 --> 00:04:56.440]  不要讀這麼長
[00:04:56.440 --> 00:05:01.040]  但是其實我很少用這麼短的一段經文去講道
[00:05:01.040 --> 00:05:03.120]  但是因為這個經文裡面
[00:05:03.120 --> 00:05:04.240]  有兩個很貪心的字
[00:05:04.240 --> 00:05:05.240]  就是散居
[00:05:05.240 --> 00:05:06.640]  散居
[00:05:07.560 --> 00:05:09.920]  散居和移民是否不同呢?
[00:05:09.920 --> 00:05:12.160]  何謂散居呢?
[00:05:12.160 --> 00:05:17.400]  亞國寫信給分散在不同地方的十二支派的人
[00:05:17.400 --> 00:05:19.520]  其實他的意思就是說
[00:05:19.520 --> 00:05:23.080]  給分散在不同地方的猶太人的這封信
[00:05:23.080 --> 00:05:27.480]  也可能包含了一些信了耶穌的外邦人
[00:05:27.480 --> 00:05:29.480]  那麼猶太人是什麼呢?
[00:05:29.480 --> 00:05:31.280]  什麼是猶太人呢?
[00:05:31.280 --> 00:05:34.240]  我應該有講過
[00:05:34.240 --> 00:05:36.280]  大家應該知道什麼是猶太人了,是不是?
[00:05:36.280 --> 00:05:38.120]  猶太人這三個字
[00:05:38.120 --> 00:05:40.920]  其實跟以色列人有什麼分別呢?
[00:05:40.920 --> 00:05:42.520]  經常混在一起用
[00:05:42.520 --> 00:05:47.000]  猶太人就是信奉猶太教的人
[00:05:47.000 --> 00:05:50.040]  就是說他們是相信耶和華的
[00:05:50.040 --> 00:05:53.160]  那麼相信耶和華的那群就是以色列人
[00:05:53.160 --> 00:05:55.960]  整個民族都是耶和華的選民
[00:05:55.960 --> 00:05:57.520]  那不就是同一群人了,是不是?
[00:05:57.520 --> 00:05:59.560]  但是為什麼會有兩個稱呼呢?
[00:05:59.560 --> 00:06:03.000]  其實出現這個稱呼是在秘魯的時期
[00:06:03.000 --> 00:06:04.000]  你要知道
[00:06:04.000 --> 00:06:07.720]  以色列其實原則上已經亡國了
[00:06:07.720 --> 00:06:12.960]  他是被亞述和巴比倫滅了的
[00:06:12.960 --> 00:06:14.800]  滅了之後
[00:06:14.800 --> 00:06:17.880]  那些以色列人是被抓去當奴隸的
[00:06:17.880 --> 00:06:20.640]  那麼當奴隸是怎麼樣呢?
[00:06:20.640 --> 00:06:21.760]  奴隸是什麼呢?
[00:06:21.760 --> 00:06:25.560]  奴隸是主人的所有物,沒有人權的
[00:06:25.560 --> 00:06:27.640]  如果這個是我的奴隸的話
[00:06:27.640 --> 00:06:30.080]  我心情不好,我斬他兩隻手下來也可以
[00:06:30.080 --> 00:06:32.560]  我不喜歡,我殺了他也可以
[00:06:32.560 --> 00:06:36.840]  主人是有絕對的權去處理那個奴隸
[00:06:36.840 --> 00:06:39.080]  那個奴隸對主人來說是財物而已
[00:06:39.080 --> 00:06:42.760]  不過你不要想到一想到奴隸
[00:06:42.760 --> 00:06:47.080]  就是沒有穿衣服,圍著布,在推石頭、推磨
[00:06:47.080 --> 00:06:49.960]  奴隸不是全部都是這樣的情況
[00:06:49.960 --> 00:06:51.760]  如果你們有看聖經
[00:06:51.760 --> 00:06:53.520]  講到亡國時期
[00:06:53.520 --> 00:06:58.920]  被人擄走的那些是大能的勇士和工匠
[00:06:59.360 --> 00:07:02.800]  就是說其實是一些強壯的
[00:07:02.800 --> 00:07:04.440]  有能力的
[00:07:04.440 --> 00:07:06.560]  有一技之長的
[00:07:06.560 --> 00:07:08.160]  抓回去有用的人
[00:07:08.160 --> 00:07:09.720]  他不會抓老弱婦孺的
[00:07:09.720 --> 00:07:11.640]  抓一些有用的人回去
[00:07:11.640 --> 00:07:15.160]  這些有用的人相對最低層
[00:07:15.160 --> 00:07:18.560]  就是要做好體力勞動工作的那些奴隸
[00:07:18.560 --> 00:07:21.360]  他們的待遇是相對好一點的
[00:07:21.360 --> 00:07:23.920]  而且要視乎主人是什麼人
[00:07:23.920 --> 00:07:25.520]  主人有錢的話
[00:07:25.520 --> 00:07:27.560]  他可能待遇會好一點
[00:07:27.560 --> 00:07:29.760]  其實我們的工人姐姐也是
[00:07:29.760 --> 00:07:30.120]  是不是?
[00:07:30.120 --> 00:07:32.120]  主人的環境好一點
[00:07:32.120 --> 00:07:32.920]  就有間房
[00:07:32.920 --> 00:07:34.840]  環境不好就要睡客廳
[00:07:34.840 --> 00:07:37.440]  主人如果好的話
[00:07:37.440 --> 00:07:41.920]  那個奴隸隨時可以有錢存起來
[00:07:41.920 --> 00:07:43.880]  他可以成家立室
[00:07:43.880 --> 00:07:46.160]  他可以有自己的家
[00:07:46.160 --> 00:07:47.560]  有自己的下一代
[00:07:47.560 --> 00:07:49.520]  如果沒有下一代的話
[00:07:49.520 --> 00:07:50.840]  猶太人就沒有了
[00:07:50.840 --> 00:07:53.920]  他整個民族被抓了大量的人去之後
[00:07:53.920 --> 00:07:57.280]  他也可以有他們結婚生子
[00:07:57.280 --> 00:07:58.280]  有下一代
[00:07:58.280 --> 00:08:00.760]  不過他的下一代都是奴隸
[00:08:00.760 --> 00:08:02.800]  都是屬於主人的
[00:08:02.800 --> 00:08:03.880]  一代一代傳下去
[00:08:03.880 --> 00:08:05.760]  這個身份一直傳下去
[00:08:05.760 --> 00:08:08.800]  但是相對他們的生活好一點
[00:08:08.800 --> 00:08:11.360]  那些猶太人
[00:08:11.360 --> 00:08:15.120]  就是以色列人被抓去做奴隸
[00:08:15.120 --> 00:08:18.760]  但是他們還保持著一種信仰的習慣
[00:08:18.760 --> 00:08:21.040]  他們保持著他們的身份
[00:08:21.040 --> 00:08:23.080]  你知道猶太人很麻煩的
[00:08:23.080 --> 00:08:24.920]  有很多規矩要守的
[00:08:24.920 --> 00:08:26.360]  飲食條例那些
[00:08:26.360 --> 00:08:27.800]  很麻煩的東西
[00:08:27.800 --> 00:08:29.320]  我剛剛信耶穌的時候
[00:08:29.320 --> 00:08:30.320]  不知道你有沒有試過
[00:08:30.320 --> 00:08:31.800]  有些人跟我說不要吃豬紅
[00:08:31.800 --> 00:08:33.880]  為什麼不要吃豬紅
[00:08:33.880 --> 00:08:36.560]  因為有血嘛
[00:08:36.560 --> 00:08:37.760]  豬紅是血來的
[00:08:37.760 --> 00:08:39.200]  舊約聖經說
[00:08:39.200 --> 00:08:40.880]  大血的食物不好吃
[00:08:40.880 --> 00:08:42.000]  然後我就問他
[00:08:42.000 --> 00:08:43.600]  你是不是不吃叉燒
[00:08:43.600 --> 00:08:45.880]  你是豬肉來的
[00:08:45.880 --> 00:08:49.280]  有時候邏輯很有趣
[00:08:49.280 --> 00:08:52.200]  但是這裡告訴大家
[00:08:52.200 --> 00:08:55.520]  猶太人是有一些很特別的飲食習慣
[00:08:55.520 --> 00:08:57.040]  拜過神的
[00:08:57.040 --> 00:08:59.280]  拜過偶像的那些肉
[00:08:59.280 --> 00:09:00.760]  祭過的東西又不能吃
[00:09:00.760 --> 00:09:03.760]  安息日又說這樣不能做
[00:09:03.760 --> 00:09:05.080]  那樣又不能做
[00:09:05.080 --> 00:09:07.320]  就是分分鐘他做奴隸也好
[00:09:07.320 --> 00:09:08.800]  我死都不會犯安息日的
[00:09:08.800 --> 00:09:10.120]  主人你殺我吧
[00:09:10.120 --> 00:09:12.760]  那就是財產來的
[00:09:12.760 --> 00:09:13.680]  我不是說殺就殺
[00:09:13.680 --> 00:09:14.680]  我怕了你
[00:09:14.680 --> 00:09:15.880]  你其他六天做好一點
[00:09:15.880 --> 00:09:17.520]  星期天放假吧
[00:09:17.520 --> 00:09:20.040]  其實我們今天星期天可以放假
[00:09:20.040 --> 00:09:22.120]  可能真的有些關係
[00:09:22.320 --> 00:09:23.400]  他說
[00:09:23.400 --> 00:09:26.440]  總之他們有很多行為
[00:09:26.440 --> 00:09:27.840]  外顯的行為
[00:09:27.840 --> 00:09:31.440]  是讓人看得出這群人特別不同
[00:09:31.440 --> 00:09:34.560]  這群人特別古靈精怪
[00:09:34.560 --> 00:09:36.040]  給他們一個名字
[00:09:36.040 --> 00:09:37.520]  這群就是猶太人
[00:09:37.520 --> 00:09:41.440]  其實好像我們有些人是來自水上
[00:09:41.440 --> 00:09:42.880]  我們叫他水上人
[00:09:42.880 --> 00:09:44.440]  客家人 福建人
[00:09:44.440 --> 00:09:46.760]  總之他有一些群體性的特徵
[00:09:46.760 --> 00:09:48.400]  於是就給他一個名字
[00:09:48.400 --> 00:09:50.120]  那群就是猶太人
[00:09:50.880 --> 00:09:54.160]  猶太人被迫散居在不同的地方
[00:09:54.160 --> 00:09:58.240]  無可避免一定受到文化衝擊的
[00:09:58.240 --> 00:09:59.960]  一定有些東西影響他們的
[00:09:59.960 --> 00:10:01.680]  例如但義理書那裡
[00:10:01.680 --> 00:10:05.120]  但義理和他的朋友被抓去皇宮工作
[00:10:05.120 --> 00:10:07.880]  教他們一些新的文化
[00:10:07.880 --> 00:10:09.440]  新的語言
[00:10:09.440 --> 00:10:11.120]  還給了他一個新的名字
[00:10:11.120 --> 00:10:12.320]  但義理叫什麼
[00:10:12.320 --> 00:10:14.240]  白提莎薩
[00:10:14.240 --> 00:10:15.280]  給了他一個新的名字
[00:10:15.280 --> 00:10:16.440]  給了他一個巴比倫的名字
[00:10:16.440 --> 00:10:18.680]  而且好像跟偶像有關
[00:10:18.680 --> 00:10:20.720]  巴比倫的偶像
[00:10:20.920 --> 00:10:22.160]  他又接受的
[00:10:22.160 --> 00:10:23.840]  他又OK的
[00:10:23.840 --> 00:10:24.600]  是不是
[00:10:24.600 --> 00:10:26.280]  現在我抓你去外國
[00:10:26.280 --> 00:10:27.240]  然後給你一個名字
[00:10:27.240 --> 00:10:28.560]  叫你阿波羅
[00:10:28.560 --> 00:10:29.840]  就是太陽神
[00:10:29.840 --> 00:10:31.120]  那不知道你接不接受
[00:10:31.120 --> 00:10:32.880]  好了
[00:10:32.880 --> 00:10:34.320]  他們接受了
[00:10:34.320 --> 00:10:36.920]  並且在皇宮裡面學習新的文化
[00:10:36.920 --> 00:10:39.400]  不接受其實就是要死了
[00:10:39.400 --> 00:10:40.800]  那他們保存了性命
[00:10:40.800 --> 00:10:43.240]  但是有些東西你會發覺
[00:10:43.240 --> 00:10:44.200]  他不妥協的
[00:10:44.200 --> 00:10:45.120]  他不願意的
[00:10:45.120 --> 00:10:46.280]  就是說
[00:10:46.280 --> 00:10:50.400]  有當地皇帝給他們的飲食
[00:10:50.680 --> 00:10:51.600]  皇帝吃的東西
[00:10:51.600 --> 00:10:53.480]  就是滿漢全席那些
[00:10:53.480 --> 00:10:55.400]  給你吃你都不吃
[00:10:55.400 --> 00:10:57.960]  可能就是因為他們的飲食條例
[00:10:57.960 --> 00:11:00.640]  他們要求監獄長說
[00:11:00.640 --> 00:11:04.360]  你只是給清水和菜我吃
[00:11:04.360 --> 00:11:06.400]  然後他們幾個吃到肥肥白白
[00:11:06.400 --> 00:11:07.320]  很帥的
[00:11:07.320 --> 00:11:11.160]  所以我也應該要吃清菜和飲水
[00:11:11.160 --> 00:11:12.120]  建制飲水
[00:11:12.120 --> 00:11:14.880]  原來肥肥白白很帥的
[00:11:14.880 --> 00:11:15.400]  他說
[00:11:15.400 --> 00:11:17.560]  因為上帝的保守而已
[00:11:17.560 --> 00:11:19.320]  他們因為耶和華的信仰
[00:11:19.320 --> 00:11:22.520]  所以他們拒絕接受皇帝的食物
[00:11:22.520 --> 00:11:25.400]  我覺得最大的問題就是
[00:11:25.400 --> 00:11:27.440]  哪些東西是可以接受
[00:11:27.440 --> 00:11:29.040]  哪些東西是不可以接受
[00:11:29.040 --> 00:11:31.360]  哪些東西應該要堅持
[00:11:31.360 --> 00:11:32.560]  哪些東西不堅持
[00:11:32.560 --> 00:11:34.560]  你看《但義理書》也是的
[00:11:34.560 --> 00:11:35.800]  繼續看下去的話
[00:11:35.800 --> 00:11:37.320]  大劉氏皇下命令
[00:11:37.320 --> 00:11:39.160]  三十天內什麼都不准拜
[00:11:39.160 --> 00:11:40.200]  什麼都不准求
[00:11:40.200 --> 00:11:43.040]  但結果但義理就去祈禱了
[00:11:43.040 --> 00:11:44.520]  但義理去祈禱
[00:11:44.520 --> 00:11:46.560]  就被人扔到獅子坑裡了
[00:11:46.560 --> 00:11:48.280]  幸好上帝保守他
[00:11:48.280 --> 00:11:48.880]  他不死的
[00:11:49.880 --> 00:11:52.240]  有些東西是要堅持
[00:11:52.240 --> 00:11:54.400]  有些東西是可以接受
[00:11:54.400 --> 00:11:56.160]  最大的問題是
[00:11:56.160 --> 00:11:58.880]  我們如何有一個智慧去選擇
[00:11:58.880 --> 00:12:02.400]  這群猶太人到底用什麼去判斷
[00:12:02.400 --> 00:12:03.520]  他們什麼可以接受
[00:12:03.520 --> 00:12:04.560]  什麼不可以接受呢
[00:12:04.560 --> 00:12:06.360]  我個人領受
[00:12:06.360 --> 00:12:07.920]  這個其實是關乎
[00:12:07.920 --> 00:12:09.480]  我是誰的問題
[00:12:09.480 --> 00:12:10.880]  我是誰
[00:12:10.880 --> 00:12:13.400]  如果突然之間有個人問
[00:12:13.400 --> 00:12:14.520]  你是誰
[00:12:14.520 --> 00:12:15.360]  你怎麼回答
[00:12:15.360 --> 00:12:17.240]  你是誰
[00:12:18.400 --> 00:12:21.120]  這件事其實跟場景很有關係
[00:12:21.120 --> 00:12:22.320]  如果在這裡的教會
[00:12:22.320 --> 00:12:24.920]  你突然問你是誰
[00:12:24.920 --> 00:12:26.480]  我會回答
[00:12:26.480 --> 00:12:28.080]  我是這裡的傳道人
[00:12:28.080 --> 00:12:29.880]  我是錦宣的傳道人
[00:12:29.880 --> 00:12:32.080]  如果我去了我兒子的學校
[00:12:32.080 --> 00:12:33.560]  別人問我是誰
[00:12:33.560 --> 00:12:36.360]  我是吳天林的爸爸
[00:12:36.360 --> 00:12:38.600]  3D17號吳天林的爸爸
[00:12:38.600 --> 00:12:40.400]  我生了個兒子
[00:12:40.400 --> 00:12:41.520]  我連名字都沒有了
[00:12:41.520 --> 00:12:43.000]  現在通常去到哪裡
[00:12:43.000 --> 00:12:43.720]  人們都認識
[00:12:43.720 --> 00:12:44.960]  就是天林爸爸
[00:12:44.960 --> 00:12:48.160]  連自己本身的名字都沒有了
[00:12:48.160 --> 00:12:49.920]  我老婆現在不是叫老公了
[00:12:49.920 --> 00:12:51.120]  叫我做爸爸
[00:12:51.120 --> 00:12:54.320]  身份角色
[00:12:54.320 --> 00:12:56.800]  其實我們每個人有不同的身份角色
[00:12:56.800 --> 00:12:58.120]  你在不同場合
[00:12:58.120 --> 00:13:01.120]  其實你是在應用不同的身份角色
[00:13:01.120 --> 00:13:03.920]  不過這些身份角色是沒有衝突的
[00:13:03.920 --> 00:13:05.840]  很多時候是沒有衝突的
[00:13:05.840 --> 00:13:08.120]  我作為一個教會的傳道人
[00:13:08.120 --> 00:13:10.200]  同時間是我老婆的丈夫
[00:13:10.200 --> 00:13:12.880]  譬如我在教會工作
[00:13:12.880 --> 00:13:13.760]  工作得晚的時候
[00:13:13.760 --> 00:13:15.400]  我會給我老婆的訊息
[00:13:15.400 --> 00:13:16.480]  我遲一點回來
[00:13:17.280 --> 00:13:18.600]  兩者是沒有衝突的
[00:13:18.600 --> 00:13:21.000]  有些肢體約我出去吃飯或者聊聊天
[00:13:21.000 --> 00:13:23.120]  我會問老婆放不放人
[00:13:23.120 --> 00:13:25.120]  這些是沒有衝突的
[00:13:25.120 --> 00:13:27.880]  但是一定影響了你的一些決定
[00:13:27.880 --> 00:13:28.880]  一些做法
[00:13:28.880 --> 00:13:31.960]  一定是互相之間需要有些協調
[00:13:31.960 --> 00:13:37.360]  這樣作為十二支派
[00:13:37.360 --> 00:13:39.480]  《雅各書》第一章第一句
[00:13:39.480 --> 00:13:42.360]  他稱呼他們為十二個支派的人
[00:13:42.360 --> 00:13:44.800]  一叫他們是十二支派
[00:13:44.800 --> 00:13:48.560]  代表著你們是信奉耶和華的人
[00:13:48.560 --> 00:13:51.920]  你的身份是以色列人
[00:13:51.920 --> 00:13:56.720]  你是上帝由阿伯拉罕時代
[00:13:56.720 --> 00:14:00.000]  一直納約直到今天
[00:14:00.000 --> 00:14:02.280]  你是十二支派
[00:14:02.280 --> 00:14:03.080]  是以色列人
[00:14:03.080 --> 00:14:04.640]  你是上帝的選民
[00:14:04.640 --> 00:14:07.680]  這是他們的身份
[00:14:07.680 --> 00:14:10.600]  這件事很重要
[00:14:10.600 --> 00:14:12.600]  當你流散在不同的群體的時候
[00:14:12.600 --> 00:14:15.200]  你是很容易受影響甚至被同化
[00:14:15.200 --> 00:14:18.200]  由第一次被擄
[00:14:18.200 --> 00:14:20.120]  到回歸
[00:14:20.120 --> 00:14:23.120]  原來中間是隔了二百年
[00:14:23.120 --> 00:14:25.000]  二百年
[00:14:25.000 --> 00:14:28.320]  人生有多少個十年呢
[00:14:28.320 --> 00:14:30.280]  這裡有二十個十年
[00:14:30.280 --> 00:14:31.920]  到底中間隔了多少代呢
[00:14:31.920 --> 00:14:32.840]  不知道的
[00:14:32.840 --> 00:14:34.680]  但是可以肯定的就是
[00:14:34.680 --> 00:14:38.120]  看過所羅門王朝多光輝的人全部都死了
[00:14:38.120 --> 00:14:42.280]  這群已經是三代四代的人了
[00:14:42.800 --> 00:14:45.120]  他們還持守著自己的信仰
[00:14:45.120 --> 00:14:48.840]  然後可以回歸耶路撒冷重建城牆
[00:14:48.840 --> 00:14:53.600]  當中一定是有一些東西堅持
[00:14:53.600 --> 00:14:55.400]  令他們很堅定
[00:14:55.400 --> 00:14:57.600]  很肯定自己的身份
[00:14:57.600 --> 00:14:59.240]  我們是猶太人
[00:14:59.240 --> 00:15:01.440]  這個民族依然存在
[00:15:01.440 --> 00:15:03.840]  其實二百年都不算誇張
[00:15:03.840 --> 00:15:05.680]  公元七十年
[00:15:05.680 --> 00:15:07.560]  就是耶穌死了之後四十年左右
[00:15:07.560 --> 00:15:11.280]  以色列是再被人滅亡了
[00:15:12.280 --> 00:15:14.280]  被羅馬政府滅亡之後
[00:15:14.280 --> 00:15:16.280]  到了一九四八年
[00:15:16.280 --> 00:15:18.280]  差不多二千年
[00:15:18.280 --> 00:15:20.000]  竟然可以復國
[00:15:20.000 --> 00:15:23.080]  這個真的非常誇張
[00:15:23.080 --> 00:15:26.960]  二千年他們這個民族竟然散居在不同地方
[00:15:26.960 --> 00:15:29.280]  竟然還可以存在
[00:15:29.280 --> 00:15:32.600]  竟然還肯定自己的身份
[00:15:32.600 --> 00:15:33.880]  我是以色列人
[00:15:33.880 --> 00:15:35.840]  然後那群人聚在一起
[00:15:35.840 --> 00:15:37.160]  復回一個王國
[00:15:37.160 --> 00:15:38.200]  這是什麼呢
[00:15:38.200 --> 00:15:40.440]  這就是他們很清楚自己的身份
[00:15:40.440 --> 00:15:42.440]  他們很清楚核心價值
[00:15:42.440 --> 00:15:45.000]  他們知道自己是猶太人
[00:15:45.000 --> 00:15:46.760]  他們很相信
[00:15:46.760 --> 00:15:48.760]  他們繼續持守這個身份
[00:15:48.760 --> 00:15:50.760]  繼續持守上帝的約
[00:15:50.760 --> 00:15:53.560]  耶和華是會派尼塞亞來拯救他們的
[00:15:53.560 --> 00:15:57.240]  事實上我們知道耶穌基督就來了
[00:15:57.240 --> 00:15:59.080]  尼塞亞就來了
[00:15:59.080 --> 00:16:00.520]  不過他們不接受
[00:16:00.520 --> 00:16:03.840]  他們依然期望著一個軍事領袖
[00:16:03.840 --> 00:16:07.280]  軍事領袖要來帶領我們光復以色列
[00:16:08.520 --> 00:16:10.520]  但是他們就不接受
[00:16:10.520 --> 00:16:12.840]  結果一直在等待
[00:16:12.840 --> 00:16:15.240]  但是不影響他們的核心價值
[00:16:15.240 --> 00:16:16.920]  他們依然很相信
[00:16:16.920 --> 00:16:19.800]  耶和華是他們的拯救
[00:16:19.800 --> 00:16:22.160]  剛才說了這麼多
[00:16:22.160 --> 00:16:25.040]  很悶的以色列歷史
[00:16:25.040 --> 00:16:26.120]  猶太歷史
[00:16:26.120 --> 00:16:27.720]  不知道大家有沒有欺騙了
[00:16:27.720 --> 00:16:29.960]  但是對我們來說有什麼啟示
[00:16:29.960 --> 00:16:33.040]  我首先要說清楚兩件事
[00:16:33.040 --> 00:16:33.680]  很重要的
[00:16:33.680 --> 00:16:35.240]  第一我不是叫你移民
[00:16:36.160 --> 00:16:39.560]  我沒有這樣的智慧去教你移民還是不移民
[00:16:39.560 --> 00:16:42.440]  雖然這個話題我們已經談了很多次
[00:16:42.440 --> 00:16:45.600]  因為每一次團契幾乎都在說是不是移民
