
[00:00:00.000 --> 00:00:03.400]  詩篇121篇第一句
[00:02:02.200 --> 00:02:06.200]  拿到了聖杯
[00:02:06.200 --> 00:02:11.200]  舉目望山的時候
[00:02:11.200 --> 00:02:13.200]  我們就有這個力量
[00:02:13.200 --> 00:02:17.200]  剛才我們讀了這篇詩篇121篇
[00:02:17.200 --> 00:02:20.200]  我們稱它為上行詩
[00:02:20.200 --> 00:02:23.200]  就是在古時候
[00:02:23.200 --> 00:02:26.200]  所有猶太人的男子
[00:02:26.200 --> 00:02:31.200]  他們每年都要三次去耶路撒冷
[00:02:31.200 --> 00:02:35.200]  那時候不像現在交通那麼方便
[00:02:35.200 --> 00:02:38.200]  坐飛機、旅遊巴去
[00:02:38.200 --> 00:02:42.200]  那時候就要走路去
[00:02:42.200 --> 00:02:44.200]  所以在路途裡面
[00:02:44.200 --> 00:02:46.200]  他們會遇到很多危險
[00:02:46.200 --> 00:02:49.200]  也可能會很疲乏
[00:02:49.200 --> 00:02:52.200]  所以他們在整個路途裡面
[00:02:52.200 --> 00:02:54.200]  他們就會唱詩歌
[00:02:54.200 --> 00:02:58.200]  詩篇120篇到134篇
[00:02:58.200 --> 00:03:00.200]  總共有15首
[00:03:00.200 --> 00:03:03.200]  都是在旅途上
[00:03:03.200 --> 00:03:05.200]  他們會唱的
[00:03:05.200 --> 00:03:09.200]  我們就來一路看
[00:03:09.200 --> 00:03:11.200]  第一句他說
[00:03:11.200 --> 00:03:14.200]  向山舉目
[00:03:14.200 --> 00:03:17.200]  我的幫助從哪裡而來呢?
[00:03:17.200 --> 00:03:22.200]  我的幫助從造天地的耶和華而來
[00:03:22.200 --> 00:03:26.200]  山給我們的感覺是怎樣的?
[00:03:26.200 --> 00:03:28.200]  我們看下去的時候
[00:03:28.200 --> 00:03:31.200]  你會覺得很宏偉、很安全
[00:03:31.200 --> 00:03:34.200]  這就是我們香港的地質公園
[00:03:34.200 --> 00:03:37.200]  六角柱石
[00:03:37.200 --> 00:03:42.200]  你會覺得很宏偉、很安全的感覺
[00:03:42.200 --> 00:03:49.200]  這是河南省雲台山公園的山
[00:03:49.200 --> 00:03:54.200]  你會在當中不會跌倒
[00:03:54.200 --> 00:03:59.200]  除了給人一個安全穩固的感覺
[00:03:59.200 --> 00:04:02.200]  這個山也象徵著什麼呢?
[00:04:02.200 --> 00:04:07.200]  很多的難阻、很多的艱辛
[00:04:07.200 --> 00:04:10.200]  所以就說到那些朝聖者
[00:04:10.200 --> 00:04:13.200]  那些猶太的男子
[00:04:13.200 --> 00:04:17.200]  他們去耶路撒冷朝聖的時候
[00:04:17.200 --> 00:04:20.200]  在這個路上
[00:04:20.200 --> 00:04:23.200]  他們會遇到很多的困難
[00:04:23.200 --> 00:04:25.200]  可能大日乾涼不夠
[00:04:25.200 --> 00:04:28.200]  又可能遇到猛獸
[00:04:28.200 --> 00:04:31.200]  又或者太陽很曬,曬到中暑
[00:04:31.200 --> 00:04:34.200]  總之他們會遇到很多困難
[00:04:34.200 --> 00:04:38.200]  但是只要他們舉目向天來望的時候
[00:04:38.200 --> 00:04:40.200]  他們就會有力量
[00:04:40.200 --> 00:04:44.200]  我記得在兩年多之前
[00:04:44.200 --> 00:04:48.200]  我和幾位頂姐妹一起回到國內
[00:04:48.200 --> 00:04:50.200]  回到國內的時候
[00:04:50.200 --> 00:04:54.200]  我們聯絡了一些人來接我們
[00:04:54.200 --> 00:04:57.200]  但不知道為什麼通了電話
[00:04:57.200 --> 00:05:01.200]  又知道他們的車已經在附近
[00:05:01.200 --> 00:05:06.200]  但是總是說不到正確的位置在哪裡
[00:05:06.200 --> 00:05:10.200]  所以我們溝通了半個小時都搞不定
[00:05:10.200 --> 00:05:14.200]  當中有人很努力地在機場找出口
[00:05:14.200 --> 00:05:17.200]  有些人就站在那裡埋怨
[00:05:17.200 --> 00:05:20.200]  唉,是這麼麻煩的,是這麼麻煩的
[00:05:20.200 --> 00:05:22.200]  但是找了半個小時之後
[00:05:22.200 --> 00:05:24.200]  那些人開始會祈禱了
[00:05:24.200 --> 00:05:26.200]  我們就祈禱吧
[00:05:26.200 --> 00:05:30.200]  求上帝讓我們能夠通得到這個對話
[00:05:31.200 --> 00:05:36.200]  一祈禱就不用五分鐘就找到出口了
[00:05:36.200 --> 00:05:41.200]  有時候當我們遇到這個艱難的時候
[00:05:41.200 --> 00:05:45.200]  我們就可以向山舉目
[00:05:45.200 --> 00:05:48.200]  不過詩人很清楚地告訴我們
[00:05:48.200 --> 00:05:52.200]  我們這個幫助不是從那座山而來
[00:05:52.200 --> 00:05:57.200]  我們的幫助是從造天地的耶和華而來
[00:05:57.200 --> 00:06:01.200]  因為當我們人去面對這個
[00:06:01.200 --> 00:06:04.200]  有時候會面對很多的困難
[00:06:04.200 --> 00:06:07.200]  還有你會發覺有時候困難來
[00:06:07.200 --> 00:06:10.200]  不是一件來完就算了
[00:06:10.200 --> 00:06:15.200]  有時候是會排山倒海地倒過來的
[00:06:15.200 --> 00:06:17.200]  來完一件又一件
[00:06:17.200 --> 00:06:22.200]  我們就發覺當這些困難臨到的時候
[00:06:22.200 --> 00:06:25.200]  就像剛才Jessica在祈禱的時候
[00:06:25.200 --> 00:06:29.200]  我們就會發覺當這些困難臨到的時候
[00:06:29.200 --> 00:06:31.200]  我們人真的很脆弱
[00:06:31.200 --> 00:06:33.200]  人是很軟弱
[00:06:33.200 --> 00:06:36.200]  很多事情我們掌握不到
[00:06:36.200 --> 00:06:39.200]  我們是控制不到的
[00:06:39.200 --> 00:06:43.200]  所以人生裡面最重要就是找到那位
[00:06:43.200 --> 00:06:48.200]  創天造地的上帝給我們去幫助
[00:06:48.200 --> 00:06:51.200]  剛才我說了
[00:06:51.200 --> 00:06:54.200]  當他們走這個遠的路程的時候
[00:06:54.200 --> 00:06:57.200]  在古時代裡面是走的
[00:06:57.200 --> 00:07:01.200]  他們怎麼認路怎麼認方向呢?
[00:07:01.200 --> 00:07:05.200]  在古時代的人就是認住太陽的方向
[00:07:05.200 --> 00:07:08.200]  太陽那邊就是東方
[00:07:08.200 --> 00:07:10.200]  除了認太陽之外
[00:07:10.200 --> 00:07:15.200]  他們就會認山的走勢
[00:07:15.200 --> 00:07:18.200]  看著山的走勢的時候
[00:07:18.200 --> 00:07:22.200]  他們就認得那條路是怎麼走的
[00:07:22.200 --> 00:07:26.200]  所以這班詩人就鼓勵了
[00:07:26.200 --> 00:07:28.200]  就是要向山舉目
[00:07:28.200 --> 00:07:34.200]  你就看著山脊的山谷是怎麼走的
[00:07:34.200 --> 00:07:37.200]  你認定目標
[00:07:37.200 --> 00:07:39.200]  那個聖殿就在那裡
[00:07:39.200 --> 00:07:44.200]  你跟著這條路走就行了
[00:07:44.200 --> 00:07:49.200]  大家有沒有去過大唐的千島湖?
[00:07:49.200 --> 00:07:53.200]  我去年四月初的時候去過
[00:07:53.200 --> 00:07:56.200]  其實不算太難走的
[00:07:56.200 --> 00:07:57.200]  也可以走的
[00:07:57.200 --> 00:08:00.200]  不過以我這個不是經常做運動
[00:08:00.200 --> 00:08:02.200]  又不是經常行山的人
[00:08:02.200 --> 00:08:05.200]  是有一點點吃力的
[00:08:05.200 --> 00:08:10.200]  當今年三月左右有弟兄姊妹叫我去走的時候
[00:08:10.200 --> 00:08:12.200]  我就不是很想的
[00:08:12.200 --> 00:08:15.200]  但一想到其實去到那裡
[00:08:15.200 --> 00:08:17.200]  風景很美
[00:08:17.200 --> 00:08:19.200]  又捨不得不去
[00:08:19.200 --> 00:08:25.200]  你看到在山上高
[00:08:25.200 --> 00:08:27.200]  一看下去的時候
[00:08:27.200 --> 00:08:29.200]  很多小島的時候
[00:08:29.200 --> 00:08:33.200]  你就知道當中有美景
[00:08:33.200 --> 00:08:36.200]  可以打卡很多照片
[00:08:36.200 --> 00:08:39.200]  所以這個就讓我想到
[00:08:39.200 --> 00:08:42.200]  可以在那裡拍美照的時候
[00:08:42.200 --> 00:08:45.200]  這個就成為了我的動力
[00:08:45.200 --> 00:08:47.200]  成為了我的盼望
[00:08:47.200 --> 00:08:49.200]  好,又再去
[00:08:49.200 --> 00:08:51.200]  其實可以走的
[00:08:51.200 --> 00:08:54.200]  人生路程都是這樣
[00:08:54.200 --> 00:08:57.200]  有時候有些艱難的事情
[00:08:57.200 --> 00:08:59.200]  我們很想停下來
[00:08:59.200 --> 00:09:02.200]  或者不想再走
[00:09:02.200 --> 00:09:06.200]  但是其實當我們只要有目標
[00:09:06.200 --> 00:09:08.200]  有盼望的時候
[00:09:08.200 --> 00:09:11.200]  並且我們知道有那位耶和華
[00:09:11.200 --> 00:09:14.200]  創天造地的耶和華而來的時候
[00:09:14.200 --> 00:09:17.200]  我想我們可以衝破得到
[00:09:17.200 --> 00:09:22.200]  當我們去踏上路走的時候
[00:09:22.200 --> 00:09:25.200]  我們化學島又不是那麼難
[00:09:25.200 --> 00:09:28.200]  其實都可以走得到
[00:09:28.200 --> 00:09:30.200]  人生旅程裡面
[00:09:30.200 --> 00:09:35.200]  其實每一步都會有上帝的恩典
[00:09:37.200 --> 00:09:39.200]  接著我們就看看
[00:09:39.200 --> 00:09:42.200]  這位創天造地的耶和華
[00:09:42.200 --> 00:09:46.200]  又怎樣來保護我們呢?
[00:09:46.200 --> 00:09:53.200]  他說他不叫我們的腳搖動
[00:09:53.200 --> 00:09:57.200]  大家試過怕得腳都發抖了
[00:09:57.200 --> 00:10:00.200]  可能我們做領事彈琴
[00:10:00.200 --> 00:10:04.200]  第一次上台的時候
[00:10:04.200 --> 00:10:06.200]  怕冷的時候手又冷
[00:10:06.200 --> 00:10:10.200]  腳、手自然會動
[00:10:10.200 --> 00:10:12.200]  你控制不了自己不動
[00:10:12.200 --> 00:10:13.200]  是不可以的
[00:10:13.200 --> 00:10:17.200]  但是只要有上帝在的時候
[00:10:17.200 --> 00:10:20.200]  祂可以幫助我們
[00:10:20.200 --> 00:10:25.200]  不會叫我們跌倒
[00:10:25.200 --> 00:10:27.200]  在人生路上
[00:10:27.200 --> 00:10:29.200]  有時候在工作上
[00:10:29.200 --> 00:10:31.200]  在學業上
[00:10:31.200 --> 00:10:33.200]  在婚姻上
[00:10:33.200 --> 00:10:35.200]  有時候都令我們感到疲乏
[00:10:35.200 --> 00:10:37.200]  很灰心
[00:10:37.200 --> 00:10:41.200]  以致我們不想再走
[00:10:41.200 --> 00:10:43.200]  那些朝聖者
[00:10:43.200 --> 00:10:47.200]  不是走幾個小時
[00:10:47.200 --> 00:10:49.200]  可能要走幾天
[00:10:49.200 --> 00:10:52.200]  或者一個星期的時間
[00:10:52.200 --> 00:10:55.200]  才能去耶路撒冷
[00:10:55.200 --> 00:11:00.200]  但是他們需要很多的鼓勵
[00:11:00.200 --> 00:11:02.200]  在人生的路上
[00:11:02.200 --> 00:11:05.200]  有時候有艱難的時間
[00:11:05.200 --> 00:11:08.200]  但是我們靠著耶穌
[00:11:08.200 --> 00:11:10.200]  就算跌倒也好
[00:11:10.200 --> 00:11:11.200]  我經常形容
[00:11:11.200 --> 00:11:13.200]  我們靠著耶穌基督的時候
[00:11:13.200 --> 00:11:16.200]  我們是不倒翁
[00:11:16.200 --> 00:11:18.200]  跌倒了
[00:11:18.200 --> 00:11:21.200]  都可以爬起來
[00:11:21.200 --> 00:11:25.200]  上帝也會按著我們的軟弱
[00:11:25.200 --> 00:11:29.200]  去承受一些事情
[00:11:29.200 --> 00:11:32.200]  內地會的創辦人
[00:11:32.200 --> 00:11:34.200]  戴德生牧師
[00:11:34.200 --> 00:11:36.200]  他來了中國之後
[00:11:36.200 --> 00:11:38.200]  其實遇到很多困難
[00:11:38.200 --> 00:11:40.200]  有一次
[00:11:40.200 --> 00:11:43.200]  他的背部受傷
[00:11:43.200 --> 00:11:47.200]  傷到不能站起來
[00:11:47.200 --> 00:11:49.200]  做不到事情
[00:11:49.200 --> 00:11:51.200]  有些人就生氣
[00:11:51.200 --> 00:11:53.200]  真的做不到事情
[00:11:53.200 --> 00:11:57.200]  所以他只能躺在床上
[00:11:57.200 --> 00:12:02.200]  他就在自己的牆上
[00:12:02.200 --> 00:12:05.200]  貼了一張中國地圖
[00:12:05.200 --> 00:12:07.200]  他就在想
[00:12:07.200 --> 00:12:09.200]  現在唯有祈禱
[00:12:09.200 --> 00:12:13.200]  他就向上帝禱告
[00:12:13.200 --> 00:12:19.200]  求上帝派18位宣教童工
[00:12:19.200 --> 00:12:21.200]  來到中國
[00:12:21.200 --> 00:12:25.200]  和他們同心一致去侍奉
[00:12:25.200 --> 00:12:27.200]  他說這18位童工
[00:12:27.200 --> 00:12:29.200]  要肯捨身
[00:12:29.200 --> 00:12:33.200]  要肯為中國而死
[00:12:33.200 --> 00:12:36.200]  上帝很奇妙
[00:12:36.200 --> 00:12:38.200]  垂聽了他的禱告
[00:12:38.200 --> 00:12:42.200]  在他整個中國的侍奉裡面
[00:12:42.200 --> 00:12:45.200]  上帝竟然差派了
[00:12:45.200 --> 00:12:49.200]  不止18位的宣教童工
[00:12:49.200 --> 00:12:54.200]  差派了800多位的宣教士
[00:12:54.200 --> 00:12:56.200]  來到國內
[00:12:56.200 --> 00:12:59.200]  並且和他們同工
[00:12:59.200 --> 00:13:01.200]  當然在不同的地方
[00:13:01.200 --> 00:13:08.200]  並且帶領了18000人去信耶穌
[00:13:08.200 --> 00:13:11.200]  所以上帝可以在我們軟弱的時候
[00:13:11.200 --> 00:13:14.200]  去成就他的工作
[00:13:14.200 --> 00:13:17.200]  並且他會垂聽我們的禱告
[00:13:17.200 --> 00:13:21.200]  是超過我們所想所求的
[00:13:21.200 --> 00:13:25.200]  他不會叫我們的腳搖動
[00:13:25.200 --> 00:13:27.200]  另外他是一位怎樣的呢?
[00:13:27.200 --> 00:13:31.200]  他這位神是不打盹也不睡覺的
[00:13:31.200 --> 00:13:35.200]  我們的神不會打瞌睡
[00:13:35.200 --> 00:13:39.200]  我們中國人拜的偶像會睡覺的
[00:13:39.200 --> 00:13:41.200]  這個做軍爺爺
[00:13:41.200 --> 00:13:43.200]  我們小時候知道這個做軍爺爺
[00:13:43.200 --> 00:13:48.200]  原來在年底的年廿四的時候
[00:13:48.200 --> 00:13:50.200]  他就下班了
[00:13:50.200 --> 00:13:52.200]  想回去天上高
[00:13:52.200 --> 00:13:55.200]  和玉皇大帝述職
[00:13:55.200 --> 00:13:59.200]  另外放假回去
[00:13:59.200 --> 00:14:02.200]  和太太和自己的子女一起
[00:14:02.200 --> 00:14:06.200]  到了正月的年初四
[00:14:06.200 --> 00:14:10.200]  他才回到地下
[00:14:10.200 --> 00:14:12.200]  同樣的
[00:14:12.200 --> 00:14:15.200]  當時那些人他們拜巴力
[00:14:15.200 --> 00:14:18.200]  他們也是這樣想的
[00:14:18.200 --> 00:14:24.200]  他們覺得人在春天夏天秋天去耕種
[00:14:24.200 --> 00:14:27.200]  然後到冬天的時候就休息
[00:14:27.200 --> 00:14:31.200]  他們也覺得巴力也是應該這樣
[00:14:31.200 --> 00:14:35.200]  巴力他也應該在春天夏天秋天
[00:14:35.200 --> 00:14:38.200]  去保護我們幫助我們怎樣耕種
[00:14:38.200 --> 00:14:40.200]  所以到冬天的時候
[00:14:40.200 --> 00:14:45.200]  這些巴力的神明都是會睡覺的
[00:14:45.200 --> 00:14:47.200]  他們也說了
[00:14:47.200 --> 00:14:51.200]  這些巴力的神明很怕煩的
[00:14:51.200 --> 00:14:54.200]  所以人去求巴力的時候
[00:14:54.200 --> 00:14:56.200]  千萬不要太煩
[00:14:56.200 --> 00:14:57.200]  說一次就好了
[00:14:57.200 --> 00:14:59.200]  你再說兩次
[00:14:59.200 --> 00:15:00.200]  他會覺得很煩
[00:15:00.200 --> 00:15:01.200]  他就不聽
[00:15:01.200 --> 00:15:03.200]  他就會睡覺
[00:15:03.200 --> 00:15:05.200]  所以為什麼我們知道
[00:15:05.200 --> 00:15:09.200]  在巴勒斯坦帶他們拜偶像的時候
[00:15:09.200 --> 00:15:13.200]  他們會在拜祭的時候
[00:15:13.200 --> 00:15:15.200]  他們拜祭完之後
[00:15:15.200 --> 00:15:19.200]  就有很多不道德的交往
[00:15:19.200 --> 00:15:21.200]  他們就說
[00:15:21.200 --> 00:15:23.200]  因為他們睡了覺
[00:15:23.200 --> 00:15:28.200]  所以他們想盡各種方法去提醒他
[00:15:28.200 --> 00:15:33.200]  以致他再一次賜下陽光和雨水
[00:15:33.200 --> 00:15:36.200]  但是他就想了那些不道德的東西
[00:15:36.200 --> 00:15:39.200]  去想著這樣狂歡的儀式
[00:15:39.200 --> 00:15:42.200]  就可以叫醒神明了
[00:15:42.200 --> 00:15:45.200]  不過我們的耶和華上帝
[00:15:45.200 --> 00:15:49.200]  是那位不打頓不睡覺的上帝
[00:15:49.200 --> 00:15:52.200]  在彼得前書第五章也告訴我們
[00:15:52.200 --> 00:15:56.200]  上帝是顧念我們的主
[00:15:56.200 --> 00:15:58.200]  顧念這個主字
[00:15:58.200 --> 00:16:03.200]  就是說他將我們每一個人都放在心裡面
[00:16:03.200 --> 00:16:05.200]  放在心裡面的時候
[00:16:05.200 --> 00:16:08.200]  他是會一直留意著的
[00:16:08.200 --> 00:16:11.200]  就好像那些爸爸媽媽
[00:16:11.200 --> 00:16:13.200]  就去探望人
[00:16:13.200 --> 00:16:15.200]  跟人聊天
[00:16:15.200 --> 00:16:17.200]  那些子女就在玩耍
[00:16:17.200 --> 00:16:19.200]  他喜歡跟人聊天
[00:16:19.200 --> 00:16:22.200]  但是他的眼睛一直都在看著
[00:16:22.200 --> 00:16:24.200]  他的小朋友會不會跌倒
[00:16:24.200 --> 00:16:26.200]  會不會危險
[00:16:26.200 --> 00:16:30.200]  所以上帝是那位不打頓不睡覺
[00:16:30.200 --> 00:16:34.200]  時時顧念我們的主
[00:16:34.200 --> 00:16:36.200]  還有我們的神人怎樣呢?
[00:16:36.200 --> 00:16:40.200]  他在右邊去隱蔽著我們
[00:16:40.200 --> 00:16:43.200]  在右邊隱蔽著我們
[00:16:43.200 --> 00:16:46.200]  右邊是最有力的
[00:16:46.200 --> 00:16:47.200]  是最剛強的
[00:16:47.200 --> 00:16:49.200]  當然是大部分人
[00:16:49.200 --> 00:16:52.200]  有些人左腰就另計
[00:16:52.200 --> 00:16:54.200]  所以打仗的時候
[00:16:54.200 --> 00:16:57.200]  通常人們都是用右手
[00:16:57.200 --> 00:17:00.200]  拿著劍去做攻擊
[00:17:00.200 --> 00:17:04.200]  而左手就拿著盾牌
[00:17:04.200 --> 00:17:06.200]  去保護自己
[00:17:06.200 --> 00:17:10.200]  所以右手沒有去攻擊
[00:17:10.200 --> 00:17:12.200]  他剛強一點
[00:17:12.200 --> 00:17:13.200]  有力一點
[00:17:13.200 --> 00:17:17.200]  不過也是最危險的地方
[00:17:17.200 --> 00:17:21.200]  因為可能人在對面那把劍
[00:17:21.200 --> 00:17:23.200]  長一點或者利一點
[00:17:23.200 --> 00:17:28.200]  可能很快就把你的右手斬斷了
[00:17:28.200 --> 00:17:33.200]  但是耶和華在我們的右邊
[00:17:33.200 --> 00:17:35.200]  去隱蔽著我們
[00:17:35.200 --> 00:17:38.200]  耶和華在我們人生最強的地方
[00:17:38.200 --> 00:17:41.200]  去保護著我們
[00:17:41.200 --> 00:17:43.200]  為什麼這樣說呢?
[00:17:43.200 --> 00:17:46.200]  因為人生裡面
[00:17:46.200 --> 00:17:48.200]  很多時候我們的強項
[00:17:48.200 --> 00:17:52.200]  往往就是我們最危險的地方
[00:17:52.200 --> 00:17:55.200]  如果人不在耶穌基督裡面
[00:17:55.200 --> 00:17:57.200]  有那份謙卑
[00:17:57.200 --> 00:18:01.200]  我們的強項就會變成了弱項
[00:18:01.200 --> 00:18:07.200]  所以上帝要特別的去保護著我們
[00:18:07.200 --> 00:18:12.200]  拿破崙是一個很厲害的大將軍
[00:18:12.200 --> 00:18:14.200]  法國的大將軍
[00:18:14.200 --> 00:18:19.200]  他的目標就是要很快征服整個歐洲
[00:18:19.200 --> 00:18:23.200]  他以為靠著自己的兵力
[00:18:23.200 --> 00:18:27.200]  一定可以所向無敵
[00:18:27.200 --> 00:18:33.200]  當他率領著大軍去攻打俄國的時候
[00:18:33.200 --> 00:18:35.200]  俄國那幫人知道
[00:18:35.200 --> 00:18:38.200]  慘了,這個人很厲害
[00:18:38.200 --> 00:18:41.200]  他聲勢這麼浩大怎麼辦呢?
[00:18:41.200 --> 00:18:45.200]  當時他們就有人去呼籲
[00:18:45.200 --> 00:18:47.200]  我們全國一起來祈禱
[00:18:47.200 --> 00:18:49.200]  全國一起來祈禱
[00:18:49.200 --> 00:18:52.200]  求上帝來幫助
[00:18:52.200 --> 00:18:54.200]  當拿破崙知道
[00:18:54.200 --> 00:18:57.200]  全國都一起祈禱的時候
[00:18:57.200 --> 00:19:00.200]  他竟然口出狂言
[00:19:00.200 --> 00:19:05.200]  他說:戰爭的勝敗不在乎土告
[00:19:05.200 --> 00:19:08.200]  乃在乎兵力
[00:19:08.200 --> 00:19:12.200]  他竟然這麼有膽去改了聖經
[00:19:12.200 --> 00:19:14.200]  聖經裡面說
[00:19:14.200 --> 00:19:18.200]  戰爭的勝敗不在乎兵力
[00:19:18.200 --> 00:19:20.200]  乃在乎耶和華
[00:19:20.200 --> 00:19:22.200]  他竟然口出狂言
[00:19:22.200 --> 00:19:26.200]  戰爭的勝敗不在乎土告
[00:19:26.200 --> 00:19:30.200]  就在那天
[00:19:30.200 --> 00:19:34.200]  突然下了很大很大雪
[00:19:34.200 --> 00:19:36.200]  拿破崙他們的大軍
[00:19:36.200 --> 00:19:39.200]  當時也是很冷
[00:19:39.200 --> 00:19:41.200]  但沒想到會冷得這麼厲害
[00:19:41.200 --> 00:19:43.200]  所以他們帶的衣服不夠
[00:19:43.200 --> 00:19:45.200]  他們的食物都不夠
[00:19:45.200 --> 00:19:48.200]  結果在那場仗裡面
[00:19:48.200 --> 00:19:51.200]  他們死了四十萬人
[00:19:51.200 --> 00:19:55.200]  人有時以為我們自己有高的學識
[00:19:55.200 --> 00:19:57.200]  有很好的經驗
[00:19:57.200 --> 00:20:00.200]  或者有億萬的身家
[00:20:00.200 --> 00:20:05.200]  我們就以為自己一定行一定行
[00:20:05.200 --> 00:20:08.200]  但往往我們最強的地方
[00:20:08.200 --> 00:20:10.200]  我們就會跌倒
[00:20:10.200 --> 00:20:13.200]  所以要存一個謙卑的心
[00:20:13.200 --> 00:20:16.200]  來去依靠上帝
[00:20:16.200 --> 00:20:17.200]  否則呢
[00:20:17.200 --> 00:20:22.200]  否則我們就敗在我們最強的地方
[00:20:22.200 --> 00:20:27.200]  接著我們的上帝是怎樣呢
[00:20:27.200 --> 00:20:31.200]  他說白日的太陽不會傷到我們
[00:20:31.200 --> 00:20:36.200]  夜間的月亮也不會害到我們
[00:20:36.200 --> 00:20:38.200]  我們很清楚知道
[00:20:38.200 --> 00:20:41.200]  今天就是陽光普照
[00:20:41.200 --> 00:20:43.200]  哇,好曬啊
[00:20:43.200 --> 00:20:48.200]  原來夜晚我們去曬月亮的時候
[00:20:48.200 --> 00:20:50.200]  也會曬到
[00:20:50.200 --> 00:20:53.200]  因為他也是反射了陽光
[00:20:53.200 --> 00:20:58.200]  所以曬月亮的時候也要小心
[00:20:58.200 --> 00:21:02.200]  除了說到熱力
[00:21:02.200 --> 00:21:05.200]  或者紫外光去傷人之外
[00:21:05.200 --> 00:21:09.200]  其實他說到在古代近東
[00:21:09.200 --> 00:21:13.200]  他們覺得天上的星獸
[00:21:13.200 --> 00:21:16.200]  是代表了一種力量
[00:21:16.200 --> 00:21:22.200]  這個力量是控制著人的命運
[00:21:22.200 --> 00:21:24.200]  所以我們知道
[00:21:24.200 --> 00:21:27.200]  在西方就有星座
[00:21:27.200 --> 00:21:31.200]  你是甚麼白羊座、巨蟹座
[00:21:31.200 --> 00:21:32.200]  甚麼座呢
[00:21:32.200 --> 00:21:35.200]  就會控制著你這個星期
[00:21:35.200 --> 00:21:37.200]  你的命運是怎樣
[00:21:37.200 --> 00:21:39.200]  你的生活是怎樣
[00:21:39.200 --> 00:21:41.200]  其實中國人也是一樣
[00:21:41.200 --> 00:21:46.200]  中國人的風水、紫微斗數也是一樣
[00:21:46.200 --> 00:21:47.200]  控制著我們
[00:21:47.200 --> 00:21:49.200]  你要擇日何時結婚
[00:21:49.200 --> 00:21:51.200]  何時可以搬家
[00:21:51.200 --> 00:21:53.200]  甚至何時可以洗頭
[00:21:53.200 --> 00:21:55.200]  何時店舖可以開張
[00:21:55.200 --> 00:21:58.200]  我們小時候很慘的
[00:21:58.200 --> 00:22:03.200]  限制著年初一到年初七是不准洗頭的
[00:22:03.200 --> 00:22:06.200]  整個頭髮多髒
[00:22:06.200 --> 00:22:09.200]  我們通常敲媽媽出門
[00:22:09.200 --> 00:22:10.200]  轉過頭
[00:22:10.200 --> 00:22:14.200]  快快速速的去洗頭
[00:22:14.200 --> 00:22:15.200]  不單不准洗頭
[00:22:15.200 --> 00:22:17.200]  不准掃地、不准拖地
[00:22:17.200 --> 00:22:21.200]  但是人就是這樣
[00:22:21.200 --> 00:22:29.200]  被這些星獸控制著我們生活中的所有東西
[00:22:29.200 --> 00:22:32.200]  但是上帝的指引
[00:22:32.200 --> 00:22:33.200]  我們知道
