
[00:00:00.000 --> 00:00:06.000]  創世紀第十章第十至二十二節
[00:06:27.000 --> 00:06:29.000]  就是要逃亡
[00:06:29.000 --> 00:06:32.000]  因為他哥哥耳掃已經很清楚
[00:06:32.000 --> 00:06:33.000]  就跟其他人說
[00:06:33.000 --> 00:06:35.000]  在二十七章的四十一節
[00:06:35.000 --> 00:06:37.000]  說他怨恨雅各
[00:06:37.000 --> 00:06:40.000]  心裡說要殺了雅各
[00:06:40.000 --> 00:06:42.000]  就很奇怪
[00:06:42.000 --> 00:06:44.000]  為甚麼他心裡想著要殺雅各
[00:06:44.000 --> 00:06:46.000]  但這句說話又可以傳給其他人聽
[00:06:46.000 --> 00:06:47.000]  其他人再告訴他媽媽
[00:06:47.000 --> 00:06:49.000]  然後他媽媽就跟他說
[00:06:49.000 --> 00:06:51.000]  你要逃亡
[00:06:51.000 --> 00:06:53.000]  逃到哪裏呢
[00:06:53.000 --> 00:06:56.000]  逃到你的舅父拉班那裏
[00:06:56.000 --> 00:06:57.000]  他舅父在哪裏呢
[00:06:57.000 --> 00:06:59.000]  就在哈蘭
[00:06:59.000 --> 00:07:01.000]  所以就出現了
[00:07:01.000 --> 00:07:02.000]  開始的第十節
[00:07:02.000 --> 00:07:05.000]  他就要去哈蘭
[00:07:05.000 --> 00:07:08.000]  如果你有熟悉耳掃和雅各
[00:07:08.000 --> 00:07:11.000]  你就知道他們兩個是很不同的性格
[00:07:11.000 --> 00:07:12.000]  擅長
[00:07:12.000 --> 00:07:15.000]  耳掃大佬是一個獵人
[00:07:15.000 --> 00:07:16.000]  一個Hunter
[00:07:16.000 --> 00:07:19.000]  他最善於打獵
[00:07:19.000 --> 00:07:21.000]  殺野獸
[00:07:21.000 --> 00:07:23.000]  所以你可以想像
[00:07:23.000 --> 00:07:24.000]  一個這樣的大佬
[00:07:24.000 --> 00:07:26.000]  如果他真的怨恨你
[00:07:26.000 --> 00:07:27.000]  說要殺了你
[00:07:27.000 --> 00:07:29.000]  真的可以是你真的
[00:07:29.000 --> 00:07:33.000]  而雅各用今天的一句
[00:07:33.000 --> 00:07:35.000]  香港人術語
[00:07:35.000 --> 00:07:37.000]  就是他是一個宅男
[00:07:37.000 --> 00:07:38.000]  他經常都留在家裏
[00:07:38.000 --> 00:07:41.000]  其實為甚麼他媽媽這麼疼他呢
[00:07:41.000 --> 00:07:43.000]  我想通常因為他兒子喜歡留在家裏
[00:07:43.000 --> 00:07:45.000]  陪著他媽媽
[00:07:45.000 --> 00:07:47.000]  他又安靜
[00:07:47.000 --> 00:07:49.000]  聖經形容他為人安靜
[00:07:49.000 --> 00:07:52.000]  常住在帳棚裏
[00:07:52.000 --> 00:07:54.000]  但是這樣的一個男孩子
[00:07:54.000 --> 00:07:55.000]  年輕人
[00:07:55.000 --> 00:07:58.000]  現在竟然要逃難
[00:07:58.000 --> 00:08:01.000]  去到一個甚麼地方呢
[00:08:01.000 --> 00:08:02.000]  去到一個地方
[00:08:02.000 --> 00:08:03.000]  在十一節裏說
[00:08:03.000 --> 00:08:05.000]  只是說他到了那個地方
[00:08:05.000 --> 00:08:07.000]  就形容當時的日落
[00:08:07.000 --> 00:08:10.000]  然後他要在那裏過夜
[00:08:10.000 --> 00:08:11.000]  你會想
[00:08:11.000 --> 00:08:13.000]  為甚麼要撿一塊石頭
[00:08:13.000 --> 00:08:15.000]  石頭後面比較好睡
[00:08:15.000 --> 00:08:17.000]  不知道大家有沒有試過
[00:08:17.000 --> 00:08:18.000]  就算你去營地也好
[00:08:18.000 --> 00:08:21.000]  你怎樣都會帶些衣物
[00:08:21.000 --> 00:08:23.000]  有可能他當時真的要走得很慌
[00:08:23.000 --> 00:08:25.000]  沒有甚麼可以拿到
[00:08:25.000 --> 00:08:29.000]  連枕頭的地方都沒有
[00:08:29.000 --> 00:08:30.000]  沒有被鋪
[00:08:30.000 --> 00:08:35.000]  沒有家人被追殺
[00:08:35.000 --> 00:08:38.000]  其實一個人在人身安全受到威脅的時候
[00:08:38.000 --> 00:08:41.000]  是最不容易
[00:08:41.000 --> 00:08:43.000]  一個最低層
[00:08:43.000 --> 00:08:44.000]  沒有人幫助
[00:08:44.000 --> 00:08:45.000]  孤單
[00:08:45.000 --> 00:08:46.000]  不是去旅行
[00:08:46.000 --> 00:08:47.000]  沒有伴
[00:08:47.000 --> 00:08:50.000]  還要遇到太陽下山
[00:08:50.000 --> 00:08:51.000]  即是天黑
[00:08:51.000 --> 00:08:54.000]  通常天黑就會想起荒山野嶺
[00:08:54.000 --> 00:08:55.000]  野獸就會出沒
[00:08:55.000 --> 00:08:56.000]  那怎樣呢
[00:08:56.000 --> 00:08:57.000]  沒有客店
[00:08:57.000 --> 00:08:58.000]  沒有帳篷
[00:08:58.000 --> 00:09:00.000]  要露天如訓
[00:09:00.000 --> 00:09:01.000]  又沒有衣物
[00:09:01.000 --> 00:09:04.000]  想多一件衣服穿著都不行
[00:09:04.000 --> 00:09:06.000]  但是又累
[00:09:06.000 --> 00:09:09.000]  最後竟然睡著了
[00:09:09.000 --> 00:09:13.000]  就在這個用石頭當枕頭的地方
[00:09:13.000 --> 00:09:15.000]  他睡著了
[00:09:15.000 --> 00:09:19.000]  睡著了之後
[00:09:19.000 --> 00:09:20.000]  他發夢
[00:09:20.000 --> 00:09:21.000]  在夢裏面
[00:09:21.000 --> 00:09:23.000]  他見到有一個梯子
[00:09:23.000 --> 00:09:25.000]  立在地上
[00:09:25.000 --> 00:09:28.000]  梯子的頂端直伸到天
[00:09:28.000 --> 00:09:32.000]  即是由地去到天的一個梯子
[00:09:32.000 --> 00:09:34.000]  然後他見到一個神的使者
[00:09:34.000 --> 00:09:39.000]  在梯子上上去下來
[00:09:39.000 --> 00:09:43.000]  然後再發生什麼事呢
[00:09:43.000 --> 00:09:45.000]  先看這個梯子
[00:09:45.000 --> 00:09:51.000]  曾經有某位畫家將梯子畫出來
[00:09:51.000 --> 00:09:52.000]  或者你會想一下
[00:09:52.000 --> 00:09:55.000]  梯子由地連接到天
[00:09:55.000 --> 00:09:58.000]  其實有什麼
[00:09:58.000 --> 00:09:59.000]  想說的
[00:09:59.000 --> 00:10:01.000]  有什麼
[00:10:01.000 --> 00:10:07.000]  想表達什麼呢
[00:10:07.000 --> 00:10:08.000]  耶穌說
[00:10:08.000 --> 00:10:09.000]  我就是道路
[00:10:09.000 --> 00:10:10.000]  真理
[00:10:10.000 --> 00:10:11.000]  生命
[00:10:11.000 --> 00:10:12.000]  若不直著我
[00:10:12.000 --> 00:10:17.000]  沒有人能到乎那裡去
[00:10:17.000 --> 00:10:20.000]  你發現梯子連接地和天
[00:10:20.000 --> 00:10:23.000]  其實就是將天地連接起來
[00:10:23.000 --> 00:10:24.000]  你也見到
[00:10:24.000 --> 00:10:27.000]  使者在梯子上上去下來
[00:10:27.000 --> 00:10:29.000]  其實也見到
[00:10:29.000 --> 00:10:30.000]  耶和華
[00:10:30.000 --> 00:10:32.000]  也站在上面
[00:10:32.000 --> 00:10:33.000]  你會發現
[00:10:33.000 --> 00:10:36.000]  原來神就是直著這個梯子
[00:10:36.000 --> 00:10:37.000]  要讓你知道
[00:10:37.000 --> 00:10:39.000]  祂是和祂連成
[00:10:39.000 --> 00:10:41.000]  連在一起
[00:10:41.000 --> 00:10:43.000]  正如主耶穌
[00:10:43.000 --> 00:10:45.000]  祂自己是道路
[00:10:45.000 --> 00:10:46.000]  其實我們就是直著主耶穌
[00:10:46.000 --> 00:10:48.000]  這個中界
[00:10:48.000 --> 00:10:50.000]  我們可以和上帝連成
[00:10:50.000 --> 00:10:53.000]  一起
[00:10:53.000 --> 00:10:55.000]  今早有一件好笑的事
[00:10:55.000 --> 00:10:56.000]  焗麵包
[00:10:56.000 --> 00:10:57.000]  打算做早餐
[00:10:57.000 --> 00:10:59.000]  開了焗爐
[00:10:59.000 --> 00:11:01.000]  為什麼開了幾次也不開呢
[00:11:01.000 --> 00:11:03.000]  通常你見到焗爐不開
[00:11:03.000 --> 00:11:06.000]  你會想什麼呢
[00:11:06.000 --> 00:11:10.000]  通常女士第一件事
[00:11:10.000 --> 00:11:12.000]  會想壞了
[00:11:12.000 --> 00:11:13.000]  焗不到麵包
[00:11:13.000 --> 00:11:15.000]  麵包凍冰冰不好吃
[00:11:15.000 --> 00:11:18.000]  跟妹妹說焗爐壞了
[00:11:18.000 --> 00:11:21.000]  最後妹妹發現了一件事
[00:11:21.000 --> 00:11:23.000]  原來是有插座
[00:11:23.000 --> 00:11:26.000]  不過插座沒有啟動的按鈕
[00:11:26.000 --> 00:11:28.000]  她問誰關的
[00:11:28.000 --> 00:11:30.000]  在家裡幾十年來
[00:11:30.000 --> 00:11:32.000]  那個按鈕一直在開
[00:11:32.000 --> 00:11:34.000]  最後她媽媽說
[00:11:34.000 --> 00:11:36.000]  我關的
[00:11:36.000 --> 00:11:38.000]  她媽媽為什麼會關這個按鈕
[00:11:38.000 --> 00:11:40.000]  這麼多十年沒有這件事發生
[00:11:40.000 --> 00:11:42.000]  所以完全沒有想過
[00:11:42.000 --> 00:11:45.000]  當我一想起這個梯子
[00:11:45.000 --> 00:11:47.000]  突然想起
[00:11:47.000 --> 00:11:50.000]  其實連接這個焗爐
[00:11:50.000 --> 00:11:52.000]  和這個長度的電掣
[00:11:52.000 --> 00:11:55.000]  中間有條電線
[00:11:55.000 --> 00:11:57.000]  原來梯子有了
[00:11:57.000 --> 00:11:59.000]  耶穌這個道路有了
[00:11:59.000 --> 00:12:01.000]  電線也有了
[00:12:01.000 --> 00:12:03.000]  但為什麼不開呢
[00:12:03.000 --> 00:12:05.000]  竟然沒有啟動按鈕
[00:12:05.000 --> 00:12:08.000]  原來我們和上帝的關係
[00:12:08.000 --> 00:12:10.000]  不知是怎樣的
[00:12:10.000 --> 00:12:12.000]  我們已經信了主
[00:12:12.000 --> 00:12:13.000]  我們已經有一個媒介
[00:12:13.000 --> 00:12:14.000]  透過耶穌
[00:12:14.000 --> 00:12:16.000]  和神可以連成一體
[00:12:16.000 --> 00:12:20.000]  但發現原來久而久之
[00:12:20.000 --> 00:12:23.000]  原來和上帝距離遠了
[00:12:23.000 --> 00:12:25.000]  也不發覺
[00:12:25.000 --> 00:12:26.000]  直至有一天
[00:12:26.000 --> 00:12:30.000]  發覺為什麼和神沒有連接
[00:12:30.000 --> 00:12:33.000]  到底是誰關了按鈕
[00:12:33.000 --> 00:12:35.000]  或者是什麼事發生了
[00:12:35.000 --> 00:12:38.000]  原來我們和神的距離是有的
[00:12:38.000 --> 00:12:40.000]  但好像很遠
[00:12:40.000 --> 00:12:42.000]  或者好像不能夠
[00:12:42.000 --> 00:12:44.000]  從上帝得到平安
[00:12:44.000 --> 00:12:45.000]  得到力量
[00:12:45.000 --> 00:12:47.000]  我仍然在生活裡
[00:12:47.000 --> 00:12:50.000]  都很無助無力
[00:12:50.000 --> 00:12:51.000]  就好像亞國那樣
[00:12:51.000 --> 00:12:54.000]  當時天黑
[00:12:54.000 --> 00:12:57.000]  其實天黑已經是環境上的昏暗
[00:12:57.000 --> 00:13:00.000]  但我想最沉重的就是他內心裡
[00:13:00.000 --> 00:13:04.000]  他最倚靠的爸爸媽媽不在身邊
[00:13:04.000 --> 00:13:06.000]  他沒有家人在身邊
[00:13:06.000 --> 00:13:07.000]  他沒有一技之長
[00:13:07.000 --> 00:13:08.000]  有耶穌出現
[00:13:08.000 --> 00:13:09.000]  他不會像二嫂那樣
[00:13:09.000 --> 00:13:11.000]  馬上打走他
[00:13:11.000 --> 00:13:13.000]  但在這樣的狀態下
[00:13:13.000 --> 00:13:14.000]  缺乏安全感
[00:13:14.000 --> 00:13:17.000]  但他還要被人追殺
[00:13:17.000 --> 00:13:18.000]  不要忘記
[00:13:18.000 --> 00:13:21.000]  這個狀況
[00:13:21.000 --> 00:13:24.000]  你有沒有曾經經歷過呢
[00:13:24.000 --> 00:13:26.000]  或者現在你正在經歷呢
[00:13:26.000 --> 00:13:29.000]  我們求上帝提醒我們
[00:13:29.000 --> 00:13:30.000]  原來很簡單
[00:13:30.000 --> 00:13:32.000]  你按了按鈕就能通電
[00:13:32.000 --> 00:13:35.000]  其實回到上帝面前
[00:13:35.000 --> 00:13:39.000]  你願意親近上帝
[00:13:39.000 --> 00:13:42.000]  上帝就願意親近你
[00:13:42.000 --> 00:13:47.000]  再看下去
[00:13:47.000 --> 00:13:50.000]  13節提到
[00:13:50.000 --> 00:13:54.000]  漢娜耶和華站在妻子上
[00:13:54.000 --> 00:13:56.000]  然後上帝開始說話
[00:13:56.000 --> 00:13:57.000]  我是耶和華
[00:13:57.000 --> 00:14:00.000]  你祖父阿伯拉廠的神
[00:14:00.000 --> 00:14:02.000]  以撒的神
[00:14:02.000 --> 00:14:04.000]  你現在躺我之地
[00:14:04.000 --> 00:14:07.000]  我要將祂賜給你
[00:14:07.000 --> 00:14:10.000]  和你的後裔
[00:14:10.000 --> 00:14:14.000]  你有沒有留意耶和華怎樣一出場
[00:14:14.000 --> 00:14:17.000]  祂先來自我介紹
[00:14:17.000 --> 00:14:20.000]  祂先介紹自己是誰
[00:14:20.000 --> 00:14:23.000]  是祢的祖父阿伯拉廠的神
[00:14:23.000 --> 00:14:26.000]  是祢的父親以撒的神
[00:14:26.000 --> 00:14:28.000]  但祂沒有提到
[00:14:28.000 --> 00:14:32.000]  亞哥我是祢的神
[00:14:32.000 --> 00:14:35.000]  有很多的
[00:14:35.000 --> 00:14:37.000]  現在我們說的信二代
[00:14:37.000 --> 00:14:39.000]  或者信三代
[00:14:39.000 --> 00:14:43.000]  父母或者祖父母那一代是基督徒
[00:14:43.000 --> 00:14:46.000]  這個和上帝的關係
[00:14:46.000 --> 00:14:48.000]  是不是自然的自動轉像
[00:14:48.000 --> 00:14:52.000]  就會轉到做兒子
[00:14:52.000 --> 00:14:55.000]  或者做孫子的人身上
[00:14:55.000 --> 00:14:57.000]  很明顯我們知道
[00:14:57.000 --> 00:15:00.000]  原來我們每一個人
[00:15:00.000 --> 00:15:03.000]  都要親自和上帝連起來
[00:15:03.000 --> 00:15:07.000]  和要親自有一個親密的關係
[00:15:07.000 --> 00:15:09.000]  一個很個人的關係
[00:15:09.000 --> 00:15:11.000]  除非有這樣的關係
[00:15:11.000 --> 00:15:13.000]  和親密的經歷
[00:15:13.000 --> 00:15:14.000]  你才會發現
[00:15:14.000 --> 00:15:17.000]  神是你的神
[00:15:17.000 --> 00:15:19.000]  不是其他人的神
[00:15:19.000 --> 00:15:22.000]  是真的你的上帝
[00:15:22.000 --> 00:15:24.000]  當時亞哥的背景
[00:15:24.000 --> 00:15:28.000]  不要以為只有耶和華神
[00:15:28.000 --> 00:15:30.000]  其實有很多外邦神
[00:15:30.000 --> 00:15:31.000]  他們自稱是神
[00:15:31.000 --> 00:15:33.000]  當然我們知道那些不是神
[00:15:33.000 --> 00:15:36.000]  但是在那麼多外邦的神裏
[00:15:36.000 --> 00:15:40.000]  要認定只是耶和華獨一的神
[00:15:40.000 --> 00:15:42.000]  只有一件事
[00:15:42.000 --> 00:15:46.000]  除非你可以排除其他的外邦神
[00:15:46.000 --> 00:15:49.000]  這裏我們讀的經文是28章
[00:15:49.000 --> 00:15:52.000]  其實去到35章之後
[00:15:52.000 --> 00:15:54.000]  是說隔了十多年之後
[00:15:54.000 --> 00:15:57.000]  你會發現當時亞哥真的有機會
[00:15:57.000 --> 00:15:59.000]  回來這個地方
[00:15:59.000 --> 00:16:00.000]  但他回來之前
[00:16:00.000 --> 00:16:01.000]  先要做一件事
[00:16:01.000 --> 00:16:06.000]  就是要叫他的兒子、孫子、媳婦
[00:16:06.000 --> 00:16:07.000]  所有人
[00:16:07.000 --> 00:16:09.000]  家人、婢婆
[00:16:09.000 --> 00:16:10.000]  先做一件事
[00:16:10.000 --> 00:16:15.000]  就是要除掉他們中間的外邦神
[00:16:15.000 --> 00:16:17.000]  你會問
[00:16:17.000 --> 00:16:20.000]  亞哥不是敬畏上帝嗎?
[00:16:20.000 --> 00:16:21.000]  原來他的兒子、孫子
[00:16:21.000 --> 00:16:25.000]  都有外邦神在他們的參集裏面
[00:16:25.000 --> 00:16:26.000]  但到最後
[00:16:26.000 --> 00:16:28.000]  當然他們回來之前
[00:16:28.000 --> 00:16:30.000]  他的兒子、孫子真是聽話
[00:16:30.000 --> 00:16:34.000]  除掉他們帶著的耳環、金器
[00:16:34.000 --> 00:16:36.000]  還有一些外邦神
[00:16:36.000 --> 00:16:40.000]  全部扔掉
[00:16:40.000 --> 00:16:43.000]  我現在在服務的中學裏面
[00:16:43.000 --> 00:16:45.000]  有三大類人物
[00:16:45.000 --> 00:16:47.000]  即是我說學生
[00:16:47.000 --> 00:16:49.000]  我撇除不計校長、校老師
[00:16:49.000 --> 00:16:51.000]  學生裏面第一類
[00:16:51.000 --> 00:16:52.000]  佔了全校的一半人
[00:16:52.000 --> 00:16:54.000]  就是一些本地生
[00:16:54.000 --> 00:16:58.000]  本地生以前很多是在香港出生的
[00:16:58.000 --> 00:16:59.000]  但現在有很多
[00:16:59.000 --> 00:17:00.000]  他可能也是在香港出生
[00:17:00.000 --> 00:17:02.000]  但他在國內長大
[00:17:02.000 --> 00:17:03.000]  所以來到學校
[00:17:03.000 --> 00:17:06.000]  發現他們一談就用普通話
[00:17:06.000 --> 00:17:08.000]  然後第二類的學生
[00:17:08.000 --> 00:17:11.000]  也佔了學校四分一的人口
[00:17:11.000 --> 00:17:13.000]  就是巴基斯坦
[00:17:13.000 --> 00:17:15.000]  他們是穆斯林
[00:17:15.000 --> 00:17:16.000]  第三類
[00:17:16.000 --> 00:17:19.000]  也佔了四分一的人口
[00:17:19.000 --> 00:17:20.000]  在這個學校裏面
[00:17:20.000 --> 00:17:22.000]  就是尼泊爾的學生
[00:17:22.000 --> 00:17:23.000]  他們信奉甚麼呢?
[00:17:23.000 --> 00:17:25.000]  他們信奉多神
[00:17:25.000 --> 00:17:27.000]  所以巴基斯坦和尼泊爾學生
[00:17:27.000 --> 00:17:30.000]  他們不是那麼容易玩得來
[00:17:30.000 --> 00:17:31.000]  雖然對我們來說
[00:17:31.000 --> 00:17:33.000]  他們的膚色都是啡色
[00:17:33.000 --> 00:17:35.000]  眼睛大大都是很接近
[00:17:35.000 --> 00:17:38.000]  但其實對他們來說是很不同
[00:17:38.000 --> 00:17:42.000]  因為他們穆斯林只信奉一神
[00:17:42.000 --> 00:17:45.000]  但尼泊爾是信奉多神
[00:17:45.000 --> 00:17:48.000]  信奉幾千萬個神
[00:17:48.000 --> 00:17:52.000]  如果你說要在這班尼泊爾學生裏面
[00:17:52.000 --> 00:17:56.000]  他怎樣可以除掉所有的外邦神呢?
[00:17:56.000 --> 00:18:00.000]  談何容易?
[00:18:01.000 --> 00:18:04.000]  但不是不可能
[00:18:04.000 --> 00:18:08.000]  他們有很多是印度教或佛教的背景
[00:18:08.000 --> 00:18:10.000]  他們相信輪迴
[00:18:10.000 --> 00:18:13.000]  亦相信人死後
[00:18:13.000 --> 00:18:15.000]  可以靠著他生前的善行
[00:18:15.000 --> 00:18:17.000]  令他升級
[00:18:17.000 --> 00:18:19.000]  因為他們相信有種姓的制度
[00:18:19.000 --> 00:18:21.000]  種姓的制度就好像注定了你一生
[00:18:21.000 --> 00:18:23.000]  你出生的姓氏
[00:18:23.000 --> 00:18:24.000]  你是Gurung
[00:18:24.000 --> 00:18:25.000]  你是Nimbu
[00:18:25.000 --> 00:18:26.000]  你是Rai
[00:18:26.000 --> 00:18:27.000]  你是Taba
[00:18:27.000 --> 00:18:28.000]  你是Daman
[00:18:28.000 --> 00:18:30.000]  這些是姓氏
[00:18:30.000 --> 00:18:32.000]  這些姓氏就好像已經告訴人
[00:18:32.000 --> 00:18:34.000]  你是姓陳 你是姓李 你是姓張
