
[00:00:00.000 --> 00:00:03.000]  周牧師是我們當中全港神的華語
[00:03:20.000 --> 00:03:24.000]  藉著這段聖經,舍圖保羅的勸勉教導
[00:03:24.000 --> 00:03:27.000]  讓我們明白,祢真是我們的主
[00:03:27.000 --> 00:03:33.000]  我們需要向祢降服,我們需要在祢的裏面生根建造
[00:03:33.000 --> 00:03:38.000]  我們一起在祢面前等候禱告奉耶穌基督的名
[00:03:38.000 --> 00:03:39.000]  阿門
[00:03:39.000 --> 00:03:44.000]  哥倫多前書十二章,其實是三章聖經的開始
[00:03:44.000 --> 00:03:47.000]  而且是一個很重要的段落的開始
[00:03:47.000 --> 00:03:51.000]  因為十二、十三、十四章主要是講到恩賜方面
[00:03:51.000 --> 00:03:55.000]  特別是哥倫多教會他們寫信給保羅
[00:03:55.000 --> 00:03:58.000]  教會裏面發生了一些問題
[00:03:58.000 --> 00:04:02.000]  就是格萊士寫信給保羅
[00:04:02.000 --> 00:04:06.000]  告訴保羅,哥倫多教會出了一些問題
[00:04:06.000 --> 00:04:08.000]  要怎樣去處理
[00:04:08.000 --> 00:04:11.000]  保羅就在回信的過程中
[00:04:11.000 --> 00:04:15.000]  就著很多的問題來幫他們梳理
[00:04:15.000 --> 00:04:21.000]  由第七章開始,就講到男女、婚姻、獨身這些問題
[00:04:21.000 --> 00:04:23.000]  去到第十二章
[00:04:23.000 --> 00:04:26.000]  保羅就處理關於在教會裏面
[00:04:26.000 --> 00:04:29.000]  恩賜的運用應該是怎樣呢?
[00:04:29.000 --> 00:04:34.000]  才給了一個很大很重要的原則
[00:04:34.000 --> 00:04:36.000]  一至三節就很清楚很簡單
[00:04:36.000 --> 00:04:41.000]  有聖靈的人會有甚麼表現
[00:04:41.000 --> 00:04:45.000]  沒有聖靈的人,他怎樣去扮都扮不到的
[00:04:45.000 --> 00:04:49.000]  其中一個表現,或者生命的態度
[00:04:49.000 --> 00:04:51.000]  很簡單就是沒有聖靈的人
[00:04:51.000 --> 00:04:55.000]  永遠不能稱呼耶穌是他的救贖主
[00:04:55.000 --> 00:04:57.000]  是他的生命主宰
[00:04:57.000 --> 00:05:00.000]  但是有聖靈的人就很不同了
[00:05:00.000 --> 00:05:02.000]  留意經文這樣讀一讀
[00:05:02.000 --> 00:05:04.000]  第一節
[00:05:04.000 --> 00:05:07.000]  弟兄們,關於屬靈的恩賜
[00:05:07.000 --> 00:05:09.000]  我不願意你們不明白
[00:05:09.000 --> 00:05:13.000]  你們知道你們曾經在未信耶穌之前
[00:05:13.000 --> 00:05:15.000]  作外幫人的時候
[00:05:15.000 --> 00:05:18.000]  其實哥倫多教會大部分都是外幫人
[00:05:18.000 --> 00:05:20.000]  當然也有猶太人
[00:05:20.000 --> 00:05:23.000]  隨時被引誘
[00:05:23.000 --> 00:05:25.000]  受了迷惑
[00:05:25.000 --> 00:05:27.000]  去拜那些不會出聲的偶像
[00:05:27.000 --> 00:05:30.000]  所以我要你們知道
[00:05:30.000 --> 00:05:32.000]  被神的靈感動的人
[00:05:32.000 --> 00:05:33.000]  即是基督徒
[00:05:33.000 --> 00:05:36.000]  即是哥倫多教會現在信主的弟兄姊妹
[00:05:36.000 --> 00:05:40.000]  沒有人會說耶穌是該受咒詛咒
[00:05:40.000 --> 00:05:42.000]  如果不是被聖靈感動
[00:05:42.000 --> 00:05:46.000]  即是將兩件事用不同的角度
[00:05:46.000 --> 00:05:47.000]  前後這樣說
[00:05:47.000 --> 00:05:50.000]  就更加加強那個語氣
[00:05:50.000 --> 00:05:51.000]  那個肯定性
[00:05:51.000 --> 00:05:53.000]  就是如果不是被聖靈感動
[00:05:53.000 --> 00:05:57.000]  就沒有人能夠說耶穌是主
[00:05:57.000 --> 00:05:58.000]  這一件事情
[00:05:58.000 --> 00:05:59.000]  很簡單的
[00:05:59.000 --> 00:06:01.000]  有聖靈和沒有聖靈
[00:06:01.000 --> 00:06:03.000]  那個很清晰的
[00:06:03.000 --> 00:06:05.000]  一個鴻溝的分別
[00:06:05.000 --> 00:06:06.000]  你是屬於耶穌
[00:06:06.000 --> 00:06:08.000]  還是不屬於耶穌
[00:06:08.000 --> 00:06:10.000]  我用一個簡單的例子
[00:06:10.000 --> 00:06:12.000]  很多年前
[00:06:12.000 --> 00:06:14.000]  鍾馬田這一位醫生
[00:06:14.000 --> 00:06:17.000]  其實是英國的一個很出名
[00:06:17.000 --> 00:06:18.000]  英語世界裡面
[00:06:18.000 --> 00:06:20.000]  一個很出名的傳道人
[00:06:20.000 --> 00:06:23.000]  Dr. Martin Luther King, Royal Jones
[00:06:23.000 --> 00:06:25.000]  在英國的西門子教堂
[00:06:25.000 --> 00:06:28.000]  很多年的主任牧師
[00:06:28.000 --> 00:06:30.000]  他最被人出名的就是
[00:06:30.000 --> 00:06:32.000]  他用了十二年的時間
[00:06:32.000 --> 00:06:35.000]  每個禮拜日的晚上
[00:06:35.000 --> 00:06:37.000]  講羅馬書
[00:06:37.000 --> 00:06:38.000]  十二年
[00:06:38.000 --> 00:06:39.000]  坐無虛設
[00:06:39.000 --> 00:06:40.000]  每個禮拜
[00:06:40.000 --> 00:06:43.000]  verse by verse 這樣講羅馬書
[00:06:43.000 --> 00:06:45.000]  他說有一次他在牧會期間
[00:06:45.000 --> 00:06:47.000]  就發現一個靈媒
[00:06:47.000 --> 00:06:49.000]  是女性
[00:06:49.000 --> 00:06:51.000]  真是膠鬼
[00:06:51.000 --> 00:06:54.000]  在他教會聚會
[00:06:54.000 --> 00:06:56.000]  他就很好奇
[00:06:56.000 --> 00:06:57.000]  出名的靈媒
[00:06:57.000 --> 00:06:59.000]  為什麼會來我們教會聚會呢?
[00:06:59.000 --> 00:07:01.000]  過了一段時間
[00:07:01.000 --> 00:07:02.000]  這個女士
[00:07:02.000 --> 00:07:04.000]  信主信得很好
[00:07:04.000 --> 00:07:08.000]  鍾馬田牧師就問他
[00:07:08.000 --> 00:07:10.000]  為什麼你是一個靈媒
[00:07:10.000 --> 00:07:11.000]  你會來聚會呢?
[00:07:11.000 --> 00:07:13.000]  你有什麼感覺?
[00:07:13.000 --> 00:07:15.000]  這個女士就講出
[00:07:15.000 --> 00:07:18.000]  這一段經文的深度
[00:07:18.000 --> 00:07:20.000]  她說我是靈媒
[00:07:20.000 --> 00:07:22.000]  我是和那些靈界接觸的
[00:07:22.000 --> 00:07:24.000]  我有感覺的
[00:07:24.000 --> 00:07:25.000]  我每去一個地方
[00:07:25.000 --> 00:07:27.000]  我感覺到那裡有靈界
[00:07:27.000 --> 00:07:29.000]  她說我來這個地方聚會
[00:07:29.000 --> 00:07:31.000]  聽你們講道
[00:07:31.000 --> 00:07:33.000]  和來去敬拜
[00:07:33.000 --> 00:07:35.000]  我一坐下就已經感覺到
[00:07:35.000 --> 00:07:37.000]  有靈的出現
[00:07:37.000 --> 00:07:39.000]  很特別的
[00:07:39.000 --> 00:07:41.000]  應該令你毛骨悚然
[00:07:41.000 --> 00:07:43.000]  但是這位女士
[00:07:43.000 --> 00:07:46.000]  她講出更重要的深度
[00:07:46.000 --> 00:07:48.000]  她說這個地方的靈
[00:07:48.000 --> 00:07:50.000]  是乾淨的靈
[00:07:50.000 --> 00:07:52.000]  很特別的
[00:07:52.000 --> 00:07:54.000]  我們根本看不到
[00:07:54.000 --> 00:07:58.000]  這個角度的立體感
[00:07:58.000 --> 00:07:59.000]  在在有無呢?
[00:07:59.000 --> 00:08:01.000]  我就看不到
[00:08:01.000 --> 00:08:03.000]  你們會感覺到一種乾淨
[00:08:03.000 --> 00:08:04.000]  或者什麼呢?
[00:08:04.000 --> 00:08:06.000]  或者污穢呢?
[00:08:06.000 --> 00:08:10.000]  這個女士和鍾牧師這樣講
[00:08:10.000 --> 00:08:11.000]  是一個很多年
[00:08:11.000 --> 00:08:13.000]  大家都認識的靈媒
[00:08:13.000 --> 00:08:14.000]  信了耶穌
[00:08:14.000 --> 00:08:15.000]  後來信得很好
[00:08:15.000 --> 00:08:17.000]  在教會裡面有很好的服事
[00:08:17.000 --> 00:08:18.000]  她講出這件事
[00:08:18.000 --> 00:08:20.000]  給鍾牧師感覺到
[00:08:20.000 --> 00:08:21.000]  沒錯了
[00:08:21.000 --> 00:08:23.000]  聖經就是這樣講
[00:08:23.000 --> 00:08:26.000]  就是這樣講一個屬神的團體
[00:08:26.000 --> 00:08:28.000]  就是有一種恩典
[00:08:28.000 --> 00:08:32.000]  愛、平安、福樂
[00:08:32.000 --> 00:08:34.000]  和會令到你這個人
[00:08:34.000 --> 00:08:37.000]  更加崇尚真理
[00:08:37.000 --> 00:08:40.000]  原來這裡背後就有靈界的運作
[00:08:40.000 --> 00:08:42.000]  所以,頂姐妹
[00:08:42.000 --> 00:08:45.000]  我們今天解釋這段聖經的時候
[00:08:45.000 --> 00:08:46.000]  其實牧師最想講的
[00:08:46.000 --> 00:08:48.000]  耶穌是主
[00:08:48.000 --> 00:08:50.000]  帶給我們什麼啟示呢?
[00:08:50.000 --> 00:08:54.000]  帶給我們有什麼行動具體的去服事呢?
[00:08:54.000 --> 00:08:57.000]  好心給我的觸動
[00:08:57.000 --> 00:09:00.000]  相信和我一起去聖地的頂姐妹都知道
[00:09:00.000 --> 00:09:03.000]  和我們一輛車的那個導遊
[00:09:03.000 --> 00:09:05.000]  他的名字就叫做Israel
[00:09:05.000 --> 00:09:06.000]  以色列
[00:09:06.000 --> 00:09:10.000]  他是在納圖縣大屠殺的後人
[00:09:10.000 --> 00:09:13.000]  有些家人都是在屠殺裡面死了
[00:09:13.000 --> 00:09:16.000]  他當然移民了來以色列
[00:09:16.000 --> 00:09:20.000]  他是一個有牌的考古學家
[00:09:20.000 --> 00:09:23.000]  他帶我們去每一個景點
[00:09:23.000 --> 00:09:27.000]  如數加增地講每一個景點的歷史
[00:09:27.000 --> 00:09:29.000]  那些出土、那些考古
[00:09:29.000 --> 00:09:32.000]  他說這些證據是證據確鑿的
[00:09:32.000 --> 00:09:35.000]  耶穌是真有其人
[00:09:35.000 --> 00:09:39.000]  真的發生過他釘十字架
[00:09:39.000 --> 00:09:41.000]  但是唯一一件事
[00:09:41.000 --> 00:09:43.000]  他是以色列人
[00:09:43.000 --> 00:09:47.000]  他們不能夠接受耶穌是他們的主
[00:09:47.000 --> 00:09:48.000]  我覺得很奇怪
[00:09:48.000 --> 00:09:50.000]  為什麼會這樣呢?
[00:09:50.000 --> 00:09:54.000]  一個很坦誠、很謙虛的一位學者
[00:09:54.000 --> 00:09:55.000]  考古學家
[00:09:55.000 --> 00:09:59.000]  怎麼可能你會有這麼多證據
[00:09:59.000 --> 00:10:00.000]  你沒辦法推翻的
[00:10:00.000 --> 00:10:04.000]  而你不能夠認信耶穌是你們的主
[00:10:04.000 --> 00:10:06.000]  耶穌本來應該是你們的主
[00:10:06.000 --> 00:10:08.000]  不是我們外邦人的主
[00:10:08.000 --> 00:10:11.000]  為什麼你們不肯認信呢?
[00:10:11.000 --> 00:10:13.000]  我覺得百思不得其解
[00:10:13.000 --> 00:10:14.000]  放在我的腦海裏面
[00:10:14.000 --> 00:10:16.000]  再看聖經的時候
[00:10:16.000 --> 00:10:20.000]  原來保羅已經一早講了
[00:10:20.000 --> 00:10:24.000]  雖然保羅在這裏不是特別針對猶太人
[00:10:24.000 --> 00:10:27.000]  但是那個原則是完全一樣的
[00:10:27.000 --> 00:10:32.000]  就是你怎樣來得到你對耶穌的認識呢?
[00:10:32.000 --> 00:10:34.000]  原來如果不是聖靈
[00:10:34.000 --> 00:10:38.000]  沒有人可以稱呼耶穌基督是主
[00:10:38.000 --> 00:10:40.000]  你想想稱呼耶穌基督是主
[00:10:40.000 --> 00:10:43.000]  帶來一連串的好處就是
[00:10:43.000 --> 00:10:46.000]  你可以隨時向這位造物主呼求
[00:10:46.000 --> 00:10:49.000]  耶穌是一個很重要的代理人
[00:10:49.000 --> 00:10:53.000]  將你和我帶到神的寶座
[00:10:53.000 --> 00:10:56.000]  我們在那個西牆、哭牆那裏
[00:10:56.000 --> 00:10:59.000]  你會感受到那種的震撼
[00:10:59.000 --> 00:11:01.000]  猶太人集體
[00:11:01.000 --> 00:11:04.000]  他們去到那個哭牆
[00:11:04.000 --> 00:11:07.000]  在那裏很懇切地禱告
[00:11:07.000 --> 00:11:10.000]  祈求尼塞亞降臨
[00:11:10.000 --> 00:11:13.000]  你想想有多諷刺的事呢?
[00:11:13.000 --> 00:11:14.000]  我們一個遊客
[00:11:14.000 --> 00:11:16.000]  我們一個朝聖者
[00:11:16.000 --> 00:11:22.000]  我們只是向神帶出感恩的禱告
[00:11:22.000 --> 00:11:23.000]  和為香港
[00:11:23.000 --> 00:11:26.000]  我個人為香港的局勢去禱告
[00:11:26.000 --> 00:11:31.000]  但是猶太人一直等待尼塞亞
[00:11:31.000 --> 00:11:33.000]  原因是什麼呢?
[00:11:33.000 --> 00:11:35.000]  原來因為他們沒有聖靈
[00:11:35.000 --> 00:11:38.000]  原來因為他們不能夠接受
[00:11:38.000 --> 00:11:40.000]  這一位的主
[00:11:40.000 --> 00:11:42.000]  是他們等待的尼塞亞
[00:11:42.000 --> 00:11:45.000]  當然更加嚴重的原因就是
[00:11:45.000 --> 00:11:49.000]  他們不能夠接受新約傳書
[00:11:49.000 --> 00:11:53.000]  對耶穌在舊約的身份的解釋
[00:11:53.000 --> 00:11:56.000]  他們就斷了在《馬拉基書》
[00:11:56.000 --> 00:11:58.000]  舊約的經卷
[00:11:58.000 --> 00:12:01.000]  他們不能夠過渡去到這個新約
[00:12:01.000 --> 00:12:03.000]  新約的使徒
[00:12:03.000 --> 00:12:05.000]  在耶穌年代的使徒
[00:12:05.000 --> 00:12:07.000]  是怎樣來跟隨耶穌
[00:12:07.000 --> 00:12:09.000]  到差不多他們要離世
[00:12:09.000 --> 00:12:12.000]  要留下最後的作品的時候
[00:12:12.000 --> 00:12:15.000]  他們在聖靈感動下所寫的書信
[00:12:15.000 --> 00:12:16.000]  福音書
[00:12:16.000 --> 00:12:21.000]  是要來定性耶穌真是我們等待的尼塞亞
[00:12:21.000 --> 00:12:23.000]  所以我們有新約有舊約
[00:12:23.000 --> 00:12:25.000]  我們就通了
[00:12:25.000 --> 00:12:26.000]  明白了
[00:12:26.000 --> 00:12:29.000]  聖靈在我們認信的過程
[00:12:29.000 --> 00:12:31.000]  就進入我們的生命裏面
[00:12:31.000 --> 00:12:33.000]  看到我們今天成為一群有聖靈
[00:12:33.000 --> 00:12:37.000]  能夠隨時認信耶穌是主的人
[00:12:37.000 --> 00:12:39.000]  弟兄姊妹
[00:12:39.000 --> 00:12:43.000]  這個是人類人生最大最大的福氣
[00:12:43.000 --> 00:12:48.000]  你認識你的生命跟耶穌有關
[00:12:48.000 --> 00:12:51.000]  是最重要的福氣
[00:12:51.000 --> 00:12:53.000]  以色列是一個很得天獨厚的地方
[00:12:53.000 --> 00:12:56.000]  很聰明的以色列人
[00:12:56.000 --> 00:12:57.000]  很豐富的地圖
[00:12:57.000 --> 00:12:59.000]  很多的資源
[00:12:59.000 --> 00:13:01.000]  但是整個的福地
[00:13:01.000 --> 00:13:03.000]  整個的聖地
[00:13:03.000 --> 00:13:05.000]  居然間最重要的東西
[00:13:05.000 --> 00:13:07.000]  他們到現在都沒有
[00:13:07.000 --> 00:13:09.000]  怎麼辦呢
[00:13:09.000 --> 00:13:12.000]  相信就是我們這一班的基督徒
[00:13:12.000 --> 00:13:14.000]  要回饋神的恩典
[00:13:14.000 --> 00:13:18.000]  將這個恩典帶回去給他們
[00:13:18.000 --> 00:13:22.000]  讓他們知道耶穌一直等待他們
[00:13:22.000 --> 00:13:23.000]  相信有部分弟兄姊妹
[00:13:23.000 --> 00:13:25.000]  或者大部分去過聖地的
[00:13:25.000 --> 00:13:27.000]  在這個大屠殺紀念館
[00:13:27.000 --> 00:13:29.000]  沉重到一個地步
[00:13:29.000 --> 00:13:32.000]  那些相片、那些講解
[00:13:32.000 --> 00:13:33.000]  沉重到一個地步
[00:13:33.000 --> 00:13:35.000]  整個以色列人
[00:13:35.000 --> 00:13:37.000]  是得到一個很大的包袱
[00:13:37.000 --> 00:13:39.000]  但是很感謝神
[00:13:39.000 --> 00:13:43.000]  他們用這個名字叫做名號館
[00:13:43.000 --> 00:13:47.000]  那個是《以創亞書》五十六章五節
[00:13:47.000 --> 00:13:51.000]  有名號記載在聖殿裏面
[00:13:51.000 --> 00:13:53.000]  這個是神應許
[00:13:53.000 --> 00:13:55.000]  猶太人最重要就是
[00:13:55.000 --> 00:13:57.000]  能夠被神紀念
[00:13:57.000 --> 00:14:00.000]  永遠刻在他的聖殿
[00:14:00.000 --> 00:14:02.000]  所以他們將那些遇難者
[00:14:02.000 --> 00:14:05.000]  全部的名字六百萬
[00:14:05.000 --> 00:14:09.000]  刻在這個名號館裏面
[00:14:09.000 --> 00:14:12.000]  有一束光向上射上天上
[00:14:12.000 --> 00:14:15.000]  代表著他們的名字被紀念
[00:14:15.000 --> 00:14:17.000]  但是
[00:14:17.000 --> 00:14:21.000]  這個只是一個外表上的記號
[00:14:21.000 --> 00:14:25.000]  而他們未能夠在生命冊留名
[00:14:25.000 --> 00:14:28.000]  這個是最大的一個遺憾
[00:14:28.000 --> 00:14:30.000]  來到這段聖經
[00:14:30.000 --> 00:14:34.000]  我們要來做一個簡單的展釋
[00:14:34.000 --> 00:14:37.000]  不只是應信是主這麼簡單
[00:14:37.000 --> 00:14:40.000]  因為十二、十三、十四章
[00:14:40.000 --> 00:14:43.000]  你就知道中間最重要的三文字
[00:14:43.000 --> 00:14:45.000]  十三章是外篇
[00:14:45.000 --> 00:14:47.000]  整個哥林多前書
[00:14:47.000 --> 00:14:50.000]  最緊要他們面對的問題就是
[00:14:50.000 --> 00:14:53.000]  丙子妹缺少愛
[00:14:53.000 --> 00:14:57.000]  缺少什麼是真正從神而來的愛
[00:14:57.000 --> 00:15:02.000]  去對神、對人有一個包容、接納
[00:15:02.000 --> 00:15:04.000]  互相的擁抱
[00:15:04.000 --> 00:15:06.000]  這個有機會我們看整本的
[00:15:06.000 --> 00:15:07.000]  哥林多前書再說
[00:15:07.000 --> 00:15:10.000]  不過集中在這段經文的時候
[00:15:10.000 --> 00:15:12.000]  保羅在第四節開始
[00:15:12.000 --> 00:15:14.000]  就已經說這位造物主
[00:15:14.000 --> 00:15:16.000]  這位真神
[00:15:16.000 --> 00:15:19.000]  在我們認信耶穌是主之後
[00:15:19.000 --> 00:15:23.000]  他就將多樣、各樣的恩典、恩賜
[00:15:23.000 --> 00:15:26.000]  無限量賜給不同的人
[00:15:26.000 --> 00:15:28.000]  每個弟兄姊妹
[00:15:28.000 --> 00:15:30.000]  只要你是屬神的
[00:15:30.000 --> 00:15:36.000]  你都會有神度身訂做給你的恩典、恩賜
[00:15:36.000 --> 00:15:38.000]  可以來去服侍
[00:15:38.000 --> 00:15:43.000]  可以使整個群體得到的建立
[00:15:43.000 --> 00:15:45.000]  很多這些經文
[00:15:45.000 --> 00:15:47.000]  就是第四節開始
[00:15:47.000 --> 00:15:49.000]  我很快讀一點給大家聽
[00:15:49.000 --> 00:15:52.000]  然後將重點帶出來
[00:15:52.000 --> 00:15:53.000]  第四節開始
[00:15:53.000 --> 00:15:55.000]  立即就說恩賜
[00:15:55.000 --> 00:15:57.000]  恩賜有很多種
[00:15:57.000 --> 00:16:00.000]  卻是同一位聖靈所賜
[00:16:00.000 --> 00:16:01.000]  侍奉都有不同的
[00:16:01.000 --> 00:16:02.000]  有很多種
[00:16:02.000 --> 00:16:05.000]  卻是侍奉同一位的主
[00:16:05.000 --> 00:16:09.000]  由合一到多元性、多樣性
[00:16:09.000 --> 00:16:12.000]  這樣來做一個比對
[00:16:12.000 --> 00:16:15.000]  你就看到保羅想要帶出的就是
[00:16:15.000 --> 00:16:17.000]  在一個合一裏面
[00:16:17.000 --> 00:16:20.000]  大家有不同的服侍崗位
[00:16:20.000 --> 00:16:22.000]  大家都要去領受
[00:16:22.000 --> 00:16:25.000]  從神那裏而來的一個恩典
[00:16:25.000 --> 00:16:28.000]  以致我們就要有一個服侍的心
[00:16:28.000 --> 00:16:30.000]  去服侍其他人
[00:16:30.000 --> 00:16:31.000]  留意第七節
[00:16:31.000 --> 00:16:34.000]  聖靈彰顯在各人的身上
[00:16:34.000 --> 00:16:37.000]  是要使人得到益處
[00:16:37.000 --> 00:16:40.000]  聖靈的彰顯
[00:16:40.000 --> 00:16:42.000]  因為沒有時間說十四章
[00:16:42.000 --> 00:16:44.000]  就是他們很看重
[00:16:44.000 --> 00:16:48.000]  先知和方言兩者之間的比重
[00:16:48.000 --> 00:16:50.000]  到底方言重要些
[00:16:50.000 --> 00:16:52.000]  還是先知講道重要些
[00:16:52.000 --> 00:16:53.000]  還是其他的神蹟呢
[00:16:53.000 --> 00:16:55.000]  很多這些比較
[00:16:55.000 --> 00:16:57.000]  原來在當時哥倫多教會裏面
[00:16:57.000 --> 00:17:00.000]  他們有這些行使不同恩賜
[00:17:00.000 --> 00:17:02.000]  但是很著重就是
[00:17:02.000 --> 00:17:04.000]  大家爭去講方言
[00:17:04.000 --> 00:17:07.000]  導致有這些偏差
[00:17:07.000 --> 00:17:10.000]  所以當保羅收到這封信之後
[00:17:10.000 --> 00:17:11.000]  他就回信了
[00:17:11.000 --> 00:17:14.000]  應該怎樣看恩賜呢
[00:17:14.000 --> 00:17:17.000]  還有恩賜背後的作用是什麼呢
[00:17:17.000 --> 00:17:20.000]  還有到底哪些人有不同的恩賜
[00:17:20.000 --> 00:17:21.000]  又怎樣配搭呢
[00:17:21.000 --> 00:17:24.000]  在這段聖經就有這樣的交代
[00:17:24.000 --> 00:17:26.000]  第八節
[00:17:26.000 --> 00:17:30.000]  有人藉著聖靈領受智慧的言語
[00:17:30.000 --> 00:17:33.000]  有人也靠著同一位聖靈
[00:17:33.000 --> 00:17:35.000]  領受知識的言語
[00:17:35.000 --> 00:17:41.000]  又有人不斷講多樣性
[00:17:41.000 --> 00:17:43.000]  每個弟兄姊妹
[00:17:43.000 --> 00:17:48.000]  會領受從聖靈給你的恩賜
[00:17:48.000 --> 00:17:50.000]  每一個人
[00:17:50.000 --> 00:17:54.000]  又有人由同一位的聖靈領受信心
[00:17:54.000 --> 00:17:57.000]  還有人由同一位的聖靈
[00:17:57.000 --> 00:18:00.000]  領受醫病的恩賜
[00:18:00.000 --> 00:18:05.000]  刻意將這些重複、纏隊
[00:18:05.000 --> 00:18:07.000]  這樣去講的時候
[00:18:07.000 --> 00:18:09.000]  是要加強那個語氣
[00:18:09.000 --> 00:18:11.000]  同一位聖靈的
[00:18:11.000 --> 00:18:13.000]  給每一個人的
[00:18:13.000 --> 00:18:16.000]  這樣就帶來那個多樣性
[00:18:16.000 --> 00:18:19.000]  使教會的豐富
[00:18:19.000 --> 00:18:20.000]  就是原來每個人
[00:18:20.000 --> 00:18:23.000]  都有你自己的存在價值
[00:18:23.000 --> 00:18:24.000]  而且這個價值
[00:18:24.000 --> 00:18:27.000]  不僅僅是你自己的天賦
[00:18:27.000 --> 00:18:28.000]  你的才幹
[00:18:28.000 --> 00:18:30.000]  你的後天的培養
[00:18:30.000 --> 00:18:31.000]  這麼簡單
[00:18:31.000 --> 00:18:33.000]  那些不會否認
[00:18:33.000 --> 00:18:36.000]  聖靈在你的生命裏面成長
[00:18:36.000 --> 00:18:38.000]  那個際遇
[00:18:38.000 --> 00:18:39.000]  那個命運
[00:18:39.000 --> 00:18:42.000]  那個原生家庭對你的栽培
[00:18:42.000 --> 00:18:44.000]  那些沒有否認的
[00:18:44.000 --> 00:18:45.000]  但是
[00:18:45.000 --> 00:18:48.000]  一個基督徒最寶貴的就是
[00:18:48.000 --> 00:18:50.000]  你所擁有的一切
[00:18:50.000 --> 00:18:54.000]  都是神度身訂做給你
[00:18:54.000 --> 00:18:57.000]  你發現你自己這些才華
[00:18:57.000 --> 00:19:00.000]  你自己這些性格
[00:19:00.000 --> 00:19:02.000]  你自己這些取向
[00:19:02.000 --> 00:19:07.000]  你自己這些能夠擁有的恩賜
[00:19:07.000 --> 00:19:09.000]  你如果能夠看到
[00:19:09.000 --> 00:19:11.000]  保羅已經不止一次
[00:19:11.000 --> 00:19:12.000]  不止一次地講
[00:19:12.000 --> 00:19:15.000]  同一位聖靈
[00:19:15.000 --> 00:19:17.000]  聖靈在不同的人
[00:19:17.000 --> 00:19:18.000]  那個生命裏面
[00:19:18.000 --> 00:19:21.000]  那個引導建立
[00:19:21.000 --> 00:19:22.000]  原因是
[00:19:22.000 --> 00:19:24.000]  你是屬神的
[00:19:24.000 --> 00:19:26.000]  然後一直再講下去
[00:19:26.000 --> 00:19:28.000]  有信心的恩賜
[00:19:28.000 --> 00:19:31.000]  還是有人由同一位的聖靈
[00:19:31.000 --> 00:19:35.000]  領受醫病的恩賜
[00:19:35.000 --> 00:19:37.000]  醫生都可以是
[00:19:37.000 --> 00:19:39.000]  不知為何你喜歡拜訛
[00:19:39.000 --> 00:19:41.000]  不知為何你見到血你不怕
