
[00:00:00.000 --> 00:00:04.500]  有主的一個使者站在他們旁邊
[00:06:04.000 --> 00:06:07.000]  學校也有這麼盡心的工作
[00:06:07.000 --> 00:06:08.000]  為什麼呢?
[00:06:08.000 --> 00:06:11.000]  在感情的事上處處來碰釘
[00:06:11.000 --> 00:06:15.000]  我覺得弟兄很壞
[00:06:15.000 --> 00:06:18.000]  當我說這句話的時候
[00:06:18.000 --> 00:06:19.000]  我就記得
[00:06:19.000 --> 00:06:23.000]  我在第一次感情的挫敗的時候
[00:06:23.000 --> 00:06:28.000]  我就說我要一生一世的來侍奉上帝
[00:06:28.000 --> 00:06:30.000]  因為人很容易變
[00:06:30.000 --> 00:06:32.000]  所以在那個時候
[00:06:32.000 --> 00:06:34.000]  上帝開始和我說話
[00:06:34.000 --> 00:06:36.000]  祂說你立了志第一次
[00:06:36.000 --> 00:06:38.000]  接著在不同的聚會裡
[00:06:38.000 --> 00:06:42.000]  我已經三次、四次呼召你起行
[00:06:42.000 --> 00:06:45.000]  但是你一步都無欲
[00:06:45.000 --> 00:06:47.000]  我就告訴上帝
[00:06:47.000 --> 00:06:49.000]  我怕不教書
[00:06:49.000 --> 00:06:51.000]  將來沒有這麼多收入
[00:06:51.000 --> 00:06:54.000]  我又怕我不會做
[00:06:54.000 --> 00:06:56.000]  我更加怕孤單
[00:06:56.000 --> 00:06:58.000]  上帝只回應我一句
[00:06:58.000 --> 00:07:01.000]  我與你同在
[00:07:01.000 --> 00:07:04.000]  我一聽到這句話的時候
[00:07:04.000 --> 00:07:08.000]  心裡的迷茫、孤單、無力
[00:07:08.000 --> 00:07:11.000]  全部不知道為什麼就出來了
[00:07:11.000 --> 00:07:14.000]  接著在腦海裡就出現了一幅圖畫
[00:07:14.000 --> 00:07:17.000]  就是原本很多垃圾的河
[00:07:17.000 --> 00:07:21.000]  裡面有樹枝、樹葉、紅色的背心袋
[00:07:21.000 --> 00:07:23.000]  很骯髒的河流
[00:07:23.000 --> 00:07:25.000]  突然那些垃圾
[00:07:25.000 --> 00:07:27.000]  不知道為什麼全部飛走了
[00:07:27.000 --> 00:07:33.000]  變成一條很清澈、很清澈的河流
[00:07:33.000 --> 00:07:35.000]  也經過了下午之後
[00:07:35.000 --> 00:07:39.000]  我就開始去報讀神學院
[00:07:39.000 --> 00:07:42.000]  人生有時候會遇到一些不如意的事
[00:07:42.000 --> 00:07:45.000]  很迷茫、很不安的日子
[00:07:45.000 --> 00:07:48.000]  但當耶穌基督介入在裡面的時候
[00:07:48.000 --> 00:07:51.000]  生命就不再一樣
[00:07:51.000 --> 00:07:56.000]  有光彩、有希望、有意義
[00:07:56.000 --> 00:07:59.000]  「無人人彼此說
[00:07:59.000 --> 00:08:01.000]  我們往伯利行去
[00:08:01.000 --> 00:08:03.000]  看看所成的事
[00:08:03.000 --> 00:08:06.000]  就是主所告訴我們的
[00:08:06.000 --> 00:08:08.000]  他們急忙去了
[00:08:08.000 --> 00:08:11.000]  找到瑪利亞和藥室
[00:08:11.000 --> 00:08:14.000]  還有那英鞋臥在馬槽裡
[00:08:14.000 --> 00:08:19.000]  他們看見就把天使論者孩子的話傳開了
[00:08:19.000 --> 00:08:24.000]  聽見的人都詫異無人人對他們所說的話」
[00:08:24.000 --> 00:08:26.000]  在耶穌時代
[00:08:26.000 --> 00:08:30.000]  這些牧羊人其實是很低下的人
[00:08:30.000 --> 00:08:33.000]  人們覺得他們的工作很骯髒
[00:08:33.000 --> 00:08:36.000]  也是很卑賤的工作
[00:08:36.000 --> 00:08:40.000]  所以很多人都看不起這些牧羊人
[00:08:40.000 --> 00:08:43.000]  他們的收入又不高
[00:08:43.000 --> 00:08:47.000]  還有那些羊不是他們自己擁有的
[00:08:47.000 --> 00:08:53.000]  多數那些有錢人請他們回來幫忙
[00:08:53.000 --> 00:08:56.000]  幫他們去看羊
[00:08:56.000 --> 00:08:59.000]  這些牧羊人地位不高
[00:08:59.000 --> 00:09:01.000]  沒有尊嚴
[00:09:01.000 --> 00:09:06.000]  而且時時都要在曠野裡看羊
[00:09:06.000 --> 00:09:10.000]  所以他們都沒有家庭
[00:09:10.000 --> 00:09:12.000]  當時更慘的是
[00:09:12.000 --> 00:09:18.000]  他們不讓進入猶太會堂
[00:09:18.000 --> 00:09:21.000]  因為覺得他們是不乾淨的人
[00:09:21.000 --> 00:09:26.000]  所以他們都是被忽略的
[00:09:26.000 --> 00:09:29.000]  有時我們也會
[00:09:29.000 --> 00:09:32.000]  我們也會在不知不覺之間
[00:09:32.000 --> 00:09:36.000]  喜歡高舉一些有錢人
[00:09:36.000 --> 00:09:37.000]  出名的人
[00:09:37.000 --> 00:09:40.000]  或者一些達官貴人
[00:09:40.000 --> 00:09:42.000]  我們覺得跟他們在一起的時候
[00:09:42.000 --> 00:09:44.000]  或者認識他們的時候
[00:09:44.000 --> 00:09:46.000]  我們會覺得聰明一點
[00:09:46.000 --> 00:09:48.000]  或者站得直一點
[00:09:48.000 --> 00:09:50.000]  是一種光榮
[00:09:50.000 --> 00:09:53.000]  不過耶穌不是這樣看人的
[00:09:53.000 --> 00:09:58.000]  耶穌是看我們每一個人的生命
[00:09:58.000 --> 00:10:00.000]  都是尊貴
[00:10:00.000 --> 00:10:01.000]  都是寶貝
[00:10:01.000 --> 00:10:07.000]  所以當主耶穌基督降生世上的時候
[00:10:07.000 --> 00:10:10.000]  這是一個很大的訊息
[00:10:10.000 --> 00:10:15.000]  祂就選了當時在社會裡
[00:10:15.000 --> 00:10:17.000]  被認為是一些很低下層
[00:10:17.000 --> 00:10:21.000]  別人看不起的這班牧羊人
[00:10:21.000 --> 00:10:28.000]  就由他們將這個大喜的訊息傳開去
[00:10:28.000 --> 00:10:29.000]  當這個牧羊人
[00:10:29.000 --> 00:10:36.000]  自己知道了元代救世主降生
[00:10:36.000 --> 00:10:37.000]  他知道了
[00:10:37.000 --> 00:10:39.000]  他都很開心
[00:10:39.000 --> 00:10:42.000]  就將這麼重要的訊息
[00:10:42.000 --> 00:10:46.000]  一直告訴周圍的人
[00:10:46.000 --> 00:10:49.000]  這班牧羊人的生命開始轉變了
[00:10:49.000 --> 00:10:52.000]  他由一個原本被人看不起的
[00:10:52.000 --> 00:10:53.000]  被人拒絕的
[00:10:53.000 --> 00:10:56.000]  被人遺棄的這些人
[00:10:56.000 --> 00:10:57.000]  但到現在
[00:10:57.000 --> 00:11:03.000]  他就成為了一個傳福音報好訊息的見證人
[00:11:03.000 --> 00:11:07.000]  雖然他們的生命轉變了
[00:11:07.000 --> 00:11:10.000]  但不過他所處的環境沒有改變
[00:11:10.000 --> 00:11:13.000]  他生活仍然是這麼困苦
[00:11:13.000 --> 00:11:14.000]  仍然都是這麼窮
[00:11:14.000 --> 00:11:17.000]  他仍然都要在郊外
[00:11:17.000 --> 00:11:20.000]  漆黑這樣去工作
[00:11:20.000 --> 00:11:21.000]  不過他知道
[00:11:21.000 --> 00:11:22.000]  他知道
[00:11:22.000 --> 00:11:26.000]  他的生命在耶穌基督裡面是尊貴的
[00:11:26.000 --> 00:11:30.000]  上帝仍然會重用他的
[00:11:30.000 --> 00:11:31.000]  所以弟兄姊妹
[00:11:31.000 --> 00:11:33.000]  無論今天我是一個博士級
[00:11:33.000 --> 00:11:36.000]  還是一個沒怎麼讀書的人
[00:11:36.000 --> 00:11:38.000]  又或者我是公司的總裁
[00:11:38.000 --> 00:11:42.000]  又或者我只是一個家庭裡面的主婦
[00:11:42.000 --> 00:11:45.000]  千萬不要覺得自己很有用
[00:11:45.000 --> 00:11:47.000]  或者覺得自己很沒用
[00:11:47.000 --> 00:11:51.000]  上帝看他所創造的每一個人
[00:11:51.000 --> 00:11:53.000]  都是尊貴的
[00:11:53.000 --> 00:11:55.000]  他都會使用的
[00:11:55.000 --> 00:11:56.000]  所以找著每一個時間
[00:11:56.000 --> 00:11:59.000]  上帝給我們機會去服侍他的時候
[00:11:59.000 --> 00:12:00.000]  就珍惜
[00:12:00.000 --> 00:12:04.000]  主耶穌因也擺在前面的喜樂
[00:12:04.000 --> 00:12:06.000]  興旱羞辱
[00:12:06.000 --> 00:12:09.000]  忍受了十字架的苦難
[00:12:09.000 --> 00:12:12.000]  如今已坐在神寶座的右邊
[00:12:12.000 --> 00:12:14.000]  你們要仔細想想
[00:12:14.000 --> 00:12:18.000]  這位忍受了罪人如此頂撞的耶穌
[00:12:18.000 --> 00:12:21.000]  你們就不至心灰意冷了
[00:12:21.000 --> 00:12:24.000]  這個頂撞這個字
[00:12:24.000 --> 00:12:28.000]  原來那個意思就是反對你
[00:12:28.000 --> 00:12:33.000]  他不聽你的話
[00:12:33.000 --> 00:12:39.000]  那麼耶穌基督來到這個世界
[00:12:39.000 --> 00:12:44.000]  他原本不受時空的限制
[00:12:44.000 --> 00:12:46.000]  但來到這個世界的時候
[00:12:46.000 --> 00:12:50.000]  他就受了這個時空的限制
[00:12:50.000 --> 00:12:55.000]  他天上原本是滿有尊貴榮耀的
[00:12:55.000 --> 00:12:57.000]  但來到世界的時候
[00:12:57.000 --> 00:13:01.000]  他處處被人頂撞
[00:13:01.000 --> 00:13:06.000]  當他被比拉多尼去審判的時候
[00:13:06.000 --> 00:13:09.000]  全部的人都大叫什麼
[00:13:09.000 --> 00:13:12.000]  釘他十字架
[00:13:12.000 --> 00:13:20.000]  耶穌基督為了完成救贖世人的工作
[00:13:20.000 --> 00:13:23.000]  他默默的忍受
[00:13:23.000 --> 00:13:26.000]  忍受這些不公平的對待
[00:13:26.000 --> 00:13:30.000]  忍受所有人給他的凌辱
[00:13:30.000 --> 00:13:33.000]  這個就是耶穌的美
[00:13:33.000 --> 00:13:36.000]  他忍受人一切給他的凌辱
[00:13:36.000 --> 00:13:38.000]  和這個不公平
[00:13:38.000 --> 00:13:41.000]  為了救贖世人
[00:13:41.000 --> 00:13:44.000]  他都給我們寬恕
[00:13:44.000 --> 00:13:46.000]  在十二月初的時候
[00:13:46.000 --> 00:13:48.000]  我就問准我姐姐
[00:13:48.000 --> 00:13:50.000]  我就請我的印尼姐姐
[00:13:50.000 --> 00:13:53.000]  去我家做了十七年
[00:13:53.000 --> 00:13:55.000]  照顧了我爸爸十幾年
[00:13:55.000 --> 00:13:58.000]  請她去日本旅行
[00:13:58.000 --> 00:14:02.000]  過程有些艱辛
[00:14:02.000 --> 00:14:04.000]  申請簽證那裡
[00:14:04.000 --> 00:14:06.000]  繁複到不得了
[00:14:06.000 --> 00:14:08.000]  也有一些繁複的手續
[00:14:08.000 --> 00:14:11.000]  好了 搞定所有的難關
[00:14:11.000 --> 00:14:13.000]  就開始去了
[00:14:13.000 --> 00:14:14.000]  很開心
[00:14:14.000 --> 00:14:16.000]  到最後一天
[00:14:16.000 --> 00:14:19.000]  他竟然口黑臉又黑
[00:14:19.000 --> 00:14:21.000]  不知道他做什麼
[00:14:21.000 --> 00:14:23.000]  那天又不肯吃東西
[00:14:23.000 --> 00:14:26.000]  進到機場過了關
[00:14:26.000 --> 00:14:28.000]  我和他兩個人的時候
[00:14:28.000 --> 00:14:30.000]  他就說他很生我的氣
[00:14:30.000 --> 00:14:32.000]  因為我沒有尊重他
[00:14:32.000 --> 00:14:35.000]  他說你看見一盒士多啤梨
[00:14:35.000 --> 00:14:37.000]  為港幣七十多元
[00:14:37.000 --> 00:14:39.000]  他問我可不可以買
[00:14:39.000 --> 00:14:40.000]  我說這麼貴不要買
[00:14:40.000 --> 00:14:42.000]  回香港再吃
[00:14:42.000 --> 00:14:44.000]  然後他又看到一個
[00:14:44.000 --> 00:14:47.000]  日本的蛋撻四十多元
[00:14:47.000 --> 00:14:48.000]  他又問我買不買
[00:14:48.000 --> 00:14:49.000]  我說這麼貴不要買
[00:14:49.000 --> 00:14:51.000]  先回家
[00:14:51.000 --> 00:14:54.000]  但其實我給了錢他有自由
[00:14:54.000 --> 00:14:57.000]  他不來問我什麼都可以
[00:14:57.000 --> 00:14:59.000]  我聽到的時候
[00:14:59.000 --> 00:15:01.000]  我都有點激氣
[00:15:01.000 --> 00:15:04.000]  我沒有出聲
[00:15:04.000 --> 00:15:05.000]  我只是心想
[00:15:05.000 --> 00:15:07.000]  是真的 我給了錢他
[00:15:07.000 --> 00:15:09.000]  你自己喜歡做什麼就做什麼
[00:15:09.000 --> 00:15:11.000]  我覺得
[00:15:11.000 --> 00:15:14.000]  我幫你排除這麼多的萬難
[00:15:14.000 --> 00:15:18.000]  然後出錢 出力 出時間
[00:15:18.000 --> 00:15:19.000]  其實十二月我很忙
[00:15:19.000 --> 00:15:20.000]  我也不想去
[00:15:20.000 --> 00:15:22.000]  帶他去日本玩
[00:15:22.000 --> 00:15:25.000]  目的就是完成了他的心願
[00:15:25.000 --> 00:15:27.000]  他想下年完約的時候
[00:15:27.000 --> 00:15:29.000]  他就回印尼
[00:15:29.000 --> 00:15:32.000]  他就能夠去一次日本
[00:15:32.000 --> 00:15:33.000]  我覺得
[00:15:33.000 --> 00:15:36.000]  我出了這麼多的心機
[00:15:36.000 --> 00:15:37.000]  這麼多的東西
[00:15:37.000 --> 00:15:42.000]  但結果是這樣的收場
[00:15:42.000 --> 00:15:44.000]  他說我不尊重他
[00:15:44.000 --> 00:15:45.000]  他喜歡吃士多啤梨
[00:15:45.000 --> 00:15:46.000]  你不能吃
[00:15:46.000 --> 00:15:48.000]  我覺得
[00:15:48.000 --> 00:15:50.000]  我很心淡
[00:15:50.000 --> 00:15:53.000]  所以當我進了車站
[00:15:53.000 --> 00:15:59.000]  開始一路走去搭飛機
[00:15:59.000 --> 00:16:00.000]  不知道為什麼我們兩個
[00:16:00.000 --> 00:16:01.000]  因為大家都不開心
[00:16:01.000 --> 00:16:03.000]  又沒有說話
[00:16:03.000 --> 00:16:05.000]  我們又不懂得走去搭機場巴士
[00:16:05.000 --> 00:16:06.000]  我們直走
[00:16:06.000 --> 00:16:09.000]  走去那裡走十幾二十分鐘
[00:16:09.000 --> 00:16:14.000]  路上我一直覺得很難過
[00:16:14.000 --> 00:16:17.000]  心也很淡很淡
[00:16:17.000 --> 00:16:19.000]  我覺得
[00:16:19.000 --> 00:16:23.000]  我為了完成他的心願
[00:16:23.000 --> 00:16:26.000]  但結果去完旅行
[00:16:26.000 --> 00:16:31.000]  我就被他那些黑口黑面的去埋怨
[00:16:31.000 --> 00:16:32.000]  死啦
[00:16:32.000 --> 00:16:34.000]  還有大半年時間
[00:16:34.000 --> 00:16:36.000]  怎麼捱
[00:16:36.000 --> 00:16:38.000]  一路走的時候
[00:16:38.000 --> 00:16:41.000]  我真的在心裏哭
[00:16:41.000 --> 00:16:43.000]  我覺得為什麼會這樣
[00:16:43.000 --> 00:16:45.000]  付出了一些東西
[00:16:45.000 --> 00:16:49.000]  得回來的是另外一樣的東西呢
[00:16:49.000 --> 00:16:52.000]  但那時候突然間有個醒覺
[00:16:52.000 --> 00:16:57.000]  因為在這個機場播放聖誕的音樂
[00:16:57.000 --> 00:17:00.000]  就是平安夜
[00:17:00.000 --> 00:17:02.000]  我就突然間記起
[00:17:02.000 --> 00:17:04.000]  耶穌基督來到這個世界上
[00:17:04.000 --> 00:17:06.000]  都是
[00:17:06.000 --> 00:17:11.000]  他捨棄了天上高的尊貴和榮耀
[00:17:11.000 --> 00:17:13.000]  來到這個世間上高
[00:17:13.000 --> 00:17:15.000]  來拯救人
[00:17:15.000 --> 00:17:19.000]  他何嘗不是來去忍受很多人的頂撞
[00:17:19.000 --> 00:17:21.000]  很多人的辱罵嗎
[00:17:21.000 --> 00:17:23.000]  耶穌基督在地上高
[00:17:23.000 --> 00:17:29.000]  他所承受的比我更慘更淒涼
[00:17:29.000 --> 00:17:30.000]  心想
[00:17:30.000 --> 00:17:32.000]  回到香港
[00:17:32.000 --> 00:17:35.000]  又要捱幾天的黑口黑面了
[00:17:35.000 --> 00:17:37.000]  真是慘
[00:17:37.000 --> 00:17:39.000]  不過上帝很奇妙的
[00:17:39.000 --> 00:17:41.000]  在第二天的早上
[00:17:41.000 --> 00:17:44.000]  他醒的時候很開心
[00:17:44.000 --> 00:17:45.000]  他就跟我說
[00:17:45.000 --> 00:17:47.000]  姑姐早安
[00:17:47.000 --> 00:17:49.000]  哇
[00:17:49.000 --> 00:17:51.000]  為什麼這麼開心
[00:17:51.000 --> 00:17:53.000]  他說他要感謝耶穌
[00:17:53.000 --> 00:17:55.000]  耶穌昨晚提醒了他
[00:17:55.000 --> 00:17:57.000]  他說你要感謝耶穌
[00:17:57.000 --> 00:17:59.000]  因為你無端端有六天的假期
[00:17:59.000 --> 00:18:00.000]  你要感謝耶穌
[00:18:00.000 --> 00:18:02.000]  因為你看到很美的風景
[00:18:02.000 --> 00:18:06.000]  有紅葉有黃葉有竹林
[00:18:06.000 --> 00:18:07.000]  還有
[00:18:07.000 --> 00:18:09.000]  你要感謝耶穌
[00:18:09.000 --> 00:18:11.000]  你也吃了日本很多很多
[00:18:11.000 --> 00:18:13.000]  很特別的食物
[00:18:13.000 --> 00:18:14.000]  你不可以
[00:18:14.000 --> 00:18:15.000]  耶穌告訴他
[00:18:15.000 --> 00:18:18.000]  你不可以因為沒有士多啤梨
[00:18:18.000 --> 00:18:19.000]  沒有日本的蛋撻
[00:18:19.000 --> 00:18:22.000]  吃就這麼生氣
[00:18:22.000 --> 00:18:25.000]  他說耶穌會幫我的
[00:18:25.000 --> 00:18:27.000]  你只幫他又不是幫我
[00:18:27.000 --> 00:18:32.000]  他說如果當他忽略了上帝給他這麼多的恩典
[00:18:32.000 --> 00:18:35.000]  他只看著自己沒有那些東西的時候
[00:18:35.000 --> 00:18:38.000]  他說上帝會幫他
[00:18:38.000 --> 00:18:40.000]  幫我感謝上帝
[00:18:40.000 --> 00:18:43.000]  如果這番話從我的口出的時候
[00:18:43.000 --> 00:18:45.000]  一定會罵多幾場架
[00:18:45.000 --> 00:18:47.000]  但是上帝就是這麼奇妙的
[00:18:47.000 --> 00:18:51.000]  在他的裡面沒有難成就的事
[00:18:51.000 --> 00:18:53.000]  他的說話滿有能力
[00:18:53.000 --> 00:18:56.000]  能夠改變人心
[00:18:56.000 --> 00:18:58.000]  所以我問准他
[00:18:58.000 --> 00:19:00.000]  我可不可以講這些經歷
[00:19:00.000 --> 00:19:01.000]  他說可以
[00:19:01.000 --> 00:19:03.000]  所以就要跟大家講
[00:19:03.000 --> 00:19:05.000]  上帝我們的耶穌
[00:19:05.000 --> 00:19:07.000]  是那位奇妙的上帝
[00:19:07.000 --> 00:19:11.000]  去承受人的頂撞
[00:19:11.000 --> 00:19:15.000]  但祂本來是尊貴榮耀的
[00:19:15.000 --> 00:19:16.000]  我們感謝主
[00:19:16.000 --> 00:19:27.000]  (主席翻譯)
[00:19:27.000 --> 00:19:29.000]  在末後的日子
[00:19:29.000 --> 00:19:32.000]  萬民都要留歸這山
[00:19:32.000 --> 00:19:35.000]  這山就是上帝的山
[00:19:35.000 --> 00:19:36.000]  上帝的山
[00:19:36.000 --> 00:19:39.000]  即是有上帝的同在
[00:19:39.000 --> 00:19:41.000]  有上帝的管治
[00:19:41.000 --> 00:19:42.000]  不過我相信
[00:19:42.000 --> 00:19:46.000]  這個不需要一定去到末後的時候
[00:19:46.000 --> 00:19:48.000]  才去發生
[00:19:48.000 --> 00:19:49.000]  在今天的裡面
[00:19:49.000 --> 00:19:51.000]  只要我們肯
[00:19:51.000 --> 00:19:52.000]  在教會的裡面
[00:19:52.000 --> 00:19:53.000]  在家庭的裡面
[00:19:53.000 --> 00:19:54.000]  在我們工作
[00:19:54.000 --> 00:19:56.000]  在我們生活的地方裡面
[00:19:56.000 --> 00:19:59.000]  行出主耶穌基督的謙卑
[00:19:59.000 --> 00:20:02.000]  行出主耶穌基督的捨己
[00:20:02.000 --> 00:20:04.000]  饒恕的話
[00:20:04.000 --> 00:20:07.000]  這樣上帝這個和平的國度
[00:20:07.000 --> 00:20:10.000]  就會臨到這個地上
[00:20:10.000 --> 00:20:11.000]  在這一刻
[00:20:11.000 --> 00:20:14.000]  就願意我們每一個人都立志
[00:20:14.000 --> 00:20:18.000]  要活出主耶穌基督降生的意義
[00:20:18.000 --> 00:20:21.000]  這樣全世界都一起歡騰
[00:20:21.000 --> 00:20:22.000]  我們一起起來
[00:20:22.000 --> 00:20:25.000]  同唱普世歡騰
[00:20:25.000 --> 00:20:32.000]  (音樂)
[00:20:32.000 --> 00:20:38.000]  普世歡騰教主降臨
[00:20:38.000 --> 00:20:43.000]  全民接同為我
[00:20:43.000 --> 00:20:46.000]  安心慰住
[00:20:46.000 --> 00:20:49.000]  願被提防
[00:20:49.000 --> 00:21:02.000]  宇宙萬物國長
