
[00:00:00.000 --> 00:00:06.000]  (主席)很高興今天主堂也有我們的堂主任牧師曾鈺桂牧師為我們去正道
[00:03:45.000 --> 00:03:47.000]  講聖經的婦女
[00:03:47.000 --> 00:03:49.000]  講聖經的媽媽
[00:03:49.000 --> 00:03:51.000]  講今日的懇親主日
[00:03:51.000 --> 00:03:53.000]  有少少不是很習慣
[00:03:53.000 --> 00:03:55.000]  因為很少講這些專題的題目
[00:03:55.000 --> 00:03:58.000]  我選取了兩段聖經
[00:03:58.000 --> 00:04:01.000]  和大家一起去互勉
[00:04:01.000 --> 00:04:05.000]  在座都有相當多的媽媽
[00:04:05.000 --> 00:04:07.000]  今日我們一起去看看
[00:04:07.000 --> 00:04:10.000]  聖經怎樣去描述這些媽媽
[00:04:10.000 --> 00:04:12.000]  在神眼裏面
[00:04:12.000 --> 00:04:15.000]  他們是怎樣去看他們的敬虔
[00:04:15.000 --> 00:04:17.000]  改變他們的下一代
[00:04:17.000 --> 00:04:19.000]  先看的
[00:04:19.000 --> 00:04:21.000]  剛才主席已經讀了的
[00:04:21.000 --> 00:04:23.000]  特別是一章的第五節
[00:04:23.000 --> 00:04:25.000]  很重要的
[00:04:25.000 --> 00:04:27.000]  史陶寶羅在提摩太後書
[00:04:27.000 --> 00:04:31.000]  是他個人一個遺書
[00:04:31.000 --> 00:04:35.000]  因為很快他就要在尼祿王的面前
[00:04:35.000 --> 00:04:37.000]  他要殉道被斬頭
[00:04:37.000 --> 00:04:39.000]  但是在監裏面
[00:04:39.000 --> 00:04:43.000]  他很擔心提摩太
[00:04:43.000 --> 00:04:46.000]  這一位年青的傳道者
[00:04:46.000 --> 00:04:50.000]  其實已經跟隨保羅一段時間去傳道
[00:04:50.000 --> 00:04:55.000]  因為保羅在第二次去傳道的時候
[00:04:55.000 --> 00:04:58.000]  他就經過一個地方
[00:04:58.000 --> 00:05:01.000]  土耳其西南面一個地方
[00:05:01.000 --> 00:05:03.000]  路斯德
[00:05:03.000 --> 00:05:06.000]  在裏面有一個年青的信徒
[00:05:06.000 --> 00:05:12.000]  提到他是一個信主的猶太人的一個兒子
[00:05:12.000 --> 00:05:17.000]  媽媽就是剛才我們讀的這位有尼基
[00:05:17.000 --> 00:05:20.000]  這個年青的提摩太
[00:05:20.000 --> 00:05:25.000]  路斯德城裏面的弟兄都稱讚他
[00:05:25.000 --> 00:05:29.000]  保羅見他有這樣的信心和有這樣的德行
[00:05:29.000 --> 00:05:31.000]  就帶他出去傳道
[00:05:31.000 --> 00:05:33.000]  就由那個時候開始
[00:05:33.000 --> 00:05:38.000]  提摩太已經跟隨保羅去傳道
[00:05:38.000 --> 00:05:40.000]  來到這裏的時候
[00:05:40.000 --> 00:05:45.000]  保羅知道提摩太現在有一個心靈的困惑
[00:05:45.000 --> 00:05:49.000]  他擔心提摩太的信心
[00:05:49.000 --> 00:05:53.000]  會因為很多的困難來動搖
[00:05:53.000 --> 00:05:57.000]  他這個傳道的繼續的熱心
[00:05:57.000 --> 00:05:59.000]  因為自己的老師
[00:05:59.000 --> 00:06:01.000]  自己的師父保羅
[00:06:01.000 --> 00:06:03.000]  他現在都要坐牢
[00:06:03.000 --> 00:06:07.000]  即是說好像福音都被捆綁
[00:06:07.000 --> 00:06:10.000]  保羅都周圍受到攻擊
[00:06:10.000 --> 00:06:13.000]  對提摩太人來講那個信心是怎樣呢?
[00:06:13.000 --> 00:06:15.000]  不過在這裏
[00:06:15.000 --> 00:06:18.000]  保羅給他一個很重要的肯定
[00:06:18.000 --> 00:06:20.000]  還有待會第三章
[00:06:20.000 --> 00:06:23.000]  很寶貴、很重要
[00:06:23.000 --> 00:06:26.000]  尤其是由保羅的口裏面
[00:06:26.000 --> 00:06:29.000]  講出對提摩太的肯定
[00:06:29.000 --> 00:06:33.000]  可能用少少一些資料給大家知道
[00:06:33.000 --> 00:06:36.000]  猶太人他們的生命教育
[00:06:36.000 --> 00:06:38.000]  小朋友一出生
[00:06:38.000 --> 00:06:40.000]  未到三歲
[00:06:40.000 --> 00:06:44.000]  三歲就開始由正式的拉比學校去讀書
[00:06:44.000 --> 00:06:47.000]  家庭的教育
[00:06:47.000 --> 00:06:49.000]  做媽媽的
[00:06:49.000 --> 00:06:53.000]  立即就會教他們去串字
[00:06:53.000 --> 00:06:55.000]  然後就要背聖經
[00:06:55.000 --> 00:06:58.000]  猶太人的小朋友未到三歲
[00:06:58.000 --> 00:07:03.000]  已經會背生命記的六章四節
[00:07:03.000 --> 00:07:05.000]  以色列你要聽
[00:07:05.000 --> 00:07:09.000]  耶和華我們的神乃是獨一的主
[00:07:09.000 --> 00:07:14.000]  你要盡心盡性盡義盡力愛主你的神
[00:07:14.000 --> 00:07:16.000]  生命記六章四節
[00:07:16.000 --> 00:07:19.000]  猶太人一出生長大
[00:07:19.000 --> 00:07:21.000]  媽媽就會這樣教育他們
[00:07:21.000 --> 00:07:24.000]  還有他們未到三歲
[00:07:24.000 --> 00:07:26.000]  已經要背利美記
[00:07:26.000 --> 00:07:30.000]  猶太人就是這樣來教他們的小朋友
[00:07:30.000 --> 00:07:32.000]  到今天都還是這樣
[00:07:32.000 --> 00:07:34.000]  可想而知
[00:07:34.000 --> 00:07:36.000]  這份聖經
[00:07:36.000 --> 00:07:38.000]  在猶太人的內心
[00:07:38.000 --> 00:07:40.000]  特別是摩西五經
[00:07:40.000 --> 00:07:42.000]  當時根本沒有新約
[00:07:42.000 --> 00:07:46.000]  保羅對提摩太一個肯定
[00:07:46.000 --> 00:07:49.000]  我自己是接續祖先
[00:07:49.000 --> 00:07:53.000]  用清潔的良心所侍奉的神
[00:07:53.000 --> 00:07:56.000]  來紀念提摩太利
[00:07:56.000 --> 00:07:57.000]  然後就說到
[00:07:57.000 --> 00:07:59.000]  和他一個平衡的信心
[00:07:59.000 --> 00:08:01.000]  是由哪裡而來的呢?
[00:08:01.000 --> 00:08:04.000]  這一份無偽的信心
[00:08:04.000 --> 00:08:07.000]  是先由你的外祖母羅爾
[00:08:07.000 --> 00:08:12.000]  和你的母親有離基那裡而來的
[00:08:12.000 --> 00:08:16.000]  即是保羅對提摩太的肯定
[00:08:16.000 --> 00:08:17.000]  告訴他
[00:08:17.000 --> 00:08:22.000]  其實你從小時候所認識的聖經真理
[00:08:22.000 --> 00:08:24.000]  令到你能夠有一個信心
[00:08:24.000 --> 00:08:26.000]  而且是一個無偽的信心
[00:08:26.000 --> 00:08:28.000]  這個無偽的信心
[00:08:28.000 --> 00:08:31.000]  一直在你的內心來滋長
[00:08:31.000 --> 00:08:33.000]  一直有經歷
[00:08:33.000 --> 00:08:38.000]  令到你今天面對一個全道的
[00:08:38.000 --> 00:08:40.000]  一個階段性的轉變
[00:08:40.000 --> 00:08:42.000]  因為我要過去了
[00:08:42.000 --> 00:08:47.000]  但是福音不會因為我過去而受難了
[00:08:47.000 --> 00:08:49.000]  我保羅要殉道
[00:08:49.000 --> 00:08:53.000]  但是神的道卻不被捆綁
[00:08:53.000 --> 00:08:56.000]  和大家看看三章都很重要
[00:08:56.000 --> 00:09:00.000]  小路保羅所說的三章十五節
[00:09:00.000 --> 00:09:03.000]  大家可能比較少去看這段聖經
[00:09:03.000 --> 00:09:05.000]  從這個角度去看
[00:09:05.000 --> 00:09:07.000]  從媽媽的角度去看
[00:09:07.000 --> 00:09:09.000]  由三章十節讀起
[00:09:09.000 --> 00:09:12.000]  大家如果有聖經就跟我一起看看
[00:09:12.000 --> 00:09:14.000]  三章十節提摩太後書
[00:09:14.000 --> 00:09:17.000]  但是你已經追隨了我的教導、行為、
[00:09:17.000 --> 00:09:21.000]  自向、信心、寬容、愛心、忍耐
[00:09:21.000 --> 00:09:25.000]  以及我在安提柯、以哥廉、路斯德
[00:09:25.000 --> 00:09:27.000]  所遭遇的迫害和苦難
[00:09:27.000 --> 00:09:30.000]  這是保羅第一次傳道的時候
[00:09:30.000 --> 00:09:34.000]  在路斯德面對的迫不得已
[00:09:34.000 --> 00:09:36.000]  接著
[00:09:36.000 --> 00:09:38.000]  我忍受的是何等的迫害
[00:09:38.000 --> 00:09:41.000]  但從這一切的苦難裡面
[00:09:41.000 --> 00:09:43.000]  主都把我救了出來
[00:09:43.000 --> 00:09:47.000]  其實凡是立志在基督耶穌裡面敬虔道逸的
[00:09:47.000 --> 00:09:49.000]  也都將要受到迫害的
[00:09:49.000 --> 00:09:51.000]  只是作惡和騙人的
[00:09:51.000 --> 00:09:53.000]  將變本加厲
[00:09:53.000 --> 00:09:55.000]  迷惑人的也被人迷惑
[00:09:55.000 --> 00:09:57.000]  第十四節
[00:09:57.000 --> 00:09:58.000]  至於你
[00:09:58.000 --> 00:10:00.000]  你要持守所學習的
[00:10:00.000 --> 00:10:02.000]  和所確信的
[00:10:02.000 --> 00:10:05.000]  因為你知道是跟誰學的
[00:10:05.000 --> 00:10:06.000]  留意是十五節
[00:10:06.000 --> 00:10:09.000]  因為我們很多時候將焦點放在第十六節
[00:10:09.000 --> 00:10:11.000]  但是十五節
[00:10:11.000 --> 00:10:15.000]  這個家庭的聖經教育
[00:10:15.000 --> 00:10:17.000]  令到提摩太成為一個
[00:10:17.000 --> 00:10:21.000]  小時候對真理
[00:10:21.000 --> 00:10:24.000]  對真神有認識的
[00:10:24.000 --> 00:10:26.000]  這樣的信心
[00:10:26.000 --> 00:10:29.000]  是透過真理的明白
[00:10:29.000 --> 00:10:32.000]  而來建立信心的基礎
[00:10:32.000 --> 00:10:34.000]  留意是第十五節
[00:10:34.000 --> 00:10:39.000]  並且知道你從小明白聖經
[00:10:39.000 --> 00:10:44.000]  這聖經能夠使你因在基督耶穌裡面的信心
[00:10:44.000 --> 00:10:47.000]  有得救的智慧
[00:10:47.000 --> 00:10:51.000]  提摩太從小就明白摩西五經
[00:10:51.000 --> 00:10:53.000]  是在說舊約聖經
[00:10:53.000 --> 00:10:55.000]  不是新約
[00:10:55.000 --> 00:10:58.000]  新約連一卷書都沒有出現
[00:10:58.000 --> 00:11:00.000]  在保羅差不多殉道的時候
[00:11:00.000 --> 00:11:03.000]  可能開始有福音書也說不定
[00:11:03.000 --> 00:11:06.000]  但是未成為一個新約的經卷
[00:11:06.000 --> 00:11:09.000]  即是整卷的二十七卷書的新約傳書
[00:11:09.000 --> 00:11:10.000]  是未有
[00:11:10.000 --> 00:11:13.000]  根本未印刷、未編裝
[00:11:13.000 --> 00:11:16.000]  保羅所說的聖經
[00:11:16.000 --> 00:11:20.000]  提摩太從小就明白
[00:11:20.000 --> 00:11:22.000]  不斷小時候背誦
[00:11:22.000 --> 00:11:24.000]  不斷來認識
[00:11:24.000 --> 00:11:27.000]  不斷深化在心靈裡面
[00:11:27.000 --> 00:11:29.000]  使你因信基督耶穌
[00:11:29.000 --> 00:11:32.000]  有得救的智慧
[00:11:32.000 --> 00:11:34.000]  然後就說聖經的益處
[00:11:34.000 --> 00:11:37.000]  因為三章十六節太出名了
[00:11:37.000 --> 00:11:39.000]  所以我們很多時候都忽略了上文
[00:11:39.000 --> 00:11:41.000]  更重要的是
[00:11:41.000 --> 00:11:44.000]  家庭對小朋友
[00:11:44.000 --> 00:11:49.000]  用神的話語的深化教育
[00:11:49.000 --> 00:11:51.000]  我們往往忽略了
[00:11:51.000 --> 00:11:53.000]  以為他長大
[00:11:53.000 --> 00:11:55.000]  他自己要面對自己的信仰自由
[00:11:55.000 --> 00:11:58.000]  我們就被自由的信仰
[00:11:58.000 --> 00:12:01.000]  來驅散了我們自己
[00:12:01.000 --> 00:12:03.000]  沒有去學習猶太人
[00:12:03.000 --> 00:12:08.000]  小時候家庭已經要逼他背誦聖經
[00:12:08.000 --> 00:12:11.000]  到三歲就要送他去拉比的學校
[00:12:11.000 --> 00:12:14.000]  正確地學習聖經
[00:12:14.000 --> 00:12:17.000]  然後到十二或十三歲
[00:12:17.000 --> 00:12:19.000]  一個叫成人禮
[00:12:19.000 --> 00:12:24.000]  他要自己面對將來的行為
[00:12:24.000 --> 00:12:26.000]  有什麼行差踏錯
[00:12:26.000 --> 00:12:28.000]  你自己面對神
[00:12:28.000 --> 00:12:31.000]  十二歲以前是父母的責任
[00:12:31.000 --> 00:12:32.000]  如果沒有教好你
[00:12:32.000 --> 00:12:34.000]  或者沒有好好地管束你
[00:12:34.000 --> 00:12:37.000]  所以十二歲之後就是一個成人禮
[00:12:37.000 --> 00:12:41.000]  你以後就要面對聖經對你的要求
[00:12:41.000 --> 00:12:43.000]  或者說神對你的要求
[00:12:43.000 --> 00:12:46.000]  這就是猶太人的教育
[00:12:46.000 --> 00:12:49.000]  所以保羅肯定提摩泰
[00:12:49.000 --> 00:12:52.000]  你有這份無偽的信心
[00:12:52.000 --> 00:12:54.000]  是由你信主的媽媽
[00:12:54.000 --> 00:12:58.000]  這個有利基那裡而來的
[00:12:58.000 --> 00:12:59.000]  他的媽媽
[00:12:59.000 --> 00:13:01.000]  他的外祖母
[00:13:01.000 --> 00:13:03.000]  即是他的外婆
[00:13:03.000 --> 00:13:06.000]  如何來教導提摩泰
[00:13:06.000 --> 00:13:09.000]  他的父親是一個希臘人
[00:13:09.000 --> 00:13:13.000]  所以提摩泰很大都沒有受過國禮
[00:13:13.000 --> 00:13:17.000]  本來猶太人如果父親是猶太人
[00:13:17.000 --> 00:13:20.000]  第八天就要行國禮
[00:13:20.000 --> 00:13:22.000]  因為猶太人很重要這件事
[00:13:22.000 --> 00:13:25.000]  但因為他的父親是希臘人
[00:13:25.000 --> 00:13:28.000]  所以保羅知道當要帶他去傳道的時候
[00:13:28.000 --> 00:13:30.000]  就發現原來他沒有行過國禮
[00:13:30.000 --> 00:13:33.000]  不知道如何知道
[00:13:33.000 --> 00:13:34.000]  沒有行國禮
[00:13:34.000 --> 00:13:38.000]  保羅就因為要帶他向猶太的社群傳道
[00:13:38.000 --> 00:13:40.000]  他的父親是希臘人
[00:13:40.000 --> 00:13:41.000]  即是沒有行國禮
[00:13:41.000 --> 00:13:44.000]  保羅就幫提摩泰行國禮
[00:13:44.000 --> 00:13:48.000]  這些轉變你就會看到
[00:13:48.000 --> 00:13:51.000]  對媽媽有利基
[00:13:51.000 --> 00:13:54.000]  內心是如何呢?
[00:13:54.000 --> 00:13:59.000]  我們有沒有從這個角度去思想一下
[00:13:59.000 --> 00:14:01.000]  基督教的教育
[00:14:01.000 --> 00:14:03.000]  或者我們作為父母
[00:14:03.000 --> 00:14:06.000]  神給我們天職的責任
[00:14:06.000 --> 00:14:11.000]  有沒有盡快把握他可以受教的年紀
[00:14:11.000 --> 00:14:15.000]  他可以吸收的階段
[00:14:15.000 --> 00:14:17.000]  將神的道
[00:14:17.000 --> 00:14:19.000]  他想也好不想也好
[00:14:19.000 --> 00:14:23.000]  都要他背誦
[00:14:23.000 --> 00:14:24.000]  很小的時候
[00:14:24.000 --> 00:14:25.000]  寧仔大約三歲
[00:14:25.000 --> 00:14:27.000]  我的兒子三、四歲
[00:14:27.000 --> 00:14:31.000]  他的表姐
[00:14:31.000 --> 00:14:32.000]  對不起,表妹
[00:14:32.000 --> 00:14:35.000]  他們家裡就買了一套學英文的
[00:14:35.000 --> 00:14:37.000]  按個鍵就會走張卡出來
[00:14:37.000 --> 00:14:38.000]  很有趣
[00:14:38.000 --> 00:14:39.000]  純正英文
[00:14:39.000 --> 00:14:42.000]  很貴,那時候也一萬多元
[00:14:42.000 --> 00:14:46.000]  我太太就問我是否應該買多一套給他
[00:14:46.000 --> 00:14:47.000]  可以學一下英文
[00:14:47.000 --> 00:14:50.000]  三、四歲早點學好純正的英文
[00:14:50.000 --> 00:14:51.000]  說得很純正
[00:14:51.000 --> 00:14:53.000]  是不是這樣會好呢?
[00:14:53.000 --> 00:14:55.000]  後來我們想想還是不好
[00:14:55.000 --> 00:14:58.000]  因為只是按個鍵沒有意思
[00:14:58.000 --> 00:14:59.000]  你學的
[00:14:59.000 --> 00:15:01.000]  你整個氛圍都不是這樣
[00:15:01.000 --> 00:15:02.000]  學也沒有用
[00:15:02.000 --> 00:15:04.000]  所以後來我們就決定沒有用
[00:15:04.000 --> 00:15:05.000]  沒有買了
[00:15:05.000 --> 00:15:07.000]  後來發現原來玩了幾次
[00:15:07.000 --> 00:15:09.000]  表妹也不玩了
[00:15:09.000 --> 00:15:11.000]  因為原來也沒什麼用
[00:15:11.000 --> 00:15:14.000]  兄弟姐妹
[00:15:14.000 --> 00:15:17.000]  你想想一般地上的教育
[00:15:17.000 --> 00:15:20.000]  都尚且這麼重視小朋友
[00:15:20.000 --> 00:15:23.000]  從小在那個氛圍底下
[00:15:23.000 --> 00:15:26.000]  來得到最好的
[00:15:26.000 --> 00:15:27.000]  本來這個不是錯的
[00:15:27.000 --> 00:15:29.000]  一個國際的大都會香港
[00:15:29.000 --> 00:15:31.000]  我們能夠有兩文三語
[00:15:31.000 --> 00:15:32.000]  流利純正
[00:15:32.000 --> 00:15:36.000]  是本來大家都很認同的價值觀
[00:15:36.000 --> 00:15:40.000]  但是為什麼作為神的兒女
[00:15:40.000 --> 00:15:41.000]  作為父母
[00:15:41.000 --> 00:15:46.000]  我們不緊張去跟我們的兒女
[00:15:46.000 --> 00:15:50.000]  一起在真理上去成長去學習呢?
[00:15:50.000 --> 00:15:52.000]  我們有沒有緊張
[00:15:52.000 --> 00:15:53.000]  他在主日學
[00:15:53.000 --> 00:15:55.000]  老師有沒有逼你背《善經》
[00:15:55.000 --> 00:15:58.000]  你背不熟?
[00:15:58.000 --> 00:16:00.000]  可能你就要再背熟
[00:16:00.000 --> 00:16:02.000]  我們有沒有這樣的心態
[00:16:02.000 --> 00:16:04.000]  希望我們的兒女
[00:16:04.000 --> 00:16:06.000]  對神的真道
[00:16:06.000 --> 00:16:10.000]  從小就能夠認識明白掌握呢?
[00:16:10.000 --> 00:16:14.000]  尤尼基從來沒有想過他的兒子
[00:16:14.000 --> 00:16:19.000]  羅爾從來沒有想過他的外孫
[00:16:19.000 --> 00:16:21.000]  長大之後
[00:16:21.000 --> 00:16:23.000]  自小的生命教育
[00:16:23.000 --> 00:16:27.000]  自小猶太人就要逼自己的所有子女
[00:16:27.000 --> 00:16:31.000]  要背誦《聖經》的舊約
[00:16:31.000 --> 00:16:34.000]  很沉悶的利美紀
[00:16:34.000 --> 00:16:37.000]  他們是背利美紀
[00:16:37.000 --> 00:16:40.000]  全部猶太的小朋友
[00:16:40.000 --> 00:16:42.000]  都要背誦利美紀
[00:16:42.000 --> 00:16:45.000]  因為這個律法是神吩咐的
[00:16:45.000 --> 00:16:50.000]  但是不是每一個猶太的小朋友
[00:16:50.000 --> 00:16:53.000]  他都能夠認識基督耶穌
[00:16:53.000 --> 00:16:55.000]  而有得救的智慧
[00:16:55.000 --> 00:16:58.000]  感恩的就是尤尼基
[00:16:58.000 --> 00:17:01.000]  他是一個信主的猶太婦人
[00:17:01.000 --> 00:17:05.000]  為什麼他會有這個信主的信心呢?
[00:17:05.000 --> 00:17:07.000]  《聖經》就沒有詳細描述
[00:17:07.000 --> 00:17:11.000]  就是說他對尼塞亞有這個認識
[00:17:11.000 --> 00:17:13.000]  當一聽到有人說這個耶穌
[00:17:13.000 --> 00:17:15.000]  他就接受了
[00:17:15.000 --> 00:17:17.000]  也都令這個提摩太
[00:17:17.000 --> 00:17:19.000]  從小就能夠明白《聖經》
[00:17:19.000 --> 00:17:23.000]  以致都有這個得救的智慧
[00:17:23.000 --> 00:17:25.000]  在路斯德這個城裡面
[00:17:25.000 --> 00:17:27.000]  其實都是拜偶像的地方
[00:17:27.000 --> 00:17:29.000]  保羅就在那個地方
[00:17:29.000 --> 00:17:31.000]  因為叫一個人起來
[00:17:31.000 --> 00:17:35.000]  就令到當時的人來攻擊他
[00:17:35.000 --> 00:17:41.000]  但是提摩太有一個這樣的信心的德行
[00:17:41.000 --> 00:17:44.000]  讓路斯德教會的弟兄姊妹
[00:17:44.000 --> 00:17:46.000]  都稱讚這個提摩太
[00:17:46.000 --> 00:17:49.000]  這個就是家庭教育
[00:17:49.000 --> 00:17:53.000]  作為母親一個很重要的天職
[00:17:53.000 --> 00:17:56.000]  你想一想你背著一個小朋友
[00:17:56.000 --> 00:17:58.000]  我不知道現在是前面還是後面
[00:17:58.000 --> 00:18:00.000]  通常現在都是前面
[00:18:00.000 --> 00:18:02.000]  就是他三歲以前
[00:18:02.000 --> 00:18:04.000]  你背著那個BB
[00:18:04.000 --> 00:18:06.000]  你不斷來跟他說《聖經》
[00:18:06.000 --> 00:18:08.000]  那個媽媽的天職
[00:18:08.000 --> 00:18:10.000]  就是這樣來不斷發生
[00:18:10.000 --> 00:18:11.000]  說什麼呢?
[00:18:11.000 --> 00:18:13.000]  用什麼去教導他呢?
[00:18:13.000 --> 00:18:16.000]  我們自己是否緊張《聖經》的真理
[00:18:16.000 --> 00:18:18.000]  你希望他能夠認識呢?
[00:18:18.000 --> 00:18:20.000]  是由背誦開始
[00:18:20.000 --> 00:18:22.000]  你不需要理解
[00:18:22.000 --> 00:18:24.000]  因為小朋友怎麼理解呢?
[00:18:24.000 --> 00:18:26.000]  你要背誦
[00:18:26.000 --> 00:18:28.000]  猶太人有一個很強的信念
[00:18:28.000 --> 00:18:30.000]  越背得多
[00:18:30.000 --> 00:18:34.000]  將來長大他們就會理解、明白、深發
[00:18:34.000 --> 00:18:39.000]  這個就是有離基的這位媽媽
[00:18:39.000 --> 00:18:41.000]  《聖經》對她的肯定
[00:18:41.000 --> 00:18:44.000]  只是兩句《聖經》的描述
[00:18:44.000 --> 00:18:46.000]  而且不是主要講她
[00:18:46.000 --> 00:18:48.000]  是講提摩太
[00:18:48.000 --> 00:18:51.000]  但是在使徒保羅的內心
[00:18:51.000 --> 00:18:54.000]  一個不可多得的人才
[00:18:54.000 --> 00:19:00.000]  一個接上保羅的傳道棒的年輕人
[00:19:00.000 --> 00:19:03.000]  不是因為保羅帶他信耶穌
[00:19:03.000 --> 00:19:06.000]  他就可以有一個很強的信心
[00:19:06.000 --> 00:19:12.000]  原來自小就已經建立一個對神
[00:19:12.000 --> 00:19:16.000]  對耶穌的敬畏、認識
[00:19:16.000 --> 00:19:19.000]  使當保羅認識他的時候
[00:19:19.000 --> 00:19:22.000]  就已經發現這個年輕人
[00:19:22.000 --> 00:19:25.000]  就是他可以來到悉心的栽培
[00:19:25.000 --> 00:19:30.000]  將來就成為可以改變教會
[00:19:30.000 --> 00:19:33.000]  帶來新一個的開始
[00:19:33.000 --> 00:19:36.000]  就是保羅的時代過去
[00:19:36.000 --> 00:19:39.000]  這一班提多、提摩太
[00:19:39.000 --> 00:19:41.000]  還有其他的特羅非摩
