
[00:00:00.000 --> 00:00:07.000]  今天和大家分享的聖經故事
[00:01:52.000 --> 00:01:55.000]  這個故事耶穌說的時候
[00:01:55.000 --> 00:01:58.000]  在裏面蘊藏了什麼呢?
[00:01:58.000 --> 00:02:01.000]  當我們都是繫神的僕人
[00:02:01.000 --> 00:02:03.000]  我們有一定的侍奉
[00:02:03.000 --> 00:02:05.000]  有人可能是做教會的執事
[00:02:05.000 --> 00:02:06.000]  甚至是全職傳道人
[00:02:06.000 --> 00:02:08.000]  或者我們參與教會的領事
[00:02:08.000 --> 00:02:11.000]  或者我在教會裏面做一些職責
[00:02:11.000 --> 00:02:12.000]  但我們自己是很不同的
[00:02:12.000 --> 00:02:15.000]  所以按照我們不同的才幹
[00:02:15.000 --> 00:02:16.000]  不同的恩賜
[00:02:16.000 --> 00:02:20.000]  所以我們之間是否一個又良善又忠心呢?
[00:02:20.000 --> 00:02:22.000]  都可以籠統地說是
[00:02:22.000 --> 00:02:25.000]  不過我們是否一個快樂的僕人呢?
[00:02:25.000 --> 00:02:29.000]  這個特別是我們回到教會這麼久
[00:02:29.000 --> 00:02:31.000]  有不同層次的侍奉
[00:02:31.000 --> 00:02:33.000]  我今天想強調的就是
[00:02:33.000 --> 00:02:36.000]  究竟我們在這個比喻裏面
[00:02:36.000 --> 00:02:39.000]  耶穌說到的快樂
[00:02:39.000 --> 00:02:41.000]  是怎樣給我們有飯吃的呢?
[00:02:41.000 --> 00:02:44.000]  我們很簡單先看一看
[00:02:44.000 --> 00:02:46.000]  處理一下
[00:02:46.000 --> 00:02:52.000]  由這個比喻進入良善忠心的比喻
[00:02:52.000 --> 00:02:53.000]  快樂的
[00:02:53.000 --> 00:02:55.000]  這段經文其實都很簡單的
[00:02:55.000 --> 00:02:58.000]  有五千、兩千和一千
[00:02:58.000 --> 00:03:01.000]  將一個人的才幹
[00:03:01.000 --> 00:03:05.000]  將它量化出來
[00:03:05.000 --> 00:03:08.000]  用一個金錢的量化
[00:03:08.000 --> 00:03:11.000]  五千、二千、一千
[00:03:11.000 --> 00:03:12.000]  他擁有的
[00:03:12.000 --> 00:03:14.000]  然後他要賺回來
[00:03:14.000 --> 00:03:17.000]  這個其實是
[00:03:17.000 --> 00:03:19.000]  聖經裏面的真理
[00:03:19.000 --> 00:03:22.000]  其實都不是這麼抽象的
[00:03:22.000 --> 00:03:26.000]  它是用量化來表達的
[00:03:26.000 --> 00:03:28.000]  你打工
[00:03:28.000 --> 00:03:31.000]  你是有五千的
[00:03:31.000 --> 00:03:33.000]  如果我們說
[00:03:33.000 --> 00:03:34.000]  我們中間有些人
[00:03:34.000 --> 00:03:37.000]  你一出來工作
[00:03:37.000 --> 00:03:39.000]  已經有三萬元的日工
[00:03:39.000 --> 00:03:41.000]  三萬元當是五千的時候
[00:03:41.000 --> 00:03:43.000]  你對比一千
[00:03:43.000 --> 00:03:45.000]  就是五分之一
[00:03:45.000 --> 00:03:47.000]  人家有三萬元
[00:03:47.000 --> 00:03:49.000]  我出來打工的時候
[00:03:49.000 --> 00:03:51.000]  五分之一的三萬元
[00:03:51.000 --> 00:03:53.000]  是六千元
[00:03:53.000 --> 00:03:56.000]  所以有些人出來讀書、工作
[00:03:56.000 --> 00:03:57.000]  其實量化
[00:03:57.000 --> 00:04:00.000]  五千和一千是很大的對比
[00:04:00.000 --> 00:04:04.000]  你想想如果我有一萬元的收入
[00:04:04.000 --> 00:04:05.000]  我剛剛畢業
[00:04:05.000 --> 00:04:08.000]  然後我的同輩畢業同學
[00:04:08.000 --> 00:04:09.000]  他有五萬元
[00:04:09.000 --> 00:04:12.000]  你就知道這個量化
[00:04:12.000 --> 00:04:14.000]  和你的財幹有關係
[00:04:14.000 --> 00:04:16.000]  所以耶穌在這個比喻裏面
[00:04:16.000 --> 00:04:17.000]  五千和一千
[00:04:17.000 --> 00:04:21.000]  這個距離其實都頗大
[00:04:21.000 --> 00:04:25.000]  我們有些人不單止是
[00:04:25.000 --> 00:04:28.000]  比較他賺錢的能力
[00:04:28.000 --> 00:04:32.000]  我們可以比較我們住在哪裏
[00:04:32.000 --> 00:04:36.000]  你住在中環山頂上
[00:04:36.000 --> 00:04:38.000]  和你住在新界
[00:04:38.000 --> 00:04:39.000]  不過在新界裏面
[00:04:39.000 --> 00:04:41.000]  你住在錦首花園
[00:04:41.000 --> 00:04:43.000]  其實那個比較是很大的
[00:04:43.000 --> 00:04:45.000]  所以聖經裏面
[00:04:45.000 --> 00:04:49.000]  是很刻意將一個人量化
[00:04:49.000 --> 00:04:52.000]  這個量化和他的財幹
[00:04:52.000 --> 00:04:53.000]  和他所擁有的東西
[00:04:53.000 --> 00:04:56.000]  是有一個距離的
[00:04:56.000 --> 00:04:58.000]  不同的僕人
[00:04:58.000 --> 00:04:59.000]  都是神的僕人
[00:04:59.000 --> 00:05:01.000]  或者是主人的僕人
[00:05:01.000 --> 00:05:02.000]  但是這個量化裏面
[00:05:02.000 --> 00:05:05.000]  一開始就說我們有些比較性
[00:05:05.000 --> 00:05:08.000]  這個故事不純粹說
[00:05:08.000 --> 00:05:10.000]  良善忠心和惡和難
[00:05:10.000 --> 00:05:14.000]  它還有一個物質性的比較
[00:05:14.000 --> 00:05:19.000]  我們在香港一個現代化社會
[00:05:19.000 --> 00:05:21.000]  這個比較不是這麼簡單
[00:05:21.000 --> 00:05:22.000]  五倍的
[00:05:22.000 --> 00:05:24.000]  如果我們想一想
[00:05:24.000 --> 00:05:27.000]  你考大學進去公司也好
[00:05:27.000 --> 00:05:28.000]  有五倍的距離
[00:05:28.000 --> 00:05:30.000]  根本上就不用考慮
[00:05:30.000 --> 00:05:34.000]  現在是A的和A減的
[00:05:34.000 --> 00:05:36.000]  它有一個差別
[00:05:36.000 --> 00:05:38.000]  現在去找工作
[00:05:38.000 --> 00:05:39.000]  你不是最頂尖的
[00:05:39.000 --> 00:05:42.000]  其實也會輸很多
[00:05:42.000 --> 00:05:43.000]  你差一點點
[00:05:43.000 --> 00:05:44.000]  你就進不了大學
[00:05:44.000 --> 00:05:45.000]  差一點點
[00:05:45.000 --> 00:05:50.000]  你不去到理想的職業
[00:05:50.000 --> 00:05:53.000]  所以我們在香港
[00:05:53.000 --> 00:05:55.000]  我們不會比五倍
[00:05:55.000 --> 00:05:58.000]  其實你比的差一點點
[00:05:58.000 --> 00:06:00.000]  就好像人家跑步那些
[00:06:00.000 --> 00:06:02.000]  差一秒
[00:06:02.000 --> 00:06:04.000]  冠軍和最後一個
[00:06:04.000 --> 00:06:06.000]  所以聖經告訴我們
[00:06:06.000 --> 00:06:08.000]  在競爭的時間裏面
[00:06:08.000 --> 00:06:10.000]  我們會看自己
[00:06:10.000 --> 00:06:12.000]  我們怎樣衡量自己
[00:06:12.000 --> 00:06:16.000]  這段經文其實也有這種表達
[00:06:16.000 --> 00:06:18.000]  我五千的就賺五千
[00:06:18.000 --> 00:06:21.000]  二千的就賺二千
[00:06:21.000 --> 00:06:24.000]  我們埋藏了一千的人
[00:06:24.000 --> 00:06:27.000]  他沒有用到它去賺一些東西
[00:06:27.000 --> 00:06:29.000]  所以他擁有的也不賺回來
[00:06:29.000 --> 00:06:32.000]  差距就開始更大了
[00:06:32.000 --> 00:06:34.000]  聖經裏面告訴我們
[00:06:34.000 --> 00:06:37.000]  這是一種算帳
[00:06:37.000 --> 00:06:42.000]  在我們俗名的教訓裏面
[00:06:42.000 --> 00:06:44.000]  這個故事最終極
[00:06:44.000 --> 00:06:46.000]  我們就又忠心又良善
[00:06:46.000 --> 00:06:48.000]  或者我們又懶又惡
[00:06:48.000 --> 00:06:49.000]  但是在這個地方裏面
[00:06:49.000 --> 00:06:52.000]  他先處理下五千、二千、一千
[00:06:52.000 --> 00:06:54.000]  在你的財幹
[00:06:54.000 --> 00:06:57.000]  甚至在你的時間
[00:06:57.000 --> 00:06:59.000]  我覺得我全職侍奉
[00:06:59.000 --> 00:07:02.000]  是給你們多時間去侍奉
[00:07:02.000 --> 00:07:04.000]  教務同工都是全時間的
[00:07:04.000 --> 00:07:06.000]  所以屬於五千的
[00:07:06.000 --> 00:07:09.000]  但是如果你星期日都回來聚會
[00:07:09.000 --> 00:07:10.000]  也幫你走侍奉
[00:07:10.000 --> 00:07:11.000]  那你就有一千
[00:07:11.000 --> 00:07:14.000]  所以其實不單止是財幹的
[00:07:14.000 --> 00:07:16.000]  不單止是經濟的
[00:07:16.000 --> 00:07:18.000]  神要的僕人
[00:07:18.000 --> 00:07:21.000]  都有他出的時間是多和少的
[00:07:21.000 --> 00:07:24.000]  所以少的和多的
[00:07:24.000 --> 00:07:25.000]  本來就有差別
[00:07:25.000 --> 00:07:27.000]  有些人是終身侍奉
[00:07:27.000 --> 00:07:29.000]  有些人是做執事
[00:07:29.000 --> 00:07:32.000]  有些人是參與教會的其中一個職位
[00:07:32.000 --> 00:07:34.000]  這裏都有差別的
[00:07:34.000 --> 00:07:36.000]  所以我相信我們都會想想
[00:07:36.000 --> 00:07:38.000]  在這個比喻裏面
[00:07:38.000 --> 00:07:41.000]  我們無論擁有的金錢
[00:07:41.000 --> 00:07:43.000]  或者我們擁有的時間
[00:07:43.000 --> 00:07:45.000]  這個時間不單止是
[00:07:45.000 --> 00:07:49.000]  我們毀身多少去參與侍奉
[00:07:49.000 --> 00:07:52.000]  也都可能是我們的人生裏面
[00:07:52.000 --> 00:07:53.000]  我們何時信主
[00:07:53.000 --> 00:07:54.000]  我們信主之後
[00:07:54.000 --> 00:07:56.000]  怎樣去用我們的一生
[00:07:56.000 --> 00:07:58.000]  有些人很年輕就信主
[00:07:58.000 --> 00:08:00.000]  所以可以說屬於五千的那類型
[00:08:00.000 --> 00:08:02.000]  我由十多歲信主
[00:08:02.000 --> 00:08:05.000]  到我去侍奉
[00:08:05.000 --> 00:08:06.000]  到我離開
[00:08:06.000 --> 00:08:09.000]  可能人生裏面有差不多七八十年
[00:08:09.000 --> 00:08:12.000]  是在這個侍奉的時間裏面
[00:08:12.000 --> 00:08:13.000]  有些人
[00:08:13.000 --> 00:08:15.000]  我最近都有些人
[00:08:15.000 --> 00:08:16.000]  我帶他去信主
[00:08:16.000 --> 00:08:18.000]  他是三十多歲信主的
[00:08:18.000 --> 00:08:20.000]  所以他侍奉的時間
[00:08:20.000 --> 00:08:22.000]  就短過很多
[00:08:22.000 --> 00:08:25.000]  有些人甚至是年紀大了之後
[00:08:25.000 --> 00:08:27.000]  他才決志
[00:08:27.000 --> 00:08:29.000]  跟著他又侍奉
[00:08:29.000 --> 00:08:32.000]  所以我們每一個人都是神的僕人
[00:08:32.000 --> 00:08:34.000]  在我們不同的時間
[00:08:34.000 --> 00:08:35.000]  不同的財綱裏面
[00:08:35.000 --> 00:08:36.000]  神一揀選我們
[00:08:36.000 --> 00:08:40.000]  我們進入了神的揀選是一個僕人
[00:08:40.000 --> 00:08:41.000]  我們有的時間
[00:08:41.000 --> 00:08:42.000]  有的金錢
[00:08:42.000 --> 00:08:44.000]  我們怎樣去負責任
[00:08:44.000 --> 00:08:47.000]  我們是不是終身是良善
[00:08:47.000 --> 00:08:50.000]  所以我們應該很明顯知道這個故事
[00:08:50.000 --> 00:08:52.000]  很簡單的
[00:08:52.000 --> 00:08:54.000]  無論我們在哪個環境
[00:08:54.000 --> 00:08:56.000]  我們有多少的恩賜
[00:08:56.000 --> 00:08:58.000]  我們有多少的時間
[00:08:58.000 --> 00:09:00.000]  或者我們在哪裏侍奉
[00:09:00.000 --> 00:09:02.000]  我們可能身在香港
[00:09:02.000 --> 00:09:04.000]  或者將來我們會移民去其他地方
[00:09:04.000 --> 00:09:06.000]  神都告訴我們
[00:09:06.000 --> 00:09:07.000]  你去到哪裏
[00:09:07.000 --> 00:09:08.000]  在天涯海角
[00:09:08.000 --> 00:09:09.000]  你在哪個環境
[00:09:09.000 --> 00:09:12.000]  在哪個社會的空間裏面
[00:09:12.000 --> 00:09:14.000]  有些人在太平城裏面
[00:09:14.000 --> 00:09:17.000]  神一要他一定的多
[00:09:17.000 --> 00:09:18.000]  一定的衛生
[00:09:18.000 --> 00:09:20.000]  有些環境上
[00:09:20.000 --> 00:09:22.000]  現在我們的情況
[00:09:22.000 --> 00:09:24.000]  不論疫情
[00:09:24.000 --> 00:09:25.000]  或者現代社會
[00:09:25.000 --> 00:09:27.000]  或者現在香港的情況
[00:09:27.000 --> 00:09:29.000]  我們都有責任
[00:09:29.000 --> 00:09:31.000]  在我們有限的時間
[00:09:31.000 --> 00:09:32.000]  有限的環境裏面
[00:09:32.000 --> 00:09:34.000]  去終身做良善的僕人
[00:09:34.000 --> 00:09:38.000]  所以我覺得這個比喻是很擴展的
[00:09:38.000 --> 00:09:41.000]  我們沒有一個地方說我們最好的
[00:09:41.000 --> 00:09:45.000]  能夠在那個地方裏面用盡的
[00:09:45.000 --> 00:09:46.000]  每一個地方
[00:09:46.000 --> 00:09:49.000]  神給我們有幾種的僕人
[00:09:49.000 --> 00:09:51.000]  我們有的能不能夠衛生
[00:09:51.000 --> 00:09:53.000]  能不能夠付出
[00:09:53.000 --> 00:09:55.000]  這裏的算賬
[00:09:55.000 --> 00:09:57.000]  是神給我們的算賬
[00:09:57.000 --> 00:09:58.000]  很多時候
[00:09:58.000 --> 00:10:01.000]  亦都是我們對自己的評估
[00:10:01.000 --> 00:10:05.000]  究竟我算不算良善忠心
[00:10:05.000 --> 00:10:08.000]  我算不算又難又惡
[00:10:08.000 --> 00:10:10.000]  還有最關鍵最後
[00:10:10.000 --> 00:10:13.000]  我是否一個快樂的人
[00:10:13.000 --> 00:10:15.000]  我在我的人生裏面
[00:10:15.000 --> 00:10:19.000]  我是否可以很快樂地去做神的僕人
[00:10:19.000 --> 00:10:21.000]  是神的家裏面
[00:10:21.000 --> 00:10:23.000]  希望我們能夠有回報的僕人
[00:10:23.000 --> 00:10:26.000]  所以我們看到這個開埠份
[00:10:26.000 --> 00:10:30.000]  我們看看第一個明顯的比喻
[00:10:30.000 --> 00:10:33.000]  就是5000賺了5000的
[00:10:33.000 --> 00:10:36.000]  是良善又忠心
[00:10:36.000 --> 00:10:38.000]  2000賺了2000的
[00:10:38.000 --> 00:10:42.000]  亦都叫做又良善又忠心
[00:10:42.000 --> 00:10:45.000]  剛才我說的是我們有很多的差異
[00:10:45.000 --> 00:10:46.000]  很多的比較
[00:10:46.000 --> 00:10:49.000]  不過在評價裏面
[00:10:49.000 --> 00:10:51.000]  5000和2000
[00:10:51.000 --> 00:10:53.000]  最後神給的比喻
[00:10:53.000 --> 00:10:54.000]  給的評價都是叫做
[00:10:54.000 --> 00:10:58.000]  又良善又忠心
[00:10:58.000 --> 00:11:02.000]  這個就是很獨特的
[00:11:02.000 --> 00:11:04.000]  明顯地這個比喻
[00:11:04.000 --> 00:11:06.000]  或者我們自己的人生
[00:11:06.000 --> 00:11:07.000]  我和我的同學
[00:11:07.000 --> 00:11:09.000]  我和我的學生
[00:11:09.000 --> 00:11:11.000]  是有差距的
[00:11:11.000 --> 00:11:16.000]  可能現在學生是不會比老師高
[00:11:16.000 --> 00:11:19.000]  或者後浪推前浪
[00:11:19.000 --> 00:11:20.000]  所以其實很難說的
[00:11:20.000 --> 00:11:22.000]  即是說差距是有的
[00:11:22.000 --> 00:11:25.000]  不過耶穌在評價裏面
[00:11:25.000 --> 00:11:26.000]  在神的角度裏面
[00:11:26.000 --> 00:11:27.000]  都是一樣
[00:11:27.000 --> 00:11:30.000]  百分之一百又良善又忠心
[00:11:30.000 --> 00:11:33.000]  百分之一百又良善又忠心
[00:11:33.000 --> 00:11:37.000]  在這一點裏面是沒有差距的
[00:11:37.000 --> 00:11:39.000]  我不知道你明白
[00:11:39.000 --> 00:11:41.000]  你說你和牧者
[00:11:41.000 --> 00:11:43.000]  全世界都是同一個人
[00:11:43.000 --> 00:11:47.000]  如果你是回報神給你的時間
[00:11:47.000 --> 00:11:49.000]  給你的恩賜
[00:11:49.000 --> 00:11:51.000]  去用那個去回報
[00:11:51.000 --> 00:11:54.000]  那你和你的牧者是一樣
[00:11:54.000 --> 00:11:56.000]  又良善又忠心
[00:11:56.000 --> 00:12:01.000]  所以這個故事其實是挺永恆的真理
[00:12:01.000 --> 00:12:05.000]  永恆的真理其實是有差異的
[00:12:05.000 --> 00:12:07.000]  是很大一點的
[00:12:07.000 --> 00:12:08.000]  五和一的比較
[00:12:08.000 --> 00:12:13.000]  但是在神的評價裏面是一樣的
[00:12:13.000 --> 00:12:15.000]  又良善又忠心
[00:12:15.000 --> 00:12:20.000]  所以這個是最簡淺的道理
[00:12:20.000 --> 00:12:23.000]  我們的心境是怎樣評估的
[00:12:23.000 --> 00:12:26.000]  因為你不可以說我們完全弟兄姊妹是一樣的
[00:12:26.000 --> 00:12:28.000]  大家你侍奉一點點都是一樣
[00:12:28.000 --> 00:12:29.000]  其實不是的
[00:12:29.000 --> 00:12:31.000]  你侍奉一點點就是侍奉一點點
[00:12:31.000 --> 00:12:33.000]  你就是一千的或者五千的
[00:12:33.000 --> 00:12:36.000]  所以這個差異是很大的
[00:12:36.000 --> 00:12:39.000]  但另一方面它有另一個地方是一樣的
[00:12:39.000 --> 00:12:41.000]  在神的眼光裏面
[00:12:41.000 --> 00:12:43.000]  我們又是一樣的
[00:12:43.000 --> 00:12:44.000]  百分之一百良善
[00:12:44.000 --> 00:12:46.000]  百分之一百忠心
[00:12:46.000 --> 00:12:49.000]  所以簡單的真理
[00:12:49.000 --> 00:12:54.000]  其實我們不要將焦點模糊了
[00:12:54.000 --> 00:12:57.000]  我們一路想一下我們的差異
[00:12:57.000 --> 00:12:58.000]  我從小長大的時候
[00:12:58.000 --> 00:13:00.000]  我都想學好功課
[00:13:00.000 --> 00:13:01.000]  我的成績好
[00:13:01.000 --> 00:13:03.000]  比我同學好一點點
[00:13:03.000 --> 00:13:06.000]  但其實我都不可以有驕傲
[00:13:06.000 --> 00:13:11.000]  但我同學說話好很多
[00:13:11.000 --> 00:13:13.000]  因為我是水上人
[00:13:13.000 --> 00:13:16.000]  有一個同學叫許根根
[00:13:16.000 --> 00:13:19.000]  但我經常見到他叫根根
[00:13:19.000 --> 00:13:21.000]  不知是根根還是根根
[00:13:21.000 --> 00:13:25.000]  所以我說話是不準的
[00:13:25.000 --> 00:13:28.000]  我們做老師說話不準
[00:13:28.000 --> 00:13:30.000]  其實都很大問題
[00:13:30.000 --> 00:13:32.000]  所以我讀書比他好
[00:13:32.000 --> 00:13:35.000]  但出來說話比他容易
[00:13:35.000 --> 00:13:39.000]  我這個威脅是一個比較
[00:13:39.000 --> 00:13:40.000]  當然我們都知道
[00:13:40.000 --> 00:13:43.000]  我們兩者之間在不同形式的時服
[00:13:43.000 --> 00:13:46.000]  他有很出色的時服在教學裏面
[00:13:46.000 --> 00:13:50.000]  我亦都在我能夠教學裏面盡我能力
[00:13:50.000 --> 00:13:52.000]  所以比較是存在的
[00:13:52.000 --> 00:13:55.000]  比較裏面又能夠說我們一樣
[00:13:55.000 --> 00:13:58.000]  這種張力是很明顯的
[00:13:58.000 --> 00:14:02.000]  所以我們每一個人在這個比喻裏面
[00:14:02.000 --> 00:14:03.000]  我們就這樣想
[00:14:03.000 --> 00:14:05.000]  我和隔壁的同工
[00:14:05.000 --> 00:14:07.000]  或者隔壁的弟兄姊妹
[00:14:07.000 --> 00:14:08.000]  他們回教會多久
[00:14:08.000 --> 00:14:09.000]  他們的表現是怎樣
[00:14:09.000 --> 00:14:11.000]  我們看看自己的表現是怎樣
[00:14:11.000 --> 00:14:14.000]  我們回教會生活和工作
[00:14:14.000 --> 00:14:17.000]  常常是做一種比較
[00:14:17.000 --> 00:14:19.000]  在比較裏面
[00:14:19.000 --> 00:14:22.000]  我究竟有多少是良善忠心
[00:14:22.000 --> 00:14:26.000]  有多少是第三個又惡又懶
[00:14:26.000 --> 00:14:28.000]  所以我們看
[00:14:28.000 --> 00:14:29.000]  首先第一個比較簡單
[00:14:29.000 --> 00:14:33.000]  我相信大家都不是這種人
[00:14:33.000 --> 00:14:36.000]  這種又惡又懶的人
[00:14:36.000 --> 00:14:40.000]  你可以看到良善忠心和又惡又懶
[00:14:40.000 --> 00:14:46.000]  在財幹和金錢的回報
[00:14:46.000 --> 00:14:51.000]  其實這裏有很獨特的層次
[00:14:51.000 --> 00:14:56.000]  首先這些人是忠心又懶
[00:14:56.000 --> 00:14:58.000]  是很清楚的
[00:14:58.000 --> 00:15:01.000]  我們說我們做得不好
[00:15:01.000 --> 00:15:04.000]  因為我們不努力不勤力
[00:15:04.000 --> 00:15:08.000]  所以懶惰或者不忠心
[00:15:08.000 --> 00:15:11.000]  這個對比是很清楚的
[00:15:11.000 --> 00:15:14.000]  但是良善和惡
[00:15:14.000 --> 00:15:18.000]  這個和這個比喻有少許距離
[00:15:18.000 --> 00:15:22.000]  如果我是讀書、工作、侍奉
[00:15:22.000 --> 00:15:24.000]  我做到我應該做的事
[00:15:24.000 --> 00:15:28.000]  你就是忠心又懶
[00:15:28.000 --> 00:15:32.000]  但是善和惡是比較倫理
[00:15:32.000 --> 00:15:35.000]  有些人不是很有成就
[00:15:35.000 --> 00:15:36.000]  或者不是做很多事
[00:15:36.000 --> 00:15:38.000]  不過這些人對人挺好的
[00:15:38.000 --> 00:15:39.000]  有良善
[00:15:39.000 --> 00:15:42.000]  有些人是很惡的
[00:15:42.000 --> 00:15:44.000]  無論他是很有財幹
[00:15:44.000 --> 00:15:45.000]  他做很多事
[00:15:45.000 --> 00:15:46.000]  但是這個人很惡
[00:15:46.000 --> 00:15:48.000]  我們有些牧師很惡
[00:15:48.000 --> 00:15:49.000]  有些老師很惡
[00:15:49.000 --> 00:15:51.000]  但是他很本事
[00:15:51.000 --> 00:15:53.000]  所以這個比喻裏面
[00:15:53.000 --> 00:15:56.000]  其實衍生了一個焦點
[00:15:56.000 --> 00:15:58.000]  和比喻有些不同
[00:15:58.000 --> 00:16:01.000]  如果說賺得多的
[00:16:01.000 --> 00:16:03.000]  努力多一點的叫忠心
[00:16:03.000 --> 00:16:06.000]  如果沒有付出的叫懶惰
[00:16:06.000 --> 00:16:07.000]  是簡單的
[00:16:07.000 --> 00:16:08.000]  但是在這個比喻裏面
[00:16:08.000 --> 00:16:10.000]  他突然間有之前一個部分
[00:16:10.000 --> 00:16:13.000]  叫做良善和惡
[00:16:13.000 --> 00:16:15.000]  善和惡的對比
[00:16:15.000 --> 00:16:19.000]  我們平衡我們的侍奉
[00:16:19.000 --> 00:16:21.000]  我們神同我們算帳
[00:16:21.000 --> 00:16:23.000]  我們自己評估自己
[00:16:23.000 --> 00:16:25.000]  我們評估其他人的時候
[00:16:25.000 --> 00:16:26.000]  有兩種的評估
[00:16:26.000 --> 00:16:29.000]  前面的主要都是說
[00:16:29.000 --> 00:16:30.000]  你有多少的財幹
[00:16:30.000 --> 00:16:31.000]  有多少的恩賜
[00:16:31.000 --> 00:16:32.000]  有多少的能力
[00:16:32.000 --> 00:16:33.000]  你付出多少
[00:16:33.000 --> 00:16:35.000]  但是這個和善和惡
[00:16:35.000 --> 00:16:37.000]  其實不一定有關係
[00:16:37.000 --> 00:16:38.000]  不一定有關係
[00:16:38.000 --> 00:16:42.000]  你可以是很厲害的人
[00:16:42.000 --> 00:16:44.000]  你可以是侍奉很強的人
[00:16:44.000 --> 00:16:46.000]  但是不一定是良善的
[00:16:46.000 --> 00:16:50.000]  你可能是沒有什麼成就感
[00:16:50.000 --> 00:16:52.000]  你不一定是表示惡的
[00:16:52.000 --> 00:16:54.000]  你都可以是一個很好的人
[00:16:54.000 --> 00:16:55.000]  不過我很懶惰
[00:16:55.000 --> 00:16:56.000]  不做任何事情
[00:16:56.000 --> 00:16:59.000]  所以這個故事裏面
[00:16:59.000 --> 00:17:01.000]  在這個良善忠心
[00:17:01.000 --> 00:17:02.000]  由懶惰到惡
[00:17:02.000 --> 00:17:06.000]  聖經雖然好像很簡單
[00:17:06.000 --> 00:17:08.000]  但是都要想清楚一點
[00:17:08.000 --> 00:17:10.000]  究竟為什麼有這個分別
[00:17:10.000 --> 00:17:12.000]  我其實是教書的人
[00:17:12.000 --> 00:17:14.000]  我是教聖經科的人
[00:17:14.000 --> 00:17:16.000]  所以我不太懂得怎樣
[00:17:16.000 --> 00:17:19.000]  但是在這一點裏面
[00:17:19.000 --> 00:17:20.000]  簡單的道理裏面
[00:17:20.000 --> 00:17:22.000]  其實有蘊含了一些
[00:17:22.000 --> 00:17:27.000]  細微的轉折
[00:17:27.000 --> 00:17:30.000]  如果你看一看
[00:17:30.000 --> 00:17:34.000]  為什麼不只是說這個人懶惰
[00:17:34.000 --> 00:17:38.000]  或者一些肯賺錢的人叫做忠心
[00:17:38.000 --> 00:17:42.000]  為什麼要惡和良善作對比
[00:17:42.000 --> 00:17:44.000]  這個比喻裏面的後半部分
[00:17:44.000 --> 00:17:46.000]  這個一千裏面
[00:17:46.000 --> 00:17:48.000]  他提出這個人的一些反應
[00:17:48.000 --> 00:17:51.000]  這個反應良善忠的身體是沒有提及過的
[00:17:51.000 --> 00:17:53.000]  這個人就是說
[00:17:53.000 --> 00:17:55.000]  他給了他一千的時候
[00:17:55.000 --> 00:17:59.000]  他覺得這個主人是忍心的人
[00:17:59.000 --> 00:18:03.000]  這個主人是令我很害怕的
[00:18:03.000 --> 00:18:07.000]  這個在五千和二千裏面
