
[00:00:00.000 --> 00:00:05.000]  請各位主女平安 聖誕節快樂
[00:02:11.600 --> 00:02:14.480]  在人的心靈裏面工作的
[00:02:14.480 --> 00:02:18.800]  但願祢自己藉著真理的宣告
[00:02:18.800 --> 00:02:22.720]  讓人的心甦醒 在神的面前
[00:02:22.720 --> 00:02:27.400]  我們能夠在今年的2020年的聖誕節
[00:02:27.400 --> 00:02:30.440]  我們自己首先是不一樣
[00:02:30.440 --> 00:02:33.680]  首先經歷上主的洗滌
[00:02:33.680 --> 00:02:36.200]  以致我們在祢的面前
[00:02:36.200 --> 00:02:42.160]  真的能夠又可以再有一個更新 變化
[00:02:42.160 --> 00:02:47.160]  來準備好我們自己的心靈去服侍我們的主
[00:02:47.160 --> 00:02:52.400]  我們這樣禱告奉耶穌基督的名 阿們
[00:02:52.400 --> 00:02:56.280]  選取這一篇的詩篇 一到第八節
[00:02:56.280 --> 00:03:01.360]  當然就是大衛他人生的一個寫照
[00:03:01.360 --> 00:03:07.600]  一到第八節和下半段是一個明顯的分別
[00:03:07.600 --> 00:03:11.960]  一到第八節是一位作詩歌的大衛王
[00:03:11.960 --> 00:03:16.760]  他衷心的對上主的請救
[00:03:16.760 --> 00:03:22.360]  那個垂聽禱告 而來去感恩
[00:03:22.360 --> 00:03:26.000]  然後下一個大半段就是他要求神
[00:03:26.000 --> 00:03:30.320]  即是說他仍然面對著極大的困難
[00:03:30.320 --> 00:03:35.960]  他來去求神的幫助 解救等等
[00:03:35.960 --> 00:03:38.040]  這一段的聖經
[00:03:38.040 --> 00:03:40.000]  很多的解經家都認為
[00:03:40.000 --> 00:03:41.800]  特別第一個段落
[00:03:41.800 --> 00:03:45.240]  很明顯是他在做王之後
[00:03:45.240 --> 00:03:49.600]  晚年的時間來寫的詩篇
[00:03:49.600 --> 00:03:51.600]  如果是這個時間
[00:03:51.600 --> 00:03:56.160]  是他人生做王後半段的時間
[00:03:56.160 --> 00:04:00.480]  那就分外值得我們去思想和有意思了
[00:04:00.480 --> 00:04:05.040]  因為待會我們集中看第五 第六 第七節
[00:04:05.040 --> 00:04:08.880]  這三節聖經相當重要
[00:04:08.880 --> 00:04:13.360]  因為新約的作者 希伯來書的作者
[00:04:13.360 --> 00:04:16.040]  就將這三節的聖經
[00:04:16.040 --> 00:04:21.160]  是看為耶穌基督自己說的
[00:04:21.160 --> 00:04:24.240]  我們首先來做一個很簡單的釋經
[00:04:24.240 --> 00:04:30.400]  因為我們今天要說的是主耶穌的信服
[00:04:30.400 --> 00:04:33.440]  一到第八節 或者一到第四節
[00:04:33.440 --> 00:04:35.920]  作者已經說了
[00:04:35.920 --> 00:04:41.880]  他曾經很耐心 很耐性的等候耶和華
[00:04:41.880 --> 00:04:43.040]  為什麼呢
[00:04:43.040 --> 00:04:46.040]  因為他有很大的難處
[00:04:46.040 --> 00:04:50.600]  他沒有強調什麼特別的難處
[00:04:50.600 --> 00:04:52.600]  他強調的就是
[00:04:52.600 --> 00:04:54.480]  都頗烏魏的
[00:04:54.480 --> 00:04:56.720]  在泥坑裏面
[00:04:56.720 --> 00:05:00.040]  在那些很污糟的淤泥裏面
[00:05:00.040 --> 00:05:03.120]  神將他拉上來
[00:05:03.120 --> 00:05:07.520]  你就會明白這是師哥的體裁
[00:05:07.520 --> 00:05:11.240]  怎樣在一些很污穢的地方拉上來呢
[00:05:11.240 --> 00:05:16.640]  怎樣跌落一個不能夠自己自拔的境況裏面
[00:05:16.640 --> 00:05:18.920]  而被神拉上來
[00:05:18.920 --> 00:05:23.240]  使他能夠站在一個穩健的地方
[00:05:23.240 --> 00:05:25.760]  你就看到那個對比
[00:05:25.760 --> 00:05:28.680]  由完全不能夠立足的
[00:05:28.680 --> 00:05:31.000]  很污糟的地方
[00:05:31.000 --> 00:05:32.600]  拉上來之後
[00:05:32.600 --> 00:05:35.160]  來到去站在一個穩健的地方
[00:05:35.160 --> 00:05:39.000]  然後口唱的是新歌
[00:05:39.000 --> 00:05:41.760]  讚美神的說話
[00:05:41.760 --> 00:05:45.640]  許多人看到這個人的生命改變
[00:05:45.640 --> 00:05:48.400]  大衛王是會懼怕
[00:05:48.400 --> 00:05:50.680]  和將榮耀歸給神
[00:05:50.680 --> 00:05:54.920]  因為看到這個人是倚靠耶和華的
[00:05:54.920 --> 00:05:56.920]  是什麼事件呢
[00:05:56.920 --> 00:06:01.480]  令到大衛感覺從一個污穢被提上來
[00:06:01.480 --> 00:06:05.280]  站在光明的地方
[00:06:05.280 --> 00:06:06.800]  乾淨的地方
[00:06:06.800 --> 00:06:08.880]  穩健的地方
[00:06:08.880 --> 00:06:14.280]  由不能夠立足的到穩健的
[00:06:14.280 --> 00:06:17.440]  他的人生有什麼污點
[00:06:17.440 --> 00:06:20.920]  有什麼淤泥
[00:06:20.920 --> 00:06:23.680]  他沒有講清楚
[00:06:23.680 --> 00:06:26.720]  但足夠給我們有很多的空間
[00:06:26.720 --> 00:06:29.040]  來去聯想
[00:06:29.040 --> 00:06:32.800]  其中很寶貴的地方就是
[00:06:32.800 --> 00:06:34.520]  一個做王
[00:06:34.520 --> 00:06:39.400]  是自己的人生最如日中天的時候
[00:06:39.400 --> 00:06:42.400]  能夠有一份的恩典
[00:06:42.400 --> 00:06:46.040]  肯面對自己的心靈
[00:06:46.040 --> 00:06:47.360]  面對自己
[00:06:47.360 --> 00:06:49.880]  如果不是神將我提拔
[00:06:49.880 --> 00:06:52.480]  從污穢裏面提拔
[00:06:52.480 --> 00:06:55.160]  沒有人可以幫到我
[00:06:55.160 --> 00:06:58.880]  能夠這樣面對自己的內心
[00:06:58.880 --> 00:07:01.520]  如果不是神的恩典
[00:07:01.520 --> 00:07:04.520]  讓他看到自己的生命
[00:07:04.520 --> 00:07:08.160]  那種的無助、污穢
[00:07:08.160 --> 00:07:12.560]  再不能夠有人可以來幫到他
[00:07:12.560 --> 00:07:15.720]  這是很寶貴的地方就是
[00:07:15.720 --> 00:07:21.240]  大衛有一種對自己的自我審查的能力
[00:07:21.240 --> 00:07:23.160]  當然更寶貴的就是
[00:07:23.160 --> 00:07:25.400]  透過《撒姆爾記》上下
[00:07:25.400 --> 00:07:27.080]  我們看到
[00:07:27.080 --> 00:07:30.800]  有很多很多的先知
[00:07:30.800 --> 00:07:35.240]  可以直斥其非
[00:07:35.240 --> 00:07:38.200]  有很多的傳道人
[00:07:38.200 --> 00:07:41.720]  可以直接進入他的王宮
[00:07:41.720 --> 00:07:44.440]  跟他說心底話
[00:07:44.440 --> 00:07:48.200]  你做這件事
[00:07:48.200 --> 00:07:50.640]  不喜悅
[00:07:50.640 --> 00:07:54.800]  大衛立刻不會去委過於人
[00:07:54.800 --> 00:07:59.080]  大衛立即向這位先知說
[00:07:59.080 --> 00:08:01.360]  我得罪神了
[00:08:01.360 --> 00:08:04.080]  我應該怎樣做呢?
[00:08:04.080 --> 00:08:08.200]  所以你想想在短短的幾節
[00:08:08.200 --> 00:08:12.400]  將他內心的世界剖白出來
[00:08:12.400 --> 00:08:15.400]  來去願意面對自己
[00:08:15.400 --> 00:08:20.840]  和現在能夠站在一個光明、乾淨、穩健的地方
[00:08:20.840 --> 00:08:23.160]  不是因為他的國力
[00:08:23.160 --> 00:08:25.840]  不是因為他國家的財富
[00:08:25.840 --> 00:08:29.480]  不是因為他的智慧、超群
[00:08:29.480 --> 00:08:32.760]  是因為神的提拔
[00:08:32.760 --> 00:08:38.040]  是因為神在他的生命裏面的光照
[00:08:38.040 --> 00:08:40.400]  他看到自己在淤泥
[00:08:40.400 --> 00:08:42.760]  在無助裏面
[00:08:42.760 --> 00:08:47.640]  你有沒有跌過在泥潭裏面呢?
[00:08:47.640 --> 00:08:49.920]  如果真的有些浮沙
[00:08:49.920 --> 00:08:52.160]  是四處無緩的
[00:08:52.160 --> 00:08:54.520]  有人將你拉上來
[00:08:54.520 --> 00:08:57.440]  你就感覺到那個拯救
[00:08:57.440 --> 00:09:00.800]  大衛現在不是一個初信的時候
[00:09:00.800 --> 00:09:06.520]  是在他做王之後的晚年
[00:09:06.520 --> 00:09:08.720]  更重要更寶貴
[00:09:08.720 --> 00:09:12.120]  就是他那個具體的行動
[00:09:12.120 --> 00:09:13.640]  就是他發現
[00:09:13.640 --> 00:09:17.040]  原來人最深、最高的價值
[00:09:17.040 --> 00:09:20.960]  就是第五、第六、第七節
[00:09:20.960 --> 00:09:24.040]  耶和華說:我的神啊
[00:09:24.040 --> 00:09:26.280]  你所行的歧視
[00:09:26.280 --> 00:09:29.600]  和你向我們所設計的計劃
[00:09:29.600 --> 00:09:32.120]  或者意念一舊的畫本
[00:09:32.120 --> 00:09:34.800]  多到不能盡述
[00:09:34.800 --> 00:09:36.400]  如果要數
[00:09:36.400 --> 00:09:37.800]  根本沒得數
[00:09:37.800 --> 00:09:39.920]  就是說原來你在我的生命裏面
[00:09:39.920 --> 00:09:41.680]  種種的設計
[00:09:41.680 --> 00:09:46.320]  我的人生不同的走向軌跡
[00:09:46.320 --> 00:09:50.520]  原來都在你的計劃裏面
[00:09:50.520 --> 00:09:53.440]  原來大衛自己的過失
[00:09:53.440 --> 00:09:56.040]  都是在神的知道裏面
[00:09:56.040 --> 00:09:57.880]  而讓他跌倒
[00:09:57.880 --> 00:10:01.440]  使他的生命更加的明白
[00:10:01.440 --> 00:10:04.200]  神救恩的挽回
[00:10:04.200 --> 00:10:05.320]  接著
[00:10:05.320 --> 00:10:07.720]  他講了一個很重要
[00:10:07.720 --> 00:10:10.440]  人生最寶貴的地方
[00:10:10.440 --> 00:10:12.840]  就是第六、第七節
[00:10:12.840 --> 00:10:14.800]  祭物和禮物
[00:10:14.800 --> 00:10:17.120]  你不起愛
[00:10:17.120 --> 00:10:18.840]  你已經讓我知道了
[00:10:18.840 --> 00:10:20.680]  開通了我的耳朵
[00:10:20.680 --> 00:10:22.800]  就是說我明白了
[00:10:22.800 --> 00:10:27.800]  凡祭和贖罪祭非你所要
[00:10:27.800 --> 00:10:30.560]  這些有些典故
[00:10:30.560 --> 00:10:32.840]  大家有沒有印象
[00:10:32.840 --> 00:10:35.040]  撒姆爾這一位先知
[00:10:35.040 --> 00:10:37.440]  奉神的差遣
[00:10:37.440 --> 00:10:40.400]  去到耶西的家
[00:10:40.400 --> 00:10:44.200]  來去告立第八個最小的兒子
[00:10:44.200 --> 00:10:47.440]  當時他在野外牧羊
[00:10:47.440 --> 00:10:51.320]  他的哥哥全部去到撒姆爾的面前
[00:10:51.320 --> 00:10:55.880]  撒姆爾說這不是神的受告者
[00:10:55.880 --> 00:10:58.760]  後來輾轉就告立了大衛
[00:10:58.760 --> 00:11:02.120]  接著同一時間那個鏡頭
[00:11:02.120 --> 00:11:03.960]  十六章開始之後
[00:11:03.960 --> 00:11:08.760]  就記載蘇勞的瘋癲
[00:11:08.760 --> 00:11:10.920]  因為他內心裡面
[00:11:10.920 --> 00:11:13.360]  有一個對神的背影
[00:11:13.360 --> 00:11:16.040]  有兩件重大令他永不
[00:11:16.040 --> 00:11:21.800]  不能夠再回頭的重大過失
[00:11:21.800 --> 00:11:23.520]  其中一件就是
[00:11:23.520 --> 00:11:28.600]  他留下當時
[00:11:28.600 --> 00:11:31.760]  菲利士的一個王阿吉
[00:11:31.760 --> 00:11:33.400]  不忍心殺他
[00:11:33.400 --> 00:11:36.880]  他要那些上好的牛羊
[00:11:36.880 --> 00:11:39.960]  準備獻祭給神
[00:11:39.960 --> 00:11:42.600]  但是撒姆爾就告訴他
[00:11:42.600 --> 00:11:44.800]  聽從神的命令
[00:11:44.800 --> 00:11:49.320]  勝過這些牛羊的祭
[00:11:49.320 --> 00:11:54.320]  所以作者大衛這一位的詩人
[00:11:54.320 --> 00:11:58.280]  他明白一件很重要的事
[00:11:58.280 --> 00:11:59.440]  他作為王
[00:11:59.440 --> 00:12:03.680]  隨時可以獻很多很多的祭神
[00:12:03.680 --> 00:12:06.560]  他說真正神喜悅的
[00:12:06.560 --> 00:12:08.960]  不是按照律法頒佈的
[00:12:08.960 --> 00:12:11.240]  每年猶太人的獻祭
[00:12:11.240 --> 00:12:12.960]  獻這些祭物
[00:12:12.960 --> 00:12:16.480]  而是一個聽從神話語的
[00:12:16.480 --> 00:12:18.800]  一個人的心靈
[00:12:18.800 --> 00:12:20.080]  第七節
[00:12:20.080 --> 00:12:21.480]  那時我說
[00:12:21.480 --> 00:12:23.320]  看啊我來了
[00:12:23.320 --> 00:12:27.520]  我的事在經卷上已經記載了
[00:12:27.520 --> 00:12:30.600]  有時其實我們都不是很知道這句聖經
[00:12:30.600 --> 00:12:32.400]  為什麼要和上下文
[00:12:32.400 --> 00:12:33.480]  突然之間說
[00:12:33.480 --> 00:12:35.000]  我來了
[00:12:35.000 --> 00:12:38.760]  我的事在經卷上已經記載了
[00:12:38.760 --> 00:12:41.280]  就是說他將他自己
[00:12:41.280 --> 00:12:43.320]  要怎樣去做
[00:12:43.320 --> 00:12:47.440]  是根據神的舊約的律法書
[00:12:47.440 --> 00:12:50.480]  即是利未記教怎樣獻祭
[00:12:50.480 --> 00:12:53.320]  這是什麼意思呢
[00:12:53.320 --> 00:12:56.320]  當然大衛就沒試過
[00:12:56.320 --> 00:12:59.920]  蘇羅試過
[00:12:59.920 --> 00:13:02.600]  菲利士人來到去攻打
[00:13:02.600 --> 00:13:04.640]  他等撒姆爾
[00:13:04.640 --> 00:13:08.560]  等不及自己獻祭
[00:13:08.560 --> 00:13:11.120]  命令那些祭司立即獻祭
[00:13:11.120 --> 00:13:12.600]  其實不是他獻祭
[00:13:12.600 --> 00:13:15.160]  是他命令祭司立即要獻祭
[00:13:15.160 --> 00:13:17.400]  不要等撒姆爾來了
[00:13:17.400 --> 00:13:19.120]  就是說不根據
[00:13:19.120 --> 00:13:21.560]  先知撒姆爾的命令
[00:13:21.560 --> 00:13:25.800]  來去違反神的旨意時間
[00:13:25.800 --> 00:13:27.800]  即是說當時的蘇羅
[00:13:27.800 --> 00:13:29.280]  已經去到一個
[00:13:29.280 --> 00:13:33.000]  完全目中無人的這樣的情況
[00:13:33.000 --> 00:13:36.000]  因為為了那個安危國家
[00:13:36.000 --> 00:13:39.760]  就做出一些違反了神的旨意的事
[00:13:39.760 --> 00:13:43.000]  所以大衛在這裡大概的意思就是說
[00:13:43.000 --> 00:13:44.040]  我來了
[00:13:44.040 --> 00:13:48.800]  我所做的事是要根據經卷上所記載的
[00:13:48.800 --> 00:13:51.400]  我們以為是這樣解釋
[00:13:51.400 --> 00:13:52.880]  但原來新約的作者說
[00:13:52.880 --> 00:13:55.400]  不是這樣解釋這麼簡單
[00:13:55.400 --> 00:13:57.760]  是在說主耶穌
[00:13:57.760 --> 00:13:59.280]  第八節
[00:13:59.280 --> 00:14:01.200]  我的神啊
[00:14:01.200 --> 00:14:04.440]  我樂意照祢的旨意行
[00:14:04.440 --> 00:14:08.120]  祢的律法在我的心裡
[00:14:08.120 --> 00:14:10.200]  這句我們就明白了
[00:14:10.200 --> 00:14:15.360]  大衛在這個時候發現自己最高的價值
[00:14:15.360 --> 00:14:19.240]  就是他要走在神的律法底下
[00:14:19.240 --> 00:14:25.120]  而且神的律法是他願意來遵行的
[00:14:25.120 --> 00:14:27.040]  很難得
[00:14:27.040 --> 00:14:28.600]  一個有權
[00:14:28.600 --> 00:14:30.040]  有位
[00:14:30.040 --> 00:14:31.960]  有智慧
[00:14:31.960 --> 00:14:36.840]  也有這麼多聰明的一個大衛王
[00:14:36.840 --> 00:14:40.600]  一隻手指尾就可以殺光很多人
[00:14:40.600 --> 00:14:43.000]  但在他的內心裡面
[00:14:43.000 --> 00:14:46.800]  居然根據《生命記》十八章的說法
[00:14:46.800 --> 00:14:52.400]  君王要抄一本律法書平生的重讀
[00:14:52.400 --> 00:14:54.400]  重讀到一個地步就是
[00:14:54.400 --> 00:14:57.440]  神的律法在我的心裡
[00:14:57.440 --> 00:15:00.720]  就是說你講聖經的真理我就行的了
[00:15:00.720 --> 00:15:03.000]  先知你叫我這樣做我就做的了
[00:15:03.000 --> 00:15:05.160]  我不會五逆的
[00:15:05.160 --> 00:15:08.320]  一個君王
[00:15:08.320 --> 00:15:12.640]  一句話就可以改變整個國家的命運
[00:15:12.640 --> 00:15:16.880]  他可以聽先知和聖經的話語
[00:15:16.880 --> 00:15:20.040]  律法就在我的心裡
[00:15:20.040 --> 00:15:22.200]  不要忘記上文說的就是
[00:15:22.200 --> 00:15:25.240]  他深深明白自己是一個罪人
[00:15:25.240 --> 00:15:26.880]  在神眼中
[00:15:26.880 --> 00:15:32.840]  其實是掉進淤泥坑裡的一個無助的罪人
[00:15:32.840 --> 00:15:34.960]  神現在將我提拔
[00:15:34.960 --> 00:15:40.240]  所以他發現自己最高的價值就是行神的律法
[00:15:40.240 --> 00:15:43.600]  有一個這樣的例子跟大家分享一下
[00:15:43.600 --> 00:15:46.200]  偶然間看到很有趣
[00:15:46.200 --> 00:15:50.440]  在台灣的南投一些很窮的地方
[00:15:50.440 --> 00:15:53.640]  有一家賣文具的店舖
[00:15:53.640 --> 00:15:56.400]  老闆叫陳南福
[00:15:56.400 --> 00:16:01.720]  有一次有一個小朋友偷了一支原子筆
[00:16:01.720 --> 00:16:04.080]  他就叫小朋友不要偷
[00:16:04.080 --> 00:16:05.240]  我送給你
[00:16:05.240 --> 00:16:07.840]  你要長進讀書
[00:16:07.840 --> 00:16:10.600]  過了三十年之後
[00:16:10.600 --> 00:16:13.400]  這個小朋友已經成為了一個博士
[00:16:13.400 --> 00:16:16.720]  寫信給這位陳先生
[00:16:16.720 --> 00:16:17.960]  這個老闆
[00:16:17.960 --> 00:16:20.400]  多謝他當年沒有告發他
[00:16:20.400 --> 00:16:21.760]  告警抓他
[00:16:21.760 --> 00:16:23.680]  他現在成為一個博士
[00:16:23.680 --> 00:16:25.960]  多謝他當年這樣幫助
[00:16:25.960 --> 00:16:28.240]  這件事就被他的兒子
[00:16:28.240 --> 00:16:29.720]  這個老闆的兒子
[00:16:29.720 --> 00:16:31.480]  叫陳百三
[00:16:31.480 --> 00:16:33.760]  就看在眼裡
[00:16:33.760 --> 00:16:36.280]  又真的原來一些窮的地方
[00:16:36.280 --> 00:16:39.120]  小朋友抵受不住那些誘惑
[00:16:39.120 --> 00:16:41.000]  有時候偷那些密盒
[00:16:41.000 --> 00:16:43.400]  有時候偷那些原子筆
[00:16:43.400 --> 00:16:46.280]  有時候就會過了一段時間
[00:16:46.280 --> 00:16:49.320]  這位年輕的老闆陳先生
[00:16:49.320 --> 00:16:51.440]  就會收到一些悔過書
[00:16:51.440 --> 00:16:53.240]  就說我小時候
[00:16:53.240 --> 00:16:55.440]  偷了你們店舖的密盒
[00:16:55.440 --> 00:16:57.800]  現在我有些很少的錢
[00:16:57.800 --> 00:16:59.720]  大概一百元台幣
[00:16:59.720 --> 00:17:02.080]  就歸還給店舖
[00:17:02.080 --> 00:17:04.880]  這樣來寫悔過書
[00:17:04.880 --> 00:17:07.320]  原來不同的人
[00:17:07.320 --> 00:17:08.920]  他說我過了這麼多年
[00:17:08.920 --> 00:17:10.160]  長大之後
[00:17:10.160 --> 00:17:12.160]  那件事我做過的
[00:17:12.160 --> 00:17:15.000]  在我的良心裡面有很多的虧欠
[00:17:15.000 --> 00:17:17.720]  所以我決心寫這個悔過書
[00:17:17.720 --> 00:17:20.160]  來給店舖
[00:17:20.160 --> 00:17:22.400]  很有趣的一件事
[00:17:22.400 --> 00:17:26.120]  人的心靈能夠對自己有一種自知
[00:17:26.120 --> 00:17:29.440]  是很寶貴的
[00:17:29.440 --> 00:17:31.840]  大衛這篇詩篇
[00:17:31.840 --> 00:17:34.960]  他對神發出的重讚
[00:17:34.960 --> 00:17:37.560]  和他的生命的軌跡
[00:17:37.560 --> 00:17:39.680]  什麼是去到最高峰呢
[00:17:39.680 --> 00:17:41.680]  他不是看他的國家
[00:17:41.680 --> 00:17:45.360]  輕盛、強大、富有
[00:17:45.360 --> 00:17:48.520]  的確他為自己的兒子將來建造聖殿
[00:17:48.520 --> 00:17:52.280]  預備很多很多的材料
[00:17:52.280 --> 00:17:56.280]  他說他自己就好像一個濟生
[00:17:56.280 --> 00:18:00.480]  願意照神的旨意去走
[00:18:00.480 --> 00:18:03.600]  一個這麼多罪的大衛
[00:18:03.600 --> 00:18:06.040]  他的人生他覺得最美麗
[00:18:06.040 --> 00:18:08.000]  能夠發出新歌
[00:18:08.000 --> 00:18:09.840]  對神重讚
[00:18:09.840 --> 00:18:11.480]  就是他深深明白
[00:18:11.480 --> 00:18:14.520]  他需要倚靠耶和華
[00:18:14.520 --> 00:18:18.000]  不過這段聖經更寶貴的地方
[00:18:18.000 --> 00:18:19.640]  就是希伯來書說
[00:18:19.640 --> 00:18:21.280]  我們的主耶穌
[00:18:21.280 --> 00:18:23.120]  來這個世界
[00:18:23.120 --> 00:18:29.400]  他自己親自引述40章的第5、6、7節
[00:18:29.400 --> 00:18:33.040]  提到自己就是最完美的濟生
[00:18:33.040 --> 00:18:35.600]  所以值得我們今天來上一上
[00:18:35.600 --> 00:18:39.480]  和大家看看希伯來書的第10章
[00:18:39.480 --> 00:18:42.160]  第10章其實是一個總結
[00:18:42.160 --> 00:18:44.360]  是由第7章一直說
[00:18:44.360 --> 00:18:46.800]  主耶穌是那個完美
[00:18:46.800 --> 00:18:52.120]  比舊約任何的濟生都要完美的濟物
[00:18:52.120 --> 00:18:56.880]  和他自己就是那個濟師獻上自己
[00:18:56.880 --> 00:19:00.680]  第10章其中我們由第一節讀起
[00:19:00.680 --> 00:19:03.280]  去到第8節
[00:19:03.280 --> 00:19:08.320]  既然律法只不過是未來美好事物的影子
[00:19:08.320 --> 00:19:11.720]  是說舊約摩西的獻祭的律法
[00:19:11.720 --> 00:19:14.480]  不是本體的真相
[00:19:14.480 --> 00:19:19.360]  就不能夠藉著每年常獻一樣的祭物
[00:19:19.360 --> 00:19:21.640]  因為他們有一個贖罪日
[00:19:21.640 --> 00:19:25.280]  是每年的7月初10日
[00:19:25.280 --> 00:19:27.520]  就是猶太人的贖罪日
[00:19:27.520 --> 00:19:29.640]  全年最重要的
[00:19:29.640 --> 00:19:34.600]  大濟師是可以去到至聖所彈血7次的
[00:19:34.600 --> 00:19:39.040]  為全個民族全年的罪可以獻上
[00:19:39.040 --> 00:19:40.760]  贖他們的罪
[00:19:40.760 --> 00:19:43.760]  現在新約的作者希伯來書的作者
[00:19:43.760 --> 00:19:46.480]  是要定性基督教的救恩
[00:19:46.480 --> 00:19:49.160]  和猶太教是完全不相同的
[00:19:49.160 --> 00:19:51.320]  沒錯是從猶太教出來
[00:19:51.320 --> 00:19:55.240]  但是耶穌基督才是真真正正
[00:19:55.240 --> 00:19:58.040]  神的美好的濟物
[00:19:58.040 --> 00:20:02.880]  和神要定的永恆的救贖的旨意
[00:20:02.880 --> 00:20:04.880]  再讀下去你就會看到
[00:20:04.880 --> 00:20:07.400]  作者作了一個很重要的總結
[00:20:07.400 --> 00:20:08.640]  第二節
[00:20:08.640 --> 00:20:10.120]  若不然
[00:20:10.120 --> 00:20:13.760]  獻祭的事豈不早已停止了嗎?
[00:20:13.760 --> 00:20:17.960]  因為敬拜的人僅此一次獻祭結證
[00:20:17.960 --> 00:20:21.320]  良心就不再覺得有罪了
[00:20:21.320 --> 00:20:25.320]  但是這些祭物使人每年
[00:20:25.320 --> 00:20:26.680]  就是贖罪日
[00:20:26.680 --> 00:20:28.480]  都想起罪來
[00:20:28.480 --> 00:20:31.360]  因為公牛和山羊的血
[00:20:31.360 --> 00:20:33.160]  不能夠除罪
[00:20:33.160 --> 00:20:36.520]  所以基督到世上來的時候
[00:20:36.520 --> 00:20:37.560]  就說:
[00:20:37.560 --> 00:20:41.320]  「濟物和禮物不是你所要的
[00:20:41.320 --> 00:20:44.240]  但你曾給我預備了身體
[00:20:44.240 --> 00:20:48.080]  飯祭和贖罪祭是你不喜歡的
[00:20:48.080 --> 00:20:49.880]  那時我說:
[00:20:49.880 --> 00:20:52.280]  看啊!我來了
[00:20:52.280 --> 00:20:57.120]  我的事在經卷上已經記載了
[00:20:57.120 --> 00:21:02.240]  神啊!我來為要照你的旨而行」
[00:21:02.240 --> 00:21:03.840]  第八節
[00:21:03.840 --> 00:21:05.280]  「以上說:
[00:21:05.280 --> 00:21:07.440]  濟物和禮物
[00:21:07.440 --> 00:21:10.680]  以及飯祭和贖罪祭
[00:21:10.680 --> 00:21:12.640]  不是你所要的
[00:21:12.640 --> 00:21:14.840]  也不是你喜歡的
[00:21:14.840 --> 00:21:19.240]  這都是按著律法來獻的」
[00:21:19.240 --> 00:21:20.520]  第九節
[00:21:20.520 --> 00:21:21.760]  「他接著說」
[00:21:21.760 --> 00:21:26.920]  「他」就是指作者所要告訴我們的耶穌基督
[00:21:26.920 --> 00:21:28.320]  「他接著說:
[00:21:28.320 --> 00:21:30.200]  看啊!我來了
[00:21:30.200 --> 00:21:32.480]  為要照你的旨而行
[00:21:32.480 --> 00:21:35.400]  可見他除去在先」
[00:21:35.400 --> 00:21:39.440]  「在先」就是說舊約的憲制的系統
[00:21:39.440 --> 00:21:45.440]  人可以每年得到神的赦免的憲制
[00:21:45.440 --> 00:21:47.640]  或者平常百姓
[00:21:47.640 --> 00:21:49.640]  去到回眸
[00:21:49.640 --> 00:21:54.800]  由祭司幫他去解決的贖罪祭、贖獻祭等等
[00:21:54.800 --> 00:21:57.360]  「可見他除去在先
[00:21:57.360 --> 00:22:00.000]  為要立定在後」
[00:22:00.000 --> 00:22:01.920]  留意第十節
[00:22:01.920 --> 00:22:08.640]  作者一除定音的一個很重要的根基宣告
[00:22:08.640 --> 00:22:11.760]  「我們憑著者旨意
[00:22:11.760 --> 00:22:13.880]  藉著耶穌基督
[00:22:13.880 --> 00:22:17.320]  僅一次獻上他的身體
[00:22:17.320 --> 00:22:19.720]  就得以成聖」
