
[00:00:00.000 --> 00:00:03.400]  各位錦繡堂的弟兄姊妹 大家好
[00:07:21.560 --> 00:07:24.200]  和葬同復活的過程
[00:07:24.200 --> 00:07:26.600]  代表基督徒要完完全全經歷
[00:07:26.600 --> 00:07:28.880]  耶穌基督的死和復活
[00:07:28.880 --> 00:07:32.560]  這樣和那個杯的理解是非常相似
[00:07:32.560 --> 00:07:36.120]  總括來說 我們剛才領受了聖餐
[00:07:36.120 --> 00:07:39.480]  我們每個人都分享了這個杯
[00:07:39.480 --> 00:07:43.720]  我們每一個進入這個信仰當中
[00:07:43.720 --> 00:07:48.520]  我們人生也會領受一次的洗禮
[00:07:48.520 --> 00:07:51.640]  我們每個人都分享了主的洗
[00:07:51.640 --> 00:07:54.000]  既然我們都分享了主的餅
[00:07:54.000 --> 00:07:55.840]  主的杯 主的洗
[00:07:55.840 --> 00:07:59.600]  其實我們也分享了耶穌基督的死亡和復活
[00:07:59.600 --> 00:08:02.360]  與基督同死同復活
[00:08:02.360 --> 00:08:05.760]  或活或死總是主的人
[00:08:05.760 --> 00:08:08.360]  這樣的人 每一個人
[00:08:08.360 --> 00:08:15.400]  都有資格坐在上帝為我們預備的寶座上
[00:08:15.400 --> 00:08:19.440]  你在家裡聽到這個直播
[00:08:19.440 --> 00:08:22.400]  你明白你榮耀的未來
[00:08:22.400 --> 00:08:25.320]  有一個寶座是預備給你的
[00:08:25.320 --> 00:08:28.880]  因為你分享了主的杯和主的洗
[00:08:28.880 --> 00:08:32.600]  最後 經文告訴我們一件事
[00:08:32.600 --> 00:08:35.360]  就是「不是我可以辭的」
[00:08:35.360 --> 00:08:40.080]  來回應「坐在右邊和左邊」這個要求
[00:08:40.080 --> 00:08:44.080]  說明寶座是會給你的
[00:08:44.080 --> 00:08:50.720]  但是寶座的位置完全是天賦主權的範圍
[00:08:50.720 --> 00:08:52.560]  原來一個人的位置
[00:08:52.560 --> 00:08:57.120]  不是一個人的努力甚至祈求能夠獲取
[00:08:57.120 --> 00:09:00.680]  位置本身是神的主權範圍
[00:09:00.680 --> 00:09:03.960]  在神榮耀裡面 各人都有位置
[00:09:03.960 --> 00:09:06.240]  而位置是神所賜
[00:09:06.240 --> 00:09:10.080]  而最有趣的是祂祈求一個人坐在右邊
[00:09:10.080 --> 00:09:11.680]  一個人坐在左邊
[00:09:11.680 --> 00:09:14.360]  我們翻查整本新約聖經
[00:09:14.360 --> 00:09:18.320]  一個人坐在左邊 一個人坐在右邊的希臘民
[00:09:18.320 --> 00:09:21.720]  究竟在哪裡出現的時候
[00:09:21.720 --> 00:09:25.240]  你就可以發現原來在這裡出現
[00:09:25.240 --> 00:09:27.480]  也就是說兩個人的強度
[00:09:27.480 --> 00:09:30.000]  一個釘在耶穌的左邊
[00:09:30.000 --> 00:09:33.000]  一個釘在耶穌的右邊
[00:09:33.000 --> 00:09:36.240]  所以難怪耶穌的回應是說
[00:09:36.240 --> 00:09:39.840]  雅各和約翰根本不知道
[00:09:39.840 --> 00:09:45.520]  自己所祈求的到底是什麼
[00:09:45.520 --> 00:09:48.520]  我也好像略略提過
[00:09:48.520 --> 00:09:51.160]  我剛剛放完安息年
[00:09:51.160 --> 00:09:56.640]  我也挺享受安息年的生活的
[00:09:56.640 --> 00:10:03.400]  大家知道我不是很多人有的習慣和嗜好
[00:10:03.400 --> 00:10:06.200]  那個嗜好就是我很喜歡寫書
[00:10:06.200 --> 00:10:10.200]  這是我非常喜歡
[00:10:10.200 --> 00:10:14.640]  還有喜歡到一個地步會沉迷的一件事
[00:10:14.640 --> 00:10:17.080]  所以安息年對我來說就很開心
[00:10:17.080 --> 00:10:18.640]  我講一下我每天的生活
[00:10:18.640 --> 00:10:21.560]  我的生活就是一起床就吃早餐
[00:10:21.560 --> 00:10:24.360]  吃完早餐就打開電腦去寫書
[00:10:24.360 --> 00:10:30.360]  和看很多的研究和一些希伯來文的聖經
[00:10:30.360 --> 00:10:32.560]  然後到了中午12點就和老婆說
[00:10:32.560 --> 00:10:34.240]  我們快點下去吃東西吧
[00:10:34.240 --> 00:10:36.080]  我怕沒有位置
[00:10:36.080 --> 00:10:39.440]  就下去我家住友愛村的附近
[00:10:39.440 --> 00:10:41.000]  就下去吃東西
[00:10:41.000 --> 00:10:42.880]  吃完東西就一起去
[00:10:42.880 --> 00:10:45.640]  兩夫妻就去友愛街市買菜
[00:10:45.640 --> 00:10:48.000]  買完菜回來一抽二扔
[00:10:48.000 --> 00:10:49.720]  又或者推著車子
[00:10:49.720 --> 00:10:52.960]  就回到家大約2點多
[00:10:52.960 --> 00:10:57.760]  我又打開電腦不停地寫書
[00:10:57.760 --> 00:11:01.600]  寫著寫著就到了下午5點
[00:11:01.600 --> 00:11:03.400]  我就開始下去跑步了
[00:11:03.400 --> 00:11:05.120]  通常那一段時間
[00:11:05.120 --> 00:11:07.520]  每天都是跑12km左右
[00:11:07.520 --> 00:11:09.200]  不停地跑
[00:11:09.200 --> 00:11:12.800]  跑完之後回來洗個澡就說有晚飯吃了
[00:11:12.800 --> 00:11:14.800]  老婆已經煮好了
[00:11:14.800 --> 00:11:17.040]  吃完因為疫情的緣故
[00:11:17.040 --> 00:11:19.320]  我們家裡就沒有什麼地方去
[00:11:19.320 --> 00:11:22.080]  我女兒那段時間就天天都在家裡
[00:11:22.080 --> 00:11:25.120]  所以我們就訂了Netflix去看
[00:11:25.120 --> 00:11:28.640]  打開Netflix所有的韓劇都看過了
[00:11:28.640 --> 00:11:31.840]  《愛的迫降》那些全部都看過了
[00:11:31.840 --> 00:11:34.240]  看完之後就和我女兒做Debriefing
[00:11:34.240 --> 00:11:37.040]  你覺得怎樣這些愛情觀
[00:11:37.040 --> 00:11:40.200]  都挺享受的
[00:11:40.200 --> 00:11:42.640]  不用再需要教書
[00:11:42.640 --> 00:11:45.280]  不需要有任何行政的崗位
[00:11:45.280 --> 00:11:48.800]  不需要處理很多團隊的侍奉
[00:11:48.800 --> 00:11:51.000]  需要配搭的事情
[00:11:51.000 --> 00:11:54.360]  總是覺得沒有了很多身份
[00:11:54.360 --> 00:11:57.560]  沒有了很多你的角色在當中
[00:11:57.560 --> 00:12:00.240]  但是給你的感覺是什麼
[00:12:00.240 --> 00:12:03.960]  給你的感覺就是隨時都能夠被人取締
[00:12:03.960 --> 00:12:05.360]  這個就是感覺
[00:12:05.360 --> 00:12:08.280]  因為你明白原來安息年
[00:12:08.280 --> 00:12:10.560]  原來見到神學院沒有你都可以
[00:12:10.560 --> 00:12:11.680]  可以繼續運作
[00:12:11.680 --> 00:12:13.040]  這件事很恐怖
[00:12:13.040 --> 00:12:14.760]  他沒有你都可以
[00:12:14.760 --> 00:12:16.360]  還有你會發現
[00:12:16.360 --> 00:12:19.880]  就算有些教會不請你去港島
[00:12:19.880 --> 00:12:21.720]  那間教會繼續都在崇拜
[00:12:21.720 --> 00:12:25.120]  繼續那個福音都在擴展
[00:12:25.120 --> 00:12:27.000]  其實隨時能夠被人取締
[00:12:27.000 --> 00:12:29.560]  那個感覺是很強烈的
[00:12:29.560 --> 00:12:33.000]  第二個感覺就是打回原形的感覺
[00:12:33.000 --> 00:12:34.680]  打回原形就是
[00:12:34.680 --> 00:12:38.280]  你不再做什麼的職銜了
[00:12:38.280 --> 00:12:40.800]  你只不過是一個某人的丈夫
[00:12:40.800 --> 00:12:42.360]  某人的爸爸
[00:12:42.360 --> 00:12:46.520]  好像一個很普通的人的一個這樣
[00:12:46.520 --> 00:12:51.360]  原來你發現你的生命有一個不能被奪去的位置在當中
[00:12:51.360 --> 00:12:53.040]  我還記得有一次
[00:12:53.040 --> 00:12:55.560]  我和我老婆一起買菜
[00:12:55.560 --> 00:13:00.480]  當時我就穿著背心、短褲和涼鞋
[00:13:00.480 --> 00:13:03.360]  在友愛村出沒
[00:13:03.360 --> 00:13:06.240]  我老婆就因為她要見案件
[00:13:06.240 --> 00:13:07.880]  她要和人做輔導
[00:13:07.880 --> 00:13:11.960]  所以我就一支弓就拿著菜回家
[00:13:11.960 --> 00:13:17.480]  原來我發現見到的校友是十八區都有的
[00:13:17.480 --> 00:13:20.960]  我適逢在友愛村那裡就遇到一個
[00:13:20.960 --> 00:13:23.320]  我以前的學生
[00:13:23.320 --> 00:13:25.720]  現在他已經做了南傳道了
[00:13:25.720 --> 00:13:27.240]  就是在某間教會
[00:13:27.240 --> 00:13:29.280]  他說你是高sir來的
[00:13:29.280 --> 00:13:30.120]  我說是的
[00:13:30.120 --> 00:13:31.320]  原來你是這樣的
[00:13:31.320 --> 00:13:35.440]  因為他看到我背心、短褲、涼鞋那些
[00:13:35.440 --> 00:13:39.920]  他就拼命拿著相機不停地幫我拍照
[00:13:39.920 --> 00:13:42.600]  然後又和我自拍、打卡
[00:13:42.600 --> 00:13:45.560]  我就警告他千萬不要放上網
[00:13:45.560 --> 00:13:48.080]  大家就很開心地在那裡聊
[00:13:48.080 --> 00:13:51.520]  今晚吃什麼菜、買什麼魚、買什麼菜
[00:13:51.520 --> 00:13:54.000]  煮什麼排骨那些
[00:13:54.000 --> 00:13:54.960]  很開心地聊
[00:13:54.960 --> 00:13:56.760]  我發覺原來聊這些東西
[00:13:56.760 --> 00:14:00.080]  比聊希伯來文還要開心
[00:14:00.080 --> 00:14:02.880]  所以一個打回原形的狀態
[00:14:02.880 --> 00:14:04.400]  是我安息年
[00:14:04.400 --> 00:14:07.840]  原來我的原形告訴大家不是穿成這樣
[00:14:07.840 --> 00:14:11.720]  我的原形是背心、短褲、涼鞋
[00:14:11.720 --> 00:14:13.440]  這就是我的原形
[00:14:13.440 --> 00:14:16.520]  就是就算你沒有了那些跡象
[00:14:16.520 --> 00:14:20.360]  世俗所定義的地位高低
[00:14:20.360 --> 00:14:24.840]  原來你的生命的位置都不能被奪去
[00:14:24.840 --> 00:14:28.560]  包括你在神心目當中的位置
[00:14:28.560 --> 00:14:30.520]  太太心目當中的位置
[00:14:30.520 --> 00:14:33.000]  女兒心目當中的位置
[00:14:33.000 --> 00:14:40.800]  以及在神的榮耀的未來當中的位置
[00:14:40.800 --> 00:14:42.920]  都不能被奪去
[00:14:42.920 --> 00:14:48.040]  全因為我們分享了主的杯和主的洗
[00:14:48.040 --> 00:14:51.680]  這個位置沒有分地位高低
[00:14:51.680 --> 00:14:53.880]  是一個人的身份所在
[00:14:53.880 --> 00:14:58.520]  但是人對這個基本的位置是不滿足
[00:14:58.520 --> 00:15:01.640]  偏要為不同的位置分門別類
[00:15:01.640 --> 00:15:06.800]  然後將我們心目當中的地位高低的觀念和慾望
[00:15:06.800 --> 00:15:11.880]  放在本來單純和欣點的位置裡
[00:15:11.880 --> 00:15:14.320]  將這個永恆高貴的位置
[00:15:14.320 --> 00:15:18.200]  賤賣給世俗的地位和身份
[00:15:18.200 --> 00:15:20.320]  耶穌的回應就是
[00:15:20.320 --> 00:15:23.720]  「不是我可以持的」
[00:15:23.720 --> 00:15:28.240]  耶穌完全否定雅各和約翰的慾求
[00:15:28.240 --> 00:15:30.840]  也否定我們的慾求
[00:15:30.840 --> 00:15:33.080]  將我們打回原形
[00:15:33.080 --> 00:15:35.160]  「不是我可以持的」
[00:15:35.160 --> 00:15:39.880]  說明了那個位置的單純和欣點
[00:15:39.880 --> 00:15:44.560]  這是第一個筆跟大家分享的
[00:15:44.560 --> 00:15:50.000]  第二個筆就是來自41-44節的經文
[00:15:50.000 --> 00:15:52.880]  雅各和約翰對於耶穌的祈求
[00:15:52.880 --> 00:15:55.520]  引來其他十個門徒的憤怒
[00:15:55.520 --> 00:15:58.800]  耶穌藉這個機會作出更多的教導
[00:15:58.800 --> 00:16:04.240]  在教導當中,祂就指出兩種不同的領袖觀念
[00:16:04.240 --> 00:16:06.320]  第一種觀念就是
[00:16:06.320 --> 00:16:10.480]  「愛邦人有尊為君王的治理他們
[00:16:10.480 --> 00:16:15.560]  有大臣操權管束他們」這個概念
[00:16:15.560 --> 00:16:17.840]  在當時羅馬帝國的文化裡
[00:16:17.840 --> 00:16:22.160]  那些所謂的大臣其實就是治理人民的官長
[00:16:22.160 --> 00:16:25.800]  他們通常擁有讚美和特權
[00:16:25.800 --> 00:16:29.000]  來顯示他們權力的操控
[00:16:29.000 --> 00:16:31.000]  為了合乎自身的利益
[00:16:31.000 --> 00:16:33.200]  為了合乎自身的地位
[00:16:33.200 --> 00:16:39.720]  這就是當時世俗所定義的領袖
[00:16:39.720 --> 00:16:42.080]  跟雅各和約翰
[00:16:42.080 --> 00:16:47.120]  一個在右邊一個在左邊的思維非常貼近
[00:16:47.120 --> 00:16:52.440]  但是耶穌對世俗聖行的領袖工作
[00:16:52.440 --> 00:16:54.600]  作出根本的否定
[00:16:54.600 --> 00:16:59.520]  用「不是這樣」作出完全的否定
[00:16:59.520 --> 00:17:05.680]  並且指出有三個領袖的特徵
[00:17:05.680 --> 00:17:06.960]  第一個特徵
[00:17:06.960 --> 00:17:12.680]  原來有一個字眼在這段經文裡出現了三次
[00:17:12.680 --> 00:17:17.880]  那個字眼就是「在你們中間你見我括弧成三」
[00:17:17.880 --> 00:17:20.640]  你就明白原來出現了三次
[00:17:20.640 --> 00:17:27.040]  代表領袖並非礙於群體獨立和不設身的個體
[00:17:27.040 --> 00:17:34.960]  也不是抽離離開群體的格外官方明哲保身的人士
[00:17:34.960 --> 00:17:41.200]  而是在群體中間和群體一起共同承擔的人
[00:17:41.200 --> 00:17:43.760]  這是第一個特徵
[00:17:43.760 --> 00:17:46.880]  第二個特徵就是你們的用人
[00:17:46.880 --> 00:17:50.120]  這個領袖是完完全全為群體著想
[00:17:50.120 --> 00:17:53.880]  甚至用人是有一種叫做「從屬的關係」
[00:17:53.880 --> 00:17:57.160]  subordinate 從屬的關係
[00:17:57.160 --> 00:17:59.680]  他並非神的用人
[00:17:59.680 --> 00:18:01.600]  他是用你們的用人
[00:18:01.600 --> 00:18:04.760]  即是他好像那個級別更低
[00:18:04.760 --> 00:18:08.240]  就是群體中的用人
[00:18:08.240 --> 00:18:09.720]  並且有第三個特徵
[00:18:09.720 --> 00:18:13.480]  那個特徵更加厲害就是眾人的僕人
[00:18:13.480 --> 00:18:16.720]  僕人那個字其實是解作奴隸
[00:18:16.720 --> 00:18:20.960]  並且我們會發現他並非神的奴隸
[00:18:20.960 --> 00:18:24.320]  他原來是眾人的奴隸
[00:18:24.320 --> 00:18:27.800]  這樣就好像一個奴隸是沒有甚麼分別
[00:18:27.800 --> 00:18:29.720]  你會覺得非常吊詭
[00:18:29.720 --> 00:18:36.920]  一個領袖應該是非常威風的
[00:18:36.920 --> 00:18:39.880]  但是原來領袖竟然成為一個奴隸
[00:18:39.880 --> 00:18:41.800]  我想問一下大家
[00:18:41.800 --> 00:18:45.720]  有沒有人是從小到大那個「我的志願」呢
[00:18:45.720 --> 00:18:48.840]  寫那個「我的志願」是立志成為奴隸
[00:18:48.840 --> 00:18:53.240]  我們應該沒有人想著立志成為奴隸
[00:18:53.240 --> 00:18:57.160]  但是立志成為領袖就有很多
[00:18:57.160 --> 00:18:59.400]  但我們不會想著立志成為奴隸
[00:18:59.400 --> 00:19:04.320]  但是領袖和奴隸這兩個概念是格格不入
[00:19:04.320 --> 00:19:07.560]  但竟然耶穌基督將這兩樣東西放在一起
[00:19:07.560 --> 00:19:11.160]  是匪夷所思的一種這樣的概念
[00:19:11.160 --> 00:19:13.240]  怎樣理解呢
[00:19:13.240 --> 00:19:16.680]  就是因為我們記得在肥勒秘書那裡
[00:19:16.680 --> 00:19:21.240]  第二章的第六到第七節我們明白的
[00:19:21.240 --> 00:19:23.400]  就說到耶穌基督是怎樣的
[00:19:23.400 --> 00:19:26.040]  他就說「他本有神的形象
[00:19:26.040 --> 00:19:29.640]  不以自己與神同等為強奪的
[00:19:29.640 --> 00:19:35.880]  反倒虛己取了奴隸的形象」
[00:19:35.880 --> 00:19:40.400]  一個知名的學者F.F.Bruce有一個這樣的解釋
[00:19:40.400 --> 00:19:46.120]  他就說耶穌不是用奴隸的形象去交換上帝的形象
[00:19:46.120 --> 00:19:48.480]  不是將神的形象撕下
[00:19:48.480 --> 00:19:50.480]  然後穿上奴隸的形象
[00:19:50.480 --> 00:19:52.000]  他說不是
[00:19:52.000 --> 00:20:00.000]  他說奴隸而是在奴隸的形象當中顯出上帝的形象
[00:20:00.000 --> 00:20:01.520]  上帝就是上帝
[00:20:01.520 --> 00:20:02.800]  奴隸就是奴隸
[00:20:02.800 --> 00:20:04.360]  是奴隸就不是上帝
[00:20:04.360 --> 00:20:06.400]  是上帝就不是奴隸
[00:20:06.400 --> 00:20:10.280]  但是竟然你會發現肥勒秘書告訴你
[00:20:10.280 --> 00:20:14.320]  「越似奴隸就竟然越似上帝」
[00:20:14.320 --> 00:20:17.720]  這是匪夷所思的一件這樣的事情
[00:20:17.720 --> 00:20:20.680]  我們中國其實有些智慧
[00:20:20.680 --> 00:20:22.800]  我想也是講明了這個道理
[00:20:22.800 --> 00:20:26.600]  譬如如果你經歷一些倒水
[00:20:26.600 --> 00:20:30.240]  倒水如果越飽滿的話
[00:20:30.240 --> 00:20:33.200]  那條腰是會彎得更低
[00:20:33.200 --> 00:20:36.400]  如果那個竹子是越高的話
[00:20:36.400 --> 00:20:39.280]  那個竹尾是會彎得更低
[00:20:39.280 --> 00:20:41.560]  他的意思是告訴我們
[00:20:41.560 --> 00:20:43.760]  如果一個有質料的人
[00:20:43.760 --> 00:20:45.360]  即是有質量的人
[00:20:45.360 --> 00:20:47.160]  其實他是謙卑的
[00:20:47.160 --> 00:20:50.960]  又或者是一個像奴隸一樣謙卑
[00:20:50.960 --> 00:20:54.640]  我有一次去一間教會
[00:20:54.640 --> 00:20:55.840]  去到港島
[00:20:55.840 --> 00:20:58.920]  同樣地十八區都有見到校友
[00:20:58.920 --> 00:21:01.480]  那間教會也有見到校友
[00:21:01.480 --> 00:21:02.640]  他就走來跟我說
[00:21:02.640 --> 00:21:05.720]  「高sir 你知不知道我最恨哪些人?」
[00:21:05.720 --> 00:21:06.720]  我就跟他說
[00:21:06.720 --> 00:21:09.040]  我就怨文其詳
[00:21:09.040 --> 00:21:15.560]  他說我最恨那些高調無聊人
[00:21:15.560 --> 00:21:16.680]  我就回應他
[00:21:16.680 --> 00:21:18.600]  「我知道你喜歡哪些人了
[00:21:18.600 --> 00:21:24.120]  你應該喜歡那些低調有料的人」
[00:21:24.120 --> 00:21:25.640]  的確是
[00:21:25.640 --> 00:21:28.480]  一個謙卑的人是會越有料
[00:21:28.480 --> 00:21:30.000]  我不知道大家同不同意
[00:21:30.000 --> 00:21:32.600]  一個招職的人他覺得甚麼都懂
[00:21:32.600 --> 00:21:34.600]  他就不會謙卑到學習
[00:21:34.600 --> 00:21:39.360]  而他的生命不會儲蓄更多質料在當中
[00:21:39.360 --> 00:21:41.640]  所以你明白有時
[00:21:41.640 --> 00:21:44.360]  「越似上帝」和「如奴隸」
[00:21:44.360 --> 00:21:47.880]  不是一個相反的概念
[00:21:47.880 --> 00:21:50.880]  反而是一個相輔相成的概念
[00:21:50.880 --> 00:21:53.440]  越是一個好的領袖
[00:21:53.440 --> 00:21:56.800]  他就越像一個奴隸去到侍奉
[00:21:56.800 --> 00:21:58.000]  這個不是相反
[00:21:58.000 --> 00:22:00.520]  這個是相輔相成的概念
