
[00:00:00.000 --> 00:00:06.000]  我們一起同心祈禱,多謝天父再一次招聚我們能夠有茶經班的時間
[00:01:56.000 --> 00:02:02.000]  還有去到大河以西
[00:02:02.000 --> 00:02:04.000]  來去支取那些材料
[00:02:04.000 --> 00:02:09.000]  還有那些工人幫手來去督工建造
[00:02:09.000 --> 00:02:13.000]  第三章就是朝聚那些領袖
[00:02:13.000 --> 00:02:15.000]  在不同的地方
[00:02:15.000 --> 00:02:18.000]  因為耶路撒冷的四圍相當大
[00:02:18.000 --> 00:02:24.000]  所以整個構成要將它重建一個四面的圍牆
[00:02:24.000 --> 00:02:28.000]  有自己的門山
[00:02:28.000 --> 00:02:30.000]  是很大的工程
[00:02:30.000 --> 00:02:35.000]  尼西米就是先有這個譽旨
[00:02:35.000 --> 00:02:40.000]  當然更重要的是他在神那裡領袖的差遣
[00:02:40.000 --> 00:02:45.000]  接著就沒有否認到地上的政權對他的支持
[00:02:45.000 --> 00:02:49.000]  因為都仍然活在亞特赦西王之下
[00:02:49.000 --> 00:02:53.000]  他是一個政府官公務員
[00:02:53.000 --> 00:02:56.000]  波斯帝國的一個高官
[00:02:56.000 --> 00:02:57.000]  一個酒政
[00:02:57.000 --> 00:02:59.000]  他運用這些權的
[00:02:59.000 --> 00:03:02.000]  運用這些智慧的
[00:03:02.000 --> 00:03:05.000]  運用這些人脈的
[00:03:05.000 --> 00:03:08.000]  這個是尼西米記
[00:03:08.000 --> 00:03:14.000]  很多時候有他個人的祈禱的呼喚
[00:03:14.000 --> 00:03:16.000]  但更多是很務實的
[00:03:16.000 --> 00:03:17.000]  他的智慧
[00:03:17.000 --> 00:03:19.000]  他的策略
[00:03:19.000 --> 00:03:21.000]  他的謀略
[00:03:21.000 --> 00:03:24.000]  還有第四章我們又說到
[00:03:24.000 --> 00:03:30.000]  正正式式出現了好幾位地方的領袖
[00:03:30.000 --> 00:03:32.000]  土豪惡霸
[00:03:32.000 --> 00:03:34.000]  外邦人
[00:03:34.000 --> 00:03:36.000]  最重要是外邦人
[00:03:36.000 --> 00:03:37.000]  不是猶太人
[00:03:37.000 --> 00:03:39.000]  我們也發現
[00:03:39.000 --> 00:03:40.000]  在第五第六章
[00:03:40.000 --> 00:03:44.000]  有些猶太人因為過去很多的原因
[00:03:44.000 --> 00:03:47.000]  跟這些外邦人已經打龍通
[00:03:47.000 --> 00:03:51.000]  所以在這個藍左裡面
[00:03:51.000 --> 00:03:53.000]  第六章我們就發現
[00:03:53.000 --> 00:03:59.000]  有猶太人主動跟這些外邦
[00:03:59.000 --> 00:04:00.000]  參巴拉
[00:04:00.000 --> 00:04:03.000]  阿拉伯人的多線
[00:04:03.000 --> 00:04:04.000]  基線
[00:04:04.000 --> 00:04:07.000]  等等的人
[00:04:07.000 --> 00:04:10.000]  來阻攔尼西米
[00:04:10.000 --> 00:04:13.000]  他們知道有了城牆
[00:04:13.000 --> 00:04:16.000]  他們就真真正正是外邦人
[00:04:16.000 --> 00:04:22.000]  他們就真的跟神的聖城無分無關
[00:04:22.000 --> 00:04:25.000]  所以這個劃線的規範
[00:04:25.000 --> 00:04:28.000]  是尼西米現在要做的
[00:04:28.000 --> 00:04:29.000]  做好之後
[00:04:29.000 --> 00:04:31.000]  第七章就開始
[00:04:31.000 --> 00:04:33.000]  再一次他要找一樣東西
[00:04:33.000 --> 00:04:37.000]  就是第一次回去重建聖殿的家譜
[00:04:37.000 --> 00:04:40.000]  所以其實跟以色列記的第二章
[00:04:40.000 --> 00:04:42.000]  是一個
[00:04:42.000 --> 00:04:45.000]  你將併排去看
[00:04:45.000 --> 00:04:47.000]  其實差不多一樣
[00:04:47.000 --> 00:04:49.000]  經過了一百多年
[00:04:49.000 --> 00:04:51.000]  拿回那個家譜出來
[00:04:51.000 --> 00:04:52.000]  再去
[00:04:52.000 --> 00:04:55.000]  其實重點仍然是想說
[00:04:55.000 --> 00:04:58.000]  在耶路撒冷有多少合資格
[00:04:58.000 --> 00:05:00.000]  可以侍奉的祭司
[00:05:00.000 --> 00:05:02.000]  尼米人
[00:05:02.000 --> 00:05:05.000]  和一些在聖殿裡面工作的人
[00:05:05.000 --> 00:05:07.000]  和也發現
[00:05:07.000 --> 00:05:09.000]  數點完之後
[00:05:09.000 --> 00:05:10.000]  很現實地
[00:05:10.000 --> 00:05:11.000]  當然我說遠了
[00:05:11.000 --> 00:05:12.000]  第七章來的
[00:05:12.000 --> 00:05:15.000]  我想給大家看到那個分段
[00:05:15.000 --> 00:05:17.000]  第七章就是告訴我們
[00:05:17.000 --> 00:05:19.000]  他發現原來在耶路撒冷
[00:05:19.000 --> 00:05:22.000]  根本是人丁單薄
[00:05:22.000 --> 00:05:25.000]  所以他就要想辦法
[00:05:25.000 --> 00:05:27.000]  就去做一些遷徙
[00:05:27.000 --> 00:05:31.000]  好像長江要建水壩
[00:05:31.000 --> 00:05:33.000]  就將一些人遷走了
[00:05:33.000 --> 00:05:34.000]  因為淹過了
[00:05:34.000 --> 00:05:35.000]  那個八帝城
[00:05:35.000 --> 00:05:36.000]  很出名的
[00:05:36.000 --> 00:05:37.000]  淹過了就將
[00:05:37.000 --> 00:05:39.000]  重慶某些地方的人
[00:05:39.000 --> 00:05:40.000]  好像是上游
[00:05:40.000 --> 00:05:43.000]  淹過了就要將他遷徙了
[00:05:43.000 --> 00:05:44.000]  一樣
[00:05:44.000 --> 00:05:45.000]  現在他發現
[00:05:45.000 --> 00:05:47.000]  建好城牆之後
[00:05:47.000 --> 00:05:49.000]  本來完了
[00:05:49.000 --> 00:05:53.000]  第六章就是他個人回憶錄的完結
[00:05:53.000 --> 00:05:55.000]  但是原來尼米人真正的戲肉
[00:05:55.000 --> 00:05:57.000]  就不是重建城牆
[00:05:57.000 --> 00:05:59.000]  是重建這個群體
[00:05:59.000 --> 00:06:00.000]  重建聖文
[00:06:00.000 --> 00:06:02.000]  所以聖結的指紋
[00:06:02.000 --> 00:06:04.000]  是由第七章
[00:06:04.000 --> 00:06:06.000]  一直到十三章
[00:06:06.000 --> 00:06:09.000]  所以開始就會記載很多的嚴肅會
[00:06:09.000 --> 00:06:12.000]  首先就是他要遷徙那些
[00:06:12.000 --> 00:06:16.000]  在周邊地方的猶太人
[00:06:16.000 --> 00:06:20.000]  回到耶路撒冷
[00:06:20.000 --> 00:06:23.000]  這個就是大概的分段
[00:06:23.000 --> 00:06:25.000]  第六章就夾雜在這裡
[00:06:25.000 --> 00:06:28.000]  其實很多東西需要大家一起去思考
[00:06:28.000 --> 00:06:32.000]  要去用一個很清潔的心靈
[00:06:32.000 --> 00:06:34.000]  去思考
[00:06:34.000 --> 00:06:37.000]  今天我們的場景就是教會
[00:06:37.000 --> 00:06:42.000]  當時他們就是在聖城耶路撒冷
[00:06:42.000 --> 00:06:45.000]  現在他們要做的一件事就是
[00:06:45.000 --> 00:06:47.000]  很清楚的
[00:06:47.000 --> 00:06:49.000]  神要
[00:06:49.000 --> 00:06:51.000]  神祂的指紋猶太人
[00:06:51.000 --> 00:06:53.000]  要回到來
[00:06:53.000 --> 00:06:55.000]  不只是重建聖殿
[00:06:55.000 --> 00:06:57.000]  不只是建好那個硬件
[00:06:57.000 --> 00:07:01.000]  而是要有一個真正的敬拜的生活
[00:07:01.000 --> 00:07:03.000]  所以尼米人就首先
[00:07:03.000 --> 00:07:04.000]  第一件事
[00:07:04.000 --> 00:07:06.000]  都是做好那個硬件
[00:07:06.000 --> 00:07:09.000]  就是要規範那個聖城周圍
[00:07:09.000 --> 00:07:10.000]  周邊
[00:07:10.000 --> 00:07:12.000]  是要有自己的城牆
[00:07:12.000 --> 00:07:15.000]  有自己的門樓
[00:07:15.000 --> 00:07:17.000]  接著
[00:07:17.000 --> 00:07:19.000]  第一時間就立刻想到
[00:07:19.000 --> 00:07:20.000]  安息日
[00:07:20.000 --> 00:07:22.000]  不可以隨便開門
[00:07:22.000 --> 00:07:24.000]  這個是很實在的
[00:07:24.000 --> 00:07:26.000]  你去第七章第八章就立刻浮現
[00:07:26.000 --> 00:07:28.000]  為什麼這麼緊張呢
[00:07:28.000 --> 00:07:30.000]  為什麼這麼緊張安息日呢
[00:07:30.000 --> 00:07:34.000]  就是要希望帶領神的指紋
[00:07:34.000 --> 00:07:38.000]  回到那個敬拜的焦點和中心
[00:07:38.000 --> 00:07:40.000]  就是真真正正
[00:07:40.000 --> 00:07:43.000]  心靈誠實的敬拜
[00:07:43.000 --> 00:07:45.000]  所以你會看到
[00:07:45.000 --> 00:07:47.000]  原來真正尼米想告訴我們
[00:07:47.000 --> 00:07:49.000]  不是他的領導力很強
[00:07:49.000 --> 00:07:51.000]  而是告訴我們
[00:07:51.000 --> 00:07:53.000]  他有一個他自己很清楚的使命
[00:07:53.000 --> 00:07:56.000]  不只是重建的一個builder
[00:07:56.000 --> 00:07:58.000]  而是他配合
[00:07:58.000 --> 00:08:00.000]  這個以斯拉文士
[00:08:00.000 --> 00:08:02.000]  來去重建
[00:08:02.000 --> 00:08:04.000]  怎樣重建聖文的心呢
[00:08:04.000 --> 00:08:06.000]  很簡單的
[00:08:06.000 --> 00:08:08.000]  就是宣讀律法書
[00:08:08.000 --> 00:08:11.000]  在一些的嚴肅會
[00:08:11.000 --> 00:08:13.000]  因為第七章開始
[00:08:13.000 --> 00:08:15.000]  就立刻發現
[00:08:15.000 --> 00:08:17.000]  七月初一
[00:08:17.000 --> 00:08:21.000]  記載這七月份三個重要的節期
[00:08:21.000 --> 00:08:22.000]  七月初一
[00:08:22.000 --> 00:08:23.000]  催國節
[00:08:23.000 --> 00:08:24.000]  七月初十
[00:08:24.000 --> 00:08:25.000]  贖罪日
[00:08:25.000 --> 00:08:26.000]  七月十五號開始
[00:08:26.000 --> 00:08:28.000]  一直延伸到二十一號
[00:08:28.000 --> 00:08:30.000]  二十二號就是特別的
[00:08:30.000 --> 00:08:32.000]  第八天的嚴肅會
[00:08:32.000 --> 00:08:34.000]  就是駐彭節
[00:08:34.000 --> 00:08:37.000]  所以有這三個大的節期
[00:08:37.000 --> 00:08:39.000]  很多事情可以做
[00:08:39.000 --> 00:08:42.000]  就是在這些嚴肅會裏面
[00:08:42.000 --> 00:08:45.000]  用神的道去感動
[00:08:45.000 --> 00:08:49.000]  挑戰神的選民的心靈
[00:08:49.000 --> 00:08:51.000]  就真的帶來復興了
[00:08:51.000 --> 00:08:53.000]  就真的帶來他們有立約了
[00:08:53.000 --> 00:08:55.000]  所以第七章
[00:08:55.000 --> 00:08:56.000]  去到第十三章
[00:08:56.000 --> 00:08:58.000]  其實是幾個的嚴肅會
[00:08:58.000 --> 00:09:00.000]  但是第六章
[00:09:00.000 --> 00:09:02.000]  我們上個星期點出了一點
[00:09:02.000 --> 00:09:04.000]  也開始引了新約
[00:09:04.000 --> 00:09:08.000]  主耶穌都面對那些誹謗
[00:09:08.000 --> 00:09:10.000]  挑剔
[00:09:10.000 --> 00:09:12.000]  惡意的重傷
[00:09:12.000 --> 00:09:16.000]  在搬弄是非的挑撥離間
[00:09:16.000 --> 00:09:19.000]  你就可以想像到舊約新約
[00:09:19.000 --> 00:09:21.000]  都是這樣出現的
[00:09:21.000 --> 00:09:23.000]  所以作為領袖
[00:09:23.000 --> 00:09:27.000]  必須要有一個心理準備
[00:09:27.000 --> 00:09:31.000]  當你肩負起一個很大的使命
[00:09:31.000 --> 00:09:33.000]  責任的時候
[00:09:33.000 --> 00:09:36.000]  四方八面的那些攔阻
[00:09:36.000 --> 00:09:38.000]  尤其是透過言語
[00:09:38.000 --> 00:09:43.000]  對事公的批評
[00:09:43.000 --> 00:09:46.000]  即雞蛋裏面挑骨頭的
[00:09:46.000 --> 00:09:49.000]  那種惡意的重傷
[00:09:49.000 --> 00:09:51.000]  我們讀第六章就會發現
[00:09:51.000 --> 00:09:55.000]  都幾恐怖和幾令人痛心
[00:09:55.000 --> 00:10:00.000]  尤其是猶太人和多比亞
[00:10:00.000 --> 00:10:04.000]  本身是有親戚關係的
[00:10:04.000 --> 00:10:06.000]  所以你會看到
[00:10:06.000 --> 00:10:08.000]  我們現在開始看第六章
[00:10:08.000 --> 00:10:09.000]  再一次看這裡
[00:10:09.000 --> 00:10:11.000]  參巴拉多比亞
[00:10:11.000 --> 00:10:14.000]  阿拉伯人基善和我們其餘的仇敵
[00:10:14.000 --> 00:10:17.000]  聽見我已經收完了城牆
[00:10:17.000 --> 00:10:20.000]  其中沒有破壞之處的時候
[00:10:20.000 --> 00:10:22.000]  當然那時還未安門線
[00:10:22.000 --> 00:10:25.000]  參巴拉和基善就打發人來見我
[00:10:25.000 --> 00:10:27.000]  說請你來
[00:10:27.000 --> 00:10:30.000]  我們在阿羅平原的一個村莊相會
[00:10:30.000 --> 00:10:32.000]  他們卻想害我
[00:10:32.000 --> 00:10:36.000]  即是說引尼歇米不設防地
[00:10:36.000 --> 00:10:38.000]  去到一個偏僻的村莊
[00:10:38.000 --> 00:10:41.000]  可能就是洗還手暗殺他
[00:10:41.000 --> 00:10:45.000]  即是說殺害波斯帝國的官員
[00:10:45.000 --> 00:10:49.000]  可能希望他不設防的
[00:10:49.000 --> 00:10:51.000]  沒有戒心的
[00:10:51.000 --> 00:10:54.000]  來跌落那個陷阱裏面
[00:10:54.000 --> 00:10:56.000]  這個可能是陷害
[00:10:56.000 --> 00:10:58.000]  或者是有其他的問題
[00:10:58.000 --> 00:11:01.000]  於是我差遣人去見他們說
[00:11:01.000 --> 00:11:03.000]  我現在辦理大功
[00:11:03.000 --> 00:11:05.000]  不能下去
[00:11:05.000 --> 00:11:08.000]  應能停工下去見你們
[00:11:08.000 --> 00:11:12.000]  他們這樣四次打發人來見我
[00:11:12.000 --> 00:11:15.000]  我都如此回答他們
[00:11:15.000 --> 00:11:20.000]  很堅定地否決了他們這個善意的
[00:11:20.000 --> 00:11:22.000]  說尋求會議
[00:11:22.000 --> 00:11:24.000]  秘密的協商
[00:11:24.000 --> 00:11:29.000]  甚至乎趁他下去的時候
[00:11:29.000 --> 00:11:31.000]  陷害他甚至乎害他
[00:11:31.000 --> 00:11:33.000]  保羅試過的
[00:11:33.000 --> 00:11:35.000]  在哥倫多
[00:11:35.000 --> 00:11:37.000]  《小徒行傳》十八章
[00:11:37.000 --> 00:11:45.000]  不是十八章
[00:11:45.000 --> 00:11:47.000]  十八章他還是在哥倫多
[00:11:47.000 --> 00:11:49.000]  應該是二十二章的經文
[00:11:49.000 --> 00:11:51.000]  在《小徒行傳》
[00:11:51.000 --> 00:11:53.000]  他被遞解到哥倫多的時候
[00:11:53.000 --> 00:11:55.000]  有一些猶太人
[00:11:55.000 --> 00:11:59.000]  密謀趁他去哪裡的時候
[00:11:59.000 --> 00:12:01.000]  就要來下手害他
[00:12:01.000 --> 00:12:05.000]  但是被一個八夫長知道
[00:12:05.000 --> 00:12:08.000]  所以就來回報給千夫長知道
[00:12:08.000 --> 00:12:10.000]  所以有千夫長和他的兵兵
[00:12:10.000 --> 00:12:12.000]  就壓戒保羅
[00:12:12.000 --> 00:12:16.000]  上去千夫長的衙門
[00:12:16.000 --> 00:12:19.000]  免於這一次暗殺的行動
[00:12:19.000 --> 00:12:21.000]  一個傳道人都要被暗殺
[00:12:21.000 --> 00:12:23.000]  你可以想像得到
[00:12:23.000 --> 00:12:25.000]  多不容易
[00:12:25.000 --> 00:12:27.000]  尼熙米是位居亞達舍西王的
[00:12:27.000 --> 00:12:29.000]  一個酒政
[00:12:29.000 --> 00:12:31.000]  不過現在山高皇帝遠
[00:12:31.000 --> 00:12:33.000]  你去到河西
[00:12:33.000 --> 00:12:37.000]  你是一個猶大省的省長
[00:12:37.000 --> 00:12:39.000]  有這個官職
[00:12:39.000 --> 00:12:41.000]  我們講過了第五章
[00:12:41.000 --> 00:12:43.000]  他不要那些省長的俸祿
[00:12:43.000 --> 00:12:46.000]  不想加增當地人
[00:12:46.000 --> 00:12:49.000]  太重的那個謠譯
[00:12:49.000 --> 00:12:52.000]  要招呼這些地方官的飲食
[00:12:52.000 --> 00:12:55.000]  可能就是他們法例規定
[00:12:55.000 --> 00:12:59.000]  由皇帝轄下的那些行省
[00:12:59.000 --> 00:13:02.000]  那些省去供應
[00:13:02.000 --> 00:13:04.000]  這些情況
[00:13:04.000 --> 00:13:07.000]  所以尼熙米對內
[00:13:07.000 --> 00:13:10.000]  他安撫百姓的矛盾
[00:13:10.000 --> 00:13:13.000]  因為各樣的貧富懸殊
[00:13:13.000 --> 00:13:15.000]  第五章就是那個問題
[00:13:15.000 --> 00:13:17.000]  他解決了
[00:13:17.000 --> 00:13:19.000]  現在第六章
[00:13:19.000 --> 00:13:21.000]  已經去到白熱化
[00:13:21.000 --> 00:13:24.000]  好像垂死的掙扎
[00:13:24.000 --> 00:13:28.000]  對尼熙米的一個攻擊
[00:13:28.000 --> 00:13:31.000]  你可以想像得到
[00:13:31.000 --> 00:13:33.000]  尼熙米運用他的智慧
[00:13:33.000 --> 00:13:35.000]  運用他的常識
[00:13:35.000 --> 00:13:38.000]  運用他的謀略
[00:13:38.000 --> 00:13:42.000]  來避免了這次暗殺的行動
[00:13:42.000 --> 00:13:44.000]  第五節
[00:13:44.000 --> 00:13:48.000]  參巴拉第五次打發僕人來見我
[00:13:48.000 --> 00:13:51.000]  手裏面拿著微風的信
[00:13:51.000 --> 00:13:53.000]  信上寫著說
[00:13:53.000 --> 00:13:55.000]  外邦人中有風聲
[00:13:55.000 --> 00:13:58.000]  這些捏造的偽名的
[00:13:58.000 --> 00:14:00.000]  冒名的
[00:14:00.000 --> 00:14:02.000]  甚至乎是不署名的信
[00:14:02.000 --> 00:14:04.000]  不知道大家有沒有收過
[00:14:04.000 --> 00:14:07.000]  我在任內都有幾封收過
[00:14:07.000 --> 00:14:13.000]  信上寫著說
[00:14:13.000 --> 00:14:15.000]  外邦人中有風聲
[00:14:15.000 --> 00:14:20.000]  加斯慕基善也說
[00:14:20.000 --> 00:14:25.000]  也說即是認同這封信裏面的內容
[00:14:25.000 --> 00:14:27.000]  你和猶大人謀反
[00:14:27.000 --> 00:14:29.000]  修造城牆
[00:14:29.000 --> 00:14:31.000]  你要作他們的王
[00:14:31.000 --> 00:14:33.000]  你又派先知在耶路撒冷
[00:14:33.000 --> 00:14:35.000]  指著你宣講
[00:14:35.000 --> 00:14:38.000]  有君權神授
[00:14:38.000 --> 00:14:40.000]  好像有天意
[00:14:40.000 --> 00:14:42.000]  有一些神蹟
[00:14:42.000 --> 00:14:43.000]  諸如此類
[00:14:43.000 --> 00:14:45.000]  甚至乎有些先知在說話
[00:14:45.000 --> 00:14:48.000]  尼熙米你是我們的真命天子
[00:14:48.000 --> 00:14:50.000]  你是我們猶大省的救星
[00:14:50.000 --> 00:14:52.000]  類似這樣
[00:14:52.000 --> 00:14:55.000]  這樣令尼熙米
[00:14:55.000 --> 00:14:57.000]  你不可以不害怕
[00:14:57.000 --> 00:14:59.000]  你不可以不停工
[00:14:59.000 --> 00:15:04.000]  現在涉及的你背叛亞達斯西王
[00:15:04.000 --> 00:15:07.000]  等於保羅也是這樣
[00:15:07.000 --> 00:15:10.000]  被人這樣質問他
[00:15:10.000 --> 00:15:13.000]  你教導外邦人
[00:15:13.000 --> 00:15:16.000]  不守摩西的律法書
[00:15:16.000 --> 00:15:19.000]  不去做一個敬虔的
[00:15:19.000 --> 00:15:24.000]  應該說教導外邦的猶太信徒
[00:15:24.000 --> 00:15:28.000]  不需要去守摩西的律法
[00:15:28.000 --> 00:15:31.000]  這是一個很大的誤解
[00:15:31.000 --> 00:15:34.000]  但其實是一個很嚴重的指控
[00:15:34.000 --> 00:15:36.000]  對保羅來說
[00:15:36.000 --> 00:15:38.000]  所以你會看到
[00:15:38.000 --> 00:15:40.000]  無論舊約新約
[00:15:40.000 --> 00:15:42.000]  你都見到這是第五次
[00:15:42.000 --> 00:15:46.000]  這次還有一封無名的信
[00:15:46.000 --> 00:15:48.000]  沒有封口的信
[00:15:48.000 --> 00:15:51.000]  來到他呼之欲出
[00:15:51.000 --> 00:15:54.000]  我們四次找你去談
[00:15:54.000 --> 00:16:01.000]  希望幫助你解決現在傳得很熱門的
[00:16:01.000 --> 00:16:03.000]  這樣的一個指控
[00:16:03.000 --> 00:16:05.000]  你是不是真的這樣情況
[00:16:05.000 --> 00:16:08.000]  是我們一起幫你去梳理
[00:16:08.000 --> 00:16:09.000]  這樣的一個
[00:16:09.000 --> 00:16:11.000]  特別是謀反
[00:16:11.000 --> 00:16:14.000]  你可以想像得到是多麼嚴重的事
[00:16:14.000 --> 00:16:17.000]  說他們現在收造成長
[00:16:17.000 --> 00:16:21.000]  即是說自己在那裏做山寨王
[00:16:21.000 --> 00:16:25.000]  在耶路撒冷不是猶大省長
[00:16:25.000 --> 00:16:29.000]  猶大省長是由亞達薩西王所委派的
[00:16:29.000 --> 00:16:31.000]  因為是亡國的
[00:16:31.000 --> 00:16:32.000]  委任你的
[00:16:32.000 --> 00:16:39.000]  但現在你不僅不甘願只是做省長
[00:16:39.000 --> 00:16:46.000]  你希望成為以色列猶太人的一個領袖
[00:16:46.000 --> 00:16:50.000]  一個真正有權有勢力的一個領袖
[00:16:50.000 --> 00:16:53.000]  這樣可以是很大件事
[00:16:53.000 --> 00:16:55.000]  要告訴我們
[00:16:55.000 --> 00:16:58.000]  第七次你又派先知在耶路撒冷指著你宣講
[00:16:58.000 --> 00:17:00.000]  說在猶大有王
[00:17:00.000 --> 00:17:01.000]  沒錯了
[00:17:01.000 --> 00:17:02.000]  真的這樣
[00:17:02.000 --> 00:17:05.000]  好像來到去假借先知的口
[00:17:05.000 --> 00:17:07.000]  來到去君權神授
[00:17:07.000 --> 00:17:10.000]  即是說得到民心
[00:17:10.000 --> 00:17:13.000]  百姓的心完全歸向你
[00:17:13.000 --> 00:17:18.000]  對外邦波斯帝國的君王來說
[00:17:18.000 --> 00:17:19.000]  是一個威脅
[00:17:19.000 --> 00:17:21.000]  我派你去做省長
[00:17:21.000 --> 00:17:22.000]  建造省長
[00:17:22.000 --> 00:17:25.000]  你現在去聯絡你的同胞
[00:17:25.000 --> 00:17:27.000]  要來推翻波斯帝國
[00:17:27.000 --> 00:17:29.000]  是很嚴重的指控
[00:17:29.000 --> 00:17:31.000]  所以第六章
[00:17:31.000 --> 00:17:34.000]  你看到李敏的回憶錄
[00:17:34.000 --> 00:17:35.000]  真的很齊齊的
[00:17:35.000 --> 00:17:37.000]  第三章是他的同胞
[00:17:37.000 --> 00:17:39.000]  他的領袖
[00:17:39.000 --> 00:17:41.000]  聽他說
[00:17:41.000 --> 00:17:42.000]  你這個意象
[00:17:42.000 --> 00:17:44.000]  你這個願景
[00:17:44.000 --> 00:17:46.000]  我們都很認同
[00:17:46.000 --> 00:17:49.000]  很接受你這個想法
[00:17:49.000 --> 00:17:51.000]  我們一齊跟你做
[00:17:51.000 --> 00:17:54.000]  第四章就開始出現那些單單打打
[00:17:54.000 --> 00:17:57.000]  那些阻撓
[00:17:57.000 --> 00:18:00.000]  但是都不敢明目張膽
[00:18:00.000 --> 00:18:02.000]  但是現在去到最後的階段
[00:18:02.000 --> 00:18:06.000]  他們好像最後的垂死一擊
[00:18:06.000 --> 00:18:11.000]  所以怎樣能夠瓦解這樣的謠言
[00:18:11.000 --> 00:18:14.000]  是不是燒了封信就行呢
[00:18:14.000 --> 00:18:19.000]  到底李希敏在百姓的心靈裏
[00:18:19.000 --> 00:18:21.000]  是怎樣呢
[00:18:21.000 --> 00:18:25.000]  還有一些領袖
[00:18:25.000 --> 00:18:28.000]  是不是真的認識李希敏
[00:18:28.000 --> 00:18:30.000]  對他的為人
[00:18:30.000 --> 00:18:33.000]  有一個認同和信任
[00:18:33.000 --> 00:18:36.000]  而來聽到很多謠言
[00:18:36.000 --> 00:18:38.000]  可以幫他去說
[00:18:38.000 --> 00:18:39.000]  你們這樣說
[00:18:39.000 --> 00:18:41.000]  一方面是你們捏造
[00:18:41.000 --> 00:18:43.000]  另一方面就是
[00:18:43.000 --> 00:18:45.000]  我認識李希敏的為人
[00:18:45.000 --> 00:18:46.000]  應該直接
[00:18:46.000 --> 00:18:47.000]  如果你說不是
[00:18:47.000 --> 00:18:49.000]  有背後的信
[00:18:49.000 --> 00:18:51.000]  有信
[00:18:51.000 --> 00:18:53.000]  是真的有人這樣說
[00:18:53.000 --> 00:18:54.000]  最好就是
[00:18:54.000 --> 00:18:57.000]  跟你拿一封信去問當事人
[00:18:57.000 --> 00:18:58.000]  那就最好了
[00:18:58.000 --> 00:19:00.000]  所以周邊的弟兄姊妹
[00:19:00.000 --> 00:19:02.000]  特別是信徒領袖
[00:19:02.000 --> 00:19:06.000]  是必須要站在教會這個層面
[00:19:06.000 --> 00:19:08.000]  不是要包庇任何一個人
[00:19:08.000 --> 00:19:13.000]  而是要為整個團隊的守望
[00:19:13.000 --> 00:19:15.000]  如果不是就很嚴重
[00:19:15.000 --> 00:19:17.000]  我都聽聞是
[00:19:17.000 --> 00:19:19.000]  我都覺得是
[00:19:19.000 --> 00:19:20.000]  上到來很氣焰
[00:19:20.000 --> 00:19:22.000]  又要我做這裡做那裡
[00:19:22.000 --> 00:19:23.000]  做哪個城牆
[00:19:23.000 --> 00:19:25.000]  我本來都不夠什麼
[00:19:25.000 --> 00:19:26.000]  很多這些說話
[00:19:26.000 --> 00:19:31.000]  突然間從信裡浮現出來
[00:19:31.000 --> 00:19:33.000]  你可以想而知
[00:19:33.000 --> 00:19:34.000]  所要面對的
[00:19:34.000 --> 00:19:36.000]  不只是李希敏一個人
[00:19:36.000 --> 00:19:38.000]  而是整個團隊
[00:19:38.000 --> 00:19:40.000]  整個耶路撒冷
[00:19:40.000 --> 00:19:42.000]  一起跟他同心
[00:19:42.000 --> 00:19:45.000]  才能夠做得起那件事
[00:19:45.000 --> 00:19:46.000]  第八節
