
[00:00:00.000 --> 00:00:02.000]  各位電影節目的朋友們平安
[00:03:04.120 --> 00:03:06.120]  帶著一班人
[00:03:06.120 --> 00:03:08.120]  帶著一班人
[00:03:08.120 --> 00:03:10.120]  可能很多人跟著他
[00:03:10.120 --> 00:03:12.120]  可能不是太多人跟著他
[00:03:12.120 --> 00:03:14.120]  經文裏面說
[00:03:14.120 --> 00:03:16.120]  耶穌走遍
[00:03:16.120 --> 00:03:18.120]  然後他吩咐呼召門道
[00:03:18.120 --> 00:03:20.120]  讓我們讀經的人
[00:03:20.120 --> 00:03:22.120]  在這裏想像的話
[00:03:22.120 --> 00:03:24.120]  到底耶穌在這裏
[00:03:24.120 --> 00:03:26.120]  走遍各城各鄉
[00:03:26.120 --> 00:03:28.120]  是不是孤零零的一個人
[00:03:28.120 --> 00:03:30.120]  去到不同的鄉鎮
[00:03:30.120 --> 00:03:32.120]  去到不同的村莊裏面
[00:03:32.120 --> 00:03:34.120]  進入猶太人的會堂裏面
[00:03:34.120 --> 00:03:36.120]  宣講天國的福音
[00:03:36.120 --> 00:03:38.120]  宣講天國的福音
[00:03:38.120 --> 00:03:40.120]  或者他們沒有辦法去到會堂裏面
[00:03:40.120 --> 00:03:42.120]  在風災露宿野地裏面
[00:03:42.120 --> 00:03:44.120]  有人群聚集的地方
[00:03:44.120 --> 00:03:46.120]  他就過去跟人說話
[00:03:46.120 --> 00:03:48.120]  我們不是很知道
[00:03:48.120 --> 00:03:50.120]  當時跟耶穌
[00:03:50.120 --> 00:03:52.120]  周圍走的有多少人
[00:03:52.120 --> 00:03:54.120]  因為第十章他才呼召門道
[00:03:54.120 --> 00:03:56.120]  第十章他才呼召門道
[00:03:56.120 --> 00:03:58.120]  有一班人跟隨他
[00:03:58.120 --> 00:04:00.120]  可能還沒有呼召他們的時候
[00:04:00.120 --> 00:04:02.120]  他們都在群眾裏面
[00:04:02.120 --> 00:04:04.120]  跟隨耶穌
[00:04:04.120 --> 00:04:06.120]  都未到
[00:04:06.120 --> 00:04:08.120]  所以第九章第三十五節
[00:04:08.120 --> 00:04:10.120]  耶穌走遍各城各鄉
[00:04:10.120 --> 00:04:12.120]  你可以想像
[00:04:12.120 --> 00:04:14.120]  他可能是孤零零的一個人
[00:04:14.120 --> 00:04:16.120]  有可能是一班人
[00:04:16.120 --> 00:04:18.120]  無論是孤零零的一個人
[00:04:18.120 --> 00:04:20.120]  無論是一班人跟隨他
[00:04:20.120 --> 00:04:22.120]  他忠心地想做完
[00:04:22.120 --> 00:04:24.120]  上帝的交代給他的工作
[00:04:24.120 --> 00:04:26.120]  他走遍各城各鄉
[00:04:26.120 --> 00:04:28.120]  有很多人就說
[00:04:28.120 --> 00:04:30.120]  我們基督徒
[00:04:30.120 --> 00:04:32.120]  或者我們中文人
[00:04:32.120 --> 00:04:34.120]  我們中國人
[00:04:34.120 --> 00:04:36.120]  喜歡把事情煲大
[00:04:36.120 --> 00:04:38.120]  其實走了一條圈
[00:04:38.120 --> 00:04:40.120]  他就走遍各城各鄉
[00:04:40.120 --> 00:04:42.120]  可能我們讀中文的人
[00:04:42.120 --> 00:04:44.120]  可能很多時候就說
[00:04:44.120 --> 00:04:46.120]  說大了一點
[00:04:46.120 --> 00:04:48.120]  這麼多條鄉村
[00:04:48.120 --> 00:04:50.120]  他走得完嗎?
[00:04:50.120 --> 00:04:52.120]  但是從經文
[00:04:52.120 --> 00:04:54.120]  馬太、馬可、盧迦、約翰
[00:04:54.120 --> 00:04:56.120]  四本福音書
[00:04:56.120 --> 00:04:58.120]  和其他的經文裏面
[00:04:58.120 --> 00:05:00.120]  讓我們看到
[00:05:00.120 --> 00:05:02.120]  一班人
[00:05:02.120 --> 00:05:04.120]  奉了上帝
[00:05:04.120 --> 00:05:06.120]  自己的使命
[00:05:06.120 --> 00:05:08.120]  心裏面有所感動
[00:05:08.120 --> 00:05:10.120]  無論藉著他們的旅行
[00:05:10.120 --> 00:05:12.120]  無論藉著他們
[00:05:12.120 --> 00:05:14.120]  由南到北去耶路撒冷過節
[00:05:14.120 --> 00:05:16.120]  或者他們要出去外
[00:05:16.120 --> 00:05:18.120]  做生意、謀生
[00:05:18.120 --> 00:05:20.120]  無論用什麼環境
[00:05:20.120 --> 00:05:22.120]  他們總會將
[00:05:22.120 --> 00:05:24.120]  他們所聽到的
[00:05:24.120 --> 00:05:26.120]  關於耶穌基督的事
[00:05:26.120 --> 00:05:28.120]  關於福音的事
[00:05:28.120 --> 00:05:30.120]  關於耶穌基督怎樣出生
[00:05:30.120 --> 00:05:32.120]  關於施洗約翰怎樣出生
[00:05:32.120 --> 00:05:34.120]  這些都是當時他們耳熟能詳的故事
[00:05:34.120 --> 00:05:36.120]  我們相信
[00:05:36.120 --> 00:05:38.120]  在耶穌基督成長的過程裏面
[00:05:38.120 --> 00:05:40.120]  他的父母不斷將他怎樣出生的事告訴他
[00:05:40.120 --> 00:05:42.120]  然後將施洗約翰
[00:05:42.120 --> 00:05:44.120]  他的堂兄弟
[00:05:44.120 --> 00:05:46.120]  怎樣出世的事
[00:05:46.120 --> 00:05:48.120]  告訴他
[00:05:48.120 --> 00:05:50.120]  兩件事都像神蹟一般的事
[00:05:50.120 --> 00:05:52.120]  很難發生
[00:05:52.120 --> 00:05:54.120]  經文的記載就告訴我們
[00:05:54.120 --> 00:05:56.120]  一個就是
[00:05:56.120 --> 00:05:58.120]  童貞女瑪利亞生子
[00:05:58.120 --> 00:06:00.120]  超乎我們想像之外
[00:06:00.120 --> 00:06:02.120]  當瑪利亞
[00:06:02.120 --> 00:06:04.120]  當約瑟將這個故事
[00:06:04.120 --> 00:06:06.120]  在他們的鄉下
[00:06:06.120 --> 00:06:08.120]  不斷流傳的時候
[00:06:08.120 --> 00:06:10.120]  你猜那些人會怎樣想呢
[00:06:10.120 --> 00:06:12.120]  你還說
[00:06:12.120 --> 00:06:14.120]  我們不找石頭打死你
[00:06:14.120 --> 00:06:16.120]  已經算你夠運了
[00:06:16.120 --> 00:06:18.120]  這是行人的婦人
[00:06:18.120 --> 00:06:20.120]  童貞女
[00:06:20.120 --> 00:06:22.120]  未曾嫁人
[00:06:22.120 --> 00:06:24.120]  怎可以和一個男人生子
[00:06:24.120 --> 00:06:26.120]  但是聖經就告訴我們
[00:06:26.120 --> 00:06:28.120]  這是上帝的工作
[00:06:28.120 --> 00:06:30.120]  是聖靈的工作
[00:06:30.120 --> 00:06:32.120]  但是瑪利亞
[00:06:32.120 --> 00:06:34.120]  她的兒子
[00:06:34.120 --> 00:06:36.120]  是聖靈的
[00:06:36.120 --> 00:06:38.120]  但是瑪利亞我相信
[00:06:38.120 --> 00:06:40.120]  在耶穌長大的過程中間
[00:06:40.120 --> 00:06:42.120]  在她生活的境況裡面
[00:06:42.120 --> 00:06:44.120]  這個故事一直不離開她的口
[00:06:44.120 --> 00:06:46.120]  不能夠離開她自己
[00:06:46.120 --> 00:06:48.120]  關於這位兒子
[00:06:48.120 --> 00:06:50.120]  這位爺子
[00:06:50.120 --> 00:06:52.120]  因為一出世的時候
[00:06:52.120 --> 00:06:54.120]  天使就跟她說
[00:06:54.120 --> 00:06:56.120]  你要給他一個名字
[00:06:56.120 --> 00:06:58.120]  不能隨便給他起名
[00:06:58.120 --> 00:07:00.120]  不能回家問爸爸
[00:07:00.120 --> 00:07:02.120]  這個名字應該怎樣
[00:07:02.120 --> 00:07:04.120]  現在的子女
[00:07:04.120 --> 00:07:06.120]  很多時候就把名字起了
[00:07:06.120 --> 00:07:08.120]  你選擇過了
[00:07:08.120 --> 00:07:10.120]  不要回家問你
[00:07:10.120 --> 00:07:12.120]  你給他什麼名字
[00:07:12.120 --> 00:07:14.120]  但是這個耶穌一出世的時候
[00:07:14.120 --> 00:07:16.120]  天使就跟她說
[00:07:16.120 --> 00:07:18.120]  你要給他起名
[00:07:18.120 --> 00:07:20.120]  叫什麼
[00:07:20.120 --> 00:07:22.120]  耶穌
[00:07:22.120 --> 00:07:24.120]  沒有別的名字
[00:07:24.120 --> 00:07:26.120]  只有這個名字
[00:07:26.120 --> 00:07:28.120]  因為他要把自己的百姓
[00:07:28.120 --> 00:07:30.120]  從罪惡裡救出來
[00:07:30.120 --> 00:07:32.120]  在她成長的過程裡
[00:07:32.120 --> 00:07:34.120]  她就不斷說這個兒子
[00:07:34.120 --> 00:07:36.120]  這個上帝預定
[00:07:36.120 --> 00:07:38.120]  要把她自己的百姓
[00:07:38.120 --> 00:07:40.120]  從罪惡裡拯救出來的
[00:07:40.120 --> 00:07:42.120]  這個兒子
[00:07:42.120 --> 00:07:44.120]  這個耶穌
[00:07:44.120 --> 00:07:46.120]  我相信她的故事是不斷說的
[00:07:46.120 --> 00:07:48.120]  不斷說的
[00:07:48.120 --> 00:07:50.120]  所以我相信一定有很多人
[00:07:50.120 --> 00:07:52.120]  住在納沙勒
[00:07:52.120 --> 00:07:54.120]  這個小小的鄉村裡的人
[00:07:54.120 --> 00:07:56.120]  已經耳熟能詳
[00:07:56.120 --> 00:07:58.120]  這些故事
[00:07:58.120 --> 00:08:00.120]  如果我們再詳細一點
[00:08:00.120 --> 00:08:02.120]  說施洗約翰
[00:08:02.120 --> 00:08:04.120]  他怎麼出生
[00:08:04.120 --> 00:08:06.120]  又是奇蹟般的事
[00:08:06.120 --> 00:08:08.120]  如果你問薩加利亞
[00:08:08.120 --> 00:08:10.120]  如果你問伊麗莎白
[00:08:10.120 --> 00:08:12.120]  喂 你們年紀長老大
[00:08:12.120 --> 00:08:16.120]  好像
[00:08:16.120 --> 00:08:18.120]  已經不能生了
[00:08:18.120 --> 00:08:22.120]  但是上帝竟然讓你生了一個兒子
[00:08:22.120 --> 00:08:26.120]  到底是一回什麼事呢
[00:08:26.120 --> 00:08:28.120]  在施洗約翰
[00:08:28.120 --> 00:08:30.120]  長大的過程裡
[00:08:30.120 --> 00:08:32.120]  他如何出生
[00:08:32.120 --> 00:08:34.120]  神蹟般的故事
[00:08:34.120 --> 00:08:36.120]  又不斷地說
[00:08:36.120 --> 00:08:38.120]  就說
[00:08:38.120 --> 00:08:40.120]  這樣的故事
[00:08:40.120 --> 00:08:42.120]  流傳到人的心裡
[00:08:42.120 --> 00:08:44.120]  不能夠抹殺
[00:08:44.120 --> 00:08:46.120]  因為歸根結底
[00:08:46.120 --> 00:08:48.120]  這是上帝的故事
[00:08:48.120 --> 00:08:50.120]  這是上帝自己的工作
[00:08:50.120 --> 00:08:52.120]  不是人的工作
[00:08:52.120 --> 00:08:54.120]  是上帝的工作
[00:08:54.120 --> 00:08:56.120]  基督徒的工作
[00:08:56.120 --> 00:08:58.120]  在你的生命裡
[00:08:58.120 --> 00:09:00.120]  你一定要尋找
[00:09:00.120 --> 00:09:02.120]  上帝在我們生命裡工作的痕跡
[00:09:02.120 --> 00:09:04.120]  軌跡
[00:09:04.120 --> 00:09:06.120]  我鼓勵大家
[00:09:06.120 --> 00:09:08.120]  你自己真的細心想一想
[00:09:08.120 --> 00:09:10.120]  你坐下來的時間
[00:09:10.120 --> 00:09:12.120]  多了的話 你想一想
[00:09:12.120 --> 00:09:14.120]  想一想福音在你生命裡的痕跡
[00:09:14.120 --> 00:09:16.120]  想一想上帝在你生命裡的工作
[00:09:16.120 --> 00:09:18.120]  想一想上帝
[00:09:18.120 --> 00:09:20.120]  在你身邊的人
[00:09:20.120 --> 00:09:22.120]  一些基督徒
[00:09:22.120 --> 00:09:24.120]  在你生命裡的工作
[00:09:24.120 --> 00:09:26.120]  如何將福音
[00:09:26.120 --> 00:09:28.120]  帶到你身邊
[00:09:28.120 --> 00:09:30.120]  你又肯相信
[00:09:30.120 --> 00:09:32.120]  直到現在
[00:09:32.120 --> 00:09:34.120]  你去想一想
[00:09:34.120 --> 00:09:36.120]  你不會很難
[00:09:36.120 --> 00:09:38.120]  就會看到原來
[00:09:38.120 --> 00:09:40.120]  上帝的手不斷在這裡工作
[00:09:40.120 --> 00:09:42.120]  一步步來到工作
[00:09:42.120 --> 00:09:44.120]  一步步帶領
[00:09:44.120 --> 00:09:46.120]  一步步做一些難了
[00:09:46.120 --> 00:09:48.120]  一步步做一些開門的工作
[00:09:48.120 --> 00:09:50.120]  讓我們今天仍然能夠走在
[00:09:50.120 --> 00:09:52.120]  上帝的身邊
[00:09:52.120 --> 00:09:54.120]  你去想一想
[00:09:54.120 --> 00:09:56.120]  瘟疫擴張
[00:09:56.120 --> 00:09:58.120]  疫症猖狂的時候
[00:09:58.120 --> 00:10:00.120]  我們夢想著
[00:10:00.120 --> 00:10:02.120]  上帝保守
[00:10:02.120 --> 00:10:04.120]  或者是
[00:10:04.120 --> 00:10:06.120]  現在流感
[00:10:06.120 --> 00:10:08.120]  都非常厲害的時候
[00:10:08.120 --> 00:10:10.120]  我們又夢想著
[00:10:10.120 --> 00:10:12.120]  上帝保守
[00:10:12.120 --> 00:10:14.120]  我們現在都習慣了
[00:10:14.120 --> 00:10:16.120]  不戴口罩
[00:10:16.120 --> 00:10:18.120]  但是我們知道
[00:10:18.120 --> 00:10:20.120]  上帝在我們的生命裡
[00:10:20.120 --> 00:10:22.120]  有一些工作
[00:10:22.120 --> 00:10:24.120]  祂真的保守我們
[00:10:24.120 --> 00:10:26.120]  讓我們無論去到哪個地方
[00:10:26.120 --> 00:10:28.120]  遇到任何人
[00:10:28.120 --> 00:10:30.120]  都能夠述說上帝在我生命裡的故事
[00:10:30.120 --> 00:10:32.120]  我們每講述一件事
[00:10:32.120 --> 00:10:34.120]  後面就一定有一個故事
[00:10:34.120 --> 00:10:36.120]  一定有一個故事
[00:10:36.120 --> 00:10:38.120]  你又將這個故事
[00:10:38.120 --> 00:10:40.120]  如何和上帝的故事
[00:10:40.120 --> 00:10:42.120]  串連起來
[00:10:42.120 --> 00:10:44.120]  我相信我們今天所有的基督徒
[00:10:44.120 --> 00:10:46.120]  在生命裡你慢慢去想
[00:10:46.120 --> 00:10:48.120]  慢慢去禱告
[00:10:48.120 --> 00:10:50.120]  尋找你生命裡的軌跡
[00:10:50.120 --> 00:10:52.120]  你不能夠忘記一些事
[00:10:52.120 --> 00:10:54.120]  不能夠忘記一些人
[00:10:54.120 --> 00:10:56.120]  將這些人 將這些事串連在一起的時候
[00:10:56.120 --> 00:10:58.120]  你就看到
[00:10:58.120 --> 00:11:00.120]  上帝的故事
[00:11:00.120 --> 00:11:02.120]  將這個故事和你生命裡的故事
[00:11:02.120 --> 00:11:04.120]  合併起來的時候
[00:11:04.120 --> 00:11:06.120]  你就更加看到
[00:11:06.120 --> 00:11:08.120]  上帝在我們生命裡的工作
[00:11:08.120 --> 00:11:12.120]  或者我將我自己的故事講
[00:11:14.120 --> 00:11:16.120]  我媽媽生了12個小孩
[00:11:16.120 --> 00:11:20.120]  但是那11個
[00:11:20.120 --> 00:11:22.120]  很小的時候就死了
[00:11:22.120 --> 00:11:24.120]  有些是六七歲死
[00:11:24.120 --> 00:11:26.120]  有些一出生沒多久就死了
[00:11:26.120 --> 00:11:28.120]  只有這個人養得大
[00:11:28.120 --> 00:11:30.120]  只有這個人養得大
[00:11:30.120 --> 00:11:34.120]  在我從小到成長的過程中間
[00:11:34.120 --> 00:11:36.120]  我很少去問媽媽
[00:11:36.120 --> 00:11:38.120]  覺得她告訴你
[00:11:38.120 --> 00:11:40.120]  到了神時
[00:11:40.120 --> 00:11:42.120]  某時
[00:11:42.120 --> 00:11:44.120]  中秋節
[00:11:44.120 --> 00:11:46.120]  端午節
[00:11:46.120 --> 00:11:48.120]  新年的時候
[00:11:48.120 --> 00:11:50.120]  我們家裡會吃媽媽自己做的湯圓
[00:11:50.120 --> 00:11:54.120]  因為我是揚州人
[00:11:54.120 --> 00:11:56.120]  吃鹹湯圓
[00:11:56.120 --> 00:11:58.120]  鹹湯圓的拳頭這麼大
[00:11:58.120 --> 00:12:00.120]  第一次吃的時候
[00:12:00.120 --> 00:12:02.120]  湯圓裡面當然有紅豆沙 芝麻
[00:12:02.120 --> 00:12:04.120]  為什麼突然間
[00:12:04.120 --> 00:12:06.120]  弄得好像菜肉包這麼大
[00:12:06.120 --> 00:12:08.120]  一到這些時候
[00:12:08.120 --> 00:12:10.120]  她就說
[00:12:10.120 --> 00:12:12.120]  如果我還在的話 今年60歲了
[00:12:12.120 --> 00:12:14.120]  我們一面快樂地
[00:12:14.120 --> 00:12:16.120]  吃著湯圓
[00:12:16.120 --> 00:12:18.120]  她就一面很痛苦地想起
[00:12:18.120 --> 00:12:20.120]  60年前的事
[00:12:20.120 --> 00:12:22.120]  當我這樣想的時候
[00:12:22.120 --> 00:12:24.120]  我就說 上帝啊
[00:12:24.120 --> 00:12:26.120]  你將我12個小孩
[00:12:26.120 --> 00:12:28.120]  只有一個人
[00:12:28.120 --> 00:12:30.120]  流傳於世
[00:12:30.120 --> 00:12:32.120]  到底你有什麼故事呢
[00:12:32.120 --> 00:12:34.120]  你的什麼故事呢
[00:12:34.120 --> 00:12:36.120]  上帝將恩典
[00:12:36.120 --> 00:12:38.120]  給了一個12個小孩
[00:12:38.120 --> 00:12:40.120]  給了這個小孩
[00:12:40.120 --> 00:12:42.120]  這個小孩到底有什麼特別的地方呢
[00:12:42.120 --> 00:12:44.120]  成長的過程裡
[00:12:44.120 --> 00:12:46.120]  不斷在問
[00:12:46.120 --> 00:12:48.120]  不斷在尋找
[00:12:48.120 --> 00:12:50.120]  不斷說 上帝啊
[00:12:50.120 --> 00:12:52.120]  為什麼會這樣呢
[00:12:52.120 --> 00:12:54.120]  我們每逢快樂的時候
[00:12:54.120 --> 00:12:56.120]  就是媽媽最痛苦的時候
[00:12:56.120 --> 00:12:58.120]  總是會說
[00:12:58.120 --> 00:13:00.120]  你的大家姐
[00:13:00.120 --> 00:13:02.120]  我只知道到那時那刻
[00:13:02.120 --> 00:13:04.120]  我的大家姐就60歲
[00:13:04.120 --> 00:13:06.120]  我那時候還是
[00:13:06.120 --> 00:13:08.120]  丁氏那樣大
[00:13:08.120 --> 00:13:10.120]  可能六七歲
[00:13:10.120 --> 00:13:12.120]  只知道
[00:13:12.120 --> 00:13:14.120]  原來她第一個出生的是一個女孩
[00:13:14.120 --> 00:13:16.120]  就這麼多了
[00:13:16.120 --> 00:13:18.120]  其他的知不知道呢 不知道
[00:13:18.120 --> 00:13:20.120]  只是名字都不知道
[00:13:20.120 --> 00:13:22.120]  男女都不知道
[00:13:22.120 --> 00:13:24.120]  只知道這些故事的點點滴滴
[00:13:24.120 --> 00:13:26.120]  將這些點滴
[00:13:26.120 --> 00:13:28.120]  湊在一起的時候
[00:13:28.120 --> 00:13:30.120]  就發覺到原來上帝有他自己的工作
[00:13:30.120 --> 00:13:34.120]  能夠在神樂院裡
[00:13:34.120 --> 00:13:36.120]  服侍三十多年
[00:13:36.120 --> 00:13:38.120]  能夠退休 上帝的工作
[00:13:38.120 --> 00:13:42.120]  能夠去到外國讀書
[00:13:42.120 --> 00:13:44.120]  對一個窮家子弟來說
[00:13:44.120 --> 00:13:46.120]  是想像不到的東西
[00:13:46.120 --> 00:13:48.120]  一切
[00:13:48.120 --> 00:13:50.120]  都是上帝的故事
[00:13:50.120 --> 00:13:52.120]  是上帝的恩典
[00:13:52.120 --> 00:13:54.120]  就是真正有一班人
[00:13:54.120 --> 00:13:56.120]  聽從上帝的吩咐
[00:13:56.120 --> 00:13:58.120]  懇求上帝
[00:13:58.120 --> 00:14:00.120]  差派人出去收莊價
[00:14:00.120 --> 00:14:02.120]  差派人出去傳揚福音
[00:14:02.120 --> 00:14:04.120]  有印尼一班牧師
[00:14:04.120 --> 00:14:06.120]  有牧養的
[00:14:06.120 --> 00:14:08.120]  一千多二千人
[00:14:08.120 --> 00:14:10.120]  有一班未來
[00:14:10.120 --> 00:14:12.120]  可能中間還有更偉大的人物
[00:14:12.120 --> 00:14:14.120]  在那些小孩子裡
[00:14:14.120 --> 00:14:16.120]  在那些中學的學生裡出現
[00:14:16.120 --> 00:14:18.120]  各位
[00:14:18.120 --> 00:14:20.120]  寓言這兩段經文
[00:14:20.120 --> 00:14:22.120]  再一次提醒我們
[00:14:22.120 --> 00:14:24.120]  不要忽略上帝
[00:14:24.120 --> 00:14:26.120]  在我們生命裡所做的任何工作
[00:14:26.120 --> 00:14:28.120]  尋找他在我們生命裡的軌跡
[00:14:28.120 --> 00:14:30.120]  無論你去到世界
[00:14:30.120 --> 00:14:32.120]  任何一個地方
[00:14:32.120 --> 00:14:34.120]  你都不要忘記
[00:14:34.120 --> 00:14:36.120]  你千萬不要忘記
[00:14:36.120 --> 00:14:38.120]  你一定不能夠忘記
[00:14:38.120 --> 00:14:40.120]  上帝仍然工作
[00:14:40.120 --> 00:14:42.120]  他不是在宇宙萬物裡
[00:14:42.120 --> 00:14:44.120]  掌管天地宇宙萬物的運行
[00:14:44.120 --> 00:14:46.120]  讓星宿
[00:14:46.120 --> 00:14:48.120]  讓各個星球
[00:14:48.120 --> 00:14:50.120]  讓各個整個宇宙
[00:14:50.120 --> 00:14:52.120]  能夠運作有序
[00:14:52.120 --> 00:14:54.120]  他還在我們人間
[00:14:54.120 --> 00:14:56.120]  在我們微不足道的人間
[00:14:56.120 --> 00:14:58.120]  在我們未來的世界
[00:14:58.120 --> 00:15:00.120]  在我們微不足道的人間
[00:15:00.120 --> 00:15:02.120]  在我們細小的生命裡
[00:15:02.120 --> 00:15:04.120]  也有工作
[00:15:04.120 --> 00:15:06.120]  如果我們細心去想
[00:15:06.120 --> 00:15:08.120]  那些工作的時候
[00:15:08.120 --> 00:15:10.120]  我們就發覺到上帝我們感謝你
[00:15:10.120 --> 00:15:12.120]  因為有一群人不辭勞苦
[00:15:12.120 --> 00:15:14.120]  不計較收入
[00:15:14.120 --> 00:15:16.120]  不計較金錢
[00:15:16.120 --> 00:15:18.120]  不計較名譽
[00:15:18.120 --> 00:15:20.120]  不計較地位
[00:15:20.120 --> 00:15:22.120]  只是計較我能夠為上帝付出
[00:15:22.120 --> 00:15:24.120]  造就了我們今天能夠信耶穌
[00:15:24.120 --> 00:15:26.120]  耶穌出來的時候
[00:15:26.120 --> 00:15:28.120]  有人
[00:15:28.120 --> 00:15:30.120]  走遍各城各疆
[00:15:30.120 --> 00:15:32.120]  在會堂裡教訓人
