
[00:00:00.000 --> 00:00:06.000]  今晚我們又再一次能聚集,一起有一個簡單的祈禱
[00:03:52.000 --> 00:03:54.000]  不吃不喝
[00:03:54.000 --> 00:03:57.000]  即是連飲水都不可以
[00:03:57.000 --> 00:03:59.000]  是極度的危急
[00:03:59.000 --> 00:04:02.000]  極度的一個需要
[00:04:02.000 --> 00:04:06.000]  來到去放下最基本的飲食
[00:04:06.000 --> 00:04:10.000]  這些偶然間人生都有的
[00:04:10.000 --> 00:04:14.000]  但是當然不可以變成一個常規
[00:04:14.000 --> 00:04:17.000]  但是我們需要有這個操練
[00:04:17.000 --> 00:04:19.000]  第五章
[00:04:19.000 --> 00:04:20.000]  第三日
[00:04:20.000 --> 00:04:23.000]  即是真的禁食三晝三夜
[00:04:23.000 --> 00:04:27.000]  第三日以斯帖穿上朝服
[00:04:27.000 --> 00:04:31.000]  進王宮的內院對殿站
[00:04:31.000 --> 00:04:34.000]  王在殿裡坐在寶座上
[00:04:34.000 --> 00:04:36.000]  對著殿門
[00:04:36.000 --> 00:04:40.000]  王見皇后以斯帖站在院內
[00:04:40.000 --> 00:04:42.000]  就施恩於她
[00:04:42.000 --> 00:04:44.000]  向她伸出手中的金像
[00:04:44.000 --> 00:04:47.000]  以斯帖便向前摸像頭
[00:04:47.000 --> 00:04:49.000]  王對她說
[00:04:49.000 --> 00:04:51.000]  皇后以斯帖啊
[00:04:51.000 --> 00:04:54.000]  你要什麼你求什麼
[00:04:54.000 --> 00:04:57.000]  就是國的一半也必賜給你
[00:04:57.000 --> 00:05:00.000]  這句話出現了三次
[00:05:00.000 --> 00:05:02.000]  即是說原來
[00:05:02.000 --> 00:05:07.000]  克錘老王並未對以斯帖
[00:05:07.000 --> 00:05:11.000]  來到他的愛慕冷淡了
[00:05:11.000 --> 00:05:14.000]  反而可能真是公務的原因
[00:05:14.000 --> 00:05:18.000]  令到他有三十日都沒有召見
[00:05:18.000 --> 00:05:20.000]  這一位皇后
[00:05:20.000 --> 00:05:22.000]  接著第四節
[00:05:22.000 --> 00:05:24.000]  以斯帖說
[00:05:24.000 --> 00:05:26.000]  王若以為美
[00:05:26.000 --> 00:05:28.000]  就請王戴著哈曼金日
[00:05:28.000 --> 00:05:31.000]  赴我所預備的筵席
[00:05:31.000 --> 00:05:32.000]  王說
[00:05:32.000 --> 00:05:36.000]  叫哈曼速速照以斯帖的話去行
[00:05:36.000 --> 00:05:38.000]  於是王戴著哈曼
[00:05:38.000 --> 00:05:40.000]  即是兩個人
[00:05:40.000 --> 00:05:43.000]  赴以斯帖所預備的筵席
[00:05:43.000 --> 00:05:46.000]  當然是指大臣唯有哈曼
[00:05:46.000 --> 00:05:48.000]  皇帝的隨從一定有
[00:05:48.000 --> 00:05:50.000]  那些太監
[00:05:50.000 --> 00:05:52.000]  或者那些
[00:05:52.000 --> 00:05:55.000]  現在叫保鏢
[00:05:55.000 --> 00:05:57.000]  一定會隨行
[00:05:57.000 --> 00:06:00.000]  接著就是說
[00:06:00.000 --> 00:06:02.000]  在酒席的言前
[00:06:02.000 --> 00:06:04.000]  王又再問以斯帖
[00:06:04.000 --> 00:06:06.000]  這個時候哈曼在場
[00:06:06.000 --> 00:06:07.000]  你要什麼
[00:06:07.000 --> 00:06:09.000]  我必賜給你
[00:06:09.000 --> 00:06:10.000]  你求什麼
[00:06:10.000 --> 00:06:12.000]  就是國的一半
[00:06:12.000 --> 00:06:14.000]  也必為你成就
[00:06:14.000 --> 00:06:17.000]  可以愛這位太太皇后
[00:06:17.000 --> 00:06:19.000]  愛到這樣
[00:06:19.000 --> 00:06:21.000]  即是開金口
[00:06:21.000 --> 00:06:25.000]  甚至乎是有這樣的offer給皇后
[00:06:25.000 --> 00:06:32.000]  為什麼會令到皇得到這麼大的信任愛慕
[00:06:32.000 --> 00:06:35.000]  到底是以斯帖用美貌
[00:06:35.000 --> 00:06:37.000]  還是用他的智慧
[00:06:37.000 --> 00:06:40.000]  還是用他其他的一些
[00:06:40.000 --> 00:06:42.000]  譬如一些法術
[00:06:42.000 --> 00:06:45.000]  你知道看那些語場片都有
[00:06:45.000 --> 00:06:48.000]  通常那些西宮都會法術
[00:06:48.000 --> 00:06:54.000]  但是令到皇可以這樣對自己
[00:06:54.000 --> 00:06:57.000]  這個都是一個很大的成就
[00:06:57.000 --> 00:07:04.000]  相信以斯帖一定不是用一些古靈精怪的手段
[00:07:04.000 --> 00:07:07.000]  是真的用他的美德
[00:07:07.000 --> 00:07:09.000]  用他對神的敬畏
[00:07:09.000 --> 00:07:13.000]  來換取到皇帝丈夫的歡心
[00:07:13.000 --> 00:07:16.000]  接著就是第七節
[00:07:16.000 --> 00:07:18.000]  以斯帖回答說
[00:07:18.000 --> 00:07:20.000]  我有所要
[00:07:20.000 --> 00:07:21.000]  我有所求
[00:07:21.000 --> 00:07:24.000]  我若在皇眼前蒙恩
[00:07:24.000 --> 00:07:27.000]  皇若願意賜我所要的
[00:07:27.000 --> 00:07:29.000]  准我所求的
[00:07:29.000 --> 00:07:32.000]  就請皇戴著哈曼
[00:07:32.000 --> 00:07:35.000]  再付我所要預備的筵席
[00:07:35.000 --> 00:07:39.000]  好像吊著皇帝的胃口
[00:07:39.000 --> 00:07:41.000]  再付即是第二天
[00:07:41.000 --> 00:07:43.000]  再有一個筵席
[00:07:43.000 --> 00:07:46.000]  都不把握機會
[00:07:46.000 --> 00:07:48.000]  已經說了兩次
[00:07:48.000 --> 00:07:52.000]  亦都是走席的歡暢的時間
[00:07:52.000 --> 00:07:55.000]  這個時候為何不直接了當地說呢
[00:07:55.000 --> 00:07:59.000]  其實明天說都是在哈曼的在場
[00:07:59.000 --> 00:08:01.000]  哈曼不是說現在退席
[00:08:01.000 --> 00:08:02.000]  現在要避席
[00:08:02.000 --> 00:08:03.000]  要他走開
[00:08:03.000 --> 00:08:04.000]  不是的
[00:08:04.000 --> 00:08:06.000]  是當面
[00:08:06.000 --> 00:08:07.000]  戳口戳面地說
[00:08:07.000 --> 00:08:09.000]  就是這個仇人哈曼
[00:08:09.000 --> 00:08:12.000]  要滅絕我們這個民族和我
[00:08:12.000 --> 00:08:17.000]  為何今晚和明晚又有甚麼不同呢
[00:08:17.000 --> 00:08:20.000]  這個真的沒有辦法去明白
[00:08:20.000 --> 00:08:21.000]  到底是否這個
[00:08:21.000 --> 00:08:24.000]  是以斯帖他自己的一些智慧
[00:08:24.000 --> 00:08:29.000]  令到皇有一個這樣的懸念呢
[00:08:29.000 --> 00:08:31.000]  這些真的不知道
[00:08:31.000 --> 00:08:33.000]  唯一我們知道的就是第六章
[00:08:33.000 --> 00:08:35.000]  皇喝完之後
[00:08:35.000 --> 00:08:37.000]  可能飲保利飲得太多
[00:08:37.000 --> 00:08:38.000]  睡不著
[00:08:38.000 --> 00:08:39.000]  或者飲咖啡
[00:08:39.000 --> 00:08:40.000]  當然說笑
[00:08:40.000 --> 00:08:41.000]  那時候哪有呢
[00:08:41.000 --> 00:08:43.000]  可能就是太開心
[00:08:43.000 --> 00:08:44.000]  太過歡暢
[00:08:44.000 --> 00:08:46.000]  睡不著
[00:08:46.000 --> 00:08:49.000]  而他要拿歷史來看
[00:08:49.000 --> 00:08:51.000]  那就很奇怪
[00:08:51.000 --> 00:08:53.000]  所以如果當晚說了
[00:08:53.000 --> 00:08:54.000]  那個後果
[00:08:54.000 --> 00:08:56.000]  可能皇帝會調查
[00:08:56.000 --> 00:08:58.000]  又或者是否以斯帖
[00:08:58.000 --> 00:09:00.000]  在這裡來重傷
[00:09:00.000 --> 00:09:03.000]  他現在這一位得寵的大臣哈曼呢
[00:09:03.000 --> 00:09:07.000]  兩個局勢都很難說的
[00:09:07.000 --> 00:09:09.000]  所以我們真的很難想像
[00:09:09.000 --> 00:09:12.000]  以斯帖這麼危急
[00:09:12.000 --> 00:09:15.000]  這麼關乎到自己民族的命運
[00:09:15.000 --> 00:09:19.000]  現在已經抓緊了機會可以見皇
[00:09:19.000 --> 00:09:21.000]  皇亦都伸出金像
[00:09:21.000 --> 00:09:25.000]  皇亦都現在來開金口
[00:09:25.000 --> 00:09:27.000]  你有什麼所要
[00:09:27.000 --> 00:09:29.000]  就是國的一半我都給你
[00:09:29.000 --> 00:09:31.000]  說了兩次了
[00:09:31.000 --> 00:09:34.000]  即是說皇帝現在其實很開心
[00:09:34.000 --> 00:09:37.000]  那個狀態不是一個很憤怒
[00:09:37.000 --> 00:09:41.000]  很六神無主的情況
[00:09:41.000 --> 00:09:44.000]  那為什麼不說呢
[00:09:44.000 --> 00:09:48.000]  接著就是第九節
[00:09:48.000 --> 00:09:51.000]  那日哈曼心中快樂
[00:09:51.000 --> 00:09:54.000]  因為很正常
[00:09:54.000 --> 00:09:56.000]  你不說
[00:09:56.000 --> 00:10:00.000]  皇帝又帶我去筵席
[00:10:00.000 --> 00:10:01.000]  明天
[00:10:01.000 --> 00:10:03.000]  我還沒讀完下面那一段
[00:10:03.000 --> 00:10:05.000]  就是第八節的下半節
[00:10:05.000 --> 00:10:08.000]  就是請皇帶著哈曼
[00:10:08.000 --> 00:10:11.000]  再赴我所要預備的筵席
[00:10:11.000 --> 00:10:16.000]  明日我必定照皇所問的說明
[00:10:16.000 --> 00:10:19.000]  即是說這樣的懸念
[00:10:19.000 --> 00:10:22.000]  就令到哈曼有事要做
[00:10:22.000 --> 00:10:25.000]  因為她真是興高采烈
[00:10:25.000 --> 00:10:27.000]  因為她真是感覺自己
[00:10:27.000 --> 00:10:30.000]  不單止被皇帝賞識
[00:10:30.000 --> 00:10:33.000]  連皇后都賞識她
[00:10:33.000 --> 00:10:35.000]  只是她和皇帝
[00:10:35.000 --> 00:10:40.000]  兩個人赴宮廷的飲宴
[00:10:40.000 --> 00:10:44.000]  而且還是私人的宮廷飲宴
[00:10:44.000 --> 00:10:49.000]  即是說是很特選的身份
[00:10:49.000 --> 00:10:51.000]  才可以出席
[00:10:51.000 --> 00:10:53.000]  不是一般性的
[00:10:53.000 --> 00:10:55.000]  好像國慶的例行酒會
[00:10:55.000 --> 00:10:57.000]  每個人都可以去到
[00:10:57.000 --> 00:11:01.000]  而是只有一個就是哈曼
[00:11:01.000 --> 00:11:04.000]  所以有這一段的描述
[00:11:04.000 --> 00:11:05.000]  一點都不奇怪
[00:11:05.000 --> 00:11:08.000]  因為她的人本身就是這樣的
[00:11:08.000 --> 00:11:10.000]  見高拜見低踩
[00:11:10.000 --> 00:11:12.000]  見到這個沒底蓋
[00:11:12.000 --> 00:11:13.000]  不跪不拜
[00:11:13.000 --> 00:11:17.000]  她就很沒有意思
[00:11:17.000 --> 00:11:19.000]  然後就很想滅絕他
[00:11:19.000 --> 00:11:21.000]  滅絕他原來都是很小事
[00:11:21.000 --> 00:11:23.000]  即是當他是一隻蟻
[00:11:23.000 --> 00:11:24.000]  一踩就死
[00:11:24.000 --> 00:11:27.000]  但是如果能夠將她這個民族
[00:11:27.000 --> 00:11:29.000]  都連根拔起
[00:11:29.000 --> 00:11:33.000]  就令到哈曼更加感覺自己
[00:11:33.000 --> 00:11:37.000]  那種權傾朝野
[00:11:37.000 --> 00:11:40.000]  這就是哈曼的計謀
[00:11:40.000 --> 00:11:43.000]  所以當以斯帖
[00:11:43.000 --> 00:11:45.000]  又是沒有讓人知道
[00:11:45.000 --> 00:11:47.000]  他是猶大人的身份
[00:11:47.000 --> 00:11:49.000]  哈曼都不知道
[00:11:49.000 --> 00:11:51.000]  哈曼要滅絕的
[00:11:51.000 --> 00:11:54.000]  原來就是以斯帖的民族
[00:11:54.000 --> 00:11:56.000]  很多的時間點
[00:11:56.000 --> 00:11:59.000]  到底是巧合
[00:11:59.000 --> 00:12:02.000]  還是他們這一班猶大人
[00:12:02.000 --> 00:12:05.000]  在認真的禱告裏面
[00:12:05.000 --> 00:12:10.000]  來守住自己的身份
[00:12:10.000 --> 00:12:12.000]  不是要特意隱瞞
[00:12:12.000 --> 00:12:15.000]  而是非到必須的時候
[00:12:15.000 --> 00:12:18.000]  就不公開自己的身份
[00:12:18.000 --> 00:12:20.000]  某程度上這些都是智慧
[00:12:20.000 --> 00:12:22.000]  這些都是一些
[00:12:22.000 --> 00:12:26.000]  雖然不能叫他很深的誠腐
[00:12:26.000 --> 00:12:30.000]  或者內心有一些心術等等
[00:12:30.000 --> 00:12:32.000]  心計
[00:12:32.000 --> 00:12:34.000]  而是有些成熟的人
[00:12:34.000 --> 00:12:36.000]  不隨便
[00:12:36.000 --> 00:12:38.000]  什麼都告訴別人
[00:12:38.000 --> 00:12:40.000]  這些都是我在人生裏面
[00:12:40.000 --> 00:12:44.000]  相信在座或者在網上的弟兄姊妹
[00:12:44.000 --> 00:12:46.000]  你做人這麼久
[00:12:46.000 --> 00:12:48.000]  真正成熟的人
[00:12:48.000 --> 00:12:50.000]  都不是隨便這樣
[00:12:50.000 --> 00:12:52.000]  有碗話碗 有碟話碟
[00:12:52.000 --> 00:12:54.000]  記住不是那些負面的
[00:12:54.000 --> 00:12:56.000]  很深的誠腐
[00:12:56.000 --> 00:12:58.000]  心計很重
[00:12:58.000 --> 00:13:00.000]  不是那些 是很正面的一個人
[00:13:00.000 --> 00:13:02.000]  有時很謙厚的
[00:13:02.000 --> 00:13:04.000]  不隨便說自己
[00:13:04.000 --> 00:13:06.000]  很張揚自己
[00:13:06.000 --> 00:13:08.000]  我們今天香港人說的
[00:13:08.000 --> 00:13:10.000]  很show off自己
[00:13:10.000 --> 00:13:12.000]  什麼都告訴別人
[00:13:12.000 --> 00:13:14.000]  有多少個頭銜
[00:13:14.000 --> 00:13:16.000]  有什麼功績
[00:13:16.000 --> 00:13:18.000]  其實那些不需要說
[00:13:18.000 --> 00:13:20.000]  不是假謙卑
[00:13:20.000 --> 00:13:22.000]  而是真是一個成熟的人
[00:13:22.000 --> 00:13:24.000]  不是刻意要包裝
[00:13:24.000 --> 00:13:26.000]  而是有一個
[00:13:26.000 --> 00:13:28.000]  真是好像一種
[00:13:28.000 --> 00:13:30.000]  個人內心的一個修養
[00:13:30.000 --> 00:13:32.000]  真是不知道以斯帖
[00:13:32.000 --> 00:13:34.000]  為什麼有這樣的成熟
[00:13:34.000 --> 00:13:36.000]  有這樣的智慧的眼光
[00:13:36.000 --> 00:13:38.000]  停留一晚
[00:13:38.000 --> 00:13:40.000]  不說
[00:13:40.000 --> 00:13:42.000]  哈曼就做事了
[00:13:42.000 --> 00:13:44.000]  哈曼第九節
[00:13:44.000 --> 00:13:46.000]  那日哈曼心中快樂
[00:13:46.000 --> 00:13:48.000]  歡歡喜喜的出來
[00:13:48.000 --> 00:13:50.000]  但見沒底改
[00:13:50.000 --> 00:13:52.000]  在朝門不站起來
[00:13:52.000 --> 00:13:54.000]  連身也不動
[00:13:54.000 --> 00:13:56.000]  就滿心牢牢沒底改
[00:13:56.000 --> 00:13:58.000]  這麼奇妙
[00:13:58.000 --> 00:14:00.000]  出朝門也見到沒底改
[00:14:00.000 --> 00:14:02.000]  為什麼呢
[00:14:02.000 --> 00:14:04.000]  睜眼睜鼻
[00:14:04.000 --> 00:14:06.000]  沒底改
[00:14:06.000 --> 00:14:08.000]  其實也有官職
[00:14:08.000 --> 00:14:10.000]  因為以斯帖已經給他做官
[00:14:10.000 --> 00:14:12.000]  但為什麼仍然要
[00:14:12.000 --> 00:14:16.000]  這樣在哈曼面前出現
[00:14:16.000 --> 00:14:22.000]  刻意挑起哈曼的憤怒
[00:14:22.000 --> 00:14:24.000]  這些我們不太知道
[00:14:24.000 --> 00:14:26.000]  當時的場景是怎樣
[00:14:26.000 --> 00:14:28.000]  但唯一我們知道的
[00:14:28.000 --> 00:14:30.000]  就是激怒哈曼
[00:14:30.000 --> 00:14:32.000]  讓他
[00:14:32.000 --> 00:14:34.000]  去到一種
[00:14:34.000 --> 00:14:36.000]  完全的失控
[00:14:36.000 --> 00:14:38.000]  這種失控
[00:14:38.000 --> 00:14:40.000]  就是將他極其的驕傲
[00:14:40.000 --> 00:14:42.000]  即是說
[00:14:42.000 --> 00:14:44.000]  他內心的品性
[00:14:44.000 --> 00:14:46.000]  完全暴露出來
[00:14:46.000 --> 00:14:48.000]  使他好像不斷
[00:14:48.000 --> 00:14:50.000]  在積蓄神的憤怒
[00:14:50.000 --> 00:14:52.000]  使到神
[00:14:52.000 --> 00:14:54.000]  如果要報應他的時候
[00:14:54.000 --> 00:14:56.000]  其實真是報應
[00:14:56.000 --> 00:14:58.000]  第二晚
[00:14:58.000 --> 00:15:00.000]  他就死於非命
[00:15:00.000 --> 00:15:02.000]  自己所做的刑具
[00:15:02.000 --> 00:15:04.000]  行刑的刑具
[00:15:04.000 --> 00:15:06.000]  五杖
[00:15:06.000 --> 00:15:08.000]  可能是中國人的杖
[00:15:08.000 --> 00:15:10.000]  不知道是否尺多
[00:15:10.000 --> 00:15:12.000]  很高的一個木架
[00:15:12.000 --> 00:15:14.000]  要來掛這個
[00:15:14.000 --> 00:15:16.000]  沒底改
[00:15:16.000 --> 00:15:18.000]  成為他自己
[00:15:18.000 --> 00:15:22.000]  這樣離開世界的下場
[00:15:22.000 --> 00:15:24.000]  這就告訴我們
[00:15:24.000 --> 00:15:26.000]  他見到這個時候
[00:15:26.000 --> 00:15:28.000]  滿心怒怒沒底改
[00:15:28.000 --> 00:15:30.000]  哈曼暫且忍耐回家
[00:15:30.000 --> 00:15:32.000]  叫人請他朋友
[00:15:32.000 --> 00:15:34.000]  和他妻子
[00:15:34.000 --> 00:15:36.000]  塞利斯來
[00:15:36.000 --> 00:15:38.000]  作者就很巧妙地
[00:15:38.000 --> 00:15:40.000]  將前後兩次的對比
[00:15:40.000 --> 00:15:42.000]  這次他就很開心
[00:15:42.000 --> 00:15:44.000]  很興奮
[00:15:44.000 --> 00:15:46.000]  回去見人就說
[00:15:46.000 --> 00:15:48.000]  見到太太塞利斯
[00:15:48.000 --> 00:15:50.000]  就告訴他
[00:15:50.000 --> 00:15:52.000]  皇后只是指名道姓
[00:15:52.000 --> 00:15:54.000]  只是叫我
[00:15:54.000 --> 00:15:56.000]  唯一的大臣
[00:15:56.000 --> 00:15:58.000]  去負這個賢職
[00:15:58.000 --> 00:16:00.000]  第二晚
[00:16:00.000 --> 00:16:02.000]  他又回家
[00:16:02.000 --> 00:16:04.000]  不過垂頭喪氣
[00:16:04.000 --> 00:16:06.000]  又見到太太塞利斯
[00:16:06.000 --> 00:16:08.000]  和內閣的
[00:16:08.000 --> 00:16:10.000]  他自己也有些下人
[00:16:10.000 --> 00:16:12.000]  謀事
[00:16:12.000 --> 00:16:14.000]  又說回他的心情
[00:16:14.000 --> 00:16:16.000]  這次說的是興高采烈的心情
[00:16:16.000 --> 00:16:18.000]  明晚
[00:16:18.000 --> 00:16:20.000]  是另一個心情
[00:16:20.000 --> 00:16:22.000]  你可以想像
[00:16:22.000 --> 00:16:24.000]  作者也很巧妙地
[00:16:24.000 --> 00:16:26.000]  捕捉到
[00:16:26.000 --> 00:16:28.000]  每個人不同處境
[00:16:28.000 --> 00:16:30.000]  帶來的
[00:16:30.000 --> 00:16:32.000]  內心世界
[00:16:32.000 --> 00:16:34.000]  第十一節
[00:16:34.000 --> 00:16:36.000]  哈曼將他父后的榮耀
[00:16:36.000 --> 00:16:38.000]  眾多的兒女
[00:16:38.000 --> 00:16:40.000]  和皇台舉他
[00:16:40.000 --> 00:16:42.000]  使他超乎首領
[00:16:42.000 --> 00:16:44.000]  臣僕之上
[00:16:44.000 --> 00:16:46.000]  都述說給他們聽
[00:16:46.000 --> 00:16:48.000]  有些小偷
[00:16:48.000 --> 00:16:50.000]  在他面前
[00:16:50.000 --> 00:16:52.000]  因為現在很開心
[00:16:52.000 --> 00:16:54.000]  開心到一個地步
[00:16:54.000 --> 00:16:56.000]  今晚都睡不著
[00:16:56.000 --> 00:16:58.000]  不過不是看歷史
[00:16:58.000 --> 00:17:00.000]  可能更加瘋狂地
[00:17:00.000 --> 00:17:02.000]  自己的圍內
[00:17:02.000 --> 00:17:04.000]  吃火鍋、飲宴
[00:17:04.000 --> 00:17:06.000]  一定是這樣
[00:17:06.000 --> 00:17:08.000]  因為實在太興奮
[00:17:08.000 --> 00:17:10.000]  那些小偷的臣子
[00:17:10.000 --> 00:17:12.000]  沒有警告他
[00:17:12.000 --> 00:17:14.000]  反而是巴結他
[00:17:14.000 --> 00:17:16.000]  讓他們知道
[00:17:16.000 --> 00:17:18.000]  第十二節
[00:17:18.000 --> 00:17:20.000]  哈曼又說
[00:17:20.000 --> 00:17:22.000]  不單止是這樣
[00:17:22.000 --> 00:17:24.000]  我現在權傾一時
[00:17:24.000 --> 00:17:26.000]  權傾朝野
[00:17:26.000 --> 00:17:28.000]  不單止是這樣
[00:17:28.000 --> 00:17:30.000]  明晚還有一次的筵席
[00:17:30.000 --> 00:17:32.000]  哈曼又說
[00:17:32.000 --> 00:17:34.000]  皇后已私帖預備筵席
[00:17:34.000 --> 00:17:36.000]  除了我之外
[00:17:36.000 --> 00:17:38.000]  不許別人隨皇附席
[00:17:38.000 --> 00:17:40.000]  明日皇后又請我
[00:17:40.000 --> 00:17:42.000]  隨皇附席
[00:17:42.000 --> 00:17:44.000]  改坐在朝門
[00:17:44.000 --> 00:17:46.000]  須有這一切榮耀
[00:17:46.000 --> 00:17:48.000]  也與我無益
[00:17:48.000 --> 00:17:50.000]  這樣的對比
[00:17:50.000 --> 00:17:52.000]  明明
[00:17:52.000 --> 00:17:54.000]  那個榮耀
[00:17:54.000 --> 00:17:56.000]  大到一個地步
[00:17:56.000 --> 00:17:58.000]  好像發光一樣
[00:17:58.000 --> 00:18:00.000]  一個人
[00:18:00.000 --> 00:18:02.000]  怎會令到你完全無益
[00:18:02.000 --> 00:18:04.000]  怎會令到你的心情
[00:18:04.000 --> 00:18:06.000]  突然之間冷靜下來
[00:18:06.000 --> 00:18:08.000]  沒有理由
[00:18:08.000 --> 00:18:10.000]  你很開心很興奮
[00:18:10.000 --> 00:18:12.000]  為何你會這樣
[00:18:12.000 --> 00:18:14.000]  假設
[00:18:14.000 --> 00:18:16.000]  又是開玩笑
[00:18:16.000 --> 00:18:18.000]  鄧全就確認了
[00:18:18.000 --> 00:18:20.000]  按目通過了
[00:18:20.000 --> 00:18:24.000]  已經開始籌備
[00:18:24.000 --> 00:18:26.000]  但突然之間
[00:18:26.000 --> 00:18:28.000]  走過
[00:18:28.000 --> 00:18:30.000]  感受有個職工
[00:18:30.000 --> 00:18:32.000]  不經意掃地
[00:18:32.000 --> 00:18:34.000]  潑水潑到他
[00:18:34.000 --> 00:18:36.000]  他很不開心
[00:18:36.000 --> 00:18:38.000]  對職工很生氣
[00:18:38.000 --> 00:18:40.000]  按目通過了
[00:18:40.000 --> 00:18:42.000]  與我無關
[00:18:42.000 --> 00:18:44.000]  一點也不開心
[00:18:44.000 --> 00:18:46.000]  根本不會
[00:18:46.000 --> 00:18:48.000]  是兩回事
[00:18:48.000 --> 00:18:50.000]  級數差很遠
[00:18:50.000 --> 00:18:52.000]  但為何哈曼
[00:18:52.000 --> 00:18:54.000]  可以小氣到一個地步
[00:18:54.000 --> 00:18:56.000]  要整個心胸
[00:18:56.000 --> 00:18:58.000]  窄到一支針也進不去
[00:18:58.000 --> 00:19:00.000]  為何人可以這麼恐怖
[00:19:00.000 --> 00:19:02.000]  你是一個這麼有見識
[00:19:02.000 --> 00:19:04.000]  國家的國度
[00:19:04.000 --> 00:19:06.000]  這麼大
[00:19:06.000 --> 00:19:08.000]  127個省
[00:19:08.000 --> 00:19:10.000]  從印度去到很遠的地方
[00:19:10.000 --> 00:19:12.000]  都是波斯帝國
[00:19:12.000 --> 00:19:14.000]  最如日中天的時候
[00:19:14.000 --> 00:19:16.000]  你是那個大神
[00:19:16.000 --> 00:19:18.000]  你不是那些
[00:19:18.000 --> 00:19:20.000]  地中海
