
[00:00:00.000 --> 00:00:04.320]  很感謝施班良很盡力很用心
[00:03:26.480 --> 00:03:30.680]  但是弟兄姊妹
[00:03:30.680 --> 00:03:34.040]  如果我們不願意死的話
[00:03:34.040 --> 00:03:37.240]  我們根本沒有辦法脫離罪
[00:03:37.240 --> 00:03:41.240]  很多時候當我們做傳道人都告訴大家
[00:03:41.240 --> 00:03:42.560]  我們都有軟弱
[00:03:42.560 --> 00:03:44.360]  其實我們都有罪性
[00:03:45.000 --> 00:03:46.840]  我們到死的一天
[00:03:46.840 --> 00:03:51.400]  我們根本沒有辦法離開罪這個綑綁
[00:03:51.400 --> 00:03:53.360]  我們都承認我們有這個軟弱
[00:03:53.360 --> 00:03:55.800]  但在宿命的層面上
[00:03:55.800 --> 00:03:57.520]  耶穌基督
[00:03:57.520 --> 00:03:59.640]  他就挑戰你
[00:03:59.640 --> 00:04:04.200]  你在靈明的時候
[00:04:04.200 --> 00:04:06.080]  你在你以前的舊惡裡面
[00:04:06.080 --> 00:04:06.840]  你死了嗎?
[00:04:06.840 --> 00:04:09.880]  你不願意去死
[00:04:09.880 --> 00:04:12.960]  你沒有辦法脫離罪對你的綑綁
[00:04:14.680 --> 00:04:18.000]  然後他提供了一個方法給大家
[00:04:18.000 --> 00:04:21.240]  你要向神活
[00:04:21.240 --> 00:04:24.440]  你要向神活
[00:04:24.440 --> 00:04:27.640]  你就能夠向罪死
[00:04:27.640 --> 00:04:31.240]  向神活
[00:04:31.240 --> 00:04:32.080]  就是說
[00:04:32.080 --> 00:04:35.040]  你只為神而活
[00:04:35.040 --> 00:04:39.760]  弟兄姊妹 這個信息大家一點都不陌生
[00:04:39.760 --> 00:04:43.720]  我們透過很多不同的門訓課程
[00:04:43.760 --> 00:04:45.440]  透過很多不斷告訴大家
[00:04:45.440 --> 00:04:47.240]  我們要為神而活
[00:04:47.240 --> 00:04:48.960]  我們要為神而活
[00:04:48.960 --> 00:04:51.800]  你作為神的門徒
[00:04:51.800 --> 00:04:53.920]  這個是最基本的要求
[00:04:53.920 --> 00:04:56.240]  耶穌基督挑戰你
[00:04:56.240 --> 00:04:58.000]  你要背我的十字架
[00:04:58.000 --> 00:05:00.960]  不然你不配作我的門徒
[00:05:00.960 --> 00:05:04.600]  這些都是一些很核心很重要的信息
[00:05:04.600 --> 00:05:05.320]  弟兄姊妹
[00:05:05.320 --> 00:05:07.040]  我們聽了很多
[00:05:07.040 --> 00:05:11.200]  弟兄姊妹 請你再看十字架
[00:05:13.640 --> 00:05:14.600]  你再問自己
[00:05:14.600 --> 00:05:20.200]  我今天為了神而活了沒有?
[00:05:20.200 --> 00:05:24.640]  我今天是不是為神而活?
[00:05:24.640 --> 00:05:27.560]  我做的每一個舉動
[00:05:27.560 --> 00:05:29.480]  有沒有為神而活?
[00:05:29.480 --> 00:05:33.480]  我每天所思所想
[00:05:33.480 --> 00:05:36.040]  究竟是神的事
[00:05:36.040 --> 00:05:38.440]  還是你的事?
[00:05:38.440 --> 00:05:41.720]  是你所關注
[00:05:42.400 --> 00:05:45.320]  還是上帝所關注?
[00:05:45.320 --> 00:05:53.640]  保羅在這裡挑戰大家
[00:05:53.640 --> 00:05:57.000]  問了一個很深層的問題
[00:05:57.000 --> 00:05:59.360]  他說
[00:05:59.360 --> 00:06:02.240]  你將自己獻給了誰?
[00:06:02.240 --> 00:06:06.400]  他用一個例子
[00:06:06.400 --> 00:06:07.800]  一個比喻
[00:06:07.800 --> 00:06:10.560]  你是一個器皿
[00:06:12.360 --> 00:06:15.680]  你這個器皿成為誰的器皿?
[00:06:15.680 --> 00:06:19.600]  器皿是用來裝著東西的
[00:06:19.600 --> 00:06:24.200]  曾經保羅透過一個經文告訴大家
[00:06:24.200 --> 00:06:29.720]  你不管是金器、木器、瓦器
[00:06:29.720 --> 00:06:32.400]  但你要是一個純潔的器皿
[00:06:32.400 --> 00:06:34.640]  我就會問大家
[00:06:34.640 --> 00:06:36.960]  究竟今天你這個器皿
[00:06:36.960 --> 00:06:38.680]  裝著些什麼?
[00:06:38.680 --> 00:06:40.680]  我們的器皿裏面
[00:06:40.680 --> 00:06:41.680]  我們的心
[00:06:41.680 --> 00:06:43.680]  我們的思想
[00:06:43.680 --> 00:06:46.200]  裝著些什麼?
[00:06:46.200 --> 00:06:50.000]  保羅說
[00:06:50.000 --> 00:06:54.680]  你要作義的器皿獻給神
[00:06:54.680 --> 00:07:01.480]  上帝一直告訴我們
[00:07:01.480 --> 00:07:04.480]  我們要做義的器皿
[00:07:05.480 --> 00:07:08.280]  上帝一直告訴我們
[00:07:08.280 --> 00:07:10.280]  我們做基督徒
[00:07:10.280 --> 00:07:11.680]  請大家聽見
[00:07:11.680 --> 00:07:14.080]  基督徒這三個字
[00:07:14.080 --> 00:07:16.280]  是滿有榮耀
[00:07:16.280 --> 00:07:19.880]  滿有作用
[00:07:19.880 --> 00:07:22.080]  滿有功能
[00:07:22.080 --> 00:07:25.480]  因為人們一聽到你是基督徒
[00:07:25.480 --> 00:07:29.080]  就應該見到主耶穌
[00:07:29.080 --> 00:07:34.680]  當今天人們見到你的時候
[00:07:35.280 --> 00:07:37.480]  見到的是主耶穌
[00:07:37.480 --> 00:07:41.480]  還是
[00:07:41.480 --> 00:07:43.680]  是一個醜惡的你
[00:07:43.680 --> 00:07:48.680]  還是
[00:07:48.680 --> 00:07:55.080]  是完全看不見基督徒應該有的生命
[00:07:55.080 --> 00:07:58.080]  所以
[00:07:58.080 --> 00:07:59.880]  他提醒你
[00:07:59.880 --> 00:08:02.080]  作義的器皿
[00:08:02.080 --> 00:08:04.080]  去獻給神
[00:08:04.480 --> 00:08:05.480]  獻給神
[00:08:05.480 --> 00:08:08.480]  就是要代表耶穌
[00:08:08.480 --> 00:08:12.480]  去成為別人更多的祝福
[00:08:12.480 --> 00:08:15.480]  你今天的生命
[00:08:15.480 --> 00:08:17.480]  是不是在祝福其他人
[00:08:17.480 --> 00:08:24.080]  所以我們求聖靈幫助我們
[00:08:24.080 --> 00:08:30.080]  求神讓我們徹底改變
[00:08:33.680 --> 00:08:35.280]  徹底改變
[00:08:35.280 --> 00:08:40.880]  求神讓我們成為祂的器皿
[00:08:40.880 --> 00:08:44.280]  承載著祂的愛
[00:08:44.280 --> 00:08:47.480]  承載著祂對人的祝福
[00:08:47.480 --> 00:08:53.080]  去繼續祝福我們身邊每一個遇上的人
[00:08:53.080 --> 00:08:56.080]  包括你的伴侶
[00:08:56.080 --> 00:08:58.280]  你的爸爸媽媽
[00:08:58.280 --> 00:09:00.280]  你的子女
[00:09:00.280 --> 00:09:02.280]  你的朋友
[00:09:03.080 --> 00:09:04.280]  你的兄弟姐妹
[00:09:04.280 --> 00:09:05.680]  你的親人
[00:09:05.680 --> 00:09:09.480]  所有一切碰上你的人
[00:09:09.480 --> 00:09:12.680]  都希望得到基督的祝福
[00:09:12.680 --> 00:09:17.280]  因為我們只為神而活
[00:09:17.280 --> 00:09:21.480]  因為我們所有人
[00:09:21.480 --> 00:09:25.080]  都在上帝的恩典之下
[00:09:25.080 --> 00:09:29.880]  我們每一個人都是蒙福的人
[00:09:31.280 --> 00:09:34.080]  我們每一個人都不配跨口
[00:09:34.080 --> 00:09:38.480]  所以我們只需要做一件事
[00:09:38.480 --> 00:09:44.080]  成為上帝真正基督的門徒
[00:09:44.080 --> 00:09:47.680]  每天行在祂的道路上
[00:09:47.680 --> 00:09:49.680]  去祝福祂
[00:09:49.680 --> 00:09:52.680]  求上帝幫助我們
[00:09:52.680 --> 00:09:54.680]  死得透徹
[00:09:54.680 --> 00:09:59.680]  讓我們在三天之後復活
[00:10:00.080 --> 00:10:02.080]  成為一個處身的人

