
[00:00:00.000 --> 00:00:04.000]  當我們想起母親 想起媽媽的時候
[00:04:28.800 --> 00:04:30.200]  是一首歌來的
[00:04:30.200 --> 00:04:33.800]  他在這裡就告訴那班以色列民
[00:04:33.800 --> 00:04:38.600]  他們將會從這個秘魯之地得釋放
[00:04:38.600 --> 00:04:42.800]  可以再一次回到故鄉
[00:04:42.800 --> 00:04:46.200]  在第49章第13節這樣說
[00:04:46.200 --> 00:04:49.000]  諸天應當歡喜
[00:04:49.000 --> 00:04:52.000]  大地應當快樂
[00:04:52.000 --> 00:04:56.000]  眾山應當發聲歌唱
[00:04:56.000 --> 00:04:59.400]  因為耶和華已經安慰他的百姓
[00:04:59.400 --> 00:05:03.200]  也要連率他的眾子民
[00:05:03.200 --> 00:05:05.600]  在這裡說整個大自然
[00:05:05.600 --> 00:05:08.200]  諸天大地眾山
[00:05:08.200 --> 00:05:10.200]  都要來歡呼
[00:05:10.200 --> 00:05:14.600]  因為上帝已經在鼓勵那班子民
[00:05:14.600 --> 00:05:19.200]  上帝也要將他們從困苦的境況中
[00:05:19.200 --> 00:05:21.200]  拯救出來
[00:05:21.200 --> 00:05:25.200]  在第13節上帝已經剛剛說完
[00:05:25.200 --> 00:05:27.200]  到第14節的時候
[00:05:27.200 --> 00:05:31.200]  那班錫安的人怎麼說呢
[00:05:31.200 --> 00:05:33.200]  錫安說
[00:05:33.200 --> 00:05:36.200]  耶和華離棄了我
[00:05:36.200 --> 00:05:38.800]  主忘記了我
[00:05:38.800 --> 00:05:42.000]  在這裡說到上帝對人的愛
[00:05:42.000 --> 00:05:45.200]  是一個任勞任怨的愛
[00:05:45.200 --> 00:05:48.200]  可不可以去我第二張powerpoint呢
[00:05:48.200 --> 00:05:52.200]  我們看到
[00:05:52.200 --> 00:05:55.200]  其實我們剛才聽到
[00:05:55.200 --> 00:05:57.200]  我去按一下
[00:05:57.200 --> 00:06:04.200]  (音樂)
[00:06:04.200 --> 00:06:06.200]  謝謝
[00:06:06.200 --> 00:06:08.200]  其實當我們聽到
[00:06:08.200 --> 00:06:12.800]  諸天大地眾山都要歡呼
[00:06:12.800 --> 00:06:17.200]  因為上帝要將他們拯救
[00:06:17.200 --> 00:06:19.200]  聽到這個應許的時候
[00:06:19.200 --> 00:06:21.200]  你應很開心的
[00:06:21.200 --> 00:06:24.200]  正如當我們上班一天
[00:06:24.200 --> 00:06:26.200]  很辛苦
[00:06:26.200 --> 00:06:28.200]  當我們回家的時候
[00:06:28.200 --> 00:06:29.200]  一回家
[00:06:29.200 --> 00:06:31.200]  媽媽就告訴你
[00:06:31.200 --> 00:06:32.200]  你稍等
[00:06:32.200 --> 00:06:34.200]  我一會兒就會做出
[00:06:34.200 --> 00:06:35.200]  很美味的
[00:06:35.200 --> 00:06:37.200]  你最喜歡吃的那道菜
[00:06:37.200 --> 00:06:39.200]  拿出來給你吃
[00:06:39.200 --> 00:06:41.200]  我們聽到的時候很開心
[00:06:41.200 --> 00:06:43.200]  稍等就有東西吃了
[00:06:43.200 --> 00:06:46.200]  並且很豐富
[00:06:46.200 --> 00:06:49.200]  但那班以色列人聽了之後
[00:06:49.200 --> 00:06:52.200]  在第14節怎麼說呢
[00:06:52.200 --> 00:06:53.200]  耶和華說
[00:06:53.200 --> 00:06:55.200]  主理棄了我
[00:06:55.200 --> 00:06:57.200]  主忘記了我
[00:06:57.200 --> 00:06:59.200]  為什麼他們會這樣呢
[00:06:59.200 --> 00:07:02.200]  覺得上帝好像不理會他們
[00:07:02.200 --> 00:07:04.200]  因為他們感受不到
[00:07:04.200 --> 00:07:06.200]  上帝真的會幫他們
[00:07:06.200 --> 00:07:09.200]  他們正在看的
[00:07:09.200 --> 00:07:11.200]  就是他們周圍的環境
[00:07:11.200 --> 00:07:12.200]  非常的惡劣
[00:07:12.200 --> 00:07:17.200]  他們只是看著亡國的那種痛苦
[00:07:17.200 --> 00:07:19.200]  他們對於上帝的應許
[00:07:19.200 --> 00:07:22.200]  他們完全不相信
[00:07:22.200 --> 00:07:26.200]  我現在正在經歷國破家亡
[00:07:26.200 --> 00:07:30.200]  正在經歷聖殿已經被人拆了
[00:07:30.200 --> 00:07:32.200]  正在經歷我們在外地
[00:07:32.200 --> 00:07:34.200]  做的亡國奴
[00:07:34.200 --> 00:07:35.200]  你跟我說什麼
[00:07:35.200 --> 00:07:38.200]  你顧念我們嗎
[00:07:38.200 --> 00:07:41.200]  但耶和華又怎樣呢
[00:07:41.200 --> 00:07:44.200]  耶和華不會因為他們的埋怨
[00:07:44.200 --> 00:07:47.200]  就罵他們
[00:07:47.200 --> 00:07:48.200]  相反
[00:07:48.200 --> 00:07:52.200]  他們會繼續鼓勵我們
[00:07:52.200 --> 00:07:55.200]  那些以色列人覺得
[00:07:55.200 --> 00:07:57.200]  上帝也不理會我們
[00:07:57.200 --> 00:07:58.200]  他們理會了我們
[00:07:58.200 --> 00:07:59.200]  忘記了
[00:07:59.200 --> 00:08:02.200]  只顧著那些惡死的亞述人
[00:08:02.200 --> 00:08:05.200]  惡死的巴比倫人
[00:08:05.200 --> 00:08:07.200]  每次打仗都被他們打贏
[00:08:07.200 --> 00:08:09.200]  我們不濟,我們不好
[00:08:09.200 --> 00:08:11.200]  但我們沒有他們那麼壞
[00:08:11.200 --> 00:08:13.200]  竟然我們也輸
[00:08:13.200 --> 00:08:15.200]  他們覺得上帝偏心
[00:08:15.200 --> 00:08:16.200]  正在埋怨
[00:08:16.200 --> 00:08:17.200]  上帝不理會我們
[00:08:17.200 --> 00:08:20.200]  上帝忘記了我們
[00:08:20.200 --> 00:08:24.200]  有位姐妹跟我聊天分享
[00:08:24.200 --> 00:08:28.200]  她說當她的女兒做完手術後
[00:08:28.200 --> 00:08:30.200]  當然要煲湯水
[00:08:30.200 --> 00:08:32.200]  又要煲多點給她喝
[00:08:32.200 --> 00:08:35.200]  還有問候多幾聲
[00:08:35.200 --> 00:08:36.200]  很自然的
[00:08:36.200 --> 00:08:37.200]  女兒生病了
[00:08:37.200 --> 00:08:39.200]  當然要多關心
[00:08:39.200 --> 00:08:43.200]  有一天兒子就跟她說
[00:08:43.200 --> 00:08:46.200]  媽,你很偏心
[00:08:46.200 --> 00:08:49.200]  只顧著煲湯給姐姐
[00:08:49.200 --> 00:08:51.200]  只顧著照顧她
[00:08:51.200 --> 00:08:54.200]  你也不理會我
[00:08:54.200 --> 00:08:55.200]  如果是我做媽媽
[00:08:55.200 --> 00:08:56.200]  我們會怎樣
[00:08:56.200 --> 00:08:57.200]  臭小子
[00:08:57.200 --> 00:08:58.200]  幫忙也不幫忙
[00:08:58.200 --> 00:09:00.200]  還在罵我偏心
[00:09:00.200 --> 00:09:03.200]  你知道很辛苦嗎
[00:09:03.200 --> 00:09:05.200]  但那位姐妹告訴我
[00:09:05.200 --> 00:09:06.200]  她聽完後
[00:09:06.200 --> 00:09:09.200]  雖然她覺得很心痛
[00:09:09.200 --> 00:09:12.200]  為何兒子也完全體諒不到她
[00:09:12.200 --> 00:09:14.200]  她覺得難過
[00:09:14.200 --> 00:09:16.200]  所以她不理會
[00:09:16.200 --> 00:09:19.200]  就算自己怎樣身體疼痛也好
[00:09:19.200 --> 00:09:20.200]  以後煲湯水
[00:09:20.200 --> 00:09:23.200]  記得要煲多點給兒子
[00:09:23.200 --> 00:09:27.200]  以後去女兒的家中
[00:09:27.200 --> 00:09:30.200]  也要找時間去兒子的家中
[00:09:30.200 --> 00:09:32.200]  有人說
[00:09:32.200 --> 00:09:34.200]  在家庭裡
[00:09:34.200 --> 00:09:38.200]  通常任勞任怨的是誰
[00:09:38.200 --> 00:09:40.200]  媽媽
[00:09:40.200 --> 00:09:41.200]  有人說
[00:09:41.200 --> 00:09:43.200]  通常在家庭裡
[00:09:43.200 --> 00:09:46.200]  任勞任怨的是媽媽
[00:09:46.200 --> 00:09:47.200]  當然
[00:09:47.200 --> 00:09:48.200]  我剛才已經說了
[00:09:48.200 --> 00:09:50.200]  人有不足的地方
[00:09:50.200 --> 00:09:51.200]  有盲點的地方
[00:09:51.200 --> 00:09:52.200]  有缺陷的地方
[00:09:52.200 --> 00:09:54.200]  但一般都是
[00:09:54.200 --> 00:09:55.200]  無論怎樣
[00:09:55.200 --> 00:09:57.200]  我們跟媽媽發脾氣
[00:09:57.200 --> 00:09:59.200]  跟她怎樣吵架也好
[00:09:59.200 --> 00:10:01.200]  到最後
[00:10:01.200 --> 00:10:04.200]  她也會抱緊我們
[00:10:04.200 --> 00:10:05.200]  不知為何
[00:10:05.200 --> 00:10:07.200]  我記得自己小時候
[00:10:07.200 --> 00:10:10.200]  那時我們一家八口
[00:10:10.200 --> 00:10:13.200]  我們住的床有三層
[00:10:13.200 --> 00:10:14.200]  下面是爸爸
[00:10:14.200 --> 00:10:16.200]  媽媽和我最小的弟弟
[00:10:16.200 --> 00:10:20.200]  中間那層是我哥哥和弟弟
[00:10:20.200 --> 00:10:23.200]  最高那層是我們三姊妹住的
[00:10:23.200 --> 00:10:24.200]  我記得有一次
[00:10:24.200 --> 00:10:25.200]  很生氣還是怎樣
[00:10:25.200 --> 00:10:26.200]  我只記得
[00:10:26.200 --> 00:10:30.200]  我縮在床的角落
[00:10:30.200 --> 00:10:32.200]  發脾氣
[00:10:32.200 --> 00:10:34.200]  我記得當時很肚餓
[00:10:34.200 --> 00:10:35.200]  沒多久
[00:10:35.200 --> 00:10:36.200]  我見到媽媽
[00:10:36.200 --> 00:10:38.200]  把門簾拿進來
[00:10:38.200 --> 00:10:40.200]  當時我就想
[00:10:40.200 --> 00:10:42.200]  糟了 要被打了
[00:10:42.200 --> 00:10:43.200]  但我見到媽媽
[00:10:43.200 --> 00:10:45.200]  拿著一碗飯
[00:10:45.200 --> 00:10:46.200]  來給我
[00:10:46.200 --> 00:10:49.200]  我還記得是一碗滾水拌飯
[00:10:49.200 --> 00:10:51.200]  給了我一塊肉
[00:10:51.200 --> 00:10:55.200]  我記得自己很內疚
[00:10:55.200 --> 00:10:56.200]  只有我自己
[00:10:56.200 --> 00:10:58.200]  我自己發脾氣
[00:10:58.200 --> 00:10:59.200]  不吃飯
[00:10:59.200 --> 00:11:02.200]  但媽媽不但沒有罵我
[00:11:02.200 --> 00:11:04.200]  沒有打我
[00:11:04.200 --> 00:11:06.200]  卻拿了一碗飯
[00:11:06.200 --> 00:11:09.200]  留了一碗飯給我吃
[00:11:09.200 --> 00:11:10.200]  我就想
[00:11:10.200 --> 00:11:13.200]  很感動
[00:11:13.200 --> 00:11:14.200]  其實我們看
[00:11:14.200 --> 00:11:17.200]  以色列人和上帝都是
[00:11:17.200 --> 00:11:19.200]  當他們出埃及的時候
[00:11:19.200 --> 00:11:21.200]  那班以色列人
[00:11:21.200 --> 00:11:24.200]  是不是時時發脾氣
[00:11:24.200 --> 00:11:26.200]  上帝雖然行了十大神蹟
[00:11:26.200 --> 00:11:28.200]  讓他們看到
[00:11:28.200 --> 00:11:31.200]  祂的大能超越一切
[00:11:31.200 --> 00:11:34.200]  但他們在曠野地的時候
[00:11:34.200 --> 00:11:36.200]  走一會就埋怨
[00:11:36.200 --> 00:11:38.200]  我們在埃及的時候
[00:11:38.200 --> 00:11:39.200]  多好啊
[00:11:39.200 --> 00:11:40.200]  有肉吃
[00:11:40.200 --> 00:11:42.200]  每餐都吃得飽
[00:11:42.200 --> 00:11:44.200]  何必這麼艱苦走這麼多路
[00:11:44.200 --> 00:11:47.200]  還要來到這裡沒有東西吃
[00:11:47.200 --> 00:11:50.200]  想餓死我們嗎
[00:11:50.200 --> 00:11:52.200]  然後走一會
[00:11:52.200 --> 00:11:53.200]  又說
[00:11:53.200 --> 00:11:54.200]  沒有水喝
[00:11:54.200 --> 00:11:55.200]  水是苦的
[00:11:55.200 --> 00:11:58.200]  想毒死我們嗎
[00:11:58.200 --> 00:12:00.200]  很多很多埋怨聲
[00:12:00.200 --> 00:12:02.200]  我想不單止在出埃及
[00:12:02.200 --> 00:12:05.200]  而整個以色列民族的歷史
[00:12:05.200 --> 00:12:07.200]  我們看到他們很多的埋怨
[00:12:07.200 --> 00:12:09.200]  其實看回我們
[00:12:09.200 --> 00:12:11.200]  我們自己人生裡面
[00:12:11.200 --> 00:12:12.200]  我們很多時候
[00:12:12.200 --> 00:12:14.200]  都會有很多的埋怨
[00:12:14.200 --> 00:12:17.200]  但是上帝在整個民族
[00:12:17.200 --> 00:12:18.200]  整個歷史裡面
[00:12:18.200 --> 00:12:21.200]  祂卻表現出處處的保護
[00:12:21.200 --> 00:12:23.200]  處處的照顧
[00:12:23.200 --> 00:12:25.200]  無論那班以色列人
[00:12:25.200 --> 00:12:27.200]  怎樣埋怨都好
[00:12:27.200 --> 00:12:29.200]  祂仍然容忍
[00:12:29.200 --> 00:12:31.200]  安慰
[00:12:31.200 --> 00:12:32.200]  眷顧
[00:12:32.200 --> 00:12:33.200]  同行
[00:12:33.200 --> 00:12:34.200]  在家庭裡
[00:12:34.200 --> 00:12:37.200]  我們都同樣看到我們的媽媽
[00:12:37.200 --> 00:12:39.200]  她同樣都是這樣
[00:12:39.200 --> 00:12:40.200]  不過我們都要反映
[00:12:40.200 --> 00:12:42.200]  反省一下我們自己
[00:12:42.200 --> 00:12:43.200]  我們究竟是一個
[00:12:43.200 --> 00:12:45.200]  時時都去埋怨的人
[00:12:45.200 --> 00:12:48.200]  還是我們有這個特質
[00:12:48.200 --> 00:12:52.200]  任勞任怨呢
[00:12:52.200 --> 00:12:57.200]  我們看第二方面
[00:12:57.200 --> 00:13:02.200]  在第十五節
[00:13:02.200 --> 00:13:03.200]  上帝說
[00:13:03.200 --> 00:13:06.200]  婦人焉能忘記她吃奶的嬰孩
[00:13:06.200 --> 00:13:09.200]  不連恤她所生的兒子
[00:13:09.200 --> 00:13:11.200]  即或有忘記的
[00:13:11.200 --> 00:13:14.200]  我卻不忘記你
[00:13:14.200 --> 00:13:16.200]  那班以色列人覺得
[00:13:16.200 --> 00:13:18.200]  上帝忘記了他們
[00:13:18.200 --> 00:13:20.200]  遺棄了他們
[00:13:20.200 --> 00:13:23.200]  但是上帝就告訴他們
[00:13:23.200 --> 00:13:25.200]  我一定不會忘記你
[00:13:25.200 --> 00:13:27.200]  就像媽媽一樣
[00:13:27.200 --> 00:13:30.200]  她一定不會忘記餵奶
[00:13:30.200 --> 00:13:33.200]  她不會放下兒子不理
[00:13:33.200 --> 00:13:36.200]  上帝的創造很奇妙
[00:13:36.200 --> 00:13:38.200]  特別在這個案件
[00:13:38.200 --> 00:13:40.200]  大家在座當中
[00:13:40.200 --> 00:13:43.200]  有生過嬰孩的姐妹
[00:13:43.200 --> 00:13:45.200]  可能更加明白
[00:13:45.200 --> 00:13:47.200]  當女性開始懷孕的時候
[00:13:47.200 --> 00:13:51.200]  她整個身體就會不斷有變化
[00:13:51.200 --> 00:13:53.200]  而這個變化
[00:13:53.200 --> 00:13:58.200]  是為了胎兒能夠好好的成長
[00:13:58.200 --> 00:14:00.200]  生產之後
[00:14:00.200 --> 00:14:02.200]  很奇妙的
[00:14:02.200 --> 00:14:08.200]  在乳房裡會有奶汁
[00:14:08.200 --> 00:14:13.200]  原來當奶汁沒有被嬰孩吸出來
[00:14:13.200 --> 00:14:16.200]  或者沒有被嬰孩吸出來
[00:14:16.200 --> 00:14:19.200]  當奶汁一直在乳房裡
[00:14:19.200 --> 00:14:22.200]  媽媽會感到很痛很痛
[00:14:22.200 --> 00:14:25.200]  所以原來上帝在創造人的時候
[00:14:25.200 --> 00:14:27.200]  這個身體反應
[00:14:27.200 --> 00:14:32.200]  都要令媽媽千萬不要忘記餵奶
[00:14:32.200 --> 00:14:38.200]  千萬不要忘記忘記了自己的嬰孩
[00:14:38.200 --> 00:14:39.200]  所以有時候
[00:14:39.200 --> 00:14:40.200]  我們說
[00:14:40.200 --> 00:14:42.200]  當嬰孩哭的時候
[00:14:42.200 --> 00:14:43.200]  很特別的
[00:14:43.200 --> 00:14:45.200]  十幾個嬰孩在哭
[00:14:45.200 --> 00:14:47.200]  但是做媽媽的
[00:14:47.200 --> 00:14:49.200]  他們可以知道
[00:14:49.200 --> 00:14:53.200]  哪個嬰孩的哭聲是屬於他的
[00:14:53.200 --> 00:14:54.200]  他都知道
[00:14:54.200 --> 00:14:56.200]  這裡有十幾個嬰孩
[00:14:56.200 --> 00:14:58.200]  假設有五個在哭
[00:14:58.200 --> 00:14:59.200]  他知道
[00:14:59.200 --> 00:15:01.200]  他嬰孩有沒有哭
[00:15:01.200 --> 00:15:03.200]  但我們每個人都覺得
[00:15:03.200 --> 00:15:05.200]  有一樣的哭聲
[00:15:05.200 --> 00:15:06.200]  但是做媽媽的
[00:15:06.200 --> 00:15:08.200]  他會知道
[00:15:08.200 --> 00:15:11.200]  又或者當他嬰孩哭的時候
[00:15:11.200 --> 00:15:14.200]  我們其實不知道嬰孩在做什麼
[00:15:14.200 --> 00:15:15.200]  不過他知道
[00:15:15.200 --> 00:15:16.200]  這些哭聲
[00:15:16.200 --> 00:15:18.200]  就是表示他肚餓
[00:15:18.200 --> 00:15:19.200]  或者這些哭聲
[00:15:19.200 --> 00:15:21.200]  就表示他的尿片濕了
[00:15:21.200 --> 00:15:23.200]  要換尿片了
[00:15:23.200 --> 00:15:25.200]  另外可能他發燒了
[00:15:25.200 --> 00:15:26.200]  有不同的需要
[00:15:26.200 --> 00:15:28.200]  媽媽知道的
[00:15:28.200 --> 00:15:31.200]  所以說到
[00:15:31.200 --> 00:15:32.200]  上帝就說
[00:15:32.200 --> 00:15:35.200]  這個婦人
[00:15:35.200 --> 00:15:38.200]  她是很愛惜嬰孩的
[00:15:38.200 --> 00:15:40.200]  她什麼都清楚
[00:15:40.200 --> 00:15:44.200]  所以她不會忘記他們
[00:15:44.200 --> 00:15:47.200]  媽媽不會忘記任何的子女
[00:15:47.200 --> 00:15:50.200]  她願意陪著子女
[00:15:50.200 --> 00:15:52.200]  走人生每一段的階段
[00:15:52.200 --> 00:15:53.200]  我們看到
[00:15:53.200 --> 00:15:55.200]  每逢子女結婚的時候
[00:15:55.200 --> 00:15:57.200]  爸爸媽媽都很緊張
[00:15:57.200 --> 00:15:59.200]  很開心的
[00:15:59.200 --> 00:16:01.200]  他們真的
[00:16:01.200 --> 00:16:05.200]  其實和子女一樣開心
[00:16:05.200 --> 00:16:07.200]  但在艱難的日子的時候
[00:16:07.200 --> 00:16:12.200]  她同樣陪伴在他們的左右
[00:16:12.200 --> 00:16:15.200]  我弟弟曾經患過肺結核
[00:16:15.200 --> 00:16:18.200]  肺癆菌長在頸上
[00:16:18.200 --> 00:16:21.200]  要做手術
[00:16:21.200 --> 00:16:22.200]  做完手術之後
[00:16:22.200 --> 00:16:24.200]  因為這裡有很多神經線
[00:16:24.200 --> 00:16:28.200]  醫生說不可以亂針
[00:16:28.200 --> 00:16:31.200]  唯有塞一些膠布進去
[00:16:31.200 --> 00:16:34.200]  隔天就去洗傷口
[00:16:34.200 --> 00:16:37.200]  你想想那種痛法
[00:16:37.200 --> 00:16:39.200]  想像一下
[00:16:39.200 --> 00:16:41.200]  每次去洗傷口的時候
[00:16:41.200 --> 00:16:43.200]  只可以用少許麻醉藥
[00:16:43.200 --> 00:16:44.200]  塗在頸上
[00:16:44.200 --> 00:16:49.200]  然後慢慢把紗布抽出來
[00:16:49.200 --> 00:16:51.200]  再清潔一下
[00:16:51.200 --> 00:16:54.200]  換新的紗布進去
[00:16:54.200 --> 00:16:58.200]  還要切了三刀還是四刀
[00:16:58.200 --> 00:17:00.200]  那種痛
[00:17:00.200 --> 00:17:02.200]  但每一次洗傷口
[00:17:02.200 --> 00:17:06.200]  我媽媽堅持要和他一起去
[00:17:06.200 --> 00:17:07.200]  我弟弟形容
[00:17:07.200 --> 00:17:09.200]  第一次去的時候
[00:17:09.200 --> 00:17:11.200]  護士已經說了
[00:17:11.200 --> 00:17:13.200]  你不可以進去看
[00:17:13.200 --> 00:17:15.200]  因為你會很害怕
[00:17:15.200 --> 00:17:16.200]  不讓他進去
[00:17:16.200 --> 00:17:17.200]  但媽媽說不行
[00:17:17.200 --> 00:17:19.200]  我一定要進去看
[00:17:19.200 --> 00:17:21.200]  後來護士也讓他進去看
[00:17:21.200 --> 00:17:22.200]  進去的時候
[00:17:22.200 --> 00:17:25.200]  你知道那時十幾二十年的
[00:17:25.200 --> 00:17:27.200]  看醫生的房間
[00:17:27.200 --> 00:17:29.200]  有一個屏風
[00:17:29.200 --> 00:17:32.200]  叫我媽媽躲在屏風後面
[00:17:32.200 --> 00:17:33.200]  不要動
[00:17:33.200 --> 00:17:36.200]  但她就在屏風後面
[00:17:36.200 --> 00:17:37.200]  裝出來
[00:17:37.200 --> 00:17:39.200]  看見我弟弟很痛苦
[00:17:39.200 --> 00:17:41.200]  在叫的時候
[00:17:41.200 --> 00:17:43.200]  她就不理那麼多
[00:17:43.200 --> 00:17:44.200]  衝了出來
[00:17:44.200 --> 00:17:45.200]  站在他旁邊
[00:17:45.200 --> 00:17:47.200]  一直握著他的手
[00:17:47.200 --> 00:17:49.200]  一直在哭
[00:17:49.200 --> 00:17:51.200]  我們家人
[00:17:51.200 --> 00:17:52.200]  我們六兄弟姐妹
[00:17:52.200 --> 00:17:53.200]  每個都要上學
[00:17:53.200 --> 00:17:55.200]  我們都不能去
[00:17:55.200 --> 00:17:57.200]  但我們都不敢去
[00:17:57.200 --> 00:18:00.200]  我爸爸又要去工作
[00:18:00.200 --> 00:18:02.200]  但真的沒有一個人敢去
[00:18:02.200 --> 00:18:04.200]  但我媽媽堅持
[00:18:04.200 --> 00:18:06.200]  每一次洗傷口
[00:18:06.200 --> 00:18:08.200]  她都要去
[00:18:08.200 --> 00:18:10.200]  沒有人能忘記
[00:18:10.200 --> 00:18:12.200]  她吃奶的英孩
[00:18:12.200 --> 00:18:15.200]  不連摔她所生的兒子
[00:18:15.200 --> 00:18:17.200]  今天是母親節
[00:18:17.200 --> 00:18:20.200]  是一個愛的日子
