
[00:00:00.000 --> 00:00:05.400]  今天我們會講傳道書第三章的經文
[00:02:15.700 --> 00:02:17.700]  跌了東西就神仔有時
[00:02:17.700 --> 00:02:19.700]  搬屋的時候就寫戲有時
[00:02:19.700 --> 00:02:24.700]  總之我們以往都是將一些屬靈的結論
[00:02:24.700 --> 00:02:26.700]  一切都是in his time
[00:02:26.700 --> 00:02:29.700]  一切都是有上帝自己的時間
[00:02:29.700 --> 00:02:31.700]  正如大家很熟悉的一首詩歌
[00:02:31.700 --> 00:02:34.700]  in his time
[00:02:34.700 --> 00:02:38.700]  he made all things beautiful in his time
[00:02:38.700 --> 00:02:41.700]  這首詩歌其實正正都是來自經文
[00:02:41.700 --> 00:02:43.700]  神造萬物
[00:02:43.700 --> 00:02:45.700]  各按其時成為美好的說話
[00:02:45.700 --> 00:02:47.700]  上帝有他的時間
[00:02:47.700 --> 00:02:49.700]  一切都是in his time
[00:02:49.700 --> 00:02:52.700]  只要是in his time就好了
[00:02:52.700 --> 00:02:58.700]  不過經文的翻譯其實有些bug
[00:02:58.700 --> 00:03:00.700]  中文和本所說
[00:03:00.700 --> 00:03:02.700]  神造萬物
[00:03:02.700 --> 00:03:05.700]  各按其時成為美好
[00:03:05.700 --> 00:03:07.700]  但英文怎麼說的
[00:03:07.700 --> 00:03:10.700]  英文是he made all things beautiful in his time
[00:03:10.700 --> 00:03:14.700]  如果你是比較執著的說話
[00:03:14.700 --> 00:03:16.700]  你發現經文讀出來的時候
[00:03:16.700 --> 00:03:18.700]  比較一下中英文版本
[00:03:18.700 --> 00:03:22.700]  你會發現中文和英文的字眼其實有些不同
[00:03:22.700 --> 00:03:24.700]  神造萬物
[00:03:24.700 --> 00:03:26.700]  各按其時成為美好
[00:03:26.700 --> 00:03:30.700]  和he made all things beautiful in his time
[00:03:30.700 --> 00:03:31.700]  有些不同的
[00:03:31.700 --> 00:03:34.700]  美好和beautiful
[00:03:34.700 --> 00:03:37.700]  美麗是兩件事
[00:03:37.700 --> 00:03:39.700]  原文裡面都是一樣
[00:03:39.700 --> 00:03:42.700]  原文裡面就是yepak這個字
[00:03:42.700 --> 00:03:44.700]  yepak就不是top
[00:03:44.700 --> 00:03:46.700]  yepak就是美麗
[00:03:46.700 --> 00:03:48.700]  top就是美好
[00:03:48.700 --> 00:03:50.700]  創世的第一章就是top
[00:03:50.700 --> 00:03:52.700]  神造天地
[00:03:52.700 --> 00:03:54.700]  神看一切為什麼
[00:03:54.700 --> 00:03:55.700]  為好的
[00:03:55.700 --> 00:03:57.700]  那就是top的字
[00:03:57.700 --> 00:03:59.700]  是美好的字
[00:03:59.700 --> 00:04:03.700]  但是傳道書第三章所說的不是好
[00:04:03.700 --> 00:04:05.700]  而是美麗
[00:04:05.700 --> 00:04:06.700]  是美的字
[00:04:06.700 --> 00:04:08.700]  是完全傳是美麗的字
[00:04:08.700 --> 00:04:10.700]  如果你search到聖經的話
[00:04:10.700 --> 00:04:12.700]  希伯倫文的yepak這個字
[00:04:12.700 --> 00:04:15.700]  十次有九次都是翻譯成什麼
[00:04:15.700 --> 00:04:16.700]  都是美麗
[00:04:16.700 --> 00:04:19.700]  就是阿伯拉罕的妻子薩萊
[00:04:19.700 --> 00:04:21.700]  容貌盡美
[00:04:21.700 --> 00:04:23.700]  拉潔容貌盡美
[00:04:23.700 --> 00:04:25.700]  約瑟容貌盡美
[00:04:25.700 --> 00:04:26.700]  大衛容貌盡美
[00:04:26.700 --> 00:04:28.700]  阿比蓋容貌盡美
[00:04:28.700 --> 00:04:30.700]  張亞瑟隆納容貌盡美
[00:04:30.700 --> 00:04:32.700]  或者是曾賢的經文
[00:04:32.700 --> 00:04:34.700]  婦女美貌而無見識
[00:04:34.700 --> 00:04:36.700]  兒童金環戴在珠臂上
[00:04:36.700 --> 00:04:38.700]  都是yepak的字
[00:04:38.700 --> 00:04:40.700]  都是美麗的字
[00:04:40.700 --> 00:04:42.700]  所以基本上唯一的經文
[00:04:42.700 --> 00:04:45.700]  是傳道書中文翻譯成美好的字
[00:04:45.700 --> 00:04:50.700]  所以這經文應該更加準確地翻譯成什麼呢
[00:04:50.700 --> 00:04:52.700]  就是神造萬物
[00:04:52.700 --> 00:04:56.700]  按著他的時間使萬物變得美麗
[00:04:56.700 --> 00:04:59.700]  今天我就嘗試去思考
[00:04:59.700 --> 00:05:01.700]  這經文這樣看的時候
[00:05:01.700 --> 00:05:06.700]  信仰和美麗有什麼關係呢
[00:05:06.700 --> 00:05:11.700]  要明白就先說幾分鐘比較美的哲學
[00:05:11.700 --> 00:05:15.700]  什麼叫美麗
[00:05:15.700 --> 00:05:19.700]  美麗是一件有關form and appearance的事情
[00:05:19.700 --> 00:05:21.700]  就是事物的形
[00:05:21.700 --> 00:05:23.700]  外表和形態
[00:05:23.700 --> 00:05:26.700]  所謂美不是事物的內在
[00:05:26.700 --> 00:05:29.700]  而是事物的形式和外露
[00:05:29.700 --> 00:05:31.700]  所以美和好是不同的
[00:05:31.700 --> 00:05:34.700]  好是比較內在的東西
[00:05:34.700 --> 00:05:36.700]  是一個本質上的東西
[00:05:36.700 --> 00:05:40.700]  而美是一件比較外表上的事情
[00:05:40.700 --> 00:05:41.700]  大家覺得
[00:05:41.700 --> 00:05:43.700]  讓你選擇的話
[00:05:43.700 --> 00:05:45.700]  你覺得美好一點
[00:05:45.700 --> 00:05:47.700]  你要美還是好
[00:05:47.700 --> 00:05:49.700]  你寧願要美還是好
[00:05:49.700 --> 00:05:50.700]  問問弟兄
[00:05:50.700 --> 00:05:52.700]  你寧願選一個漂亮老婆
[00:05:52.700 --> 00:05:54.700]  還是好老婆
[00:05:55.700 --> 00:05:57.700]  姐妹們覺得
[00:05:57.700 --> 00:05:59.700]  你想選一個帥哥做老公
[00:05:59.700 --> 00:06:01.700]  還是選一個好老公
[00:06:01.700 --> 00:06:03.700]  這麼漂亮
[00:06:03.700 --> 00:06:05.700]  當然是畫一塊布
[00:06:05.700 --> 00:06:07.700]  又漂亮又好
[00:06:07.700 --> 00:06:08.700]  所以其實是的
[00:06:08.700 --> 00:06:10.700]  當然按著我的經驗來說
[00:06:10.700 --> 00:06:12.700]  當然選一個好
[00:06:12.700 --> 00:06:14.700]  不是說不漂亮
[00:06:14.700 --> 00:06:15.700]  好是重要的
[00:06:15.700 --> 00:06:16.700]  因為好是什麼
[00:06:16.700 --> 00:06:19.700]  是好一些比較內在的東西
[00:06:19.700 --> 00:06:21.700]  是一些比較長遠
[00:06:21.700 --> 00:06:23.700]  本質上的東西
[00:06:23.700 --> 00:06:26.700]  美是會有時限的
[00:06:26.700 --> 00:06:28.700]  早晚是不同的
[00:06:28.700 --> 00:06:30.700]  早晚是有些不同的
[00:06:30.700 --> 00:06:32.700]  十年前十年後
[00:06:32.700 --> 00:06:34.700]  都是有些不同的
[00:06:34.700 --> 00:06:36.700]  所以美麗是短暫的
[00:06:36.700 --> 00:06:38.700]  美麗是一剎那的
[00:06:38.700 --> 00:06:39.700]  大家想想
[00:06:39.700 --> 00:06:41.700]  大家十年前和現在
[00:06:41.700 --> 00:06:43.700]  可能都會有差別
[00:06:43.700 --> 00:06:45.700]  所以發覺
[00:06:45.700 --> 00:06:47.700]  聖經對於外貌
[00:06:47.700 --> 00:06:52.700]  似乎有一些比較負面的看法
[00:06:52.700 --> 00:06:54.700]  經文也有說
[00:06:54.700 --> 00:06:56.700]  人是看外貌
[00:06:56.700 --> 00:06:58.700]  也有說是看內心
[00:06:58.700 --> 00:07:00.700]  純是不以貌取人
[00:07:00.700 --> 00:07:04.700]  我們從今以後不憑著外貌認人了
[00:07:04.700 --> 00:07:07.700]  雖然我們不憑外貌去認人
[00:07:07.700 --> 00:07:13.700]  但不代表我們在我們裏面忽視美麗這個課題
[00:07:13.700 --> 00:07:14.700]  事實上
[00:07:14.700 --> 00:07:17.700]  美麗是一個我們教會很忽略的課題
[00:07:17.700 --> 00:07:20.700]  我們都不是很講美
[00:07:20.700 --> 00:07:23.700]  好像講美有些大不道
[00:07:23.700 --> 00:07:25.700]  特別是我們新教徒
[00:07:25.700 --> 00:07:27.700]  五百年前
[00:07:27.700 --> 00:07:28.700]  路德去改教的時候
[00:07:28.700 --> 00:07:31.700]  就將美學和信仰分開了
[00:07:31.700 --> 00:07:34.700]  不再在教堂裏面找一些很美的建築物
[00:07:34.700 --> 00:07:37.700]  拆掉那些形象
[00:07:37.700 --> 00:07:40.700]  不嘗試用外貌去表達信仰
[00:07:40.700 --> 00:07:42.700]  所以仍然令我們覺得
[00:07:42.700 --> 00:07:44.700]  美麗和外貌
[00:07:44.700 --> 00:07:48.700]  有些似乎不太關我們事的事情
[00:07:48.700 --> 00:07:53.700]  但其實上帝是一切美麗的本源
[00:07:53.700 --> 00:07:55.700]  如果你看聖經的話
[00:07:55.700 --> 00:07:58.700]  詩篇第四一篇第二節這樣說
[00:07:58.700 --> 00:08:01.700]  耶和華說上帝比世人更美
[00:08:01.700 --> 00:08:03.700]  這個都是用「美」這個字
[00:08:03.700 --> 00:08:08.700]  所以一切的美都是來自於上帝
[00:08:08.700 --> 00:08:12.700]  所謂美其實就是上帝本體的展現
[00:08:12.700 --> 00:08:14.700]  本身不是上帝
[00:08:14.700 --> 00:08:17.700]  但他是上帝顯露的痕跡
[00:08:17.700 --> 00:08:20.700]  所以上帝本體的展現
[00:08:20.700 --> 00:08:22.700]  無可避免地用一種形式
[00:08:22.700 --> 00:08:24.700]  用一種外露去表達出來
[00:08:24.700 --> 00:08:27.700]  所以任何一切美的事情
[00:08:27.700 --> 00:08:30.700]  其實都是來自於上帝
[00:08:30.700 --> 00:08:32.700]  上帝的榮耀
[00:08:32.700 --> 00:08:33.700]  我們說的「Doxa」
[00:08:33.700 --> 00:08:34.700]  那個叫「榮美」
[00:08:34.700 --> 00:08:36.700]  那個叫「榮光」
[00:08:36.700 --> 00:08:38.700]  其實都是來自於上帝的美
[00:08:38.700 --> 00:08:40.700]  這部分比較深
[00:08:40.700 --> 00:08:42.700]  所以就說完了
[00:08:42.700 --> 00:08:44.700]  不過有句話說
[00:08:44.700 --> 00:08:46.700]  美和好是不同的
[00:08:46.700 --> 00:08:48.700]  這個世界是好的
[00:08:48.700 --> 00:08:50.700]  上帝也是好的
[00:08:50.700 --> 00:08:52.700]  但這個世界的美麗
[00:08:52.700 --> 00:08:55.700]  上帝流出來的美麗
[00:08:55.700 --> 00:08:57.700]  就好像煙花一樣
[00:08:57.700 --> 00:09:00.700]  是短暫的、脆弱的
[00:09:00.700 --> 00:09:02.700]  當邪惡一來臨的時候
[00:09:02.700 --> 00:09:05.700]  這些美麗的事就會消失
[00:09:05.700 --> 00:09:07.700]  大家可能都
[00:09:07.700 --> 00:09:10.700]  之前一陣子我們見到
[00:09:10.700 --> 00:09:13.700]  長洲有一棵曇花在禮堂出現
[00:09:13.700 --> 00:09:14.700]  大家見過
[00:09:14.700 --> 00:09:15.700]  曇花現在都是WhatsApp
[00:09:15.700 --> 00:09:17.700]  馬上可以拍片給朋友看
[00:09:17.700 --> 00:09:20.700]  曇花一晚就會凋謝
[00:09:20.700 --> 00:09:22.700]  那個美麗是一瞬間的事情
[00:09:22.700 --> 00:09:25.700]  所以美麗是一些好東西
[00:09:25.700 --> 00:09:28.700]  但是一些有時限的事
[00:09:28.700 --> 00:09:30.700]  一些會消逝的事
[00:09:30.700 --> 00:09:32.700]  很脆弱的事
[00:09:32.700 --> 00:09:33.700]  說了這麼久
[00:09:33.700 --> 00:09:37.700]  究竟美和經文有什麼關係呢
[00:09:37.700 --> 00:09:39.700]  經文最基本的問題是
[00:09:39.700 --> 00:09:43.700]  為什麼傳道書第三章要說到美呢
[00:09:43.700 --> 00:09:46.700]  生有時、死有時、災中有時
[00:09:46.700 --> 00:09:48.700]  拔出災中也有時
[00:09:48.700 --> 00:09:50.700]  殺戮有時、醫治有時
[00:09:50.700 --> 00:09:52.700]  然後聖經就說
[00:09:52.700 --> 00:09:54.700]  上帝造造萬物
[00:09:54.700 --> 00:09:58.700]  按照他的時間使萬物變得美麗
[00:09:58.700 --> 00:10:00.700]  究竟是什麼意思呢
[00:10:00.700 --> 00:10:02.700]  傳道書第三章所說的
[00:10:02.700 --> 00:10:07.700]  其實不是一個100%樂觀到爆
[00:10:07.700 --> 00:10:09.700]  正向的一種看法
[00:10:09.700 --> 00:10:12.700]  我們都覺得
[00:10:12.700 --> 00:10:14.700]  在他的時間
[00:10:14.700 --> 00:10:16.700]  我們都比較覺得
[00:10:16.700 --> 00:10:19.700]  上帝會有他的時間
[00:10:19.700 --> 00:10:21.700]  我們聽到一些見證出來
[00:10:21.700 --> 00:10:23.700]  突然間出現困難
[00:10:23.700 --> 00:10:24.700]  突然間很徬徨
[00:10:24.700 --> 00:10:26.700]  突然間不知道哪裡有個弟兄朋友
[00:10:26.700 --> 00:10:28.700]  出現了幫到忙
[00:10:28.700 --> 00:10:29.700]  很多這樣的見證
[00:10:29.700 --> 00:10:30.700]  都是在他的時間
[00:10:30.700 --> 00:10:31.700]  只有這麼巧
[00:10:31.700 --> 00:10:35.700]  突然間就出現了
[00:10:35.700 --> 00:10:37.700]  總之就是神聖就太奇妙了
[00:10:37.700 --> 00:10:39.700]  這些是對的
[00:10:39.700 --> 00:10:41.700]  上帝有他的時間
[00:10:41.700 --> 00:10:43.700]  不過坦白說
[00:10:43.700 --> 00:10:45.700]  在我們生活中
[00:10:45.700 --> 00:10:47.700]  十居其九
[00:10:47.700 --> 00:10:50.700]  都不是這麼巧合
[00:10:50.700 --> 00:10:52.700]  十居其九都未必是
[00:10:52.700 --> 00:10:54.700]  剛好在他的時間
[00:10:54.700 --> 00:10:56.700]  很多時間
[00:10:56.700 --> 00:10:58.700]  你需要的是
[00:10:58.700 --> 00:11:00.700]  發現時間不對
[00:11:00.700 --> 00:11:02.700]  時不對仍然要等待
[00:11:02.700 --> 00:11:04.700]  尚未來臨
[00:11:04.700 --> 00:11:06.700]  不是時候還未發生
[00:11:06.700 --> 00:11:10.700]  傳道書其實不是去說出一種比較
[00:11:10.700 --> 00:11:12.700]  在時間裡比較精準的情況
[00:11:12.700 --> 00:11:15.700]  都不是100%樂觀的訊息
[00:11:15.700 --> 00:11:18.700]  而是他要去很公道地說
[00:11:18.700 --> 00:11:20.700]  這個世界的現狀
[00:11:20.700 --> 00:11:24.700]  我們今天面對著這個世界的情況
[00:11:24.700 --> 00:11:26.700]  不是100%的完全樂觀
[00:11:26.700 --> 00:11:28.700]  但都不是完全悲觀
[00:11:28.700 --> 00:11:30.700]  生有時死有時
[00:11:30.700 --> 00:11:32.700]  萬物都有定時
[00:11:32.700 --> 00:11:35.700]  是一個很公允的一種說法
[00:11:35.700 --> 00:11:37.700]  所以第九節開始
[00:11:37.700 --> 00:11:40.700]  你會發現傳道書所說的
[00:11:40.700 --> 00:11:42.700]  就是日光之下的人生
[00:11:42.700 --> 00:11:44.700]  其實都不是太好
[00:11:44.700 --> 00:11:46.700]  公道地說
[00:11:46.700 --> 00:11:48.700]  第九節
[00:11:48.700 --> 00:11:49.700]  就算看來
[00:11:49.700 --> 00:11:52.700]  做事的人在他的勞碌中有什麼益處
[00:11:52.700 --> 00:11:54.700]  我見上帝叫世人勞苦
[00:11:54.700 --> 00:11:57.700]  使他們在其中受經煉
[00:11:57.700 --> 00:11:58.700]  十一節
[00:11:58.700 --> 00:12:00.700]  神就將永生放在人心裡
[00:12:00.700 --> 00:12:03.700]  然而神從此之中的作為
[00:12:03.700 --> 00:12:05.700]  人不能參透
[00:12:05.700 --> 00:12:08.700]  我知道世人莫強於終生喜樂行善
[00:12:08.700 --> 00:12:09.700]  並且人人吃喝
[00:12:09.700 --> 00:12:11.700]  在一切路中享福
[00:12:11.700 --> 00:12:13.700]  都是上帝的恩賜
[00:12:13.700 --> 00:12:17.700]  傳書作者不是要100%的正向
[00:12:17.700 --> 00:12:19.700]  100%的正能量
[00:12:19.700 --> 00:12:22.700]  當然都不是100%的悲觀
[00:12:22.700 --> 00:12:23.700]  他很公道地點出
[00:12:23.700 --> 00:12:26.700]  日光之下世界的真相
[00:12:26.700 --> 00:12:31.700]  大概有八成?八成半左右?
[00:12:31.700 --> 00:12:33.700]  日光之下你所遭遇的事
[00:12:33.700 --> 00:12:37.700]  大概都是一般般
[00:12:37.700 --> 00:12:39.700]  有兩成至三成都可以
[00:12:39.700 --> 00:12:41.700]  有時都見到這樣的事情
[00:12:41.700 --> 00:12:43.700]  但很多時候都不是經常
[00:12:43.700 --> 00:12:44.700]  天天都會中立彩
[00:12:44.700 --> 00:12:47.700]  天天都有很多超級好的時間
[00:12:47.700 --> 00:12:48.700]  就算不是
[00:12:48.700 --> 00:12:50.700]  第九節開始
[00:12:50.700 --> 00:12:52.700]  在日光之下的世界是怎樣
[00:12:52.700 --> 00:12:53.700]  是一個沒有利益
[00:12:53.700 --> 00:12:54.700]  沒有証據
[00:12:54.700 --> 00:12:56.700]  不太好的世界
[00:12:56.700 --> 00:12:58.700]  三點
[00:12:58.700 --> 00:12:59.700]  看第一句
[00:12:59.700 --> 00:13:00.700]  沒有利益
[00:13:00.700 --> 00:13:01.700]  第九節說什麼
[00:13:01.700 --> 00:13:02.700]  這樣看來
[00:13:02.700 --> 00:13:06.700]  做事的人也在他的勞碌上有什麼益處
[00:13:06.700 --> 00:13:08.700]  What profit is there
[00:13:08.700 --> 00:13:10.700]  傳書說No
[00:13:10.700 --> 00:13:14.700]  一句從經濟的考慮講的經文
[00:13:14.700 --> 00:13:19.700]  就是說日光之下你是沒有什麼profit
[00:13:19.700 --> 00:13:20.700]  就是沒有得賺
[00:13:20.700 --> 00:13:22.700]  沒有得贏
[00:13:22.700 --> 00:13:24.700]  可能大家都是經驗經驗
[00:13:24.700 --> 00:13:25.700]  樓價又跌了
[00:13:25.700 --> 00:13:26.700]  股票又跌了
[00:13:26.700 --> 00:13:27.700]  都賺得不多
[00:13:27.700 --> 00:13:29.700]  或者賺得很少
[00:13:29.700 --> 00:13:31.700]  有人賺有人贏
[00:13:31.700 --> 00:13:32.700]  但那不是你
[00:13:32.700 --> 00:13:35.700]  很多人都是賺少少
[00:13:35.700 --> 00:13:36.700]  輸一點
[00:13:36.700 --> 00:13:37.700]  都是這樣的情況
[00:13:37.700 --> 00:13:39.700]  所以這就是第一個
[00:13:39.700 --> 00:13:41.700]  日光之下就出現了這樣的情況
[00:13:41.700 --> 00:13:44.700]  就是沒有什麼益處的情況
[00:13:44.700 --> 00:13:45.700]  No profit
[00:13:45.700 --> 00:13:48.700]  第二個是No clue
[00:13:48.700 --> 00:13:49.700]  十一節說
[00:13:49.700 --> 00:13:52.700]  又將永生安置在世人的心裡
[00:13:52.700 --> 00:13:56.700]  然而神始終的作為人不能參透
[00:13:56.700 --> 00:14:00.700]  傳書說你明明知道是上帝的
[00:14:00.700 --> 00:14:03.700]  你明知道上帝理論上是出手的
[00:14:03.700 --> 00:14:06.700]  你明知道這是天賦世界
[00:14:06.700 --> 00:14:10.700]  不過你對於這個世界現在搞成這樣
[00:14:10.700 --> 00:14:14.700]  你是沒有什麼辦法知道當中的理由
[00:14:14.700 --> 00:14:16.700]  你都不知道上帝在搞什麼
[00:14:16.700 --> 00:14:18.700]  You have no clue
[00:14:18.700 --> 00:14:20.700]  你不能夠參透
[00:14:20.700 --> 00:14:22.700]  你知道是上帝在這裡
[00:14:22.700 --> 00:14:25.700]  但你不是很明白上帝在搞什麼
[00:14:25.700 --> 00:14:28.700]  你有account但沒有password
[00:14:28.700 --> 00:14:30.700]  就是這樣的情況
[00:14:30.700 --> 00:14:33.700]  第三個Not very good
[00:14:33.700 --> 00:14:34.700]  十二節
[00:14:34.700 --> 00:14:38.700]  我知道世人莫強於終生喜樂行善
[00:14:38.700 --> 00:14:41.700]  英文就比較容易明白一點
[00:14:41.700 --> 00:14:44.700]  I know that there is no good in them
[00:14:44.700 --> 00:14:48.700]  but for a man to rejoice in the good in his life
[00:14:48.700 --> 00:14:52.700]  其次就是你問這個世界是good不good
[00:14:52.700 --> 00:14:53.700]  是不是好
[00:14:53.700 --> 00:14:55.700]  他說there is no good
[00:14:55.700 --> 00:14:59.700]  除了一些微不足道的好之外
[00:14:59.700 --> 00:15:01.700]  一些小恩小惠
[00:15:01.700 --> 00:15:04.700]  你去百家有些印花送給你
[00:15:04.700 --> 00:15:06.700]  偶爾會有好事發生
[00:15:06.700 --> 00:15:07.700]  但這些都是很小的東西
[00:15:07.700 --> 00:15:11.700]  不會突然間發覺香港變得很好
[00:15:11.700 --> 00:15:13.700]  或者是世界變得很美好
[00:15:13.700 --> 00:15:14.700]  什麼都沒事
[00:15:14.700 --> 00:15:15.700]  都是有good的
[00:15:15.700 --> 00:15:17.700]  但是B-grade的good
[00:15:17.700 --> 00:15:19.700]  一些可能都是OK
[00:15:19.700 --> 00:15:21.700]  但又不是特別強的good
[00:15:21.700 --> 00:15:23.700]  偶爾可以開心一下
[00:15:23.700 --> 00:15:24.700]  可以笑一下
[00:15:24.700 --> 00:15:26.700]  但是是不是超級好呢
[00:15:26.700 --> 00:15:29.700]  Not very super good
[00:15:29.700 --> 00:15:33.700]  所以等於每日第十一至
[00:15:33.700 --> 00:15:35.700]  傳統書第三章所說的
[00:15:35.700 --> 00:15:39.700]  這個世界其實不是一個太美好的世界
[00:15:39.700 --> 00:15:40.700]  不是負面
[00:15:40.700 --> 00:15:43.700]  但也不是特別美好的世界
[00:15:43.700 --> 00:15:45.700]  沒有什麼不能擦透
[00:15:45.700 --> 00:15:50.700]  不是特別之好的一個日光之下的世界
[00:15:50.700 --> 00:15:53.700]  No profit, no good, not very good
[00:15:53.700 --> 00:15:56.700]  所以說上帝創造萬物
[00:15:56.700 --> 00:15:59.700]  各按其時成為好嗎
[00:15:59.700 --> 00:16:01.700]  其實又不是太好
[00:16:01.700 --> 00:16:04.700]  不過聖經說
[00:16:04.700 --> 00:16:06.700]  雖然不是好
[00:16:06.700 --> 00:16:08.700]  不是top的那一詞
[00:16:08.700 --> 00:16:10.700]  卻是配合的
[00:16:10.700 --> 00:16:13.700]  是可以是美麗的
[00:16:13.700 --> 00:16:17.700]  即是傳統書很公道地說出一個真相
[00:16:17.700 --> 00:16:21.700]  上帝做萬物按著的時間
[00:16:21.700 --> 00:16:24.700]  是會有一些美麗的事情發生
[00:16:24.700 --> 00:16:26.700]  雖然沒有什麼益處
[00:16:26.700 --> 00:16:27.700]  沒有得賺
[00:16:27.700 --> 00:16:31.700]  但仍然間中會見到一些很美麗的圖畫
[00:16:31.700 --> 00:16:33.700]  雖然一桶霧水前路茫茫
[00:16:33.700 --> 00:16:36.700]  但你仍然可以見到上帝一些
[00:16:36.700 --> 00:16:38.700]  一些絲絲的美麗
[00:16:38.700 --> 00:16:40.700]  出現在世界裏面
[00:16:40.700 --> 00:16:43.700]  雖然是一些一般般好的good
[00:16:43.700 --> 00:16:47.700]  但仍然可以見到一些美麗的痕跡
[00:16:47.700 --> 00:16:49.700]  這份美麗
[00:16:49.700 --> 00:16:54.700]  這份短暫不是永恆的一些美麗
[00:16:54.700 --> 00:17:00.700]  是上帝在日光之下出現的一些痕跡
[00:17:00.700 --> 00:17:04.700]  今天我們嘗試去思考這個課題
[00:17:04.700 --> 00:17:09.700]  今天我們面對一個不是太好的世界
[00:17:09.700 --> 00:17:11.700]  起碼戴口罩就不好了
[00:17:11.700 --> 00:17:14.700]  戴口罩也看不到大家的美貌
[00:17:14.700 --> 00:17:16.700]  活在一個不是太美麗
[00:17:16.700 --> 00:17:17.700]  或者不是太好
[00:17:17.700 --> 00:17:19.700]  有些醜陋的世界
[00:17:19.700 --> 00:17:21.700]  人性的醜惡
[00:17:21.700 --> 00:17:23.700]  人心的醜陋
[00:17:23.700 --> 00:17:26.700]  這個世界裏面見到很多這樣的情況
[00:17:26.700 --> 00:17:30.700]  這個正正就是傳說所說的世界
[00:17:30.700 --> 00:17:32.700]  美麗不是永遠的
[00:17:32.700 --> 00:17:34.700]  當邪惡一旦來臨的時候
[00:17:34.700 --> 00:17:37.700]  當俄羅斯突然間來到烏克蘭的時候
[00:17:37.700 --> 00:17:40.700]  整個美麗的家園就會消失
[00:17:40.700 --> 00:17:44.700]  美麗的事情很容易會被邪惡摧毀
[00:17:44.700 --> 00:17:46.700]  一瞬間就消失
[00:17:46.700 --> 00:17:51.700]  不過縱然美麗真的好像煙花一樣
[00:17:51.700 --> 00:17:54.700]  美麗卻短暫而脆弱
[00:17:54.700 --> 00:17:57.700]  會隨著時間改變而消失
[00:17:57.700 --> 00:18:03.700]  但美麗仍然會不斷不斷地出現在我們的生命裏面
