
[00:00:00.000 --> 00:00:09.000]  很感謝主讓今天晚上,雖然是假期,我們都可以在線一同去研讀神的話語
[00:03:48.000 --> 00:03:53.000]  在《文素記》是特別多顯著地記載的
[00:03:53.000 --> 00:03:56.000]  特別是18章更加詳細說明
[00:03:56.000 --> 00:03:59.000]  所以現在有一個代理人
[00:03:59.000 --> 00:04:03.000]  就是關乎神聖的獻祭的事
[00:04:03.000 --> 00:04:05.000]  神設立了一個聖所
[00:04:05.000 --> 00:04:07.000]  即是回末
[00:04:07.000 --> 00:04:10.000]  來到去神會在那裡同在
[00:04:10.000 --> 00:04:16.000]  回末已經行了開幕典禮
[00:04:16.000 --> 00:04:20.000]  因為這個是《出埃及記》40章已經說了
[00:04:20.000 --> 00:04:25.000]  已經分派了亞倫的後人利美人
[00:04:25.000 --> 00:04:31.000]  來負責獻祭的事
[00:04:31.000 --> 00:04:36.000]  利美記第八章的就職禮也做了
[00:04:36.000 --> 00:04:38.000]  所以在這個時候這樣說
[00:04:38.000 --> 00:04:41.000]  他說近前來的外人必被致死
[00:04:41.000 --> 00:04:43.000]  凡是被數的利美人
[00:04:43.000 --> 00:04:48.000]  就是摩西亞倫照耶和華吩咐所數的
[00:04:48.000 --> 00:04:52.000]  按照著家室從一個月以外的男子
[00:04:52.000 --> 00:04:54.000]  共有二萬二千名
[00:04:54.000 --> 00:04:57.000]  即是說利美這裡是滿月
[00:04:57.000 --> 00:04:59.000]  剛剛一個月滿月
[00:04:59.000 --> 00:05:01.000]  即是說原來利美之派
[00:05:01.000 --> 00:05:04.000]  加起來所有之派
[00:05:04.000 --> 00:05:06.000]  他們的男子
[00:05:06.000 --> 00:05:11.000]  剛剛出世一個月就二萬二千
[00:05:11.000 --> 00:05:13.000]  接著第四十節
[00:05:13.000 --> 00:05:15.000]  耶和華對摩西說
[00:05:15.000 --> 00:05:20.000]  你要從以色列人中數點一個月以外
[00:05:20.000 --> 00:05:22.000]  凡是投生的男子
[00:05:22.000 --> 00:05:24.000]  把他們的名字記下
[00:05:24.000 --> 00:05:26.000]  即是一個人口普查
[00:05:26.000 --> 00:05:28.000]  頗大的規模的
[00:05:28.000 --> 00:05:31.000]  要記所有以色列人投生的
[00:05:31.000 --> 00:05:33.000]  剛剛滿月的
[00:05:33.000 --> 00:05:37.000]  接著就第四十一節
[00:05:37.000 --> 00:05:38.000]  我是耶和華
[00:05:38.000 --> 00:05:41.000]  你要揀選利美人歸我
[00:05:41.000 --> 00:05:44.000]  代替以色列人所有投生的
[00:05:44.000 --> 00:05:46.000]  也取利美人的生畜
[00:05:46.000 --> 00:05:49.000]  代替以色列所有投生的生畜
[00:05:49.000 --> 00:05:52.000]  摩西就照耶和華所吩咐的
[00:05:52.000 --> 00:05:55.000]  把以色列人投生的都數點了
[00:05:55.000 --> 00:05:58.000]  按照著人名這樣去數
[00:05:58.000 --> 00:06:00.000]  從一個月以外
[00:06:00.000 --> 00:06:02.000]  當然有些過了滿月的
[00:06:02.000 --> 00:06:03.000]  總之他是投生的
[00:06:03.000 --> 00:06:06.000]  總之他是男子就要數了
[00:06:06.000 --> 00:06:08.000]  凡投生的男子
[00:06:08.000 --> 00:06:11.000]  共有二萬二千二百七十三
[00:06:11.000 --> 00:06:12.000]  你計算一下
[00:06:12.000 --> 00:06:16.000]  即是有二百七十三個以色列的男子
[00:06:16.000 --> 00:06:18.000]  沒有人代替他
[00:06:18.000 --> 00:06:22.000]  因為利美的男丁
[00:06:22.000 --> 00:06:24.000]  滿月的
[00:06:24.000 --> 00:06:26.000]  超過滿月的
[00:06:26.000 --> 00:06:27.000]  你滿月不計
[00:06:27.000 --> 00:06:30.000]  只有二萬二千一個齊頭數
[00:06:30.000 --> 00:06:32.000]  所以有二百七十三
[00:06:32.000 --> 00:06:33.000]  怎樣處理呢
[00:06:33.000 --> 00:06:35.000]  第四十四節
[00:06:35.000 --> 00:06:37.000]  耶和華曉如摩西說
[00:06:37.000 --> 00:06:41.000]  你揀選利美人代替以色列人所有投生的
[00:06:41.000 --> 00:06:45.000]  也取利美人的生畜代替以色列人的生畜
[00:06:45.000 --> 00:06:47.000]  利美人要歸我
[00:06:47.000 --> 00:06:48.000]  我是耶和華
[00:06:48.000 --> 00:06:51.000]  以色列人中投生的男丁
[00:06:51.000 --> 00:06:55.000]  男子比利美人多二百七十三個
[00:06:55.000 --> 00:06:58.000]  必當將他們贖出來
[00:06:58.000 --> 00:07:02.000]  你要按人丁照姓所的平
[00:07:02.000 --> 00:07:04.000]  即是那個度量衡
[00:07:04.000 --> 00:07:06.000]  每人就取贖銀
[00:07:06.000 --> 00:07:07.000]  五個赦赫勒
[00:07:07.000 --> 00:07:10.000]  赦赫勒就是希伯來的貨幣
[00:07:10.000 --> 00:07:12.000]  一個赦赫勒就是二十桂拉
[00:07:12.000 --> 00:07:16.000]  當時把那多餘之人的贖銀
[00:07:16.000 --> 00:07:19.000]  交給亞倫和他的兒子
[00:07:19.000 --> 00:07:25.000]  於是摩西從那被利美人所贖以外的人取了贖銀
[00:07:25.000 --> 00:07:29.000]  從以色列人投生的所取之銀
[00:07:29.000 --> 00:07:30.000]  按姓所的平
[00:07:30.000 --> 00:07:33.000]  有一千三百六十五
[00:07:33.000 --> 00:07:37.000]  即是五個赦赫勒乘二百七十三
[00:07:37.000 --> 00:07:39.000]  摩西照耶和華的話
[00:07:39.000 --> 00:07:42.000]  就在贖銀給亞倫和他的兒子
[00:07:42.000 --> 00:07:45.000]  正如耶和華所吩咐的
[00:07:45.000 --> 00:07:46.000]  要歸臣為姓
[00:07:46.000 --> 00:07:49.000]  所有投生的要歸給臣
[00:07:49.000 --> 00:07:52.000]  投生的男丁歸給臣
[00:07:52.000 --> 00:07:55.000]  這是出埃及的第十災
[00:07:55.000 --> 00:07:58.000]  臣要殺長子
[00:07:58.000 --> 00:08:01.000]  包括所有以色列人的長子
[00:08:01.000 --> 00:08:06.000]  不過當時那隻羊羔查了血
[00:08:06.000 --> 00:08:09.000]  因為那隻羊羔是要宰殺的
[00:08:09.000 --> 00:08:11.000]  如月節的羔羊
[00:08:11.000 --> 00:08:13.000]  查了在門微門腔
[00:08:13.000 --> 00:08:20.000]  那些滅命的天使就可以越過那些查了血的一家一戶
[00:08:20.000 --> 00:08:23.000]  就不需要殺那些長子
[00:08:23.000 --> 00:08:26.000]  有些埃及人不聽
[00:08:26.000 --> 00:08:29.000]  所有那些長子都被殺
[00:08:29.000 --> 00:08:34.000]  當然也有個別的埃及人他們信就怕
[00:08:34.000 --> 00:08:35.000]  也都會查血
[00:08:35.000 --> 00:08:37.000]  認血不認人
[00:08:37.000 --> 00:08:39.000]  認血不認他的種族
[00:08:39.000 --> 00:08:41.000]  即是你有查血
[00:08:41.000 --> 00:08:44.000]  你是埃及人都可以得救
[00:08:44.000 --> 00:08:46.000]  你的長子不會死
[00:08:46.000 --> 00:08:48.000]  但如果你是以色列人
[00:08:48.000 --> 00:08:49.000]  你不查血
[00:08:49.000 --> 00:08:51.000]  你說我們是阿巴拉罕的後裔
[00:08:51.000 --> 00:08:54.000]  我們是有護照的
[00:08:54.000 --> 00:08:56.000]  是以色列人
[00:08:56.000 --> 00:08:58.000]  對不起你沒有查血
[00:08:58.000 --> 00:09:02.000]  那些滅命的天使就不會認你是哪個民族
[00:09:02.000 --> 00:09:03.000]  一樣照殺
[00:09:03.000 --> 00:09:09.000]  所以現在就回頭追溯這件事
[00:09:09.000 --> 00:09:12.000]  南丁守山的
[00:09:12.000 --> 00:09:14.000]  要歸神為聖的
[00:09:14.000 --> 00:09:15.000]  屬於神的
[00:09:15.000 --> 00:09:20.000]  所以當然這個屬於神就不是叫他們獻人做祭
[00:09:20.000 --> 00:09:23.000]  而是用一個這樣的服事
[00:09:23.000 --> 00:09:25.000]  即是說從此
[00:09:25.000 --> 00:09:27.000]  其實很巧妙的
[00:09:27.000 --> 00:09:31.000]  如果你一直看摩西的祝福
[00:09:31.000 --> 00:09:33.000]  一直看出埃及記
[00:09:33.000 --> 00:09:35.000]  三十二章
[00:09:35.000 --> 00:09:39.000]  利美本來犯下的滔天大罪
[00:09:39.000 --> 00:09:41.000]  等等
[00:09:41.000 --> 00:09:43.000]  你就會知道
[00:09:43.000 --> 00:09:46.000]  當然那裡不是利美犯
[00:09:46.000 --> 00:09:48.000]  是在創世記的時候
[00:09:48.000 --> 00:09:53.000]  西勉和利美去殺了士劍城的人
[00:09:53.000 --> 00:09:56.000]  所以就犯下了彌天大禍
[00:09:56.000 --> 00:09:57.000]  摩西
[00:09:57.000 --> 00:09:58.000]  對不起
[00:09:58.000 --> 00:10:01.000]  是他爸爸雅各臨終的時候
[00:10:01.000 --> 00:10:04.000]  四十九章的創世記的奏坐
[00:10:04.000 --> 00:10:06.000]  就奏坐西勉和利美
[00:10:06.000 --> 00:10:09.000]  他們是殘忍的器皿
[00:10:09.000 --> 00:10:14.000]  利美就要分散在十二支派當中
[00:10:14.000 --> 00:10:16.000]  這個是一個奏坐
[00:10:16.000 --> 00:10:19.000]  但是後來因為這個原因
[00:10:19.000 --> 00:10:22.000]  神就揀選了利美支派
[00:10:22.000 --> 00:10:24.000]  就是因為我剛才說的
[00:10:24.000 --> 00:10:25.000]  我說錯了
[00:10:25.000 --> 00:10:27.000]  出埃及記的三十二章
[00:10:27.000 --> 00:10:29.000]  當摩西上了西乃山
[00:10:29.000 --> 00:10:31.000]  領受約阪的時候
[00:10:31.000 --> 00:10:35.000]  在山下百姓就起哄了
[00:10:35.000 --> 00:10:37.000]  可能又沒有水喝
[00:10:37.000 --> 00:10:39.000]  又枯燥乏味
[00:10:39.000 --> 00:10:42.000]  就要回去埃及
[00:10:42.000 --> 00:10:45.000]  逼阿倫做一隻金牛毒
[00:10:45.000 --> 00:10:48.000]  其實鑄成一隻金牛毒
[00:10:48.000 --> 00:10:50.000]  他們就說這隻金牛毒
[00:10:50.000 --> 00:10:53.000]  就是帶領他們出埃及的神
[00:10:53.000 --> 00:10:55.000]  所以這樣的緣故
[00:10:55.000 --> 00:10:58.000]  神就立即叫摩西下山
[00:10:58.000 --> 00:11:03.000]  來制止他們那種拜偶像和犯罪
[00:11:03.000 --> 00:11:05.000]  當摩西下山之後
[00:11:05.000 --> 00:11:08.000]  就帶著一個神的憤怒
[00:11:08.000 --> 00:11:13.000]  就說誰是屬於神的就站在我這邊
[00:11:13.000 --> 00:11:17.000]  利美支派就站在摩西這邊
[00:11:17.000 --> 00:11:19.000]  摩西就下一個命令
[00:11:19.000 --> 00:11:21.000]  由現在開始去到日落
[00:11:21.000 --> 00:11:23.000]  你們見人就殺
[00:11:23.000 --> 00:11:29.000]  利美支派就真的照著神的吩咐
[00:11:29.000 --> 00:11:31.000]  來殺自己的同胞
[00:11:31.000 --> 00:11:35.000]  就帶來神的憤怒
[00:11:35.000 --> 00:11:37.000]  就止息了
[00:11:37.000 --> 00:11:41.000]  所以那件事就帶來利美支派
[00:11:41.000 --> 00:11:44.000]  成為了一個袋贖
[00:11:44.000 --> 00:11:47.000]  成為了怎樣來袋贖呢
[00:11:47.000 --> 00:11:50.000]  就是說這個支派往後的人生
[00:11:50.000 --> 00:11:53.000]  當然還有其他考究
[00:11:53.000 --> 00:11:56.000]  如果他們有殘疾就不行
[00:11:56.000 --> 00:11:58.000]  不可以侍奉
[00:11:58.000 --> 00:12:00.000]  不可以在會幕裡面公職
[00:12:00.000 --> 00:12:02.000]  但是可以吃祭物
[00:12:02.000 --> 00:12:06.000]  可以吃爸爸媽媽做完工的祭物
[00:12:06.000 --> 00:12:10.000]  這個是後來第四五章說
[00:12:10.000 --> 00:12:16.000]  接著這位置我們知道利美怎樣來袋贖呢
[00:12:16.000 --> 00:12:23.000]  就是他們要永遠在神的家會幕裡面公職
[00:12:23.000 --> 00:12:26.000]  所以有一句話是經常出現的
[00:12:26.000 --> 00:12:28.000]  就是剛才我說了
[00:12:28.000 --> 00:12:31.000]  近前來的外人必被致死
[00:12:31.000 --> 00:12:35.000]  不如我都稍為說關於利美支派
[00:12:35.000 --> 00:12:40.000]  這些典故不如讀第十八章比較完整
[00:12:40.000 --> 00:12:44.000]  我估大家平時都沒什麼機會讀這些經文
[00:12:44.000 --> 00:12:47.000]  如果你自己不讀港台又不講
[00:12:47.000 --> 00:12:50.000]  可能你一生讀一兩次都不頂
[00:12:50.000 --> 00:12:51.000]  或者沒機會讀
[00:12:51.000 --> 00:12:56.000]  十八章全章講利美支派
[00:12:56.000 --> 00:12:58.000]  耶和華對阿倫說
[00:12:58.000 --> 00:13:00.000]  你和你的兒子
[00:13:00.000 --> 00:13:01.000]  我想補充就是
[00:13:01.000 --> 00:13:03.000]  為什麼我要講利美支派呢
[00:13:03.000 --> 00:13:06.000]  其實薩姆爾不是以法連人
[00:13:06.000 --> 00:13:08.000]  其實他是利美人
[00:13:08.000 --> 00:13:10.000]  第十八章的第一節
[00:13:10.000 --> 00:13:12.000]  耶和華對阿倫說
[00:13:12.000 --> 00:13:14.000]  你和你的兒子並你本族的人
[00:13:14.000 --> 00:13:18.000]  要一同擔當干犯聖所的罪孽
[00:13:18.000 --> 00:13:22.000]  你和你的兒子也要一同擔當
[00:13:22.000 --> 00:13:24.000]  干犯祭司職任的罪孽
[00:13:24.000 --> 00:13:26.000]  你要帶領弟兄利美人
[00:13:26.000 --> 00:13:29.000]  就是你祖宗之派的人前來
[00:13:29.000 --> 00:13:32.000]  使他們與你聯合服侍你
[00:13:32.000 --> 00:13:34.000]  只是你和你的兒子
[00:13:34.000 --> 00:13:38.000]  要一同在法季的帳幕前公職
[00:13:38.000 --> 00:13:39.000]  這個是阿倫的後人
[00:13:39.000 --> 00:13:42.000]  才可以在聖所裡面公職
[00:13:42.000 --> 00:13:45.000]  利美人只是在會幕外面
[00:13:45.000 --> 00:13:49.000]  做那些的職事
[00:13:49.000 --> 00:13:53.000]  例如是幫人去驗那些牛羊
[00:13:53.000 --> 00:13:56.000]  是否潔淨沒有殘疾
[00:13:56.000 --> 00:14:00.000]  和獻祭他們要預備的材料
[00:14:00.000 --> 00:14:03.000]  譬如那些柴水
[00:14:03.000 --> 00:14:07.000]  和其他的譬如那些獻完祭之後那些灰
[00:14:07.000 --> 00:14:09.000]  那些利美人就要清除
[00:14:09.000 --> 00:14:14.000]  倒去那些倒灰的地方等等
[00:14:14.000 --> 00:14:17.000]  再留意下第四節
[00:14:17.000 --> 00:14:20.000]  第三節
[00:14:20.000 --> 00:14:22.000]  他們要守所吩咐你的
[00:14:22.000 --> 00:14:24.000]  並守全帳幕
[00:14:24.000 --> 00:14:28.000]  只是不可靠近聖所的器具和壇
[00:14:28.000 --> 00:14:31.000]  免得他們和你們都死亡
[00:14:31.000 --> 00:14:33.000]  他們要與你聯合
[00:14:33.000 --> 00:14:35.000]  也要看守會幕
[00:14:35.000 --> 00:14:37.000]  辦理帳幕一切的事
[00:14:37.000 --> 00:14:38.000]  接著留意下
[00:14:38.000 --> 00:14:40.000]  只是外人
[00:14:40.000 --> 00:14:44.000]  所謂外人是其他的十二支派
[00:14:44.000 --> 00:14:46.000]  至於外人不可靠近你們
[00:14:46.000 --> 00:14:49.000]  你們要看守聖所和壇
[00:14:49.000 --> 00:14:52.000]  免得憤怒再臨到以色列人
[00:14:52.000 --> 00:14:54.000]  再臨到就是可圈可點了
[00:14:54.000 --> 00:14:56.000]  因為利美記第十章
[00:14:56.000 --> 00:14:58.000]  拿答亞比胡
[00:14:58.000 --> 00:15:01.000]  在那個就職典禮之後
[00:15:01.000 --> 00:15:04.000]  接著他們就不知道是不是第二天
[00:15:04.000 --> 00:15:07.000]  就獻梵火在神面前
[00:15:07.000 --> 00:15:10.000]  本來就職禮神的聖火
[00:15:10.000 --> 00:15:13.000]  在天上下來燒祭物
[00:15:13.000 --> 00:15:16.000]  眾民都很興高采烈很開心
[00:15:16.000 --> 00:15:18.000]  但是立即告訴我們
[00:15:18.000 --> 00:15:20.000]  拿答亞比胡
[00:15:20.000 --> 00:15:23.000]  其實就是大祭司亞倫兩個兒子
[00:15:23.000 --> 00:15:24.000]  大兒子和二兒子
[00:15:24.000 --> 00:15:26.000]  就獻梵火
[00:15:26.000 --> 00:15:29.000]  接著神的天上又有火降下來
[00:15:29.000 --> 00:15:31.000]  燒死他們兩個
[00:15:31.000 --> 00:15:33.000]  所以這裡告訴我們
[00:15:33.000 --> 00:15:35.000]  現在神就追究這件事
[00:15:35.000 --> 00:15:39.000]  就是說不可以讓神的憤怒
[00:15:39.000 --> 00:15:41.000]  再次臨到以色列人
[00:15:41.000 --> 00:15:45.000]  所以原來普通人是不准靠近回眸
[00:15:45.000 --> 00:15:47.000]  什麼都不准碰
[00:15:47.000 --> 00:15:50.000]  更加不要說進入聖所
[00:15:50.000 --> 00:15:52.000]  更加不能夠進入致聖所
[00:15:52.000 --> 00:15:54.000]  所以這裡就這一章
[00:15:54.000 --> 00:15:59.000]  不斷說那個可以去回眸
[00:15:59.000 --> 00:16:03.000]  就近的那個人和他的身份
[00:16:03.000 --> 00:16:06.000]  第六節
[00:16:06.000 --> 00:16:08.000]  我已將你們的弟兄利美人
[00:16:08.000 --> 00:16:10.000]  從以色列人中揀選出來
[00:16:10.000 --> 00:16:12.000]  歸耶和華
[00:16:12.000 --> 00:16:14.000]  視給你們
[00:16:14.000 --> 00:16:16.000]  就是你們就是亞倫的後人
[00:16:16.000 --> 00:16:17.000]  為賞賜的
[00:16:17.000 --> 00:16:19.000]  為要辦理回眸的事
[00:16:19.000 --> 00:16:21.000]  你和你的兒子
[00:16:21.000 --> 00:16:24.000]  要為一切贖壇和萬子內的事
[00:16:24.000 --> 00:16:26.000]  一同守祭司的職任
[00:16:26.000 --> 00:16:28.000]  你們要這樣恭職
[00:16:28.000 --> 00:16:29.000]  我將祭司的職任
[00:16:29.000 --> 00:16:31.000]  給你們當作賞賜
[00:16:31.000 --> 00:16:33.000]  侍奉我
[00:16:33.000 --> 00:16:35.000]  凡靠近的外人
[00:16:35.000 --> 00:16:37.000]  必被致死
[00:16:37.000 --> 00:16:39.000]  這一句是十八章
[00:16:39.000 --> 00:16:41.000]  繼續不斷出現的
[00:16:41.000 --> 00:16:42.000]  我們就知道了
[00:16:42.000 --> 00:16:44.000]  原來利美之派
[00:16:44.000 --> 00:16:47.000]  有一個很神聖的職任
[00:16:47.000 --> 00:16:49.000]  就是因為神設立了
[00:16:49.000 --> 00:16:51.000]  在舊約一個回眸
[00:16:51.000 --> 00:16:53.000]  這個回眸就是
[00:16:53.000 --> 00:16:57.000]  來到去神同在的地方
[00:16:57.000 --> 00:16:59.000]  只是以色列人才有
[00:16:59.000 --> 00:17:01.000]  很得天獨厚的
[00:17:01.000 --> 00:17:03.000]  那個回眸是每天
[00:17:03.000 --> 00:17:05.000]  生生不息的
[00:17:05.000 --> 00:17:07.000]  來燒火獻祭
[00:17:07.000 --> 00:17:09.000]  當然他們還沒進入迦南之前
[00:17:09.000 --> 00:17:11.000]  他們是朝行晚策
[00:17:11.000 --> 00:17:13.000]  有時是一天
[00:17:13.000 --> 00:17:15.000]  有時是一個月
[00:17:15.000 --> 00:17:17.000]  有時可能很久
[00:17:17.000 --> 00:17:19.000]  這個是文數記第十章開始
[00:17:19.000 --> 00:17:21.000]  就這樣說回眸的起行
[00:17:21.000 --> 00:17:25.000]  很隨他們的行程
[00:17:25.000 --> 00:17:27.000]  來行的
[00:17:27.000 --> 00:17:29.000]  當然利美之派
[00:17:29.000 --> 00:17:31.000]  是分別為勝出來
[00:17:31.000 --> 00:17:33.000]  負責擔台
[00:17:33.000 --> 00:17:35.000]  打水
[00:17:35.000 --> 00:17:37.000]  預備那些濟生
[00:17:37.000 --> 00:17:39.000]  還有去做檢驗
[00:17:39.000 --> 00:17:41.000]  各方面當然還有其他的
[00:17:41.000 --> 00:17:43.000]  還有其他的例如
[00:17:43.000 --> 00:17:45.000]  進入迦南之後
[00:17:45.000 --> 00:17:47.000]  他們有了自己的城池
[00:17:47.000 --> 00:17:49.000]  有了自己的城邑
[00:17:49.000 --> 00:17:51.000]  就會有很多其他的潔淨的條例
[00:17:51.000 --> 00:17:53.000]  他們要執行的
[00:17:53.000 --> 00:17:55.000]  例如有大麻風
[00:17:55.000 --> 00:17:57.000]  他們要檢驗的
[00:17:57.000 --> 00:17:59.000]  如果有發霉
[00:17:59.000 --> 00:18:01.000]  又要看看是不是一些傳染病
[00:18:01.000 --> 00:18:03.000]  他們又要隔離的
[00:18:03.000 --> 00:18:05.000]  很多這些的
[00:18:05.000 --> 00:18:07.000]  當然更重要更重要
[00:18:07.000 --> 00:18:11.000]  利美之派是分散在以色列
[00:18:11.000 --> 00:18:13.000]  其實就是要教導律法書
[00:18:13.000 --> 00:18:17.000]  這裡就說了利美有這樣的職任
[00:18:17.000 --> 00:18:21.000]  接著我們回來看看
[00:18:21.000 --> 00:18:23.000]  為什麼我要說這些的背景
[00:18:23.000 --> 00:18:25.000]  你就大概想到
[00:18:25.000 --> 00:18:27.000]  哈拿上一個禮拜我們說
[00:18:27.000 --> 00:18:30.000]  他一向神祈禱
[00:18:30.000 --> 00:18:33.000]  要求的就是第一個的兒子
[00:18:33.000 --> 00:18:36.000]  要完全奉獻給神
[00:18:36.000 --> 00:18:40.000]  好像就是他對生命記有一個很深的愛
[00:18:40.000 --> 00:18:42.000]  就是神說的
[00:18:42.000 --> 00:18:44.000]  有一些的祭
[00:18:44.000 --> 00:18:46.000]  一定要在神安排的地方
[00:18:46.000 --> 00:18:48.000]  就是會幕
[00:18:48.000 --> 00:18:49.000]  即將來的聖殿
[00:18:49.000 --> 00:18:51.000]  那裡來去獻的
[00:18:51.000 --> 00:18:53.000]  但是至於你平日
[00:18:53.000 --> 00:18:55.000]  自己要吃肉
[00:18:55.000 --> 00:18:57.000]  你說我隨意想吃肉
[00:18:57.000 --> 00:18:58.000]  我現在很開心
[00:18:58.000 --> 00:18:59.000]  我很想吃肉
[00:18:59.000 --> 00:19:01.000]  大宴我的親朋
[00:19:01.000 --> 00:19:02.000]  沒問題的
[00:19:02.000 --> 00:19:05.000]  你可以隨處去宰殺這些的祭僧
[00:19:05.000 --> 00:19:07.000]  但是要分得很清楚
[00:19:07.000 --> 00:19:09.000]  有些是向神獻的祭
[00:19:09.000 --> 00:19:12.000]  那些就你千萬不可以
[00:19:12.000 --> 00:19:14.000]  突然之間心血來潮
[00:19:14.000 --> 00:19:15.000]  就說我想獻祭
[00:19:15.000 --> 00:19:17.000]  我自己做就不行的
[00:19:17.000 --> 00:19:19.000]  一定要在聖所裡面
[00:19:19.000 --> 00:19:21.000]  或者會幕裡面做的
[00:19:21.000 --> 00:19:25.000]  所以現在我們看到有一個
[00:19:25.000 --> 00:19:28.000]  在事先晚年的時候
[00:19:28.000 --> 00:19:30.000]  有一個小女子哈娜
[00:19:30.000 --> 00:19:33.000]  她有一個很強烈的心願
[00:19:33.000 --> 00:19:35.000]  所以大家要記住
[00:19:35.000 --> 00:19:38.000]  她嫁給了以利加娜
[00:19:38.000 --> 00:19:41.000]  我和大家看看那個家譜
[00:19:41.000 --> 00:19:45.000]  我開開給大家看
[00:19:45.000 --> 00:19:47.000]  分享那個畫面
[00:19:47.000 --> 00:19:48.000]  那個家譜
[00:19:48.000 --> 00:19:53.000]  你就會看到利尾
[00:19:53.000 --> 00:19:58.000]  跟著就是哥核
[00:19:58.000 --> 00:20:00.000]  因為有三個兒子
[00:20:00.000 --> 00:20:02.000]  哥核很重要的
[00:20:02.000 --> 00:20:03.000]  哥核
[00:20:03.000 --> 00:20:05.000]  利尾之派的哥核
[00:20:05.000 --> 00:20:08.000]  他們是負責抬聖所
[00:20:08.000 --> 00:20:10.000]  致聖所裡面的器皿
[00:20:10.000 --> 00:20:12.000]  就是抬藥櫃
[00:20:12.000 --> 00:20:14.000]  首先就是大祭司
[00:20:14.000 --> 00:20:16.000]  要背著進去
[00:20:16.000 --> 00:20:18.000]  背好那個藥櫃
