
[00:00:00.000 --> 00:00:04.400]  我記得我女兒大概歲幾的時候
[00:05:55.480 --> 00:05:57.880]  生痱滋、濕疹之類
[00:05:57.880 --> 00:06:03.280]  事實上這也是不少學者的認為
[00:06:03.280 --> 00:06:06.640]  尤其是眼疾或眼睛發炎
[00:06:06.640 --> 00:06:08.640]  因為保羅在《迦太書》中也提過
[00:06:08.640 --> 00:06:12.520]  他曾經要別人寫信給他時
[00:06:12.520 --> 00:06:14.120]  要寫大隻一點的字
[00:06:14.120 --> 00:06:17.720]  就懷疑他是不是眼睛不好呢
[00:06:17.720 --> 00:06:20.160]  所以大概學者都估計
[00:06:20.160 --> 00:06:24.160]  可能這根刺是眼疾
[00:06:24.160 --> 00:06:26.120]  可能是大馬式路上的時候
[00:06:26.120 --> 00:06:29.640]  很多年前的強光就射到現在
[00:06:29.640 --> 00:06:31.920]  另外也有些學者認為
[00:06:31.920 --> 00:06:36.400]  保羅這根刺可能是頭痛、耳痛、弱疾
[00:06:36.400 --> 00:06:37.600]  或者是癲癇
[00:06:37.600 --> 00:06:41.320]  甚至是精神心理上的毛病
[00:06:41.320 --> 00:06:44.920]  中世紀的教會傾向將這根刺
[00:06:44.920 --> 00:06:47.280]  看為一個情慾的試探
[00:06:47.280 --> 00:06:51.480]  嘉爾文認為這根刺是一個屬靈上的試探
[00:06:51.480 --> 00:06:54.120]  這樣去詮釋經文
[00:06:54.120 --> 00:06:56.880]  不過我自己比較贊成
[00:06:56.880 --> 00:07:00.280]  古代教會最原始的解釋
[00:07:00.280 --> 00:07:04.640]  近年學者重新重視這個解釋
[00:07:04.640 --> 00:07:08.920]  認為保羅所說的這根刺
[00:07:08.920 --> 00:07:14.080]  就是教會裏面一些人際關係的事情
[00:07:14.080 --> 00:07:18.680]  這根刺並不單單是身體上的毛病或者痛楚
[00:07:18.680 --> 00:07:21.840]  而是一些教會裏面的關係
[00:07:21.840 --> 00:07:24.520]  一些攻擊、敵人
[00:07:24.520 --> 00:07:26.680]  實際上對於肉體的痛苦
[00:07:26.680 --> 00:07:30.560]  保羅從來都沒有流淚或是滲過
[00:07:30.560 --> 00:07:33.800]  他說過他曾經自己被受苦坐牢
[00:07:33.800 --> 00:07:36.160]  被鞭打、被棍打、被石頭打
[00:07:36.160 --> 00:07:37.600]  三次壞船等等
[00:07:37.600 --> 00:07:40.120]  他都不覺得這是一個很大的問題
[00:07:40.120 --> 00:07:42.800]  一些肉體的困苦對保羅來說
[00:07:42.800 --> 00:07:48.440]  這都不算是一些很認真、很嚴重的問題
[00:07:48.440 --> 00:07:51.840]  相反真正成為保羅一根刺的
[00:07:51.840 --> 00:07:59.320]  可能就是教會裏面一些弟兄姊妹和弟兄姊妹之間的一些嚴規
[00:07:59.320 --> 00:08:01.240]  從經文的技術性來看
[00:08:01.240 --> 00:08:04.400]  第七節保羅所說的殺蛋的差異
[00:08:04.400 --> 00:08:09.800]  解釋為敵人似乎是一個最自然不過的事情
[00:08:09.800 --> 00:08:13.000]  實際上保羅在第十章到十三章裏面
[00:08:13.000 --> 00:08:16.000]  保羅正正是在說這個話題
[00:08:16.000 --> 00:08:19.160]  就是在說教會裏面的一些敵人
[00:08:19.160 --> 00:08:24.160]  同時我們發覺教會裏面不少文獻都說刺的時候是說敵人的
[00:08:24.160 --> 00:08:26.760]  譬如在文素記第三十三章的文字裏面
[00:08:26.760 --> 00:08:30.680]  你眉眼中的刺、下下的筋的經濟
[00:08:30.680 --> 00:08:32.160]  去形容以色列的敵人
[00:08:32.160 --> 00:08:38.080]  所以刺和敵人似乎都有一些類似的關聯
[00:08:38.080 --> 00:08:44.080]  如果我們去理解一根刺是基督徒的攻擊的時候
[00:08:44.080 --> 00:08:48.040]  我們這樣去理解的時候
[00:08:48.040 --> 00:08:53.000]  原來最痛的都不是身體上的殘疾
[00:08:53.000 --> 00:08:55.200]  或者肉體上的痛楚
[00:08:55.200 --> 00:08:58.960]  往往一些語言上的傷害
[00:08:58.960 --> 00:09:04.400]  是遠比肉體的傷害更加的相同
[00:09:04.400 --> 00:09:11.520]  甚至乎基督徒的傷害更加的痛
[00:09:11.520 --> 00:09:14.040]  我一直都認識不少人
[00:09:14.040 --> 00:09:16.680]  從小到大都有濕疹的問題
[00:09:16.680 --> 00:09:19.800]  每逢濕疹的季節就痛苦到堪言
[00:09:19.800 --> 00:09:22.080]  不單單是外表上的影響
[00:09:22.080 --> 00:09:24.920]  更加是痕癢到不能入眠
[00:09:24.920 --> 00:09:26.720]  咬到整個床都是血
[00:09:26.720 --> 00:09:28.680]  是一個很痛苦的事情
[00:09:28.680 --> 00:09:31.360]  不單單是外表更加是心理上
[00:09:31.360 --> 00:09:35.720]  整灘血是一個很煩惱的事情
[00:09:35.720 --> 00:09:38.480]  不過這些毛病雖然是痛苦
[00:09:38.480 --> 00:09:41.400]  但是我們都沒有什麼埋怨的餘地
[00:09:41.400 --> 00:09:43.080]  慢慢地我們都要習慣它
[00:09:43.080 --> 00:09:45.000]  習慣自己的濕疹這個問題
[00:09:45.000 --> 00:09:47.320]  習慣這個濕疹之毛
[00:09:47.320 --> 00:09:52.680]  但是對比很多外來一些所謂的攻擊的時候
[00:09:52.680 --> 00:09:54.800]  當我們遇到一些人際上
[00:09:54.800 --> 00:09:57.880]  特別是公司裏面不同的人際關係的時候
[00:09:57.880 --> 00:10:01.400]  我們更加是心痛
[00:10:01.400 --> 00:10:02.640]  聽姐妹
[00:10:02.640 --> 00:10:06.920]  保羅所面對的這一次最痛苦的
[00:10:06.920 --> 00:10:09.560]  可能就是在這裏
[00:10:09.560 --> 00:10:12.200]  保羅在哥倫多教會裏面
[00:10:12.200 --> 00:10:16.560]  遇見了一班他稱之為超級使徒的人
[00:10:16.560 --> 00:10:18.160]  所謂超級使徒
[00:10:18.160 --> 00:10:21.120]  保羅在哥倫多後書裏面形容這班人
[00:10:21.120 --> 00:10:22.040]  十一章第五節
[00:10:22.040 --> 00:10:26.440]  他說:但我想我一點不在那些超級使徒以下
[00:10:26.440 --> 00:10:28.320]  我的言語雖然粗俗
[00:10:28.320 --> 00:10:30.240]  我的知識卻不粗俗
[00:10:30.240 --> 00:10:33.800]  這是我們在凡事上向你們眾人顯明出來的
[00:10:33.800 --> 00:10:36.280]  保羅說教會裏面出現一班超級使徒
[00:10:36.280 --> 00:10:39.840]  一班致命高人一等的使徒
[00:10:39.840 --> 00:10:42.280]  你可能問聖經裏面沒有這個字
[00:10:42.280 --> 00:10:44.640]  但其實所謂最大的使徒
[00:10:44.640 --> 00:10:48.120]  這個字其實正正就是一個超越
[00:10:48.120 --> 00:10:49.720]  高過的意思
[00:10:49.720 --> 00:10:52.080]  所以這班所謂最大的使徒
[00:10:52.080 --> 00:10:55.000]  是一個高越的意思
[00:10:55.000 --> 00:10:58.320]  他們在教會裏面是最正確的
[00:10:58.320 --> 00:10:59.400]  最厲害的
[00:10:59.400 --> 00:11:05.760]  他們是有資格去講出真理的
[00:11:05.760 --> 00:11:09.880]  保羅在哥倫多教會裏面被這班人迫到癲狂
[00:11:09.880 --> 00:11:11.400]  甚至我們發現
[00:11:11.400 --> 00:11:15.920]  保羅在哥倫多教會裏面多次失禮失言
[00:11:15.920 --> 00:11:18.240]  保羅說:我成了愚妄人
[00:11:18.240 --> 00:11:19.840]  是被你們迫發的
[00:11:19.840 --> 00:11:22.800]  我本該被你們稱許才是
[00:11:22.800 --> 00:11:24.840]  我雖算不上什麼
[00:11:24.840 --> 00:11:28.200]  他們沒有一件事在那些超級使徒以下
[00:11:28.200 --> 00:11:32.680]  這班超級使徒是一班致命屬靈
[00:11:32.680 --> 00:11:34.360]  致命愛主
[00:11:34.360 --> 00:11:35.600]  致命敬虔
[00:11:35.600 --> 00:11:37.160]  致命公義的人
[00:11:37.160 --> 00:11:40.160]  他們在教會裏面成為了一班這樣的人
[00:11:40.160 --> 00:11:42.400]  他們經常和別人比較
[00:11:42.400 --> 00:11:44.280]  比較誰最屬靈
[00:11:44.280 --> 00:11:45.840]  誰最愛主
[00:11:45.840 --> 00:11:47.800]  誰最厲害
[00:11:47.800 --> 00:11:51.600]  所以你發現哥倫多前後書裏面
[00:11:51.600 --> 00:11:57.440]  自誇成為了這兩本書裏面很重要的課題
[00:11:57.440 --> 00:12:01.600]  在整個前後書裏面出現了11次自誇這個詞
[00:12:01.600 --> 00:12:02.880]  臨前一章29節
[00:12:02.880 --> 00:12:04.040]  一切有血氣的
[00:12:04.040 --> 00:12:06.760]  在上帝面前一個也不能自誇
[00:12:06.760 --> 00:12:07.640]  始終第七節
[00:12:07.640 --> 00:12:09.560]  若是領受的為何自誇
[00:12:09.560 --> 00:12:11.280]  彷彿不是領受的呢
[00:12:11.280 --> 00:12:12.520]  13章第八節
[00:12:12.520 --> 00:12:14.800]  愛是不自誇
[00:12:14.800 --> 00:12:18.000]  不過面對著這班迅速使徒的攻擊
[00:12:18.000 --> 00:12:19.960]  他們批評保羅的言論
[00:12:19.960 --> 00:12:21.800]  批評保羅的資格
[00:12:21.800 --> 00:12:27.160]  保羅沒有辦法不去辯護
[00:12:27.160 --> 00:12:31.120]  被捲入這個自誇的遊戲裏面
[00:12:31.120 --> 00:12:32.440]  他不想的
[00:12:32.440 --> 00:12:34.400]  但保羅唯有要自辯
[00:12:34.400 --> 00:12:40.600]  所以就去說自己所謂的合資格的事情
[00:12:40.600 --> 00:12:43.200]  他說既有些好色人憑著血氣自誇
[00:12:43.200 --> 00:12:44.960]  我也要自誇了
[00:12:44.960 --> 00:12:46.600]  我自誇固然無益
[00:12:46.600 --> 00:12:48.680]  但我是迫不得已的
[00:12:48.680 --> 00:12:54.240]  其實保羅極度厭倦參與這些自誇遊戲
[00:12:54.240 --> 00:12:58.840]  發現原來一個哥倫多教會
[00:12:58.840 --> 00:13:00.680]  本來是追求真理
[00:13:00.680 --> 00:13:02.240]  見證基督的地方
[00:13:02.240 --> 00:13:05.280]  成為一個大家彼此來鬥
[00:13:05.280 --> 00:13:06.880]  鬥愛主
[00:13:06.880 --> 00:13:08.120]  鬥屬靈
[00:13:08.120 --> 00:13:11.000]  鬥敬虔的地方
[00:13:11.000 --> 00:13:13.000]  原本基督徒追求真理
[00:13:13.000 --> 00:13:13.960]  敬虔禱告
[00:13:13.960 --> 00:13:15.200]  敬拜上帝
[00:13:15.200 --> 00:13:16.160]  謙卑愛主
[00:13:16.160 --> 00:13:16.840]  行公義
[00:13:16.840 --> 00:13:17.440]  好憐憫
[00:13:17.440 --> 00:13:18.640]  跟隨耶穌
[00:13:18.640 --> 00:13:20.920]  是一件很簡單的事情
[00:13:20.920 --> 00:13:23.120]  基本上你便做
[00:13:23.120 --> 00:13:27.880]  誰知原來這些事情都成為一個大家來鬥的地方
[00:13:27.880 --> 00:13:32.960]  有些人甚至乎稱之為自誇能夠佔滿的地方
[00:13:32.960 --> 00:13:37.120]  教會不知不覺間成為基督徒彼此鬥爭
[00:13:37.120 --> 00:13:39.200]  鬥來鬥去的地方
[00:13:39.200 --> 00:13:42.000]  自誇的人覺得自己才是最正確
[00:13:42.000 --> 00:13:43.200]  最接近真理
[00:13:43.200 --> 00:13:44.360]  最敬虔
[00:13:44.360 --> 00:13:45.840]  最懂得禱告
[00:13:45.840 --> 00:13:46.520]  最謙卑
[00:13:46.520 --> 00:13:47.160]  最愛主
[00:13:47.160 --> 00:13:49.120]  最想做門徒
[00:13:49.120 --> 00:13:50.080]  最行公義
[00:13:50.080 --> 00:13:51.640]  最好憐憫
[00:13:51.640 --> 00:13:53.640]  最懂得關懷日世社群
[00:13:53.640 --> 00:13:56.360]  最跟隨主耶穌
[00:13:56.360 --> 00:13:59.000]  愛主變成了鬥愛主
[00:13:59.000 --> 00:14:01.280]  謙卑成為了鬥謙卑
[00:14:01.280 --> 00:14:03.680]  公義成為了鬥公義
[00:14:03.680 --> 00:14:07.360]  禱告成為了最懂得禱告
[00:14:07.360 --> 00:14:11.520]  追求真理變成了批鬥別人的言論
[00:14:11.520 --> 00:14:16.200]  關懷日世成為了批評別人不關懷日世
[00:14:16.200 --> 00:14:18.880]  很多時候教會
[00:14:18.880 --> 00:14:21.160]  整個香港教會都可能面對這樣的情況
[00:14:21.160 --> 00:14:23.600]  特別是現在很多網絡上的文化
[00:14:23.600 --> 00:14:26.640]  很多人在網絡上不斷地去
[00:14:26.640 --> 00:14:28.640]  有很多不同的批評
[00:14:28.640 --> 00:14:33.880]  有很多不同的攻擊
[00:14:33.880 --> 00:14:39.280]  這正正就是保羅拔不走的一根刺
[00:14:39.280 --> 00:14:42.960]  這一根刺是拔不走的
[00:14:42.960 --> 00:14:44.000]  除不掉
[00:14:44.000 --> 00:14:47.560]  成為了這根刺的最重要特性
[00:14:47.560 --> 00:14:51.880]  這根刺仿似希臘神話裏面的西西弗斯的石頭
[00:14:51.880 --> 00:14:53.600]  你每天來經營
[00:14:53.600 --> 00:14:55.240]  一心努力把它剷除
[00:14:55.240 --> 00:14:56.920]  但卻發現是徒然
[00:14:56.920 --> 00:15:00.480]  仍然沒有辦法改變事實
[00:15:00.480 --> 00:15:03.040]  保羅說:我曾經三次求主
[00:15:03.040 --> 00:15:05.600]  叫這刺離開自己
[00:15:05.600 --> 00:15:07.680]  當然為自己面對的困難
[00:15:07.680 --> 00:15:09.840]  禱告、求主、幫助
[00:15:09.840 --> 00:15:12.880]  是最正確得過的事情
[00:15:12.880 --> 00:15:15.560]  不過保羅說這根刺去禱告
[00:15:15.560 --> 00:15:20.760]  正正是一個沒有被上帝垂聽的禱告
[00:15:20.760 --> 00:15:23.680]  雖然他曾經三次求主
[00:15:23.680 --> 00:15:28.040]  但這個禱告仍然沒有應驗到
[00:15:28.040 --> 00:15:32.480]  其實聖經裏面不是很多沒有被上帝垂聽的禱告
[00:15:32.480 --> 00:15:34.800]  克西瑪利元的禱告是一個
[00:15:34.800 --> 00:15:39.360]  保羅的一根刺的禱告是另一個
[00:15:39.360 --> 00:15:43.640]  這根刺注定你怎樣拔都拔不走
[00:15:43.640 --> 00:15:47.200]  禱告也不能拿走
[00:15:47.200 --> 00:15:49.440]  別人的冷言冷語
[00:15:49.440 --> 00:15:51.720]  別人的冷嘲熱諷
[00:15:51.720 --> 00:15:53.040]  別人的誤解
[00:15:53.040 --> 00:15:54.440]  直到你離開世間
[00:15:54.440 --> 00:15:57.040]  你都會發現是沒有辦法消失的
[00:15:57.040 --> 00:15:59.080]  如果他出來工作就更加知道
[00:15:59.080 --> 00:16:01.200]  很多公司裏面的是非
[00:16:01.200 --> 00:16:04.160]  親戚之間的很多說話
[00:16:04.160 --> 00:16:09.720]  你只能夠知道它是存在的
[00:16:09.720 --> 00:16:11.840]  眼睛可以被醫治
[00:16:11.840 --> 00:16:14.360]  腿可以被行走
[00:16:14.360 --> 00:16:18.000]  但是教會裏面的一些人
[00:16:18.000 --> 00:16:19.560]  這些說話
[00:16:19.560 --> 00:16:23.440]  卻似乎沒有辦法能夠改變到
[00:16:23.440 --> 00:16:26.360]  這根刺正正是
[00:16:26.360 --> 00:16:32.080]  在我們生命裏面一些註定不能解決的問題
[00:16:32.080 --> 00:16:34.200]  我們經常都很想去解決問題
[00:16:34.200 --> 00:16:36.880]  當然這也是很正確的事情
[00:16:36.880 --> 00:16:39.680]  我們小時候就被教導要去解決問題
[00:16:39.680 --> 00:16:43.600]  遇到一些問題解決不了就找人幫忙
[00:16:43.600 --> 00:16:46.400]  一個瓶子打不開就找爸爸來打開
[00:16:46.400 --> 00:16:49.320]  一個字不懂寫就問人怎樣寫
[00:16:49.320 --> 00:16:53.320]  我都是這樣長大
[00:16:53.320 --> 00:16:55.600]  雖然問題會越來越多
[00:16:55.600 --> 00:17:00.240]  但總是要去問怎樣能夠解決它
[00:17:00.240 --> 00:17:03.200]  不過當我們發現我們人越大的時候
[00:17:03.200 --> 00:17:05.360]  當你認識這個世界越多的時候
[00:17:05.360 --> 00:17:07.440]  你發現原來很多世界的問題
[00:17:07.440 --> 00:17:09.920]  往往不是用來解決的
[00:17:09.920 --> 00:17:14.240]  你只能夠去面對這些問題
[00:17:14.240 --> 00:17:16.000]  很多的問題
[00:17:16.000 --> 00:17:17.480]  你發現人越大
[00:17:17.480 --> 00:17:19.960]  這些問題並不是你能夠解決的
[00:17:19.960 --> 00:17:24.000]  你只能夠去面對它
[00:17:24.000 --> 00:17:26.000]  這就是一根刺的意思
[00:17:26.000 --> 00:17:30.560]  一根一生都不能夠拔走的刺
[00:17:30.560 --> 00:17:31.760]  可能大家聽過這個名詞
[00:17:31.760 --> 00:17:34.480]  一個現代管理學大師Peter Drucker
[00:17:34.480 --> 00:17:39.160]  一個很出名的管理學大師
[00:17:39.160 --> 00:17:41.440]  當他九十歲大壽的時候
[00:17:41.440 --> 00:17:43.200]  有人問Peter Drucker
[00:17:43.200 --> 00:17:46.480]  很多人都被很多問題所困擾
[00:17:46.480 --> 00:17:49.440]  你是怎樣去解決問題的呢
[00:17:49.440 --> 00:17:50.720]  Peter Drucker就說
[00:17:50.720 --> 00:17:53.920]  你要學會與問題共同生活
[00:17:53.920 --> 00:17:56.240]  而不是去解決問題
[00:17:56.240 --> 00:17:57.640]  Live with the problem
[00:17:57.640 --> 00:17:59.880]  but not solve the problem
[00:17:59.880 --> 00:18:00.920]  他就說
[00:18:00.920 --> 00:18:03.440]  等到你像我這個年紀的時候
[00:18:03.440 --> 00:18:06.240]  當你身體處處都是問題的時候
[00:18:06.240 --> 00:18:09.680]  你發現如果你不想被問題困擾的話
[00:18:09.680 --> 00:18:13.280]  那你睡官場就是可以過的日子
[00:18:13.280 --> 00:18:14.960]  一個很有智慧
[00:18:14.960 --> 00:18:17.520]  一個很有人生智慧的道理
[00:18:17.520 --> 00:18:19.880]  當你發覺人越大
[00:18:19.880 --> 00:18:22.280]  似乎我們學習的不是解決問題
[00:18:22.280 --> 00:18:24.800]  而是與這些問題共存
[00:18:24.800 --> 00:18:27.480]  可能是腰骨總是會痛
[00:18:27.480 --> 00:18:31.200]  可能腳裏的痛風偶爾會存在
[00:18:31.200 --> 00:18:33.080]  可能睡眠質素不好
[00:18:33.080 --> 00:18:35.400]  可能眼睛越來越不靈光
[00:18:35.400 --> 00:18:36.720]  可能很多人言
[00:18:36.720 --> 00:18:40.080]  很多是非不斷地存在
[00:18:40.080 --> 00:18:41.320]  人大了
[00:18:41.320 --> 00:18:43.200]  就發現原來我們學習的
[00:18:43.200 --> 00:18:46.400]  是要學與問題共存
[00:18:46.400 --> 00:18:50.280]  這個正正就是一根刺的意思
[00:18:50.280 --> 00:18:55.640]  一根刺是我們心靈裏面要學習的功課
[00:18:55.640 --> 00:19:01.040]  學習與解決不了的問題共存
[00:19:01.040 --> 00:19:02.880]  我相信大家都聽過
[00:19:02.880 --> 00:19:04.800]  神學家尼泊爾的禱告
[00:19:04.800 --> 00:19:07.000]  求主賜我智慧
[00:19:07.000 --> 00:19:08.520]  叫我能夠分辨
[00:19:08.520 --> 00:19:11.480]  哪些問題是能夠解決
