
[00:00:00.000 --> 00:00:02.000]  各位電視姐妹平安
[00:02:35.520 --> 00:02:40.200]  它就寓意著春天就要來了
[00:02:40.200 --> 00:02:43.240]  給我們有這個希望
[00:02:43.240 --> 00:02:49.640]  這個行動就象徵著這個太陽就會越來越多了
[00:02:49.640 --> 00:02:51.720]  這個太陽越來越多的時候
[00:02:51.720 --> 00:02:56.840]  就將這個黑暗驅走了
[00:02:56.840 --> 00:02:59.880]  在公元440年的時候
[00:02:59.880 --> 00:03:03.360]  羅馬教廷也都拿了這個意思
[00:03:03.360 --> 00:03:10.120]  就定了12月25號做這個聖誕節
[00:03:10.120 --> 00:03:18.840]  寓意耶穌基督的這個真光就進入到這個世界裡面
[00:03:18.840 --> 00:03:21.000]  剛才在讀經的裡面
[00:03:21.000 --> 00:03:23.400]  我們有三位的傳道同工
[00:03:23.400 --> 00:03:27.280]  他們讀出這個《以賽亞書》第40章
[00:03:27.280 --> 00:03:30.280]  裡面其中一些的節數
[00:03:30.280 --> 00:03:34.680]  在這個《以賽亞書》第一章到第39章
[00:03:34.680 --> 00:03:37.400]  在那裡有很多的責備
[00:03:37.400 --> 00:03:41.000]  很多的審判 很嚴厲的
[00:03:41.000 --> 00:03:44.080]  上帝講到他們不悔改的時候
[00:03:44.080 --> 00:03:48.360]  上帝的刑罰就會臨到的了
[00:03:48.360 --> 00:03:52.520]  但到了第40章一直打後的時候
[00:03:52.520 --> 00:03:58.840]  耶和華的那個語氣那個氣氛很不同了
[00:03:58.840 --> 00:04:01.680]  上帝就藉著《以賽亞》先知
[00:04:01.680 --> 00:04:07.760]  就將這個應許 將這個和平的信息
[00:04:07.760 --> 00:04:10.760]  安慰的信息 祝福的信息
[00:04:10.760 --> 00:04:15.080]  就去給過這個以色列人
[00:04:15.080 --> 00:04:20.040]  其實當這個先知在講這個信息的時候
[00:04:20.040 --> 00:04:26.320]  這幫以色列人他們仍然是被擄於巴比倫的
[00:04:26.320 --> 00:04:29.680]  但上帝就興起《以賽亞》
[00:04:29.680 --> 00:04:36.160]  去將這個安慰的信息給過這個以色列民
[00:04:36.160 --> 00:04:38.440]  他就告訴他們 預言了
[00:04:38.440 --> 00:04:42.240]  他們的罪孽將會被赦免
[00:04:42.240 --> 00:04:48.760]  他們將可以從巴比倫回到耶路撒冷
[00:04:48.760 --> 00:04:55.160]  他們因為被擄到巴比倫
[00:04:55.160 --> 00:04:57.160]  已經一段時間了
[00:04:57.160 --> 00:05:01.160]  他們覺得沒有了自己的鄉下
[00:05:01.160 --> 00:05:04.320]  又或者過著寄人籬下的生活
[00:05:04.320 --> 00:05:05.960]  很淒涼的
[00:05:05.960 --> 00:05:09.680]  有時候你都知道我們家裡的老人家
[00:05:09.680 --> 00:05:14.920]  經常懷念著那時候在鄉下的情況是怎麼樣的
[00:05:14.920 --> 00:05:17.920]  那時候在鄉下裡面吃的那些東西
[00:05:17.920 --> 00:05:19.920]  是怎麼樣的味道
[00:05:19.920 --> 00:05:22.560]  我想以色列人在巴比倫
[00:05:22.560 --> 00:05:24.840]  他們覺得這些是異邦的地方
[00:05:24.840 --> 00:05:28.280]  沒有了他們在耶路撒冷裡面的生活
[00:05:28.280 --> 00:05:30.280]  耶路撒冷那些是敬拜
[00:05:30.280 --> 00:05:32.040]  他們覺得很苦惱
[00:05:32.040 --> 00:05:35.960]  他們覺得要等啊 等啊 等啊
[00:05:35.960 --> 00:05:40.200]  雖然上帝預言過的70年他們會回去的
[00:05:40.200 --> 00:05:42.680]  不過不知道有多少人記得
[00:05:42.680 --> 00:05:44.360]  但他們就只想到
[00:05:44.360 --> 00:05:48.120]  不知道什麼時候才可以回到自己的家園
[00:05:48.120 --> 00:05:50.280]  什麼時候才可以回到自己的家
[00:05:50.280 --> 00:05:54.840]  什麼時候才可以回到耶路撒冷這個家鄉
[00:05:54.840 --> 00:05:57.600]  等啊 等啊
[00:05:57.600 --> 00:06:06.680]  在近年來我們在教會裡面多了聽張臨奇的名稱
[00:06:06.680 --> 00:06:08.680]  這個名稱是為什麼的呢
[00:06:08.680 --> 00:06:14.440]  其實這個名稱就是等啊 等啊 等啊
[00:06:14.440 --> 00:06:16.920]  這個名稱是說到
[00:06:16.920 --> 00:06:21.480]  在聖誕節之前的四個星期
[00:06:21.480 --> 00:06:26.200]  我們在禮儀教會裡面就稱他為張臨奇
[00:06:26.200 --> 00:06:32.360]  這個張臨這個字其實是來自拉丁文Adventures
[00:06:32.360 --> 00:06:35.200]  這個意思就是他快要來了
[00:06:35.200 --> 00:06:39.200]  他快要來了 他一定到的
[00:06:39.200 --> 00:06:46.000]  這個張臨奇在教會初期一直發展的時候
[00:06:46.000 --> 00:06:55.640]  他們一方面紀念耶穌基督在地上的降生
[00:06:55.640 --> 00:06:57.920]  當耶穌基督降生的時候
[00:06:57.920 --> 00:07:03.920]  就證明了在舊約先知很多預言尼塞亞
[00:07:03.920 --> 00:07:07.480]  會來到這個世界作這個拯救
[00:07:07.480 --> 00:07:12.120]  所以張臨奇就紀念尼塞亞
[00:07:12.120 --> 00:07:16.560]  他真真實實的來到這個世界上
[00:07:16.560 --> 00:07:24.280]  但另一方面張臨奇也提醒一班信徒
[00:07:24.280 --> 00:07:31.440]  在這個世界沒了的時候主耶穌基督會再來的
[00:07:31.440 --> 00:07:35.280]  所以我們現在等著主耶穌基督再來
[00:07:35.280 --> 00:07:38.480]  就好像在舊約等著耶穌基督降臨
[00:07:38.480 --> 00:07:42.480]  在等著主耶穌基督再來的時候
[00:07:42.480 --> 00:07:46.800]  我們要做好這個準備
[00:07:46.800 --> 00:07:49.040]  這個張臨奇的等候
[00:07:49.040 --> 00:07:52.640]  就帶給我們一班信徒的盼望
[00:07:52.640 --> 00:07:55.920]  帶給我們那個安慰
[00:07:55.920 --> 00:08:01.600]  其實在人生裏面很多時候都要等
[00:08:01.600 --> 00:08:07.320]  等過馬路 等穿巴黎 等搭電梯
[00:08:07.320 --> 00:08:12.720]  在我們人生裏面就要等男朋友女朋友的出現
[00:08:12.720 --> 00:08:15.160]  等嬰兒的出世
[00:08:15.160 --> 00:08:21.280]  現在中了新冠病毒的就等一條線的出現
[00:08:21.280 --> 00:08:27.080]  或者我們有任何的關係破裂了
[00:08:27.080 --> 00:08:32.920]  我們就等候這個關係的復活
[00:08:32.920 --> 00:08:36.480]  大家都有看過那些粵語殘片
[00:08:36.480 --> 00:08:38.280]  那些粵語殘片
[00:08:38.280 --> 00:08:41.920]  那些男士去等女朋友的時候
[00:08:41.920 --> 00:08:45.040]  一支煙頭 兩支煙頭
[00:08:45.040 --> 00:08:48.000]  等到女朋友的時候
[00:08:48.000 --> 00:08:56.840]  鏡頭就會拍下地上十幾二十支的煙頭
[00:08:56.840 --> 00:09:01.240]  現在呢 可能感受的人就少見一點
[00:09:01.240 --> 00:09:04.000]  我們住大廈的就見到了
[00:09:04.000 --> 00:09:08.320]  那些人搭電梯怎麼等電梯呢?
[00:09:08.320 --> 00:09:10.800]  按了電梯 按了那麼久都還沒有到
[00:09:10.800 --> 00:09:12.520]  又再按按按幾下
[00:09:12.520 --> 00:09:15.920]  哎呀 電梯壞了又再按按按
[00:09:15.920 --> 00:09:20.480]  好像按多幾下那個電梯就很快到的了
[00:09:20.480 --> 00:09:22.920]  或者過馬路 不過現在少一點了
[00:09:22.920 --> 00:09:24.720]  現在疫情少一點了
[00:09:24.720 --> 00:09:27.320]  等紅綠燈 按一下
[00:09:27.320 --> 00:09:28.920]  哇 這麼久都還沒有轉綠燈
[00:09:28.920 --> 00:09:31.240]  又再按按按
[00:09:31.240 --> 00:09:34.280]  人在等候的時候總是喜歡怎麼樣?
[00:09:34.280 --> 00:09:37.640]  就是我要得到的東西就要快點來
[00:09:37.640 --> 00:09:39.760]  要立即到 還沒有到的時候
[00:09:39.760 --> 00:09:43.080]  那樣東西當然是壞的了
[00:09:43.080 --> 00:09:44.760]  在我們人生裡面
[00:09:44.760 --> 00:09:47.640]  上帝很多時候都要我們等的
[00:09:47.640 --> 00:09:49.560]  為什麼要我們等呢?
[00:09:49.560 --> 00:09:51.240]  就是我們向上帝求了
[00:09:51.240 --> 00:09:53.960]  你給我一點東西 你給我一點東西
[00:09:53.960 --> 00:09:55.560]  為什麼你不給我呢?
[00:09:55.560 --> 00:09:59.800]  我病了 為什麼你不醫好我呢?
[00:09:59.800 --> 00:10:02.280]  但是呢 上帝可能覺得
[00:10:02.280 --> 00:10:05.040]  你求的那樣東西未必是最好的
[00:10:05.040 --> 00:10:06.360]  未必是最好的
[00:10:06.360 --> 00:10:11.040]  上帝將會安排一樣更加好的東西給我們
[00:10:11.040 --> 00:10:13.200]  因為祂是全知全能的
[00:10:13.200 --> 00:10:17.120]  所以祂知道什麼東西是對我們最好的
[00:10:17.120 --> 00:10:19.160]  在時機成熟的時候
[00:10:19.160 --> 00:10:21.480]  祂就會將最好的東西
[00:10:21.480 --> 00:10:25.080]  當作一份禮物那樣送過給我們
[00:10:25.080 --> 00:10:27.120]  但時間還沒有到的時候
[00:10:27.120 --> 00:10:30.560]  我們就要耐心的等候
[00:10:30.560 --> 00:10:33.720]  在這個等候的裡面 我們要做些什麼呢?
[00:10:33.720 --> 00:10:39.040]  特別當我們說要等耶穌基督再來的裡面
[00:10:39.040 --> 00:10:43.760]  在這個等候期間 我們又要做些什麼呢?
[00:10:43.760 --> 00:10:47.600]  我們來看看在《耳塞先知》裡面
[00:10:47.600 --> 00:10:49.480]  它又說了些什麼呢?
[00:10:49.480 --> 00:10:51.520]  「有聲音喊著說
[00:10:51.520 --> 00:10:55.320]  要在曠野為耶和華預備道路
[00:10:55.320 --> 00:10:59.480]  在沙漠為我們上帝修植大道
[00:10:59.480 --> 00:11:02.360]  一切的山窪都要填滿
[00:11:02.360 --> 00:11:05.680]  大小的山崗都要削平
[00:11:05.680 --> 00:11:08.120]  陡峭的要變為平坦
[00:11:08.120 --> 00:11:11.840]  崎嶇的必成為平原」
[00:11:11.840 --> 00:11:14.200]  「有聲音喊著說」
[00:11:14.200 --> 00:11:16.960]  這把聲音絕對不是惡的
[00:11:16.960 --> 00:11:19.400]  因為在第一、第二節裡面
[00:11:19.400 --> 00:11:21.920]  它已經說到上帝要安慰
[00:11:21.920 --> 00:11:23.640]  上帝要安慰
[00:11:23.640 --> 00:11:28.200]  所以這個聲音是很溫柔、很甜的
[00:11:28.200 --> 00:11:32.640]  「你要為我預備道路」
[00:11:32.640 --> 00:11:35.280]  所以那些以色列人聽到的時候
[00:11:35.280 --> 00:11:37.720]  心裡是很舒服的
[00:11:37.720 --> 00:11:42.800]  他們覺得「我真的要為耶和華預備道路了」
[00:11:42.800 --> 00:11:44.840]  這個上帝告訴他們
[00:11:44.840 --> 00:11:49.160]  「你們將會回到你們的鄉下了」
[00:11:49.160 --> 00:11:50.680]  那怎麼回呢?
[00:11:50.680 --> 00:11:55.280]  上帝會在你們面前帶著你們走
[00:11:55.280 --> 00:11:59.440]  帶你們從巴比倫回到耶路撒冷
[00:11:59.440 --> 00:12:03.960]  回到你們原本住的中心的地方
[00:12:03.960 --> 00:12:10.200]  但是從巴比倫一直回到耶路撒冷
[00:12:10.200 --> 00:12:15.880]  經過那段路是一個曠野、沙漠的路
[00:12:15.880 --> 00:12:21.760]  你都可以看到這裡的路是有高高低低的
[00:12:21.760 --> 00:12:25.600]  這條路有山崖、有山崗
[00:12:25.600 --> 00:12:27.440]  高的凸出來的
[00:12:27.440 --> 00:12:30.720]  有陡峭、有崎嶇
[00:12:30.720 --> 00:12:36.000]  上帝說「你要我帶你們走這條路回到耶路撒冷
[00:12:36.000 --> 00:12:39.720]  你們就要先弄好這條路
[00:12:39.720 --> 00:12:46.080]  將這條曠野路弄到它是寬闊的、平直的
[00:12:46.080 --> 00:12:50.320]  是沒有任何的障礙物的
[00:12:50.320 --> 00:12:54.720]  以致我帶你們走這條路的時候
[00:12:54.720 --> 00:13:00.400]  是可以很順利的去到耶路撒冷」
[00:13:00.400 --> 00:13:02.680]  在這個屬靈層面上
[00:13:02.680 --> 00:13:06.120]  我們看到上帝說這條路
[00:13:06.120 --> 00:13:08.600]  要我們整頓這條路
[00:13:08.600 --> 00:13:12.800]  其實是要整頓我們的生命
[00:13:12.800 --> 00:13:16.960]  要拆除我們生命裡面所有的障礙
[00:13:16.960 --> 00:13:19.920]  特別是生命上高的障礙
[00:13:19.920 --> 00:13:24.160]  以致上帝可以進入我們的心裡面
[00:13:24.160 --> 00:13:26.840]  成為我們生命裡面的主
[00:13:26.840 --> 00:13:30.640]  成為我們生命裡面的王
[00:13:30.640 --> 00:13:33.440]  以致我們是一個新造的人的時候
[00:13:33.440 --> 00:13:38.440]  上帝的榮耀就得到彰顯了
[00:13:38.440 --> 00:13:42.480]  那麼我們生命裡面有什麼障礙物呢?
[00:13:42.480 --> 00:13:48.280]  阻止到神在我們心裡面去作主、作王的呢?
[00:13:48.280 --> 00:13:51.720]  一切的山窪都要填滿
[00:13:51.720 --> 00:13:54.880]  崎嶇的要變為平原
[00:13:54.880 --> 00:13:59.160]  就說到我們心靈裡面有多少軟弱的
[00:13:59.160 --> 00:14:01.160]  有些人很有趣的
[00:14:01.160 --> 00:14:03.920]  永遠都不喜歡別人稱讚他
[00:14:03.920 --> 00:14:07.040]  永遠都不喜歡別人覺得他有用的
[00:14:07.040 --> 00:14:10.680]  因為他經常都覺得自己沒用的
[00:14:10.680 --> 00:14:12.680]  但是弟兄姊妹
[00:14:12.680 --> 00:14:15.400]  當我們過分的謙卑
[00:14:15.400 --> 00:14:16.720]  其實不是謙卑
[00:14:16.720 --> 00:14:18.400]  不知道是什麼來的 我都不知道
[00:14:18.400 --> 00:14:20.400]  是在得罪神的
[00:14:20.400 --> 00:14:22.640]  當我們經常覺得自己沒用
[00:14:22.640 --> 00:14:24.400]  什麼都不行的時候
[00:14:24.400 --> 00:14:28.080]  就好像神做了一件垃圾出來
[00:14:28.080 --> 00:14:30.320]  上帝絕對不會做一件垃圾出來
[00:14:30.320 --> 00:14:31.640]  他創造的時候
[00:14:31.640 --> 00:14:35.920]  他說每一樣東西都是美好的
[00:14:35.920 --> 00:14:37.200]  接著他又說
[00:14:37.200 --> 00:14:40.200]  大小的山崗都要削平
[00:14:40.200 --> 00:14:42.840]  垂頭喪氣的、很高很高的
[00:14:42.840 --> 00:14:45.440]  又要將它剷平
[00:14:45.440 --> 00:14:51.360]  就是除去我們心靈裡面的驕傲、狂妄
[00:14:51.360 --> 00:14:54.640]  有另外一種人又剛剛相反的
[00:14:54.640 --> 00:14:57.560]  以為自己是全世界最厲害的
[00:14:57.560 --> 00:14:59.880]  甚至還厲害過神的樣子
[00:14:59.880 --> 00:15:02.960]  其實這些人是最愚蠢的
[00:15:02.960 --> 00:15:04.960]  因為聖經說道
[00:15:04.960 --> 00:15:06.600]  國主告訴我們
[00:15:06.600 --> 00:15:09.720]  神阻擋驕傲的人
[00:15:09.720 --> 00:15:14.800]  次因及謙卑的人
[00:15:14.800 --> 00:15:16.800]  C.S. Lewis 他說
[00:15:16.800 --> 00:15:19.680]  當人提出一些意見
[00:15:19.680 --> 00:15:20.680]  或者說給你看
[00:15:20.680 --> 00:15:23.560]  有些東西好像不是這樣的時候
[00:15:23.560 --> 00:15:27.400]  如果你立即就表現到很生氣
[00:15:27.400 --> 00:15:29.120]  很生氣的時候
[00:15:29.120 --> 00:15:30.400]  就代表著
[00:15:30.400 --> 00:15:35.720]  在你裡面有很多很多的驕傲
[00:15:35.720 --> 00:15:37.480]  人非聖賢
[00:15:37.480 --> 00:15:39.720]  每一個人都會有驕傲的時間
[00:15:39.720 --> 00:15:41.080]  所以不要想其他人
[00:15:41.080 --> 00:15:42.560]  想回自己
[00:15:42.560 --> 00:15:45.480]  每一個人都會有驕傲的事
[00:15:45.480 --> 00:15:48.760]  但是當我們將這個驕傲
[00:15:48.760 --> 00:15:52.920]  慢慢地進入到我們生命當中
[00:15:52.920 --> 00:15:55.560]  成為了一個慢性病的時候
[00:15:55.560 --> 00:15:58.480]  慢慢地就變成了毒瘤
[00:15:58.480 --> 00:16:00.480]  無法剷除的了
[00:16:00.480 --> 00:16:02.480]  所以我們每一天
[00:16:02.480 --> 00:16:04.680]  都要求神幫助我們
[00:16:04.680 --> 00:16:05.880]  提醒我們
[00:16:05.880 --> 00:16:09.680]  怎樣做一個謙卑的人
[00:16:09.680 --> 00:16:10.880]  除了這樣之外
[00:16:10.880 --> 00:16:14.480]  我們生命裡面還有什麼障礙呢?
[00:16:14.480 --> 00:16:17.000]  其實很多很多很多的
[00:16:17.000 --> 00:16:19.400]  可能我們在內心的深處
[00:16:19.400 --> 00:16:22.000]  有一些陰暗的地方
[00:16:22.000 --> 00:16:24.000]  我想你和我也有一點吧
[00:16:24.000 --> 00:16:27.000]  我們不敢告訴別人的
[00:16:27.000 --> 00:16:30.440]  但不過除了自己知道之外
[00:16:30.440 --> 00:16:32.200]  上帝知道
[00:16:32.200 --> 00:16:36.800]  並且上帝知道得清清楚楚
[00:16:36.800 --> 00:16:41.200]  又或者可能我們自己有些壞習慣
[00:16:41.200 --> 00:16:43.320]  又是不敢讓別人知道的
[00:16:43.320 --> 00:16:46.000]  我們靜靜地偷看
[00:16:46.000 --> 00:16:49.080]  網上那些我們不應該看的資訊
[00:16:49.080 --> 00:16:51.200]  或者我們靜靜地去到一些戲院
[00:16:51.200 --> 00:16:53.200]  我們看一些不應該看的戲
[00:16:53.200 --> 00:16:56.200]  不過上帝看得很清楚
[00:16:56.200 --> 00:16:58.800]  又或者我們有些壞習慣
[00:16:58.800 --> 00:17:01.000]  哇 每天有什麼不高興
[00:17:01.000 --> 00:17:03.800]  我們的脾氣就大聲地說
[00:17:03.800 --> 00:17:05.200]  又或者我家裡
[00:17:05.200 --> 00:17:07.400]  我和我家人的關係
[00:17:07.400 --> 00:17:08.800]  我的婚姻
[00:17:08.800 --> 00:17:12.800]  我的家庭處在一個什麼樣的處境呢?
[00:17:12.800 --> 00:17:16.800]  又或者我是不是一些消費狂
[00:17:16.800 --> 00:17:18.600]  買東西狂
[00:17:18.600 --> 00:17:21.000]  以致我過分地用錢
[00:17:21.000 --> 00:17:24.800]  我忘記了周圍很多很多人
[00:17:24.800 --> 00:17:25.800]  他很需要
[00:17:25.800 --> 00:17:28.800]  我忘記了幫助他
[00:17:28.800 --> 00:17:32.800]  這些都是我們心靈裡面的一些障礙物
[00:17:32.800 --> 00:17:35.800]  上帝要我們去撐平它
[00:17:35.800 --> 00:17:38.800]  填滿它
[00:17:38.800 --> 00:17:40.000]  各位弟兄姊妹
[00:17:40.000 --> 00:17:41.400]  世界裡面的人
[00:17:41.400 --> 00:17:43.600]  怎樣慶祝聖誕呢?
[00:17:43.600 --> 00:17:45.200]  去買禮物
[00:17:45.200 --> 00:17:46.800]  開大食會
[00:17:46.800 --> 00:17:49.800]  我知道明天很多團契都開大食會
[00:17:49.800 --> 00:17:51.800]  去旅行
[00:17:51.800 --> 00:17:53.600]  還有放假
[00:17:53.600 --> 00:17:57.000]  去享受這個聖誕的歡樂
[00:17:57.000 --> 00:17:58.400]  可以開大食會的
[00:17:58.400 --> 00:17:59.800]  不過不可以整天
[00:17:59.800 --> 00:18:03.800]  但是作為一個基督的子民
[00:18:03.800 --> 00:18:05.600]  我們要怎樣呢?
[00:18:05.600 --> 00:18:11.000]  上帝就要我們鋪好這個生命的道路
[00:18:11.000 --> 00:18:13.600]  謙卑在上帝的面前
[00:18:13.600 --> 00:18:15.600]  有一個乾淨
[00:18:15.600 --> 00:18:17.000]  安靜
[00:18:17.000 --> 00:18:18.600]  反省
[00:18:18.600 --> 00:18:19.800]  的心
[00:18:19.800 --> 00:18:21.200]  去等候
[00:18:21.200 --> 00:18:25.400]  等候主耶穌基督再來的時間
[00:18:25.400 --> 00:18:27.800]  我們要多謝我們的天父
[00:18:27.800 --> 00:18:32.400]  因為他憐憫的心腸
[00:18:32.400 --> 00:18:34.800]  叫清晨的日光
[00:18:34.800 --> 00:18:36.400]  就是這個主耶穌
[00:18:36.400 --> 00:18:37.800]  這個救世主
[00:18:37.800 --> 00:18:41.600]  從高天臨到這個地上
[00:18:41.600 --> 00:18:45.000]  要照亮坐在黑暗中
[00:18:45.000 --> 00:18:47.000]  死刃裡面的人
[00:18:47.000 --> 00:18:51.800]  將我們的腳引到和平的路上
[00:18:51.800 --> 00:18:54.000]  願上帝自己的說話
[00:18:54.000 --> 00:18:57.000]  進入到弟兄姊妹的心靈當中
[00:18:57.000 --> 00:18:59.000]  (字幕製作:貝爾)

