
[00:00:00.000 --> 00:00:03.000]  各位感宣家弟兄姊妹 主女平安
[00:04:28.000 --> 00:04:33.000]  於是肥利們就用自己所有的去幫助這些弟兄姊妹
[00:04:33.000 --> 00:04:37.000]  其中第五節更加貼近原文的翻譯是這樣的
[00:04:37.000 --> 00:04:42.000]  因為我聽說你對眾聖徒有愛心
[00:04:42.000 --> 00:04:44.000]  對主耶穌有信心
[00:04:44.000 --> 00:04:48.000]  原來在這封信當中不斷提到的愛
[00:04:48.000 --> 00:04:51.000]  對象是弟兄姊妹
[00:04:51.000 --> 00:04:53.000]  是主內的弟兄姊妹
[00:04:53.000 --> 00:04:54.000]  是基督徒之間
[00:04:54.000 --> 00:04:57.000]  是聖徒的群體有的彼此相愛
[00:04:57.000 --> 00:05:04.000]  這個愛心不只是我們對我們見到的人
[00:05:04.000 --> 00:05:07.000]  在街外的人有連續恩賜
[00:05:07.000 --> 00:05:13.000]  而這種愛心在我們的群體都要常常有
[00:05:13.000 --> 00:05:17.000]  或者我們都稍為在想一想
[00:05:17.000 --> 00:05:20.000]  當這個時刻問你
[00:05:20.000 --> 00:05:24.000]  你在腦海裏面想起哪一兩位敢宣家的弟兄姊妹呢?
[00:05:24.000 --> 00:05:28.000]  你應該想像到 馬上想到
[00:05:28.000 --> 00:05:35.000]  現在常常和你WhatsApp通訊 微信的弟兄姊妹是哪些呢?
[00:05:35.000 --> 00:05:40.000]  可能你有時候想到的人不是這些很關切的人
[00:05:40.000 --> 00:05:44.000]  可能是你要不斷學習以愛心去對待的人
[00:05:44.000 --> 00:05:48.000]  會不會有些時候自己其實對教會人的愛心
[00:05:48.000 --> 00:05:52.000]  是比對自己家裏的人多
[00:05:52.000 --> 00:05:56.000]  在我們真實的家庭裏有時候是這樣的
[00:05:56.000 --> 00:05:59.000]  在教會的家裏會不會都是這樣呢?
[00:05:59.000 --> 00:06:01.000]  對外面的人會寬容
[00:06:01.000 --> 00:06:05.000]  但卻是對本應親近的人
[00:06:05.000 --> 00:06:08.000]  有時候會多了少少計較
[00:06:08.000 --> 00:06:11.000]  在第六節裏說
[00:06:11.000 --> 00:06:16.000]  願你與眾人分享你的信心的時候
[00:06:16.000 --> 00:06:21.000]  這個分享其實就是我一開始說的團契的字
[00:06:21.000 --> 00:06:24.000]  在聖經的原文就是團契的字
[00:06:24.000 --> 00:06:27.000]  當然這個團契不是限制一個小組一個群體
[00:06:27.000 --> 00:06:30.000]  而是可以說是一個教會一班人
[00:06:30.000 --> 00:06:35.000]  聚集一起敬拜常常見面的一班人
[00:06:35.000 --> 00:06:38.000]  在這個其中 分享是否這樣呢?
[00:06:38.000 --> 00:06:42.000]  是有分享的 我見到外面擺了很多食物攤位
[00:06:42.000 --> 00:06:44.000]  一會兒大家會分享食物
[00:06:44.000 --> 00:06:46.000]  不單止這樣
[00:06:46.000 --> 00:06:50.000]  對於肥利們 保羅是否想跟他們說
[00:06:50.000 --> 00:06:52.000]  記住了 肥利們
[00:06:52.000 --> 00:06:55.000]  你這麼有愛心 你就要有愛心到底
[00:06:55.000 --> 00:06:56.000]  剛才一開始說過
[00:06:56.000 --> 00:07:01.000]  這封信表面上是說兩個人要修補關係
[00:07:01.000 --> 00:07:03.000]  是不是保羅想說
[00:07:03.000 --> 00:07:07.000]  你去原諒那個得罪你的人
[00:07:07.000 --> 00:07:09.000]  不是
[00:07:09.000 --> 00:07:12.000]  保羅不是這樣去教肥利們
[00:07:12.000 --> 00:07:14.000]  或者命令肥利們
[00:07:14.000 --> 00:07:16.000]  你要這樣這樣做
[00:07:16.000 --> 00:07:21.000]  保羅是首先說我去分享我怎樣實踐
[00:07:21.000 --> 00:07:25.000]  因著信耶穌基督而對人能夠有的愛心
[00:07:25.000 --> 00:07:30.000]  對我身邊的聖徒有的愛心
[00:07:30.000 --> 00:07:34.000]  在第八第九節他這樣說
[00:07:34.000 --> 00:07:36.000]  他本應可以吩咐肥利們
[00:07:36.000 --> 00:07:41.000]  因為教會的群體裏面他的位份是很高的
[00:07:41.000 --> 00:07:44.000]  但是保羅沒有說一人少一句
[00:07:44.000 --> 00:07:46.000]  保羅也沒有計較自己的使徒地位
[00:07:46.000 --> 00:07:48.000]  你就聽我說 給我面子
[00:07:48.000 --> 00:07:49.000]  他不是這樣
[00:07:49.000 --> 00:07:52.000]  他也沒有計較自己的面子 個人榮辱
[00:07:52.000 --> 00:07:55.000]  保羅說我是憑著
[00:07:55.000 --> 00:07:57.000]  我是透過
[00:07:57.000 --> 00:08:01.000]  我是通過愛去請求你
[00:08:01.000 --> 00:08:03.000]  去求你肥利們
[00:08:03.000 --> 00:08:05.000]  我求你
[00:08:05.000 --> 00:08:09.000]  你可以像我一樣這樣去做
[00:08:09.000 --> 00:08:11.000]  我在其他教會聽過一件這樣的事
[00:08:11.000 --> 00:08:14.000]  但不是這樣算 不是這樣算
[00:08:14.000 --> 00:08:16.000]  有兩位弟兄
[00:08:16.000 --> 00:08:20.000]  他們一起去開教會執事會
[00:08:20.000 --> 00:08:22.000]  在過去一段很長的年日裏面
[00:08:22.000 --> 00:08:25.000]  領袖弟兄A也得到領袖弟兄B的幫助
[00:08:25.000 --> 00:08:28.000]  每一次開完會都送他回家 順道
[00:08:28.000 --> 00:08:31.000]  每次在路上開車的時候
[00:08:31.000 --> 00:08:34.000]  弟兄A和弟兄B會談剛才開會的事
[00:08:34.000 --> 00:08:35.000]  說一下教會的事情
[00:08:35.000 --> 00:08:37.000]  大家繼續分享
[00:08:37.000 --> 00:08:39.000]  有一次就是這樣開完執事會之後
[00:08:39.000 --> 00:08:41.000]  回家的途中
[00:08:41.000 --> 00:08:43.000]  弟兄A說開教會的崇拜
[00:08:43.000 --> 00:08:45.000]  就和弟兄B說
[00:08:45.000 --> 00:08:46.000]  現在崇拜這樣這樣
[00:08:46.000 --> 00:08:49.000]  我覺得應該可以這樣
[00:08:49.000 --> 00:08:50.000]  於是他就把自己的意見
[00:08:50.000 --> 00:08:51.000]  這樣這樣這樣
[00:08:51.000 --> 00:08:55.000]  不斷地和弟兄B說
[00:08:55.000 --> 00:09:00.000]  在那一次車程的分享之後
[00:09:00.000 --> 00:09:01.000]  弟兄A不知為何總是覺得
[00:09:01.000 --> 00:09:05.000]  弟兄B接著就有意無意嘗試避開他
[00:09:05.000 --> 00:09:06.000]  甚至開完會之後
[00:09:06.000 --> 00:09:08.000]  總是他去過廁所
[00:09:08.000 --> 00:09:09.000]  轉頭他就開車走了
[00:09:09.000 --> 00:09:11.000]  沒有接著他一起走
[00:09:11.000 --> 00:09:13.000]  弟兄A思前想後
[00:09:13.000 --> 00:09:16.000]  是不是正因為弟兄B
[00:09:16.000 --> 00:09:17.000]  上次和他說崇拜的事
[00:09:17.000 --> 00:09:19.000]  他是有份負責的
[00:09:19.000 --> 00:09:22.000]  是不是他有點不高興呢
[00:09:22.000 --> 00:09:23.000]  但是他說大家都是領袖
[00:09:23.000 --> 00:09:26.000]  大家都是在教會裡面去管理的人
[00:09:26.000 --> 00:09:28.000]  我當時已經很客氣和他
[00:09:28.000 --> 00:09:31.000]  去說這件事很中立的
[00:09:31.000 --> 00:09:34.000]  去分享一些看法
[00:09:34.000 --> 00:09:35.000]  所以我不是很明白
[00:09:35.000 --> 00:09:39.000]  為什麼他會這樣氣我
[00:09:39.000 --> 00:09:41.000]  再過多一段時間
[00:09:41.000 --> 00:09:43.000]  弟兄A再三反省
[00:09:43.000 --> 00:09:49.000]  他發現是不是我沒有換位思考
[00:09:49.000 --> 00:09:52.000]  我沒有在我這位弟兄的角度去看這件事
[00:09:52.000 --> 00:09:53.000]  當我去分享我的意見
[00:09:53.000 --> 00:09:57.000]  很中肯的意見的時候
[00:09:57.000 --> 00:09:59.000]  我作為執事的資格的時候
[00:09:59.000 --> 00:10:05.000]  我是用權利和地位的出發去反映
[00:10:05.000 --> 00:10:10.000]  對方B弟兄所收到的是一些誠實話
[00:10:10.000 --> 00:10:12.000]  B弟兄他反省
[00:10:12.000 --> 00:10:14.000]  是 我是說了誠實話
[00:10:14.000 --> 00:10:20.000]  但是我沒有對弟兄有愛心
[00:10:20.000 --> 00:10:23.000]  保羅為肥利門去感恩
[00:10:23.000 --> 00:10:25.000]  因為他真的可以展現到愛心
[00:10:25.000 --> 00:10:26.000]  在有災難的時候
[00:10:26.000 --> 00:10:29.000]  怎樣去幫助身邊人 社區的人
[00:10:29.000 --> 00:10:32.000]  但是保羅他繼續去教導肥利門
[00:10:32.000 --> 00:10:35.000]  或者去求肥利門
[00:10:35.000 --> 00:10:37.000]  你可以像我這樣
[00:10:37.000 --> 00:10:40.000]  嘗試超越我們的位份 我們的權利
[00:10:40.000 --> 00:10:44.000]  用這一份很單純的愛心
[00:10:44.000 --> 00:10:48.000]  去對待我們身邊的聖徒
[00:10:48.000 --> 00:10:49.000]  你看到嗎
[00:10:49.000 --> 00:10:50.000]  教會群體裏面
[00:10:50.000 --> 00:10:53.000]  我們因著這個大團契的關係
[00:10:53.000 --> 00:10:59.000]  我們是著重能夠很實在的彼此相愛
[00:10:59.000 --> 00:11:01.000]  說的話的人自己實踐出來
[00:11:01.000 --> 00:11:03.000]  保羅去分享
[00:11:03.000 --> 00:11:05.000]  他也是這樣做
[00:11:05.000 --> 00:11:07.000]  這個經文對我也有很大的提醒
[00:11:07.000 --> 00:11:12.000]  回想過去這幾年我們所面對的人際那種
[00:11:12.000 --> 00:11:18.000]  我形容很intense 很緊張
[00:11:18.000 --> 00:11:20.000]  很容易擦槍走火
[00:11:20.000 --> 00:11:22.000]  一句說話 一句的貼文
[00:11:22.000 --> 00:11:26.000]  可以變成很多爭拗的一年
[00:11:26.000 --> 00:11:28.000]  超越權利
[00:11:28.000 --> 00:11:31.000]  用愛心去對待我身邊的人
[00:11:31.000 --> 00:11:35.000]  這個是主要給我的提醒
[00:11:35.000 --> 00:11:38.000]  現代人的關係的確是很麻煩
[00:11:38.000 --> 00:11:42.000]  因為我們常常被這個社會去教導
[00:11:42.000 --> 00:11:48.000]  我們要用功利 得失 效益 好處去計算
[00:11:48.000 --> 00:11:51.000]  對的 因為我們是這樣生存的
[00:11:51.000 --> 00:11:53.000]  我們這樣生活的
[00:11:53.000 --> 00:11:55.000]  我們去賺得我們每天所需用
[00:11:55.000 --> 00:11:57.000]  是用這些方式
[00:11:57.000 --> 00:11:59.000]  所以這是很中立的事情
[00:11:59.000 --> 00:12:03.000]  但是如果我們所有的人際關係都是這樣的話
[00:12:03.000 --> 00:12:05.000]  就很可怕了
[00:12:05.000 --> 00:12:08.000]  例如一個人轉了工
[00:12:08.000 --> 00:12:11.000]  他自然會繼續和舊同事有一定的聯繫
[00:12:11.000 --> 00:12:13.000]  不過慢慢就會越來越少
[00:12:13.000 --> 00:12:16.000]  因為大家不再圍繞同一個目標
[00:12:16.000 --> 00:12:19.000]  為了同一間公司去賺到一些利益
[00:12:19.000 --> 00:12:21.000]  以前的關係是會越來越淡的
[00:12:21.000 --> 00:12:23.000]  你轉了工 你明白的
[00:12:23.000 --> 00:12:24.000]  還有一些聯絡的
[00:12:24.000 --> 00:12:26.000]  大概在工作上有需要
[00:12:26.000 --> 00:12:28.000]  又或者今天留一線
[00:12:28.000 --> 00:12:31.000]  他日還有生意可以談 還有合作的機會
[00:12:31.000 --> 00:12:35.000]  不過這些狀況如果進來教會群體
[00:12:35.000 --> 00:12:38.000]  特別在疫情裏面 我們見少了
[00:12:38.000 --> 00:12:41.000]  你就會發覺有時候我們仍然是
[00:12:41.000 --> 00:12:43.000]  跌落這個社會 教導我們
[00:12:43.000 --> 00:12:45.000]  以功利 得失 效益 好處
[00:12:45.000 --> 00:12:48.000]  去計算我們和別人的來往
[00:12:48.000 --> 00:12:51.000]  費利門和歐尼西姆的關係
[00:12:51.000 --> 00:12:53.000]  起初都是一種功利的關係
[00:12:53.000 --> 00:12:57.000]  用今天的說法 歐尼西姆是一個工具人
[00:12:57.000 --> 00:12:59.000]  為什麼呢 因為他的存在
[00:12:59.000 --> 00:13:02.000]  是幫費利門去做事的奴隸
[00:13:02.000 --> 00:13:05.000]  幫他做不同的事務
[00:13:05.000 --> 00:13:07.000]  所以在十一節裏說
[00:13:07.000 --> 00:13:09.000]  保羅對費利門說
[00:13:09.000 --> 00:13:11.000]  他從前對你沒有什麼好處
[00:13:11.000 --> 00:13:14.000]  現在對你對我都有好處
[00:13:14.000 --> 00:13:16.000]  這個好處 這個致詞
[00:13:16.000 --> 00:13:20.000]  其實是用回耶穌在馬達芬說過
[00:13:20.000 --> 00:13:23.000]  五千 二千 一千的比喻裏面
[00:13:23.000 --> 00:13:25.000]  那個一千的 最後主人說
[00:13:25.000 --> 00:13:26.000]  他是沒用的僕人
[00:13:26.000 --> 00:13:28.000]  那個沒用的兩個字
[00:13:28.000 --> 00:13:32.000]  用就是好處或益處
[00:13:32.000 --> 00:13:34.000]  在原文是同一個字
[00:13:34.000 --> 00:13:37.000]  歐尼西姆對費利門沒有好處
[00:13:37.000 --> 00:13:39.000]  因為他逃跑了
[00:13:39.000 --> 00:13:42.000]  不再在我身邊工作 為我做事
[00:13:42.000 --> 00:13:45.000]  所以對我來說是沒用 沒益處 沒好處
[00:13:45.000 --> 00:13:47.000]  打個比喻
[00:13:47.000 --> 00:13:50.000]  今天在你公司裏面有一個超級不負責任的同事
[00:13:50.000 --> 00:13:52.000]  不盡責 不做事
[00:13:52.000 --> 00:13:54.000]  你作為主管 你可以怎樣做
[00:13:54.000 --> 00:13:57.000]  見到他回來就是吃早餐
[00:13:57.000 --> 00:13:59.000]  很快就訂午餐
[00:13:59.000 --> 00:14:02.000]  然後訂完午餐就想喝下午茶
[00:14:02.000 --> 00:14:03.000]  喝不喝珍珠奶茶
[00:14:03.000 --> 00:14:05.000]  當然是等下班
[00:14:05.000 --> 00:14:06.000]  如果是這樣的話
[00:14:06.000 --> 00:14:08.000]  你見到一個他都不是很productive
[00:14:08.000 --> 00:14:12.000]  很能夠為公司的好處著想的人的時候
[00:14:12.000 --> 00:14:14.000]  你會覺得你不想留他
[00:14:14.000 --> 00:14:16.000]  當然現在一個這樣的人
[00:14:16.000 --> 00:14:18.000]  你都要留 因為不夠人
[00:14:18.000 --> 00:14:22.000]  但回想費利門
[00:14:22.000 --> 00:14:24.000]  回想歐尼西姆
[00:14:24.000 --> 00:14:26.000]  他這樣逃跑了
[00:14:26.000 --> 00:14:29.000]  或者他不再幫自己做事
[00:14:29.000 --> 00:14:31.000]  費利門是真的很生氣
[00:14:31.000 --> 00:14:33.000]  當時的律例是可以
[00:14:33.000 --> 00:14:35.000]  你抓到這個奴隸 你可以處死他
[00:14:35.000 --> 00:14:38.000]  羅馬的法例可以這樣做
[00:14:38.000 --> 00:14:40.000]  但保羅這個時候竟然說
[00:14:40.000 --> 00:14:42.000]  這些都是以前 過去了
[00:14:42.000 --> 00:14:45.000]  接著還說 以前或者這個階段
[00:14:45.000 --> 00:14:47.000]  對你沒有用的歐尼西姆
[00:14:47.000 --> 00:14:49.000]  如今對你對我都有好處
[00:14:49.000 --> 00:14:51.000]  其實保羅在說什麼
[00:14:51.000 --> 00:14:55.000]  我們很熟悉這一節的經文
[00:14:55.000 --> 00:14:57.000]  提摩太后書
[00:14:57.000 --> 00:14:59.000]  人若自傑 脫離卑賤的事
[00:14:59.000 --> 00:15:01.000]  就必作貴重的器皿
[00:15:01.000 --> 00:15:04.000]  成為聖傑 合乎主用
[00:15:04.000 --> 00:15:06.000]  你們見到的用字
[00:15:06.000 --> 00:15:08.000]  這個就是好處的字
[00:15:08.000 --> 00:15:11.000]  同一個字詞
[00:15:11.000 --> 00:15:13.000]  歐尼西姆的用
[00:15:13.000 --> 00:15:15.000]  和今天我們一起成為聖傑
[00:15:15.000 --> 00:15:18.000]  合乎主用的用是同一個字
[00:15:18.000 --> 00:15:20.000]  你想想你家裡的碗碟
[00:15:20.000 --> 00:15:21.000]  一隻碗 一隻碟
[00:15:21.000 --> 00:15:23.000]  作為裝東西的器具
[00:15:23.000 --> 00:15:25.000]  如果可以用
[00:15:25.000 --> 00:15:27.000]  基本上都是裝食物 裝湯
[00:15:27.000 --> 00:15:29.000]  最重要是什麼
[00:15:29.000 --> 00:15:32.000]  看它是金造 銀造 還是木造
[00:15:32.000 --> 00:15:35.000]  不是 我想無論怎樣用都好
[00:15:35.000 --> 00:15:37.000]  最重要是乾淨
[00:15:37.000 --> 00:15:40.000]  如果你在碗櫃裡拿碗出來
[00:15:40.000 --> 00:15:43.000]  看到上面還有菜渣
[00:15:43.000 --> 00:15:45.000]  還搭著蟑螂腳
[00:15:45.000 --> 00:15:47.000]  就算相金給你幾顆閃鑽
[00:15:47.000 --> 00:15:49.000]  你都不會用來裝飯
[00:15:49.000 --> 00:15:51.000]  不合用
[00:15:51.000 --> 00:15:54.000]  一個器皿要給主人使用
[00:15:54.000 --> 00:15:56.000]  不一定是新的
[00:15:56.000 --> 00:15:57.000]  不一定是漂亮的
[00:15:57.000 --> 00:15:58.000]  不一定是名貴的
[00:15:58.000 --> 00:16:00.000]  但是這個器皿能夠給主使用
[00:16:00.000 --> 00:16:03.000]  是要清清潔潔 乾乾淨淨
[00:16:03.000 --> 00:16:05.000]  洗好之後 抹乾了
[00:16:05.000 --> 00:16:07.000]  放回碗櫃裡
[00:16:07.000 --> 00:16:09.000]  隨時主人可以拿來用
[00:16:09.000 --> 00:16:11.000]  古羅華這個以前沒有好處
[00:16:11.000 --> 00:16:13.000]  沒有用的歐尼西姆
[00:16:13.000 --> 00:16:15.000]  現在變成怎樣
[00:16:15.000 --> 00:16:17.000]  十六節 一起讀
[00:16:17.000 --> 00:16:22.000]  不再是奴隸 而是高過奴隸
[00:16:22.000 --> 00:16:24.000]  是親愛的弟兄
[00:16:24.000 --> 00:16:27.000]  對我固然是這樣
[00:16:27.000 --> 00:16:29.000]  對你來說
[00:16:29.000 --> 00:16:33.000]  不論按肉身或在主內的關係
[00:16:33.000 --> 00:16:35.000]  更是這樣
[00:16:35.000 --> 00:16:37.000]  按剛才說的羅馬社會的制度
[00:16:37.000 --> 00:16:39.000]  看目標功利得失
[00:16:39.000 --> 00:16:41.000]  效益好處的計算
[00:16:41.000 --> 00:16:43.000]  一個逃走的奴隸沒有用的
[00:16:43.000 --> 00:16:45.000]  是有害的
[00:16:45.000 --> 00:16:48.000]  但現在保羅180度大反轉
[00:16:48.000 --> 00:16:49.000]  告訴肥靈門
[00:16:49.000 --> 00:16:52.000]  歐尼西姆對你對我都有好處
[00:16:52.000 --> 00:16:53.000]  不僅如此
[00:16:53.000 --> 00:16:55.000]  他還將奴隸奴僕
[00:16:55.000 --> 00:17:00.000]  一下提升到弟兄的地位
[00:17:00.000 --> 00:17:03.000]  保羅的思想在當時非常超前
[00:17:03.000 --> 00:17:08.000]  甚至可以說是荒謬的
[00:17:08.000 --> 00:17:10.000]  當時沒有人會這樣想
[00:17:10.000 --> 00:17:12.000]  但經文說有好處和沒有好處
[00:17:12.000 --> 00:17:14.000]  其實是在說什麼
[00:17:14.000 --> 00:17:17.000]  是提出在我們團契關係的群體
[00:17:17.000 --> 00:17:18.000]  在教會當中
[00:17:18.000 --> 00:17:20.000]  我們可以學的就是
[00:17:20.000 --> 00:17:22.000]  我們待人不求
[00:17:22.000 --> 00:17:25.000]  這個世界說的好處
[00:17:25.000 --> 00:17:30.000]  各位 主內的關係的確不是功利的計算
[00:17:30.000 --> 00:17:32.000]  早幾個星期
[00:17:32.000 --> 00:17:33.000]  亞運
[00:17:33.000 --> 00:17:35.000]  不知道你們有沒有機會了解
[00:17:35.000 --> 00:17:37.000]  香港這次很厲害
[00:17:37.000 --> 00:17:38.000]  很多金牌
[00:17:38.000 --> 00:17:39.000]  有水有勁
[00:17:39.000 --> 00:17:40.000]  很多劍擊有勁
[00:17:40.000 --> 00:17:42.000]  很多項目都拿到很多獎牌
[00:17:42.000 --> 00:17:44.000]  再早十幾年的時候
[00:17:44.000 --> 00:17:47.000]  香港隊參加亞運
[00:17:47.000 --> 00:17:48.000]  比較突出的項目
[00:17:48.000 --> 00:17:50.000]  只有兩三樣
[00:17:50.000 --> 00:17:52.000]  其中一項就是單車
[00:17:52.000 --> 00:17:54.000]  你都知道我們單車隊很厲害
[00:17:54.000 --> 00:17:56.000]  在2006年的亞運
[00:17:56.000 --> 00:17:58.000]  香港單車隊拿到六面金牌
[00:17:58.000 --> 00:18:00.000]  非常厲害
[00:18:00.000 --> 00:18:04.000]  不過當時拿到金牌的人
[00:18:04.000 --> 00:18:06.000]  你會想起哪些人物呢
[00:18:06.000 --> 00:18:07.000]  當年
[00:18:07.000 --> 00:18:08.000]  可能你會想
[00:18:08.000 --> 00:18:09.000]  是不是黃金寶
[00:18:09.000 --> 00:18:13.000]  這個名字我們基本上香港人都認識
[00:18:13.000 --> 00:18:14.000]  但在那一年亞運
[00:18:14.000 --> 00:18:17.000]  不是黃金寶拿到金牌
[00:18:17.000 --> 00:18:20.000]  而是他的師弟張勁衛
[00:18:20.000 --> 00:18:21.000]  在比賽之前
[00:18:21.000 --> 00:18:24.000]  其實港隊的教練已經計劃好了
[00:18:24.000 --> 00:18:28.000]  接著的個人賽是以黃金寶為搶分的主力
[00:18:28.000 --> 00:18:31.000]  他的師弟張勁衛
[00:18:31.000 --> 00:18:33.000]  這個21歲的年輕人
[00:18:33.000 --> 00:18:34.000]  就是做副手
[00:18:34.000 --> 00:18:39.000]  負責幫師兄在車隊前面開路擋駕
[00:18:39.000 --> 00:18:42.000]  你知道單車要贏就要破風
[00:18:42.000 --> 00:18:44.000]  如果有人在前面幫你破風
[00:18:44.000 --> 00:18:46.000]  後面的人就踩得輕鬆些
[00:18:46.000 --> 00:18:48.000]  以至到時他要為搶分的時候
[00:18:48.000 --> 00:18:50.000]  他的力量可以爆發出來
