
[00:00:00.000 --> 00:00:12.000]  各位弟兄姊妹,早晨,非常感恩今天能夠因為鄧全道出去講道
[00:03:24.000 --> 00:03:28.000]  不過留意第四節,第七章的第四節
[00:03:28.000 --> 00:03:34.000]  城是廣大的,其中的居民卻稀少
[00:03:34.000 --> 00:03:38.000]  房屋都沒有人建造
[00:03:38.000 --> 00:03:41.000]  然後,尼希米第五節這樣說
[00:03:41.000 --> 00:03:46.000]  我的神就感動我的心去招贅貴咒
[00:03:46.000 --> 00:03:50.000]  然後就有一個人口普查
[00:03:50.000 --> 00:03:56.000]  第七章就做一個詳細的人口普查之後
[00:03:56.000 --> 00:04:01.000]  去到第八章,一直去到第十章
[00:04:01.000 --> 00:04:06.000]  其實就是一個延展著二十多天的嚴肅會
[00:04:06.000 --> 00:04:10.000]  七月初一,猶太人的摧國節
[00:04:10.000 --> 00:04:12.000]  第八章的第一節這樣說
[00:04:12.000 --> 00:04:18.000]  到了七月,以色列人就住在自己的城裡,就是國處
[00:04:18.000 --> 00:04:25.000]  那時他們如同一人聚集在這個水門前的寬闊處
[00:04:25.000 --> 00:04:31.000]  有一個水門的粉兄會,Watergate的粉兄會
[00:04:31.000 --> 00:04:33.000]  就不是水門事件
[00:04:33.000 --> 00:04:42.000]  就請民事以色列將耶和華籍摩西傳給以色列人的律法書帶來了
[00:04:42.000 --> 00:04:51.000]  在七月初一,祭司這個以色列就將律法書帶到聽了能夠明白的男女
[00:04:51.000 --> 00:04:58.000]  聽了能夠明白,就是懂得聽到又有回應
[00:04:58.000 --> 00:05:01.000]  又能夠消化,又明白
[00:05:01.000 --> 00:05:03.000]  小朋友暫時未必可以了
[00:05:03.000 --> 00:05:06.000]  他們能夠聽到,明白的
[00:05:06.000 --> 00:05:13.000]  然後就在這裡延展了一天的宣讀律法書
[00:05:13.000 --> 00:05:16.000]  然後有利美人開一些研習班
[00:05:16.000 --> 00:05:24.000]  讓他們在這個節期感受到神話語的能力
[00:05:24.000 --> 00:05:26.000]  在他們的生命裡
[00:05:26.000 --> 00:05:32.000]  然後第八章的第九節
[00:05:32.000 --> 00:05:36.000]  省長尼希米和作祭司的民事以色列
[00:05:36.000 --> 00:05:41.000]  並教訓百姓的利美人對眾民說
[00:05:41.000 --> 00:05:48.000]  今天是耶和華你們神的聖日
[00:05:48.000 --> 00:05:51.000]  不可以哭泣
[00:05:51.000 --> 00:05:52.000]  為什麼呢?
[00:05:52.000 --> 00:05:59.000]  這是因為眾民聽見了律法書上的話就哭了
[00:05:59.000 --> 00:06:01.000]  然後又對他們說
[00:06:01.000 --> 00:06:05.000]  你們去吃肥美的,喝甘甜的
[00:06:05.000 --> 00:06:08.000]  如果有不能夠預備的就分給他
[00:06:08.000 --> 00:06:09.000]  為什麼呢?
[00:06:09.000 --> 00:06:13.000]  因為今天是我們主的聖日
[00:06:13.000 --> 00:06:15.000]  你們不可以憂愁
[00:06:15.000 --> 00:06:21.000]  因為靠耶和華而得的喜樂就是你們的力量
[00:06:21.000 --> 00:06:25.000]  要百姓聽完之後
[00:06:25.000 --> 00:06:33.000]  感覺內心有一種傷痛、悲哀、哭泣
[00:06:33.000 --> 00:06:37.000]  一方面這個時候其實應該是一個很開心的日子
[00:06:37.000 --> 00:06:42.000]  因為城牆用了53天收好了
[00:06:42.000 --> 00:06:46.000]  所有的城門都連絡好了
[00:06:46.000 --> 00:06:49.000]  不是再是冒險雞籠
[00:06:49.000 --> 00:06:53.000]  這些外邦人隨隨便便進來
[00:06:53.000 --> 00:06:58.000]  來混亂猶太人自我的身份
[00:06:58.000 --> 00:07:02.000]  慢慢他們的身份就會認同了
[00:07:02.000 --> 00:07:05.000]  所以尼西米和以色列
[00:07:05.000 --> 00:07:08.000]  他們見到一件現象
[00:07:08.000 --> 00:07:09.000]  很正常的
[00:07:09.000 --> 00:07:12.000]  當你趕走那些外邦人之後
[00:07:12.000 --> 00:07:14.000]  很自然你就會發現
[00:07:14.000 --> 00:07:17.000]  一個這麼大的耶路撒冷
[00:07:17.000 --> 00:07:19.000]  最需要什麼呢?
[00:07:19.000 --> 00:07:25.000]  最需要的是人居住在耶路撒冷
[00:07:25.000 --> 00:07:27.000]  居住在耶路撒冷又如何呢?
[00:07:27.000 --> 00:07:32.000]  就是要恢復聖殿的敬拜
[00:07:32.000 --> 00:07:36.000]  聖殿的恢復會帶來什麼後果呢?
[00:07:36.000 --> 00:07:39.000]  如果每個崗位
[00:07:39.000 --> 00:07:46.000]  祭司、利未人、電役、守門、歌唱
[00:07:46.000 --> 00:07:49.000]  能夠各就各位
[00:07:49.000 --> 00:07:51.000]  各盡他們的職份
[00:07:51.000 --> 00:07:53.000]  會帶來什麼呢?
[00:07:53.000 --> 00:08:00.000]  就是百姓恢復向神聖殿的敬拜、獻祭
[00:08:00.000 --> 00:08:03.000]  在這個獻祭過程
[00:08:03.000 --> 00:08:07.000]  帶來對自己神選民的身份
[00:08:07.000 --> 00:08:11.000]  有一個強烈的歸屬和認同
[00:08:11.000 --> 00:08:16.000]  這時候就會帶來一個戲劇性的轉變
[00:08:16.000 --> 00:08:22.000]  就是當人的心對自己的內心的身份
[00:08:22.000 --> 00:08:24.000]  有這個認同之後
[00:08:24.000 --> 00:08:27.000]  他們就有一份很大的力量
[00:08:27.000 --> 00:08:29.000]  就是能夠願意
[00:08:29.000 --> 00:08:32.000]  因為是神的選民
[00:08:32.000 --> 00:08:37.000]  就願意遵行神召摩西的律法
[00:08:37.000 --> 00:08:40.000]  來守神的誡命
[00:08:40.000 --> 00:08:45.000]  所以你看到第八、九章這兩個嚴肅會
[00:08:45.000 --> 00:08:49.000]  到了第八章的第十三節
[00:08:49.000 --> 00:08:51.000]  開始他們就發現
[00:08:51.000 --> 00:08:54.000]  首節有一個意猶未盡
[00:08:54.000 --> 00:08:57.000]  第十三節,八章的十三節
[00:08:57.000 --> 00:09:04.000]  次日,眾民的族長、祭司和利未人都聚集
[00:09:04.000 --> 00:09:06.000]  去到民事、以色列那裡
[00:09:06.000 --> 00:09:09.000]  要留心去聽律法上的說話
[00:09:09.000 --> 00:09:12.000]  他們就見律法上寫著
[00:09:12.000 --> 00:09:16.000]  耶和華籍摩西分庫以色列人
[00:09:16.000 --> 00:09:22.000]  要在七月十五一直到二十一
[00:09:22.000 --> 00:09:24.000]  就是駐彭節
[00:09:24.000 --> 00:09:26.000]  第十五節
[00:09:26.000 --> 00:09:31.000]  並要在郭城和耶路撒冷宣傳報告說
[00:09:31.000 --> 00:09:38.000]  你們當上山將橄欖樹、野橄欖樹、翻石榴樹、棕樹
[00:09:38.000 --> 00:09:41.000]  和各樣茂密樹的枝子
[00:09:41.000 --> 00:09:45.000]  取來趙雀所寫的答彭
[00:09:45.000 --> 00:09:47.000]  所以百姓就出去了
[00:09:47.000 --> 00:09:52.000]  意味著很快他們就要守住彭節
[00:09:52.000 --> 00:09:55.000]  充滿了一份歡樂
[00:09:55.000 --> 00:09:58.000]  準備去迎接住彭節
[00:09:58.000 --> 00:09:59.000]  這個時候
[00:09:59.000 --> 00:10:03.000]  去到第十七節,八章的十七節
[00:10:03.000 --> 00:10:08.000]  從老道之地歸回的傳會眾就搭彭了
[00:10:08.000 --> 00:10:10.000]  住在彭裡
[00:10:10.000 --> 00:10:13.000]  從亂的兒子約書亞的時候
[00:10:13.000 --> 00:10:16.000]  直到這個時候
[00:10:16.000 --> 00:10:20.000]  以色列人都沒有試過這樣來進行
[00:10:20.000 --> 00:10:24.000]  於是眾人大大的喜樂
[00:10:24.000 --> 00:10:26.000]  從頭一天,七月十五
[00:10:26.000 --> 00:10:29.000]  直到末一天,七月二十一
[00:10:29.000 --> 00:10:32.000]  以色列每天念神的律法書
[00:10:32.000 --> 00:10:35.000]  眾人守節七日
[00:10:35.000 --> 00:10:38.000]  第八日,即是七月二十二
[00:10:38.000 --> 00:10:42.000]  就照例有一個嚴肅會
[00:10:42.000 --> 00:10:45.000]  親愛的弟兄姊妹
[00:10:45.000 --> 00:10:49.000]  十一章剛才我們讀的經文
[00:10:49.000 --> 00:10:54.000]  尼熹米做了一個全文的普查
[00:10:54.000 --> 00:10:58.000]  之後他就現在跟會眾說
[00:10:58.000 --> 00:11:02.000]  現在抽籤,不是生死籤
[00:11:02.000 --> 00:11:04.000]  不是要進去那些dirty room(髒房)
[00:11:04.000 --> 00:11:06.000]  來做那些病房
[00:11:06.000 --> 00:11:08.000]  是抽籤
[00:11:08.000 --> 00:11:11.000]  十個支派,逢十抽一
[00:11:11.000 --> 00:11:14.000]  一個猶太人被抽中
[00:11:14.000 --> 00:11:16.000]  就要住在耶路撒冷
[00:11:16.000 --> 00:11:21.000]  百姓就會為被抽中的來祝福
[00:11:21.000 --> 00:11:24.000]  使他們能夠居住在耶路撒冷裡
[00:11:24.000 --> 00:11:25.000]  來蒙福
[00:11:25.000 --> 00:11:29.000]  但是剛才我們已經看了背景
[00:11:29.000 --> 00:11:34.000]  原來建好城牆、城門之後
[00:11:34.000 --> 00:11:37.000]  尼熹米完全不是不意識到
[00:11:37.000 --> 00:11:40.000]  其實耶路撒冷根本沒有人
[00:11:40.000 --> 00:11:48.000]  需要有被神感動的自己的同胞
[00:11:48.000 --> 00:11:54.000]  甘心樂意進到神的殿裡服侍
[00:11:54.000 --> 00:12:03.000]  來讓聖殿的敬拜恢復真正的規模、秩序
[00:12:03.000 --> 00:12:08.000]  當有了這樣的屬靈的服侍之後
[00:12:08.000 --> 00:12:13.000]  百姓對自己神的選民身份的認同
[00:12:13.000 --> 00:12:18.000]  就會慢慢地提高和落實
[00:12:18.000 --> 00:12:23.000]  大家留意第九章的第一節開始
[00:12:23.000 --> 00:12:25.000]  「這月的二十四日
[00:12:25.000 --> 00:12:28.000]  以色列人聚集禁食
[00:12:28.000 --> 00:12:32.000]  身穿麻衣、頭蒙灰塵
[00:12:32.000 --> 00:12:36.000]  以色列人就與一切外邦人離絕
[00:12:36.000 --> 00:12:42.000]  站著承認自己的罪惡和列祖的罪孽
[00:12:42.000 --> 00:12:46.000]  那日的四分之一站在自己地方
[00:12:46.000 --> 00:12:49.000]  念他們神的律法書
[00:12:49.000 --> 00:12:51.000]  由四分之一認罪
[00:12:51.000 --> 00:12:56.000]  敬拜耶和華他們的神」
[00:12:56.000 --> 00:13:05.000]  原來尼西米和以色列這兩位領袖
[00:13:05.000 --> 00:13:09.000]  如何能夠動員自己的同胞
[00:13:09.000 --> 00:13:15.000]  在耶路撒冷被抽中在那裡定居
[00:13:15.000 --> 00:13:19.000]  在那裡守護神的聖殿
[00:13:19.000 --> 00:13:23.000]  不是靠一個行政的指令
[00:13:23.000 --> 00:13:27.000]  不是靠尼西米是省長
[00:13:27.000 --> 00:13:34.000]  是亞達斯西王委派他回去重建城牆、城門
[00:13:34.000 --> 00:13:37.000]  他是有一個法定的權力
[00:13:37.000 --> 00:13:40.000]  他來做、他來行駛
[00:13:40.000 --> 00:13:44.000]  沒錯,由第四章到第六章
[00:13:44.000 --> 00:13:47.000]  他面對外邦人
[00:13:47.000 --> 00:13:52.000]  去攔阻他重建城牆、城門
[00:13:52.000 --> 00:13:58.000]  他有時需要用君王給他的行政權
[00:13:58.000 --> 00:14:00.000]  但是更多的
[00:14:00.000 --> 00:14:06.000]  這位領袖是禱告和聯絡其他的祭司長
[00:14:06.000 --> 00:14:10.000]  一起同心去抵禦這些外敵
[00:14:10.000 --> 00:14:13.000]  但對於自己的同胞
[00:14:13.000 --> 00:14:18.000]  如何能夠提高他們這一份已經住在耶路撒冷
[00:14:18.000 --> 00:14:23.000]  已經住在秘魯歸回的聖城
[00:14:23.000 --> 00:14:28.000]  如何能夠提升他們的歸屬、身份的認同
[00:14:28.000 --> 00:14:32.000]  和帶來的幸福感
[00:14:32.000 --> 00:14:36.000]  宣讀律法書
[00:14:36.000 --> 00:14:45.000]  用神的話語去安慰、勉勵你們真是神的選民
[00:14:45.000 --> 00:14:48.000]  首先就是家譜的普查
[00:14:48.000 --> 00:14:50.000]  哪些人是祭司的
[00:14:50.000 --> 00:14:53.000]  就可以回到他自己的崗位
[00:14:53.000 --> 00:14:56.000]  祭司來的人就肯定
[00:14:56.000 --> 00:14:57.000]  根本不需要想了
[00:14:57.000 --> 00:14:59.000]  就要住在耶路撒冷
[00:14:59.000 --> 00:15:04.000]  在聖殿裏面有足夠的安排、物質的供應
[00:15:04.000 --> 00:15:07.000]  你們專心去服侍
[00:15:07.000 --> 00:15:12.000]  但是對於其他支派的猶太人
[00:15:12.000 --> 00:15:17.000]  在這兩個星期多的嚴肅會
[00:15:17.000 --> 00:15:22.000]  神的話語感動他們的心靈
[00:15:22.000 --> 00:15:30.000]  讓他們看到自己和神摩西的律法書的標準
[00:15:30.000 --> 00:15:32.000]  原來相去甚遠
[00:15:32.000 --> 00:15:34.000]  其中有幾樣東西
[00:15:34.000 --> 00:15:38.000]  第十章他們就大家都決心簽約
[00:15:38.000 --> 00:15:42.000]  跟隨尼熙米的幫助
[00:15:42.000 --> 00:15:44.000]  決心的去執行
[00:15:44.000 --> 00:15:47.000]  就是和外邦人離絕
[00:15:47.000 --> 00:15:49.000]  首先就是安息日
[00:15:49.000 --> 00:15:51.000]  不幫他們買東西
[00:15:51.000 --> 00:15:54.000]  不准他們安息日進來做生意
[00:15:54.000 --> 00:15:56.000]  這個是猶太人
[00:15:56.000 --> 00:15:59.000]  他們再一次看回自己
[00:15:59.000 --> 00:16:03.000]  神選民的身份與神納了的約
[00:16:03.000 --> 00:16:05.000]  在這個約底下
[00:16:05.000 --> 00:16:09.000]  他們願意分別為聖出來
[00:16:09.000 --> 00:16:15.000]  另外就是和外邦已經結婚的
[00:16:15.000 --> 00:16:20.000]  不再有婚姻的文約
[00:16:20.000 --> 00:16:25.000]  甚至乎不將自己的兒女
[00:16:25.000 --> 00:16:27.000]  無論是娶外邦的女子
[00:16:27.000 --> 00:16:30.000]  或者嫁給當地的人
[00:16:30.000 --> 00:16:36.000]  第十章就記載簽約的大家族
[00:16:36.000 --> 00:16:39.000]  逐個之派記載
[00:16:39.000 --> 00:16:45.000]  第十章第一節開始
[00:16:45.000 --> 00:16:49.000]  簽名的就是一路讀一個家族
[00:16:49.000 --> 00:16:51.000]  一個家族一路讀下去
[00:16:51.000 --> 00:16:55.000]  第十八節
[00:16:55.000 --> 00:16:56.000]  其餘的民
[00:16:56.000 --> 00:17:00.000]  祭司利美人守門歌唱的離提靈
[00:17:00.000 --> 00:17:04.000]  和一切離絕淪卸居民的
[00:17:04.000 --> 00:17:06.000]  歸服神律法的
[00:17:06.000 --> 00:17:09.000]  並他們的妻子兒女
[00:17:09.000 --> 00:17:11.000]  凡是有知識能夠明白的
[00:17:11.000 --> 00:17:15.000]  都隨從他們的貴就弟兄
[00:17:15.000 --> 00:17:17.000]  來發奏喜誓
[00:17:17.000 --> 00:17:19.000]  必定遵行神
[00:17:19.000 --> 00:17:23.000]  藉他的僕人摩西所傳的律法
[00:17:23.000 --> 00:17:29.000]  謹守遵行耶和華我們主的一切誡命典章律例
[00:17:29.000 --> 00:17:33.000]  並不將我們的女兒
[00:17:33.000 --> 00:17:35.000]  嫁給這地的居民
[00:17:35.000 --> 00:17:38.000]  也不為我們的兒子
[00:17:38.000 --> 00:17:40.000]  娶他們的女兒
[00:17:40.000 --> 00:17:43.000]  這地的居民如果在安息日
[00:17:43.000 --> 00:17:48.000]  或者什麼聖日帶了貨物和糧食
[00:17:48.000 --> 00:17:51.000]  來賣給我們的時候
[00:17:51.000 --> 00:17:53.000]  我們必不買
[00:17:53.000 --> 00:17:57.000]  每逢七年必不耕種
[00:17:57.000 --> 00:17:59.000]  凡是欠我們債的
[00:17:59.000 --> 00:18:01.000]  必不追討
[00:18:01.000 --> 00:18:04.000]  我們又自己訂了例
[00:18:04.000 --> 00:18:07.000]  每年各人捐銀一四下
[00:18:07.000 --> 00:18:09.000]  勒三分之一
[00:18:09.000 --> 00:18:13.000]  為我們神殿的使用
[00:18:13.000 --> 00:18:15.000]  親愛的弟兄姊妹
[00:18:15.000 --> 00:18:17.000]  沒錯
[00:18:17.000 --> 00:18:19.000]  舊約很多的背景
[00:18:19.000 --> 00:18:22.000]  和我們今天未必拉上關係
[00:18:22.000 --> 00:18:26.000]  新約已經有一個更大更高的法則
[00:18:26.000 --> 00:18:28.000]  愛人如己
[00:18:28.000 --> 00:18:33.000]  我們要來到將人帶進神的舊恩裏
[00:18:33.000 --> 00:18:38.000]  但是在秘魯歸回主前的四百多年的時候
[00:18:38.000 --> 00:18:42.000]  尼塞亞未來這個世界之前
[00:18:42.000 --> 00:18:44.000]  他們猶太民族
[00:18:44.000 --> 00:18:49.000]  仍然要等候這位尼塞亞的降臨
[00:18:49.000 --> 00:18:52.000]  他們要守住在聖城
[00:18:52.000 --> 00:18:53.000]  他們的身份
[00:18:53.000 --> 00:18:56.000]  他們這個選民的身份
[00:18:56.000 --> 00:19:01.000]  所以尼西米就有被神的靈感動
[00:19:01.000 --> 00:19:04.000]  要重建這個聖城
[00:19:04.000 --> 00:19:07.000]  為著的不是整理好耶路撒冷
[00:19:07.000 --> 00:19:10.000]  為著的是聖殿
[00:19:10.000 --> 00:19:17.000]  有一個恆常健康正常的敬拜生活
[00:19:17.000 --> 00:19:23.000]  最終受惠的是在聖城裏面的居民
[00:19:23.000 --> 00:19:27.000]  對自己神選民的身份
[00:19:27.000 --> 00:19:29.000]  要有一個認同
[00:19:29.000 --> 00:19:35.000]  他們當決心來遵守摩西的律法書
[00:19:35.000 --> 00:19:38.000]  即是和他們有關的律法的時候
[00:19:38.000 --> 00:19:41.000]  他們就會蒙福了
[00:19:41.000 --> 00:19:45.000]  他們就會一直守住這個身份
[00:19:45.000 --> 00:19:49.000]  直至耶穌基督尼塞亞的降臨
[00:19:49.000 --> 00:19:51.000]  四百多年
[00:19:51.000 --> 00:19:53.000]  所以在這個時候
[00:19:53.000 --> 00:19:58.000]  是一個很關鍵的歷史的一個轉向
[00:19:58.000 --> 00:20:04.000]  百姓回到上去已經是第三代了
[00:20:04.000 --> 00:20:08.000]  但是那個光景就是
[00:20:08.000 --> 00:20:11.000]  有城牆但是破爛的
[00:20:11.000 --> 00:20:15.000]  有門但是都是破損的
[00:20:15.000 --> 00:20:18.000]  有安息日有恆常的敬拜
[00:20:18.000 --> 00:20:21.000]  但是是儀式求奇的
[00:20:21.000 --> 00:20:25.000]  因為外邦人隨隨便便
[00:20:25.000 --> 00:20:27.000]  就可以來到去嘲笑
[00:20:27.000 --> 00:20:30.000]  遊論你們的敬拜
[00:20:30.000 --> 00:20:33.000]  所以百姓的敬拜生活
[00:20:33.000 --> 00:20:36.000]  是可有可無
[00:20:36.000 --> 00:20:38.000]  求求其奇的
[00:20:38.000 --> 00:20:41.000]  沒有了那份真正的
[00:20:41.000 --> 00:20:44.000]  屬神子民的那份尊嚴
[00:20:44.000 --> 00:20:48.000]  更加說不上一份榮譽
[00:20:48.000 --> 00:20:52.000]  但是當尼熙米做好了城牆之後
[00:20:52.000 --> 00:20:57.000]  吩咐了不同的中心的祭司利美人
[00:20:57.000 --> 00:20:59.000]  一些守門的弟兄
[00:20:59.000 --> 00:21:01.000]  來到去看守著
[00:21:01.000 --> 00:21:04.000]  整個耶路撒冷不同的城門之後
[00:21:04.000 --> 00:21:10.000]  就賦予一個重要的責任
[00:21:10.000 --> 00:21:16.000]  就是要讓聖城有所的分別
[00:21:16.000 --> 00:21:18.000]  要讓外邦的人
[00:21:18.000 --> 00:21:20.000]  當地的土著
[00:21:20.000 --> 00:21:22.000]  譬如有其他的
[00:21:22.000 --> 00:21:23.000]  加南的人
[00:21:23.000 --> 00:21:25.000]  譬如參巴拉
[00:21:25.000 --> 00:21:26.000]  多比亞
[00:21:26.000 --> 00:21:29.000]  阿拉伯人多士這些外邦人
[00:21:29.000 --> 00:21:30.000]  這些領袖
[00:21:30.000 --> 00:21:33.000]  不可以再隨隨便便
[00:21:33.000 --> 00:21:38.000]  來進入我們敬拜的體系裏
[00:21:38.000 --> 00:21:40.000]  他們是外邦人
[00:21:40.000 --> 00:21:42.000]  不敬畏神的
[00:21:42.000 --> 00:21:44.000]  沒有份沒有關
[00:21:44.000 --> 00:21:49.000]  要被排除在城門以外
[00:21:49.000 --> 00:21:53.000]  當猶太人慢慢意識到
[00:21:53.000 --> 00:21:57.000]  尼熙米不只是緊張硬件
[00:21:57.000 --> 00:22:00.000]  緊張的是百姓的心靈
[00:22:00.000 --> 00:22:05.000]  是否真的有神選民的氣質
[00:22:05.000 --> 00:22:10.000]  當律法書被這兩個星期宣讀之後
[00:22:10.000 --> 00:22:14.000]  他們自己意識到
[00:22:14.000 --> 00:22:20.000]  不僅僅是秘魯回來的第二第三代後人
[00:22:20.000 --> 00:22:23.000]  而是他們看到自己
[00:22:23.000 --> 00:22:27.000]  是有一個很尊貴神選民的身份
[00:22:27.000 --> 00:22:30.000]  如何落實這個身份呢
[00:22:30.000 --> 00:22:34.000]  如何讓弟兄姊妹有這個認同呢
[00:22:34.000 --> 00:22:38.000]  尼熙米和以斯拉甚麼都不做
[00:22:38.000 --> 00:22:41.000]  宣讀律法書
[00:22:41.000 --> 00:22:43.000]  開嚴肅會
[00:22:43.000 --> 00:22:45.000]  大家聚在一起
[00:22:45.000 --> 00:22:46.000]  祈禱
[00:22:46.000 --> 00:22:48.000]  尋求
[00:22:48.000 --> 00:22:52.000]  到底神如何看待我們這個民族
[00:22:52.000 --> 00:22:54.000]  帶來一個戲劇性的
[00:22:54.000 --> 00:22:56.000]  居然第十章
[00:22:56.000 --> 00:23:00.000]  自己主動簽約
[00:23:00.000 --> 00:23:04.000]  發奏喜誓
[00:23:04.000 --> 00:23:09.000]  跟隨摩西的律法書去行事
[00:23:09.000 --> 00:23:11.000]  弟兄姊妹
[00:23:11.000 --> 00:23:13.000]  教會
[00:23:13.000 --> 00:23:16.000]  可能很少很少的尼熙米
[00:23:16.000 --> 00:23:19.000]  有這種遠大的眼光
[00:23:19.000 --> 00:23:22.000]  他自己本身在波斯帝國
[00:23:22.000 --> 00:23:26.000]  亞達薩西王的王宮裏面的一個酒精
[00:23:26.000 --> 00:23:32.000]  是一個很高職位的一個外邦的官員
[00:23:32.000 --> 00:23:35.000]  但是有神的靈感動他
[00:23:35.000 --> 00:23:38.000]  他看到耶路撒冷的破落
[00:23:38.000 --> 00:23:42.000]  他的內心很想為神做一些事
[00:23:42.000 --> 00:23:44.000]  他就祈禱
[00:23:44.000 --> 00:23:46.000]  起碼四個月
[00:23:46.000 --> 00:23:48.000]  直至到君王
[00:23:48.000 --> 00:23:53.000]  看到他有一些的內心的困難
[00:23:53.000 --> 00:23:56.000]  就是他內心是有很大的
[00:23:56.000 --> 00:24:02.000]  那個心靈的那種的憂慮
[00:24:02.000 --> 00:24:04.000]  所以就問他
[00:24:04.000 --> 00:24:06.000]  為甚麼你有心事呢
[00:24:06.000 --> 00:24:08.000]  然後他就說
[00:24:08.000 --> 00:24:13.000]  他內心和他列祖的神的居所
[00:24:13.000 --> 00:24:15.000]  現在的破落
[00:24:15.000 --> 00:24:19.000]  他很想為神去做那個重建
[00:24:19.000 --> 00:24:22.000]  這樣輾轉就是他回去了
[00:24:22.000 --> 00:24:24.000]  所以一到第六章
[00:24:24.000 --> 00:24:27.000]  就是他建好了城牆
[00:24:27.000 --> 00:24:30.000]  城門的結果
[00:24:30.000 --> 00:24:32.000]  但是到第七章
[00:24:32.000 --> 00:24:34.000]  一直去到第十一章
[00:24:34.000 --> 00:24:36.000]  就告訴我們
[00:24:36.000 --> 00:24:40.000]  他們還沒有去到奉獻那個城門
[00:24:40.000 --> 00:24:42.000]  城牆之禮的時候
[00:24:42.000 --> 00:24:46.000]  很重要的第八、第九章
[00:24:46.000 --> 00:24:49.000]  就是用神的道
[00:24:49.000 --> 00:24:52.000]  感動自己的同胞
[00:24:52.000 --> 00:24:55.000]  讓他們被神的愛
[00:24:55.000 --> 00:24:58.000]  再一次的去撫摸
[00:24:58.000 --> 00:25:00.000]  讓他們感受到自己
[00:25:00.000 --> 00:25:03.000]  神的選民的身份
[00:25:03.000 --> 00:25:07.000]  這樣就帶來一個很戲劇性的
[00:25:07.000 --> 00:25:11.000]  當百姓自己被神的愛感動
[00:25:11.000 --> 00:25:17.000]  看到自己原來是神摩西律法書裏面
[00:25:17.000 --> 00:25:19.000]  有份的人
[00:25:19.000 --> 00:25:22.000]  更加是阿伯拉罕的子孫之後
[00:25:22.000 --> 00:25:24.000]  尼西米以斯拉
[00:25:24.000 --> 00:25:27.000]  所需要做的就很簡單
[00:25:27.000 --> 00:25:32.000]  現在聖殿需要有人居住
[00:25:32.000 --> 00:25:35.000]  要守衛、要服侍
[00:25:35.000 --> 00:25:37.000]  要有不同的崗位
[00:25:37.000 --> 00:25:42.000]  一起為神的殿努力
[00:25:42.000 --> 00:25:44.000]  宣告之後
[00:25:44.000 --> 00:25:51.000]  就是十一章我們看到的一個很簡單的抽籤儀式
[00:25:51.000 --> 00:25:53.000]  不是抽居屋
[00:25:53.000 --> 00:25:58.000]  是誰可以進去耶路撒冷居住
[00:25:58.000 --> 00:26:03.000]  你想想有了剛才那個背景
