
[00:00:00.000 --> 00:00:03.120]  今早有個牧師在我們中間靜悟
[00:01:45.200 --> 00:01:49.160]  還有幾千年的歷史
[00:01:49.160 --> 00:01:53.640]  我們看見很多事情,是神祢自己一路帶領的
[00:01:53.960 --> 00:01:55.960]  當我們這樣看的時候
[00:01:55.960 --> 00:02:00.160]  在我們面前,各種的挑戰,各種的困難
[00:02:00.160 --> 00:02:01.960]  是一定會過去的
[00:02:01.960 --> 00:02:04.200]  並且是有神祢的美意的
[00:02:04.200 --> 00:02:07.240]  我們就懇求祢,讓我們在今天來去
[00:02:07.240 --> 00:02:10.880]  敬拜祢的時候,我們的心是躺開的
[00:02:10.880 --> 00:02:13.240]  我們想到我們的家人
[00:02:13.240 --> 00:02:16.680]  我們的父母,我們的兄弟姐妹
[00:02:16.680 --> 00:02:18.400]  或者我們的兒女
[00:02:18.640 --> 00:02:22.440]  我們看到的是神祢自己很奇妙的
[00:02:22.440 --> 00:02:24.040]  來去做工作
[00:02:24.040 --> 00:02:27.040]  讓我們成為歷史中的一個角色
[00:02:27.040 --> 00:02:28.160]  一個部分
[00:02:28.160 --> 00:02:30.240]  就求祢讓我們真是
[00:02:30.240 --> 00:02:34.160]  將心靈打開,讓祢的話語來去充滿
[00:02:34.160 --> 00:02:35.640]  讓我們有能力
[00:02:35.640 --> 00:02:37.240]  讓我們有信心
[00:02:37.240 --> 00:02:40.640]  有盼望的來走我們人生的路
[00:02:40.640 --> 00:02:43.040]  直到我們將來來見到祢的面
[00:02:43.040 --> 00:02:45.640]  我們的祈禱,奉耶穌基督的名
[00:02:45.640 --> 00:02:46.440]  阿們
[00:02:48.160 --> 00:02:51.640]  在2020年的3月11日
[00:02:51.640 --> 00:02:56.840]  世界衛生組織就宣佈新冠狀病毒
[00:02:56.840 --> 00:02:59.240]  在世界大流行
[00:02:59.240 --> 00:03:02.560]  很多教會在疫情之下
[00:03:02.560 --> 00:03:04.240]  它就停止聚會
[00:03:04.240 --> 00:03:06.240]  改為是網上的崇拜
[00:03:06.240 --> 00:03:09.640]  團契、主日學、祈禱會
[00:03:09.640 --> 00:03:13.640]  執事會等等都是要用這個方式進行的
[00:03:13.640 --> 00:03:15.440]  在這段日子
[00:03:15.440 --> 00:03:18.040]  我就在思想一個問題
[00:03:18.720 --> 00:03:19.920]  教會是什麼
[00:03:19.920 --> 00:03:22.520]  所以我就寫了兩篇的講章
[00:03:22.520 --> 00:03:27.120]  第一篇就是彼得前書第二章第五到第八節
[00:03:27.120 --> 00:03:31.920]  第二篇講章就是彼得前書第二章第九節
[00:03:31.920 --> 00:03:34.520]  今天我會跟大家分享
[00:03:34.520 --> 00:03:37.720]  彼得前書第二章第五到八節的
[00:03:37.720 --> 00:03:39.720]  這個我寫了的講章
[00:03:39.720 --> 00:03:41.120]  題目就是
[00:03:41.120 --> 00:03:42.920]  我們是活石
[00:03:42.920 --> 00:03:45.720]  被建造成為靈宮
[00:03:46.120 --> 00:03:48.120]  因為要解經
[00:03:48.120 --> 00:03:51.120]  我的分段就只剩下兩段
[00:03:51.120 --> 00:03:51.920]  第一
[00:03:51.920 --> 00:03:53.720]  是經文的解釋
[00:03:53.720 --> 00:03:55.520]  第二就是應用的部分
[00:03:55.520 --> 00:03:59.720]  我今天會跟大家看很多經文的內容
[00:03:59.720 --> 00:04:01.920]  有時有英文
[00:04:01.920 --> 00:04:05.520]  我又有些地方括弧了它是希臘文
[00:04:05.520 --> 00:04:08.120]  希望我們能夠
[00:04:08.120 --> 00:04:11.320]  更加有效地去明白這段經文
[00:04:11.320 --> 00:04:13.120]  剛才
[00:04:14.120 --> 00:04:16.520]  曾牧師讀的是新譯本
[00:04:16.520 --> 00:04:20.120]  有些地方我會覺得要澄清一下
[00:04:20.120 --> 00:04:25.920]  我們先看看彼得前書第二章的第五節
[00:04:25.920 --> 00:04:30.120]  現在我給在螢幕那裡的
[00:04:30.120 --> 00:04:32.520]  是和合本的翻譯
[00:04:32.520 --> 00:04:35.520]  或者我們年紀大一點的人就會熟悉一點
[00:04:35.520 --> 00:04:40.120]  你們來到主面前也就像活石
[00:04:40.120 --> 00:04:42.920]  就被建造成為靈宮
[00:04:43.120 --> 00:04:45.120]  作聖傑的祭司
[00:04:45.120 --> 00:04:47.320]  藉著耶穌基督奉獻
[00:04:47.320 --> 00:04:49.720]  神所閱立的靈祭
[00:04:49.720 --> 00:04:51.720]  因為經上說
[00:04:51.720 --> 00:04:54.520]  看啊,我把所揀選
[00:04:54.520 --> 00:04:56.720]  所寶貴的房角石
[00:04:56.720 --> 00:04:58.720]  安放在石案
[00:04:58.720 --> 00:05:02.520]  信教他的人必不自私羞愧
[00:05:02.520 --> 00:05:06.920]  所以他在你們信的人就為寶貴
[00:05:06.920 --> 00:05:09.720]  在那不信的人有話說
[00:05:09.920 --> 00:05:14.720]  像人所棄的石頭已作了房角的頭塊石頭
[00:05:14.720 --> 00:05:17.320]  又說作了半腳的石頭
[00:05:17.320 --> 00:05:19.120]  跌人的盤石
[00:05:19.120 --> 00:05:22.720]  他們既不信從就在道理上叛跌
[00:05:22.720 --> 00:05:25.720]  他們這樣叛跌也是預定的
[00:05:25.720 --> 00:05:30.520]  接下來我就想跟大家看看英文的譯本
[00:05:30.520 --> 00:05:34.320]  彼得前書第二章第五節的英文翻譯就是
[00:05:34.520 --> 00:05:39.720]  You also as living stones are being built up as a spiritual house
[00:05:39.720 --> 00:05:42.720]  for a holy priesthood to offer up
[00:05:42.720 --> 00:05:46.920]  spiritual sacrifice acceptable to God through Jesus Christ
[00:05:46.920 --> 00:05:50.320]  另一個中文的翻譯是我自己整理的
[00:05:50.320 --> 00:05:55.120]  你們是活石被建造成為靈宮
[00:05:55.120 --> 00:05:57.520]  作聖傑的祭司
[00:05:57.520 --> 00:06:03.120]  藉著耶穌基督奉獻神所閱立的靈祭
[00:06:03.320 --> 00:06:06.920]  基督徒是活石是什麼意思呢
[00:06:06.920 --> 00:06:10.120]  彼得前書第二章第六節說
[00:06:10.120 --> 00:06:12.320]  因為經上記著說
[00:06:12.320 --> 00:06:16.320]  看啊 我把所揀選的所寶貴的房角石
[00:06:16.320 --> 00:06:21.520]  安放在石安信靠他的人必定不自羞愧
[00:06:21.520 --> 00:06:24.320]  在這裡一定要跟大家看英文那裡
[00:06:24.320 --> 00:06:26.920]  For this is contained in scripture
[00:06:26.920 --> 00:06:30.720]  Behold I laid in Zion a choice stone
[00:06:30.920 --> 00:06:34.320]  揀選的石頭 a precious corner stone
[00:06:34.320 --> 00:06:38.520]  and he who believes in him will not be disappointed
[00:06:38.520 --> 00:06:40.720]  另一個中文的翻譯就是
[00:06:40.720 --> 00:06:42.520]  因為經上記著說
[00:06:42.520 --> 00:06:47.320]  看啊 我把所揀選的石頭所寶貴的房角石
[00:06:47.320 --> 00:06:52.120]  放在石安信靠他的人必不自羞愧
[00:06:52.120 --> 00:06:53.720]  說了這麼多
[00:06:53.720 --> 00:06:56.920]  可能你們還沒看到關鍵的地方
[00:06:56.920 --> 00:07:00.320]  請留心彼得前書第二章第六節
[00:07:00.520 --> 00:07:03.520]  所揀選的石頭所寶貴的石頭
[00:07:03.520 --> 00:07:06.720]  是兩個不同的詞
[00:07:06.720 --> 00:07:09.720]  是表達出所揀選的石頭
[00:07:09.720 --> 00:07:13.120]  是會成為寶貴的房角石
[00:07:13.120 --> 00:07:16.920]  而耶穌基督就是被揀選的石頭
[00:07:16.920 --> 00:07:18.720]  那麼基督徒是什麼
[00:07:18.720 --> 00:07:20.520]  我們基督徒是活石
[00:07:20.520 --> 00:07:22.920]  大家看不看到那個關係
[00:07:22.920 --> 00:07:24.320]  經文的意思就是
[00:07:24.320 --> 00:07:26.720]  耶穌基督和基督徒都是石
[00:07:26.720 --> 00:07:29.920]  耶穌基督是被揀選的石頭
[00:07:30.120 --> 00:07:32.920]  而基督徒是因為耶穌基督的緣故
[00:07:32.920 --> 00:07:34.920]  我們可以成為活石
[00:07:34.920 --> 00:07:37.720]  彼得前書的讀者是什麼人
[00:07:37.720 --> 00:07:42.920]  是小亞細亞北部羅馬省的基督徒
[00:07:42.920 --> 00:07:45.120]  那個地方不是耶路撒冷
[00:07:45.120 --> 00:07:48.920]  所以是沒有聖殿敬拜的傳統
[00:07:48.920 --> 00:07:52.120]  彼得前書二章六節提及石安
[00:07:52.120 --> 00:07:54.720]  重點不是在聖殿那裡
[00:07:54.720 --> 00:07:57.320]  因此彼得前書二章六節所講的
[00:07:57.320 --> 00:07:59.520]  那寶貴的房角石
[00:07:59.720 --> 00:08:03.520]  並不是在講建造聖殿的房角石
[00:08:03.520 --> 00:08:05.520]  一般聖經學者就認為
[00:08:05.520 --> 00:08:09.120]  這個活石是和彼得有關的
[00:08:09.120 --> 00:08:12.120]  我們看看馬太福音第十六章十八節說
[00:08:12.120 --> 00:08:15.720]  我還告訴你,你是彼得
[00:08:15.720 --> 00:08:20.920]  我要把我的教會建造在這個盤石Petra上面
[00:08:20.920 --> 00:08:24.120]  陰間的權勢不能夠勝過他
[00:08:24.120 --> 00:08:27.120]  彼得這個名Petra
[00:08:27.320 --> 00:08:31.120]  和盤石Petra的發音是很近的
[00:08:31.120 --> 00:08:33.320]  也可以說是很有密切關係
[00:08:33.320 --> 00:08:37.720]  所以教會是被建造在這個盤石上面
[00:08:37.720 --> 00:08:39.920]  基督徒是活石的意思
[00:08:39.920 --> 00:08:43.320]  就是要參與教會的建立
[00:08:43.320 --> 00:08:46.320]  建立教會就不等於建立聖殿
[00:08:46.320 --> 00:08:50.520]  耶穌基督是教會所寶貴的房角石
[00:08:50.520 --> 00:08:53.120]  基督徒是教會的活石
[00:08:53.120 --> 00:08:55.120]  教會必然是有活潑的
[00:08:55.320 --> 00:08:57.320]  屬靈生命力的教會
[00:08:57.320 --> 00:08:59.520]  彼得前書二章七節說
[00:08:59.520 --> 00:09:05.120]  所以在你們信的人就被看成寶貴了
[00:09:05.120 --> 00:09:07.320]  但是在那些不信的人
[00:09:07.320 --> 00:09:08.520]  他們就會說
[00:09:08.520 --> 00:09:12.320]  公將所雕器的石頭
[00:09:12.320 --> 00:09:15.120]  現在成為房角的頭塊石頭
[00:09:15.120 --> 00:09:16.920]  對於基督徒來說
[00:09:16.920 --> 00:09:19.520]  耶穌基督是寶貴的救主
[00:09:19.520 --> 00:09:21.320]  而不信的人認為
[00:09:21.320 --> 00:09:24.520]  耶穌就是被猶太人放棄了
[00:09:24.720 --> 00:09:28.120]  現在成為教會房角的頭塊石頭
[00:09:28.120 --> 00:09:31.120]  房角的頭塊石頭是什麼意思呢
[00:09:31.120 --> 00:09:33.920]  它在新約聖經出現了五次
[00:09:33.920 --> 00:09:37.120]  在馬太福音二十一章四十二節
[00:09:37.120 --> 00:09:39.120]  馬克福音十二章十節
[00:09:39.120 --> 00:09:41.520]  路加福音二十章十七節
[00:09:41.520 --> 00:09:43.920]  史道行傳四章十一節
[00:09:43.920 --> 00:09:46.920]  彼得前書二章第七節
[00:09:46.920 --> 00:09:49.920]  在舊約聖經有兩節經文
[00:09:49.920 --> 00:09:53.120]  是和房角的頭塊石頭有關
[00:09:53.320 --> 00:09:56.320]  就是詩篇第一百一十八篇二十二節
[00:09:56.320 --> 00:09:58.520]  撒加利亞書四章七節
[00:09:58.520 --> 00:10:00.720]  房角的石頭塊石頭
[00:10:00.720 --> 00:10:05.320]  只是在建築物的最頂端的石頭
[00:10:05.320 --> 00:10:07.520]  有英文叫capstone
[00:10:07.520 --> 00:10:08.920]  或者keystone
[00:10:08.920 --> 00:10:10.520]  或者cornerstone
[00:10:10.520 --> 00:10:12.520]  不是地基那塊石
[00:10:12.520 --> 00:10:14.120]  是屋頂那塊石
[00:10:14.120 --> 00:10:15.320]  經文的意思是
[00:10:15.320 --> 00:10:18.520]  建築者所忽略的那位耶穌基督
[00:10:18.520 --> 00:10:21.320]  神就將他作為建築物
[00:10:21.520 --> 00:10:23.520]  最重要那塊石
[00:10:23.520 --> 00:10:26.320]  可能我們以為地基是最重要
[00:10:26.320 --> 00:10:28.520]  其實另一塊石是屋頂裏面最重要
[00:10:28.520 --> 00:10:31.720]  然後彼得前書二章八節又說
[00:10:31.720 --> 00:10:34.520]  作了半腳的石頭
[00:10:34.520 --> 00:10:35.920]  跌人的盤石
[00:10:35.920 --> 00:10:37.520]  他們既不信從
[00:10:37.520 --> 00:10:39.520]  就在道理上半跌
[00:10:39.520 --> 00:10:42.920]  他們這樣半跌也是預定的
[00:10:42.920 --> 00:10:46.720]  這段的英文我就不讀了
[00:10:46.720 --> 00:10:50.720]  為甚麼耶穌基督是被建築者忽略呢
[00:10:50.920 --> 00:10:53.520]  因為耶穌基督是半腳的石頭
[00:10:53.520 --> 00:10:54.720]  跌人的盤石
[00:10:54.720 --> 00:10:57.920]  這個問題是不是在耶穌基督身上呢
[00:10:57.920 --> 00:10:59.120]  不是
[00:10:59.120 --> 00:11:01.720]  而是在不信的人的問題
[00:11:01.720 --> 00:11:03.920]  彼得前書二章八節的下
[00:11:03.920 --> 00:11:06.120]  他說他們既不信從
[00:11:06.120 --> 00:11:08.320]  就在道理上跌倒
[00:11:08.320 --> 00:11:11.520]  他們這樣跌倒也是預定的
[00:11:11.520 --> 00:11:13.720]  不信的人他不接納
[00:11:13.720 --> 00:11:15.520]  也不信從神的道
[00:11:15.520 --> 00:11:16.920]  不信從耶穌基督
[00:11:16.920 --> 00:11:18.520]  所以不信的人
[00:11:18.720 --> 00:11:22.520]  是被他自己的不信去叛道的
[00:11:22.520 --> 00:11:24.520]  好了,去到應用的部分
[00:11:24.520 --> 00:11:26.720]  彼得前書二章第五節
[00:11:26.720 --> 00:11:27.920]  說你們是活石
[00:11:27.920 --> 00:11:29.720]  被建造成為靈宮
[00:11:29.720 --> 00:11:31.320]  作聖傑的祭司
[00:11:31.320 --> 00:11:35.520]  藉著耶穌基督奉獻神所閱立的靈祭
[00:11:35.520 --> 00:11:38.520]  而教會是靈宮呢
[00:11:38.520 --> 00:11:41.120]  在這裡我也想和大家讀一下希臘文
[00:11:41.120 --> 00:11:43.120]  Eikos pneumaticus
[00:11:43.120 --> 00:11:47.120]  聖傑的祭司和靈祭
[00:11:47.320 --> 00:11:50.720]  靈宮呢,剛才我讀了Eikos pneumaticus
[00:11:50.720 --> 00:11:53.720]  這個Eikos其實是家
[00:11:53.720 --> 00:11:56.720]  意思是家,不是宮殿
[00:11:56.720 --> 00:12:00.720]  所以Eikos pneumaticus應該是
[00:12:00.720 --> 00:12:03.720]  去翻譯成為屬靈的家
[00:12:03.720 --> 00:12:06.720]  所以新的修訂版,他譯成聖殿
[00:12:06.720 --> 00:12:08.720]  我也很肯定他譯錯
[00:12:08.720 --> 00:12:10.720]  基督徒是活石
[00:12:10.720 --> 00:12:13.720]  應該是建立教會成為屬靈的家
[00:12:13.720 --> 00:12:16.720]  究竟我們正是建立什麼呢
[00:12:16.920 --> 00:12:20.920]  是一個組織,一些規章,一個制度
[00:12:20.920 --> 00:12:22.920]  屬靈的家是什麼呢
[00:12:22.920 --> 00:12:26.920]  比特前書他不用聖殿,是用家,Eikos
[00:12:26.920 --> 00:12:29.920]  表達教會不只是外在的建築物
[00:12:29.920 --> 00:12:31.920]  不是外在的組織
[00:12:31.920 --> 00:12:36.920]  如果今天我們一家人在這裡一起崇拜
[00:12:36.920 --> 00:12:41.920]  你就很明白一家人齊齊整整是什麼意思
[00:12:41.920 --> 00:12:43.920]  是關係
[00:12:44.120 --> 00:12:48.120]  大家也想過了,我們回家吃飯
[00:12:48.120 --> 00:12:51.120]  就不會太過介意家裡
[00:12:51.120 --> 00:12:54.120]  或者煮飯的人煮什麼口味
[00:12:54.120 --> 00:12:57.120]  我們都覺得很快樂,為什麼呢
[00:12:57.120 --> 00:12:59.120]  是一家人相聚
[00:12:59.120 --> 00:13:03.120]  在外面有些地方吃東西很好吃
[00:13:03.120 --> 00:13:06.120]  但是那裡不是家
[00:13:06.120 --> 00:13:08.120]  那裡那些你偶爾出去吃可以
[00:13:08.120 --> 00:13:11.120]  但回家最重要的其實不是吃什麼
[00:13:11.320 --> 00:13:14.320]  而是最重要大家一家人開開心心
[00:13:14.320 --> 00:13:17.320]  所以你用這個想法去明白
[00:13:17.320 --> 00:13:20.320]  比特前書所說的教會是屬靈的家
[00:13:20.320 --> 00:13:21.320]  是一個什麼意思呢
[00:13:21.320 --> 00:13:24.320]  屬靈的家不是興趣小組
[00:13:24.320 --> 00:13:27.320]  不是某樣活動加一些屬靈的成分
[00:13:27.320 --> 00:13:30.320]  不是謀生買入某一些屬靈權威
[00:13:30.320 --> 00:13:34.320]  也不是依靠著某些基本靠財運作的栽培系統
[00:13:34.320 --> 00:13:38.320]  也不是某種敬拜讚美的方式
[00:13:38.320 --> 00:13:40.320]  而是一種屬靈的關係
[00:13:40.520 --> 00:13:43.320]  屬靈關係是什麼呢
[00:13:43.320 --> 00:13:45.320]  是一種心靈的關係
[00:13:45.320 --> 00:13:46.320]  很特別的
[00:13:46.320 --> 00:13:51.320]  你可以說你可以在心靈上感通到其他弟兄姊妹
[00:13:51.320 --> 00:13:54.320]  大家以真誠的心去交往
[00:13:54.320 --> 00:13:57.320]  分享信仰路上的經驗
[00:13:57.320 --> 00:13:59.320]  這個我相信你就會很體會
[00:13:59.320 --> 00:14:02.320]  這些就是屬靈的家
[00:14:02.320 --> 00:14:05.320]  基督徒是活石,是有活潑的屬靈生命
[00:14:05.320 --> 00:14:08.320]  是由這一班有活潑屬靈生命的基督徒
[00:14:08.520 --> 00:14:10.320]  所組成的教會
[00:14:10.320 --> 00:14:12.320]  他就成為屬靈的家
[00:14:12.320 --> 00:14:16.320]  基督徒被建立作為聖傑的祭司
[00:14:16.320 --> 00:14:18.320]  是什麼意思呢
[00:14:18.320 --> 00:14:20.320]  經文明顯是說
[00:14:20.320 --> 00:14:25.320]  每個基督徒都有這種聖傑祭司的身份
[00:14:25.320 --> 00:14:28.320]  不只是某些人才有
[00:14:28.320 --> 00:14:32.320]  雖然我們知道很多弟兄姊妹很尊敬那些牧者和傳道人
[00:14:32.320 --> 00:14:36.320]  有時會祈禱,請他們祈禱
[00:14:36.520 --> 00:14:38.320]  心裏有個假設
[00:14:38.320 --> 00:14:41.320]  上帝會聽他們多些
[00:14:41.320 --> 00:14:43.320]  因為他們屬靈
[00:14:43.320 --> 00:14:44.320]  是不是這樣呢
[00:14:44.320 --> 00:14:46.320]  我想告訴大家
[00:14:46.320 --> 00:14:48.320]  各位很尊敬傳道人牧者是很好的
[00:14:48.320 --> 00:14:52.320]  但是上帝聽人的祈禱
[00:14:52.320 --> 00:14:55.320]  是聽任何一個人真誠的祈禱
[00:14:55.320 --> 00:14:57.320]  而且我們每個人
[00:14:57.320 --> 00:15:00.320]  都在上帝面前都是一樣
[00:15:00.320 --> 00:15:02.320]  每個人出世都是這樣
[00:15:02.320 --> 00:15:05.320]  我們能夠去侍奉上帝是因為上帝的恩典
[00:15:05.520 --> 00:15:07.320]  而不是我們法力高一點
[00:15:07.320 --> 00:15:11.320]  有時我們弟兄姊妹總是有這樣的感覺
[00:15:11.320 --> 00:15:17.320]  基督徒被建造成為一個聖傑的祭司
[00:15:17.320 --> 00:15:19.320]  即是我們每個人都要想
[00:15:19.320 --> 00:15:23.320]  我都是一個在神的角度裏面的祭司
[00:15:23.320 --> 00:15:25.320]  我都要有聖傑的生命
[00:15:25.320 --> 00:15:28.320]  有時有些人會覺得傳道人才要聖傑一點
[00:15:28.320 --> 00:15:30.320]  我就不用這麼聖傑
[00:15:30.320 --> 00:15:32.320]  其實這個想法是不對的
[00:15:32.520 --> 00:15:36.320]  我自己就想和大家讀一讀英文
[00:15:36.320 --> 00:15:39.320]  因為那裏是幫我們看希臘文的架構
[00:15:39.320 --> 00:15:43.320]  You also as living stones are being built up
[00:15:43.320 --> 00:15:47.320]  as a spiritual house for a holy priesthood
[00:15:47.320 --> 00:15:50.320]  to offer up spiritual sacrifice
[00:15:50.320 --> 00:15:53.320]  acceptable to God through Jesus Christ
[00:15:53.320 --> 00:15:57.320]  英文的翻譯句子結構和原文很接近
[00:15:57.320 --> 00:16:00.320]  藉著耶穌基督的小句放在最後
[00:16:00.520 --> 00:16:02.320]  不等於不重要
[00:16:02.320 --> 00:16:04.320]  因為藉著耶穌基督
[00:16:04.320 --> 00:16:07.320]  我們才可以向神獻祂
[00:16:07.320 --> 00:16:08.320]  閱立我們的祭
[00:16:08.320 --> 00:16:09.320]  所以大家就想
[00:16:09.320 --> 00:16:11.320]  我們做聖傑的祭司
[00:16:11.320 --> 00:16:14.320]  我獻些什麼?有什麼好獻?
[00:16:14.320 --> 00:16:16.320]  其實關鍵不是牛和羊
[00:16:16.320 --> 00:16:18.320]  而是我們的內心
[00:16:18.320 --> 00:16:22.320]  我們基督徒被建立成為靈宮
[00:16:22.320 --> 00:16:23.320]  即是屬靈的家
[00:16:23.320 --> 00:16:26.320]  然後又要做聖傑的祭司
[00:16:26.320 --> 00:16:28.320]  然後又怎樣?
[00:16:28.320 --> 00:16:29.320]  還有一樣東西就是
[00:16:29.520 --> 00:16:33.320]  你要做屬靈的祭品
[00:16:33.320 --> 00:16:35.320]  幾方面都要有
[00:16:35.320 --> 00:16:37.320]  彼得前書二章五節的信息就是
[00:16:37.320 --> 00:16:40.320]  我們每個基督徒是聖傑的祭司
[00:16:40.320 --> 00:16:43.320]  而去獻上屬靈的祭
[00:16:43.320 --> 00:16:46.320]  那你就會問屬靈的祭是什麼?
[00:16:46.320 --> 00:16:48.320]  講下去之前我又想講
[00:16:48.320 --> 00:16:50.320]  馬丁路德有一個叫
[00:16:50.320 --> 00:16:53.320]  信徒皆為祭司的觀念
[00:16:53.320 --> 00:16:55.320]  意思就是在神和人中間
[00:16:55.320 --> 00:16:58.320]  不需要有神父做中間人
[00:16:58.520 --> 00:17:01.320]  耶穌基督就是神和人中間的中堡
[00:17:01.320 --> 00:17:04.320]  打開了人和神溝通的門
[00:17:04.320 --> 00:17:07.320]  每一個基督徒都有祭司的身份
[00:17:07.320 --> 00:17:09.320]  你藉著耶穌基督
[00:17:09.320 --> 00:17:12.320]  你奉獻祭物來親近神
[00:17:12.320 --> 00:17:14.320]  每一個基督徒有祭司的身份
[00:17:14.320 --> 00:17:17.320]  主要的原因在哪裡?
[00:17:17.320 --> 00:17:20.320]  就是因為耶穌基督祂超過一切
[00:17:20.320 --> 00:17:24.320]  祂是超過一切大祭司的最大祭司
[00:17:24.320 --> 00:17:26.320]  所以我們成為耶穌基督的門徒
[00:17:26.320 --> 00:17:28.320]  我們就有這個身份
[00:17:28.320 --> 00:17:30.120]  可以去獻祭
[00:17:30.120 --> 00:17:32.120]  路德說信徒皆為祭司
[00:17:32.120 --> 00:17:34.120]  不是說信徒皆為牧師
[00:17:34.120 --> 00:17:37.120]  因為路德很重視牧者的職份
[00:17:37.120 --> 00:17:40.120]  路德沒有認為每個基督徒
[00:17:40.120 --> 00:17:42.120]  你去做牧師不是這個意思
[00:17:42.120 --> 00:17:44.120]  彼得前書二章五節說
[00:17:44.120 --> 00:17:47.120]  每個基督徒都要成為聖傑的祭司
[00:17:47.120 --> 00:17:53.120]  意思就是你要從人和神的關係層面去了解
[00:17:53.120 --> 00:17:57.120]  耶穌基督就是我們和神之間的中堡
[00:17:57.320 --> 00:17:59.120]  打開了我們和神溝通的門
[00:17:59.120 --> 00:18:02.120]  令到每個基督徒有祭司的身份
[00:18:02.120 --> 00:18:05.120]  藉著耶穌基督來獻祭物親近神
[00:18:05.120 --> 00:18:07.120]  大家要很留心
[00:18:07.120 --> 00:18:09.120]  彼得前書二章五節說祭司的時候
[00:18:09.120 --> 00:18:12.120]  是說聖傑的祭司
[00:18:12.120 --> 00:18:15.120]  經文的重點不是你帶牛、羊去獻祭
[00:18:15.120 --> 00:18:17.120]  因為以前耶穌的時代是這樣的
[00:18:17.120 --> 00:18:21.120]  而是這個祭司要有聖傑的屬靈生命
[00:18:21.120 --> 00:18:23.120]  有聖傑的屬靈生命的祭司
[00:18:23.120 --> 00:18:26.120]  你才可以藉著耶穌基督
[00:18:26.320 --> 00:18:29.120]  奉獻神所閱立的靈祭
[00:18:29.120 --> 00:18:32.120]  否則我們所獻上的一切
[00:18:32.120 --> 00:18:34.120]  在神眼中也不會閱立
[00:18:34.120 --> 00:18:37.120]  基督徒必建立成為聖傑的祭司
[00:18:37.120 --> 00:18:39.120]  他才可以獻上屬靈的祭
[00:18:39.120 --> 00:18:41.120]  屬靈的祭是什麼呢
[00:18:41.120 --> 00:18:45.120]  屬靈的祭是相對於物質上的祭
[00:18:45.120 --> 00:18:46.120]  譬如牛、羊
[00:18:46.120 --> 00:18:48.120]  或者我們今天這樣說
[00:18:48.120 --> 00:18:50.120]  就是金錢
[00:18:50.120 --> 00:18:56.120]  牛和羊的祭身只是人以外的身外物
[00:18:56.120 --> 00:18:58.920]  不是經文所說的靈祭
[00:18:58.920 --> 00:19:00.920]  靈祭是我們每個基督徒
[00:19:00.920 --> 00:19:03.920]  我們自己的人生和前途
[00:19:03.920 --> 00:19:06.920]  說到這裡的時候你就很明白了
[00:19:06.920 --> 00:19:10.920]  獻上這種靈祭是很嚴重的
[00:19:10.920 --> 00:19:12.920]  基督徒必建造成為一個願意
[00:19:12.920 --> 00:19:17.920]  將自己的人生前途奉獻給神掌管的人
[00:19:17.920 --> 00:19:19.920]  在我初信主的時候
[00:19:19.920 --> 00:19:22.920]  就有一本書叫《屬靈四定律》
[00:19:22.920 --> 00:19:24.920]  我還記得那個圖畫
[00:19:25.120 --> 00:19:27.920]  內心裡面有一張椅子
[00:19:27.920 --> 00:19:28.920]  我還沒有信主的時候
