
[00:00:00.000 --> 00:00:05.000]  很恭喜今天有本堂老耀雄傳道在我們當中作訓練
[00:02:36.000 --> 00:02:40.000]  又讓弟兄姊妹能夠成為他信仰的幫助
[00:02:40.000 --> 00:02:42.000]  彼此的相愛
[00:02:42.000 --> 00:02:44.000]  我們祈禱是奉主耶穌基督的聖名祈求
[00:02:44.000 --> 00:02:45.000]  阿們
[00:02:45.000 --> 00:02:48.000]  在聖經約翰福音
[00:02:48.000 --> 00:02:49.000]  耶穌這樣說過
[00:02:49.000 --> 00:02:52.000]  「我就是道路、真理、生命
[00:02:52.000 --> 00:02:57.000]  若不直著我,沒有人能到乎那裡去」
[00:02:57.000 --> 00:03:00.000]  我在這裡作出信仰的第一個提醒
[00:03:00.000 --> 00:03:01.000]  這個提醒就是
[00:03:01.000 --> 00:03:06.000]  耶穌是我們尋找生命意義的唯一選擇
[00:03:06.000 --> 00:03:08.000]  耶穌說「我就是道路」
[00:03:08.000 --> 00:03:10.000]  道路是指什麼呢?
[00:03:10.000 --> 00:03:12.000]  道路是指一種方向
[00:03:12.000 --> 00:03:13.000]  一種指引
[00:03:13.000 --> 00:03:15.000]  含有一種引導性
[00:03:15.000 --> 00:03:18.000]  按照這個方向前進的話
[00:03:18.000 --> 00:03:20.000]  可以到達一個目標
[00:03:20.000 --> 00:03:22.000]  如果跟著耶穌這個方向
[00:03:22.000 --> 00:03:24.000]  我們可以去到哪裡呢?
[00:03:24.000 --> 00:03:26.000]  我們可以找到什麼呢?
[00:03:27.000 --> 00:03:30.000]  由盤古時代的人類歷史
[00:03:30.000 --> 00:03:31.000]  到今天
[00:03:31.000 --> 00:03:33.000]  能夠有太空船上到月球
[00:03:33.000 --> 00:03:36.000]  甚至探索火星
[00:03:36.000 --> 00:03:39.000]  在一個這麼浩大的宇宙裡
[00:03:39.000 --> 00:03:43.000]  人很多時候都自覺很渺小
[00:03:43.000 --> 00:03:44.000]  自古以來
[00:03:44.000 --> 00:03:46.000]  人類都有一個疑惑
[00:03:46.000 --> 00:03:48.000]  當我們打開雙眼
[00:03:48.000 --> 00:03:50.000]  看到這個世界
[00:03:50.000 --> 00:03:51.000]  一切能夠看到的
[00:03:51.000 --> 00:03:53.000]  或者不能夠看到的
[00:03:53.000 --> 00:03:56.000]  都好像有一個規律一樣
[00:03:56.000 --> 00:03:59.000]  這個規律好像跟我們有一個密切的關係
[00:03:59.000 --> 00:04:01.000]  而且是息息相關的
[00:04:01.000 --> 00:04:05.000]  但是我們又不能夠完全明白
[00:04:05.000 --> 00:04:08.000]  究竟這個世界是怎麼來的呢?
[00:04:08.000 --> 00:04:10.000]  是不是有一位創造的人呢?
[00:04:10.000 --> 00:04:11.000]  如果沒有
[00:04:11.000 --> 00:04:14.000]  為什麼一切都這麼有規律呢?
[00:04:14.000 --> 00:04:16.000]  如果有
[00:04:16.000 --> 00:04:19.000]  這個創造者又有沒有情感呢?
[00:04:19.000 --> 00:04:22.000]  他跟我有什麼關係呢?
[00:04:22.000 --> 00:04:25.000]  他對我們這一群被創造的群體
[00:04:25.000 --> 00:04:28.000]  有沒有心意呢?
[00:04:28.000 --> 00:04:32.000]  怎樣才能夠認識到這位創造主呢?
[00:04:32.000 --> 00:04:35.000]  這一切都像一個謎一樣
[00:04:35.000 --> 00:04:38.000]  這個謎讓人類不斷去思考
[00:04:38.000 --> 00:04:41.000]  究竟我們從何而來呢?
[00:04:41.000 --> 00:04:44.000]  我們又從何而去呢?
[00:04:44.000 --> 00:04:47.000]  耶穌說我就是道路
[00:04:47.000 --> 00:04:48.000]  若不藉著我
[00:04:48.000 --> 00:04:50.000]  沒有人能夠到那裡去的
[00:04:50.000 --> 00:04:54.000]  耶穌成為一條通往創造者的道路
[00:04:54.000 --> 00:04:59.000]  亦唯有耶穌讓我們可以回歸到創造者的身邊
[00:04:59.000 --> 00:05:02.000]  我們每一個都是神所創造的
[00:05:02.000 --> 00:05:06.000]  我們每一個原本都是屬於神的
[00:05:06.000 --> 00:05:09.000]  十六位接受浸禮的新徒
[00:05:09.000 --> 00:05:11.000]  既然我們是屬於神的
[00:05:11.000 --> 00:05:15.000]  神就自然對我們每一個都有期望和心意
[00:05:15.000 --> 00:05:17.000]  所以我們的生命的意義
[00:05:17.000 --> 00:05:21.000]  就是要找回神在我們生命裡的那個心意
[00:05:21.000 --> 00:05:24.000]  神創造我們每一個都不一樣
[00:05:24.000 --> 00:05:28.000]  每一個信徒的人生意義都可以不一樣
[00:05:28.000 --> 00:05:30.000]  我們不需要和別人比較
[00:05:30.000 --> 00:05:32.000]  祂是怎樣,我是怎樣
[00:05:32.000 --> 00:05:35.000]  只需要明白自己的價值
[00:05:35.000 --> 00:05:37.000]  自己在神的價值裡面就足夠
[00:05:37.000 --> 00:05:43.000]  而耶穌就是我們尋找生命的意義的唯一選擇
[00:05:43.000 --> 00:05:49.000]  耶穌既然是一條找尋生命意義唯一的道路
[00:05:49.000 --> 00:05:53.000]  那這條道路上應該怎樣去做呢?
[00:05:53.000 --> 00:05:57.000]  於是我就向這位十六位新徒
[00:05:57.000 --> 00:05:59.000]  作出信仰的第二個提醒
[00:05:59.000 --> 00:06:03.000]  這個提醒就是耶穌就是追求真理的唯一選擇
[00:06:03.000 --> 00:06:06.000]  耶穌說我就是真理
[00:06:06.000 --> 00:06:10.000]  真理就是一個永恆不變的道理
[00:06:10.000 --> 00:06:15.000]  在任何情況之下都不會改變的一個標準
[00:06:15.000 --> 00:06:17.000]  在今天的香港
[00:06:17.000 --> 00:06:21.000]  我們身處在東西方文化的交匯點
[00:06:21.000 --> 00:06:24.000]  我們受著不同的普世價值觀所影響
[00:06:24.000 --> 00:06:27.000]  我們受著不同的核心價值所影響
[00:06:27.000 --> 00:06:29.000]  每個人都覺得自己的道理
[00:06:29.000 --> 00:06:32.000]  每個人都覺得自己的見解方法是最好的
[00:06:32.000 --> 00:06:35.000]  最對的,最正確的
[00:06:35.000 --> 00:06:38.000]  當大家互相爭論的時候
[00:06:38.000 --> 00:06:40.000]  我們都很希望去講服對方
[00:06:40.000 --> 00:06:43.000]  我所講的那一套才是最對的
[00:06:43.000 --> 00:06:46.000]  我所見到的東西才是最正確的
[00:06:46.000 --> 00:06:52.000]  那麼世界上有沒有一個永恆不變的普世標準和價值呢?
[00:06:52.000 --> 00:06:56.000]  這個普世的真理對我們有什麼影響呢?
[00:06:56.000 --> 00:06:59.000]  對我們生命有什麼改變呢?
[00:06:59.000 --> 00:07:01.000]  甚至我應該問
[00:07:01.000 --> 00:07:04.000]  誰才有資格去釐定這個標準呢?
[00:07:04.000 --> 00:07:08.000]  我們怎樣才可以找到這個真理呢?
[00:07:08.000 --> 00:07:12.000]  當耶穌說祂就是真理的同時
[00:07:12.000 --> 00:07:14.000]  其實也在向大家宣稱
[00:07:14.000 --> 00:07:16.000]  祂就是神
[00:07:16.000 --> 00:07:19.000]  唯有神才是永恆不變
[00:07:19.000 --> 00:07:23.000]  唯有神所講的才能夠講得出是一個真理
[00:07:23.000 --> 00:07:24.000]  永恆不變
[00:07:24.000 --> 00:07:26.000]  耶穌所講的真理
[00:07:26.000 --> 00:07:29.000]  並不是要解決我們今天有沒有扭轉
[00:07:29.000 --> 00:07:31.000]  能不能夠升職加薪
[00:07:31.000 --> 00:07:32.000]  不是這些
[00:07:32.000 --> 00:07:35.000]  耶穌所講的真理是關心我們的生命
[00:07:35.000 --> 00:07:38.000]  是關心我們和神的關係
[00:07:38.000 --> 00:07:40.000]  當我們認識神的時候
[00:07:40.000 --> 00:07:42.000]  我們不斷地犯錯
[00:07:42.000 --> 00:07:47.000]  不斷地用自己的方法走出自己的人生
[00:07:47.000 --> 00:07:50.000]  我們不單有時會得罪了人
[00:07:50.000 --> 00:07:51.000]  也會得罪了神
[00:07:51.000 --> 00:07:54.000]  我們和神的關係會越來越遠
[00:07:54.000 --> 00:07:58.000]  所以我們必須得到對方的原諒的時候
[00:07:58.000 --> 00:08:00.000]  關係才能夠建立
[00:08:00.000 --> 00:08:02.000]  耶穌說我就是真理
[00:08:02.000 --> 00:08:04.000]  耶穌答應過我們
[00:08:04.000 --> 00:08:06.000]  如果我們肯向祂認錯
[00:08:06.000 --> 00:08:09.000]  祂必定會寬恕我們
[00:08:09.000 --> 00:08:12.000]  祂說過我們若認自己的罪
[00:08:12.000 --> 00:08:14.000]  神是信實的
[00:08:14.000 --> 00:08:15.000]  是公義的
[00:08:15.000 --> 00:08:17.000]  必要赦免我們的罪
[00:08:17.000 --> 00:08:19.000]  洗淨我們一切的不義
[00:08:19.000 --> 00:08:23.000]  所以如果我們要和神恢復一個和好的關係
[00:08:23.000 --> 00:08:25.000]  我們就要接受耶穌基督
[00:08:25.000 --> 00:08:29.000]  因為唯有耶穌基督自己定下的標準
[00:08:29.000 --> 00:08:31.000]  然後才能滿足到自己
[00:08:31.000 --> 00:08:34.000]  也唯有神所講的真理
[00:08:34.000 --> 00:08:36.000]  才是永遠不變的
[00:08:36.000 --> 00:08:40.000]  各位接受朕例的新徒
[00:08:40.000 --> 00:08:42.000]  希望你們能夠記住
[00:08:42.000 --> 00:08:44.000]  永恆而不變的真理
[00:08:44.000 --> 00:08:48.000]  只有在耶穌基督的話語上才能找到
[00:08:48.000 --> 00:08:53.000]  既然我們已經在耶穌基督這條尋找生命意義的道路上
[00:08:53.000 --> 00:08:56.000]  就需要依靠耶穌所講的真理
[00:08:56.000 --> 00:09:00.000]  然後才能找到生命的意義
[00:09:00.000 --> 00:09:03.000]  當我們能夠藉著耶穌這條道路
[00:09:03.000 --> 00:09:05.000]  依靠耶穌的真理
[00:09:05.000 --> 00:09:07.000]  找到人生的意義之後
[00:09:07.000 --> 00:09:09.000]  那又如何呢?
[00:09:09.000 --> 00:09:14.000]  我在此向各位新徒提出信仰第三個提醒
[00:09:14.000 --> 00:09:19.000]  就是耶穌是獲得永恆生命的唯一選擇
[00:09:19.000 --> 00:09:22.000]  耶穌說:我就是生命
[00:09:22.000 --> 00:09:24.000]  生老病死
[00:09:24.000 --> 00:09:27.000]  每一個人都一定有機會面對
[00:09:27.000 --> 00:09:29.000]  或者換另一個說法
[00:09:29.000 --> 00:09:32.000]  每一個人都要面對死亡
[00:09:32.000 --> 00:09:36.000]  沒有人可以逃避面對死亡的現實
[00:09:36.000 --> 00:09:39.000]  我們有沒有想過生命的終結是怎樣的呢?
[00:09:39.000 --> 00:09:41.000]  我們會去哪裏呢?
[00:09:41.000 --> 00:09:43.000]  人生在世
[00:09:43.000 --> 00:09:45.000]  生命有沒有意義和價值呢?
[00:09:45.000 --> 00:09:48.000]  在人類這麼多年的歷史發展上
[00:09:48.000 --> 00:09:51.000]  對這個問題的回應和解答
[00:09:51.000 --> 00:09:54.000]  從來都沒有停止過
[00:09:54.000 --> 00:09:59.000]  不斷有人問:我將會去哪裏?
[00:09:59.000 --> 00:10:01.000]  基督教的信仰告訴我們
[00:10:01.000 --> 00:10:04.000]  我們每一個人都有價值
[00:10:04.000 --> 00:10:06.000]  因為我們是神的兒女
[00:10:06.000 --> 00:10:10.000]  神看我們每一個都為寶貴
[00:10:10.000 --> 00:10:12.000]  人生是有意義的
[00:10:12.000 --> 00:10:14.000]  因為我們可以靠著神的恩典
[00:10:14.000 --> 00:10:19.000]  讓世人透過我們去認識神的美善
[00:10:19.000 --> 00:10:21.000]  死亡不是一個終結
[00:10:21.000 --> 00:10:24.000]  卻是一個永恆生命的開始
[00:10:24.000 --> 00:10:26.000]  聖經說:神愛世人
[00:10:26.000 --> 00:10:28.000]  甚至將他的獨生子賜給他們
[00:10:28.000 --> 00:10:32.000]  叫一切信他的人不致滅亡
[00:10:32.000 --> 00:10:34.000]  反得永生
[00:10:34.000 --> 00:10:37.000]  生命的終結不是人死如燈滅
[00:10:37.000 --> 00:10:39.000]  也不是輪迴
[00:10:39.000 --> 00:10:42.000]  而是一個永恆生命的開始
[00:10:42.000 --> 00:10:43.000]  耶穌應許我們
[00:10:43.000 --> 00:10:45.000]  所有屬於神的
[00:10:45.000 --> 00:10:48.000]  都擁有這個永恆的生命
[00:10:48.000 --> 00:10:50.000]  在永恆的生命裏面
[00:10:50.000 --> 00:10:54.000]  沒有痛苦、沒有眼淚、再沒有死亡
[00:10:54.000 --> 00:10:57.000]  有的是永遠的歡樂和平安
[00:10:57.000 --> 00:11:01.000]  生命的意義就是回歸神的身邊
[00:11:01.000 --> 00:11:04.000]  享受神賜給我們的恩典
[00:11:04.000 --> 00:11:06.000]  我們在世的日子
[00:11:06.000 --> 00:11:08.000]  再不是單單依靠自己
[00:11:08.000 --> 00:11:10.000]  不是孤單一人
[00:11:10.000 --> 00:11:13.000]  因為有主耶穌和我們一起
[00:11:13.000 --> 00:11:17.000]  面對我們所面對的一切困難
[00:11:17.000 --> 00:11:20.000]  耶穌說:我就是生命
[00:11:20.000 --> 00:11:22.000]  如果我們想生命改變
[00:11:22.000 --> 00:11:25.000]  我們想過一個有意義的人生
[00:11:25.000 --> 00:11:27.000]  如果我們想有神的恩典
[00:11:27.000 --> 00:11:30.000]  有神和我們走這條人生的道路
[00:11:30.000 --> 00:11:33.000]  如果我們想生命能夠超越今生
[00:11:33.000 --> 00:11:35.000]  直到永恆的話
[00:11:35.000 --> 00:11:39.000]  我們就需要接受耶穌做我們的救主
[00:11:39.000 --> 00:11:43.000]  這是我們唯一的選擇
[00:11:43.000 --> 00:11:45.000]  受委接受朕例的新婆
[00:11:45.000 --> 00:11:50.000]  既然今天你們能夠向所有人宣告
[00:11:50.000 --> 00:11:52.000]  我們的生命已經被神改變了
[00:11:52.000 --> 00:11:54.000]  我們就需要在往後的日子
[00:11:54.000 --> 00:11:56.000]  用我們改變了的生命
[00:11:56.000 --> 00:12:01.000]  向所有認識我們或不認識我們的人
[00:12:01.000 --> 00:12:06.000]  去見證主耶穌這種信仰的大能
[00:12:06.000 --> 00:12:09.000]  讓更多的人能夠藉著我們的生命
[00:12:09.000 --> 00:12:11.000]  藉著我們的見證
[00:12:11.000 --> 00:12:13.000]  能夠歸回主的懷抱
[00:12:13.000 --> 00:12:17.000]  享受神賜給每一個人的大愛
[00:12:17.000 --> 00:12:19.000]  各位錦宣家弟兄姊妹
[00:12:19.000 --> 00:12:21.000]  各位第一次來到錦宣家
[00:12:21.000 --> 00:12:25.000]  參與這個聚會的來賓
[00:12:25.000 --> 00:12:28.000]  我們今天講題就是唯一的選擇
[00:12:28.000 --> 00:12:30.000]  因此我希望大家能夠明白
[00:12:30.000 --> 00:12:34.000]  耶穌是尋找生命意義的唯一選擇
[00:12:34.000 --> 00:12:37.000]  因為生命是來自這位創造主
[00:12:37.000 --> 00:12:39.000]  祂賜給我們生命
[00:12:39.000 --> 00:12:42.000]  又給我們在世有意義和價值
[00:12:42.000 --> 00:12:45.000]  耶穌是追求真理的唯一選擇
[00:12:45.000 --> 00:12:47.000]  因為耶穌的真理
[00:12:47.000 --> 00:12:51.000]  允許過我們只要我們願意真誠的認錯
[00:12:51.000 --> 00:12:53.000]  耶穌是會赦免我們的罪
[00:12:53.000 --> 00:12:56.000]  讓我們能夠與神和好
[00:12:56.000 --> 00:12:59.000]  耶穌是獲得永恆生命的唯一選擇
[00:12:59.000 --> 00:13:01.000]  因為當我們接受了主耶穌
[00:13:01.000 --> 00:13:02.000]  作為我們的救主
[00:13:02.000 --> 00:13:05.000]  我們就有一個永恆的新的生命
[00:13:05.000 --> 00:13:08.000]  可以超越死亡的限制
[00:13:08.000 --> 00:13:10.000]  今天我期望大家
[00:13:10.000 --> 00:13:13.000]  不單單在頭腦上的相信
[00:13:13.000 --> 00:13:16.000]  還要在心靈三方面
[00:13:16.000 --> 00:13:20.000]  完完全全的被耶穌介入在你的生活裏
[00:13:20.000 --> 00:13:23.000]  介入在你的信仰和生活裏
[00:13:23.000 --> 00:13:24.000]  是分不開的
[00:13:24.000 --> 00:13:26.000]  我們需要在我們家裏
[00:13:26.000 --> 00:13:28.000]  在我們的學校
[00:13:28.000 --> 00:13:30.000]  在我們的工作場所
[00:13:30.000 --> 00:13:31.000]  任何的地方
[00:13:31.000 --> 00:13:34.000]  我都願意實踐我的信仰
[00:13:34.000 --> 00:13:38.000]  這個才是合神心意的信仰生命
[00:13:38.000 --> 00:13:40.000]  甚至這三個提醒
[00:13:40.000 --> 00:13:42.000]  令到十六位新婆
[00:13:42.000 --> 00:13:44.000]  在信仰的道路上
[00:13:44.000 --> 00:13:46.000]  不僅僅抓住主耶穌
[00:13:46.000 --> 00:13:47.000]  因為主耶穌
[00:13:47.000 --> 00:13:50.000]  應許過每一個屬於祂的兒女
[00:13:50.000 --> 00:13:52.000]  無論我們遇到什麼困難
[00:13:52.000 --> 00:13:55.000]  主耶穌永遠都在我們身邊
[00:13:55.000 --> 00:13:58.000]  祂永遠都能夠成為我們隨時的幫助
[00:13:58.000 --> 00:14:01.000]  我們一起去祈禱吧
[00:14:01.000 --> 00:14:02.000]  親愛的恩主
[00:14:02.000 --> 00:14:04.000]  為了這十六位新婆
[00:14:04.000 --> 00:14:05.000]  接受浸禮
[00:14:05.000 --> 00:14:06.000]  加入教會
[00:14:06.000 --> 00:14:08.000]  我們獻上感恩贊美
[00:14:08.000 --> 00:14:10.000]  既然你親自揀選了他們
[00:14:10.000 --> 00:14:13.000]  深信你會繼續保守他們的腳步
[00:14:13.000 --> 00:14:15.000]  讓他們一生能夠跟從你
[00:14:15.000 --> 00:14:17.000]  到老也不天離
[00:14:17.000 --> 00:14:19.000]  求主讓他們透過教會的生活
[00:14:19.000 --> 00:14:22.000]  享受肢體之間的關心
[00:14:22.000 --> 00:14:23.000]  彼此的相愛
[00:14:23.000 --> 00:14:25.000]  信仰生命能夠實踐
[00:14:25.000 --> 00:14:28.000]  亦讓人們可以在他們的生命之中
[00:14:28.000 --> 00:14:30.000]  見到主耶穌
[00:14:30.000 --> 00:14:32.000]  成為別人得福的源頭
[00:14:32.000 --> 00:14:33.000]  願一切榮耀
[00:14:33.000 --> 00:14:36.000]  重讚歸於給我們三一的真神
[00:14:36.000 --> 00:14:37.000]  阿門
[00:14:37.000 --> 00:14:38.000]  願主祝福大家
[00:14:38.000 --> 00:14:39.000]  謝謝大家!

