
[00:00:00.000 --> 00:00:03.000]  (主持人:離棄我)
[00:02:49.000 --> 00:02:52.000]  求你使這杯離開我
[00:02:52.000 --> 00:02:55.000]  不過祂甘願順服天父的旨意
[00:02:55.000 --> 00:02:57.000]  所以祂繼續求
[00:02:57.000 --> 00:03:00.000]  然而不是照我所願的
[00:03:00.000 --> 00:03:03.000]  乃是照你所願的
[00:03:03.000 --> 00:03:06.000]  耶穌是按著天父的心意
[00:03:06.000 --> 00:03:10.000]  以拯救世人的心意去走上十字架
[00:03:10.000 --> 00:03:12.000]  今天
[00:03:12.000 --> 00:03:14.000]  今天我們能夠成為神的兒女
[00:03:14.000 --> 00:03:17.000]  我們能夠說我們是天國的子民
[00:03:17.000 --> 00:03:21.000]  完全是藉著耶穌在十字架上為我們所成就
[00:03:21.000 --> 00:03:25.000]  如果詩篇二十二篇
[00:03:25.000 --> 00:03:27.000]  以讚美神作為結束
[00:03:27.000 --> 00:03:31.000]  我們都應該去讚美神
[00:03:31.000 --> 00:03:34.000]  去感謝耶穌為我們所付出的一切
[00:03:34.000 --> 00:03:38.000]  那孫家弟兄姊妹
[00:03:38.000 --> 00:03:41.000]  耶穌走上十字架的過程
[00:03:41.000 --> 00:03:43.000]  被鞭打
[00:03:43.000 --> 00:03:45.000]  被唾罵
[00:03:45.000 --> 00:03:47.000]  被凌辱
[00:03:47.000 --> 00:03:49.000]  被冤屈
[00:03:49.000 --> 00:03:52.000]  耶穌一生所受的苦
[00:03:52.000 --> 00:03:57.000]  全部都是為了我們每一個罪人
[00:03:57.000 --> 00:04:01.000]  也是為了我們每一個願意跟隨主耶穌的人
[00:04:01.000 --> 00:04:05.000]  我們今天坐在這裡
[00:04:05.000 --> 00:04:07.000]  想一想
[00:04:07.000 --> 00:04:11.000]  我們要怎樣去回應主耶穌為我們所做的一切
[00:04:14.000 --> 00:04:17.000]  耶穌願意信服天父的心意
[00:04:17.000 --> 00:04:20.000]  甘心願意放下自己的主權
[00:04:20.000 --> 00:04:23.000]  對於今天
[00:04:23.000 --> 00:04:26.000]  高舉個人主義的我們
[00:04:26.000 --> 00:04:29.000]  對於今天
[00:04:29.000 --> 00:04:31.000]  我們說要我們
[00:04:31.000 --> 00:04:33.000]  我們擁有自己權利的我們
[00:04:33.000 --> 00:04:36.000]  我們會不會向神祈禱
[00:04:36.000 --> 00:04:40.000]  我們會不會在神面前祈禱說
[00:04:40.000 --> 00:04:44.000]  然而不是照我所願的
[00:04:44.000 --> 00:04:48.000]  而是照天父你所願的
[00:04:48.000 --> 00:04:53.000]  你想一想
[00:04:53.000 --> 00:04:55.000]  你每一次祈禱的時候
[00:04:55.000 --> 00:04:57.000]  你都很想耶穌
[00:04:57.000 --> 00:05:00.000]  很想神按你的心意成就
[00:05:00.000 --> 00:05:02.000]  耶穌我求你
[00:05:02.000 --> 00:05:04.000]  按我心意
[00:05:04.000 --> 00:05:05.000]  為我
[00:05:05.000 --> 00:05:07.000]  保守我
[00:05:07.000 --> 00:05:09.000]  可不可以轉一轉
[00:05:09.000 --> 00:05:13.000]  然而不是照我所願的
[00:05:13.000 --> 00:05:17.000]  乃是照你所願的
[00:05:17.000 --> 00:05:20.000]  耶穌向我們展現出
[00:05:20.000 --> 00:05:23.000]  信仰是一個要付代價的旅程
[00:05:23.000 --> 00:05:25.000]  雖然要受苦
[00:05:25.000 --> 00:05:27.000]  雖然要受苦
[00:05:27.000 --> 00:05:31.000]  但是耶穌最後都能夠成就神的旨意
[00:05:31.000 --> 00:05:34.000]  今天
[00:05:34.000 --> 00:05:38.000]  我們很多會友都在教會裡侍奉著
[00:05:39.000 --> 00:05:42.000]  我們有一種為主受苦的心
[00:05:42.000 --> 00:05:46.000]  我們的侍奉
[00:05:46.000 --> 00:05:49.000]  是要別人遷就我們
[00:05:49.000 --> 00:05:51.000]  抑或
[00:05:51.000 --> 00:05:53.000]  我們願意犧牲自己
[00:05:53.000 --> 00:05:55.000]  去遷就別人
[00:05:55.000 --> 00:06:00.000]  我們是為自己的好處
[00:06:00.000 --> 00:06:04.000]  抑或是為對方的好處
[00:06:04.000 --> 00:06:06.000]  耶穌拯救我們
[00:06:06.000 --> 00:06:09.000]  不是叫我們去過一個安逸的信仰生活
[00:06:09.000 --> 00:06:11.000]  也不是叫我們享受一個
[00:06:11.000 --> 00:06:13.000]  不需要付代價的信仰人生
[00:06:13.000 --> 00:06:16.000]  廉價恩典
[00:06:16.000 --> 00:06:21.000]  絕對不是主耶穌呼召我們去走這條誠信之旅
[00:06:21.000 --> 00:06:28.000]  第三個我們和神的關係就是
[00:06:28.000 --> 00:06:31.000]  一個和神零距離的關係
[00:06:31.000 --> 00:06:33.000]  一個和人合而為一的關係
[00:06:34.000 --> 00:06:36.000]  耶穌為世人為天父所做的
[00:06:36.000 --> 00:06:38.000]  在第38節
[00:06:38.000 --> 00:06:42.000]  殿的萬子從上到下列為兩半的迴述裡
[00:06:42.000 --> 00:06:43.000]  成就了
[00:06:43.000 --> 00:06:49.000]  至聖所的萬子象徵人和神的一種阻隔
[00:06:49.000 --> 00:06:53.000]  大祭司要進入至聖所朝見神
[00:06:53.000 --> 00:06:57.000]  必定要揭開這個萬子才能進入
[00:06:57.000 --> 00:07:00.000]  亦惟有大祭司才有這個資格
[00:07:00.000 --> 00:07:03.000]  這個萬子的阻隔不單止
[00:07:03.000 --> 00:07:06.000]  是神人距離上的阻隔
[00:07:06.000 --> 00:07:11.000]  亦不單止是神與人的空間上的阻隔
[00:07:11.000 --> 00:07:14.000]  亦是神與人關係上的阻隔
[00:07:14.000 --> 00:07:18.000]  現在萬子裂開了
[00:07:18.000 --> 00:07:21.000]  一切阻礙都沒有了
[00:07:21.000 --> 00:07:24.000]  神與人的距離沒有了
[00:07:24.000 --> 00:07:27.000]  我們可以藉著耶穌與神溝通
[00:07:27.000 --> 00:07:29.000]  不需要大祭司
[00:07:29.000 --> 00:07:32.000]  不需要代言人
[00:07:33.000 --> 00:07:35.000]  神與人的空間沒有了
[00:07:35.000 --> 00:07:37.000]  主耶穌可以與我們同在
[00:07:37.000 --> 00:07:39.000]  有人福音15章說
[00:07:39.000 --> 00:07:42.000]  常在我裡面的我也常在他裡面
[00:07:42.000 --> 00:07:47.000]  我與神沒有距離
[00:07:47.000 --> 00:07:48.000]  沒有空間
[00:07:48.000 --> 00:07:51.000]  我與神的關係恢復了
[00:07:51.000 --> 00:07:53.000]  今天我們被稱為神的兒女
[00:07:53.000 --> 00:07:55.000]  是不是
[00:07:55.000 --> 00:08:00.000]  我們今天被稱為神的兒女
[00:08:00.000 --> 00:08:03.000]  為什麼?是因為我們的關係恢復了
[00:08:03.000 --> 00:08:06.000]  我們被遷到神的角度裡面了
[00:08:06.000 --> 00:08:11.000]  昔日我們沒有可能與神相遇
[00:08:11.000 --> 00:08:14.000]  昔日我們與神的關係破裂
[00:08:14.000 --> 00:08:18.000]  昔日我們連朝見神的資格都沒有
[00:08:18.000 --> 00:08:22.000]  今天我們與神零距離
[00:08:22.000 --> 00:08:27.000]  今天我們可以與主同在
[00:08:28.000 --> 00:08:34.000]  我們沒有珍惜這一份與神緊密的關係
[00:08:34.000 --> 00:08:38.000]  因為我們只是回到崇拜的時候
[00:08:38.000 --> 00:08:40.000]  我們才藉著這個敬拜
[00:08:40.000 --> 00:08:45.000]  然後才能與神建立一些些微的關係
[00:08:45.000 --> 00:08:50.000]  一至五
[00:08:50.000 --> 00:08:52.000]  你的信仰生活是怎樣的?
[00:08:52.000 --> 00:08:56.000]  最後39節說
[00:08:56.000 --> 00:08:59.000]  一個站著的白膚長漢的耶穌這樣斷氣
[00:08:59.000 --> 00:09:02.000]  就說:這人真是神的兒子
[00:09:02.000 --> 00:09:07.000]  對於耶穌的身份
[00:09:07.000 --> 00:09:09.000]  彼得宣認過
[00:09:09.000 --> 00:09:11.000]  彼得在《馬太福音》第十六章
[00:09:11.000 --> 00:09:13.000]  曾經宣認過耶穌的身份
[00:09:13.000 --> 00:09:16.000]  他說:你是基督,是永生神的兒子
[00:09:16.000 --> 00:09:18.000]  對於猶太人來說
[00:09:18.000 --> 00:09:20.000]  耶穌就是那位要來的尼塞亞
[00:09:20.000 --> 00:09:25.000]  是耶和華對整個猶太民族的英許
[00:09:25.000 --> 00:09:28.000]  耶穌基督這位神的兒子
[00:09:28.000 --> 00:09:30.000]  耶和華應許的尼塞亞
[00:09:30.000 --> 00:09:34.000]  今天來拯救整個以色列的民族
[00:09:34.000 --> 00:09:38.000]  不過現在宣認耶穌身份的
[00:09:38.000 --> 00:09:40.000]  不是一個猶太人
[00:09:40.000 --> 00:09:44.000]  是一個白膚長漢
[00:09:44.000 --> 00:09:47.000]  嚴格來說是一個羅馬人
[00:09:47.000 --> 00:09:49.000]  一個與神為敵的愛邦人
[00:09:49.000 --> 00:09:54.000]  一個執行羅馬暴政的異族人
[00:09:55.000 --> 00:09:58.000]  因著他宣認和相信
[00:09:58.000 --> 00:10:00.000]  耶穌就是神的兒子
[00:10:00.000 --> 00:10:03.000]  因著這個福音的大能
[00:10:03.000 --> 00:10:05.000]  因著神對這個世人的恩典
[00:10:05.000 --> 00:10:08.000]  因此不單止猶太人
[00:10:08.000 --> 00:10:10.000]  能夠得到這個拯救的英許
[00:10:10.000 --> 00:10:15.000]  一切凡相信耶穌是神的兒子的人
[00:10:15.000 --> 00:10:18.000]  都可以領受這個恩典
[00:10:18.000 --> 00:10:22.000]  聖經加泰書三章十次這樣說
[00:10:22.000 --> 00:10:25.000]  不再分猶太人或希臘人
[00:10:25.000 --> 00:10:28.000]  不再分遺老或自主
[00:10:28.000 --> 00:10:32.000]  不再分男不再分女
[00:10:32.000 --> 00:10:37.000]  因為你們在基督耶穌裡都成為一
[00:10:37.000 --> 00:10:40.000]  就是神的恩典和英許
[00:10:40.000 --> 00:10:44.000]  今天我和大家都可以在這裡敬拜神
[00:10:44.000 --> 00:10:47.000]  就是這一份的英許
[00:10:47.000 --> 00:10:50.000]  我和大家可以今天在這個聖殿裡去讚美神
[00:10:51.000 --> 00:10:55.000]  因為凡一切相信耶穌是神的兒子的人
[00:10:55.000 --> 00:10:58.000]  就在基督裡合而為一
[00:10:58.000 --> 00:11:03.000]  因此我可以稱呼你為弟兄姊妹
[00:11:03.000 --> 00:11:07.000]  你是我宿靈上的弟兄姊妹
[00:11:07.000 --> 00:11:10.000]  所以專家的弟兄姊妹
[00:11:10.000 --> 00:11:13.000]  今晚受苦節的崇拜
[00:11:13.000 --> 00:11:16.000]  我真的很希望大家透過上述的經文
[00:11:16.000 --> 00:11:18.000]  讓我們能夠真的明白到
[00:11:19.000 --> 00:11:23.000]  在我們信仰生命裡苦難是有價值的
[00:11:23.000 --> 00:11:26.000]  就是耶穌在苦難裡
[00:11:26.000 --> 00:11:29.000]  祂仍然在呼喊神
[00:11:29.000 --> 00:11:32.000]  我們願意呼喊
[00:11:32.000 --> 00:11:37.000]  就代表我們願意神介入在我們生命裡
[00:11:37.000 --> 00:11:42.000]  當我們見到耶穌受苦
[00:11:42.000 --> 00:11:45.000]  我們知道耶穌的救贖不是廉價的
[00:11:45.000 --> 00:11:49.000]  耶穌是付上整個生命來救贖我們的
[00:11:49.000 --> 00:11:53.000]  祂的信服成就天父對我們救贖的旨意
[00:11:53.000 --> 00:11:56.000]  我們如何回應
[00:11:56.000 --> 00:12:01.000]  不是一個不需要付代價的信仰生命
[00:12:01.000 --> 00:12:07.000]  今天我們和耶穌的關係是可以完全沒有阻隔的
[00:12:07.000 --> 00:12:11.000]  我們不單止在崇拜裡可以和耶穌聊天
[00:12:11.000 --> 00:12:14.000]  我們平時也可以
[00:12:14.000 --> 00:12:16.000]  唯一的阻礙
[00:12:16.000 --> 00:12:19.000]  是我們願不願意和耶穌建立關係
[00:12:19.000 --> 00:12:24.000]  耶穌任何時間都在等我們
[00:12:24.000 --> 00:12:27.000]  是我們願不願意
[00:12:27.000 --> 00:12:33.000]  是我們會不會放下我們的重要的工作
[00:12:33.000 --> 00:12:34.000]  重要的安排
[00:12:34.000 --> 00:12:36.000]  重要的生活次序
[00:12:36.000 --> 00:12:39.000]  而將耶穌放到最後
[00:12:39.000 --> 00:12:43.000]  我們每一個屬主耶穌的人
[00:12:43.000 --> 00:12:45.000]  我們都需要合一
[00:12:45.000 --> 00:12:48.000]  再主裡合一
[00:12:48.000 --> 00:12:51.000]  因為唯有大家有一個合一的心
[00:12:51.000 --> 00:12:55.000]  主耶穌就是我們在當中
[00:12:55.000 --> 00:12:58.000]  我們一起站立
[00:12:58.000 --> 00:12:59.000]  我們一起祈禱
[00:12:59.000 --> 00:13:06.000]  所以主耶穌你應許過我們
[00:13:06.000 --> 00:13:08.000]  無論我們在哪裡
[00:13:08.000 --> 00:13:10.000]  你都與我們同在
[00:13:11.000 --> 00:13:14.000]  因此縱然我們感覺到你不在我們身邊
[00:13:14.000 --> 00:13:17.000]  縱然我們覺得你不回應我們的祈禱
[00:13:17.000 --> 00:13:19.000]  縱然我們向你呼喊
[00:13:19.000 --> 00:13:21.000]  你為什麼離棄我
[00:13:21.000 --> 00:13:24.000]  然而我們仍然要歌頌你
[00:13:24.000 --> 00:13:25.000]  我們要讚美你
[00:13:25.000 --> 00:13:28.000]  我們仍然要因你的名歡喜
[00:13:28.000 --> 00:13:29.000]  我們要因你的名快樂
[00:13:29.000 --> 00:13:33.000]  因為人的感覺不會高得過你的應許
[00:13:33.000 --> 00:13:35.000]  你的應許直到地極
[00:13:35.000 --> 00:13:37.000]  你的應許直到窮滄
[00:13:37.000 --> 00:13:38.000]  你的應許直到永恆
[00:13:39.000 --> 00:13:41.000]  既然有你這麼信實的應許
[00:13:41.000 --> 00:13:43.000]  我們又怕什麼呢
[00:13:43.000 --> 00:13:45.000]  感謝主
[00:13:45.000 --> 00:13:47.000]  一切全是因典
[00:13:47.000 --> 00:13:50.000]  願我們每一個屬祢的兒女
[00:13:50.000 --> 00:13:52.000]  能夠合一的去侍奉祢
[00:13:52.000 --> 00:13:53.000]  讓祢一名被高舉
[00:13:53.000 --> 00:13:55.000]  讓祢一名響遍全地
[00:13:55.000 --> 00:13:57.000]  我們誠心獻上祈禱
[00:13:57.000 --> 00:13:59.000]  奉主耶穌基督的聖名祈求
[00:13:59.000 --> 00:14:00.000]  阿門
[00:14:00.000 --> 00:14:01.000]  請坐
[00:14:01.000 --> 00:14:02.000]  願主祝福大家
[00:14:03.000 --> 00:14:04.000]  阿門
[00:14:04.000 --> 00:14:05.000]  請坐
[00:14:06.000 --> 00:14:07.000]  阿門
[00:14:07.000 --> 00:14:08.000]  請坐
[00:14:08.000 --> 00:14:09.000]  願主祝福大家
[00:14:09.000 --> 00:14:10.000]  阿門

