
[00:00:00.000 --> 00:00:03.000]  現在是靜悼的時間
[00:04:39.000 --> 00:04:40.000]  耶穌說
[00:04:40.000 --> 00:04:43.000]  這裏一直在說的愛邦人
[00:04:43.000 --> 00:04:45.000]  即是那些不信神的人
[00:04:45.000 --> 00:04:48.000]  去到第六章又再出現
[00:04:48.000 --> 00:04:51.000]  剛才我們讀的經文已經說了
[00:04:51.000 --> 00:04:54.000]  三十一節和三十二節
[00:04:54.000 --> 00:04:56.000]  所以你們不要憂慮了
[00:04:56.000 --> 00:04:57.000]  吃什麼
[00:04:57.000 --> 00:04:58.000]  看什麼
[00:04:58.000 --> 00:04:59.000]  穿什麼
[00:04:59.000 --> 00:05:00.000]  這些是愛邦人
[00:05:00.000 --> 00:05:02.000]  再一次提愛邦人
[00:05:02.000 --> 00:05:04.000]  你們需要的一切東西
[00:05:04.000 --> 00:05:07.000]  你們的天父是知道的
[00:05:07.000 --> 00:05:08.000]  各位
[00:05:08.000 --> 00:05:13.000]  有屬神的主耶穌的門徒
[00:05:13.000 --> 00:05:17.000]  有耶穌體為愛邦人
[00:05:17.000 --> 00:05:20.000]  即是未認識神
[00:05:20.000 --> 00:05:24.000]  未有神國度的意識的人
[00:05:24.000 --> 00:05:26.000]  有兩類人
[00:05:26.000 --> 00:05:30.000]  耶穌在整個達系的段落的教訓裏
[00:05:30.000 --> 00:05:33.000]  已經分了兩個類別
[00:05:33.000 --> 00:05:36.000]  那麼你們是屬於什麼類別呢?
[00:05:36.000 --> 00:05:37.000]  你們是這樣的類別
[00:05:37.000 --> 00:05:40.000]  耶穌就說你們會這樣想
[00:05:40.000 --> 00:05:44.000]  但是耶穌就在整個三章的登山補訓裏
[00:05:44.000 --> 00:05:46.000]  一而再叫我們
[00:05:46.000 --> 00:05:49.000]  你要過一個不一樣的生活
[00:05:49.000 --> 00:05:52.000]  因為你是開始認識有神
[00:05:52.000 --> 00:05:54.000]  在你的生命裏面了
[00:05:54.000 --> 00:05:58.000]  所以今天這個挑戰很大
[00:05:58.000 --> 00:06:00.000]  包括牧師自己
[00:06:00.000 --> 00:06:03.000]  我們怎樣過一個不一樣的生活呢?
[00:06:03.000 --> 00:06:06.000]  你的智慧怎樣去提升
[00:06:06.000 --> 00:06:09.000]  以致你的人生能夠活在
[00:06:09.000 --> 00:06:13.000]  神所說的這些門徒的生活裏面呢?
[00:06:13.000 --> 00:06:15.000]  你們可以留意到
[00:06:15.000 --> 00:06:17.000]  地上的愛
[00:06:17.000 --> 00:06:19.000]  耶穌說愛受夕
[00:06:19.000 --> 00:06:21.000]  就是如果人愛我
[00:06:21.000 --> 00:06:23.000]  我就會愛他
[00:06:23.000 --> 00:06:25.000]  人如果得罪我
[00:06:25.000 --> 00:06:27.000]  我就會不同的客氣
[00:06:27.000 --> 00:06:30.000]  耶穌說這些是外邦人這樣想的
[00:06:30.000 --> 00:06:31.000]  但是我們屬神的兒女
[00:06:31.000 --> 00:06:33.000]  你們就不可以了
[00:06:33.000 --> 00:06:36.000]  真的很難
[00:06:36.000 --> 00:06:38.000]  我們是門徒
[00:06:38.000 --> 00:06:41.000]  層次突然間高到這麼厲害
[00:06:41.000 --> 00:06:43.000]  接著就去到第六章
[00:06:43.000 --> 00:06:46.000]  這裏有所謂「詹仰三寶」
[00:06:46.000 --> 00:06:49.000]  猶太人對施舍、禱告和禁食
[00:06:49.000 --> 00:06:51.000]  他們是一起這樣處理的
[00:06:51.000 --> 00:06:53.000]  我如果做到這三件事
[00:06:53.000 --> 00:06:54.000]  一個星期內
[00:06:54.000 --> 00:06:56.000]  做到這三件事
[00:06:56.000 --> 00:06:58.000]  我們就是敬虔了
[00:06:58.000 --> 00:07:00.000]  不過不夠時間和大家逐一分析
[00:07:00.000 --> 00:07:04.000]  因為主要說的是六章三十一、三十二節
[00:07:04.000 --> 00:07:07.000]  當然最後的總結就是三十三節
[00:07:07.000 --> 00:07:10.000]  要求神的國度和神的榮耀
[00:07:10.000 --> 00:07:12.000]  在我們的人生裏面
[00:07:12.000 --> 00:07:14.000]  六章的這一大段
[00:07:14.000 --> 00:07:15.000]  三件事
[00:07:15.000 --> 00:07:18.000]  用廣東話就是一句到尾
[00:07:18.000 --> 00:07:21.000]  「你做給誰看?」
[00:07:21.000 --> 00:07:23.000]  你的動機是甚麼?
[00:07:23.000 --> 00:07:26.000]  祈禱、禁食、奏祭
[00:07:26.000 --> 00:07:27.000]  三件事
[00:07:27.000 --> 00:07:30.000]  猶太人就算他怎樣也好
[00:07:30.000 --> 00:07:32.000]  一定會做的
[00:07:32.000 --> 00:07:34.000]  每個星期都會做的
[00:07:34.000 --> 00:07:35.000]  但問題是耶穌說
[00:07:35.000 --> 00:07:38.000]  「你做給誰看?」
[00:07:38.000 --> 00:07:40.000]  你的心是怎樣?
[00:07:40.000 --> 00:07:42.000]  沒有人知道
[00:07:42.000 --> 00:07:44.000]  但耶穌不斷說
[00:07:44.000 --> 00:07:45.000]  在六章裏
[00:07:45.000 --> 00:07:50.000]  天父會在暗中察看
[00:07:50.000 --> 00:07:52.000]  你是否做給天父看呢?
[00:07:52.000 --> 00:07:54.000]  還是做給人看呢?
[00:07:54.000 --> 00:07:56.000]  耶穌說你禁食
[00:07:56.000 --> 00:07:57.000]  你不要令自己很難看
[00:07:57.000 --> 00:07:59.000]  「甚麼事?曾牧師」
[00:07:59.000 --> 00:08:01.000]  「今天我禁食」
[00:08:01.000 --> 00:08:03.000]  奏祭的時候
[00:08:03.000 --> 00:08:05.000]  你特意把錢掟大力一點
[00:08:05.000 --> 00:08:06.000]  「你甚麼事?」
[00:08:06.000 --> 00:08:07.000]  「我奏祭」
[00:08:07.000 --> 00:08:09.000]  耶穌想這樣說
[00:08:09.000 --> 00:08:11.000]  一句
[00:08:11.000 --> 00:08:13.000]  「你做給誰看?」
[00:08:13.000 --> 00:08:16.000]  主耶穌說
[00:08:16.000 --> 00:08:21.000]  「我父在暗中察看」
[00:08:21.000 --> 00:08:25.000]  察看的是我們心靈裏的動機
[00:08:25.000 --> 00:08:27.000]  又不一樣的生活
[00:08:27.000 --> 00:08:29.000]  一個作主耶穌的門徒
[00:08:29.000 --> 00:08:32.000]  你的層次要很高
[00:08:32.000 --> 00:08:33.000]  有沒有人看到
[00:08:33.000 --> 00:08:35.000]  不要緊
[00:08:35.000 --> 00:08:40.000]  因為「我父在暗中察看」
[00:08:40.000 --> 00:08:43.000]  你要做給天父看
[00:08:43.000 --> 00:08:44.000]  當然
[00:08:44.000 --> 00:08:47.000]  主耶穌用了很誇張的手法
[00:08:47.000 --> 00:08:49.000]  當你裏面搞定了
[00:08:49.000 --> 00:08:51.000]  從心靈裏面
[00:08:51.000 --> 00:08:53.000]  你已經適合的動機
[00:08:53.000 --> 00:08:55.000]  你做在外面
[00:08:55.000 --> 00:08:58.000]  就算有沒有即時的讚賞
[00:08:58.000 --> 00:09:00.000]  你都不介意
[00:09:00.000 --> 00:09:01.000]  因為我知道
[00:09:01.000 --> 00:09:03.000]  我為甚麼要做
[00:09:03.000 --> 00:09:04.000]  最重要就是
[00:09:04.000 --> 00:09:07.000]  我知道為甚麼我要禁食
[00:09:07.000 --> 00:09:09.000]  為甚麼我要祈禱
[00:09:09.000 --> 00:09:11.000]  為甚麼我要周祭
[00:09:11.000 --> 00:09:14.000]  所以主耶穌來勸勉
[00:09:14.000 --> 00:09:16.000]  跟隨他的門徒
[00:09:16.000 --> 00:09:17.000]  大家不要忘記
[00:09:17.000 --> 00:09:19.000]  當時跟隨耶穌的門徒
[00:09:19.000 --> 00:09:21.000]  有些都是愚婦
[00:09:21.000 --> 00:09:23.000]  所以如果手停
[00:09:23.000 --> 00:09:25.000]  就口停
[00:09:25.000 --> 00:09:26.000]  他們要面對的
[00:09:26.000 --> 00:09:29.000]  是一些很大的要思考
[00:09:29.000 --> 00:09:32.000]  彼得他的岳母患熱病
[00:09:32.000 --> 00:09:35.000]  彼得要帶耶穌去家裏
[00:09:35.000 --> 00:09:37.000]  都有一些困難
[00:09:37.000 --> 00:09:40.000]  但耶穌好像沒有放下條件
[00:09:40.000 --> 00:09:41.000]  那個要求
[00:09:41.000 --> 00:09:43.000]  仍然告訴他們
[00:09:43.000 --> 00:09:44.000]  到底你的內心
[00:09:44.000 --> 00:09:46.000]  是做給誰看呢
[00:09:46.000 --> 00:09:47.000]  去到第六章
[00:09:47.000 --> 00:09:49.000]  後面我不再詳細說了
[00:09:49.000 --> 00:09:50.000]  當然還有一段
[00:09:50.000 --> 00:09:51.000]  都頗重要的
[00:09:51.000 --> 00:09:55.000]  就是到底我們侍奉的是哪一位主呢
[00:09:55.000 --> 00:09:57.000]  六章後面也有說的
[00:09:57.000 --> 00:10:00.000]  跟著就去到最後這一段聖經
[00:10:00.000 --> 00:10:01.000]  很重要了
[00:10:01.000 --> 00:10:06.000]  連我們憂慮都要不一樣
[00:10:06.000 --> 00:10:09.000]  六章三十一節再讀一次
[00:10:09.000 --> 00:10:10.000]  所以不要憂慮
[00:10:10.000 --> 00:10:13.000]  說吃什麼 喝什麼 穿什麼
[00:10:13.000 --> 00:10:16.000]  這都是外邦人所求
[00:10:16.000 --> 00:10:18.000]  這裏頗重要
[00:10:18.000 --> 00:10:22.000]  雖然我們很少在崇拜裏面說神學
[00:10:22.000 --> 00:10:25.000]  但你的神學觀
[00:10:25.000 --> 00:10:30.000]  影響你對神的認識
[00:10:30.000 --> 00:10:32.000]  如果你的神學觀
[00:10:32.000 --> 00:10:36.000]  根本不相信神的存在
[00:10:36.000 --> 00:10:39.000]  你一定是靠你自己的勞力
[00:10:39.000 --> 00:10:40.000]  你的智慧
[00:10:40.000 --> 00:10:43.000]  你的人生的奮鬥
[00:10:43.000 --> 00:10:45.000]  因為你的一切宇宙觀
[00:10:45.000 --> 00:10:47.000]  是不會有神的
[00:10:47.000 --> 00:10:52.000]  只能夠是你自己眼所能見到的力量
[00:10:52.000 --> 00:10:55.000]  例如你要有好的勢力朋友幫你
[00:10:55.000 --> 00:10:57.000]  又或者你靠自己把手輕家
[00:10:57.000 --> 00:11:00.000]  你自己很多的勞苦
[00:11:00.000 --> 00:11:03.000]  因為你的宇宙觀是封閉的
[00:11:03.000 --> 00:11:06.000]  但耶穌告訴我們不是這樣的
[00:11:06.000 --> 00:11:08.000]  基督徒的宇宙觀
[00:11:08.000 --> 00:11:11.000]  基督徒是有神的看顧
[00:11:11.000 --> 00:11:17.000]  基督徒是要有開放的對宇宙的認識
[00:11:17.000 --> 00:11:19.000]  所以耶穌幫我們
[00:11:19.000 --> 00:11:21.000]  剛才第五章已經分了
[00:11:21.000 --> 00:11:22.000]  你愛人
[00:11:22.000 --> 00:11:27.000]  你都要用神的愛的價值觀
[00:11:27.000 --> 00:11:34.000]  原來憂慮都要有神的價值觀去看事物
[00:11:34.000 --> 00:11:36.000]  因為相信我們每一個人
[00:11:36.000 --> 00:11:38.000]  未試過不憂慮
[00:11:38.000 --> 00:11:43.000]  不憂慮可能是那些人完全不負責任
[00:11:43.000 --> 00:11:44.000]  甚麼都不介意
[00:11:44.000 --> 00:11:45.000]  你給他工作
[00:11:45.000 --> 00:11:46.000]  沒所謂
[00:11:46.000 --> 00:11:48.000]  但他原來根本真的沒所謂
[00:11:48.000 --> 00:11:49.000]  他根本不會做
[00:11:49.000 --> 00:11:51.000]  這樣的人會令你很生氣
[00:11:51.000 --> 00:11:53.000]  因為他根本說完都沒用
[00:11:53.000 --> 00:11:56.000]  但如果真正有心去做事的人
[00:11:56.000 --> 00:11:58.000]  就容易憂慮
[00:11:58.000 --> 00:12:01.000]  就容易覺得自己有不遞的時候
[00:12:01.000 --> 00:12:04.000]  就會有很多內心的忐忑
[00:12:04.000 --> 00:12:06.000]  不過主耶穌在這裡
[00:12:06.000 --> 00:12:08.000]  特別很想強調
[00:12:08.000 --> 00:12:10.000]  外邦人他們的世界觀
[00:12:10.000 --> 00:12:13.000]  是沒有神的幫助
[00:12:13.000 --> 00:12:17.000]  沒有神可以介入他們的生命和生活裡面
[00:12:17.000 --> 00:12:19.000]  所以就會帶來
[00:12:19.000 --> 00:12:23.000]  他只會為自己一切憂慮
[00:12:23.000 --> 00:12:25.000]  但一個基督徒
[00:12:25.000 --> 00:12:27.000]  耶穌說跟隨我的門徒
[00:12:27.000 --> 00:12:29.000]  當時在山上
[00:12:29.000 --> 00:12:31.000]  耶穌跟他們講這些教訓
[00:12:31.000 --> 00:12:33.000]  就告訴他們
[00:12:33.000 --> 00:12:35.000]  有神的看顧
[00:12:35.000 --> 00:12:37.000]  神會為你們的需要
[00:12:37.000 --> 00:12:40.000]  來施恩給你們
[00:12:40.000 --> 00:12:44.000]  這位主是一位有恩典的主
[00:12:44.000 --> 00:12:45.000]  不過當然
[00:12:45.000 --> 00:12:46.000]  那個條件就是
[00:12:46.000 --> 00:12:52.000]  你是不是有一個對神的宇宙觀的認識
[00:12:52.000 --> 00:12:53.000]  這是其中一點
[00:12:53.000 --> 00:12:55.000]  你不是外邦人
[00:12:55.000 --> 00:12:57.000]  外邦人你又不信有神
[00:12:57.000 --> 00:12:58.000]  你又要神幫助你
[00:12:58.000 --> 00:13:00.000]  這樣是完全說不通的
[00:13:00.000 --> 00:13:02.000]  但如果你是屬神的
[00:13:02.000 --> 00:13:06.000]  你知道這位主是真的可以改變萬物的
[00:13:06.000 --> 00:13:10.000]  以及整個宇宙都是他創造賦予的能力
[00:13:10.000 --> 00:13:14.000]  一切都是因為他
[00:13:14.000 --> 00:13:15.000]  歸於他
[00:13:15.000 --> 00:13:18.000]  榮耀都是屬他的時候
[00:13:18.000 --> 00:13:22.000]  我們就要學習耶穌的這個應許
[00:13:22.000 --> 00:13:24.000]  一個這樣的勸勉
[00:13:24.000 --> 00:13:25.000]  當然
[00:13:25.000 --> 00:13:28.000]  第二方面要留意的就是
[00:13:28.000 --> 00:13:30.000]  如果你已經不是外邦人
[00:13:30.000 --> 00:13:33.000]  你已經是神的兒女
[00:13:33.000 --> 00:13:34.000]  你是主的門徒
[00:13:34.000 --> 00:13:36.000]  要記住
[00:13:36.000 --> 00:13:39.000]  耶穌講的應許
[00:13:39.000 --> 00:13:43.000]  是基本的生活必需
[00:13:43.000 --> 00:13:49.000]  不是你的奢侈品
[00:13:49.000 --> 00:13:53.000]  不是應許給你不缺奢侈品
[00:13:53.000 --> 00:13:57.000]  是不缺你的需用
[00:13:57.000 --> 00:13:59.000]  所以我們基督徒要留意
[00:13:59.000 --> 00:14:03.000]  不要將我們以為的必需
[00:14:03.000 --> 00:14:06.000]  是別人的奢侈品
[00:14:06.000 --> 00:14:08.000]  耶穌沒有這個應許
[00:14:08.000 --> 00:14:10.000]  原來你的標準
[00:14:10.000 --> 00:14:11.000]  你的生活的條件
[00:14:11.000 --> 00:14:12.000]  每天起床
[00:14:12.000 --> 00:14:14.000]  你的標準
[00:14:14.000 --> 00:14:15.000]  是要十二道菜
[00:14:15.000 --> 00:14:18.000]  才可以叫做早餐
[00:14:18.000 --> 00:14:19.000]  你就要留意
[00:14:19.000 --> 00:14:21.000]  耶穌從來沒有這麼應許
[00:14:21.000 --> 00:14:23.000]  耶穌應許的就是
[00:14:23.000 --> 00:14:24.000]  你的必需
[00:14:24.000 --> 00:14:27.000]  耶穌一定會看顧
[00:14:27.000 --> 00:14:28.000]  或者這一位的主
[00:14:28.000 --> 00:14:31.000]  必然會看顧
[00:14:31.000 --> 00:14:33.000]  這就是令我們可以不憂慮
[00:14:33.000 --> 00:14:36.000]  其中一個很重要的地方
[00:14:36.000 --> 00:14:37.000]  弟妹們
[00:14:37.000 --> 00:14:40.000]  有沒有為了神的緣故
[00:14:40.000 --> 00:14:44.000]  放下一些標準
[00:14:44.000 --> 00:14:45.000]  讓你自己能夠
[00:14:45.000 --> 00:14:48.000]  更加好地服侍呢?
[00:14:48.000 --> 00:14:52.000]  放下一些生活條件的優越
[00:14:52.000 --> 00:14:54.000]  甚至乎刻意地
[00:14:54.000 --> 00:14:58.000]  讓自己能夠貼近一些群眾
[00:14:58.000 --> 00:15:02.000]  使得不會有太大的格格不入
[00:15:02.000 --> 00:15:03.000]  這是我們基督徒
[00:15:03.000 --> 00:15:06.000]  因為三十三節
[00:15:06.000 --> 00:15:09.000]  先求神的國度
[00:15:09.000 --> 00:15:11.000]  和神的榮耀
[00:15:11.000 --> 00:15:13.000]  他說:這些東西
[00:15:13.000 --> 00:15:15.000]  上文三十二節所說的
[00:15:15.000 --> 00:15:19.000]  都要加給你們
[00:15:19.000 --> 00:15:20.000]  就是說
[00:15:20.000 --> 00:15:25.000]  神希望用你和我的人生智慧
[00:15:25.000 --> 00:15:28.000]  去祝福一些沒有的人
[00:15:28.000 --> 00:15:31.000]  一些有缺乏的人
[00:15:31.000 --> 00:15:32.000]  這是神正在用的
[00:15:32.000 --> 00:15:34.000]  在這個宇宙裏面
[00:15:34.000 --> 00:15:38.000]  其中一種很自然的方式
[00:15:38.000 --> 00:15:41.000]  就是幫助一些沒有的
[00:15:41.000 --> 00:15:44.000]  當然神可以直接去供應沒有的
[00:15:44.000 --> 00:15:48.000]  甚至乎行神跡去供應一些缺乏的
[00:15:48.000 --> 00:15:50.000]  絕對可以
[00:15:50.000 --> 00:15:51.000]  而且是舉手之勞
[00:15:51.000 --> 00:15:53.000]  完全沒有難度
[00:15:53.000 --> 00:15:56.000]  但是要我們一班
[00:15:56.000 --> 00:15:59.000]  屬神的兒女受感動
[00:15:59.000 --> 00:16:02.000]  滿有耶穌的愛
[00:16:02.000 --> 00:16:03.000]  的惻隱憐憫
[00:16:03.000 --> 00:16:06.000]  第八章立即有兩個神跡
[00:16:06.000 --> 00:16:07.000]  有大麻風
[00:16:07.000 --> 00:16:09.000]  有鬼父
[00:16:09.000 --> 00:16:12.000]  立即耶穌就憐憫他們
[00:16:12.000 --> 00:16:16.000]  不斷在《馬太福音》出現憐憫這個字眼
[00:16:16.000 --> 00:16:18.000]  我們信主內
[00:16:18.000 --> 00:16:20.000]  請姐妹
[00:16:20.000 --> 00:16:23.000]  你的憐憫的心有沒有增強呢?
[00:16:23.000 --> 00:16:26.000]  有沒有看到別人的需要
[00:16:26.000 --> 00:16:29.000]  你的內心裏面就有一種觸動
[00:16:29.000 --> 00:16:31.000]  這樣的感覺
[00:16:31.000 --> 00:16:35.000]  然後付諸於行動的一個愛呢?
[00:16:35.000 --> 00:16:38.000]  基督徒很重要
[00:16:38.000 --> 00:16:42.000]  我們要帶我們的智慧來教會
[00:16:42.000 --> 00:16:44.000]  回到社會
[00:16:44.000 --> 00:16:47.000]  是你一個被神的聖靈
[00:16:47.000 --> 00:16:50.000]  真理更新的頭腦
[00:16:50.000 --> 00:16:52.000]  是滿有智慧的
[00:16:52.000 --> 00:16:55.000]  這個智慧不會只是獨善其身
[00:16:55.000 --> 00:16:58.000]  這個智慧是令到你有感動
[00:16:58.000 --> 00:17:00.000]  有行動的
[00:17:00.000 --> 00:17:03.000]  去回應社會的需要
[00:17:03.000 --> 00:17:05.000]  這就是主耶穌告訴我們
[00:17:05.000 --> 00:17:09.000]  叫我們不要學外邦人
[00:17:09.000 --> 00:17:12.000]  祂只為自己的需要
[00:17:12.000 --> 00:17:16.000]  來掛慮、籌謀
[00:17:16.000 --> 00:17:18.000]  基督徒的憂慮
[00:17:18.000 --> 00:17:21.000]  主耶穌也這樣說
[00:17:21.000 --> 00:17:24.000]  當我們去求神的國度
[00:17:24.000 --> 00:17:26.000]  和神的義
[00:17:26.000 --> 00:17:28.000]  這些東西就要加給我們
[00:17:28.000 --> 00:17:30.000]  34字也挺好笑的
[00:17:30.000 --> 00:17:34.000]  似乎耶穌在講下一段落之前
[00:17:34.000 --> 00:17:36.000]  祂也讚同
[00:17:36.000 --> 00:17:38.000]  今天的憂慮就夠了
[00:17:38.000 --> 00:17:40.000]  不要為明天憂慮
[00:17:40.000 --> 00:17:42.000]  因為明天自然有明天的憂慮
[00:17:42.000 --> 00:17:44.000]  似乎對門徒說
[00:17:44.000 --> 00:17:46.000]  是真的會有的
[00:17:46.000 --> 00:17:49.000]  因為當時是用口跟門徒說
[00:17:49.000 --> 00:17:51.000]  很多人聚集
[00:17:51.000 --> 00:17:53.000]  講到這一節的時候
[00:17:53.000 --> 00:17:55.000]  耶穌是怎樣的表情呢?
[00:17:55.000 --> 00:17:56.000]  真的很想知道一下
[00:17:56.000 --> 00:17:58.000]  有沒有YouTube拍片
[00:17:58.000 --> 00:18:00.000]  看看耶穌怎樣說
[00:18:00.000 --> 00:18:02.000]  真的有今天的憂慮
[00:18:02.000 --> 00:18:06.000]  意思也不是叫我們憂慮
[00:18:06.000 --> 00:18:08.000]  親愛的弟兄姊妹
[00:18:08.000 --> 00:18:10.000]  監牢的弟兄姊妹
[00:18:10.000 --> 00:18:13.000]  過一個不一樣的生活
[00:18:13.000 --> 00:18:15.000]  曾經有這樣的歷史記載
[00:18:15.000 --> 00:18:17.000]  我們看教會歷史
[00:18:17.000 --> 00:18:19.000]  在主後的第四世紀
[00:18:19.000 --> 00:18:21.000]  是大壁巴的時候
[00:18:21.000 --> 00:18:23.000]  接近完結的
[00:18:23.000 --> 00:18:25.000]  有一個皇帝羅馬
[00:18:25.000 --> 00:18:27.000]  叫Julian the Apostate
[00:18:27.000 --> 00:18:32.000]  一個叛變者的祖尼
[00:18:32.000 --> 00:18:34.000]  這個朱利亞的皇帝
[00:18:34.000 --> 00:18:37.000]  他說他鎮壓這些
[00:18:37.000 --> 00:18:39.000]  叫做加利利的
[00:18:39.000 --> 00:18:41.000]  當然是叫基督徒
[00:18:41.000 --> 00:18:43.000]  他根本不會說他們是基督徒
[00:18:43.000 --> 00:18:45.000]  不設叫他們基督徒
[00:18:45.000 --> 00:18:46.000]  說這些加利利人
[00:18:46.000 --> 00:18:48.000]  我們要鎮壓他們
[00:18:48.000 --> 00:18:49.000]  徹底失敗
[00:18:49.000 --> 00:18:50.000]  為什麼呢?
[00:18:50.000 --> 00:18:53.000]  原來這些加利利人
[00:18:53.000 --> 00:18:56.000]  在很大的困難的時候
