
[00:00:00.000 --> 00:00:03.280]  好,頂姐妹,新年快樂!
[00:02:44.160 --> 00:02:48.360]  我說這麼沉重這麼不容易
[00:02:48.360 --> 00:02:50.160]  為什麼我都會舉盼望
[00:02:50.160 --> 00:02:51.920]  而是我問自己的時候
[00:02:51.920 --> 00:02:53.520]  我很清楚
[00:02:53.520 --> 00:02:55.720]  因為每一個處境裡面
[00:02:55.720 --> 00:02:58.720]  我都想到上帝
[00:02:58.720 --> 00:03:01.880]  在這個話劇裡面的時候
[00:03:01.880 --> 00:03:04.040]  當差不多結束的時候
[00:03:04.040 --> 00:03:05.920]  我們目者說了一句話
[00:03:05.920 --> 00:03:08.200]  我覺得很震撼我
[00:03:08.200 --> 00:03:11.320]  他說我們的信仰
[00:03:11.320 --> 00:03:16.080]  給我們最大的寶貝是什麼呢
[00:03:16.080 --> 00:03:18.680]  就是有盼望
[00:03:18.680 --> 00:03:21.800]  而且是一個終極的盼望
[00:03:21.800 --> 00:03:23.480]  當今天跟大家分享這段經文的時候
[00:03:23.480 --> 00:03:24.960]  我不知道大家知不知道這段經文
[00:03:24.960 --> 00:03:27.320]  最經常出現在一個什麼場合
[00:03:27.320 --> 00:03:30.440]  大家知不知道
[00:03:30.440 --> 00:03:33.520]  是在安息禮拜
[00:03:33.520 --> 00:03:35.080]  很多時候就是當人離開了
[00:03:35.080 --> 00:03:36.680]  然後我們透過這段經文
[00:03:36.680 --> 00:03:38.200]  告訴你不用擔心
[00:03:38.200 --> 00:03:39.320]  因為你所愛的人
[00:03:39.320 --> 00:03:41.120]  現在去到一個地方
[00:03:41.120 --> 00:03:42.520]  是沒有眼淚的
[00:03:42.520 --> 00:03:44.440]  那個地方是沒有疼痛的
[00:03:44.440 --> 00:03:46.440]  那個地方是沒有疾病的
[00:03:46.440 --> 00:03:48.760]  我們這樣告訴他
[00:03:48.760 --> 00:03:52.760]  因為世人去看死亡就是絕望
[00:03:52.760 --> 00:03:55.320]  因為死亡一生都完結了
[00:03:55.320 --> 00:03:57.440]  我沒有回頭路
[00:03:57.440 --> 00:04:01.240]  但是接著我們的信仰就告訴他
[00:04:01.240 --> 00:04:02.600]  不是
[00:04:02.600 --> 00:04:05.040]  我們的信仰是很有盼望的
[00:04:05.040 --> 00:04:07.440]  因為人離開這個世界之後
[00:04:07.440 --> 00:04:09.360]  他所進入的並不是絕望
[00:04:09.360 --> 00:04:12.880]  他所要去的是一個很有盼望的地方
[00:04:12.880 --> 00:04:14.680]  這是我們一直在跟他們說的
[00:04:14.680 --> 00:04:15.840]  所以頂姐妹
[00:04:15.840 --> 00:04:16.840]  我想告訴大家
[00:04:16.840 --> 00:04:19.080]  當今天是1月1號
[00:04:19.080 --> 00:04:20.280]  昨晚是31號
[00:04:20.280 --> 00:04:23.080]  我不知道大家昨晚是怎樣慶祝
[00:04:23.080 --> 00:04:24.000]  在我年輕的時候
[00:04:24.000 --> 00:04:27.120]  我真的會去商場那些地方大叫
[00:04:27.120 --> 00:04:28.720]  1987年6月
[00:04:28.720 --> 00:04:30.120]  我都做過這些的
[00:04:30.120 --> 00:04:34.440]  但是昨晚我約了周公一起倒數
[00:04:34.440 --> 00:04:36.080]  你會發覺一件事
[00:04:36.080 --> 00:04:37.760]  我們都很慶祝
[00:04:37.760 --> 00:04:38.400]  慶祝什麼
[00:04:38.400 --> 00:04:41.480]  我都問慶祝什麼
[00:04:41.480 --> 00:04:44.040]  我覺得2022年最慶祝的就是
[00:04:44.040 --> 00:04:46.720]  我們還在生
[00:04:46.720 --> 00:04:49.320]  我們仍然有生命氣息
[00:04:49.320 --> 00:04:50.880]  但是在裡面的時候
[00:04:50.880 --> 00:04:51.920]  我覺得更加重要的
[00:04:51.920 --> 00:04:53.080]  不要停留在這裡
[00:04:53.080 --> 00:04:58.120]  而是我們要在神的當中看到盼望
[00:04:58.120 --> 00:04:59.720]  這段經文裡面就是
[00:04:59.720 --> 00:05:01.320]  如果大家知道
[00:05:01.320 --> 00:05:02.640]  背景是非常重要的
[00:05:02.640 --> 00:05:07.560]  是使徒約翰因為當時守住他的信仰
[00:05:07.560 --> 00:05:12.880]  所以被流放到一個地方叫做拔摩島
[00:05:12.880 --> 00:05:15.440]  大家去看流放就不要以為今天是旅行
[00:05:15.440 --> 00:05:18.160]  不要以為只是送到偏僻的地方
[00:05:18.160 --> 00:05:19.920]  我不知道大家喜不喜歡看韓劇
[00:05:19.920 --> 00:05:21.240]  如果喜歡看韓劇的時候
[00:05:21.240 --> 00:05:23.080]  你要看古代的韓劇
[00:05:23.080 --> 00:05:24.440]  他們很流放
[00:05:24.440 --> 00:05:26.320]  將大官員流放
[00:05:26.320 --> 00:05:29.680]  其實是很慘的一件事
[00:05:29.680 --> 00:05:31.520]  對於當時的以色列人來說
[00:05:31.520 --> 00:05:33.480]  對於他們那群十二門徒來說
[00:05:33.480 --> 00:05:36.360]  其實當時是一個很絕望的環境
[00:05:36.360 --> 00:05:39.360]  羅馬帝國那麼強大
[00:05:39.360 --> 00:05:41.800]  我們這群連國家都沒有的人
[00:05:41.800 --> 00:05:44.160]  我們還說什麼盼望
[00:05:44.160 --> 00:05:46.520]  現在我們被迫去到一個情況
[00:05:46.520 --> 00:05:48.520]  是我們已經被人流放了
[00:05:48.520 --> 00:05:50.000]  有人要死就死了
[00:05:50.000 --> 00:05:52.280]  有些人刀釘十字架就死了
[00:05:52.280 --> 00:05:55.360]  有些人就被出賣了
[00:05:55.360 --> 00:05:58.320]  整個環境是很絕望很灰暗的
[00:05:58.320 --> 00:06:00.960]  但是上帝竟然就在這個時間
[00:06:00.960 --> 00:06:07.520]  將啟示錄的異象給了約翰
[00:06:07.520 --> 00:06:10.520]  等於上帝的盼望往往就是
[00:06:10.520 --> 00:06:13.320]  在我們感受到最絕望的時候
[00:06:13.320 --> 00:06:14.920]  你是更加看到
[00:06:14.920 --> 00:06:17.400]  我們都很清楚一個例子
[00:06:17.400 --> 00:06:20.080]  就是一點光在黑暗的時間
[00:06:20.080 --> 00:06:23.240]  你就見到 是最光亮的
[00:06:23.240 --> 00:06:24.680]  你就會發覺原來
[00:06:24.680 --> 00:06:27.480]  我們在神裡面的時候
[00:06:27.480 --> 00:06:30.640]  上帝是直接的將盼望賜給我們
[00:06:30.640 --> 00:06:34.280]  在患難的當中賜給我們安慰
[00:06:34.280 --> 00:06:36.360]  你發覺整個啟示錄
[00:06:36.360 --> 00:06:38.760]  最奇妙的地方是什麼呢
[00:06:38.760 --> 00:06:41.520]  就是其實裡面說了很多災難
[00:06:41.520 --> 00:06:43.520]  但是基本上分了兩班人
[00:06:43.520 --> 00:06:44.920]  一班是屬於上帝的
[00:06:44.920 --> 00:06:46.800]  一班不屬於上帝的
[00:06:46.800 --> 00:06:48.400]  不屬於上帝的人
[00:06:48.400 --> 00:06:50.880]  其實他就會跟隨著魔鬼
[00:06:50.880 --> 00:06:53.680]  一起面對著一波接一波
[00:06:53.680 --> 00:06:56.240]  有史以來最可怕的大災難
[00:06:56.240 --> 00:06:59.240]  直至滅亡
[00:06:59.240 --> 00:07:02.240]  但是一班屬於神的人
[00:07:02.240 --> 00:07:03.880]  屬於耶穌的人
[00:07:03.880 --> 00:07:07.240]  卻是在這些情況之下
[00:07:07.240 --> 00:07:10.640]  竟然進入了一個新天新地
[00:07:10.640 --> 00:07:13.560]  上帝為他們預備的地方
[00:07:13.560 --> 00:07:20.080]  是完完全全充滿幸福的地方
[00:07:20.080 --> 00:07:21.240]  一聽到的時候
[00:07:21.240 --> 00:07:22.840]  我不知道大家有沒有這種感覺
[00:07:22.840 --> 00:07:27.440]  完完全全是一套電影
[00:07:27.440 --> 00:07:29.280]  所以有時候我們經常說
[00:07:29.280 --> 00:07:34.120]  這些是小朋友跟小朋友說的聖經
[00:07:34.120 --> 00:07:36.840]  只是哄騙人而已
[00:07:36.840 --> 00:07:38.840]  頂姐妹
[00:07:38.840 --> 00:07:39.960]  我不知道大家還記不記得
[00:07:39.960 --> 00:07:42.520]  有一套電影是2004年
[00:07:42.520 --> 00:07:46.280]  相隔今天差不多已經是18年的時間
[00:07:46.280 --> 00:07:49.720]  叫做明日之後
[00:07:49.720 --> 00:07:52.400]  那套電影大家還記得說什麼嗎
[00:07:52.400 --> 00:07:56.080]  其實是說有一個突然間的冷風
[00:07:56.080 --> 00:08:00.720]  非常強勁的冷風突然吹到美國的時間
[00:08:00.720 --> 00:08:03.800]  在很短的時間大降溫
[00:08:03.800 --> 00:08:05.960]  接著漫天風雪
[00:08:05.960 --> 00:08:09.760]  鋪滿了整個紐約市的自由神像
[00:08:09.760 --> 00:08:12.480]  只剩下頭和手
[00:08:12.480 --> 00:08:15.440]  接著有一幕有直升機去救援
[00:08:15.440 --> 00:08:16.880]  飛到半空的時間
[00:08:16.880 --> 00:08:19.080]  整架直升機突然結冰
[00:08:19.080 --> 00:08:20.320]  裡面的人結冰了
[00:08:20.320 --> 00:08:21.400]  然後墮機
[00:08:21.400 --> 00:08:25.400]  之後很多人死亡
[00:08:25.400 --> 00:08:27.760]  一聽就知道是電影
[00:08:27.760 --> 00:08:30.920]  這些是娛樂性的電影
[00:08:30.920 --> 00:08:31.680]  頂姐妹
[00:08:31.680 --> 00:08:34.320]  看到上星期的一件新聞嗎
[00:08:34.320 --> 00:08:39.680]  美國水牛城風暴
[00:08:39.680 --> 00:08:41.320]  大家有沒有看過裡面的內容
[00:08:41.320 --> 00:08:43.720]  知道是怎麼發生的嗎
[00:08:43.720 --> 00:08:45.400]  原來它的成因
[00:08:45.400 --> 00:08:48.680]  就是跟明日之後所說的成因
[00:08:48.680 --> 00:08:51.880]  是一模一樣的
[00:08:51.880 --> 00:08:56.720]  北極壓不住寒冷的風
[00:08:56.720 --> 00:08:58.160]  突然間吹襲
[00:08:58.160 --> 00:09:00.720]  突然間的天氣由10度一跌
[00:09:00.720 --> 00:09:05.200]  跌到零下50度
[00:09:05.200 --> 00:09:06.880]  頂姐妹有很多時候
[00:09:06.880 --> 00:09:11.120]  你當作是一件童話故事
[00:09:11.120 --> 00:09:13.000]  你當作只不過是一件
[00:09:13.000 --> 00:09:17.320]  我們跟小朋友說聖經故事
[00:09:17.320 --> 00:09:19.960]  但其實原來我想告訴大家
[00:09:19.960 --> 00:09:22.360]  有很多事情就在你身邊
[00:09:22.360 --> 00:09:26.240]  在你不在意的時候就發生了
[00:09:26.240 --> 00:09:27.880]  所以今天跟大家說這段經文
[00:09:27.880 --> 00:09:29.680]  其實內容一點都不複雜
[00:09:29.680 --> 00:09:37.120]  但問題在於你怎樣去相信上帝的話
[00:09:37.120 --> 00:09:38.600]  你是不是真的會相信
[00:09:38.600 --> 00:09:41.680]  上帝所說的這些話是重要的
[00:09:41.680 --> 00:09:42.880]  如果重要的話
[00:09:42.880 --> 00:09:44.680]  我們在2023年
[00:09:44.680 --> 00:09:48.560]  將會需要一些更新和改變
[00:09:48.560 --> 00:09:49.480]  這裡的經文一開始
[00:09:49.480 --> 00:09:51.200]  就是我見到一個新天新地
[00:09:51.200 --> 00:09:53.400]  因為先前的天地已經過去
[00:09:53.400 --> 00:09:55.920]  海也不再有了
[00:09:55.920 --> 00:09:58.320]  當這些大災難過去之後
[00:09:58.320 --> 00:09:59.920]  因為這裡已經去到21章
[00:09:59.920 --> 00:10:01.720]  大災難都已經過去了
[00:10:01.720 --> 00:10:04.320]  他們就見到有一個新天新地
[00:10:04.320 --> 00:10:05.840]  什麼叫新天新地呢
[00:10:05.840 --> 00:10:07.480]  就是他很強調的說
[00:10:07.480 --> 00:10:12.240]  舊的天地已經過去了
[00:10:12.240 --> 00:10:15.800]  原來什麼叫做盼望
[00:10:15.800 --> 00:10:20.560]  盼望就是原來舊的可以過去
[00:10:20.560 --> 00:10:23.200]  今天你所面對的苦難
[00:10:23.200 --> 00:10:24.960]  無論多重都好
[00:10:24.960 --> 00:10:28.400]  原來會過去的
[00:10:28.400 --> 00:10:31.960]  我們一起戴口罩都戴了三年了
[00:10:31.960 --> 00:10:33.720]  但大家心裡都很清楚
[00:10:33.720 --> 00:10:35.640]  大家都知道這個口罩
[00:10:35.640 --> 00:10:40.200]  遲早有一天會過去的
[00:10:40.200 --> 00:10:42.440]  我們今天所面對的很多困難
[00:10:42.440 --> 00:10:46.320]  很多苦難其實是會過去的
[00:10:46.320 --> 00:10:51.200]  其實這個就是給我們盼望很重要的出路
[00:10:51.200 --> 00:10:54.080]  上帝不是要你困在今天的困難裡面
[00:10:54.080 --> 00:10:55.680]  你不是由早到晚只想著
[00:10:55.680 --> 00:10:58.480]  今天我們所面對的困難
[00:10:58.480 --> 00:11:00.000]  你這樣想的時候
[00:11:00.000 --> 00:11:03.000]  只會逼到你去跳樓
[00:11:03.000 --> 00:11:03.920]  但你要想的就是
[00:11:03.920 --> 00:11:04.440]  不是的
[00:11:04.440 --> 00:11:06.640]  原來在上帝的掌管下
[00:11:06.640 --> 00:11:10.280]  一切的事情都會過去的
[00:11:10.280 --> 00:11:14.920]  新天新地就是一切舊的都會過去
[00:11:14.920 --> 00:11:16.400]  而第二件事就是
[00:11:16.400 --> 00:11:22.320]  你會發覺舊的標準同樣都會過去
[00:11:22.320 --> 00:11:24.960]  今天在地上我們追求的價值觀
[00:11:24.960 --> 00:11:26.080]  各樣的東西
[00:11:26.080 --> 00:11:31.000]  其實是不再適用於這個新天新地
[00:11:31.000 --> 00:11:32.080]  我們經常都會問
[00:11:32.080 --> 00:11:33.800]  今天我們追求的是什麼
[00:11:33.800 --> 00:11:35.720]  什麼是今天值得去紀念
[00:11:35.720 --> 00:11:37.800]  值得去珍惜的
[00:11:37.800 --> 00:11:38.840]  我這樣說
[00:11:38.840 --> 00:11:42.120]  我並不是在說地上所有的東西都是沒有意義
[00:11:42.120 --> 00:11:44.320]  我不是這個意思
[00:11:44.320 --> 00:11:47.400]  因為你還沒死
[00:11:47.400 --> 00:11:48.520]  到你死的那天的時候
[00:11:48.520 --> 00:11:51.000]  的確所有的東西都沒有意思
[00:11:51.000 --> 00:11:53.120]  是不是
[00:11:53.120 --> 00:11:54.160]  但我的意思就是
[00:11:54.160 --> 00:11:55.640]  當你在追求的過程當中
[00:11:55.640 --> 00:12:01.080]  請你不要將這些成為了你的上帝
[00:12:01.080 --> 00:12:02.960]  你不要為了追求祂的時候
[00:12:02.960 --> 00:12:04.440]  將你一切所有的資源
[00:12:04.440 --> 00:12:07.320]  將你的心思全部放在裡面
[00:12:07.320 --> 00:12:09.600]  我不管你是賺錢也好
[00:12:09.600 --> 00:12:12.480]  你是賺自己的理想也好
[00:12:12.480 --> 00:12:16.760]  你是賺你追求的任何東西也好
[00:12:16.760 --> 00:12:17.440]  請你記得
[00:12:17.440 --> 00:12:21.800]  你不要將所有的東西完全放在當中
[00:12:21.800 --> 00:12:25.320]  因為這些東西會過去的
[00:12:25.320 --> 00:12:27.160]  將來的新天新地裡面
[00:12:27.160 --> 00:12:30.080]  不再需要這些東西
[00:12:30.080 --> 00:12:32.400]  你能夠早點去醒覺的時候
[00:12:32.400 --> 00:12:37.040]  你就會懂得從神的角度去重新再看
[00:12:37.040 --> 00:12:43.160]  什麼將來帶入新天新地是有意義的
[00:12:43.160 --> 00:12:46.680]  我們今天在地上是一個過客
[00:12:46.680 --> 00:12:51.360]  我們最重要的是為未來去儲錢
[00:12:51.360 --> 00:12:53.920]  我們經常都有這種觀念
[00:12:53.920 --> 00:12:56.240]  弟兄姊妹我們儲了多少錢
[00:12:56.240 --> 00:13:01.640]  你在天上的帳戶裡有多少東西
[00:13:01.640 --> 00:13:03.480]  我們今天繼續的享受
[00:13:03.480 --> 00:13:05.320]  繼續的追求買到其他的東西
[00:13:05.320 --> 00:13:09.120]  是不是代表著我們能夠在未來
[00:13:09.120 --> 00:13:13.800]  我們進入神的角度裡面就會很開心
[00:13:13.800 --> 00:13:17.080]  我經常和大家說這個玩笑
[00:13:17.080 --> 00:13:18.800]  聖經裡面所形容的就是未來
[00:13:18.800 --> 00:13:21.120]  就是在天上和上帝天天唱歌
[00:13:21.120 --> 00:13:23.440]  你練好你的歌聲來
[00:13:23.440 --> 00:13:24.400]  你都不喜歡唱歌的時候
[00:13:24.400 --> 00:13:27.240]  你上去會不會悶死你
[00:13:27.240 --> 00:13:30.720]  你都不享受在地上和上帝敬拜的時間
[00:13:30.720 --> 00:13:33.320]  將來有一天叫你由早到晚對著上帝
[00:13:33.320 --> 00:13:36.560]  你還不死嗎
[00:13:36.560 --> 00:13:39.200]  所以弟兄姊妹我們準備好了沒有
[00:13:39.200 --> 00:13:40.320]  我們有沒有準備好
[00:13:40.320 --> 00:13:43.760]  我們在未來去迎接這個新天新地
[00:13:43.760 --> 00:13:47.840]  另外一個很特別的海也不再有年
[00:13:47.840 --> 00:13:50.320]  雖然這裡有很多爭論
[00:13:50.320 --> 00:13:52.840]  但起碼在我自己所學的裡面
[00:13:52.840 --> 00:13:57.720]  海的其中一個解釋就是邪惡
[00:13:57.720 --> 00:14:02.720]  他說新天新地裡面是不會再有邪惡的了
[00:14:02.720 --> 00:14:04.280]  邪惡不再存在了
[00:14:04.280 --> 00:14:07.920]  是一個完完全全潔淨的地方
[00:14:07.920 --> 00:14:10.040]  弟兄姊妹什麼叫做盼望
[00:14:10.040 --> 00:14:15.880]  無論你今天面對著一個怎樣的邪惡
[00:14:15.880 --> 00:14:18.520]  無論是環境無論是人無論是政權
[00:14:18.520 --> 00:14:20.480]  無論是任何東西都好
[00:14:20.480 --> 00:14:22.360]  如果你覺得那些是邪惡的話
[00:14:22.360 --> 00:14:23.680]  你放心吧
[00:14:23.680 --> 00:14:26.520]  有一天上帝的角度回來的時候
[00:14:26.520 --> 00:14:31.240]  這些東西不再存在了
[00:14:31.240 --> 00:14:33.920]  為什麼要和大家分享這些東西
[00:14:33.920 --> 00:14:38.960]  因為這些東西很多時候都牢籠著我們的心
[00:14:38.960 --> 00:14:42.600]  我們被這些東西綁得很緊
[00:14:42.600 --> 00:14:45.640]  我們把很多在世界上的價值觀
[00:14:45.640 --> 00:14:50.440]  以為是一個不可破滅的價值觀
[00:14:50.440 --> 00:14:52.000]  我們把它抓得很緊
[00:14:52.000 --> 00:14:53.720]  放不下手
[00:14:53.720 --> 00:14:55.280]  弟兄姊妹請你記得
[00:14:55.280 --> 00:14:57.800]  你今天你手不手抓住所有的東西
[00:14:57.800 --> 00:15:00.480]  有一天都會過去的
[00:15:00.480 --> 00:15:05.480]  是不是值得我們要花這麼多時間去抓住它
[00:15:05.480 --> 00:15:09.080]  其實每一天過去了就是過去了
[00:15:09.080 --> 00:15:12.840]  每一天明天都是新的
[00:15:12.840 --> 00:15:14.320]  所以我不知道大家有沒有這個習慣
[00:15:14.320 --> 00:15:16.640]  除了早上很趕急去起床
[00:15:16.640 --> 00:15:19.400]  梳洗上班之外
[00:15:19.400 --> 00:15:21.200]  當你每一天睜開眼睛的第一步
[00:15:21.200 --> 00:15:23.040]  你有沒有給自己一點時間感謝神
[00:15:23.040 --> 00:15:26.880]  我還有生命可以繼續下去
[00:15:26.880 --> 00:15:27.920]  大家有沒有想過
[00:15:27.920 --> 00:15:30.680]  睡完之後第二天就起不了床
[00:15:30.680 --> 00:15:33.120]  我這樣說不是灰心
[00:15:33.120 --> 00:15:38.960]  我是想說我們的人生本就是如此
[00:15:38.960 --> 00:15:40.680]  第二件很有趣的事情就是
[00:15:40.680 --> 00:15:43.560]  我又看見聖神耶路撒冷
[00:15:43.560 --> 00:15:46.280]  由神那裡從天而降準備好了
[00:15:46.280 --> 00:15:50.720]  就如辛苦裝飾整齊等候丈夫
[00:15:50.720 --> 00:15:52.160]  很有趣的地方就是
[00:15:52.160 --> 00:15:54.880]  當時其實對於一群亡國的人
[00:15:54.880 --> 00:15:58.040]  耶路撒冷的重生再有
[00:15:58.040 --> 00:16:00.880]  對他們來說是很重要的
[00:16:00.880 --> 00:16:03.400]  因為這是他們的盼望
[00:16:03.400 --> 00:16:07.240]  而這時候上帝也是按照他們的需要
[00:16:07.240 --> 00:16:09.960]  告訴他們新的耶路撒冷來了
[00:16:09.960 --> 00:16:11.800]  那裡代表著和上帝的關係
[00:16:11.800 --> 00:16:13.920]  代表著舊恩
[00:16:13.920 --> 00:16:15.520]  這是他們亡國的人
[00:16:15.520 --> 00:16:20.720]  一群人很希望回復當年的光輝歲月
[00:16:20.720 --> 00:16:22.080]  但是特別的地方
[00:16:22.080 --> 00:16:22.960]  他用了一個例子
[00:16:22.960 --> 00:16:29.760]  就好像一個新娘預備好了迎接丈夫
[00:16:29.760 --> 00:16:33.760]  這才是特別的地方
[00:16:33.760 --> 00:16:34.760]  弟兄姊妹
[00:16:34.760 --> 00:16:37.520]  當今天我們說等候上帝的盼望
[00:16:37.520 --> 00:16:39.360]  等候祂的末後這個時間
[00:16:39.360 --> 00:16:42.280]  你用什麼態度去等待
[00:16:42.280 --> 00:16:44.160]  你興不興奮
[00:16:44.160 --> 00:16:48.360]  你想不想上帝的國早日回來
[00:16:48.360 --> 00:16:52.160]  其實在這個世代當中我有點擔心
[00:16:52.160 --> 00:16:53.880]  當我和弟兄姊妹說的時候
[00:16:53.880 --> 00:16:57.360]  究竟是Hallelujah感謝神的國回來
[00:16:57.360 --> 00:17:00.640]  還是上帝不要住了
[00:17:00.640 --> 00:17:05.840]  我還沒玩夠
[00:17:05.840 --> 00:17:07.560]  你知道在這個時代
[00:17:07.560 --> 00:17:09.560]  我們要儲一筆首期也不容易
[00:17:09.560 --> 00:17:10.960]  如果沒有父母幫忙
[00:17:10.960 --> 00:17:13.320]  自己要儲一筆首期也不容易
[00:17:13.320 --> 00:17:14.640]  很辛苦
[00:17:14.640 --> 00:17:16.960]  每天餐餐捱麵包
[00:17:16.960 --> 00:17:18.400]  到你儲一筆首期
[00:17:18.400 --> 00:17:19.560]  明天就去交訂
[00:17:19.560 --> 00:17:21.920]  然後主耶穌說我今天就回來了
[00:17:21.920 --> 00:17:25.360]  那我之前在做什麼
[00:17:25.360 --> 00:17:31.360]  究竟我們心裡哪一樣是我們渴望的
[00:17:31.360 --> 00:17:33.760]  什麼叫上帝比一切都重要
[00:17:33.760 --> 00:17:36.480]  就在這裡看到
[00:17:36.480 --> 00:17:38.720]  我們今天有沒有一個新娘
[00:17:38.720 --> 00:17:40.000]  你記住這個新娘是什麼
[00:17:40.000 --> 00:17:45.280]  我渴望期盼著一份幸福
[00:17:45.280 --> 00:17:48.560]  能夠來到我們當中
[00:17:48.560 --> 00:17:52.080]  今天這個世代裡面同樣
[00:17:52.080 --> 00:17:56.800]  基督教永遠都會和你說一些最老土的價值觀
[00:17:56.800 --> 00:18:00.080]  到今天我仍然都會和年輕人斬釘截鐵
[00:18:00.080 --> 00:18:01.600]  聖經裡面就告訴你
[00:18:01.600 --> 00:18:04.000]  不要有分散性行為
[00:18:04.000 --> 00:18:06.800]  不要同居
[00:18:06.800 --> 00:18:08.840]  為什麼
[00:18:08.840 --> 00:18:11.520]  因為上帝就是想告訴我們
[00:18:11.520 --> 00:18:13.640]  有很多東西是很珍貴的
[00:18:13.640 --> 00:18:16.960]  很值得我們期待的
[00:18:16.960 --> 00:18:19.360]  你想想有些人用今天的價值觀
[00:18:19.360 --> 00:18:20.560]  我們同居
[00:18:20.560 --> 00:18:22.000]  然後時間很好
[00:18:22.000 --> 00:18:22.800]  試婚
[00:18:22.800 --> 00:18:24.360]  試試行不行
[00:18:24.360 --> 00:18:26.360]  不行就散了
[00:18:26.360 --> 00:18:27.640]  我想告訴大家
[00:18:27.640 --> 00:18:32.440]  所以今天的人在外面說這些話是正確的
[00:18:32.440 --> 00:18:34.640]  我們同居之後
[00:18:34.640 --> 00:18:36.080]  我們所有事情都做了
[00:18:36.080 --> 00:18:37.480]  只差那張紙
[00:18:37.480 --> 00:18:38.480]  我拿這張紙來做什麼
[00:18:38.480 --> 00:18:39.720]  綁手綁腳
[00:18:39.720 --> 00:18:40.440]  是不是
[00:18:40.440 --> 00:18:42.280]  不正確的到時
[00:18:42.280 --> 00:18:43.480]  一分就搞定了
[00:18:43.480 --> 00:18:45.760]  又不用離婚
[00:18:45.760 --> 00:18:47.680]  他們說是對的
[00:18:47.680 --> 00:18:51.480]  因為他們對於婚姻沒有期待
[00:18:51.480 --> 00:18:54.120]  他們對於人沒有信任
[00:18:54.120 --> 00:18:56.160]  他們純粹是覺得我悶
