
[00:00:00.000 --> 00:00:03.660]  財牧師在我們當中分享神的話語
[00:02:45.920 --> 00:02:48.920]  我們說到之前我們一起做一個祈禱
[00:02:48.920 --> 00:02:52.920]  求主賜恩讓我們在這個階段有信心
[00:02:52.920 --> 00:02:55.920]  能夠繼續貼近跟隨祢
[00:02:55.920 --> 00:02:59.920]  求祢賜恩讓我們在我們的信仰當中
[00:02:59.920 --> 00:03:04.920]  紮紮實實地成為一個跟隨祢的門徒
[00:03:04.920 --> 00:03:06.920]  學校祢的榜樣
[00:03:06.920 --> 00:03:08.920]  成為基督的樣式
[00:03:08.920 --> 00:03:10.920]  我們祈禱奉耶穌基督的名
[00:03:10.920 --> 00:03:12.920]  阿門
[00:03:12.920 --> 00:03:19.920]  教會定了一個很大的主題
[00:03:19.920 --> 00:03:22.920]  叫做「堅不離地的信仰」
[00:03:22.920 --> 00:03:27.920]  非常有時代感
[00:03:27.920 --> 00:03:30.920]  堅不離地
[00:03:30.920 --> 00:03:33.920]  或者怎樣去詮釋它
[00:03:33.920 --> 00:03:36.920]  或者用另外的語句來表達它
[00:03:36.920 --> 00:03:40.920]  或者可以說是一個很實事求是
[00:03:40.920 --> 00:03:44.920]  一個可以具有實踐性
[00:03:44.920 --> 00:03:46.920]  即是可以做得到
[00:03:46.920 --> 00:03:50.920]  或者可以說具有實現性
[00:03:50.920 --> 00:03:52.920]  即是它不是只有說的
[00:03:52.920 --> 00:03:54.920]  不是只說的
[00:03:54.920 --> 00:03:57.920]  它是能夠操作的
[00:03:57.920 --> 00:03:59.920]  能夠實踐的
[00:03:59.920 --> 00:04:01.920]  能夠實現的
[00:04:01.920 --> 00:04:06.920]  我們這樣理解的時候
[00:04:06.920 --> 00:04:12.920]  我們會更加捕捉到堅不離地
[00:04:12.920 --> 00:04:15.920]  甚麼是堅不離地呢?
[00:04:15.920 --> 00:04:17.920]  關於愛這個題目
[00:04:17.920 --> 00:04:20.920]  我想基督教已經說了很多
[00:04:20.920 --> 00:04:23.920]  我們一定不會陌生
[00:04:23.920 --> 00:04:25.920]  但我們會問
[00:04:25.920 --> 00:04:27.920]  是否我們說得很多
[00:04:27.920 --> 00:04:30.920]  但我們的經驗不是那麼多
[00:04:30.920 --> 00:04:32.920]  好像有一個差距
[00:04:32.920 --> 00:04:34.920]  即是說是很多
[00:04:34.920 --> 00:04:36.920]  很時常說的
[00:04:36.920 --> 00:04:39.920]  但我們的經驗總是
[00:04:39.920 --> 00:04:42.920]  是有些貧乏
[00:04:42.920 --> 00:04:46.920]  這是值得我們思想的
[00:04:46.920 --> 00:04:50.920]  亦是我們要承認的事實
[00:04:50.920 --> 00:04:54.920]  要不離地
[00:04:54.920 --> 00:04:56.920]  要實踐
[00:04:56.920 --> 00:04:59.920]  要實現愛
[00:04:59.920 --> 00:05:03.920]  要將愛成為一個可以經驗
[00:05:03.920 --> 00:05:05.920]  可以實現得到的
[00:05:05.920 --> 00:05:07.920]  怎樣去做呢?
[00:05:07.920 --> 00:05:11.920]  或者有甚麼我們要注意的呢?
[00:05:11.920 --> 00:05:13.920]  要把握的呢?
[00:05:13.920 --> 00:05:20.920]  我相信多數人都知道煮飯是怎樣
[00:05:20.920 --> 00:05:22.920]  或者煮菜是怎樣
[00:05:22.920 --> 00:05:24.920]  我剛才參觀了你們的烹飪房
[00:05:24.920 --> 00:05:26.920]  很羨慕
[00:05:26.920 --> 00:05:28.920]  我現在都要煮飯的
[00:05:28.920 --> 00:05:30.920]  我請了一個工人回來
[00:05:30.920 --> 00:05:32.920]  原來工人剛到
[00:05:32.920 --> 00:05:34.920]  原來他不會煮
[00:05:34.920 --> 00:05:35.920]  真慘
[00:05:35.920 --> 00:05:37.920]  現在我變成一家之煮
[00:05:37.920 --> 00:05:38.920]  煮飯的煮
[00:05:38.920 --> 00:05:40.920]  因為我太太要照顧孫子
[00:05:40.920 --> 00:05:44.920]  所以晚餐就要交給我
[00:05:44.920 --> 00:05:46.920]  我也懂一點
[00:05:46.920 --> 00:05:49.920]  但現在接觸的機會多了
[00:05:49.920 --> 00:05:53.920]  大家都會煮菜
[00:05:53.920 --> 00:05:55.920]  你要煮一件事
[00:05:55.920 --> 00:05:57.920]  有甚麼條件呢?
[00:05:57.920 --> 00:05:59.920]  第一,你當然要有食材
[00:05:59.920 --> 00:06:01.920]  有材料才可以
[00:06:01.920 --> 00:06:04.920]  材料好,你才能做到好的菜
[00:06:04.920 --> 00:06:07.920]  所以食材是第一
[00:06:07.920 --> 00:06:09.920]  只食材就不夠
[00:06:09.920 --> 00:06:11.920]  難道你買回來就放進口裏嗎?
[00:06:11.920 --> 00:06:14.920]  你就要有一個工具
[00:06:14.920 --> 00:06:17.920]  有鍋、有鍋、有爐
[00:06:17.920 --> 00:06:19.920]  你才能煮
[00:06:19.920 --> 00:06:21.920]  這個不能缺少工具
[00:06:21.920 --> 00:06:26.920]  第三,你要有一個方法去煮
[00:06:26.920 --> 00:06:28.920]  煮每一樣東西
[00:06:28.920 --> 00:06:30.920]  工人問我怎樣煮
[00:06:30.920 --> 00:06:31.920]  他又抄下來
[00:06:31.920 --> 00:06:33.920]  我說很難抄
[00:06:33.920 --> 00:06:36.920]  因為有很多變化
[00:06:36.920 --> 00:06:41.920]  切一條蔥也有不同的切法
[00:06:41.920 --> 00:06:43.920]  每一樣食材
[00:06:43.920 --> 00:06:46.920]  有很多方法去做
[00:06:46.920 --> 00:06:51.920]  之後你要熟練方法和技巧
[00:06:51.920 --> 00:06:57.920]  你才能將一碟可以吃的菜放出來
[00:06:57.920 --> 00:07:00.920]  開飯吧,大家很開心地吃
[00:07:00.920 --> 00:07:02.920]  所以有幾個條件
[00:07:02.920 --> 00:07:06.920]  不是你想或看了烹飪書就懂
[00:07:06.920 --> 00:07:08.920]  你需要有食材
[00:07:08.920 --> 00:07:10.920]  你需要有適合的器具
[00:07:10.920 --> 00:07:13.920]  你需要有方法,你需要有技術
[00:07:13.920 --> 00:07:17.920]  所以當我們說愛的時候
[00:07:17.920 --> 00:07:21.920]  我們說,說它不會出現
[00:07:21.920 --> 00:07:25.920]  你還需要有很實在的
[00:07:25.920 --> 00:07:27.920]  能夠讓愛出現的
[00:07:27.920 --> 00:07:29.920]  這是甚麼呢?
[00:07:29.920 --> 00:07:32.920]  我今天說的經文只有一句,大家都很熟悉
[00:07:32.920 --> 00:07:36.920]  就是「如今常傳的有信有望有愛
[00:07:36.920 --> 00:07:41.920]  這三樣其中最大的是愛」
[00:07:41.920 --> 00:07:45.920]  這是本來在哥倫多前書十三章結句的時候說的
[00:07:45.920 --> 00:07:49.920]  也是最關鍵的一句話
[00:07:49.920 --> 00:07:55.920]  我今天的題目是「如火的愛」
[00:07:55.920 --> 00:08:01.920]  我們時常都用「火」和「愛」作一個形容
[00:08:01.920 --> 00:08:03.920]  林子祥有一首歌很出名的
[00:08:03.920 --> 00:08:05.920]  叫做「愛到發燒」
[00:08:05.920 --> 00:08:07.920]  大家可能都認識
[00:08:07.920 --> 00:08:09.920]  我見到有些不是太年輕的
[00:08:09.920 --> 00:08:11.920]  很年輕的可能不認識
[00:08:11.920 --> 00:08:13.920]  很出名的
[00:08:13.920 --> 00:08:15.920]  你應該回去聽聽,是一首好歌
[00:08:15.920 --> 00:08:17.920]  「愛到發燒」
[00:08:17.920 --> 00:08:20.920]  你會否想一想
[00:08:20.920 --> 00:08:23.920]  為甚麼不用「愛到結冰」呢?
[00:08:23.920 --> 00:08:25.920]  有沒有人這樣用的?
[00:08:25.920 --> 00:08:27.920]  其實「結冰」都不錯的
[00:08:27.920 --> 00:08:29.920]  第一,保鮮
[00:08:29.920 --> 00:08:31.920]  你把東西放進冰箱裡,它就不會變壞
[00:08:31.920 --> 00:08:33.920]  第二,如果你有資料
[00:08:33.920 --> 00:08:35.920]  你放進冰箱裡,東西會連在一起
[00:08:35.920 --> 00:08:37.920]  會黏在一起
[00:08:37.920 --> 00:08:40.920]  所以用「愛到結冰」其實都很貼題的
[00:08:40.920 --> 00:08:43.920]  兩個人黏在一起又不會變
[00:08:43.920 --> 00:08:45.920]  但我們不會這樣用的
[00:08:45.920 --> 00:08:48.920]  我們會說「如火的愛」
[00:08:48.920 --> 00:08:50.920]  有沒有人說「如水的愛」呢?
[00:08:50.920 --> 00:08:53.920]  水都很重要,水滋養生命的
[00:08:53.920 --> 00:08:55.920]  是不是?
[00:08:55.920 --> 00:08:57.920]  水是一個很重要的東西
[00:08:57.920 --> 00:08:59.920]  但我們不會這樣用的
[00:08:59.920 --> 00:09:03.920]  我們很自然地在文字上的形容
[00:09:03.920 --> 00:09:05.920]  有它的原因在這裡
[00:09:05.920 --> 00:09:08.920]  我們說「如火的愛」
[00:09:08.920 --> 00:09:12.920]  因為用冰來形容
[00:09:12.920 --> 00:09:15.920]  雖然它會保鮮,會黏在一起
[00:09:15.920 --> 00:09:19.920]  但它是向內的,是收縮的
[00:09:19.920 --> 00:09:22.920]  它是靜態的,它不會動的
[00:09:22.920 --> 00:09:24.920]  「火」又不同
[00:09:24.920 --> 00:09:29.920]  「火」是動態的,是擴張的
[00:09:29.920 --> 00:09:31.920]  是有能量的
[00:09:31.920 --> 00:09:34.920]  所以兩者選擇裡面
[00:09:34.920 --> 00:09:39.920]  它的識絕性是更加清晰
[00:09:39.920 --> 00:09:42.920]  所以我們選擇了這個
[00:09:42.920 --> 00:09:45.920]  今天我嘗試用物理世界的「火」
[00:09:45.920 --> 00:09:48.920]  或者「燒」這個條件
[00:09:48.920 --> 00:09:54.920]  和非物理世界的「愛」做一個比對
[00:09:54.920 --> 00:09:59.920]  大家可以深刻地去思考
[00:09:59.920 --> 00:10:02.920]  將來看到「火」的時候
[00:10:02.920 --> 00:10:08.920]  可能就會想起和「愛」有關係
[00:10:08.920 --> 00:10:13.920]  有中學的物理知識就應該知道
[00:10:13.920 --> 00:10:14.920]  可能你不記得
[00:10:14.920 --> 00:10:18.920]  怎樣才可以「著火」呢?
[00:10:18.920 --> 00:10:20.920]  要有三個條件
[00:10:20.920 --> 00:10:24.920]  第一,要有東西給它「燒」
[00:10:24.920 --> 00:10:27.920]  一定要有東西給它「燒」
[00:10:27.920 --> 00:10:31.920]  就算燒氣,也要有氣給它「燒」
[00:10:31.920 --> 00:10:34.920]  即是有可燃的物料給它「燒」
[00:10:34.920 --> 00:10:38.920]  或者這些木,可以「燒」的東西
[00:10:38.920 --> 00:10:40.920]  這個很重要
[00:10:40.920 --> 00:10:44.920]  第一,要有物料給它「燒」
[00:10:44.920 --> 00:10:47.920]  有物料就會「燒」嗎?
[00:10:47.920 --> 00:10:49.920]  不一定的
[00:10:49.920 --> 00:10:51.920]  這裡有很多東西,為甚麼不會「燒」呢?
[00:10:51.920 --> 00:10:56.920]  第二,就要有溫度
[00:10:56.920 --> 00:10:59.920]  即是夠熱,去到它的燃點
[00:10:59.920 --> 00:11:02.920]  它就會「著火」的
[00:11:02.920 --> 00:11:06.920]  所以「火」是帶著一個燃點才會「著火」的
[00:11:06.920 --> 00:11:08.920]  所以你將溫度降低
[00:11:08.920 --> 00:11:10.920]  例如你淋些水
[00:11:10.920 --> 00:11:12.920]  或者你將溫度降低
[00:11:12.920 --> 00:11:15.920]  它低於它的燃點,它就會「熄火」的
[00:11:15.920 --> 00:11:19.920]  除了溫度之外,還有一樣東西
[00:11:19.920 --> 00:11:22.920]  就是空氣
[00:11:22.920 --> 00:11:26.920]  如果沒有空氣,又不會「著火」的
[00:11:26.920 --> 00:11:28.920]  所以在滅火工具裏面
[00:11:28.920 --> 00:11:30.920]  其中有一個就是用滅火氈
[00:11:30.920 --> 00:11:32.920]  一蓋熄它
[00:11:32.920 --> 00:11:35.920]  如果我們去酒樓的時候
[00:11:35.920 --> 00:11:39.920]  看到有人燒石蠟
[00:11:39.920 --> 00:11:42.920]  一蓋它,它就會「熄火」的
[00:11:42.920 --> 00:11:46.920]  原理就是將空氣隔絕後
[00:11:46.920 --> 00:11:48.920]  那些火就會「熄火」的
[00:11:48.920 --> 00:11:51.920]  即是說,要有火的發生
[00:11:51.920 --> 00:11:54.920]  它就需要有三個條件
[00:11:54.920 --> 00:11:56.920]  缺一不可
[00:11:56.920 --> 00:11:58.920]  物料
[00:11:58.920 --> 00:12:00.920]  溫度
[00:12:00.920 --> 00:12:02.920]  和空氣
[00:12:02.920 --> 00:12:04.920]  大家要明白
[00:12:04.920 --> 00:12:08.920]  你拿走任何東西,火就會「熄火」的
[00:12:08.920 --> 00:12:12.920]  所以現在有些城市建設
[00:12:12.920 --> 00:12:14.920]  有很多管道
[00:12:14.920 --> 00:12:16.920]  在地下走
[00:12:16.920 --> 00:12:20.920]  有些排水渠、電纜、訊號線
[00:12:20.920 --> 00:12:22.920]  在那裏走
[00:12:22.920 --> 00:12:25.920]  那些城市設計師、工程師就很煩惱
[00:12:25.920 --> 00:12:28.920]  如果漏電的時候,它一「著火」
[00:12:28.920 --> 00:12:30.920]  那怎麼救呢?
[00:12:30.920 --> 00:12:32.920]  那些運輸網絡
[00:12:32.920 --> 00:12:34.920]  現在是這樣做的
[00:12:34.920 --> 00:12:36.920]  那些新的城市
[00:12:36.920 --> 00:12:38.920]  他們就想到一個方法
[00:12:38.920 --> 00:12:40.920]  在每間間渠那裏
[00:12:40.920 --> 00:12:42.920]  他們有些活門
[00:12:42.920 --> 00:12:46.920]  誰知,感應到這裡的溫度高
[00:12:46.920 --> 00:12:48.920]  有火的時候
[00:12:48.920 --> 00:12:50.920]  馬上關掉那些活門
[00:12:50.920 --> 00:12:52.920]  不用用任何滅火方法
[00:12:52.920 --> 00:12:54.920]  沒有空氣
[00:12:54.920 --> 00:12:56.920]  那火就「熄火」了
[00:12:56.920 --> 00:12:59.920]  這是一個現代
[00:12:59.920 --> 00:13:03.920]  很先進的一種防火
[00:13:03.920 --> 00:13:06.920]  不需要用水、防火劑
[00:13:06.920 --> 00:13:08.920]  什麼都不用
[00:13:08.920 --> 00:13:10.920]  在後門的時候,馬上截掉空氣
[00:13:10.920 --> 00:13:12.920]  這樣就可以保障到
[00:13:12.920 --> 00:13:15.920]  那些火能否繼續燒
[00:13:15.920 --> 00:13:19.920]  國民黨前書13章13節說
[00:13:19.920 --> 00:13:23.920]  如今常傳的有信、有望、有愛
[00:13:23.920 --> 00:13:26.920]  如今常傳的
[00:13:26.920 --> 00:13:28.920]  保羅說
[00:13:28.920 --> 00:13:30.920]  它是必須的
[00:13:30.920 --> 00:13:32.920]  它是不可或缺的
[00:13:32.920 --> 00:13:34.920]  它是不會消失的
[00:13:34.920 --> 00:13:36.920]  這三樣東西
[00:13:36.920 --> 00:13:38.920]  它是很重要的
[00:13:38.920 --> 00:13:40.920]  它擺在這裏的
[00:13:40.920 --> 00:13:42.920]  這三樣東西
[00:13:42.920 --> 00:13:44.920]  這三樣
[00:13:44.920 --> 00:13:51.920]  它是並存的
[00:13:51.920 --> 00:13:53.920]  它是獨立的
[00:13:53.920 --> 00:13:57.920]  它是互不相關的
[00:13:57.920 --> 00:14:02.920]  還是互相牽連
[00:14:02.920 --> 00:14:06.920]  不可或缺的呢?
[00:14:06.920 --> 00:14:10.920]  信、望、愛
[00:14:10.920 --> 00:14:12.920]  這三樣東西
[00:14:12.920 --> 00:14:15.920]  可否抽開來使用呢?
[00:14:15.920 --> 00:14:17.920]  可不可以呢?
[00:14:17.920 --> 00:14:19.920]  我只有信,沒有望
[00:14:19.920 --> 00:14:21.920]  我只有望,沒有信和愛
[00:14:21.920 --> 00:14:24.920]  我有很多愛,但信心很差
[00:14:24.920 --> 00:14:26.920]  會否這樣呢?
[00:14:26.920 --> 00:14:28.920]  可不可以呢?
[00:14:28.920 --> 00:14:31.920]  大家有沒有想過這個問題?
[00:14:31.920 --> 00:14:35.920]  保羅說,現在常傳的有三樣東西
[00:14:35.920 --> 00:14:37.920]  這三樣東西
[00:14:37.920 --> 00:14:39.920]  它是什麼呢?
[00:14:39.920 --> 00:14:41.920]  和它們的關係是怎樣呢?
[00:14:41.920 --> 00:14:43.920]  我拿到一樣,沒有另一樣
[00:14:43.920 --> 00:14:45.920]  可不可以呢?
[00:14:45.920 --> 00:14:48.920]  今早我們在家裡吃早餐的時候
[00:14:48.920 --> 00:14:51.920]  平時我會沖咖啡
[00:14:51.920 --> 00:14:54.920]  今早太太突然說
[00:14:54.920 --> 00:14:57.920]  今天我喝三合一
[00:14:57.920 --> 00:15:00.920]  她說家裡有三合一
[00:15:00.920 --> 00:15:04.920]  於是她打一個包倒進去
[00:15:04.920 --> 00:15:06.920]  三合一是什麼呢?
[00:15:06.920 --> 00:15:11.920]  即是有茶、有奶和有糖
[00:15:11.920 --> 00:15:14.920]  這才叫做奶茶
[00:15:14.920 --> 00:15:18.920]  拿走一樣東西可不可以呢?
[00:15:18.920 --> 00:15:22.920]  拿走一樣東西就不是那樣東西
[00:15:22.920 --> 00:15:27.920]  如果你想奶茶,混合起來才是奶茶
[00:15:27.920 --> 00:15:32.920]  信、望、愛這三樣東西
[00:15:32.920 --> 00:15:36.920]  可否把它拆開呢?
[00:15:36.920 --> 00:15:42.920]  這是我們信仰上相當重要的形式
[00:15:42.920 --> 00:15:46.920]  保羅說這三樣東西都是常傳的
[00:15:46.920 --> 00:15:48.920]  但他又說了一句
[00:15:48.920 --> 00:15:52.920]  其中最大的是愛
[00:15:52.920 --> 00:15:56.920]  這真是令我們有些疑問
[00:15:56.920 --> 00:16:01.920]  究竟這三樣東西是否都是這麼高這麼大呢?
[00:16:01.920 --> 00:16:04.920]  因為保羅說最大的是愛
[00:16:04.920 --> 00:16:07.920]  即是信、望是比較相似的
[00:16:07.920 --> 00:16:09.920]  是否這樣理解呢?
[00:16:09.920 --> 00:16:11.920]  我們逐樣來說
[00:16:11.920 --> 00:16:13.920]  先說信
[00:16:13.920 --> 00:16:18.920]  信和物質有一個對比
[00:16:18.920 --> 00:16:22.920]  我們想到信的時候會有些抽象
[00:16:22.920 --> 00:16:24.920]  信心、信心
[00:16:24.920 --> 00:16:28.920]  信好像是向前望的
[00:16:28.920 --> 00:16:30.920]  但其實不是
[00:16:30.920 --> 00:16:33.920]  信不是向前望的
[00:16:33.920 --> 00:16:35.920]  信是什麼呢?
[00:16:35.920 --> 00:16:39.920]  信是指我們對一些已經存在的
[00:16:39.920 --> 00:16:42.920]  已經實實在在的
[00:16:42.920 --> 00:16:45.920]  有了一種把握
[00:16:45.920 --> 00:16:49.920]  信的基礎不是將來
[00:16:49.920 --> 00:16:50.920]  不是未來
[00:16:50.920 --> 00:16:54.920]  信的基礎是過去或現在
[00:16:54.920 --> 00:16:57.920]  我信你
[00:16:57.920 --> 00:16:59.920]  不是信你的將來
[00:16:59.920 --> 00:17:02.920]  是我對你的認識
[00:17:02.920 --> 00:17:04.920]  我知道你是怎樣
[00:17:04.920 --> 00:17:06.920]  我知道你是否可靠
[00:17:06.920 --> 00:17:07.920]  我知道你的能力
[00:17:07.920 --> 00:17:09.920]  我認識你
[00:17:09.920 --> 00:17:11.920]  所以我相信你
[00:17:11.920 --> 00:17:13.920]  你今天問我
[00:17:13.920 --> 00:17:16.920]  牧師可否幫我忙
[00:17:16.920 --> 00:17:19.920]  我忘記帶錢
[00:17:19.920 --> 00:17:22.920]  可否借幾千元給我
[00:17:22.920 --> 00:17:23.920]  我認識你
[00:17:23.920 --> 00:17:28.920]  我知道你是一個絕對不會
[00:17:28.920 --> 00:17:30.920]  拿了我幾千元後
[00:17:30.920 --> 00:17:32.920]  消失的人
[00:17:32.920 --> 00:17:33.920]  行行行沒問題
[00:17:33.920 --> 00:17:35.920]  立即下給你
[00:17:35.920 --> 00:17:37.920]  在街上見到的人
[00:17:37.920 --> 00:17:39.920]  先生,你這麼仁慈
[00:17:39.920 --> 00:17:40.920]  我忘記帶錢
[00:17:40.920 --> 00:17:42.920]  可否借幾千元給我
[00:17:42.920 --> 00:17:44.920]  我都不認識你
[00:17:44.920 --> 00:17:45.920]  未見過你
[00:17:45.920 --> 00:17:47.920]  你會這樣做嗎?
[00:17:47.920 --> 00:17:48.920]  不會吧?
[00:17:48.920 --> 00:17:54.920]  信的基礎是基於你對那件事的認識
[00:17:54.920 --> 00:17:56.920]  你知道
[00:17:56.920 --> 00:17:57.920]  你有把握
[00:17:57.920 --> 00:18:00.920]  所以你會相信你的家人
[00:18:00.920 --> 00:18:02.920]  你會相信你的朋友
[00:18:02.920 --> 00:18:04.920]  這是信的基礎
[00:18:04.920 --> 00:18:10.920]  因為信所以我們會做那些前瞻性的事
[00:18:10.920 --> 00:18:13.920]  但我們沒有這個基礎是不會有信的
[00:18:13.920 --> 00:18:15.920]  大家要清楚知道
[00:18:15.920 --> 00:18:18.920]  信是一回甚麼事
[00:18:18.920 --> 00:18:22.920]  信的基礎是那些已經成就了事實
[00:18:22.920 --> 00:18:25.920]  我們對事實的肯定
[00:18:25.920 --> 00:18:28.920]  你要接受別人的支票
[00:18:28.920 --> 00:18:30.920]  或者是一張期票
[00:18:30.920 --> 00:18:35.920]  你相信那張支票會兌現
[00:18:35.920 --> 00:18:40.920]  你就要當現金一樣保持住
[00:18:40.920 --> 00:18:43.920]  希伯來書十一章一節
[00:18:43.920 --> 00:18:47.920]  他說信就是對所盼望的事有把握
[00:18:47.920 --> 00:18:49.920]  拿住了
[00:18:49.920 --> 00:18:52.920]  對未見之事有確據
[00:18:52.920 --> 00:18:55.920]  你拿著一張收據
[00:18:55.920 --> 00:18:58.920]  拿著一張確據
[00:18:58.920 --> 00:18:59.920]  你相信
[00:18:59.920 --> 00:19:01.920]  就好像你去旅行
[00:19:01.920 --> 00:19:03.920]  你去旅行社報名
[00:19:03.920 --> 00:19:05.920]  說下個月出團
[00:19:05.920 --> 00:19:07.920]  你給了他錢
[00:19:07.920 --> 00:19:08.920]  拿著甚麼
[00:19:08.920 --> 00:19:10.920]  拿著一張收據
[00:19:10.920 --> 00:19:12.920]  那張收據
[00:19:12.920 --> 00:19:14.920]  你就可以跟人說
[00:19:14.920 --> 00:19:16.920]  我下個月去歐洲了
[00:19:16.920 --> 00:19:20.920]  是不是
[00:19:20.920 --> 00:19:22.920]  這個就是基礎
[00:19:22.920 --> 00:19:25.920]  信不是期望
[00:19:25.920 --> 00:19:29.920]  是實實在在的把握
[00:19:29.920 --> 00:19:31.920]  如果沒有事實的根據
[00:19:31.920 --> 00:19:33.920]  這個是迷信或者誤信
[00:19:33.920 --> 00:19:36.920]  是不會有結果的
[00:19:36.920 --> 00:19:39.920]  但如果有事實上的根據
[00:19:39.920 --> 00:19:43.920]  你不相信
[00:19:43.920 --> 00:19:48.920]  這個也不會有結果的
[00:19:48.920 --> 00:19:52.920]  又用同一個例子
[00:19:52.920 --> 00:19:59.920]  你好心想給你的朋友
[00:19:59.920 --> 00:20:01.920]  或者你家人一個驚喜
[00:20:01.920 --> 00:20:03.920]  於是你送了一份禮物給他
[00:20:03.920 --> 00:20:06.920]  幫他報了一個團
[00:20:06.920 --> 00:20:08.920]  何時去歐洲
[00:20:08.920 --> 00:20:10.920]  然後報了,給了錢
[00:20:10.920 --> 00:20:14.920]  你就拿一張收據給他
[00:20:14.920 --> 00:20:19.920]  我請你下個月去歐洲
[00:20:19.920 --> 00:20:22.920]  和你老婆一起去
[00:20:22.920 --> 00:20:24.920]  這麼好忍
[00:20:24.920 --> 00:20:26.920]  有沒有搞錯
[00:20:26.920 --> 00:20:29.920]  我真的不太相信
[00:20:29.920 --> 00:20:32.920]  拿了他的那張紙
[00:20:32.920 --> 00:20:34.920]  也扔了他
[00:20:34.920 --> 00:20:36.920]  行不行
[00:20:36.920 --> 00:20:37.920]  行的
[00:20:37.920 --> 00:20:41.920]  那件事就不會發生的
[00:20:41.920 --> 00:20:45.920]  你要能夠讓那件事
[00:20:45.920 --> 00:20:47.920]  那個已經發生的事實
[00:20:47.920 --> 00:20:50.920]  成為一個真真正正的
[00:20:50.920 --> 00:20:52.920]  你可以把握的
[00:20:52.920 --> 00:20:54.920]  過程當中
[00:20:54.920 --> 00:20:58.920]  是要有一個信心
[00:20:58.920 --> 00:21:00.920]  要清楚
[00:21:00.920 --> 00:21:02.920]  信心就是這樣
[00:21:02.920 --> 00:21:04.920]  我們經常說
[00:21:04.920 --> 00:21:06.920]  現在未來的經濟
[00:21:06.920 --> 00:21:08.920]  有些人說對美元的信心
[00:21:08.920 --> 00:21:11.920]  美國現在做了很多很多的動作
[00:21:11.920 --> 00:21:15.920]  其實除了實質之外
[00:21:15.920 --> 00:21:16.920]  我們要有信心
[00:21:16.920 --> 00:21:18.920]  信心又要建基於實質
[00:21:18.920 --> 00:21:20.920]  這有一個相互的關係
[00:21:20.920 --> 00:21:22.920]  這是很重要的
[00:21:22.920 --> 00:21:25.920]  一個騙子
[00:21:25.920 --> 00:21:28.920]  就會騙你
[00:21:28.920 --> 00:21:30.920]  把一些不可信的事
[00:21:30.920 --> 00:21:32.920]  告訴你很可信的
[00:21:32.920 --> 00:21:34.920]  於是你相信了之後
[00:21:34.920 --> 00:21:37.920]  你就會被他騙了
[00:21:37.920 --> 00:21:38.920]  但他也可以反過來
