
[00:00:00.000 --> 00:00:02.000]  現在宣導時間
[00:01:36.000 --> 00:01:39.000]  記住仍然很重要的
[00:01:39.000 --> 00:01:43.000]  只能夠有一個永恆不改變的福音
[00:01:43.000 --> 00:01:44.000]  信息
[00:01:44.000 --> 00:01:48.000]  就是耶穌基督降世拯救罪人
[00:01:48.000 --> 00:01:50.000]  但是用很不同的方式
[00:01:50.000 --> 00:01:54.000]  歷史歷代都會有不同的方式
[00:01:54.000 --> 00:01:58.000]  怎樣能夠將舊恩切合那個時代
[00:01:58.000 --> 00:01:59.000]  去講明白
[00:01:59.000 --> 00:02:01.000]  又會有不同的方式
[00:02:01.000 --> 00:02:03.000]  所以家恩那邊
[00:02:03.000 --> 00:02:04.000]  稍後如果有時間
[00:02:04.000 --> 00:02:06.000]  我會講得比較詳細
[00:02:06.000 --> 00:02:07.000]  我們有第一個階段
[00:02:07.000 --> 00:02:09.000]  在聖誕之前
[00:02:09.000 --> 00:02:12.000]  我們已經有一個硬件上
[00:02:12.000 --> 00:02:13.000]  很多的改善
[00:02:13.000 --> 00:02:15.000]  很多的優化
[00:02:15.000 --> 00:02:18.000]  邀請弟兄姊妹
[00:02:18.000 --> 00:02:20.000]  你多給一個星期
[00:02:20.000 --> 00:02:22.000]  因為我們編的那些耕期
[00:02:22.000 --> 00:02:24.000]  你穩定的就是
[00:02:24.000 --> 00:02:25.000]  你由二月份開始
[00:02:25.000 --> 00:02:27.000]  或者一月中都可以了
[00:02:27.000 --> 00:02:29.000]  你隨時辦公時間
[00:02:29.000 --> 00:02:30.000]  你過去家恩樓
[00:02:30.000 --> 00:02:32.000]  會有人接待你
[00:02:32.000 --> 00:02:34.000]  那裏會有休閒的地方
[00:02:34.000 --> 00:02:36.000]  有圖書閣
[00:02:36.000 --> 00:02:38.000]  有寧靜閣
[00:02:38.000 --> 00:02:40.000]  有祈禱室
[00:02:40.000 --> 00:02:42.000]  還有不同的設施配套
[00:02:42.000 --> 00:02:44.000]  我們會有高球的訓練場
[00:02:44.000 --> 00:02:46.000]  各樣的東西
[00:02:46.000 --> 00:02:48.000]  我們現在不是做營業
[00:02:48.000 --> 00:02:49.000]  做生意
[00:02:49.000 --> 00:02:50.000]  不是喔
[00:02:50.000 --> 00:02:52.000]  是用不同的方式
[00:02:52.000 --> 00:02:54.000]  去承載這個救恩
[00:02:54.000 --> 00:02:58.000]  讓人可以在神的家裏面
[00:02:58.000 --> 00:03:03.000]  得到他自己的生命的改變
[00:03:03.000 --> 00:03:05.000]  亦都是今早
[00:03:05.000 --> 00:03:07.000]  很想和大家來講
[00:03:07.000 --> 00:03:10.000]  這個題目
[00:03:10.000 --> 00:03:12.000]  是使徒保羅
[00:03:12.000 --> 00:03:18.000]  他引述詩篇116篇第十節的經文
[00:03:18.000 --> 00:03:22.000]  13節是四章的哥林多後書
[00:03:22.000 --> 00:03:27.000]  他在整個四章哥林多後書
[00:03:27.000 --> 00:03:29.000]  他講到
[00:03:29.000 --> 00:03:32.000]  我們既然蒙了憐憫
[00:03:32.000 --> 00:03:35.000]  得到這個積分
[00:03:35.000 --> 00:03:37.000]  就不喪膽
[00:03:37.000 --> 00:03:40.000]  以致將那些可恥的事
[00:03:40.000 --> 00:03:41.000]  丟棄
[00:03:41.000 --> 00:03:44.000]  來作神的僕人
[00:03:44.000 --> 00:03:46.000]  然後他一路列舉
[00:03:46.000 --> 00:03:47.000]  他有一些困難
[00:03:47.000 --> 00:03:50.000]  他有一些在侍奉裏面的困難
[00:03:50.000 --> 00:03:52.000]  不過強調的去到第七節
[00:03:52.000 --> 00:03:53.000]  就這樣講
[00:03:53.000 --> 00:03:57.000]  哥林多後書四章第七節
[00:03:57.000 --> 00:03:59.000]  新約的274頁
[00:03:59.000 --> 00:04:01.000]  大家聽一聽這段聖經
[00:04:01.000 --> 00:04:04.000]  一路去到第十二節
[00:04:04.000 --> 00:04:09.000]  我們有者寶貝放在雅氣裏
[00:04:09.000 --> 00:04:12.000]  為要顯明者莫大的能力
[00:04:12.000 --> 00:04:14.000]  是出於神
[00:04:14.000 --> 00:04:16.000]  相信一定肯定的就是
[00:04:16.000 --> 00:04:18.000]  他這個能夠為耶穌
[00:04:18.000 --> 00:04:21.000]  作見證的膽量能力
[00:04:21.000 --> 00:04:23.000]  不過他要強調
[00:04:23.000 --> 00:04:28.000]  不是出於我們天然的人
[00:04:28.000 --> 00:04:31.000]  有的膽量的能力
[00:04:31.000 --> 00:04:34.000]  這個莫大的能力是出於神
[00:04:34.000 --> 00:04:36.000]  不是出於我們
[00:04:36.000 --> 00:04:38.000]  我們處處的受困
[00:04:38.000 --> 00:04:40.000]  卻不被困住
[00:04:40.000 --> 00:04:42.000]  內心的困擾
[00:04:42.000 --> 00:04:44.000]  卻沒有絕望
[00:04:44.000 --> 00:04:45.000]  遭受迫害
[00:04:45.000 --> 00:04:47.000]  卻不被凋棄
[00:04:47.000 --> 00:04:49.000]  擊倒在地
[00:04:49.000 --> 00:04:51.000]  卻不致滅亡
[00:04:51.000 --> 00:04:54.000]  講了很多不同的場景
[00:04:54.000 --> 00:04:56.000]  不同的角度
[00:04:56.000 --> 00:04:58.000]  講他在侍奉裏面的困難
[00:04:58.000 --> 00:05:00.000]  但他要強調什麼
[00:05:00.000 --> 00:05:02.000]  我們在這個侍奉裏面
[00:05:02.000 --> 00:05:04.000]  我們有這個寶貝
[00:05:04.000 --> 00:05:06.000]  放在我們這個雅氣
[00:05:06.000 --> 00:05:08.000]  雅氣肯定就是這個個人
[00:05:08.000 --> 00:05:10.000]  寶羅和你和我
[00:05:10.000 --> 00:05:12.000]  的這個個人
[00:05:12.000 --> 00:05:13.000]  在我們有限的人生
[00:05:13.000 --> 00:05:15.000]  有限的年日裏面
[00:05:15.000 --> 00:05:17.000]  我們是雅氣
[00:05:17.000 --> 00:05:19.000]  但是你看不看到一件事
[00:05:19.000 --> 00:05:23.000]  有寶貝在雅氣裏面
[00:05:23.000 --> 00:05:27.000]  以致我們能夠有一個莫大的能力
[00:05:27.000 --> 00:05:30.000]  可以來到去為神作見證
[00:05:30.000 --> 00:05:31.000]  接著繼續講
[00:05:31.000 --> 00:05:35.000]  我們身上常帶著耶穌的死
[00:05:35.000 --> 00:05:39.000]  使到耶穌的生也在我們身上顯明
[00:05:39.000 --> 00:05:41.000]  因為我們這活著的人
[00:05:41.000 --> 00:05:46.000]  是常為耶穌被置於死地
[00:05:46.000 --> 00:05:48.000]  這裏要停一停
[00:05:48.000 --> 00:05:50.000]  耶穌的死
[00:05:50.000 --> 00:05:52.000]  在我們身上發動
[00:05:52.000 --> 00:05:55.000]  以致耶穌的生
[00:05:55.000 --> 00:05:58.000]  又在我們身上來彰顯
[00:05:58.000 --> 00:06:00.000]  帶來什麼後果呢?
[00:06:00.000 --> 00:06:01.000]  下面就說
[00:06:01.000 --> 00:06:02.000]  使到耶穌的生命
[00:06:02.000 --> 00:06:05.000]  在我們這必死的人身上顯明出來
[00:06:05.000 --> 00:06:07.000]  接著第十二節
[00:06:07.000 --> 00:06:09.000]  「這樣看來」
[00:06:09.000 --> 00:06:12.000]  什麼叫耶穌的死、耶穌的生呢?
[00:06:12.000 --> 00:06:17.000]  即是說保羅有一個決心
[00:06:17.000 --> 00:06:19.000]  或者未必用這個「立」字
[00:06:19.000 --> 00:06:22.000]  是一個很強烈的一個志向
[00:06:22.000 --> 00:06:25.000]  我要效法耶穌的死
[00:06:25.000 --> 00:06:27.000]  以致耶穌的生命
[00:06:27.000 --> 00:06:31.000]  就可以在我們這個雅氣彰顯出來
[00:06:31.000 --> 00:06:32.000]  彰顯出來有什麼後果呢?
[00:06:32.000 --> 00:06:33.000]  十二節就這樣說
[00:06:33.000 --> 00:06:35.000]  「這樣看來」
[00:06:35.000 --> 00:06:40.000]  「這樣看來」 死在我們身上運作或者發動
[00:06:40.000 --> 00:06:42.000]  留意這裏
[00:06:42.000 --> 00:06:43.000]  「做一切」
[00:06:43.000 --> 00:06:46.000]  「生卻在你們」
[00:06:46.000 --> 00:06:49.000]  當然是指當時的哥倫多教會
[00:06:49.000 --> 00:06:53.000]  「生卻在你們身上運作」
[00:06:53.000 --> 00:06:54.000]  接著保羅就說
[00:06:54.000 --> 00:06:57.000]  「但是我們既然有同一位靈而來的信心」
[00:06:57.000 --> 00:07:00.000]  「正如經常記著」
[00:07:00.000 --> 00:07:02.000]  「正如」
[00:07:02.000 --> 00:07:05.000]  保羅說我們既然有信心
[00:07:05.000 --> 00:07:07.000]  有什麼信心呢?
[00:07:07.000 --> 00:07:11.000]  就是耶穌可以在人的生命裏面改變
[00:07:11.000 --> 00:07:16.000]  只要我們擁抱、學校耶穌基督
[00:07:16.000 --> 00:07:19.000]  祂的死在我們的生命裏面
[00:07:19.000 --> 00:07:21.000]  那麼耶穌的生
[00:07:21.000 --> 00:07:25.000]  就可以在其他人的生命裏面發動
[00:07:25.000 --> 00:07:28.000]  我們既然有這個信心
[00:07:28.000 --> 00:07:30.000]  接著保羅停一停
[00:07:30.000 --> 00:07:32.000]  他引一節經文
[00:07:32.000 --> 00:07:38.000]  這節經文就記載在詩篇的116篇第十節
[00:07:38.000 --> 00:07:41.000]  那裏整篇的聖經
[00:07:41.000 --> 00:07:45.000]  有一節是大家很熟悉的
[00:07:45.000 --> 00:07:48.000]  保羅真是可圈可點
[00:07:48.000 --> 00:07:51.000]  他引這一節聖經
[00:07:51.000 --> 00:07:53.000]  那個聖經就是說
[00:07:53.000 --> 00:07:55.000]  「我們既然信」
[00:07:55.000 --> 00:07:59.000]  「所以如此說話」
[00:07:59.000 --> 00:08:01.000]  撇一撇詩篇116篇
[00:08:01.000 --> 00:08:04.000]  怕大家不是太熟悉的時候
[00:08:04.000 --> 00:08:06.000]  詩人在一至九節
[00:08:06.000 --> 00:08:09.000]  說了很多很多他的困難
[00:08:09.000 --> 00:08:11.000]  我很快地讀一讀給大家聽
[00:08:11.000 --> 00:08:12.000]  第八節
[00:08:12.000 --> 00:08:13.000]  前面我不讀了
[00:08:13.000 --> 00:08:15.000]  其實相類似的
[00:08:15.000 --> 00:08:18.000]  「主啊!祢救我的命脫離死亡」
[00:08:18.000 --> 00:08:20.000]  「使我的眼不再流淚」
[00:08:20.000 --> 00:08:22.000]  「使我的腳不自跌倒」
[00:08:22.000 --> 00:08:24.000]  「我行在耶和華面前」
[00:08:24.000 --> 00:08:26.000]  「走在活人之地」
[00:08:26.000 --> 00:08:28.000]  接著第十節
[00:08:28.000 --> 00:08:33.000]  「我因信所以如此說話」
[00:08:33.000 --> 00:08:35.000]  舊的話本這樣翻譯
[00:08:35.000 --> 00:08:36.000]  新的修訂版就說
[00:08:36.000 --> 00:08:38.000]  「我信儘管我說」
[00:08:38.000 --> 00:08:40.000]  「我受了極大的困苦」
[00:08:40.000 --> 00:08:41.000]  接著十一節
[00:08:41.000 --> 00:08:43.000]  「我曾經驚惶地說」
[00:08:43.000 --> 00:08:45.000]  「人都是虛荒的」
[00:08:45.000 --> 00:08:47.000]  意思是什麼呢?
[00:08:47.000 --> 00:08:51.000]  詩人他面對很多很多的困難
[00:08:51.000 --> 00:08:54.000]  不過他又有一個很強烈的信心
[00:08:54.000 --> 00:08:57.000]  他說「我因信」
[00:08:57.000 --> 00:09:00.000]  「所以如此說話」
[00:09:00.000 --> 00:09:02.000]  意思就是說
[00:09:02.000 --> 00:09:06.000]  我就是因為認定神在我的生命裏
[00:09:06.000 --> 00:09:10.000]  祂不會改變的對我的幫助
[00:09:10.000 --> 00:09:12.000]  所以我要有一個這樣的立字
[00:09:12.000 --> 00:09:14.000]  有一個這樣的立約
[00:09:14.000 --> 00:09:15.000]  是什麼立約呢?
[00:09:15.000 --> 00:09:19.000]  就是十二、十三節
[00:09:19.000 --> 00:09:22.000]  「耶和華向我賞賜的一切的厚恩」
[00:09:22.000 --> 00:09:25.000]  「我拿什麼來報答呢?」
[00:09:25.000 --> 00:09:26.000]  舊的和諧本就是說
[00:09:26.000 --> 00:09:29.000]  「我拿什麼來報答神」
[00:09:29.000 --> 00:09:31.000]  「在我生命裏一切的恩惠呢?」
[00:09:31.000 --> 00:09:33.000]  十三節大家就熟悉了
[00:09:33.000 --> 00:09:37.000]  「我要舉起舊恩的杯」
[00:09:37.000 --> 00:09:40.000]  「去稱揚耶和華」
[00:09:40.000 --> 00:09:42.000]  「在我生命裏一切的恩惠」
[00:09:42.000 --> 00:09:46.000]  而且十四節不單止是這樣
[00:09:46.000 --> 00:09:49.000]  「我還要在全民的面前」
[00:09:49.000 --> 00:09:55.000]  「來還我所許的願」
[00:09:55.000 --> 00:09:58.000]  這一節聖經第十節
[00:09:58.000 --> 00:10:00.000]  就是使徒保羅來到去
[00:10:00.000 --> 00:10:02.000]  當他講述
[00:10:02.000 --> 00:10:06.000]  在侍奉裏面經歷莫大的能力
[00:10:06.000 --> 00:10:12.000]  他感受到有寶貝在他的雅氣裏面
[00:10:12.000 --> 00:10:14.000]  彰顯一份的大能
[00:10:14.000 --> 00:10:15.000]  然後他說
[00:10:15.000 --> 00:10:17.000]  我們既然有這個信心
[00:10:17.000 --> 00:10:19.000]  然後他停一停
[00:10:19.000 --> 00:10:22.000]  他很想哥倫多教會的弟兄姊妹
[00:10:22.000 --> 00:10:23.000]  都知道
[00:10:23.000 --> 00:10:25.000]  其實他的信心
[00:10:25.000 --> 00:10:27.000]  和古代的先賢
[00:10:27.000 --> 00:10:32.000]  在聖經裏面記載的先賢先聖
[00:10:32.000 --> 00:10:34.000]  這些有信心的群體
[00:10:34.000 --> 00:10:38.000]  保羅都是其中一個延續的一份子
[00:10:38.000 --> 00:10:40.000]  當然更加具體的就是
[00:10:40.000 --> 00:10:43.000]  使徒保羅有的是舊約的人
[00:10:43.000 --> 00:10:45.000]  未能夠看到的
[00:10:45.000 --> 00:10:48.000]  那些更加真實的真理
[00:10:48.000 --> 00:10:51.000]  就是耶穌已經來這個世界
[00:10:51.000 --> 00:10:53.000]  和已經復活
[00:10:53.000 --> 00:10:57.000]  就是主耶穌是人生命的主宰
[00:10:57.000 --> 00:11:00.000]  所以保羅他停一停的時候
[00:11:00.000 --> 00:11:03.000]  很可圈可點的各位弟兄姊妹
[00:11:03.000 --> 00:11:06.000]  引那節經文
[00:11:06.000 --> 00:11:08.000]  我們信
[00:11:08.000 --> 00:11:10.000]  所以如此說話
[00:11:10.000 --> 00:11:11.000]  詩人就說
[00:11:11.000 --> 00:11:13.000]  無論眾言幾困難
[00:11:13.000 --> 00:11:15.000]  我認定我的主
[00:11:15.000 --> 00:11:18.000]  在我生命裏面的幫助
[00:11:18.000 --> 00:11:19.000]  然後他就說
[00:11:19.000 --> 00:11:23.000]  我拿什麼來去稱揚耶和華
[00:11:23.000 --> 00:11:27.000]  在我生命裏面的一切恩惠呢?
[00:11:27.000 --> 00:11:29.000]  詩人自己答了
[00:11:29.000 --> 00:11:32.000]  就是116篇的13節
[00:11:32.000 --> 00:11:36.000]  我要舉起救恩的杯
[00:11:36.000 --> 00:11:41.000]  來去重揚這位耶和華的命
[00:11:41.000 --> 00:11:43.000]  並要在萬民當中
[00:11:43.000 --> 00:11:45.000]  或者眾民當中
[00:11:45.000 --> 00:11:50.000]  來去還我所許的願
[00:11:50.000 --> 00:11:52.000]  有一個的立志
[00:11:52.000 --> 00:11:54.000]  有一個的許願
[00:11:54.000 --> 00:11:57.000]  也都有一個的還願
[00:11:57.000 --> 00:12:00.000]  就是說詩人在舊約的時候
[00:12:00.000 --> 00:12:03.000]  有些解經家就說可能是大衛社
[00:12:03.000 --> 00:12:05.000]  但是都不敢肯定
[00:12:05.000 --> 00:12:07.000]  因為那幾篇詩篇
[00:12:07.000 --> 00:12:11.000]  都沒有說到是大衛社
[00:12:11.000 --> 00:12:13.000]  舉起救恩的杯
[00:12:13.000 --> 00:12:17.000]  使徒保羅就直接引了這節聖經
[00:12:17.000 --> 00:12:20.000]  就是說我都是那個信仰群體裏面
[00:12:20.000 --> 00:12:22.000]  有信心的人
[00:12:22.000 --> 00:12:23.000]  我們都信
[00:12:23.000 --> 00:12:25.000]  所以也說話
[00:12:25.000 --> 00:12:27.000]  這個是13節
[00:12:27.000 --> 00:12:30.000]  使徒保羅這樣說的
[00:12:30.000 --> 00:12:34.000]  引的就是詩人在116篇的第10節
[00:12:34.000 --> 00:12:36.000]  然後他就說
[00:12:36.000 --> 00:12:37.000]  我們都信
[00:12:37.000 --> 00:12:40.000]  所以我們也說話
[00:12:40.000 --> 00:12:46.000]  然後第14節
[00:12:46.000 --> 00:12:48.000]  因為知道
[00:12:48.000 --> 00:12:50.000]  那使得主耶穌復活的
[00:12:50.000 --> 00:12:54.000]  也必使到我們與耶穌一同復活
[00:12:54.000 --> 00:12:57.000]  你想一想
[00:12:57.000 --> 00:12:59.000]  對生命的透視
[00:12:59.000 --> 00:13:03.000]  上文說祂侍奉很多難處
[00:13:03.000 --> 00:13:05.000]  但是現在
[00:13:05.000 --> 00:13:10.000]  祂直接對生命有一個很清晰的透視
[00:13:10.000 --> 00:13:12.000]  因為知道
[00:13:12.000 --> 00:13:16.000]  這位神使主耶穌重死復活的
[00:13:16.000 --> 00:13:20.000]  必定會使到我們與耶穌一同復活
[00:13:20.000 --> 00:13:26.000]  並且使到我們與你們一起站在祂面前
[00:13:26.000 --> 00:13:31.000]  使到我們和你們哥林多人
[00:13:31.000 --> 00:13:35.000]  將來一同站在祂面前
[00:13:35.000 --> 00:13:38.000]  那意味著什麼呢?
[00:13:38.000 --> 00:13:42.000]  其實就是邀請哥林多教會的弟兄姊妹
[00:13:42.000 --> 00:13:45.000]  你看不看到耶穌的生命
[00:13:45.000 --> 00:13:48.000]  可以在你的內心裡彰顯
[00:13:48.000 --> 00:13:54.000]  而你也會有這個寶貝在你的雅氣裡
[00:13:54.000 --> 00:13:58.000]  來彰顯神莫大的能力
[00:13:58.000 --> 00:13:59.000]  是出於神
[00:13:59.000 --> 00:14:02.000]  不是出於我們
[00:14:02.000 --> 00:14:05.000]  保羅現在在說自己的時候
[00:14:05.000 --> 00:14:09.000]  先將自己放在信心的群體裡
[00:14:09.000 --> 00:14:10.000]  就是舊約的群體
[00:14:10.000 --> 00:14:15.000]  然後他立即將復活的事實
[00:14:15.000 --> 00:14:17.000]  來邀請弟兄姊妹
[00:14:17.000 --> 00:14:21.000]  你也要進入這個信仰的群體裡
[00:14:21.000 --> 00:14:25.000]  來看到這個福音的大能
[00:14:25.000 --> 00:14:27.000]  因為你和我
[00:14:27.000 --> 00:14:33.000]  保羅說將來都要站在耶穌的面前
[00:14:33.000 --> 00:14:35.000]  然後十五節這樣說
[00:14:35.000 --> 00:14:39.000]  一切的事情都是為了你們
[00:14:39.000 --> 00:14:42.000]  這些有處境性的模樣
[00:14:42.000 --> 00:14:44.000]  說得這句話
[00:14:44.000 --> 00:14:46.000]  說得這麼委婉的說話
[00:14:46.000 --> 00:14:49.000]  就是說上文保羅說了一些
[00:14:49.000 --> 00:14:52.000]  他在侍奉裡遭遇哥林多教會
[00:14:52.000 --> 00:14:55.000]  對他使徒身份的質疑
[00:14:55.000 --> 00:14:57.000]  甚至乎有一些假使徒
[00:14:57.000 --> 00:14:59.000]  如果你讀哥林多後書你就知道了
[00:14:59.000 --> 00:15:02.000]  第十章、十一章
[00:15:02.000 --> 00:15:06.000]  那等人說自己是什麼什麼
[00:15:06.000 --> 00:15:10.000]  其實我保羅自己更加可以誇耀
[00:15:10.000 --> 00:15:12.000]  你會看到這些措辭
[00:15:12.000 --> 00:15:15.000]  和看到這些這麼委婉的說話
[00:15:15.000 --> 00:15:18.000]  一切都是為你們的
[00:15:18.000 --> 00:15:19.000]  說得這樣的說話
[00:15:19.000 --> 00:15:20.000]  使徒保羅
[00:15:20.000 --> 00:15:24.000]  你就知道面對很多的難處
[00:15:24.000 --> 00:15:27.000]  假使徒進入哥林多教會
[00:15:27.000 --> 00:15:30.000]  來迷惑那些信徒
[00:15:30.000 --> 00:15:34.000]  所以保羅既要捍衛使徒的身份
[00:15:34.000 --> 00:15:36.000]  但也要為教會
[00:15:36.000 --> 00:15:39.000]  去爭取弟兄姊妹的心
[00:15:39.000 --> 00:15:41.000]  歸向神
[00:15:41.000 --> 00:15:46.000]  所以保羅說一切都是為你們
[00:15:46.000 --> 00:15:48.000]  為你們怎樣呢?
[00:15:48.000 --> 00:15:50.000]  好使到「因為」
[00:15:50.000 --> 00:15:52.000]  「因典」「慈為」
[00:15:52.000 --> 00:15:56.000]  「神的恩典」「神的慈為」
[00:15:56.000 --> 00:16:01.000]  「因為人多就越發的加增」
[00:16:01.000 --> 00:16:04.000]  以致「榮耀歸於神」
[00:16:04.000 --> 00:16:06.000]  突然間提到
[00:16:06.000 --> 00:16:08.000]  一切是為你們的原因
[00:16:08.000 --> 00:16:11.000]  即是說邀請你們進入
[00:16:11.000 --> 00:16:15.000]  神這個言籍裏面
[00:16:15.000 --> 00:16:18.000]  邀請你們一齊去納若
[00:16:18.000 --> 00:16:22.000]  一齊去舉起救恩的杯
[00:16:22.000 --> 00:16:25.000]  至少保羅寫這段經文的時候
[00:16:25.000 --> 00:16:29.000]  他的腦海裏面就是在想詩篇的116篇
[00:16:29.000 --> 00:16:31.000]  無論多大的困難
[00:16:31.000 --> 00:16:33.000]  有一個永恆的真實就是
[00:16:33.000 --> 00:16:35.000]  救恩的杯
[00:16:35.000 --> 00:16:37.000]  如果你能夠舉起
[00:16:37.000 --> 00:16:39.000]  你能夠擁抱
[00:16:39.000 --> 00:16:42.000]  用我們說的「你甕了它」
[00:16:42.000 --> 00:16:45.000]  是體為屬於你的
[00:16:45.000 --> 00:16:47.000]  你的人生就很不同了
[00:16:47.000 --> 00:16:49.000]  因為後面怎麼說呢?
[00:16:49.000 --> 00:16:53.000]  所以我們不喪膽
[00:16:53.000 --> 00:16:56.000]  「愛體雖然毀壞」
[00:16:56.000 --> 00:17:00.000]  「內心卻一天生持一天」
[00:17:00.000 --> 00:17:05.000]  原來我們不是顧念那些短暫的事情
[00:17:05.000 --> 00:17:07.000]  看得見的事情
[00:17:07.000 --> 00:17:11.000]  是顧念看不見的
[00:17:11.000 --> 00:17:15.000]  因為看得見的是暫時的
[00:17:15.000 --> 00:17:19.000]  看不見的才是永遠的
[00:17:19.000 --> 00:17:23.000]  你有沒有留意到保羅這個透視
[00:17:23.000 --> 00:17:26.000]  上文在說他面對苦難
[00:17:26.000 --> 00:17:31.000]  然後他說有寶貝在他的雅氣裏面
[00:17:31.000 --> 00:17:34.000]  他看自己不過是一個雅氣
[00:17:34.000 --> 00:17:37.000]  就是說多脆弱
[00:17:37.000 --> 00:17:39.000]  多無助
[00:17:39.000 --> 00:17:43.000]  多做不到神的事情
[00:17:43.000 --> 00:17:47.000]  但是寶貝在你的裏面
[00:17:47.000 --> 00:17:49.000]  就很不同了
[00:17:49.000 --> 00:17:51.000]  所以他能夠
[00:17:51.000 --> 00:17:54.000]  現在擁抱的是耶穌的死
[00:17:54.000 --> 00:17:57.000]  在他裏面先發動
[00:17:57.000 --> 00:17:59.000]  然後耶穌的生
[00:17:59.000 --> 00:18:03.000]  就可以在其他人生命裏面發動
[00:18:03.000 --> 00:18:07.000]  以致他就能夠
[00:18:07.000 --> 00:18:10.000]  讓人得到耶穌的生命
[00:18:10.000 --> 00:18:14.000]  好,整個《釋經》就停在這裏
[00:18:14.000 --> 00:18:17.000]  信仰的群體
[00:18:17.000 --> 00:18:21.000]  保羅用一個這麼戲劇性的引據
[00:18:21.000 --> 00:18:24.000]  詩人說我們信
[00:18:24.000 --> 00:18:27.000]  所以如此說話
[00:18:27.000 --> 00:18:29.000]  他的說話就是說
[00:18:29.000 --> 00:18:31.000]  我要用什麼去稱揚耶和華
[00:18:31.000 --> 00:18:33.000]  在我生命裏面一切的因為呢
[00:18:33.000 --> 00:18:36.000]  就是116篇的十三節
[00:18:36.000 --> 00:18:39.000]  我要舉起救恩的杯
[00:18:39.000 --> 00:18:41.000]  去稱揚耶和華
[00:18:41.000 --> 00:18:44.000]  在我生命裏面的一切因為
[00:18:44.000 --> 00:18:46.000]  和我要在眾民面前
[00:18:46.000 --> 00:18:49.000]  還我所許的願
[00:18:49.000 --> 00:18:52.000]  這個就是保羅在他寫這段經文的時候
[00:18:52.000 --> 00:18:54.000]  他的透視
[00:18:54.000 --> 00:18:58.000]  他自己就是那個信仰群體的延續
[00:18:58.000 --> 00:19:00.000]  他也都希望
[00:19:00.000 --> 00:19:05.000]  也都來到去歡迎和鼓勵
[00:19:05.000 --> 00:19:06.000]  有其他的
[00:19:06.000 --> 00:19:10.000]  特別是當時的哥林多的群體
[00:19:10.000 --> 00:19:13.000]  一起加入這個信仰群體
[00:19:13.000 --> 00:19:15.000]  我們也信
[00:19:15.000 --> 00:19:16.000]  保羅這樣說
[00:19:16.000 --> 00:19:18.000]  所以也說話
[00:19:18.000 --> 00:19:20.000]  是保羅這樣寫的
[00:19:20.000 --> 00:19:24.000]  十三節的下半節那裏這樣說
[00:19:24.000 --> 00:19:25.000]  沒錯,對了
[00:19:25.000 --> 00:19:27.000]  引完這句說話之後
[00:19:27.000 --> 00:19:29.000]  保羅就說我們都信
[00:19:29.000 --> 00:19:32.000]  所以我們都說話
[00:19:32.000 --> 00:19:35.000]  接著就說因為知道
[00:19:35.000 --> 00:19:37.000]  可能是舊約的詩人
[00:19:37.000 --> 00:19:39.000]  他們根本不知道這麼多的
[00:19:39.000 --> 00:19:41.000]  這麼確實的寓言
[00:19:41.000 --> 00:19:44.000]  那個實際怎樣應驗
[00:19:44.000 --> 00:19:47.000]  舊約的人沒有我們今天這麼清楚
[00:19:47.000 --> 00:19:49.000]  耶穌基督的降生
