
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹 主女便平安
[00:17:01.000 --> 00:17:03.000]  去到哪裡Why not me呢
[00:17:03.000 --> 00:17:06.000]  Why not me是一個進程
[00:17:06.000 --> 00:17:08.000]  如果Why not
[00:17:08.000 --> 00:17:10.000]  為什麼不可以是我
[00:17:10.000 --> 00:17:12.000]  和問為什麼是我
[00:17:12.000 --> 00:17:15.000]  是兩個人生態度
[00:17:15.000 --> 00:17:19.000]  是兩種敬拜
[00:17:19.000 --> 00:17:22.000]  如果頂姐妹
[00:17:22.000 --> 00:17:25.000]  今天你在你的遭遇困難
[00:17:25.000 --> 00:17:28.000]  你的厄運
[00:17:28.000 --> 00:17:31.000]  人際關係的厄運
[00:17:31.000 --> 00:17:34.000]  又或者可能在你的工作事業
[00:17:34.000 --> 00:17:38.000]  家庭都仍然有困局
[00:17:38.000 --> 00:17:42.000]  而你問的是Why me
[00:17:42.000 --> 00:17:44.000]  繼續問Why me
[00:17:44.000 --> 00:17:48.000]  神就不能夠在你的生命裏面
[00:17:48.000 --> 00:17:51.000]  成為一個很大的力量
[00:17:51.000 --> 00:17:55.000]  但當如果你能夠從一個Why me
[00:17:55.000 --> 00:17:59.000]  跳脫到一個因為經歷神
[00:17:59.000 --> 00:18:02.000]  而你能夠問為什麼不可以是我呢
[00:18:02.000 --> 00:18:04.000]  Why not是我
[00:18:04.000 --> 00:18:06.000]  為什麼不可以呢
[00:18:06.000 --> 00:18:08.000]  這樣就完全不同了
[00:18:08.000 --> 00:18:10.000]  眼光已經有一種
[00:18:10.000 --> 00:18:12.000]  因為神的同在
[00:18:12.000 --> 00:18:15.000]  而帶來的一個生命改變
[00:18:15.000 --> 00:18:17.000]  你開始會再問
[00:18:17.000 --> 00:18:19.000]  我怎樣可以
[00:18:19.000 --> 00:18:23.000]  來到這個我認為不好的處境
[00:18:23.000 --> 00:18:27.000]  來經歷經驗神的同在
[00:18:27.000 --> 00:18:30.000]  和生命的轉化呢
[00:18:30.000 --> 00:18:33.000]  就不再問Why not這麼簡單
[00:18:33.000 --> 00:18:35.000]  可能就開始問
[00:18:35.000 --> 00:18:38.000]  How我怎樣可以
[00:18:38.000 --> 00:18:40.000]  透過這件事
[00:18:40.000 --> 00:18:43.000]  我學到一些生命功課呢
[00:18:43.000 --> 00:18:46.000]  第46章因為長話短說
[00:18:46.000 --> 00:18:48.000]  不可以講太多
[00:18:48.000 --> 00:18:54.000]  若失輾轉飛黃騰達
[00:18:54.000 --> 00:18:58.000]  到底他是17歲就已經被他的哥哥
[00:18:58.000 --> 00:19:00.000]  這樣陷害
[00:19:00.000 --> 00:19:02.000]  因為聖經記載
[00:19:02.000 --> 00:19:06.000]  他30歲被法老召見
[00:19:06.000 --> 00:19:09.000]  到底是不是13年的含辛茹苦
[00:19:09.000 --> 00:19:15.000]  在埃及輾轉遇到很多奇妙的事
[00:19:15.000 --> 00:19:17.000]  不是他計劃
[00:19:17.000 --> 00:19:18.000]  沒得計劃
[00:19:18.000 --> 00:19:21.000]  一個奴隸在波提佛的家裏
[00:19:21.000 --> 00:19:23.000]  沒得他計劃的
[00:19:23.000 --> 00:19:27.000]  輾轉遇到很多奇妙的機會
[00:19:27.000 --> 00:19:31.000]  使他現在成為全埃及的宰相
[00:19:31.000 --> 00:19:33.000]  30歲見法老
[00:19:33.000 --> 00:19:36.000]  30歲見法老的時候
[00:19:36.000 --> 00:19:37.000]  就告訴法老
[00:19:37.000 --> 00:19:39.000]  你的夢我解給你聽
[00:19:39.000 --> 00:19:42.000]  有7年的大風年
[00:19:42.000 --> 00:19:45.000]  全地都會豐收
[00:19:45.000 --> 00:19:47.000]  不過7年的風年之後
